d,I1,I2,theta_tilt,F
3.799127443354054223e-02,4.218489903113992767e+01,7.383114024391419150e+01,4.200926534184709071e-01,7.219013537067170069e-03
4.797755747316006375e-02,2.590311450687164196e+01,5.658383029472887671e+01,9.930014602821257697e-02,2.355907688957918026e-03
4.119981751902778572e-02,2.400754202770764323e+01,6.683610795606325894e+01,1.023821539867544872e-01,3.472646378768710646e-03
2.514159145471604045e-02,9.415844904039889229e+01,4.062310394420916992e+01,4.024632106757436434e-02,1.880201509548772715e-02
4.395006684806444797e-02,6.227813936192453781e+01,5.644082167632383573e+01,1.049424925567938316e-01,6.695380969262840036e-03
1.953067214298073381e-02,1.116105709095838350e+01,9.094448089289171833e+01,4.449904880870331203e-02,8.266654013505000953e-03
7.779643568148748682e-03,5.749973834088645219e+01,7.099640495450509547e+01,5.967336850682780636e-02,1.518746757863991270e-01
5.308539161465972676e-03,8.058131469337560304e+01,7.030379051619647157e+01,3.564181937877841655e-02,4.773135151686354605e-01
4.077927054828738712e-02,7.049435131418084666e+01,7.919335390806979547e+01,2.395666596310349061e-01,1.212875157318995048e-02
1.633883743356366255e-02,5.169303938265120024e+01,5.510949745029791558e+01,1.137304586182180666e-01,2.736457513580410963e-02
2.327720571104266445e-02,6.634621947031155287e+01,9.470780042516875596e+01,3.899527445813152915e-01,3.556632913921661809e-02
3.638051158630532800e-02,6.245461192596618361e+01,7.789050846316052912e+01,2.507408709885605713e-02,1.339817086342893170e-02
6.030265882294444900e-03,1.897468972662561271e+01,6.332243334870189244e+01,2.012956408171598932e-01,6.692985214833808982e-02
2.816083973587890643e-02,9.464806182009557745e+01,9.836019795880005745e+01,2.293278749210834189e-01,4.028861091043802606e-02
1.045486142329591500e-02,2.170906042633441402e+01,8.684865988191320696e+01,2.417308575537976401e-01,4.449929922006166938e-02
1.062874081695553558e-02,3.550365034445388090e+01,8.606456840895744165e+01,2.697285835926683806e-01,6.891233577427924306e-02
3.067155289422657943e-02,2.223129695531395100e+01,3.099242615362599196e+01,1.950397943565058689e-01,2.408718258213148576e-03
3.787875951212899689e-02,5.673168526892857955e+01,1.622400914836912023e+01,3.703641511516514995e-01,2.128403352867232461e-03
2.127054429272509650e-02,7.409307392428597439e+01,4.589368504350503031e+01,2.798109185115752462e-01,2.087562664675325641e-02
1.464493576339270450e-02,3.098423067029757405e+01,5.635208615634432050e+01,1.464388206629601563e-01,1.977663604503201653e-02
2.607653184427512552e-02,1.801195874759342885e+01,9.071248973565121787e+01,3.027454524017734738e-01,7.799487198597317324e-03
2.343600996476295079e-02,7.005068868421442119e+01,7.427191782874045600e+01,4.530929964327772841e-01,2.703839868571634650e-02
2.723537950220451115e-02,3.664633086584208854e+01,1.136569542675326261e+01,3.320748753912545759e-01,1.681706442846443803e-03
4.702067480108647335e-02,2.799334555703212857e+01,4.172141849398372671e+01,4.623299358824330962e-01,1.747802824276984465e-03
3.367903614782937621e-02,3.342381428686757516e+01,6.379042790408496444e+01,1.714658612745607047e-01,6.549454752378185488e-03
9.302214173183005752e-03,5.690222917640753053e+01,4.750512304470849045e+01,2.253913270317620121e-01,5.750115598813719531e-02
1.053443350965386875e-02,6.871645790326753911e+01,6.965377164203482607e+01,2.822139188572229118e-01,9.628156792287249910e-02
6.410769352816359651e-03,3.092779773918245922e+01,2.137581790282359862e+01,4.874760251365595765e-01,1.788009845357791533e-02
3.225241536442956941e-02,5.915276176039555622e+01,2.985513748372624221e+01,6.400431865724404146e-02,5.778498131155081555e-03
3.975995381593223910e-02,4.682057661120722258e+01,3.604920552045192750e+01,3.549572283133808903e-01,3.620207086594122783e-03
2.704238600477575777e-02,1.016242325770460653e+01,4.177489131068588080e+01,2.495764892803964408e-02,1.865011931823385132e-03
2.343066368922923359e-02,8.805557263466006646e+01,8.771922658857408805e+01,2.052053335130598066e-01,4.501081056501523431e-02
4.506006608524102536e-02,5.378258148456698962e+01,9.911001531548069465e+01,2.268910240940938405e-01,9.728364122222768126e-03
6.325268393979948701e-03,6.575443150584163732e+01,1.180526302770210378e+01,2.645203275726380476e-01,2.199352223335478140e-02
4.854003525012343806e-02,5.603965121874960431e+01,4.721144038527893372e+01,1.751627772383827497e-01,4.098462885424522528e-03
3.387630055499061404e-02,7.669928890605697802e+01,4.959763386424239684e+01,4.831283040657699535e-01,1.028286564203785731e-02
4.215790629813694068e-02,7.374890737572347632e+01,6.116867697017845273e+01,3.598179328857076253e-01,8.770253593031313716e-03
3.963005396867303604e-02,1.199545030125165646e+01,6.618881015529416345e+01,4.165128643918740159e-01,1.696804731596460386e-03
4.482385691726770843e-02,8.026837137661981103e+01,9.988631627746912045e+01,2.213325422976848977e-01,1.481309644782680124e-02
9.685011272399051546e-03,2.301823017586984577e+01,2.689904616141523874e+01,3.531064306057243862e-01,1.060646669156161022e-02
1.940192022924691964e-02,5.601845174941989569e+01,3.456424610457515456e+01,5.759259201173611009e-02,1.389763603591672413e-02
3.190588811016312892e-02,7.952842072420834540e+01,2.103186182006243854e+01,3.696798421100300769e-01,5.187809552240966321e-03
1.818580041713181716e-02,7.468664711882361473e+01,4.952034333634976804e+01,3.249960985406494252e-01,2.846761407133389238e-02
3.165770838304398510e-02,2.361431510015651725e+01,2.904718439683449205e+01,2.414894097197939349e-01,2.251201753059669727e-03
4.554761248513806982e-02,3.771683810086274491e+01,8.255033361243734191e+01,1.193259364935429501e-01,5.604954774389082038e-03
3.529378876127937242e-02,5.255383832155968804e+01,4.212722233427344776e+01,2.435214223664821098e-01,6.084218114711649646e-03
7.775254074371981336e-03,7.564473903249300690e+01,1.454595576100314958e+01,4.023264479061385845e-01,2.329587590638325725e-02
1.054022175216811144e-02,2.135071294569418754e+01,7.061503837435661524e+01,1.130783469498689575e-01,3.157120240886950729e-02
4.880805467063712572e-02,4.676622640442301559e+01,5.438239325778108935e+01,1.048234977484297503e-01,3.945223835685909668e-03
8.170155937826375711e-03,5.144245531117231707e+01,4.869029506192951118e+01,1.454607618183034745e-01,6.715123713590420707e-02
4.291115972394641404e-02,2.429592195200145710e+01,7.689686429859740713e+01,3.787516756506921767e-01,3.519712504943505339e-03
4.939882394887452205e-02,6.879032695229076921e+01,9.945916985597631310e+01,3.604340883072539858e-01,9.968007531518875003e-03
1.229842733521381050e-02,3.764836153476677794e+01,9.090010954343912886e+01,2.945064432896990492e-01,6.024009041927056579e-02
3.668275355965931739e-02,9.032540846234904564e+01,3.338551479229196417e+01,1.429608123375848971e-01,7.871391105785821227e-03
4.136111625688054794e-02,8.386856693011679909e+01,9.841413618720889644e+01,1.844113415783176224e-01,1.794323924621857302e-02
4.781467271206774061e-02,3.921973693404090255e+01,1.821759062920003203e+01,1.079057841821539077e-01,1.143699998855375339e-03
4.293928928236291631e-02,1.380600503460898310e+01,1.799601085336575323e+01,2.330277859470767932e-01,4.779681956514951697e-04
3.869419679267364215e-02,1.917687678309716759e+01,1.482328564944504912e+01,3.163534323633948597e-01,6.452204029774605970e-04
3.966617779023499241e-02,8.752543430670556290e+01,9.390436062820300833e+01,5.766112340854223639e-02,1.956568524327263400e-02
4.001511355035293482e-02,7.037968873538065395e+01,1.414348789754045299e+01,1.860608626054614523e-01,2.199818260335623370e-03
9.100072610512498911e-03,7.421350755202092842e+01,2.756303777766160934e+01,1.075280408598777715e-01,4.047707277655245711e-02
2.020025482254142121e-02,2.273225196833031703e+01,9.916389354886302954e+01,2.618461940661517273e-01,1.720985282555503870e-02
4.348221995498277592e-02,9.670342147067457006e+01,9.735975907867080537e+01,2.352164228846812533e-01,1.836704202070724504e-02
3.820553720758074895e-02,4.077953712352715598e+01,6.739444069820034144e+01,8.457195584613175221e-02,6.847659311646618098e-03
4.782184667753429375e-02,6.021708242029249902e+01,5.459616241749236565e+01,5.648083177813234546e-03,5.340698930241528398e-03
4.285629940194706639e-02,7.341316203914173855e+01,2.221555225710447345e+01,4.762303123457327092e-01,2.878324877848734056e-03
3.434167982786917594e-02,7.002073896943159070e+01,6.880436489497051866e+01,2.923745303160983355e-01,1.396449904389764941e-02
2.900069632536068920e-02,1.972162135896607538e+01,2.514985880915634198e+01,4.747153411609763562e-01,1.715664477674308736e-03
9.852744424061286171e-03,4.693273412575992154e+01,5.199798398217111384e+01,3.972248023684533114e-01,4.634081206299479894e-02
2.452189243290019485e-02,6.055489660487337744e+01,1.654164667589024162e+01,1.795652023360854721e-01,4.948456131979826755e-03
4.828762359616785987e-02,1.680553857909303872e+01,2.309126551740540378e+01,2.229289164793687994e-01,5.980963362401868445e-04
7.088864753060614143e-03,6.414156585729196536e+01,2.633492853387422272e+01,3.586488030312748321e-01,4.385714872110980239e-02
4.839332896109305171e-02,3.210722061072229394e+01,1.096492467349454358e+01,4.968902001164427484e-01,4.862958497501862097e-04
9.220131485161507656e-03,5.121590614972760847e+01,5.395755671770321982e+01,1.715617105387571839e-01,6.331167302706242062e-02
3.945004153902870875e-02,6.404450236663447527e+01,4.456863179148896847e+01,2.187408660321678577e-01,6.487120962912692156e-03
1.083827728835789692e-02,8.478642094847617727e+01,6.307216546988830430e+01,3.155569702789088882e-01,9.680612682602802999e-02
1.923376404400793660e-02,3.361814653910609252e+01,9.163339083257203299e+01,8.582351025709289427e-02,2.573742748358468294e-02
1.878251845869578426e-02,1.018911581805293665e+01,3.248266884375922814e+01,3.577980531039287038e-01,2.328125907400765970e-03
2.097942244435082454e-02,7.538085487167377607e+01,6.718894803099918533e+01,1.689163144096534341e-01,3.392965034248895950e-02
4.364291623836757950e-02,3.752060810833273052e+01,4.061799200906818186e+01,1.533409751756337203e-01,2.904878542291082760e-03
1.313966449565130701e-02,5.940258307651201619e+01,6.954552369664719436e+01,2.716365102692102629e-01,5.734498107982111126e-02
4.421065060566450877e-02,5.858157745305919661e+01,3.832098235715195500e+01,3.768216580343872191e-01,3.925764886343890633e-03
2.187593899770228986e-02,6.547588830340460220e+01,4.642617346654164834e+01,4.550526256597831609e-01,1.673271782860537987e-02
8.219292676619345192e-03,5.761514719903739490e+01,8.068530619442950069e+01,4.276661230948911041e-01,1.569374034598101653e-01
4.451673014203792744e-02,9.949509593519861994e+01,5.482562996798436217e+01,9.588716914799766400e-02,1.014103385720540977e-02
3.952114802607658434e-02,8.939051229745328442e+01,1.982629091190226944e+01,4.817431882771219809e-01,3.615219212525785410e-03
2.512160563332819715e-02,9.619134297311302362e+01,3.469639798136143582e+01,2.339330644326576003e-02,1.634352291251424394e-02
3.442659944409916239e-02,2.638785954316501403e+01,9.581001934522575425e+01,3.220292086781272878e-01,7.438431419280353181e-03
3.547625085861398631e-02,4.241924858035960000e+01,1.030896207763289851e+01,4.181291965078743900e-01,1.109789492142050117e-03
2.299471740874312400e-02,8.850744886831267877e+01,1.734540162639330063e+01,8.561484455167223118e-02,8.453487333675745868e-03
2.967334280193095059e-02,8.389227017163646849e+01,1.314204406124740032e+01,3.447881622519837208e-01,3.873828799125540647e-03
2.317000698672449024e-02,1.335638953945801433e+01,6.418418415447347058e+01,4.697428644641329365e-01,4.414312870883708127e-03
2.655454165110620809e-02,6.239482615255055009e+01,4.502768613448695589e+01,3.515970444472803491e-01,1.196591152841325854e-02
3.664991287001463649e-02,9.760482147850547108e+01,4.890975737778257582e+01,1.098227520148566394e-01,1.262785330339544036e-02
2.367735909490821522e-02,6.096800046779023319e+01,7.541038051371792506e+01,2.228759157425008741e-01,2.554780617361759529e-02
2.318302930813479282e-02,2.689318034479920172e+01,2.620134846265934669e+01,3.310016071456871600e-01,3.659691240832263492e-03
3.973174850010688375e-02,7.742966830050289673e+01,5.599238701907764693e+01,2.121294551596754063e-01,9.797120744073458537e-03
1.815127157112795750e-02,3.799745267153700468e+01,4.182538654565577474e+01,3.079267603919558782e-01,1.213714846026873323e-02
2.056290550191054722e-02,6.276408374372813626e+01,8.706314571292939775e+01,1.343300985809661174e-01,4.001132531331089842e-02
2.424552652531599892e-02,7.081737296694754491e+01,2.784311145331185600e+01,4.235765416575754672e-01,9.242174329050277179e-03
1.525321363126048643e-02,7.421565338157591896e+01,8.865929181078621468e+01,3.640043659670920140e-01,7.581106428599529434e-02
4.419448815126085506e-02,1.922937071643085361e+01,9.748088574539843876e+01,2.445524293351768463e-01,3.534800403350564588e-03
2.300832255686544731e-02,4.510050446515344191e+01,7.603463927537873701e+01,2.453061856922479356e-01,1.988316540948699071e-02
1.977434138861666399e-02,2.713645903990133235e+01,4.265594315478824683e+01,3.321387926459027362e-01,7.749556318519217404e-03
7.797787907231177804e-03,2.082274581430070270e+01,8.992864983286408176e+01,3.938594340319643283e-01,7.960951951508130064e-02
1.506331744872301155e-02,4.300480991778557893e+01,2.001902009319125142e+01,3.707548488022464062e-01,8.029256857688736246e-03
3.216987166566000894e-02,8.409044500292941393e+01,6.810906168268682848e+01,2.094931315480776379e-01,1.897701476197996215e-02
7.169554330191610023e-03,2.043071035327841400e+01,1.532301424870475515e+01,4.149972586554555032e-01,7.316832365830638896e-03
4.870960913365994516e-02,5.326026683210168500e+01,9.990399475652668571e+01,2.299880516704710942e-02,8.526253579280088438e-03
4.980719680049526532e-02,2.575057519452712285e+01,1.011123345909667215e+01,3.952480222178659797e-01,3.566009587814672455e-04
1.135427716003207556e-02,3.687315926619667295e+01,7.482966491330449799e+01,3.152828339062775931e-01,4.999830637993725457e-02
7.264321319474431951e-03,4.232840969171682133e+01,7.289319167271533217e+01,2.826582267073229904e-01,1.297853463226457393e-01
2.389069127346658827e-02,4.442898665504792177e+01,1.007113959823280958e+01,9.355647143987905201e-02,2.320107842847110319e-03
1.696041509771618536e-02,3.667721939832821221e+01,5.733414934202188817e+01,2.650802692293809937e-01,1.867006183972608202e-02
1.243866045354323838e-02,1.961890540015668805e+01,6.458313820641204472e+01,1.937237148594686542e-01,1.907307775374828679e-02
9.630100338211456182e-03,4.821225644849410230e+01,1.144296293355339955e+01,3.300634436716104458e-02,9.654916586515002730e-03
2.695221829599261584e-02,6.997565304224445981e+01,1.057582558167952946e+01,5.545798152130620995e-02,3.206687161993010751e-03
4.445677409138323183e-02,9.602227225672790212e+01,2.554901801034509035e+01,1.740712032894394246e-01,4.481712898198060742e-03
4.936883758537478906e-02,4.991864569678630659e+01,5.662177721392353646e+01,4.804132310044949561e-01,3.824399397559559519e-03
2.024628202347507344e-02,1.872920552057594890e+01,4.999696279324420090e+01,3.671459221927231287e-02,6.482501480478516237e-03
2.285490880100742375e-02,7.650670816992821699e+01,9.643952883840994161e+01,4.559576207866622433e-03,4.678973125237251979e-02
3.439306315845296058e-02,4.384061930352928016e+01,6.838248135924844462e+01,4.324605463462194432e-03,9.047557319597551023e-03
2.228427173203926387e-02,2.519444940252216369e+01,5.469286381642227468e+01,2.554538454257128111e-01,8.048126155458587908e-03
4.574495130702137952e-02,5.384775841847210387e+01,9.662706903826571647e+01,2.526461126225253429e-01,9.142106717185011569e-03
4.069214572412191422e-02,6.003653094248939226e+01,1.328321090320985043e+01,9.355416709091729510e-02,1.731886800869441917e-03
3.158903707985186160e-02,8.178558924802862862e+01,2.307191102698389074e+01,2.563796595621379848e-01,6.176282731581821984e-03
3.465376495706048304e-02,5.565615322443981938e+01,5.371331259507644518e+01,4.080599309877925296e-01,8.077874971308879326e-03
3.707610210686026336e-02,9.194813709072860775e+01,2.716120837465846449e+01,2.513089992074654666e-01,6.247473269690544985e-03
3.473841392952110863e-02,4.482991812446403657e+01,6.075151607271384080e+01,3.150345508685314933e-01,7.630473177581632155e-03
2.079268992406171565e-02,3.112136394552228680e+01,7.285956323503734211e+01,4.753271998592356606e-01,1.408411570417298156e-02
2.933180421374628408e-02,9.130818948178801975e+01,3.126800713963382705e+01,2.252437029935601132e-01,1.066232290718086353e-02
1.829913163758468270e-02,8.096291926478561152e+01,2.537335264906620225e+01,1.685141453870587780e-01,1.563318986968085036e-02
1.776768172032316614e-02,4.027904725660727792e+01,7.694089670875555953e+01,2.304302100054828051e-01,2.746325671800621190e-02
3.533284098290526143e-02,7.172696772788616215e+01,3.959656551835685434e+01,4.106489368015533992e-01,7.350005409233352667e-03
2.423071078131095249e-02,5.255184156593387002e+01,3.428297716481526436e+01,4.389811968200731940e-01,8.438037278926646331e-03
4.283426313232585603e-02,8.395727490286883210e+01,1.038913318589493251e+01,2.091656890176066819e-01,1.693141636331272617e-03
1.490287310086672347e-02,6.395504285052688687e+01,2.099238470156472403e+01,7.963894866812981643e-02,1.360391350289280252e-02
1.673761715088699017e-02,3.812153698612136310e+01,8.096457019191873883e+01,1.068251471838691513e-01,3.126131606135908181e-02
4.392654273166327061e-02,4.506199624914873425e+01,4.941978481416331448e+01,3.808798999476985525e-01,3.951662039682805536e-03
2.111325621187228746e-02,3.138429297835526910e+01,8.497034684087445555e+01,1.345170264859184006e-01,1.857861793691653260e-02
4.875277020382624144e-02,8.791599444532793939e+01,6.006258245332123380e+01,2.238491313813491534e-01,8.066639272109278266e-03
1.095260667562341847e-02,6.431444868908440071e+01,7.974476072904283797e+01,1.834664341533078780e-01,1.062142283039306800e-01
4.357176070719963323e-02,1.416619392233472396e+01,8.581956380309890164e+01,2.081235050000907472e-01,2.356310260100856566e-03
2.986109348924257875e-02,3.244798005796091189e+01,6.322957023784280750e+01,3.632742151834404409e-01,7.330670603053165632e-03
2.915058566175370361e-02,7.308436707757110185e+01,1.315895665098174661e+01,2.460768788719351341e-01,3.582317622460719046e-03
2.900392851045478435e-02,7.449528168742945411e+01,6.638330617910611409e+01,5.461311100519938844e-02,1.988534467468181313e-02
1.320916205209791278e-02,1.563650305004028596e+01,4.713442570140272636e+01,3.544674867820011843e-01,8.904992202077960731e-03
3.989963134814589196e-02,5.962984902273949217e+01,7.982433994856518211e+01,1.849819779959324673e-01,1.090395520853570943e-02
2.316097695080801544e-02,2.800609753592303264e+01,5.545067413850782856e+01,4.035025050510432365e-02,8.834575368879101637e-03
3.318153022109037592e-02,1.820690857871010948e+01,7.268565634354212079e+01,3.929289253267814197e-01,3.943985302479149045e-03
3.387615025042028244e-02,7.685247743369852458e+01,2.110224068214151671e+01,4.531595384172233398e-01,4.389296654585690335e-03
4.404600328622190752e-02,8.820737682787103040e+01,6.810694620865540116e+01,2.335509372693553853e-01,1.121345995433586928e-02
4.670376509204316601e-02,8.022195432085865718e+01,5.654971237209009161e+01,3.464038197371263061e-01,7.267849897286450707e-03
2.917485777051709306e-02,5.030300987003495550e+01,3.053938456420764069e+01,3.866619330716285496e-01,5.496146699190415132e-03
1.427294350115370682e-02,9.478163852754700258e+01,2.092795470945128855e+01,4.220825630953206620e-01,1.948206885615767422e-02
2.864172088404777494e-02,3.669320715418466961e+01,7.816117762433708549e+01,2.865806675523792646e-01,1.149229059606120956e-02
4.995966889785943138e-02,2.123261437001855256e+01,3.665461380000733982e+01,3.848334639759816711e-01,1.068201424607925602e-03
1.814512807459533680e-02,6.211177357420351797e+01,3.422005809877273208e+01,1.208263209431583718e-01,1.668944044658630943e-02
1.564082317977483205e-02,7.993323580663688688e+01,8.543528520810491500e+01,6.203044110843380921e-02,7.928315916149393516e-02
3.831347404989598332e-02,2.939118874475624921e+01,4.721326294146103209e+01,4.571158808202414603e-01,3.059600386082181409e-03
4.507308710603299268e-02,6.560525291000331549e+01,4.562191468202857436e+01,1.501973163303171876e-01,5.377326914656621257e-03
1.378923497415587320e-02,4.757172949704035858e+01,5.270158067067892915e+01,1.597732725247390517e-01,3.059141153331983512e-02
3.707749850990022661e-02,2.043087607226646440e+01,6.391179856742547116e+01,4.435509633093924764e-01,3.104951355348380820e-03
4.790811200570623679e-02,3.893857044591005945e+01,3.552244568827187976e+01,1.044040775206520055e-01,2.213620051489180018e-03
3.035733714378843762e-02,8.649325116333548635e+01,1.449626126113595248e+01,9.660236013284090317e-02,4.493213063292650009e-03
4.481685127504252131e-02,2.549372394311798118e+01,8.475713624357358356e+01,2.636725881392707471e-01,3.909462416015413791e-03
3.578688387852405756e-02,7.424764584291317249e+01,8.778697183082839217e+01,2.123652902237676554e-01,1.825863925237903446e-02
3.504558351658650095e-02,2.973143201986475859e+01,1.592864941209755436e+01,2.987303250737852744e-01,1.284655174998185212e-03
1.108497900900156166e-02,6.585366679106302001e+01,3.542494322316257893e+01,3.206295954403730608e-01,3.489897976016417824e-02
1.518468871996711891e-02,6.701906131832562608e+01,3.512073222557599905e+01,2.887751764956860145e-01,2.297242327450852578e-02
1.579545302670759196e-02,3.009506027442096610e+01,3.027779061135738559e+01,3.833699625996310201e-01,8.063257129795916092e-03
2.173119966480150864e-02,1.287777376466707224e+01,7.692641710932704768e+01,4.107677118389354010e-01,5.967581216283582637e-03
1.074868737376744217e-02,8.358406438290855078e+01,6.585160449551104023e+01,1.602359036294873640e-01,1.069496718972765825e-01
1.376664366078297723e-02,8.613286023628101873e+01,9.173691515258690288e+01,3.366211611496339184e-01,1.120872345792051084e-01
4.179355226359472014e-02,9.079063662836200876e+01,7.876199086645353020e+01,1.918657700849302761e-01,1.498431171202775809e-02
1.682746791814597465e-02,4.401291701425343916e+01,5.084350723047509746e+01,2.913057018618933625e-01,1.959368728388774863e-02
7.644695083513841638e-03,8.351918137102055084e+01,8.756783147761476016e+01,2.948975359098758298e-01,3.275599541251023594e-01
1.264079626624721973e-02,2.375918098250756927e+01,3.769070871405558165e+01,1.969748376711482063e-01,1.163036572121331144e-02
1.611844530010813833e-02,1.408078016462021687e+01,2.843602234775025650e+01,2.795173394068439787e-02,3.701512022846764529e-03
1.193837124156266541e-02,9.563740886026590715e+01,3.135176238704844920e+01,7.904880445455686466e-02,4.190646495386719100e-02
1.991621661029410392e-02,7.052506961519070217e+01,8.094609965379136440e+01,4.828805256675061663e-03,4.368829357212398318e-02
1.832928955223208853e-02,7.557405375421870986e+01,1.059127400722103829e+01,4.304108700913070740e-01,5.532405637942397481e-03
4.020985206205805046e-02,4.628584032679881943e+01,4.409099579693433668e+01,2.204846345496120352e-01,4.477342302636864828e-03
2.353047789565183845e-02,5.822837326462235552e+01,7.117670984930265377e+01,4.617185799406453017e-01,2.117948596780038634e-02
3.910203137809382251e-02,3.047772813824898108e+01,8.034966978598866660e+01,3.101093274523867294e-01,5.644784787456191312e-03
3.719688763074797261e-02,9.260755571699465349e+01,5.114155179173059906e+01,2.388526871377903982e-01,1.194482789246282227e-02
2.014978306457125556e-02,8.911651107840928887e+01,2.397664175319205171e+01,4.495801631515243812e-01,1.294176943526904530e-02
1.622513509930906608e-02,4.660440800205714140e+01,9.930862120338062482e+01,4.155812378617889657e-01,4.922443107388250333e-02
4.844149497454684067e-02,9.586328684866148819e+01,4.822264868103729896e+01,2.870071542845968882e-01,7.005427685660176908e-03
3.462393516665238785e-02,8.825658275717451318e+01,6.982399410712825727e+01,3.708036931894725940e-02,1.839220566340191848e-02
9.653288904269200638e-03,1.231564350819160225e+01,8.883137459461902097e+01,1.960195643957085565e-01,3.107537716558774962e-02
3.956166594171497269e-02,7.920471382114290293e+01,1.730014586468645987e+01,2.440997893199305380e-01,3.053514645073793221e-03
6.341323794601293889e-03,4.728971711539937672e+01,7.742851603672936278e+01,3.904956687399184778e-01,2.113954919552087364e-01
3.278839880737721008e-02,6.414407667892241705e+01,8.977503504690200486e+01,3.488640483932461955e-01,1.817783182604372147e-02
4.418399178266788074e-02,8.236141845739190614e+01,2.572903278956077244e+01,3.336889048934197910e-01,3.757443886595398293e-03
7.328066911519008977e-03,6.643771195586090528e+01,6.484030944009742825e+01,4.773201744885838815e-01,1.494154418490174219e-01
3.015208509122475206e-02,1.278385344620010677e+01,8.660472833015779770e+01,2.305808287668907886e-01,4.174492538689858478e-03
7.788097281364279000e-03,5.397603986746065630e+01,6.548732406412698026e+01,3.800230722846486553e-01,1.148046546656210365e-01
4.206755770205965889e-02,1.598915798779348485e+01,3.091241176177274497e+01,4.136997741999892675e-02,1.017167842883130507e-03
3.982740477914030464e-02,8.494552742569716486e+01,9.943825220734599668e+01,3.238730460305390135e-01,1.904703481605563714e-02
1.171618736011864441e-02,2.944032638402380542e+01,1.308141914147351947e+01,4.588656414735315381e-01,4.743675508951205114e-03
1.976258739797096681e-02,6.519684898544727503e+01,3.706236440085208272e+01,3.723637983140565266e-02,1.696486501313892309e-02
1.727026600906354445e-02,9.596155387802077996e+01,9.475385878002360585e+01,3.229177177706050728e-01,8.800971092283463304e-02
2.714738228595234282e-02,7.003603830192764690e+01,1.561797872995204095e+01,1.297465381692949893e-01,4.661447156973972002e-03
2.891731746225039215e-02,8.174664286489435483e+01,3.916491221042812754e+01,4.587100732915919687e-01,1.131156968560515126e-02
1.745301987018902865e-02,9.306397636345624846e+01,3.197892723000292747e+01,3.688143152149385706e-01,2.311594122286353761e-02
3.696329716377223101e-02,8.698390511458832464e+01,3.005900146733292999e+01,1.110793933342940631e-01,6.753643429016614047e-03
1.373002265110531521e-02,7.287094823599625215e+01,8.301698092409552032e+01,2.807028307070634776e-01,8.359905374090843833e-02
7.265685259897741374e-03,2.849776433653347851e+01,4.807434616424306739e+01,3.621091474494543272e-01,4.195763561691745469e-02
4.134702121773756178e-02,9.570484361444965771e+01,6.924799605114165502e+01,2.907376969704281722e-01,1.374241927292239873e-02
1.222332702328890637e-02,3.239026626686402466e+01,4.322819310918287528e+01,1.006306922546408855e-01,1.976792416254732551e-02
4.792021901483710378e-02,8.691921971833308191e+01,6.024222180411697991e+01,4.268915478568680588e-01,7.728725462591429229e-03
3.559641020330576999e-02,9.481619159517610740e+01,9.628673055053329222e+01,3.845556450999998432e-02,2.664480795052734385e-02
2.084636445530659368e-02,5.580782703550093515e+01,9.302142083104807568e+01,4.774670127134341135e-01,3.387597731908403853e-02
1.626185450790275377e-02,7.307109425253426593e+01,4.270317959776549799e+01,4.240670308325690807e-01,2.676066884640508625e-02
2.440720833976369256e-02,4.729741894247510459e+01,4.513511298262593385e+01,4.696276487896884344e-01,9.852636340452445435e-03
1.358566816863261521e-02,1.467232490817110957e+01,6.270673652205201165e+01,2.921062410376815133e-01,1.163199347461750521e-02
1.921882460303195664e-02,9.694991937995278874e+01,9.409067768330642423e+01,1.701601032488741505e-01,7.612110736838594016e-02
1.361850376303062014e-02,3.803367128908578820e+01,3.474906995287935274e+01,3.471006715423902156e-02,1.562600628506236392e-02
5.886525020981813600e-03,1.826879810856482678e+01,5.491830090257938224e+01,3.650128331438912133e-01,4.940071265603000750e-02
2.647432982182503641e-02,7.992368392033203861e+01,5.254533256810009334e+01,2.958050787080475641e-01,1.846170290146160672e-02
3.848539824754881183e-02,8.783284180710585076e+01,1.729496325722981354e+01,1.161377235653981987e-02,3.664338480741160045e-03
4.158676645617516432e-02,3.777628866417119724e+01,2.649801350798176003e+01,3.957575847846663830e-01,1.940937121406544107e-03
1.786213852473204911e-02,6.386950373322856933e+01,1.090264395027939415e+01,2.540300050144928545e-01,5.312008387876228539e-03
4.237634803644540343e-02,4.270304734994110163e+01,9.261194848840028726e+01,4.113389877127482386e-02,8.300715766752893993e-03
3.766642374671825416e-02,8.482931373053763480e+01,2.994513099102134746e+01,4.681562193868245569e-01,5.699519044064834360e-03
3.678854940493731657e-02,2.724288629762483893e+01,1.943119953809422995e+01,4.277966569390704299e-01,1.258354048737288884e-03
2.598656209078176529e-02,3.955817306704814484e+01,4.092313647202225013e+01,4.106809149739840681e-01,6.938127168397656593e-03
2.884087786854038979e-02,9.064607934771002817e+01,2.773604463321436953e+01,3.033261478663646371e-01,9.426197070196738054e-03
1.075645491015188825e-02,8.279372033037263634e+01,4.240063480047967914e+01,4.061688840877764606e-01,5.483648272116013744e-02
4.356627693134675072e-02,1.809420391791586269e+01,4.024197293238599826e+01,2.370251845320838768e-01,1.369474538873509915e-03
3.450719706114090818e-02,6.165788003710785148e+01,3.344243629708701349e+01,3.268514603251242989e-01,5.723652608448506936e-03
2.163031165167091097e-02,6.740499926345836457e+01,1.783568956087068358e+01,1.041494113691859846e-02,7.266583807814537554e-03
