t,N,reproductive_adult_abundance,dN_dt
6.310062012402480214e+00,2.241286022380174074e+02,1.485558225069265177e+02,5.911450686540512578e+01
6.311662332466493552e+00,2.242215410709635819e+02,1.486124748092756249e+02,5.703314956362972765e+01
6.313262652530506003e+00,2.243111479726364621e+02,1.486690119788115396e+02,5.495085226141721080e+01
6.314862972594519341e+00,2.243974225684279702e+02,1.487254244438775288e+02,5.286941999939425330e+01
6.316463292658531792e+00,2.244803674000500564e+02,1.487817026781065408e+02,5.079062327796108178e+01
6.318063612722544242e+00,2.245599879255349833e+02,1.488378372004214327e+02,4.871619520017107874e+01
6.319663932786557581e+00,2.246362925192351838e+02,1.488938185750348282e+02,4.664782877554562646e+01
6.321264252850570031e+00,2.247092924718231473e+02,1.489496374114490322e+02,4.458717438923979870e+01
6.322864572914583370e+00,2.247790019902917322e+02,1.490052843644562870e+02,4.253583744028278346e+01
6.324464892978595820e+00,2.248454380591974200e+02,1.490607501422695123e+02,4.049537632645871810e+01
6.326065213042608271e+00,2.249086161591311566e+02,1.491160257994022516e+02,3.846730583669901904e+01
6.327665533106621609e+00,2.249685574543861719e+02,1.491711023923279811e+02,3.645308630634863789e+01
6.329265853170634060e+00,2.250252872846279502e+02,1.492259709755321353e+02,3.445412379276869785e+01
6.330866173234646510e+00,2.250788325300028418e+02,1.492806227371460466e+02,3.247177184990024301e+01
6.332466493298659849e+00,2.251292216111381492e+02,1.493350489989468031e+02,3.050733016960768396e+01
6.334066813362672299e+00,2.251764844891418704e+02,1.493892412163573624e+02,2.856204339867363728e+01
6.335667133426685638e+00,2.252206526656030121e+02,1.494431909784464665e+02,2.663710012966817686e+01
6.337267453490698088e+00,2.252617591825912768e+02,1.494968900079286982e+02,2.473363206329828756e+01
6.338867773554710539e+00,2.252998386226574041e+02,1.495503301611644815e+02,2.285271333925967951e+01
6.340468093618723877e+00,2.253349271088328578e+02,1.496035034281600531e+02,2.099536003206616641e+01
6.342068413682736328e+00,2.253670623046299681e+02,1.496564019325674622e+02,1.916252980781544579e+01
6.343668733746749666e+00,2.253962834140419886e+02,1.497090179316846559e+02,1.735512173737745201e+01
6.345269053810762117e+00,2.254226311815429540e+02,1.497613438164552520e+02,1.557397626105237975e+01
6.346869373874774567e+00,2.254461478920877937e+02,1.498133721114688228e+02,1.381987529934788483e+01
6.348469693938787906e+00,2.254668773711123038e+02,1.498650954749607536e+02,1.209354250416628673e+01
6.350070014002800356e+00,2.254848649845330897e+02,1.499165066988121566e+02,1.039564364437210742e+01
6.351670334066813695e+00,2.255001576387476803e+02,1.499675987085501561e+02,8.726787119436203000e+00
6.353270654130826145e+00,2.255128037806343571e+02,1.500183645633474612e+02,7.087524594606136930e+00
6.354870974194838595e+00,2.255228531304871922e+02,1.500687974606659338e+02,5.478352042726854165e+00
6.356471294258851934e+00,2.255303506222469423e+02,1.501188908685761874e+02,3.899717214949703248e+00
6.358071614322864384e+00,2.255353449604572802e+02,1.501686384154409382e+02,2.352011214255945504e+00
6.359671934386877723e+00,2.255378874441261701e+02,1.502180338490691440e+02,8.355708106865691320e-01
6.361272254450890173e+00,2.255380293442668176e+02,1.502670710719065994e+02,-6.493175863722200347e-01
6.362872574514902624e+00,2.255358219038976983e+02,1.503157441410361344e+02,-2.102416742801985095e+00
6.364472894578915962e+00,2.255313163380426147e+02,1.503640472681775861e+02,-3.523537339878110686e+00
6.366073214642928413e+00,2.255245638337305252e+02,1.504119748196876571e+02,-4.912536647023031833e+00
6.367673534706941751e+00,2.255156155499957435e+02,1.504595213165601706e+02,-6.269317134237972766e+00
6.369273854770954202e+00,2.255045226178778535e+02,1.505066814344257580e+02,-7.593825031176493212e+00
6.370874174834966652e+00,2.254913361404216801e+02,1.505534500035521432e+02,-8.886048839703214242e+00
6.372474494898979991e+00,2.254761071926772900e+02,1.505998220088440291e+02,-1.014601780664096609e+01
6.374074814962992441e+00,2.254588868217001334e+02,1.506457925898429551e+02,-1.137380036324505994e+01
6.375675135027005780e+00,2.254397260465507884e+02,1.506913570407275813e+02,-1.256950253775401194e+01
6.377275455091018230e+00,2.254186758582952166e+02,1.507365108103134617e+02,-1.373326634716772787e+01
6.378875775155030681e+00,2.253957872200045927e+02,1.507812495020531571e+02,-1.486526817417627910e+01
6.380476095219044019e+00,2.253711110667553328e+02,1.508255688740362075e+02,-1.596571713492993183e+01
6.382076415283056470e+00,2.253446983056292083e+02,1.508694648389890460e+02,-1.703485344309010685e+01
6.383676735347069808e+00,2.253165998157132037e+02,1.509129334642751985e+02,-1.807294677534103755e+01
6.385277055411082259e+00,2.252868663444562856e+02,1.509559709682791038e+02,-1.908029454292244864e+01
6.386877375475094709e+00,2.252555452938908331e+02,1.509985736296277423e+02,-2.005721715530119198e+01
6.388477695539108048e+00,2.252226844570274125e+02,1.510407379514223578e+02,-2.100406003313404923e+01
6.390078015603120498e+00,2.251883321685922112e+02,1.510824606165869852e+02,-2.192119220588770290e+01
6.391678335667133837e+00,2.251525359798148145e+02,1.511237384324090272e+02,-2.280900348191473981e+01
6.393278655731146287e+00,2.251153426584285455e+02,1.511645683305390548e+02,-2.366790292339818436e+01
6.394878975795158738e+00,2.250767981886702671e+02,1.512049473669908366e+02,-2.449831735038860359e+01
6.396479295859172076e+00,2.250369477712804382e+02,1.512448727221415368e+02,-2.530068987688673232e+01
6.398079615923184527e+00,2.249958358235032279e+02,1.512843417007313462e+02,-2.607547848163651949e+01
6.399679935987197865e+00,2.249535059790862022e+02,1.513233517318638519e+02,-2.682315461602398798e+01
6.401280256051210316e+00,2.249100010882807510e+02,1.513619003690058094e+02,-2.754420185120228126e+01
6.402880576115222766e+00,2.248653632178417467e+02,1.513999852899872280e+02,-2.823911456630266059e+01
6.404480896179236105e+00,2.248196336510276581e+02,1.514376042970013714e+02,-2.890839667933279600e+01
6.406081216243248555e+00,2.247728528876006067e+02,1.514747553166046714e+02,-2.955256042211801315e+01
6.407681536307261894e+00,2.247250606438262537e+02,1.515114363997168994e+02,-3.017212516039814574e+01
6.409281856371274344e+00,2.246762958524739417e+02,1.515476457216209951e+02,-3.076761625996839911e+01
6.410882176435286794e+00,2.246265966628166098e+02,1.515833815819631241e+02,-3.133956399952854355e+01
6.412482496499300133e+00,2.245760004406306507e+02,1.516186424047527623e+02,-3.188850253069891139e+01
6.414082816563312583e+00,2.245245437681963097e+02,1.516534267383625263e+02,-3.241496888546283373e+01
6.415683136627325922e+00,2.244722624442972005e+02,1.516877332555283715e+02,-3.291950203110803841e+01
6.417283456691338372e+00,2.244191914442047278e+02,1.517215606738215854e+02,-3.340264199349731911e+01
6.418883776755350823e+00,2.243653645025527510e+02,1.517549076948282050e+02,-3.386492865400344954e+01
6.420484096819364161e+00,2.243108142762013415e+02,1.517877733053113900e+02,-3.430690087994887705e+01
6.422084416883376612e+00,2.242555726210425462e+02,1.518201565828898936e+02,-3.472909617608698341e+01
6.423684736947389062e+00,2.241996705960421536e+02,1.518520566848825126e+02,-3.513204998351746156e+01
6.425285057011402401e+00,2.241431384632399499e+02,1.518834728483078891e+02,-3.551629501118531351e+01
6.426885377075414851e+00,2.240860056877498039e+02,1.519144043898845382e+02,-3.588236061122014320e+01
6.428485697139428190e+00,2.240283009377592975e+02,1.519448507060309623e+02,-3.623077219711083785e+01
6.430086017203440640e+00,2.239700520845301810e+02,1.519748112728655371e+02,-3.656205070359992249e+01
6.431686337267453091e+00,2.239112862023980028e+02,1.520042856462065402e+02,-3.687671208713694426e+01
6.433286657331466429e+00,2.238520295687722808e+02,1.520332734615721790e+02,-3.717526686564215765e+01
6.434886977395478880e+00,2.237923076641365583e+02,1.520617744341805917e+02,-3.745821969628275383e+01
6.436487297459492218e+00,2.237321451720482059e+02,1.520897883589498178e+02,-3.772606898992962954e+01
6.438087617523504669e+00,2.236715659791386486e+02,1.521173151104977421e+02,-3.797930656089952350e+01
6.439687937587517119e+00,2.236105931751131948e+02,1.521443546431422931e+02,-3.821841731058590597e+01
6.441288257651530458e+00,2.235492490527510654e+02,1.521709069909011873e+02,-3.844387894353960888e+01
6.442888577715542908e+00,2.234875551079055356e+02,1.521969722674921002e+02,-3.865616171455228312e+01
6.444488897779556247e+00,2.234255320395037074e+02,1.522225506663326939e+02,-3.885572820529822025e+01
6.446089217843568697e+00,2.233631997495467374e+02,1.522476424605403622e+02,-3.904303312906783674e+01
6.447689537907581148e+00,2.233005773431096372e+02,1.522722480029326277e+02,-3.921852316215476719e+01
6.449289857971594486e+00,2.232376831283414162e+02,1.522963677260267445e+02,-3.938263680045243831e+01
6.450890178035606937e+00,2.231745346265295211e+02,1.523200021407869258e+02,-3.953580425004517451e+01
6.452490498099620275e+00,2.231111499602964727e+02,1.523431516528214900e+02,-3.967844874462871019e+01
6.454090818163632726e+00,2.230475460214539680e+02,1.523658167644622381e+02,-3.981098462587625875e+01
6.455691138227645176e+00,2.229837381193312069e+02,1.523879981473328371e+02,-3.993381691314315418e+01
6.457291458291658515e+00,2.229197410535751658e+02,1.524096965163832067e+02,-4.004734234820455185e+01
6.458891778355670965e+00,2.228555691141507396e+02,1.524309126298895194e+02,-4.015194937319682111e+01
6.460492098419684304e+00,2.227912360813404860e+02,1.524516472894542289e+02,-4.024801812450747462e+01
6.462092418483696754e+00,2.227267552257448813e+02,1.524719013400060419e+02,-4.033592044138482180e+01
6.463692738547709205e+00,2.226621393082821214e+02,1.524916756697998608e+02,-4.041601988809316737e+01
6.465293058611722543e+00,2.225974005801881503e+02,1.525109712104170114e+02,-4.048867178847140025e+01
6.466893378675734994e+00,2.225325507830168590e+02,1.525297889367648736e+02,-4.055422327180271225e+01
6.468493698739748332e+00,2.224676011486397442e+02,1.525481298670772219e+02,-4.061301332895044425e+01
6.470094018803760783e+00,2.224025623992463352e+02,1.525659950629140837e+02,-4.066537287775291531e+01
6.471694338867773233e+00,2.223374447473437385e+02,1.525833856291616826e+02,-4.071162483672751620e+01
6.473294658931786572e+00,2.222722578957569226e+02,1.526003027140325798e+02,-4.075208420616975502e+01
6.474894978995799022e+00,2.222070110376287744e+02,1.526167475090655046e+02,-4.078705815578813798e+01
6.476495299059812361e+00,2.221417128564197583e+02,1.526327212491255239e+02,-4.081684611805700769e+01
6.478095619123824811e+00,2.220763715259083426e+02,1.526482252124039576e+02,-4.084173988651590292e+01
6.479695939187837261e+00,2.220109947101906869e+02,1.526632607204183216e+02,-4.086202371829178759e+01
6.481296259251850600e+00,2.219455895636807270e+02,1.526778291380124699e+02,-4.087797444016012349e+01
6.482896579315863050e+00,2.218801627311102891e+02,1.526919318733564808e+02,-4.088986155750920659e+01
6.484496899379876389e+00,2.218147203475288904e+02,1.527055703779467137e+02,-4.089794736561130861e+01
6.486097219443888839e+00,2.217492680383039385e+02,1.527187461466057243e+02,-4.090248706264639367e+01
6.487697539507901290e+00,2.216838109191205604e+02,1.527314607174823777e+02,-4.090372886396492191e+01
6.489297859571914628e+00,2.216183535959817164e+02,1.527437156720518487e+02,-4.090191411711504799e+01
6.490898179635927079e+00,2.215529013027118026e+02,1.527555125398093026e+02,-4.089727852743484959e+01
6.492498499699940417e+00,2.214874594414914384e+02,1.527668528229959009e+02,-4.089005183308327673e+01
6.494098819763952868e+00,2.214220315195128421e+02,1.527777381746109882e+02,-4.088045590280253094e+01
6.495699139827965318e+00,2.213566207810606272e+02,1.527881702710014054e+02,-4.086870643716454055e+01
6.497299459891978657e+00,2.212912302223884637e+02,1.527981508106565229e+02,-4.085501309585903584e+01
6.498899779955991107e+00,2.212258625917190784e+02,1.528076815142081273e+02,-4.083957960916250585e+01
6.500500100020004446e+00,2.211605203892441693e+02,1.528167641244303923e+02,-4.082260388783411287e+01
6.502100420084016896e+00,2.210952058671244913e+02,1.528254004062401066e+02,-4.080427813121808356e+01
6.503700740148029347e+00,2.210299210294898558e+02,1.528335921466963612e+02,-4.078478893335957878e+01
6.505301060212042685e+00,2.209646676324389603e+02,1.528413411550008334e+02,-4.076431738696269491e+01
6.506901380276055136e+00,2.208994471840397296e+02,1.528486492624975313e+02,-4.074303918504843836e+01
6.508501700340068474e+00,2.208342609443289462e+02,1.528555183226730492e+02,-4.072112472018497442e+01
6.510102020404080925e+00,2.207691099253125344e+02,1.528619502111563406e+02,-4.069873918119042600e+01
6.511702340468093375e+00,2.207039948909653901e+02,1.528679468257188887e+02,-4.067604264722252339e+01
6.513302660532106714e+00,2.206389163572314089e+02,1.528735100862745924e+02,-4.065319017919043887e+01
6.514902980596119164e+00,2.205738745920235715e+02,1.528786419348797949e+02,-4.063033190843958664e+01
6.516503300660131615e+00,2.205088696152238583e+02,1.528833443357333692e+02,-4.060761312267568002e+01
6.518103620724144953e+00,2.204439011986832497e+02,1.528876192751765757e+02,-4.058517434910935862e+01
6.519703940788157404e+00,2.203789688662217827e+02,1.528914687616931758e+02,-4.056315143481570118e+01
6.521304260852170742e+00,2.203140718936285225e+02,1.528948948259093470e+02,-4.054167562431420180e+01
6.522904580916183193e+00,2.202492093086615625e+02,1.528978995205937679e+02,-4.052087363438708678e+01
6.524504900980195643e+00,2.201843798910480245e+02,1.529004849206575614e+02,-4.050086772616291597e+01
6.526105221044208982e+00,2.201195821724839732e+02,1.529026531231542947e+02,-4.048177577450297093e+01
6.527705541108221432e+00,2.200548144366346150e+02,1.529044062472800078e+02,-4.046371133473397919e+01
6.529305861172234771e+00,2.199900747191340997e+02,1.529057464343731851e+02,-4.044678370678001755e+01
6.530906181236247221e+00,2.199253608075857187e+02,1.529066758479148405e+02,-4.043109799675232097e+01
6.532506501300259671e+00,2.198606702424694674e+02,1.529071966734808541e+02,-4.041675517692539898e+01
6.534106821364273010e+00,2.197960016487056123e+02,1.529073110457555629e+02,-4.040385341167908706e+01
6.535707141428285460e+00,2.197313533630265852e+02,1.529070211107929822e+02,-4.039248681126439777e+01
6.537307461492298799e+00,2.196667224564461378e+02,1.529063290868576246e+02,-4.038274454759088172e+01
6.538907781556311249e+00,2.196021059345570734e+02,1.529052372047187873e+02,-4.037471204443951223e+01
6.540508101620323700e+00,2.195375007375308485e+02,1.529037477076506093e+02,-4.036847102513351615e+01
6.542108421684337038e+00,2.194729037401178857e+02,1.529018628514319573e+02,-4.036409955818485429e+01
6.543708741748349489e+00,2.194083117516474601e+02,1.528995849043465114e+02,-4.036167210100219904e+01
6.545309061812362827e+00,2.193437215160276708e+02,1.528969161471827363e+02,-4.036125954174873698e+01
6.546909381876375278e+00,2.192791297117455258e+02,1.528938588732339099e+02,-4.036292923943602062e+01
6.548509701940387728e+00,2.192145329518668291e+02,1.528904153882980665e+02,-4.036674506234439974e+01
6.550110022004401067e+00,2.191499277840362367e+02,1.528865880106780253e+02,-4.037276742485742176e+01
6.551710342068413517e+00,2.190853106904773426e+02,1.528823790711814183e+02,-4.038105332280068183e+01
6.553310662132426856e+00,2.190206780879924793e+02,1.528777909131206627e+02,-4.039165636737133980e+01
6.554910982196439306e+00,2.189560263279629453e+02,1.528728258923129601e+02,-4.040462681774820908e+01
6.556511302260451757e+00,2.188913516963488632e+02,1.528674863770802688e+02,-4.042001161246805196e+01
6.558111622324465095e+00,2.188266504136890944e+02,1.528617747482493598e+02,-4.043785439965400741e+01
6.559711942388477546e+00,2.187619186351015799e+02,1.528556933991518463e+02,-4.045819556618121027e+01
6.561312262452490884e+00,2.186971524502828856e+02,1.528492447356240120e+02,-4.048107226586159868e+01
6.562912582516503335e+00,2.186323478835086576e+02,1.528424311760070395e+02,-4.050651844673089386e+01
6.564512902580515785e+00,2.185675008936331949e+02,1.528352551511468107e+02,-4.053456487751473958e+01
6.566113222644529124e+00,2.185026073740897345e+02,1.528277191043941059e+02,-4.056523917335515961e+01
6.567713542708541574e+00,2.184376631528904227e+02,1.528198254916043766e+02,-4.059856582087004284e+01
6.569313862772554913e+00,2.183726639926261441e+02,1.528115767811378873e+02,-4.063456620262130059e+01
6.570914182836567363e+00,2.183076055904667783e+02,1.528029754538598013e+02,-4.067325862106208945e+01
6.572514502900579814e+00,2.182424835781609715e+02,1.527940240031399242e+02,-4.071465832203368507e+01
6.574114822964593152e+00,2.181772935220361944e+02,1.527847249348529033e+02,-4.075877751787765391e+01
6.575715143028605603e+00,2.181120309229988834e+02,1.527750807673781992e+02,-4.080562541022966627e+01
6.577315463092618941e+00,2.180466912165342137e+02,1.527650940316000572e+02,-4.085520821255632740e+01
6.578915783156631392e+00,2.179812697727063266e+02,1.527547672709074789e+02,-4.090752917249561449e+01
6.580516103220643842e+00,2.179157618961581591e+02,1.527441030411942506e+02,-4.096258859405977404e+01
6.582116423284657181e+00,2.178501630431440503e+02,1.527331039040339249e+02,-4.102038406167275753e+01
6.583716743348669631e+00,2.177844701890438159e+02,1.527217723811344854e+02,-4.108091173525085082e+01
6.585317063412682970e+00,2.177186789756709402e+02,1.527101110423502348e+02,-4.114416371844745868e+01
6.586917383476695420e+00,2.176527847299858536e+02,1.526981224780686546e+02,-4.121012902691366264e+01
6.588517703540707871e+00,2.175867828559221380e+02,1.526858092873156352e+02,-4.127879397470179157e+01
6.590118023604721209e+00,2.175206688343865835e+02,1.526731740777556467e+02,-4.135014219639931099e+01
6.591718343668733660e+00,2.174544382232593875e+02,1.526602194656915685e+02,-4.142415466944579805e+01
6.593318663732746998e+00,2.173880866573937567e+02,1.526469480760647457e+02,-4.150080973667156314e+01
6.594918983796759449e+00,2.173216098486164469e+02,1.526333625424550462e+02,-4.158008312909755944e+01
6.596519303860771899e+00,2.172550035857271951e+02,1.526194655070807755e+02,-4.166194798902976970e+01
6.598119623924785238e+00,2.171882637344991167e+02,1.526052596207986767e+02,-4.174637489348430819e+01
6.599719943988797688e+00,2.171213862376785926e+02,1.525907475431040439e+02,-4.183333187797311581e+01
6.601320264052810138e+00,2.170543671149852116e+02,1.525759319421305804e+02,-4.192278446068057463e+01
6.602920584116823477e+00,2.169872024631117426e+02,1.525608154946504840e+02,-4.201469566705962677e+01
6.604520904180835927e+00,2.169198884557244185e+02,1.525454008860744466e+02,-4.210902605487164863e+01
6.606121224244849266e+00,2.168524213434624528e+02,1.525296908104515410e+02,-4.220573373969633479e+01
6.607721544308861716e+00,2.167847974539385802e+02,1.525136879704694763e+02,-4.230477442093257423e+01
6.609321864372874167e+00,2.167170131917385447e+02,1.524973950774542573e+02,-4.240610140831183372e+01
6.610922184436887505e+00,2.166490650384214405e+02,1.524808148513704680e+02,-4.250966564894258681e+01
6.612522504500899956e+00,2.165809495525197121e+02,1.524639500208211587e+02,-4.261541575490311828e+01
6.614122824564913294e+00,2.165126633695388705e+02,1.524468033230477602e+02,-4.272329803139957960e+01
6.615723144628925745e+00,2.164442032019578335e+02,1.524293775039303398e+02,-4.283325650550267483e+01
6.617323464692938195e+00,2.163755658392286421e+02,1.524116753179872603e+02,-4.294523295547578812e+01
6.618923784756951534e+00,2.163067481477766592e+02,1.523936995283754925e+02,-4.305916694070666750e+01
6.620524104820963984e+00,2.162377470710005127e+02,1.523754529068903878e+02,-4.317499583225116311e+01
6.622124424884977323e+00,2.161685596292720106e+02,1.523569382339658205e+02,-4.329265484400035291e+01
6.623724744948989773e+00,2.160991829199363110e+02,1.523381582986741307e+02,-4.341207706447546144e+01
6.625325065013002224e+00,2.160296141173117235e+02,1.523191158987261247e+02,-4.353319348925796106e+01
6.626925385077015562e+00,2.159598504726898511e+02,1.522998138404710460e+02,-4.365593305406078173e+01
6.628525705141028013e+00,2.158898893143355906e+02,1.522802549388966611e+02,-4.378022266844079979e+01
6.630126025205041351e+00,2.158197280474869331e+02,1.522604420176292024e+02,-4.390598725015991732e+01
6.631726345269053802e+00,2.157493641543553906e+02,1.522403779089333398e+02,-4.403314976019235871e+01
6.633326665333066252e+00,2.156787951941254562e+02,1.522200654537122659e+02,-4.416163123837925752e+01
6.634926985397079591e+00,2.156080189981091451e+02,1.521995074936198193e+02,-4.429135101904363836e+01
6.636527305461092041e+00,2.155370345515314625e+02,1.521787068390785009e+02,-4.442222757470634775e+01
6.638127625525105380e+00,2.154658400869241461e+02,1.521576663486480925e+02,-4.455417679942779330e+01
6.639727945589117830e+00,2.153944338071300990e+02,1.521363888946601435e+02,-4.468711271576590605e+01
6.641328265653130281e+00,2.153228140829200754e+02,1.521148773548204929e+02,-4.482094769529492595e+01
6.642928585717143619e+00,2.152509794529926239e+02,1.520931346122093828e+02,-4.495559249779552147e+01
6.644528905781156070e+00,2.151789286239743149e+02,1.520711635552815153e+02,-4.509095631106535507e+01
6.646129225845169408e+00,2.151066604704193992e+02,1.520489670778658535e+02,-4.522694679134693985e+01
6.647729545909181859e+00,2.150341740348100927e+02,1.520265480791658490e+02,-4.536347010436017513e+01
6.649329865973194309e+00,2.149614685275564625e+02,1.520039094637592996e+02,-4.550043096693966049e+01
6.650930186037207648e+00,2.148885433269963130e+02,1.519810541415982925e+02,-4.563773268926220794e+01
6.652530506101220098e+00,2.148153979793954704e+02,1.519579850280094604e+02,-4.577527721765877544e+01
6.654130826165233437e+00,2.147420321989475269e+02,1.519347050436936684e+02,-4.591296517800338250e+01
6.655731146229245887e+00,2.146684458677739826e+02,1.519112171147262416e+02,-4.605069591966358189e+01
6.657331466293258337e+00,2.145946390359241605e+02,1.518875241725568515e+02,-4.618836756000880683e+01
6.658931786357271676e+00,2.145206119213751776e+02,1.518636291540096011e+02,-4.632587702946027974e+01
6.660532106421284126e+00,2.144463649100321447e+02,1.518395350012828828e+02,-4.646312011707294687e+01
6.662132426485297465e+00,2.143718985557279098e+02,1.518152446619495493e+02,-4.659999151663863159e+01
6.663732746549309915e+00,2.142972135802233140e+02,1.517907610889567991e+02,-4.673638487329419888e+01
6.665333066613322366e+00,2.142223108732069079e+02,1.517660872406262058e+02,-4.687219283062654540e+01
6.666933386677335704e+00,2.141471914922951214e+02,1.517412260806537461e+02,-4.700730707825746890e+01
6.668533706741348155e+00,2.140718566630323494e+02,1.517161805781097996e+02,-4.714161839989428415e+01
6.670134026805361493e+00,2.139963077788907526e+02,1.516909537074390073e+02,-4.727501672183601755e+01
6.671734346869373944e+00,2.139205464012703999e+02,1.516655484484605267e+02,-4.740739116191440417e+01
6.673334666933386394e+00,2.138445742594991543e+02,1.516399677863678619e+02,-4.753863007886045722e+01
6.674934986997399733e+00,2.137683932508327587e+02,1.516142147117288062e+02,-4.766862112207827096e+01
6.676535307061412183e+00,2.136920054404549205e+02,1.515882922204856982e+02,-4.779725128180862015e+01
6.678135627125425522e+00,2.136154130614769713e+02,1.515622033139550524e+02,-4.792440693967199650e+01
6.679735947189437972e+00,2.135386185149383778e+02,1.515359509988279854e+02,-4.804997391956731434e+01
6.681336267253450423e+00,2.134616243698062590e+02,1.515095382871697893e+02,-4.817383753891683540e+01
6.682936587317463761e+00,2.133844333629756420e+02,1.514829681964202734e+02,-4.829588266023538523e+01
6.684536907381476212e+00,2.133070483992694619e+02,1.514562437493935647e+02,-4.841599374300742653e+01
6.686137227445489550e+00,2.132294725781019054e+02,1.514293679637216030e+02,-4.853405492522152542e+01
6.687737547509502001e+00,2.131517093647631498e+02,1.514023438158272654e+02,-4.864995024596124296e+01
6.689337867573514451e+00,2.130737623889142753e+02,1.513751743366241271e+02,-4.876356346671346387e+01
6.690938187637527790e+00,2.129956354449360560e+02,1.513478625670832400e+02,-4.887477815020944405e+01
6.692538507701540240e+00,2.129173325071794523e+02,1.513204115490338211e+02,-4.898347773216442391e+01
6.694138827765552691e+00,2.128388577299654969e+02,1.512928243251631955e+02,-4.908954557459917112e+01
6.695739147829566029e+00,2.127602154475854093e+02,1.512651039390167682e+02,-4.919286501934563915e+01
6.697339467893578480e+00,2.126814101743005381e+02,1.512372534349981663e+02,-4.929331944172334801e+01
6.698939787957591818e+00,2.126024466043423331e+02,1.512092758583691250e+02,-4.939079230436460932e+01
6.700540108021604269e+00,2.125233296119124873e+02,1.511811742552494593e+02,-4.948516721117036354e+01
6.702140428085616719e+00,2.124440642511826809e+02,1.511529516726171494e+02,-4.957632796137912834e+01
6.703740748149630058e+00,2.123646557562947521e+02,1.511246111583083120e+02,-4.966415860372744362e+01
6.705341068213642508e+00,2.122851095413608675e+02,1.510961557610172008e+02,-4.974854349068532144e+01
6.706941388277655847e+00,2.122054312004630390e+02,1.510675885302961490e+02,-4.982936733274590324e+01
6.708541708341668297e+00,2.121256265076536920e+02,1.510389125165557118e+02,-4.990651525274984124e+01
6.710142028405680747e+00,2.120457014169552110e+02,1.510101307710644960e+02,-4.997987284022649845e+01
6.711742348469694086e+00,2.119656620623601384e+02,1.509812463459492449e+02,-5.004932620573057989e+01
6.713342668533706536e+00,2.118855147578312028e+02,1.509522622941948953e+02,-5.011476203515560712e+01
6.714942988597719875e+00,2.118052659973012339e+02,1.509231816696444071e+02,-5.017606764400526487e+01
6.716543308661732326e+00,2.117249224546732762e+02,1.508940075269989904e+02,-5.023313103160074178e+01
6.718143628725744776e+00,2.116444909838203898e+02,1.508647429218179354e+02,-5.028584093520769471e+01
6.719743948789758115e+00,2.115639786185858213e+02,1.508353909105186119e+02,-5.033408688405919662e+01
6.721344268853770565e+00,2.114833925727830035e+02,1.508059545503766117e+02,-5.037775925325820481e+01
6.722944588917783904e+00,2.114027402401954134e+02,1.507764368995255779e+02,-5.041674931753833278e+01
6.724544908981796354e+00,2.113220291945767713e+02,1.507468410169573474e+02,-5.045094930486187934e+01
6.726145229045808804e+00,2.112412671896508698e+02,1.507171699625218366e+02,-5.048025244983885074e+01
6.727745549109822143e+00,2.111604621591115745e+02,1.506874267969271273e+02,-5.050455304694288827e+01
6.729345869173834593e+00,2.110796222166230791e+02,1.506576145817394377e+02,-5.052374650350758856e+01
6.730946189237847932e+00,2.109987556558194797e+02,1.506277363793830375e+02,-5.053772939248150919e+01
6.732546509301860382e+00,2.109178709503052289e+02,1.505977952531404753e+02,-5.054639950492313005e+01
6.734146829365872833e+00,2.108369767536547670e+02,1.505677942671522942e+02,-5.054965590221606675e+01
6.735747149429886171e+00,2.107560818994126635e+02,1.505377364864172023e+02,-5.054739896798357535e+01
6.737347469493898622e+00,2.106751952726616821e+02,1.505076249701035351e+02,-5.053953035269304905e+01
6.738947789557911960e+00,2.105943250335140817e+02,1.504774627273310443e+02,-5.052595238032384373e+01
6.740548109621924411e+00,2.105134804700029463e+02,1.504472528104210198e+02,-5.050656964466323018e+01
6.742148429685936861e+00,2.104326712422367791e+02,1.504169982816546565e+02,-5.048128842637780878e+01
6.743748749749950200e+00,2.103519071129897213e+02,1.503867021998804603e+02,-5.045001651837849721e+01
6.745349069813962650e+00,2.102711979477016939e+02,1.503563676205141064e+02,-5.041266327557928406e+01
6.746949389877975989e+00,2.101905537144779146e+02,1.503259975955383823e+02,-5.036913966419979971e+01
6.748549709941988439e+00,2.101099844840894377e+02,1.502955951735033011e+02,-5.031935831059309550e+01
6.750150030006000890e+00,2.100295004299727850e+02,1.502651633995260738e+02,-5.026323354957693113e+01
6.751750350070014228e+00,2.099491118282300590e+02,1.502347053152910235e+02,-5.020068147225082811e+01
6.753350670134026679e+00,2.098688290576290854e+02,1.502042239590497275e+02,-5.013161997327774344e+01
6.754950990198040017e+00,2.097886625996030716e+02,1.501737223656208471e+02,-5.005596879761142759e+01
6.756551310262052468e+00,2.097086230382510053e+02,1.501432035663903832e+02,-4.997364958665053081e+01
6.758151630326064918e+00,2.096287210603373978e+02,1.501126705893113069e+02,-4.988458592379941337e+01
6.759751950390078257e+00,2.095489674552922565e+02,1.500821264589039288e+02,-4.978870337941710744e+01
6.761352270454090707e+00,2.094693731152113685e+02,1.500515741962556717e+02,-4.968592955513579312e+01
6.762952590518104046e+00,2.093899490348559311e+02,1.500210168190211562e+02,-4.957619412752930543e+01
6.764552910582116496e+00,2.093107063116528934e+02,1.499904573414221716e+02,-4.945942889111352514e+01
