s,P_fix,P_fix_noisy
2.659431886377275678e+00,4.739672293838750328e-01,4.626694285361813153e-01
2.659931986397279680e+00,4.739799087513720810e-01,4.801741272510767211e-01
2.660432086417283681e+00,4.739925813269730837e-01,4.706025148177290784e-01
2.660932186437287683e+00,4.740052471147560009e-01,4.927017772005665708e-01
2.661432286457291685e+00,4.740179061187961285e-01,4.857619101256995253e-01
2.661932386477295687e+00,4.740305583431657643e-01,4.734817653763239154e-01
2.662432486497299244e+00,4.740432037919348196e-01,4.702886645953330280e-01
2.662932586517303246e+00,4.740558424691700967e-01,4.672434331642698058e-01
2.663432686537307248e+00,4.740684743789358446e-01,4.668662316815734292e-01
2.663932786557311250e+00,4.740810995252934812e-01,4.772399595477772039e-01
2.664432886577315251e+00,4.740937179123017597e-01,4.597684644057782877e-01
2.664932986597319253e+00,4.741063295440165470e-01,4.838224034095228165e-01
2.665433086617323255e+00,4.741189344244911008e-01,4.811065282338832239e-01
2.665933186637327257e+00,4.741315325577757922e-01,4.727961997398807403e-01
2.666433286657331259e+00,4.741441239479184389e-01,4.816449521033049908e-01
2.666933386677335260e+00,4.741567085989639718e-01,4.971354609593147678e-01
2.667433486697339262e+00,4.741692865149546021e-01,4.771404272602127739e-01
2.667933586717343264e+00,4.741818576999297652e-01,4.913763066280817382e-01
2.668433686737347266e+00,4.741944221579263985e-01,4.712622704395523776e-01
2.668933786757351267e+00,4.742069798929783864e-01,4.681475877517000117e-01
2.669433886777355269e+00,4.742195309091171151e-01,4.842366553424304332e-01
2.669933986797359271e+00,4.742320752103710846e-01,4.550775418351850621e-01
2.670434086817363273e+00,4.742446128007661854e-01,4.838407303595614328e-01
2.670934186837367275e+00,4.742571436843255328e-01,4.742489544725294603e-01
2.671434286857371276e+00,4.742696678650695774e-01,4.694666882335488678e-01
2.671934386877375278e+00,4.742821853470159943e-01,4.751413957012302625e-01
2.672434486897379280e+00,4.742946961341796830e-01,4.754081391253874300e-01
2.672934586917383282e+00,4.743072002305729340e-01,4.867831225875706713e-01
2.673434686937387283e+00,4.743196976402053178e-01,4.827377292346298754e-01
2.673934786957391285e+00,4.743321883670836847e-01,4.763413295552362259e-01
2.674434886977395287e+00,4.743446724152120542e-01,4.721392150021817558e-01
2.674934986997399289e+00,4.743571497885918919e-01,4.649116722136940050e-01
2.675435087017403291e+00,4.743696204912219438e-01,4.763606387737207570e-01
2.675935187037407292e+00,4.743820845270981801e-01,4.486305929418014649e-01
2.676435287057411294e+00,4.743945419002139063e-01,4.840537670906717715e-01
2.676935387077415296e+00,4.744069926145597083e-01,4.743960332170005789e-01
2.677435487097419298e+00,4.744194366741235069e-01,4.578005176343759031e-01
2.677935587117423299e+00,4.744318740828905590e-01,4.800808246194002704e-01
2.678435687137427301e+00,4.744443048448432898e-01,4.655552961586054694e-01
2.678935787157431303e+00,4.744567289639616825e-01,4.697963865534705019e-01
2.679435887177435305e+00,4.744691464442227224e-01,4.566081552012979938e-01
2.679935987197439307e+00,4.744815572896009526e-01,4.669923299924428894e-01
2.680436087217443308e+00,4.744939615040680847e-01,4.760886502180757818e-01
2.680936187237447310e+00,4.745063590915932772e-01,4.736616539173085783e-01
2.681436287257451312e+00,4.745187500561429128e-01,4.774081991209102593e-01
2.681936387277455314e+00,4.745311344016806543e-01,4.672176807370070351e-01
2.682436487297459315e+00,4.745435121321676664e-01,4.801517829834968110e-01
2.682936587317463317e+00,4.745558832515622272e-01,4.597191711806733472e-01
2.683436687337467319e+00,4.745682477638201169e-01,4.688354921954538401e-01
2.683936787357471321e+00,4.745806056728943401e-01,4.480312948474786117e-01
2.684436887377475323e+00,4.745929569827352368e-01,4.714522817852759839e-01
2.684936987397479324e+00,4.746053016972904826e-01,4.690541269553059056e-01
2.685437087417483326e+00,4.746176398205052549e-01,4.725833488960453077e-01
2.685937187437487328e+00,4.746299713563217337e-01,4.802330288578904871e-01
2.686437287457491330e+00,4.746422963086797675e-01,4.876471182822786354e-01
2.686937387477495331e+00,4.746546146815163736e-01,4.627614326520005927e-01
2.687437487497499333e+00,4.746669264787659603e-01,4.721346613886225341e-01
2.687937587517503335e+00,4.746792317043602161e-01,4.549615472995637289e-01
2.688437687537507337e+00,4.746915303622282756e-01,4.928336176608937302e-01
2.688937787557511339e+00,4.747038224562965536e-01,4.875679537252399220e-01
2.689437887577515340e+00,4.747161079904889114e-01,4.792374140141620331e-01
2.689937987597519342e+00,4.747283869687264346e-01,4.867253798978546930e-01
2.690438087617523344e+00,4.747406593949275999e-01,4.832155790608637091e-01
2.690938187637527346e+00,4.747529252730082749e-01,4.683044228658447827e-01
2.691438287657531347e+00,4.747651846068817183e-01,4.818752013065860096e-01
2.691938387677535349e+00,4.747774374004584685e-01,4.864444347455154638e-01
2.692438487697539351e+00,4.747896836576465107e-01,4.827925457778083906e-01
2.692938587717543353e+00,4.748019233823511098e-01,4.739028586371045182e-01
2.693438687737547355e+00,4.748141565784749774e-01,4.709271485216165454e-01
2.693938787757551356e+00,4.748263832499181047e-01,4.985503388871471153e-01
2.694438887777555358e+00,4.748386034005779854e-01,4.775461642063792977e-01
2.694938987797559360e+00,4.748508170343493373e-01,4.803121965354539280e-01
2.695439087817563362e+00,4.748630241551243247e-01,4.608381376014266118e-01
2.695939187837567363e+00,4.748752247667925586e-01,4.817034082889470326e-01
2.696439287857571365e+00,4.748874188732409296e-01,4.773570125658620489e-01
2.696939387877575367e+00,4.748996064783536641e-01,4.662817347501403420e-01
2.697439487897579369e+00,4.749117875860125459e-01,4.878069869489787269e-01
2.697939587917583371e+00,4.749239622000966388e-01,4.748970322277023537e-01
2.698439687937587372e+00,4.749361303244822863e-01,4.814180968188450649e-01
2.698939787957591374e+00,4.749482919630435007e-01,4.795541715476617228e-01
2.699439887977595376e+00,4.749604471196514077e-01,4.679684676721155290e-01
2.699939987997599378e+00,4.749725957981746904e-01,4.778665555653319186e-01
2.700440088017603379e+00,4.749847380024793675e-01,4.888267105345681651e-01
2.700940188037607381e+00,4.749968737364287930e-01,4.639400083311543965e-01
2.701440288057611383e+00,4.750090030038838784e-01,4.646410526427061094e-01
2.701940388077615385e+00,4.750211258087028710e-01,4.659041146635961583e-01
2.702440488097619387e+00,4.750332421547412420e-01,4.824372356091251035e-01
2.702940588117623388e+00,4.750453520458521872e-01,4.704210311075712747e-01
2.703440688137627390e+00,4.750574554858860155e-01,4.779966813316303131e-01
2.703940788157631392e+00,4.750695524786907042e-01,4.864876091420843318e-01
2.704440888177635394e+00,4.750816430281114000e-01,4.638208511078708018e-01
2.704940988197639395e+00,4.750937271379908067e-01,4.898213453881997137e-01
2.705441088217643397e+00,4.751058048121690192e-01,4.753878293486185069e-01
2.705941188237647399e+00,4.751178760544835233e-01,4.733568056117190559e-01
2.706441288257651401e+00,4.751299408687692516e-01,4.904164303506302613e-01
2.706941388277655403e+00,4.751419992588585273e-01,4.797032336009700582e-01
2.707441488297659404e+00,4.751540512285811757e-01,4.619901742961508018e-01
2.707941588317663406e+00,4.751660967817642467e-01,4.745623965815975454e-01
2.708441688337667408e+00,4.751781359222324586e-01,4.674512835626896123e-01
2.708941788357671410e+00,4.751901686538078651e-01,4.778350549685985160e-01
2.709441888377675411e+00,4.752021949803098555e-01,4.704870627032325392e-01
2.709941988397679413e+00,4.752142149055553766e-01,4.718088223837172968e-01
2.710442088417683415e+00,4.752262284333587661e-01,4.848003679347616668e-01
2.710942188437687417e+00,4.752382355675318082e-01,4.582896150804536828e-01
2.711442288457691419e+00,4.752502363118836226e-01,4.780456772060965864e-01
2.711942388477695420e+00,4.752622306702209976e-01,4.729099507641351119e-01
2.712442488497699422e+00,4.752742186463479457e-01,4.784920281143514309e-01
2.712942588517703424e+00,4.752862002440659817e-01,4.515569987068591140e-01
2.713442688537707426e+00,4.752981754671741221e-01,4.657386946870702982e-01
2.713942788557711427e+00,4.753101443194687747e-01,4.712176245592495927e-01
2.714442888577715429e+00,4.753221068047438491e-01,4.918317068366184763e-01
2.714942988597719431e+00,4.753340629267905904e-01,4.627581243306568837e-01
2.715443088617723433e+00,4.753460126893979121e-01,4.640886594863172232e-01
2.715943188637727435e+00,4.753579560963518968e-01,4.734266920262372724e-01
2.716443288657731436e+00,4.753698931514364068e-01,4.785305682803630556e-01
2.716943388677735438e+00,4.753818238584324174e-01,4.692354507247528117e-01
2.717443488697739440e+00,4.753937482211186283e-01,4.762369436702951209e-01
2.717943588717743442e+00,4.754056662432711300e-01,4.590324030775024822e-01
2.718443688737747443e+00,4.754175779286634040e-01,4.922956797801029682e-01
2.718943788757751445e+00,4.754294832810665450e-01,4.720263141977655841e-01
2.719443888777755447e+00,4.754413823042489273e-01,4.767043143092404289e-01
2.719943988797759449e+00,4.754532750019765386e-01,5.024614503519293507e-01
2.720444088817763451e+00,4.754651613780128128e-01,4.698281204657330234e-01
2.720944188837767452e+00,4.754770414361185749e-01,4.630557083481480762e-01
2.721444288857771454e+00,4.754889151800522629e-01,4.655843417120599792e-01
2.721944388877775456e+00,4.755007826135697058e-01,4.921992154824892940e-01
2.722444488897779458e+00,4.755126437404242346e-01,4.736082442746669119e-01
2.722944588917783459e+00,4.755244985643665712e-01,4.676846702423986257e-01
2.723444688937787461e+00,4.755363470891451061e-01,4.751656112582509639e-01
2.723944788957791463e+00,4.755481893185055653e-01,4.750601986370069918e-01
2.724444888977795465e+00,4.755600252561912322e-01,4.856225361182664457e-01
2.724944988997799467e+00,4.755718549059428368e-01,4.827745652116093300e-01
2.725445089017803468e+00,4.755836782714986111e-01,4.793559234147155013e-01
2.725945189037807470e+00,4.755954953565942889e-01,4.804258728565820036e-01
2.726445289057811472e+00,4.756073061649631062e-01,4.675492959041392393e-01
2.726945389077815474e+00,4.756191107003358565e-01,4.630290637707529799e-01
2.727445489097819475e+00,4.756309089664406131e-01,4.796944845544037217e-01
2.727945589117823477e+00,4.756427009670032846e-01,4.809128797796483057e-01
2.728445689137827479e+00,4.756544867057469483e-01,4.773756039310988464e-01
2.728945789157831481e+00,4.756662661863923502e-01,4.785523860494227399e-01
2.729445889177835483e+00,4.756780394126578493e-01,4.820127418527271335e-01
2.729945989197839484e+00,4.756898063882590844e-01,4.642991503135963649e-01
2.730446089217843486e+00,4.757015671169093074e-01,4.723246290603853037e-01
2.730946189237847488e+00,4.757133216023193278e-01,4.670678907082398967e-01
2.731446289257851490e+00,4.757250698481973461e-01,4.571427277526409760e-01
2.731946389277855491e+00,4.757368118582492866e-01,4.810790355723448819e-01
2.732446489297859493e+00,4.757485476361783538e-01,4.734894888040198646e-01
2.732946589317863495e+00,4.757602771856854762e-01,4.798544868698595978e-01
2.733446689337867497e+00,4.757720005104688621e-01,4.821054390596568040e-01
2.733946789357871499e+00,4.757837176142245550e-01,4.667630063863482670e-01
2.734446889377875500e+00,4.757954285006458228e-01,4.908863651863000221e-01
2.734946989397879502e+00,4.758071331734236020e-01,4.788572940192162841e-01
2.735447089417883504e+00,4.758188316362464421e-01,4.859267895825168937e-01
2.735947189437887506e+00,4.758305238928002279e-01,4.927868415000050684e-01
2.736447289457891507e+00,4.758422099467685684e-01,4.710939780429045931e-01
2.736947389477895509e+00,4.758538898018324081e-01,4.697073441964313978e-01
2.737447489497899511e+00,4.758655634616704155e-01,4.776741720181341688e-01
2.737947589517903513e+00,4.758772309299586500e-01,4.869914566254303634e-01
2.738447689537907515e+00,4.758888922103708397e-01,4.873204447257781236e-01
2.738947789557911516e+00,4.759005473065781588e-01,4.562128734803569396e-01
2.739447889577915518e+00,4.759121962222493396e-01,4.902819546546526297e-01
2.739947989597919520e+00,4.759238389610506714e-01,4.714746058077757818e-01
2.740448089617923522e+00,4.759354755266460568e-01,4.808466689777245451e-01
2.740948189637927523e+00,4.759471059226967893e-01,4.627100064704853799e-01
2.741448289657931525e+00,4.759587301528618863e-01,4.671368569695871220e-01
2.741948389677935527e+00,4.759703482207978120e-01,4.796335946178074683e-01
2.742448489697939529e+00,4.759819601301585879e-01,4.581387219220978690e-01
2.742948589717943531e+00,4.759935658845958484e-01,4.840725611247210236e-01
2.743448689737947532e+00,4.760051654877586746e-01,4.706178294252251204e-01
2.743948789757951534e+00,4.760167589432939272e-01,4.787851913471713461e-01
2.744448889777955536e+00,4.760283462548457467e-01,4.775103948183256342e-01
2.744948989797959538e+00,4.760399274260560532e-01,4.704989012817774596e-01
2.745449089817963539e+00,4.760515024605642131e-01,4.891856987571407411e-01
2.745949189837967541e+00,4.760630713620072618e-01,4.994762187693094213e-01
2.746449289857971543e+00,4.760746341340196808e-01,4.823821965345383989e-01
2.746949389877975545e+00,4.760861907802335646e-01,4.589295702497990237e-01
2.747449489897979547e+00,4.760977413042786766e-01,4.773167978790638921e-01
2.747949589917983548e+00,4.761092857097822262e-01,4.738518888284612984e-01
2.748449689937987550e+00,4.761208240003690362e-01,4.852250407323737691e-01
2.748949789957991552e+00,4.761323561796615977e-01,4.767460987320714660e-01
2.749449889977995554e+00,4.761438822512797930e-01,4.975762939779447280e-01
2.749949989997999555e+00,4.761554022188412838e-01,4.830871744822963776e-01
2.750450090018003557e+00,4.761669160859612338e-01,4.821510259870463999e-01
2.750950190038007559e+00,4.761784238562523086e-01,4.727483915257215674e-01
2.751450290058011561e+00,4.761899255333248981e-01,4.672957442461245225e-01
2.751950390078015563e+00,4.762014211207868386e-01,4.753528546322524639e-01
2.752450490098019564e+00,4.762129106222437458e-01,4.782427026507162782e-01
2.752950590118023566e+00,4.762243940412986820e-01,4.810166212426911780e-01
2.753450690138027568e+00,4.762358713815523781e-01,4.782477671444017031e-01
2.753950790158031570e+00,4.762473426466030113e-01,4.734482766898390205e-01
2.754450890178035571e+00,4.762588078400465941e-01,4.767539260493662279e-01
2.754950990198039573e+00,4.762702669654764742e-01,4.716440762462486558e-01
2.755451090218043575e+00,4.762817200264838902e-01,4.663856333144209554e-01
2.755951190238047577e+00,4.762931670266575268e-01,4.676181456098642553e-01
2.756451290258051579e+00,4.763046079695835155e-01,4.812337885794109038e-01
2.756951390278055580e+00,4.763160428588459339e-01,4.835719919017046897e-01
2.757451490298059582e+00,4.763274716980261947e-01,4.741612334673555029e-01
2.757951590318063584e+00,4.763388944907034905e-01,4.749728549190633253e-01
2.758451690338067586e+00,4.763503112404544604e-01,4.818130375104764385e-01
2.758951790358071587e+00,4.763617219508535783e-01,4.749979351979132791e-01
2.759451890378075589e+00,4.763731266254726537e-01,5.077910914385144192e-01
2.759951990398079591e+00,4.763845252678813869e-01,4.776701390074153397e-01
2.760452090418083593e+00,4.763959178816469797e-01,4.712017411014712831e-01
2.760952190438087595e+00,4.764073044703341364e-01,4.582992743924534929e-01
2.761452290458091596e+00,4.764186850375054516e-01,4.785203053393670691e-01
2.761952390478095598e+00,4.764300595867208554e-01,4.866801740421012323e-01
2.762452490498099600e+00,4.764414281215381131e-01,4.758781308705847812e-01
2.762952590518103602e+00,4.764527906455125472e-01,4.888645474829060866e-01
2.763452690538107603e+00,4.764641471621970381e-01,4.705337736538424687e-01
2.763952790558111605e+00,4.764754976751422455e-01,4.754644023598638136e-01
2.764452890578115607e+00,4.764868421878963867e-01,4.746331230935611489e-01
2.764952990598119609e+00,4.764981807040052364e-01,4.689849048509669993e-01
2.765453090618123611e+00,4.765095132270123490e-01,4.616831123895498989e-01
2.765953190638127612e+00,4.765208397604588364e-01,4.669929233943070912e-01
2.766453290658131614e+00,4.765321603078834789e-01,4.575141835052375372e-01
2.766953390678135616e+00,4.765434748728226144e-01,4.841343786257426007e-01
2.767453490698139618e+00,4.765547834588103604e-01,4.748404356196261888e-01
2.767953590718143619e+00,4.765660860693783918e-01,4.755289486403287413e-01
2.768453690738147621e+00,4.765773827080560521e-01,4.708343139186739190e-01
2.768953790758151623e+00,4.765886733783703533e-01,4.861061036284624604e-01
2.769453890778155625e+00,4.765999580838459204e-01,4.681372108008842181e-01
2.769953990798159627e+00,4.766112368280050471e-01,4.934584170814194648e-01
2.770454090818163628e+00,4.766225096143676954e-01,4.874725420010171950e-01
2.770954190838167630e+00,4.766337764464514404e-01,4.696426360426244617e-01
2.771454290858171632e+00,4.766450373277715258e-01,4.746394800548193182e-01
2.771954390878175634e+00,4.766562922618409748e-01,4.829476324141855348e-01
2.772454490898179635e+00,4.766675412521703126e-01,4.891817213819579790e-01
2.772954590918183637e+00,4.766787843022677884e-01,4.687561414042290542e-01
2.773454690938187639e+00,4.766900214156393201e-01,4.717000484269843197e-01
2.773954790958191641e+00,4.767012525957884939e-01,5.017509167150492333e-01
2.774454890978195643e+00,4.767124778462165091e-01,4.859082223695850855e-01
2.774954990998199644e+00,4.767236971704223447e-01,4.856886825343409986e-01
2.775455091018203646e+00,4.767349105719025926e-01,4.960711604098134164e-01
2.775955191038207648e+00,4.767461180541514576e-01,4.812047000443746558e-01
2.776455291058211650e+00,4.767573196206609243e-01,4.721948420158184057e-01
2.776955391078215651e+00,4.767685152749205901e-01,4.594794266108720437e-01
2.777455491098219653e+00,4.767797050204177212e-01,4.853977539350880499e-01
2.777955591118223655e+00,4.767908888606373630e-01,4.654572535287171964e-01
2.778455691138227657e+00,4.768020667990621186e-01,4.835096715985043314e-01
2.778955791158231658e+00,4.768132388391723153e-01,4.570649331009239424e-01
2.779455891178235660e+00,4.768244049844460042e-01,4.720808827278772934e-01
2.779955991198239662e+00,4.768355652383589049e-01,4.766559129817057872e-01
2.780456091218243664e+00,4.768467196043844059e-01,4.643315041549206934e-01
2.780956191238247666e+00,4.768578680859936192e-01,4.713898542002686320e-01
2.781456291258251667e+00,4.768690106866552703e-01,4.685510824609525060e-01
2.781956391278255669e+00,4.768801474098359194e-01,4.781781112183142168e-01
2.782456491298259671e+00,4.768912782589996846e-01,4.643007246547514177e-01
2.782956591318263673e+00,4.769024032376084077e-01,4.742818367899133691e-01
2.783456691338267674e+00,4.769135223491217657e-01,4.906549442677948791e-01
2.783956791358271676e+00,4.769246355969969375e-01,4.909329332761679932e-01
2.784456891378275678e+00,4.769357429846889374e-01,4.958397505620356638e-01
2.784956991398279680e+00,4.769468445156504477e-01,4.810988396879110063e-01
2.785457091418283682e+00,4.769579401933318197e-01,4.728868798134857609e-01
2.785957191438287683e+00,4.769690300211811840e-01,4.802555517509352057e-01
2.786457291458291685e+00,4.769801140026443398e-01,4.840837038686190419e-01
2.786957391478295687e+00,4.769911921411647548e-01,4.797902993332087695e-01
2.787457491498299689e+00,4.770022644401837320e-01,4.915048073297721420e-01
2.787957591518303690e+00,4.770133309031401314e-01,4.704376629855431258e-01
2.788457691538307692e+00,4.770243915334706486e-01,4.749529695448282962e-01
2.788957791558311694e+00,4.770354463346097029e-01,4.618376934465890371e-01
2.789457891578315696e+00,4.770464953099893268e-01,4.728369133365827870e-01
2.789957991598319698e+00,4.770575384630393878e-01,4.894574046768407904e-01
2.790458091618323699e+00,4.770685757971873664e-01,4.775931926223547230e-01
2.790958191638327701e+00,4.770796073158585227e-01,4.845600971209815810e-01
2.791458291658331703e+00,4.770906330224759517e-01,4.813669293770041491e-01
2.791958391678335705e+00,4.771016529204602508e-01,4.867447388361303973e-01
2.792458491698339706e+00,4.771126670132299630e-01,4.687590759826817388e-01
2.792958591718343708e+00,4.771236753042011891e-01,4.824726198502616858e-01
2.793458691738347710e+00,4.771346777967879205e-01,4.839317158093585647e-01
2.793958791758351712e+00,4.771456744944017059e-01,4.887209751259580792e-01
2.794458891778355714e+00,4.771566654004520402e-01,4.911011850218458541e-01
2.794958991798359715e+00,4.771676505183460315e-01,4.721977481621125183e-01
2.795459091818363717e+00,4.771786298514884561e-01,4.628641342264888658e-01
2.795959191838367719e+00,4.771896034032819811e-01,4.707698857352908273e-01
2.796459291858371721e+00,4.772005711771269976e-01,4.904363743767715667e-01
2.796959391878375722e+00,4.772115331764215096e-01,4.672794891063072331e-01
2.797459491898379724e+00,4.772224894045614119e-01,4.634587028920947316e-01
2.797959591918383726e+00,4.772334398649402676e-01,4.641234231701462098e-01
2.798459691938387728e+00,4.772443845609494195e-01,4.642409549855722739e-01
2.798959791958391730e+00,4.772553234959779900e-01,4.844623054774069848e-01
2.799459891978395731e+00,4.772662566734128253e-01,4.695915921836114060e-01
2.799959991998399733e+00,4.772771840966384405e-01,4.710317900245435396e-01
2.800460092018403735e+00,4.772881057690372963e-01,4.887182872548055390e-01
2.800960192038407737e+00,4.772990216939894115e-01,4.866581093837559768e-01
2.801460292058411738e+00,4.773099318748727504e-01,4.861242242143555825e-01
2.801960392078415740e+00,4.773208363150628908e-01,4.696673220737394017e-01
2.802460492098419742e+00,4.773317350179332452e-01,4.602968338815134342e-01
2.802960592118423744e+00,4.773426279868550060e-01,4.808629427802151302e-01
2.803460692138427746e+00,4.773535152251970337e-01,4.949076263362051642e-01
2.803960792158431747e+00,4.773643967363260798e-01,4.738033772671608190e-01
2.804460892178435749e+00,4.773752725236066197e-01,4.746569299970384015e-01
2.804960992198439751e+00,4.773861425904008526e-01,4.449041560392875683e-01
2.805461092218443753e+00,4.773970069400688687e-01,4.947210143570355823e-01
2.805961192238447754e+00,4.774078655759683709e-01,4.754157391931130849e-01
2.806461292258451756e+00,4.774187185014549528e-01,4.600073828685756760e-01
2.806961392278455758e+00,4.774295657198819876e-01,4.768379965331993042e-01
2.807461492298459760e+00,4.774404072346005723e-01,4.714850273064319919e-01
2.807961592318463762e+00,4.774512430489595838e-01,4.837306923154477412e-01
2.808461692338467763e+00,4.774620731663057893e-01,4.989945465362810029e-01
2.808961792358471765e+00,4.774728975899835692e-01,4.694211121719366608e-01
2.809461892378475767e+00,4.774837163233352499e-01,4.790395640734365634e-01
2.809961992398479769e+00,4.774945293697008264e-01,4.736469858837029645e-01
2.810462092418483770e+00,4.775053367324182396e-01,4.708615378443130606e-01
2.810962192438487772e+00,4.775161384148229882e-01,4.821180614565930833e-01
2.811462292458491774e+00,4.775269344202485167e-01,4.930015527562579547e-01
2.811962392478495776e+00,4.775377247520261603e-01,4.819375762808540964e-01
2.812462492498499778e+00,4.775485094134847563e-01,4.732819954012778552e-01
2.812962592518503779e+00,4.775592884079512546e-01,4.827435977630372688e-01
2.813462692538507781e+00,4.775700617387502178e-01,4.799366700500469762e-01
2.813962792558511783e+00,4.775808294092039885e-01,4.857322847875235605e-01
2.814462892578515785e+00,4.775915914226329106e-01,4.720756249463515797e-01
2.814962992598519786e+00,4.776023477823549412e-01,4.789805415529826971e-01
2.815463092618523788e+00,4.776130984916858169e-01,4.940871363281265083e-01
2.815963192638527790e+00,4.776238435539393312e-01,4.778143843059972085e-01
2.816463292658531792e+00,4.776345829724268355e-01,4.874053343150242523e-01
2.816963392678535794e+00,4.776453167504575714e-01,4.775411720361256718e-01
2.817463492698539795e+00,4.776560448913386714e-01,4.783628942643459725e-01
2.817963592718543797e+00,4.776667673983749363e-01,4.702413104267424981e-01
2.818463692738547799e+00,4.776774842748690575e-01,5.061750399235556142e-01
2.818963792758551801e+00,4.776881955241216171e-01,4.896684649861083871e-01
2.819463892778555802e+00,4.776989011494309212e-01,4.895055279168047391e-01
2.819963992798559804e+00,4.777096011540930554e-01,4.892867018930138756e-01
2.820464092818563806e+00,4.777202955414021068e-01,4.675212410095583859e-01
2.820964192838567808e+00,4.777309843146497759e-01,4.701471123472664160e-01
2.821464292858571810e+00,4.777416674771257643e-01,4.759284508596383079e-01
2.821964392878575811e+00,4.777523450321174980e-01,4.609397218973202426e-01
2.822464492898579813e+00,4.777630169829101825e-01,4.687271244775709778e-01
2.822964592918583815e+00,4.777736833327870247e-01,4.860726563478737772e-01
2.823464692938587817e+00,4.777843440850289003e-01,4.564334929065062552e-01
2.823964792958591818e+00,4.777949992429146309e-01,4.687910516210794798e-01
2.824464892978595820e+00,4.778056488097208176e-01,4.767644410176112846e-01
2.824964992998599822e+00,4.778162927887218969e-01,4.768424606636526009e-01
2.825465093018603824e+00,4.778269311831901400e-01,4.774633078120911756e-01
2.825965193038607826e+00,4.778375639963957089e-01,4.701648622928258914e-01
2.826465293058611827e+00,4.778481912316064895e-01,4.869115734780951055e-01
2.826965393078615829e+00,4.778588128920883693e-01,4.541802437235087364e-01
2.827465493098619831e+00,4.778694289811050155e-01,4.819975195304596061e-01
2.827965593118623833e+00,4.778800395019178748e-01,4.627045056284590507e-01
2.828465693138627834e+00,4.778906444577862844e-01,4.705888676479852428e-01
2.828965793158631836e+00,4.779012438519674721e-01,4.771273270059402938e-01
2.829465893178635838e+00,4.779118376877165009e-01,4.939734276814534142e-01
2.829965993198639840e+00,4.779224259682862685e-01,4.687653933147467034e-01
2.830466093218643842e+00,4.779330086969275082e-01,4.634069607086646614e-01
2.830966193238647843e+00,4.779435858768888434e-01,4.876673980732851299e-01
2.831466293258651845e+00,4.779541575114167329e-01,4.770842508123374626e-01
2.831966393278655847e+00,4.779647236037554703e-01,4.780599111104518184e-01
2.832466493298659849e+00,4.779752841571473509e-01,4.835618864869966615e-01
2.832966593318663850e+00,4.779858391748323387e-01,4.879993649530472988e-01
2.833466693338667852e+00,4.779963886600483436e-01,4.795653269650567152e-01
2.833966793358671854e+00,4.780069326160312215e-01,4.568466820074897350e-01
2.834466893378675856e+00,4.780174710460144971e-01,4.759286822693783447e-01
2.834966993398679858e+00,4.780280039532298075e-01,4.782134895506252037e-01
2.835467093418683859e+00,4.780385313409064585e-01,4.664147112574840714e-01
2.835967193438687861e+00,4.780490532122717573e-01,4.677688621818034687e-01
2.836467293458691863e+00,4.780595695705507908e-01,4.844221540760998979e-01
2.836967393478695865e+00,4.780700804189665920e-01,4.804999686931104019e-01
2.837467493498699866e+00,4.780805857607400289e-01,4.689879420625802653e-01
2.837967593518703868e+00,4.780910855990898600e-01,4.837074288388751864e-01
2.838467693538707870e+00,4.781015799372327346e-01,4.794289374995397979e-01
2.838967793558711872e+00,4.781120687783831924e-01,4.651451828201217387e-01
2.839467893578715874e+00,4.781225521257535527e-01,4.753525036963525130e-01
2.839967993598719875e+00,4.781330299825541919e-01,4.649484655452739701e-01
2.840468093618723877e+00,4.781435023519932659e-01,4.694653828028943487e-01
2.840968193638727879e+00,4.781539692372767658e-01,4.811491696801487583e-01
2.841468293658731881e+00,4.781644306416086843e-01,4.658726852849617295e-01
2.841968393678735882e+00,4.781748865681908489e-01,4.656627220329989658e-01
2.842468493698739884e+00,4.781853370202230336e-01,4.819406291577500445e-01
2.842968593718743886e+00,4.781957820009028470e-01,4.680712353306500928e-01
2.843468693738747888e+00,4.782062215134257332e-01,4.754474737098092763e-01
2.843968793758751890e+00,4.782166555609851932e-01,4.756702525626725353e-01
2.844468893778755891e+00,4.782270841467725075e-01,4.765861559154884186e-01
2.844968993798759893e+00,4.782375072739769029e-01,4.820331695384256765e-01
2.845469093818763895e+00,4.782479249457854964e-01,4.738899856834545288e-01
2.845969193838767897e+00,4.782583371653832405e-01,4.704714256103973979e-01
2.846469293858771898e+00,4.782687439359531445e-01,4.736198072766712452e-01
2.846969393878775900e+00,4.782791452606760529e-01,4.899283228699431447e-01
2.847469493898779902e+00,4.782895411427305343e-01,4.876130559320217550e-01
2.847969593918783904e+00,4.782999315852934363e-01,4.777507587499993380e-01
2.848469693938787906e+00,4.783103165915391641e-01,4.906337427782347937e-01
2.848969793958791907e+00,4.783206961646402910e-01,4.854280433757706126e-01
2.849469893978795909e+00,4.783310703077671144e-01,4.675748883841109316e-01
2.849969993998799911e+00,4.783414390240879333e-01,4.934947443726718230e-01
2.850470094018803913e+00,4.783518023167690481e-01,5.064241065397432351e-01
2.850970194038807914e+00,4.783621601889744834e-01,4.820020173523491547e-01
2.851470294058811916e+00,4.783725126438663766e-01,4.621352721309054945e-01
2.851970394078815918e+00,4.783828596846046444e-01,4.934245739635602646e-01
2.852470494098819920e+00,4.783932013143471496e-01,4.845042800148697260e-01
2.852970594118823922e+00,4.784035375362498121e-01,4.773305593523279877e-01
