E,sigma,sigma_noisy
1.362552510502100489e+01,4.919097191307161276e-01,4.834711129945716834e-01
1.362752550510101912e+01,4.915981833544497137e-01,4.890814834302323888e-01
1.362952590518103690e+01,4.912870460901779812e-01,4.896911945241069208e-01
1.363152630526105114e+01,4.909763064649904640e-01,4.809692400993798578e-01
1.363352670534106892e+01,4.906659636089671372e-01,4.952712979991047426e-01
1.363552710542108315e+01,4.903560166551686472e-01,4.785729670472260722e-01
1.363752750550110093e+01,4.900464647396178264e-01,4.700106395540064597e-01
1.363952790558111516e+01,4.897373070012892016e-01,4.857606543460721293e-01
1.364152830566113295e+01,4.894285425820909530e-01,4.871807495174312330e-01
1.364352870574114718e+01,4.891201706268547555e-01,4.848470766213005545e-01
1.364552910582116496e+01,4.888121902833174048e-01,4.874007309819278766e-01
1.364752950590117919e+01,4.885046007021116576e-01,4.887166180831262752e-01
1.364952990598119698e+01,4.881974010367475802e-01,4.898484863536740619e-01
1.365153030606121121e+01,4.878905904436031671e-01,4.870097765704487491e-01
1.365353070614122899e+01,4.875841680819067436e-01,4.859632192791997207e-01
1.365553110622124322e+01,4.872781331137268079e-01,4.699122230379169096e-01
1.365753150630126100e+01,4.869724847039550442e-01,4.906751705392482510e-01
1.365953190638127523e+01,4.866672220202970522e-01,4.958939905269192927e-01
1.366153230646129302e+01,4.863623442332540847e-01,4.812813694843135481e-01
1.366353270654130725e+01,4.860578505161147200e-01,4.768844870888317988e-01
1.366553310662132503e+01,4.857537400449370435e-01,4.940363377640854536e-01
1.366753350670133926e+01,4.854500119985398210e-01,4.785103838990365510e-01
1.366953390678135705e+01,4.851466655584854015e-01,4.866239259912009119e-01
1.367153430686137128e+01,4.848436999090705579e-01,4.894876889700729428e-01
1.367353470694138906e+01,4.845411142373100000e-01,4.956274147547634623e-01
1.367553510702140329e+01,4.842389077329272151e-01,5.156051002709487463e-01
1.367753550710142108e+01,4.839370795883375931e-01,4.820135231386381003e-01
1.367953590718143531e+01,4.836356289986402657e-01,4.505635720814086254e-01
1.368153630726145309e+01,4.833345551616015090e-01,4.848483832718371023e-01
1.368353670734146732e+01,4.830338572776454731e-01,4.754748343383515818e-01
1.368553710742148510e+01,4.827335345498385832e-01,4.896462935440507036e-01
1.368753750750149933e+01,4.824335861838810469e-01,4.865910161945788959e-01
1.368953790758151712e+01,4.821340113880899780e-01,4.918754872834085190e-01
1.369153830766153135e+01,4.818348093733918480e-01,4.819767798073041343e-01
1.369353870774154913e+01,4.815359793533062205e-01,4.911684528274469219e-01
1.369553910782156336e+01,4.812375205439374248e-01,4.765728937880381322e-01
1.369753950790158115e+01,4.809394321639586245e-01,4.889864733818686249e-01
1.369953990798159538e+01,4.806417134346042119e-01,4.697455409194866149e-01
1.370154030806161316e+01,4.803443635796534328e-01,4.712769883956156591e-01
1.370354070814162739e+01,4.800473818254233915e-01,4.790663219542765083e-01
1.370554110822164517e+01,4.797507674007521761e-01,4.863960432844562365e-01
1.370754150830165941e+01,4.794545195369925850e-01,4.696728662140743360e-01
1.370954190838167719e+01,4.791586374679951965e-01,4.791763009348088409e-01
1.371154230846169142e+01,4.788631204301020960e-01,4.853052790071571976e-01
1.371354270854170920e+01,4.785679676621304446e-01,4.856529480042796609e-01
1.371554310862172343e+01,4.782731784053658730e-01,4.665816362240923221e-01
1.371754350870174122e+01,4.779787519035464949e-01,4.968162091818597581e-01
1.371954390878175545e+01,4.776846874028561896e-01,4.738051658029460711e-01
1.372154430886177323e+01,4.773909841519092812e-01,4.815139607894033391e-01
1.372354470894178746e+01,4.770976414017432110e-01,4.924547624714787908e-01
1.372554510902180525e+01,4.768046584058039383e-01,4.690497979427182829e-01
1.372754550910181948e+01,4.765120344199386127e-01,4.569027519316775643e-01
1.372954590918183726e+01,4.762197687023806969e-01,4.885531215386786363e-01
1.373154630926185149e+01,4.759278605137431950e-01,4.612394688762903594e-01
1.373354670934186927e+01,4.756363091170039414e-01,4.771223479885502994e-01
1.373554710942188350e+01,4.753451137774987734e-01,4.664186099045172784e-01
1.373754750950190129e+01,4.750542737629068757e-01,4.946368784211415126e-01
1.373954790958191552e+01,4.747637883432441197e-01,4.785944267417954756e-01
1.374154830966193330e+01,4.744736567908485192e-01,4.924981164016348778e-01
1.374354870974194753e+01,4.741838783803742907e-01,4.797197641213714614e-01
1.374554910982196532e+01,4.738944523887765881e-01,4.684912138090509548e-01
1.374754950990197955e+01,4.736053780953056735e-01,4.829551804678426929e-01
1.374954990998199733e+01,4.733166547814925407e-01,4.629835449360245603e-01
1.375155031006201156e+01,4.730282817311425303e-01,4.673341493108886802e-01
1.375355071014202935e+01,4.727402582303212863e-01,4.821976066409609518e-01
1.375555111022204358e+01,4.724525835673487051e-01,4.803113035906158568e-01
1.375755151030206136e+01,4.721652570327848908e-01,4.624888612868024995e-01
1.375955191038207559e+01,4.718782779194237165e-01,4.702730022324049242e-01
1.376155231046209337e+01,4.715916455222796122e-01,4.695204955327901830e-01
1.376355271054210760e+01,4.713053591385808483e-01,4.582818665408886494e-01
1.376555311062212539e+01,4.710194180677565456e-01,4.827469989882601786e-01
1.376755351070213962e+01,4.707338216114304030e-01,4.578426015479110656e-01
1.376955391078215740e+01,4.704485690734069303e-01,4.692367781217217093e-01
1.377155431086217163e+01,4.701636597596660638e-01,4.697961413938369635e-01
1.377355471094218942e+01,4.698790929783493997e-01,4.705619539460043077e-01
1.377555511102220365e+01,4.695948680397546982e-01,4.373976488705813015e-01
1.377755551110222143e+01,4.693109842563222278e-01,4.708043424822636602e-01
1.377955591118223566e+01,4.690274409426297697e-01,4.625146188267593161e-01
1.378155631126225344e+01,4.687442374153784064e-01,4.820690420805511245e-01
1.378355671134226768e+01,4.684613729933882476e-01,4.531217806905720735e-01
1.378555711142228546e+01,4.681788469975842748e-01,4.780565004566318388e-01
1.378755751150229969e+01,4.678966587509915120e-01,4.734050912601669991e-01
1.378955791158231747e+01,4.676148075787217029e-01,4.591713228606383868e-01
1.379155831166233170e+01,4.673332928079683701e-01,4.694124154596980847e-01
1.379355871174234949e+01,4.670521137679935486e-01,4.737147873588113400e-01
1.379555911182236372e+01,4.667712697901227337e-01,4.533384477725396766e-01
1.379755951190238150e+01,4.664907602077322246e-01,4.482648310508809963e-01
1.379955991198239573e+01,4.662105843562437402e-01,4.624252324885821386e-01
1.380156031206241352e+01,4.659307415731120949e-01,4.725384584175180702e-01
1.380356071214242775e+01,4.656512311978197594e-01,4.692811396195711304e-01
1.380556111222244553e+01,4.653720525718644807e-01,4.662041567581354795e-01
1.380756151230245976e+01,4.650932050387546202e-01,4.590157578649756154e-01
1.380956191238247754e+01,4.648146879439962742e-01,4.598357479032957329e-01
1.381156231246249178e+01,4.645365006350887782e-01,4.735821601698435024e-01
1.381356271254250956e+01,4.642586424615117169e-01,4.697440833471573929e-01
1.381556311262252379e+01,4.639811127747212049e-01,4.812889493381549144e-01
1.381756351270254157e+01,4.637039109281365645e-01,4.706400765298752731e-01
1.381956391278255580e+01,4.634270362771366614e-01,4.653577129074610852e-01
1.382156431286257359e+01,4.631504881790468042e-01,4.597519647995688130e-01
1.382356471294258782e+01,4.628742659931347481e-01,4.631613868061073003e-01
1.382556511302260560e+01,4.625983690805984816e-01,4.786515023452411755e-01
1.382756551310261983e+01,4.623227968045617864e-01,4.580313179906597698e-01
1.382956591318263762e+01,4.620475485300621910e-01,4.594511075375145026e-01
1.383156631326265185e+01,4.617726236240466409e-01,4.651540322269917538e-01
1.383356671334266963e+01,4.614980214553596194e-01,4.671908473246320637e-01
1.383556711342268386e+01,4.612237413947387621e-01,4.757010121364541599e-01
1.383756751350270164e+01,4.609497828148033105e-01,4.603143148564828868e-01
1.383956791358271587e+01,4.606761450900493937e-01,4.837227170521899988e-01
1.384156831366273366e+01,4.604028275968388151e-01,4.619727955853893397e-01
1.384356871374274789e+01,4.601298297133949999e-01,4.633686224896518269e-01
1.384556911382276567e+01,4.598571508197906721e-01,4.636909464292918170e-01
1.384756951390277990e+01,4.595847902979446342e-01,4.746966572674711782e-01
1.384956991398279769e+01,4.593127475316097774e-01,4.697342850624590671e-01
1.385157031406281192e+01,4.590410219063693065e-01,4.621993145256280688e-01
1.385357071414282970e+01,4.587696128096251380e-01,4.492226281168147373e-01
1.385557111422284393e+01,4.584985196305940147e-01,4.460288578040139118e-01
1.385757151430286171e+01,4.582277417602966252e-01,4.620651115542199205e-01
1.385957191438287595e+01,4.579572785915529964e-01,4.617968623875602363e-01
1.386157231446289373e+01,4.576871295189719469e-01,4.570818614742453434e-01
1.386357271454290796e+01,4.574172939389472003e-01,4.606069602531974727e-01
1.386557311462292574e+01,4.571477712496455625e-01,4.508322123705046369e-01
1.386757351470293997e+01,4.568785608510044227e-01,4.602261064366414134e-01
1.386957391478295776e+01,4.566096621447195414e-01,4.707819913233903808e-01
1.387157431486297199e+01,4.563410745342425523e-01,4.617620358123464830e-01
1.387357471494298977e+01,4.560727974247687500e-01,4.577636171484366634e-01
1.387557511502300400e+01,4.558048302232345916e-01,4.584800588877933070e-01
1.387757551510302179e+01,4.555371723383065397e-01,4.662794081225214438e-01
1.387957591518303602e+01,4.552698231803770090e-01,4.495998610493063818e-01
1.388157631526305380e+01,4.550027821615546531e-01,4.514260029566916077e-01
1.388357671534306803e+01,4.547360486956598669e-01,4.475856322138287435e-01
1.388557711542308581e+01,4.544696221982147954e-01,4.372775042957693925e-01
1.388757751550310005e+01,4.542035020864396699e-01,4.680382220179187258e-01
1.388957791558311783e+01,4.539376877792423159e-01,4.617441333481893673e-01
1.389157831566313206e+01,4.536721786972150450e-01,4.462651538213607272e-01
1.389357871574314984e+01,4.534069742626235522e-01,4.726268906916980539e-01
1.389557911582316407e+01,4.531420738994042519e-01,4.463080473690378414e-01
1.389757951590318186e+01,4.528774770331537303e-01,4.577607851969551223e-01
1.389957991598319609e+01,4.526131830911255260e-01,4.455093130637529097e-01
1.390158031606321387e+01,4.523491915022194165e-01,4.668208205962005031e-01
1.390358071614322810e+01,4.520855016969790308e-01,4.578108956741627766e-01
1.390558111622324589e+01,4.518221131075811359e-01,4.595002999573805647e-01
1.390758151630326012e+01,4.515590251678325284e-01,4.588057812713060568e-01
1.390958191638327790e+01,4.512962373131599869e-01,4.753535149277372529e-01
1.391158231646329213e+01,4.510337489806072742e-01,4.286124407664663738e-01
1.391358271654330991e+01,4.507715596088251453e-01,4.474086928657221018e-01
1.391558311662332414e+01,4.505096686380682947e-01,4.526434214484715834e-01
1.391758351670334193e+01,4.502480755101851972e-01,4.569747601955194138e-01
1.391958391678335616e+01,4.499867796686153332e-01,4.503350497353704740e-01
1.392158431686337394e+01,4.497257805583798063e-01,4.509330851284530928e-01
1.392358471694338817e+01,4.494650776260771807e-01,4.596880690985294393e-01
1.392558511702340596e+01,4.492046703198750435e-01,4.600224165217018935e-01
1.392758551710342019e+01,4.489445580895065624e-01,4.449323157892110525e-01
1.392958591718343797e+01,4.486847403862603834e-01,4.629609256858632782e-01
1.393158631726345220e+01,4.484252166629789649e-01,4.507075548169940937e-01
1.393358671734346999e+01,4.481659863740475869e-01,4.524629222968565290e-01
1.393558711742348422e+01,4.479070489753926854e-01,4.713456882010122473e-01
1.393758751750350200e+01,4.476484039244715829e-01,4.651014527668996812e-01
1.393958791758351623e+01,4.473900506802706012e-01,4.298571814135002667e-01
1.394158831766353401e+01,4.471319887032945695e-01,4.569204254230415096e-01
1.394358871774354824e+01,4.468742174555651592e-01,4.588322666210757350e-01
1.394558911782356603e+01,4.466167364006105034e-01,4.523136106395635458e-01
1.394758951790358026e+01,4.463595450034638645e-01,4.420868917931328745e-01
1.394958991798359804e+01,4.461026427306528652e-01,4.631494583007886856e-01
1.395159031806361227e+01,4.458460290501982115e-01,4.427452800140033173e-01
1.395359071814363006e+01,4.455897034316035343e-01,4.472812766653334049e-01
1.395559111822364429e+01,4.453336653458536687e-01,4.394289583318304881e-01
1.395759151830366207e+01,4.450779142654046061e-01,4.446034449572311975e-01
1.395959191838367630e+01,4.448224496641819958e-01,4.310041540005072336e-01
1.396159231846369408e+01,4.445672710175712639e-01,4.578260414202248718e-01
1.396359271854370832e+01,4.443123778024156700e-01,4.392435269672478881e-01
1.396559311862372610e+01,4.440577694970069822e-01,4.457413271129282428e-01
1.396759351870374033e+01,4.438034455810834222e-01,4.410798756357475758e-01
1.396959391878375634e+01,4.435494055358208398e-01,4.602884961402565200e-01
1.397159431886377234e+01,4.432956488438289377e-01,4.660793228166268953e-01
1.397359471894378835e+01,4.430421749891452765e-01,4.493342911669420681e-01
1.397559511902380436e+01,4.427889834572298344e-01,4.459294293873297121e-01
1.397759551910382037e+01,4.425360737349588458e-01,4.462880554621696527e-01
1.397959591918383637e+01,4.422834453106200270e-01,4.337300104970833181e-01
1.398159631926385238e+01,4.420310976739071362e-01,4.331369272192047704e-01
1.398359671934386839e+01,4.417790303159133680e-01,4.369207091691474920e-01
1.398559711942388439e+01,4.415272427291276336e-01,4.433887101753073989e-01
1.398759751950390040e+01,4.412757344074278443e-01,4.353966894907814744e-01
1.398959791958391641e+01,4.410245048460761930e-01,4.390353383239664620e-01
1.399159831966393241e+01,4.407735535417137696e-01,4.418726927373404778e-01
1.399359871974394842e+01,4.405228799923548433e-01,4.477108380034945379e-01
1.399559911982396443e+01,4.402724836973821443e-01,4.421900495404610387e-01
1.399759951990398044e+01,4.400223641575409794e-01,4.344498290717730415e-01
1.399959991998399644e+01,4.397725208749349024e-01,4.396575146605957718e-01
1.400160032006401245e+01,4.395229533530194410e-01,4.264856606618822599e-01
1.400360072014402846e+01,4.392736610965978228e-01,4.513667010244163391e-01
1.400560112022404446e+01,4.390246436118150908e-01,4.468541782729624767e-01
1.400760152030406047e+01,4.387759004061534962e-01,4.438446735463019155e-01
1.400960192038407648e+01,4.385274309884276689e-01,4.213003356513028153e-01
1.401160232046409249e+01,4.382792348687781780e-01,4.351795729959584413e-01
1.401360272054410849e+01,4.380313115586683126e-01,4.396108204076787374e-01
1.401560312062412450e+01,4.377836605708775863e-01,4.339255908138843210e-01
1.401760352070414051e+01,4.375362814194977412e-01,4.445991410025192381e-01
1.401960392078415651e+01,4.372891736199269186e-01,4.221731572894654727e-01
1.402160432086417252e+01,4.370423366888653849e-01,4.427503295063969224e-01
1.402360472094418853e+01,4.367957701443102581e-01,4.485057625378708890e-01
1.402560512102420454e+01,4.365494735055511222e-01,4.316599360005383690e-01
1.402760552110422054e+01,4.363034462931639212e-01,4.308115909415680123e-01
1.402960592118423655e+01,4.360576880290077950e-01,4.244420523080676966e-01
1.403160632126425256e+01,4.358121982362187508e-01,4.412543058035775512e-01
1.403360672134426856e+01,4.355669764392058330e-01,4.336291368026057302e-01
1.403560712142428457e+01,4.353220221636459053e-01,4.349529987344247783e-01
1.403760752150430058e+01,4.350773349364789322e-01,4.279596027249062407e-01
1.403960792158431659e+01,4.348329142859035934e-01,4.397644797768361369e-01
1.404160832166433259e+01,4.345887597413717884e-01,4.347770046921034526e-01
1.404360872174434860e+01,4.343448708335848618e-01,4.324080372208476963e-01
1.404560912182436461e+01,4.341012470944883850e-01,4.300557094210438747e-01
1.404760952190438061e+01,4.338578880572677154e-01,4.373727552563426713e-01
1.404960992198439662e+01,4.336147932563432228e-01,4.292276127295277521e-01
1.405161032206441263e+01,4.333719622273657923e-01,4.263434606942184124e-01
1.405361072214442864e+01,4.331293945072126617e-01,4.277516872909087331e-01
1.405561112222444464e+01,4.328870896339815921e-01,4.274033419055599525e-01
1.405761152230446065e+01,4.326450471469882042e-01,4.205996873952612680e-01
1.405961192238447666e+01,4.324032665867597602e-01,4.500244471154347670e-01
1.406161232246449266e+01,4.321617474950318338e-01,4.477594402483934810e-01
1.406361272254450867e+01,4.319204894147429807e-01,4.151033856666525579e-01
1.406561312262452468e+01,4.316794918900312417e-01,4.241909541610898726e-01
1.406761352270454069e+01,4.314387544662288132e-01,4.214619197687386465e-01
1.406961392278455669e+01,4.311982766898583841e-01,4.467232711347746688e-01
1.407161432286457270e+01,4.309580581086280837e-01,4.257224655497755528e-01
1.407361472294458871e+01,4.307180982714274853e-01,4.348995573350535881e-01
1.407561512302460471e+01,4.304783967283238866e-01,4.217710119274601377e-01
1.407761552310462072e+01,4.302389530305562038e-01,4.272782831253168490e-01
1.407961592318463673e+01,4.299997667305329174e-01,4.384656539382200124e-01
1.408161632326465273e+01,4.297608373818262995e-01,4.513196697719823458e-01
1.408361672334466874e+01,4.295221645391686383e-01,4.311837766783140902e-01
1.408561712342468475e+01,4.292837477584476868e-01,4.437138207200032602e-01
1.408761752350470076e+01,4.290455865967031102e-01,4.454898566729671994e-01
1.408961792358471676e+01,4.288076806121218776e-01,4.424619023124063966e-01
1.409161832366473277e+01,4.285700293640335445e-01,4.419521977505896926e-01
1.409361872374474878e+01,4.283326324129075324e-01,4.215000831582479957e-01
1.409561912382476478e+01,4.280954893203475775e-01,4.392701860453639973e-01
1.409761952390478079e+01,4.278585996490884558e-01,4.303054691603529491e-01
1.409961992398479680e+01,4.276219629629912644e-01,4.083653486721382508e-01
1.410162032406481281e+01,4.273855788270400913e-01,4.339403450588114053e-01
1.410362072414482881e+01,4.271494468073375184e-01,4.284248975086080713e-01
1.410562112422484482e+01,4.269135664711005140e-01,4.194298945406562673e-01
1.410762152430486083e+01,4.266779373866564917e-01,4.340885986300816457e-01
1.410962192438487683e+01,4.264425591234395352e-01,4.187863790058579672e-01
1.411162232446489284e+01,4.262074312519862351e-01,4.224151637869476561e-01
1.411362272454490885e+01,4.259725533439318035e-01,4.210834624155957995e-01
1.411562312462492486e+01,4.257379249720058545e-01,4.402864494679106233e-01
1.411762352470494086e+01,4.255035457100289631e-01,4.198456960170334762e-01
1.411962392478495687e+01,4.252694151329087235e-01,4.437334758296934689e-01
1.412162432486497288e+01,4.250355328166348645e-01,4.309912758336175709e-01
1.412362472494498888e+01,4.248018983382770841e-01,4.388396867875218321e-01
1.412562512502500489e+01,4.245685112759798319e-01,4.269733920635715996e-01
1.412762552510502090e+01,4.243353712089591445e-01,4.262081133568996205e-01
1.412962592518503691e+01,4.241024777174983162e-01,4.270417137691159271e-01
1.413162632526505291e+01,4.238698303829447900e-01,4.333001279252502447e-01
1.413362672534506892e+01,4.236374287877059386e-01,4.285426943723119608e-01
1.413562712542508493e+01,4.234052725152452346e-01,4.330268890877749799e-01
1.413762752550510093e+01,4.231733611500788639e-01,4.135612764846976486e-01
1.413962792558511694e+01,4.229416942777715072e-01,4.350050873984828148e-01
1.414162832566513295e+01,4.227102714849333420e-01,4.389642455843291713e-01
1.414362872574514896e+01,4.224790923592157132e-01,4.308914501713230760e-01
1.414562912582516496e+01,4.222481564893076356e-01,4.296768458530116352e-01
1.414762952590518097e+01,4.220174634649324075e-01,4.278430958741933909e-01
1.414962992598519698e+01,4.217870128768435034e-01,4.174984202262589372e-01
1.415163032606521298e+01,4.215568043168213541e-01,4.121910928743661162e-01
1.415363072614522899e+01,4.213268373776695719e-01,4.208780370048123554e-01
1.415563112622524500e+01,4.210971116532115643e-01,4.232163988949362299e-01
1.415763152630526100e+01,4.208676267382865377e-01,4.197258143533854069e-01
1.415963192638527701e+01,4.206383822287462770e-01,4.260316414292019127e-01
1.416163232646529302e+01,4.204093777214515382e-01,4.152371365960363381e-01
1.416363272654530903e+01,4.201806128142688279e-01,4.205203391437047356e-01
1.416563312662532503e+01,4.199520871060658522e-01,4.111573570735242988e-01
1.416763352670534104e+01,4.197238001967096843e-01,4.086012782118313980e-01
1.416963392678535705e+01,4.194957516870616021e-01,4.349077513792855565e-01
1.417163432686537305e+01,4.192679411789745902e-01,4.228860149893334808e-01
1.417363472694538906e+01,4.190403682752901759e-01,4.184018415852343020e-01
1.417563512702540507e+01,4.188130325798338216e-01,4.097434967020844865e-01
1.417763552710542108e+01,4.185859336974130374e-01,4.235991732468863402e-01
1.417963592718543708e+01,4.183590712338123851e-01,4.379170901586101894e-01
1.418163632726545309e+01,4.181324447957913137e-01,4.115679803643678136e-01
1.418363672734546910e+01,4.179060539910803285e-01,4.149227004607715097e-01
1.418563712742548510e+01,4.176798984283776051e-01,4.223526809599654763e-01
1.418763752750550111e+01,4.174539777173459365e-01,4.083506816266215256e-01
1.418963792758551712e+01,4.172282914686090693e-01,3.974960925190978434e-01
1.419163832766553313e+01,4.170028392937483730e-01,4.243207657111007780e-01
1.419363872774554913e+01,4.167776208053001197e-01,4.150984635657487543e-01
1.419563912782556514e+01,4.165526356167514876e-01,4.274524714035292661e-01
1.419763952790558115e+01,4.163278833425379521e-01,4.256520711045451155e-01
1.419963992798559715e+01,4.161033635980393997e-01,4.175040859576903407e-01
1.420164032806561316e+01,4.158790759995774633e-01,4.017483475001498716e-01
1.420364072814562917e+01,4.156550201644118037e-01,4.288670376298872045e-01
1.420564112822564518e+01,4.154311957107374997e-01,4.209741276444998737e-01
1.420764152830566118e+01,4.152076022576814407e-01,4.177079523515555004e-01
1.420964192838567719e+01,4.149842394252990507e-01,4.168328176635770488e-01
1.421164232846569320e+01,4.147611068345714580e-01,4.158824704083872170e-01
1.421364272854570920e+01,4.145382041074024415e-01,4.202904917948780961e-01
1.421564312862572521e+01,4.143155308666146563e-01,4.034477913825738060e-01
1.421764352870574122e+01,4.140930867359473022e-01,4.163532308518299030e-01
1.421964392878575723e+01,4.138708713400525152e-01,4.043475248917296483e-01
1.422164432886577323e+01,4.136488843044925923e-01,4.058697869751778375e-01
1.422364472894578924e+01,4.134271252557363829e-01,4.135885404204376892e-01
1.422564512902580525e+01,4.132055938211570134e-01,4.088893292371443833e-01
1.422764552910582125e+01,4.129842896290282783e-01,4.143292454617443776e-01
1.422964592918583726e+01,4.127632123085215876e-01,4.125505016015023618e-01
1.423164632926585327e+01,4.125423614897035240e-01,4.065005784863658378e-01
1.423364672934586928e+01,4.123217368035320129e-01,4.192166825146140807e-01
1.423564712942588528e+01,4.121013378818539907e-01,4.170045405326409105e-01
1.423764752950590129e+01,4.118811643574021297e-01,4.089755537582623890e-01
1.423964792958591730e+01,4.116612158637917851e-01,4.042557845184123755e-01
1.424164832966593330e+01,4.114414920355184968e-01,4.261380948053705153e-01
1.424364872974594931e+01,4.112219925079544924e-01,3.971274161688848059e-01
1.424564912982596532e+01,4.110027169173460226e-01,4.167294924554151847e-01
1.424764952990598132e+01,4.107836649008104746e-01,4.037683357369662995e-01
1.424964992998599733e+01,4.105648360963333743e-01,4.186118581980270426e-01
1.425165033006601334e+01,4.103462301427656111e-01,4.087492192529427748e-01
1.425365073014602935e+01,4.101278466798203848e-01,4.283575612728218740e-01
1.425565113022604535e+01,4.099096853480706515e-01,4.146638399080508353e-01
1.425765153030606136e+01,4.096917457889459047e-01,4.066673934322643236e-01
1.425965193038607737e+01,4.094740276447292882e-01,4.024608017169437613e-01
1.426165233046609337e+01,4.092565305585555979e-01,4.156753147600892873e-01
1.426365273054610938e+01,4.090392541744073407e-01,4.086061967327077049e-01
1.426565313062612539e+01,4.088221981371125135e-01,3.920242219354687085e-01
1.426765353070614140e+01,4.086053620923419394e-01,3.962018824237591996e-01
1.426965393078615740e+01,4.083887456866061583e-01,3.905653600198342179e-01
1.427165433086617341e+01,4.081723485672528184e-01,4.243126071301611679e-01
1.427365473094618942e+01,4.079561703824637897e-01,4.219250758865342177e-01
1.427565513102620542e+01,4.077402107812527210e-01,4.064689416000612510e-01
1.427765553110622143e+01,4.075244694134621537e-01,4.188448634718596186e-01
1.427965593118623744e+01,4.073089459297606352e-01,4.052946262279131795e-01
1.428165633126625345e+01,4.070936399816400542e-01,4.050003458349007990e-01
1.428365673134626945e+01,4.068785512214131983e-01,4.054029118694004175e-01
1.428565713142628546e+01,4.066636793022109786e-01,4.129770039259648140e-01
1.428765753150630147e+01,4.064490238779797093e-01,4.004638593252193290e-01
1.428965793158631747e+01,4.062345846034780550e-01,4.100333547996410366e-01
1.429165833166633348e+01,4.060203611342751984e-01,4.056427179227015678e-01
1.429365873174634949e+01,4.058063531267475654e-01,3.868584320813669986e-01
1.429565913182636550e+01,4.055925602380764383e-01,3.913201084087082338e-01
1.429765953190638150e+01,4.053789821262452353e-01,4.129861977669561091e-01
1.429965993198639751e+01,4.051656184500370683e-01,4.028554934106927665e-01
1.430166033206641352e+01,4.049524688690319674e-01,3.997696242325280425e-01
1.430366073214642952e+01,4.047395330436044936e-01,4.035317028619283541e-01
1.430566113222644553e+01,4.045268106349209081e-01,4.008756272485494154e-01
1.430766153230646154e+01,4.043143013049369516e-01,4.034241964942807956e-01
1.430966193238647755e+01,4.041020047163949580e-01,4.125544815721938208e-01
1.431166233246649355e+01,4.038899205328214670e-01,3.986049573375127775e-01
1.431366273254650956e+01,4.036780484185247819e-01,4.065073824450924356e-01
1.431566313262652557e+01,4.034663880385923052e-01,4.132382173565535277e-01
1.431766353270654157e+01,4.032549390588880955e-01,4.051266047483565447e-01
1.431966393278655758e+01,4.030437011460503705e-01,3.813870349805109639e-01
1.432166433286657359e+01,4.028326739674891188e-01,4.152286331496938820e-01
1.432366473294658960e+01,4.026218571913834365e-01,3.911162996120849944e-01
1.432566513302660560e+01,4.024112504866792506e-01,3.970364573103112860e-01
1.432766553310662161e+01,4.022008535230864323e-01,4.078524110890806020e-01
1.432966593318663762e+01,4.019906659710771879e-01,4.206079095532624379e-01
1.433166633326665362e+01,4.017806875018828383e-01,4.084218398650880655e-01
1.433366673334666963e+01,4.015709177874917657e-01,4.025394665057888122e-01
1.433566713342668564e+01,4.013613565006467487e-01,3.975274352489200358e-01
1.433766753350670164e+01,4.011520033148431863e-01,3.952449402999935746e-01
1.433966793358671765e+01,4.009428579043257113e-01,3.907278069595064296e-01
1.434166833366673366e+01,4.007339199440866917e-01,4.087558357912139395e-01
1.434366873374674967e+01,4.005251891098633998e-01,3.992822004847592643e-01
1.434566913382676567e+01,4.003166650781359581e-01,4.011012867349736388e-01
1.434766953390678168e+01,4.001083475261244526e-01,3.860932546503749174e-01
1.434966993398679769e+01,3.999002361317870458e-01,4.014479453450642277e-01
1.435167033406681369e+01,3.996923305738179222e-01,3.827762411073513671e-01
1.435367073414682970e+01,3.994846305316439028e-01,4.040759084577211224e-01
1.435567113422684571e+01,3.992771356854232789e-01,4.173104010533215114e-01
1.435767153430686172e+01,3.990698457160429813e-01,3.892152937698393211e-01
1.435967193438687772e+01,3.988627603051163040e-01,3.865155234302736775e-01
1.436167233446689373e+01,3.986558791349804620e-01,4.110998139017196795e-01
1.436367273454690974e+01,3.984492018886946485e-01,3.924979052839273064e-01
1.436567313462692574e+01,3.982427282500377030e-01,4.100179730134735356e-01
1.436767353470694175e+01,3.980364579035057249e-01,3.844640759556612886e-01
1.436967393478695776e+01,3.978303905343097413e-01,4.007953810706911257e-01
1.437167433486697377e+01,3.976245258283737649e-01,4.069093353401376789e-01
1.437367473494698977e+01,3.974188634723324620e-01,4.008221238965004596e-01
1.437567513502700578e+01,3.972134031535284882e-01,3.874985332832161511e-01
1.437767553510702179e+01,3.970081445600110448e-01,3.698809160241428584e-01
1.437967593518703779e+01,3.968030873805333814e-01,3.955128275254289338e-01
1.438167633526705380e+01,3.965982313045501306e-01,3.886699202889202787e-01
1.438367673534706981e+01,3.963935760222156990e-01,3.970342131485329884e-01
1.438567713542708582e+01,3.961891212243819904e-01,4.126361212605512141e-01
1.438767753550710182e+01,3.959848666025959640e-01,3.801856250065627774e-01
1.438967793558711783e+01,3.957808118490977467e-01,3.920782914622331639e-01
1.439167833566713384e+01,3.955769566568185791e-01,4.021499903677175358e-01
1.439367873574714984e+01,3.953733007193781512e-01,4.150692914239408893e-01
1.439567913582716585e+01,3.951698437310832146e-01,3.958702977510853427e-01
1.439767953590718186e+01,3.949665853869246401e-01,4.063992175983954791e-01
1.439967993598719787e+01,3.947635253825760304e-01,3.858259919580858122e-01
