t,S,I,R,C,dI_dt,dI_dt_noisy
9.945189037807560695e+00,4.172081875691086017e-01,3.164610431811542418e-02,2.316501378785042753e-01,1.243061332165507626e-01,1.073791539452993715e-02,1.137712798372668942e-02
9.947589517903580258e+00,4.171697247278270959e-01,3.167193195013807971e-02,2.316188963282055924e-01,1.242963402033952086e-01,1.077953682221673495e-02,1.330343230498088475e-02
9.949989997999599822e+00,4.171310285469393975e-01,3.169785637298368208e-02,2.315877418206059024e-01,1.242866737948638278e-01,1.081858579411376295e-02,1.006270597763009485e-02
9.952390478095619386e+00,4.170921048166540968e-01,3.172387132132044318e-02,2.315566745740553212e-01,1.242771342416074537e-01,1.085504771166185753e-02,1.316034905748904478e-02
9.954790958191638950e+00,4.170529593768162457e-01,3.174997051222593070e-02,2.315256947887532335e-01,1.242677217658498118e-01,1.088890847386704899e-02,8.809757798206387797e-03
9.957191438287656737e+00,4.170135981169072470e-01,3.177614764518704032e-02,2.314948026467482656e-01,1.242584365613874364e-01,1.092015448689761040e-02,1.216270319338838037e-02
9.959591918383676301e+00,4.169740269760449647e-01,3.180239640210004437e-02,2.314639983119382571e-01,1.242492787935897264e-01,1.094877267363195475e-02,9.947312056220097842e-03
9.961992398479695865e+00,4.169342519429835581e-01,3.182871044727053622e-02,2.314332819300704280e-01,1.242402485993989586e-01,1.097475048315140270e-02,1.745142823649583827e-02
9.964392878575715429e+00,4.168942790561137590e-01,3.185508342741343729e-02,2.314026536287412117e-01,1.242313460873302050e-01,1.099807590017379266e-02,1.014637668769425953e-02
9.966793358671734993e+00,4.168541144034626500e-01,3.188150897165302478e-02,2.313721135173962551e-01,1.242225713374714297e-01,1.101873745442166416e-02,1.012090914307436744e-02
9.969193838767752780e+00,4.168137641226937196e-01,3.190798069152291777e-02,2.313416616873305853e-01,1.242139244014834470e-01,1.103672422992046931e-02,1.224823778327100224e-02
9.971594318863772344e+00,4.167732344011068069e-01,3.193449218096609810e-02,2.313112982116883876e-01,1.242054053025998944e-01,1.105202587422161181e-02,9.465373714862616167e-03
9.973994798959791908e+00,4.167325314756382681e-01,3.196103701633486865e-02,2.312810231454631715e-01,1.241970140356272734e-01,1.106463260754466174e-02,1.047655013072591040e-02
9.976395279055811471e+00,4.166916616328608103e-01,3.198760875639087425e-02,2.312508365254976883e-01,1.241887505669449360e-01,1.107453523183405536e-02,1.208978847025308882e-02
9.978795759151831035e+00,4.166506312089836572e-01,3.201420094230511548e-02,2.312207383704839858e-01,1.241806148345050986e-01,1.108172513972469422e-02,1.370741687142488542e-02
9.981196239247848823e+00,4.166094465898522170e-01,3.204080709765789320e-02,2.311907286809633810e-01,1.241726067478328144e-01,1.108619432341162794e-02,9.298629302450948930e-03
9.983596719343868386e+00,4.165681142109485813e-01,3.206742072843894037e-02,2.311608074393263768e-01,1.241647261880259590e-01,1.108793538341792950e-02,1.127008182044421554e-02
9.985997199439887950e+00,4.165266405573909703e-01,3.209403532304725554e-02,2.311309746098128559e-01,1.241569730077553141e-01,1.108694153725645754e-02,1.057391906103345020e-02
9.988397679535907514e+00,4.164850321639343433e-01,3.212064435229119996e-02,2.311012301385118872e-01,1.241493470312644565e-01,1.108320662797953812e-02,1.317626440803746322e-02
9.990798159631927078e+00,4.164432956149697884e-01,3.214724126938848375e-02,2.310715739533618363e-01,1.241418480543698549e-01,1.107672513261174704e-02,1.354118238924471515e-02
9.993198639727944865e+00,4.164014375445250216e-01,3.217381950996613810e-02,2.310420059641503931e-01,1.241344758444608010e-01,1.106749217046068892e-02,1.227938792612295708e-02
9.995599119823964429e+00,4.163594646362638874e-01,3.220037249206059160e-02,2.310125260625143506e-01,1.241272301404994644e-01,1.105550351130022910e-02,1.185441180684033285e-02
9.997999599919983993e+00,4.163173836234870251e-01,3.222689361611756620e-02,2.309831341219399370e-01,1.241201106530208237e-01,1.104075558342161242e-02,1.641715503470067561e-02
1.000040008001600356e+01,4.162752012891311471e-01,3.225337626499214655e-02,2.309538299977625386e-01,1.241131170641327358e-01,1.102324548154668890e-02,8.407845602314180031e-03
1.000280056011202312e+01,4.162329244657695382e-01,3.227981380394873839e-02,2.309246135271669220e-01,1.241062490275159219e-01,1.100297097459883994e-02,1.591587657892414021e-02
1.000520104020804091e+01,4.161905600356119450e-01,3.230619958066110325e-02,2.308954845291870117e-01,1.240995061684239259e-01,1.097993051332588066e-02,1.259596721256693412e-02
1.000760152030406047e+01,4.161481149305044092e-01,3.233252692521237925e-02,2.308664428047060013e-01,1.240928880836831283e-01,1.095412323777043839e-02,6.356547752411834812e-03
1.001000200040008004e+01,4.161055961319293783e-01,3.235878915009500478e-02,2.308374881364564368e-01,1.240863943416928017e-01,1.092554898458247478e-02,1.131587803495828076e-02
1.001240248049609960e+01,4.160630106710058729e-01,3.238497955021076707e-02,2.308086202890200778e-01,1.240800244824250415e-01,1.089420829416915329e-02,6.652828254997021282e-03
1.001480296059211916e+01,4.160203656284890972e-01,3.241109140287080220e-02,2.307798390088279250e-01,1.240737780174248073e-01,1.086010241767696588e-02,1.049247110490814962e-02
1.001720344068813695e+01,4.159776681347709393e-01,3.243711796779557427e-02,2.307511440241603318e-01,1.240676544298098954e-01,1.082323332380140390e-02,4.738422523774685896e-03
1.001960392078415651e+01,4.159349253698794158e-01,3.246305248711494479e-02,2.307225350451467816e-01,1.240616531742709527e-01,1.078360370541911820e-02,1.297430864077281018e-02
1.002200440088017608e+01,4.158921445593091182e-01,3.248888818957854779e-02,2.306940117637820697e-01,1.240557736771424752e-01,1.074121698352608137e-02,8.376226240821732852e-03
1.002440488097619564e+01,4.158493324456115081e-01,3.251461882827448580e-02,2.306655738537069511e-01,1.240500153420310003e-01,1.069607699311505775e-02,1.565451657787272216e-02
1.002680536107221521e+01,4.158064959398366511e-01,3.254023803197381853e-02,2.306372209628371195e-01,1.240443775313809088e-01,1.064818837674813903e-02,8.480005044948503781e-03
1.002920584116823299e+01,4.157636423159817851e-01,3.256573909696128255e-02,2.306089527189723321e-01,1.240388595727297261e-01,1.059755671273924366e-02,1.076614975515226107e-02
1.003160632126425256e+01,4.157207788427923489e-01,3.259111535587227299e-02,2.305807687327800226e-01,1.240334607673504452e-01,1.054418830005005372e-02,6.476707858018309130e-03
1.003400680136027212e+01,4.156779127837623156e-01,3.261636017769277418e-02,2.305526685977953572e-01,1.240281803902516244e-01,1.048809016330047930e-02,1.010826264135626130e-02
1.003640728145629168e+01,4.156350513971340810e-01,3.264146696775938744e-02,2.305246518904211506e-01,1.240230176901773729e-01,1.042927005750858907e-02,1.056704114869462009e-02
1.003880776155231125e+01,4.155922019358985753e-01,3.266642916775936573e-02,2.304967181699279222e-01,1.240179718896073230e-01,1.036773647255678082e-02,1.189431574833561649e-02
1.004120824164832904e+01,4.155493716477950961e-01,3.269124025573052345e-02,2.304688669784538679e-01,1.240130421847566444e-01,1.030349863738089927e-02,1.772481612222016195e-02
1.004360872174434860e+01,4.155065677753113085e-01,3.271589374606138911e-02,2.304410978410048327e-01,1.240082277455760301e-01,1.023656652387831822e-02,1.518984913555672736e-02
1.004600920184036816e+01,4.154637975556834117e-01,3.274038318949103882e-02,2.304134102654543936e-01,1.240035277157517241e-01,1.016695085053265224e-02,1.253106774841484042e-02
1.004840968193638773e+01,4.154210682208960281e-01,3.276470217310918642e-02,2.303858037425437766e-01,1.239989412127055074e-01,1.009466308575109397e-02,9.134238723338477042e-03
1.005081016203240729e+01,4.153783869976822585e-01,3.278884432035616969e-02,2.303582777458818842e-01,1.239944673275947123e-01,1.001971545091173352e-02,9.188849824380104780e-03
1.005321064212842508e+01,4.153357611075235711e-01,3.281280329102294335e-02,2.303308317319454068e-01,1.239901051253121667e-01,9.942120923118438064e-03,9.045449915148474906e-03
1.005561112222444464e+01,4.152931977666499130e-01,3.283657278125110685e-02,2.303034651400785171e-01,1.239858536444862769e-01,9.861893237659635075e-03,7.332378682865005499e-03
1.005801160232046421e+01,4.152507041860396542e-01,3.286014652353285576e-02,2.302761773924932587e-01,1.239817118974809590e-01,9.779046890169729167e-03,1.183002883994748594e-02
1.006041208241648377e+01,4.152082875714196430e-01,3.288351828671100957e-02,2.302489678942692686e-01,1.239776788703956800e-01,9.693597138489353643e-03,9.568604497380958987e-03
1.006281256251250333e+01,4.151659551232651513e-01,3.290668187597901861e-02,2.302218360333538882e-01,1.239737535230654303e-01,9.605560004223277076e-03,1.123778972935069245e-02
1.006521304260852112e+01,4.151237140367998735e-01,3.292963113288092242e-02,2.301947811805621358e-01,1.239699347890607650e-01,9.514952273993154686e-03,8.827406356299249968e-03
1.006761352270454069e+01,4.150815715019959828e-01,3.295235993531144686e-02,2.301678026895766782e-01,1.239662215756877350e-01,9.421791500383202428e-03,1.060195011776983096e-02
1.007001400280056025e+01,4.150395347035740201e-01,3.297486219751587927e-02,2.301408998969479425e-01,1.239626127639879560e-01,9.326096002577593386e-03,1.467119139054251682e-02
1.007241448289657981e+01,4.149976108210030601e-01,3.299713187009015170e-02,2.301140721220939767e-01,1.239591072087385670e-01,9.227884866686960480e-03,1.035942988643104995e-02
1.007481496299259938e+01,4.149558070285005451e-01,3.301916293998081314e-02,2.300873186673005610e-01,1.239557037384522581e-01,9.127177945762680183e-03,1.199200731312807452e-02
1.007721544308861716e+01,4.149141304950324516e-01,3.304094943048501570e-02,2.300606388177210970e-01,1.239524011553772564e-01,9.023995859498278038e-03,6.574143921367027986e-03
1.007961592318463673e+01,4.148725883843130680e-01,3.306248540125058394e-02,2.300340318413767182e-01,1.239491982354973126e-01,8.918359993615190828e-03,8.576744323209015836e-03
1.008201640328065629e+01,4.148311878548052167e-01,3.308376494827591080e-02,2.300074969891562071e-01,1.239460937285317005e-01,8.810292498933704197e-03,7.783147348227845673e-03
1.008441688337667586e+01,4.147899360597200880e-01,3.310478220391004089e-02,2.299810334948160506e-01,1.239430863579352587e-01,8.699816290126036883e-03,1.032509087794600960e-02
1.008681736347269542e+01,4.147488401470174613e-01,3.312553133685261497e-02,2.299546405749804401e-01,1.239401748208983634e-01,8.586955044152338318e-03,9.604715779966264966e-03
1.008921784356871321e+01,4.147079072594054283e-01,3.314600655215390462e-02,2.299283174291412157e-01,1.239373577883469135e-01,8.471733198378156304e-03,6.590000077657358346e-03
1.009161832366473277e+01,4.146671443755076680e-01,3.316620222789162797e-02,2.299020632530552888e-01,1.239346339273871694e-01,8.354175852854566625e-03,9.556089234017250272e-03
1.009401880376075233e+01,4.146265580610327683e-01,3.318611313547627228e-02,2.298758772564823416e-01,1.239320019315578447e-01,8.234308612767030772e-03,8.768280305498877755e-03
1.009641928385677190e+01,4.145861553349830531e-01,3.320573369507881512e-02,2.298497585897024964e-01,1.239294603977980080e-01,8.112158105105723993e-03,3.587330585889428672e-03
1.009881976395279146e+01,4.145459432012355006e-01,3.322505837161244396e-02,2.298237063867614449e-01,1.239270078982831341e-01,7.987751698973623304e-03,8.080899576171409956e-03
1.010122024404880925e+01,4.145059286009399324e-01,3.324408171540481349e-02,2.297977197696378648e-01,1.239246429873820665e-01,7.861117472888295293e-03,1.161752101015763906e-02
1.010362072414482881e+01,4.144661184125189024e-01,3.326279836219808717e-02,2.297717978482433920e-01,1.239223642016569343e-01,7.732284210104481414e-03,5.269925933376297215e-03
1.010602120424084838e+01,4.144265194516678630e-01,3.328120303314884704e-02,2.297459397204227594e-01,1.239201700598631523e-01,7.601281393578282475e-03,1.109048195980736479e-02
1.010842168433686794e+01,4.143871384713548878e-01,3.329929053482819090e-02,2.297201444719536856e-01,1.239180590629494899e-01,7.468139200572994352e-03,9.782986796465272666e-03
1.011082216443288573e+01,4.143479821618208936e-01,3.331705575922164209e-02,2.296944111765469310e-01,1.239160296940580303e-01,7.332888496910380111e-03,8.079484691257732970e-03
1.011322264452890529e+01,4.143090571505796404e-01,3.333449368372926741e-02,2.296687388958462139e-01,1.239140804185241140e-01,7.195560830868329150e-03,8.771359210230998682e-03
1.011562312462492486e+01,4.142703700024176205e-01,3.335159937116554535e-02,2.296431266794282944e-01,1.239122096838764647e-01,7.056188426729250590e-03,4.891246808067367495e-03
1.011802360472094442e+01,4.142319272193940027e-01,3.336836796975944930e-02,2.296175735648029459e-01,1.239104159198370636e-01,6.914804177979575611e-03,9.288228352434514667e-03
1.012042408481696398e+01,4.141937352408408546e-01,3.338479471315442676e-02,2.295920785774129835e-01,1.239086975383212469e-01,6.771441640164601455e-03,2.767445226424049103e-03
1.012282456491298177e+01,4.141558004433630868e-01,3.340087492040838546e-02,2.295666407306342638e-01,1.239070529334376225e-01,6.626135023402097979e-03,3.523104252025632994e-03
1.012522504500900133e+01,4.141181291408381759e-01,3.341660399599374193e-02,2.295412590257755181e-01,1.239054804814881394e-01,6.478919184555856359e-03,8.365884560403803738e-03
1.012762552510502090e+01,4.140807275844165525e-01,3.343197742979734516e-02,2.295159324520786304e-01,1.239039785409680600e-01,6.329829619075612313e-03,3.295760686999434346e-03
1.013002600520104046e+01,4.140436019625213793e-01,3.344699079712052520e-02,2.294906599867184427e-01,1.239025454525659181e-01,6.178902452503767101e-03,1.248392437877529626e-02
1.013242648529706003e+01,4.140067584008485513e-01,3.346163975867910700e-02,2.294654405948028664e-01,1.239011795391636306e-01,6.026174431654669067e-03,7.324257516921659807e-03
1.013482696539307781e+01,4.139702029623668067e-01,3.347592006060335496e-02,2.294402732293727987e-01,1.238998791058363580e-01,5.871682915469831482e-03,8.880760770947937130e-03
1.013722744548909738e+01,4.139339416473176159e-01,3.348982753443804916e-02,2.294151568314020673e-01,1.238986424398526159e-01,5.715465865552171038e-03,8.920836135435898304e-03
1.013962792558511694e+01,4.138979803932152368e-01,3.350335809714240221e-02,2.293900903297976523e-01,1.238974678106742056e-01,5.557561836385917914e-03,4.679650311723097464e-03
1.014202840568113650e+01,4.138623250748467153e-01,3.351650775109012159e-02,2.293650726413994367e-01,1.238963534699562691e-01,5.398009965243248665e-03,5.779716412869309768e-03
1.014442888577715607e+01,4.138269815042718847e-01,3.352927258406938199e-02,2.293401026709804280e-01,1.238952976515472343e-01,5.236849961785201846e-03,6.970276097133003973e-03
1.014682936587317386e+01,4.137919554308233661e-01,3.354164876928281136e-02,2.293151793112465919e-01,1.238942985714888700e-01,5.074122097359818478e-03,5.405928201632515320e-03
1.014922984596919342e+01,4.137572525411065127e-01,3.355363256534756727e-02,2.292903014428368247e-01,1.238933544280162030e-01,4.909867194002149465e-03,9.955364950283068781e-03
1.015163032606521298e+01,4.137228784589994657e-01,3.356522031629521896e-02,2.292654679343232027e-01,1.238924634015576565e-01,4.744126613143519883e-03,8.168818771018115238e-03
1.015403080616123255e+01,4.136888387456531535e-01,3.357640845157184445e-02,2.292406776422107051e-01,1.238916236547348837e-01,4.576942244031732832e-03,5.562115152875900595e-03
1.015643128625725211e+01,4.136551388994913481e-01,3.358719348603797505e-02,2.292159294109373802e-01,1.238908333323628930e-01,4.408356491870227267e-03,8.540759642236807336e-03
1.015883176635326990e+01,4.136217843453652288e-01,3.359757202745281696e-02,2.291912220747891749e-01,1.238900905645487355e-01,4.238412259130776294e-03,4.787614880014487428e-03
1.016123224644928946e+01,4.135887800708640816e-01,3.360754103187053865e-02,2.291665545197601461e-01,1.238893935669978658e-01,4.067152709882355249e-03,6.735885576567236278e-03
1.016363272654530903e+01,4.135561311280034347e-01,3.361709746501162499e-02,2.291419255909313835e-01,1.238887404914881529e-01,3.894621553246983836e-03,4.718239340578227886e-03
1.016603320664132859e+01,4.135238426383471277e-01,3.362623828845737878e-02,2.291173340970402428e-01,1.238881294327845300e-01,3.720863040758002477e-03,3.252809065376623988e-03
1.016843368673734815e+01,4.134919196163898136e-01,3.363496057952260199e-02,2.290927788427356560e-01,1.238875584807403868e-01,3.545921847394328807e-03,1.060538186983313140e-03
1.017083416683336594e+01,4.134603669695572359e-01,3.364326153125558883e-02,2.290682586285782418e-01,1.238870257202976666e-01,3.369843057435116529e-03,1.540444311392536727e-03
1.017323464692938551e+01,4.134291894982058957e-01,3.365113845243815349e-02,2.290437722510401952e-01,1.238865292314867556e-01,3.192672150061210551e-03,3.663831346875658611e-03
1.017563512702540507e+01,4.133983918956231074e-01,3.365858876758560242e-02,2.290193185025053146e-01,1.238860670894265936e-01,3.014454984713962893e-03,4.608085047357594888e-03
1.017803560712142463e+01,4.133679787480273315e-01,3.366561001694672040e-02,2.289948961712690578e-01,1.238856373643245773e-01,2.835237786214882261e-03,-3.261857020974615225e-03
1.018043608721744420e+01,4.133379545345676753e-01,3.367219985650381220e-02,2.289705040415384862e-01,1.238852381214766152e-01,2.655067129656962788e-03,1.712065048586299074e-03
1.018283656731346198e+01,4.133083236273243921e-01,3.367835605797266790e-02,2.289461408934322928e-01,1.238848674212671003e-01,2.473989925073673268e-03,4.496612389206525173e-03
1.018523704740948155e+01,4.132790902913082709e-01,3.368407650880259757e-02,2.289218055029807186e-01,1.238845233191689515e-01,2.292053401894731529e-03,2.083292630976456890e-03
1.018763752750550111e+01,4.132502586844613579e-01,3.368935921217639656e-02,2.288974966421256918e-01,1.238842038657435585e-01,2.109305093196383457e-03,-9.416192382308021490e-04
1.019003800760152068e+01,4.132218328576564570e-01,3.369420228701034553e-02,2.288732130787207719e-01,1.238839071066408226e-01,1.925792819753163743e-03,-8.608477679505881913e-04
1.019243848769754024e+01,4.131938167546971852e-01,3.369860396795424512e-02,2.288489535765310390e-01,1.238836310825991299e-01,1.741564673901685456e-03,7.037297766344013938e-03
1.019483896779355803e+01,4.131662142123181392e-01,3.370256260539138821e-02,2.288247168952333432e-01,1.238833738294453923e-01,1.556669003222696523e-03,-2.986087800873656571e-03
1.019723944788957759e+01,4.131390289601848398e-01,3.370607666543856684e-02,2.288005017904159999e-01,1.238831333780949784e-01,1.371154394050253661e-03,6.046992782343873444e-04
1.019963992798559715e+01,4.131122646208935656e-01,3.370914472994607225e-02,2.287763070135790111e-01,1.238829077545517826e-01,1.185069654818567825e-03,3.890335840459241239e-03
1.020204040808161672e+01,4.130859247099717413e-01,3.371176549649768095e-02,2.287521313121340105e-01,1.238826949799081839e-01,9.984637992518086147e-04,-4.770606591560023341e-03
1.020444088817763628e+01,4.130600126358773827e-01,3.371393777841069639e-02,2.287279734294042355e-01,1.238824930703450872e-01,8.113860294080392499e-04,3.047855704833013924e-03
1.020684136827365407e+01,4.130345316999995964e-01,3.371566050473590037e-02,2.287038321046245271e-01,1.238823000371318400e-01,6.238857185855047061e-04,-3.828441334934929753e-03
1.020924184836967363e+01,4.130094850966584130e-01,3.371693272025757387e-02,2.286797060729413578e-01,1.238821138866263438e-01,4.360123940987115088e-04,3.670392715292410124e-03
1.021164232846569320e+01,4.129848759131045655e-01,3.371775358549350399e-02,2.286555940654128039e-01,1.238819326202749704e-01,2.478157199363346941e-04,8.448684712128536403e-03
1.021404280856171276e+01,4.129607071295198217e-01,3.371812237669497697e-02,2.286314948090085730e-01,1.238817542346125899e-01,5.934547930607977917e-05,-3.491293589266170061e-03
1.021644328865773232e+01,4.129369816190168740e-01,3.371803848584677132e-02,2.286074070266100322e-01,1.238815767212625707e-01,-1.293484429213953568e-04,-1.304060319310971008e-04
1.021884376875375011e+01,4.129137021476392833e-01,3.371750142066716471e-02,2.285833294370100688e-01,1.238813980669367654e-01,-3.182160778629726516e-04,9.850511876332468560e-04
1.022124424884976968e+01,4.128908713743613679e-01,3.371651080460794786e-02,2.285592607549132571e-01,1.238812162534355804e-01,-5.072073903553339647e-04,-2.017211144324638702e-03
1.022364472894578924e+01,4.128684918508155888e-01,3.371506637684746482e-02,2.285351996910906514e-01,1.238810292578924194e-01,-6.962722968236363663e-04,1.143102627039547679e-03
1.022604520904180880e+01,4.128465659054375014e-01,3.371316800097672733e-02,2.285111450117885135e-01,1.238808351467777791e-01,-8.853607158854533143e-04,-2.823591539900356922e-03
1.022844568913782837e+01,4.128250957271568655e-01,3.371081569753868468e-02,2.284870954746585081e-01,1.238806319751869223e-01,-1.074422588910838722e-03,-2.572416916275425437e-03
1.023084616923384615e+01,4.128040834565367967e-01,3.370800961428528641e-02,2.284630497945051020e-01,1.238804177322439110e-01,-1.263407857680833718e-03,-3.515430340349478579e-03
1.023324664932986572e+01,4.127835311107702632e-01,3.370475001495491785e-02,2.284390066909265105e-01,1.238801904161944273e-01,-1.452266492438208934e-03,-1.411125983731503861e-03
1.023564712942588528e+01,4.127634405836800857e-01,3.370103727927244164e-02,2.284149648883147254e-01,1.238799480344057735e-01,-1.640948509898390584e-03,-2.345711230514408233e-05
1.023804760952190485e+01,4.127438136457189377e-01,3.369687190294919088e-02,2.283909231158554598e-01,1.238796886033668720e-01,-1.829403991278840541e-03,1.282069267024918500e-03
1.024044808961792441e+01,4.127246519439694006e-01,3.369225449768294828e-02,2.283668801075281474e-01,1.238794101486882654e-01,-2.017583100335323260e-03,-2.151443830066088626e-03
1.024284856971394220e+01,4.127059570021439083e-01,3.368718579115796696e-02,2.283428346021060262e-01,1.238791107051021023e-01,-2.205436101396326953e-03,-5.229337940658392025e-03
1.024524904980996176e+01,4.126877302205846365e-01,3.368166662704495662e-02,2.283187853431560554e-01,1.238787883164621934e-01,-2.392913377387818896e-03,-3.655551157958938403e-03
1.024764952990598132e+01,4.126699728762637243e-01,3.367569796500110429e-02,2.282947310790389150e-01,1.238784410357438998e-01,-2.579965447835719933e-03,-3.940859009103226535e-03
1.025005001000200089e+01,4.126526861227831633e-01,3.366928088067005359e-02,2.282706705629090616e-01,1.238780669250442584e-01,-2.766542986841043217e-03,-3.757395356675380816e-03
1.025245049009802045e+01,4.126358709903746869e-01,3.366241656568190466e-02,2.282466025527147002e-01,1.238776640555818986e-01,-2.952596841015432683e-03,-1.022328993304411895e-03
1.025485097019403824e+01,4.126195283859000473e-01,3.365510632765322807e-02,2.282225258111977850e-01,1.238772305076970837e-01,-3.138078047368916823e-03,-3.379497881999708048e-03
1.025725145029005780e+01,4.126036590928507386e-01,3.364735159018706484e-02,2.281984391058939632e-01,1.238767643708516691e-01,-3.322937851141676002e-03,-2.869378087600568412e-03
1.025965193038607737e+01,4.125882637713481071e-01,3.363915389287289864e-02,2.281743412091326861e-01,1.238762637436291586e-01,-3.507127723567798200e-03,-3.184396274671019798e-03
1.026205241048209693e+01,4.125733429581434630e-01,3.363051489128669747e-02,2.281502308980371541e-01,1.238757267337346618e-01,-3.690599379565527582e-03,-3.795863002195532833e-03
1.026445289057811650e+01,4.125588970666178024e-01,3.362143635699088584e-02,2.281261069545242881e-01,1.238751514579948948e-01,-3.873304795343202045e-03,-5.129724276848439575e-03
1.026685337067413428e+01,4.125449263867821403e-01,3.361192017753435873e-02,2.281019681653047582e-01,1.238745360423582215e-01,-4.055196225910176477e-03,-1.709316771204769537e-03
1.026925385077015385e+01,4.125314310852771782e-01,3.360196835645245378e-02,2.280778133218829828e-01,1.238738786218946120e-01,-4.236226222488054943e-03,-4.351115332671229123e-03
1.027165433086617341e+01,4.125184112053736363e-01,3.359158301326699292e-02,2.280536412205571295e-01,1.238731773407956288e-01,-4.416347649808131937e-03,-4.604768214471304834e-03
1.027405481096219297e+01,4.125058666669720320e-01,3.358076638348625464e-02,2.280294506624191142e-01,1.238724303523744963e-01,-4.595513703290858565e-03,-7.814825924130582024e-03
1.027645529105821254e+01,4.124937972666026798e-01,3.356952081860498094e-02,2.280052404533546018e-01,1.238716358190660172e-01,-4.773677926095436924e-03,-6.748109177781848669e-03
1.027885577115423033e+01,4.124822026774258021e-01,3.355784878610438421e-02,2.279810094040430057e-01,1.238707919124266560e-01,-4.950794226031965395e-03,-6.616770419612482031e-03
1.028125625125024989e+01,4.124710824492314742e-01,3.354575286945211954e-02,2.279567563299574329e-01,1.238698968131344558e-01,-5.126816892328276559e-03,-3.296699110616350438e-03
1.028365673134626945e+01,4.124604360084396237e-01,3.353323576810231937e-02,2.279324800513648497e-01,1.238689487109891074e-01,-5.301700612240129590e-03,-1.044327548662528707e-02
1.028605721144228902e+01,4.124502626580999753e-01,3.352030029749559353e-02,2.279081793933258604e-01,1.238679458049119081e-01,-5.475400487500132335e-03,-3.173624403294627184e-03
1.028845769153830680e+01,4.124405615778922174e-01,3.350694938905900838e-02,2.278838531856948735e-01,1.238668863029457612e-01,-5.647872050593621268e-03,-5.175223535706968865e-03
1.029085817163432637e+01,4.124313318999366929e-01,3.349318594690750550e-02,2.278595002998360652e-01,1.238657684785832991e-01,-5.819071146600188899e-03,-7.855455017324505448e-03
1.029325865173034593e+01,4.124225726523644830e-01,3.347901290946035668e-02,2.278351196460692007e-01,1.238645906676812819e-01,-5.988954008694057085e-03,-8.452860460017011870e-03
1.029565913182636550e+01,4.124142825907935461e-01,3.346443357887173009e-02,2.278107100860607415e-01,1.238633511338486232e-01,-6.157477582493822016e-03,-4.543952358824765447e-03
1.029805961192238506e+01,4.124064603606553137e-01,3.344945134774558043e-02,2.277862704929884130e-01,1.238620481601254014e-01,-6.324599283773189168e-03,-5.595243735107906582e-03
1.030046009201840285e+01,4.123991045000076072e-01,3.343406969413272728e-02,2.277617997527311700e-01,1.238606800508025158e-01,-6.490277008279695531e-03,-1.235091015637634904e-02
1.030286057211442241e+01,4.123922134395342498e-01,3.341829218153079956e-02,2.277372967638691126e-01,1.238592451314217135e-01,-6.654469146044433153e-03,-8.643079095562960015e-03
1.030526105221044197e+01,4.123857855025452324e-01,3.340212245888428411e-02,2.277127604376835979e-01,1.238577417487755211e-01,-6.817134595475449199e-03,-9.485833934564862069e-03
1.030766153230646154e+01,4.123798189049767693e-01,3.338556426058449794e-02,2.276881896981571285e-01,1.238561682709072992e-01,-6.978232777231939410e-03,-7.113795987459612356e-03
1.031006201240248110e+01,4.123743117553911874e-01,3.336862140646959518e-02,2.276635834819734083e-01,1.238545230871112152e-01,-7.137723647871331567e-03,-8.967080517854927879e-03
1.031246249249849889e+01,4.123692620549768706e-01,3.335129780182460174e-02,2.276389407385173425e-01,1.238528046079322570e-01,-7.295567713261629644e-03,-5.840522373626499432e-03
1.031486297259451845e+01,4.123646676975484815e-01,3.333359743738130432e-02,2.276142604298749539e-01,1.238510112651662332e-01,-7.451726041755892677e-03,-8.938584916971435701e-03
1.031726345269053802e+01,4.123605264695467398e-01,3.331552438931839610e-02,2.275895415308335501e-01,1.238491415118597727e-01,-7.606160277121867819e-03,-8.356119366207049454e-03
1.031966393278655758e+01,4.123568360500385888e-01,3.329708281926139352e-02,2.275647830288815843e-01,1.238471938223103253e-01,-7.758832651218926235e-03,-3.959636446473161278e-03
1.032206441288257714e+01,4.123535940107170839e-01,3.327827697428262926e-02,2.275399839242087108e-01,1.238451666920661193e-01,-7.909705996420147295e-03,-8.553297978189537687e-03
1.032446489297859493e+01,4.123507978159013931e-01,3.325911118690130786e-02,2.275151432297057852e-01,1.238430586379262593e-01,-8.058743757771432564e-03,-9.476066386218959595e-03
1.032686537307461450e+01,4.123484448225368526e-01,3.323958987508342927e-02,2.274902599709648088e-01,1.238408681979406151e-01,-8.205910004883926884e-03,-8.019976548949337217e-03
1.032926585317063406e+01,4.123465322801949662e-01,3.321971754224185835e-02,2.274653331862790118e-01,1.238385939314099043e-01,-8.351169443552197008e-03,-1.217229886378280376e-02
1.033166633326665362e+01,4.123450573310734057e-01,3.319949877723630399e-02,2.274403619266427978e-01,1.238362344188856656e-01,-8.494487427096162474e-03,-1.321386195020804108e-02
1.033406681336267319e+01,4.123440170099959556e-01,3.317893825437329136e-02,2.274153452557517718e-01,1.238337882621702163e-01,-8.635829967419270808e-03,-8.662267156099502652e-03
1.033646729345869097e+01,4.123434082444125681e-01,3.315804073340622438e-02,2.273902822500027121e-01,1.238312540843167220e-01,-8.775163745779194363e-03,-1.048626573478055740e-02
1.033886777355471054e+01,4.123432278543992524e-01,3.313681105953526773e-02,2.273651719984935982e-01,1.238286305296291689e-01,-8.912456123266562780e-03,-1.314684023521665683e-02
