S,pH,v0
6.089807956771636777e-01,5.835036116507433590e+00,3.848774316120918970e-02
3.075643491878171876e+00,6.003021797385404312e+00,2.445690825822120218e-01
2.560459275789923694e+01,8.751486913377760857e+00,2.270745710751193691e+00
1.609113028951029989e+01,7.660726358531602109e+00,2.224707401185632705e+00
1.138687551236799766e+00,8.045741530101462757e+00,1.776062412864166384e-01
5.027035013901834049e+00,5.804488703921007797e+00,2.947886512048338292e-01
1.993195429260079266e+01,9.589424399030583857e+00,5.863928048041178176e-01
1.675069932689975261e+01,9.038421427785458206e+00,1.172704107606221458e+00
1.251762540278627878e+00,4.815032648998992748e+00,5.438602823806869789e-03
1.291719371938619929e+02,4.978297385913562856e+00,1.161018094772796161e+00
1.538054684159115197e+02,6.380760359792686742e+00,8.163012580724609890e+00
1.551609410708252312e+02,4.031035262760679139e+00,4.105616582413291332e-02
3.574796414124680410e+01,7.522821097842435911e+00,4.406050879739623838e+00
8.196088459508796120e+01,9.732581407342474122e+00,1.180949220840048719e+00
9.836635234270138994e+01,4.229722277303184619e+00,6.014329657466645218e-02
1.391952516888392211e+01,8.691165185055934828e+00,1.392542993508481874e+00
1.507093541511278945e+00,9.491289210306845803e+00,6.383342862991801814e-02
6.849510249283040864e+00,8.591676047553660212e+00,7.845198457896191968e-01
4.777498660632497263e+01,8.479762474195082333e+00,4.353370018894060500e+00
7.050875322069440188e+01,8.567065741897224029e+00,5.150163199174175865e+00
1.053240026882393154e+00,9.517966336248029791e+00,4.295846393327133056e-02
1.088299501258875868e+00,9.960394803965527899e+00,1.881714388502734800e-02
4.707653584498725508e+00,7.302329902589654864e+00,7.223649489520796996e-01
3.568060463299938192e+02,8.492051486998148491e+00,8.259983465623305321e+00
1.276133489092224904e+00,5.604423121089975979e+00,5.220859458938876402e-02
6.697676565211239108e-01,7.899245113507260996e+00,1.081553577987020148e-01
1.933410662522342838e+00,9.875732347610421513e+00,3.912646667543924484e-02
7.297269909544908728e+01,5.836617142301792072e+00,4.015198638031719724e+00
2.718819117584752689e+02,4.345308106901915934e+00,2.535842486243493066e-01
6.302271350164916353e-01,8.909707234025724176e+00,6.140456782110863959e-02
8.320985711803323692e-01,8.302458960108051400e+00,1.213730753651880018e-01
7.802867167402901316e+01,6.534785050225186964e+00,6.471174511181453148e+00
9.146279338853624097e+00,7.951841667548481318e+00,1.292865902499820585e+00
1.345949204760274798e+00,5.513462866111774829e+00,4.517067251903011255e-02
1.180967206200503199e+02,5.856665108087527827e+00,5.478146011984758701e+00
1.097371872111214897e+00,7.851680923240603072e+00,1.767514919653515870e-01
1.068673028038598538e+01,5.609761770679466686e+00,4.403997521902390799e-01
2.314183479139756194e+00,4.663764507861150932e+00,5.781792055289647000e-03
1.501800199936086244e+02,5.709572491881981904e+00,5.336651184571828743e+00
9.709338355809356003e+00,5.337417584871118947e+00,2.150857018277096966e-01
2.731773230101959484e+02,5.563277285306146069e+00,5.903432700601218386e+00
4.519732216995807050e+01,4.531857210702490590e+00,8.842716701019753822e-02
1.239456047031595842e+00,6.274705398434740289e+00,1.352900251836045009e-01
1.248230249276179293e+01,8.267457482911677147e+00,1.583475805557939209e+00
1.322910640493108758e+02,6.662942243059621461e+00,8.270639071174860746e+00
1.274003103385242586e+00,8.233398583342596666e+00,1.886494472907010722e-01
9.366272456128487534e+01,5.535059565630881195e+00,3.163672490192255715e+00
3.969764695600180175e+02,9.090354678263899757e+00,4.912069226396220678e+00
2.987519089307193010e+00,8.627235844371114126e+00,3.537721644916173025e-01
1.697948225025366797e+00,8.912748571949071774e+00,1.614206195769997132e-01
3.801689042241519445e+01,9.295052301536495420e+00,1.633818500347753666e+00
1.017599672448363579e+00,4.812317255044410658e+00,4.378864286377857733e-03
9.935931834904677373e+01,8.569272710320991138e+00,5.947886228266078490e+00
1.663973035184886262e+00,9.152446495624531053e+00,1.189548348337528261e-01
2.282699773052680214e+01,6.619255383389765157e+00,2.704133969007045390e+00
6.017479674063643813e-01,6.809851494666853355e+00,9.037164509855638572e-02
1.817998241318709240e+00,8.828671784730124372e+00,1.872159005227002626e-01
5.236288308837426797e+01,4.117881142534627337e+00,1.914342616149968326e-02
2.931942858963194354e+01,6.412317451496079457e+00,3.092832011623741106e+00
1.285801763286518629e+00,8.730828704327093348e+00,1.455588206152794994e-01
1.782140284488510584e+00,6.511388892447961041e+00,2.297604199649337375e-01
6.775242379409124283e+01,4.807530185641670784e+00,3.732016771360965324e-01
3.969116289591693771e+02,6.649144988747242024e+00,1.043375016226992891e+01
2.911280909429067254e+00,6.442859135837585072e+00,3.543356181640783253e-01
1.002943073238055405e+02,9.189828698324120637e+00,3.213500273547075903e+00
7.290932294378835721e-01,5.647500011961715138e+00,3.267376389226952366e-02
1.168435439246286833e+01,5.365481542621118649e+00,2.804728468894571169e-01
2.411702136397217373e+02,6.129178732465663693e+00,8.521896068374305244e+00
2.714677333520939584e+01,8.930583224223056504e+00,2.014582603551931861e+00
5.168979118183171018e+00,7.650932905442717313e+00,7.902488041015812703e-01
6.129940294643485998e+01,7.495783601397171481e+00,6.268510599168771513e+00
2.252522269354996709e+01,8.180684828019490595e+00,2.754586786728007386e+00
1.461610105375409496e+01,4.469872597685367488e+00,1.860144162649396068e-02
1.142646403133438469e+02,7.306434401631017650e+00,8.240666578251007124e+00
9.177294000089864312e+01,5.120359251539317924e+00,1.283412459799136762e+00
9.572701501793241974e+00,6.798234285919896536e+00,1.282555354640535938e+00
4.375867597292133127e+01,4.493794977928416756e+00,7.349305473642341047e-02
2.556583443697918057e+01,7.583585693092762980e+00,3.356242834621040227e+00
4.782604243001549627e+00,9.663616233120288612e+00,1.399769588765138184e-01
1.665956139851588524e+00,5.674358593192061484e+00,7.832355092345538727e-02
2.020262360699292259e+01,4.909811246305985755e+00,1.366332448080186113e-01
4.351372697868908013e+00,9.828673622009635125e+00,9.290182507517913413e-02
8.241844781238567919e+01,8.068955435686673283e+00,6.758568987494850688e+00
1.415342211904292924e+02,9.405724183387404125e+00,2.575247198886895017e+00
4.115847351160640955e+01,6.217300235340083248e+00,3.671263622147672212e+00
2.874994771226269563e+00,8.646904147627045845e+00,3.365097146922123583e-01
1.299744892337674607e+01,7.278667925482957379e+00,1.834106053352804189e+00
2.603872306515789319e+02,8.125001153016686573e+00,9.137969946707761082e+00
8.899660928284431449e+00,4.377343926426713772e+00,7.418135777277709390e-03
3.462645674898213510e+00,5.646607942394963331e+00,1.530593126118371672e-01
1.000241731662595868e+02,7.118377310698406291e+00,7.829852966006449755e+00
3.047776908365140116e+02,8.074846453503523591e+00,9.472118000860829667e+00
2.369217215459892856e+01,4.782962237732419020e+00,1.063192468551023978e-01
2.985629988750812913e+01,4.476057945478286726e+00,4.395552686196669417e-02
2.428750512755662072e+01,5.591693501426822088e+00,1.014792834108368735e+00
2.912367411415647211e+01,8.511602085853647637e+00,2.979978393906162371e+00
8.874406165627999599e+01,9.254723979299294356e+00,2.792968622317550942e+00
8.602651844977344808e+00,4.398845557280987251e+00,7.812072083453725467e-03
1.528829186847568167e+01,8.698934957118895639e+00,1.506128951154501960e+00
1.118419782494335601e+00,6.923935034983619730e+00,1.719109040833741719e-01
1.539603560105484981e+01,9.980526903003731576e+00,2.155874039409109710e-01
1.517220242013318625e+02,6.657650430579865386e+00,8.621555245984506399e+00
8.817503207351424788e-01,6.803467737107835589e+00,1.314866650170539164e-01
2.155671873980122371e+02,5.473929658003659604e+00,4.743405007591760203e+00
1.261373263362866703e+00,5.801436525286556289e+00,7.497330009497031600e-02
1.040353800566014897e+01,9.823873734742209152e+00,2.085928342400530655e-01
2.372473735847747989e+01,4.480405771184694075e+00,3.406242110957933417e-02
3.486966479558611240e+02,9.835630129575580582e+00,1.376149877045930170e+00
4.710606936008902323e+01,8.200513868533960249e+00,4.838713295239065459e+00
2.665747323841399918e+01,6.465855145924748193e+00,2.917991696213482644e+00
3.600172985932012892e+01,8.470681952091890565e+00,3.594796694675791660e+00
5.659169667531119607e+00,7.090137655177440656e+00,8.387455507018212186e-01
3.253233821650506457e+02,4.807838583501787610e+00,1.440285723707306564e+00
2.780645663583425176e+02,5.648483189168472585e+00,6.501596743590767780e+00
3.242948714420257783e+00,7.959418710840448163e+00,4.945795010192939878e-01
7.290858554579348061e-01,7.703473084159184303e+00,1.198894685766327822e-01
2.139079142707615677e+00,5.477545536720446862e+00,6.593899686539843319e-02
7.043351472933474522e-01,9.659714131276830429e+00,2.232586400390068615e-02
1.575688271711004234e+02,9.355595060725580225e+00,2.872580014641614721e+00
5.420278254724405720e+00,7.047110555652182917e+00,8.003723877324926406e-01
2.004060896111841714e+02,9.794793330538341891e+00,1.368911539341542305e+00
1.429848375746522038e+01,4.288879171045545391e+00,8.658526417473335138e-03
7.486710066906591132e-01,4.646774537448960629e+00,1.751962954058132330e-03
1.736730021404341073e+02,5.518215482699786456e+00,4.523657624571547409e+00
2.204636512569304596e+00,4.075689886177912058e+00,4.963094824965626770e-04
6.237280034133274853e+01,9.836069382817292706e+00,8.444271736595603262e-01
6.283575246933568170e-01,8.536430071897258998e+00,8.241511307460983038e-02
5.814472524697128497e-01,7.914297746465516425e+00,9.386494471244703763e-02
4.914135205123416839e+00,7.688644319126183291e+00,7.524557618621614541e-01
1.923931247480969020e+01,5.749075500500461899e+00,1.046709397454929302e+00
1.203415770911125691e+02,7.518714001865099306e+00,8.337448299924155037e+00
2.976884656256792709e+02,5.620521119446112657e+00,6.478074955728275519e+00
7.003676615113125781e-01,9.272742976675457882e+00,4.300016895324524496e-02
1.799332712861543948e+00,4.521126901845234691e+00,2.588153674817835880e-03
2.824300817500725813e+01,6.920602534848579346e+00,3.520890800114673702e+00
1.535712950198946380e+01,7.577204555075724102e+00,2.141344816542048779e+00
1.075642601623775541e+01,9.705684191158635343e+00,2.711510728252170543e-01
1.667539520991586528e+02,8.094333992996103788e+00,8.444383462735039814e+00
1.068193950711206526e+02,4.041487916196086161e+00,2.951581113102803161e-02
1.030604262086231415e+01,8.472142393997822651e+00,1.219341418086746343e+00
2.162812474529088203e+00,7.314261160620545432e+00,3.457941152001162699e-01
6.107923187739833226e-01,7.320302736900098139e+00,1.005876126744601612e-01
5.146365096464061928e+00,5.685602420952540648e+00,2.443888157033987374e-01
9.066257352893107679e+01,5.730599939515276908e+00,4.098557134544057234e+00
8.587604188048424403e-01,7.827186423364156376e+00,1.393698669207069085e-01
9.593618471916666124e+01,8.611567931291450151e+00,5.713169888110864569e+00
1.766790640424732439e+00,6.574913751953253893e+00,2.359803598714853290e-01
2.108619043621376932e+02,6.876570048596800433e+00,9.572663539769237673e+00
1.139413320364133675e+00,7.957793743077901993e+00,1.806468942997365434e-01
4.293124907516626010e+00,6.216282835318880373e+00,4.300175621153254357e-01
4.210341281480480369e+00,7.001741181535781067e+00,6.266746914422332004e-01
3.937623013081476984e+02,5.753053812537010536e+00,7.866141293239024002e+00
5.518125506130717284e+00,4.501672993935168954e+00,7.436126552114865479e-03
7.222736375794170272e+01,4.740061249505489016e+00,3.156014460111485898e-01
4.993962589958755416e+00,9.545799526693809156e+00,1.810470050743768489e-01
1.075554237373838617e+01,8.741377295595841090e+00,1.060777835375067646e+00
3.640910322662883658e+01,8.652203008086750913e+00,3.243748289150732322e+00
1.521172249450002489e+01,9.611370648291444496e+00,4.427681295278785290e-01
2.257511836578824926e+00,8.210772116433998846e+00,3.304219891482542137e-01
1.526034654525289636e+00,4.363825387789380450e+00,1.162301125091956024e-03
2.745379481160028377e+02,9.582067612076082597e+00,2.169937498022799449e+00
2.793978678431766838e+01,9.211299987093632069e+00,1.455382951868322561e+00
1.031267487593965804e+01,9.464315673220633940e+00,4.053823393550560206e-01
8.718804652067015937e+00,9.268077630560114244e+00,4.772360206413663875e-01
2.195528757557461290e+02,9.797814732881851896e+00,1.384706593012187792e+00
2.412255683365725378e+00,7.335612014192836483e+00,3.845084214631875885e-01
2.195386235006533848e+00,5.309140610898385404e+00,4.448850893826952063e-02
5.780738236721852275e+01,9.330827348307588309e+00,2.025220434901908728e+00
5.391411805892228237e+00,5.956382628916037980e+00,3.973177609192901083e-01
2.326793513108693290e+01,8.713147024327641432e+00,2.158639033646648997e+00
2.276752575243147003e+00,5.097275486804615952e+00,2.518348340038175856e-02
2.469914266697734888e+02,8.820909960289448293e+00,6.187213776479684846e+00
1.242417259907450671e+02,6.697854299046404947e+00,8.143284958675181429e+00
1.201114493735290694e+02,8.062362797936390990e+00,7.779081634916302335e+00
6.628697907555013424e-01,9.951321020377267956e+00,1.178140947316312463e-02
5.748990700533467280e-01,6.370322106942845508e+00,6.856761079735561315e-02
8.042690383666425413e-01,7.529310468568516157e+00,1.328041655356147210e-01
4.991676979770952371e+00,9.685351614138864917e+00,1.397546107245473124e-01
4.390433624522477984e+00,7.067001725255705580e+00,6.593508096764901794e-01
1.477741889843277932e+02,8.074951976295473344e+00,8.232669247795502798e+00
1.393390065481526960e+02,7.413122878055775189e+00,8.746097589918898407e+00
1.325682821605663264e+02,6.058944952201786194e+00,6.735320859686031447e+00
1.262520643143853860e+01,8.191321974597165934e+00,1.639565718776909264e+00
2.096961198404024174e+01,8.785687407335158738e+00,1.857803833430322404e+00
9.244802687894456028e+00,9.329882426481789892e+00,4.578495459512452737e-01
5.906561046724789321e+00,9.138090946560648575e+00,4.017569755051321745e-01
8.820289690570221053e-01,7.070518775557148139e+00,1.403645689099698168e-01
1.061272960247684694e+02,6.195687849975791472e+00,6.585849879470638157e+00
2.415975867561643398e+01,7.301525345983007398e+00,3.198790928751700680e+00
1.915966575614232781e+01,5.887515622591117825e+00,1.281274075462321083e+00
1.715276617013473981e+01,7.028392204588461034e+00,2.302423868256443296e+00
1.469405499259250680e+00,8.150824844024633364e+00,2.220891110154210035e-01
1.273473056772266006e+02,8.606477569471449485e+00,6.305653605341911216e+00
4.586629850150955434e+01,8.387563815309775350e+00,4.434828103269539135e+00
9.883844188818745380e+00,9.653014080302519062e+00,2.776502768854072212e-01
5.352175956265583956e+00,5.564306338856719769e+00,1.992347003224238522e-01
8.081149904102464809e-01,8.621075301110709077e+00,1.001415677506975466e-01
1.598807797905261623e+02,9.178157080698708725e+00,3.757206533046419050e+00
3.230437861958788659e+01,5.157324191889722798e+00,4.999862662695923610e-01
8.316236799041308814e+01,5.209338037628244322e+00,1.478025602524244198e+00
1.595988514368634696e+02,7.066972246257421375e+00,9.058514103513926941e+00
5.237777337470609140e+00,4.972476642383542256e+00,3.924487421531331482e-02
7.550161707493724172e+00,9.444183672131780227e+00,3.160446232666213051e-01
2.271453230579127478e+02,9.321609956096569505e+00,3.273841166982662365e+00
1.029164581455244809e+00,7.056275738936501618e+00,1.629268311280363257e-01
9.963626602365099671e+00,5.078565498416203638e+00,1.069778494897109522e-01
3.699014996619022355e+01,5.218284009589745587e+00,6.846505767919399688e-01
1.272238080374928026e+00,7.878330573257326108e+00,2.035358039088071558e-01
4.719672222219751134e+00,9.787233335434613934e+00,1.088258837451087507e-01
2.920676687977762143e+00,4.186157418719269607e+00,1.058937528206573345e-03
2.804428897281955528e+02,7.655200556625177732e+00,9.986882439233395914e+00
5.038600248690301431e-01,9.498957401961192204e+00,2.149169578302966704e-02
1.916887598397415404e+00,8.817497053177399735e+00,1.990572040021381939e-01
3.590130697560269937e+02,6.859512716512687902e+00,1.045320811159146324e+01
3.539087377685906421e+00,8.729796654006815260e+00,3.848856782802163590e-01
1.957547769716214026e+00,6.103687506551874975e+00,1.779456488372341549e-01
1.188582595278629839e+02,8.100246317027115950e+00,7.683010519748046718e+00
8.960554023989517702e+01,5.593836840744051742e+00,3.365326634937629180e+00
6.841929905528600031e+00,9.501498076348159572e+00,2.616993206233258484e-01
9.266172060560142754e+00,8.521962748532757814e+00,1.077668467026527965e+00
4.409081277870787297e+00,7.900592055822918347e+00,6.660173661929225108e-01
1.304787158497820769e+02,7.253448082792660401e+00,8.595671295715019866e+00
1.460809789138759474e+00,7.618360827799198987e+00,2.377329158068449688e-01
1.574264373060430700e+01,8.694613417165195202e+00,1.551305831142711034e+00
4.782239382894607260e+00,9.518572796825342408e+00,1.825451446053233118e-01
6.652896711840646793e-01,9.061007294591650663e+00,5.459903851623235105e-02
1.950414289391645752e+02,9.276025960023948969e+00,3.409949445291050374e+00
5.579977370606120424e+00,5.448413721308996038e+00,1.602475796462053959e-01
1.687041589726650415e+01,9.022138216681472755e+00,1.203271318258670730e+00
4.594981864679721362e+00,9.851889890430284069e+00,9.327879526523394360e-02
1.647743590183160522e+00,5.147155176997240567e+00,2.118660798492792707e-02
1.553444663672978088e+01,9.217331231427062121e+00,8.659888956340777710e-01
1.125272740729853105e+01,7.533649548024202502e+00,1.617581371022112746e+00
7.084470939531682632e+01,6.662166145386538396e+00,6.353509798398514263e+00
1.019702267123168156e+02,8.044633132050607927e+00,7.391069161974594515e+00
3.689094349716927468e+01,9.859656401762959987e+00,5.768158204364273178e-01
8.518199203716821932e-01,5.876128891446329661e+00,5.740454586845931961e-02
2.647461087544110026e+00,6.589865191561953495e+00,3.518381482964736406e-01
1.645988978507579414e+00,5.395251745318957681e+00,4.167018142053190155e-02
7.065216873108559614e-01,7.022124459666364338e+00,1.118202390098527732e-01
6.197996462734739964e+01,6.305931300658548011e+00,5.200589012256062738e+00
4.557076897228911960e+00,4.780003370773422411e+00,1.757634217073180544e-02
1.582788202413740386e+01,7.823125321632248053e+00,2.161475441773249351e+00
1.333852466164925588e+01,9.131676827423843790e+00,8.497238200532282182e-01
9.098922148280612632e+00,7.717545841636296089e+00,1.322646225986445767e+00
2.478941458716023760e+02,5.309695627664242856e+00,3.925325929686243942e+00
1.810988356980965008e+01,4.253971537643138845e+00,9.816203315927380518e-03
1.259119171089042588e+00,4.557658375667750228e+00,2.089888107264400736e-03
9.169727953108739449e-01,9.297803280413189597e+00,5.395966740194754058e-02
1.245638338026580527e+01,5.143549720254722679e+00,1.650757923022706519e-01
1.059182355000549913e+00,6.448049529126929968e+00,1.326282330078152882e-01
2.810204647458304805e+01,9.183001377216033490e+00,1.521727470343553712e+00
1.453932515690381599e+01,5.871305081465831854e+00,9.442171904877084687e-01
1.426869053368007201e+02,9.016136187326114992e+00,4.489154734670533387e+00
3.838571855245779574e+01,6.367413692168639727e+00,3.797361925451814724e+00
2.167958123597568942e+02,5.786510148243665164e+00,6.729885532968277850e+00
4.117885008993988549e+01,5.438986144782345100e+00,1.295997749157420609e+00
1.200606440505366947e+02,9.004856865780743291e+00,4.325957349821737630e+00
2.129174791094182595e+01,4.106684355892446625e+00,6.347558782588935168e-03
1.211404190256390478e+01,7.904736132877315136e+00,1.680279279470510367e+00
1.077968318848281797e+02,9.735858628292881178e+00,1.303893914212778338e+00
1.595747690314754834e+02,4.290595861857262605e+00,1.245255264653717248e-01
1.899828774757670402e+01,9.355573924566968458e+00,8.402410131104056656e-01
1.985032506710311679e+02,7.264706354493744911e+00,9.557732518882424699e+00
1.698017336302903857e+01,5.379016697465348606e+00,4.340231424028284102e-01
5.805319009125855700e+01,4.867950783482523747e+00,3.897434799582369380e-01
3.657074442435919170e+00,6.920207353545562157e+00,5.390888958190478419e-01
1.188944783998975367e+02,8.399715999717328074e+00,6.925868423405397323e+00
7.617000827784367045e-01,6.364715405872264142e+00,9.021036068359376825e-02
3.873235366339292796e+01,5.624687652892625955e+00,1.744384692640770895e+00
1.440151718056129653e+02,9.203593720057165584e+00,3.530310771140696247e+00
1.555807261913318973e+00,6.827700805571134346e+00,2.310928689589272500e-01
1.455489505659735894e+00,7.421471877180302990e+00,2.369606020658154288e-01
5.011314289997187421e-01,5.742064805150562279e+00,2.696444364620045886e-02
6.589458223655674907e+00,9.782922169176581306e+00,1.493429333601460351e-01
4.593055248120387013e+00,7.978617943922356126e+00,6.834107446548930431e-01
2.074030026139743370e+02,7.064529449733906397e+00,9.623740889105000917e+00
2.130313497898721664e+02,5.984360012904342163e+00,7.673328564072436464e+00
4.190051688467151791e+01,8.063068288715541598e+00,4.640583991059370028e+00
3.358699818171781715e+01,9.303566609543622690e+00,1.469918478976713461e+00
1.787554188686617067e+02,9.907372749084233376e+00,1.064889601522748031e+00
4.096515270602797187e+01,8.547966968457021864e+00,3.779999671680203566e+00
1.321820997759237004e+00,8.168309647945090290e+00,1.994051269021478723e-01
1.798135546960877962e+00,8.058052068100968413e+00,2.761695679399617243e-01
4.348168579516445753e+00,4.344415562127166730e+00,3.080105807691767717e-03
1.309381674043237354e+02,9.816797526572131005e+00,1.181902039878641286e+00
1.898735893452580967e+02,8.724019128958161673e+00,6.400096016225452544e+00
7.027908777996756839e+01,5.618294701484204623e+00,2.918467583904311713e+00
9.326153328869752102e+01,5.738808724292983499e+00,4.216185302110678990e+00
9.403413476988682351e-01,7.377590085860504132e+00,1.543548849862024785e-01
2.947252929721410197e+01,4.966597767586684142e+00,2.544838270859293150e-01
2.586058284376035488e+01,8.903381460285260118e+00,1.990101742937497642e+00
3.416893811611071641e+00,6.240534630876849675e+00,3.528796272702414694e-01
3.794246796901225025e+02,4.262972698734414756e+00,2.469696382360985487e-01
5.527557792646968782e-01,6.642398270240938984e+00,7.781258205636168435e-02
4.592431980352184695e+00,4.151940480780326403e+00,1.447483641566681134e-03
9.045980563380317108e+01,4.661711912368186717e+00,2.989472775198081522e-01
4.329052742608491045e+00,4.635771314835997359e+00,9.779075230682068853e-03
8.416644500361237791e-01,9.315074752556355975e+00,4.830255009219599355e-02
3.894779333468693494e+01,8.489671758153541248e+00,3.769825590970369511e+00
8.250907709658836353e+00,5.166791097106674613e+00,1.140802150437054824e-01
3.153083940681038477e+00,8.242063491078775783e+00,4.497703027758504501e-01
1.119841070123509086e+00,9.777670012298793623e+00,2.802307148826948049e-02
2.789256555275792380e+02,6.879863518483235296e+00,1.008463096515720814e+01
5.191679515071970030e+01,8.255287376750530370e+00,5.051144395983800273e+00
2.570163892081768040e+02,8.387995819018968291e+00,8.312676805175707173e+00
2.597279190874173196e+02,8.208103102011071073e+00,8.916015962464788558e+00
2.866465513300566315e+00,4.315577550801232398e+00,1.792556991186353317e-03
8.534193169954171765e-01,9.779522362927872692e+00,2.139393933591704142e-02
2.190341606637408916e+02,6.305906379551579732e+00,8.830188474719030012e+00
3.418972526655825561e+01,6.791162205320143919e+00,4.019935083769424544e+00
3.455026250680718558e+00,4.046858082392169820e+00,6.887511790232936186e-04
6.002478399426481204e+00,5.593515109230197346e+00,2.375170031958027950e-01
1.313532302181115519e+01,9.111965207295748215e+00,8.599775882288610562e-01
2.991945009271210765e+01,9.218609415533512319e+00,1.522696372871443771e+00
8.061115572157844245e-01,6.789223365645925767e+00,1.197973633827133649e-01
2.379984605215843541e+00,9.435508844009046214e+00,1.090934748845415886e-01
1.205874809089237054e+00,7.218010124837862307e+00,1.945941969680096972e-01
1.764223398025706615e+02,9.723788381077682175e+00,1.531622899363654922e+00
1.125475938032815648e+01,5.483530358421837114e+00,3.560614707912463373e-01
7.594355980232445802e+01,5.807622460637444028e+00,3.993332105567600987e+00
5.792454173339329060e+01,5.561546372806822625e+00,2.265378465573733457e+00
1.798133576265592337e+00,5.335271303773614804e+00,3.905570011007296338e-02
2.428222684692680033e+01,8.309926533281101868e+00,2.813715211014919060e+00
1.224827800063691852e+00,7.307513452829997647e+00,1.991319402660207405e-01
2.708891959197865074e+00,7.448473496156595708e+00,4.314866856528858374e-01
6.603616863331295406e+01,5.651329383969111220e+00,2.924322055344234172e+00
3.952112251980590685e+00,8.995206931451980026e+00,3.301405365734065289e-01
6.331137562379562667e+01,8.016885393356465883e+00,6.027496067881410902e+00
2.365109362832205520e+00,5.649525389192969094e+00,1.055538390077195854e-01
1.379531690554736372e+02,5.185801123047480310e+00,2.098154146413523158e+00
4.773116211760284244e+01,4.122663100493181076e+00,1.760025868741863300e-02
8.540183989154328970e+01,6.473329320684467092e+00,6.645863314384736320e+00
1.683091985094683878e+02,8.952949629339306270e+00,5.025353257920168737e+00
2.045965439843768152e+01,4.466963764704732220e+00,2.711419646072813286e-02
2.800968465630477411e+00,5.802317075439098915e+00,1.651605693223661964e-01
1.123143253471875447e+01,9.327713958818545592e+00,5.479494593565970018e-01
5.894206660669732978e-01,9.388206087957000179e+00,3.026663977620371732e-02
9.818670503527080484e+00,5.894477705157806113e+00,6.570154470895682719e-01
7.306714653821348548e+00,8.791104198695800065e+00,7.158446274333057913e-01
6.895011381572603293e-01,8.505698605053030548e+00,9.190562077607200564e-02
9.530828691206169045e-01,9.870721887291214358e+00,1.986399928113811303e-02
3.651292802676100990e+01,6.614574933479154595e+00,4.041980105850720761e+00
7.215946824575111274e-01,6.319218802029053172e+00,8.242795962155693990e-02
6.808768717588637998e+00,5.073876544524120291e+00,7.084405303475395377e-02
3.988220959448905312e+00,8.922139382190604096e+00,3.606754925212289353e-01
5.337324160774619131e-01,5.717076979278107096e+00,2.741333758453560684e-02
8.221094414262916095e-01,8.805174669226309092e+00,8.821117000992284574e-02
1.258716481188529741e+02,6.861211032982037494e+00,8.343597077109254911e+00
6.915081307281242573e+01,7.616759529985001720e+00,6.636035268323876579e+00
2.984219926404095169e+00,9.589355774615125227e+00,1.032350704899812760e-01
5.992625262077921633e+01,7.281960323509823141e+00,6.198686680354871470e+00
1.271891753702395045e+00,7.841108402021426116e+00,2.044066400883419732e-01
6.546479107517754414e+01,7.423530201621512781e+00,6.503114747211160562e+00
1.132855235387166370e+00,7.071107901081368219e+00,1.794550154200619529e-01
2.629283117837959338e+01,7.334357188025043328e+00,3.442629214647941360e+00
3.938984670001005384e+02,6.930902846328027778e+00,1.060627118599487240e+01
2.683693783669652362e+02,6.851468559905688593e+00,1.000346425705212816e+01
8.590087171974595259e-01,8.279128838022334236e+00,1.262962616100696822e-01
2.651687354285850517e+01,4.563404100036079214e+00,5.378082467302566089e-02
1.205377039701161301e+01,4.443032649072804041e+00,1.346378125124531901e-02
7.051636781862481440e-01,7.526223163761440738e+00,1.166730554364472511e-01
5.544893462868742517e+01,7.962504291817490198e+00,5.659925001627426511e+00
1.469277087010456562e+01,7.334651031251787856e+00,2.055869823828927245e+00
3.290771052656419471e+01,7.213653443169106616e+00,4.117238925949260775e+00
1.240093358829371883e+00,6.720989919179675809e+00,1.784336538887524026e-01
1.817711102830394276e+00,5.908977112140654242e+00,1.278362959290067213e-01
5.882289321980524477e+01,9.097581086312954923e+00,2.852801405758706110e+00
2.446602283713701240e+02,9.880419447829005719e+00,1.195213679272993934e+00
5.400417767489158472e+00,9.693270003405132229e+00,1.480572979638568876e-01
3.593222190914562475e+02,6.574852554459906351e+00,1.021526783619940559e+01
2.162271385748433694e+00,4.841706330535526348e+00,1.032610760809330765e-02
1.757249913213473791e+00,6.277541507706693835e+00,1.910633633772274020e-01
6.510773788735015444e+01,6.359948222708551313e+00,5.499485930013561230e+00
2.793836004047010491e+00,9.917839196976339977e+00,5.106931147428341727e-02
2.947160641277240529e+02,5.043335898715135102e+00,2.510642140987351834e+00
6.853477564208695361e-01,7.896286358462623944e+00,1.106807644989696582e-01
2.228472677612019837e+01,9.016147207083706760e+00,1.548822255818463889e+00
1.067688354595848210e+02,5.404120227117028108e+00,2.757579558436651368e+00
7.088675152268092461e+01,8.835657340820548100e+00,4.197889984787503082e+00
3.056019561225835446e+02,9.307433690886584898e+00,3.505318671160565280e+00
2.307905509883146244e+00,8.072152030361507968e+00,3.500426583744994380e-01
3.073888744224458947e+01,5.024231003450275068e+00,3.198881854539621927e-01
1.193694003212729671e+00,7.581651058373373608e+00,1.954664857402440004e-01
1.322594354331610766e+00,6.819982129508239233e+00,1.967593941231801369e-01
7.039345768259488523e+01,5.237473339850209797e+00,1.365988158911205064e+00
5.222275136311105115e+01,7.504645686259195259e+00,5.713280299810067575e+00
8.890320073663149003e+01,5.398771783628454557e+00,2.377588395764799412e+00
