C,Cin,Vm,J,J_noisy
1.063075192742165243e+01,1.006613744308812031e+01,-5.313432934098902272e-02,5.698224820438396954e+00,5.677284495746643067e+00
8.048428503391690469e+00,1.422393820326354685e+01,-9.508743764176041946e-02,5.166477003940732615e+00,5.205574994852489645e+00
1.600244156897493752e+01,9.608675656637319928e-01,-2.050692985086390030e-02,8.729223218379679849e+00,8.727308399876626765e+00
4.088665590901507940e+00,5.382617062261798146e+00,3.858990843574489071e-02,3.766334358577337227e+00,3.763194015832950878e+00
1.511213149015800461e+01,1.501297306713729185e+01,-8.170488144143556175e-02,5.271298459042172979e+00,5.217643255361511301e+00
8.314710550091497510e+00,4.453829620466640549e+00,-4.816942712523306774e-02,7.063371562569884077e+00,7.030464375041777458e+00
1.808055389807098479e+01,1.821171173859572834e+00,-3.025482603729223730e-02,8.461149421435258944e+00,8.433383151542249934e+00
3.132296328298489474e+00,3.548862245883459998e+00,-1.171636574871838532e-02,5.470259712652831396e+00,5.500761675681363094e+00
4.604736090884008703e+00,3.784891953655448171e-01,-4.786370310663697752e-02,8.082474543532837785e+00,7.996781628959752197e+00
6.602280522188722856e+00,1.786404121458263816e+01,-8.181637262894825291e-02,4.539222654785630695e+00,4.577585589522389142e+00
4.203817879087862863e+00,1.093021445287101301e+01,7.695511885242006800e-03,3.184036039728092238e+00,3.191913514976203015e+00
6.140628714659186471e+00,1.406260906656410548e+01,-7.831307103959311844e-02,4.930137762702642590e+00,4.896198031523903538e+00
7.710624465853003429e+00,1.085076767143904775e+00,-1.129898139778189037e-02,7.943986639610253420e+00,7.902921532088203804e+00
1.555654215498985415e+01,1.592027105328202197e+01,1.906950206124737035e-02,2.799893896875822463e+00,2.826785983936973334e+00
1.389908449307270644e+01,8.947105893103280749e+00,-7.119951393775716952e-02,6.277601489983539729e+00,6.289757415794627882e+00
1.567344895217001444e+01,4.502434299257896733e+00,-7.119821000079036566e-02,7.687693123830408481e+00,7.590015904695464499e+00
1.102168692531840044e+01,1.590102993368698492e+01,4.727726567996645701e-02,1.985556552537389496e+00,1.952413053378747376e+00
5.853041010350952256e+00,6.242026660243404912e+00,-2.580363134209362475e-02,5.691969673023787202e+00,5.647491350705630353e+00
2.921189324231175721e+00,7.546690021105918467e-01,4.725985378935568249e-02,5.996303374137469611e+00,5.994043987300341492e+00
1.903571082755841459e+01,2.914344234826496738e+00,-3.006014433607473446e-02,7.904692213181548688e+00,7.874202932015155199e+00
1.254789944372467581e+01,3.159775366526097251e+00,-1.571457621717721465e-02,7.232295064143447583e+00,7.256545819804032682e+00
4.227940099911704941e+00,6.844077647033569356e+00,3.160137190586065348e-02,3.464422210928948420e+00,3.439641229675356016e+00
6.175080970994433649e+00,5.523299312951826856e+00,-8.711121821641795715e-02,6.782613593113405948e+00,6.770114274961986034e+00
1.144360108934609066e+01,1.005290676340723888e+00,-5.693512996025438394e-02,8.914743954121719938e+00,8.978063890867483465e+00
9.311095913452723138e+00,2.632063420203244242e+00,-6.559681463404416768e-02,8.101513631138258731e+00,8.090787098108769726e+00
9.357455196516474283e-01,1.957265903302931420e+01,4.855674042521021527e-02,-7.351326208668942375e-01,-7.587546646743530410e-01
6.208818709516318535e+00,1.952712899330885321e+01,4.881158998798251769e-02,1.228267395074676971e+00,1.231366286006920108e+00
1.142351537786713322e+01,1.826171765546795100e+01,-3.042836349921904104e-02,4.018753618742394451e+00,3.955068128405217820e+00
1.623736782712409976e+01,1.572825342976803320e+01,1.608769816744447245e-02,2.934760869312555531e+00,2.856104627260690698e+00
3.887902050567947576e+00,3.558126760706250558e+00,-1.485424590195233430e-02,5.878650333145418294e+00,5.878209713334080710e+00
4.764026085351117601e+00,1.387416963282598381e+01,-8.466436482961853249e-02,4.797058100186909257e+00,4.768539733703553551e+00
8.452486229492770065e+00,5.990145799737589982e+00,2.077559778073095886e-02,4.677864440083969733e+00,4.607291371551467840e+00
5.855417439911797750e+00,2.223732979586367176e+00,-2.951464636195517965e-02,7.361922468269878728e+00,7.408876026207954268e+00
1.663784578715568330e+01,1.277785175418907571e+00,1.361906127846782000e-02,7.865803657427739459e+00,7.900618638155259887e+00
1.109198275001375578e+01,4.111099548373048584e+00,-7.312338683889724189e-02,7.663489092929045121e+00,7.675166382698965784e+00
4.390753594109227720e+00,1.421215176036609229e+01,-8.997734612249724817e-02,4.707552134645334618e+00,4.681312048561380834e+00
9.838981547228854652e+00,2.814193183497916806e+00,-2.108679856112019579e-02,7.375377271024149195e+00,7.365754701461533216e+00
1.042200988602496814e+01,1.494466013694220585e+01,1.633834621481007610e-02,2.872168448938813512e+00,2.843703035732881634e+00
5.379517766496213937e+00,1.945944623786878580e+01,-5.438457313750535982e-02,3.979647889974414987e+00,4.022816552824396652e+00
1.197907575920002721e+01,9.806459751450073981e+00,3.256441962512857113e-02,3.448604821050590630e+00,3.376923266746446828e+00
1.544886440314745180e+01,1.288511566060348201e+01,-3.286838211010194299e-02,4.932190793871938261e+00,4.945878719876903418e+00
4.369065485396068205e+00,1.742837365187676113e+01,-9.817614965155163631e-02,4.364983765708545960e+00,4.365951486222744649e+00
6.033872813637649379e+00,5.356533728035310915e+00,2.306297331045700783e-02,4.566773674943783945e+00,4.510284670705315690e+00
3.109349036545638878e+00,1.796836215878321497e+01,2.854845442176051629e-02,1.278122780109983481e+00,1.309093872608506626e+00
6.424758527324596180e+00,1.250219128439679750e+01,-7.338782328501236574e-02,5.159406692676746786e+00,5.142456360130526427e+00
1.565259648752382660e+01,9.136683030846107556e+00,-8.740245534278058559e-02,6.383820023129816335e+00,6.477302673558869017e+00
1.490999610054473301e+01,1.040844324486522154e+01,-2.479282227627060964e-02,5.183596936039314151e+00,5.242316956073831413e+00
1.850169089349104823e+01,2.966331442153322229e+00,-1.120759023044801128e-03,7.135242063179232375e+00,7.132498098345022797e+00
7.806315758142825523e+00,1.375456454054964794e+01,4.165585058784132544e-02,2.238330285364125594e+00,2.219557589381116358e+00
2.016479814592692321e+00,1.748580121916505448e+01,-7.628775813453239629e-03,2.041194228294342494e+00,2.007132181769841317e+00
3.392518095317078597e+00,1.217844032749343341e+01,-4.190195441363162021e-02,4.219573580798385848e+00,4.183562367311573382e+00
1.029929846473588739e+01,8.035193500709594261e+00,-1.231554432656309372e-03,4.847099066786038080e+00,4.862893366898457082e+00
2.255997796426773228e+00,8.218066828422971426e+00,1.949742271398639815e-02,2.580336922534944843e+00,2.508710655002327261e+00
1.404467349352617411e+01,2.005843642474214317e+00,-1.217516424707937306e-02,7.843410311931545031e+00,7.891990681259076545e+00
6.066957852362788728e+00,1.521209440285024073e+01,-5.241060235921037036e-02,4.496125390118501208e+00,4.531063359165461435e+00
9.549215509379424205e+00,5.901144276753472973e+00,-1.529981276939439139e-02,5.906169312993770681e+00,5.899492648904295145e+00
8.282915871894759974e+00,4.449127645038545298e-01,-4.231977257525088715e-02,8.732777020216570207e+00,8.770281160993503633e+00
7.500168228409982873e+00,1.799493632832669476e+01,-2.092063402906617353e-02,3.580497054011379632e+00,3.695390815813133667e+00
1.678665243685391317e+01,3.690104633061002559e+00,-7.447660975631889557e-02,8.068814388873223109e+00,8.083670092599513524e+00
8.337945787399064779e-01,8.716667441408175065e+00,3.517978921196426856e-02,3.931291656321795891e-01,4.791014102729395097e-01
1.756137658637762300e+01,2.065055827348458273e+00,-1.735239048672634898e-03,7.667382272104763530e+00,7.652721513512893203e+00
1.877511198752242150e+00,1.898050373963814508e+01,1.093213728425887488e-02,1.178740541540808318e+00,1.148443580834416444e+00
2.523646316784413202e+00,1.535208360848345066e+01,2.668921162122242507e-02,1.385174962361801043e+00,1.435260584528367467e+00
3.948723191813090949e+00,1.555424162447795666e+01,-5.311642804865211037e-02,4.120310026415958227e+00,4.024537359540028447e+00
1.719560081650039862e+01,1.010742072367920130e+01,-9.081514707477290893e-02,6.215117949060894986e+00,6.263098536854871057e+00
1.956940215573039410e+01,1.428064259960625826e+01,-9.401081047296330762e-02,5.515831756553306597e+00,5.515790810494325846e+00
3.230511432669710192e+00,7.655633066087413674e+00,-8.081161504563080800e-02,5.447031280829580879e+00,5.423016382671977276e+00
1.094559164411925600e+01,1.689530919039392032e+01,2.888323047567908919e-02,2.255700296800791982e+00,2.259996348571863045e+00
1.190617810386129705e+01,3.309705019289312489e+00,4.562230139091580372e-02,5.621992263570660953e+00,5.627559478526699799e+00
3.944314582460775043e+00,6.923858762388526600e+00,2.269169781981951461e-02,3.585619408194474111e+00,3.647999019979462965e+00
1.453218507450015728e+01,2.477480698161961925e+00,-5.107171055903603901e-02,8.326897713994618755e+00,8.368987871966741210e+00
9.222201371573879314e+00,8.365097249815773850e+00,-4.625023083827942832e-02,5.899666260343055413e+00,5.909711966283818008e+00
4.899205153214317043e+00,1.726836625941048808e+01,-9.200544401060550825e-03,2.997766113948651334e+00,2.986738826883499787e+00
4.912909055052883112e+00,1.443807653784260836e+01,-8.932474413436589100e-02,4.770934314285755207e+00,4.723706926411265883e+00
1.252002822318186404e+01,1.937674492976279339e+01,-3.165772835708535737e-02,3.965573327965592476e+00,3.975528419378086653e+00
7.463535706971943240e-01,1.941365811213609760e+01,3.254636892676329718e-02,-6.823372506648828217e-01,-8.110947085913663424e-01
1.628423494197003052e+01,1.893170656485117576e+01,-5.961467255176779168e-02,4.617669841431466082e+00,4.665965967383755242e+00
1.605405506948011762e+01,1.361803358143868614e+01,-3.965656941715596517e-02,4.977659835024542900e+00,4.977605038036747587e+00
1.094747915073235944e+01,3.372043104853297280e+00,-4.194765981932325333e-02,7.611328087602399428e+00,7.528233492403661131e+00
5.631341629545485450e-01,6.810647685538896212e+00,-1.817125794852723908e-02,1.583346324645733549e+00,1.611591077328282218e+00
1.394352778070882337e+01,1.757496477002129964e+01,-4.191428616978294663e-02,4.435238442969481554e+00,4.390793399538292618e+00
7.552758478507922923e+00,1.352338148281886809e+01,-1.232388170159580409e-02,3.893281143758037466e+00,3.869979431705581785e+00
1.412261731633475792e+00,4.225719212151554771e+00,-9.370936118453780661e-02,4.920579486118556112e+00,4.831274529903932802e+00
6.278938286381499978e+00,6.591456721447007894e+00,-1.080484246597335218e-02,5.218913154892495854e+00,5.181467018406705094e+00
7.920074636358862108e+00,1.217726774048995608e+01,-7.075614798766914626e-02,5.330594958784733883e+00,5.338568402354772147e+00
2.497101377361374386e+00,6.538634512544002853e+00,-4.105708624834730758e-02,4.881349183842632833e+00,4.877125657971209449e+00
1.895303921826390336e+01,2.346242832905355513e+00,-5.576617990021973809e-02,8.572934997685747405e+00,8.587382243009583860e+00
8.549527100926464840e+00,6.601962742140326412e+00,-8.334536392107051717e-02,6.705905709790188851e+00,6.669338441466821088e+00
1.621006394715760379e+01,1.568720495584972596e+01,3.836108578367428135e-02,2.332144361214995687e+00,2.360185715471641466e+00
1.197104170972541226e+01,1.593265213875293185e+01,-7.154531496513416577e-02,4.989287621140624296e+00,4.915104060786180007e+00
7.664897503283492952e+00,1.299318130582680375e+01,-7.400238936937099388e-02,5.204122068078259389e+00,5.175458290236427672e+00
1.027721641705477218e+01,1.799423749047992516e+01,4.477709209252139777e-02,1.731588307742014221e+00,1.598841753614935524e+00
1.014692753545558901e+01,1.335080136363818060e+00,-9.714369305947707922e-02,8.869354418772124049e+00,8.853651042784827396e+00
7.608985248675358193e+00,1.662827435096339901e+00,3.338120994286791765e-02,6.609079275073567850e+00,6.581323401363644798e+00
2.302634481799168853e+00,1.194673883276554349e+01,-3.674345047981972257e-02,3.675272987925619628e+00,3.665101533303319670e+00
1.673374316139460305e+01,4.834153076232440505e+00,-1.766044463315274982e-02,6.678488342783253984e+00,6.706503630291097195e+00
1.008532560727361016e+01,9.912770484214391331e+00,-7.557102188781233965e-02,5.937423614265895822e+00,6.002447724133889828e+00
1.011856624652855352e+01,1.977886175160756466e+01,-4.129425864602857127e-02,4.065052544381720701e+00,4.005586634234141741e+00
9.037642776390885757e+00,4.560349254659154639e+00,-2.527696200789270042e-02,6.633875111039629680e+00,6.621213785588912160e+00
8.424128956677575886e+00,2.622498854102898846e+00,-2.674446632637278443e-02,7.473477956151121759e+00,7.374889534127139434e+00
1.834419056641959855e+01,1.438620566736063644e+01,2.068919018806676668e-02,3.029617399051707238e+00,3.120327835545034567e+00
1.847138643739841868e+01,1.760811757085221885e+01,3.048850805241512529e-02,2.298651051076321838e+00,2.362971707421038570e+00
1.479432156808087839e+01,3.146471092245687551e+00,-8.140442824926655274e-02,8.277965447278704758e+00,8.300571977397069645e+00
9.901828314827847421e-01,2.584188400408469755e-01,-8.785636248771738765e-02,4.977025990064544381e+00,5.037010954710185118e+00
7.729662904446462868e+00,7.127503610657758948e+00,-1.692294096214103094e-02,5.416582457490214608e+00,5.458957055819895210e+00
1.375645397808403203e+01,1.998986120691815804e+00,-3.961854640098134983e-02,8.376708308645191892e+00,8.344465796609373598e+00
1.105932216518992917e+01,7.905091475598474915e+00,-4.482298084526258747e-02,6.099047202750458752e+00,6.134597286248980375e+00
1.624454498206612385e+01,5.164753132947814684e+00,2.947916486611748543e-02,5.158904982206809819e+00,5.217239968932094740e+00
5.747268773013654908e+00,1.411780395372942820e+01,1.769235861395393461e-03,3.133999409103926048e+00,3.174013719704735781e+00
1.721511633214883830e+01,8.940087029196085666e+00,2.538577411451731214e-02,4.002898418987864027e+00,3.998403095261631179e+00
6.138373733777172880e+00,1.987319379509158068e+01,-4.767443528678869114e-02,3.919965684998600874e+00,3.900530644714308437e+00
9.283010420695331888e+00,8.208301038663003979e-01,-3.592604489172390725e-02,8.635966158675826065e+00,8.754585936861971618e+00
5.177670216652519031e+00,2.643025985082470442e+00,7.348534776011161895e-03,6.086657518069410244e+00,6.100195322098416639e+00
1.472974721883262816e+01,1.367537455324614681e+00,1.901755219724883539e-02,7.618137244727945401e+00,7.645444142233468021e+00
3.138077422524322202e+00,1.321779382904423805e+01,-2.628906543997686085e-02,3.615690732301803045e+00,3.545566299533314591e+00
1.595318487537764973e+01,8.545079661399825000e+00,1.588055088533918413e-02,4.357773260915139169e+00,4.391914178525911261e+00
1.386335164688630073e+01,3.796964152097027867e+00,2.153810517031576333e-02,5.924276062019743883e+00,5.936624030482849257e+00
3.870216569288138064e+00,8.279889169517273828e+00,1.391856845374628282e-03,3.866339950162572148e+00,3.823250591521505370e+00
1.520626917236376485e+01,4.683120876586548853e+00,-4.864504631831495507e-03,6.320545402451618777e+00,6.385021399266449293e+00
1.555400995138445985e+00,1.232111904749231712e+01,-3.503070443512557031e-03,2.091311372712492567e+00,2.091176722850521141e+00
8.637347606365535668e+00,9.888113241054059088e+00,-4.191907170045677811e-02,5.428916963333493939e+00,5.461326795805307555e+00
1.631325116469922065e+01,7.438867534590013486e-01,2.522567311405027324e-02,8.183188635031809710e+00,8.206218032954900821e+00
5.198151642964096375e+00,1.376216988083750259e+00,-6.109119971813252448e-02,8.008283298323611632e+00,7.973323401085932183e+00
1.215946100732939961e+01,3.672632507993720541e+00,-8.500951776685594652e-02,7.962753272392033566e+00,7.977223071227819595e+00
9.884806976598328632e+00,1.077808761856064557e+01,-2.448479429609522195e-02,4.909107773435519739e+00,4.978317636095964005e+00
6.835673964385131918e-02,1.757395973037841586e+01,-6.788653766066837791e-02,7.651657247008514240e-02,2.123224544371327821e-02
8.491395302538396805e+00,1.807443101876992531e+00,-5.005649556488745572e-02,8.252949866683886526e+00,8.201110114877996793e+00
1.991498495776596656e+01,8.296000895457430246e+00,-8.097713210833834552e-02,6.642308048946421906e+00,6.596722993220888398e+00
1.097642231263656898e+00,8.710755518342853776e+00,-5.715048709182754538e-02,3.328569261215682751e+00,3.365589228487602114e+00
3.480311452274584827e+00,1.307347741572853117e+01,2.737593447632136190e-02,2.023852134125996294e+00,2.000730529434591620e+00
4.069524352252195110e-01,7.380374491067465570e+00,-6.718806082741926589e-02,1.900600799311131794e+00,1.915296928539853338e+00
1.065316765175078295e+01,9.674155648674130248e+00,-4.271442218143729763e-02,5.610828929295376355e+00,5.667919212612344104e+00
5.365928679253652689e+00,1.052145724607203547e+01,1.629574974319601688e-02,3.212034472946366570e+00,3.155730513345163857e+00
9.954893573406304874e-01,1.649897811425765326e+01,-7.123095791500125284e-02,2.559682381582703670e+00,2.633320472833748038e+00
1.914777109463899230e+00,1.654563886940939099e+01,-5.206503857861736334e-02,3.211363592359162578e+00,3.212773715041409961e+00
1.623479765405014152e+00,1.278332782153357527e+01,2.897044710042520621e-02,1.058274989872523664e+00,1.049469637658701382e+00
1.344456658443698949e+01,1.980389062365821928e+01,-3.118485287403249817e-02,3.934319377625263847e+00,4.010751825034568618e+00
2.540494351591452205e+00,8.082184730286137153e+00,-8.112716177238687987e-02,5.026286090578779842e+00,5.049092262289337718e+00
1.916847519248832654e+01,3.453810571445116717e-01,-5.532406108385052451e-02,9.388540162047776860e+00,9.322720777385624658e+00
1.007561340045445952e+01,1.740809204591218418e+01,9.260470849663082760e-03,2.764460832186439010e+00,2.761442331185605781e+00
6.151059411428446921e+00,1.494288573220767624e+01,4.355682541693159382e-02,1.867424992487696445e+00,1.828790730689982214e+00
1.808777057461956872e+01,8.557742720012385007e+00,-6.733978770051443630e-02,6.441756402910797874e+00,6.454980834484751462e+00
1.567650224464823161e+01,6.067791622516095273e+00,-7.180791506370699795e-02,7.137877128686485939e+00,7.114301467301099358e+00
6.971308204560739519e+00,1.123993041072250065e+01,-8.443851102436546185e-02,5.503550948807935050e+00,5.486523986198744929e+00
1.173777777317967086e+01,3.456756536708147087e-01,-3.602529630057353660e-02,9.007514730640869161e+00,9.055385428147884497e+00
1.261415186793337462e+01,1.404629934217988818e-01,-6.112288003857684060e-02,9.153745065542139514e+00,9.069001963106748221e+00
1.873744126091180107e+01,1.453238162930881217e+01,-1.902589868912046844e-02,4.342393782574488270e+00,4.356370987045552923e+00
1.928775196854195073e+01,9.663065515937063310e+00,-8.074508200823218851e-02,6.299658609575420343e+00,6.287897210044991247e+00
1.464566101085206640e+01,1.272060148995059592e+01,-9.293055150477319559e-02,5.669037176308050263e+00,5.685126223648067523e+00
3.186769688773621212e+00,3.222025170503974412e+00,-4.899532392850728529e-02,6.411656512009586528e+00,6.293010504323552468e+00
1.192703237615365630e+01,1.896859871159405841e+01,-3.283273049264558152e-02,4.020142260024377023e+00,3.972344856123857681e+00
1.663615156139257811e+00,3.026968066809633928e+00,-6.261437976378447789e-02,5.411026209103713569e+00,5.390563610302617548e+00
8.646430383945338249e+00,2.908413402167706607e+00,-1.144539952183049047e-02,6.981283200788984011e+00,7.063831200948357036e+00
1.518369725794792302e+01,8.663182228760511805e+00,-7.836018973250485908e-02,6.435527199038094892e+00,6.372647506057426803e+00
1.642169338665695477e+01,9.815911837769153436e+00,-6.062557994746037987e-02,6.039616109109147146e+00,5.983329343093743979e+00
7.250343492245434618e+00,1.050618417144749195e+01,4.118290092569631966e-02,2.807813863323177728e+00,2.798157542972604439e+00
5.700050385081889992e+00,1.313716435536149518e+01,-2.879929822713132859e-02,4.252980758334010680e+00,4.268784133978644313e+00
1.449773889531693527e+01,1.709155758358149413e+01,-6.961946316428357928e-02,4.897379246932318964e+00,4.866647381263921268e+00
1.820224119757859427e+01,1.964286526968143676e+01,-4.993603781888034804e-02,4.433763743108062982e+00,4.437979720353945723e+00
1.656957671916182662e+01,9.007360191074543110e+00,-2.926134849242854885e-02,5.665283659260341942e+00,5.583417343431499091e+00
1.375758089352980740e+01,9.226909956609821606e+00,2.221069337806921840e-02,3.927846202722202751e+00,4.012236711979400461e+00
7.373792345153564298e+00,4.759501344717131488e+00,-7.687782521792541068e-02,7.142284334733862927e+00,7.125268489317358345e+00
6.413474443149847382e+00,1.400254571164603234e+01,2.827674294661164378e-02,2.386115701016053414e+00,2.392430361041010922e+00
1.501381845284888250e+01,1.032280905354997813e+01,-1.621548281860538121e-02,4.951572088072578204e+00,5.086612964822342597e+00
1.317315072238286788e+01,9.084755736434670936e+00,-6.758618805295357745e-02,6.189945110416794627e+00,6.161759905855396013e+00
3.615376340282255296e-01,6.881681041995843628e+00,-9.474967396148253895e-03,5.885546980976605891e-01,5.264480326578080405e-01
1.018669995689050189e+01,9.463740223732433066e+00,5.561014422440391236e-03,4.245496915968994145e+00,4.195974048629032893e+00
1.955977138060159604e+01,1.246898906752483072e+01,-5.332098651274250201e-03,4.249174763091114748e+00,4.332666927435712800e+00
5.908188758226014414e+00,1.651052195654659727e+01,-8.792118175996635476e-02,4.649332282369016411e+00,4.639810285040229410e+00
1.925703290723861016e+01,1.190635504546403567e+01,-3.079167283058185933e-02,5.126931409622969227e+00,5.087732268013129833e+00
1.619874937527545455e+01,1.486149011849176027e+01,-6.344568279987503057e-02,5.164429926744783295e+00,5.162576247590312306e+00
1.105592837127482042e+01,8.066762717395294047e+00,4.047979958278385970e-02,3.698570408368578200e+00,3.696130454961085388e+00
3.265665328410902291e+00,1.161920717632809819e+01,2.987889636418850081e-02,2.121598205931548353e+00,2.171910760241924532e+00
9.806155109695129823e+00,1.821423468433668447e+01,4.141019262560680092e-02,1.751400782630822661e+00,1.787414334159155294e+00
1.906822737316888805e+01,9.565885072423942148e+00,-9.058587063671241779e-03,4.979578479259656021e+00,4.998439704975740305e+00
5.624659386327712784e-02,3.307087971073417343e+00,-6.408125285752265532e-02,2.258258713214098545e-01,2.499777588213482893e-01
7.064521623381733839e+00,1.541721442577372869e+01,1.090003462971006476e-02,2.776279718229731852e+00,2.735989666925612518e+00
6.979349243659948243e+00,1.153799089240725273e+01,-4.365698261655572010e-02,5.000223794256090315e+00,4.937273559608176043e+00
1.615717367209439814e+01,6.124705233491419598e+00,-2.826370316761112056e-02,6.465275918574200809e+00,6.485593796514016240e+00
1.009558529552334383e+00,4.116750369476297244e+00,-1.839684263405858000e-02,3.255795539694157803e+00,3.282146433757382908e+00
4.998192550271433277e+00,5.083780515523550925e+00,-2.110609033703714221e-02,5.783099041117348627e+00,5.791704627244108394e+00
1.815992006405670622e+01,1.647528079806705392e+01,-9.118704529245993951e-02,5.180324547950817760e+00,5.194755147265969875e+00
1.526153376800633055e+01,1.289756260991826053e+01,-2.344120003995794899e-02,4.674925953538056511e+00,4.706599465738403154e+00
5.664919757345360019e+00,1.049775895461316644e+01,-3.724318708219795382e-02,4.903571292855817276e+00,4.846618012482503346e+00
1.560403181127192340e+01,3.874628443933234578e+00,-6.928405703531578808e-02,7.921224507633304768e+00,7.904339817350685138e+00
1.846889775298103942e+01,1.575921331661832170e+01,2.399166532520442818e-02,2.725518873119518126e+00,2.682291718649120860e+00
1.946718445470547465e+01,9.921153870799532370e+00,-3.062050216467604447e-02,5.537170106483465304e+00,5.444258396005682954e+00
1.961568964251891600e+01,5.900089717598669736e+00,-8.236170615790086580e-02,7.349827391786051933e+00,7.376538510356529521e+00
1.079277250425324652e+01,1.344586709484821263e+01,2.084239026006332041e-02,2.983939647008429841e+00,2.972644352847637617e+00
2.236621226898229065e+00,1.383071994000670557e+01,-7.316854911979933651e-03,2.537833934075901521e+00,2.558304982496772073e+00
1.046775624708120134e+01,3.415990598515729282e+00,-8.963247810607868904e-02,7.989696406432850395e+00,8.021363599178791048e+00
3.277617096800903518e+00,1.730627882393262951e+01,-8.640915096848530985e-02,4.069194616666214515e+00,4.024091060526832742e+00
1.084734361247383028e+01,7.948794745558222630e+00,-1.384510675414059311e-02,5.309805346470685805e+00,5.385260029898956802e+00
1.585473584111285916e+00,4.588754795959711252e+00,-6.297383043405188618e-02,4.875468730337642498e+00,4.890719534566605908e+00
1.409018544732299638e+01,5.907076552354631360e+00,-1.071424125774669833e-03,5.683255448877488902e+00,5.733795238608840883e+00
1.280128418559695946e+00,1.879666018482264533e+01,3.938029188405475778e-02,-9.627182248146493038e-02,-1.149023444544078343e-02
5.634198200174592941e+00,9.205504286200122621e+00,-6.691987609647842561e-03,4.301007555545422356e+00,4.277266396026102591e+00
1.715248676158902441e+01,1.302781090690712951e+01,-8.375784078603608351e-02,5.627565095290066211e+00,5.596832367263060881e+00
2.138056991646090310e+00,1.021626808379617657e+01,-5.084674982262116921e-02,4.093484211283523244e+00,4.102527254065842399e+00
4.178401756226051589e+00,1.989192653846547643e+01,4.062250912765177913e-02,1.067557703283370296e+00,1.123128831760729085e+00
7.350587796703640819e+00,1.457241627040888332e+01,-3.407463911721475558e-02,4.350611765545356668e+00,4.407769528122392977e+00
6.960547348384048760e+00,1.662135038569724799e+01,4.840907221098225688e-02,1.634183783922372069e+00,1.535745414791266139e+00
1.626968716879706278e+01,6.960235910947433879e+00,1.661813019214780640e-02,4.823670094240496198e+00,4.895518886402512315e+00
1.603654549038856070e+00,1.839401928937724406e+01,3.800075615433010090e-02,2.543471905633909458e-01,2.321010247970165807e-01
8.487586529106261324e+00,1.570736321573255267e+01,-9.920058441814956496e-02,5.011342832709425821e+00,5.035898799964818373e+00
1.624207142212957322e+01,1.491300881110789334e+01,-9.801295763451220444e-02,5.383655181164082926e+00,5.317469683903025768e+00
1.578317201405130632e+01,1.679714495409399078e+01,-2.313031313695737556e-02,4.101876909208530542e+00,4.057767543292157164e+00
1.828970274974226129e+01,9.287674244612276198e+00,-2.944750052130605533e-02,5.636143858498954273e+00,5.654460090484002777e+00
5.728240594510403128e-01,1.339511237164769497e+01,2.473490046528288577e-02,-4.427186376289377057e-01,-5.319348286692413552e-01
1.984458419727346268e+01,1.736724873310554074e+01,-1.105194200602635513e-02,3.708708693870826689e+00,3.749103670071452843e+00
8.108895307604342406e+00,5.999600676876074346e+00,3.388250622530383782e-02,4.316858095776511917e+00,4.289921415463844312e+00
1.810233326094070350e+01,1.727929402845836293e+01,-6.914878101065877192e-03,3.553639811905134671e+00,3.567481973924521821e+00
1.979431091936463716e+01,1.591866481579212333e+01,3.684728925517716247e-03,3.383988462626125848e+00,3.391398705443525063e+00
8.758279630856383946e+00,1.634094905459565794e+01,-5.293290383600633697e-02,4.582123390818176212e+00,4.554418260096783300e+00
1.031919170700651378e+01,1.344604242758292045e+01,-6.675847766202941402e-02,5.233129177152473943e+00,5.298800158635356361e+00
9.392601368111144211e+00,7.875100816211868526e+00,-2.328099431385356743e-02,5.523385367819724223e+00,5.640451104856235354e+00
1.996640532371005250e+01,1.203825656501208918e+01,-5.979669944997823006e-03,4.358132562325170767e+00,4.389670374327764080e+00
1.002836096928611731e+01,1.807091636164768289e+01,-1.397654439314474639e-02,3.494460765648322198e+00,3.408677662996149493e+00
1.340949644048660794e+01,1.519397057798719786e+01,-4.036607860193045655e-02,4.694096477215038199e+00,4.700191760088964443e+00
8.608779573992373813e+00,1.128068028390481103e+01,-7.387338477414841231e-02,5.564316187723496121e+00,5.553029203316891760e+00
1.445401395331452576e+01,4.881938933386793522e+00,-7.723295834966864559e-02,7.547320936170812899e+00,7.592842019830836620e+00
1.399929190238698062e+01,1.764199799013264425e+01,-3.370391443429542055e-02,4.245798105664053246e+00,4.248866818426102476e+00
1.456338544167926408e+01,1.043343574637474980e+01,-2.420649596334684128e-02,5.152725322021648680e+00,5.259887380654973299e+00
1.149307286656589966e+01,4.433453401196742583e+00,-1.932656619004093079e-02,6.693872634269697919e+00,6.728531495586973499e+00
9.359159777388907031e+00,7.055886894505611018e+00,-9.139307838292781705e-02,6.674887819213799922e+00,6.704808368719225697e+00
6.344776016234431104e+00,7.781368895368820482e+00,-2.526648167598966044e-02,5.315162075422454890e+00,5.298011913769800962e+00
1.088574539863174095e+01,1.175383899077362315e+01,-7.036570459767840791e-03,4.220698803570895663e+00,4.176227897134893396e+00
1.097169706203811224e+01,4.695218633317620460e-01,-5.701966550041147330e-02,9.046575179788767684e+00,9.042332347346095034e+00
1.220816215297451990e+01,4.625669420608555349e+00,2.928132681443670893e-02,5.259690956266799944e+00,5.269839916409162939e+00
1.145887523858713175e+00,1.702054770857352795e+00,7.068503269290343782e-03,3.762210627972847554e+00,3.786171763979810034e+00
