k,m,level_index,dE,dE_noisy
1.526716466835625230e+00,1.247424927738280509e+00,5.367938906802087295e+00,8.626337652439004522e-01,8.541729520977080492e-01
2.526962915685385003e+00,2.104865250523757947e+00,8.544815178847331438e-01,1.070117247933560334e+00,1.059635929254638231e+00
1.291608408945949193e+00,1.478077294605087300e+00,5.548590014488690159e-01,9.261405626070131625e-01,9.096823076688322907e-01
3.037680945555844669e+00,2.393016644553801697e+00,2.457403730725745028e+00,1.026470063880148942e+00,1.019472641486146136e+00
2.218335569307658961e+00,3.731304395993992884e+00,4.099261100255645829e+00,6.933039965200502586e-01,6.858836011585578429e-01
1.255001594073237747e+00,2.953845548466504933e+00,1.404063846431854223e+00,6.367096831095235832e-01,6.449944314626285813e-01
1.457895175368046026e+00,3.863459876421480921e+00,2.757347663493584733e+00,5.840475779257663369e-01,5.684277549167833232e-01
3.730898124044475850e+00,1.320035693163715163e+00,1.794603579254792969e+00,1.484920748591806339e+00,1.487051457222462236e+00
3.630671066340928732e+00,2.745990240064114296e+00,7.721151665688138266e+00,7.222460949220865789e-01,7.306590798646337426e-01
3.865457568478346762e+00,3.408997522242108502e+00,6.462842829102319442e+00,7.850685216506707587e-01,7.825489222623918106e-01
3.689660785350535210e+00,2.872817075280722054e+00,4.367189927631355495e+00,9.324336544708677899e-01,9.401179922902918040e-01
2.605463908976637377e+00,2.516795637818373788e+00,1.989633229660767277e+00,9.559770101243230123e-01,9.490465078721208592e-01
2.546367199475268794e+00,1.305395093257437633e+00,6.576365971419214418e+00,8.201832785142585402e-01,8.243251075358943858e-01
2.761308619671629216e+00,1.983012330252107436e+00,2.627964367187682448e+00,1.058889419254396724e+00,1.055551217196357250e+00
3.300471293309012122e+00,3.899635539400920781e+00,2.651679971662612267e+00,8.511897451266100534e-01,8.727786709710915192e-01
1.593155723080023289e+00,2.453922556241755704e+00,2.532847135530924554e+00,7.570227047811489696e-01,7.541837074062172075e-01
2.335345456704343903e+00,1.282614263050902981e+00,7.136574140044166015e+00,7.614476376927769019e-01,7.584548766549525922e-01
2.192780261928994445e+00,2.918165676036314604e+00,1.503450326032758078e+00,8.363967509777125997e-01,8.404351294888809942e-01
3.368958837670255946e+00,1.191483255168477751e+00,5.156211536376211768e-01,1.627329714897202351e+00,1.622040874366005747e+00
1.137995070566764078e+00,1.427702196722945738e+00,7.032900320610809608e+00,6.883424911963748061e-01,6.863822162736455956e-01
2.920608142010749475e+00,1.693132155541336115e+00,4.428153775042507512e+00,1.019148572601551894e+00,1.022532750062948637e+00
1.266121190833286114e+00,1.235643843495224381e+00,7.061237492454994324e+00,7.356786920350568693e-01,7.444309978073908596e-01
2.626449485925377747e+00,1.564316253342818541e+00,2.562045820767995252e+00,1.147729932566040834e+00,1.141771382496171938e+00
1.667342149840283838e+00,1.518212677935314225e+00,1.335631070554952338e+00,1.007318250165304407e+00,1.007925404955392068e+00
3.932731502628553422e+00,2.472167958402505583e+00,3.371932153892012174e+00,1.069984501489727347e+00,1.068274426568984081e+00
1.401331171924179220e+00,1.829188089332374645e+00,2.836051976258348262e+00,8.086006569020991464e-01,8.155775161689589048e-01
1.964622169631426107e+00,3.818755092867160528e+00,1.089388384168324286e+00,7.040104807709192114e-01,7.122253382930291421e-01
1.631362771244352583e+00,2.274204941385815193e+00,7.406610256811044124e+00,6.540479617052670225e-01,6.580876142241413040e-01
1.777795743278383966e+00,2.455900421455142091e+00,4.283730502147316876e+00,7.492957485933247064e-01,7.519587762451250823e-01
3.039689844019705323e+00,3.166948781482470388e+00,3.987341994497057840e-01,9.746799533358887491e-01,9.926012848401523092e-01
1.205830446256590971e+00,2.076646566305725194e+00,7.132987801620224388e+00,6.167899241166189261e-01,6.080719245191772426e-01
2.861329672051550865e+00,3.485858005098856349e+00,4.361838037495404663e-01,9.011512110392574382e-01,9.175275630536751104e-01
2.563098059095125336e+00,2.412765298684952153e+00,5.622128204306025445e+00,8.130688954344634789e-01,8.184556844319336166e-01
1.143751959740385127e+00,1.641556168320667641e+00,5.004699163033167864e+00,7.178847447568997842e-01,7.025594931390377607e-01
3.843142615625867897e+00,1.811848244776311789e+00,2.447666877914578265e-02,1.459766664434770655e+00,1.461067761269356780e+00
2.454432850598729843e+00,3.108954992381057991e+00,4.177711786424806562e+00,7.799820452840604545e-01,7.658441118201533282e-01
1.165668356198312106e+00,3.902954267506864028e+00,6.422457717959670909e+00,4.840290729687287685e-01,4.828036352594993752e-01
2.629298337456440038e+00,2.512374863229755562e+00,3.959663959851118520e-01,1.017254095303328887e+00,9.969713926365731949e-01
2.154786560374576609e+00,3.532627686613789564e+00,3.667223219873519291e+00,7.107840798810303173e-01,7.180864296655425916e-01
1.315994029373691809e+00,2.085307003638895651e+00,2.029380774533342979e+00,7.580961260776120092e-01,7.502128236019308671e-01
3.333883530296554820e+00,1.765300387991789011e+00,1.191798486365938103e+00,1.303056532574904391e+00,1.319584664524096507e+00
3.660706613619340466e+00,2.965770054634671471e+00,6.055200469154975451e-03,1.118628751210005490e+00,1.111401473437340082e+00
3.100808648984566762e+00,1.708672737843594636e+00,6.845240794789698491e+00,7.947901288987120338e-01,7.953521057067554079e-01
2.372709349277481117e+00,1.241418293235737380e+00,7.362695560515901683e+00,7.255723138314603693e-01,7.120140456913545135e-01
3.483713147743437322e+00,2.374313892837203621e+00,3.329190052116527632e+00,1.040715180570801701e+00,1.039449088830987744e+00
1.068432400493538603e+00,1.000337519564897359e+00,2.860854569401667824e+00,9.355809660758260815e-01,9.360402030464461953e-01
1.650495728743996526e+00,2.199195344589645718e+00,1.988742925466954858e+00,8.235169342135291171e-01,8.286055317994586167e-01
2.750554232940761068e+00,2.865528037359168056e+00,6.452059513873406260e+00,7.511761539196504245e-01,7.759138788691146704e-01
1.575735889046304683e+00,1.699926484238657221e+00,7.574693577150559243e+00,6.949674317396854484e-01,7.114783737786134488e-01
2.979856474989840631e+00,1.049292055273893798e+00,7.116597213697705371e+00,5.877425442695485280e-01,5.956229339291557734e-01
2.452777299203618977e+00,2.550988508690349654e+00,1.522873079067204038e+00,9.396829411306711899e-01,9.364815265892958429e-01
3.456580242129192904e+00,3.605311664951821538e+00,3.804795783585350755e+00,8.581343747081905393e-01,8.553648226197517745e-01
3.948921758090010226e+00,3.110488539823242249e+00,2.862232259101800125e+00,1.006843929318748110e+00,1.003855025958848124e+00
1.168690025300001434e+00,3.286167872005058666e+00,4.670568348965447925e+00,5.441723731871838110e-01,5.357406580045350752e-01
3.212331711838617654e+00,3.306258664304833950e+00,3.235156155788762256e+00,8.841875131578484925e-01,8.910241196571077049e-01
1.181589883931800422e+00,1.876353890888742271e+00,4.274141447483894574e+00,7.066603493069764097e-01,7.062437071699484425e-01
2.609899724508284891e+00,3.615588629581501401e+00,1.660349484222418681e+00,8.166786173741180654e-01,8.221193831245428019e-01
2.072293077083656065e+00,2.353715736591085239e+00,6.848534612513367925e+00,7.161120884013726373e-01,7.138202686757262327e-01
2.433358404570193034e+00,3.864184500233664998e+00,7.716358476716348669e+00,6.187303179913068440e-01,6.226641800492622725e-01
3.228792778444410594e+00,1.649930385933850996e+00,1.248093184542658385e+00,1.320057895217420008e+00,1.337874879843969689e+00
1.018214205360366442e+00,1.218200530738735132e+00,6.782018906957053339e+00,7.076151381188233724e-01,7.113869548513036545e-01
2.896711962528934592e+00,2.498340675430263058e+00,2.515266318636155241e+00,9.842329093479805779e-01,9.937823405725318970e-01
3.633025896336955718e+00,2.533732975586141301e+00,4.636397886792104295e+00,9.504308427247956104e-01,9.422646695976913955e-01
3.666723283027593538e+00,3.785044909738039642e+00,4.842496065141259187e+00,8.211647607264294102e-01,8.200260418250755468e-01
2.526785386291662050e+00,2.748608377013287640e+00,1.035508702241375367e+00,9.350665819148388236e-01,9.316427647458193073e-01
2.943642872902029417e+00,2.776463269502420950e+00,3.078238558390509638e+00,9.238656262259909990e-01,9.292832081853908965e-01
1.466896937628137554e+00,2.566805125012574074e+00,1.987207368615344194e+00,7.241441318698407237e-01,7.275366676558870926e-01
1.620505011468528878e+00,1.006000794163043999e+00,7.825371777395339734e+00,7.027484415526858985e-01,6.964759978169499099e-01
3.934250887582122935e+00,3.955395834935393928e+00,7.350593793892179484e+00,7.166217308693572097e-01,7.206281088065661367e-01
1.107097462095727902e+00,2.083570578121883177e+00,2.600837511335282848e+00,6.883912635908853161e-01,6.901711692333247772e-01
3.727714685476220868e+00,2.118315133816909501e+00,2.239924078739505831e+00,1.192241548878326673e+00,1.177158790480939077e+00
1.801712268160867936e+00,3.365862266853290485e+00,2.996921769223106047e+00,6.833932392689965329e-01,6.837037321929891887e-01
2.592377350078741927e+00,3.584917226714021687e+00,5.055866412952748412e+00,7.271464150438682328e-01,7.396677601680994307e-01
1.706738169050192599e+00,1.305793604400552255e+00,2.478264817311471191e+00,1.038467897120574746e+00,1.030260036198147544e+00
1.270300176743763387e+00,1.385530928288187358e+00,4.099028990618029944e+00,8.319215178833007096e-01,8.435521864373975998e-01
3.592607884119293882e+00,3.088994471781866036e+00,5.388013071815827892e+00,8.482736795942085184e-01,8.559898382471827771e-01
2.895142495170931696e+00,3.258602294972292146e+00,2.805634878564962520e+00,8.649752898997431494e-01,8.674639438809009784e-01
3.629972846058804770e+00,1.347581871977581169e+00,2.236680215320300924e+00,1.406600421909737664e+00,1.411853083174279933e+00
2.893879275893289194e+00,1.463908419539992956e+00,2.614280145777227560e+00,1.219533789311507466e+00,1.212317317249301141e+00
3.158539533203735594e+00,2.742568278651789093e+00,7.404204263975796785e+00,7.338522356235948063e-01,7.417636495384446471e-01
1.353548319106340436e+00,2.876807467377083150e+00,1.201266250084076503e-01,6.882578636750408263e-01,6.749112089625722843e-01
1.024273940280187922e+00,1.593423119348774675e+00,6.342435952406257904e+00,6.603668167221204977e-01,6.500233808175323036e-01
1.261848660134814004e+00,3.607916805114491421e+00,4.612170612473169840e+00,5.408588843996569029e-01,5.471487689858167691e-01
3.552407923713952975e+00,2.013540031813070286e+00,2.331903742676062485e+00,1.187060265186071550e+00,1.176946702079150864e+00
1.099235452162654170e+00,2.117487121386282922e+00,1.109693237293337909e+00,7.067791343835019280e-01,7.277958741377403840e-01
1.291983409988557208e+00,1.843310139955471438e+00,3.700630794929781864e+00,7.546390610020587975e-01,7.589660046196153864e-01
1.311624837917040098e+00,3.141608301386304092e+00,2.801664934320310607e+00,6.118756250868816471e-01,6.219058846051419565e-01
1.195295133112825425e+00,2.640508540745778898e+00,6.941007287451652630e-01,6.669563596089164159e-01,6.776409271751955288e-01
1.994022235265977994e+00,3.199465030001839683e+00,3.708152933214576841e+00,7.166418185923942863e-01,7.137154468435181753e-01
2.793412014521865494e+00,2.807435394014132779e+00,4.562558186114635816e+00,8.408512334617468387e-01,8.421235882871670464e-01
3.749747599839508005e+00,1.253197482128710849e+00,2.050039952945585497e+00,1.484041095683467981e+00,1.489819182801293884e+00
1.510467480441670229e+00,2.903425273708584164e+00,4.934058187142200680e-01,7.177383891720962028e-01,7.188444095196718786e-01
1.148409805187808663e+00,1.478888168966142835e+00,6.591320371155110713e+00,6.978879087309561857e-01,7.147062345852259746e-01
3.893970743740088558e+00,1.575986105811426174e+00,4.480374328133412298e+00,1.094112818665030851e+00,1.105528459191279511e+00
1.419218426773706021e+00,2.673347666994379868e+00,5.143730061411958765e+00,6.390508663441538673e-01,6.423347760403010920e-01
3.215070446530987613e+00,2.568881049641387193e+00,9.782541626432168513e-01,1.086465932535500167e+00,1.100240609703388772e+00
3.786618657791394504e+00,2.013371058460612595e+00,7.696814148655797716e+00,6.864766276951709267e-01,6.883073030981166074e-01
2.230450364885479431e+00,3.003097292534283369e+00,4.169598243316028352e+00,7.606201850737441816e-01,7.695159612960271733e-01
3.957083881241256762e+00,1.890698361762456203e+00,3.519275690975787185e+00,1.161602888968906289e+00,1.164348281593343692e+00
1.938376335319988542e+00,1.279897490709603680e+00,6.660662382857995389e+00,8.118730859510236986e-01,8.103129060330858113e-01
1.494153906108325991e+00,1.992511097212913640e+00,6.007895370486960651e+00,7.083916472114457630e-01,7.001070350100757622e-01
3.581426834255970082e+00,2.194511852767556004e+00,3.506902444314164313e+00,1.070589725357414368e+00,1.064491729537272446e+00
2.970831087918867297e+00,2.604167681952041846e+00,6.230550291679168851e-01,1.052903725474334751e+00,1.054474256130382814e+00
1.907356429843830803e+00,1.684716706749731063e+00,9.586627481742908685e-01,1.036389347319425669e+00,1.041701447528237789e+00
1.117686782204156959e+00,3.347730368560505543e+00,4.484180501074646052e+00,5.312247787572683677e-01,5.109011293999700110e-01
1.892918579921389011e+00,3.871089502384113867e+00,4.436238948754217759e+00,6.302458246275496334e-01,6.271024843573140828e-01
2.873222787027374103e+00,1.298680863935632424e+00,1.856438619263920842e+00,1.341469285515391574e+00,1.348211360395834335e+00
2.711178401553536510e+00,3.839661222521740136e+00,7.054821113115199438e-01,8.303332957178042317e-01,8.296374264814100341e-01
1.822120778931283880e+00,1.775632138107992697e+00,6.619873474344890596e-01,9.986056769582563053e-01,9.884359291868323183e-01
2.251494702093561617e+00,2.166869487935406902e+00,3.894871936592964268e+00,8.828884984292186822e-01,8.735996964702061884e-01
2.014922128626437825e+00,3.071279661011744988e+00,5.735249387128055432e+00,6.816184204515624012e-01,6.992708640930368480e-01
1.228295735058391180e+00,1.863790170789651590e+00,6.581359859644780208e+00,6.598628710743549286e-01,6.447203483940338042e-01
2.924108322705087026e+00,1.874966523522593409e+00,7.759812648563159776e+00,7.130609463449805174e-01,7.105060959589276637e-01
2.621016480784343017e+00,1.137069204216237139e+00,2.327919005276614328e+00,1.318941661282842626e+00,1.327959215234978174e+00
3.604809818302026958e+00,3.155113728717526822e+00,6.891369573025841078e+00,7.625669319975629801e-01,7.433366973615235240e-01
3.415442666162653129e+00,2.292473129768616502e+00,3.191346949232151786e+00,1.055283991803626087e+00,1.062738890721709240e+00
2.209552078566423550e+00,3.474897953074998380e+00,2.663269978449960718e+00,7.468668609489493848e-01,7.320257707705479788e-01
3.301568250060073595e+00,3.978570629624220700e+00,4.616112901116409262e-03,9.172915235101311016e-01,9.280727912474434627e-01
2.870336008836284147e+00,3.752329762358865839e+00,1.541631800423504117e+00,8.425700701581000374e-01,8.699063001320740396e-01
3.748076110594866783e+00,2.455525132340405925e+00,7.653430235651950575e+00,7.248777382644677747e-01,7.130422747025603192e-01
1.678158894269476953e+00,3.256502898830513359e+00,4.716133426844947962e+00,6.394572985503131912e-01,6.394537732536141883e-01
1.904540668212800547e+00,1.960420135524403751e+00,5.003837986348971256e-01,9.773428335615402807e-01,9.816870577798609832e-01
2.444402490521627946e+00,3.624789964608392090e+00,6.525351725752464915e+00,6.668619522470278227e-01,6.618286064004634817e-01
1.408543058108918888e+00,1.326908304019649876e+00,2.049269846175854504e+00,9.647439745717193427e-01,9.708752243179299413e-01
2.735907446298006196e+00,2.532577045331147580e+00,7.900789948025334297e+00,6.984886243351502433e-01,6.920278549217672159e-01
2.183718415475730090e+00,2.507523526919696710e+00,7.984369376427373766e-01,9.177162852085966049e-01,9.127229707840479600e-01
3.217082632054700131e+00,3.825318914383890601e+00,1.820703944244897343e+00,8.734043454956516017e-01,8.658976038867560732e-01
3.414988480820544403e+00,3.487284468962889683e+00,7.577874696165342705e+00,7.032749689348807287e-01,7.034121039639030792e-01
1.292322811621975154e+00,3.486475445635843329e+00,2.569167946415040760e+00,5.814976651484728976e-01,5.868893031404504024e-01
3.987482424249708224e+00,3.606514182691813897e+00,1.809681475296343933e+00,9.922200287013531739e-01,1.002591606229032317e+00
3.349178237105850720e+00,3.265672831617433047e+00,2.715922976182544524e+00,9.248178364487169567e-01,9.243716340162810852e-01
3.265876622858804978e+00,2.441168433130362025e+00,3.628345777309582409e+00,9.876938885659141132e-01,9.776142157683739287e-01
1.731089798696694437e+00,1.492840508434680968e+00,1.809438454557749765e+00,1.014160997996480296e+00,1.009952205394576641e+00
1.765939833466144027e+00,1.736257320710728136e+00,6.405837585422854197e+00,7.658412787969915980e-01,7.613049669260999464e-01
3.634208938434544400e+00,2.178792974182659048e+00,4.890017492497968021e+00,9.726488412065498190e-01,9.693459999737686905e-01
1.142317654419561235e+00,2.691281073966967696e+00,3.646282090089887795e+00,6.041657415455522484e-01,6.105999677045890195e-01
1.363901162488885266e+00,3.885400580474043686e+00,1.690177850340324639e+00,5.768636345468028948e-01,5.760589017647002041e-01
2.812682142543695196e+00,1.085916535561330720e+00,3.153256107553927379e+00,1.278384401364434542e+00,1.279896267242904839e+00
1.709814377351639880e+00,3.725661264315876409e+00,7.233620760891747992e-01,6.710735910874529031e-01,6.721493625837754449e-01
2.558445344303355906e+00,2.124405702925046491e+00,7.504890916496560038e+00,7.321032244852578863e-01,7.317523457431578393e-01
2.591090515401752281e+00,2.502432780365043463e+00,2.499502435147252122e+00,9.369831260283981722e-01,9.327950610900473949e-01
2.202771203517547516e+00,3.129236915064856461e+00,2.620033257727776288e-01,8.389834523537861299e-01,8.468030505361374694e-01
3.398863393830817703e+00,1.129779029999557594e+00,4.239630407953924873e+00,1.152900890890959484e+00,1.152517927190348956e+00
1.607318133970151663e+00,1.796374431496753576e+00,7.391461783239726024e+00,6.969430417537982869e-01,6.963149732049210838e-01
3.264982178971128413e+00,3.248186894543310554e+00,9.757396564567697439e-01,9.781750666961929186e-01,9.674440259600605163e-01
2.242813616555112688e+00,1.656356224190950854e+00,2.764297219987569498e+00,1.039343691554619031e+00,1.032762254048997574e+00
3.711361488431727196e+00,1.259473041285362749e+00,3.719742611344413419e+00,1.236278298558454836e+00,1.230725044579853211e+00
1.463503207262930816e+00,1.519928981791476286e+00,4.708460493401685376e+00,8.246642660417460302e-01,8.307646586474524142e-01
1.684922720433685628e+00,1.041983295783750485e+00,2.780602500979361125e+00,1.116169592496625951e+00,1.099031009582008833e+00
1.985305341682514602e+00,3.677996163002407837e+00,9.697934597894262154e-01,7.228198529955182083e-01,7.304924399428699422e-01
1.624634267532009346e+00,2.632695646161459457e+00,5.743760633879572808e+00,6.654032816879469348e-01,6.669787767375691123e-01
1.915884017241983095e+00,3.104915939683031034e+00,1.156636211221700350e+00,7.680234548421103202e-01,7.612355086063625764e-01
2.151973603887669562e+00,1.148504035247824850e+00,4.730720992118298440e+00,1.013661585147357158e+00,1.005448563642947324e+00
3.331810850374414379e+00,3.384965485419400455e+00,6.350373443266525975e+00,7.612294125517368171e-01,7.666078299639670357e-01
3.082569096702662659e+00,2.333734556749238465e+00,1.536025923319617625e+00,1.088993957076715757e+00,1.091425142238933388e+00
3.349390819875190051e+00,1.663683562702195751e+00,1.536095466624513683e+00,1.315080755818513358e+00,1.295545311991524562e+00
2.649877733130586499e+00,3.382064814123665997e+00,7.854787502931543486e+00,6.554924496459901828e-01,6.488637498142617588e-01
1.872637745917436369e+00,1.925933667373377789e+00,3.957139661755006088e+00,8.572465554002139942e-01,8.483508909365826689e-01
1.431757793117470090e+00,1.098693819413657069e+00,7.853858868765635215e+00,7.121529664981014474e-01,7.117010891306758680e-01
3.854994109407280156e+00,1.424273000225100061e+00,3.730125635409347495e+00,1.215437524683999015e+00,1.209339668450720273e+00
2.879383374996192124e+00,1.461272668320517276e+00,4.495222601750548108e+00,1.048040295490024976e+00,1.052890446622142040e+00
1.628261669159654979e+00,2.016695122668377138e+00,7.018739834979233372e+00,6.915421713511785695e-01,6.865859751004600442e-01
1.921064807668336094e+00,1.817582810997762977e+00,6.874016951243762108e-01,1.012207342081423267e+00,1.009707478451139284e+00
2.713323472082118659e+00,1.136475981357897957e+00,2.296793068786432634e+00,1.339516022723483246e+00,1.352180010072635774e+00
2.392646002022965845e+00,1.381718103548227772e+00,1.834836552850977576e+00,1.211471495534906850e+00,1.209326188929008783e+00
1.133194814985210019e+00,3.935576738647635686e+00,7.923026156011210297e+00,4.600705064060673366e-01,4.553460976445755648e-01
1.926138151806965126e+00,3.928712913564148757e+00,7.936618132692400351e+00,5.634695052771534485e-01,5.640892834636020980e-01
2.710303064340922052e+00,3.737947385246424670e+00,3.710487280041650848e+00,7.655550435608027282e-01,7.528179454933673354e-01
3.434190650695353231e+00,3.356018104990155848e+00,6.191343902263704457e+00,7.772355343042157694e-01,7.615042858938428916e-01
1.577128127904954713e+00,1.521325642317525206e+00,4.541106885229208245e+00,8.548130532850961583e-01,8.547249293228287303e-01
1.708876103060318563e+00,3.076507984848138477e+00,8.179005424203449337e-01,7.357446462555465860e-01,7.300409729588753782e-01
2.263531763833499078e+00,1.887961678352400696e+00,6.441365214972317510e+00,7.966236182265009624e-01,7.825090045200006061e-01
1.872995103746135204e+00,1.320160750691412144e+00,3.759218860695723308e+00,1.001890164987253584e+00,1.011280876574868648e+00
3.494412900324162408e+00,1.177555554083252520e+00,6.059683268184949512e+00,8.013381231911499425e-01,8.083011193366539393e-01
2.660448533836655027e+00,1.604688374126590489e+00,1.433419368592146803e+00,1.213500621708588634e+00,1.215836079662572677e+00
1.652744901369808783e+00,3.127460064376798243e+00,5.345415401334800976e-01,7.226666803724516308e-01,7.174186631556608296e-01
2.472027300335165823e+00,1.409174851783605575e+00,4.208704076740255928e+00,1.042075591437488624e+00,1.040151077524965384e+00
2.559700734740596673e+00,3.237888462855609273e+00,6.204711798123203614e+00,7.152005551161160213e-01,7.095074724749296236e-01
1.801431243082137534e+00,3.918509483095796941e+00,2.432822765999714143e+00,6.458871666879887341e-01,6.545208992579849561e-01
2.793845978827071530e+00,2.463285389665840430e+00,7.070102380006855647e+00,7.513144822520748667e-01,7.369781713912461063e-01
3.315618707240218122e+00,2.927404370945248857e+00,3.580352954127896226e+00,9.277281796274770009e-01,9.304657648284699878e-01
1.649483531638506584e+00,3.612317635961320939e+00,9.727201858391332223e-02,6.783332273136064572e-01,6.785267714164461283e-01
1.899830498291375847e+00,1.792442270558087136e+00,6.563358576557706492e+00,7.666985431035757692e-01,7.554007422558820517e-01
1.460052486698592222e+00,3.693722938510032083e+00,6.855917569160560276e+00,5.377354521700221657e-01,5.439296706697268613e-01
1.958610304860841644e+00,2.869677078049768681e+00,1.419316091466007457e+00,8.006707253439512284e-01,7.972806588347072232e-01
3.346255110905838492e+00,2.362314024750669539e+00,6.718690483850355832e-01,1.166971854763486860e+00,1.185668384849297485e+00
3.234585879781162632e+00,2.554036670080184201e+00,4.011049478598900819e+00,9.470571197053135881e-01,9.588011237122170405e-01
3.774690359923466243e+00,1.432110267661304892e+00,5.273559518770943200e+00,9.788048133743377788e-01,9.782560204074959298e-01
2.166363271901176724e+00,3.058477066414519996e+00,7.554978698018202543e+00,6.468242077740034013e-01,6.430696685774015542e-01
1.295711250314690588e+00,3.620975058165586180e+00,4.926465289949160109e+00,5.423536694459691887e-01,5.355412601410689533e-01
1.502634300047680949e+00,2.820870401129663474e+00,3.098562431272980255e+00,6.799584148145513263e-01,6.727561721171888554e-01
2.541247889433967622e+00,2.196260326740139934e+00,5.267650430258330019e+00,8.531664635273175090e-01,8.563253235498011762e-01
1.331728991943875728e+00,2.223829170114016041e+00,6.373195878079274124e+00,6.424154055425788101e-01,6.280901520360553381e-01
3.104462179477620154e+00,1.287313111930786125e+00,4.683991240155766178e+00,1.063531317398491716e+00,1.073247391263997930e+00
1.904805692084629909e+00,3.278205186359333112e+00,2.538101207508780099e+00,7.189222828851576930e-01,7.259098766945497605e-01
2.428453460057056201e+00,1.874544363329669450e+00,4.517343318965632015e+00,9.267711858587902585e-01,9.254358530408951511e-01
2.238032461939061690e+00,1.051996899171435462e+00,3.076278795986619130e+00,1.210484033562339246e+00,1.217984861717725797e+00
2.120326049384960054e+00,3.697729094722617571e+00,4.217566185116470301e+00,6.799615818716947535e-01,7.029403342320456050e-01
3.516789840128408340e+00,1.541221803979045735e+00,1.361247479662992532e+00,1.402971553594172693e+00,1.405942694339430865e+00
1.117863846427053609e+00,2.298995091669574276e+00,7.209588757971426176e+00,5.764157141488052138e-01,5.936101630769572424e-01
3.633289712237236735e+00,1.296239571962079173e+00,5.240787250737459324e+00,9.783469943941732749e-01,9.754148426757992540e-01
1.274813714098081530e+00,3.846307096427860728e+00,5.916380655160472735e+00,5.121905620757870592e-01,5.061311699345086845e-01
1.371976889742017036e+00,3.299309086706048166e+00,6.756757953131862671e+00,5.503710964343744294e-01,5.603882208676876919e-01
1.586274164182419621e+00,3.329785169519289934e+00,2.500457170738553891e+00,6.557376394794706131e-01,6.365831061042845906e-01
3.578285837067729069e+00,2.508656390504402367e+00,4.898588226787783384e-01,1.179539365242655347e+00,1.189135482801450650e+00
3.935248444470736295e+00,3.137785316523556745e+00,3.194234414419572232e-01,1.114957702676009355e+00,1.114949513464213338e+00
1.478272395890182000e+00,2.139040160716695560e+00,1.023380530899690832e+00,8.145011219950160086e-01,8.096981423634952435e-01
2.638434833702143933e+00,3.531956159355867708e+00,6.873772292036218090e+00,6.797766631100214951e-01,6.806358734642357078e-01
2.782883925392676261e+00,1.483875128536077170e+00,7.766522740848841977e+00,6.781989655721085697e-01,6.793124085633163167e-01
1.585611215407635388e+00,2.028722426490732644e+00,6.543557217057039743e+00,7.010012481563143716e-01,7.134771705133120534e-01
3.177772191654158807e+00,1.358414175602305818e+00,2.609508770184744364e+00,1.297733337771705298e+00,1.306151369366129744e+00
2.379278401740432702e+00,2.245994560273735008e+00,2.866654355291763601e+00,9.320392059905545645e-01,9.340483471787071057e-01
1.729203782438243131e+00,3.588195918504093918e+00,4.842637631943436993e+00,6.189803527107859971e-01,6.167748952977556431e-01
1.731264519556824588e+00,3.161519076056674926e+00,5.693469795004864054e-01,7.349302122090765055e-01,7.254847346341786185e-01
2.875192214012310288e+00,3.906041949210471209e+00,3.644921154288780940e+00,7.723617206894269893e-01,7.743527389719258025e-01
1.104714822661232221e+00,3.911606750573280777e+00,7.069139676094041036e+00,4.657145128253407096e-01,4.399630212400439944e-01
3.441238337138350367e+00,3.838950738419775632e+00,2.153884130572384592e+00,8.894272323189139628e-01,8.990864575093717725e-01
3.406624822478213410e+00,3.037894509764626605e+00,3.218316297751681709e+00,9.399749452622677692e-01,9.399639858647086399e-01
2.638718669283061757e+00,1.493272829877381636e+00,3.096124809636092934e+00,1.132183185179952423e+00,1.115564266140204763e+00
1.077163032023240374e+00,2.011655429980738319e+00,4.364199576078546805e+00,6.570741393429498922e-01,6.627230898794596037e-01
3.089252297850951123e+00,3.634416799500698403e+00,3.097904737611576031e+00,8.389780707280163341e-01,8.300890620417785692e-01
2.128234357670364396e+00,3.023625349168673537e+00,4.676059642581556375e+00,7.298880369068954099e-01,7.252276944964042293e-01
1.204851388215560259e+00,1.621967720424857706e+00,3.355007368246507582e-01,8.600501499348867096e-01,8.421891586919619810e-01
1.936682449079924817e+00,1.978611566047287607e+00,4.757075068481420921e+00,8.277829381468698733e-01,8.202937108497118102e-01
2.183469870129152390e+00,2.820693629219591436e+00,1.559672107324312051e+00,8.468837282981812598e-01,8.484784170121889568e-01
1.367985169528026290e+00,1.970648418976483018e+00,3.143622066754810263e+00,7.656582907725054676e-01,7.648135855982207687e-01
3.842562288460737108e+00,1.338629572799802325e+00,2.359137071988280709e+00,1.422623696468573451e+00,1.425513145533340742e+00
2.278124376079167845e+00,1.980195388262360856e+00,8.882472575429058992e-01,1.047107170274865107e+00,1.039793716610191598e+00
3.430084804083850525e+00,3.349829892841667434e+00,7.379257908462626858e+00,7.196865434375341319e-01,7.252948142888633321e-01
2.792637851086528400e+00,3.386831980716522583e+00,1.517583201859511455e+00,8.738798144930335354e-01,8.590431024221446554e-01
2.145097368914810954e+00,2.943695674245247140e+00,1.386539233633547141e+00,8.270577586960019545e-01,8.213250031276356777e-01
2.537927280760116311e+00,3.697623742283405512e+00,7.721444911601140326e+00,6.355091040102354150e-01,6.089597931848196311e-01
2.518334967737682284e+00,1.186192985381480103e+00,1.523363701612225896e-01,1.451352864080479588e+00,1.448212188883020390e+00
