w,a,theta_obs,P
1.256951030956171333e+00,2.234501718407608806e-01,6.316026574794123549e-01,9.327316370132643711e-03
5.715728907144814741e-01,3.394200165921270052e-01,1.290851939534471415e-01,8.467118646892315579e-04
1.279761165497311559e+00,2.453468771108493485e-01,2.761940562404009203e+00,1.876115143016725013e-03
1.143696686016305142e+00,4.325747276912783601e-01,7.426764430440212506e-01,7.278809136595258689e-02
1.118335871698189266e+00,1.766350502116659504e-01,4.038942073385918818e-01,2.964403497125261099e-03
8.062784604003621070e-01,2.313696580757695631e-01,1.096412175209605655e+00,5.525604545994130265e-04
8.887364717578334350e-01,4.584270193231557156e-01,6.714947715146851737e-01,1.972405811408885559e-02
3.662975862932767446e-01,4.235276459127673143e-01,1.144020454682123100e+00,6.827993933234903338e-05
1.314136889127794916e+00,1.359742396351815985e-01,1.074463572265771161e+00,1.360592805838298528e-03
1.052430137321848536e+00,3.295905779427015792e-01,8.553673917950259664e-01,9.330695982472200778e-03
6.804312254927151749e-01,3.551333300598149556e-01,3.524833302947220082e-01,2.217238151728684152e-03
7.167022295911896768e-01,1.126382846311214103e-01,3.010122783720746709e-01,1.191902046437956996e-04
7.523500539332327319e-01,4.996924408277925167e-01,1.012943817520956635e+00,4.402636826271059955e-03
7.435398773950964157e-01,3.448016697251287122e-01,6.145234806081241175e-01,2.435118345920467622e-03
4.230709745227345109e-01,4.008076621926864869e-01,9.072919996634344342e-01,1.558442830676672953e-04
4.981549840902771420e-01,1.585417254755876471e-01,2.089808556638006465e+00,2.220231439241834420e-05
4.135726255969578991e-01,1.849185873371803346e-01,2.645390921357718694e-01,3.541250680415833829e-05
1.140135312909837273e+00,4.619903646170266942e-01,1.690505548272509539e+00,5.769580883964532496e-03
2.587533981986396836e-01,2.144673298628174407e-01,2.902246639738847112e+00,4.346630763512538704e-06
7.615828240343979205e-01,1.378700354533260453e-01,1.869437271496106945e+00,8.300735528760326543e-05
2.561489221289517948e-01,4.359745178421228218e-01,6.195841193134034031e-01,2.728222352636509182e-05
3.881999879266487818e-01,1.991983004494239096e-01,1.865039258449953552e+00,1.196751842341648081e-05
7.247123873313940923e-01,1.249805080712288324e-01,2.086620276711577571e+00,6.060448822431598753e-05
5.112753238372562681e-01,2.420244177615739067e-01,2.068291698747685370e+00,5.333789749599720641e-05
4.435600777746283030e-01,2.425234439260855468e-01,6.185642906080226489e-01,7.469866712708100355e-05
7.905998495404323867e-01,3.430079425056875575e-01,2.172219352674273019e+00,5.302389961431631157e-04
6.658182851932260560e-01,3.977965887830783309e-01,2.446350716223509192e+00,3.719116776264358090e-04
4.530146350359808283e-01,4.579209328453732741e-01,5.350353610463124410e-01,5.012930565306335674e-04
5.632805618445787532e-01,4.693431631882678534e-01,1.498297971091915093e+00,3.510478742397761141e-04
3.846649189433280491e-01,1.616183239388543358e-01,1.887869680334305578e+00,7.754449952156795719e-06
9.755901916156087816e-01,1.784815613675009294e-01,9.522265216559444578e-01,8.345750957336693079e-04
7.697900852463377408e-01,4.971536139332855542e-01,4.387169942577685555e-01,1.700681287030045633e-02
8.981868001935263690e-01,4.849734342417666433e-01,8.298964413837217613e-01,1.846509334738434885e-02
9.452019930967310302e-01,1.811361233024361417e-01,2.088182427356348736e+00,3.305507644736625263e-04
1.327285728596600656e+00,4.566605752918111438e-01,1.276863915425859419e+00,3.856973080142583193e-02
6.520526609879369051e-01,4.059558411370161601e-01,7.640806788995502252e-01,1.660139336317302929e-03
9.272155192652410394e-01,2.222182806332940186e-01,1.628703497946844436e+00,4.901333827391151591e-04
5.881289088917158736e-01,3.493412015996837372e-01,2.576961224700703212e+00,1.953829205447909416e-04
5.810895577771804099e-01,3.135254056662926114e-01,1.965579878426350291e+00,1.378119623582413811e-04
7.210214481087600102e-01,1.868852504688923721e-01,1.289883273938197350e+00,1.614332747926649114e-04
6.584344746156810535e-01,2.307258143045669285e-01,7.727795549496462302e-01,3.361418093490992748e-04
1.094052015796055155e+00,2.807486566621227864e-01,1.689166791415093183e-01,1.630037395806866948e-02
7.500792809623588742e-01,2.725724724734452376e-01,2.672774519160572293e+00,3.207908324526322682e-04
2.650467555566407563e-01,3.477803298719636116e-01,6.659040733890227992e-01,1.768602752167449397e-05
2.003230092924219718e-01,2.649685307282800273e-01,1.633505565318605024e+00,1.491048296025740127e-06
7.506824662862725539e-01,4.447171209854670626e-01,2.846294749057293405e+00,7.166773869273864893e-04
7.328196667472185455e-01,1.588995606493642798e-01,1.529861640505911113e+00,1.003739482149569882e-04
9.748636064125948408e-01,2.205128630414283641e-01,2.108484095231349276e+00,5.304841613662915432e-04
6.430007616734829679e-01,2.762192562675842011e-01,2.229895374334259495e-01,7.898890383678650907e-04
1.331963427278320289e+00,1.975171755056395195e-01,2.028794600148902560e+00,1.424732081783772414e-03
9.952315423295222674e-01,2.438113160099022458e-01,1.048132088624743607e+00,1.816984864053681039e-03
1.148069242794207856e+00,1.064406293820338301e-01,2.550096485140882940e+00,3.114532430080158920e-04
3.955162953917217283e-01,4.781934016828503498e-01,6.898027431969259160e-01,2.431268847572956690e-04
5.102385869389414186e-01,2.123789055841446283e-01,4.600228556059521856e-01,1.135606907625471006e-04
7.266992102206636384e-01,3.203925499912469999e-01,1.272352210913245463e+00,5.967501878425187246e-04
9.946258952476783044e-01,4.094672450020230281e-01,1.347503808146702564e+00,4.297281102872703429e-03
4.308135156176937097e-01,4.634506930136788050e-01,1.817820082019297345e+00,9.123520118594940001e-05
1.215919027129377827e+00,3.843364331811818801e-01,2.301324179330948905e+00,3.462319018182060618e-03
6.242073184397187724e-01,4.323786501991163100e-01,2.388941726517359587e+00,3.348512743012093469e-04
1.175813474865027297e+00,2.884194108243947063e-01,2.156939455037293563e+00,1.758019728231299686e-03
1.062994612431785280e+00,2.711779217234857597e-01,1.105080110243194635e+00,3.042286303345846654e-03
3.165772171785807276e-01,3.177799915585952650e-01,1.473680357616467873e+00,1.431426174011854737e-05
1.075567926284305864e+00,2.764619739078296723e-01,4.750253307080318232e-01,1.051298057829542880e-02
1.238106123910216905e+00,2.627461960200624391e-01,2.422108842467380896e+00,1.817652860459577618e-03
1.496044488484840507e+00,4.266763054156104129e-01,4.152178631168089717e-01,2.242277646221684684e+00
6.407052541932084511e-01,3.810965610355563360e-01,1.502085171914071760e+00,3.780396277650813360e-04
2.466322692801493632e-01,4.450693152554800469e-01,2.580694610599039596e+00,1.207370909430561655e-05
6.660370129023861496e-01,3.667304079299197883e-01,2.130249256065447128e+00,3.116180169876158466e-04
9.606820527347357253e-01,2.886104737782890228e-01,2.677833268523736265e+00,8.584326829012309083e-04
9.031353126715350177e-01,2.256249637597988189e-01,1.162114391219135845e+00,7.841451920142023706e-04
2.406591154427306645e-01,4.147399364117316245e-01,1.693571204571591826e+00,7.499083524485246401e-06
2.405233401299747276e-01,1.460193776941879074e-01,3.706296896344251079e-01,2.027529598645043193e-06
7.711210182957987103e-01,2.168923419945060216e-01,1.701058834243172502e+00,2.138668717171650607e-04
1.341078651850452053e+00,3.611683836871675268e-01,1.494172383106397550e+00,9.195832472210903330e-03
2.928105543015162571e-01,2.343953193267863111e-01,1.952281921460782943e+00,5.557590384807835446e-06
1.278465992574840504e+00,1.690545508858402324e-01,2.554988433881812071e+00,9.985221117194012595e-04
8.969728107432413111e-01,1.140610302331091508e-01,1.907183006177697759e+00,1.103076149484940222e-04
1.347561250435175051e+00,4.984236050177249244e-01,4.433703321611698889e-01,2.812449368491319657e+00
6.633034069468561889e-01,3.729349288347426628e-01,5.135041830161282128e-01,1.950010060670131964e-03
1.260805668932434509e+00,1.124999495303559000e-01,1.476722316140993030e+00,4.638070513037067795e-04
9.239626071818661801e-01,1.100291012329854407e-01,2.428421824090019498e+00,1.403101532362584160e-04
4.034662265914126245e-01,1.184746794379619994e-01,1.641739715902139629e+00,4.905984658556109480e-06
4.614060598691573922e-01,4.289455809163028044e-01,2.804370950270444585e+00,1.175531993354317643e-04
1.461477590217950207e+00,3.103366735428194634e-01,6.560791298452829379e-01,9.440739227149487489e-02
5.956197764819233242e-01,4.976236253780303986e-01,9.434261207828582574e-01,1.440149390351197272e-03
2.564324076589840629e-01,1.082941357104316715e-01,8.536604697944611964e-01,1.038545455075169432e-06
7.733834756115216535e-01,4.648897875368596666e-01,2.789380269841946536e+00,8.584661739766684700e-04
9.576505942127359061e-01,4.182093890779512435e-01,2.392137630662572345e+00,1.577099926931522633e-03
1.098519243216977914e+00,2.655197237688662337e-01,2.558675654236823860e+00,1.204310087531548952e-03
2.007628859876455507e-01,3.184846950217027350e-01,1.026216384047206276e+00,3.197649877592091780e-06
4.461530980789172873e-01,3.275705230437482296e-01,3.597394849381445603e-01,2.021932424859033256e-04
2.077542618022658327e-01,1.381642559508683143e-01,2.499426619530895177e+00,7.083471923296881376e-07
4.716422825180652811e-01,3.396887217354778166e-01,5.636431920828461895e-01,2.485669343102354391e-04
1.029439502694507569e+00,3.532767367325004293e-01,1.352289471680377941e+00,3.300254015246330535e-03
5.970838877083604057e-01,1.742136679141202404e-01,2.201006192087608948e+00,5.559603950365926944e-05
4.527614363794801311e-01,1.310719902151436800e-01,1.384631064081582208e+00,1.040172930190224781e-05
1.191307879416702464e+00,1.120933180615803215e-01,2.033458540028424688e-01,1.212185419137854154e-03
8.933896644465456616e-01,4.912161429925971934e-01,2.275567615717964287e+00,1.647618639952623228e-03
1.029096166274650059e+00,3.185260419694302958e-01,6.983782244653536919e-01,9.920326734737184432e-03
1.244516464791753041e+00,2.918590108079877621e-01,1.955203619518388836e+00,2.336878312147740080e-03
5.089330804573010125e-01,1.706026258716076827e-01,7.413446540153437736e-01,5.306540439511143325e-05
2.767118851105109245e-01,3.667524403048347814e-01,1.499275017131366017e+00,1.097137347758000743e-05
1.062577755271935098e+00,1.905793412973276757e-01,1.548926173834581421e+00,6.601976063680616187e-04
1.234668685650100128e+00,2.900684740667649475e-01,5.682014271345631196e-01,2.603532194368838107e-02
8.730085847330218973e-01,4.156460141996669577e-01,7.769437651363563235e-01,9.091383822117391281e-03
1.251409790641135444e+00,3.619503645062462360e-01,2.684582669438583924e+00,3.394499034715312696e-03
6.697032918007266300e-01,2.551301865600625329e-01,4.847209120603071519e-01,6.451554375582753235e-04
1.129705002809194392e+00,1.080675867041755583e-01,5.619411870158512734e-01,6.964346154053633947e-04
8.850131696575500584e-01,2.246715764053321684e-01,1.497196504004671747e+00,4.617409650930102624e-04
6.256797086470838876e-01,1.239430320386517848e-01,9.193395234150519846e-01,5.245398188776182613e-05
1.071624122160201642e+00,4.074356394861695652e-01,1.576632492200603419e+00,3.754383334454131950e-03
3.594526800652868559e-01,4.038138838919888007e-01,2.779092224314149817e+00,4.312649412791332335e-05
8.459547292634255200e-01,2.772005115550951748e-01,2.374920271595978072e+00,4.841876404180472785e-04
1.101385192762876386e+00,1.117808957981473034e-01,3.694005350637035723e-01,7.745205494602063964e-04
1.131347081490414075e+00,1.374433776481027714e-01,2.623105106200746217e+00,4.627119954473400991e-04
3.564436292573571197e-01,1.558475078570875638e-01,7.442912329609362443e-01,9.539895172791725702e-06
1.166413299034371853e+00,2.123191085581652704e-01,1.233171444435515296e+00,1.912882817369925730e-03
3.412545315179865701e-01,1.183627892429773287e-01,1.951586321297964943e+00,2.709480135582275541e-06
1.236629350616852419e+00,1.970945747032123441e-01,2.240122275169649235e+00,1.082369478347284652e-03
1.058957140575781386e+00,2.048807417040973966e-01,2.000967789450823542e+00,6.323197571612503660e-04
5.103963960070864170e-01,2.606721710871650610e-01,1.286351811648036358e+00,7.894583240198873805e-05
9.404104148426893905e-01,3.390785119952681725e-01,2.453695841407153910e+00,1.015496618196396698e-03
1.395614017744931656e+00,3.608656740021416454e-01,2.129932834875915670e+00,5.532082851167729846e-03
2.649821783531622343e-01,3.282208835260487789e-01,8.016673596923402645e-01,1.365478216821115580e-05
1.125776596599525003e+00,2.785399529132137619e-01,2.805807829199050474e+00,1.452579366750995742e-03
1.080665269128711081e+00,4.856951542039179559e-01,1.902682259209719673e+00,4.068305626374612259e-03
1.011645653810302470e+00,2.747936115018762560e-01,2.607964999678956453e+00,9.488959742914480303e-04
1.018010024885088294e+00,3.727865287150844420e-01,1.985376607661932136e+00,1.689431169714519483e-03
6.114494361036606485e-01,4.926441102401726280e-01,1.513979321590706251e+00,5.468880422475976043e-04
2.290628729354553805e-01,3.174457280838767215e-01,1.465796719392602254e+00,3.862793905075290971e-06
7.007942091386146766e-01,1.023451274671808159e-01,2.091392569205798413e+00,3.669222373818671010e-05
1.318426478750429398e+00,2.203990313438979054e-01,2.472778699085406429e-01,1.797173560103855830e-02
8.782379240278291865e-01,1.494978262949488990e-01,2.122547750394756072e+00,1.782751861262288600e-04
5.550288969220382729e-01,2.075189333265712310e-01,2.103847325047490280e+00,5.575154313132567617e-05
5.002444289513920950e-01,2.814344297754920454e-01,1.719272913387041468e+00,6.361719507826674321e-05
8.797745347082418510e-01,4.276579425177449711e-01,1.904182366391782288e+00,1.281641869656162435e-03
1.258069674413525574e+00,1.938752197828149115e-01,1.489695344571968283e+00,1.475269468494572753e-03
2.553539993947503972e-01,2.440415188548160086e-01,2.664661510601534999e+00,4.895249988288981185e-06
3.107163299820204783e-01,1.095229944188345073e-01,1.815887944970868251e+00,1.521980844475848887e-06
8.253467210125023934e-01,2.987065334962172303e-01,1.211270127668599150e-01,3.983047946316121794e-03
1.205783753498365529e+00,3.041624902585122747e-01,2.904137160697662257e+00,2.165298870088355927e-03
1.071144886561085752e+00,1.193168042848523486e-01,2.078515741332289224e+00,2.491477862808454645e-04
1.035730306213047847e+00,3.999307174337762838e-01,3.383697313904129311e-01,5.347967791890276268e-02
1.238250768790471801e+00,3.483032896032859926e-01,1.539110899135786914e+00,5.192123649421107046e-03
4.752174152536338125e-01,2.879433483344170375e-01,2.448850884110947757e+00,6.267589407622610530e-05
9.170888485043352523e-01,3.966051513328667788e-01,1.462658240199185666e+00,2.109801338029944004e-03
7.447035483069813777e-01,1.616279975804068292e-01,1.049356251583399624e+00,1.751790355152345769e-04
1.257316727362377096e+00,2.322119606689523053e-01,2.949775585079378093e+00,1.628123510598276317e-03
1.456998838247166805e+00,1.638302236314742588e-01,9.355045497688861955e-01,4.514494974962061577e-03
1.274090870386386243e+00,4.103027263559862470e-01,1.736051466128803344e+00,6.617284684633618214e-03
9.338130455718534062e-01,1.262688166648397170e-01,4.460958262659281415e-01,4.750278140434470073e-04
1.394548131132213875e+00,1.146386849981752276e-01,1.059688684529209279e+00,1.188542948053323027e-03
3.432510247342647203e-01,4.682636451565718172e-01,1.418294225210184001e+00,4.725504913135339857e-05
9.532074696374047695e-01,1.332556028314525742e-01,2.569335393062235795e+00,2.306882374091413074e-04
1.361332086871283931e+00,3.702610801296553067e-01,1.215399708258412481e+00,2.376310291170468172e-02
1.044391219595229625e+00,3.303865905847642170e-01,2.246796242362941953e+00,1.427410971049952520e-03
9.757737348970146884e-01,1.171585877705308837e-01,2.318540199013472858e+00,1.843793016686134066e-04
8.598906929910917762e-01,4.023202557196905449e-01,1.961939982167341334e+00,1.010563292135662145e-03
3.129887020220022409e-01,4.479832075223471044e-01,2.781516448509263828e+00,3.090544711861036833e-05
3.651152021856603480e-01,1.655340133546222003e-01,2.166676855816636937e+00,7.488334867827943690e-06
1.178864066916269104e+00,2.728947324260687091e-01,1.482897921032981348e+00,2.485469877045360949e-03
5.130046746704644001e-01,4.773508499785613091e-01,1.762606755177952289e+00,1.970401239625001741e-04
1.239984869338456530e+00,2.434388334260561282e-01,2.143729303144220832e+00,1.580368423637913558e-03
3.226362058922257470e-01,2.821288311924611270e-01,2.067730551081353951e+00,1.203239799897413101e-05
1.202912457639384813e+00,4.653973795792728518e-01,2.861663531351684941e+00,4.881248600105356390e-03
7.764719621384464920e-01,3.375631884125849247e-01,2.746242850688418002e+00,5.160458312359412136e-04
1.245005055245540948e+00,1.665168827858829192e-01,8.765070577710165622e-01,2.421841734854932211e-03
2.190036661081932734e-01,3.386731508769663113e-01,2.572582318466670515e+00,4.763315973114407062e-06
1.175765411262563509e+00,4.782837086207212263e-01,1.739639697720956946e+00,6.837353558908230468e-03
7.346556490242039938e-01,1.495668809095673513e-01,6.282735404556655245e-01,2.140377341422535645e-04
1.460295753572302901e+00,1.162743848998245427e-01,2.617695289781880152e+00,8.898984527950195471e-04
5.269759141185221818e-01,2.472355155163282192e-01,2.892399913000049505e+00,7.906808107249025611e-05
7.280301872467955793e-01,3.621417145301624174e-01,1.956962869860476850e+00,4.307542947340361030e-04
1.064914430777329724e+00,2.646981169846648885e-01,1.634065167112623840e+00,1.244715960788631351e-03
1.117550329793457031e+00,4.249720757983107000e-01,1.762192714112884862e-01,1.710642711270809746e-01
1.094224627048918652e+00,3.214904589189351847e-01,1.420091711843739279e+00,2.980714481406084894e-03
1.280736896042183215e+00,3.083067985227383456e-01,7.875195423017425922e-01,2.712426327264389272e-02
1.417947452332468439e+00,4.205449958128746335e-01,2.691399754699351110e+00,7.976898187748724181e-03
1.139368797968935310e+00,3.253127470361779627e-01,1.971896081485166041e+00,2.027668927676793287e-03
8.674630742722272414e-01,3.366232950813556890e-01,4.863134105943518470e-01,6.284280286399263407e-03
1.170634010106899936e+00,2.244138146772470255e-01,1.595093339428725443e+00,1.341654039982011042e-03
1.475848554896595166e+00,4.639750355433136519e-01,2.718772503076646530e+00,1.286512597750708205e-02
2.051444214816426637e-01,3.466764796141160176e-01,1.425657741940913104e+00,3.024703500312873659e-06
1.193428199372043919e+00,1.045964556414228641e-01,3.655074622513536653e-01,9.448804173270031886e-04
7.623764994939744577e-01,4.179275786658847025e-01,1.254435562986775388e+00,1.537373360267658669e-03
1.088970175078247671e+00,1.203487745178996315e-01,8.783613160146042098e-01,5.603491640890146449e-04
4.808966122318308889e-01,2.985945125275009659e-01,3.639149754405383574e-01,2.232599534011515767e-04
4.974222623314760172e-01,4.770672520081347123e-01,2.014136910022914506e+00,1.644730674124755538e-04
1.204632190332329378e+00,3.873406266950433219e-01,2.657885176482605694e+00,3.334303034719660573e-03
1.188732201321897719e+00,3.563531535710115494e-01,2.980628991750002399e+00,2.705841711713613453e-03
1.063141296459482632e+00,3.965038458524803300e-01,3.480446996853655550e-01,6.128214542133271492e-02
2.571816034354735825e-01,3.664568004632870468e-01,2.163017121560966149e+00,8.478688830523466527e-06
7.697487110139110689e-01,3.657459179428718121e-01,1.970646594011665531e+00,5.436789132957319231e-04
5.410695358770113428e-01,3.931552996061840055e-01,1.397214338051392835e+00,2.240554489455084497e-04
2.803123259702549053e-01,4.761931765350404522e-01,1.700253978862060089e+00,1.806345410248302614e-05
4.623845551899251061e-01,4.443498821955323419e-01,1.325043932250599577e+00,1.658127298437244281e-04
1.025437275557383732e+00,4.548395390771175495e-01,2.753083966929938509e+00,2.411499720004452001e-03
6.104156883540845513e-01,1.277046428190241334e-01,1.993954025241666539e+00,3.127151394198490959e-05
1.311702878596043176e+00,3.758587467403191051e-01,1.904100010115283848e+00,5.145371410918378463e-03
1.127608905311208387e+00,4.846377945589835368e-01,1.871389548166525252e+00,5.030605913891626063e-03
5.013471246118966773e-01,4.121141579774606489e-01,1.296533644553244269e+00,2.053594423539960268e-04
1.334335906730968802e+00,3.157630478885605774e-01,1.506807452511195855e+00,6.026340089977676173e-03
2.761347963364963465e-01,4.910235632165440012e-01,1.702590208080955847e+00,1.807024719061451276e-05
6.740121824918593463e-01,2.752776938452778932e-01,2.082819335047100484e+00,1.940807748902553267e-04
9.333857281627704339e-01,4.025392076653362960e-01,1.380602007852503865e+00,2.796201401305923716e-03
9.472660532544455725e-01,3.390896184839510275e-01,1.233577876076096258e+00,2.534608749657291365e-03
3.171697619373669008e-01,2.482785331552150865e-01,2.704702021556475877e+00,1.163154401219478658e-05
1.136600515974696135e+00,4.799627142317311468e-01,1.855544158670293875e+00,5.159175226826142290e-03
1.432601890189121985e+00,2.913291426212287205e-01,1.944829683168361134e+00,4.136496344530188156e-03
1.138114721848436428e+00,1.988813587789537984e-01,2.582425031160034301e+00,8.571961301685774789e-04
9.768824897306023214e-01,1.916009809473106784e-01,1.599677100553489550e+00,4.548523377615522356e-04
5.618989006623804627e-01,3.282992740202632098e-01,2.291463301858893686e+00,1.395751463965844890e-04
6.595060743555047900e-01,2.716051280810253821e-01,2.622498258724833775e+00,1.983120141050184174e-04
2.383466138978969084e-01,2.223357411004955597e-01,2.081638907393473570e+00,2.379475262454059729e-06
5.532979654562281135e-01,2.335347864923603134e-01,2.059569550767195167e+00,6.745832299153076876e-05
9.654437991588235013e-01,4.167657942251840608e-01,1.771811513265578730e+00,1.949444620903536098e-03
8.751087702643632893e-01,3.440484239021068258e-01,2.671141173092652643e+00,8.137429597449793474e-04
3.600587446450489448e-01,3.697161020067641357e-01,2.447814567812844455e+00,3.430973797740905374e-05
6.488474292561049461e-01,2.202992469280671828e-01,6.472163182435020090e-01,3.191442917538981597e-04
9.167376316446362861e-01,4.726282932687055904e-01,2.873084667349169674e+00,1.675772081134294664e-03
8.829212423168721902e-01,4.358947618523639211e-01,1.069468890849982756e+00,5.703273244491835654e-03
3.784710542390539167e-01,1.543355099332661684e-01,3.344067979825052772e-01,1.553964888164962262e-05
1.280179268636987500e+00,1.652198257275708793e-01,2.252990178197816551e+00,9.093704325269159243e-04
1.314124025970690335e+00,2.587173573195124532e-01,1.485158872937947239e+00,3.520336933227601311e-03
1.315830420469692008e+00,1.020690175173786240e-01,7.521387851874721253e-01,1.002379607231805494e-03
1.030344809452526711e+00,3.348547398561624311e-01,1.880286956033809576e+00,1.490497234928310011e-03
1.191711464483170335e+00,4.821720938228316600e-01,2.437604703592647137e+00,5.238069022878934569e-03
1.227195004237080722e+00,1.153148184868789949e-01,1.536224943938430787e+00,4.192953727441851570e-04
8.469144082955446518e-01,4.127443456703956959e-01,1.815928321874630047e+00,1.072360978362092579e-03
4.145718074496722028e-01,4.660859473537897202e-01,1.393128156092795722e+00,1.063212994978576402e-04
7.090081178367880765e-01,4.061117365035774029e-01,2.991999745675768985e+00,5.072955195388793121e-04
1.086744727880601502e+00,3.986508316130055185e-01,5.411206196170449401e-01,5.325672285290793118e-02
1.162441726832095457e+00,4.044710494598149908e-01,8.394931248077920349e-01,4.313974995168287641e-02
3.448885698974251124e-01,4.678644224165353083e-01,1.737156916789240446e+00,3.938542055988322033e-05
3.512567490226315980e-01,4.973596535977019006e-01,1.440621001656500200e+00,5.803716309213411084e-05
6.360818461785546774e-01,3.201553268393103058e-01,2.316595693218465701e+00,2.131134161515688705e-04
1.477776740554013646e+00,3.994700991332099660e-01,1.358255749182672556e+00,3.187094341556238192e-02
3.822209901632945828e-01,2.069615414059984282e-01,2.339930141186379320e+00,1.473533473967180480e-05
2.568499143619902281e-01,3.599496742338174071e-01,1.521034851482506944e+00,7.723073850209927394e-06
4.630164204113443871e-01,4.917154898406947972e-01,4.061437956247455072e-01,8.006017644903660460e-04
1.169121708293163753e+00,2.224411428201195084e-01,2.459366895711098344e+00,1.114280570896351505e-03
1.424913254443895383e+00,1.230205404601277253e-01,5.465526959002678931e-01,2.970169058457965399e-03
2.450159046399099372e-01,4.273138156017149969e-01,2.549882585431002546e-01,2.672912166460304537e-05
2.990552152377753403e-01,3.868305973405368192e-01,2.413541247140605250e+00,1.833773892384430682e-05
1.182149876510887543e+00,2.689856700150125013e-01,1.401797865585791003e+00,2.776579681828652505e-03
7.652448946486722914e-01,3.634561111698987879e-01,1.586798747502961682e+00,6.547859784112904221e-04
3.925797230327974785e-01,2.008975244074516775e-01,3.025434718933394107e-01,3.382235879275982113e-05
1.262746314317190865e+00,2.237776738725018866e-01,1.002864986651820001e+00,4.953793433224237472e-03
3.528712398654605398e-01,3.567787282160402307e-01,1.995831236125101160e+00,2.572574933524551414e-05
7.955162620302987930e-01,2.073174513786311124e-01,2.212664439157912888e+00,2.255973983677216381e-04
4.979777146918603070e-01,1.442509671907434010e-01,6.833899893209339771e-01,3.462239018145332417e-05
1.309485001825055006e+00,2.139714994587988139e-01,1.785773046901902639e+00,1.661773746145892103e-03
7.768631108523434969e-01,1.891611723247412502e-01,2.142725560369043603e+00,1.719274670783434188e-04
1.425837658711762046e+00,2.042184856870764009e-01,8.775238084302907637e-01,8.867249837597497228e-03
1.075958210686255301e+00,1.354571473801660098e-01,1.074903033213234327e+00,5.551476435318155938e-04
3.765496303927257093e-01,2.516470265623160230e-01,1.329576848739516093e+00,1.982201298985108485e-05
8.257202209835290407e-01,3.844971655274451727e-01,2.431566937559181518e+00,7.757765825864930929e-04
1.284819509888522671e+00,2.775294828706414418e-01,4.318960442917282316e-01,3.421755468791996130e-02
3.818960584810009995e-01,3.822265722228398444e-01,1.973585595412048477e-01,1.593733379334771340e-04
1.217665945770726399e+00,2.023373043753921019e-01,2.668945185890490457e+00,1.139483133427100477e-03
1.498524401887348478e+00,4.393569785509267023e-01,3.199138451253365489e-01,4.102501164118690369e+00
5.476443701526960695e-01,4.084823896247409269e-01,2.317648203958215802e+00,1.854406669698407256e-04
4.377607217692316977e-01,4.275165714632714331e-01,6.414058368564399260e-01,3.060202131490248525e-04
1.042312354646923511e+00,4.530034867690996836e-01,1.952891187222917102e+00,2.854847709290545335e-03
3.381938011652638743e-01,1.541544836696273624e-01,2.524401431985570543e+00,5.852658810693145877e-06
1.229148318566148035e+00,4.046181806880661536e-01,1.552830268942382297e-01,2.904586294968649618e-01
4.338298733110505512e-01,4.434964330416354406e-01,2.167366840744571199e+00,8.707112178025372146e-05
9.431124899210004964e-01,2.746170255593176623e-01,8.150468218488897687e-01,2.972688322003351740e-03
2.360230018392569795e-01,2.873234329777902274e-01,2.131545782170235714e+00,3.817924999219043627e-06
4.510464691135877557e-01,4.219114523153416063e-01,3.004409131423305124e-01,4.614748273585789120e-04
1.104577406153271824e+00,1.078587428356418132e-01,1.716614064157313990e+00,2.232823788177029493e-04
9.917912146360190473e-01,2.608211634330719342e-01,1.101709947806118084e+00,1.958931565284705457e-03
3.836888346030992158e-01,4.153885802884729195e-01,2.491819392267821343e+00,5.359459708950514679e-05
4.471723064481252230e-01,2.674259261631974360e-01,2.157873387730204318e+00,3.949121711226573881e-05
1.154686659420423478e+00,1.538353457094447096e-01,7.817006810463310584e-01,1.549956054746459005e-03
1.498492634251068933e+00,2.766096659164828386e-01,6.591872851490476748e-01,6.258075902568216442e-02
5.426171235142395188e-01,2.628572757225056677e-01,7.677565374059641679e-01,1.951728243365278789e-04
1.230969820450042995e+00,4.459885798882746721e-01,2.653127376245765667e+00,4.925106463642238593e-03
2.733552801238776087e-01,2.098333341307810351e-01,2.800054576649319227e+00,5.032966745906427632e-06
8.128728835392234897e-01,1.910321028414079247e-01,2.736420919358462100e-01,8.330943902464837177e-04
1.401602354223963287e+00,2.419452488310442628e-01,2.877498882842646655e+00,2.566544569244943313e-03
9.768180408660285252e-01,4.287055482815370633e-01,1.401179348792677137e+00,3.967143871615631465e-03
6.542625999448997698e-01,3.433955270295145357e-01,2.396302502998295836e+00,2.705578894112809440e-04
1.135221479326064875e+00,3.330522400931447691e-01,1.523863749236702647e+00,3.204043751853711836e-03
9.405243465639565592e-01,3.787123218679660508e-01,1.480023485125928184e+00,2.041200992545666275e-03
8.564109280155787207e-01,1.313248398456911825e-01,2.966625176873204595e+00,1.650960990654367277e-04
1.256331158196948961e+00,3.204289601087345618e-01,5.117878327699172392e-01,5.154911794960190252e-02
1.213701967835165041e+00,1.746906167692878487e-01,2.538149871755404519e+00,8.693869878767510918e-04
7.741068563977209216e-01,2.865489523946597727e-01,2.983673030166165585e+00,4.023069409760436188e-04
1.069667296021163283e+00,1.329196651952277985e-01,1.978905673770231299e+00,2.953106834652054007e-04
9.651491920947252723e-01,3.389057128728509283e-01,2.150832052162572339e+00,1.108439591970453685e-03
