t,theta,omega,wake_drag_angular_acceleration,domega_dt
1.525505101020204002e+01,-2.057015317107394325e-01,1.852451741785806349e-01,-4.638143622518266923e-03,1.935103850349467081e+00
1.525905181036207203e+01,-2.049449384889683867e-01,1.929700425075278614e-01,-4.510859764314391167e-03,1.926525651182455112e+00
1.526305261052210405e+01,-2.041575089483855798e-01,2.006601855106224797e-01,-4.383151047728515645e-03,1.917740128623954821e+00
1.526705341068213606e+01,-2.033393834988236615e-01,2.083147440041967502e-01,-4.254922487198958651e-03,1.908735372297551081e+00
1.527105421084216808e+01,-2.024907063210586444e-01,2.159328206793850458e-01,-4.126082936862627074e-03,1.899501251354481335e+00
1.527505501100220009e+01,-2.016116252294858080e-01,2.235134772439919537e-01,-3.996545087306725003e-03,1.890029210598146214e+00
1.527905581116223210e+01,-2.007022919079922418e-01,2.310557486625586521e-01,-3.866225445829253766e-03,1.880312083515169430e+00
1.528305661132226412e+01,-1.997628619611723499e-01,2.385586452362577770e-01,-3.735044333330933032e-03,1.870343921835179390e+00
1.528705741148229613e+01,-1.987934949143276564e-01,2.460211526028933671e-01,-3.602925884315199070e-03,1.860119842028309600e+00
1.529105821164232815e+01,-1.977943543244717883e-01,2.534422363203337469e-01,-3.469798025579313040e-03,1.849635889411358702e+00
1.529505901180236016e+01,-1.967656080492345416e-01,2.608208503502171260e-01,-3.335592429525870671e-03,1.838888919626282314e+00
1.529905981196239217e+01,-1.957074281323330223e-01,2.681559362176870742e-01,-3.200244514380189143e-03,1.827876492070635406e+00
1.530306061212242419e+01,-1.946199908711804538e-01,2.754464291954344946e-01,-3.063693418079874251e-03,1.816596778060252326e+00
1.530706141228245620e+01,-1.935034768187260390e-01,2.826912584029268038e-01,-2.925881997842039433e-03,1.805048480977978986e+00
1.531106221244248822e+01,-1.923580707838469517e-01,2.898893468683387264e-01,-2.786756829248725718e-03,1.793230767167143691e+00
1.531506301260252023e+01,-1.911839618943326491e-01,2.970396154263429400e-01,-2.646268144867398690e-03,1.781143206627862074e+00
1.531906381276255225e+01,-1.899813436698490066e-01,3.041409836587887772e-01,-2.504369809284285198e-03,1.768785722383021675e+00
1.532306461292258426e+01,-1.887504139324252539e-01,3.111923718283978735e-01,-2.361019294449740423e-03,1.756158545443466501e+00
1.532706541308261627e+01,-1.874913747958407428e-01,3.181927025167792800e-01,-2.216177656916911223e-03,1.743262176860894908e+00
1.533106621324264829e+01,-1.862044326656249194e-01,3.251409006244293520e-01,-2.069809537841733969e-03,1.730097355445096463e+00
1.533506701340268030e+01,-1.848897982351266345e-01,3.320358935734774586e-01,-1.921883154180321820e-03,1.716665030105098300e+00
1.533906781356271232e+01,-1.835476864929023455e-01,3.388766134188557211e-01,-1.772370195394413865e-03,1.702966336126659597e+00
1.534306861372274433e+01,-1.821783167581912666e-01,3.456619964933387301e-01,-1.621245828537043986e-03,1.689002575441221232e+00
1.534706941388277635e+01,-1.807819125538989991e-01,3.523909851642221258e-01,-1.468488640899495365e-03,1.674775198082164351e+00
1.535107021404280836e+01,-1.793587015893374492e-01,3.590625282482187153e-01,-1.314080624010042662e-03,1.660285787374397692e+00
1.535507101420284037e+01,-1.779089157602248839e-01,3.656755810114582506e-01,-1.158007173633952228e-03,1.645536047501758192e+00
1.535907181436287239e+01,-1.764327911338385846e-01,3.722291053873336697e-01,-1.000257066768964328e-03,1.630527792746308435e+00
1.536307261452290440e+01,-1.749305679312286310e-01,3.787220709528509865e-01,-8.408223278292664129e-04,1.615262938127753012e+00
1.536707341468293642e+01,-1.734024905513263382e-01,3.851534546578140872e-01,-6.796982555522467460e-04,1.599743492034787273e+00
1.537107421484296843e+01,-1.718488074110453567e-01,3.915222420955009608e-01,-5.168833364736066718e-04,1.583971548001466223e+00
1.537507501500300044e+01,-1.702697709318237440e-01,3.978274276392290698e-01,-3.523792331745851042e-04,1.567949279039221322e+00
1.537907581516303246e+01,-1.686656375396239083e-01,4.040680144423554054e-01,-1.861907842819603707e-04,1.551678932956057633e+00
1.538307661532306447e+01,-1.670366676418991725e-01,4.102430146008698153e-01,-1.832597165592792941e-05,1.535162828119709610e+00
1.538707741548309649e+01,-1.653831255939815226e-01,4.163514496537527032e-01,1.512042412946875704e-04,1.518403349575667249e+00
1.539107821564312850e+01,-1.637052797321937869e-01,4.223923503966600657e-01,3.223858654208593350e-04,1.501402946581151143e+00
1.539507901580316052e+01,-1.620034021793246570e-01,4.283647579092142443e-01,4.952020000519977193e-04,1.484164128115109893e+00
1.539907981596319253e+01,-1.602777688297263303e-01,4.342677236425410703e-01,6.696328461594936842e-04,1.466689460679526658e+00
1.540308061612322454e+01,-1.585286593493143159e-01,4.401003094192697529e-01,8.456557063567207884e-04,1.448981566583440239e+00
1.540708141628325656e+01,-1.567563571558915625e-01,4.458615875208501445e-01,1.023245010010292609e-03,1.431043122274124224e+00
1.541108221644328857e+01,-1.549611493490794245e-01,4.515506410882904609e-01,1.202372511643603949e-03,1.412876856211419785e+00
1.541508301660332059e+01,-1.531433268055774066e-01,4.571665637873306709e-01,1.383007227680681066e-03,1.394485548866948754e+00
1.541908381676335260e+01,-1.513031839302269310e-01,4.627084608048409042e-01,1.565115578182470820e-03,1.375872029221651749e+00
1.542308461692338462e+01,-1.494410186216302006e-01,4.681754489911547634e-01,1.748661416076436421e-03,1.357039173673858290e+00
1.542708541708341663e+01,-1.475571322721501710e-01,4.735666568600692683e-01,1.933606027156555690e-03,1.337989905441934857e+00
1.543108621724344864e+01,-1.456518297674095908e-01,4.788812245905008091e-01,2.119908130600514987e-03,1.318727194062173647e+00
1.543508701740348066e+01,-1.437254193650399636e-01,4.841183044432906257e-01,2.307524065876882975e-03,1.299254053571566203e+00
1.543908781756351267e+01,-1.417782128415313869e-01,4.892770603488212910e-01,2.496407818204606464e-03,1.279573543612253728e+00
1.544308861772354469e+01,-1.398105253083281874e-01,4.943566685228166779e-01,2.686511069367594935e-03,1.259688767252563402e+00
1.544708941788357670e+01,-1.378226750419574986e-01,4.993563180219963704e-01,2.877783328680662625e-03,1.239602868916946932e+00
1.545109021804360871e+01,-1.358149834840294556e-01,5.042752107440755527e-01,3.070171932989528094e-03,1.219319034193781404e+00
1.545509101820364073e+01,-1.337877752412369725e-01,5.091125614277649536e-01,3.263622046670814660e-03,1.198840489677768906e+00
1.545909181836367274e+01,-1.317413780807939472e-01,5.138675976648775512e-01,3.458076666553509034e-03,1.178170502790090168e+00
1.546309261852370476e+01,-1.296761227514424963e-01,5.185395603809520582e-01,3.653476907548743741e-03,1.157312379591390883e+00
1.546709341868373677e+01,-1.275923432468434593e-01,5.231277031818308831e-01,3.849761917589798570e-03,1.136269467416240797e+00
1.547109421884376879e+01,-1.254903765141271443e-01,5.276312931627863412e-01,4.046868995379427660e-03,1.115045151757334541e+00
1.547509501900380080e+01,-1.233705622782295536e-01,5.320496113769803692e-01,4.244733733836057558e-03,1.093642854294434974e+00
1.547909581916383281e+01,-1.212332430418923968e-01,5.363819528354641930e-01,4.443290020093787658e-03,1.072066032835903737e+00
1.548309661932386483e+01,-1.190787640856631469e-01,5.406276265071785492e-01,4.642470035502391928e-03,1.050318181266157502e+00
1.548709741948389684e+01,-1.169074734678949568e-01,5.447859553189536852e-01,4.842204255627315448e-03,1.028402829496915194e+00
1.549109821964392886e+01,-1.147197219212009178e-01,5.488562763701783087e-01,5.042421591711322357e-03,1.006323542242055558e+00
1.549509901980396087e+01,-1.125158628250356729e-01,5.528379409935214595e-01,5.243049690586350751e-03,9.840839183951525238e-01
1.549909981996399289e+01,-1.102962523799213557e-01,5.567303144593402919e-01,5.444014652862999397e-03,9.616875930041537401e-01
1.550310062012402490e+01,-1.080612491418162929e-01,5.605327769775102498e-01,5.645241383603462858e-03,9.391382322035662922e-01
1.550710142028405691e+01,-1.058112140017535285e-01,5.642447237402427040e-01,5.846653612525530563e-03,9.164395329324237505e-01
1.551110222044408893e+01,-1.035465101858408649e-01,5.678655649220853974e-01,6.048173894002594614e-03,8.935952228725350110e-01
1.551510302060412094e+01,-1.012675032552608073e-01,5.713947256799224439e-01,6.249723607063641106e-03,8.706090603822117524e-01
1.551910382076415296e+01,-9.897456110627059211e-02,5.748316461529738852e-01,6.451222955393258809e-03,8.474848344248688825e-01
1.552310462092418497e+01,-9.666805379441605062e-02,5.781757817268305955e-01,6.652591252204098117e-03,8.242263624491502627e-01
1.552710542108421699e+01,-9.434835367147845209e-02,5.814266028264498676e-01,6.853747044917415585e-03,8.008374915491555113e-01
1.553110622124424900e+01,-9.201583530946251532e-02,5.845835951319570123e-01,7.054607946677897597e-03,7.773220977768809936e-01
1.553510702140428101e+01,-8.967087514154431505e-02,5.876462601580971779e-01,7.255090953001351942e-03,7.536840821329775508e-01
1.553910782156431303e+01,-8.731385146115473728e-02,5.906141152556578788e-01,7.455112442842981753e-03,7.299273704486162195e-01
1.554310862172434504e+01,-8.494514442197946547e-02,5.934866936114685521e-01,7.654588178597384641e-03,7.060559132707626695e-01
1.554710942188437706e+01,-8.256513603795899436e-02,5.962635442484012227e-01,7.853433306098556166e-03,6.820736857404902098e-01
1.555111022204440907e+01,-8.017421016434206349e-02,5.989442320453589597e-01,8.051562380188196852e-03,6.579846872494095056e-01
1.555511102220444108e+01,-7.777275228869998114e-02,6.015283379418356891e-01,8.248889802092963797e-03,6.337929387791332303e-01
1.555911182236447310e+01,-7.536114982195069034e-02,6.040154586693126104e-01,8.445329571273949704e-03,6.095024859105611093e-01
1.556311262252450511e+01,-7.293979168089950726e-02,6.064052072902382795e-01,8.640795492059837046e-03,5.851173942899086100e-01
1.556711342268453713e+01,-7.050906816200111504e-02,6.086972133409065400e-01,8.835201296240852153e-03,5.606417480836564105e-01
1.557111422284456914e+01,-6.806937094135957766e-02,6.108911228314571895e-01,9.028460643068777353e-03,5.360796498108163499e-01
1.557511502300460116e+01,-6.562109307472835384e-02,6.129865982458757578e-01,9.220487119256944031e-03,5.114352201686396260e-01
1.557911582316463317e+01,-6.316462899742138204e-02,6.149833185420522375e-01,9.411194239083401844e-03,4.867125978508892170e-01
1.558311662332466518e+01,-6.070037435835227979e-02,6.168809792476021014e-01,9.600495719622794202e-03,4.619159374299833254e-01
1.558711742348469720e+01,-5.822872616796762740e-02,6.186792923581625470e-01,9.788305528312304243e-03,4.370494105919095484e-01
1.559111822364472921e+01,-5.575008259363369023e-02,6.203779865778321634e-01,9.974537853671467183e-03,4.121172039176780322e-01
1.559511902380476123e+01,-5.326484270831424728e-02,6.219768075077370950e-01,1.015910731746639574e-02,3.871235159542592563e-01
1.559911982396479324e+01,-5.077340649057059813e-02,6.234755176460307080e-01,1.034192897470976452e-02,3.620725570012415795e-01
1.560312062412482526e+01,-4.827617482456154907e-02,6.248738963878935904e-01,1.052291831366082564e-02,3.369685488924403227e-01
1.560712142428485727e+01,-4.577354949946822044e-02,6.261717400256846533e-01,1.070199125645676305e-02,3.118157247663118081e-01
1.561112222444488928e+01,-4.326593305599270300e-02,6.273688617709253235e-01,1.087906440491324435e-02,2.866183270635229152e-01
1.561512302460492130e+01,-4.075372892556532178e-02,6.284650917070696563e-01,1.105405506814752074e-02,2.613806086544941953e-01
1.561912382476495331e+01,-3.823734119024239236e-02,6.294602769619189742e-01,1.122688128278938324e-02,2.361068301833990080e-01
1.562312462492498533e+01,-3.571717437580383681e-02,6.303542817839403734e-01,1.139746197517847726e-02,2.108012576010038219e-01
1.562712542508501734e+01,-3.319363345175319058e-02,6.311469875422670572e-01,1.156571696136428698e-02,1.854681619193369047e-01
1.563112622524504935e+01,-3.066712383131758174e-02,6.318382927266982252e-01,1.173156694710615622e-02,1.601118189634190281e-01
1.563512702540508137e+01,-2.813805135049973760e-02,6.324281129437713256e-01,1.189493355245337981e-02,1.347365088874100669e-01
1.563912782556511338e+01,-2.560682213886038977e-02,6.329163808591136142e-01,1.205573957796332411e-02,1.093465143716773891e-01
1.564312862572514540e+01,-2.307384274631710253e-02,6.333030462522233339e-01,1.221390889813231406e-02,8.394612173304773217e-02
1.564712942588517741e+01,-2.053951978781014265e-02,6.335880760680902002e-01,1.236936662457579529e-02,5.853961696327909109e-02
1.565113022604520943e+01,-1.800425987863844834e-02,6.337714544149879448e-01,1.252203915719369426e-02,3.313128477474278771e-02
1.565513102620524144e+01,-1.546846963445961884e-02,6.338531825644737605e-01,1.267185418417042346e-02,7.725408340083292705e-03
1.565913182636527345e+01,-1.293255567068114266e-02,6.338332789510683352e-01,1.281874068255254434e-02,-1.767373097527254189e-02
1.566313262652530547e+01,-1.039692449449771024e-02,6.337117790910955506e-01,1.296262907469124780e-02,-4.306185510125473681e-02
1.566713342668533748e+01,-7.861982571776646861e-03,6.334887355954454957e-01,1.310345127606555443e-02,-6.843468890669404670e-02
1.567113422684536950e+01,-5.328136097833373157e-03,6.331642181755080534e-01,1.324114073090804089e-02,-9.378796277867804121e-02
1.567513502700540151e+01,-2.795790851994878548e-03,6.327383135924745661e-01,1.337563250543935718e-02,-1.191174144211832042e-01
1.567913582716543353e+01,-2.653521975997403387e-04,6.322111256573385019e-01,1.350686328786823362e-02,-1.444187891136825552e-01
1.568313662732546554e+01,2.262774919974593849e-03,6.315827752289976393e-01,1.363477139023358889e-02,-1.696878399894806988e-01
1.568713742748549755e+01,4.788186058558577957e-03,6.308534001048489159e-01,1.375929687471714319e-02,-1.949203292597937176e-01
1.569113822764552957e+01,7.310477254721639735e-03,6.300231550407395797e-01,1.388038158795701360e-02,-2.201120282581654486e-01
1.569513902780556158e+01,9.829245251487461407e-03,6.290922116700101707e-01,1.399796921160378384e-02,-2.452587200040454440e-01
1.569913982796559360e+01,1.234408758544437365e-02,6.280607584420203615e-01,1.411200531352773888e-02,-2.703562003646463596e-01
1.570314062812562561e+01,1.485460258674536210e-02,6.269290006221488465e-01,1.422243734781885628e-02,-2.954002782980806319e-01
1.570714142828565762e+01,1.736038942559010520e-02,6.256971602324198356e-01,1.432921469456174997e-02,-3.203867765919735655e-01
1.571114222844568964e+01,1.986104812409881723e-02,6.243654759819752265e-01,1.443228874906290170e-02,-3.453115323022207250e-01
1.571514302860572165e+01,2.235617965513261168e-02,6.229342032332095824e-01,1.453161292685307276e-02,-3.701703979706771896e-01
1.571914382876575367e+01,2.484538614215591606e-02,6.214036138330193415e-01,1.462714273705522511e-02,-3.949592439043938530e-01
1.572314462892578568e+01,2.732827086274216763e-02,6.197739961093011729e-01,1.471883578421495815e-02,-4.196739584322359273e-01
1.572714542908581770e+01,2.980443826146555661e-02,6.180456548532630157e-01,1.480665177440365632e-02,-4.443104482529364185e-01
1.573114622924584971e+01,3.227349403902612240e-02,6.162189111490176119e-01,1.489055260046909419e-02,-4.688646396066284971e-01
1.573514702940588172e+01,3.473504505410020260e-02,6.142941024797105021e-01,1.497050233681774221e-02,-4.933324775013922525e-01
1.573914782956591374e+01,3.718869963222783126e-02,6.122715824132755058e-01,1.504646730459834915e-02,-5.177099290308980750e-01
1.574314862972594575e+01,3.963406762704935887e-02,6.101517205306992153e-01,1.511841609085800599e-02,-5.419929841873715182e-01
1.574714942988597777e+01,4.207076042030545582e-02,6.079349024260215506e-01,1.518631954854213380e-02,-5.661776560428716243e-01
1.575115023004600978e+01,4.449839094207618667e-02,6.056215296697582406e-01,1.525015080369651610e-02,-5.902599811297624122e-01
1.575515103020604180e+01,4.691657376514073163e-02,6.032120195626413661e-01,1.530988533203985792e-02,-6.142360206083300467e-01
1.575915183036607381e+01,4.932492497928076675e-02,6.007068053378854522e-01,1.536550094193788428e-02,-6.381018591691619557e-01
1.576315263052610582e+01,5.172306253446352919e-02,5.981063357022698979e-01,1.541697781843585392e-02,-6.618536086144715114e-01
1.576715343068613784e+01,5.411060629723930121e-02,5.954110747490928279e-01,1.546429853566647951e-02,-6.854874085665416672e-01
1.577115423084616985e+01,5.648717805074147252e-02,5.926215019581706489e-01,1.550744805684993108e-02,-7.089994265988338595e-01
1.577515503100620187e+01,5.885240149575330509e-02,5.897381121935698634e-01,1.554641373444883186e-02,-7.323858583687186119e-01
1.577915583116623388e+01,6.120590237627069469e-02,5.867614153788019982e-01,1.558118534621591618e-02,-7.556429289959558648e-01
1.578315663132626590e+01,6.354730831937076274e-02,5.836919367168817985e-01,1.561175511526460141e-02,-7.787668916064507396e-01
1.578715743148629791e+01,6.587624908701401882e-02,5.805302163363246226e-01,1.563811770068278956e-02,-8.017540298982598346e-01
1.579115823164632992e+01,6.819235675029253207e-02,5.772768089649265022e-01,1.566027021044034268e-02,-8.246006599486831457e-01
1.579515903180636194e+01,7.049526568942990346e-02,5.739322839297636980e-01,1.567821220138908289e-02,-8.473031302840267065e-01
1.579915983196639395e+01,7.278461259378130044e-02,5.704972251571927000e-01,1.569194567926279066e-02,-8.698578219384380805e-01
1.580316063212642597e+01,7.506003648606106304e-02,5.669722311064894216e-01,1.570147509803097516e-02,-8.922611487376455042e-01
1.580716143228645798e+01,7.732117883009914650e-02,5.633579143444210624e-01,1.570680737228380419e-02,-9.145095583929193639e-01
1.581116223244648999e+01,7.956768333847565045e-02,5.596549020246444073e-01,1.570795189212501053e-02,-9.365995306564296463e-01
1.581516303260652201e+01,8.179919635457180704e-02,5.558638351140953171e-01,1.570492048519550946e-02,-9.585275810426536758e-01
1.581916383276655402e+01,8.401536691879732399e-02,5.519853682369127990e-01,1.569772741218353196e-02,-9.802902614674838810e-01
1.582316463292658604e+01,8.621584676859042617e-02,5.480201696744394502e-01,1.568638936682462820e-02,-1.001884160229138176e+00
1.582716543308661805e+01,8.840029033841784178e-02,5.439689213652216804e-01,1.567092547590163629e-02,-1.023305901974605581e+00
1.583116623324665007e+01,9.056835478818374419e-02,5.398323188119074079e-01,1.565135729128521586e-02,-1.044552147919383778e+00
1.583516703340668208e+01,9.271970010402957874e-02,5.356110705826940821e-01,1.562770875366297635e-02,-1.065619596717549689e+00
1.583916783356671409e+01,9.485398888997798039e-02,5.313058989469618965e-01,1.560000624772900704e-02,-1.086504982404267405e+00
1.584316863372674611e+01,9.697088676084177072e-02,5.269175389240511320e-01,1.556827850726576722e-02,-1.107205078041491708e+00
1.584716943388677812e+01,9.907006240401669550e-02,5.224467381093127472e-01,1.553255659914635524e-02,-1.127716696181452649e+00
1.585117023404681014e+01,1.011511875794813553e-01,5.178942566741092657e-01,1.549287392333452244e-02,-1.148036688721810528e+00
1.585517103420684215e+01,1.032139371197972888e-01,5.132608673658137777e-01,1.544926621288466792e-02,-1.168161946737772849e+00
1.585917183436687417e+01,1.052579889356216047e-01,5.085473554876801527e-01,1.540177153088316715e-02,-1.188089400339473745e+00
1.586317263452690618e+01,1.072830241562934273e-01,5.037545182524473253e-01,1.535043016755361506e-02,-1.207816019704085253e+00
1.586717343468693819e+01,1.092887268794321826e-01,4.988831655046520597e-01,1.529528473846025055e-02,-1.227338812483851793e+00
1.587117423484697021e+01,1.112747844843246792e-01,4.939341189465940030e-01,1.523638007337008854e-02,-1.246654826468689192e+00
1.587517503500700222e+01,1.132408877789483903e-01,4.889082116698848512e-01,1.517376314682261119e-02,-1.265761150620374087e+00
1.587917583516703424e+01,1.151867309999714123e-01,4.838062881554481831e-01,1.510748307812976102e-02,-1.284654914704213668e+00
1.588317663532706625e+01,1.171120118127525755e-01,4.786292042735198482e-01,1.503759113137595298e-02,-1.303333288873250728e+00
1.588717743548709826e+01,1.190164313113413058e-01,4.733778272836475232e-01,1.496414071541806237e-02,-1.321793483198869135e+00
1.589117823564713028e+01,1.208996940756451588e-01,4.680530355772379303e-01,1.488718732499715730e-02,-1.340032747632384336e+00
1.589517903580716229e+01,1.227615081735286273e-01,4.626557183556331831e-01,1.480678843617669153e-02,-1.358048371303482771e+00
1.589917983596719431e+01,1.246015850487741800e-01,4.571867762597567886e-01,1.472300364807909573e-02,-1.375837680910985350e+00
1.590318063612722632e+01,1.264196398838721425e-01,4.516471201822849224e-01,1.463589444548822963e-02,-1.393398043233624373e+00
1.590718143628725834e+01,1.282153916200382548e-01,4.460376711924722293e-01,1.454552418290837833e-02,-1.410726864430897232e+00
1.591118223644729035e+01,1.299885629572135881e-01,4.403593605361519336e-01,1.445195808456424189e-02,-1.427821589046353923e+00
1.591518303660732236e+01,1.317388803540646414e-01,4.346131296357358953e-01,1.435526324440093877e-02,-1.444679698872668672e+00
1.591918383676735438e+01,1.334660740279832725e-01,4.287999300902144428e-01,1.425550862608401283e-02,-1.461298711656984661e+00
1.592318463692738639e+01,1.351698780476337791e-01,4.229207232438315089e-01,1.415276490438224614e-02,-1.477676180351653823e+00
1.592718543708741841e+01,1.368500301951709464e-01,4.169764804179313389e-01,1.404710448458881128e-02,-1.493809690093030884e+00
1.593118623724745042e+01,1.385062720705562411e-01,4.109681828598700792e-01,1.393860152910627800e-02,-1.509696857311280338e+00
1.593518703740748066e+01,1.401383493318044127e-01,4.048968209699466136e-01,1.382733171930230348e-02,-1.525335329584635025e+00
1.593918783756751267e+01,1.417460116955125138e-01,3.987633942994374125e-01,1.371337225486049874e-02,-1.540722783072322022e+00
1.594318863772754469e+01,1.433290129368555710e-01,3.925689115506125759e-01,1.359680185378072358e-02,-1.555856919551845019e+00
1.594718943788757670e+01,1.448871108895894988e-01,3.863143905767252306e-01,1.347770075237888880e-02,-1.570735463000927812e+00
1.595119023804760872e+01,1.464200674479958497e-01,3.800008583804823648e-01,1.335615070192257454e-02,-1.585356155664675581e+00
1.595519103820764073e+01,1.479276486638129440e-01,3.736293510021166386e-01,1.323223471383256668e-02,-1.599716754181954359e+00
1.595919183836767274e+01,1.494096245530976141e-01,3.672009135925871637e-01,1.310603723573930228e-02,-1.613815022576944092e+00
1.596319263852770476e+01,1.508657693307804970e-01,3.607166003138846944e-01,1.297764400593701475e-02,-1.627648728290260527e+00
1.596719343868773677e+01,1.522958615471953214e-01,3.541774742523315367e-01,1.284714187408406323e-02,-1.641215636231344144e+00
1.597119423884776879e+01,1.536996840880787973e-01,3.475846074185813261e-01,1.271461880120293778e-02,-1.654513500530811365e+00
1.597519503900780080e+01,1.550770241745708378e-01,3.409390807476191387e-01,1.258016385968025591e-02,-1.667540054965385599e+00
1.597919583916783282e+01,1.564276733632143368e-01,3.342419840987614355e-01,1.244386723326676436e-02,-1.680293001837621203e+00
1.598319663932786483e+01,1.577514275627579510e-01,3.274944164330300111e-01,1.230582018456525921e-02,-1.692769999201243047e+00
1.598719743948789684e+01,1.590480871088534587e-01,3.206974870175260395e-01,1.216611477186103386e-02,-1.704968646377518882e+00
1.599119823964792886e+01,1.603174565904593452e-01,3.138523136025355154e-01,1.202484412434120555e-02,-1.716886464988638616e+00
1.599519903980796087e+01,1.615593451674710301e-01,3.069600246816093225e-01,1.188210213249776478e-02,-1.728520881664701303e+00
1.599919983996799289e+01,1.627735666305217821e-01,3.000217600196564138e-01,1.173798336309972955e-02,-1.739869205093803606e+00
1.600320064012802490e+01,1.639599394009827182e-01,2.930386706529439778e-01,1.159258305919315911e-02,-1.750928598789171176e+00
1.600720144028805692e+01,1.651182865309628323e-01,2.860119188890973829e-01,1.144599714010114018e-02,-1.761696049538779674e+00
1.601120224044808893e+01,1.662484357033089666e-01,2.789426783071002891e-01,1.129832220142380078e-02,-1.772168330898712174e+00
1.601520304060812094e+01,1.673502193436632868e-01,2.718321368840445063e-01,1.114965536266743912e-02,-1.782341962183717099e+00
1.601920384076815296e+01,1.684234745546014655e-01,2.646814965952551391e-01,1.100009419752001269e-02,-1.792213159133425826e+00
1.602320464092818497e+01,1.694680431729048697e-01,2.574919728021741183e-01,1.084973681352980474e-02,-1.801777778626947102e+00
1.602720544108821699e+01,1.704837721055617039e-01,2.502648017759518950e-01,1.069868156034579389e-02,-1.811031258195489491e+00
1.603120624124824900e+01,1.714705133332344866e-01,2.430012407828723020e-01,1.054702702606718709e-02,-1.819968542991288185e+00
1.603520704140828101e+01,1.724281239102599395e-01,2.357025680843527204e-01,1.039487203724343174e-02,-1.828584002724624069e+00
1.603920784156831303e+01,1.733564659646490980e-01,2.283700829369439966e-01,1.024231565887420183e-02,-1.836871337750694000e+00
1.604320864172834504e+01,1.742554068246801868e-01,2.210051097988147972e-01,1.008945712476128249e-02,-1.844823475180924932e+00
1.604720944188837706e+01,1.751248192514364976e-01,2.136090073835523739e-01,9.936395652598763867e-03,-1.852432454593172295e+00
1.605121024204840907e+01,1.759645811809822935e-01,2.061831586419572704e-01,9.783230612847410371e-03,-1.859689295574132650e+00
1.605521104220844109e+01,1.767745764742792991e-01,1.987289928760019864e-01,9.630061211117410536e-03,-1.866583866857057128e+00
1.605921184236847310e+01,1.775546949730121005e-01,1.912479874874197239e-01,9.476986461302157674e-03,-1.873104737840097345e+00
1.606321264252850511e+01,1.783048324995881451e-01,1.837416679777042761e-01,9.324105185578256821e-03,-1.879239023013664855e+00
1.606721344268853713e+01,1.790248908571378805e-01,1.762116079481100828e-01,9.171516014405522998e-03,-1.884972224732961443e+00
1.607121424284856914e+01,1.797147781635989872e-01,1.686594385682977648e-01,9.019317299535190707e-03,-1.890288086303368642e+00
1.607521504300860116e+01,1.803744093734154785e-01,1.610868672246635047e-01,8.867606991209390707e-03,-1.895168465275159031e+00
1.607921584316863317e+01,1.810037060238330608e-01,1.534956675753233191e-01,8.716482724290597339e-03,-1.899593225150813414e+00
1.608321664332866519e+01,1.816025974656808317e-01,1.458877089950013084e-01,8.566041497336723820e-03,-1.903540198067325884e+00
1.608721744348869720e+01,1.821710209180344153e-01,1.382649579938889095e-01,8.416379658235773054e-03,-1.906985205160439456e+00
1.609121824364872921e+01,1.827089214682158236e-01,1.306294782176448122e-01,8.267592904205844570e-03,-1.909902177869426732e+00
1.609521904380876123e+01,1.832162521025668678e-01,1.229834304278694807e-01,8.119776274110288711e-03,-1.912263414883083934e+00
1.609921984396879324e+01,1.836929750443932474e-01,1.153290864621540485e-01,7.973023895605346051e-03,-1.914040029523407460e+00
1.610322064412882526e+01,1.841390616580113604e-01,1.076688580358190206e-01,7.827429183023029355e-03,-1.915202604238129602e+00
1.610722144428885727e+01,1.845544933607841664e-01,1.000052649768908841e-01,7.683084460661200772e-03,-1.915722080658831761e+00
1.611122224444888928e+01,1.849392622321362478e-01,9.234092822778859622e-02,7.540080776647337807e-03,-1.915570923138258053e+00
1.611522304460892130e+01,1.852933710135538925e-01,8.467856984532357023e-02,7.398507902938523777e-03,-1.914724555773676951e+00
1.611922384476895331e+01,1.856168331085849832e-01,7.702101300069971734e-02,7.258454335321453017e-03,-1.913163054350934811e+00
1.612322464492898533e+01,1.859096729774922518e-01,6.937116136714072123e-02,7.120007190307698665e-03,-1.910873021915837411e+00
1.612722544508901734e+01,1.861719276051345406e-01,6.173194422671194476e-02,6.983251868472172864e-03,-1.907849528202147704e+00
1.613122624524904936e+01,1.864036454588398894e-01,5.410629135632114006e-02,6.848272009936685022e-03,-1.904097958991111783e+00
1.613522704540908137e+01,1.866048864741062796e-01,4.649706880922474528e-02,6.715149274380933023e-03,-1.899635565284534922e+00
1.613922784556911338e+01,1.867757220004481189e-01,3.890706958590633285e-02,6.583963314683069501e-03,-1.894492553714350214e+00
1.614322864572914540e+01,1.869162343686304462e-01,3.133893915870525348e-02,6.454791600963174711e-03,-1.888712409464724740e+00
1.614722944588917741e+01,1.870265162402632297e-01,2.379512549592938467e-02,6.327709297322932705e-03,-1.882351356374713847e+00
1.615123024604920943e+01,1.871066689965331376e-01,1.627780890684022569e-02,6.202789079976261076e-03,-1.875476832038367903e+00
1.615523104620924144e+01,1.871568025592672824e-01,8.788892313971828976e-03,6.080100717330222740e-03,-1.868165119518428563e+00
1.615923184636927346e+01,1.871770341052580999e-01,1.329969466865379979e-03,5.959711521374186360e-03,-1.860498197049794689e+00
1.616323264652930547e+01,1.871674861336045104e-01,-6.097709134450624013e-03,5.841668562093099010e-03,-1.852560077425891905e+00
