S,theta
3.989294445212744478e+01,9.127466163134148047e-01
3.996097116365608315e+01,9.123437916050625152e-01
4.002911387648633479e+01,9.119385690630412711e-01
4.009737278842727903e+01,9.115309543069990417e-01
4.016574809762533249e+01,9.111209531327131295e-01
4.023424000256476063e+01,9.107085715131724157e-01
4.030284870206833148e+01,9.102938155996296299e-01
4.037157439529782721e+01,9.098766917226306372e-01
4.044041728175464812e+01,9.094572063930158601e-01
4.050937756128039524e+01,9.090353663028942766e-01
4.057845543405744593e+01,9.086111783265896635e-01
4.064765110060949382e+01,9.081846495215588622e-01
4.071696476180230206e+01,9.077557871292791791e-01
4.078639661884400880e+01,9.073245985761093646e-01
4.085594687328593011e+01,9.068910914741167284e-01
4.092561572702305739e+01,9.064552736218762785e-01
4.099540338229466130e+01,9.060171530052369970e-01
4.106531004168487442e+01,9.055767377980563637e-01
4.113533590812329521e+01,9.051340363629030161e-01
4.120548118488554934e+01,9.046890572517265472e-01
4.127574607559390074e+01,9.042418092064922197e-01
4.134613078421783428e+01,9.037923011597835954e-01
4.141663551507465968e+01,9.033405422353688596e-01
4.148726047283008711e+01,9.028865417487333955e-01
4.155800586249881690e+01,9.024303092075757204e-01
4.162887188944517192e+01,9.019718543122674514e-01
4.169985875938364472e+01,9.015111869562768554e-01
4.177096667837954413e+01,9.010483172265550955e-01
4.184219585284954235e+01,9.005832554038848414e-01
4.191354648956232154e+01,9.001160119631906875e-01
4.198501879563909256e+01,8.996465975738112686e-01
4.205661297855439784e+01,8.991750230997305193e-01
4.212832924613642405e+01,8.987012995997738507e-01
4.220016780656782629e+01,8.982254383277584742e-01
4.227212886838622552e+01,8.977474507326086428e-01
4.234421264048487643e+01,8.972673484584258174e-01
4.241641933211322879e+01,8.967851433445215292e-01
4.248874915287755272e+01,8.963008474254050562e-01
4.256120231274155685e+01,8.958144729307316867e-01
4.263377902202696390e+01,8.953260322852076847e-01
4.270647949141417143e+01,8.948355381084517335e-01
4.277930393194280612e+01,8.943430032148157460e-01
4.285225255501239872e+01,8.938484406131587123e-01
4.292532557238293833e+01,8.933518635065802460e-01
4.299852319617553320e+01,8.928532852921078344e-01
4.307184563887298623e+01,8.923527195603411233e-01
4.314529311332045580e+01,8.918501800950504599e-01
4.321886583272603133e+01,8.913456808727318048e-01
4.329256401066133719e+01,8.908392360621156802e-01
4.336638786106231436e+01,8.903308600236300441e-01
4.344033759822959695e+01,8.898205673088201983e-01
4.351441343682927254e+01,8.893083726597201810e-01
4.358861559189349322e+01,8.887942910081793046e-01
4.366294427882110085e+01,8.882783374751432870e-01
4.373739971337823107e+01,8.877605273698878641e-01
4.381198211169895274e+01,8.872408761892058848e-01
4.388669169028588612e+01,8.867193996165502190e-01
4.396152866601085663e+01,8.861961135211263718e-01
4.403649325611549870e+01,8.856710339569416890e-01
4.411158567821188115e+01,8.851441771618059340e-01
4.418680615028316794e+01,8.846155595562851248e-01
4.426215489068423636e+01,8.840851977426096298e-01
4.433763211814228811e+01,8.835531085035341903e-01
4.441323805175752426e+01,8.830193088011516478e-01
4.448897291100376350e+01,8.824838157756592638e-01
4.456483691572906025e+01,8.819466467440794100e-01
4.464083028615638682e+01,8.814078191989319633e-01
4.471695324288418050e+01,8.808673508068618485e-01
4.479320600688719622e+01,8.803252594072173975e-01
4.486958879951686185e+01,8.797815630105856322e-01
4.494610184250210239e+01,8.792362797972785859e-01
4.502274535794995813e+01,8.786894281157742181e-01
4.509951956834618869e+01,8.781410264811120303e-01
4.517642469655596216e+01,8.775910935732424978e-01
4.525346096582447331e+01,8.770396482353299827e-01
4.533062859977761860e+01,8.764867094720119045e-01
4.540792782242260728e+01,8.759322964476123907e-01
4.548535885814863633e+01,8.753764284843106314e-01
4.556292193172755844e+01,8.748191250602646019e-01
4.564061726831448595e+01,8.742604058076921536e-01
4.571844509344848717e+01,8.737002905109061413e-01
4.579640563305324008e+01,8.731387991043079166e-01
4.587449911343764342e+01,8.725759516703368579e-01
4.595272576129653430e+01,8.720117684373767108e-01
4.603108580371129932e+01,8.714462697776210742e-01
4.610957946815055664e+01,8.708794762048961413e-01
4.618820698247076706e+01,8.703114083724420302e-01
4.626696857491707249e+01,8.697420870706523699e-01
4.634586447412370092e+01,8.691715332247763603e-01
4.642489490911478356e+01,8.685997678925778676e-01
4.650406010930500145e+01,8.680268122619562154e-01
4.658336030450023912e+01,8.674526876485288973e-01
4.666279572489823835e+01,8.668774154931748743e-01
4.674236660108931574e+01,8.663010173595409036e-01
4.682207316405695963e+01,8.657235149315106737e-01
4.690191564517856904e+01,8.651449300106374141e-01
4.698189427622607184e+01,8.645652845135410880e-01
4.706200928936663530e+01,8.639846004692693926e-01
4.714226091716331979e+01,8.634029000166262291e-01
4.722264939257576799e+01,8.628202054014644240e-01
4.730317494896085861e+01,8.622365389739465869e-01
4.738383782007340272e+01,8.616519231857727723e-01
4.746463824006681875e+01,8.610663805873783883e-01
4.754557644349382173e+01,8.604799338250984642e-01
4.762665266530707697e+01,8.598926056383043859e-01
4.770786714085986091e+01,8.593044188565107655e-01
4.778922010590691372e+01,8.587153963964513359e-01
4.787071179660486564e+01,8.581255612591327520e-01
4.795234244951308256e+01,8.575349365268556401e-01
4.803411230159432677e+01,8.569435453602132213e-01
4.811602159021542491e+01,8.563514109950639552e-01
4.819807055314799271e+01,8.557585567394798698e-01
4.828025942856907449e+01,8.551650059706715767e-01
4.836258845506188209e+01,8.545707821318908604e-01
4.844505787161645571e+01,8.539759087293117279e-01
4.852766791763037446e+01,8.533804093288910320e-01
4.861041883290943844e+01,8.527843075532099970e-01
4.869331085766837930e+01,8.521876270782946516e-01
4.877634423253154949e+01,8.515903916304212729e-01
4.885951919853361858e+01,8.509926249829040668e-01
4.894283599712027666e+01,8.503943509528661959e-01
4.902629487014894494e+01,8.497955933979964849e-01
4.910989605988945073e+01,8.491963762132928029e-01
4.919363980902470956e+01,8.485967233277916799e-01
4.927752636065160630e+01,8.479966587012855994e-01
4.936155595828142850e+01,8.473962063210318529e-01
4.944572884584074757e+01,8.467953901984479614e-01
4.953004526767207949e+01,8.461942343658017673e-01
4.961450546853460963e+01,8.455927628728900913e-01
4.969910969360489617e+01,8.449909997837138365e-01
4.978385818847757349e+01,8.443889691731449876e-01
4.986875119916608412e+01,8.437866951235906132e-01
4.995378897210335367e+01,8.431842017216508722e-01
5.003897175414256537e+01,8.425815130547771314e-01
5.012429979255782797e+01,8.419786532079257535e-01
5.020977333504490048e+01,8.413756462602132169e-01
5.029539262972194535e+01,8.407725162815702369e-01
5.038115792513020352e+01,8.401692873293986619e-01
5.046706947023474044e+01,8.395659834452294801e-01
5.055312751442517083e+01,8.389626286513852671e-01
5.063933230751637637e+01,8.383592469476472964e-01
5.072568409974921622e+01,8.377558623079272015e-01
5.081218314179123752e+01,8.371524986769465215e-01
5.089882968473757785e+01,8.365491799669217965e-01
5.098562398011139152e+01,8.359459300542626536e-01
5.107256627986480169e+01,8.353427727762736676e-01
5.115965683637954697e+01,8.347397319278718752e-01
5.124689590246776305e+01,8.341368312583130606e-01
5.133428373137267187e+01,8.335340944679319186e-01
5.142182057676933482e+01,8.329315452048959845e-01
5.150950669276539173e+01,8.323292070619733307e-01
5.159734233390179270e+01,8.317271035733169171e-01
5.168532775515353705e+01,8.311252582112650389e-01
5.177346321193042655e+01,8.305236943831592056e-01
5.186174896007777591e+01,8.299224354281808935e-01
5.195018525587719438e+01,8.293215046142075053e-01
5.203877235604729634e+01,8.287209251346888683e-01
5.212751051774447575e+01,8.281207201055451605e-01
5.221639999856363090e+01,8.275209125620865969e-01
5.230544105653891052e+01,8.269215254559567629e-01
5.239463395014448110e+01,8.263225816520994860e-01
5.248397893829520910e+01,8.257241039257516846e-01
5.257347628034764142e+01,8.251261149594588673e-01
5.266312623610041754e+01,8.245286373401221613e-01
5.275292906579525010e+01,8.239316935560689892e-01
5.284288503011761406e+01,8.233353059941522778e-01
5.293299439019753549e+01,8.227394969368806432e-01
5.302325740761030914e+01,8.221442885595764416e-01
5.311367434437728718e+01,8.215497029275656837e-01
5.320424546296661816e+01,8.209557619933990358e-01
5.329497102629402150e+01,8.203624875941040173e-01
5.338585129772356908e+01,8.197699014484722824e-01
5.347688654106839579e+01,8.191780251543772096e-01
5.356807702059153087e+01,8.185868801861289068e-01
5.365942300100660844e+01,8.179964878918624116e-01
5.375092474747867755e+01,8.174068694909615296e-01
5.384258252562494818e+01,8.168180460715199764e-01
5.393439660151556581e+01,8.162300385878380471e-01
5.402636724167438587e+01,8.156428678579578095e-01
5.411849471307971271e+01,8.150565545612357132e-01
5.421077928316525885e+01,8.144711192359528340e-01
5.430322121982060679e+01,8.138865822769688618e-01
5.439582079139220383e+01,8.133029639334088401e-01
5.448857826668411519e+01,8.127202843063962012e-01
5.458149391495875591e+01,8.121385633468225507e-01
5.467456800593770083e+01,8.115578208531615267e-01
5.476780080980245913e+01,8.109780764693224064e-01
5.486119259719527719e+01,8.103993496825458998e-01
5.495474363921989891e+01,8.098216598213441308e-01
5.504845420744234730e+01,8.092450260534819195e-01
5.514232457389176290e+01,8.086694673840014724e-01
5.523635501106113566e+01,8.080950026532919273e-01
5.533054579190811495e+01,8.075216505352014185e-01
5.542489718985581959e+01,8.069494295351943292e-01
5.551940947879361943e+01,8.063783579885530628e-01
5.561408293307791695e+01,8.058084540586252231e-01
5.570891782753295729e+01,8.052397357351143148e-01
5.580391443745164537e+01,8.046722208324170733e-01
5.589907303859623511e+01,8.041059269880076465e-01
5.599439390719940945e+01,8.035408716608636315e-01
5.608987731996472093e+01,8.029770721299431813e-01
5.618552355406762189e+01,8.024145454927043009e-01
5.628133288715621063e+01,8.018533086636724372e-01
5.637730559735202718e+01,8.012933783730540327e-01
5.647344196325090593e+01,8.007347711653962641e-01
5.656974226392371463e+01,8.001775033982936325e-01
5.666620677891722835e+01,7.996215912411417381e-01
5.676283578825489684e+01,7.990670506739364631e-01
5.685962957243769011e+01,7.985138974861221151e-01
5.695658841244488002e+01,7.979621472754834244e-01
5.705371258973489290e+01,7.974118154470869468e-01
5.715100238624609119e+01,7.968629172122674298e-01
5.724845808439760475e+01,7.963154675876621402e-01
5.734607996709018352e+01,7.957694813942899348e-01
5.744386831770694357e+01,7.952249732566798457e-01
5.754182342011426954e+01,7.946819576020421882e-01
5.763994555866258906e+01,7.941404486594902945e-01
5.773823501818716863e+01,7.936004604593041023e-01
5.783669208400912964e+01,7.930620068322431493e-01
5.793531704193599552e+01,7.925251014089037538e-01
5.803411017826268647e+01,7.919897576191226030e-01
5.813307177977234375e+01,7.914559886914245279e-01
5.823220213373711118e+01,7.909238076525173522e-01
5.833150152791903764e+01,7.903932273268300390e-01
5.843097025057083727e+01,7.898642603360974679e-01
5.853060859043677766e+01,7.893369190989870665e-01
5.863041683675350413e+01,7.888112158307729604e-01
5.873039527925087810e+01,7.882871625430506457e-01
5.883054420815280849e+01,7.877647710434987349e-01
5.893086391417810432e+01,7.872440529356805605e-01
5.903135468854133450e+01,7.867250196188917410e-01
5.913201682295363071e+01,7.862076822880484928e-01
5.923285060962357562e+01,7.856920519336187958e-01
5.933385634125804131e+01,7.851781393415961929e-01
5.943503431106300638e+01,7.846659550935132232e-01
5.953638481274440153e+01,7.841555095664984876e-01
5.963790814050916822e+01,7.836468129333717947e-01
5.973960458906574189e+01,7.831398751627821619e-01
5.984147445362518170e+01,7.826347060193834526e-01
5.994351802990194500e+01,7.821313150640519796e-01
6.004573561411474714e+01,7.816297116541395251e-01
6.014812750298743538e+01,7.811299049437685493e-01
6.025069399374982737e+01,7.806319038841634805e-01
6.035343538413859221e+01,7.801357172240195315e-01
6.045635197239811021e+01,7.796413535099102621e-01
6.055944405728133262e+01,7.791488210867285602e-01
6.066271193805065565e+01,7.786581280981681452e-01
6.076615591447879439e+01,7.781692824872363801e-01
6.086977628684963548e+01,7.776822919968054970e-01
6.097357335595912531e+01,7.771971641701954647e-01
6.107754742311613683e+01,7.767139063517941588e-01
6.118169879014333645e+01,7.762325256877073976e-01
6.128602775937807934e+01,7.757530291264453925e-01
6.139053463367326913e+01,7.752754234196389538e-01
6.149521971639818929e+01,7.747997151227891122e-01
6.160008331143961158e+01,7.743259105960470512e-01
6.170512572320232891e+01,7.738540160050262351e-01
6.181034725661027807e+01,7.733840373216420705e-01
6.191574821710734966e+01,7.729159803249849858e-01
6.202132891065830478e+01,7.724498506022183797e-01
6.212708964374962051e+01,7.719856535495078775e-01
6.223303072339044206e+01,7.715233943729777888e-01
6.233915245711339281e+01,7.710630780896939873e-01
6.244545515297554061e+01,7.706047095286748805e-01
6.255193911955925046e+01,7.701482933319269142e-01
6.265860466597310108e+01,7.696938339555073894e-01
6.276545210185275891e+01,7.692413356706105931e-01
6.287248173736189472e+01,7.687908025646789101e-01
6.297969388319309303e+01,7.683422385425383583e-01
6.308708885056872617e+01,7.678956473275559969e-01
6.319466695124187794e+01,7.674510324628205371e-01
6.330242849749724598e+01,7.670083973123454912e-01
6.341037380215204422e+01,7.665677450622930822e-01
6.351850317855684125e+01,7.661290787222185816e-01
6.362681694059673987e+01,7.656924011263350760e-01
6.373531540269190998e+01,7.652577149347986607e-01
6.384399887979871835e+01,7.648250226350125081e-01
6.395286768741061678e+01,7.643943265429474776e-01
6.406192214155906584e+01,7.639656288044829324e-01
6.417116255881438747e+01,7.635389313967643199e-01
6.428058925628678821e+01,7.631142361295755183e-01
6.439020255162716921e+01,7.626915446467306126e-01
6.450000276302813518e+01,7.622708584274777710e-01
6.460999020922486125e+01,7.618521787879213303e-01
6.472016520949603091e+01,7.614355068824549821e-01
6.483052808366481656e+01,7.610208437052117247e-01
6.494107915209973214e+01,7.606081900915251381e-01
6.505181873571557105e+01,7.601975467194046487e-01
6.516274715597440093e+01,7.597889141110215627e-01
6.527386473488645890e+01,7.593822926342082003e-01
6.538517179501104692e+01,7.589776825039671326e-01
6.549666865945752647e+01,7.585750837839911886e-01
6.560835565188617124e+01,7.581744963881935639e-01
6.572023309650937506e+01,7.577759200822468122e-01
6.583230131809217767e+01,7.573793544851320503e-01
6.594456064195348688e+01,7.569847990706953800e-01
6.605701139396695964e+01,7.565922531692120812e-01
6.616965390056192575e+01,7.562017159689599088e-01
6.628248848872438259e+01,7.558131865177963871e-01
6.639551548599789044e+01,7.554266637247456506e-01
6.650873522048456721e+01,7.550421463615888396e-01
6.662214802084599796e+01,7.546596330644603778e-01
6.673575421630422966e+01,7.542791223354509134e-01
6.684955413664269486e+01,7.539006125442118122e-01
6.696354811220719228e+01,7.535241019295653153e-01
6.707773647390683891e+01,7.531495886011190244e-01
6.719211955321502217e+01,7.527770705408808327e-01
6.730669768217038040e+01,7.524065456048792955e-01
6.742147119337772665e+01,7.520380115247842223e-01
6.753644042000908598e+01,7.516714659095294904e-01
6.765160569580450556e+01,7.513069062469381887e-01
6.776696735507336200e+01,7.509443299053460974e-01
6.788252573269491563e+01,7.505837341352290526e-01
6.799828116411951839e+01,7.502251160708272026e-01
6.811423398536955176e+01,7.498684727317711518e-01
6.823038453304039308e+01,7.495138010247057725e-01
6.834673314430139612e+01,7.491610977449132402e-01
6.846328015689687163e+01,7.488103595779359578e-01
6.858002590914703944e+01,7.484615831011955933e-01
6.869697073994905168e+01,7.481147647856105642e-01
6.881411498877797328e+01,7.477699009972113009e-01
6.893145899568770574e+01,7.474269879987525123e-01
6.904900310131208130e+01,7.470860219513204559e-01
6.916674764686574406e+01,7.467469989159402077e-01
6.928469297414521577e+01,7.464099148551737173e-01
6.940283942552983376e+01,7.460747656347188617e-01
6.952118734398280253e+01,7.457415470250001732e-01
6.963973707305213168e+01,7.454102547027554593e-01
6.975848895687168749e+01,7.450808842526188691e-01
6.987744334016207404e+01,7.447534311686954123e-01
6.999660056823192633e+01,7.444278908561321462e-01
7.011596098697852142e+01,7.441042586326820363e-01
7.023552494288904313e+01,7.437825297302613770e-01
7.035529278304147738e+01,7.434626992965018832e-01
7.047526485510572059e+01,7.431447623962930127e-01
7.059544150734446077e+01,7.428287140133200683e-01
7.071582308861431443e+01,7.425145490515929758e-01
7.083640994836672178e+01,7.422022623369679550e-01
7.095720243664908367e+01,7.418918486186620864e-01
7.107820090410564262e+01,7.415833025707574411e-01
7.119940570197863394e+01,7.412766187936994378e-01
7.132081718210919519e+01,7.409717918157849859e-01
7.144243569693847462e+01,7.406688160946421906e-01
7.156426159950856913e+01,7.403676860187009545e-01
7.168629524346363269e+01,7.400683959086554742e-01
7.180853698305084265e+01,7.397709400189149687e-01
7.193098717312146562e+01,7.394753125390474136e-01
7.205364616913186637e+01,7.391815075952117287e-01
7.217651432714446003e+01,7.388895192515814170e-01
7.229959200382904783e+01,7.385993415117559913e-01
7.242287955646345665e+01,7.383109683201652951e-01
7.254637734293477536e+01,7.380243935634601682e-01
7.267008572174040637e+01,7.377396110718953404e-01
7.279400505198907467e+01,7.374566146206992245e-01
7.291813569340182255e+01,7.371753979314348282e-01
7.304247800631317489e+01,7.368959546733490074e-01
7.316703235167204866e+01,7.366182784647097304e-01
7.329179909104288981e+01,7.363423628741339044e-01
7.341677858660669642e+01,7.360682014219031011e-01
7.354197120116204189e+01,7.357957875812669579e-01
7.366737729812619762e+01,7.355251147797363664e-01
7.379299724153611351e+01,7.352561764003648914e-01
7.391883139604952646e+01,7.349889657830179779e-01
7.404488012694598353e+01,7.347234762256307228e-01
7.417114380012792196e+01,7.344597009854539893e-01
7.429762278212173499e+01,7.341976332802874206e-01
7.442431744007873817e+01,7.339372662897030164e-01
7.455122814177657631e+01,7.336785931562526120e-01
7.467835525561979182e+01,7.334216069866688059e-01
7.480569915064121744e+01,7.331663008530475700e-01
7.493326019650299941e+01,7.329126677940231982e-01
7.506103876349760640e+01,7.326607008159295997e-01
7.518903522254895222e+01,7.324103928939484920e-01
7.531724994521349004e+01,7.321617369732456027e-01
7.544568330368123554e+01,7.319147259700953256e-01
7.557433567077686121e+01,7.316693527729924984e-01
7.570320741996083314e+01,7.314256102437510787e-01
7.583229892533042005e+01,7.311834912185916080e-01
7.596161056162084435e+01,7.309429885092146861e-01
7.609114270420629111e+01,7.307040949038636768e-01
7.622089572910108757e+01,7.304668031683735352e-01
7.635087001296074050e+01,7.302311060472077564e-01
7.648106593308304468e+01,7.299969962644823340e-01
7.661148386740916294e+01,7.297644665249792828e-01
7.674212419452473455e+01,7.295335095151436189e-01
7.687298729366092687e+01,7.293041179040720134e-01
7.700407354469577115e+01,7.290762843444860142e-01
7.713538332815488729e+01,7.288500014736953858e-01
7.726691702521283389e+01,7.286252619145465736e-01
7.739867501769417402e+01,7.284020582763601759e-01
7.753065768807454106e+01,7.281803831558552043e-01
7.766286541948183242e+01,7.279602291380624646e-01
7.779529859569720429e+01,7.277415887972242814e-01
7.792795760115629378e+01,7.275244546976810112e-01
7.806084282095028470e+01,7.273088193947483404e-01
7.819395464082700187e+01,7.270946754355791519e-01
7.832729344719207631e+01,7.268820153600157319e-01
7.846085962711008222e+01,7.266708317014278773e-01
7.859465356830556004e+01,7.264611169875401231e-01
7.872867565916428134e+01,7.262528637412459798e-01
7.886292628873424349e+01,7.260460644814119568e-01
7.899740584672692023e+01,7.258407117236675976e-01
7.913211472351828490e+01,7.256367979811837454e-01
7.926705331015001832e+01,7.254343157654417062e-01
7.940222199833051775e+01,7.252332575869868680e-01
7.953762118043640328e+01,7.250336159561727722e-01
7.967325124951312887e+01,7.248353833838937499e-01
7.980911259927646029e+01,7.246385523823049013e-01
7.994520562411354092e+01,7.244431154655311955e-01
8.008153071908405707e+01,7.242490651503646903e-01
8.021808827992133217e+01,7.240563939569510943e-01
8.035487870303350633e+01,7.238650944094644490e-01
8.049190238550472998e+01,7.236751590367700437e-01
8.062915972509622975e+01,7.234865803730776701e-01
8.076665112024751636e+01,7.232993509585836645e-01
8.090437697007754991e+01,7.231134633400981837e-01
8.104233767438586256e+01,7.229289100716684846e-01
8.118053363365375219e+01,7.227456837151847724e-01
8.131896524904540513e+01,7.225637768409791661e-01
8.145763292240913245e+01,7.223831820284121186e-01
8.159653705627842157e+01,7.222038918664498430e-01
8.173567805387324370e+01,7.220258989542289729e-01
8.187505631910110537e+01,7.218491959016136716e-01
8.201467225655818538e+01,7.216737753297389757e-01
8.215452627153089793e+01,7.214996298715470324e-01
8.229461876999643266e+01,7.213267521723114584e-01
8.243495015862441733e+01,7.211551348901523717e-01
8.257552084477791254e+01,7.209847706965396563e-01
8.271633123651463393e+01,7.208156522767892316e-01
8.285738174258811739e+01,7.206477723305473315e-01
8.299867277244894126e+01,7.204811235722655693e-01
8.314020473624586316e+01,7.203156987316661208e-01
8.328197804482708477e+01,7.201514905541985812e-01
8.342399310974136029e+01,7.199884918014860524e-01
8.356625034323921852e+01,7.198266952517617945e-01
8.370875015827422772e+01,7.196660937002973268e-01
8.385149296850407552e+01,7.195066799598219820e-01
8.399447918829187643e+01,7.193484468609312454e-01
8.413770923270730862e+01,7.191913872524877682e-01
8.428118351752783610e+01,7.190354940020134977e-01
8.442490245923994507e+01,7.188807599960718164e-01
8.456886647504020971e+01,7.187271781406425752e-01
8.471307598283688378e+01,7.185747413614864687e-01
8.485753140125063965e+01,7.184234426045033040e-01
8.500223314961600352e+01,7.182732748360797226e-01
8.514718164798263444e+01,7.181242310434297060e-01
8.529237731711644699e+01,7.179763042349267543e-01
8.543782057850083334e+01,7.178294874404274051e-01
8.558351185433794228e+01,7.176837737115873139e-01
8.572945156754987295e+01,7.175391561221690084e-01
8.587564014177991112e+01,7.173956277683416483e-01
8.602207800139372296e+01,7.172531817689735689e-01
8.616876557148064819e+01,7.171118112659164989e-01
8.631570327785487962e+01,7.169715094242826714e-01
8.646289154705674207e+01,7.168322694327142752e-01
8.661033080635388615e+01,7.166940845036454677e-01
8.675802148374258138e+01,7.165569478735569486e-01
8.690596400794889576e+01,7.164208528032236512e-01
8.705415880843001730e+01,7.162857925779548829e-01
8.720260631537541940e+01,7.161517605078283610e-01
8.735130695970806869e+01,7.160187499279158096e-01
8.750026117308604512e+01,7.158867541985030059e-01
8.764946938790320985e+01,7.157557667053026096e-01
8.779893203729086792e+01,7.156257808596599990e-01
8.794864955511889093e+01,7.154967900987534435e-01
8.809862237599701018e+01,7.153687878857866167e-01
8.824885093527606728e+01,7.152417677101752247e-01
8.839933566904929307e+01,7.151157230877283055e-01
8.855007701415351562e+01,7.149906475608215350e-01
8.870107540817052438e+01,7.148665346985652036e-01
8.885233128942824976e+01,7.147433780969671968e-01
8.900384509700208469e+01,7.146211713790876496e-01
8.915561727071614939e+01,7.144999081951906028e-01
8.930764825114455618e+01,7.143795822228867776e-01
8.945993847961271683e+01,7.142601871672737968e-01
8.961248839819857892e+01,7.141417167610681904e-01
8.976529844973397587e+01,7.140241647647332934e-01
8.991836907780582067e+01,7.139075249666013701e-01
9.007170072675748429e+01,7.137917911829906314e-01
9.022529384168994682e+01,7.136769572583155918e-01
9.037914886846343165e+01,7.135630170651945381e-01
9.053326625369824399e+01,7.134499645045496719e-01
9.068764644477630554e+01,7.133377935057042540e-01
9.084228988984247621e+01,7.132264980264724219e-01
9.099719703780577618e+01,7.131160720532463415e-01
9.115236833834075014e+01,7.130065096010775871e-01
9.130780424188870370e+01,7.128978047137530805e-01
9.146350519965908177e+01,7.127899514638678102e-01
9.161947166363071915e+01,7.126829439528923338e-01
9.177570408655321899e+01,7.125767763112351716e-01
9.193220292194818910e+01,7.124714426983023152e-01
9.208896862411060624e+01,7.123669373025500740e-01
9.224600164811012348e+01,7.122632543415365891e-01
9.240330244979240604e+01,7.121603880619660210e-01
9.256087148578043866e+01,7.120583327397314033e-01
9.271870921347584726e+01,7.119570826799517249e-01
9.287681609106023473e+01,7.118566322170047922e-01
9.303519257749641724e+01,7.117569757145583154e-01
9.319383913253011542e+01,7.116581075655944444e-01
9.335275621669077850e+01,7.115600221924327506e-01
9.351194429129323282e+01,7.114627140467471023e-01
9.367140381843893238e+01,7.113661776095827616e-01
9.383113526101737989e+01,7.112704073913647118e-01
9.399113908270734896e+01,7.111753979319075381e-01
9.415141574797833357e+01,7.110811438004180918e-01
9.431196572209185547e+01,7.109876395954971562e-01
9.447278947110278580e+01,7.108948799451363376e-01
9.463388746186075196e+01,7.108028595067126254e-01
9.479526016201145922e+01,7.107115729669795101e-01
9.495690803999805496e+01,7.106210150420543270e-01
9.511883156506250714e+01,7.105311804774039341e-01
9.528103120724692587e+01,7.104420640478257276e-01
9.544350743739497034e+01,7.103536605574271023e-01
9.560626072715318458e+01,7.102659648396010272e-01
9.576929154897239016e+01,7.101789717569999549e-01
9.593260037610903623e+01,7.100926762015051796e-01
9.609618768262649269e+01,7.100070730941956398e-01
9.626005394339681231e+01,7.099221573853119471e-01
9.642419963410152661e+01,7.098379240542196378e-01
9.658862523123339372e+01,7.097543681093687606e-01
9.675333121209770582e+01,7.096714845882512446e-01
9.691831805481368178e+01,7.095892685573558234e-01
9.708358623831584566e+01,7.095077151121210735e-01
9.724913624235541931e+01,7.094268193768848985e-01
9.741496854750168666e+01,7.093465765048332372e-01
9.758108363514344319e+01,7.092669816779457737e-01
9.774748198749033179e+01,7.091880301069390935e-01
9.791416408757430645e+01,7.091097170312077314e-01
9.808113041925099651e+01,7.090320377187653289e-01
9.824838146720109933e+01,7.089549874661796869e-01
9.841591771693181556e+01,7.088785615985099264e-01
9.858373965477825607e+01,7.088027554692388765e-01
9.875184776790483454e+01,7.087275644602050173e-01
9.892024254430668861e+01,7.086529839815320919e-01
9.908892447281111515e+01,7.085790094715566090e-01
9.925789404307886343e+01,7.085056363967547899e-01
9.942715174560598257e+01,7.084328602516662965e-01
9.959669807172461731e+01,7.083606765588172927e-01
9.976653351360484123e+01,7.082890808686412853e-01
9.993665856425602101e+01,7.082180687593987445e-01
1.001070737175281806e+02,7.081476358370957236e-01
1.002777794681134935e+02,7.080777777353990388e-01
1.004487763115477037e+02,7.080084901155530019e-01
1.006200647442115468e+02,7.079397686662910472e-01
1.007916452633322137e+02,7.078716091037500213e-01
1.009635183669847578e+02,7.078040071713793679e-01
1.011356845540936007e+02,7.077369586398514212e-01
1.013081443244339255e+02,7.076704593069702565e-01
1.014808981786331401e+02,7.076045049975776546e-01
1.016539466181723697e+02,7.075390915634597322e-01
1.018272901453878347e+02,7.074742148832515731e-01
1.020009292634723863e+02,7.074098708623398624e-01
1.021748644764769409e+02,7.073460554327675176e-01
1.023490962893118166e+02,7.072827645531329921e-01
1.025236252077486512e+02,7.072199942084915758e-01
1.026984517384211983e+02,7.071577404102549202e-01
1.028735763888272743e+02,7.070959991960895641e-01
1.030489996673300794e+02,7.070347666298139044e-01
1.032247220831596906e+02,7.069740388012952792e-01
1.034007441464145671e+02,7.069138118263460502e-01
1.035770663680629582e+02,7.068540818466177988e-01
1.037536892599444656e+02,7.067948450294957441e-01
1.039306133347714933e+02,7.067360975679928270e-01
1.041078391061307258e+02,7.066778356806413530e-01
1.042853670884846480e+02,7.066200556113853004e-01
1.044631977971729953e+02,7.065627536294714073e-01
1.046413317484143164e+02,7.065059260293400367e-01
1.048197694593073805e+02,7.064495691305148206e-01
1.049985114478327972e+02,7.063936792774920814e-01
1.051775582328543948e+02,7.063382528396292548e-01
1.053569103341208120e+02,7.062832862110337562e-01
1.055365682722669618e+02,7.062287758104497382e-01
1.057165325688154809e+02,7.061747180811460689e-01
1.058968037461786054e+02,7.061211094908023123e-01
1.060773823276591372e+02,7.060679465313950409e-01
1.062582688374522775e+02,7.060152257190841496e-01
1.064394638006471467e+02,7.059629435940971698e-01
1.066209677432282490e+02,7.059110967206152498e-01
1.068027811920770063e+02,7.058596816866569146e-01
1.069849046749733077e+02,7.058086951039628243e-01
1.071673387205970300e+02,7.057581336078797563e-01
1.073500838585295440e+02,7.057079938572432543e-01
1.075331406192553203e+02,7.056582725342621654e-01
