lr,bsz,D,N,L,L_noisy
1.219804596450151752e-03,4.336790632759741015e+02,7.232169411402672665e+01,7.464961928273330827e+00,6.525897024890722875e+00,6.523228770504562846e+00
1.244248063902836463e-03,5.354495485711492364e+01,7.237801862979189593e+00,8.695228579843283789e-01,9.867947250205565624e+00,9.867692680259004590e+00
1.655249150748326929e-03,1.156941519444485493e+02,3.851470149871010449e+02,1.265036676495054913e-01,1.271630628247847206e+01,1.271691522008701369e+01
1.287844450616368558e-04,6.728903007174099571e+01,1.384745828061775796e+02,5.290390338088284405e-01,9.373874326498080833e+00,9.375311994658497738e+00
1.591509669102366840e-04,1.675363722288916733e+03,1.255789770371116276e+01,3.997973741049854368e+00,1.136699342678732982e+01,1.136759699551618397e+01
3.009595145740927898e-03,2.217208488465145422e+02,9.339469714009394963e+00,3.271750281865997145e-01,1.204307677080664618e+01,1.204223705101961706e+01
3.081447496823349567e-03,2.450956110199416571e+02,1.667502071596139945e+00,8.511798685621506377e-02,1.826999389442274335e+01,1.827014242988553860e+01
1.792654418128218001e-04,6.781101597504222127e+02,2.289426913317754497e+00,4.311099254264821878e-01,1.579445343778732713e+01,1.579306558057155918e+01
3.389447717787609157e-03,4.768745515469614134e+02,1.062757956812571436e+01,2.212743641457020072e+00,9.854999928225540273e+00,9.852031102211920910e+00
7.941696913133938079e-03,4.214697793713201008e+02,2.279646933568427158e+01,6.397658921021028844e-01,1.081045850728567714e+01,1.080785600086063880e+01
7.902682160993233784e-03,3.941906563641240382e+02,5.019439571571304981e+01,1.105740122308453005e-01,1.373170591536038643e+01,1.373318466954333417e+01
1.326703219572580210e-03,1.487842168625976456e+02,5.461119804336978234e+01,4.302236556627008213e+00,6.835562124186147059e+00,6.837738908899004819e+00
1.950893951412235221e-04,5.692064795807519886e+02,4.990959293225121662e+00,8.782755265065624428e+00,9.680275868994309363e+00,9.679625997525107550e+00
3.629994557771046900e-03,1.937993768335693687e+02,3.529607411977721654e+00,8.385420048589056208e+00,8.879583396468072820e+00,8.879173584596580682e+00
1.078429189898001076e-03,1.007409578638871267e+03,4.633170904533277508e+02,1.766689037542199248e-01,1.200731292155818863e+01,1.200895173943919580e+01
6.453533766758613212e-03,1.572098073410410564e+02,2.360703554285139489e+02,1.162619522343738332e+00,8.023827246752787801e+00,8.023418110726906249e+00
1.195832060428459300e-03,3.204420201339706296e+02,5.558353398707062354e+01,1.835020883367403988e+00,7.950276524148369717e+00,7.959701913592282629e+00
2.645325955508037079e-04,5.919945537301205718e+01,2.966762534593457179e+00,3.341398525108250084e+00,9.171191228317599808e+00,9.171576912439460827e+00
1.719850554569967024e-04,6.197838026834178038e+01,1.684391273933823925e+02,8.787087249009117862e-02,1.404228934046785859e+01,1.404073108743380516e+01
1.116413989248389333e-04,4.789171918307699229e+02,1.592880878641886788e+01,1.897452298545421190e-01,1.345929025943765645e+01,1.345385785041429294e+01
6.099310388902366188e-03,6.124788327687007694e+01,8.136273067023633132e+01,2.265560575021751344e+00,7.592690115699972431e+00,7.593320601790530588e+00
6.985175274536117515e-03,1.669148216449724032e+03,3.049097348284152531e+02,2.177730855320879400e+00,8.568212319231784946e+00,8.571287353568399325e+00
1.543310363784853852e-04,1.188531885592109347e+02,4.302444841387139149e+02,1.083313923350198299e-01,1.364272405495037965e+01,1.364255506577509358e+01
2.310018123943841355e-03,3.601085773720354268e+02,4.593059962861762102e+00,4.948263532698197409e+00,9.697583621966098022e+00,9.701307149017315723e+00
3.893229132490594888e-04,1.805683721454024351e+02,8.229524862114176358e+02,1.152759286586649834e+00,7.930696326752187275e+00,7.928917214699680471e+00
5.592676381611661959e-03,5.232655927102025828e+01,9.304169699424859630e+01,2.112549483587417010e-01,1.125456178811736940e+01,1.125425845952278614e+01
8.556908615599507356e-03,1.093286933303856813e+03,1.354777432617480404e+00,6.491033121751546564e-02,2.495903379678424017e+01,2.495847768105593900e+01
7.964244039047908017e-04,5.826637183846385142e+02,7.858618950211010201e+01,5.619946670209229334e-01,9.891763035490232170e+00,9.889509052734320349e+00
5.863762569981256865e-04,5.034222599413713795e+01,2.207473032564363447e+00,4.912890024174165760e+00,9.148900455398521814e+00,9.144452535147282290e+00
6.327597609489894227e-03,2.017651517311946066e+02,4.993338083952961881e+01,1.907709751392861364e+00,7.925661060577544603e+00,7.922802685667699407e+00
3.648007685699900709e-04,7.891577918858196199e+02,5.765843989191557384e+00,3.000088391750828531e+00,1.123989962574419010e+01,1.123419423270339657e+01
6.110230798434679832e-03,4.485859408362541103e+02,1.444581122133503470e+01,5.455462848352453653e-01,1.160373298200332925e+01,1.160601025312920598e+01
8.161807116547268454e-03,4.258559916606242268e+02,1.261421222170770022e+02,4.738806669896276080e-01,9.904372851485078399e+00,9.903858547133323142e+00
2.771845223904466902e-04,8.347673164396161383e+01,1.685494966508527455e+02,1.329948912035440856e+00,7.952763665982365282e+00,7.952452524753650387e+00
6.210966571994781240e-04,6.830638977129478917e+01,2.915745821487296663e+00,8.408887152806344967e-02,1.583562959654066304e+01,1.583390667590384915e+01
3.304489460483537016e-03,1.590932744735658844e+03,3.631446762643622606e+02,2.740824014470081949e+00,7.759820679649920727e+00,7.762675908724948393e+00
3.064233636734213506e-04,1.634249135235759809e+02,5.672025338570698949e+01,6.534078819073713129e-01,9.132045902977164786e+00,9.129507078792276076e+00
2.416368042352991675e-03,1.289448385723081287e+02,2.055632260932957820e+02,6.858931778946110447e-02,1.494563631116543689e+01,1.495069046524146117e+01
7.175073385143744499e-04,1.650473305483815238e+02,2.653692004161642970e+01,2.250028301747524662e+00,7.890083779742618653e+00,7.893338789458613114e+00
8.659583275281381234e-03,4.640726759717823597e+02,6.997595787800124256e+00,4.044645014879576728e+00,1.008082652160856263e+01,1.007872917948741431e+01
5.229169177424396013e-03,2.411023196364267562e+02,4.165498056323195897e+02,4.793351219449673573e-01,9.211848902775372494e+00,9.211247235593486238e+00
7.794839325992204172e-03,2.658872572278111193e+02,9.303147450057399226e+01,7.432478081480296872e+00,6.441762134632653236e+00,6.443649536678356604e+00
1.454670326149304534e-03,1.663737879362001308e+02,8.465512412969051326e+00,1.491946282416643510e-01,1.360279378018626417e+01,1.360654803422520054e+01
3.231398804293773418e-03,1.466639285895219587e+02,3.545304439224154862e+02,7.579227417989733984e-02,1.483722848005846728e+01,1.483485168718905634e+01
3.240159564318611531e-04,5.550596329494916290e+02,1.244092454372414949e+02,7.158306870589515647e+00,6.357253404000894115e+00,6.355756412104297759e+00
2.601990688594181447e-03,1.488907454214593713e+02,1.010444796897841613e+01,2.726774796290720282e+00,8.452327011057462869e+00,8.459841910293240730e+00
1.739372925129299328e-04,3.939113193987013801e+02,5.055328707573226943e+00,2.575702190560938742e+00,1.031208750615727965e+01,1.031484622951428953e+01
3.844932658980082215e-04,4.985791798537409250e+02,1.397874931636186524e+01,3.786650798603596324e-01,1.218868817993171838e+01,1.219137767554089358e+01
2.228536614306414476e-03,3.080037143784037426e+02,1.294049837852350393e+01,7.151877149161252945e+00,7.776043317500473506e+00,7.781844192451846887e+00
5.550429492786375027e-03,1.144627619494042392e+03,3.301554824069893925e+02,5.612350157955886543e-02,1.749592881434506708e+01,1.749726638894213337e+01
2.312071648189413563e-04,1.825124938463013905e+03,1.168014685769257488e+00,3.971789259825083684e-01,2.141310335728327985e+01,2.141173461400182632e+01
3.441875562549931607e-04,2.987027020155071568e+02,5.640839932338134410e+00,5.702274004080297942e+00,8.919698797458799788e+00,8.914512070859585080e+00
1.541852679054239619e-04,2.542642684869912557e+02,4.676225232520230435e+01,7.173470575338251720e+00,6.540990385746639824e+00,6.543575800421041144e+00
1.077496735253941632e-04,1.533937728936292160e+03,1.812443207983939208e+00,1.864541687677331083e+00,1.654537942606144441e+01,1.654197933546186761e+01
3.548661047031925818e-04,2.633098035704325639e+02,3.533724783400366221e+00,9.951885996586794292e+00,8.973123769783109438e+00,8.975136051222941447e+00
7.977396408888530552e-04,4.570698218706232865e+02,5.900546468372986020e+00,7.313258280250142462e+00,9.226589360367409398e+00,9.220664868645934931e+00
1.231580058725981728e-04,7.819197693074427207e+02,1.372766597351667173e+01,1.758728196787711529e+00,1.045939923371292934e+01,1.045797617703595961e+01
1.943429742127290871e-04,8.858507595263455414e+01,1.435797999586369667e+00,6.155362928712399678e-02,1.809820136067412832e+01,1.809814746499713323e+01
2.331220097490721826e-03,6.983793212630606604e+02,3.415427837692314483e+01,5.387413322588151254e-02,1.718612216678669213e+01,1.718236760215185299e+01
5.323052278845987959e-03,9.207052420077990291e+02,8.083026452280969920e+01,4.174899852892190566e+00,7.964276275579425857e+00,7.962635871413707989e+00
1.207411822705024580e-04,2.034769815577658107e+02,7.523188073475866133e+01,6.834651796584386041e+00,6.306059580957114719e+00,6.303564202489403634e+00
3.340931952544514728e-03,6.339049230816199270e+02,1.556906504495079391e+00,3.080534099292051131e+00,1.368042429752689060e+01,1.368081368666943476e+01
4.118761800145828689e-04,8.921275518102067963e+02,5.983562298599108544e+02,2.030594785092486032e-01,1.145976711512985524e+01,1.145598994904858081e+01
6.721141171210007464e-04,1.548226410950465777e+02,6.373497637830222828e+01,3.073385764320812896e-01,1.043351365626544691e+01,1.043272748633113878e+01
8.205239418733327114e-03,5.712881644722758665e+02,2.783104987574498637e+02,5.281324571139326629e+00,6.598281752747182871e+00,6.602404179322785005e+00
5.146027950545974247e-04,1.252247309949110416e+02,1.982340128444819882e+01,1.153919919902268276e+00,8.836098475849215816e+00,8.840300965152966484e+00
2.476851808620412023e-04,4.947100679139815043e+02,1.358149112506873202e+00,6.246108128336401721e-01,1.553226321795053089e+01,1.553793442022373483e+01
4.596536284579456379e-03,1.043119560361381701e+02,1.847929493784687338e+01,7.388008575698076785e-02,1.460719418661290625e+01,1.460843978516458463e+01
2.726050345303343038e-04,4.241835166067945693e+02,4.391700365019536889e+02,7.071715299113177922e-02,1.629769012704469588e+01,1.629646880893074368e+01
1.765575741839265278e-03,1.224119606842746464e+02,8.075949558909425718e+01,1.760324926199398288e+00,7.649201004651863478e+00,7.650186961170789779e+00
1.624760689255415379e-03,9.816225288123230541e+01,4.055792854831649308e+00,1.106687039842322029e-01,1.486398247731164446e+01,1.486611355427143621e+01
2.090803454491704870e-04,1.795534849360653880e+03,5.695318158708373879e+00,3.527112929475906822e-01,1.716954801909491124e+01,1.717038775125252315e+01
3.849483745061400494e-03,6.612139952089873418e+01,2.558870070701557609e+01,5.438189244950759893e-02,1.538490383960166952e+01,1.538925460246854549e+01
1.928965363800555586e-03,3.469594375500464594e+02,3.641398033869576611e+00,1.588362626794537491e-01,1.564724236418018499e+01,1.564526966380490514e+01
1.549336028429294408e-04,4.070535431854715966e+02,3.282198925084288703e+02,1.996350981980742623e-01,1.120480805996225016e+01,1.120418663336565679e+01
3.015811153784422882e-03,9.159213643968024599e+02,2.534692186347165830e+02,1.780445904937243196e+00,7.886126569351997517e+00,7.881567243485591234e+00
5.476358881769561194e-04,1.148613706667803029e+02,5.583961229324420117e+01,5.455228825754685623e-02,1.557998654680493722e+01,1.557872367221291476e+01
4.865745364793061631e-04,1.975169460165033115e+03,2.140387587013157997e+02,5.617347741756403140e-02,1.872947865265221168e+01,1.873319861251635388e+01
3.089659923637552968e-03,1.910923983933926138e+03,2.517289277000976142e+02,6.118443831955816314e+00,7.484782279486734247e+00,7.484939664534284276e+00
1.195304458733120290e-04,3.174150825056389635e+02,1.331246881111617064e+01,4.251424020894782885e+00,8.194999934607285041e+00,8.197244081548822336e+00
3.576312251539515239e-03,4.781159777716789563e+02,5.711959448124383698e+01,5.439031506059303744e+00,7.133294877285747404e+00,7.134577766192105486e+00
1.451638605601792342e-03,1.973579074633377957e+02,1.831398429815996920e+01,8.558980518146141137e+00,6.964961586323954457e+00,6.967854512098655917e+00
2.649869384127107302e-03,1.511036201488455504e+02,1.089798488867742776e+02,1.503321492908971380e-01,1.190398089481135813e+01,1.190147481750219427e+01
3.453238857794325555e-03,4.048226962471470074e+02,1.238201038227173427e+02,1.535897382947304379e-01,1.214255977520425311e+01,1.214416445856807059e+01
5.262870937282762042e-03,1.107992982565522482e+02,2.385505146262735821e+02,3.035240342061921170e-01,1.023224773154156253e+01,1.023428684294533397e+01
5.149937786161445236e-03,3.532798016560773249e+02,5.373016643011238358e+01,6.428984714081231733e-02,1.521979155559947117e+01,1.522326414578893861e+01
3.677628284729206852e-04,3.097636261013981880e+02,4.441754041703917188e+00,2.507202727268307285e+00,1.020335860111535276e+01,1.020754195700177114e+01
1.294767658378854309e-03,1.587816069123567502e+02,3.329931120319229194e+02,1.757415562901535055e-01,1.150858206657435723e+01,1.150709109586748724e+01
1.141019635878819712e-03,7.020851352832296755e+01,4.506311437889445770e+00,2.133027428660452529e-01,1.294888379163059788e+01,1.294458944294309788e+01
2.853483557254433978e-03,4.330645279619328107e+02,1.019284422357127973e+01,1.153838138688904280e+00,1.061247495698876975e+01,1.061054904168837254e+01
4.344267581077572091e-03,1.677463246821256007e+03,5.134503589940583197e+02,1.684576851304663836e-01,1.272223733738001350e+01,1.272620807833990675e+01
5.510695909855574262e-04,1.115549749240660731e+03,5.277326813154653351e+00,1.051909933233021510e+00,1.378925755757676619e+01,1.378627794435573151e+01
1.273551655669881606e-03,8.062795428740349735e+01,2.389188243244759846e+01,1.296282079319071578e-01,1.279096740743842453e+01,1.278683827148468488e+01
1.661532727695252867e-03,1.485667305911306073e+02,1.439483654979051286e+00,1.093065903450959997e+00,1.235991684250086564e+01,1.235598383749242757e+01
1.909317334910383391e-04,2.791382426855278140e+02,1.093384896519246610e+02,2.860586024726793353e-01,1.050484681552044819e+01,1.050094578664783462e+01
6.141425307636064895e-03,4.973089184272801617e+02,4.244640167333813885e+00,1.762963291846271763e-01,1.612331620757074191e+01,1.612547830216517042e+01
1.373154727601679772e-03,3.106321863727730488e+02,3.459615727057129497e+00,3.125165165952336066e-01,1.397529688308919837e+01,1.397299448374225861e+01
1.812194443249507889e-04,6.031692864404184320e+02,6.317403227243911488e+02,3.524480087931141981e+00,6.423352776497615046e+00,6.421479158275986698e+00
3.069886202892013597e-04,5.589283049196644981e+01,6.072112724033394215e+01,2.467300302600355710e+00,7.487448533160170783e+00,7.490877587605901056e+00
1.165126637288332726e-04,3.963992695562592417e+02,5.106117287286070905e+02,1.772702367217919572e-01,1.159649723813491740e+01,1.159930496444184733e+01
3.912741328199849855e-04,6.159111613908925165e+02,8.384191221661378535e+00,9.162812321639072222e-01,1.172755850651334164e+01,1.173020279421518630e+01
2.012329884557385385e-04,1.523267126710276898e+03,5.238469669033643328e+01,7.428756375899672193e-01,1.128023616036360721e+01,1.127794010609120967e+01
4.266190864699005540e-03,1.237677517900467734e+02,9.415872367982235858e+01,5.468493126502977475e+00,6.525066727528217037e+00,6.519956257187290660e+00
3.298075576851489457e-03,6.021575818691140114e+01,3.768288357434327107e+00,6.865245729681944686e-01,1.095119759472180654e+01,1.095225368915981434e+01
3.475038585542475356e-04,3.861560719154909975e+02,4.517511599760534295e+02,6.291788641437254248e-02,1.739849780817635860e+01,1.740376404150966039e+01
1.302817466185540425e-03,3.711742000594267097e+02,8.776096564933045130e+00,2.367797187958230742e-01,1.339196750824449467e+01,1.339089920240374454e+01
3.381948693294846951e-04,5.142237709454281003e+02,8.768507555621949905e+02,5.303392566250978574e-02,2.304780454532260237e+01,2.304698904256463265e+01
1.098376831717779502e-04,8.397278328330830277e+01,9.957732354694325068e+02,5.495788256986873233e-01,9.538361381660152460e+00,9.528616785694818958e+00
5.758898870418855840e-04,1.508975210018541588e+02,4.549246092830586008e+00,1.675153206530018757e+00,9.899165417338981143e+00,9.904362619564071935e+00
2.196972931907021764e-03,1.564357289590831442e+03,7.949547270694851875e+01,6.671509787183359241e-02,1.725841078648355875e+01,1.725781314856870097e+01
1.493092038875972870e-03,1.246161122539734833e+03,2.804532082209017858e+02,6.188794801201545626e-02,1.728209556901656185e+01,1.727687216832669748e+01
1.326180077491037829e-03,6.268463955429219823e+02,2.259202285963925050e+01,1.681171043277893240e+00,9.556965109846716544e+00,9.556787639090710940e+00
7.107969587224138245e-04,9.614857297855332945e+02,2.730763098501455932e+00,2.660244901670103079e+00,1.348824896769725257e+01,1.348646235371880131e+01
3.710882386662859266e-03,1.994012191282110962e+02,2.955434934532220836e+00,1.394205259166990951e-01,1.551306021244896094e+01,1.551494404722890685e+01
8.152756092656610401e-03,1.480675147777520579e+03,2.017536244427630550e+02,2.179838536953594641e+00,8.870073217417237643e+00,8.876532959428230285e+00
1.440997737587523190e-04,6.155907871366200368e+01,4.882618162473647061e+01,5.513830870680712648e-01,9.493809136446586194e+00,9.491393600821172782e+00
1.693599594956217110e-04,8.612781646836900507e+01,3.727787132953702809e+01,2.871345978302588531e+00,7.380805771717914077e+00,7.381272526042944371e+00
2.629516305752781311e-03,6.350608256777805849e+01,2.861678315871346854e+02,1.409572006919026510e-01,1.235719707829695579e+01,1.235604281525115589e+01
3.552614440476319860e-03,9.428363079672605807e+01,9.222186959698269959e+00,6.632474405756894065e-02,1.544442775714655625e+01,1.544243461748012436e+01
9.695352911456500081e-04,1.022026246111152432e+03,1.722142909526333643e+00,6.393882763630219512e-02,2.286623491334874103e+01,2.286761549026127227e+01
1.849432355886729403e-04,1.201882950193234137e+03,1.313341344971129132e+01,4.809197322170821187e-01,1.360121299862154842e+01,1.360585538412235174e+01
4.658869388974847610e-04,6.288067685753230762e+02,2.332861471615545099e+02,5.520736298447261881e-01,9.286094767955257012e+00,9.287414723413904838e+00
8.688813441133300119e-04,4.678851736611977117e+02,2.984502772885789454e+02,1.537077351475479858e-01,1.201542140950365400e+01,1.201414145529999189e+01
2.045620965514878282e-03,8.287231227192720553e+02,2.585820236852740450e+01,4.448069084063380196e-01,1.204692323025153833e+01,1.204847852305806377e+01
5.323412309985500182e-04,6.598219772074832008e+02,1.236455930300913497e+00,8.880652585489348105e-01,1.596712461559622120e+01,1.596783459808960970e+01
1.037829642912123373e-03,1.630776086175767887e+03,4.714396179594361413e+00,1.005246528662860211e-01,2.060137957022856980e+01,2.060382500684206519e+01
3.013885981902245277e-03,1.379092519510999409e+03,9.042191933084878883e+02,9.804391815074596783e-01,8.355491127244075500e+00,8.353836337301190795e+00
2.385710887671262104e-03,9.834444280381755732e+01,3.640623609118754871e+02,4.518284881114840168e+00,6.669406290557314598e+00,6.669819748688502692e+00
3.305511419182417527e-04,6.366198497461688248e+02,2.009929468005371866e+00,2.573368888773010621e+00,1.308777767601749353e+01,1.309271988736842651e+01
2.581900636799375095e-04,9.089932006153242128e+02,4.331529503477440102e+01,8.049942999548328482e-01,1.040859486879936036e+01,1.040865203102497816e+01
1.407098337518694923e-03,7.438217539976873240e+02,6.651999117871235967e+01,6.182992566623881636e+00,7.225449977050346639e+00,7.228381202453125987e+00
5.102290128797011895e-03,1.074820424018432959e+03,5.328575407173169687e+00,4.593309262106672008e+00,1.216648374258921450e+01,1.216645249917491434e+01
8.592856695677485515e-03,6.915779668090801806e+02,3.456695907115391151e+02,5.076469249008694895e-01,9.612089334510299565e+00,9.612301389322201572e+00
1.738227837990733240e-04,1.041193530671367625e+03,1.987821254202215826e+01,2.131248261905016872e-01,1.433548772746662969e+01,1.433326009037513948e+01
2.949145462705698648e-03,6.274795958385515178e+02,1.496748197120575981e+02,1.400615938543711414e-01,1.266744535715035980e+01,1.267599462384496611e+01
3.331363294559604952e-04,3.041769232658325564e+02,1.761729521919054964e+00,2.880289903666620077e+00,1.168377707616688355e+01,1.168737115700547946e+01
3.368494125976975034e-04,1.758618600401620995e+02,4.728696152999259539e+01,1.923672095768350077e-01,1.162675413893692244e+01,1.163029612696713500e+01
1.154746123327101684e-03,1.237784834092690517e+03,3.642501201920195513e+02,7.520182591513717263e+00,6.326963692138000361e+00,6.330436822359676974e+00
7.333173090508028277e-03,6.281495293807346059e+01,2.000064576789663136e+02,1.165997052208990470e-01,1.266346696568623109e+01,1.266040724932667771e+01
3.828189664416810161e-04,2.980794795592690889e+02,3.831880858822521940e+00,5.874039361552697847e-02,1.812856833228225284e+01,1.812629317069203694e+01
1.763273576292821124e-04,9.129633594924332840e+01,6.703955711257199823e+01,2.050259358643930163e+00,7.543770658265045448e+00,7.543226693279799555e+00
4.378335554389224432e-04,6.980057171581124464e+01,9.124597611573757376e+02,2.114974184490346243e+00,7.782253421411846617e+00,7.777209634471407007e+00
4.164919370554436093e-04,1.377531326530017850e+02,5.229422853429846327e+02,2.597944677505883426e-01,1.064908013998296177e+01,1.064636937223136037e+01
6.050750218734507642e-03,2.623952066035716939e+02,2.995121607215848769e+01,3.998214021194370638e-01,1.075895484367196531e+01,1.076144453557649072e+01
2.140437639391720367e-03,1.247800933713000404e+03,1.080618785905151036e+01,2.826678871425893358e-01,1.537277561062155051e+01,1.536637035526799444e+01
2.808546885843366415e-03,5.289688392675363957e+02,1.839470139429010587e+01,3.808869554834640070e+00,8.653973535772225389e+00,8.651272351485674861e+00
7.384533163542013248e-04,8.773999713405190448e+01,2.208217371017591120e+02,6.412401358914087135e-01,8.960427598907269697e+00,8.960115236569636821e+00
1.295065943011837429e-03,1.915211933439681161e+03,3.426338247305777429e+01,4.550439319826230511e-01,1.350284738323249734e+01,1.350255523359497722e+01
3.103356836463995981e-03,8.796929655029273931e+01,3.780979881998952692e+02,3.710510226203285744e-01,9.942287523648225545e+00,9.942178436636895711e+00
1.197692192254337705e-04,5.448909767155259942e+02,1.730296178407884611e+02,1.859265827520837910e-01,1.169345281613820298e+01,1.169115100562713216e+01
4.854273461894421243e-03,4.279485187084283098e+02,1.376965143902547766e+02,4.081375413388263595e+00,6.843420938268186760e+00,6.846139952942133178e+00
2.769961276970542459e-03,1.395189650219346333e+02,4.688963639051287373e+02,2.639645407182521275e+00,7.039149282756166137e+00,7.032045712005592364e+00
1.220735551335608055e-04,1.952260409122654892e+03,4.682789386141561749e+01,3.006837933360452464e+00,9.959599833630235821e+00,9.960838260795041421e+00
2.476105133486004514e-03,3.195838173587726487e+02,5.045002213771103250e+00,6.437873063556176501e-01,1.207882707108958797e+01,1.207427441092755060e+01
5.274866507899610623e-04,4.148606233966557966e+02,3.048418186844731395e+02,7.078188051464928687e-02,1.562264570263310937e+01,1.562045516959016922e+01
1.410893727957010242e-04,6.965491391981379365e+02,1.717219506804402718e+00,1.150816597480480014e-01,1.970625299797149310e+01,1.970602082291768653e+01
2.596013081409356566e-03,5.455556171070266913e+01,5.753887307343460655e+00,2.403960780620863213e-01,1.236949828999503076e+01,1.237431676699315197e+01
2.450519779110171305e-03,1.281579336213106615e+02,1.358241921345074488e+01,8.698179854991883175e-02,1.443098273966627687e+01,1.442823562987021546e+01
1.761827288260776458e-03,4.193375061673631308e+02,1.655975182158632606e+02,1.559512909970435901e+00,7.712946052529609631e+00,7.708588238133130766e+00
4.221649897822222120e-04,1.536112332533789129e+02,1.470152471979176596e+02,2.839883744128134602e+00,6.943098421532350351e+00,6.946015565191268948e+00
1.791843714290711318e-04,1.161382927826800824e+02,1.119542154723617244e+01,4.910783889767285082e-01,1.058020932075727316e+01,1.057994834874754986e+01
2.558631349877216296e-04,3.776356530190043372e+02,5.273243918451602674e+00,9.199743999640903613e-01,1.159347052280695323e+01,1.159349907905896160e+01
6.478603063090317355e-04,1.685141243173814871e+02,6.255143307096822127e+02,3.484053107608779065e+00,6.692813006275352805e+00,6.694488986974307387e+00
3.704066542203025424e-04,8.345172036742806085e+02,1.255940089756681921e+00,3.534546725522039523e+00,1.464258830119886134e+01,1.464559235893232625e+01
5.944020795576353874e-04,5.912076505858443625e+02,1.435252450054899676e+01,7.612208298083262825e+00,8.317566816012391229e+00,8.318037497503894429e+00
4.237583288091342076e-04,5.280918750154208965e+02,3.772442404075462719e+01,3.913556432243861516e-01,1.107873095455085988e+01,1.107238287936829657e+01
7.065458007532868581e-03,5.311944238851253175e+01,7.415953567471329677e+01,1.537151780303462667e+00,8.109342127965986080e+00,8.108715491332995740e+00
9.889874975282835282e-04,2.158893107139152221e+02,8.099842285372303650e+02,8.572810222690403770e-02,1.588915509057451736e+01,1.588921073625373559e+01
5.592302903448460524e-03,5.422804426633283725e+01,1.244618636761871144e+01,5.098671185776267878e-01,1.036116999488854695e+01,1.035768284886352042e+01
1.631373061294778804e-04,5.013115941782414779e+02,1.753515407722944985e+02,1.090621685811478114e+00,8.205864671056431803e+00,8.202780613747291838e+00
3.884617460494087671e-03,6.513146119233105935e+01,1.381469223317343165e+02,1.743899276009242216e+00,7.765791950207886707e+00,7.767700725559551600e+00
3.639652417132651935e-03,1.522962388057694625e+03,1.158573609278271910e+01,1.212802122223585188e-01,1.822058555377925160e+01,1.822131452026149390e+01
1.948160411419089331e-03,7.470865394984160446e+01,2.321830904244603477e+00,2.195349307876496070e+00,1.007472853169030103e+01,1.007200073858085254e+01
7.572126478690228068e-04,7.834993200040680676e+02,3.052440887863744479e+01,2.129574267300943902e+00,9.206593732215340609e+00,9.208278635187276961e+00
6.382086509712186877e-03,7.071995465960478668e+02,1.777402224698129629e+01,3.642163450001634772e-01,1.296842393040796182e+01,1.296882213767665348e+01
2.557363876919383459e-03,2.599373274606138011e+02,5.295011537169195925e+00,2.304595423730412818e-01,1.371366551378027587e+01,1.370977544799279713e+01
8.306113479336200457e-04,1.685837916183552920e+02,5.540673502710928489e+01,3.434751624038997475e-01,1.029222709574055017e+01,1.029139608121172955e+01
6.175526809690685785e-03,7.852945346331416658e+02,5.793628297576718822e+00,3.125844650627297994e-01,1.542103103699987621e+01,1.541707566766869242e+01
9.772363803378399452e-03,6.288291231130618826e+02,1.246964815744404653e+00,4.259941264187651067e-01,1.802984894547375916e+01,1.802724550960903116e+01
2.169677090644656341e-03,5.705976846816257364e+01,9.641141643755647692e+02,4.892555253007402349e-01,9.935574650999610569e+00,9.936473211132472727e+00
4.734183127763408241e-04,3.036047696581522359e+02,5.555380953625750635e+02,1.022550985448701821e+00,7.915679821726013365e+00,7.911992298119018940e+00
1.809030407434904491e-04,1.466006458321632522e+02,2.459946888539445986e+00,1.254579495316364479e+00,1.115487249873516618e+01,1.115111884937460829e+01
4.293803008764891273e-04,1.305593754085661828e+02,1.252388142052517139e+02,1.686596814955737544e-01,1.162583959155385216e+01,1.162696617919510977e+01
7.477642778896373237e-03,8.049433492377735320e+02,2.599236621787374357e+00,3.160534108939687670e+00,1.353377008595094466e+01,1.353073272194986920e+01
1.366803696604277718e-03,4.484820769556895925e+02,2.804361613096984129e+01,1.091511635115605672e-01,1.423474871720999069e+01,1.423392109286890594e+01
4.457123947501969038e-04,9.746473725364164693e+02,2.727552884024315745e+02,8.369201511932011783e-02,1.513727225750538885e+01,1.513650833660589434e+01
4.615489374434510704e-03,2.858001536578814807e+02,1.451982966013138707e+02,5.125635913794684972e-01,9.358003097423070571e+00,9.357510818953684861e+00
6.907193052967692138e-04,2.864268979553646659e+02,6.922730535325233632e+02,5.192565625207592461e-01,9.003618498403778148e+00,9.004757197083112175e+00
2.474640056568797129e-03,2.529373497524861136e+02,1.597922081761556967e+02,4.661344528625739336e+00,6.452737209001744745e+00,6.451429827223045699e+00
9.691667516805713839e-03,3.300226127412159940e+02,1.559798467480441531e+01,8.997236461666389573e+00,7.854441941068494693e+00,7.852105867601999023e+00
2.139022457444355371e-03,5.435440371433852391e+01,7.928870359727527557e+02,3.489842127110160064e+00,7.423663822472343021e+00,7.422269141474558296e+00
2.879318826404477037e-03,6.444940196685894307e+01,3.871441994138394449e+01,7.148609517513123679e-01,9.177015821425868580e+00,9.180510574708648619e+00
3.693266990325735867e-04,8.143571667180276563e+01,8.623099521503177129e+02,5.945444948055328638e+00,6.733701918166540068e+00,6.736498972603327751e+00
5.034274761137777845e-03,4.335198137692094633e+02,1.052657337083678701e+00,8.594508715370073881e-01,1.559176166610206415e+01,1.559159691425147543e+01
