p_0,f,P_rad
1.311648570583991726e-11,2.473025163112433624e+10,1.079376449962039106e+07
1.685766874723059980e-11,2.179521830718891525e+10,1.088496041027587093e+07
7.799499145075375973e-11,1.325146107608840561e+10,3.236324808029437810e+07
4.913233886029269276e-11,2.010056805981766129e+10,6.723334214378379285e+07
2.333244236380905455e-11,8.315070519540245056e+09,4.499577784968474298e+05
8.357474483734398734e-11,9.973881355756385803e+09,1.194605061649920791e+07
2.058339352914726551e-11,1.961645779566291428e+10,1.071717664635083824e+07
5.122804890978991699e-11,8.780515224950756073e+09,2.696782854848416522e+06
3.062922640174417604e-11,4.208195121328896046e+09,5.088091746483821771e+04
8.681050012634995128e-11,9.262933710762912750e+09,9.590523180379157886e+06
4.993667690516224221e-11,7.464184993543739319e+09,1.338465985212667845e+06
9.486568406466044435e-11,8.555840212313037872e+09,8.337545055166718550e+06
7.064326073981766966e-11,3.570643185062035561e+09,1.402895902428219269e+05
2.222266671949639498e-11,1.199440942576791000e+10,1.764986691795816878e+06
5.331909222193662548e-11,2.162604450073977280e+10,1.056103175175051987e+08
8.510288914612850171e-11,1.387088750812150383e+10,4.623190952672400326e+07
2.259280404868468058e-11,2.146142648615588760e+10,1.840098134514867514e+07
8.045379624566567356e-11,8.419454567215926170e+09,5.623527169825815596e+06
9.989784320758565435e-11,2.560338094494218445e+10,7.161949900324150324e+08
3.406768716441741818e-11,2.336497324779371262e+10,5.837036856588513404e+07
2.646035766094680766e-11,2.474495143108717728e+10,4.402822844075494260e+07
6.831393224478700558e-11,2.659275279075972366e+10,3.876483544651708603e+08
1.956726315759519033e-11,4.926200066047984123e+09,3.899474783863192715e+04
8.124872974688716015e-11,2.308481809988479233e+10,3.167191563214913607e+08
2.618822199845734047e-11,2.590349139551856613e+10,5.148526935617148876e+07
6.144624930222310750e-11,1.365973435305053139e+10,2.267133622470681369e+07
1.249390012733317478e-11,1.458094889088979149e+10,1.215832078917135717e+06
2.738014016940222423e-11,2.433858029286226654e+10,4.420482608528961241e+07
7.262458965676497571e-11,1.569758855584031105e+09,5.538445250676554679e+03
6.481631485941670091e-11,1.265953434889771461e+10,1.862480886256014928e+07
2.271691931867609568e-11,2.386567207091428375e+10,2.819190025321315974e+07
2.711192890794712738e-11,1.313837964683181190e+10,3.779112312729912810e+06
7.609369180602930423e-11,4.903062563934741020e+09,5.787152558681688970e+05
9.989564390968938172e-11,1.380420077894500351e+10,6.248854735008013248e+07
3.371964701252426804e-11,1.280715248988166046e+10,5.279393636187857948e+06
8.137483372346451069e-11,2.608417204189991379e+10,5.106216035024382472e+08
1.507844247011460136e-11,8.962916724481624603e+09,2.536553896873307531e+05
5.242966116810008185e-11,7.599827456002074242e+09,1.585625975348406006e+06
9.318785529242822417e-11,1.129103054025070763e+10,2.438072262905516103e+07
6.377971052149428433e-11,2.483115225041143417e+10,2.592784470046641529e+08
4.144894922695459523e-11,1.864617570963980103e+10,3.555803828298199177e+07
7.474610241488140505e-11,1.789628740675299454e+10,9.827643782428242266e+07
6.126707014673544352e-11,2.120664333542753601e+10,1.291102215539359003e+08
5.544383347800160098e-11,3.271050888812609673e+09,6.086291116379895539e+04
8.313061864440415696e-11,1.698109960788325500e+10,9.870044906430034339e+07
8.017936700397296561e-11,6.415069715773367882e+09,1.882813092614101712e+06
4.974585928907298312e-11,1.452479904861283112e+10,1.898079295101440325e+07
7.020773587838822381e-11,3.386675726654015541e+09,1.121403443788857694e+05
6.297186714501944568e-11,1.832066418328168869e+10,7.654374700046581030e+07
4.040294997330576447e-11,2.837414512674806213e+10,1.737830699493612349e+08
2.620425840323877717e-11,9.092733200428298950e+09,8.114142152051891899e+05
5.980190066210763634e-11,5.397421023812263489e+09,5.248912060755192069e+05
3.913070742297202002e-11,2.917192250637990570e+10,1.811040700404652953e+08
7.873190266617419260e-11,2.066661793915225601e+10,1.926222602067269981e+08
8.601219113166737896e-11,2.712766688637245178e+10,6.633729365000759363e+08
6.938294497043305996e-11,1.171695113747706795e+10,1.566983315460965782e+07
3.355078045860638736e-11,2.346003671353072357e+10,5.751700485049547255e+07
5.386358360583539354e-11,1.684689497316762924e+10,4.015128524280361086e+07
9.422008003438907081e-11,2.093750557291398621e+10,2.903788189830318689e+08
4.876432062671296536e-11,2.823828977729116440e+09,2.614886533472463998e+04
3.605479842331340550e-11,8.958605054908990860e+09,1.447510750223790528e+06
8.133852131396842754e-11,1.607215700170896530e+10,7.593263661974488199e+07
9.633944742252979994e-11,2.069509119193370056e+10,2.899805834444795251e+08
6.194711133938663110e-11,4.784317482373357773e+09,3.477126578116529854e+05
6.506062123907936225e-11,3.300946736478384972e+09,8.691357655283942586e+04
6.228124576449579798e-11,8.693185256896306992e+09,3.829906949754094239e+06
6.472612112304605874e-11,2.280607674829262924e+10,1.916760782902285755e+08
7.972751022910358360e-11,2.639783256661325455e+10,5.132632300894700885e+08
4.830732472793944295e-11,2.927753526858103752e+09,2.965237395197630394e+04
5.604921207395421229e-11,2.371151895940799713e+10,1.673380518256401420e+08
2.083918699422836512e-11,1.513235266908749390e+10,3.921520436127628665e+06
5.614376468173236701e-11,2.990588003118470001e+10,4.094904225743376613e+08
8.694803714319402933e-11,1.384531041446934891e+10,4.790453271041373163e+07
1.763800160426351817e-11,1.455009406268787003e+10,2.402760195866517257e+06
9.167681320643573258e-11,8.123993347017688751e+09,6.329918571485689841e+06
2.245866496890827522e-11,9.706943205551687241e+09,7.740164011289798655e+05
5.086645449023114538e-11,2.914872305125401306e+10,3.051038094717131257e+08
6.196560474707020174e-11,3.321961227392686844e+09,8.086802785418041458e+04
9.815193475948837444e-11,2.920554562628197479e+10,1.144416697400627136e+09
7.120017583150143046e-11,2.130248369791414261e+10,1.774886640293747783e+08
6.353482278404575846e-11,1.291829987196961594e+10,1.940073395431052893e+07
6.758064805210872098e-11,2.260829610177746964e+10,2.019516025247096419e+08
4.266879234149831736e-11,1.593566533335763168e+10,2.019869881897339597e+07
9.721778375063085761e-11,4.904553153591974258e+09,9.457733858999942895e+05
9.510442640651488343e-11,8.967668747647619247e+09,1.011236935970571637e+07
3.517224997831350831e-11,2.013719043572883224e+10,3.470318529141578823e+07
1.507830629824314197e-11,1.890011990676939011e+10,4.964439755481140688e+06
2.956987783509638316e-11,8.141470094148826599e+09,6.642171623398982920e+05
1.461330587204157047e-11,2.835528496783801651e+10,2.267666464823682606e+07
8.745713286117515049e-11,2.688537612684030151e+10,6.626376109013204575e+08
4.208810006129859609e-11,1.572770101898555183e+10,1.865191444190683588e+07
9.069494329198924000e-11,2.900816776426865005e+10,9.523547091744148731e+08
5.514803156988687688e-11,2.396249326720137119e+09,1.734126525137476710e+04
1.543520559574680077e-11,4.126076931003311634e+09,1.194190140743068878e+04
8.876731643930966097e-11,8.338041499715633392e+09,6.584887102470808662e+06
2.997631127234162272e-11,1.365834449859910488e+09,5.407997853943464861e+02
7.497982229945111396e-11,2.920766868361691666e+10,6.680281317935172319e+08
1.307648521676756192e-11,2.292607868083675003e+10,7.985584378516319208e+06
1.203184492280731441e-11,1.991910577458333206e+10,3.890182575290653855e+06
4.076822941237656462e-11,1.882844754244321823e+10,3.575021683586504310e+07
5.914410493438560401e-11,9.453864919085567474e+09,4.829954461487155408e+06
8.382827037773548348e-11,1.800711767568131256e+10,1.266731077510631830e+08
9.602257643153930716e-11,8.832518743989543915e+09,9.701317062485288829e+06
1.453725076154067861e-11,2.648492438726470947e+10,1.728203468041146174e+07
2.724119219546753919e-11,3.518780025585300922e+09,1.967517820060477607e+04
6.431271024065075988e-11,1.511624558510146523e+10,3.719158932500620186e+07
5.610969842471284252e-11,1.828982201619933319e+10,6.036610498036096245e+07
5.131557052914209876e-11,2.857747359060007477e+10,2.880540930436630249e+08
8.821994937410681374e-11,2.078928096614783096e+10,2.475496498289274871e+08
8.222346218205045532e-11,1.200524928281085253e+09,2.428642094125155836e+03
5.073968571913800628e-11,2.261535490432281113e+10,1.139800872055592239e+08
2.971843717859976272e-11,1.701892894299930382e+10,1.272586591061682440e+07
1.269475650321342494e-11,1.704812989501714325e+10,2.337981132047158666e+06
4.138991673798539299e-11,9.147078367937280655e+09,2.073167099030919839e+06
8.001547467100769478e-11,9.364566374323837280e+09,8.511208202082881704e+06
1.728230314100787848e-11,1.949806771292675781e+10,7.376695233868365176e+06
8.077669669353283119e-11,2.328924500124201202e+10,3.240213782383701205e+08
2.699546273913794255e-11,1.344541646777406311e+10,4.108416092656216118e+06
9.137967884880938901e-11,1.490342190155120087e+10,7.096185535964885354e+07
2.108956872164432278e-11,2.012933642487652588e+10,1.245764620329415798e+07
3.894926343281411265e-11,1.171203370404125595e+10,4.929800334480605088e+06
3.868710822157251061e-11,1.550841571075627327e+10,1.490285616639542952e+07
9.978838854056081003e-11,9.473093427262218475e+09,1.386141733134063706e+07
4.232898108225013291e-11,3.424752804019983292e+09,4.262753167834074702e+04
7.695481683912390301e-11,4.576962705943198204e+09,4.494487448654292384e+05
4.098518324826351718e-11,2.780469771235341263e+10,1.655256286801177263e+08
5.131446443329149970e-11,2.391665692871323395e+10,1.450494678683252931e+08
6.773214015330340182e-11,2.348564787241929245e+10,2.354127546726693213e+08
5.598161120423107052e-11,2.812162480007531357e+10,3.224663085626459718e+08
3.029541044928938068e-11,2.135206522943099594e+10,3.242890295361358672e+07
2.502312895960824850e-11,2.758489374315340042e+09,6.269935755987897210e+03
9.493257709064178920e-11,2.797999345836773300e+10,9.096230389902801514e+08
6.416737965285491146e-11,2.618794993761922073e+10,3.224011079930489063e+08
5.074834727490952953e-11,2.741085908723306656e+10,2.403052685416051447e+08
4.848789578100151503e-11,2.646237521437388229e+10,1.916343032537548244e+08
9.192347545984574242e-11,2.902277120892894745e+10,9.801980098340260983e+08
3.118804457714055347e-11,1.712212473526537514e+10,1.435614672343158163e+07
2.991970079707566479e-11,7.327512952675528526e+09,4.462576773411622853e+05
7.395640431789622486e-11,2.676566551682000732e+10,4.657922817218112350e+08
4.201620532034082127e-11,1.045584937309418297e+10,3.646002031563960016e+06
6.170384186304455788e-11,2.378021061758359909e+10,2.051058013900133669e+08
3.040967560718730289e-11,6.303498186222308159e+09,2.524813354930031346e+05
9.350897484391935969e-11,2.430106480806567001e+10,5.125065559374802113e+08
8.425769556637757936e-11,1.403962911205762482e+10,4.755654677883577347e+07
8.380249914852515062e-11,2.063475352335922241e+10,2.169095399498133361e+08
1.379638251160245942e-11,2.976471826515679550e+10,2.429008014706914127e+07
1.187935757649663165e-11,1.245655685022375107e+10,5.865281251888403203e+05
1.639967111155008482e-11,1.805833393141449738e+10,4.903019618139418773e+06
4.097901981634487554e-11,2.847919946833784485e+10,1.813054094108254015e+08
3.925102818410336495e-11,1.582384167206924438e+10,1.662026025538148731e+07
8.659306918271477776e-11,2.069560121876145172e+10,2.342982513256496489e+08
8.580173004549600055e-11,1.749676057726958084e+10,1.184044537363734245e+08
8.513107315550867560e-11,1.095156726897530174e+10,1.801115201038652658e+07
5.347235672500696630e-11,2.125805621055296707e+10,9.928905506174170971e+07
6.030358540958904894e-11,2.413082246878660202e+10,2.073955303628602624e+08
4.927659435281277299e-11,2.676109839466198349e+10,2.066508952754182816e+08
4.324486074019586804e-11,2.583410624170980072e+10,1.389448379420309663e+08
1.764225571230284459e-11,1.584084074852621460e+10,3.372090338819875382e+06
8.213594462175418299e-11,1.161249127488299179e+10,2.118812064759191498e+07
6.221024272869405416e-11,1.695737250558453560e+10,5.496787749474244565e+07
5.908825210720572095e-11,1.012299217585707092e+10,6.336280848297004588e+06
5.759851581695973865e-11,1.563722898884422874e+10,3.413949712202694267e+07
2.451400034999464125e-11,2.106232007945239639e+10,2.012177496770787612e+07
8.459010194709685891e-11,2.326464158577867126e+10,3.538731790972101688e+08
7.084108063627017151e-11,2.220655844066391754e+10,2.068535088464714289e+08
5.017651201800659523e-11,2.832290138812883759e+10,2.661913744057539403e+08
4.191786491933409400e-11,8.560813971140811920e+09,1.631651464238731191e+06
1.646390031249109280e-11,2.333519728870175934e+10,1.356469778191435710e+07
8.765324665127418209e-11,2.602775922337709427e+10,5.875272781718665361e+08
6.612165850700580411e-11,6.593733594133659363e+09,1.429172511051061563e+06
7.885288321805770312e-11,6.845133848536512375e+09,2.360623118036651518e+06
8.762948415771884871e-11,1.582369919024420547e+10,8.283630081243096292e+07
4.162696744600210203e-11,5.700303771520452499e+09,3.163967296620069537e+05
4.655028362394834477e-11,2.731355441530360413e+10,1.994571338158416450e+08
9.238120161575930681e-11,2.672111478780008316e+10,7.221501519878678322e+08
1.971941434183237700e-11,1.577199940485975838e+10,4.140504468493190594e+06
5.028475522640876044e-11,6.213066575678315163e+09,6.515952989929983160e+05
6.794530953139175498e-11,6.888372713017105103e+09,1.797412475852704840e+06
2.257413822232677477e-11,1.974526443741041183e+10,1.322806247975079156e+07
4.022461082681039409e-11,2.897162778793396378e+10,1.864410001661792994e+08
3.376302956580688585e-11,1.899760857143135309e+09,2.567844889265893471e+03
9.521909404583046107e-11,1.866680269035502625e+10,1.884776951051062346e+08
1.010354172626479083e-11,2.757829410947909164e+10,9.749610391450617462e+06
2.809327238712299070e-11,2.428456909035743332e+10,4.613711446518459916e+07
9.854449021255255990e-11,1.482097812981132698e+10,8.072236477834716439e+07
3.634879236305495701e-11,2.386068382769960785e+10,7.211933262921351194e+07
2.837587296557850939e-11,1.116782294833406448e+10,2.163670275053808931e+06
8.366128626786989570e-11,2.081785719896439743e+10,2.238345768629015088e+08
7.985757870078328587e-11,8.703544730262916565e+09,6.326652171747067943e+06
4.522411496766564930e-11,2.759057403568276978e+10,1.956678939502582848e+08
4.930767993432142051e-11,2.285615328457500076e+10,1.121927106660095006e+08
3.930809221219276020e-11,1.985286160314410782e+10,4.097866339917399734e+07
8.491716454746261926e-11,1.672499906683119011e+10,9.695490968879944086e+07
2.443500895285332186e-11,1.848874400102946472e+10,1.194959858928668126e+07
5.644351027823285997e-11,2.369063151629844284e+10,1.691185769231516123e+08
4.040192279739539805e-11,2.767310185132248688e+10,1.579584860603539348e+08
1.384544397358842143e-11,2.546153525719298172e+10,1.346485217387183383e+07
9.032962083893658114e-11,2.650079214011575699e+10,6.687930117390545607e+08
4.247905487706828395e-11,8.000666319660147667e+09,1.278389392721319571e+06
5.737504564081936258e-11,2.527366804729378510e+10,2.246905685119680762e+08
3.986412482845118890e-11,2.928413447041304016e+10,1.907070799121870995e+08
2.605625957110503111e-11,6.544583355486663818e+09,2.153898052637607325e+05
5.626426362674858518e-11,2.621710095189746475e+10,2.489404599975022078e+08
5.192288286288057399e-11,1.807930614878364563e+10,4.937523292197214812e+07
7.669458010668120223e-11,1.386713636936827087e+10,3.750716104127210379e+07
8.159795431082256591e-11,2.054906013824460983e+10,2.023025238574556708e+08
6.790915162655116904e-11,2.932167260852097321e+10,5.561131777225575447e+08
1.717304699263801995e-11,1.006795630865725708e+10,5.236780530649961438e+05
3.244069684424023789e-11,1.351768175921611023e+10,6.061205598580004647e+06
2.604191495135417229e-11,7.743716769041629791e+09,4.216651309491317370e+05
1.465503805954445683e-11,1.560693488838742828e+10,2.193091702415281907e+06
7.489475683430844562e-11,1.214533461984964943e+10,2.107346275318313017e+07
3.975259882744736429e-11,4.770016292071541786e+09,1.414845356449754036e+05
5.651621293909584228e-11,1.947843905455586624e+10,7.857349341994033754e+07
5.421233989753921800e-11,2.580310466588191223e+10,2.173480628981167674e+08
4.906244571892684517e-11,1.896813823457543182e+10,5.331346581245136261e+07
9.355809329778307107e-11,7.330195533710507393e+09,4.369881622170324437e+06
5.832957623656187559e-11,2.227529098608506680e+09,1.448648599400929925e+04
2.243458351373486223e-11,3.695348815727459431e+09,1.623141293167454751e+04
1.816536184811444494e-11,2.660604918866374588e+10,2.746265142213915661e+07
5.329110607972476888e-11,6.527156981231159210e+09,8.914134212027586764e+05
2.010649552381088369e-11,1.283223939078016090e+10,1.891831822925767163e+06
6.424534396311654484e-11,2.605117332321082306e+10,3.167245861870649457e+08
5.537292423873656425e-11,1.004464122708485413e+10,5.394364416329164989e+06
8.612139868144719695e-11,2.524465823874288940e+10,5.039985807633256912e+08
6.844392391980313529e-11,1.244249951214842415e+10,1.938273935547563806e+07
9.175333203288597799e-11,9.634799049844381332e+09,1.253936541160284169e+07
6.938960890677526453e-11,7.955099699781333923e+09,3.334134019703680649e+06
8.379680297779040115e-11,2.519014151794026184e+10,4.731789148127993345e+08
6.050884356668184766e-11,1.515641053480159760e+09,3.341270479887700731e+03
5.291589878653956216e-11,1.987289130890702438e+10,7.455818239432469010e+07
8.234610029457477404e-11,2.872331670341559601e+10,7.562414944375128746e+08
8.762745241275382122e-11,2.404546665643433571e+09,4.439213053820659843e+04
5.897436929440479813e-11,2.688527396874034500e+10,3.013046847703127861e+08
9.056649526502105865e-11,1.677941404671976662e+10,1.117169374959493130e+08
5.746235598057554794e-11,7.665247371082517624e+09,1.971059990768045187e+06
7.401353334468943330e-11,5.195095453498867035e+09,6.900687923752367496e+05
3.679033100291429319e-11,1.511433554213688660e+10,1.216465960408345237e+07
8.366538836288887209e-11,2.226529399863375092e+10,2.915290498757090569e+08
1.566749909050252215e-11,1.242945779504927826e+10,1.011408438549550483e+06
6.856496021709015327e-11,8.852656988981023788e+09,4.991635965787643567e+06
8.624615248506876777e-11,2.615070298027630234e+10,5.792478706552144289e+08
2.528327447430476734e-11,1.466722056026048088e+10,5.097443960731208324e+06
2.438588430153558159e-11,1.753711407303813171e+10,9.652127062569221482e+06
1.003043215546006305e-11,9.419979891561052322e+09,1.369385010302160226e+05
4.471789502477833244e-11,2.895079048435347748e+10,2.297924790242009163e+08
3.985847846444014116e-11,2.022998672895805359e+10,4.538240210901758075e+07
9.115699279640025953e-11,1.581189234038054848e+10,8.937383410580049455e+07
9.151749253052198986e-11,1.059107339570431900e+10,1.820924736109352112e+07
6.962351998260228881e-11,2.063816339545845032e+10,1.498164187492444217e+08
6.664588680169162418e-11,2.663390527946084595e+10,3.711494392386754751e+08
8.915566864445713818e-11,2.955230162057379532e+10,9.873283961598885059e+08
6.931955689015004853e-11,2.298184034754227448e+10,2.265489071199146211e+08
2.308889423712764574e-11,2.114682996506793594e+10,1.813372615652175620e+07
2.723223125273456185e-11,2.061391832915468216e+10,2.281405265675835684e+07
3.912078977852335404e-11,2.664675216947973728e+09,1.334401377428660089e+04
8.496449088082623866e-11,2.911452137843196487e+10,8.474788110450801849e+08
8.996807232243858201e-11,2.383275912329778290e+10,4.398116305241479874e+08
7.658665452738242638e-11,8.821757723840320587e+09,6.141484888317240402e+06
8.039600223985140429e-11,9.404242167416088104e+09,8.738809410021770746e+06
1.850417922919198209e-11,1.732501874832577133e+10,5.295573864637907594e+06
6.488643722761939903e-11,5.671889210002308846e+09,7.535457947480350267e+05
6.312620280055176638e-11,2.469967705804542542e+10,2.488120585064988732e+08
3.587571633940932919e-11,1.182925071590477180e+10,4.352152448009827174e+06
9.928899986789645627e-11,2.271034710549671173e+09,4.535126943504792143e+04
1.135052509766458085e-11,1.377159163949787140e+10,7.991775963669592747e+05
3.985665133721094700e-11,1.734378990438244343e+09,2.485805130794266915e+03
7.998532909555386050e-11,4.198274243112903595e+09,3.437188028007732355e+05
3.906146861469271804e-11,4.072894688373989582e+09,7.261212867165546049e+04
1.701156638546056956e-11,2.668952797068905258e+10,2.437666776530768350e+07
6.863964172376401195e-11,2.270008016440877914e+10,2.116611065557188094e+08
4.774524928347460263e-11,6.639490302682258606e+09,7.660719259610337904e+05
3.479389129011259788e-11,2.150330687354741669e+10,4.397788664682950079e+07
2.085628587381603497e-11,2.892540505944416809e+10,4.981985846319795400e+07
9.514605552553373752e-11,1.491934033933563995e+10,7.725987214634893835e+07
7.250939833405051048e-11,2.156722232096089935e+10,1.932333543282459378e+08
9.404464702026754688e-11,2.220864645859167862e+10,3.646874403541559577e+08
9.418594599066551142e-11,2.133916499305351257e+10,3.126934493321680427e+08
3.351077810719244774e-11,2.525291495539290905e+09,7.897842936474507042e+03
1.719830315167618512e-11,2.893435808748471832e+10,3.391637220769894123e+07
9.189162838018711327e-11,1.214521416783263779e+10,3.172252670564239845e+07
6.688535503236437366e-11,1.449061732571402931e+10,3.399264703260459751e+07
3.602513927425899814e-11,1.226480731562155247e+09,5.078572032887435057e+02
4.346174406368797926e-11,8.701989694612621307e+09,1.872602982552918140e+06
5.400565202738341366e-11,2.570783183526277924e+10,2.126334460138817132e+08
6.508906887705591662e-11,2.622327884174531174e+10,3.334576572264003158e+08
1.643048027588019311e-11,1.448124626728864288e+10,2.045991575813158182e+06
3.100671119058437065e-11,2.727162607937705231e+10,8.797518829254177213e+07
2.185285327488410505e-11,1.655371560338299942e+10,6.163522767234168947e+06
8.897878557755936167e-11,2.866497717520879745e+10,8.761810656089437008e+08
5.192531387573417330e-11,8.170396732372211456e+09,2.077440511163646122e+06
7.763031323101939663e-11,9.736841893080980301e+09,9.362325463927267119e+06
7.398366396987078115e-11,8.547474135232975006e+09,5.051179131814637221e+06
2.723221649690562321e-11,7.453811301572472572e+09,3.958389633389437804e+05
6.227831943590839789e-11,2.183131157752532578e+10,1.495295178295163512e+08
2.206282027767664625e-11,1.698631502201165390e+10,6.960634914326925762e+06
3.274953634677548410e-11,1.766762189809021378e+10,1.792799547867011279e+07
7.574824362169701614e-11,8.981425355850704193e+09,6.454433302451238036e+06
3.783493945944136199e-11,2.514350016868457413e+10,9.577192974967326224e+07
7.518091342389482748e-11,2.041494606788958359e+10,1.673587927678435743e+08
3.092229670563484413e-11,8.972706047766016006e+09,1.071445290953221964e+06
8.566715187318996526e-11,6.731372094729488373e+09,2.605616460610271432e+06
7.137766350941179209e-11,1.592871652383708477e+09,5.672005005497236198e+03
7.921065173940793301e-11,1.295442504997492409e+10,3.049308465553609282e+07
8.834493842702367686e-11,2.493925654180664825e+10,5.059221287026655078e+08
5.997211476929426095e-11,3.256991529406205654e+09,6.999422374088705692e+04
3.319956999521191962e-11,9.711199197955646515e+09,1.694369682474258589e+06
5.189737965398655268e-11,2.675061746762296677e+10,2.288721851212630272e+08
1.221521962341563561e-11,2.704299609179217148e+10,1.322003786212860048e+07
5.008743851714986741e-11,1.015664224159606361e+10,4.613706118900849484e+06
4.610900569424244245e-11,2.415700362702970123e+10,1.217636324994176030e+08
1.432671688859953547e-11,2.277754325775631714e+10,9.344899770202146843e+06
1.868538675706504650e-11,2.937515578857419968e+10,4.239388291145729274e+07
6.777047899240030484e-11,1.363711217848258209e+10,2.739659406428829953e+07
1.493925398408201869e-11,1.220955754314042473e+10,8.563194755811246578e+05
4.515870071647250564e-11,6.190403298533246994e+09,5.178934014791179798e+05
3.795739333295004982e-11,2.479034034725458908e+10,9.124766560452467203e+07
1.087900197810328310e-11,9.299205399844184875e+09,1.529893332762288337e+05
1.669506178677807728e-11,2.422501090126049805e+10,1.613887105974548124e+07
8.443317749843002581e-11,1.482918665941317940e+10,5.939000453298692405e+07
7.636875076335607311e-11,1.848100439492750931e+10,1.165304611545088142e+08
3.405281071453077019e-11,2.801521957730643845e+10,1.176038153709768355e+08
7.444107530724553410e-11,1.686280823029748154e+10,7.697738389946523309e+07
2.257047263989246600e-11,1.956535727643689346e+10,1.275416807242757641e+07
7.563124161564630957e-11,1.754706264117064667e+10,9.305201594752657413e+07
2.101185192246744345e-11,1.584368818855994606e+10,4.786633781145574525e+06
6.334938361006018280e-11,1.711605974212104225e+10,5.914736583030132949e+07
9.979304359544194837e-11,1.516603042391880226e+10,9.072731231874938309e+07
9.462661065611015740e-11,1.478209803954416275e+10,7.365652543955831230e+07
1.728619543319411837e-11,2.168245605044128418e+10,1.121460363532546908e+07
6.346362285719894860e-11,3.723119816841049671e+09,1.338370629137930518e+05
5.284874478138825162e-11,3.141324470518551826e+09,4.703454996836915234e+04
1.462913439376415678e-11,1.804341195818029785e+10,3.888726516893104184e+06
7.339558504713908826e-11,2.015210407711786652e+10,1.515574986989116073e+08
5.551427401028824888e-11,1.711747998438363838e+10,4.543630878333006054e+07
6.637079473812017510e-11,1.653265830865068245e+10,5.656784054240000248e+07
2.222958782580457931e-11,1.415145127603509903e+10,3.416560905197816901e+06
2.737801350690414092e-11,1.022672270867982674e+10,1.416873720789620653e+06
7.419087068868007825e-11,2.563830858384594727e+10,3.971081096253582239e+08
9.338129531101469792e-11,2.942202733117352676e+10,1.065211655188187242e+09
4.203867678767875353e-11,2.851747168312480545e+10,1.917801531837833524e+08
9.855607898567355336e-11,1.344512067988954544e+10,5.475472370274648815e+07
2.971506841669471974e-11,5.068247264255043983e+09,1.007584696982209716e+05
2.692256098793879963e-11,1.200811728724901772e+10,2.602331409254218917e+06
7.555760759750064532e-11,1.240641640975799561e+10,2.334891575739259645e+07
3.316524179125691417e-11,2.960288945205230713e+10,1.375099072489103973e+08
9.588746594311114661e-11,6.042790177123151779e+09,2.120110412078711204e+06
1.424536933068886270e-11,1.983205073256935120e+10,5.359728675012349151e+06
6.112254822004781638e-11,2.524471150090458298e+10,2.538713058007818758e+08
8.221708802532872339e-11,7.786581097732304573e+09,4.296680287957247347e+06
7.670256767804150501e-11,2.437234381396598434e+10,3.487862067229897380e+08
9.637581074428693605e-11,2.665259617261849213e+10,7.782331512030359507e+08
3.059265198007909377e-11,2.068206814674728775e+10,2.916875407090297341e+07
6.545285656027393246e-11,5.950449850009664536e+09,9.288441580460513942e+05
2.171616134906569243e-11,1.831131344880464172e+10,9.084566824437594041e+06
2.309676916241014616e-11,1.462991362595649147e+10,4.210962453631624579e+06
7.660854720185754630e-11,6.981121142609347343e+09,2.410538496683766134e+06
7.258851011508265065e-11,1.793912081691944504e+10,9.356745278309538960e+07
7.975163230943768937e-11,7.760730287537529945e+09,3.989446008145867847e+06
8.857277475717356064e-11,1.109277516651122332e+09,2.054226381265545115e+03
2.681212290126906946e-11,2.103134648673985291e+10,2.393233292296891659e+07
7.436398730502404960e-11,2.469022293454089642e+09,3.554008756571526465e+04
8.302638085054271406e-11,1.017303957496721649e+10,1.275922872891251929e+07
3.187242556765319910e-11,2.084114923618610382e+10,3.263027676496322826e+07
5.403672075807100523e-11,1.065147578613227463e+10,6.494276607946513221e+06
3.878597629864079663e-11,1.082487178664544106e+10,3.568813525108211674e+06
1.884675213850852165e-11,2.690858815285466766e+10,3.087434913536708429e+07
8.742665701988069600e-11,5.668546544491567612e+09,1.364788943547521252e+06
7.769735152756491501e-11,2.375763744624575806e+10,3.240098152897365093e+08
1.097258930873812011e-11,4.375829112591922760e+09,7.634120757600131583e+03
4.605312509524549153e-11,9.013676061525228500e+09,2.420219880614147522e+06
8.361238543734736934e-11,9.511134142014511108e+09,9.888863827787050977e+06
9.627202933855051909e-11,5.854994355052226067e+09,1.883624160690376535e+06
3.206356453374962464e-11,2.957021311008579636e+10,1.279913909283948541e+08
9.567607014982922028e-11,1.495941938070828438e+10,7.896229874991263449e+07
5.207835063394752513e-11,1.708367874709507751e+10,3.967338846930057555e+07
1.445776677978954402e-11,5.993914855105541229e+09,4.665845624827931897e+04
1.132212993251040768e-11,1.175294937453876305e+10,4.224115440110044437e+05
1.864329969887277392e-11,1.054369823284431267e+10,7.422481938856659690e+05
5.961996989493851616e-11,2.783785053851549149e+09,3.691654329486346251e+04
9.940161607813521207e-11,2.291930385766623306e+10,4.609029978319905400e+08
8.475981475035956953e-11,1.259545072276709175e+10,3.121087294970066100e+07
9.695011931058088048e-11,1.381740762557599640e+10,5.908266929261520505e+07
9.373434507648739103e-11,2.923356028481448746e+10,1.047513747436035872e+09
9.060571300981596954e-11,5.375275607352022171e+09,1.185245934063290013e+06
8.319785194671108149e-11,2.521305422811012650e+10,4.680844741902489662e+08
6.531807933511697053e-11,9.116078774873823166e+09,5.093517775039460510e+06
7.237835446736839999e-11,7.457196978871978760e+09,2.801293992879614234e+06
