N,P,T,N_next,N_next_noisy
1.146181695821460380e+02,8.819123993333944611e+01,2.233872425142764939e+01,3.896227159024327147e+00,3.030845758579629567e+00
7.015676450759363547e+01,3.060412089721170048e+01,1.076023548136649133e+01,2.413457470926681836e+00,1.762095590012485502e+00
3.937869027942209499e+01,1.240506604965603259e+02,1.456497121503240955e+01,3.358895956981400843e+01,3.354930149732229694e+01
1.170197240952663122e+02,8.245624240680237449e+01,2.527594730484518948e+01,2.202335180350927679e+00,2.455711833292369306e+00
7.803388958101001549e+01,9.332013301895916868e+01,2.803630112646655448e+01,4.600608548297558720e+00,5.900633118767730778e+00
1.388491527333972613e+02,4.032690761251551237e+01,2.050217364287219013e+01,1.072217899565911736e+00,4.237536266210493174e-01
8.841935535758359777e+01,9.474772443294851598e+01,2.398568771819493151e+01,8.442315254408502057e+00,8.301512834250525330e+00
8.056518541708597070e+01,1.949532714277470902e+01,1.143801039933393149e+01,1.565754551444521026e+00,7.672388546218299465e-01
6.781796479979532499e+00,5.620622462038824807e+01,2.746513008547182011e+01,8.016417303380201531e+00,7.136244915416524393e+00
3.394993960997109639e+01,3.854196772987531006e+01,1.256893633955292700e+01,1.682390472887900401e+01,1.634440808801678102e+01
1.080805484291366838e+02,1.442891438983197929e+02,1.506706052276476271e+01,4.205612489599088732e+00,3.081671228044500666e+00
6.639326613407807542e+01,1.321865814001403976e+02,1.655335455133425171e+01,2.209581506442004084e+01,2.253258035606981124e+01
1.389301414944239070e+02,1.028087780727986313e+02,1.614662923017622376e+01,1.485157936733837891e+00,2.525336806669239209e+00
9.266284201252230446e+01,2.811656844284979329e+01,2.158834093116141162e+01,4.808043516106783599e+00,4.277682043096472597e+00
4.032344927670416723e+01,2.421946618170543175e+01,1.221906250437121422e+01,1.102639587690248568e+01,1.030803773407124524e+01
3.751892971956438316e+01,4.702839312783626724e+01,1.070166430084593046e+01,8.808877226404099758e+00,1.011488292889512941e+01
4.443813774365411007e+01,3.212188702748387215e+01,2.815504619012305199e+01,9.487263828094405937e+00,9.253677006133070648e+00
3.334818858238833172e+01,3.391980171134558475e+01,2.562599172763501088e+01,2.629652974769938112e+01,2.776194008724784368e+01
8.021025128165167928e+01,7.950013673808348358e+01,1.900136485634821781e+01,1.420576745425082521e+01,1.128992027750657101e+01
1.360641491635595557e+01,9.117093621477279441e+01,1.037810817521240736e+01,8.408013162588119371e+00,8.220158949295617745e+00
8.718296660718004887e+01,8.361368783982747743e+01,2.626085451205397447e+01,5.245203174967747017e+00,4.204404898666041390e+00
6.491625461883421622e+01,1.233367301042218429e+02,2.880290841634750620e+01,6.129727499326950380e+00,5.572282646273811757e+00
1.319463129555532248e+02,5.720185574829920228e+01,1.432729331870150347e+01,9.351972595128732468e-01,1.717346504102492677e+00
1.337212850795361021e+02,7.496026188726569117e+00,2.632954382064495746e+01,2.126233030237832389e-01,1.269348448077119329e+00
4.527570679596350800e+01,3.315200052406117948e+01,2.899237486727146873e+01,7.007771831825754916e+00,6.808873003332405638e+00
2.942929949493570874e+01,4.115867922609360363e+01,2.899286091405527088e+01,1.109478791321975599e+01,1.200569842188597036e+01
6.387550805687692446e+01,1.109224375637820081e+01,1.485200036069715779e+01,6.382770945169768950e+00,5.236638361789710316e+00
7.644289803393603222e+01,9.025146960634865323e+00,2.217231920019505864e+01,5.198757718245956561e+00,5.443976029592193733e+00
1.069357704613550482e+02,9.934960971233040894e+00,2.713532832701278963e+01,5.698971764009366225e-01,3.889508418329340467e-01
1.456380370269437776e+02,1.747944952418510312e+01,1.319562801044416389e+01,1.835903567227246680e-01,-1.543730380660305990e+00
1.343521047353252129e+02,7.590880042461049015e+01,1.175140690463357451e+01,5.037365861312167459e-01,1.379393695016362109e+00
6.013806546846082313e+01,6.598796321322403458e+01,1.359059311186248742e+01,1.215198160087103929e+01,1.145339436468612249e+01
8.281298169923424268e+01,1.301712550557885777e+02,2.852875932329076036e+01,3.719157939729777596e+00,4.125635290653334231e+00
8.758981209848953142e+01,1.113730722876470907e+02,1.878974408151771769e+01,1.238183715515021888e+01,1.159049353286000184e+01
1.319870314565793592e+02,5.398880653913282401e+01,1.656960352326936103e+01,1.350001005377040375e+00,1.499606911776823148e+00
1.672825455214120183e+01,1.707473786464034404e+01,1.571089124845293838e+01,3.066478638877125462e+01,3.125301555410486998e+01
1.225439277009403014e+02,8.616289846444908562e+01,1.921749403720665228e+01,3.189263887423653632e+00,3.161694371283334526e+00
4.012473291339043868e+01,1.443383283004602902e+02,2.717176551848040233e+01,2.193313904872478304e+01,2.143145540310598207e+01
1.701751600773394912e+01,5.569676455579987362e+01,1.104711592359372929e+01,1.138971488667936782e+01,1.197104780402639257e+01
1.470435698482050668e+02,1.446897944644326230e+02,1.990045809649695485e+01,1.799684391835920882e+00,1.988113693862414877e+00
5.274745705168061249e+01,6.869668661656862696e+01,2.474378347590120342e+01,2.292664215855401366e+01,2.248390856179869957e+01
1.124290039111973414e+02,3.924140561090688806e+01,1.715068421872609505e+01,2.432922555824683641e+00,2.454766251604756366e+00
5.514980203658817715e+01,9.405600695963933333e+01,1.973005097494941751e+01,3.668111131080950571e+01,3.657822503522064039e+01
4.431096485918322969e+01,1.263467690595447408e+02,2.124670614548318781e+01,5.243914902518932308e+01,5.207797783198028441e+01
8.195483871756742644e+01,1.613636361829226473e+01,2.162765374240373717e+01,5.492262432777551773e+00,6.373948206155292340e+00
3.570905963212253198e+01,1.370770622692726022e+02,1.643550766683990361e+01,5.155476434563615129e+01,5.327365873575446642e+01
3.741919831909909533e+01,5.971898077143477224e+01,1.768192481066030197e+01,4.787178396748234377e+01,4.734223766583939152e+01
8.578452350633241963e+00,5.975920750035859896e+01,2.487621156005076628e+01,2.015050301626914475e+01,2.001407191182820000e+01
1.074774204540359221e+02,1.046087094039519343e+02,1.845999280487711403e+01,5.828121362888370349e+00,4.870737108938735460e+00
1.382819996783838974e+02,1.235228909428627162e+02,1.913438644143403877e+01,2.215430138579942199e+00,8.672579905675612544e-01
1.735931437736502270e+00,1.756251372407837863e+01,1.781335751778036780e+01,2.401482866751851297e+00,3.518589995703262474e+00
4.396315258780693824e+01,6.521084978862815262e+01,1.823545135662072880e+01,4.342103597905356338e+01,4.273357330267763388e+01
1.306014054373899000e+02,1.106048960209139977e+02,1.698727769554125189e+01,2.314883377987742907e+00,2.638102325032646966e+00
9.054320518654456862e+01,6.841989760721834557e+01,1.503458923124655655e+01,5.628127148946119540e+00,4.257336080483745455e+00
2.015728233724512819e+01,1.463426584901410195e+02,1.135447739982127047e+01,1.606006450836994404e+01,1.540542661660416357e+01
3.681890702669853965e+01,9.716582334936177290e+01,1.244593266011379740e+01,1.944386625630397702e+01,1.990094908406413410e+01
3.190969270292274729e+01,2.250091076472173413e+01,2.289654190715346260e+01,3.830809000967624911e+01,3.876662154034041663e+01
6.043289601868464977e+00,1.698419881941042320e+01,1.036001774914582541e+01,2.697266437540275064e+00,2.915361256611828988e+00
2.016078631648521480e+01,6.494506325571209970e+01,2.763207479281726009e+01,1.949314878387234629e+01,1.988528742591866916e+01
1.993644788997127648e+01,8.572569284672931644e+01,2.199690803834472064e+01,6.057171030162537306e+01,6.077279378283277822e+01
7.606584876255097072e+01,6.767595291907585420e+01,2.598387644400231622e+01,7.678628305848670621e+00,8.665222587349834527e+00
1.154688402538251211e+02,1.269730177282885251e+02,1.436881749311588763e+01,2.664347510487999227e+00,4.346463189337951505e+00
7.834692364767245465e+01,9.222410471590356451e+01,2.428425132605643455e+01,1.141532235356920388e+01,1.196279555265983241e+01
9.877969996810031716e+01,1.397423951144188550e+02,1.189798519128836318e+01,2.515810733120557696e+00,2.387946302485651096e+00
1.326733247507580700e+02,1.386675683617980610e+02,2.890792283024218179e+01,5.885657920717305425e-01,-4.550262602997209305e-01
1.173428604939056328e+02,8.081690752047087756e+01,2.688017894925830120e+01,1.457296112557202594e+00,9.548971029479589312e-01
1.586413909380754994e+01,5.956124404030039443e+01,1.667420242552794107e+01,4.420584653958525223e+01,4.386563343793455516e+01
5.000938278117541103e+00,2.792899794864700169e+01,2.296983758836208978e+01,1.223864529335195961e+01,1.366165114439996486e+01
1.395476002604921462e+02,1.056649150159055495e+02,2.613007855452287131e+01,9.365857793900200789e-01,-6.274489066524502334e-01
3.985606312126302697e+01,9.470337564268898234e+01,2.018362614283740442e+01,5.661544672205468487e+01,5.580213628988652630e+01
1.296239650198982929e+02,7.989229155742471278e+01,1.465118367561105295e+01,1.353692073278144559e+00,3.060281694460609270e-01
2.699966710887401078e+01,1.372238008944336229e+02,2.131427890649284151e+01,7.110998631952175231e+01,7.195802204875927544e+01
1.320202066851440179e+02,6.097752459121502255e+01,1.452013053502587425e+01,1.016610645226091902e+00,3.028217841963332102e-01
6.660743325332408915e+01,7.566345795016565035e+01,2.241255248826296054e+01,2.064343070588945395e+01,1.878891854995044852e+01
5.307976672442206834e+00,7.799467898384800435e+01,2.700698182219537813e+01,7.060796346711638805e+00,4.986373570981054826e+00
1.483657281975611966e+02,4.815692689287187278e+01,1.581662598213697279e+01,6.127840914691173868e-01,8.986400986678322322e-01
1.841385627656788770e+01,6.697654229244874102e+01,2.420245229626019068e+01,4.273024223737284188e+01,4.107393898033366497e+01
4.522629499825630006e+00,6.665501388276859984e+01,1.251209571374830531e+01,4.806421195188608664e+00,5.880609092580559860e+00
1.203285016590746181e+02,8.331196830306214451e+01,1.020781185371769695e+01,5.040606715675570726e-01,1.539926643145515861e+00
4.959137290925982455e+01,6.712828557000212015e+01,1.953575020185427391e+01,3.928181647992785486e+01,3.811968895110627642e+01
5.722245082045311015e+00,5.208205923137485627e+01,2.878004439376319468e+01,4.164387545292596471e+00,3.794978913400167908e+00
2.808646551921213597e+00,3.042617410858271754e+01,2.865820100465334264e+01,1.415784628197007011e+00,1.405477626210205111e+00
6.165634184631895209e+01,1.287132961083046609e+02,1.286480900544804484e+01,1.174015783530156476e+01,1.021353506457046478e+01
1.670100226385751085e+01,7.786586770517057232e+01,1.411311701446547495e+01,2.982309139952322496e+01,2.855383890417016701e+01
5.347323936006218048e+01,1.288373534575251540e+02,1.869743265942211963e+01,4.060084060096098568e+01,3.993031295011278559e+01
1.032887942384058420e+02,1.424333725652347482e+02,2.545584997941434580e+01,4.436023478475880744e+00,4.360271447420357660e+00
1.426943761653860179e+02,4.474550365650998884e+01,2.695188963554521067e+01,3.844688850427928628e-01,6.185272051800346782e-01
4.472933726137821253e+01,9.038707353484817020e+01,2.757911575376694202e+01,1.569941217400456601e+01,1.378051997815646246e+01
8.675658334736358768e+01,1.421576530091498114e+02,1.335055391206903153e+01,5.903010595181719999e+00,6.100333195081685922e+00
1.059087457766209610e+02,3.136002966968344552e+01,1.624422363199625607e+01,2.398905122930900191e+00,2.240441702877021601e+00
1.193529348955475911e+02,4.024375384361460561e+01,2.768561337271731304e+01,6.851211228798840258e-01,3.760582228821371387e-01
7.454967777337655832e+01,8.542114523217550470e+01,1.417689627417994558e+01,9.297254395770222501e+00,8.791752090189813629e+00
1.188826821621139231e+02,1.524480065095810133e+01,1.873871834256016911e+01,1.164785105321969771e+00,2.147210324485412158e+00
6.980147117477352481e+01,1.519998370485929762e+01,1.831730217799633209e+01,9.009730427278208609e+00,1.052613683746684003e+01
1.117381325355175079e+02,1.833357994503886701e+01,2.692658965836410090e+01,6.845409286601726873e-01,1.809300026790860993e-01
9.553590244505404883e+01,1.412881216396216359e+02,2.712722707544237011e+01,3.805718634871642081e+00,3.588954708682156269e+00
7.022429189161194074e+01,1.385015741000337641e+02,1.787403425140785629e+01,2.281513366970365553e+01,2.118126594529254092e+01
1.306861172565066909e+02,1.451178345557590035e+02,1.367062942817600302e+01,1.410017719636468048e+00,9.603286737799642259e-01
4.757707477798177109e+01,6.224047441126113256e+01,1.881115300799002910e+01,3.982716404213920924e+01,4.046771638565419238e+01
5.453808696633083741e+01,2.164213575879683304e+01,2.399527424960315614e+01,1.541034114334412308e+01,1.526277795041358232e+01
7.292955262650151838e+01,1.007061000846522063e+02,2.874110083655803649e+01,4.473434061325429312e+00,4.784450334516498593e+00
1.012253036611906509e+01,5.677378280876743588e+01,2.830242309638321885e+01,9.611447559742442692e+00,9.457360806227059769e+00
8.915632997225229417e+01,6.809167497506936684e+01,2.532842648660251328e+01,5.487180803214176450e+00,5.543441876933298040e+00
4.606460007262304757e+00,2.064917237207621170e+01,1.687980115490393729e+01,1.022016541706358339e+01,1.084656789805306509e+01
1.300839656318930508e+02,2.016829999514876093e+01,1.573498374878516515e+01,6.385635395035214046e-01,1.366422097502084654e+00
5.292550001560601203e+01,2.503117449191631039e+01,2.557216178518227423e+01,1.290872818841091352e+01,1.092758828446983799e+01
1.333399680729672809e+02,1.321805601950797779e+02,1.925127196002542718e+01,2.721535369717433372e+00,2.474495241387635325e+00
2.325773387547997473e+01,1.109107351886507615e+02,1.747936965095668427e+01,6.256173781358015873e+01,5.962533100036605305e+01
1.077209956515898028e+02,1.021803121130349155e+02,2.818921529235949919e+01,1.567128605257924301e+00,1.556363590399495456e+00
8.824151081186354872e+01,6.838783578456197176e+01,2.529624008251114375e+01,5.729404252092781924e+00,5.161613690597762982e+00
8.545401936850331026e+01,1.157410615090686434e+02,2.871323791113482216e+01,3.055472566582370764e+00,2.442502276331399713e+00
1.360751837919395086e+02,5.216497999205346758e+01,1.033481323101372418e+01,2.217807797991008523e-01,1.762510744822212372e+00
1.392688073830511897e+01,1.957472952306699554e+01,2.425194908577430297e+01,2.853350752120724820e+01,2.887500406165038669e+01
1.377436692779886585e+02,6.068708809251605629e+01,2.641654644717421263e+01,6.594081475952695559e-01,1.775806189976565586e+00
4.279404169672503855e+01,1.052614521909247571e+02,2.654777708762054544e+01,2.292741211266411838e+01,2.354147894362850124e+01
3.881991826653225530e+01,1.033132846129656031e+02,1.858073564802556987e+01,5.679832425807556717e+01,5.847280345084944031e+01
1.030188667982114623e+02,1.477820841958597384e+02,2.334872170236877764e+01,6.576147862436958036e+00,6.322048251952997688e+00
6.256511052941790041e+01,9.328888850221865425e+01,1.108025509288577481e+01,5.849508216204283961e+00,5.588412136930823948e+00
2.098023953274855913e+01,1.312620701566730830e+01,1.437614048094288499e+01,2.384656611071437382e+01,2.374834724721117851e+01
8.414711870914422320e+01,6.530585871795861408e+01,1.950076171568470684e+01,1.138005243463443428e+01,1.382235473275041571e+01
1.315191220346166006e+02,1.281407596699824012e+02,1.739549853405016222e+01,2.521967968958343409e+00,2.081320898076433945e+00
2.317393433277258108e+00,1.311254513002505746e+02,1.056940219122303048e+01,9.936855957818864216e-01,1.016347672107070776e+00
6.096268401412909554e+01,1.400660480393081002e+02,1.777372035304055586e+01,3.073970111576877073e+01,3.211070753320584714e+01
2.769414833729892678e+01,2.096846165756004865e+01,1.136137398505468710e+01,1.076914550943688553e+01,1.168949620272492851e+01
1.065866450826061822e+02,1.030949078058247039e+02,2.002206506293020993e+01,6.266385351569432771e+00,5.768490060779360995e+00
1.182783709560675192e+02,8.891169728520158344e+01,1.748712331977278467e+01,3.373269318312452913e+00,5.115676919093045782e+00
2.209878692795741983e+01,4.205642342461664640e+01,2.850958293523921228e+01,1.366445369824522693e+01,1.414393037206114734e+01
1.268307557486732549e+02,2.609120707103700099e+01,2.275760506989372445e+01,1.064088330860678999e+00,2.510360874881994775e+00
4.752949811330800856e+01,2.285043700087776131e+01,1.680913957921954704e+01,2.312256530455859505e+01,2.372777843377708962e+01
1.127301800525247444e+02,7.664920595056985064e+01,2.351845809262804465e+01,3.365697835888180833e+00,4.143340619340614595e+00
2.019117408601438513e+01,1.210199679766710403e+02,1.951108296590082603e+01,6.939156589366008632e+01,6.864905207010086485e+01
7.153710529054049516e+01,1.331629779307295109e+02,1.706190537534521923e+01,1.988559226822118831e+01,2.130386044531153189e+01
9.773661715297228625e+01,1.342322338508698749e+02,1.160834612550150879e+01,2.337311423634023555e+00,1.636342815317664456e+00
7.475599135681287066e+01,1.352952745171152458e+02,2.212038467429245259e+01,1.945224445125325019e+01,1.952912087162532018e+01
1.037014784736191757e+02,3.475782413334608378e+01,2.943903965746556750e+01,6.249161573707223694e-01,1.712155704358216290e+00
1.165174933223638618e+02,1.196650369263916502e+02,2.207333406466062087e+01,4.329441331907097457e+00,3.990038800400460328e+00
1.393300253040272025e+02,1.497101517487532192e+02,1.101246911060674805e+01,4.715554008919563000e-01,5.909538545337840176e-01
9.771047342608332542e+01,5.285206203171020434e+01,1.425148397162705471e+01,3.146872358691537919e+00,3.155163816949175803e+00
2.721657511436278298e+01,7.304544721062062251e+01,1.673617811292685786e+01,5.294648107552555416e+01,5.310321909049712730e+01
1.154487933342125103e+02,3.746943511141963512e+01,2.667704519239949690e+01,1.012098275591374108e+00,1.602419422227198575e+00
6.413775577081267443e+01,6.125964673995137133e+01,2.972972583590543394e+01,3.506641026111720905e+00,2.008530056595612123e+00
1.050903074175383694e+02,9.472313772605104987e+01,1.939630007269383682e+01,6.307043995730333918e+00,5.782890354169721192e+00
1.036908342418207383e+02,1.401639172729402993e+01,2.211727847124606683e+01,1.952996252282972911e+00,4.018447803822533970e+00
1.332063921564586622e+02,1.350838683971122123e+02,1.398673989627744163e+01,1.354910048395267408e+00,-5.987619445252896355e-01
8.880130188357044574e+01,7.496369375898352416e+01,2.089087779442554194e+01,1.012565555827073105e+01,9.488737482453197813e+00
3.519164393779543332e+01,3.036464620151830829e+00,2.179589540054912788e+01,2.555764805360807301e+01,2.635610819721128095e+01
6.153091834896774515e+01,3.386237288015965419e+01,1.746272428560708789e+01,1.732841509116363099e+01,1.548739153211485231e+01
9.347231946702423500e+01,1.371096080523554406e+02,2.764580261243071746e+01,3.472567324462454419e+00,2.610794379700164924e+00
8.605079203773527752e+01,1.258329278559076840e+02,1.184108940380400554e+01,3.715790636890077270e+00,2.912231827875443990e+00
2.985044062816254140e+01,1.409197031445454229e+02,1.972735021267522271e+01,7.238221539319179954e+01,7.394950329667260291e+01
1.237808002976198054e+02,7.691683073210792543e+01,2.668620278392539547e+01,1.182950444019174707e+00,3.142497002689507157e-01
8.733920794653235475e+01,1.071842091165214725e+02,1.374012875434265624e+01,5.789159246320958907e+00,6.421213665925355585e+00
8.694340551936967643e+01,3.200383327839735870e+01,1.048318074361239738e+01,1.127537180459108557e+00,4.976640582299476367e-01
3.155963862240287909e+01,5.302399237743167504e+01,2.230208162306726294e+01,5.209011951573992150e+01,5.210057083020992508e+01
7.425170733555755476e+01,9.212471128778531693e+01,2.680247809369250689e+01,7.553556622384470565e+00,6.420665332325445007e+00
4.103577168863481006e+01,1.376310531060181290e+02,1.988840246438119763e+01,5.957112101837827822e+01,5.809991408145226899e+01
5.096233239027400685e+01,4.815994158538519798e+01,2.568983415985152519e+01,1.759197817869504377e+01,1.712351052749852443e+01
5.194126707166843460e+01,1.423280614905809571e+01,1.325757274454251622e+01,8.023395502451588612e+00,6.647219625692093459e+00
9.124855909158523559e+01,4.289762871718354376e+01,1.611600650992657791e+01,5.116114336585391165e+00,4.939666271073746451e+00
5.654531719103191278e+01,1.454775806046179198e+01,1.244239211596658556e+01,5.287919227263215838e+00,5.406196747347332021e+00
1.350859963884970512e+02,1.042037010882794306e+02,2.514960956800296543e+01,1.354061089528842965e+00,1.762840538522982170e+00
1.128632265708176021e+02,1.010640675027304169e+01,1.820185944788322630e+01,1.165260188452052148e+00,2.692376918623231585e+00
1.471103342105442380e+02,8.214088988537753266e+01,1.081169618334393334e+01,2.433428688148907282e-01,1.661648913064772026e+00
9.213436013116334777e+01,7.117682351110092043e+01,2.126980944026143661e+01,8.579892819917374069e+00,7.475708470956337948e+00
6.511802516688793219e+01,1.167712312384950621e+02,1.860712123388404393e+01,2.716558731116739622e+01,2.641562049350307717e+01
5.953749423892002568e+01,4.478855896459634778e+01,2.240809222856647054e+01,2.147429792880759081e+01,2.316349438805932692e+01
6.494714173661594536e+00,6.502317919500121945e+01,2.733583381674605661e+01,8.095168032973198535e+00,8.039863527488222417e+00
1.059285937211759858e+02,9.992604994415100350e+01,1.137995455482133700e+01,1.430641114061114383e+00,1.044116730359530676e+00
4.804718587299962707e+01,1.239754554512849580e+02,2.774852830486847566e+01,1.466922710088151760e+01,1.573946542571144569e+01
4.379685078726508252e+00,3.738263178255156305e+01,1.893001498937080740e+01,1.247850140417477860e+01,1.185296929728633941e+01
1.369789696010962530e+02,1.443769929903205025e+02,2.522312451380122766e+01,1.465414581409948402e+00,2.398130626665106568e+00
3.622000364090906999e+01,7.102725825634163925e+01,1.604046368990749016e+01,4.185562148461055187e+01,4.155279948059451556e+01
1.492638949280677707e+01,1.111419501825831588e+02,2.123067179461709841e+01,5.725149032991931364e+01,5.854531129556976765e+01
1.109971777302565670e+02,7.525717374021826345e+01,2.619945344256876041e+01,2.107807817320621613e+00,1.961510174574645049e+00
1.159465169731212058e+02,4.839564002897915174e+01,2.347564466077830758e+01,2.261424584252932579e+00,3.080301827288383087e+00
1.159380615199235791e+02,8.521576088400492210e+01,2.278860099257417104e+01,3.482884099934873134e+00,4.540911231861463726e+00
9.277612019730695181e+01,9.429804362246997584e+01,1.688945035035088083e+01,8.150682794807931231e+00,9.765580792031494539e+00
4.904490410601108685e+00,1.447554414196303014e+02,1.931809711679914088e+01,1.831175834737988950e+01,1.751434565446821168e+01
8.063283407410041548e+01,7.361780575299012241e+01,2.334227174186744236e+01,1.103050322653266591e+01,1.064598584279795368e+01
1.441437244890482532e+02,1.269768803043460963e+02,2.741153786922862778e+01,6.218816288042552376e-01,-7.959898901187500986e-01
6.882631913601902340e+01,1.485281440956708821e+02,1.219417027925513963e+01,7.879303779607924163e+00,6.155495512630283272e+00
4.519103519894747478e+01,1.188579237596367335e+02,1.717011453426663081e+01,4.446542035783601676e+01,4.396743506209810448e+01
8.404794480801268719e+01,4.984108218000167057e+01,1.374193868167465027e+01,4.558140766003792699e+00,4.716861059724942074e+00
9.521418153264517059e+01,5.906030744299536650e+01,2.843761230831451670e+01,1.720191932573188920e+00,2.972509470744083782e+00
4.533953387229173870e+01,1.320371955489495974e+02,2.723093863591105546e+01,1.867851436075329730e+01,1.826158826245813671e+01
1.164598517954822512e+02,4.708174271805192213e+00,1.373925909848462190e+01,3.722912912230977311e-01,2.282282012528552784e+00
1.263862288954893671e+02,6.868212081285732040e+01,2.336337771854701373e+01,1.958976653766134390e+00,2.140069076134912152e+00
4.613867301034368040e+00,1.376453503796154791e+02,1.334863880592674334e+01,6.966472437004657792e+00,7.846413712821480146e+00
1.596669094366847830e+01,6.938969640739877320e+00,1.399047120305728242e+01,1.839037533520245304e+01,1.813301038579405855e+01
7.558626154541926212e+01,9.505372510869827352e+01,1.506033221483169982e+01,1.128957920929497050e+01,1.003031841721715089e+01
9.782088115296089015e+00,7.357606521945101008e+01,2.271614102462626406e+01,3.327014965897087961e+01,3.485241889104554502e+01
3.018500322764766253e+01,6.523117307476216808e+01,1.025512998525422326e+01,9.299768953521704518e+00,9.007478698275996010e+00
1.310145496902875379e+02,1.122578991790331315e+02,2.631945175236273116e+01,1.240229642970088753e+00,2.350150485798856437e+00
1.497856249051708062e+02,1.212851966648914868e+02,1.718314119487677161e+01,1.283766687229674908e+00,9.115826821652330825e-01
1.265236871524081153e+02,1.002368394505070199e+02,1.192566205206590979e+01,8.261260645839605399e-01,1.410166861130505822e+00
2.550816371391110238e+01,1.310737009545778164e+01,2.708246216246813987e+01,1.615871475780782163e+01,1.599625054430153348e+01
1.207794664632654076e+02,1.256329852329160133e+02,2.216828418389914646e+01,3.781326756810804213e+00,3.431296221984396766e+00
8.771340920737443980e+01,1.252377087641482376e+02,1.198757060941241193e+01,3.669485917552763432e+00,3.516591942586832165e+00
1.492314631468966581e+02,7.543398010847957380e+01,1.255176630741840427e+01,3.816297769607078783e-01,1.059709946992248852e+00
4.308533110366206387e+01,1.252815519172360581e+02,2.618139429626272019e+01,2.593980539494264548e+01,2.472705663726294389e+01
1.352570698474100652e+02,3.025579410530973234e+01,2.647115001204489459e+01,4.320953303861147510e-01,-5.467540135140813717e-01
3.405509932733093326e+00,6.679837663047338481e+01,2.537922779766206105e+01,5.469362398476708798e+00,6.447585741399583625e+00
3.407527957427789289e+01,7.461163455683536938e+01,1.199857158216008202e+01,1.679045936340488865e+01,1.604987778074107041e+01
1.357446821232415175e+02,5.765377321221111373e+01,1.380117027606287650e+01,7.228861910417956338e-01,8.999650506515045612e-01
7.697490791867096505e+01,1.078092211094431292e+02,1.198443292335725552e+01,5.070531223963224754e+00,3.714632166154110848e+00
3.205618442381263122e+01,1.455183308806784908e+02,1.598881487266146806e+01,5.150902552584312133e+01,5.128502936671124957e+01
1.052896299538192437e+02,2.298376480840178004e+01,2.247107867686259652e+01,2.361286872638348022e+00,3.451624229206855077e+00
4.844057423269343587e+01,7.302855999128438214e+01,1.429341610901768433e+01,2.187521556682945700e+01,2.195026190653270604e+01
8.878530118500889046e+01,9.253813994697672740e+01,1.149874521266264260e+01,2.670479935842130281e+00,2.868938286203446264e+00
6.293070802991391588e+01,1.036994288794437757e+01,2.540514067298050804e+01,6.148973599076509089e+00,5.744959982737511517e+00
1.298590610712171589e+01,1.260303448696472088e+02,2.006648205117224748e+01,5.419714875305009372e+01,5.428463201642738056e+01
1.052784087169600014e+01,1.773634521986355139e+01,2.672141689343365911e+01,1.304222338597674380e+01,1.124716023219579064e+01
1.370995716086621314e+02,1.986200894404914052e+01,2.552522054982347299e+01,3.774487394577958899e-01,-1.270878759793395707e+00
1.304206548583101437e+02,1.822884036762961202e+01,1.015169603210457616e+01,1.221611113832324208e-01,5.173869241213695513e-01
6.925045252583194610e+01,3.195075879985766321e+01,2.835590031105164854e+01,3.493200832593717831e+00,1.710599358261167380e+00
3.679264875602795826e+01,1.348565841361871946e+02,2.176942870443993172e+01,6.101704131490510719e+01,6.230762795078488381e+01
2.084254967042203788e+01,4.591408619634449906e+01,2.657761211184287120e+01,2.469489871168887873e+01,2.552628737221791866e+01
1.436802220091580296e+02,6.027354466402368161e+01,1.484167095338778886e+01,7.099581401070519382e-01,-5.116415740105796361e-01
8.151694101961906824e+01,7.639060138877540851e+01,1.168996415523807286e+01,3.411242613286254777e+00,1.208918272902565150e+00
2.148339844429547618e+00,1.264218878996429396e+02,2.678009444291443586e+01,2.062797896949212451e+00,-3.799036912930580101e-01
9.421725426404552195e+01,1.421700574784209721e+02,1.142047279261770498e+01,2.530345250809526547e+00,2.819017999086012694e+00
1.138773063790478943e+02,5.796534031331309222e+01,1.611070635508295013e+01,2.584635958857805171e+00,2.468886380336281494e+00
4.628914944815105770e+01,4.567916149769574474e+01,1.752868444201071796e+01,3.398231659107480596e+01,3.530877224529344005e+01
1.470150170242775971e+02,2.751349373243468932e+01,1.528569840297533133e+01,3.857435341669175344e-01,8.354764012207639423e-01
9.787494144337832935e+00,3.448024402469401650e+01,2.739218027431309821e+01,1.129943928413746690e+01,1.283635394198924295e+01
1.764686084989759252e+01,9.618263147596690033e+01,2.243558544459220627e+01,5.650269166174485491e+01,5.735693123261101789e+01
9.097093872931743874e+01,6.087218552330161003e+01,1.246290166941239974e+01,2.738541318069251052e+00,1.769329050354335742e+00
6.991099582447036198e+01,1.248994610585304912e+02,2.824628483865996031e+01,6.291180403991433856e+00,6.082261895844284005e+00
5.606945331941453503e+01,6.434963433512282904e+01,2.398131602931051987e+01,2.293341868314934828e+01,2.206390509058670446e+01
1.047586690056284482e+02,1.357683716404821155e+02,1.162454546951137502e+01,1.845857342498861575e+00,1.505233517846704006e+00
1.394077612539551865e+02,9.599474859689043171e+01,1.569697505339244259e+01,1.306229962607804662e+00,7.642906151900374923e-01
1.291966823548467005e+02,1.006077926019879669e+02,2.046216253427595433e+01,2.763476311496493310e+00,2.504484818289025583e+00
