t,N,S,A,dN_dt,dN_dt_noisy
2.722144428885777074e+02,4.795597461629875761e+04,4.762503354955319082e+03,2.042878262539913781e+00,2.647269171242214725e+01,9.243485344275789828e+00
2.722744548909781770e+02,4.795756232637388166e+04,4.762701840127631840e+03,2.042811712516518607e+00,2.644039889291281042e+01,5.499268964318909525e+01
2.723344668933786465e+02,4.795914809962252912e+04,4.762900087100870223e+03,2.042745244347976552e+00,2.640814352492486705e+01,1.019901676039776106e+00
2.723944788957791729e+02,4.796073193828707008e+04,4.763098096142070062e+03,2.042678863068751127e+00,2.637592559453776175e+01,7.691746635478099847e+01
2.724544908981796425e+02,4.796231384460943809e+04,4.763295867518008890e+03,2.042612571775088703e+00,2.634374507852334091e+01,5.889384223847176969e+01
2.725145029005801121e+02,4.796389382083100645e+04,4.763493401495205944e+03,2.042546371796190030e+00,2.631160194516621686e+01,5.338180733685234713e+00
2.725745149029805816e+02,4.796547186919258093e+04,4.763690698339924893e+03,2.042480262694209792e+00,2.627949615426416585e+01,2.026282433540760763e+01
2.726345269053810512e+02,4.796704799193437066e+04,4.763887758318169290e+03,2.042414242264257496e+00,2.624742765712676373e+01,4.512144811416040113e+01
2.726945389077815776e+02,4.796862219129603909e+04,4.764084581695686211e+03,2.042348306534395697e+00,2.621539639657186171e+01,6.375793678593488778e+01
2.727545509101820471e+02,4.797019446951665304e+04,4.764281168737962616e+03,2.042282449765642660e+00,2.618340230692717796e+01,2.415473612811041448e+00
2.728145629125825167e+02,4.797176482883257268e+04,4.764477519710236265e+03,2.042216666630586985e+00,2.615144532452757176e+01,1.118152635856262833e+01
2.728745749149829862e+02,4.797333327146660304e+04,4.764673634877518452e+03,2.042150963214361070e+00,2.611952544073994886e+01,1.012685177985221827e+02
2.729345869173834558e+02,4.797489979963978112e+04,4.764869514504566723e+03,2.042085345042233158e+00,2.608764264426275759e+01,5.367487621436853829e+01
2.729945989197839253e+02,4.797646441557297658e+04,4.765065158855882146e+03,2.042019815466466159e+00,2.605579691335316284e+01,5.295075300510909244e+01
2.730546109221844517e+02,4.797802712148648425e+04,4.765260568195710221e+03,2.041954376087818268e+00,2.602398821785340033e+01,8.403273773158585414e+01
2.731146229245849213e+02,4.797958791960002418e+04,4.765455742788038151e+03,2.041889026755546510e+00,2.599221651919191345e+01,3.936796248986146907e+01
2.731746349269853908e+02,4.798114681213274162e+04,4.765650682896597573e+03,2.041823765567402305e+00,2.596048177038045424e+01,1.227304895585282907e+01
2.732346469293858604e+02,4.798270380130322155e+04,4.765845388784863644e+03,2.041758588869635016e+00,2.592878391601362864e+01,-2.593848207613194745e+01
2.732946589317863300e+02,4.798425888932945236e+04,4.766039860716054136e+03,2.041693491256990178e+00,2.589712289226741859e+01,5.175126963627839416e+01
2.733546709341868564e+02,4.798581207842785807e+04,4.766234098953134890e+03,2.041628466597896541e+00,2.586549863183984144e+01,-8.135407363920585055e+00
2.734146829365873259e+02,4.798736337080221710e+04,4.766428103758842553e+03,2.041563519267945548e+00,2.583391111811204155e+01,4.595672551643862391e+01
2.734746949389877955e+02,4.798891276865224791e+04,4.766621875395668212e+03,2.041498655407825158e+00,2.580236034300480696e+01,-3.344255687174026548e+01
2.735347069413882650e+02,4.799046027417785808e+04,4.766815414125849202e+03,2.041433878661524925e+00,2.577084628643353881e+01,1.154027951672748387e+01
2.735947189437887346e+02,4.799200588957836590e+04,4.767008720211364562e+03,2.041369190936869860e+00,2.573936891997158227e+01,2.520041215001230128e+01
2.736547309461892610e+02,4.799354961705251480e+04,4.767201793913938673e+03,2.041304592405519536e+00,2.570792820684920343e+01,-1.183771814154188462e+01
2.737147429485897305e+02,4.799509145879848074e+04,4.767394635495040347e+03,2.041240081502970316e+00,2.567652410195216817e+01,9.272482444777281785e+00
2.737747549509902001e+02,4.799663141701386485e+04,4.767587245215884650e+03,2.041175654928552241e+00,2.564515655182123055e+01,6.913718747129244946e-01
2.738347669533906696e+02,4.799816949389570073e+04,4.767779623337430166e+03,2.041111307645431250e+00,2.561382549465020020e+01,2.950771692008513369e+01
2.738947789557911392e+02,4.799970569164015615e+04,4.767971770120380825e+03,2.041047033162583624e+00,2.558253086164398837e+01,-1.218912995110079578e+01
2.739547909581916088e+02,4.800124001243282692e+04,4.768163685825211360e+03,2.040982833428230503e+00,2.555127262473166638e+01,1.768957328164652054e+01
2.740148029605921352e+02,4.800277245845223661e+04,4.768355370712157310e+03,2.040918715242060255e+00,2.552005077926924059e+01,6.674431653528861830e+01
2.740748149629926047e+02,4.800430303187739628e+04,4.768546825041198645e+03,2.040854682574470669e+00,2.548886530699985542e+01,6.751375834451305025e+01
2.741348269653930743e+02,4.800583173488676402e+04,4.768738049072061585e+03,2.040790737674832211e+00,2.545771618139445991e+01,8.216973891343464231e+01
2.741948389677935438e+02,4.800735856965821586e+04,4.768929043064218604e+03,2.040726881071484033e+00,2.542660336765305829e+01,3.788258888443467498e+01
2.742548509701940134e+02,4.800888353836905299e+04,4.769119807276887514e+03,2.040663111571737076e+00,2.539552682270175410e+01,1.318234568316349531e+01
2.743148629725945398e+02,4.801040664319602365e+04,4.769310341969033288e+03,2.040599426261872296e+00,2.536448649519229548e+01,3.522405168445428814e+01
2.743748749749950093e+02,4.801192788631527219e+04,4.769500647399365334e+03,2.040535820507141995e+00,2.533348232549985823e+01,4.664425192342388016e+01
2.744348869773954789e+02,4.801344726990238269e+04,4.769690723826339308e+03,2.040472287954342434e+00,2.530251424573651775e+01,3.369983582186863202e+01
2.744948989797959484e+02,4.801496479612550320e+04,4.769880571508176217e+03,2.040408827514197831e+00,2.527158221342932620e+01,6.877921088219460444e+01
2.745549109821964180e+02,4.801648046714218799e+04,4.770070190702865148e+03,2.040345446532861651e+00,2.524068622682909790e+01,5.513682474038017034e+00
2.746149229845969444e+02,4.801799428511070437e+04,4.770259581668144165e+03,2.040282149340817419e+00,2.520982626966974749e+01,1.899556030374269611e+01
2.746749349869974139e+02,4.801950625218871573e+04,4.770448744661494857e+03,2.040218938562452511e+00,2.517900231748569695e+01,-2.041425634657634447e+01
2.747349469893978835e+02,4.802101637053334707e+04,4.770637679940148701e+03,2.040155815116057703e+00,2.514821433760641867e+01,1.251946841738673122e+01
2.747949589917983531e+02,4.802252464230114856e+04,4.770826387761084334e+03,2.040092778213827618e+00,2.511746228916047130e+01,6.231706093056471474e+01
2.748549709941988226e+02,4.802403106964806648e+04,4.771014868381025735e+03,2.040029825361859839e+00,2.508674612307106599e+01,2.666059659857310038e+01
2.749149829965992922e+02,4.802553565472952323e+04,4.771203122056446773e+03,2.039966952360156682e+00,2.505606578205487267e+01,4.749753519742401409e+01
2.749749949989998186e+02,4.802703839970032277e+04,4.771391149043566656e+03,2.039904153302623868e+00,2.502542120062219055e+01,3.785431026420684475e+01
2.750350070014002881e+02,4.802853930671115086e+04,4.771578949598361760e+03,2.039841424223256983e+00,2.499481232266947472e+01,5.392407006967992089e+01
2.750950190038007577e+02,4.803003837789957470e+04,4.771766523976587450e+03,2.039778772160659948e+00,2.496423914522182486e+01,-9.653394642286983185e-02
2.751550310062012272e+02,4.803153561540303053e+04,4.771953872433747165e+03,2.039716202000789735e+00,2.493370165495036872e+01,4.098053529313189358e+01
2.752150430086016968e+02,4.803303102135854715e+04,4.772140995225091501e+03,2.039653716775541969e+00,2.490319982960727430e+01,4.529431386731912568e+01
2.752750550110022232e+02,4.803452459790257853e+04,4.772327892605622765e+03,2.039591317825448336e+00,2.487273363881269006e+01,5.959863553348183984e+01
2.753350670134026927e+02,4.803601634717100387e+04,4.772514564830087693e+03,2.039529004799675693e+00,2.484230304405275547e+01,6.667586190823419656e+01
2.753950790158031623e+02,4.803750627129913482e+04,4.772701012152985641e+03,2.039466775656025632e+00,2.481190799867817987e+01,9.902200929977587052e+00
2.754550910182036318e+02,4.803899437242172280e+04,4.772887234828563123e+03,2.039404626660935804e+00,2.478154844790208244e+01,-1.816193842709677142e+01
2.755151030206041014e+02,4.804048065267292259e+04,4.773073233110813817e+03,2.039342552389479035e+00,2.475122432880004908e+01,5.492071324826596879e+00
2.755751150230045710e+02,4.804196511418499722e+04,4.773259007253485834e+03,2.039280547108122121e+00,2.472093557698241284e+01,6.442834517591612098e+01
2.756351270254050974e+02,4.804344775907730946e+04,4.773444557510105369e+03,2.039218615877598229e+00,2.469068218018844618e+01,-5.105450030154322860e+00
2.756951390278055669e+02,4.804492858946628985e+04,4.773629884133953965e+03,2.039156764480969830e+00,2.466046412967455126e+01,-1.663089540772541852e+01
2.757551510302060365e+02,4.804640760746839806e+04,4.773814987378064870e+03,2.039094996389174241e+00,2.463028140556860990e+01,-1.469976867881356242e+01
2.758151630326065060e+02,4.804788481519954803e+04,4.773999867495217586e+03,2.039033313396315883e+00,2.460013397993162698e+01,-1.441015474619977965e+01
2.758751750350069756e+02,4.804936021477507165e+04,4.774184524737944230e+03,2.038971715619664060e+00,2.457002181675994734e+01,4.619096776104700552e+01
2.759351870374075020e+02,4.805083380830972601e+04,4.774368959358526809e+03,2.038910201499656516e+00,2.453994487198258412e+01,1.515951402578338048e+00
2.759951990398079715e+02,4.805230559791770793e+04,4.774553171608996308e+03,2.038848767799896322e+00,2.450990309345900187e+01,5.773720877174259414e+00
2.760552110422084411e+02,4.805377558571263944e+04,4.774737161741134514e+03,2.038787409607153212e+00,2.447989642098002605e+01,5.877044087828478780e+01
2.761152230446089106e+02,4.805524377380737133e+04,4.774920930006472190e+03,2.038726120551282772e+00,2.444992478732729069e+01,5.252718785662694501e+01
2.761752350470093802e+02,4.805671016430461896e+04,4.775104476656315455e+03,2.038664902284474501e+00,2.441998816403997807e+01,5.086286518248849831e+01
2.762352470494099066e+02,4.805817475929985812e+04,4.775287801941738508e+03,2.038603761573821949e+00,2.439008654738421455e+01,1.429543823413766290e+00
2.762952590518103761e+02,4.805963756088909577e+04,4.775470906113562705e+03,2.038542702359900094e+00,2.436021992000996761e+01,-2.674448348924950380e+01
2.763552710542108457e+02,4.806109857116780768e+04,4.775653789422362934e+03,2.038481726920783554e+00,2.433038825657001780e+01,3.489133263665038243e+01
2.764152830566113153e+02,4.806255779223087302e+04,4.775836452118463058e+03,2.038420835872043035e+00,2.430059152371768505e+01,7.696292485674212003e+01
2.764752950590117848e+02,4.806401522617261799e+04,4.776018894451941378e+03,2.038360028166749327e+00,2.427082968010745390e+01,1.358777127261162398e+01
2.765353070614122544e+02,4.806547087508680852e+04,4.776201116672624266e+03,2.038299301095468863e+00,2.424110267639071026e+01,1.608607509668613034e+01
2.765953190638127808e+02,4.806692474106662121e+04,4.776383119030091621e+03,2.038238650286268605e+00,2.421141045521807200e+01,-7.323454919812175490e+01
2.766553310662132503e+02,4.806837682620468695e+04,4.776564901773674137e+03,2.038178069704711159e+00,2.418175295123603519e+01,7.615377520213610296e+01
2.767153430686137199e+02,4.806982713258798321e+04,4.776746465152466953e+03,2.038117556805094654e+00,2.415213011596517845e+01,1.817575096739932405e+01
2.767753550710141894e+02,4.807127566229158401e+04,4.776927809415343290e+03,2.038057118914746724e+00,2.412254194863641032e+01,-2.811146495000142664e+01
2.768353670734146590e+02,4.807272241739113815e+04,4.777108934810929895e+03,2.037996760505610627e+00,2.409298843472333829e+01,2.231828087467536292e+01
2.768953790758151854e+02,4.807416739996177785e+04,4.777289841587604315e+03,2.037936484369216039e+00,2.406346955161222922e+01,6.197329767106566578e+00
2.769553910782156549e+02,4.807561061207805324e+04,4.777470529993495802e+03,2.037876291648722749e+00,2.403398526875770358e+01,4.287233306822221834e+01
2.770154030806161245e+02,4.807705205581396876e+04,4.777651000276488048e+03,2.037816181838921992e+00,2.400453554768120057e+01,8.860195565760679415e+01
2.770754150830165941e+02,4.807849173324294679e+04,4.777831252684218271e+03,2.037756152786235120e+00,2.397512034196756758e+01,-1.802359121731136327e-01
2.771354270854170636e+02,4.807992964643784944e+04,4.778011287464075394e+03,2.037696200688715820e+00,2.394573959726847079e+01,2.861328284757243878e+01
2.771954390878175332e+02,4.808136579747097858e+04,4.778191104863199143e+03,2.037636320096047449e+00,2.391639325129688132e+01,1.237376279330322149e+01
2.772554510902180596e+02,4.808280018841235142e+04,4.778370705128490044e+03,2.037576505657668235e+00,2.388708124227196095e+01,3.955684577956425585e+00
2.773154630926185291e+02,4.808423282131903397e+04,4.778550088506629436e+03,2.037516762956282701e+00,2.385780356125917478e+01,3.766357268656939539e+01
2.773754750950189987e+02,4.808566369824597496e+04,4.778729255244057640e+03,2.037457097482644475e+00,2.382856019891028154e+01,7.025241520693857922e+01
2.774354870974194682e+02,4.808709282124807942e+04,4.778908205586968506e+03,2.037397512570335412e+00,2.379935113548611980e+01,3.699890572196995464e+01
2.774954990998199378e+02,4.808852019237967761e+04,4.779086939781309411e+03,2.037338009918503001e+00,2.377017634338102425e+01,1.097063430676037576e+01
2.775555111022204642e+02,4.808994581369456137e+04,4.779265458072782167e+03,2.037278589591861255e+00,2.374103578712083618e+01,3.929396385237888012e+01
2.776155231046209337e+02,4.809136968724593316e+04,4.779443760706843022e+03,2.037219250020690708e+00,2.371192942336330134e+01,3.081175435725353040e+01
2.776755351070214033e+02,4.809279181508644979e+04,4.779621847928701754e+03,2.037159988000837085e+00,2.368285720089386359e+01,4.813722333585253921e+01
2.777355471094218728e+02,4.809421219926818594e+04,4.779799719983322575e+03,2.037100798693713077e+00,2.365381906062884809e+01,7.105919631784818336e+00
2.777955591118223424e+02,4.809563084184248146e+04,4.779977377115425952e+03,2.037041675822921505e+00,2.362481493656127896e+01,2.775939624844448161e+01
2.778555711142228688e+02,4.809704774485080270e+04,4.780154819569505889e+03,2.036982620939114863e+00,2.359584480053007383e+01,7.301795830985220448e+01
2.779155831166233384e+02,4.809846291032732552e+04,4.780332047589830836e+03,2.036923640759789933e+00,2.356690864937439756e+01,2.413853090554801994e+01
2.779755951190238079e+02,4.809987634030684421e+04,4.780509061420421858e+03,2.036864739188311457e+00,2.353800646636602778e+01,5.285026049415834848e+01
2.780356071214242775e+02,4.810128803682359285e+04,4.780685861305056278e+03,2.036805918507349489e+00,2.350913822697248179e+01,2.319670408397686501e+01
2.780956191238247470e+02,4.810269800191123795e+04,4.780862447487264944e+03,2.036747179378878059e+00,2.348030389885894920e+01,2.560085201788083609e+01
2.781556311262252166e+02,4.810410623760289309e+04,4.781038820210336780e+03,2.036688520844177841e+00,2.345150344188664349e+01,1.175132526989372650e+00
2.782156431286257430e+02,4.810551274593109702e+04,4.781214979717314236e+03,2.036629940323831711e+00,2.342273680811103986e+01,1.089154037541706401e+02
2.782756551310262125e+02,4.810691752892784280e+04,4.781390926250996927e+03,2.036571433617730076e+00,2.339400394177960152e+01,5.933481232773986846e+01
2.783356671334266821e+02,4.810832058862456324e+04,4.781566660053937994e+03,2.036512994905065543e+00,2.336530477933314387e+01,5.878518508145457133e+01
2.783956791358271516e+02,4.810972192704807094e+04,4.781742181368458660e+03,2.036454620859470044e+00,2.333663926929449417e+01,5.806794148605702333e+01
2.784556911382276212e+02,4.811112154621276568e+04,4.781917490436663684e+03,2.036396318588740595e+00,2.330800741064877002e+01,-7.289156184882340739e+00
2.785157031406281476e+02,4.811251944813333830e+04,4.782092587500414083e+03,2.036338092696375668e+00,2.327940919030800160e+01,5.277932881579907587e-01
2.785757151430286171e+02,4.811391563482400670e+04,4.782267472801326221e+03,2.036279946075259417e+00,2.325084458694618661e+01,1.781119473448384127e+01
2.786357271454290867e+02,4.811531010829846491e+04,4.782442146580775443e+03,2.036221880011122920e+00,2.322231357149757969e+01,-2.721555583289410407e+01
2.786957391478295563e+02,4.811670287056981761e+04,4.782616609079892442e+03,2.036163894182546841e+00,2.319381610715527131e+01,-3.913861408862299385e+00
2.787557511502300258e+02,4.811809392365063832e+04,4.782790860539565983e+03,2.036105986660958322e+00,2.316535214937039200e+01,4.806227119463065378e+01
2.788157631526304954e+02,4.811948326955291850e+04,4.782964901200441091e+03,2.036048153910633207e+00,2.313692164585245337e+01,-4.091563188971551313e+01
2.788757751550310218e+02,4.812087091028811119e+04,4.783138731302920860e+03,2.035990390788693816e+00,2.310852453656508487e+01,-3.903318328940432735e+00
2.789357871574314913e+02,4.812225684786622878e+04,4.783312351087166462e+03,2.035932691432592367e+00,2.308016075801918987e+01,1.995653738169060532e+01
2.789957991598319609e+02,4.812364108428532927e+04,4.783485760793124427e+03,2.035875059970685630e+00,2.305183029505565173e+01,2.013033391984770759e+01
2.790558111622324304e+02,4.812502362153950526e+04,4.783658960660509365e+03,2.035817502346613850e+00,2.302353314132540163e+01,2.193266302802858547e+01
2.791158231646329000e+02,4.812640446162311127e+04,4.783831950928789411e+03,2.035760022089347920e+00,2.299526927883249527e+01,-2.283583187698212669e-02
2.791758351670334264e+02,4.812778360652994161e+04,4.784004731837195322e+03,2.035702621134055867e+00,2.296703868190678577e+01,5.015718542137265956e+01
2.792358471694338959e+02,4.812916105825324485e+04,4.784177303624712295e+03,2.035645299822101073e+00,2.293884131719829611e+01,-4.809686618854051687e+01
2.792958591718343655e+02,4.813053681878570205e+04,4.784349666530087234e+03,2.035588056901043164e+00,2.291067714367960662e+01,3.529494879174340838e+01
2.793558711742348351e+02,4.813191089011944132e+04,4.784521820791823302e+03,2.035530889524638010e+00,2.288254611264255800e+01,-2.264405550773390274e+01
2.794158831766353046e+02,4.813328327424605959e+04,4.784693766648183555e+03,2.035473793252836394e+00,2.285444816769728504e+01,9.491177382941167195e-01
2.794758951790358310e+02,4.813465397315656446e+04,4.784865504337189122e+03,2.035416762051786677e+00,2.282638324477329661e+01,2.050463270669178328e+01
2.795359071814363006e+02,4.813602298883521144e+04,4.785037034096634670e+03,2.035359794618615048e+00,2.279835130270498667e+01,7.098312128391569331e+01
2.795959191838367701e+02,4.813739032325577136e+04,4.785208356164097495e+03,2.035302898135515459e+00,2.277035234139020758e+01,-4.700745619228502648e+00
2.796559311862372397e+02,4.813875597839281545e+04,4.785379470776913877e+03,2.035246076792731174e+00,2.274238634629045919e+01,-2.083575761849807861e+01
2.797159431886377092e+02,4.814011995622039103e+04,4.785550378172177261e+03,2.035189333199746820e+00,2.271445329525050738e+01,5.188588988443932237e+01
2.797759551910381788e+02,4.814148225871196337e+04,4.785721078586744625e+03,2.035132668385398524e+00,2.268655315849969156e+01,2.007683306126188327e+01
2.798359671934387052e+02,4.814284288784046657e+04,4.785891572257229200e+03,2.035076081797872138e+00,2.265868589865146987e+01,2.294424841874045384e+01
2.798959791958391747e+02,4.814420184557828179e+04,4.786061859420006840e+03,2.035019571304704566e+00,2.263085147070000858e+01,3.939065846024787731e+01
2.799559911982396443e+02,4.814555913389723719e+04,4.786231940311211474e+03,2.034963133192783324e+00,2.260304982202063684e+01,5.264362715666558756e+01
2.800160032006401138e+02,4.814691475476860796e+04,4.786401815166738743e+03,2.034906762168346095e+00,2.257528089236944879e+01,2.728209580739456541e+01
2.800760152030405834e+02,4.814826871016158111e+04,4.786571484222246909e+03,2.034850452914978014e+00,2.254754462141772819e+01,-4.093320720420673808e+01
2.801360272054411098e+02,4.814962100203277078e+04,4.786740947713183232e+03,2.034794210764897748e+00,2.251984100037611825e+01,1.625347467046772820e+01
2.801960392078415794e+02,4.815097163233655010e+04,4.786910205874761232e+03,2.034738041168795863e+00,2.249217002106007612e+01,2.304862681324625839e+01
2.802560512102420489e+02,4.815232060302728496e+04,4.787079258941954322e+03,2.034681947434582305e+00,2.246453166495081177e+01,-1.240692858531637910e+01
2.803160632126425185e+02,4.815366791605882463e+04,4.787248107149498537e+03,2.034625931302478818e+00,2.243692590597356684e+01,-8.403647185431292854e+00
2.803760752150429880e+02,4.815501357338445086e+04,4.787416750731889806e+03,2.034569992945020722e+00,2.240935271049636412e+01,4.149710622714363240e+01
2.804360872174434576e+02,4.815635757695689972e+04,4.787585189923385769e+03,2.034514130967056467e+00,2.238181203733404345e+01,2.967147685976553362e+01
2.804960992198439840e+02,4.815769992872837611e+04,4.787753424958006690e+03,2.034458342405747189e+00,2.235430383774075835e+01,-4.923627256738505764e+00
2.805561112222444535e+02,4.815904063065050286e+04,4.787921456069531814e+03,2.034402622730567156e+00,2.232682805541350035e+01,3.917585777476948294e+01
2.806161232246449231e+02,4.816037968467437167e+04,4.788089283491503920e+03,2.034346965864372692e+00,2.229938462658998333e+01,2.628145731351114733e+01
2.806761352270453926e+02,4.816171709274320165e+04,4.788256907457244779e+03,2.034291371597860998e+00,2.227197351592707264e+01,-1.662868435885727081e+01
2.807361472294458622e+02,4.816305285679102963e+04,4.788424328199858792e+03,2.034235846900505962e+00,2.224459472284803496e+01,1.393444943464491637e+01
2.807961592318463886e+02,4.816438697875270736e+04,4.788591545952211163e+03,2.034180395801997498e+00,2.221724823258324477e+01,-1.733644507925735923e+01
2.808561712342468581e+02,4.816571946056254092e+04,4.788758560946927901e+03,2.034125020777108883e+00,2.218993402286747596e+01,-3.844424624429205295e+00
2.809161832366473277e+02,4.816705030415429064e+04,4.788925373416400362e+03,2.034069722745697195e+00,2.216265206394018605e+01,3.114825339255624570e+01
2.809761952390477973e+02,4.816837951146117848e+04,4.789091983592782526e+03,2.034014501072702874e+00,2.213540231854454987e+01,-1.473983375139639662e+01
2.810362072414482668e+02,4.816970708441586612e+04,4.789258391707988267e+03,2.033959353568151496e+00,2.210818474192637950e+01,-1.542830886364929910e+01
2.810962192438487932e+02,4.817103302495049866e+04,4.789424597993699535e+03,2.033904276487150664e+00,2.208099928183196425e+01,3.334687569441292965e+01
2.811562312462492628e+02,4.817235733499665366e+04,4.789590602681356359e+03,2.033849264529893119e+00,2.205384587850971911e+01,-8.319794132248610197e+00
2.812162432486497323e+02,4.817368001648363133e+04,4.789756406002167751e+03,2.033794312609440880e+00,2.202672447326204974e+01,1.375048106241271029e+01
2.812762552510502019e+02,4.817500107132815901e+04,4.789922008187136271e+03,2.033739426324407962e+00,2.199963505913905237e+01,1.436042606420113898e+01
2.813362672534506714e+02,4.817632050144515961e+04,4.790087409467030739e+03,2.033684610959916039e+00,2.197257762770351519e+01,1.704979293385120087e+01
2.813962792558511410e+02,4.817763830874951964e+04,4.790252610072383504e+03,2.033629869747723085e+00,2.194555216060985003e+01,3.333253895395613142e+01
2.814562912582516674e+02,4.817895449515560904e+04,4.790417610233490450e+03,2.033575204377253254e+00,2.191855863207797483e+01,8.844740845085128811e+00
2.815163032606521369e+02,4.818026906257722294e+04,4.790582410180413717e+03,2.033520614995594222e+00,2.189159700888899351e+01,-1.469137656068518538e+00
2.815763152630526065e+02,4.818158201292764716e+04,4.790747010142977160e+03,2.033466100207498073e+00,2.186466725038553705e+01,7.917857272539803759e+00
2.816363272654530761e+02,4.818289334811960725e+04,4.790911410350772712e+03,2.033411657075382184e+00,2.183776930847380982e+01,5.678530213627512779e+01
2.816963392678535456e+02,4.818420307006529765e+04,4.791075611033153109e+03,2.033357281119327009e+00,2.181090312761767791e+01,4.978144749549137060e+01
2.817563512702540720e+02,4.818551118067635980e+04,4.791239612419237346e+03,2.033302966331540951e+00,2.178406864491068973e+01,2.013655013902838675e+01
2.818163632726545416e+02,4.818681768185679539e+04,4.791403414737927051e+03,2.033248712378893597e+00,2.175726582494462491e+01,5.872754438503156393e+01
2.818763752750550111e+02,4.818812257550136565e+04,4.791567018217907389e+03,2.033194526212412701e+00,2.173049466760602400e+01,4.305253630099697659e+01
2.819363872774554807e+02,4.818942586350566853e+04,4.791730423087628878e+03,2.033140411842570217e+00,2.170375515857591608e+01,-1.056479061239271289e+01
2.819963992798559502e+02,4.819072754776476359e+04,4.791893629575307386e+03,2.033086371749895260e+00,2.167704727615875981e+01,6.713696332191040028e+01
2.820564112822564198e+02,4.819202763017317193e+04,4.792056637908923221e+03,2.033032406884970555e+00,2.165037099128034015e+01,1.058672836602029719e+02
2.821164232846569462e+02,4.819332611262489809e+04,4.792219448316223861e+03,2.032978516668436431e+00,2.162372626748509674e+01,3.254329775760911758e+01
2.821764352870574157e+02,4.819462299701338634e+04,4.792382061024723043e+03,2.032924698990988155e+00,2.159711306093942085e+01,-2.711460847794329254e+01
2.822364472894578853e+02,4.819591828523155709e+04,4.792544476261698946e+03,2.032870950213376826e+00,2.157053132042665311e+01,6.669567415729349591e+01
2.822964592918583548e+02,4.819721197917179234e+04,4.792706694254197828e+03,2.032817265166408927e+00,2.154398098734844780e+01,3.987721708891621120e+01
2.823564712942588244e+02,4.819850408072456776e+04,4.792868715229033114e+03,2.032763638546525531e+00,2.151746200248106788e+01,1.829852745071552889e+01
2.824164832966593508e+02,4.819979459176808450e+04,4.793030539412814505e+03,2.032710075455418597e+00,2.149097435701531822e+01,-3.965398211990552824e+01
2.824764952990598204e+02,4.820108351417814993e+04,4.793192167031923418e+03,2.032656581328860845e+00,2.146451804379211126e+01,1.834500849731589511e+01
2.825365073014602899e+02,4.820237084983064415e+04,4.793353598312504801e+03,2.032603159459338116e+00,2.143809304530327609e+01,1.240720434939088079e+01
2.825965193038607595e+02,4.820365660060093796e+04,4.793514833480473499e+03,2.032549811621595204e+00,2.141169933671841363e+01,1.190907453719355047e+01
2.826565313062612290e+02,4.820494076836384920e+04,4.793675872761511528e+03,2.032496538072635861e+00,2.138533688588586301e+01,8.711376839271512296e+00
2.827165433086617554e+02,4.820622335499367910e+04,4.793836716381068072e+03,2.032443337551723683e+00,2.135900565333309942e+01,5.027813874478025014e+01
2.827765553110622250e+02,4.820750436236417590e+04,4.793997364564360396e+03,2.032390207280380778e+00,2.133270559226161822e+01,8.671318300206145580e+00
2.828365673134626945e+02,4.820878379234859312e+04,4.794157817536371113e+03,2.032337142962387766e+00,2.130643664854898134e+01,3.428727373665930145e+01
2.828965793158631641e+02,4.821006164681961673e+04,4.794318075521851824e+03,2.032284138783786442e+00,2.128019876074722561e+01,-3.604424185855371121e+01
2.829565913182636336e+02,4.821133792764382088e+04,4.794478138745336764e+03,2.032231193116028400e+00,2.125399188770688852e+01,-8.463845861947184801e+00
2.830166033206641032e+02,4.821261263667713501e+04,4.794638007431149163e+03,2.032178313055474916e+00,2.122781603057006805e+01,2.102118790439508800e+01
2.830766153230646296e+02,4.821388577577639808e+04,4.794797681803381238e+03,2.032125502732987421e+00,2.120167117614391827e+01,-5.595095549003172408e+00
2.831366273254650991e+02,4.821515734679791058e+04,4.794957162085892378e+03,2.032072764767474116e+00,2.117555730394423108e+01,2.234799665792990098e+01
2.831966393278655687e+02,4.821642735159744916e+04,4.795116448502310959e+03,2.032020100272118768e+00,2.114947438621908304e+01,1.968976820028808561e+01
2.832566513302660383e+02,4.821769579203028115e+04,4.795275541276034346e+03,2.031967508854380711e+00,2.112342238795304183e+01,2.685567294778968161e+01
2.833166633326665078e+02,4.821896266995112819e+04,4.795434440630228892e+03,2.031914988615993956e+00,2.109740126686159556e+01,1.122443099738324257e+01
2.833766753350670342e+02,4.822022798721419531e+04,4.795593146787831756e+03,2.031862536152970300e+00,2.107141097339291491e+01,4.032644303097687555e+01
2.834366873374675038e+02,4.822149174567315640e+04,4.795751659971547269e+03,2.031810146555595775e+00,2.104545145072808054e+01,-1.983348318438241620e+01
2.834966993398679733e+02,4.822275394718048483e+04,4.795909980403849659e+03,2.031757814085226155e+00,2.101952263805651455e+01,9.076360475080555545e+00
2.835567113422684429e+02,4.822401459357744170e+04,4.796068108307011244e+03,2.031705542389033337e+00,2.099362452006732838e+01,6.695681850180883998e+01
2.836167233446689124e+02,4.822527368670100259e+04,4.796226043903078789e+03,2.031653337369415890e+00,2.096775709240910146e+01,8.515291027369023880e+00
2.836767353470694388e+02,4.822653122838855779e+04,4.796383787413873506e+03,2.031601202508805049e+00,2.094192033903505035e+01,6.717076279899576718e+01
2.837367473494699084e+02,4.822778722047696647e+04,4.796541339060981045e+03,2.031549139795737702e+00,2.091611423668894076e+01,3.151996288667854884e+01
