R,T,f,f_noisy
2.013068999799457615e+01,1.211432980623202660e+01,5.223909755463270743e-01,4.936756315994164646e-01
3.809783318340019775e+01,3.344921264528835536e+01,1.182649355564779237e+00,1.230236506815239661e+00
1.253646642126854083e+01,1.802635766261749239e+01,1.685252573521478059e+00,1.642938837106669547e+00
3.473328631263700572e+01,1.642038938450565055e+01,1.171771518278232005e+00,1.256007419545304149e+00
2.168170209571212581e+01,1.809330647694979888e+01,1.681043902873051943e+00,1.735294064806299330e+00
4.845305057643518865e+01,2.509955930721600481e+01,2.369623783133438799e+00,2.334668081114303906e+00
4.303120914258466456e+01,2.066176341851927134e+01,1.976692879711515749e+00,1.966665093346754878e+00
4.732222739714791260e+01,2.132491173325033174e+01,2.072545610028285967e+00,2.104002310790008767e+00
2.927842334864517326e+01,1.814755538289596615e+01,1.580106770733332944e+00,1.642677671382271276e+00
3.785741635855249143e+01,1.729300575770960791e+01,1.334359019561953907e+00,1.294745805071760403e+00
1.313651834856095668e+01,2.631289785450790220e+01,2.719535234700573678e+00,2.694585369757298565e+00
3.552881701735982034e+01,1.739513037037938048e+01,1.367226331457617627e+00,1.492474652053921380e+00
6.449719463979826983e+00,2.398868427759136068e+01,1.910541752808619265e+00,1.956520475425462147e+00
1.497599626233966674e+01,2.558562319657810136e+01,2.799528607755575660e+00,2.844353534575168929e+00
3.386348940234039873e+01,2.232141670497847130e+01,2.286478413225652151e+00,2.383159662415206270e+00
4.367208310678595495e+01,3.121790420003291189e+01,1.619166293946434854e+00,1.641459203897550845e+00
9.509031882856643136e+00,3.437990155564110495e+01,1.030430508163949321e+00,1.007618120139736506e+00
1.378568032899030271e+01,2.211360921320532213e+01,2.564887120929201014e+00,2.478441677608958393e+00
5.154061273228361273e+00,2.102198627025893529e+01,1.345753557005335610e+00,1.388843801578687254e+00
1.302295083020266420e+00,3.320196704952829947e+01,1.085085900851040647e-01,5.184041342550334969e-02
1.411409685445510220e+01,2.125889524520656693e+01,2.430553596068473432e+00,2.464091620065684385e+00
2.282106404008704459e+01,2.499651306316628663e+01,2.678183640976250057e+00,2.579442112285008193e+00
2.738950546852531254e+00,2.863526016005776142e+01,6.348754811955570343e-01,6.111578699127135916e-01
7.642078910291998817e+00,1.387611198831947235e+01,6.351106157701210675e-01,6.342123544868556451e-01
3.434768614294072364e+01,2.786951446047166314e+01,2.257069606448542487e+00,2.194493529201224202e+00
4.322247810446651073e+01,2.974255986532178397e+01,1.904793326536838860e+00,1.877453257108214091e+00
2.525921745291192622e+00,1.951189851672484110e+01,4.758119498505978817e-01,4.342223087220840050e-01
3.821572384503065223e+01,2.721305890964544716e+01,2.298594930451770324e+00,2.305084749494161755e+00
1.571547523551202552e+01,2.952887149116725851e+01,2.291528317861297293e+00,2.228575549840055903e+00
2.097921468166954639e+01,1.765989522967408831e+01,1.591154111138993965e+00,1.578051278900518772e+00
4.787375862930245063e+01,2.650820237929110235e+01,2.317706758582266158e+00,2.386413868175631947e+00
1.810893548337352144e+01,1.622199083122216123e+01,1.291916839585806942e+00,1.361958327981662276e+00
1.024902557642848500e+01,2.553282570400087437e+01,2.561631393923215594e+00,2.656151431809949059e+00
4.164515964535800663e+01,1.498364740821087793e+01,8.772600597366803088e-01,8.980200355979830462e-01
1.127946333743721219e+01,2.449046522762237998e+01,2.655039672189600353e+00,2.634684370290369948e+00
3.136043724163764423e+01,1.606802884874853987e+01,1.121870354391173219e+00,1.138302963039943272e+00
3.046703772078086914e+01,1.457184054273991869e+01,8.446380039968128806e-01,8.801559533266862800e-01
8.427751922289832720e+00,3.426912604405576701e+01,9.860326100920498993e-01,1.000028146052270195e+00
3.973871163009144425e+01,1.189399950008382589e+01,4.313578430802386676e-01,5.038705575281807736e-01
3.231177963236022777e+01,2.312854551845781614e+01,2.391823265980866253e+00,2.358944926392881225e+00
5.206104098113336853e+00,2.421110226820687217e+01,1.582345491971439033e+00,1.571988382028227216e+00
3.711525254141020724e+01,2.970725490629400767e+01,1.941355459274235917e+00,1.865366694834132533e+00
1.877767454921994172e+01,1.563655531206375393e+01,1.156503957479541489e+00,1.135456047612508623e+00
1.750694709558908002e+01,3.491533348115675039e+01,1.047975326628576731e+00,1.109974657697583744e+00
3.737528932044570951e+01,3.469123215585574371e+01,9.463484877503335335e-01,9.489715718761702057e-01
2.417593853013631389e+00,2.252539791179259510e+01,5.660650492781128529e-01,6.034674983037280338e-01
3.894752690442729204e+01,2.530160009997482717e+01,2.406433662231176385e+00,2.427815144003817593e+00
2.925599811077769274e+01,1.930496564862949782e+01,1.827383234685583835e+00,1.875598664263934623e+00
3.572480556975333599e+01,1.749511359716018433e+01,1.386904607952121227e+00,1.345136652799379995e+00
3.857110882503798877e+01,2.417385824606692069e+01,2.394917760537206064e+00,2.421662483267508659e+00
4.310026231589808532e+01,1.539254159249484033e+01,9.478806870920589711e-01,9.818658771549120257e-01
4.286709906878363086e+01,2.325088960689925699e+01,2.314813524439657488e+00,2.372690027597439411e+00
1.449780381538371721e+01,2.236003051496935612e+01,2.614245531168487791e+00,2.683968129275456693e+00
2.802674810810411188e+01,1.783101430638381402e+01,1.526304548914787729e+00,1.501455037133620163e+00
2.666800467751988890e+01,1.230047212036189563e+01,5.145570699128776404e-01,4.429845917878795225e-01
3.652054051489635356e+01,2.463089105812196067e+01,2.424909489189651879e+00,2.392810900849696054e+00
4.103843504228306927e+01,3.380814416261516442e+01,1.102763899366742573e+00,1.168942915364965529e+00
1.884485955170327287e+01,3.104351500386515283e+01,1.927853574201769948e+00,1.878193353851198566e+00
2.784915997836671409e+01,1.323826257596992662e+01,6.407350239469675746e-01,5.719160913846342842e-01
3.070759527807372535e+01,1.738036597344129319e+01,1.399925792196857532e+00,1.334375708722887133e+00
7.451733360713185483e+00,2.165451574498816001e+01,1.923855593748284187e+00,1.858838445871398459e+00
4.475966206396994096e+01,2.556833465557119567e+01,2.371797736019527481e+00,2.407832645926672566e+00
2.865855704245781155e+01,2.237900661352713172e+01,2.370428615939649042e+00,2.332055293490642001e+00
6.890568661133306350e+00,2.687622842681443203e+01,1.962638706769561203e+00,1.931411736409086588e+00
1.255627635537045883e+01,1.075506066229333868e+01,3.603800003840597066e-01,4.175309078129009754e-01
2.142734999013021557e+00,2.403135410146996520e+01,4.939351278940404266e-01,5.407305663428731979e-01
1.516390815533319092e+01,2.701790313575563474e+01,2.698629279741842080e+00,2.742700741439256351e+00
8.016554626563667796e+00,3.315465827542210775e+01,1.161392000365206512e+00,1.123124429158589122e+00
4.084349696481657332e+01,1.614267723990338510e+01,1.093716232540033584e+00,1.008541726857934417e+00
3.807694993591897514e+01,1.125994274716192400e+01,3.656145086322128979e-01,3.832160825990135189e-01
1.388875087215338056e+01,2.385392664040764643e+01,2.753994539364478911e+00,2.841765094919519452e+00
2.809336841414192065e+01,2.358575492811567287e+01,2.499902597888372657e+00,2.482097500542546076e+00
1.359688361476023744e+01,2.579501001803906490e+01,2.764849064381235344e+00,2.751257351748394253e+00
1.508596250707070707e+00,1.351373458275254258e+01,7.393272106813149336e-02,-8.847721168743487297e-02
1.931840144035668061e+01,1.748586356551356857e+01,1.573586866023521491e+00,1.660206903108354837e+00
3.371016147774171401e+01,3.333504915549135461e+01,1.227278200670730568e+00,1.217317568756454138e+00
2.955864285064669161e+01,3.179388102396851323e+01,1.589507172910116450e+00,1.502450494745720011e+00
2.828441186129775886e+01,2.713717236806363076e+01,2.432796733263971944e+00,2.429838887330558528e+00
2.158070263294719382e+01,3.003627900185733068e+01,2.103886828950936927e+00,2.074109929310094191e+00
3.934456045160345639e+01,1.937477073506168068e+01,1.753290522036508037e+00,1.784687768368948824e+00
4.780478512906071131e+01,3.296246380769666473e+01,1.257818292288770179e+00,1.365480659138646136e+00
4.426916649218306965e+00,1.140946824335502185e+01,2.118561614021322592e-01,1.715972343118977728e-01
6.163065843335221672e+00,1.368546486972202203e+01,5.166853606738966986e-01,5.244645994244032661e-01
3.564192773889263322e+01,1.162049673434949781e+01,4.067892438725890236e-01,3.875515264425996032e-01
3.887606489996122860e+01,1.429862638893637339e+01,7.664929352395143392e-01,7.332739407989884439e-01
2.491744964571108412e+01,3.045010879094262890e+01,1.949289044854982889e+00,1.972298660063833253e+00
7.109201671087720165e+00,3.154869632682348524e+01,1.355125332466818433e+00,1.432498424146865679e+00
1.703994324640637359e+01,2.715833379347159848e+01,2.678969193252622283e+00,2.700968450896762185e+00
2.373927169483367550e+01,2.515500799616990690e+01,2.653185591902659457e+00,2.631853021841624951e+00
3.294292286131369707e+01,2.902924139542331261e+01,2.098454005034951386e+00,2.124375551810381513e+00
1.847320508730949840e+01,2.748462570949019224e+01,2.618394657837499473e+00,2.630227699393983265e+00
2.564912025803184292e+01,3.361684859112354218e+01,1.239965755887145971e+00,1.280723032778743775e+00
3.710838875854191343e+01,3.248079669665227698e+01,1.384543076468446765e+00,1.356963244087040055e+00
3.459604086072344131e+01,1.458440728371871487e+01,8.272891849574111056e-01,8.341801538105497738e-01
1.335115687975758547e+01,2.724202241803555680e+01,2.638510781849376041e+00,2.720880971031579776e+00
1.069550323479908904e+01,2.965579686682157146e+01,2.103502995349645577e+00,2.104455699109935018e+00
2.892103013556580748e+01,2.829673791407441641e+01,2.272906497878254939e+00,2.321760254591242134e+00
4.276718746326609732e+01,3.079144840537917815e+01,1.706930654516211510e+00,1.706409930944552178e+00
4.836990483424857246e+01,2.780319011683473462e+01,2.190916026435068886e+00,2.194450273300105447e+00
6.442640848194826297e+00,3.057603123184168936e+01,1.413121793846409568e+00,1.375994508988247489e+00
3.687498080352813190e+01,2.714401473349849070e+01,2.316061370832671162e+00,2.458549149076104001e+00
1.343489440870910201e+01,2.223668686912674985e+01,2.573141309093045503e+00,2.633042656402979187e+00
1.355403591043723388e+01,1.852342703885035036e+01,1.828289441205412258e+00,1.887322575042281292e+00
2.679654119484269259e+01,3.174817360807801236e+01,1.635290411716677994e+00,1.693175915411282206e+00
4.666597541853182207e+01,1.154633776090670949e+01,3.884865285024332593e-01,3.374912558432147103e-01
1.492908779816152887e+01,2.209945443904290130e+01,2.582038357375413096e+00,2.544118997538496352e+00
6.596412560126667657e+00,1.408042372261066788e+01,5.964808462536315137e-01,5.874147631661942315e-01
1.637239880714078311e+01,1.226097924334116307e+01,5.549096865759318709e-01,4.708465709019457046e-01
1.583526330636247614e+01,1.686821158386367969e+01,1.452225375242691463e+00,1.407045912715995550e+00
4.459977832306442025e+01,2.123531416911173508e+01,2.065512186453822174e+00,2.107007051529255826e+00
3.342993884006101979e+01,3.180279311477523407e+01,1.549889191829160406e+00,1.443134935936547070e+00
3.634992153987603558e+01,2.598660615683828468e+01,2.406266374094535365e+00,2.361246635985359443e+00
2.199099536934401300e+01,1.381114959597465841e+01,7.722014210000939238e-01,7.669953820395463140e-01
2.802922409607757714e+01,3.470642240830727587e+01,9.946409692301620975e-01,9.897718086048155062e-01
3.742283495574099561e+01,1.382883781077243945e+01,6.948512427203027420e-01,6.930331258648080306e-01
2.439044155459131780e+00,2.618758999996794046e+01,6.014166100187562369e-01,5.630531015009071494e-01
4.223157489897770489e+01,2.455035279841641227e+01,2.384770255359994540e+00,2.430087166592437509e+00
3.620122402132697204e+01,1.695453422465811144e+01,1.272641123737181745e+00,1.154248277894283747e+00
2.643884418419891080e+00,3.483626941829789558e+01,2.615108987484929259e-01,2.821513514952659341e-01
3.499578474344804846e+01,2.257154507357845574e+01,2.303563662374978005e+00,2.227685993007683773e+00
1.837473396495698807e+01,2.433985331776384697e+01,2.774859982571874717e+00,2.738351098522869620e+00
4.199983995292521755e+00,2.785173092318032317e+01,1.166865261198531734e+00,1.162995676968395786e+00
3.550409519486928644e+01,1.059094271674000964e+01,3.057521243525509469e-01,3.860600743212354580e-01
3.488414075255853675e+01,1.637890425833106889e+01,1.162644937082362162e+00,1.116859773814664392e+00
3.133759247495423494e+01,2.441259548246728883e+01,2.483058910308195255e+00,2.410428670366881132e+00
1.598068480506962530e+01,1.760665914766890339e+01,1.628582365482721173e+00,1.677201426464702605e+00
6.769178156775729427e+00,1.571148139456087378e+01,8.463126978937658418e-01,8.419631643983694902e-01
1.059819099125172848e+01,2.370271697413787848e+01,2.560136944177444640e+00,2.560612881710926381e+00
2.058416395733365079e+01,1.823418452545445945e+01,1.731829466706237719e+00,1.759762478355484161e+00
1.457479980553899601e+01,2.907645931523625293e+01,2.374826730656872442e+00,2.424894359547947520e+00
1.965848792408571555e+01,2.674047861703488849e+01,2.677484771011915843e+00,2.685329462536957923e+00
1.602117661790916969e+01,2.597536120503366774e+01,2.786508128201043100e+00,2.680706875158335833e+00
4.626622290945916660e+01,1.041015166823380511e+01,2.826122175758453703e-01,2.721682736926647195e-01
2.513097233505574479e+01,1.991319205943832316e+01,2.021229419451003650e+00,2.022156847437980520e+00
4.375286949465614583e+01,1.055013447917387204e+01,2.953533367844232149e-01,2.372342363673112242e-01
5.760693842549915900e+00,2.562266316554567425e+01,1.745128542690887352e+00,1.693727587538546020e+00
3.983636938282830897e+01,1.179176837559469959e+01,4.198001426929077184e-01,4.516130652206531426e-01
3.913623279666225585e+01,3.315330233545007843e+01,1.238311854334909867e+00,1.250461295705628917e+00
3.241821166650561281e+01,1.272151024715803480e+01,5.481843626562675764e-01,5.027211441654687585e-01
2.226064202155843930e+01,2.864893677539040695e+01,2.357434938715795791e+00,2.385516654914722423e+00
4.517282649817941120e+01,2.795457060690222661e+01,2.179325509993526477e+00,2.185962297805061905e+00
3.534286502891767157e+01,2.117153304144854076e+01,2.107165014662706337e+00,2.042330584871399068e+00
2.325509704017448698e+01,1.823698575349504836e+01,1.687802116111747130e+00,1.673951873964741877e+00
4.481918178341680203e+01,2.866444729080284759e+01,2.080301190551840929e+00,2.014378368365439709e+00
4.975249075390456710e+01,2.715857472093675185e+01,2.259823629189832150e+00,2.216433031444337676e+00
3.357577880786086411e+01,1.089509757841825000e+01,3.364618490308672882e-01,3.514378512452273617e-01
1.721231506931228594e+01,2.222392716231791354e+01,2.596771502354341177e+00,2.535312775571106236e+00
6.871785204372695688e+00,1.729008092293875976e+01,1.119624136385903634e+00,1.057063313709944108e+00
1.616284237052472861e+01,1.650471988698401304e+01,1.366813807793275881e+00,1.385590268480910936e+00
4.687567667761235413e+01,2.883193074252854160e+01,2.049209582023312937e+00,1.998586848672049054e+00
2.860872708143213927e+01,2.486796831101980843e+01,2.539534712912586922e+00,2.525740973894504471e+00
1.656410410925994370e+01,3.012842089246047195e+01,2.160780636293118562e+00,2.148048621301555272e+00
4.168938944841919181e+01,2.181435866496415343e+01,2.161375809567219086e+00,2.153171168410798586e+00
2.127271446419699075e+01,2.182920426380232115e+01,2.459306718984761275e+00,2.478285030307004977e+00
3.498942295278111914e+01,2.098652614813296324e+01,2.080024859095989775e+00,2.058235162784335159e+00
4.966336304271858637e+01,2.278937271885097005e+01,2.254821719813629333e+00,2.215887162038700176e+00
3.342282976950147599e+01,1.056590782511486459e+01,3.065329874790131970e-01,2.832883041826036452e-01
3.661742148285108556e+01,1.172042383091567963e+01,4.161619724636054229e-01,4.744078605099409374e-01
1.454341493416665898e+01,1.330582062360795348e+01,7.141871250503568636e-01,7.608046989968130225e-01
4.262293864193586757e+01,2.463801218715966002e+01,2.384675158821439656e+00,2.381929294644969275e+00
1.881240305390592127e+01,3.026922390489862380e+01,2.104842342958141543e+00,2.166459473891619858e+00
3.544703362502241362e+01,1.798647427339410143e+01,1.491190684904900587e+00,1.526727420960552140e+00
3.526218435412251218e+00,2.079246193609369442e+01,8.572365357079931858e-01,8.034556260897121049e-01
2.167180885788874178e+01,1.566564564432859896e+01,1.133414069913404987e+00,1.209180596656324491e+00
3.633791663065299815e+01,2.515072441393045466e+01,2.429364006403187837e+00,2.569725527518059049e+00
1.195812068316509347e+01,1.121617666004942038e+01,4.051802605847953376e-01,4.233795464016686938e-01
2.735229652038067272e+01,1.371226600941847984e+01,7.176809434289498357e-01,6.364947408641452586e-01
2.940378255002278962e+01,3.026431359650966257e+01,1.913617236996936422e+00,1.988825808391714522e+00
3.394343489604529651e+01,1.879412030894489760e+01,1.670687713281280740e+00,1.701243106783893788e+00
2.843958791434316780e+01,3.471120845864776072e+01,9.904538879606729074e-01,9.850889970410636742e-01
2.261217280735021617e+01,2.551621676637515890e+01,2.676627451704040261e+00,2.574719190909172006e+00
1.646703383733184012e+01,1.728357175293286474e+01,1.550008931824626401e+00,1.544809749247165964e+00
2.738702139103284594e+01,2.587333528932825999e+01,2.545882853850461647e+00,2.530831372690607761e+00
5.663651161005126333e+00,3.403649128596316586e+01,7.623548425598876133e-01,7.465171345606794739e-01
1.393258909483059504e+01,1.082544014751586303e+01,3.743349790602162330e-01,3.532117123158589611e-01
4.461982201466639708e+01,3.317011004583640243e+01,1.220878780798434704e+00,1.269077335950846708e+00
6.326792574807188707e+00,2.911589946400240336e+01,1.603896260864905443e+00,1.582793948711479715e+00
2.459777272149289828e+01,3.322128910118182432e+01,1.338685109106456661e+00,1.360319837586640546e+00
4.447163376184581551e+01,2.988109570286022532e+01,1.875813984941836488e+00,1.780273250576335009e+00
4.037977644854114345e+01,3.468618986275018301e+01,9.389358759998116533e-01,8.894061464170548437e-01
1.318439310396507302e+01,1.433034356798662046e+01,8.868578106355408108e-01,8.865134304252492159e-01
2.183858751077969629e+01,2.765373247850656924e+01,2.520543737950861729e+00,2.475882460075616631e+00
1.592672351221723481e+01,1.223329748919072202e+01,5.512640364636134382e-01,5.532181020535895666e-01
1.238606280752652289e+01,2.169071874288823665e+01,2.449612400538592194e+00,2.447179556895374031e+00
1.638065518328779291e+01,3.330183249484333174e+01,1.411506395198967256e+00,1.421060146132028246e+00
4.482202009495785688e+01,3.202815822583994532e+01,1.451852555106710518e+00,1.435397604657580040e+00
4.211759079261479854e+01,2.521518420697656637e+01,2.389030006833754882e+00,2.421121726929728268e+00
2.801246325131350901e+01,2.047960815864745143e+01,2.080420023735502166e+00,2.012288466010318189e+00
2.844271591936474053e+01,3.139415239438262972e+01,1.689794910254029725e+00,1.669889639982403029e+00
2.305913887849436605e+01,2.029369144606164355e+01,2.140994775079630319e+00,2.217600098382532803e+00
3.507194886282520230e+01,1.050884061005347370e+01,2.991401614683638077e-01,2.783860513599636932e-01
4.021500465709055305e+01,1.553366492472506799e+01,9.797181178750654640e-01,1.056766188641666604e+00
2.248805628647623678e+01,2.377277108826932306e+01,2.646924274177376635e+00,2.664597355260692524e+00
3.878761950023652361e+01,2.152152514134980521e+01,2.135128763714085665e+00,2.123352495180799160e+00
4.771151429858157655e+01,3.414218594532772499e+01,1.028062882553375301e+00,1.032753802941493548e+00
3.388513296862643642e+01,2.023394459707278870e+01,1.957171888494773082e+00,2.037476321618546304e+00
3.796698074877074447e+01,2.244567831261066715e+01,2.263302917889553623e+00,2.247742860635444373e+00
4.910992573373045289e+00,1.728562397734876299e+01,8.279633506122735520e-01,7.724298627821709617e-01
1.293614955192635563e+01,1.609540322014444413e+01,1.248450182753080284e+00,1.273764008582912721e+00
1.653310308335895940e+01,1.112662146680141362e+01,4.101807375774439990e-01,4.464276223313276559e-01
1.916970187483072152e+01,1.373003262736003016e+01,7.780557082261185808e-01,8.211754980016485739e-01
3.796133913920881042e+01,3.378015785997718012e+01,1.117593157938929771e+00,1.041442165544829157e+00
9.091532383339789192e+00,1.941265313682475835e+01,1.777199606287949152e+00,1.797401278700720528e+00
1.260734259089523945e+01,1.558796119435032068e+01,1.131587881737269763e+00,1.135215813739824942e+00
2.406642976568531722e+01,2.379146680424786453e+01,2.606915003896322247e+00,2.594710621679607865e+00
4.173729739221753476e+01,2.185923064936993399e+01,2.167302363811892896e+00,2.143799685222439688e+00
2.306069558492708893e+01,2.769046672081956828e+01,2.485222852986484376e+00,2.508834386621514589e+00
3.923866800423130741e+01,3.435554317338058183e+01,1.002965021511073918e+00,9.997084312735915468e-01
1.707113041007081478e+01,1.608560428493041172e+01,1.267737821564692391e+00,1.265533845325661488e+00
2.047663100191967445e+01,2.397053829739669339e+01,2.711048139537026280e+00,2.811308475081223612e+00
2.424514196616145867e+01,1.829365052878380737e+01,1.684162197836666763e+00,1.687117305637015896e+00
8.690766355123063391e+00,3.164328800984501200e+01,1.524158331838271208e+00,1.466200504271265359e+00
1.711475044770799414e+01,1.557442079496322229e+01,1.154092636348417189e+00,1.107985750036311945e+00
1.707172928482618346e+01,2.676919780241018643e+01,2.719901558124088847e+00,2.681754193107176665e+00
2.911566175535761758e+01,1.776967023199060236e+01,1.500041354114247882e+00,1.419234240209037656e+00
7.283410400957946784e+00,3.129042541412859890e+01,1.425498453345686034e+00,1.479832745641866953e+00
3.832257088988073690e+01,1.140781745826072324e+01,3.803987051603400782e-01,4.734501810137063949e-01
3.776172090736068299e+01,2.894430950208714037e+01,2.069214284827311623e+00,2.037537658584409161e+00
3.431010751761807853e+01,2.681503207352880835e+01,2.371786925219471875e+00,2.417128356545149792e+00
1.565613169202442911e+01,3.198790556332406254e+01,1.726303188754805484e+00,1.688575154721170923e+00
4.287456233430636843e+01,1.044732152987029750e+01,2.871085116119093672e-01,2.526129622159511978e-01
1.737717484129729684e+01,1.874495808335530356e+01,1.895262493581800545e+00,1.807392912827126219e+00
1.707569134265798638e+01,1.266971157352599064e+01,6.135589355727181227e-01,6.103945306733280507e-01
9.061841983892620078e+00,2.857460652034321669e+01,2.133429784915294558e+00,2.194963217947243805e+00
2.724757621132224639e+00,3.260240256715528773e+01,4.034600108538125007e-01,4.665005430363805550e-01
3.262348202054511148e+01,2.530943343270856616e+01,2.470331729424071643e+00,2.496576388494282206e+00
2.383264028429285020e+01,1.052626212249106175e+01,3.263408035659755568e-01,3.127269187372026527e-01
1.189212114451237134e+01,2.694346370274813651e+01,2.604472589415963490e+00,2.664615834388228688e+00
1.894225283908494362e+01,2.646778773943288599e+01,2.716583613346278181e+00,2.803551242839873670e+00
2.246376550104628578e+01,2.752731654789033655e+01,2.521434154235369984e+00,2.482922720136974348e+00
1.327845964707050541e+01,2.353522523129933575e+01,2.713167221548597130e+00,2.726413644899356559e+00
1.295244816488039064e+01,3.350407368699294608e+01,1.338932961487864448e+00,1.336253074863521961e+00
4.501768947974875701e+00,1.139812290709382481e+01,2.151524386387971277e-01,1.828537155167317962e-01
9.986367771488474432e+00,2.986340583291085338e+01,2.005435631901187232e+00,1.946486621985077603e+00
9.319619831990231251e-01,2.480019125400438895e+01,1.136221343242362070e-01,7.188115325003976985e-02
1.879468610387520755e+01,3.214881371450918834e+01,1.666895013892935928e+00,1.672389312609950274e+00
8.732263210821050947e+00,2.680688155633804470e+01,2.299734148912249587e+00,2.312477854410733169e+00
2.538142449988589533e+01,1.016398676422679159e+01,2.891002992250640835e-01,2.960787588322639219e-01
4.714869965950037312e+01,3.010547483242963906e+01,1.828238856674082591e+00,1.892308667621671159e+00
2.414038791319658372e+01,2.612669670567414215e+01,2.610004559550366476e+00,2.575487203786079426e+00
2.047309131281855699e+01,1.344159713444190274e+01,7.203622972488857856e-01,6.573247552036880492e-01
4.548123997065299307e+01,2.517720768194961778e+01,2.376415092623028968e+00,2.317359512260658505e+00
2.843049080949118590e+01,2.394979795212562124e+01,2.515637854507594806e+00,2.535409490204056926e+00
2.800908359631264233e+01,3.219321477106139184e+01,1.521221072236876859e+00,1.494241501008283679e+00
1.335532484919770546e+01,3.093977845663971138e+01,1.949792017298177305e+00,1.867301361185677466e+00
4.337887426815120762e+01,3.400731838164870879e+01,1.059403330236065477e+00,1.105660394359491150e+00
4.980173704218027098e+01,3.172715934287249695e+01,1.505767316512895970e+00,1.575784177926325080e+00
4.376045896060306362e+00,1.947987733618286654e+01,9.778154203284616930e-01,9.868592923297980768e-01
1.721853849648850243e+01,2.664557128600157654e+01,2.729803620453186586e+00,2.761979883027636973e+00
4.262669170990137246e+01,1.071352782581806906e+01,3.101601090524420123e-01,2.403249068666288291e-01
9.089197205182767192e+00,2.989264770336309240e+01,1.911157379121503741e+00,1.840457287698866740e+00
3.678918519575818635e+01,2.621937118075862827e+01,2.389973983441987304e+00,2.398101408950107150e+00
3.641386606798682379e+01,3.476521911345089677e+01,9.361017036012366788e-01,9.465854770385692118e-01
3.215808704560751607e+01,1.663321927115937626e+01,1.231139758349237390e+00,1.221502713543393570e+00
1.708474333868774764e+01,1.140704601641800586e+01,4.422687644868990020e-01,4.278174794873021991e-01
3.290682021227298293e+01,1.438494864241666704e+01,8.000764606104781018e-01,7.686490168900632636e-01
3.142353544894065109e+01,3.390988463401766495e+01,1.125855825543725652e+00,1.197992262789800311e+00
3.641558930009089323e+01,2.966483920204192515e+01,1.954139667878400655e+00,1.911308856780135956e+00
2.033426490210970172e+01,1.755575469767547148e+01,1.576277541488477540e+00,1.569615349297732276e+00
3.184467486696953742e+01,3.386252990646214300e+01,1.132448805185391816e+00,1.184405576787151748e+00
1.376162356363333839e+00,3.445100005542597899e+01,9.615586026153283283e-02,4.514477837537130694e-02
3.854120234708344750e+00,2.951512675101190908e+01,9.324619313264528309e-01,9.396733978455690250e-01
1.017629701690881738e+01,2.466679876755996048e+01,2.558422131309903147e+00,2.552699232695758713e+00
4.032489249354961558e+00,1.622489495515228697e+01,5.588589301991745417e-01,5.897476828481453826e-01
2.418257378170424232e+01,2.574132939685024013e+01,2.627773304283557376e+00,2.505512892459826446e+00
3.563508530529444585e+01,1.428374191294357942e+01,7.728252170682099464e-01,7.579968492169214533e-01
1.050822418235425326e+00,1.247366580611668674e+01,2.975164636901586612e-02,-9.522331946781169287e-03
2.853059787735073627e+01,1.328805612428326732e+01,6.447262986048116762e-01,6.992943840932088762e-01
4.000719570757628674e+01,1.053547787556695781e+01,2.963924421015463051e-01,2.936064668818348933e-01
2.465467282462526200e+01,1.478191057369625128e+01,9.258336533373011656e-01,8.976904225461164177e-01
3.569889150645115450e+01,2.769992728962680317e+01,2.264872722931459137e+00,2.309180566492791353e+00
4.285646322948229425e+01,2.766824468203956400e+01,2.222754142481697670e+00,2.254749381299582023e+00
2.106331795013538866e+01,3.065965581134975437e+01,1.978051978940639666e+00,2.028891938783063065e+00
3.923836562382827964e+00,1.617282979349672445e+01,5.360207760941363420e-01,5.902001118565176618e-01
1.113344977980213635e+01,1.132337325116193050e+01,4.082887773903306483e-01,4.467731729920607076e-01
1.854832225707905291e+00,2.381284984850497466e+01,3.885838667273265878e-01,3.599724940757559333e-01
1.373536602714848343e+01,2.779787668302278547e+01,2.576558735250211729e+00,2.591476170465617734e+00
4.209247963179085161e+01,1.832833296829214120e+01,1.531563717259077473e+00,1.546397359329554355e+00
3.174337439013696383e+01,2.713478541570784586e+01,2.374685054347417168e+00,2.392751095647505100e+00
3.888234324812015075e+01,3.378525539645427500e+01,1.113422546254836387e+00,1.130340092208050873e+00
3.991947578056836932e+01,1.326838612273460427e+01,6.065746085300901536e-01,6.112140786776392165e-01
3.327686569855308107e+01,2.366587933554956180e+01,2.420476387817658281e+00,2.399551363009091887e+00
1.544117072766794507e+01,2.404475879426398066e+01,2.786884572754401823e+00,2.783298946462150703e+00
2.068377788284304231e+01,1.152247836646670365e+01,4.446706999530701809e-01,3.956020306491785377e-01
1.612212917650330724e+01,3.318991187057243053e+01,1.438320016478024543e+00,1.393432646500408545e+00
1.011522164329617013e+01,1.052538671248128743e+01,3.143650409160514969e-01,3.505532889228266669e-01
3.548311748006097588e+01,3.252822729936927715e+01,1.383443042080720220e+00,1.367471309727842810e+00
6.726647365572460124e+00,1.921571509395910482e+01,1.428231888703741959e+00,1.432847388842503289e+00
3.669816623282095236e+01,3.225057261505510553e+01,1.434448643749593133e+00,1.407528461064688763e+00
3.195906537506110467e+01,2.600730157249529029e+01,2.457136468059518020e+00,2.375516684985350846e+00
4.426809036961245170e+01,3.321123329418084325e+01,1.213311742864468634e+00,1.193265774081295971e+00
