t,K,I,C,dK_dt,dK_dt_noisy
3.418283656731346554e+01,1.155498413737838653e-01,5.416689514398889127e-01,3.655474869784964831e-01,4.283116311361973017e-02,2.889665522663578678e-02
3.419083816763352957e+01,1.158935797812973983e-01,5.417129318277784655e-01,3.656730130734989759e-01,4.308569651404042800e-02,2.976650485711269251e-02
3.419883976795359359e+01,1.162393504218873774e-01,5.417594508564479439e-01,3.658013070897184194e-01,4.333916893741046605e-02,3.928744642285671163e-02
3.420684136827365762e+01,1.165871442956087495e-01,5.418085275913296917e-01,3.659323851501397606e-01,4.359148859856221137e-02,2.901647035071924785e-02
3.421484296859372165e+01,1.169369517039148543e-01,5.418601810566693322e-01,3.660662633549964795e-01,4.384256154914517589e-02,4.399397913048053166e-02
3.422284456891378568e+01,1.172887622496574245e-01,5.419144302355259901e-01,3.662029577817710324e-01,4.409229167928374604e-02,3.026989212108277538e-02
3.423084616923384971e+01,1.176425648370866411e-01,5.419712940697721804e-01,3.663424844851945195e-01,4.434058072072166734e-02,4.383536343357221504e-02
3.423884776955391374e+01,1.179983476718510366e-01,5.420307914600941412e-01,3.664848594972469620e-01,4.458732825148442602e-02,3.846646462909068115e-02
3.424684936987397776e+01,1.183560982609975776e-01,5.420929412659915014e-01,3.666300988271570249e-01,4.483243170209472162e-02,4.972360918163733906e-02
3.425485097019404179e+01,1.187158034129716377e-01,5.421577623057770579e-01,3.667782184614022389e-01,4.507578636336967426e-02,4.629438608777596692e-02
3.426285257051410582e+01,1.190774490511380262e-01,5.422252732550951748e-01,3.669292342905400850e-01,4.531728530149292666e-02,3.594747934117972776e-02
3.427085417083416985e+01,1.194410189078348034e-01,5.422954919821860731e-01,3.670831616290706201e-01,4.555681868335464957e-02,6.297832696782260098e-02
3.427885577115423388e+01,1.198064969141693636e-01,5.423684368857685234e-01,3.672400161794763807e-01,4.579427498124438722e-02,3.483583834864233814e-02
3.428685737147429791e+01,1.201738663220740799e-01,5.424441263413384284e-01,3.673998136345676402e-01,4.602954059235836448e-02,4.083819524299613091e-02
3.429485897179436193e+01,1.205431093478265825e-01,5.425225784994079925e-01,3.675625695321669828e-01,4.626249968706830362e-02,3.266392538616437469e-02
3.430286057211442596e+01,1.209142071720497036e-01,5.426038112855060547e-01,3.677282992551096918e-01,4.649303423565587234e-02,5.591514446906378777e-02
3.431086217243448999e+01,1.212871399397116023e-01,5.426878424001775336e-01,3.678970180312432503e-01,4.672102403751066113e-02,5.582000119338459410e-02
3.431886377275455402e+01,1.216618867601256399e-01,5.427746893189842048e-01,3.680687409334276738e-01,4.694634675282649550e-02,4.597415931163562758e-02
3.432686537307461805e+01,1.220384257069504902e-01,5.428643692925038122e-01,3.682434828795354553e-01,4.716887793683044450e-02,2.327296525816991563e-02
3.433486697339468208e+01,1.224167338181900294e-01,5.429568993463307347e-01,3.684212586324514538e-01,4.738849107657361337e-02,5.485977603530993452e-02
3.434286857371474611e+01,1.227967870961934188e-01,5.430522962810757637e-01,3.686020828000730609e-01,4.760505763031258608e-02,6.487711898727513415e-02
3.435087017403481013e+01,1.231785605076550771e-01,5.431505766723661033e-01,3.687859698353100346e-01,4.781844706950993951e-02,3.920599727320642908e-02
3.435887177435487416e+01,1.235620279836146806e-01,5.432517568708453704e-01,3.689729340360845544e-01,4.802852692347636676e-02,5.252973092846540543e-02
3.436687337467493819e+01,1.239471624194571631e-01,5.433558530021735944e-01,3.691629895453313881e-01,4.823516282667600352e-02,5.689147427756237330e-02
3.437487497499500222e+01,1.243339356749127017e-01,5.434628809670272176e-01,3.693561503509975585e-01,4.843821856871655118e-02,4.876293980814357110e-02
3.438287657531506625e+01,1.247223185740567453e-01,5.435728564410989838e-01,3.695524302860426769e-01,4.863755614703851871e-02,3.713603375793123051e-02
3.439087817563513028e+01,1.251122809053099860e-01,5.436857948750981606e-01,3.697518430284386648e-01,4.883303582231962592e-02,4.680002132905075607e-02
3.439887977595519430e+01,1.255037914214384154e-01,5.438017114947506503e-01,3.699544021011700323e-01,4.902451617660535943e-02,4.265145517670717451e-02
3.440688137627525833e+01,1.258968178395532267e-01,5.439206213007982127e-01,3.701601208722336556e-01,4.921185417417478503e-02,5.447193919919757904e-02
3.441488297659532236e+01,1.262913265966325860e-01,5.440425388024532349e-01,3.703690123485890995e-01,4.939490524302064811e-02,3.221515746830429933e-02
3.442288457691538639e+01,1.266872823320907560e-01,5.441674776158270666e-01,3.705810888698333194e-01,4.957352325418440397e-02,5.454242165564123640e-02
3.443088617723545042e+01,1.270846490542443530e-01,5.442954517539780879e-01,3.707963631061979015e-01,4.974756050020873177e-02,5.033334192443864041e-02
3.443888777755551445e+01,1.274833895916036852e-01,5.444264748489616723e-01,3.710148474528243701e-01,4.991686795799721299e-02,3.456138065559136163e-02
3.444688937787557848e+01,1.278834655347931004e-01,5.445605600816807446e-01,3.712365539753682553e-01,5.008129538373290446e-02,4.013127520707022999e-02
3.445489097819564250e+01,1.282848372365508749e-01,5.446977201818861136e-01,3.714614944099997040e-01,5.024069140141451673e-02,5.541189504758543827e-02
3.446289257851570653e+01,1.286874638117292413e-01,5.448379674281763618e-01,3.716896801634030356e-01,5.039490359456905155e-02,6.277418007052985860e-02
3.447089417883577056e+01,1.290913031372943609e-01,5.449813136479974007e-01,3.719211223127770749e-01,5.054377860112169163e-02,5.881669262818163546e-02
3.447889577915583459e+01,1.294963118523264067e-01,5.451277702176433593e-01,3.721558316058348748e-01,5.068716221139790701e-02,7.899185868282695977e-02
3.448689737947589862e+01,1.299024453580195082e-01,5.452773480622559177e-01,3.723938184608038271e-01,5.082489946923318680e-02,5.252240750376721556e-02
3.449489897979596265e+01,1.303096578176816955e-01,5.454300576558244185e-01,3.726350929664257183e-01,5.095683477615370327e-02,3.911444850268618045e-02
3.450290058011602667e+01,1.307179021567350663e-01,5.455859090211860885e-01,3.728796648819567294e-01,5.108281199859626698e-02,5.121773272296992197e-02
3.451090218043609070e+01,1.311271300627155356e-01,5.457449117300257058e-01,3.731275436371672694e-01,5.120267457812194278e-02,4.394276327364370072e-02
3.451890378075615473e+01,1.315372919852731415e-01,5.459070749028760439e-01,3.733787383323421971e-01,5.131626564457897333e-02,2.764519051998646018e-02
3.452690538107621876e+01,1.319483371361717394e-01,5.460724072091173165e-01,3.736332577382806552e-01,5.142342813216582709e-02,6.156612854183673988e-02
3.453490698139628279e+01,1.323602134892892246e-01,5.462409168669777326e-01,3.738911102962961808e-01,5.152400489833597330e-02,4.171277794562811003e-02
3.454290858171634682e+01,1.327728677806174484e-01,5.464126116435330527e-01,3.741523041182165943e-01,5.161783884548837298e-02,4.234466247621380963e-02
3.455091018203641084e+01,1.331862455174805671e-01,5.465874988330799988e-01,3.744168469670896005e-01,5.170477307388737787e-02,6.923793893731255977e-02
3.455891178235647487e+01,1.336002911418368855e-01,5.467655845796622893e-01,3.746847456609729843e-01,5.178465180465308126e-02,4.527207030721212833e-02
3.456691338267653890e+01,1.340149474302183286e-01,5.469468747713426282e-01,3.749560068851818251e-01,5.185731916671559860e-02,4.333543960973747222e-02
3.457491498299660293e+01,1.344301558062294677e-01,5.471313749586734776e-01,3.752306371015424191e-01,5.192261966189642974e-02,6.001859096196879989e-02
3.458291658331666696e+01,1.348458565357971428e-01,5.473190900240862966e-01,3.755086422498987719e-01,5.198039878165505723e-02,6.990123854937364822e-02
3.459091818363673099e+01,1.352619887271704069e-01,5.475100241818915414e-01,3.757900277481125428e-01,5.203050314728774328e-02,3.342565422522826568e-02
3.459891978395678791e+01,1.356784903309202484e-01,5.477041809782786652e-01,3.760747984920629339e-01,5.207278065219950181e-02,4.113639268374642832e-02
3.460692138427685194e+01,1.360952981399410067e-01,5.479015632913162293e-01,3.763629588556475780e-01,5.210708060614455128e-02,4.575732035478057708e-02
3.461492298459691597e+01,1.365123477894481518e-01,5.481021733309517918e-01,3.766545126907809848e-01,5.213325388132783456e-02,5.964664034611167481e-02
3.462292458491698000e+01,1.369295737569797555e-01,5.483060126390116862e-01,3.769494633273958173e-01,5.215115306025513986e-02,5.441889523954960423e-02
3.463092618523704402e+01,1.373469093623961856e-01,5.485130820892013537e-01,3.772478135734422811e-01,5.216063258521519419e-02,6.313879834030347582e-02
3.463892778555710805e+01,1.377642867678800231e-01,5.487233818871054547e-01,3.775495657148884021e-01,5.216154890927049426e-02,3.758723943306696569e-02
3.464692938587717208e+01,1.381816369779361175e-01,5.489369115701873136e-01,3.778547215157199157e-01,5.215376064863452843e-02,5.079182795237111719e-02
3.465493098619723611e+01,1.385988898393915869e-01,5.491536700077894739e-01,3.781632822179401554e-01,5.213712873630410582e-02,6.633286922472893254e-02
3.466293258651730014e+01,1.390159740413957623e-01,5.493736554011332540e-01,3.784752485415702750e-01,5.211151657681234450e-02,3.384009139482976186e-02
3.467093418683736417e+01,1.394328171154202989e-01,5.495968652833194135e-01,3.787906206846491930e-01,5.207679020196592790e-02,6.250335552602942490e-02
3.467893578715742819e+01,1.398493454352589815e-01,5.498232965193271538e-01,3.791093983232334264e-01,5.203281842742646379e-02,4.360208481836444494e-02
3.468693738747749222e+01,1.402654843075200053e-01,5.500529452818243570e-01,3.794315805809450604e-01,5.197947309863848453e-02,5.452956649515384308e-02
3.469493898779755625e+01,1.406811593247212222e-01,5.502858066001743431e-01,3.797571654931203300e-01,5.191663065926793719e-02,4.129729203277404670e-02
3.470294058811762028e+01,1.410962937395572603e-01,5.505218749344877871e-01,3.800861507749307977e-01,5.184416986567114138e-02,5.785286490473533216e-02
3.471094218843768431e+01,1.415108094228605951e-01,5.507611440952623338e-01,3.804185336572734610e-01,5.176197271612809070e-02,5.925849222731668919e-02
3.471894378875774834e+01,1.419246275620963671e-01,5.510036070849951839e-01,3.807543106772519614e-01,5.166992525102864775e-02,4.996258564648980299e-02
3.472694538907781237e+01,1.423376686613624931e-01,5.512492560981833156e-01,3.810934776781764177e-01,5.156791769369950540e-02,6.764394694122807805e-02
3.473494698939787639e+01,1.427498525413895547e-01,5.514980825213229298e-01,3.814360298095634816e-01,5.145584459015289935e-02,4.137121800921266662e-02
3.474294858971794042e+01,1.431610983395408543e-01,5.517500769329100052e-01,3.817819615271363376e-01,5.133360494761385340e-02,6.083380664707037366e-02
3.475095019003800445e+01,1.435713245098123592e-01,5.520052291034400760e-01,3.821312665928245922e-01,5.120110237168068457e-02,3.972848369974360527e-02
3.475895179035806848e+01,1.439804488228328128e-01,5.522635279954080101e-01,3.824839380747644957e-01,5.105824520197821403e-02,6.036325842999719360e-02
3.476695339067813251e+01,1.443883883658635958e-01,5.525249617633084531e-01,3.828399683472987203e-01,5.090494664615524689e-02,5.903230373431883615e-02
3.477495499099819654e+01,1.447950595427988374e-01,5.527895177536354954e-01,3.831993490909764710e-01,5.074112491208476738e-02,4.346160741589534526e-02
3.478295659131826056e+01,1.452003780741653316e-01,5.530571825048826717e-01,3.835620712925535969e-01,5.056670333811991158e-02,6.601252508446942002e-02
3.479095819163832459e+01,1.456042589971226209e-01,5.533279417475431838e-01,3.839281252449922577e-01,5.038161052126172157e-02,4.981868314205414178e-02
3.479895979195838862e+01,1.460066166654629127e-01,5.536017804041099000e-01,3.842975005474613126e-01,5.018578044309474073e-02,3.649479010175685212e-02
3.480696139227845265e+01,1.464073647496111352e-01,5.538786825890750221e-01,3.846701861053359872e-01,4.997915259334428928e-02,4.668279365099390482e-02
3.481496299259851668e+01,1.468064162366249092e-01,5.541586316089303077e-01,3.850461701301981510e-01,4.976167209091225674e-02,5.863324431790039454e-02
3.482296459291858071e+01,1.472036834301945762e-01,5.544416099621670702e-01,3.854254401398360952e-01,4.953328980224791511e-02,4.990144273732935454e-02
3.483096619323864473e+01,1.475990804047456195e-01,5.547275994293462409e-01,3.858079827516853744e-01,4.929396366134553009e-02,5.831441462864580400e-02
3.483896779355870876e+01,1.479925206471566224e-01,5.550165807959051012e-01,3.861937837039612353e-01,4.904365775201130484e-02,6.304563046847540264e-02
3.484696939387877279e+01,1.483839146182685809e-01,5.553085338368445312e-01,3.865828281282018275e-01,4.878234118063018432e-02,5.694453410449795694e-02
3.485497099419883682e+01,1.487731730028206689e-01,5.556034375387274293e-01,3.869751003706595194e-01,4.850998967536124251e-02,5.387753035287663056e-02
3.486297259451890085e+01,1.491602067135256449e-01,5.559012700998986478e-01,3.873705839920229543e-01,4.822658564284193483e-02,5.033677408084547000e-02
3.487097419483896488e+01,1.495449268910697127e-01,5.562020089304854364e-01,3.877692617674169395e-01,4.793211821844522991e-02,5.264907651928230764e-02
3.487897579515902891e+01,1.499272449041125777e-01,5.565056306523966656e-01,3.881711156864024459e-01,4.762658331200653183e-02,6.203966118008560210e-02
3.488697739547909293e+01,1.503070723492874738e-01,5.568121110993233813e-01,3.885761269529766082e-01,4.730998364897687214e-02,4.147912075161288431e-02
3.489497899579915696e+01,1.506843210512011644e-01,5.571214253167389163e-01,3.889842759855730026e-01,4.698232880696773250e-02,4.515349466905731884e-02
3.490298059611922099e+01,1.510589030624338303e-01,5.574335475618984459e-01,3.893955424170611468e-01,4.664363524765402502e-02,5.458991666223157041e-02
3.491098219643928502e+01,1.514307306635392925e-01,5.577484513038392100e-01,3.898099050947469446e-01,4.629392634400764095e-02,3.664503306416224543e-02
3.491898379675934905e+01,1.517997163630447344e-01,5.580661092233804021e-01,3.902273420803724635e-01,4.593323240283603281e-02,5.590325946603386109e-02
3.492698539707941308e+01,1.521657728974509793e-01,5.583864932131233916e-01,3.906478306501158793e-01,4.556159068260706713e-02,4.593421835746430704e-02
3.493498699739947710e+01,1.525288132312322686e-01,5.587095743774517231e-01,3.910713472945917535e-01,4.517904540654071877e-02,5.016789463580403896e-02
3.494298859771954113e+01,1.528887505568363725e-01,5.590353230325306733e-01,3.914978677188507561e-01,4.478564777095650484e-02,3.887833936431710907e-02
3.495099019803960516e+01,1.532454982946845901e-01,5.593637087063076940e-01,3.919273668423797208e-01,4.438145594886550027e-02,4.242685614791943949e-02
3.495899179835966919e+01,1.535989700931716939e-01,5.596947001385125242e-01,3.923598187991018116e-01,4.396653508880210559e-02,5.600485916532012970e-02
3.496699339867973322e+01,1.539490798286659856e-01,5.600282652806565231e-01,3.927951969373763563e-01,4.354095730889095961e-02,3.293169396086248479e-02
3.497499499899979725e+01,1.542957416055092956e-01,5.603643712960335588e-01,3.932334738199988466e-01,4.310480168615177243e-02,5.329608822794362072e-02
3.498299659931986128e+01,1.546388698598502309e-01,5.607029845796845935e-01,3.936746212280459734e-01,4.265815425130992100e-02,5.387737179058695036e-02
3.499099819963992530e+01,1.549783826961786681e-01,5.610440713402046198e-01,3.941186102258152912e-01,4.220110833207590950e-02,4.327248996402086045e-02
3.499899979995998933e+01,1.553141977521323436e-01,5.613875967099796194e-01,3.945654109157579192e-01,4.173376413949303476e-02,2.262058047113707851e-02
3.500700140028005336e+01,1.556462323213327892e-01,5.617335249136584663e-01,3.950149925862551092e-01,4.125622859512767526e-02,3.046161544635280632e-02
3.501500300060011739e+01,1.559744048813397066e-01,5.620818195890037172e-01,3.954673237948393982e-01,4.076861537218684495e-02,4.478173584401019813e-02
3.502300460092018142e+01,1.562986350936508839e-01,5.624324437868926108e-01,3.959223723681948304e-01,4.027104479858578667e-02,5.089600631888697990e-02
3.503100620124024545e+01,1.566188438037022790e-01,5.627853599713162902e-01,3.963801054021568460e-01,3.976364375552404740e-02,2.609476537524076795e-02
3.503900780156030947e+01,1.569349530408679916e-01,5.631405300193798036e-01,3.968404892617122259e-01,3.924654557171308733e-02,4.301532272577458793e-02
3.504700940188037350e+01,1.572468860184602357e-01,5.634979152213026588e-01,3.973034895809992584e-01,3.871988991339536668e-02,4.122170534850402163e-02
3.505501100220043753e+01,1.575545671337294507e-01,5.638574762804182683e-01,3.977690712633075165e-01,3.818382267030590027e-02,2.341037740888821106e-02
3.506301260252050156e+01,1.578579219678640788e-01,5.642191733131741715e-01,3.982371984810780807e-01,3.763849583772066465e-02,3.952892942509127205e-02
3.507101420284056559e+01,1.581568772859908156e-01,5.645829658491322567e-01,3.987078346759034830e-01,3.708406739473968372e-02,2.973306221219218504e-02
3.507901580316062962e+01,1.584513610371744430e-01,5.649488128309682056e-01,3.991809425585275406e-01,3.652070117895983570e-02,2.178700095257820463e-02
3.508701740348069364e+01,1.587413023544178847e-01,5.653166726144720489e-01,3.996564841088455777e-01,3.594856675767948984e-02,5.377576375418398336e-02
3.509501900380075767e+01,1.590266315546622067e-01,5.656865029685478330e-01,4.001344205759042594e-01,3.536783929579484509e-02,2.798521729201450606e-02
3.510302060412082170e+01,1.593072801387866722e-01,5.660582610752138422e-01,4.006147124779017576e-01,3.477869942053346541e-02,2.072439765292301284e-02
3.511102220444088573e+01,1.595831811317223459e-01,5.664319036893387116e-01,4.010973197008501079e-01,3.418133292520225686e-02,2.024367276098244101e-02
3.511902380476094976e+01,1.598542704508918166e-01,5.668073876752475204e-01,4.015822017871051863e-01,3.357593010542336831e-02,5.281442719928870072e-02
3.512702540508101379e+01,1.601204842715560350e-01,5.671846687170883916e-01,4.020693171179509640e-01,3.296268687474196435e-02,4.283048764505172079e-02
3.513502700540107782e+01,1.603817602940907083e-01,5.675637020592892990e-01,4.025586234299387556e-01,3.234180383444812401e-02,3.788353320552797360e-02
3.514302860572114184e+01,1.606380380093784810e-01,5.679444426413370328e-01,4.030500779022440638e-01,3.171348595299772199e-02,2.356498487209837678e-02
3.515103020604120587e+01,1.608892586988091011e-01,5.683268450977772002e-01,4.035436371566664127e-01,3.107794237820610261e-02,3.497342353995413350e-02
3.515903180636126990e+01,1.611353654342792263e-01,5.687108637582141135e-01,4.040392572576295693e-01,3.043538624809494220e-02,3.126528934752124955e-02
3.516703340668133393e+01,1.613763030781925345e-01,5.690964526473111240e-01,4.045368937121814890e-01,2.978603450060424152e-02,3.717555366631599550e-02
3.517503500700139796e+01,1.616120182834596963e-01,5.694835654847905104e-01,4.050365014699942035e-01,2.913010768238355475e-02,1.478318479956913269e-02
3.518303660732146199e+01,1.618424594934983196e-01,5.698721556854330350e-01,4.055380349233638770e-01,2.846782975686840134e-02,3.575397804304041027e-02
3.519103820764152601e+01,1.620675769422331158e-01,5.702621763590787207e-01,4.060414479072109173e-01,2.779942791184825124e-02,3.764104155080777447e-02
3.519903980796159004e+01,1.622873226540957059e-01,5.706535803106260740e-01,4.065466936990798641e-01,2.712513236672431383e-02,1.832359343655533615e-02
3.520704140828165407e+01,1.625016504440246756e-01,5.710463200400327510e-01,4.070537250191393897e-01,2.644517617965574940e-02,1.721651358603593085e-02
3.521504300860171810e+01,1.627105159174656868e-01,5.714403477423148914e-01,4.075624940301822985e-01,2.575979505478703802e-02,2.464763231502027641e-02
3.522304460892178213e+01,1.629138764703713382e-01,5.718356153075480064e-01,4.080729523376255830e-01,2.506922714974113564e-02,1.179659099302664271e-02
3.523104620924184616e+01,1.631116912892012494e-01,5.722320743208658689e-01,4.085850509895103677e-01,2.437371288356809940e-02,2.156108267944361473e-02
3.523904780956191019e+01,1.633039216547650385e-01,5.726296764599572153e-01,4.090987407994805536e-01,2.367349419034764368e-02,2.079695235946504850e-02
3.524704940988197421e+01,1.634905311784972948e-01,5.730283734903366399e-01,4.096139722909870606e-01,2.296881432660902167e-02,3.663871688299425583e-02
3.525505101020203824e+01,1.636714851135212256e-01,5.734281164640154804e-01,4.101306950645690619e-01,2.225991878097000054e-02,1.232222404739881372e-02
3.526305261052210227e+01,1.638467506943044605e-01,5.738288564060719521e-01,4.106488583966890760e-01,2.154705411384433278e-02,1.839033629847948784e-02
3.527105421084216630e+01,1.640162971444675266e-01,5.742305443269986043e-01,4.111684112501239885e-01,2.083046774097935261e-02,3.395077551168758367e-02
3.527905581116223033e+01,1.641800956767837938e-01,5.746331312227024313e-01,4.116893022739648300e-01,2.011040773629513279e-02,3.069480527402797948e-03
3.528705741148229436e+01,1.643381194931795297e-01,5.750365680745044283e-01,4.122114798036168870e-01,1.938712263695929749e-02,2.965413053646868968e-02
3.529505901180235838e+01,1.644903437847338168e-01,5.754408058491400357e-01,4.127348918607997019e-01,1.866086125086113823e-02,1.407468392651352838e-02
3.530306061212242241e+01,1.646367457316785798e-01,5.758457954987589167e-01,4.132594861535470177e-01,1.793187246663741075e-02,2.373537839017567444e-02
3.531106221244248644e+01,1.647773045033986417e-01,5.762514879609249574e-01,4.137852100762068330e-01,1.720040506639985978e-02,1.709621300209868827e-02
3.531906381276255047e+01,1.649120012584316952e-01,5.766578341586164891e-01,4.143120107094412363e-01,1.646670754130052927e-02,2.280322622401698140e-02
3.532706541308261450e+01,1.650408191444682482e-01,5.770647850002259549e-01,4.148398348202267383e-01,1.573102791007624512e-02,-1.747642730400551792e-02
3.533506701340267853e+01,1.651637432983516784e-01,5.774722913795602430e-01,4.153686288618539946e-01,1.499361354069822516e-02,7.886118168480371268e-03
3.534306861372274255e+01,1.652807608460782895e-01,5.778803041758402426e-01,4.158983389739278058e-01,1.425471097524599884e-02,-7.469396915227681510e-03
3.535107021404280658e+01,1.653918608832836423e-01,5.782887742806673836e-01,4.164289110112159853e-01,1.351456572169923431e-02,1.054052645572093119e-02
3.535907181436287061e+01,1.654970341821284385e-01,5.786976531172944860e-01,4.169602910794948381e-01,1.277342138209613953e-02,6.210560873795392331e-03
3.536707341468293464e+01,1.655962738394956557e-01,5.791068919136808102e-01,4.174924247300954572e-01,1.203152046253275209e-02,1.267148291846195880e-02
3.537507501500299867e+01,1.656895749665595052e-01,5.795164418991617383e-01,4.180252572120004007e-01,1.128910394880411339e-02,2.798242225849528406e-02
3.538307661532306270e+01,1.657769345003168027e-01,5.799262545260662760e-01,4.185587337157682941e-01,1.054641085632901376e-02,1.584435965537914562e-02
3.539107821564312673e+01,1.658583512035870233e-01,5.803362814697169414e-01,4.190927993735340529e-01,9.803678083268152488e-03,1.388613342303312084e-02
3.539907981596319075e+01,1.659338256650121912e-01,5.807464746284295432e-01,4.196273992590088819e-01,9.061140267600464870e-03,1.549267511108195702e-02
3.540708141628325478e+01,1.660033602990569901e-01,5.811567861235132915e-01,4.201624783874802760e-01,8.319029648225839679e-03,6.002715123309235699e-03
3.541508301660331881e+01,1.660669593460086801e-01,5.815671682992706870e-01,4.206979817158117974e-01,7.577575930146740468e-03,2.275696978265542153e-02
3.542308461692338284e+01,1.661246288719771536e-01,5.819775737229980761e-01,4.212338541424434646e-01,6.837006153788627305e-03,1.361095224570552098e-02
3.543108621724344687e+01,1.661763767688949067e-01,5.823879551849847624e-01,4.217700405073914749e-01,6.097544568501700457e-03,6.695465820920168919e-03
3.543908781756351090e+01,1.662222127545170403e-01,5.827982656985137844e-01,4.223064855922481486e-01,5.359412510290817444e-03,1.774040358411273222e-02
3.544708941788357492e+01,1.662621483724212867e-01,5.832084584998612486e-01,4.228431341201822624e-01,4.622828283806612593e-03,1.146963756397777288e-03
3.545509101820363895e+01,1.662961969920079275e-01,5.836184870482972187e-01,4.233799307559387159e-01,3.888007048631847429e-03,-1.013435535516546936e-03
3.546309261852370298e+01,1.663243737823900392e-01,5.840283050368978435e-01,4.239168201207221820e-01,3.155160700311299138e-03,-5.391685146044100652e-03
3.547109421884376701e+01,1.663466949371331105e-01,5.844378667366005864e-01,4.244537472520005239e-01,2.424497458151375628e-03,-1.148559900917023487e-02
3.547909581916383104e+01,1.663631788246864585e-01,5.848471265623996773e-01,4.249906569823446167e-01,1.696222143097558810e-03,-1.022971173192293269e-02
3.548709741948389507e+01,1.663738456926843745e-01,5.852560391478449642e-01,4.255274940726457844e-01,9.705360263503881590e-04,1.282517098088205472e-02
3.549509901980395910e+01,1.663787172254490576e-01,5.856645595185580033e-01,4.260642034569702696e-01,2.476365987991169249e-04,-3.930960790516753456e-03
3.550310062012402312e+01,1.663778165439905588e-01,5.860726430922318375e-01,4.266007302425586789e-01,-4.722825022547838536e-04,-7.475719940411239793e-04
3.551110222044408715e+01,1.663711682060068919e-01,5.864802456786312179e-01,4.271370197098263710e-01,-1.189031562444764489e-03,6.128220237980339623e-03
3.551910382076415118e+01,1.663587982058839787e-01,5.868873234795924931e-01,4.276730173123634016e-01,-1.902424855770856738e-03,-3.370933545635760101e-03
3.552710542108421521e+01,1.663407339746956481e-01,5.872938330890234981e-01,4.282086686769344119e-01,-2.612280706129344043e-03,-1.233650539064011509e-02
3.553510702140427924e+01,1.663170043802036091e-01,5.876997314929037763e-01,4.287439196034786293e-01,-3.318421544966754233e-03,-1.170760621303851452e-02
3.554310862172434327e+01,1.662876397268575335e-01,5.881049760692842465e-01,4.292787160651099776e-01,-4.020673965076215772e-03,-8.502610044030613212e-03
3.555111022204440729e+01,1.662526717557949729e-01,5.885095245882877579e-01,4.298130042081169666e-01,-4.718868770569317750e-03,5.465550312486201420e-03
3.555911182236447132e+01,1.662121336448413589e-01,5.889133352121085352e-01,4.303467303519628584e-01,-5.412841023048731159e-03,-1.070857217935131805e-02
3.556711342268453535e+01,1.661660600085101136e-01,5.893163664950124003e-01,4.308798409892853343e-01,-6.102430084015675327e-03,-1.185126133676642560e-02
3.557511502300459938e+01,1.661144868185273349e-01,5.897185773989657154e-01,4.314122828151302214e-01,-6.787479650067429482e-03,-1.622458037031933309e-03
3.558311662332466341e+01,1.660574504318603761e-01,5.901199274944766149e-01,4.319440030905932759e-01,-7.467837747716810082e-03,-7.286366543353745527e-03
3.559111822364472744e+01,1.659949891637128028e-01,5.905203766654436581e-01,4.324749490750572911e-01,-8.143356838562487710e-03,-7.608762603269740403e-03
3.559911982396479146e+01,1.659271426616524270e-01,5.909198852167454330e-01,4.330050682487761038e-01,-8.813893808855333134e-03,-6.623812769955387397e-03
3.560712142428485549e+01,1.658539515266424236e-01,5.913184139464111588e-01,4.335343084509457046e-01,-9.479309962265591860e-03,7.401356475221262943e-03
3.561512302460491952e+01,1.657754573130411913e-01,5.917159241456211305e-01,4.340626178797044599e-01,-1.013947102655327059e-02,-1.357495359481293747e-02
3.562312462492498355e+01,1.656917025286025191e-01,5.921123775987059412e-01,4.345899450921327234e-01,-1.079424715746213348e-02,-1.549580766202765525e-02
3.563112622524504758e+01,1.656027306344755035e-01,5.925077365831471488e-01,4.351162390042531691e-01,-1.144351293988893348e-02,6.420294292278846959e-03
3.563912782556511161e+01,1.655085860452044366e-01,5.929019638695769423e-01,4.356414488910307359e-01,-1.208714738637289843e-02,-2.119218544137736748e-02
3.564712942588517564e+01,1.654093141287290569e-01,5.932950227217782535e-01,4.361655243863724052e-01,-1.272503393296448015e-02,-3.006662357305193642e-02
3.565513102620523966e+01,1.653049612063843543e-01,5.936868768966847565e-01,4.366884154831274234e-01,-1.335706043252071762e-02,-4.870123371042728300e-03
3.566313262652530369e+01,1.651955745529006259e-01,5.940774906443806458e-01,4.372100725330872462e-01,-1.398311914548561186e-02,-1.887222081459642362e-02
3.567113422684536772e+01,1.650812023964034481e-01,5.944668287081009694e-01,4.377304462469855384e-01,-1.460310672821008016e-02,-1.489157781384652969e-02
3.567913582716543175e+01,1.649618939184137878e-01,5.948548563242315179e-01,4.382494876944981743e-01,-1.521692421886727820e-02,-1.445152295415020986e-02
3.568713742748549578e+01,1.648376991080451048e-01,5.952415392335773658e-01,4.387671483418387197e-01,-1.582447697857902735e-02,-2.742109632376141248e-02
3.569513902780555981e+01,1.647086678715767860e-01,5.956268437541386573e-01,4.392833802835142132e-01,-1.642567440985537308e-02,-1.153696029158431807e-02
3.570314062812562383e+01,1.645748516636194314e-01,5.960107366608019541e-01,4.397981358269841268e-01,-1.702043040953316044e-02,-2.917929877683864831e-02
3.571114222844568786e+01,1.644363026691987029e-01,5.963931852449062543e-01,4.403113677036264439e-01,-1.760866310869740881e-02,-9.354594418279457008e-03
3.571914382876575189e+01,1.642930735543113308e-01,5.967741573330603844e-01,4.408230291329198747e-01,-1.819029476513250865e-02,-6.952071491582832372e-03
