w,I
1.515171953855064057e+05,1.105975399245646669e-03
1.515870016661041591e+05,1.104585233034842016e-03
1.516568401075190050e+05,1.103198233868864491e-03
1.517267107245679654e+05,1.101814390677484075e-03
1.517966135320745234e+05,1.100433692442124743e-03
1.518665485448699037e+05,1.099056128195538551e-03
1.519365157777912973e+05,1.097681687021541961e-03
1.520065152456829965e+05,1.096310358054699034e-03
1.520765469633961620e+05,1.094942130480027398e-03
1.521466109457887360e+05,1.093576993532711364e-03
1.522167072077252669e+05,1.092214936497814615e-03
1.522868357640780450e+05,1.090855948709967523e-03
1.523569966297252977e+05,1.089500019553119297e-03
1.524271898195523827e+05,1.088147138460227254e-03
1.524974153484512644e+05,1.086797294912986850e-03
1.525676732313216489e+05,1.085450478441529190e-03
1.526379634830692085e+05,1.084106678624174912e-03
1.527082861186067748e+05,1.082765885087137768e-03
1.527786411528540193e+05,1.081428087504254223e-03
1.528490286007375689e+05,1.080093275596708067e-03
1.529194484771905409e+05,1.078761439132768906e-03
1.529899007971539104e+05,1.077432567927499646e-03
1.530603855755745899e+05,1.076106651842520783e-03
1.531309028274066513e+05,1.074783680785726999e-03
1.532014525676107733e+05,1.073463644711029983e-03
1.532720348111555213e+05,1.072146533618075891e-03
1.533426495730153401e+05,1.070832337552020917e-03
1.534132968681719212e+05,1.069521046603248531e-03
1.534839767116138246e+05,1.068212650907120111e-03
1.535546891183365660e+05,1.066907140643718428e-03
1.536254341033422388e+05,1.065604506037600872e-03
1.536962116816407361e+05,1.064304737357527541e-03
1.537670218682480045e+05,1.063007824916242013e-03
1.538378646781872085e+05,1.061713759070203981e-03
1.539087401264880609e+05,1.060422530219354634e-03
1.539796482281881908e+05,1.059134128806844518e-03
1.540505889983312227e+05,1.057848545318831011e-03
1.541215624519679986e+05,1.056565770284210309e-03
1.541925686041562585e+05,1.055285794274386053e-03
1.542636074699607852e+05,1.054008607903026903e-03
1.543346790644529101e+05,1.052734201825841678e-03
1.544057834027118515e+05,1.051462566740317623e-03
1.544769204998228233e+05,1.050193693385523524e-03
1.545480903708784026e+05,1.048927572541852316e-03
1.546192930309776566e+05,1.047664195030805975e-03
1.546905284952276561e+05,1.046403551714740953e-03
1.547617967787414673e+05,1.045145633496678004e-03
1.548330978966394032e+05,1.043890431320051299e-03
1.549044318640487909e+05,1.042637936168491590e-03
1.549757986961035640e+05,1.041388139065608067e-03
1.550471984079456306e+05,1.040141031074746794e-03
1.551186310147228360e+05,1.038896603298802715e-03
1.551900965315904177e+05,1.037654846879978955e-03
1.552615949737105693e+05,1.036415752999576487e-03
1.553331263562520908e+05,1.035179312877786617e-03
1.554046906943917857e+05,1.033945517773449856e-03
1.554762880033125402e+05,1.032714358983878328e-03
1.555479182982044003e+05,1.031485827844628306e-03
1.556195815942646004e+05,1.030259915729285752e-03
1.556912779066968942e+05,1.029036614049272467e-03
1.557630072507130972e+05,1.027815914253612335e-03
1.558347696415310202e+05,1.026597807828760452e-03
1.559065650943758665e+05,1.025382286298375878e-03
1.559783936244797660e+05,1.024169341223124747e-03
1.560502552470816590e+05,1.022958964200485106e-03
1.561221499774283438e+05,1.021751146864522276e-03
1.561940778307727596e+05,1.020545880885725346e-03
1.562660388223752088e+05,1.019343157970785353e-03
1.563380329675029498e+05,1.018142969862406840e-03
1.564100602814300219e+05,1.016945308339115093e-03
1.564821207794384100e+05,1.015750165215044279e-03
1.565542144768162398e+05,1.014557532339773523e-03
1.566263413888589421e+05,1.013367401598116351e-03
1.566985015308690490e+05,1.012179764909935508e-03
1.567706949181557575e+05,1.010994614229959081e-03
1.568429215660363261e+05,1.009811941547571895e-03
1.569151814898340963e+05,1.008631738886660691e-03
1.569874747048798017e+05,1.007453998305407258e-03
1.570598012265111902e+05,1.006278711896111278e-03
1.571321610700728488e+05,1.005105871785010561e-03
1.572045542509173101e+05,1.003935470132079821e-03
1.572769807844032475e+05,1.002767499130880402e-03
1.573494406858967268e+05,1.001601951008362738e-03
1.574219339707708859e+05,1.000438818024688981e-03
1.574944606544056733e+05,9.992780924730638569e-04
1.575670207521890406e+05,9.981197666795386513e-04
1.576396142795150517e+05,9.969638330028663536e-04
1.577122412517852208e+05,9.958102838343062865e-04
1.577849016844081343e+05,9.946591115974573547e-04
1.578575955927991599e+05,9.935103087480936807e-04
1.579303229923817562e+05,9.923638677739703151e-04
1.580030838985854934e+05,9.912197811946870610e-04
1.580758783268473926e+05,9.900780415614983052e-04
1.581487062926115759e+05,9.889386414571516883e-04
1.582215678113289468e+05,9.878015734957276434e-04
1.582944628984584997e+05,9.866668303224529132e-04
1.583673915694653988e+05,9.855344046135665424e-04
1.584403538398222590e+05,9.844042890761381653e-04
1.585133497250088258e+05,9.832764764479094959e-04
1.585863792405115964e+05,9.821509594971397205e-04
1.586594424018252466e+05,9.810277310224255198e-04
1.587325392244505929e+05,9.799067838525700978e-04
1.588056697238959023e+05,9.787881108464071070e-04
1.588788339156766015e+05,9.776717048926490770e-04
1.589520318153149565e+05,9.765575589097343252e-04
1.590252634383412951e+05,9.754456658456547857e-04
1.590985288002922316e+05,9.743360186778282899e-04
1.591718279167117435e+05,9.732286104129301901e-04
1.592451608031510550e+05,9.721234340867417880e-04
1.593185274751682300e+05,9.710204827640059192e-04
1.593919279483293940e+05,9.699197495382587929e-04
1.594653622382069880e+05,9.688212275317059597e-04
1.595388303603808454e+05,9.677249098950591391e-04
1.596123323304380174e+05,9.666307898073914781e-04
1.596858681639724236e+05,9.655388604759932445e-04
1.597594378765861329e+05,9.644491151362123401e-04
1.598330414838874713e+05,9.633615470513315696e-04
1.599066790014921571e+05,9.622761495124151172e-04
1.599803504450232431e+05,9.611929158381604449e-04
1.600540558301105921e+05,9.601118393747662362e-04
1.601277951723922160e+05,9.590329134957731273e-04
1.602015684875123843e+05,9.579561316019487814e-04
1.602753757911229623e+05,9.568814871211294868e-04
1.603492170988828875e+05,9.558089735080899443e-04
1.604230924264581117e+05,9.547385842444065492e-04
1.604970017895227356e+05,9.536703128383031093e-04
1.605709452037570882e+05,9.526041528245429669e-04
1.606449226848490362e+05,9.515400977642754759e-04
1.607189342484937515e+05,9.504781412449045961e-04
1.607929799103932164e+05,9.494182768799617166e-04
1.608670596862577077e+05,9.483604983089534337e-04
1.609411735918036720e+05,9.473047991972579013e-04
1.610153216427552106e+05,9.462511732359745603e-04
1.610895038548436423e+05,9.451996141417976123e-04
1.611637202438071545e+05,9.441501156568948058e-04
1.612379708253922581e+05,9.431026715487551056e-04
1.613122556153516343e+05,9.420572756100920910e-04
1.613865746294456476e+05,9.410139216586959612e-04
1.614609278834418801e+05,9.399726035373136236e-04
1.615353153931147826e+05,9.389333151135269371e-04
1.616097371742472169e+05,9.378960502796073210e-04
1.616841932426281564e+05,9.368608029524239230e-04
1.617586836140543164e+05,9.358275670732951919e-04
1.618332083043296007e+05,9.347963366078777467e-04
1.619077673292648979e+05,9.337671055460437537e-04
1.619823607046793913e+05,9.327398679017435577e-04
1.620569884463985218e+05,9.317146177129128747e-04
1.621316505702553550e+05,9.306913490413344474e-04
1.622063470920903201e+05,9.296700559725217103e-04
1.622810780277506856e+05,9.286507326156098275e-04
1.623558433930921310e+05,9.276333731032127949e-04
1.624306432039766223e+05,9.266179715913404986e-04
1.625054774762736924e+05,9.256045222592609130e-04
1.625803462258602958e+05,9.245930193093887528e-04
1.626552494686202554e+05,9.235834569671768366e-04
1.627301872204458050e+05,9.225758294809828378e-04
1.628051594972354651e+05,9.215701311219828742e-04
1.628801663148953812e+05,9.205663561840419454e-04
1.629552076893390913e+05,9.195644989836031279e-04
1.630302836364871182e+05,9.185645538595840331e-04
1.631053941722682212e+05,9.175665151732476793e-04
1.631805393126176496e+05,9.165703773081158639e-04
1.632557190734782489e+05,9.155761346698454558e-04
1.633309334708001697e+05,9.145837816861222521e-04
1.634061825205406640e+05,9.135933128065577618e-04
1.634814662386652781e+05,9.126047225025632221e-04
1.635567846411459323e+05,9.116180052672702341e-04
1.636321377439622593e+05,9.106331556154051042e-04
1.637075255631012260e+05,9.096501680831892058e-04
1.637829481145568134e+05,9.086690372282377149e-04
1.638584054143314133e+05,9.076897576294379625e-04
1.639338974784337624e+05,9.067123238868700710e-04
1.640094243228803389e+05,9.057367306216884510e-04
1.640849859636949550e+05,9.047629724760222715e-04
1.641605824169084954e+05,9.037910441128784236e-04
1.642362136985602265e+05,9.028209402160220420e-04
1.643118798246958468e+05,9.018526554899018027e-04
1.643875808113687090e+05,9.008861846595334804e-04
1.644633166746395582e+05,8.999215224704023696e-04
1.645390874305762991e+05,8.989586636883699355e-04
1.646148930952551891e+05,8.979976030995574787e-04
1.646907336847588303e+05,8.970383355102759873e-04
1.647666092151776247e+05,8.960808557469081758e-04
1.648425197026094538e+05,8.951251586558175207e-04
1.649184651631591260e+05,8.941712391032572956e-04
1.649944456129400060e+05,8.932190919752561881e-04
1.650704610680718324e+05,8.922687121775495613e-04
1.651465115446820855e+05,8.913200946354681064e-04
1.652225970589056960e+05,8.903732342938460104e-04
1.652987176268847252e+05,8.894281261169338952e-04
1.653748732647695870e+05,8.884847650882896379e-04
1.654510639887172147e+05,8.875431462107069222e-04
1.655272898148923123e+05,8.866032645061106129e-04
1.656035507594669762e+05,8.856651150154688269e-04
1.656798468386204622e+05,8.847286927987048962e-04
1.657561780685404956e+05,8.837939929345901401e-04
1.658325444654212042e+05,8.828610105206824996e-04
1.659089460454645741e+05,8.819297406732148643e-04
1.659853828248799837e+05,8.810001785270153837e-04
1.660618548198840290e+05,8.800723192354201890e-04
1.661383620467017172e+05,8.791461579701713696e-04
1.662149045215645456e+05,8.782216899213525713e-04
1.662914822607118404e+05,8.772989102972867563e-04
1.663680952803903783e+05,8.763778143244533702e-04
1.664447435968540958e+05,8.754583972474069180e-04
1.665214272263654566e+05,8.745406543286746159e-04
1.665981461851933564e+05,8.736245808486982779e-04
1.666749004896145780e+05,8.727101721057296899e-04
1.667516901559133548e+05,8.717974234157549332e-04
1.668285152003810799e+05,8.708863301124120928e-04
1.669053756393177609e+05,8.699768875468925954e-04
1.669822714890297793e+05,8.690690910878847222e-04
1.670592027658314328e+05,8.681629361214735375e-04
1.671361694860441785e+05,8.672584180510674876e-04
1.672131716659980011e+05,8.663555322973026662e-04
1.672902093220294337e+05,8.654542742979847011e-04
1.673672824704828381e+05,8.645546395079926937e-04
1.674443911277100851e+05,8.636566233992049512e-04
1.675215353100706416e+05,8.627602214604174549e-04
1.675987150339311338e+05,8.618654291972703508e-04
1.676759303156667447e+05,8.609722421321539497e-04
1.677531811716591765e+05,8.600806558041536494e-04
1.678304676182980475e+05,8.591906657689561515e-04
1.679077896719801647e+05,8.583022675987818069e-04
1.679851473491109209e+05,8.574154568822907243e-04
1.680625406661022280e+05,8.565302292245310532e-04
1.681399696393739432e+05,8.556465802468461767e-04
1.682174342853534035e+05,8.547645055868061895e-04
1.682949346204756293e+05,8.538840008981273422e-04
1.683724706611828005e+05,8.530050618506076392e-04
1.684500424239256536e+05,8.521276841300337059e-04
1.685276499251616187e+05,8.512518634381291806e-04
1.686052931813558680e+05,8.503775954924699303e-04
1.686829722089809948e+05,8.495048760264145528e-04
1.687606870245180908e+05,8.486337007890186164e-04
1.688384376444548252e+05,8.477640655449863050e-04
1.689162240852868999e+05,8.468959660745803203e-04
1.689940463635174965e+05,8.460293981735583476e-04
1.690719044956574508e+05,8.451643576530988968e-04
1.691497984982248454e+05,8.443008403397355994e-04
1.692277283877464943e+05,8.434388420752713398e-04
1.693056941807556432e+05,8.425783587167330439e-04
1.693836958937935997e+05,8.417193861362859192e-04
1.694617335434089473e+05,8.408619202211695945e-04
1.695398071461588843e+05,8.400059568736187570e-04
1.696179167186072154e+05,8.391514920108144714e-04
1.696960622773257201e+05,8.382985215648028647e-04
1.697742438388938608e+05,8.374470414824287728e-04
1.698524614198986965e+05,8.365970477252715563e-04
1.699307150369345327e+05,8.357485362695817824e-04
1.700090047066044353e+05,8.349015031061962243e-04
1.700873304455180769e+05,8.340559442404985036e-04
1.701656922702931042e+05,8.332118556923365834e-04
1.702440901975544693e+05,8.323692334959643295e-04
1.703225242439357971e+05,8.315280736999632310e-04
1.704009944260774355e+05,8.306883723671975141e-04
1.704795007606276195e+05,8.298501255747381400e-04
1.705580432642423548e+05,8.290133294137993786e-04
1.706366219535852724e+05,8.281779799896778769e-04
1.707152368453273084e+05,8.273440734216910755e-04
1.707938879561481881e+05,8.265116058431005563e-04
1.708725753027342435e+05,8.256805734010716014e-04
1.709512989017798682e+05,8.248509722565948053e-04
1.710300587699867028e+05,8.240227985844340332e-04
1.711088549240652646e+05,8.231960485730475995e-04
1.711876873807326192e+05,8.223707184245509713e-04
1.712665561567139521e+05,8.215468043546390311e-04
1.713454612687421031e+05,8.207243025925312161e-04
1.714244027335576538e+05,8.199032093809102608e-04
1.715033805679085199e+05,8.190835209758660354e-04
1.715823947885514353e+05,8.182652336468208441e-04
1.716614454122497409e+05,8.174483436764925625e-04
1.717405324557748972e+05,8.166328473608210200e-04
1.718196559359056992e+05,8.158187410089160667e-04
1.718988158694297890e+05,8.150060209429852570e-04
1.719780122731413867e+05,8.141946834982981794e-04
1.720572451638429193e+05,8.133847250231105623e-04
1.721365145583444682e+05,8.125761418786161356e-04
1.722158204734639148e+05,8.117689304388842888e-04
1.722951629260264745e+05,8.109630870908108484e-04
1.723745419328662392e+05,8.101586082340440269e-04
1.724539575108239660e+05,8.093554902809511377e-04
1.725334096767485316e+05,8.085537296565482304e-04
1.726128984474961762e+05,8.077533227984517354e-04
1.726924238399320457e+05,8.069542661568085331e-04
1.727719858709279797e+05,8.061565561942615841e-04
1.728515845573638508e+05,8.053601893858829261e-04
1.729312199161274475e+05,8.045651622191194634e-04
1.730108919641142129e+05,8.037714711937428771e-04
1.730906007182270987e+05,8.029791128217956316e-04
1.731703461953779042e+05,8.021880836275246214e-04
1.732501284124851227e+05,8.013983801473496208e-04
1.733299473864754254e+05,8.006099989297948711e-04
1.734098031342828763e+05,7.998229365354447363e-04
1.734896956728505029e+05,7.990371895368743142e-04
1.735696250191279396e+05,7.982527545186226571e-04
1.736495911900731153e+05,7.974696280771224064e-04
1.737295942026517005e+05,7.966878068206547986e-04
1.738096340738371946e+05,7.959072873692957803e-04
1.738897108206105477e+05,7.951280663548697131e-04
1.739698244599616446e+05,7.943501404208844294e-04
1.740499750088870933e+05,7.935735062225009835e-04
1.741301624843917089e+05,7.927981604264697918e-04
1.742103869034877280e+05,7.920240997110876988e-04
1.742906482831963804e+05,7.912513207661330331e-04
1.743709466405456187e+05,7.904798202928376349e-04
1.744512819925716030e+05,7.897095950038248401e-04
1.745316543563183513e+05,7.889406416230609074e-04
1.746120637488377106e+05,7.881729568858094823e-04
1.746925101871890656e+05,7.874065375385830247e-04
1.747729936884406779e+05,7.866413803390845871e-04
1.748535142696676776e+05,7.858774820561771320e-04
1.749340719479533145e+05,7.851148394698231415e-04
1.750146667403884639e+05,7.843534493710437429e-04
1.750952986640728777e+05,7.835933085618586444e-04
1.751759677361131471e+05,7.828344138552574029e-04
1.752566739736240415e+05,7.820767620751417452e-04
1.753374173937283049e+05,7.813203500562795976e-04
1.754181980135564809e+05,7.805651746442603079e-04
1.754990158502467384e+05,7.798112326954508445e-04
1.755798709209461522e+05,7.790585210769384412e-04
1.756607632428086072e+05,7.783070366665019750e-04
1.757416928329963412e+05,7.775567763525559123e-04
1.758226597086790425e+05,7.768077370341100853e-04
1.759036638870354218e+05,7.760599156207124462e-04
1.759847053852510289e+05,7.753133090324234797e-04
1.760657842205197085e+05,7.745679141997588489e-04
1.761469004100432212e+05,7.738237280636471116e-04
1.762280539710311859e+05,7.730807475753893876e-04
1.763092449207009049e+05,7.723389696966131718e-04
1.763904732762786152e+05,7.715983913992198592e-04
1.764717390549974516e+05,7.708590096653605665e-04
1.765530422740987560e+05,7.701208214873783448e-04
1.766343829508315830e+05,7.693838238677718584e-04
1.767157611024539219e+05,7.686480138191404158e-04
1.767971767462307180e+05,7.679133883641608765e-04
1.768786298994350946e+05,7.671799445355328984e-04
1.769601205793482950e+05,7.664476793759371961e-04
1.770416488032594207e+05,7.657165899379978109e-04
1.771232145884651691e+05,7.649866732842410194e-04
1.772048179522713472e+05,7.642579264870406897e-04
1.772864589119906595e+05,7.635303466285975728e-04
1.773681374849440472e+05,7.628039308008861775e-04
1.774498536884602217e+05,7.620786761056171478e-04
1.775316075398768007e+05,7.613545796541877153e-04
1.776133990565384447e+05,7.606316385676560035e-04
1.776952282557980507e+05,7.599098499766933227e-04
1.777770951550166355e+05,7.591892110215424285e-04
1.778589997715630743e+05,7.584697188519809842e-04
1.779409421228139836e+05,7.577513706272831799e-04
1.780229222261550603e+05,7.570341635161676906e-04
1.781049400989788701e+05,7.563180946967798957e-04
1.781869957586864184e+05,7.556031613566358256e-04
1.782690892226863070e+05,7.548893606925941892e-04
1.783512205083963054e+05,7.541766899108014047e-04
1.784333896332410513e+05,7.534651462266745781e-04
1.785155966146536521e+05,7.527547268648490273e-04
1.785978414700751891e+05,7.520454290591441302e-04
1.786801242169547768e+05,7.513372500525252688e-04
1.787624448727492418e+05,7.506301870970689179e-04
1.788448034549245203e+05,7.499242374539136398e-04
1.789271999809535337e+05,7.492193983932391582e-04
1.790096344683175557e+05,7.485156671942194131e-04
1.790921069345056021e+05,7.478130411449906848e-04
1.791746173970158561e+05,7.471115175426012870e-04
1.792571658733533695e+05,7.464110936929960628e-04
1.793397523810317507e+05,7.457117669109653187e-04
1.794223769375726115e+05,7.450135345201115396e-04
1.795050395605056256e+05,7.443163938528156703e-04
1.795877402673681790e+05,7.436203422502022037e-04
1.796704790757068840e+05,7.429253770620914766e-04
1.797532560030752793e+05,7.422314956469835143e-04
1.798360710670354019e+05,7.415386953720085918e-04
1.799189242851570016e+05,7.408469736129001280e-04
1.800018156750189664e+05,7.401563277539466561e-04
1.800847452542072861e+05,7.394667551879745846e-04
1.801677130403163319e+05,7.387782533163015763e-04
1.802507190509486536e+05,7.380908195487066248e-04
1.803337633037148335e+05,7.374044513033932999e-04
1.804168458162332245e+05,7.367191460069605824e-04
1.804999666061314638e+05,7.360349010943547255e-04
1.805831256910441152e+05,7.353517140088562448e-04
1.806663230886142992e+05,7.346695822020314539e-04
1.807495588164928777e+05,7.339885031337063355e-04
1.808328328923399094e+05,7.333084742719210049e-04
1.809161453338225547e+05,7.326294930929145308e-04
1.809994961586164136e+05,7.319515570810799414e-04
1.810828853844052937e+05,7.312746637289338665e-04
1.811663130288810935e+05,7.305988105370843366e-04
1.812497791097435402e+05,7.299239950142006423e-04
1.813332836447015870e+05,7.292502146769697493e-04
1.814168266514712595e+05,7.285774670500815529e-04
1.815004081477770815e+05,7.279057496661847518e-04
1.815840281513514346e+05,7.272350600658605011e-04
1.816676866799359559e+05,7.265653957975796952e-04
1.817513837512792961e+05,7.258967544176885478e-04
1.818351193831386918e+05,7.252291334903655491e-04
1.819188935932795866e+05,7.245625305875921926e-04
1.820027063994755736e+05,7.238969432891226167e-04
1.820865578195080452e+05,7.232323691824561751e-04
1.821704478711677657e+05,7.225688058627927676e-04
1.822543765722525422e+05,7.219062509330218891e-04
1.823383439405687095e+05,7.212447020036789370e-04
1.824223499939305184e+05,7.205841566929204909e-04
1.825063947501615039e+05,7.199246126264839804e-04
1.825904782270922733e+05,7.192660674376730482e-04
1.826746004425620777e+05,7.186085187673167847e-04
1.827587614144182880e+05,7.179519642637433811e-04
1.828429611605166283e+05,7.172964015827485796e-04
1.829271996987205930e+05,7.166418283875712787e-04
1.830114770469030191e+05,7.159882423488509243e-04
1.830957932229438738e+05,7.153356411446159082e-04
1.831801482447317976e+05,7.146840224602431279e-04
1.832645421301632014e+05,7.140333839884338086e-04
1.833489748971438967e+05,7.133837234291751225e-04
1.834334465635868837e+05,7.127350384897264196e-04
1.835179571474136901e+05,7.120873268845798708e-04
1.836025066665541672e+05,7.114405863354362905e-04
1.836870951389463735e+05,7.107948145711743453e-04
1.837717225825363421e+05,7.101500093278264843e-04
1.838563890152794484e+05,7.095061683485404504e-04
1.839410944551381690e+05,7.088632893835656191e-04
1.840258389200836828e+05,7.082213701902173282e-04
1.841106224280950846e+05,7.075804085328518331e-04
1.841954449971608701e+05,7.069404021828290096e-04
1.842803066452766943e+05,7.063013489185011873e-04
1.843652073904468270e+05,7.056632465251756357e-04
1.844501472506838909e+05,7.050260927950888689e-04
1.845351262440088321e+05,7.043898855273797574e-04
1.846201443884504552e+05,7.037546225280669763e-04
1.847052017020469939e+05,7.031203016100094324e-04
1.847902982028439583e+05,7.024869205928958556e-04
1.848754339088954730e+05,7.018544773032093457e-04
1.849606088382636080e+05,7.012229695742047122e-04
1.850458230090198922e+05,7.005923952458711782e-04
1.851310764392430428e+05,6.999627521649240316e-04
1.852163691470205376e+05,6.993340381847659194e-04
1.853017011504481197e+05,6.987062511654648384e-04
1.853870724676298851e+05,6.980793889737282225e-04
1.854724831166779040e+05,6.974534494828794158e-04
1.855579331157137349e+05,6.968284305728208094e-04
1.856434224828661245e+05,6.962043301300264693e-04
1.857289512362725800e+05,6.955811460475044058e-04
1.858145193940785830e+05,6.949588762247769494e-04
1.859001269744390447e+05,6.943375185678454060e-04
1.859857739955162106e+05,6.937170709891812750e-04
1.860714604754809698e+05,6.930975314076894944e-04
1.861571864325127099e+05,6.924788977486875160e-04
1.862429518847990257e+05,6.918611679438809109e-04
1.863287568505356612e+05,6.912443399313401675e-04
1.864146013479278190e+05,6.906284116554661052e-04
1.865004853951879486e+05,6.900133810669822855e-04
1.865864090105372597e+05,6.893992461229004253e-04
1.866723722122050240e+05,6.887860047864992558e-04
1.867583750184300006e+05,6.881736550272925376e-04
1.868444174474582542e+05,6.875621948210202793e-04
1.869304995175445802e+05,6.869516221496138261e-04
1.870166212469522434e+05,6.863419350011753682e-04
1.871027826539528905e+05,6.857331313699544136e-04
1.871889837568262010e+05,6.851252092563270800e-04
1.872752245738614583e+05,6.845181666667616172e-04
1.873615051233551931e+05,6.839120016138116849e-04
1.874478254236127250e+05,6.833067121160826341e-04
1.875341854929474648e+05,6.827022961982134007e-04
1.876205853496824275e+05,6.820987518908434378e-04
1.877070250121478748e+05,6.814960772306049089e-04
1.877935044986828871e+05,6.808942702600913549e-04
1.878800238276350719e+05,6.802933290278354679e-04
1.879665830173603899e+05,6.796932515882877319e-04
1.880531820862229506e+05,6.790940360017971248e-04
1.881398210525964387e+05,6.784956803345772907e-04
1.882264999348618730e+05,6.778981826587009022e-04
1.883132187514090911e+05,6.773015410520668092e-04
1.883999775206360209e+05,6.767057535983830169e-04
1.884867762609503116e+05,6.761108183871343763e-04
1.885736149907668296e+05,6.755167335135772722e-04
1.886604937285093183e+05,6.749234970787068794e-04
1.887474124926100776e+05,6.743311071892380817e-04
1.888343713015098474e+05,6.737395619575837873e-04
1.889213701736574876e+05,6.731488595018370394e-04
1.890084091275115497e+05,6.725589979457383821e-04
1.890954881815378321e+05,6.719699754186711982e-04
1.891826073542111844e+05,6.713817900556285322e-04
1.892697666640144016e+05,6.707944399971999721e-04
1.893569661294401158e+05,6.702079233895371713e-04
1.894442057689882058e+05,6.696222383843518974e-04
1.895314856011675147e+05,6.690373831388813372e-04
1.896188056444954127e+05,6.684533558158732439e-04
1.897061659174977685e+05,6.678701545835639269e-04
1.897935664387086290e+05,6.672877776156601465e-04
1.898810072266717034e+05,6.667062230913097312e-04
1.899684882999381807e+05,6.661254891950937722e-04
1.900560096770680393e+05,6.655455741170012525e-04
1.901435713766295521e+05,6.649664760524088810e-04
1.902311734172005963e+05,6.643881932020536622e-04
1.903188158173665579e+05,6.638107237720280171e-04
1.904064985957216704e+05,6.632340659737488838e-04
1.904942217708688404e+05,6.626582180239417794e-04
1.905819853614190069e+05,6.620831781446231273e-04
1.906697893859930336e+05,6.615089445630688162e-04
1.907576338632190600e+05,6.609355155118134401e-04
1.908455188117342186e+05,6.603628892286185319e-04
1.909334442501842859e+05,6.597910639564555412e-04
1.910214101972231874e+05,6.592200379434901133e-04
1.911094166715145984e+05,6.586498094430523823e-04
1.911974636917297030e+05,6.580803767136335011e-04
1.912855512765485910e+05,6.575117380188559351e-04
1.913736794446600252e+05,6.569438916274575237e-04
1.914618482147609175e+05,6.563768358132754345e-04
1.915500576055580459e+05,6.558105688552165642e-04
1.916383076357655518e+05,6.552450890372550456e-04
1.917265983241066569e+05,6.546803946484029734e-04
1.918149296893131686e+05,6.541164839826945753e-04
1.919033017501251597e+05,6.535533553391697321e-04
1.919917145252924820e+05,6.529910070218471977e-04
1.920801680335724668e+05,6.524294373397203708e-04
1.921686622937315260e+05,6.518686446067282385e-04
1.922571973245446279e+05,6.513086271417421486e-04
1.923457731447950355e+05,6.507493832685486796e-04
1.924343897732758778e+05,6.501909113158206924e-04
1.925230472287877055e+05,6.496332096171176552e-04
1.926117455301401787e+05,6.490762765108552866e-04
1.927004846961516014e+05,6.485201103402912434e-04
1.927892647456485429e+05,6.479647094535092916e-04
1.928780856974674098e+05,6.474100722033940443e-04
1.929669475704521756e+05,6.468561969476251073e-04
1.930558503834558069e+05,6.463030820486533349e-04
1.931447941553400306e+05,6.457507258736820731e-04
1.932337789049747807e+05,6.451991267946569682e-04
1.933228046512399742e+05,6.446482831882349588e-04
1.934118714130229782e+05,6.440981934357836248e-04
1.935009792092202406e+05,6.435488559233552754e-04
1.935901280587369401e+05,6.430002690416704693e-04
1.936793179804866086e+05,6.424524311861055459e-04
1.937685489933926146e+05,6.419053407566641112e-04
1.938578211163858941e+05,6.413589961579773627e-04
1.939471343684064923e+05,6.408133957992756839e-04
1.940364887684031564e+05,6.402685380943749826e-04
1.941258843353329867e+05,6.397244214616637894e-04
1.942153210881630657e+05,6.391810443240749599e-04
1.943047990458678978e+05,6.386384051090867589e-04
1.943943182274312712e+05,6.380965022486934785e-04
1.944838786518455599e+05,6.375553341793951381e-04
1.945734803381116362e+05,6.370148993421810048e-04
1.946631233052402677e+05,6.364751961825050900e-04
1.947528075722497306e+05,6.359362231502849573e-04
1.948425331581675273e+05,6.353979786998753760e-04
1.949323000820299203e+05,6.348604612900552021e-04
1.950221083628815250e+05,6.343236693840140434e-04
1.951119580197769392e+05,6.337876014493267797e-04
1.952018490717783570e+05,6.332522559579518290e-04
1.952917815379570820e+05,6.327176313862077281e-04
1.953817554373932944e+05,6.321837262147576289e-04
1.954717707891754981e+05,6.316505389285981308e-04
1.955618276124022668e+05,6.311180680170331517e-04
1.956519259261797124e+05,6.305863119736737112e-04
1.957420657496231142e+05,6.300552692964119092e-04
1.958322471018566866e+05,6.295249384874101930e-04
1.959224700020129094e+05,6.289953180530869371e-04
1.960127344692343904e+05,6.284664065040911811e-04
1.961030405226712755e+05,6.279382023553051239e-04
1.961933881814829656e+05,6.274107041258159337e-04
1.962837774648377381e+05,6.268839103389054488e-04
1.963742083919121942e+05,6.263578195220369498e-04
1.964646809818930924e+05,6.258324302068314160e-04
1.965551952539746999e+05,6.253077409290669830e-04
1.966457512273606553e+05,6.247837502286537892e-04
1.967363489212633576e+05,6.242604566496237845e-04
1.968269883549036749e+05,6.237378587401163103e-04
1.969176695475125744e+05,6.232159550523556565e-04
1.970083925183286192e+05,6.226947441426509532e-04
1.970991572865996568e+05,6.221742245713722096e-04
1.971899638715824694e+05,6.216543949029368701e-04
1.972808122925421630e+05,6.211352537058005985e-04
1.973717025687540881e+05,6.206167995524315825e-04
1.974626347195011622e+05,6.200990310193120513e-04
1.975536087640756450e+05,6.195819466869131225e-04
1.976446247217786149e+05,6.190655451396855861e-04
1.977356826119197358e+05,6.185498249660463521e-04
1.978267824538187124e+05,6.180347847583555739e-04
1.979179242668029328e+05,6.175204231129171901e-04
1.980091080702091567e+05,6.170067386299571324e-04
1.981003338833829621e+05,6.164937299136090138e-04
