t,A,R,S_a,dA_dt,dA_dt_noisy
1.501500300060012094e+01,4.308665900236519630e-01,5.370909775485841475e-01,5.370909775485841475e-01,-6.606836737005350457e-06,1.877686183527933457e-03
1.501900380076015296e+01,4.308665637443818697e-01,5.370911371456322803e-01,5.370911371456322803e-01,-6.539938144756174410e-06,-4.433875905697914552e-03
1.502300460092018319e+01,4.308665377320808343e-01,5.370912962057373674e-01,5.370912962057373674e-01,-6.473344370344635834e-06,2.119636134303836544e-04
1.502700540108021521e+01,4.308665119855143444e-01,5.370914547303049513e-01,5.370914547303049513e-01,-6.407054376461607248e-06,-1.035269810265084748e-03
1.503100620124024722e+01,4.308664865034521618e-01,5.370916127207377988e-01,5.370916127207377988e-01,-6.341067128629029881e-06,-3.618052999219014895e-03
1.503500700140027924e+01,4.308664612846682673e-01,5.370917701784352349e-01,5.370917701784352349e-01,-6.275381595532980583e-06,8.810582352181871302e-03
1.503900780156031125e+01,4.308664363279408049e-01,5.370919271047938093e-01,5.370919271047938093e-01,-6.209996748857138371e-06,1.718273390443431775e-02
1.504300860172034326e+01,4.308664116320522486e-01,5.370920835012067407e-01,5.370920835012067407e-01,-6.144911562866450794e-06,-5.301607927992393714e-03
1.504700940188037528e+01,4.308663871957893465e-01,5.370922393690640284e-01,5.370922393690640284e-01,-6.080125015378579079e-06,-1.370391169424820628e-03
1.505101020204040729e+01,4.308663630179430104e-01,5.370923947097526741e-01,5.370923947097526741e-01,-6.015636086792452986e-06,-9.579858175583145369e-03
1.505501100220043931e+01,4.308663390973083707e-01,5.370925495246566816e-01,5.370925495246566816e-01,-5.951443760532360017e-06,-1.348767292388434146e-02
1.505901180236047132e+01,4.308663154326848876e-01,5.370927038151568356e-01,5.370927038151568356e-01,-5.887547023047945416e-06,1.116518374249106556e-02
1.506301260252050334e+01,4.308662920228762405e-01,5.370928575826307005e-01,5.370928575826307005e-01,-5.823944863925234472e-06,-6.880450708623192871e-03
1.506701340268053535e+01,4.308662688666902163e-01,5.370930108284527327e-01,5.370930108284527327e-01,-5.760636275276009854e-06,3.226428834173766889e-03
1.507101420284056736e+01,4.308662459629390984e-01,5.370931635539945015e-01,5.370931635539945015e-01,-5.697620252737012336e-06,-1.371360830487647516e-02
1.507501500300059938e+01,4.308662233104391115e-01,5.370933157606242458e-01,5.370933157606242458e-01,-5.634895794498495647e-06,-6.552013813452300071e-03
1.507901580316063139e+01,4.308662009080109767e-01,5.370934674497070960e-01,5.370934674497070960e-01,-5.572461901942604712e-06,4.565255815699619663e-03
1.508301660332066341e+01,4.308661787544795230e-01,5.370936186226050735e-01,5.370936186226050735e-01,-5.510317579365819896e-06,4.579804989062313640e-03
1.508701740348069542e+01,4.308661568486738536e-01,5.370937692806772024e-01,5.370937692806772024e-01,-5.448461833951201427e-06,2.175499728881587908e-03
1.509101820364072744e+01,4.308661351894272351e-01,5.370939194252791760e-01,5.370939194252791760e-01,-5.386893676018189581e-06,3.915999526787227424e-03
1.509501900380075945e+01,4.308661137755773751e-01,5.370940690577636900e-01,5.370940690577636900e-01,-5.325612118856071220e-06,2.005509199955192098e-03
1.509901980396079146e+01,4.308660926059659779e-01,5.370942181794803316e-01,5.370942181794803316e-01,-5.264616178474179620e-06,9.860678198833169872e-03
1.510302060412082348e+01,4.308660716794391332e-01,5.370943667917756903e-01,5.370943667917756903e-01,-5.203904874129250402e-06,1.681595288362539367e-02
1.510702140428085549e+01,4.308660509948471495e-01,5.370945148959929138e-01,5.370945148959929138e-01,-5.143477227992354628e-06,5.469588513678288327e-03
1.511102220444088751e+01,4.308660305510445543e-01,5.370946624934722635e-01,5.370946624934722635e-01,-5.083332265037876496e-06,-1.283727638614104655e-03
1.511502300460091952e+01,4.308660103468900937e-01,5.370948095855507809e-01,5.370948095855507809e-01,-5.023469013459846977e-06,-1.044094399272797562e-02
1.511902380476095153e+01,4.308659903812468439e-01,5.370949561735625100e-01,5.370949561735625100e-01,-4.963886504255610177e-06,-5.028953982596692449e-03
1.512302460492098355e+01,4.308659706529820443e-01,5.370951022588382751e-01,5.370951022588382751e-01,-4.904583771558890248e-06,-3.407035600278544851e-03
1.512702540508101556e+01,4.308659511609672088e-01,5.370952478427056809e-01,5.370952478427056809e-01,-4.845559852223457753e-06,1.422521295062782049e-02
1.513102620524104758e+01,4.308659319040780145e-01,5.370953929264895566e-01,5.370953929264895566e-01,-4.786813786322730024e-06,-1.564513367421102585e-02
1.513502700540107959e+01,4.308659128811944683e-01,5.370955375115112895e-01,5.370955375115112895e-01,-4.728344616733437533e-06,-8.137832666298297143e-03
1.513902780556111161e+01,4.308658940912008517e-01,5.370956815990891586e-01,5.370956815990891586e-01,-4.670151389524201946e-06,-1.048130918971036142e-02
1.514302860572114362e+01,4.308658755329854984e-01,5.370958251905384451e-01,5.370958251905384451e-01,-4.612233153400424612e-06,8.475745059221787003e-03
1.514702940588117563e+01,4.308658572054412383e-01,5.370959682871713214e-01,5.370959682871713214e-01,-4.554588960425931532e-06,-7.142443199258012923e-03
1.515103020604120765e+01,4.308658391074648986e-01,5.370961108902968517e-01,5.370961108902968517e-01,-4.497217865190306085e-06,-1.854961877725523275e-02
1.515503100620123966e+01,4.308658212379577468e-01,5.370962530012207692e-01,5.370962530012207692e-01,-4.440118925752578605e-06,-2.074866787623159264e-02
1.515903180636127168e+01,4.308658035958251031e-01,5.370963946212459206e-01,5.370963946212459206e-01,-4.383291202753047955e-06,2.854176780784395406e-03
1.516303260652130369e+01,4.308657861799767286e-01,5.370965357516720440e-01,5.370965357516720440e-01,-4.326733760051659772e-06,-1.656735930415179428e-02
1.516703340668133571e+01,4.308657689893264919e-01,5.370966763937954358e-01,5.370966763937954358e-01,-4.270445664367183980e-06,1.073760852825514193e-02
1.517103420684136772e+01,4.308657520227925364e-01,5.370968165489097279e-01,5.370968165489097279e-01,-4.214425985360481519e-06,1.035444528979422713e-02
1.517503500700139973e+01,4.308657352792971684e-01,5.370969562183051105e-01,5.370969562183051105e-01,-4.158673795690015496e-06,-1.162543396201149402e-02
1.517903580716143175e+01,4.308657187577671355e-01,5.370970954032686651e-01,5.370970954032686651e-01,-4.103188171095117909e-06,-3.698189507095379306e-03
1.518303660732146376e+01,4.308657024571331817e-01,5.370972341050845866e-01,5.370972341050845866e-01,-4.047968190173945047e-06,-1.071179880581927971e-04
1.518703740748149578e+01,4.308656863763304923e-01,5.370973723250337395e-01,5.370973723250337395e-01,-3.993012934577766515e-06,-1.527022072024558294e-02
1.519103820764152779e+01,4.308656705142983601e-01,5.370975100643938793e-01,5.370975100643938793e-01,-3.938321488816676208e-06,-1.269646327501938038e-02
1.519503900780155980e+01,4.308656548699803523e-01,5.370976473244397642e-01,5.370976473244397642e-01,-3.883892940370614610e-06,-6.709160401422373243e-03
1.519903980796159182e+01,4.308656394423243108e-01,5.370977841064428215e-01,5.370977841064428215e-01,-3.829726379966924554e-06,-7.613500369352013642e-04
1.520304060812162383e+01,4.308656242302823514e-01,5.370979204116717032e-01,5.370979204116717032e-01,-3.775820901025239706e-06,2.336807380471392880e-03
1.520704140828165585e+01,4.308656092328106979e-01,5.370980562413916193e-01,5.370980562413916193e-01,-3.722175599879529173e-06,-1.919264413408091480e-02
1.521104220844168786e+01,4.308655944488699041e-01,5.370981915968647824e-01,5.370981915968647824e-01,-3.668789576111164408e-06,1.969557209423544297e-03
1.521504300860171988e+01,4.308655798774247980e-01,5.370983264793502965e-01,5.370983264793502965e-01,-3.615661932049318850e-06,-1.588249862470836630e-03
1.521904380876175189e+01,4.308655655168144305e-01,5.370984608907157787e-01,5.370984608907157787e-01,-3.562791280470323230e-06,-3.094191791257939420e-03
1.522304460892178390e+01,4.308655513654326974e-01,5.370985948328528270e-01,5.370985948328528270e-01,-3.510176250165475409e-06,-5.058533232054256493e-03
1.522704540908181592e+01,4.308655374223281931e-01,5.370987283070548512e-01,5.370987283070548512e-01,-3.457815969137856271e-06,9.820794375665284348e-03
1.523104620924184793e+01,4.308655236865518989e-01,5.370988613146131518e-01,5.370988613146131518e-01,-3.405709567111392388e-06,1.516065839231920016e-02
1.523504700940187995e+01,4.308655101571570167e-01,5.370989938568162536e-01,5.370989938568162536e-01,-3.353856175863922928e-06,-5.039463115986729871e-03
1.523904780956191196e+01,4.308654968331991908e-01,5.370991259349502389e-01,5.370991259349502389e-01,-3.302254929088421775e-06,-2.170941516823946503e-03
1.524304860972194398e+01,4.308654837137363414e-01,5.370992575502988586e-01,5.370992575502988586e-01,-3.250904962254219654e-06,-1.634192814907339114e-02
1.524704940988197599e+01,4.308654707978287202e-01,5.370993887041430881e-01,5.370993887041430881e-01,-3.199805412884559885e-06,-4.500090263977922847e-03
1.525105021004200800e+01,4.308654580845389659e-01,5.370995193977616822e-01,5.370995193977616822e-01,-3.148955420251287052e-06,6.402374479729596064e-03
1.525505101020204002e+01,4.308654455729319377e-01,5.370996496324308422e-01,5.370996496324308422e-01,-3.098354125541380455e-06,-1.478730283430945962e-03
1.525905181036207203e+01,4.308654332620749372e-01,5.370997794094242161e-01,5.370997794094242161e-01,-3.048000672078998718e-06,3.107114731238609824e-03
1.526305261052210405e+01,4.308654211510375420e-01,5.370999087300127872e-01,5.370999087300127872e-01,-2.997894204825879427e-06,-1.543865429358651231e-03
1.526705341068213606e+01,4.308654092388915502e-01,5.371000375954655404e-01,5.371000375954655404e-01,-2.948033870658894884e-06,5.596627033205526722e-04
1.527105421084216808e+01,4.308653975247113688e-01,5.371001660070483519e-01,5.371001660070483519e-01,-2.898418818647607864e-06,6.261126391076165046e-03
1.527505501100220009e+01,4.308653860075734587e-01,5.371002939660252107e-01,5.371002939660252107e-01,-2.849048199249359925e-06,7.275736531786381953e-03
1.527905581116223210e+01,4.308653746865567236e-01,5.371004214736571081e-01,5.371004214736571081e-01,-2.799921165363983278e-06,-1.981419896057611332e-02
1.528305661132226412e+01,4.308653635607423982e-01,5.371005485312029260e-01,5.371005485312029260e-01,-2.751036871528889094e-06,-2.473152320169508256e-03
1.528705741148229613e+01,4.308653526292139935e-01,5.371006751399187706e-01,5.371006751399187706e-01,-2.702394474057845386e-06,-2.936677052661510259e-02
1.529105821164232815e+01,4.308653418910574628e-01,5.371008013010584170e-01,5.371008013010584170e-01,-2.653993131512821790e-06,-1.103041417158020501e-04
1.529505901180236016e+01,4.308653313453610356e-01,5.371009270158729754e-01,5.371009270158729754e-01,-2.605832004065611329e-06,-5.680511446954257526e-03
1.529905981196239217e+01,4.308653209912151616e-01,5.371010522856114466e-01,5.371010522856114466e-01,-2.557910253914164045e-06,-6.132260812763625120e-03
1.530306061212242419e+01,4.308653108277127330e-01,5.371011771115199451e-01,5.371011771115199451e-01,-2.510227045060542395e-06,1.540478942318605424e-02
1.530706141228245620e+01,4.308653008539489737e-01,5.371013014948422537e-01,5.371013014948422537e-01,-2.462781543532965856e-06,3.412502622887868004e-03
1.531106221244248822e+01,4.308652910690214388e-01,5.371014254368196017e-01,5.371014254368196017e-01,-2.415572917274788622e-06,1.116156485089568606e-02
1.531506301260252023e+01,4.308652814720299040e-01,5.371015489386907760e-01,5.371015489386907760e-01,-2.368600336088988456e-06,6.138299709307737384e-03
1.531906381276255225e+01,4.308652720620766430e-01,5.371016720016921209e-01,5.371016720016921209e-01,-2.321862971527144381e-06,1.674247006476719743e-02
1.532306461292258426e+01,4.308652628382661498e-01,5.371017946270574273e-01,5.371017946270574273e-01,-2.275359997250259170e-06,-2.543271464836853197e-03
1.532706541308261627e+01,4.308652537997051946e-01,5.371019168160180435e-01,5.371019168160180435e-01,-2.229090588723448008e-06,-2.613189883323320441e-03
1.533106621324264829e+01,4.308652449455030453e-01,5.371020385698026534e-01,5.371020385698026534e-01,-2.183053923410227526e-06,-9.843716889553566843e-04
1.533506701340268030e+01,4.308652362747711906e-01,5.371021598896377203e-01,5.371021598896377203e-01,-2.137249180494960044e-06,2.442088573197931031e-02
1.533906781356271232e+01,4.308652277866233948e-01,5.371022807767469320e-01,5.371022807767469320e-01,-2.091675541271431626e-06,-4.408562384360365134e-03
1.534306861372274433e+01,4.308652194801758650e-01,5.371024012323517560e-01,5.371024012323517560e-01,-2.046332188837540755e-06,2.245744310630060721e-04
1.534706941388277635e+01,4.308652113545470841e-01,5.371025212576709951e-01,5.371025212576709951e-01,-2.001218308067542750e-06,1.370806295606270993e-02
1.535107021404280836e+01,4.308652034088579219e-01,5.371026408539211205e-01,5.371026408539211205e-01,-1.956333086028383406e-06,9.201550599794399224e-03
1.535507101420284037e+01,4.308651956422314688e-01,5.371027600223157172e-01,5.371027600223157172e-01,-1.911675711452343052e-06,-4.980864583612170521e-03
1.535907181436287239e+01,4.308651880537932022e-01,5.371028787640664826e-01,5.371028787640664826e-01,-1.867245374986836737e-06,1.742220876243094282e-02
1.536307261452290440e+01,4.308651806426709308e-01,5.371029970803820053e-01,5.371029970803820053e-01,-1.823041269360947680e-06,4.792943696889840136e-03
1.536707341468293642e+01,4.308651734079947948e-01,5.371031149724688758e-01,5.371031149724688758e-01,-1.779062589024604790e-06,1.446094637762413392e-02
1.537107421484296843e+01,4.308651663488973216e-01,5.371032324415310200e-01,5.371032324415310200e-01,-1.735308530398382842e-06,6.050395983654541579e-03
1.537507501500300044e+01,4.308651594645132032e-01,5.371033494887696991e-01,5.371033494887696991e-01,-1.691778291817991331e-06,7.774736056232521217e-03
1.537907581516303246e+01,4.308651527539796300e-01,5.371034661153838430e-01,5.371034661153838430e-01,-1.648471073451007740e-06,-7.426786706665641259e-03
1.538307661532306447e+01,4.308651462164360124e-01,5.371035823225700501e-01,5.371035823225700501e-01,-1.605386077463410999e-06,1.418107638482597743e-02
1.538707741548309649e+01,4.308651398510242037e-01,5.371036981115220321e-01,5.371036981115220321e-01,-1.562522507880803602e-06,-7.011248605671471616e-03
1.539107821564312850e+01,4.308651336568882217e-01,5.371038134834313915e-01,5.371038134834313915e-01,-1.519879570671678337e-06,7.672443241500399684e-04
1.539507901580316052e+01,4.308651276331745827e-01,5.371039284394869551e-01,5.371039284394869551e-01,-1.477456473553129257e-06,1.087091801340138789e-02
1.539907981596319253e+01,4.308651217790320231e-01,5.371040429808752181e-01,5.371040429808752181e-01,-1.435252426351674160e-06,-3.395460567492724572e-03
1.540308061612322454e+01,4.308651160936116109e-01,5.371041571087802335e-01,5.371041571087802335e-01,-1.393266640642432108e-06,1.192591269777634267e-03
1.540708141628325656e+01,4.308651105760668565e-01,5.371042708243835007e-01,5.371042708243835007e-01,-1.351498329943412458e-06,8.156308424643505552e-05
1.541108221644328857e+01,4.308651052255534353e-01,5.371043841288638543e-01,5.371043841288638543e-01,-1.309946709771026008e-06,1.566070203005928826e-03
1.541508301660332059e+01,4.308651000412294652e-01,5.371044970233977978e-01,5.371044970233977978e-01,-1.268610997473551549e-06,5.901942855360771227e-03
1.541908381676335260e+01,4.308650950222553400e-01,5.371046095091593919e-01,5.371046095091593919e-01,-1.227490412175624712e-06,-1.498233718557326517e-02
1.542308461692338462e+01,4.308650901677938960e-01,5.371047215873201441e-01,5.371047215873201441e-01,-1.186584175139060449e-06,-5.242722999781262126e-03
1.542708541708341663e+01,4.308650854770100791e-01,5.371048332590491192e-01,5.371048332590491192e-01,-1.145891509291008248e-06,2.065336962388632583e-02
1.543108621724344864e+01,4.308650809490713884e-01,5.371049445255128285e-01,5.371049445255128285e-01,-1.105411639695796922e-06,-1.953782534084526692e-02
1.543508701740348066e+01,4.308650765831474883e-01,5.371050553878752298e-01,5.371050553878752298e-01,-1.065143793055334243e-06,-6.370245901968388941e-03
1.543908781756351267e+01,4.308650723784104297e-01,5.371051658472978385e-01,5.371051658472978385e-01,-1.025087198319729609e-06,7.983576348833756192e-03
1.544308861772354469e+01,4.308650683340347065e-01,5.371052759049398384e-01,5.371052759049398384e-01,-9.852410860211602284e-07,-1.841122083157380879e-02
1.544708941788357670e+01,4.308650644491969217e-01,5.371053855619576378e-01,5.371053855619576378e-01,-9.456046887734714801e-07,-8.618675052311671608e-03
1.545109021804360871e+01,4.308650607230762319e-01,5.371054948195055356e-01,5.371054948195055356e-01,-9.061772408558432801e-07,-8.036494267387190443e-03
1.545509101820364073e+01,4.308650571548539032e-01,5.371056036787348331e-01,5.371056036787348331e-01,-8.669579789344350473e-07,1.567201207682911157e-02
1.545909181836367274e+01,4.308650537437137551e-01,5.371057121407947221e-01,5.371057121407947221e-01,-8.279461410631849816e-07,-8.687835383643302545e-03
1.546309261852370476e+01,4.308650504888417165e-01,5.371058202068319520e-01,5.371058202068319520e-01,-7.891409674054550294e-07,6.319755055076560317e-03
1.546709341868373677e+01,4.308650473894262145e-01,5.371059278779903856e-01,5.371059278779903856e-01,-7.505417000674974304e-07,-6.299481763991677218e-03
1.547109421884376879e+01,4.308650444446578964e-01,5.371060351554117762e-01,5.371060351554117762e-01,-7.121475830429435661e-07,1.038009971169661321e-04
1.547509501900380080e+01,4.308650416537298522e-01,5.371061420402352127e-01,5.371061420402352127e-01,-6.739578621572928085e-07,-1.132958685845241766e-02
1.547909581916383281e+01,4.308650390158373922e-01,5.371062485335972303e-01,5.371062485335972303e-01,-6.359717852344459743e-07,-1.471270534104531132e-02
1.548309661932386483e+01,4.308650365301782137e-01,5.371063546366321440e-01,5.371063546366321440e-01,-5.981886019301718704e-07,-4.685274700567123966e-03
1.548709741948389684e+01,4.308650341959523455e-01,5.371064603504714929e-01,5.371064603504714929e-01,-5.606075637321072946e-07,-1.376231937515868912e-02
1.549109821964392886e+01,4.308650320123620370e-01,5.371065656762443741e-01,5.371065656762443741e-01,-5.232279242928239427e-07,-1.765003883040738636e-03
1.549509901980396087e+01,4.308650299786120907e-01,5.371066706150775527e-01,5.371066706150775527e-01,-4.860489388192057447e-07,1.182289151902343131e-03
1.549909981996399289e+01,4.308650280939094190e-01,5.371067751680951297e-01,5.371067751680951297e-01,-4.490698647385826803e-07,4.087345420076653191e-03
1.550310062012402490e+01,4.308650263574633210e-01,5.371068793364187632e-01,5.371068793364187632e-01,-4.122899610881081145e-07,1.527075501175070675e-02
1.550710142028405691e+01,4.308650247684855383e-01,5.371069831211676693e-01,5.371069831211676693e-01,-3.757084890421147350e-07,1.418268473400977232e-02
1.551110222044408893e+01,4.308650233261900331e-01,5.371070865234586211e-01,5.371070865234586211e-01,-3.393247116068032199e-07,-1.104218281432197205e-02
1.551510302060412094e+01,4.308650220297930988e-01,5.371071895444057276e-01,5.371071895444057276e-01,-3.031378936757533893e-07,-7.499971314536856004e-03
1.551910382076415296e+01,4.308650208785133606e-01,5.371072921851206550e-01,5.371072921851206550e-01,-2.671473019189019027e-07,1.689169744521545891e-02
1.552310462092418497e+01,4.308650198715718305e-01,5.371073944467128491e-01,5.371073944467128491e-01,-2.313522050878535907e-07,-5.532764070548476260e-04
1.552710542108421699e+01,4.308650190081917963e-01,5.371074963302887584e-01,5.371074963302887584e-01,-1.957518738771035771e-07,-3.865439588889714364e-03
1.553110622124424900e+01,4.308650182875988777e-01,5.371075978369527215e-01,5.371075978369527215e-01,-1.603455807575038250e-07,1.070222290271853095e-02
1.553510702140428101e+01,4.308650177090210809e-01,5.371076989678065239e-01,5.371076989678065239e-01,-1.251326000317742881e-07,-6.255446201484428544e-03
1.553910782156431303e+01,4.308650172716886328e-01,5.371077997239493973e-01,5.371077997239493973e-01,-9.011220805654751587e-08,9.327070340343527471e-03
1.554310862172434504e+01,4.308650169748342029e-01,5.371079001064781311e-01,5.371079001064781311e-01,-5.528368304807962375e-08,-3.028275323843422975e-03
1.554710942188437706e+01,4.308650168176927364e-01,5.371080001164869611e-01,5.371080001164869611e-01,-2.064630508225029359e-08,1.293818901019942909e-02
1.555111022204440907e+01,4.308650167995014546e-01,5.371080997550675695e-01,5.371080997550675695e-01,1.380064384992607529e-08,-1.462962626815916389e-03
1.555511102220444108e+01,4.308650169195000212e-01,5.371081990233094183e-01,5.371081990233094183e-01,4.805787973127806367e-08,8.188820488234237194e-03
1.555911182236447310e+01,4.308650171769303761e-01,5.371082979222991938e-01,5.371082979222991938e-01,8.212611687929971538e-08,1.058035344538278515e-02
1.556311262252450511e+01,4.308650175710367347e-01,5.371083964531212507e-01,5.371083964531212507e-01,1.160060675575724787e-07,1.614909597830318719e-02
1.556711342268453713e+01,4.308650181010656999e-01,5.371084946168573904e-01,5.371084946168573904e-01,1.496984421145430844e-07,-7.973977230674665281e-03
1.557111422284456914e+01,4.308650187662662612e-01,5.371085924145868606e-01,5.371085924145868606e-01,1.832039489835235457e-07,-3.844990633398143350e-03
1.557511502300460116e+01,4.308650195658896287e-01,5.371086898473865778e-01,5.371086898473865778e-01,2.165232948769801880e-07,-1.417849866593517624e-02
1.557911582316463317e+01,4.308650204991893440e-01,5.371087869163309048e-01,5.371087869163309048e-01,2.496571843979555894e-07,-1.723783301259201525e-02
1.558311662332466518e+01,4.308650215654213356e-01,5.371088836224915397e-01,5.371088836224915397e-01,2.826063203176243377e-07,-4.979570351058800089e-03
1.558711742348469720e+01,4.308650227638439190e-01,5.371089799669379605e-01,5.371089799669379605e-01,3.153714034642707276e-07,1.587518308614955641e-03
1.559111822364472921e+01,4.308650240937175746e-01,5.371090759507369805e-01,5.371090759507369805e-01,3.479531330008445167e-07,1.252352333484194925e-02
1.559511902380476123e+01,4.308650255543052254e-01,5.371091715749529705e-01,5.371091715749529705e-01,3.803522057865826866e-07,-4.168880630745817363e-03
1.559911982396479324e+01,4.308650271448720703e-01,5.371092668406478587e-01,5.371092668406478587e-01,4.125693170986544089e-07,1.910031978237164765e-02
1.560312062412482526e+01,4.308650288646857507e-01,5.371093617488810201e-01,5.371093617488810201e-01,4.446051602158274108e-07,1.811368828847992893e-03
1.560712142428485727e+01,4.308650307130160728e-01,5.371094563007092759e-01,5.371094563007092759e-01,4.764604264739791262e-07,8.799889218594694404e-03
1.561112222444488928e+01,4.308650326891353410e-01,5.371095504971870049e-01,5.371095504971870049e-01,5.081358052660966962e-07,-2.573141358278692014e-03
1.561512302460492130e+01,4.308650347923179691e-01,5.371096443393662545e-01,5.371096443393662545e-01,5.396319843198327249e-07,-1.259206828879387043e-02
1.561912382476495331e+01,4.308650370218409242e-01,5.371097378282964074e-01,5.371097378282964074e-01,5.709496491701493426e-07,1.582326327039584868e-02
1.562312462492498533e+01,4.308650393769833942e-01,5.371098309650244040e-01,5.371098309650244040e-01,6.020894836311629916e-07,-2.922300462973451314e-03
1.562712542508501734e+01,4.308650418570268426e-01,5.371099237505946311e-01,5.371099237505946311e-01,6.330521696296109724e-07,1.109984148045730853e-02
1.563112622524504935e+01,4.308650444612552310e-01,5.371100161860489219e-01,5.371100161860489219e-01,6.638383869272956872e-07,-3.721176212257491182e-03
1.563512702540508137e+01,4.308650471889546862e-01,5.371101082724270004e-01,5.371101082724270004e-01,6.944488136761961528e-07,5.841102414279128290e-03
1.563912782556511338e+01,4.308650500394137772e-01,5.371102000107655927e-01,5.371102000107655927e-01,7.248841260854010926e-07,-1.623917250936794676e-03
1.564312862572514540e+01,4.308650530119232935e-01,5.371102914020993158e-01,5.371102914020993158e-01,7.551449983655977860e-07,-3.499550203265710396e-03
1.564712942588517741e+01,4.308650561057764672e-01,5.371103824474601218e-01,5.371103824474601218e-01,7.852321028678499459e-07,-1.528154517556443550e-03
1.565113022604520943e+01,4.308650593202687507e-01,5.371104731478774097e-01,5.371104731478774097e-01,8.151461100280865679e-07,6.781616846425438279e-03
1.565513102620524144e+01,4.308650626546980389e-01,5.371105635043782467e-01,5.371105635043782467e-01,8.448876884226130812e-07,-1.212664268910858441e-02
1.565913182636527345e+01,4.308650661083644473e-01,5.371106535179871466e-01,5.371106535179871466e-01,8.744575046570890464e-07,-9.787618981497303236e-03
1.566313262652530547e+01,4.308650696805704783e-01,5.371107431897260698e-01,5.371107431897260698e-01,9.038562234775504578e-07,9.783137285452223400e-03
1.566713342668533748e+01,4.308650733706209102e-01,5.371108325206146450e-01,5.371108325206146450e-01,9.330845077704097434e-07,-7.404882742130417667e-03
1.567113422684536950e+01,4.308650771778230193e-01,5.371109215116697255e-01,5.371109215116697255e-01,9.621430183959223115e-07,1.771750739115485283e-03
1.567513502700540151e+01,4.308650811014861914e-01,5.371110101639060552e-01,5.371110101639060552e-01,9.910324145212534575e-07,-1.355799954567661961e-02
1.567913582716543353e+01,4.308650851409222549e-01,5.371110984783354914e-01,5.371110984783354914e-01,1.019753353148633579e-06,-2.238941837965590948e-03
1.568313662732546554e+01,4.308650892954453693e-01,5.371111864559676707e-01,5.371111864559676707e-01,1.048306489614958537e-06,1.090442187217468759e-02
1.568713742748549755e+01,4.308650935643719704e-01,5.371112740978097877e-01,5.371112740978097877e-01,1.076692477147700444e-06,7.515400895096303706e-04
1.569113822764552957e+01,4.308650979470208808e-01,5.371113614048661500e-01,5.371113614048661500e-01,1.104911967225730152e-06,1.985688415580384551e-03
1.569513902780556158e+01,4.308651024427132548e-01,5.371114483781390669e-01,5.371114483781390669e-01,1.132965609412783792e-06,-4.039003197780565574e-03
1.569913982796559360e+01,4.308651070507724667e-01,5.371115350186279613e-01,5.371115350186279613e-01,1.160854051246440477e-06,8.759934878241335595e-04
1.570314062812562561e+01,4.308651117705243894e-01,5.371116213273300355e-01,5.371116213273300355e-01,1.188577938571189208e-06,-1.794944295987095997e-02
1.570714142828565762e+01,4.308651166012970601e-01,5.371117073052398272e-01,5.371117073052398272e-01,1.216137915122095237e-06,-1.648205885459679346e-02
1.571114222844568964e+01,4.308651215424209591e-01,5.371117929533494317e-01,5.371117929533494317e-01,1.243534622885622554e-06,3.953501662004257726e-03
1.571514302860572165e+01,4.308651265932288976e-01,5.371118782726486129e-01,5.371118782726486129e-01,1.270768701877589280e-06,-1.782474397462362886e-02
1.571914382876575367e+01,4.308651317530559632e-01,5.371119632641244701e-01,5.371119632641244701e-01,1.297840790115412091e-06,1.290716419958791265e-02
1.572314462892578568e+01,4.308651370212395193e-01,5.371120479287614380e-01,5.371120479287614380e-01,1.324751523895661975e-06,8.315211356814296295e-03
1.572714542908581770e+01,4.308651423971193717e-01,5.371121322675419529e-01,5.371121322675419529e-01,1.351501537572019629e-06,-1.221464563963874442e-02
1.573114622924584971e+01,4.308651478800376022e-01,5.371122162814453427e-01,5.371122162814453427e-01,1.378091463472008726e-06,-2.202186531237342385e-02
1.573514702940588172e+01,4.308651534693386798e-01,5.371122999714491586e-01,5.371122999714491586e-01,1.404521932202307255e-06,-2.442561136049050188e-02
1.573914782956591374e+01,4.308651591643692935e-01,5.371123833385277324e-01,5.371123833385277324e-01,1.430793572232413879e-06,2.888158276337092142e-03
1.574314862972594575e+01,4.308651649644785198e-01,5.371124663836533975e-01,5.371124663836533975e-01,1.456907010422003879e-06,-1.156038878204815800e-03
1.574714942988597777e+01,4.308651708690177662e-01,5.371125491077958225e-01,5.371125491077958225e-01,1.482862871521328785e-06,1.326603940505789551e-02
1.575115023004600978e+01,4.308651768773408275e-01,5.371126315119222339e-01,5.371126315119222339e-01,1.508661778421016564e-06,4.498837332316885269e-03
1.575515103020604180e+01,4.308651829888037188e-01,5.371127135969973043e-01,5.371127135969973043e-01,1.534304352096560464e-06,1.537068088286985303e-02
1.575915183036607381e+01,4.308651892027647867e-01,5.371127953639832642e-01,5.371127953639832642e-01,1.559791211747096895e-06,8.543955499873401999e-03
1.576315263052610582e+01,4.308651955185848759e-01,5.371128768138399012e-01,5.371128768138399012e-01,1.585122974517849670e-06,-9.690537554174635804e-03
1.576715343068613784e+01,4.308652019356269403e-01,5.371129579475242277e-01,5.371129579475242277e-01,1.610300255638907885e-06,-2.087574781215861992e-03
1.577115423084616985e+01,4.308652084532563764e-01,5.371130387659912575e-01,5.371130387659912575e-01,1.635323668647270523e-06,-8.693500601957778601e-03
