t,E,A,G,dE_dt,dE_dt_noisy
2.719743948789757937e+01,4.107415745511095118e+00,1.048179918413330247e+00,1.841781644234475479e+01,-2.631527266966829925e-01,-3.582426107099128121e-01
2.720344068813762561e+01,4.105836914539534810e+00,1.047758229670941121e+00,1.841820732525504312e+01,-2.630190346543592184e-01,-2.250645158897593978e-01
2.720944188837767541e+01,4.104258885672285473e+00,1.047336879784647179e+00,1.841859583362703745e+01,-2.628854150932705691e-01,-2.714571542891913158e-01
2.721544308861772166e+01,4.102681658473115611e+00,1.046915868394592053e+00,1.841898196923753872e+01,-2.627518679892107967e-01,-2.679375551344589379e-01
2.722144428885776790e+01,4.101105232505991793e+00,1.046495195141186718e+00,1.841936573386248810e+01,-2.626183933179925267e-01,-2.913337372649031365e-01
2.722744548909781770e+01,4.099529607335077763e+00,1.046074859665111489e+00,1.841974712927697411e+01,-2.624849910554457044e-01,-2.148978398049852245e-01
2.723344668933786394e+01,4.097954782524740658e+00,1.045654861607316022e+00,1.842012615725522906e+01,-2.623516611774197593e-01,-3.046653975922282154e-01
2.723944788957791374e+01,4.096380757639543901e+00,1.045235200609017756e+00,1.842050281957062552e+01,-2.622184036597815515e-01,-1.779825023927094907e-01
2.724544908981795999e+01,4.094807532244252535e+00,1.044815876311704139e+00,1.842087711799567984e+01,-2.620852184784163708e-01,-2.078350565451689835e-01
2.725145029005800978e+01,4.093235105903829663e+00,1.044396888357130182e+00,1.842124905430205573e+01,-2.619521056092278255e-01,-2.969078076283627743e-01
2.725745149029805603e+01,4.091663478183440006e+00,1.043978236387320679e+00,1.842161863026055357e+01,-2.618190650281374543e-01,-2.718468513928983810e-01
2.726345269053810583e+01,4.090092648648443685e+00,1.043559920044568434e+00,1.842198584764112468e+01,-2.616860967110841152e-01,-2.302293959493613984e-01
2.726945389077815207e+01,4.088522616864404213e+00,1.043141938971436256e+00,1.842235070821286058e+01,-2.615532006340251514e-01,-1.989822999850867635e-01
2.727545509101820187e+01,4.086953382397082279e+00,1.042724292810754294e+00,1.842271321374399662e+01,-2.614203767729355032e-01,-3.010335912631290634e-01
2.728145629125824811e+01,4.085384944812440189e+00,1.042306981205622929e+00,1.842307336600191192e+01,-2.612876251038077635e-01,-2.862374900470826544e-01
2.728745749149829791e+01,4.083817303676636534e+00,1.041890003799409881e+00,1.842343116675312586e+01,-2.611549456026522886e-01,-1.359066250063485637e-01
2.729345869173834416e+01,4.082250458556032413e+00,1.041473360235753320e+00,1.842378661776331228e+01,-2.610223382454964769e-01,-2.150436156286535117e-01
2.729945989197839396e+01,4.080684409017186098e+00,1.041057050158558539e+00,1.842413972079727458e+01,-2.608898030083857122e-01,-2.160648761887924985e-01
2.730546109221844020e+01,4.079119154626858368e+00,1.040641073212001277e+00,1.842449047761896708e+01,-2.607573398673828091e-01,-1.640760906778287176e-01
2.731146229245849000e+01,4.077554694952004510e+00,1.040225429040524618e+00,1.842483888999148789e+01,-2.606249487985672353e-01,-2.383320388474512996e-01
2.731746349269853624e+01,4.075991029559784984e+00,1.039810117288841873e+00,1.842518495967707537e+01,-2.604926297780363331e-01,-2.833050178022490373e-01
2.732346469293858604e+01,4.074428158017555646e+00,1.039395137601933694e+00,1.842552868843711877e+01,-2.603603827819045424e-01,-3.468058261021471633e-01
2.732946589317863229e+01,4.072866079892873081e+00,1.038980489625050962e+00,1.842587007803214050e+01,-2.602282077863027343e-01,-2.171379632129510906e-01
2.733546709341868208e+01,4.071304794753493717e+00,1.038566173003712123e+00,1.842620913022181739e+01,-2.600961047673796545e-01,-3.167642814269803764e-01
2.734146829365872833e+01,4.069744302167373817e+00,1.038152187383705627e+00,1.842654584676495588e+01,-2.599640737013003688e-01,-2.264260497040893882e-01
2.734746949389877813e+01,4.068184601702665937e+00,1.037738532411087489e+00,1.842688022941952397e+01,-2.598321145642468188e-01,-3.585736432554886277e-01
2.735347069413882437e+01,4.066625692927726909e+00,1.037325207732183729e+00,1.842721227994261568e+01,-2.597002273324179322e-01,-2.834178386152613749e-01
2.735947189437887417e+01,4.065067575411109857e+00,1.036912212993588378e+00,1.842754200009048304e+01,-2.595684119820294011e-01,-2.604666732652948791e-01
2.736547309461892041e+01,4.063510248721568630e+00,1.036499547842164803e+00,1.842786939161851123e+01,-2.594366684893132380e-01,-3.220127457366317447e-01
2.737147429485897021e+01,4.061953712428055141e+00,1.036087211925044382e+00,1.842819445628123276e+01,-2.593049968305181086e-01,-2.866450662591429333e-01
2.737747549509901646e+01,4.060397966099723810e+00,1.035675204889628498e+00,1.842851719583232750e+01,-2.591733969819094985e-01,-3.007630381104233752e-01
2.738347669533906625e+01,4.058843009305922678e+00,1.035263526383586097e+00,1.842883761202461557e+01,-2.590418689197682145e-01,-2.525520498773766720e-01
2.738947789557911250e+01,4.057288841616207620e+00,1.034852176054856132e+00,1.842915570661005731e+01,-2.589104126203928824e-01,-3.218631806416342167e-01
2.739547909581916230e+01,4.055735462600324581e+00,1.034441153551645343e+00,1.842947148133976043e+01,-2.587790280600968940e-01,-2.718818602985721422e-01
2.740148029605920854e+01,4.054182871828228230e+00,1.034030458522430251e+00,1.842978493796397288e+01,-2.586477152152110159e-01,-1.899406056218453653e-01
2.740748149629925834e+01,4.052631068870064190e+00,1.033620090615954945e+00,1.843009607823209706e+01,-2.585164740620811696e-01,-1.884749856662258360e-01
2.741348269653930458e+01,4.051080053296184147e+00,1.033210049481233739e+00,1.843040490389266495e+01,-2.583853045770698742e-01,-1.638652666903362420e-01
2.741948389677935438e+01,4.049529824677136070e+00,1.032800334767548511e+00,1.843071141669335944e+01,-2.582542067365553029e-01,-2.374942308752526210e-01
2.742548509701940063e+01,4.047980382583667769e+00,1.032390946124450926e+00,1.843101561838100722e+01,-2.581231805169317273e-01,-2.784784824161621319e-01
2.743148629725945042e+01,4.046431726586726896e+00,1.031981883201760875e+00,1.843131751070157520e+01,-2.579922258946087954e-01,-2.415596172458387980e-01
2.743748749749949667e+01,4.044883856257460053e+00,1.031573145649567591e+00,1.843161709540017412e+01,-2.578613428460120871e-01,-2.223433935161387154e-01
2.744348869773954647e+01,4.043336771167213683e+00,1.031164733118228316e+00,1.843191437422106560e+01,-2.577305313475831694e-01,-2.437349953873629849e-01
2.744948989797959271e+01,4.041790470887534070e+00,1.030756645258369852e+00,1.843220934890764084e+01,-2.575997913757782642e-01,-1.850870769278361583e-01
2.745549109821964251e+01,4.040244954990165560e+00,1.030348881720887233e+00,1.843250202120244907e+01,-2.574691229070701359e-01,-2.903474624950552752e-01
2.746149229845968875e+01,4.038700223047055005e+00,1.029941442156945053e+00,1.843279239284717619e+01,-2.573385259179463702e-01,-2.676956358611581321e-01
2.746749349869973855e+01,4.037156274630343766e+00,1.029534326217975915e+00,1.843308046558264834e+01,-2.572080003849097629e-01,-3.331967648250131475e-01
2.747349469893978480e+01,4.035613109312378377e+00,1.029127533555681984e+00,1.843336624114884259e+01,-2.570775462844787640e-01,-2.781254561515115742e-01
2.747949589917983459e+01,4.034070726665699880e+00,1.028721063822033210e+00,1.843364972128487977e+01,-2.569471635931867004e-01,-1.949478325241796317e-01
2.748549709941988084e+01,4.032529126263051822e+00,1.028314916669269774e+00,1.843393090772901388e+01,-2.568168522875821091e-01,-2.541937681617453815e-01
2.749149829965993064e+01,4.030988307677375815e+00,1.027909091749899417e+00,1.843420980221865335e+01,-2.566866123442286263e-01,-2.192841633186133898e-01
2.749749949989997688e+01,4.029448270481815086e+00,1.027503588716699445e+00,1.843448640649034687e+01,-2.565564437397049868e-01,-2.351749619670638891e-01
2.750350070014002668e+01,4.027909014249708264e+00,1.027098407222715615e+00,1.843476072227978335e+01,-2.564263464506043588e-01,-2.082109168722536263e-01
2.750950190038007293e+01,4.026370538554597367e+00,1.026693546921262579e+00,1.843503275132179908e+01,-2.562963204535350648e-01,-2.980642756062762411e-01
2.751550310062012272e+01,4.024832842970220703e+00,1.026289007465923664e+00,1.843530249535037413e+01,-2.561663657251200821e-01,-2.294216429948175429e-01
2.752150430086016897e+01,4.023295927070519973e+00,1.025884788510551537e+00,1.843556995609863236e+01,-2.560364822419973763e-01,-2.220512921791442940e-01
2.752750550110021877e+01,4.021759790428062864e+00,1.025480889715531641e+00,1.843583513529392803e+01,-2.559066699786806676e-01,-1.980301668208987453e-01
2.753350670134026501e+01,4.020224432613434651e+00,1.025077310749702653e+00,1.843609803465665209e+01,-2.557769289068845264e-01,-1.860543307999154572e-01
2.753950790158031481e+01,4.018689853198183393e+00,1.024674051278835485e+00,1.843635865590912104e+01,-2.556472589994667755e-01,-2.804967707806344523e-01
2.754550910182036105e+01,4.017156051754071200e+00,1.024271110968951737e+00,1.843661700077279164e+01,-2.555176602293088850e-01,-3.270901383543070029e-01
2.755151030206041085e+01,4.015623027853061799e+00,1.023868489486331246e+00,1.843687307096826089e+01,-2.553881325693112547e-01,-2.874867209092670239e-01
2.755751150230045710e+01,4.014090781067331193e+00,1.023466186497513419e+00,1.843712686821526248e+01,-2.552586759923957671e-01,-1.890796599941729217e-01
2.756351270254050689e+01,4.012559310969259663e+00,1.023064201669295015e+00,1.843737839423267388e+01,-2.551292904715034560e-01,-3.047895108220747273e-01
2.756951390278055314e+01,4.011028617131438878e+00,1.022662534668732359e+00,1.843762765073850218e+01,-2.549999759795960053e-01,-3.238189085419292956e-01
2.757551510302060294e+01,4.009498699126662125e+00,1.022261185163140018e+00,1.843787463944990179e+01,-2.548707324896538617e-01,-3.204208159636241504e-01
2.758151630326064918e+01,4.007969556527937627e+00,1.021860152820091239e+00,1.843811936208316027e+01,-2.547415599746788439e-01,-3.197587078515645165e-01
2.758751750350069898e+01,4.006441188908473450e+00,1.021459437307417950e+00,1.843836182035370541e+01,-2.546124584076910891e-01,-2.185775485005459762e-01
2.759351870374074522e+01,4.004913595841692597e+00,1.021059038293210985e+00,1.843860201597609816e+01,-2.544834277617312734e-01,-2.928567502107383702e-01
2.759951990398079502e+01,4.003386776901218802e+00,1.020658955445818750e+00,1.843883995066404324e+01,-2.543544680098593358e-01,-2.855814383703338954e-01
2.760552110422084127e+01,4.001860731660888959e+00,1.020259188433850106e+00,1.843907562613038564e+01,-2.542255791251548103e-01,-1.970746716963135414e-01
2.761152230446089106e+01,4.000335459694743356e+00,1.019859736926170379e+00,1.843930904408710347e+01,-2.540967610807167709e-01,-2.073013226318839997e-01
2.761752350470093731e+01,3.998810960577033224e+00,1.019460600591905575e+00,1.843954020624531864e+01,-2.539680138496632766e-01,-2.098965521522490607e-01
2.762352470494098711e+01,3.997287233882213631e+00,1.019061779100438825e+00,1.843976911431528265e+01,-2.538393374051319262e-01,-2.921069086117493718e-01
2.762952590518103335e+01,3.995764279184951029e+00,1.018663272121412833e+00,1.843999577000639789e+01,-2.537107317202798029e-01,-3.388852374023789138e-01
2.763552710542108315e+01,3.994242096060116154e+00,1.018265079324728317e+00,1.844022017502719279e+01,-2.535821967682826417e-01,-2.359806228014820484e-01
2.764152830566112939e+01,3.992720684082789795e+00,1.017867200380544901e+00,1.844044233108533959e+01,-2.534537325223354398e-01,-1.656831769672947319e-01
2.764752950590117919e+01,3.991200042828257910e+00,1.017469634959280667e+00,1.844066223988765074e+01,-2.533253389556522350e-01,-2.711304363014785945e-01
2.765353070614122544e+01,3.989680171872016956e+00,1.017072382731613045e+00,1.844087990314007186e+01,-2.531970160414661608e-01,-2.667887286743071407e-01
2.765953190638127523e+01,3.988161070789767226e+00,1.016675443368476595e+00,1.844109532254769590e+01,-2.530687637530288914e-01,-4.154786965085952577e-01
2.766553310662132148e+01,3.986642739157419957e+00,1.016278816541066554e+00,1.844130849981474540e+01,-2.529405820636104751e-01,-1.663205449787770185e-01
2.767153430686137128e+01,3.985125176551091553e+00,1.015882501920834624e+00,1.844151943664457960e+01,-2.528124709465009445e-01,-2.627731028607773744e-01
2.767753550710141752e+01,3.983608382547108473e+00,1.015486499179492963e+00,1.844172813473970862e+01,-2.526844303750076515e-01,-3.397411085394040353e-01
2.768353670734146732e+01,3.982092356722000570e+00,1.015090807989011079e+00,1.844193459580176864e+01,-2.525564603224569327e-01,-2.555143062558702383e-01
2.768953790758151356e+01,3.980577098652510415e+00,1.014695428021617829e+00,1.844213882153154316e+01,-2.524285607621939986e-01,-2.822054604030367897e-01
2.769553910782156336e+01,3.979062607915583527e+00,1.014300358949800529e+00,1.844234081362894173e+01,-2.523007316675818235e-01,-2.209034853351409811e-01
2.770154030806160961e+01,3.977548884088376369e+00,1.013905600446305177e+00,1.844254057379302481e+01,-2.521729730120021440e-01,-1.445106061621261595e-01
2.770754150830165941e+01,3.976035926748250127e+00,1.013511152184135788e+00,1.844273810372198596e+01,-2.520452847688546827e-01,-2.923042118590891691e-01
2.771354270854170565e+01,3.974523735472776043e+00,1.013117013836556390e+00,1.844293340511315904e+01,-2.519176669115575917e-01,-2.441384281610509688e-01
2.771954390878175545e+01,3.973012309839730527e+00,1.012723185077087917e+00,1.844312647966301100e+01,-2.517901194135468423e-01,-2.710278368435362628e-01
2.772554510902180169e+01,3.971501649427100489e+00,1.012329665579511540e+00,1.844331732906715260e+01,-2.516626422482767800e-01,-2.848816366888026752e-01
2.773154630926185149e+01,3.969991753813076674e+00,1.011936455017865777e+00,1.844350595502033485e+01,-2.515352353892192916e-01,-2.285256201803689269e-01
2.773754750950189774e+01,3.968482622576060770e+00,1.011543553066448720e+00,1.844369235921643835e+01,-2.514078988098645828e-01,-1.740348071298174204e-01
2.774354870974194753e+01,3.966974255294659191e+00,1.011150959399816252e+00,1.844387654334849103e+01,-2.512806324837203453e-01,-2.292813748395806095e-01
2.774954990998199378e+01,3.965466651547688848e+00,1.010758673692783827e+00,1.844405850910865041e+01,-2.511534363843121453e-01,-2.724860064453465403e-01
2.775555111022204358e+01,3.963959810914170934e+00,1.010366695620424471e+00,1.844423825818822493e+01,-2.510263104851832017e-01,-2.251047637097531307e-01
2.776155231046208982e+01,3.962453732973337139e+00,1.009975024858071224e+00,1.844441579227764549e+01,-2.508992547598944411e-01,-2.390662132034107323e-01
2.776755351070213962e+01,3.960948417304624325e+00,1.009583661081314032e+00,1.844459111306649746e+01,-2.507722691820241101e-01,-2.100149922904263056e-01
2.777355471094218586e+01,3.959443863487678961e+00,1.009192603966003299e+00,1.844476422224348866e+01,-2.506453537251680519e-01,-2.782251861065747622e-01
2.777955591118223566e+01,3.957940071102352242e+00,1.008801853188246112e+00,1.844493512149648140e+01,-2.505185083629392628e-01,-2.436275395098005947e-01
2.778555711142228191e+01,3.956437039728706750e+00,1.008411408424410238e+00,1.844510381251246400e+01,-2.503917330689683363e-01,-1.680215438867647681e-01
2.779155831166233170e+01,3.954934768947008461e+00,1.008021269351120353e+00,1.844527029697756859e+01,-2.502650278169029074e-01,-2.493123240566135490e-01
2.779755951190237795e+01,3.953433258337735179e+00,1.007631435645260920e+00,1.844543457657706398e+01,-2.501383925804080421e-01,-2.012846358674208469e-01
2.780356071214242775e+01,3.951932507481568102e+00,1.007241906983973978e+00,1.844559665299535922e+01,-2.500118273331655150e-01,-2.505325509048249022e-01
2.780956191238247399e+01,3.950432515959398927e+00,1.006852683044661578e+00,1.844575652791599651e+01,-2.498853320488743368e-01,-2.463510851838378590e-01
2.781556311262252379e+01,3.948933283352324963e+00,1.006463763504982900e+00,1.844591420302166540e+01,-2.497589067012504771e-01,-2.868861915594125844e-01
2.782156431286257003e+01,3.947434809241653131e+00,1.006075148042857137e+00,1.844606967999418501e+01,-2.496325512640267252e-01,-1.071447730205940529e-01
2.782756551310261983e+01,3.945937093208894630e+00,1.005686836336461054e+00,1.844622296051451826e+01,-2.495062657109524962e-01,-1.896049184010187016e-01
2.783356671334266608e+01,3.944440134835772938e+00,1.005298828064230543e+00,1.844637404626276478e+01,-2.493800500157944966e-01,-1.903469161789254627e-01
2.783956791358271587e+01,3.942943933704213588e+00,1.004911122904859955e+00,1.844652293891816086e+01,-2.492539041523353094e-01,-1.913684004577310971e-01
2.784556911382276212e+01,3.941448489396354837e+00,1.004523720537302545e+00,1.844666964015908661e+01,-2.491278280943749202e-01,-3.001231007535934414e-01
2.785157031406281192e+01,3.939953801494537888e+00,1.004136620640769806e+00,1.844681415166304816e+01,-2.490018218157289132e-01,-2.869211816526455738e-01
2.785757151430285816e+01,3.938459869581315331e+00,1.003749822894732358e+00,1.844695647510670966e+01,-2.488758852902304142e-01,-2.579419683776676409e-01
2.786357271454290796e+01,3.936966693239444481e+00,1.003363326978918835e+00,1.844709661216585417e+01,-2.487500184917279256e-01,-3.328131341657140640e-01
2.786957391478295420e+01,3.935474272051892264e+00,1.002977132573316998e+00,1.844723456451541210e+01,-2.486242213940869361e-01,-2.938036839207828765e-01
2.787557511502300400e+01,3.933982605601817450e+00,1.002591239358225694e+00,1.844737033382941505e+01,-2.484984939711707974e-01,-2.070036288957370352e-01
2.788157631526305025e+01,3.932491693470546501e+00,1.002205647022081925e+00,1.844750392177496678e+01,-2.483728361941744955e-01,-3.551270920867877767e-01
2.788757751550310005e+01,3.931001535238384914e+00,1.001820355258069339e+00,1.844763533001504996e+01,-2.482472480327707343e-01,-2.932669861419465729e-01
2.789357871574314629e+01,3.929512130486549903e+00,1.001435363756845609e+00,1.844776456021397948e+01,-2.481217294575955856e-01,-2.533277684181432510e-01
2.789957991598319609e+01,3.928023478796468293e+00,1.001050672209318204e+00,1.844789161403521405e+01,-2.479962804393054110e-01,-2.528654410646519746e-01
2.790558111622324233e+01,3.926535579749781846e+00,1.000666280306645284e+00,1.844801649314134195e+01,-2.478709009485772774e-01,-2.496890178040719610e-01
2.791158231646329213e+01,3.925048432928341491e+00,1.000282187740234585e+00,1.844813919919410239e+01,-2.477455909561085134e-01,-2.861090994739576288e-01
2.791758351670333838e+01,3.923562037914213541e+00,9.998983942017444226e-01,1.844825973385434992e+01,-2.476203504326167926e-01,-2.023034392001736570e-01
2.792358471694338817e+01,3.922076394289673473e+00,9.995148993830827999e-01,1.844837809878209356e+01,-2.474951793488400498e-01,-3.658880251917380755e-01
2.792958591718343442e+01,3.920591501637213039e+00,9.991317029764086310e-01,1.844849429563647192e+01,-2.473700776755367314e-01,-2.267296249287637233e-01
2.793558711742348422e+01,3.919107359539532265e+00,9.987488046741299641e-01,1.844860832607576384e+01,-2.472450453834850181e-01,-3.231227147507791386e-01
2.794158831766353046e+01,3.917623967579546118e+00,9.983662041689060906e-01,1.844872019175737421e+01,-2.471200824434832966e-01,-2.836289664924885878e-01
2.794758951790358026e+01,3.916141325340380508e+00,9.979839011536455473e-01,1.844882989433786236e+01,-2.469951888263500206e-01,-2.508647730564858569e-01
2.795359071814362650e+01,3.914659432405375394e+00,9.976018953215077811e-01,1.844893743547290299e+01,-2.468703645029234617e-01,-1.665624145342389506e-01
2.795959191838367630e+01,3.913178288358079904e+00,9.972201863659015952e-01,1.844904281681732883e+01,-2.467456094440616254e-01,-2.925307727117594792e-01
2.796559311862372255e+01,3.911697892782258990e+00,9.968387739804868142e-01,1.844914604002509506e+01,-2.466209236206426680e-01,-3.192511635619569299e-01
2.797159431886377234e+01,3.910218245261887215e+00,9.964576578591725076e-01,1.844924710674930068e+01,-2.464963070035639525e-01,-1.978772460215826035e-01
2.797759551910381859e+01,3.908739345381154084e+00,9.960768376961187665e-01,1.844934601864217072e+01,-2.463717595637430202e-01,-2.507212930591393718e-01
2.798359671934386839e+01,3.907261192724457821e+00,9.956963131857351490e-01,1.844944277735508464e+01,-2.462472812721164250e-01,-2.457713437386347954e-01
2.798959791958391463e+01,3.905783786876412922e+00,9.953160840226819017e-01,1.844953738453854086e+01,-2.461228720996405384e-01,-2.181898604503940964e-01
2.799559911982396443e+01,3.904307127421842161e+00,9.949361499018689603e-01,1.844962984184218868e+01,-2.459985320172909662e-01,-1.959309031262160550e-01
2.800160032006401067e+01,3.902831213945785471e+00,9.945565105184569488e-01,1.844972015091480344e+01,-2.458742609960629932e-01,-2.380295694710211352e-01
2.800760152030406047e+01,3.901356046033489733e+00,9.941771655678558473e-01,1.844980831340430072e+01,-2.457500590069708057e-01,-3.515513120496782662e-01
2.801360272054410672e+01,3.899881623270418540e+00,9.937981147457268793e-01,1.844989433095773279e+01,-2.456259260210478801e-01,-2.560698699042285309e-01
2.801960392078415651e+01,3.898407945242244654e+00,9.934193577479801807e-01,1.844997820522129217e+01,-2.455018620093469828e-01,-2.445744340223700020e-01
2.802560512102420276e+01,3.896935011534856219e+00,9.930408942707772413e-01,1.845005993784030807e+01,-2.453778669429398651e-01,-3.034969673600518281e-01
2.803160632126425256e+01,3.895462821734349657e+00,9.926627240105287964e-01,1.845013953045923571e+01,-2.452539407929170967e-01,-2.966548959452585121e-01
2.803760752150429880e+01,3.893991375427038548e+00,9.922848466638962694e-01,1.845021698472167770e+01,-2.451300835303885373e-01,-2.133171610026430853e-01
2.804360872174434860e+01,3.892520672199443865e+00,9.919072619277908842e-01,1.845029230227036976e+01,-2.450062951264824485e-01,-2.328568537557632878e-01
2.804960992198439484e+01,3.891050711638303294e+00,9.915299694993744417e-01,1.845036548474718785e+01,-2.448825755523463543e-01,-2.903457940431451445e-01
2.805561112222444464e+01,3.889581493330562800e+00,9.911529690760583211e-01,1.845043653379314108e+01,-2.447589247791459310e-01,-2.166772085802192715e-01
2.806161232246449089e+01,3.888113016863384619e+00,9.907762603555048120e-01,1.845050545104837170e+01,-2.446353427780661727e-01,-2.379985549665308842e-01
2.806761352270454069e+01,3.886645281824139708e+00,9.903998430356254490e-01,1.845057223815216574e+01,-2.445118295203100311e-01,-3.093462593116172998e-01
2.807361472294458693e+01,3.885178287800414410e+00,9.900237168145828992e-01,1.845063689674294238e+01,-2.443883849770994154e-01,-2.582386271241046138e-01
2.807961592318463673e+01,3.883712034380004230e+00,9.896478813907888528e-01,1.845069942845825750e+01,-2.442650091196743034e-01,-3.101878313060753012e-01
2.808561712342468297e+01,3.882246521150920060e+00,9.892723364629064653e-01,1.845075983493480365e+01,-2.441417019192932969e-01,-2.875322996647877716e-01
2.809161832366473277e+01,3.880781747701382844e+00,9.888970817298479155e-01,1.845081811780841008e+01,-2.440184633472330111e-01,-2.290424611328729099e-01
2.809761952390477902e+01,3.879317713619827579e+00,9.885221168907762923e-01,1.845087427871404273e+01,-2.438952933747887963e-01,-3.053540201580237090e-01
2.810362072414482526e+01,3.877854418494899758e+00,9.881474416451043741e-01,1.845092831928580779e+01,-2.437721919732736275e-01,-3.063330146492330708e-01
2.810962192438487506e+01,3.876391861915458037e+00,9.877730556924950722e-01,1.845098024115694457e+01,-2.436491591140187707e-01,-2.248726984263838269e-01
2.811562312462492130e+01,3.874930043470574237e+00,9.873989587328620976e-01,1.845103004595982554e+01,-2.435261947683735606e-01,-2.941489281196374428e-01
2.812162432486497110e+01,3.873468962749530675e+00,9.870251504663682951e-01,1.845107773532596696e+01,-2.434032989077052345e-01,-2.571970379257874639e-01
2.812762552510501735e+01,3.872008619341824609e+00,9.866516305934278641e-01,1.845112331088601465e+01,-2.432804715033989595e-01,-2.560124864949621659e-01
2.813362672534506714e+01,3.870549012837161573e+00,9.862783988147039160e-01,1.845116677426976182e+01,-2.431577125268573891e-01,-2.513623536832779171e-01
2.813962792558511339e+01,3.869090142825464262e+00,9.859054548311108057e-01,1.845120812710612412e+01,-2.430350219495016062e-01,-2.240567106272577935e-01
2.814562912582516319e+01,3.867632008896863649e+00,9.855327983438121331e-01,1.845124737102316814e+01,-2.429123997427698467e-01,-2.647020960544245738e-01
2.815163032606520943e+01,3.866174610641705200e+00,9.851604290542225195e-01,1.845128450764808292e+01,-2.427898458781176660e-01,-2.817244036530468509e-01
2.815763152630525923e+01,3.864717947650545771e+00,9.847883466640059424e-01,1.845131953860720841e+01,-2.426673603270190216e-01,-2.659120436234285734e-01
2.816363272654530547e+01,3.863262019514155376e+00,9.844165508750771787e-01,1.845135246552601060e+01,-2.425449430609646906e-01,-1.842990550146291762e-01
2.816963392678535527e+01,3.861806825823514977e+00,9.840450413896004722e-01,1.845138329002909572e+01,-2.424225940514630195e-01,-1.958050201050068606e-01
2.817563512702540152e+01,3.860352366169819582e+00,9.836738179099911994e-01,1.845141201374020667e+01,-2.423003132700396745e-01,-2.450461774465101938e-01
2.818163632726545131e+01,3.858898640144474257e+00,9.833028801389137596e-01,1.845143863828222663e+01,-2.421781006882376963e-01,-1.805609697547594650e-01
2.818763752750549756e+01,3.857445647339099448e+00,9.829322277792836848e-01,1.845146316527716479e+01,-2.420559562776170848e-01,-2.065192202219655049e-01
2.819363872774554736e+01,3.855993387345524326e+00,9.825618605342658629e-01,1.845148559634618479e+01,-2.419338800097552145e-01,-2.957147896280362676e-01
2.819963992798559360e+01,3.854541859755794331e+00,9.821917781072762033e-01,1.845150593310956921e+01,-2.418118718562465297e-01,-1.660453451133271363e-01
2.820564112822564340e+01,3.853091064162162738e+00,9.818219802019796383e-01,1.845152417718674442e+01,-2.416899317887020449e-01,-1.013284106738309709e-01
2.821164232846568964e+01,3.851641000157099537e+00,9.814524665222925659e-01,1.845154033019627704e+01,-2.415680597787504269e-01,-2.233687739618770429e-01
2.821764352870573944e+01,3.850191667333282997e+00,9.810832367723804071e-01,1.845155439375586326e+01,-2.414462557980363300e-01,-3.226324583628408238e-01
2.822364472894578569e+01,3.848743065283607656e+00,9.807142906566593821e-01,1.845156636948234308e+01,-2.413245198182220885e-01,-1.661159484234440153e-01
2.822964592918583548e+01,3.847295193601176333e+00,9.803456278797956225e-01,1.845157625899168607e+01,-2.412028518109860242e-01,-2.106474583083730867e-01
2.823564712942588173e+01,3.845848051879308116e+00,9.799772481467056151e-01,1.845158406389900563e+01,-2.410812517480235284e-01,-2.464461426676327616e-01
2.824164832966593153e+01,3.844401639711524155e+00,9.796091511625822923e-01,1.845158978581852338e+01,-2.409597196010375142e-01,-3.428679803959056027e-01
2.824764952990597777e+01,3.842955956689652730e+00,9.792413366399704833e-01,1.845159342635826150e+01,-2.408382553393315084e-01,-2.460374379167918624e-01
2.825365073014602757e+01,3.841511002404652597e+00,9.788738042957225716e-01,1.845159498712236612e+01,-2.407168589308476547e-01,-2.557683400907016513e-01
2.825965193038607381e+01,3.840066776448514574e+00,9.785065538439110533e-01,1.845159446971640804e+01,-2.405955303445774796e-01,-2.564332383437855634e-01
2.826565313062612361e+01,3.838623278413440421e+00,9.781395849988505642e-01,1.845159187574510185e+01,-2.404742695495322158e-01,-2.615975362938894877e-01
2.827165433086616986e+01,3.837180507891849501e+00,9.777728974751001001e-01,1.845158720681230236e+01,-2.403530765147428860e-01,-1.921545213623309656e-01
2.827765553110621966e+01,3.835738464476372567e+00,9.774064909874613516e-01,1.845158046452100109e+01,-2.402319512092599696e-01,-2.613342633626857814e-01
2.828365673134626590e+01,3.834297147759855751e+00,9.770403652509800363e-01,1.845157165047332626e+01,-2.401108936021534856e-01,-2.184761651219696010e-01
2.828965793158631570e+01,3.832856557335358350e+00,9.766745199809447886e-01,1.845156076627054276e+01,-2.399899036625127713e-01,-3.355306380280143053e-01
2.829565913182636194e+01,3.831416692796155488e+00,9.763089548928880479e-01,1.845154781351305573e+01,-2.398689813594467035e-01,-2.893987109422034854e-01
2.830166033206641174e+01,3.829977553735733231e+00,9.759436697025850593e-01,1.845153279380041411e+01,-2.397481266620832829e-01,-2.400925068723749056e-01
2.830766153230645799e+01,3.828539139747796138e+00,9.755786641260554282e-01,1.845151570873129288e+01,-2.396273395395700223e-01,-2.842886174148151479e-01
2.831366273254650778e+01,3.827101450426258378e+00,9.752139378795610103e-01,1.845149655990351434e+01,-2.395066199610732249e-01,-2.375525543710970966e-01
2.831966393278655403e+01,3.825664485365251721e+00,9.748494906796080217e-01,1.845147534891403751e+01,-2.393859678957787340e-01,-2.418188115389970638e-01
