t,N,P,R,dN_dt,dN_dt_noisy
1.452290458091618461e+02,1.554340063202933608e+00,1.701272266289962332e+01,2.125273324177605172e+00,-2.204090404796701375e+00,-1.077860680099928636e+00
1.452690538107621592e+02,1.468261185441015693e+00,1.707587405039967976e+01,2.102149986264267856e+00,-2.099598076829840121e+00,-2.245234827354644747e+00
1.453090618123624722e+02,1.386290265990671511e+00,1.713890892688279166e+01,2.079070464624669601e+00,-1.998731080003921745e+00,-2.744021818858231487e+00
1.453490698139627852e+02,1.308282655676603623e+00,1.720181865676175192e+01,2.056038927235299241e+00,-1.901467394801254596e+00,-1.954270411167294608e+00
1.453890778155631267e+02,1.234094802103781197e+00,1.726459445070765497e+01,2.033059415120771263e+00,-1.807775998146439855e+00,-3.752078770766286819e+00
1.454290858171634397e+02,1.163584528499420401e+00,1.732722736311018963e+01,2.010135843316096516e+00,-1.717617462675665951e+00,-2.506721126216095108e+00
1.454690938187637528e+02,1.096611428053035020e+00,1.738970829038679611e+01,1.987271999037713899e+00,-1.630944760432724294e+00,-1.463754335848096000e+00
1.455091018203640658e+02,1.033037078932789177e+00,1.745202796837967085e+01,1.964471543638042439e+00,-1.547703853840970645e+00,-2.083454150919081815e-01
1.455491098219644073e+02,9.727253857580062668e-01,1.751417697052897182e+01,1.941738011764180483e+00,-1.467834497555338569e+00,-1.569709367372646769e+00
1.455891178235647203e+02,9.155427437827166059e-01,1.757614570527915987e+01,1.919074813926133771e+00,-1.391270814102691933e+00,-1.014015297083656231e+00
1.456291258251650333e+02,8.613583122157102423e-01,1.763792441404707745e+01,1.896485236844161593e+00,-1.317942047687234997e+00,-1.630542168698155603e+00
1.456691338267653464e+02,8.100441491009031658e-01,1.769950316874685470e+01,1.873972446131000336e+00,-1.247773133636401743e+00,-4.036557450108154699e-01
1.457091418283656878e+02,7.614754008203921121e-01,1.776087186948974406e+01,1.851539488019734225e+00,-1.180685359206274043e+00,-1.597645582769985140e+00
1.457491498299660009e+02,7.155304268921982569e-01,1.782202024228818971e+01,1.829189291808378304e+00,-1.116596937239112464e+00,-6.728721567540884019e-01
1.457891578315663139e+02,6.720909008055904188e-01,1.788293783651804603e+01,1.806924672890792172e+00,-1.055423547393031791e+00,-1.407114860466614381e+00
1.458291658331666270e+02,6.310419284412779328e-01,1.794361402274979156e+01,1.784748334991667074e+00,-9.970789054642177351e-01,-1.981556758133164120e+00
1.458691738347669684e+02,5.922720793197682188e-01,1.800403799012185146e+01,1.762662873997012492e+00,-9.414751979924566028e-01,-1.951171955590285556e+00
1.459091818363672814e+02,5.556734761388737454e-01,1.806419874415019677e+01,1.740670780443018595e+00,-8.885236017096784789e-01,-1.549608295319902407e+00
1.459491898379675945e+02,5.211417978945185325e-01,1.812408510422605801e+01,1.718774443351232861e+00,-8.381346634364710280e-01,3.069519488821790265e-01
1.459891978395679075e+02,4.885763098660880766e-01,1.818368570125694106e+01,1.696976153500355577e+00,-7.902187128201224597e-01,2.388273555390973524e+00
1.460292058411682490e+02,4.578798699411334994e-01,1.824298897540533204e+01,1.675278106771709297e+00,-7.446862288094338034e-01,-9.602727893073212950e-01
1.460692138427685620e+02,4.289588971812260398e-01,1.830198317361595883e+01,1.653682408126608383e+00,-7.014481350495623824e-01,-1.453343878648750032e+00
1.461092218443688751e+02,4.017233728093491107e-01,1.836065634748400655e+01,1.632191074736094372e+00,-6.604161349595822905e-01,-1.412586334733016979e-01
1.461492298459691881e+02,3.760867831259591121e-01,1.841899635090457465e+01,1.610806039966730774e+00,-6.215029413798287550e-01,-1.450075185112950638e-01
1.461892378475695295e+02,3.519660825452159414e-01,1.847699083788769414e+01,1.589529156899420537e+00,-5.846225249411947100e-01,-1.127112883949200839e+00
1.462292458491698426e+02,3.292816448125941986e-01,1.853462726048762477e+01,1.568362201797350419e+00,-5.496903301406814712e-01,1.360986916699424398e+00
1.462692538507701556e+02,3.079571853858780184e-01,1.859189286661605323e+01,1.547306877988368301e+00,-5.166234303525498728e-01,3.496631873300846127e-01
1.463092618523704687e+02,2.879197089460172609e-01,1.864877469813959721e+01,1.526364819127692840e+00,-4.853407102234784665e-01,4.501195650318208230e-01
1.463492698539708101e+02,2.690994256128412254e-01,1.870525958892615392e+01,1.505537592830220373e+00,-4.557629828999542054e-01,-3.983993916174148886e-01
1.463892778555711232e+02,2.514296689134006280e-01,1.876133416298207379e+01,1.484826704182162560e+00,-4.278130962155627381e-01,-3.034768995144238035e-01
1.464292858571714362e+02,2.348468233760608870e-01,1.881698483281649814e+01,1.464233598904899347e+00,-4.014160417913518186e-01,5.676733455363289771e-01
1.464692938587717492e+02,2.192902260117019497e-01,1.887219779776198791e+01,1.443759666846193168e+00,-3.764990072641830610e-01,-1.774780588135054238e+00
1.465093018603720907e+02,2.047020817628124045e-01,1.892695904251275607e+01,1.423406245133352233e+00,-3.529914391610927682e-01,-1.163290500487586421e+00
1.465493098619724037e+02,1.910273763044521289e-01,1.898125433581864030e+01,1.403174621217469165e+00,-3.308250892027492229e-01,-2.453571051499062738e-01
1.465893178635727168e+02,1.782137749323996490e-01,1.903506922922611366e+01,1.383066036062375437e+00,-3.099340249148808679e-01,-1.778091090801844576e+00
1.466293258651730298e+02,1.662115358742557170e-01,1.908838905608802961e+01,1.363081686986583163e+00,-2.902546534424237379e-01,1.352451778681934780e+00
1.466693338667733713e+02,1.549734165443059919e-01,1.914119893070659018e+01,1.343222730502266593e+00,-2.717257224257437209e-01,-8.968390668559418355e-01
1.467093418683736843e+02,1.444545747997024177e-01,1.919348374762020626e+01,1.323490285161778246e+00,-2.542883016225514492e-01,-6.851370493294661745e-01
1.467493498699739973e+02,1.346124822137371446e-01,1.924522818118339273e+01,1.303885434105911845e+00,-2.378857753984909007e-01,8.585342961631306502e-02
1.467893578715743104e+02,1.254068302498279053e-01,1.929641668529971810e+01,1.284409227633712902e+00,-2.224638134108407606e-01,1.286285029926848678e+00
1.468293658731746518e+02,1.167994362041801792e-01,1.934703349338399292e+01,1.265062685708276513e+00,-2.079703317133942964e-01,-2.511455666280496546e-01
1.468693738747749649e+02,1.087541589129770447e-01,1.939706261863906178e+01,1.245846800215514305e+00,-1.943554624761861249e-01,-9.628130287569065526e-01
1.469093818763752779e+02,1.012368089981301594e-01,1.944648785453423301e+01,1.226762537232617856e+00,-1.815715059830013689e-01,-1.115722637926870098e+00
1.469493898779755909e+02,9.421506083984473867e-02,1.949529277558614382e+01,1.207810839207228204e+00,-1.695728778942318660e-01,6.303374023031316220e-02
1.469893978795759324e+02,8.765837278421369227e-02,1.954346073848775944e+01,1.188992626927940277e+00,-1.583160639248017421e-01,-7.383864912810462755e-01
1.470294058811762454e+02,8.153790383314003798e-02,1.959097488350021266e+01,1.170308801483405992e+00,-1.477595614122289014e-01,2.227029789733779186e+00
1.470694138827765585e+02,7.582643251197483669e-02,1.963781813621779548e+01,1.151760246130017817e+00,-1.378638182426125125e-01,1.121299187985086654e+00
1.471094218843768715e+02,7.049828295182587745e-02,1.968397320972795228e+01,1.133347827978993472e+00,-1.285911786880502006e-01,-3.297591681487103799e+00
1.471494298859772130e+02,6.552924923189175355e-02,1.972942260710335916e+01,1.115072399650449908e+00,-1.199058203954743024e-01,-1.049678569154347985e+00
1.471894378875775260e+02,6.089652164859807315e-02,1.977414862433760234e+01,1.096934800844167057e+00,-1.117736894174328754e-01,2.414720701221150789e-01
1.472294458891778390e+02,5.657861938300279975e-02,1.981813335373978902e+01,1.078935859751181114e+00,-1.041624418209109726e-01,2.210659430253484103e+00
1.472694538907781521e+02,5.255532295926135938e-02,1.986135868773343560e+01,1.061076394413189128e+00,-9.704138018243779751e-02,-2.116443707369004557e+00
1.473094618923784935e+02,4.880760810651311316e-02,1.990380632317201659e+01,1.043357214008945544e+00,-9.038138814651236475e-02,-5.333419852726752897e-01
1.473494698939788066e+02,4.531758522908197612e-02,1.994545776619482069e+01,1.025779119999944644e+00,-8.415487109423799850e-02,1.121026142954489879e+00
1.473894778955791196e+02,4.206843993822134004e-02,1.998629433756175544e+01,1.008342907207002703e+00,-7.833569486581172525e-02,-7.718440473164780435e-01
1.474294858971794326e+02,3.904437443484952419e-02,2.002629717857734803e+01,9.910493648233338337e-01,-7.289912235184360656e-02,-1.499959454331623032e-03
1.474694938987797741e+02,3.623055368926493547e-02,2.006544725765823145e+01,9.738992773022010496e-01,-6.782175552174037059e-02,-5.683103199385043380e-01
1.475095019003800871e+02,3.361305364954594865e-02,2.010372537745267607e+01,9.568934251626876053e-01,-6.308147802075338151e-02,6.084781783607670080e-01
1.475495099019804002e+02,3.117880986776225619e-02,2.014111218262153358e+01,9.400325857378448724e-01,-5.865739551669905960e-02,-1.157881031261274396e+00
1.475895179035807132e+02,2.891557011522210771e-02,2.017758816838552960e+01,9.233175338098975615e-01,-5.452978066933103496e-02,-3.155435681049377494e-02
1.476295259051810547e+02,2.681184964926275685e-02,2.021313368969630275e+01,9.067490421548320967e-01,-5.068002045122427246e-02,-1.505804944302235659e+00
1.476695339067813677e+02,2.485688664959204847e-02,2.024772897113930981e+01,8.903278820318435427e-01,-4.709056132080273460e-02,9.300085285462394991e-01
1.477095419083816807e+02,2.304060088683428445e-02,2.028135411774207952e+01,8.740548235682661371e-01,-4.374485817083859779e-02,5.615347526283286372e-01
1.477495499099819938e+02,2.135355533173476789e-02,2.031398912647193455e+01,8.579306360497895856e-01,-4.062732669776582262e-02,-7.705671955425019704e-02
1.477895579115823352e+02,1.978691785085762503e-02,2.034561389854081881e+01,8.419560881542106356e-01,-3.772329393467402370e-02,-7.382233544731692243e-04
1.478295659131826483e+02,1.833242547685644958e-02,2.037620825275763536e+01,8.261319480858179132e-01,-3.501895178992460445e-02,-7.646295905335269427e-03
1.478695739147829613e+02,1.698235164031920361e-02,2.040575193962856915e+01,8.104589836139460823e-01,-3.250131448722553412e-02,-4.018366372470725811e-01
1.479095819163832743e+02,1.572947349534670539e-02,2.043422465634669649e+01,7.949379620516230371e-01,-3.015817456903977650e-02,1.268516847367093248e-01
1.479495899179836158e+02,1.456704129825740074e-02,2.046160606296053786e+01,7.795696501363910125e-01,-2.797806130230741026e-02,3.388943835031433816e-01
1.479895979195839288e+02,1.348875058629673933e-02,2.048787579935018144e+01,7.643548138164125705e-01,-2.595020304456881199e-02,-9.475205623801445654e-02
1.480296059211842419e+02,1.248871447285136542e-02,2.051301350315688410e+01,7.492942179723232066e-01,-2.406448853443259733e-02,-6.186132790464048403e-01
1.480696139227845549e+02,1.156143761015403747e-02,2.053699882903155682e+01,7.343886260395774412e-01,-2.231143016453141642e-02,-4.288692411087489664e-01
1.481096219243848964e+02,1.070179272452756805e-02,2.055981146872032994e+01,7.196387995382590441e-01,-2.068213108188247246e-02,-4.792030155919457801e-01
1.481496299259852094e+02,9.904997196662245970e-03,2.058143117215534801e+01,7.050454975355160414e-01,-1.916825133538386378e-02,4.350047295077135168e-01
1.481896379275855224e+02,9.166591113588151013e-03,2.060183777001645211e+01,6.906094760022778445e-01,-1.776197588911217207e-02,1.367340517642969266e-01
1.482296459291858355e+02,8.482417611256988510e-03,2.062101119708714236e+01,6.763314870831557135e-01,-1.645598616832449901e-02,1.956526342407850505e+00
1.482696539307861769e+02,7.848603083668996214e-03,2.063893151668582249e+01,6.622122782949678710e-01,-1.524343051950576358e-02,-1.884811524142437911e-01
1.483096619323864900e+02,7.261538902187124160e-03,2.065557894669935379e+01,6.482525916109820319e-01,-1.411789682363433565e-02,6.132266421624302244e-02
1.483496699339868030e+02,6.717864989393024580e-03,2.067093388626870265e+01,6.344531624695466387e-01,-1.307338799956751785e-02,-6.423068537846435833e-01
1.483896779355871161e+02,6.214453099843604729e-03,2.068497694369742845e+01,6.208147187022750035e-01,-1.210429628292005247e-02,8.909404307147993085e-02
1.484296859371874575e+02,5.748391855901344855e-03,2.069768896598820618e+01,6.073379793420174977e-01,-1.120538030853406898e-02,-4.558780213937944636e-01
1.484696939387877705e+02,5.316972923764943550e-03,2.070905106872316637e+01,5.940236533763222360e-01,-1.037174385552360953e-02,-8.695159534057651518e-01
1.485097019403880836e+02,4.917676965015115725e-03,2.071904466767236030e+01,5.808724383900637500e-01,-9.598813639846848558e-03,1.519578023185400306e-01
1.485497099419883966e+02,4.548161663303795788e-03,2.072765151144696105e+01,5.678850191128054226e-01,-8.882320676924097477e-03,1.582402816745831942e+00
1.485897179435887381e+02,4.206249791317414818e-03,2.073485371452883186e+01,5.550620659158882475e-01,-8.218281288549225336e-03,-8.735996817332465358e-01
1.486297259451890511e+02,3.889917808146188972e-03,2.074063379251203187e+01,5.424042331639837844e-01,-7.602978743607000447e-03,-6.589648596578033812e-01
1.486697339467893642e+02,3.597286165182690329e-03,2.074497469717120879e+01,5.299121575358675118e-01,-7.032947867781923906e-03,-4.669102035949036777e-02
1.487097419483896772e+02,3.326608900495570901e-03,2.074785985295608270e+01,5.175864562380618761e-01,-6.504957926752029732e-03,2.468716950146896960e-01
1.487497499499900186e+02,3.076264984903917532e-03,2.074927319477611576e+01,5.054277251150492978e-01,-6.015998623706485596e-03,1.294008571846466005e+00
1.487897579515903317e+02,2.844749724532277639e-03,2.074919920518209793e+01,4.934365367523134704e-01,-5.563265925029360799e-03,-6.540275388698917336e-01
1.488297659531906447e+02,2.630666470854850156e-03,2.074762295429672321e+01,4.816134383952103692e-01,-5.144148229731989805e-03,-1.459465683877095299e-01
1.488697739547909578e+02,2.432719745794171499e-03,2.074453013811974245e+01,4.699589499217080024e-01,-4.756215069709225640e-03,-8.032719118924003254e-01
1.489097819563912992e+02,2.249707530917496260e-03,2.073990711920644614e+01,4.584735616347181963e-01,-4.397203961764050914e-03,-8.845695919254407125e-01
1.489497899579916123e+02,2.080515469045910414e-03,2.073374096655267707e+01,4.471577320761623286e-01,-4.065010803129318236e-03,-4.835616516653510888e-01
1.489897979595919253e+02,1.924110149307662514e-03,2.072601949596225523e+01,4.360118857503900713e-01,-3.757678297887764342e-03,-1.127698939852475712e+00
1.490298059611922383e+02,1.779533838044553267e-03,2.071673131139928259e+01,4.250364107717709006e-01,-3.473387048614680513e-03,4.332919046011571296e-01
1.490698139627925514e+02,1.645898939462179513e-03,2.070586584432374622e+01,4.142316565655375094e-01,-3.210445973332462510e-03,1.036968423962068897e+00
1.491098219643928928e+02,1.522383056634580905e-03,2.069341339584096318e+01,4.035979313710673089e-01,-2.967283764167618319e-03,-5.333287567744782187e-01
1.491498299659932059e+02,1.408224496346219571e-03,2.067936517464503865e+01,3.931354999444177101e-01,-2.742441091853081107e-03,-7.211005839230942849e-01
1.491898379675935189e+02,1.302717691204473543e-03,2.066371333891770590e+01,3.828445809664053900e-01,-2.534562543043998410e-03,1.303471139947985913e+00
1.492298459691938319e+02,1.205209517194139350e-03,2.064645103253028324e+01,3.727253447663086972e-01,-2.342390205068555203e-03,-2.359292121664044728e-01
1.492698539707941734e+02,1.115095145924644522e-03,2.062757242566821247e+01,3.627779106884391203e-01,-2.164756259335926750e-03,1.463245583289126239e+00
1.493098619723944864e+02,1.031814968943468467e-03,2.060707274868113714e+01,3.530023448692180543e-01,-2.000577581935771183e-03,-2.917847754326189147e+00
1.493498699739947995e+02,9.548509264942386769e-04,2.058494833051653927e+01,3.433986576144973935e-01,-1.848849118651053024e-03,-1.897030624111527564e-01
1.493898779755951125e+02,8.837238678657404227e-04,2.056119662948443505e+01,3.339668012676534348e-01,-1.708639200310230720e-03,-1.042506915502015907e+00
1.494298859771954540e+02,8.179903964671377588e-04,2.053581626844956176e+01,3.247066676651818584e-01,-1.579083804999096901e-03,-5.590239368581373380e-01
1.494698939787957670e+02,7.572405016721305481e-04,2.050880706202942605e+01,3.156180861122696024e-01,-1.459382295255319713e-03,7.806898622943641008e-01
1.495099019803960800e+02,7.010949805981571241e-04,2.048017004697426202e+01,3.067008210310103733e-01,-1.348792706225142735e-03,1.055376352347110913e+00
1.495499099819963931e+02,6.492031662596026544e-04,2.044990750597417062e+01,2.979545700034292866e-01,-1.246627588838228112e-03,-2.001454560821876727e-01
1.495899179835967345e+02,6.012409971421917975e-04,2.041802299097842166e+01,2.893789617951642579e-01,-1.152250476858995929e-03,9.097582581893548515e-01
1.496299259851970476e+02,5.569087079562309124e-04,2.038452134419345185e+01,2.809735543814334546e-01,-1.065071598778055684e-03,-1.147197654978836301e+00
1.496699339867973606e+02,5.159295202403631989e-04,2.034940871244826255e+01,2.727378335193381131e-01,-9.845454830602323043e-04,2.442337658631769381e-01
1.497099419883976736e+02,4.780473576534601237e-04,2.031269256465116868e+01,2.646712107793167124e-01,-9.101666749070284976e-04,-1.818565012429096128e-01
1.497499499899980151e+02,4.430258732543330968e-04,2.027438169794101697e+01,2.567730226124073645e-01,-8.414679436362731101e-04,-1.728162205326666978e+00
1.497899579915983281e+02,4.106465161189879051e-04,2.023448624754294656e+01,2.490425287237162666e-01,-7.780166409416503122e-04,8.748790922442035711e-01
1.498299659931986412e+02,3.807074433118713555e-04,2.019301768886850823e+01,2.414789112406054150e-01,-7.194126586936755614e-04,-6.993066488436098238e-01
1.498699739947989542e+02,3.530223052904019900e-04,2.014998883410651587e+01,2.340812740157010297e-01,-6.652861318983856187e-04,4.058120647916585999e-01
1.499099819963992957e+02,3.274187742686732118e-04,2.010541383275438321e+01,2.268486415238037956e-01,-6.152946507810561679e-04,-7.919589169409985141e-01
1.499499899979996087e+02,3.037379511051127405e-04,2.005930815647352361e+01,2.197799591425924348e-01,-5.691221233269125150e-04,1.490367842764558082e-01
1.499899979995999217e+02,2.818329105097695038e-04,2.001168858926186189e+01,2.128740924377691413e-01,-5.264760091576084879e-04,5.877026893244571282e-01
1.500300060012002348e+02,2.615680112765779246e-04,1.996257321282674724e+01,2.061298272885137284e-01,-4.870859910592427585e-04,-2.805660213137852951e-02
1.500700140028005762e+02,2.428181512683298443e-04,1.991198137699831250e+01,1.995458707816570865e-01,-4.507025345795966087e-04,-5.021343481533810937e-01
1.501100220044008893e+02,2.254676085902447699e-04,1.985993368345429744e+01,1.931208508384303635e-01,-4.170946783973193467e-04,5.809158226686274018e-01
1.501500300060012023e+02,2.094097085842731528e-04,1.980645195254885849e+01,1.868533177007153934e-01,-3.860493611362268425e-04,1.880432526653576519e-01
1.501900380076015153e+02,1.945459600148211532e-04,1.975155918277930311e+01,1.807417451807287190e-01,-3.573697594413280344e-04,-4.430909665147571563e-01
1.502300460092018568e+02,1.807853015923666790e-04,1.969527952788202541e+01,1.747845309017669602e-01,-3.308738377413581377e-04,2.151282194233147121e-02
1.502700540108021698e+02,1.680438526705739218e-04,1.963763824427274685e+01,1.689799990720364797e-01,-3.063938245432174684e-04,-1.031926694134055189e-01
1.503100620124024829e+02,1.562441092419735301e-04,1.957866164217638882e+01,1.633264021044282255e-01,-2.837746709509341727e-04,-3.614549678799894861e-01
1.503500700140027959e+02,1.453144414344946826e-04,1.951837705642426712e+01,1.578219214348615118e-01,-2.628730696486373912e-04,8.814229003080916724e-01
1.503900780156031374e+02,1.351888902452865132e-04,1.945681277724443348e+01,1.524646714649426638e-01,-2.435570164966204616e-04,1.718650833101820652e+00
1.504300860172034504e+02,1.258064954362366405e-04,1.939399799293073556e+01,1.472527017257332649e-01,-2.257045240166731721e-04,-5.297720061669694003e-01
1.504700940188037634e+02,1.171109135079293167e-04,1.932996275663578345e+01,1.421839980341359222e-01,-2.092028687016296400e-04,-1.366403073096458254e-01
1.505101020204040765e+02,1.090502658197409420e-04,1.926473790568015687e+01,1.372564873693050969e-01,-1.939482509372435800e-04,-9.575782022005724370e-01
1.505501100220044179e+02,1.015766203206002567e-04,1.919835499440382165e+01,1.324680408574882839e-01,-1.798448010176657385e-04,-1.348351992813398681e+00
1.505901180236047310e+02,9.464565239228099819e-05,1.913084625830872199e+01,1.278164750587841292e-01,-1.668039143293005133e-04,1.116940325037082182e+00
1.506301260252050440e+02,8.821653728474446990e-05,1.906224453136213626e+01,1.232995572044680715e-01,-1.547439982031966605e-04,-6.876174203741298729e-01
1.506701340268053571e+02,8.225158852026443206e-05,1.899258316697312310e+01,1.189150093633214861e-01,-1.435897710617261430e-04,3.230753572738425672e-01
1.507101420284056985e+02,7.671593096867545441e-05,1.892189599836395075e+01,1.146605098626240354e-01,-1.332716314281421591e-04,-1.370924340093802041e+00
1.507501500300060115e+02,7.157741906204486738e-05,1.885021726573971179e+01,1.105336980472364922e-01,-1.237254589484966505e-04,-6.547616172247285871e-01
1.507901580316063246e+02,6.680640807115848553e-05,1.877758152446413220e+01,1.065321798523320151e-01,-1.148921594706677472e-04,4.569679356006854931e-01
1.508301660332066376e+02,6.237545044279437694e-05,1.870402360156560562e+01,1.026535294497077921e-01,-1.067170875439120491e-04,4.584248135766240684e-01
1.508701740348069791e+02,5.825922253818233880e-05,1.862957853854116053e+01,9.889529302434285629e-02,-9.914987090642879701e-05,2.179956692006474739e-01
1.509101820364072921e+02,5.443438285640123250e-05,1.855428149087892464e+01,9.525499547807411704e-02,-9.214411708889319141e-05,3.920464979292356267e-01
1.509501900380076052e+02,5.087931778877417604e-05,1.847816768352792849e+01,9.173014231225841419e-02,-8.565693370018886933e-05,2.009978242737046061e-01
1.509901980396079182e+02,4.757406885086694522e-05,1.840127236685556511e+01,8.831822250673386498e-02,-7.964876190255331637e-05,9.865146327392617653e-01
1.510302060412082596e+02,4.450023644067615131e-05,1.832363071562978973e+01,8.501671569185179078e-02,-7.408317035592824570e-05,1.682041595679596435e+00
1.510702140428085727e+02,4.164078609457287302e-05,1.824527778736704064e+01,8.182309415407208741e-02,-6.892648973875971537e-05,5.474042726008893078e-01
1.511102220444088857e+02,3.897997618379246541e-05,1.816624848611097320e+01,7.873482518333668745e-02,-6.414765467739738441e-05,-1.279285782895840939e-01
1.511502300460091988e+02,3.650328738391221261e-05,1.808657746954107992e+01,7.574937800715839109e-02,-5.971804933667608143e-05,-1.043651770420788161e+00
1.511902380476095402e+02,3.419727819413197434e-05,1.800629911172100606e+01,7.286422582846997786e-02,-5.561123429292068321e-05,-5.024546208435365369e-01
1.512302460492098533e+02,3.204952028715951065e-05,1.792544747322415688e+01,7.007684780713296924e-02,-5.180280832679043390e-05,-3.402649044590253524e-01
1.512702540508101663e+02,3.004854357169342536e-05,1.784405621937131770e+01,6.738473546275884629e-02,-4.827028711197003279e-05,1.422957580760892293e+00
1.513102620524104793e+02,2.818372683311892371e-05,1.776215859055304236e+01,6.478539445951304876e-02,-4.499289641969856735e-05,-1.564079678938889995e+00
1.513502700540108208e+02,2.644524561364814861e-05,1.767978737780588006e+01,6.227634634395986385e-02,-4.195146077945567312e-05,-8.133523836289358044e-01
1.513902780556111338e+02,2.482402689768084455e-05,1.759697485242703507e+01,5.985513433974893466e-02,-3.912830415935560199e-05,-1.047703032136243051e+00
1.514302860572114469e+02,2.331166519992306559e-05,1.751375274739260135e+01,5.751932454038589937e-02,-3.650709160237593405e-05,8.479992221459163870e-01
1.514702940588117599e+02,2.190038334336229952e-05,1.743015223639202915e+01,5.526650758522914236e-02,-3.407274410981889592e-05,-7.138229337738685176e-01
1.515103020604121014e+02,2.058299359880061806e-05,1.734620387572946498e+01,5.309430372061146874e-02,-3.181135515754044589e-05,-1.854543967294161932e+00
1.515503100620124144e+02,1.935283308975709889e-05,1.726193759823926754e+01,5.100036321727731414e-02,-2.971006914227742238e-05,-2.074452485799726187e+00
1.515903180636127274e+02,1.820373550117065746e-05,1.717738269327210077e+01,4.898236819497887862e-02,-2.775701814413259806e-05,2.858282501805707310e-01
1.516303260652130405e+02,1.712999677139207094e-05,1.709256776321116789e+01,4.703803669437474355e-02,-2.594125040231485104e-05,-1.656329198289576476e+00
1.516703340668133819e+02,1.612632616803333851e-05,1.700752072828204220e+01,4.516512238540296154e-02,-2.425263827079003929e-05,1.074163644753680202e+00
1.517103420684136950e+02,1.518782619809239186e-05,1.692226880582303750e+01,4.336141667285343948e-02,-2.268183153078366394e-05,1.035843289746428031e+00
1.517503500700140080e+02,1.430996122777486432e-05,1.683683848387288151e+01,4.162475150285731978e-02,-2.122019458908908107e-05,-1.162148749016169491e+00
1.517903580716143210e+02,1.348852256342319408e-05,1.675125553308980386e+01,3.995299861046710393e-02,-1.985973995440089442e-05,-3.694284916323827828e-01
1.518303660732146625e+02,1.271961294622678407e-05,1.666554498507064963e+01,3.834407192394950759e-02,-1.859309173551632174e-05,-1.032559507853740045e-02
1.518703740748149755e+02,1.199961823930756534e-05,1.657973112484022238e+01,3.679592886462557805e-02,-1.741343112197997787e-05,-1.526640184162222358e+00
1.519103820764152886e+02,1.132518419566844363e-05,1.649383750413760197e+01,3.530656956729751050e-02,-1.631445061823379427e-05,-1.269268809803674625e+00
1.519503900780156016e+02,1.069320277318035974e-05,1.640788692144696626e+01,3.387403935065601279e-02,-1.529032300737028562e-05,-6.705429411712076071e-01
1.519903980796159431e+02,1.010078798738966530e-05,1.632190143227801471e+01,3.249642849940575368e-02,-1.433565607646611644e-05,-7.576636671159990566e-02
1.520304060812162561e+02,9.545261106678292184e-06,1.623590235837432516e+01,3.117187192471109966e-02,-1.344546176455827778e-05,2.340448746754772158e-01
1.520704140828165691e+02,9.024137630931391551e-06,1.614991027469080365e+01,2.989855119147392243e-02,-1.261512848216021407e-05,-1.918904810976585606e+00
1.521104220844168822e+02,8.535108117942816636e-06,1.606394503207032542e+01,2.867469316645004235e-02,-1.184038556125193872e-05,1.973107595144042992e-01
1.521504300860172236e+02,8.076028565870248867e-06,1.597802575971960870e+01,2.749857039306325551e-02,-1.111728187443204816e-05,-1.584745373357531739e-01
1.521904380876175367e+02,7.644907926477439032e-06,1.589217086494295295e+01,2.636850204558886107e-02,-1.044216098657759715e-05,-3.090733421587334440e-01
1.522304460892178497e+02,7.239894140541177234e-06,1.580639805919819985e+01,2.528285221217070264e-02,-9.811634986682582209e-06,-5.055121172153957954e-01
1.522704540908181627e+02,6.859267148414067359e-06,1.572072435609537244e+01,2.424003080502081658e-02,-9.222568438530105063e-06,9.824159965950037821e-01
1.523104620924185042e+02,6.501427163071735733e-06,1.563516608584953183e+01,2.323849316535184575e-02,-8.672056367650429992e-06,1.516397738132263528e+00
1.523504700940188172e+02,6.164885679204659550e-06,1.554973891661007990e+01,2.227673869196093726e-02,-8.157406528950402299e-06,-5.036190833876155182e-01
1.523904780956191303e+02,5.848259103180020720e-06,1.546445785368551284e+01,2.135331178796520332e-02,-7.676125588989504039e-06,-2.167716023150748073e-01
1.524304860972194433e+02,5.550258876886881973e-06,1.537933726482771135e+01,2.046680034607262916e-02,-7.225901101180281860e-06,-1.633874950312214969e+00
1.524704940988197848e+02,5.269685778172148856e-06,1.529439089355119386e+01,1.961583510774923822e-02,-6.804589433160174071e-06,-4.496958504459369621e-01
1.525105021004200978e+02,5.005423809623435562e-06,1.520963186503120923e+01,1.879909004410976539e-02,-6.410203473627992185e-06,6.405459333115111065e-01
1.525505101020204108e+02,4.756432595702204368e-06,1.512507271495421080e+01,1.801528036108659622e-02,-6.040898804690737949e-06,-1.475692338293451422e-01
1.525905181036207239e+02,4.521743526248112013e-06,1.504072539598146996e+01,1.726316254673377140e-02,-5.694965022907871157e-06,3.110105782260459972e-01
1.526305261052210653e+02,4.300453860315367808e-06,1.495660129373298908e+01,1.654153376742029460e-02,-5.370814732465406456e-06,-1.540921243301149879e-01
1.526705341068213784e+02,4.091721610510667242e-06,1.487271125110124004e+01,1.584923014524700774e-02,-5.066973855975953549e-06,5.625600674526518713e-02
1.527105421084216914e+02,3.894762259626306284e-06,1.478906557318354054e+01,1.518512704195990222e-02,-4.782074485389635165e-06,6.263976989149958596e-01
1.527505501100220044e+02,3.708843592985819842e-06,1.470567405101483516e+01,1.454813758208336159e-02,-4.514845638366251241e-06,7.278540431529247900e-01
