N,P,L,L_noisy
4.832905164313068269e+00,6.511787728087984561e+00,2.449567855210098344e+00,2.460827140746610020e+00
1.929738125178597441e+00,1.187951375499820195e+01,3.391066969943042686e+00,3.389931934181671380e+00
3.657353293481716783e+00,3.888471675350881895e+00,2.401578927286813325e+00,2.398756133755886033e+00
1.247767168645314895e+00,1.954827973395853036e+01,4.427007638097514075e+00,4.430597576702207441e+00
1.948810816858161932e+00,2.768718294797985369e+00,2.495129523500386082e+00,2.489440798931806587e+00
6.066237450804825571e+00,2.279921393373606975e+01,2.683617473111815421e+00,2.686184242805190525e+00
1.103922946068491173e+00,2.514346287158405246e+01,4.941826752042377535e+00,4.933306397912632590e+00
3.160662807267763608e+00,8.530018875509043141e+00,2.780834713713131734e+00,2.790811533277461898e+00
1.595974562654105533e+00,2.114985245818086312e+01,4.080708084622749254e+00,4.080336519972200371e+00
1.216280951564979418e+01,2.860508984313661784e+01,2.369540554442576052e+00,2.367254858004442131e+00
1.335927785496666464e+00,1.025307493343044563e+01,3.705032530946166247e+00,3.698312330878838150e+00
9.909168341047902118e+00,2.623696306258850086e+01,2.444596790436301958e+00,2.443693250531341565e+00
5.278513436781558932e-01,1.945128188542635783e+01,6.301345437531923110e+00,6.301613834789772106e+00
3.011047544985927082e+00,2.492094260147766960e+01,3.323081641900286876e+00,3.319280731029564890e+00
3.474741048890260586e+00,4.573950738800835580e+00,2.479973719389617859e+00,2.485790811263711930e+00
2.637544669641328721e+00,6.038181705105937880e+00,2.741236633929721833e+00,2.739447825336065900e+00
4.184634272679184974e+00,2.507083357277076097e+00,2.223704783850138700e+00,2.224029855321070670e+00
1.591904269458841092e+01,2.735169219500626525e+01,2.263254964170967387e+00,2.264536242954959366e+00
4.254481779038824740e+00,2.436352657260028565e+01,2.971306346547902155e+00,2.977970500046763558e+00
1.418988664579309322e+01,3.110570890384654419e+01,2.321399975170390650e+00,2.319351576010674876e+00
9.918088922039107302e+00,8.870649908847115128e+00,2.248922905705141861e+00,2.249139433509743657e+00
1.115994313803038818e+00,1.787873716092697762e+01,4.533688607035386120e+00,4.535026767461773467e+00
1.696122464668917695e+00,1.982082216848954914e+01,3.932887383420975880e+00,3.935827112773912173e+00
9.536614474957433307e-01,1.845967079098628005e+01,4.871277470692787048e+00,4.861974405190232495e+00
1.212848825551682808e+01,2.781609465235839806e+01,2.366227638453041848e+00,2.371858787076525754e+00
7.416815589041197976e-01,2.392389902098751264e+01,5.806802406795674720e+00,5.806074223043050431e+00
1.666646153900096294e+01,2.123896704594241847e+00,1.966965281974201396e+00,1.963238828279929793e+00
4.849966863241926163e+00,1.582888773142169114e+01,2.721720723051674895e+00,2.721456707969844846e+00
2.917852129172107567e+00,2.144658176362016633e+01,3.282458723153231617e+00,3.272737209290132565e+00
5.009929148860933878e+00,1.095430621881724065e+01,2.586747633274971481e+00,2.582802114957269524e+00
4.520552748627834738e+00,2.349346062129301771e+01,2.907157611890849314e+00,2.907993564013772403e+00
6.319406844043990112e+00,2.635204267853089988e+01,2.696532438773607154e+00,2.703229230967352681e+00
4.609776826867668653e+00,3.659589583916453837e+00,2.302334006745221373e+00,2.301824632396134884e+00
1.750360108380728086e+00,1.329324013163534879e+01,3.583794959610161701e+00,3.585681237195256887e+00
1.980815743255734063e+01,2.246380027878793584e+01,2.174693802997582637e+00,2.173130802392527983e+00
6.248282324231936968e+00,1.779582608585491599e+01,2.598420030361224597e+00,2.602640617304352588e+00
2.944520163825474768e+01,2.533384913794085236e+01,2.091722344885272644e+00,2.089637543767453920e+00
8.533691396024745135e-01,9.391079900735116226e+00,4.202538798915043117e+00,4.204757422817468004e+00
2.359952385078562642e+01,1.441889515437192237e+00,1.909780287170019353e+00,1.908021830604651470e+00
6.482068244722023920e+00,2.492747382773853815e+01,2.665253725123331030e+00,2.660331335859986268e+00
8.057252476380753592e+00,1.334911466657934476e+01,2.403166924648960645e+00,2.398118440860971479e+00
2.358254894237998300e+01,3.029166138575046929e+01,2.159080298407814347e+00,2.155774874939763386e+00
6.457138080913854550e-01,1.444643423739091714e+00,2.386488130338779268e+00,2.392213563400372500e+00
1.084158847567441741e+00,1.411600844525064602e+01,4.321886453966913955e+00,4.337778915307969108e+00
5.172646392666806925e+00,1.572792610852336104e+01,2.677799143814395322e+00,2.676721211011905854e+00
1.692860638169052745e+00,1.349649130270274355e+01,3.636773183082629757e+00,3.633013704364633778e+00
5.348138094413994459e-01,7.633657587706768055e+00,4.535913199812671159e+00,4.538508987320102328e+00
1.647610089355071805e+00,1.150451043691037789e+01,3.547665663244076395e+00,3.550048140358418980e+00
8.452812821724652537e+00,4.121899588739515785e+00,2.160650154994717465e+00,2.157937703199677593e+00
8.175481547980375296e+00,1.214675125621902474e+01,2.377405152420938972e+00,2.386958538655139517e+00
5.524121451640645608e-01,1.146714768535268014e+01,5.198074005156037458e+00,5.202405438244450231e+00
1.879245871845943494e+00,2.258934727153945232e+01,3.878514638883619359e+00,3.883191940259895780e+00
1.671109825990219377e+01,4.769895497365783221e+00,2.044064556250160258e+00,2.044351374206573091e+00
7.238584165263571180e+00,2.929354855306074867e+01,2.637190101104483375e+00,2.637811782087989165e+00
6.309087144599982544e+00,7.314168603794089840e+00,2.368950946815021386e+00,2.373796393751659739e+00
2.694549159200180100e+01,1.268522146639736903e+01,2.052612090794772914e+00,2.045620682890418429e+00
1.920467634841767302e+00,2.868616332872033325e+01,4.020561935006084830e+00,4.016510439699452206e+00
7.030407107962870494e-01,3.118193963157252924e+01,6.389794498567789915e+00,6.390221838488054473e+00
6.331007555800544750e+00,3.110744259984736004e+01,2.740366032464234269e+00,2.733025247134799329e+00
6.874233065285514144e+00,2.389592041496777242e+01,2.618193507602275094e+00,2.626407039762896911e+00
4.715834723901620507e+00,2.486744563342462300e+01,2.892640510047608693e+00,2.889514943325457885e+00
2.489088807662634295e+01,1.291447474954108898e+01,2.068811422426769298e+00,2.066657178688234620e+00
8.109200115094042260e+00,2.441956459471334995e+01,2.530058030200695196e+00,2.531676726225769336e+00
6.599821184027609977e-01,4.411767457595534125e+00,3.501004170456456510e+00,3.508547914673144863e+00
7.088776430098479686e+00,2.027957348678510030e+01,2.560138699407570329e+00,2.559922823232997136e+00
6.564389556943385218e-01,7.552538113157935662e+00,4.254266009688150163e+00,4.250423721856746440e+00
5.167549961635068634e+00,1.375527683337034013e+01,2.637673017836398515e+00,2.633002262176679320e+00
3.915489376967324908e+00,4.529706381588352038e+00,2.426161733893858141e+00,2.427324766984480853e+00
5.059458745144835845e-01,1.823769032635754517e+00,2.611199883799697918e+00,2.608299531662916504e+00
1.117912881910124945e+00,5.820617288198268291e+00,3.369171034067015569e+00,3.381044980822745405e+00
2.774626008076817474e+00,1.467078905609317019e+01,3.141299892245790204e+00,3.147595707276928501e+00
1.848653859332868521e+00,2.465253273737339867e+01,3.968585804638286252e+00,3.952740802124290909e+00
8.616381677484434842e-01,8.345273077489510527e+00,4.042093006934339705e+00,4.037444143190545454e+00
6.248760121117809874e+00,4.618398735613272521e+00,2.265216804786270632e+00,2.266983033583968243e+00
2.377886436532395820e+01,3.185459737030865490e+00,1.960285394799716086e+00,1.971859504160088150e+00
5.868178776712277278e-01,1.506303555539459893e+01,5.569951348091607635e+00,5.559854336455674506e+00
1.172973515290764723e+01,1.344418219876702736e+01,2.263206496913546584e+00,2.260991693927915769e+00
2.121619565267581553e+00,1.659440227739571583e+01,3.502258107326823300e+00,3.508284012397067109e+00
1.520234031711960032e+00,1.824051811083641184e+01,4.031980077599254919e+00,4.028512535837001529e+00
1.289701736978549818e+01,9.760009245720633331e+00,2.187310504880973117e+00,2.187667500695460898e+00
2.268080529778195498e+01,8.867472696483236660e+00,2.052185745498612768e+00,2.049683302676529095e+00
2.782323378398266556e+01,3.125884188259891516e+01,2.121369245307860307e+00,2.124727043589767828e+00
2.281650361550968498e+01,2.073623725765279424e+00,1.934353186576697636e+00,1.928857068397974661e+00
8.326884094852327056e-01,2.078845076534018688e+01,5.318560486994326375e+00,5.318675364113620851e+00
5.236634723108231082e-01,6.990032272885681408e+00,4.413283015861174441e+00,4.406007391241919535e+00
1.067198569071546110e+01,2.348563487302795494e+01,2.391337575723059050e+00,2.396223071172394192e+00
1.141770281669615805e+01,1.380943737061699572e+01,2.276412718917688593e+00,2.279439116971684332e+00
9.202726817169986084e-01,2.531921195731983687e+01,5.361133294927212134e+00,5.360951147962929930e+00
5.215787167640779209e+00,3.099994888246085623e+01,2.884461851316012737e+00,2.884646776668913670e+00
6.986586105589528195e+00,1.268260267863062829e+01,2.455673629512245437e+00,2.455810492791668409e+00
2.393422358544559980e+00,1.375350026307562068e+01,3.253358828121324819e+00,3.251512151507525594e+00
9.991142073773835452e-01,2.842656804345190835e+01,5.317154094391860042e+00,5.317939143688389159e+00
2.010775352303791674e+00,2.447073827971947324e+01,3.835275340499635810e+00,3.837109702723663140e+00
1.583895808646309300e+00,3.097303677081384521e+01,4.420403164495780857e+00,4.420059155229813186e+00
5.159702278355094984e-01,1.439691106209312643e+01,5.757642807371460947e+00,5.754670063418901194e+00
1.546066050280324289e+00,2.774825692989847425e+01,4.369084829330362574e+00,4.367052040275641644e+00
1.383828519456595796e+00,3.129352589293031528e+01,4.697502340164140477e+00,4.695209735741590507e+00
7.949811458490183114e+00,1.905097100887571671e+01,2.485781725381502660e+00,2.488052590285718235e+00
6.796959885873357976e+00,4.636401653742720619e+00,2.240801874712512909e+00,2.241574354850779827e+00
7.949376877785303996e+00,9.176185566612378608e+00,2.330763021348564834e+00,2.340627932991445892e+00
1.659338618849566682e+00,1.633405680366606560e+01,3.811664606232226582e+00,3.810798417622752954e+00
5.704428209418296092e+00,1.493177693607298195e+01,2.603253705353250513e+00,2.603630908158450108e+00
8.187074658776589686e-01,1.649394605560020466e+01,5.026193492548798325e+00,5.023047325219873294e+00
1.143996943165868174e+01,2.198709687276583580e+01,2.351503935896643416e+00,2.352009927593415206e+00
2.346013522442930821e+01,9.477063101632403175e+00,2.052205827600314336e+00,2.049982464394887849e+00
1.146590998537068806e+01,1.624109224797004458e+01,2.301064788462020783e+00,2.296769067414269561e+00
9.987557083265262037e+00,1.269873700449720033e+00,1.968758467409853052e+00,1.969566250489644954e+00
5.195953354243835420e+00,2.359207863446979658e+01,2.800629727252757828e+00,2.808586152939871461e+00
1.134692000129228795e+01,1.914045931499008546e+01,2.331758221606601733e+00,2.327431314604378354e+00
3.344105622939597122e+00,7.159246629621225821e+00,2.672015017838677675e+00,2.668758208434106827e+00
1.435415048670532379e+00,2.660114413015684676e+01,4.469486847568094667e+00,4.469288557205636003e+00
1.212098480554387336e+01,1.794727191014009193e+01,2.297172232937771952e+00,2.298439116202479315e+00
4.152262650889620765e+00,2.020754445360895346e+01,2.921927501772994429e+00,2.928427624625345338e+00
2.208249533029893286e+01,9.182108295221347305e+00,2.060210268721860860e+00,2.056967947357136506e+00
5.523621831798640969e+00,2.050456011692217473e+01,2.714857872307648634e+00,2.714153860206858671e+00
4.451363402724517471e+00,4.848021083396080400e+00,2.396318618306453985e+00,2.392326039822340711e+00
5.860968553015151183e-01,1.248585881363782235e+01,5.240271740974693060e+00,5.235870879034874470e+00
1.236492031449385909e+00,8.810744963933789364e+00,3.658349773788687198e+00,3.655952290584376208e+00
9.481098735439829284e+00,3.081183530770411849e+01,2.496988011626573467e+00,2.491368305318800491e+00
3.015551633616982752e+00,2.829385250606947722e+01,3.384921918145673558e+00,3.387105744603922552e+00
2.213169411417387522e+01,2.218169208226011690e+01,2.144914000987494074e+00,2.150114895337170928e+00
6.206764780863462505e+00,6.641702159250628235e+00,2.352152153920217259e+00,2.349500346555165819e+00
1.473167588747636980e+00,5.830895648542740339e+00,3.135756035183093537e+00,3.132164244468937486e+00
1.363902409367035551e+00,1.057637709371090118e+01,3.707131849813800617e+00,3.713661878326255827e+00
1.649515649501397396e+00,7.475023475516779037e+00,3.224196323570398981e+00,3.223028389460592447e+00
1.216214241905602123e+00,7.849086262092034083e+00,3.568576426568337734e+00,3.575903478266079905e+00
4.408159519179201347e+00,1.733224321396367884e+01,2.819492194208128577e+00,2.804912958324407235e+00
7.069907179965542188e-01,1.976039612522118460e+01,5.616911935792948896e+00,5.615972664726486485e+00
5.339111572744693390e+00,1.818808270493054735e+01,2.701502978877092787e+00,2.696298987495584054e+00
2.895611280438191493e+00,2.645260827671729587e+01,3.398441215534484527e+00,3.395653991269218963e+00
1.826713089128232426e+01,1.269300354494815686e+01,2.132510848240399159e+00,2.136421594463347340e+00
1.918018016466937326e+01,2.351522227184722702e+00,1.960406729300050666e+00,1.965690355025317304e+00
1.687920183563993426e+00,7.689342390912057290e+00,3.223514140206069190e+00,3.222519646063602305e+00
1.092049816639832693e+00,9.355161449724171518e+00,3.868861063842055525e+00,3.873415616385386784e+00
2.813974084143588961e+00,3.099728566763249926e+00,2.413909728611673966e+00,2.408179065694773691e+00
3.974642584930013989e+00,2.669661448185777441e+00,2.254915335654453123e+00,2.256141427211184158e+00
9.187492601507869949e+00,2.858951611464592535e+00,2.084119480196618746e+00,2.083214748523778859e+00
2.661129567509762950e+01,4.428610303689517913e+00,1.971478774001310219e+00,1.962842170314395007e+00
1.951555118031016889e+01,1.658505243733506873e+01,2.145854606658435859e+00,2.150232892202861734e+00
2.539322281954405014e+00,1.452098563496607397e+01,3.223333498247952011e+00,3.219840562067027623e+00
4.734978694675058719e+00,2.787455642100299258e+01,2.928538865244580958e+00,2.930571251999198878e+00
5.399135790966170134e+00,2.396352510682590520e+01,2.777581125265741857e+00,2.773624407154290594e+00
1.828758135830307197e+01,1.202451679673233365e+01,2.126272507000389389e+00,2.127020536532388206e+00
7.703169199505977005e-01,4.344408549019131982e+00,3.365370967724740314e+00,3.368312113551408249e+00
1.410792706526862261e+01,1.871845538522095254e+01,2.252048824985480202e+00,2.251910977404778524e+00
1.465145292149113265e+00,3.082206830412261311e+01,4.567213563256568243e+00,4.564705145028474575e+00
7.764642322411808850e-01,1.237986376664292720e+01,4.719588654989120613e+00,4.722495319575855888e+00
2.765919333159018834e+01,3.089519213689537835e+01,2.121764477794378045e+00,2.122706624304510736e+00
2.072616896314547930e+00,1.508454553767535167e+01,3.468313831407021652e+00,3.466100163423245117e+00
1.068446317522798417e+01,8.956265596900092163e+00,2.227791827971029370e+00,2.227901046449929812e+00
2.214054879674625553e+00,2.036064574328066712e+01,3.579844784151486436e+00,3.579330352773542057e+00
1.643761376418895859e+00,2.707885799225427448e+01,4.237930125856027352e+00,4.236124269889982585e+00
4.624630465211080121e+00,4.149176323268861211e+00,2.336645880152360188e+00,2.341054309019249047e+00
1.297730423267840605e+00,2.931133510300302447e+01,4.765664060947097269e+00,4.774258532897689200e+00
1.360169749841748210e+00,1.321670069741260356e+01,3.911312253985321341e+00,3.908664522477106384e+00
6.157586260306138204e-01,1.322507001685313099e+01,5.245524474586663821e+00,5.244842319064459524e+00
9.325261082879150010e+00,2.255617443974838920e+01,2.444030680642688580e+00,2.439243759372940357e+00
2.174101415795428949e+01,2.649133972636741063e+01,2.167177069840580561e+00,2.160436209100518479e+00
5.102141950391271275e-01,4.445892117090132878e+00,3.711371735515273773e+00,3.716957271160030718e+00
1.628126009901055715e+00,1.435930431843941513e+01,3.735512230935541300e+00,3.732074917553661830e+00
1.760436431348224673e+01,2.380370319898210596e+01,2.214462470633415947e+00,2.216078565368640341e+00
5.855577739215795496e+00,1.502695856257562923e+01,2.590015090559365518e+00,2.583161135217053594e+00
8.464301319494935694e-01,3.123907659861994546e+01,5.868718073440289729e+00,5.865444883981460578e+00
1.337917378912650390e+00,2.100765452235043540e+01,4.373936561320895144e+00,4.376221975459696267e+00
1.169077271443174304e+00,5.473343850378347142e+00,3.273115511590619864e+00,3.275408169243940737e+00
5.743228866939937838e-01,4.325571566454517125e+00,3.580309240896855094e+00,3.581399714992212768e+00
8.465116345878752613e-01,1.430400644917500053e+01,4.765864316970076509e+00,4.767825010180308354e+00
8.413093178277082362e-01,1.862749314260811317e+01,5.140922667172267424e+00,5.141928084578304414e+00
3.933674429059426547e+00,1.487217812410302820e+01,2.848769530432654573e+00,2.853702501840160277e+00
1.161528345362324366e+01,2.720915133944258102e+01,2.380565876360151378e+00,2.388976454754401235e+00
4.188133671844316730e+00,1.997951171941618043e+01,2.910662140562449096e+00,2.913399506557902363e+00
7.342826464030568268e+00,2.986586743991264825e+01,2.633100843404499791e+00,2.632461521251325376e+00
1.863573076556550845e+01,2.964224576654859078e+01,2.222863866499446228e+00,2.217645906237589060e+00
1.222909122230124623e+01,1.760620223580266597e+01,2.291062205662792284e+00,2.288550210614745950e+00
7.522412917455977288e-01,1.318388298825041716e+01,4.866155561729940793e+00,4.864454496221687130e+00
5.581061467612392635e-01,6.602677425557429203e+00,4.243844096461534043e+00,4.250959125716773812e+00
2.251040718528373219e+01,2.277592191606088434e+01,2.143341103317250695e+00,2.135520929887038122e+00
1.454368351280164617e+00,2.049533318740509102e+01,4.206316167755127289e+00,4.202249615594286780e+00
1.713782367854272692e+01,1.741383247167896542e+01,2.184999825364058790e+00,2.179761505844898473e+00
1.021521373481609984e+00,2.934186461562041615e+01,5.304101633912257086e+00,5.308341812558444950e+00
1.830426021528407787e+01,1.347854538474943453e+01,2.138695225545090395e+00,2.135126281239941637e+00
3.033350659524586490e+00,1.653400802990023521e+01,3.115086019257432337e+00,3.105813458477737488e+00
5.628348382739796207e-01,1.701902717113616248e+01,5.886456243888092743e+00,5.876084130009440187e+00
2.868256700493347822e+01,1.081117270925522078e+01,2.029037594968290392e+00,2.030466875004283800e+00
8.068359511172931153e-01,1.472666316151618204e+01,4.895107698660866369e+00,4.886826182375670236e+00
5.508187509592904485e-01,1.465976798903239420e+01,5.654066085042915191e+00,5.659437024529874627e+00
1.327469436494678412e+01,1.812530884157668609e+01,2.267407831453323919e+00,2.272587161311213855e+00
1.900442081944476502e+00,1.475823391053735278e+01,3.557925870609222496e+00,3.552115232965114444e+00
5.692785361916465892e-01,1.162781098102429844e+01,5.168861991878951123e+00,5.167014948719488743e+00
5.254776067090900504e-01,7.122224143396404195e+00,4.440726537372484906e+00,4.440675002362550750e+00
2.647504966711260899e+00,2.757122268025130651e+01,3.530940158668524287e+00,3.523307044814868672e+00
7.697402757501684567e-01,1.699222750912944946e+01,5.195319824580733048e+00,5.188973562103967652e+00
2.114367372799656142e+00,2.759703326968644177e+01,3.843267041213723090e+00,3.839914402959482054e+00
8.311403161092519198e+00,3.042573523169313177e+01,2.564737348617144086e+00,2.564358588461866262e+00
2.454350950281741461e+01,1.010141351242825181e+01,2.049857104687947462e+00,2.051027396288633842e+00
1.662767726271522584e+00,1.959731060121002244e+01,3.953927280279236012e+00,3.944332819299995574e+00
5.276920859422962629e+00,3.036837076029291538e+01,2.868594142936943481e+00,2.869580755936443239e+00
8.931832939227220436e+00,7.316516240001254445e+00,2.247575894622455994e+00,2.246783577522186715e+00
1.292356149029100898e+01,9.164807846658073132e+00,2.177931644936700106e+00,2.176386330436711258e+00
3.773154408369107760e+00,1.856413088723114768e+01,2.969162199713295980e+00,2.966634688185393998e+00
1.275763768137249343e+01,3.963683356910745914e+00,2.069622885342584873e+00,2.074535011438402243e+00
3.311615835437587751e+00,3.954359025843209530e+00,2.446492646693766648e+00,2.454074678744709637e+00
1.048353901952763501e+01,4.606315290578556265e+00,2.129192164134668719e+00,2.126674109504763432e+00
6.716640532495289584e+00,3.018746154918302338e+01,2.692379550498355645e+00,2.691295730867408142e+00
3.350316615748336169e+00,2.960771004765803127e+01,3.286684172076812072e+00,3.278514833454756694e+00
1.764539115129236890e+01,3.098424745790958923e+01,2.245076891096855931e+00,2.242828445867573350e+00
1.798109783519455052e+00,1.374130675670533641e+01,3.575069236314878829e+00,3.578271998032453549e+00
2.177149411370630894e+00,5.294672540420817697e+00,2.793246485285783898e+00,2.792508669321131176e+00
3.608861083604840037e+00,2.174422216526320994e+01,3.074275609115741048e+00,3.075830690481696550e+00
6.424471083193884491e-01,1.260394138974356082e+01,5.085358386272118558e+00,5.084587952504541875e+00
5.636622106223723172e+00,1.495867063239698247e+01,2.610713138698531388e+00,2.610994444067126885e+00
5.520890595625275177e-01,5.088082842512500648e+00,3.849358874831601440e+00,3.852490887236548645e+00
1.735582538427009780e+01,4.988035569460480545e+00,2.042413508477910256e+00,2.046052801267903121e+00
2.082781835301666273e+00,5.999774558720842421e+00,2.893534773569868435e+00,2.883629074050162888e+00
1.898025674848712896e+01,2.829259977213069277e+01,2.212095169324284516e+00,2.210859968682635568e+00
9.217042649843688595e-01,2.386733416676626618e+01,5.278331765069665948e+00,5.263649731003595456e+00
9.387885889065557876e+00,2.205093741949048791e+01,2.436526478382955663e+00,2.436472653308663361e+00
5.496693971206873641e+00,1.502028798202296045e+01,2.626723304325021324e+00,2.623884351517546065e+00
5.091384678625714422e+00,2.487230138779280608e+01,2.832668666120308210e+00,2.829603814669053197e+00
2.046180193637790978e+01,1.164506295136682823e+01,2.098236953243652891e+00,2.105940603068768624e+00
7.132439876549397928e-01,4.864541041711925473e+00,3.563892223932603631e+00,3.565599706634819288e+00
2.142177320881202718e+01,1.341811899911407835e+01,2.102678847200878387e+00,2.108260837412784916e+00
1.576652416302554593e+00,2.269197998603132760e+01,4.160200244541309544e+00,4.163270578696131707e+00
1.413543458395935870e+00,2.228665653021431936e+01,4.332365946179435490e+00,4.340738342143304784e+00
8.249983154748838032e+00,3.153855443001108583e+01,2.576797582438273171e+00,2.575527084385853538e+00
2.714450578972156691e+00,2.020104391656898102e+01,3.330890628843839796e+00,3.329585148447472331e+00
8.657892817618094705e-01,3.522902130776420115e+00,3.059422575333475613e+00,3.058931481015959797e+00
4.911786580277383685e+00,1.437907127689071984e+01,2.682786405361337945e+00,2.694997916851917807e+00
1.805395212673026961e+01,2.745210436086881955e+01,2.223651990312843107e+00,2.221448754958433636e+00
5.184318171469060044e-01,2.807308047186421263e+01,7.112492205201624174e+00,7.112605515583250160e+00
2.597519039768561466e+00,2.993320462562786233e+01,3.602432378800039636e+00,3.609287410887224823e+00
1.041202801865530825e+00,5.154512156942023360e+00,3.312474780834099075e+00,3.317076534300539503e+00
9.099773334582138773e+00,2.224122242939976957e+01,2.452743797242543433e+00,2.450254320788593176e+00
1.254753667810675921e+01,1.929035312645133615e+01,2.296043786079845272e+00,2.304755824083748017e+00
8.928136859525910296e-01,9.541940444047758874e+00,4.159471910849684484e+00,4.161869294218764281e+00
1.587163938220207804e+01,6.220318249678839173e+00,2.082317721980023961e+00,2.089549084700130344e+00
1.795760559351637475e+00,5.546064074008125289e+00,2.949939768846927102e+00,2.952965834493019415e+00
1.077325433602231897e+01,1.673909654005144532e+01,2.328946644478790073e+00,2.332834858396052091e+00
8.472187840414590054e-01,2.597059736427383925e+01,5.597151256227309801e+00,5.593438687109514085e+00
3.473384295593093363e+00,2.849699540840681067e+01,3.230185122821262134e+00,3.237276463706713958e+00
7.135348958695308497e+00,2.871945804950983927e+01,2.641202637365575701e+00,2.637697794323993872e+00
3.794606130598879190e+00,2.894062758409780045e+01,3.145600210071846536e+00,3.145984592173706851e+00
8.406191549893136994e+00,8.023439920360594613e+00,2.284365497275327783e+00,2.289801695010265092e+00
1.195485559304795409e+01,2.568869895783987189e+01,2.359309417290940125e+00,2.357612404633406822e+00
2.237622564779622891e+01,3.193969600141845433e+01,2.178142076022176354e+00,2.178739068290385550e+00
7.130224773159617335e+00,1.178801290592628526e+01,2.429410039727541548e+00,2.429451497018829897e+00
1.027628207002708738e+00,1.598932123173985964e+01,4.555244332206545899e+00,4.556028022281403800e+00
1.160888675384992830e+01,8.587600593651064429e+00,2.197422341222233122e+00,2.200373946955412219e+00
2.834325549410692702e+00,1.353724193918451313e+01,3.080955045102999001e+00,3.073464490255418458e+00
8.733200462178324130e+00,2.049944476179585706e+01,2.455756904025923504e+00,2.453136135818120511e+00
8.403733174426371022e+00,3.708108345947080053e+00,2.143785661393417197e+00,2.154112919151114802e+00
1.891071724775361673e+01,2.889664376047300820e+01,2.215562355706313991e+00,2.205793995741711200e+00
5.581899970241742004e+00,1.638841950690261484e+01,2.642643501505911097e+00,2.639458911126823626e+00
1.279409874942445846e+00,1.423693981373870709e+00,2.255514861639534185e+00,2.259507162357550225e+00
2.638396073113150386e+00,7.837137981778182549e+00,2.868253560163399829e+00,2.859048442368155918e+00
6.346371792001422207e+00,2.931810637330885072e+01,2.722574322012030201e+00,2.718265457288218556e+00
5.175564642591257147e+00,2.697195143310830900e+01,2.846060130939531252e+00,2.842042336894458288e+00
1.104760929745593590e+00,3.011081072134837910e+01,5.150714674846357255e+00,5.158551114363761236e+00
1.459566614459747136e+01,1.679477686372715084e+01,2.226616966771433059e+00,2.222273463052681919e+00
5.362083407701813798e+00,2.309201666182661583e+01,2.771172945694212242e+00,2.774333217792234407e+00
5.304080395864620989e+00,7.450461957250457345e+00,2.446484461453415804e+00,2.443335095842269933e+00
1.157885743058560957e+00,1.182378364899585321e+01,4.032312944644846020e+00,4.032365201217196216e+00
3.742386419108072459e+00,1.995883254980768129e+01,3.005625636576232829e+00,2.999961180125937599e+00
1.502287108591606746e+00,2.942659494152055188e+01,4.475691617102295794e+00,4.468335582417665819e+00
1.973401860320039836e+00,1.081179992716067773e+01,3.304667797795624029e+00,3.302325459539641628e+00
2.027206746465229692e+00,3.753134165240274989e+00,2.643098502163333308e+00,2.636217622779535752e+00
5.970179306165778854e+00,9.716956310286509080e+00,2.463473883765156192e+00,2.462591643437598066e+00
2.300606387355879079e+00,3.818661072981983651e+00,2.591260019263587733e+00,2.591851406864008389e+00
1.991310629403862009e+01,2.247191096467558680e+01,2.173321742817986735e+00,2.175365640062957517e+00
1.081271302670595702e+01,2.894621538647411452e+00,2.057861219057257163e+00,2.065496802708112867e+00
2.770998363131830899e+01,1.788166165400472352e+01,2.075795569110522099e+00,2.082887099331771630e+00
6.117281087632353120e+00,1.560054717345052744e+01,2.575497069586823784e+00,2.569976147842018666e+00
2.911710345829616298e+00,2.508663200263991300e+01,3.364643943093289291e+00,3.360894109004967767e+00
2.497759767257245578e+00,1.011037132820460904e+01,3.042795653415475865e+00,3.051241635711734457e+00
5.814915114925903739e-01,1.432025875869152820e+01,5.498280876098329273e+00,5.498004353570904001e+00
8.936705673028225050e+00,2.158192985415222154e+01,2.455278929660548393e+00,2.453346307742040544e+00
1.821488624352754826e+00,2.658549744288479033e+01,4.049490559225566777e+00,4.054841750849716320e+00
5.486594092033060255e-01,8.569540840665089476e+00,4.698014482486597032e+00,4.694886821952154676e+00
2.097633290629015335e+01,3.083011263557003900e+01,2.192472076061622754e+00,2.197135656287898531e+00
1.316079248396126999e+00,1.556942957011134787e+01,4.113063717351694848e+00,4.111549607331614453e+00
7.331049602007310151e-01,2.391543929973206417e+01,5.835746780234496889e+00,5.842215885062748804e+00
1.027224655171166390e+01,1.644947910031386584e+01,2.344156468560135043e+00,2.343424980346405118e+00
1.176875059331576701e+01,1.086083785837821303e+01,2.229140166030552539e+00,2.233234552245729976e+00
1.176601649003048422e+01,1.852139991546411224e+01,2.312865386924199296e+00,2.318155522583832173e+00
6.226114995589553835e+00,2.041100236440650306e+01,2.637105435941359044e+00,2.645179925927476638e+00
5.566289709663102547e-01,3.090885022824522821e+01,7.089726363727494984e+00,7.085739300262936524e+00
4.459645762058495500e+00,1.610840253921271170e+01,2.785488961924411644e+00,2.783566375005738003e+00
2.554071450168735780e+01,2.720995496264918856e+01,2.129486283073777297e+00,2.122396925479162366e+00
3.224056045175785368e+00,3.169377494607917711e+01,3.362366646084634869e+00,3.353747604749746536e+00
1.683997505705623121e+00,2.552077608421972243e+01,4.147393897851261890e+00,4.144903971372571938e+00
4.898419290164563122e+00,1.116156743342316560e+01,2.605202622670530488e+00,2.605996224139136341e+00
