t,I1,I2,R,dI1_dt,dI1_dt_noisy
5.456291258251649623e+01,3.714674777483687391e-11,7.916666666807310460e-01,9.047619047589805508e-01,-8.189282438642540042e-11,-9.979946796238206401e-04
5.457491498299659582e+01,3.328496585909020695e-11,7.916666666792688822e-01,9.047619047592845298e-01,-7.337923309891638967e-11,5.009932750472916377e-03
5.458691738347668831e+01,2.936663413093735946e-11,7.916666666777852912e-01,9.047619047595929498e-01,-6.474097345844257259e-11,1.839148839932745402e-03
5.459891978395678791e+01,2.540180918485356197e-11,7.916666666762841587e-01,9.047619047599051445e-01,-5.600021599066980575e-11,1.792997016783512681e-03
5.461092218443688040e+01,2.140031860670855900e-11,7.916666666747691483e-01,9.047619047602201148e-01,-4.717862635441648127e-11,3.867249920403536927e-03
5.462292458491698000e+01,1.737176097374799110e-11,7.916666666732439239e-01,9.047619047605373055e-01,-3.829736534161264603e-11,8.917163597472715485e-04
5.463492698539707249e+01,1.332550585461227777e-11,7.916666666717119272e-01,9.047619047608558285e-01,-2.937708887734134779e-11,-9.124955503455972573e-04
5.464692938587717208e+01,9.270693809317547126e-12,7.916666666701767108e-01,9.047619047611750176e-01,-2.043794801979674298e-11,-3.457817753247653669e-03
5.465893178635726457e+01,5.216236389274757939e-12,7.916666666686416054e-01,9.047619047614940957e-01,-1.149958896032616176e-11,1.723609771434476056e-03
5.467093418683736417e+01,1.170816137270545273e-12,7.916666666671099417e-01,9.047619047618126187e-01,-2.581153023387822454e-12,-2.266727068965181720e-03
5.468293658731745666e+01,-2.857113412513586362e-12,7.916666666655849394e-01,9.047619047621296984e-01,6.298723333406928931e-12,1.341520966187162303e-03
5.469493898779755625e+01,-6.859327734520391553e-12,7.916666666640697070e-01,9.047619047624447797e-01,1.512190851933584611e-11,-3.949661132527762346e-03
5.470694138827764874e+01,-1.082783131179792346e-11,7.916666666625671311e-01,9.047619047627571964e-01,2.387077581052405676e-11,-9.487044274429612097e-04
5.471894378875774834e+01,-1.475485763601835216e-11,7.916666666610803205e-01,9.047619047630662825e-01,3.252820334998563560e-11,-3.593041880241548675e-05
5.473094618923784083e+01,-1.863286920745921093e-11,7.916666666596120505e-01,9.047619047633715939e-01,4.107757414758241501e-11,-2.503043048815165386e-03
5.474294858971794042e+01,-2.245455753502207242e-11,7.916666666581650968e-01,9.047619047636724643e-01,4.950277608006512192e-11,-1.093602727642216605e-03
5.475495099019803291e+01,-2.621284313621406636e-11,7.916666666567421240e-01,9.047619047639682277e-01,5.778820189103289118e-11,-1.663585587352351845e-03
5.476695339067813251e+01,-2.990087553716605164e-11,7.916666666553457965e-01,9.047619047642585510e-01,6.591874919097328044e-11,2.595928276144114145e-04
5.477895579115822500e+01,-3.351203327261476736e-11,7.916666666539785568e-01,9.047619047645428791e-01,7.387982045722321170e-11,-2.518110646969831494e-03
5.479095819163832459e+01,-3.703992388592043620e-11,7.916666666526428475e-01,9.047619047648205459e-01,8.165732303400768727e-11,-5.241132078816866787e-04
5.480296059211841708e+01,-4.047838392904940662e-11,7.916666666513410000e-01,9.047619047650912183e-01,8.923766913240182342e-11,2.748284472972295153e-03
5.481496299259851668e+01,-4.382147896259111003e-11,7.916666666500752347e-01,9.047619047653544522e-01,9.660777583036826098e-11,2.801659632441989151e-03
5.482696539307860917e+01,-4.706350355574160763e-11,7.916666666488477722e-01,9.047619047656096924e-01,1.037550650727209244e-10,3.780801619224410329e-03
5.483896779355870876e+01,-5.019898128631966877e-11,7.916666666476606107e-01,9.047619047658564950e-01,1.106674636711608104e-10,8.303991451195715271e-04
5.485097019403880125e+01,-5.322266474075087356e-11,7.916666666465158597e-01,9.047619047660945268e-01,1.173334033042409101e-10,-8.142119586358139739e-04
5.486297259451890085e+01,-5.612953551408327760e-11,7.916666666454152956e-01,9.047619047663233438e-01,1.237418205174007699e-10,6.573044696926202404e-04
5.487497499499899334e+01,-5.891480420997226424e-11,7.916666666443606948e-01,9.047619047665426129e-01,1.298821567229334170e-10,1.420718103077091852e-03
5.488697739547909293e+01,-6.157391044069496852e-11,7.916666666433539445e-01,9.047619047667518899e-01,1.357443582000171155e-10,5.598215741531659346e-04
5.489897979595918542e+01,-6.410252282713660287e-11,7.916666666423965992e-01,9.047619047669509529e-01,1.413188760946854844e-10,2.900508719236560926e-03
5.491098219643928502e+01,-6.649653899880338180e-11,7.916666666414902132e-01,9.047619047671394688e-01,1.465966664198558546e-10,-1.315133436922738888e-03
5.492298459691937751e+01,-6.875208559381042438e-11,7.916666666406362296e-01,9.047619047673169934e-01,1.515691900553029539e-10,-4.142842461592800320e-04
5.493498699739947710e+01,-7.086551825889292116e-11,7.916666666398359808e-01,9.047619047674834158e-01,1.562284127476835933e-10,-3.039550421375723614e-03
5.494698939787956959e+01,-7.283342164939587200e-11,7.916666666390909102e-01,9.047619047676382920e-01,1.605668051105138421e-10,-8.419162341145074646e-04
5.495899179835966919e+01,-7.465260942928359861e-11,7.916666666384021278e-01,9.047619047677815107e-01,1.645773426241904570e-10,2.479973407337625335e-03
5.497099419883976168e+01,-7.632012427113082652e-11,7.916666666377708550e-01,9.047619047679127391e-01,1.682535056359712882e-10,1.049235332869744876e-04
5.498299659931986128e+01,-7.783323785613116370e-11,7.916666666371978689e-01,9.047619047680318660e-01,1.715892793599936065e-10,1.496098132613889013e-03
5.499499899979995376e+01,-7.918945087408908723e-11,7.916666666366843907e-01,9.047619047681386695e-01,1.745791538772571206e-10,8.552594454847975208e-04
5.500700140028005336e+01,-8.038649302342710358e-11,7.916666666362311977e-01,9.047619047682328164e-01,1.772181241356395122e-10,1.928617360352153807e-03
5.501900380076014585e+01,-8.142232301117972571e-11,7.916666666358390669e-01,9.047619047683144178e-01,1.795016899498831755e-10,-1.670718026607956362e-03
5.503100620124024545e+01,-8.229512855299856538e-11,7.916666666355085535e-01,9.047619047683831406e-01,1.814258560016065910e-10,1.069789090637957452e-03
5.504300860172033794e+01,-8.300332637314783540e-11,7.916666666352404347e-01,9.047619047684388738e-01,1.829871318392945024e-10,1.359407785501255380e-03
5.505501100220043753e+01,-8.354556220450838208e-11,7.916666666350351544e-01,9.047619047684815063e-01,1.841825318783067315e-10,2.315060310493808476e-03
5.506701340268053002e+01,-8.392071078857409223e-11,7.916666666348931569e-01,9.047619047685110383e-01,1.850095754008703716e-10,2.788904109288338831e-03
5.507901580316062962e+01,-8.412787587545507255e-11,7.916666666348146641e-01,9.047619047685273586e-01,1.854662865560871290e-10,-9.939802857804195049e-04
5.509101820364072211e+01,-8.416639022387498723e-11,7.916666666348001202e-01,9.047619047685304672e-01,1.855511943599266791e-10,-2.862898939448729318e-03
5.510302060412082170e+01,-8.403581560117284149e-11,7.916666666348495252e-01,9.047619047685201421e-01,1.852633326952313715e-10,-1.283943348334897448e-03
5.511502300460091419e+01,-8.373594278330249049e-11,7.916666666349631010e-01,9.047619047684964944e-01,1.846022403117149117e-10,2.647160824531154255e-03
5.512702540508101379e+01,-8.326679155483183797e-11,7.916666666351407367e-01,9.047619047684596350e-01,1.835679608259604736e-10,-1.986408630454890387e-03
5.513902780556110628e+01,-8.262861070894449062e-11,7.916666666353823212e-01,9.047619047684093418e-01,1.821610427214247067e-10,-2.752757120332288612e-03
5.515103020604120587e+01,-8.182187804743748332e-11,7.916666666356877435e-01,9.047619047683458371e-01,1.803825393484320490e-10,-2.622003158576272260e-03
5.516303260652129836e+01,-8.084730038072443280e-11,7.916666666360567817e-01,9.047619047682691207e-01,1.782340089241823784e-10,-2.600685736841418325e-03
5.517503500700139796e+01,-7.970581352783127247e-11,7.916666666364888805e-01,9.047619047681793036e-01,1.757175145327411640e-10,1.441396572003318579e-03
5.518703740748149045e+01,-7.839858231640144812e-11,7.916666666369838179e-01,9.047619047680763860e-01,1.728356241250509178e-10,-1.534932725124659022e-03
5.519903980796159004e+01,-7.692700058269023111e-11,7.916666666375410388e-01,9.047619047679604787e-01,1.695914105189188639e-10,-1.249078644827572235e-03
5.521104220844168253e+01,-7.529269117157066369e-11,7.916666666381597661e-01,9.047619047678319149e-01,1.659884513990295536e-10,2.286036463142101897e-03
5.522304460892178213e+01,-7.349750593652696740e-11,7.916666666388394447e-01,9.047619047676905835e-01,1.620308293169309062e-10,1.871817699984139457e-03
5.523504700940187462e+01,-7.154352573966229794e-11,7.916666666395792973e-01,9.047619047675367066e-01,1.577231316910505981e-10,1.762858625619699669e-03
5.524704940988197421e+01,-6.943306045168993045e-11,7.916666666403783248e-01,9.047619047673706172e-01,1.530704508066769595e-10,-1.530702695194245590e-03
5.525905181036206670e+01,-6.716864895194300481e-11,7.916666666412356390e-01,9.047619047671923154e-01,1.480783838159802489e-10,-3.406980079205581321e-03
5.527105421084216630e+01,-6.475305912836359127e-11,7.916666666421502407e-01,9.047619047670021342e-01,1.427530327379885612e-10,7.040631014250569360e-04
5.528305661132225879e+01,-6.218928787751442615e-11,7.916666666431209087e-01,9.047619047668004066e-01,1.371010044586135740e-10,3.510822359302633033e-03
5.529505901180235838e+01,-5.948056110456722785e-11,7.916666666441465328e-01,9.047619047665871328e-01,1.311294107306245167e-10,-7.122037627036447186e-04
5.530706141228245087e+01,-5.663033372331456176e-11,7.916666666452256695e-01,9.047619047663627567e-01,1.248458681736745117e-10,-5.436683804677704341e-04
5.531906381276255047e+01,-5.364228965615681216e-11,7.916666666463569868e-01,9.047619047661275005e-01,1.182584982742716744e-10,-6.496397191964156485e-03
5.533106621324264296e+01,-5.052034183411645106e-11,7.916666666475389302e-01,9.047619047658818081e-01,1.113759273858103391e-10,3.464801594769265514e-03
5.534306861372274255e+01,-4.726863219682338164e-11,7.916666666487700565e-01,9.047619047656257907e-01,1.042072867285386832e-10,-3.984251723637702780e-04
5.535507101420283504e+01,-4.389153169252972407e-11,7.916666666500487004e-01,9.047619047653598923e-01,9.676221238959142611e-11,-3.482267029813643569e-03
5.536707341468293464e+01,-4.039364027809402151e-11,7.916666666513730855e-01,9.047619047650845570e-01,8.905084532295460982e-11,-1.183137482856862931e-04
5.537907581516302713e+01,-3.677978691899859804e-11,7.916666666527413243e-01,9.047619047648001178e-01,8.108383134950377828e-11,-1.191075904549879433e-03
5.539107821564312673e+01,-3.305502958933117969e-11,7.916666666541515296e-01,9.047619047645069079e-01,7.287232115696356191e-11,1.255889926169955449e-03
5.540308061612321922e+01,-2.922465527180348017e-11,7.916666666556018139e-01,9.047619047642053713e-01,6.442797029994828701e-11,4.306494738423009491e-03
5.541508301660331881e+01,-2.529417995773311923e-11,7.916666666570899569e-01,9.047619047638959522e-01,5.576293919992215478e-11,-1.610357027846439542e-03
5.542708541708341130e+01,-2.126934864706112267e-11,7.916666666586138490e-01,9.047619047635790945e-01,4.688989314523755008e-11,3.111695969101576156e-04
5.543908781756351090e+01,-1.715613534833421555e-11,7.916666666601711588e-01,9.047619047632553535e-01,3.782200229109604119e-11,-7.695086593775751294e-04
5.545109021804360339e+01,-1.296074307872308473e-11,7.916666666617595549e-01,9.047619047629250622e-01,2.857294165958837531e-11,-1.328759749048094053e-03
5.546309261852370298e+01,-8.689603864003857832e-12,7.916666666633767058e-01,9.047619047625887756e-01,1.915689113965358474e-11,9.203846275109057616e-04
5.547509501900379547e+01,-4.349378738576947425e-12,7.916666666650199469e-01,9.047619047622471600e-01,9.588535487120413840e-12,3.094923676790422174e-03
5.548709741948389507e+01,5.304225455252989585e-14,7.916666666666867247e-01,9.047619047619005483e-01,-1.169356753359861407e-13,8.799703056486532981e-04
5.549909981996398756e+01,4.510540063754099835e-12,7.916666666683743747e-01,9.047619047615497179e-01,-9.943827858148643072e-12,-8.533028123852044733e-04
5.551110222044408715e+01,9.015766628793462945e-12,7.916666666700801214e-01,9.047619047611950016e-01,-1.987594170490634425e-11,1.036861851141261453e-03
5.552310462092417964e+01,1.356114488081098793e-11,7.916666666718010781e-01,9.047619047608371767e-01,-2.989657299230632267e-11,4.733216323627756589e-04
5.553510702140427924e+01,1.813886874234236530e-11,7.916666666735342472e-01,9.047619047604769094e-01,-3.998851263019995371e-11,1.630291035675399125e-03
5.554710942188437173e+01,2.274090312729907172e-11,7.916666666752767423e-01,9.047619047601145326e-01,-5.013404666154965845e-11,-1.103193345390315232e-03
5.555911182236447132e+01,2.735898394098707849e-11,7.916666666770251215e-01,9.047619047597510455e-01,-6.031495626247041938e-11,2.756386938105905558e-04
5.557111422284456381e+01,3.198461808008783283e-11,7.916666666787764983e-01,9.047619047593868924e-01,-7.051251774218774929e-11,3.294807496775624834e-03
5.558311662332466341e+01,3.660908343267878236e-11,7.916666666805274311e-01,9.047619047590228503e-01,-8.070750254308319915e-11,3.810806970407224815e-05
5.559511902380475590e+01,4.122342887821157106e-11,7.916666666822744780e-01,9.047619047586595853e-01,-9.088017724064623298e-11,1.954150177639310797e-03
5.560712142428485549e+01,4.581847428753380455e-11,7.916666666840141975e-01,9.047619047582978746e-01,-1.010103035435222172e-10,-2.082904387667799682e-05
5.561912382476494798e+01,5.038481052286817659e-11,7.916666666857430368e-01,9.047619047579383844e-01,-1.110771382934667191e-10,1.413697635243208839e-04
5.563112622524504758e+01,5.491279943783268343e-11,7.916666666874574432e-01,9.047619047575820028e-01,-1.210594334653898254e-10,-1.485091515385918203e-03
5.564312862572514007e+01,5.939257387742039010e-11,7.916666666891535309e-01,9.047619047572292850e-01,-1.309354361673116683e-10,5.699510998801870718e-03
5.565513102620523966e+01,6.381403767802001304e-11,7.916666666908275252e-01,9.047619047568812300e-01,-1.406828886404078433e-10,2.396053751714462797e-03
5.566713342668533215e+01,6.816686566739519533e-11,7.916666666924756512e-01,9.047619047565386152e-01,-1.502790282589637329e-10,2.361325203195733299e-03
5.567913582716543175e+01,7.244050366470485018e-11,7.916666666940936903e-01,9.047619047562022176e-01,-1.597005875304191873e-10,2.315419988083581085e-03
5.569113822764552424e+01,7.662416848048286912e-11,7.916666666956776455e-01,9.047619047558728145e-01,-1.689237940953238311e-10,-2.039811075292535109e-03
5.570314062812562383e+01,8.070684791666000356e-11,7.916666666972234090e-01,9.047619047555514049e-01,-1.779243707273853755e-10,-1.516774571401038061e-03
5.571514302860571632e+01,8.467730076654054860e-11,7.916666666987266510e-01,9.047619047552388771e-01,-1.866775353334180749e-10,-3.626435101750251680e-04
5.572714542908581592e+01,8.852405681482415994e-11,7.916666667001831525e-01,9.047619047549361193e-01,-1.951580009533906254e-10,-3.362524822117446584e-03
5.573914782956590841e+01,9.223541683758635049e-11,7.916666667015882508e-01,9.047619047546439086e-01,-2.033399757603831003e-10,-1.807178704407813759e-03
5.575115023004600801e+01,9.579945260229782574e-11,7.916666667029377269e-01,9.047619047543633553e-01,-2.111971630606295751e-10,1.659794391820187650e-03
5.576315263052610049e+01,9.920400686780498037e-11,7.916666667042266958e-01,9.047619047540953474e-01,-2.187027612934747527e-10,-4.270170454407292392e-03
5.577515503100620009e+01,1.024366933843477215e-10,7.916666667054506057e-01,9.047619047538408843e-01,-2.258294640314133837e-10,-1.800789750196498578e-03
5.578715743148629258e+01,1.054848968935443594e-10,7.916666667066047935e-01,9.047619047536008541e-01,-2.325494599800562224e-10,-2.082417909713656491e-04
5.579915983196639218e+01,1.083357731284051790e-10,7.916666667076841524e-01,9.047619047533764780e-01,-2.388344329781603743e-10,-1.947666638482958585e-04
5.581116223244648467e+01,1.109762488133182221e-10,7.916666667086837972e-01,9.047619047531686443e-01,-2.446555619975974236e-10,-7.272491887534975486e-05
5.582316463292658426e+01,1.133930216640641254e-10,7.916666667095988430e-01,9.047619047529783520e-01,-2.499835211433853575e-10,-1.534540590697486186e-03
5.583516703340667675e+01,1.155725603878023295e-10,7.916666667104240718e-01,9.047619047528068226e-01,-2.547884796536586580e-10,1.812676194509245560e-03
5.584716943388677635e+01,1.175011046830835515e-10,7.916666667111542655e-01,9.047619047526549441e-01,-2.590401018996949274e-10,-4.735714092756022724e-03
5.585917183436686884e+01,1.191646652398386180e-10,7.916666667117840950e-01,9.047619047525240488e-01,-2.627075473858901755e-10,8.256178471633730418e-04
5.587117423484696843e+01,1.205490237393875896e-10,7.916666667123082313e-01,9.047619047524150249e-01,-2.657594707497778971e-10,-3.035107040451234806e-03
5.588317663532706092e+01,1.216397328544326787e-10,7.916666667127212342e-01,9.047619047523292046e-01,-2.681640217620139757e-10,-1.460355630124232943e-03
5.589517903580716052e+01,1.224221162490630573e-10,7.916666667130174417e-01,9.047619047522675872e-01,-2.698888453263861959e-10,-1.547836390942796119e-04
5.590718143628725301e+01,1.228812685787536417e-10,7.916666667131913027e-01,9.047619047522313940e-01,-2.709010814798107285e-10,3.212317727846298546e-03
5.591918383676735260e+01,1.230020554903632579e-10,7.916666667132369328e-01,9.047619047522219571e-01,-2.711673653923283038e-10,-1.831406801875279334e-03
5.593118623724744509e+01,1.227691136221366313e-10,7.916666667131487811e-01,9.047619047522402758e-01,-2.706538273671072112e-10,-2.905209868306397013e-03
5.594318863772754469e+01,1.221668506037029137e-10,7.916666667129207413e-01,9.047619047522876823e-01,-2.693260928404401448e-10,1.944762169953161406e-03
5.595519103820763718e+01,1.211794450560792247e-10,7.916666667125469292e-01,9.047619047523653979e-01,-2.671492823817503558e-10,-1.739816069651363005e-04
5.596719343868773677e+01,1.197908465916641374e-10,7.916666667120211276e-01,9.047619047524747549e-01,-2.640880116935775907e-10,1.903723725125389490e-05
5.597919583916782926e+01,1.179847758142447869e-10,7.916666667113373412e-01,9.047619047526168634e-01,-2.601063916115922562e-10,1.117320205863466236e-03
5.599119823964792886e+01,1.157447243189901629e-10,7.916666667104892419e-01,9.047619047527932779e-01,-2.551680281045798067e-10,2.002704900474968144e-03
5.600320064012802135e+01,1.130539546924597560e-10,7.916666667094705012e-01,9.047619047530051084e-01,-2.492360222744594591e-10,3.137874117656521702e-04
5.601520304060812094e+01,1.099561293964516625e-10,7.916666667082976616e-01,9.047619047532489134e-01,-2.424066313315376795e-10,-4.232050364114929401e-03
5.602720544108821343e+01,1.065527623716958325e-10,7.916666667070091368e-01,9.047619047535168102e-01,-2.349036504614790084e-10,-4.177579902308764005e-04
5.603920784156831303e+01,1.028641362267836403e-10,7.916666667056124762e-01,9.047619047538072445e-01,-2.267717942140277079e-10,3.709689270728451710e-05
5.605121024204840552e+01,9.890900484704366607e-11,7.916666667041150074e-01,9.047619047541185511e-01,-2.180524069524895237e-10,-2.324764234736886610e-03
5.606321264252850511e+01,9.470578650298321001e-11,7.916666667025236137e-01,9.047619047544493975e-01,-2.087860931518290502e-10,-2.056038414879750396e-03
5.607521504300859760e+01,9.027256385030695571e-11,7.916666667008451785e-01,9.047619047547984517e-01,-1.990127173987117869e-10,1.272516702097100305e-03
5.608721744348869720e+01,8.562708392989710485e-11,7.916666666990863632e-01,9.047619047551641591e-01,-1.887714043914609185e-10,4.859774660573617155e-04
5.609921984396878969e+01,8.078675816783439278e-11,7.916666666972537181e-01,9.047619047555451877e-01,-1.781005389401038956e-10,-1.818528917732489857e-03
5.611122224444888928e+01,7.576866237537606480e-11,7.916666666953537934e-01,9.047619047559402050e-01,-1.670377659663243548e-10,1.123268480919299792e-03
5.612322464492898177e+01,7.058953674897872707e-11,7.916666666933929175e-01,9.047619047563478789e-01,-1.556199905035124729e-10,2.654713568414204870e-04
5.613522704540908137e+01,6.526578587027474607e-11,7.916666666913773076e-01,9.047619047567669881e-01,-1.438833776967137082e-10,-2.593377335535667402e-03
5.614722944588917386e+01,5.981347870609662461e-11,7.916666666893129589e-01,9.047619047571962003e-01,-1.318633528026821274e-10,-5.540098177435607467e-04
5.615923184636927346e+01,5.424834860845186328e-11,7.916666666872058666e-01,9.047619047576342943e-01,-1.195946011898258376e-10,-2.636913007050641598e-03
5.617123424684936595e+01,4.858579331454874524e-11,7.916666666850620260e-01,9.047619047580800489e-01,-1.071110683382632863e-10,-1.735624016930846980e-03
5.618323664732946554e+01,4.284087494677006027e-11,7.916666666828868770e-01,9.047619047585322427e-01,-9.444595983976578531e-11,5.990399941284440567e-04
5.619523904780955803e+01,3.702832001269976845e-11,7.916666666806861929e-01,9.047619047589898766e-01,-8.163174139781648600e-11,-2.458349152961137544e-03
5.620724144828965052e+01,3.116251940509945138e-11,7.916666666784653028e-01,9.047619047594516184e-01,-6.870013882755798279e-11,-2.502432975738517508e-03
5.621924384876975012e+01,2.525752840191826415e-11,7.916666666762295357e-01,9.047619047599164688e-01,-5.568213805581466627e-11,7.510583718232598759e-04
5.623124624924984261e+01,1.932706666630370165e-11,7.916666666739842206e-01,9.047619047603833176e-01,-4.260798512111629786e-11,-2.024909376658540813e-03
5.624324864972994220e+01,1.338451824657689944e-11,7.916666666717342427e-01,9.047619047608511655e-01,-2.950718617364349995e-11,-5.517495902304755300e-04
5.625525105021003469e+01,7.442931576260835474e-12,7.916666666694847088e-01,9.047619047613189025e-01,-1.640850747528971686e-11,-5.092806160710349828e-04
5.626725345069013429e+01,1.515019474052193029e-12,7.916666666672403929e-01,9.047619047617855292e-01,-3.339975399599251432e-12,-3.281856495967963735e-04
5.627925585117022678e+01,-4.386840856150541028e-12,7.916666666650058470e-01,9.047619047622500466e-01,9.671123568171060745e-12,7.591324625608758146e-04
5.629125825165032637e+01,-1.025060782527522621e-11,7.916666666627857341e-01,9.047619047627116773e-01,2.259824283111398681e-11,-8.715878298679469866e-04
5.630326065213041886e+01,-1.606457545904793135e-11,7.916666666605844949e-01,9.047619047631694222e-01,3.541557568061009236e-11,-1.557382275581591785e-03
5.631526305261051846e+01,-2.181737339802090365e-11,7.916666666584063483e-01,9.047619047636222822e-01,4.809805529638954327e-11,-9.297872837583269013e-04
5.632726545309061095e+01,-2.749796689754485811e-11,7.916666666562556243e-01,9.047619047640694800e-01,6.062135474647124255e-11,2.329835582474775596e-03
5.633926785357071054e+01,-3.309565682779624867e-11,7.916666666541362085e-01,9.047619047645101276e-01,7.296188698722313208e-11,1.864703030820133228e-03
5.635127025405080303e+01,-3.860007967375066916e-11,7.916666666520522089e-01,9.047619047649434476e-01,8.509680486330389903e-11,-1.098344819620154013e-04
5.636327265453090263e+01,-4.400120753520888365e-11,7.916666666500072891e-01,9.047619047653685520e-01,9.700400110772032271e-11,2.464685334343130318e-03
5.637527505501099512e+01,-4.928934812677097706e-11,7.916666666480051129e-01,9.047619047657848856e-01,1.086621083417708066e-10,1.421469550888171743e-03
5.638727745549109471e+01,-5.445514477786217868e-11,7.916666666460492330e-01,9.047619047661915603e-01,1.200504990751025184e-10,-2.151236264680742982e-03
5.639927985597118720e+01,-5.948957643270729716e-11,7.916666666441432021e-01,9.047619047665877989e-01,1.311492857056549609e-10,3.030661200866062097e-03
5.641128225645128680e+01,-6.438395765035574269e-11,7.916666666422900178e-01,9.047619047669731573e-01,1.419393205197157935e-10,5.614460986534163325e-03
5.642328465693137929e+01,-6.912993860465725442e-11,7.916666666404931219e-01,9.047619047673467474e-01,1.524021956918675053e-10,7.279715850771305155e-04
5.643528705741147888e+01,-7.371950508428519079e-11,7.916666666387555118e-01,9.047619047677080140e-01,1.625202432850386999e-10,-3.247447940071937489e-03
5.644728945789157137e+01,-7.814497849271432488e-11,7.916666666370799632e-01,9.047619047680564019e-01,1.722765352504556022e-10,3.008343028067657701e-03
5.645929185837167097e+01,-8.239901584824209261e-11,7.916666666354693627e-01,9.047619047683913562e-01,1.816548834276893628e-10,1.222215921759401249e-03
5.647129425885176346e+01,-8.647460978396817173e-11,7.916666666339262637e-01,9.047619047687120997e-01,1.906398395446108987e-10,-2.145954461445297547e-04
5.648329665933186305e+01,-9.036508854781404981e-11,7.916666666324532198e-01,9.047619047690184102e-01,1.992166952174345794e-10,-4.076330232578027554e-03
5.649529905981195554e+01,-9.406411600250438682e-11,7.916666666310527845e-01,9.047619047693096217e-01,2.073714819506771260e-10,-2.079670957269324941e-04
5.650730146029205514e+01,-9.756569162558479951e-11,7.916666666297269561e-01,9.047619047695852901e-01,2.150909711371972383e-10,-6.020590313031885061e-04
5.651930386077214763e+01,-1.008641505094046199e-10,7.916666666284781773e-01,9.047619047698448602e-01,2.223626740581579323e-10,-6.335080976056501993e-04
5.653130626125224723e+01,-1.039541633611338007e-10,7.916666666273082242e-01,9.047619047700881101e-01,2.291748418830631688e-10,-8.449304405994482320e-04
5.654330866173233971e+01,-1.068307365027466819e-10,7.916666666262190954e-01,9.047619047703145956e-01,2.355164656697238874e-10,1.927942441612942592e-03
5.655531106221243931e+01,-1.094892118710368286e-10,7.916666666252125673e-01,9.047619047705238726e-01,2.413772763642891548e-10,-8.440922447597551696e-04
5.656731346269253180e+01,-1.119252670176039508e-10,7.916666666242903050e-01,9.047619047707156081e-01,2.467477448012189714e-10,8.653893859550996310e-04
5.657931586317263140e+01,-1.141349151088656391e-10,7.916666666234536409e-01,9.047619047708895801e-01,2.516190817033089575e-10,-3.821629123000980493e-03
5.659131826365272389e+01,-1.161145049260463791e-10,7.916666666227041294e-01,9.047619047710454554e-01,2.559832376816675539e-10,-1.981188927327033784e-03
5.660332066413282348e+01,-1.178607208651879553e-10,7.916666666220429915e-01,9.047619047711829010e-01,2.598329032357384077e-10,-1.377494857876219059e-05
5.661532306461291597e+01,-1.193705829371397060e-10,7.916666666214713377e-01,9.047619047713016949e-01,2.631615087532790724e-10,-1.786450851848297387e-03
5.662732546509301557e+01,-1.206414467675673900e-10,7.916666666209901670e-01,9.047619047714018370e-01,2.659632245103811186e-10,7.816288956226915749e-05
5.663932786557310806e+01,-1.216710035969455864e-10,7.916666666206003677e-01,9.047619047714828833e-01,2.682329606714526082e-10,-9.731347749577250368e-05
5.665133026605320765e+01,-1.224572802805638341e-10,7.916666666203027170e-01,9.047619047715447227e-01,2.699663672892327767e-10,3.821503072888099493e-04
5.666333266653330014e+01,-1.229986392885218236e-10,7.916666666200977698e-01,9.047619047715873553e-01,2.711598343047807116e-10,-6.581977468053892442e-04
5.667533506701339974e+01,-1.232937787057331196e-10,7.916666666199859703e-01,9.047619047716105589e-01,2.718104915474838820e-10,1.283669075649422576e-03
5.668733746749349223e+01,-1.233417322319222139e-10,7.916666666199678737e-01,9.047619047716143337e-01,2.719162087350522456e-10,-2.725262037091157399e-03
5.669933986797359182e+01,-1.231418691816268522e-10,7.916666666200434799e-01,9.047619047715985685e-01,2.714755954735223326e-10,-7.962105393894685235e-04
5.671134226845368431e+01,-1.226938944841966378e-10,7.916666666202131220e-01,9.047619047715633744e-01,2.704880012572549710e-10,3.064213202604102425e-03
5.672334466893378391e+01,-1.219978486837929284e-10,7.916666666204766889e-01,9.047619047715085294e-01,2.689535154689346144e-10,-8.301641353824897127e-04
5.673534706941387640e+01,-1.210541079393909041e-10,7.916666666208339587e-01,9.047619047714342555e-01,2.668729673795745637e-10,3.081923097537015224e-03
5.674734946989397599e+01,-1.198633840247754831e-10,7.916666666212848202e-01,9.047619047713405527e-01,2.642479261485075063e-10,7.069235075805665883e-04
5.675935187037406848e+01,-1.184267243285466986e-10,7.916666666218287185e-01,9.047619047712274210e-01,2.610807008233966830e-10,-4.710504802507639458e-04
5.677135427085416808e+01,-1.167455118541140115e-10,7.916666666224652094e-01,9.047619047710950824e-01,2.573743403402244622e-10,1.876370728990725133e-04
5.678335667133426057e+01,-1.148214652197022692e-10,7.916666666231937377e-01,9.047619047709436479e-01,2.531326335233050067e-10,3.212177578083559842e-03
5.679535907181436016e+01,-1.126566386583446999e-10,7.916666666240133043e-01,9.047619047707732287e-01,2.483601090852680400e-10,-6.224020418042648922e-04
5.680736147229445265e+01,-1.102534220178912107e-10,7.916666666249232431e-01,9.047619047705840467e-01,2.430620356270781298e-10,-2.221339270142067262e-03
5.681936387277455225e+01,-1.076145407609990816e-10,7.916666666259223328e-01,9.047619047703763240e-01,2.372444216380132849e-10,1.012553270437717813e-03
5.683136627325464474e+01,-1.047430559651436542e-10,7.916666666270095742e-01,9.047619047701502826e-01,2.309140154956887106e-10,1.449875621069361947e-03
