t,P,C,W,N,dP_dt,dP_dt_noisy
1.389077815563112672e+01,1.922471914003272275e-01,2.214528344628916567e-01,1.374778689320440284e-01,-2.511583280651144001e-01,5.945624446315623396e-04,5.273096993115140158e-03
1.389477895579115874e+01,1.922495872958739360e-01,2.214773436285213115e-01,1.374789425500113349e-01,-2.511598709938983598e-01,6.031313884287976129e-04,-4.863534128465412873e-03
1.389877975595119075e+01,1.922520174143160787e-01,2.215018239774360076e-01,1.374800331709495060e-01,-2.511613291337512210e-01,6.116711652856317988e-04,-7.174192471061728062e-03
1.390278055611122277e+01,1.922544816388731814e-01,2.215262753932980000e-01,1.374811407564962562e-01,-2.511627027049235794e-01,6.201817887003767404e-04,-3.195962843455415862e-03
1.390678135627125478e+01,1.922569798528371565e-01,2.215506977602957894e-01,1.374822652682503588e-01,-2.511639919276703603e-01,6.286632723431894582e-04,-1.107872926601934614e-02
1.391078215643128679e+01,1.922595119395721086e-01,2.215750909631440668e-01,1.374834066677715072e-01,-2.511651970222508745e-01,6.371156300560339852e-04,-3.381586148510759907e-03
1.391478295659131881e+01,1.922620777825145844e-01,2.215994548870837688e-01,1.374845649165805372e-01,-2.511663182089288737e-01,6.455388758527785126e-04,4.791298283492000099e-03
1.391878375675135082e+01,1.922646772651733227e-01,2.216237894178819390e-01,1.374857399761592325e-01,-2.511673557079723840e-01,6.539330239190756927e-04,5.547005021466268684e-03
1.392278455691138284e+01,1.922673102711294768e-01,2.216480944418319221e-01,1.374869318079504632e-01,-2.511683097396537612e-01,6.622980886125551941e-04,8.358663515784920534e-03
1.392678535707141485e+01,1.922699766840364199e-01,2.216723698457531977e-01,1.374881403733580754e-01,-2.511691805242499687e-01,6.706340844627334957e-04,9.514506868692684458e-04
1.393078615723144686e+01,1.922726763876198841e-01,2.216966155169914909e-01,1.374893656337469738e-01,-2.511699682820421331e-01,6.789410261711249089e-04,1.410923098062238576e-03
1.393478695739147888e+01,1.922754092656779323e-01,2.217208313434187172e-01,1.374906075504430947e-01,-2.511706732333157666e-01,6.872189286111236167e-04,-2.350841059156741786e-03
1.393878775755151089e+01,1.922781752020809032e-01,2.217450172134329822e-01,1.374918660847333773e-01,-2.511712955983608775e-01,6.954678068281927583e-04,-1.996136869616352370e-03
1.394278855771154291e+01,1.922809740807714385e-01,2.217691730159586372e-01,1.374931411978657925e-01,-2.511718355974718042e-01,7.036876760397863667e-04,2.101408074414193913e-03
1.394678935787157492e+01,1.922838057857645389e-01,2.217932986404461404e-01,1.374944328510493696e-01,-2.511722934509471594e-01,7.118785516353597770e-04,5.252762942438538030e-03
1.395079015803160694e+01,1.922866702011474804e-01,2.218173939768722791e-01,1.374957410054541418e-01,-2.511726693790900522e-01,7.200404491764685055e-04,2.827127868034841514e-03
1.395479095819163895e+01,1.922895672110798704e-01,2.218414589157399475e-01,1.374970656222111454e-01,-2.511729636022079215e-01,7.281733843967196779e-04,-9.564295355909888802e-03
1.395879175835167096e+01,1.922924966997935636e-01,2.218654933480782854e-01,1.374984066624125034e-01,-2.511731763406125917e-01,7.362773732018587647e-04,3.174209260983530678e-03
1.396279255851170298e+01,1.922954585515928572e-01,2.218894971654426229e-01,1.374997640871112869e-01,-2.511733078146202724e-01,7.443524316696967236e-04,6.971115700983604880e-04
1.396679335867173499e+01,1.922984526508542125e-01,2.219134702599145081e-01,1.375011378573216814e-01,-2.511733582445514479e-01,7.523985760502782671e-04,-2.299744001853979043e-03
1.397079415883176701e+01,1.923014788820265053e-01,2.219374125241016793e-01,1.375025279340188478e-01,-2.511733278507311540e-01,7.604158227657153296e-04,1.404150686609855186e-03
1.397479495899179902e+01,1.923045371296308870e-01,2.219613238511380648e-01,1.375039342781389784e-01,-2.511732168534887011e-01,7.684041884104039072e-04,5.231245257040547519e-03
1.397879575915183104e+01,1.923076272782608120e-01,2.219852041346838389e-01,1.375053568505793244e-01,-2.511730254731577849e-01,7.763636897508609941e-04,1.415121495363184587e-03
1.398279655931186305e+01,1.923107492125820661e-01,2.220090532689253104e-01,1.375067956121980850e-01,-2.511727539300763756e-01,7.842943437259067285e-04,-2.946776025384772752e-03
1.398679735947189506e+01,1.923139028173327103e-01,2.220328711485750894e-01,1.375082505238145736e-01,-2.511724024445870507e-01,7.921961674466054121e-04,1.762807454703998328e-02
1.399079815963192708e+01,1.923170879773231645e-01,2.220566576688718652e-01,1.375097215462091071e-01,-2.511719712370365509e-01,8.000691781962464277e-04,-2.470001943532692829e-03
1.399479895979195909e+01,1.923203045774361519e-01,2.220804127255806559e-01,1.375112086401230060e-01,-2.511714605277760581e-01,8.079133934304569969e-04,3.066499384348938401e-03
1.399879975995199111e+01,1.923235525026266712e-01,2.221041362149925591e-01,1.375127117662586496e-01,-2.511708705371612504e-01,8.157288307771761587e-04,7.087998449307026348e-03
1.400280056011202312e+01,1.923268316379220799e-01,2.221278280339250011e-01,1.375142308852794204e-01,-2.511702014855519693e-01,8.235155080366842600e-04,-3.611360385799135785e-03
1.400680136027205513e+01,1.923301418684219832e-01,2.221514880797215430e-01,1.375157659578097324e-01,-2.511694535933125527e-01,8.312734431816185682e-04,3.517362400279562540e-03
1.401080216043208715e+01,1.923334830792983730e-01,2.221751162502519084e-01,1.375173169444350307e-01,-2.511686270808117238e-01,8.390026543569923528e-04,-3.534020390444481997e-03
1.401480296059211916e+01,1.923368551557954886e-01,2.221987124439121219e-01,1.375188838057017915e-01,-2.511677221684225358e-01,8.467031598802157027e-04,-5.848428026682546930e-04
1.401880376075215118e+01,1.923402579832299286e-01,2.222222765596243155e-01,1.375204665021174943e-01,-2.511667390765224273e-01,8.543749782411336896e-04,-3.067008583048322704e-03
1.402280456091218319e+01,1.923436914469905945e-01,2.222458084968368941e-01,1.375220649941507056e-01,-2.511656780254932775e-01,8.620181281019951430e-04,9.651557562269812152e-03
1.402680536107221521e+01,1.923471554325386357e-01,2.222693081555244532e-01,1.375236792422309673e-01,-2.511645392357211848e-01,8.696326282975758160e-04,-6.167703353749451681e-03
1.403080616123224722e+01,1.923506498254076158e-01,2.222927754361877783e-01,1.375253092067488248e-01,-2.511633229275967993e-01,8.772184978350933832e-04,3.385715864577447907e-03
1.403480696139227923e+01,1.923541745112033186e-01,2.223162102398538176e-01,1.375269548480559656e-01,-2.511620293215150457e-01,8.847757558942629524e-04,9.711161940279404740e-04
1.403880776155231125e+01,1.923577293756039419e-01,2.223396124680757924e-01,1.375286161264649420e-01,-2.511606586378752892e-01,8.923044218273178813e-04,-9.204298899863343209e-03
1.404280856171234326e+01,1.923613143043598483e-01,2.223629820229331144e-01,1.375302930022494763e-01,-2.511592110970811698e-01,8.998045151590930435e-04,9.549627212384236702e-03
1.404680936187237528e+01,1.923649291832938701e-01,2.223863188070313579e-01,1.375319854356442384e-01,-2.511576869195407680e-01,9.072760555868929905e-04,-2.060543235701009241e-03
1.405081016203240729e+01,1.923685738983010318e-01,2.224096227235023149e-01,1.375336933868449574e-01,-2.511560863256665499e-01,9.147190629806758316e-04,-5.032164009471974415e-04
1.405481096219243931e+01,1.923722483353487445e-01,2.224328936760040232e-01,1.375354168160083657e-01,-2.511544095358753115e-01,9.221335573829821108e-04,1.917687902178732929e-03
1.405881176235247132e+01,1.923759523804766669e-01,2.224561315687206831e-01,1.375371556832522546e-01,-2.511526567705882895e-01,9.295195590089729704e-04,-3.744573976927689958e-03
1.406281256251250333e+01,1.923796859197968445e-01,2.224793363063626572e-01,1.375389099486554190e-01,-2.511508282502310507e-01,9.368770882464214772e-04,-3.073735216689492053e-03
1.406681336267253535e+01,1.923834488394935704e-01,2.225025077941666374e-01,1.375406795722576847e-01,-2.511489241952335472e-01,9.442061656558167065e-04,6.563652837537814391e-04
1.407081416283256736e+01,1.923872410258234411e-01,2.225256459378953666e-01,1.375424645140599089e-01,-2.511469448260300608e-01,9.515068119702891486e-04,-3.586434647803040700e-03
1.407481496299259938e+01,1.923910623651154672e-01,2.225487506438379171e-01,1.375442647340239799e-01,-2.511448903630593699e-01,9.587790480956558115e-04,1.352302308244265287e-03
1.407881576315263139e+01,1.923949127437708240e-01,2.225718218188094677e-01,1.375460801920727893e-01,-2.511427610267644717e-01,9.660228951104982836e-04,7.253815176962443226e-03
1.408281656331266340e+01,1.923987920482631286e-01,2.225948593701514988e-01,1.375479108480903156e-01,-2.511405570375928598e-01,9.732383742661141618e-04,-4.245825752376706889e-03
1.408681736347269542e+01,1.924027001651382185e-01,2.226178632057315698e-01,1.375497566619215128e-01,-2.511382786159964131e-01,9.804255069865187855e-04,-7.109547452144648894e-03
1.409081816363272743e+01,1.924066369810246424e-01,2.226408332339274154e-01,1.375516175933797491e-01,-2.511359259824038626e-01,9.875843148567688135e-04,2.159523628789102381e-04
1.409481896379275945e+01,1.924106023841713475e-01,2.226637693611181468e-01,1.375534936033651623e-01,-2.511334993531152415e-01,9.947148178268156588e-04,2.913799028708379327e-03
1.409881976395279146e+01,1.924145962621540695e-01,2.226866714950169468e-01,1.375553846522487023e-01,-2.511309989462831016e-01,1.001817036726818100e-03,4.274882405514773484e-03
1.410282056411282348e+01,1.924186185014014339e-01,2.227095395457083238e-01,1.375572906994938227e-01,-2.511284249832698157e-01,1.008890993926401386e-03,-4.623694358749451394e-03
1.410682136427285549e+01,1.924226689884561414e-01,2.227323734237563191e-01,1.375592117045526253e-01,-2.511257776853378365e-01,1.015936711927773947e-03,-1.096534172590673227e-02
1.411082216443288750e+01,1.924267476099749963e-01,2.227551730402042851e-01,1.375611476268657207e-01,-2.511230572736499744e-01,1.022954213365800252e-03,5.345832216566123556e-03
1.411482296459291774e+01,1.924308542527289057e-01,2.227779383065751351e-01,1.375630984258622846e-01,-2.511202639692691196e-01,1.029943521007990401e-03,4.512850008692759728e-03
1.411882376475294976e+01,1.924349888036028799e-01,2.228006691348711765e-01,1.375650640609600017e-01,-2.511173979931581868e-01,1.036904657754494918e-03,8.548775185831636314e-03
1.412282456491298177e+01,1.924391511495959772e-01,2.228233654375741668e-01,1.375670444915651769e-01,-2.511144595661804479e-01,1.043837646638163738e-03,-3.926609077229395797e-03
1.412682536507301378e+01,1.924433411778214142e-01,2.228460271276453131e-01,1.375690396770726243e-01,-2.511114489090992552e-01,1.050742510824542730e-03,3.779122312896417320e-03
1.413082616523304580e+01,1.924475587755064554e-01,2.228686541185252168e-01,1.375710495768656949e-01,-2.511083662425781515e-01,1.057619273611908398e-03,6.023246195056009868e-03
1.413482696539307781e+01,1.924518038299924683e-01,2.228912463241339847e-01,1.375730741503163324e-01,-2.511052117871808709e-01,1.064467958431238384e-03,-8.302410234609905806e-03
1.413882776555310983e+01,1.924560762287349513e-01,2.229138036588711458e-01,1.375751133567850171e-01,-2.511019857633711716e-01,1.071288588846280865e-03,6.280011071290493747e-03
1.414282856571314184e+01,1.924603758593034786e-01,2.229363260376156508e-01,1.375771671556207942e-01,-2.510986883915131695e-01,1.078081188553552811e-03,8.169466760672396827e-03
1.414682936587317386e+01,1.924647026093816715e-01,2.229588133757259283e-01,1.375792355061611905e-01,-2.510953198918710605e-01,1.084845781382386826e-03,3.896932575052780654e-03
1.415083016603320587e+01,1.924690563667672827e-01,2.229812655890398565e-01,1.375813183677323803e-01,-2.510918804846091201e-01,1.091582391294873902e-03,3.695406993992956992e-03
1.415483096619323788e+01,1.924734370193722233e-01,2.230036825938747080e-01,1.375834156996490476e-01,-2.510883703897919816e-01,1.098291042385913727e-03,4.721203552770090323e-03
1.415883176635326990e+01,1.924778444552223966e-01,2.230260643070272053e-01,1.375855274612143853e-01,-2.510847898273842471e-01,1.104971758883291008e-03,-3.158096930673203427e-04
1.416283256651330191e+01,1.924822785624578370e-01,2.230484106457735483e-01,1.375876536117202342e-01,-2.510811390172507651e-01,1.111624565147597415e-03,-6.236030891979461692e-03
1.416683336667333393e+01,1.924867392293327095e-01,2.230707215278693867e-01,1.375897941104468891e-01,-2.510774181791566306e-01,1.118249485672330457e-03,-3.645225158002324967e-03
1.417083416683336594e+01,1.924912263442152272e-01,2.230929968715497924e-01,1.375919489166632648e-01,-2.510736275327669631e-01,1.124846545083860519e-03,1.171534989679067548e-04
1.417483496699339796e+01,1.924957397955877059e-01,2.231152365955292316e-01,1.375941179896267852e-01,-2.510697672976471284e-01,1.131415768141427400e-03,-3.249813708107723333e-03
1.417883576715342997e+01,1.925002794720465926e-01,2.231374406190017035e-01,1.375963012885834669e-01,-2.510658376932626279e-01,1.137957179737230512e-03,6.181088265934691316e-03
1.418283656731346198e+01,1.925048452623024098e-01,2.231596088616406015e-01,1.375984987727678077e-01,-2.510618389389792093e-01,1.144470804896380312e-03,-1.023833408339150288e-03
1.418683736747349400e+01,1.925094370551797274e-01,2.231817412435987413e-01,1.376007104014029536e-01,-2.510577712540626449e-01,1.150956668776950340e-03,4.697217190134247381e-04
1.419083816763352601e+01,1.925140547396173019e-01,2.232038376855084438e-01,1.376029361337005319e-01,-2.510536348576789534e-01,1.157414796669958140e-03,-7.856064013027299134e-03
1.419483896779355803e+01,1.925186982046679096e-01,2.232258981084814242e-01,1.376051759288607623e-01,-2.510494299688943443e-01,1.163845213999396486e-03,3.040393796638346177e-03
1.419883976795359004e+01,1.925233673394984302e-01,2.232479224341088475e-01,1.376074297460723461e-01,-2.510451568066751071e-01,1.170247946322330521e-03,-2.485036282798162854e-03
1.420284056811362206e+01,1.925280620333899018e-01,2.232699105844613285e-01,1.376096975445126325e-01,-2.510408155898877780e-01,1.176623019328719086e-03,8.645789220124126470e-03
1.420684136827365407e+01,1.925327821757373825e-01,2.232918624820889320e-01,1.376119792833474242e-01,-2.510364065372990838e-01,1.182970458841643702e-03,-7.586336281156758413e-03
1.421084216843368608e+01,1.925375276560500615e-01,2.233137780500211722e-01,1.376142749217312000e-01,-2.510319298675757205e-01,1.189290290817171525e-03,2.702441286230782870e-03
1.421484296859371810e+01,1.925422983639512031e-01,2.233356572117669858e-01,1.376165844188068366e-01,-2.510273857992848523e-01,1.195582541344480249e-03,-9.572625343205322206e-04
1.421884376875375011e+01,1.925470941891781751e-01,2.233574998913147314e-01,1.376189077337059141e-01,-2.510227745508935571e-01,1.201847236645741876e-03,-7.352294513587880227e-04
1.422284456891378213e+01,1.925519150215824760e-01,2.233793060131322727e-01,1.376212448255484389e-01,-2.510180963407691590e-01,1.208084403076292723e-03,9.640304687726747659e-03
1.422684536907381414e+01,1.925567607511296520e-01,2.234010755021668682e-01,1.376235956534430649e-01,-2.510133513871791733e-01,1.214294067124555357e-03,5.912572835285987566e-03
1.423084616923384615e+01,1.925616312678993525e-01,2.234228082838452256e-01,1.376259601764869278e-01,-2.510085399082912505e-01,1.220476255412019512e-03,-3.170687631623487178e-03
1.423484696939387817e+01,1.925665264620853301e-01,2.234445042840735307e-01,1.376283383537657556e-01,-2.510036621221732878e-01,1.226630994693373930e-03,8.113619692833511782e-03
1.423884776955391018e+01,1.925714462239954683e-01,2.234661634292373633e-01,1.376307301443537856e-01,-2.509987182467931510e-01,1.232758311856402278e-03,-2.155830450496106204e-03
1.424284856971394220e+01,1.925763904440516427e-01,2.234877856462017809e-01,1.376331355073138751e-01,-2.509937085000191193e-01,1.238858233922104576e-03,5.119298159884595571e-03
1.424684936987397421e+01,1.925813590127899433e-01,2.235093708623112629e-01,1.376355544016973909e-01,-2.509886330996194959e-01,1.244930788044603526e-03,-7.585106549498914566e-03
1.425085017003400623e+01,1.925863518208605074e-01,2.235309190053897388e-01,1.376379867865442086e-01,-2.509834922632627197e-01,1.250976001511219099e-03,-4.832183192993236287e-04
1.425485097019403824e+01,1.925913687590275203e-01,2.235524300037405876e-01,1.376404326208828521e-01,-2.509782862085174759e-01,1.256993901742508440e-03,-3.131682619152411848e-04
1.425885177035407025e+01,1.925964097181693258e-01,2.235739037861466383e-01,1.376428918637303267e-01,-2.509730151528525299e-01,1.262984516292239845e-03,-5.035153441173415619e-04
1.426285257051410227e+01,1.926014745892783708e-01,2.235953402818701141e-01,1.376453644740922300e-01,-2.509676793136370043e-01,1.268947872847361533e-03,-6.823035675621451010e-03
1.426685337067413428e+01,1.926065632634610947e-01,2.236167394206527714e-01,1.376478504109626411e-01,-2.509622789081398797e-01,1.274883999228178591e-03,-8.351393054691675158e-03
1.427085417083416630e+01,1.926116756319381784e-01,2.236381011327157053e-01,1.376503496333242593e-01,-2.509568141535306052e-01,1.280792923388110113e-03,1.082213600011329956e-03
1.427485497099419831e+01,1.926168115860443231e-01,2.236594253487595441e-01,1.376528621001483488e-01,-2.509512852668785987e-01,1.286674673413977163e-03,4.217225824778201258e-03
1.427885577115423033e+01,1.926219710172282495e-01,2.236807119999643101e-01,1.376553877703946549e-01,-2.509456924651534693e-01,1.292529277525848383e-03,1.350879353926720972e-03
1.428285657131426234e+01,1.926271538170529485e-01,2.237019610179894757e-01,1.376579266030115434e-01,-2.509400359652251278e-01,1.298356764077045200e-03,-5.228380422423225659e-04
1.428685737147429435e+01,1.926323598771953194e-01,2.237231723349739354e-01,1.376604785569358613e-01,-2.509343159838635096e-01,1.304157161554251113e-03,-6.361088877229455728e-03
1.429085817163432637e+01,1.926375890894465315e-01,2.237443458835360888e-01,1.376630435910930483e-01,-2.509285327377386854e-01,1.309930498577490873e-03,-1.507646962866726961e-04
1.429485897179435838e+01,1.926428413457116906e-01,2.237654815967737298e-01,1.376656216643971364e-01,-2.509226864434210835e-01,1.315676803900106204e-03,-1.585904448942300395e-03
1.429885977195439040e+01,1.926481165380100891e-01,2.237865794082641024e-01,1.376682127357506391e-01,-2.509167773173811011e-01,1.321396106408799162e-03,-2.392847141102190725e-03
1.430286057211442241e+01,1.926534145584751223e-01,2.238076392520638724e-01,1.376708167640446345e-01,-2.509108055759893818e-01,1.327088435123593979e-03,2.109010304171846269e-03
1.430686137227445442e+01,1.926587352993542335e-01,2.238286610627092110e-01,1.376734337081587933e-01,-2.509047714355167047e-01,1.332753819198005327e-03,2.092001432442732681e-03
1.431086217243448644e+01,1.926640786530089688e-01,2.238496447752156837e-01,1.376760635269612953e-01,-2.508986751121340952e-01,1.338392287918837090e-03,3.243396794129399345e-03
1.431486297259451845e+01,1.926694445119150056e-01,2.238705903250783058e-01,1.376787061793088851e-01,-2.508925168219126589e-01,1.344003870706347165e-03,-4.695598641617335263e-05
1.431886377275455047e+01,1.926748327686620965e-01,2.238914976482715424e-01,1.376813616240468718e-01,-2.508862967808237476e-01,1.349588597114205826e-03,-2.931171603951142346e-03
1.432286457291458248e+01,1.926802433159540695e-01,2.239123666812492808e-01,1.376840298200090740e-01,-2.508800152047387377e-01,1.355146496829500932e-03,2.589129262257343789e-04
1.432686537307461450e+01,1.926856760466088281e-01,2.239331973609449133e-01,1.376867107260179579e-01,-2.508736723094292520e-01,1.360677599672829863e-03,-3.045104683992295828e-04
1.433086617323464651e+01,1.926911308535584622e-01,2.239539896247711992e-01,1.376894043008844160e-01,-2.508672683105672152e-01,1.366181935598139927e-03,-6.965890189078382047e-03
1.433486697339467852e+01,1.926966076298490815e-01,2.239747434106203750e-01,1.376921105034079884e-01,-2.508608034237244100e-01,1.371659534692922650e-03,-4.862441733686421845e-04
1.433886777355471054e+01,1.927021062686409270e-01,2.239954586568641270e-01,1.376948292923767247e-01,-2.508542778643731430e-01,1.377110427178106222e-03,-7.055777233508222362e-03
1.434286857371474255e+01,1.927076266632082591e-01,2.240161353023535640e-01,1.376975606265672114e-01,-2.508476918478855788e-01,1.382534643408175196e-03,-8.613614630434768965e-03
1.434686937387477457e+01,1.927131687069395527e-01,2.240367732864192718e-01,1.377003044647446273e-01,-2.508410455895341840e-01,1.387932213871083745e-03,-2.852857930286202548e-03
1.435087017403480658e+01,1.927187322933373026e-01,2.240573725488712309e-01,1.377030607656626882e-01,-2.508343393044916159e-01,1.393303169188267812e-03,-1.947076174312150926e-03
1.435487097419483860e+01,1.927243173160180789e-01,2.240779330299988992e-01,1.377058294880636469e-01,-2.508275732078306675e-01,1.398647540114757865e-03,4.762597518571951363e-03
1.435887177435487061e+01,1.927299236687126105e-01,2.240984546705711844e-01,1.377086105906782931e-01,-2.508207475145242671e-01,1.403965357539097361e-03,-2.673485037010937902e-04
1.436287257451490262e+01,1.927355512452657016e-01,2.241189374118364164e-01,1.377114040322260646e-01,-2.508138624394455340e-01,1.409256652483361835e-03,3.936694059948529778e-03
1.436687337467493464e+01,1.927411999396829723e-01,2.241393811954072723e-01,1.377142097714539326e-01,-2.508069181972311656e-01,1.414521456033067393e-03,8.514019285570932627e-03
1.437087417483496665e+01,1.927468696473745025e-01,2.241597859600293063e-01,1.377170277681988297e-01,-2.507999149985923326e-01,1.419759797403320062e-03,1.897481024659170663e-03
1.437487497499499867e+01,1.927525602628603618e-01,2.241801516469560385e-01,1.377198579815017698e-01,-2.507928530569296099e-01,1.424971707271984606e-03,3.202178912517164230e-03
1.437887577515503068e+01,1.927582716800874396e-01,2.242004781995619589e-01,1.377227003698234531e-01,-2.507857325875352261e-01,1.430157217461496336e-03,-2.153599587848839016e-03
1.438287657531506269e+01,1.927640037931488415e-01,2.242207655616451079e-01,1.377255548916367089e-01,-2.507785538055156138e-01,1.435316359888983914e-03,5.420259593519457728e-03
1.438687737547509471e+01,1.927697564962837506e-01,2.242410136774273255e-01,1.377284215054268013e-01,-2.507713169257915209e-01,1.440449166566468847e-03,1.607804318262806738e-03
1.439087817563512672e+01,1.927755296838774834e-01,2.242612224915539743e-01,1.377313001696911510e-01,-2.507640221630977884e-01,1.445555669600738849e-03,1.647267967503168295e-03
1.439487897579515874e+01,1.927813232504615171e-01,2.242813919490941332e-01,1.377341908429395023e-01,-2.507566697319836835e-01,1.450635901193366925e-03,-4.317781434550633894e-03
1.439887977595519075e+01,1.927871370907134341e-01,2.243015219955405981e-01,1.377370934836938121e-01,-2.507492598468124556e-01,1.455689893640805047e-03,-3.353206444188339824e-03
1.440288057611522277e+01,1.927929710994569501e-01,2.243216125768097424e-01,1.377400080504883884e-01,-2.507417927217617803e-01,1.460717679334311292e-03,-2.034117033580210010e-03
1.440688137627525478e+01,1.927988251716619694e-01,2.243416636392416286e-01,1.377429345018697515e-01,-2.507342685708234264e-01,1.465719290759942908e-03,1.858287422921736610e-03
1.441088217643528679e+01,1.928046992024444184e-01,2.243616751296000078e-01,1.377458727963967178e-01,-2.507266876078035334e-01,1.470694760498703763e-03,6.799087855207830433e-03
1.441488297659531881e+01,1.928105930870664675e-01,2.243816469950722370e-01,1.377488228926403158e-01,-2.507190500463222782e-01,1.475644121226421177e-03,-6.229537233328585021e-03
1.441888377675535082e+01,1.928165067209363648e-01,2.244015791832694173e-01,1.377517847491839531e-01,-2.507113560998142088e-01,1.480567405713754600e-03,-4.788078519518995831e-04
1.442288457691538284e+01,1.928224399996085192e-01,2.244214716422262557e-01,1.377547583246231944e-01,-2.507036059815280771e-01,1.485464646826304899e-03,-1.948714020351964733e-04
1.442688537707541485e+01,1.928283928187834173e-01,2.244413243204010922e-01,1.377577435775659276e-01,-2.506957999045268393e-01,1.490335877524557109e-03,1.274962141403625585e-02
1.443088617723544687e+01,1.928343650743077620e-01,2.244611371666759836e-01,1.377607404666323365e-01,-2.506879380816876557e-01,1.495181130863864824e-03,3.601453694926637621e-04
1.443488697739547888e+01,1.928403566621743059e-01,2.244809101303566479e-01,1.377637489504547896e-01,-2.506800207257019464e-01,1.500000439994554277e-03,-1.322793090932672042e-03
1.443888777755551089e+01,1.928463674785219906e-01,2.245006431611724085e-01,1.377667689876780344e-01,-2.506720480490752800e-01,1.504793838161821995e-03,5.094732442855251855e-03
1.444288857771554291e+01,1.928523974196358626e-01,2.245203362092763055e-01,1.377698005369589751e-01,-2.506640202641276516e-01,1.509561358705826736e-03,-4.179163209873652807e-03
1.444688937787557492e+01,1.928584463819471295e-01,2.245399892252450125e-01,1.377728435569668675e-01,-2.506559375829930381e-01,1.514303035061640920e-03,4.081072728436574773e-03
1.445089017803560694e+01,1.928645142620331043e-01,2.245596021600789194e-01,1.377758980063832073e-01,-2.506478002176197872e-01,1.519018900759333893e-03,-7.001335228985328119e-03
1.445489097819563895e+01,1.928706009566172330e-01,2.245791749652019664e-01,1.377789638439017861e-01,-2.506396083797703955e-01,1.523708989423892129e-03,1.150052855375413921e-02
1.445889177835567097e+01,1.928767063625690947e-01,2.245987075924618659e-01,1.377820410282285801e-01,-2.506313622810217301e-01,1.528373334775290360e-03,1.156808684226116142e-03
1.446289257851570298e+01,1.928828303769044572e-01,2.246181999941299356e-01,1.377851295180819724e-01,-2.506230621327646957e-01,1.533011970628477688e-03,-7.526844675053113651e-04
1.446689337867573499e+01,1.928889728967851103e-01,2.246376521229011269e-01,1.377882292721924751e-01,-2.506147081462045123e-01,1.537624930893389738e-03,-5.182575136434628381e-03
1.447089417883576701e+01,1.928951338195190879e-01,2.246570639318941631e-01,1.377913402493029515e-01,-2.506063005323607151e-01,1.542212249574981611e-03,6.386723446143676005e-04
1.447489497899579902e+01,1.929013130425605016e-01,2.246764353746513176e-01,1.377944624081685332e-01,-2.505978395020668215e-01,1.546773960773146356e-03,1.815171218622001117e-03
1.447889577915583104e+01,1.929075104635096238e-01,2.246957664051385528e-01,1.377975957075565916e-01,-2.505893252659708859e-01,1.551310098682845071e-03,-2.249600772038944964e-03
1.448289657931586305e+01,1.929137259801127768e-01,2.247150569777455476e-01,1.378007401062467940e-01,-2.505807580345348895e-01,1.555820697594091293e-03,7.372912571688075914e-03
1.448689737947589506e+01,1.929199594902625547e-01,2.247343070472855586e-01,1.378038955630310203e-01,-2.505721380180352953e-01,1.560305791891834770e-03,-2.285028017642513464e-04
1.449089817963592708e+01,1.929262108919975460e-01,2.247535165689955594e-01,1.378070620367135013e-01,-2.505634654265626038e-01,1.564765416056155753e-03,1.889836886988220275e-03
1.449489897979595909e+01,1.929324800835025833e-01,2.247726854985361566e-01,1.378102394861107083e-01,-2.505547404700216307e-01,1.569199604662084579e-03,2.850478388653936331e-03
1.449889977995599111e+01,1.929387669631085489e-01,2.247918137919916737e-01,1.378134278700513526e-01,-2.505459633581314516e-01,1.573608392379834131e-03,8.237761891241429310e-03
1.450290058011602312e+01,1.929450714292925140e-01,2.248109014058700117e-01,1.378166271473764137e-01,-2.505371343004252904e-01,1.577991813974556970e-03,-4.704073457410286319e-04
1.450690138027605514e+01,1.929513933806776826e-01,2.248299482971027885e-01,1.378198372769391944e-01,-2.505282535062505755e-01,1.582349904306524016e-03,1.798877708908156728e-03
1.451090218043608715e+01,1.929577327160333089e-01,2.248489544230452830e-01,1.378230582176052099e-01,-2.505193211847690504e-01,1.586682698331150568e-03,2.924843124718911301e-03
1.451490298059611916e+01,1.929640893342749186e-01,2.248679197414764075e-01,1.378262899282522991e-01,-2.505103375449566627e-01,1.590990231098795074e-03,4.530719584035095351e-03
1.451890378075615118e+01,1.929704631344640320e-01,2.248868442105987631e-01,1.378295323677705131e-01,-2.505013027956035088e-01,1.595272537755019343e-03,-7.707792964799908136e-03
1.452290458091618319e+01,1.929768540158083856e-01,2.249057277890386120e-01,1.378327854950622267e-01,-2.504922171453140556e-01,1.599529653540500071e-03,7.230678277024363450e-03
1.452690538107621521e+01,1.929832618776618491e-01,2.249245704358458220e-01,1.378360492690419992e-01,-2.504830808025069189e-01,1.603761613790931698e-03,8.755778611669076368e-04
1.453090618123624722e+01,1.929896866195243976e-01,2.249433721104939776e-01,1.378393236486367968e-01,-2.504738939754148075e-01,1.607968453937166919e-03,-2.118485240334382416e-03
1.453490698139627924e+01,1.929961281410421114e-01,2.249621327728803521e-01,1.378426085927857148e-01,-2.504646568720849120e-01,1.612150209505239240e-03,1.348135127675038816e-03
1.453890778155631125e+01,1.930025863420072596e-01,2.249808523833258245e-01,1.378459040604401997e-01,-2.504553697003784607e-01,1.616306916116236336e-03,-8.105206946982999178e-03
