P,pH,CO2,S,S_noisy
3.851075386560704317e+01,7.231413616785856036e+00,5.556832265143144411e+01,4.953688985636958142e-01,4.842665490797266603e-01
1.217848690216128915e+01,7.438125403673678804e+00,3.686841320538140820e+01,2.009249656472581747e-01,1.968563837983382248e-01
8.379150741744689412e+01,7.295158855803666853e+00,4.195721476449259768e+01,9.242546478401713062e-01,9.354607628433088129e-01
5.079936015639535896e+01,7.397241617773153699e+00,2.651439416325004217e+01,8.290369277304202589e-01,8.550465716776179947e-01
5.096431370457778343e+01,7.595555010082563285e+00,3.565486436105904744e+01,9.004734439515295064e-01,8.766870798924979447e-01
4.560033257457131128e+01,7.289655261400183939e+00,3.992614346456194596e+01,6.886866011610435212e-01,6.836220709807566687e-01
4.255582790531728676e+01,7.250703494554832318e+00,3.953480897963392238e+01,6.227063966424479791e-01,5.832710278328550046e-01
9.178320130704462088e+01,7.487159912911771187e+00,5.218378405015113231e+01,9.695335296050565654e-01,1.005817704202387475e+00
9.241439886227787781e+01,7.551921961223159840e+00,5.479693548064403075e+01,9.766754536910381423e-01,1.002403716228924990e+00
7.416731003709307402e+01,7.261235599844134470e+00,2.495881913352892312e+01,8.965635399239185732e-01,9.056061519712648167e-01
5.665568938185247205e+00,7.203184298292278243e+00,2.323830333660869485e+01,1.402466658760786189e-01,1.642406517343350802e-01
3.910960539048620888e+01,7.341256353983070859e+00,4.215388241009571857e+01,6.290207660330879857e-01,6.459706053649602042e-01
6.901698966568015692e+01,7.238170575290287623e+00,3.610172095973830153e+01,8.568916102683010738e-01,8.439946054539740894e-01
5.563272653402520973e+01,7.356886260816049905e+00,3.471387177459664031e+01,8.336392367743716836e-01,8.478592701737802662e-01
8.136390742980182722e+01,7.301804083074327600e+00,5.452777729763132442e+01,9.116310057789199783e-01,9.349650004690339689e-01
2.927216082848881484e+01,7.481764903592551086e+00,4.713846289637210418e+01,5.377048701400586328e-01,5.537105943803823926e-01
8.618027653547544276e+01,7.377690191541629972e+00,5.343620643053795050e+01,9.434132808350569332e-01,9.416151513445637500e-01
3.121298243829274099e+01,7.597451131559629367e+00,3.395348392352301659e+01,7.006428588622009013e-01,6.928688427484840373e-01
4.681794644856329768e+01,7.214489047313895398e+00,3.708638802887362829e+01,6.600067007084461368e-01,7.074546119829041579e-01
2.644558152624558645e+01,7.251116100202662729e+00,4.862627594026963607e+01,3.338829493569220874e-01,3.392980709685247676e-01
7.384686589796642409e+01,7.225478139805519895e+00,5.173801391926635063e+01,8.566252858768286238e-01,8.675480448790378052e-01
1.632429397643648628e+01,7.463674247819984231e+00,3.965624921600616659e+01,2.700746614426332015e-01,2.420248883352377478e-01
7.991806028382893601e+01,7.369750344952760379e+00,5.090148023609044969e+01,9.289191207602017775e-01,9.425754878045107255e-01
6.954745930033803347e+01,7.274310837228081361e+00,5.241016137875086400e+01,8.557866842959804821e-01,8.607258716812227206e-01
1.995746568218174133e+01,7.364419882804367212e+00,4.703782849209989791e+01,2.805609704308166807e-01,2.633252269743899809e-01
7.621156130646680538e+01,7.292123032695206675e+00,4.536946543151159972e+01,8.987090396384421753e-01,9.244994383643745373e-01
8.470410953318605607e+00,7.445650634120448252e+00,4.573251454839665087e+01,1.542684389499941744e-01,1.542145790052055487e-01
4.361390541504701446e+01,7.396745994795056234e+00,3.548824754654485503e+01,7.450371468499935590e-01,7.580010798387191162e-01
8.170485540377056566e+01,7.212942447305708882e+00,5.339351283041339968e+01,8.833409555575985062e-01,8.925527147268349504e-01
2.654721867937070456e+01,7.225652602775553213e+00,3.037568007516465940e+01,3.779334744940868740e-01,3.639495155990150610e-01
6.109206214163460658e+01,7.271811708703391552e+00,2.399746192883841900e+01,8.427828492057354293e-01,8.485707687400498855e-01
4.980430529740524292e+01,7.414634927006243714e+00,4.013738818770794126e+01,8.092709197728090720e-01,8.369548648369866672e-01
1.091093595225126833e+00,7.551235371464892765e+00,2.856358995715509863e+01,1.302991417753109615e-01,1.081854109647622242e-01
4.288963082462662868e+01,7.234320464359337066e+00,3.331826784936334462e+01,6.338928342967563578e-01,6.131569335744008198e-01
9.957812084304914890e+01,7.364743736592108903e+00,2.507276477110977453e+01,9.665246940398376507e-01,9.482906717496242255e-01
6.198826110030177361e+00,7.373080512931514896e+00,3.142653677551265545e+01,1.440674772294269490e-01,1.588754641381946719e-01
1.802259818421974558e+01,7.460773415391527941e+00,5.396691586035235844e+01,2.658286627703395633e-01,2.565800208937776827e-01
2.771342911643946749e+00,7.346339185750100143e+00,2.874985044602153295e+01,1.321493531625188567e-01,1.380278048540074798e-01
5.361722293350012336e+01,7.392445339671842142e+00,3.527615408495005056e+01,8.355786984299051756e-01,8.584148117566924308e-01
2.737979645343918378e+01,7.409476527559236914e+00,5.101219993151893561e+01,4.336206269283129355e-01,4.110990430878317392e-01
5.691902074021173874e+00,7.529627700789098377e+00,2.767174455599966620e+01,1.480836589863964436e-01,1.775388954868142299e-01
1.025378114470807134e+01,7.530565605415263875e+00,3.278265637903537311e+01,1.952090920435988197e-01,1.957731411164977675e-01
8.808245452385783381e+00,7.454941262744393171e+00,5.439211922678005351e+01,1.518833021004784567e-01,1.483611612149495218e-01
6.746927778743166471e+01,7.596058102988104466e+00,3.835070590025799930e+01,9.536553856102710780e-01,9.842283645739930975e-01
1.335884415075457454e+01,7.360445924226857173e+00,2.503275686069683204e+01,2.216939669919172351e-01,2.308164356761403524e-01
9.587363629355110106e+01,7.204932282555668976e+00,3.191358371097319235e+01,9.327739800312521146e-01,9.064462261663913667e-01
5.075116424285671002e+01,7.547901347656526205e+00,4.913612555991015540e+01,8.679037632158103088e-01,8.666963628154769061e-01
3.127593392137424644e+01,7.498349461953923267e+00,5.828182011118175865e+01,5.531825219355073209e-01,5.377288172164216284e-01
9.051074119736026091e+01,7.370004878794218506e+00,2.870938994652948750e+01,9.564897528916335157e-01,9.617795255212148176e-01
7.854504873284085420e+01,7.319955610502836052e+00,2.751788931634479951e+01,9.246897051977170934e-01,9.152594406435624608e-01
3.534634146624126316e+01,7.423918199210502777e+00,2.414973039350254425e+01,6.780411144842870552e-01,6.712303294406108956e-01
5.899949872404949502e+01,7.204938204093886078e+00,3.705992098651371691e+01,7.753681460285637428e-01,7.945164250313695442e-01
6.334842280327839603e+01,7.200813326500941081e+00,3.036723198971284177e+01,8.151145291855850239e-01,7.812172882114287731e-01
9.373467091881043700e+01,7.490098123202186819e+00,4.159309368290120545e+01,9.733387523476952907e-01,9.789296341361212184e-01
9.646553608449389117e+01,7.392222422430895890e+00,2.513464479780475358e+01,9.669010307271536098e-01,9.621964709149818384e-01
7.342959599370198021e+01,7.453680431958805919e+00,2.188518626539381273e+01,9.445618468790325517e-01,9.509974658150395221e-01
1.656592477135782104e+01,7.262754274783999264e+00,3.360124695239805703e+01,2.286053744496649998e-01,1.811469713752512367e-01
5.993865690422114767e+01,7.579268315810935519e+00,3.791127186862784271e+01,9.311300918549847427e-01,9.120111302947770948e-01
9.007413556781280306e+00,7.258833528981098127e+00,2.996949872965747019e+01,1.569757134342011362e-01,1.487906739137627166e-01
4.365897784514228164e+01,7.256450520646587243e+00,4.361456012751186506e+01,6.298651044896720341e-01,6.628843045534212886e-01
7.609955030259871478e+01,7.372124265904734131e+00,2.577061607133203580e+01,9.319737566159133069e-01,9.068218794236458935e-01
8.224298973829766624e+01,7.395294710306917985e+00,3.049984534734389996e+01,9.476885588897825397e-01,9.251738524836211619e-01
3.673102785625554390e+01,7.409169531084371485e+00,5.764877358018567577e+01,5.908043099328591508e-01,5.869417817926299019e-01
2.903784401619584443e+01,7.462053554881637574e+00,3.898685380609830986e+01,5.461473560119777249e-01,5.524687062698310225e-01
7.269554639781335936e+01,7.541538845901134991e+00,2.810147648952437649e+01,9.569009232643624907e-01,9.446081769970032793e-01
9.107879090527723065e+01,7.592821412455908359e+00,3.335038991496524119e+01,9.812584849885168659e-01,9.829448758868698510e-01
8.297684687704364137e+01,7.379042415900995522e+00,3.886364040201905112e+01,9.431838405494591404e-01,9.104373142179218448e-01
6.902258187766670972e+01,7.383455476514770410e+00,5.258951823415178950e+01,8.966128044771847216e-01,9.303690081800638501e-01
3.734363118647633684e+01,7.293658318486776260e+00,2.616591327521989285e+01,6.157819221411648947e-01,6.089755839745629729e-01
3.257814385322480888e+01,7.479448155007959897e+00,5.420713145242977049e+01,5.792143337254853641e-01,5.817401977354683673e-01
7.525654269834784316e+01,7.405483599066331024e+00,4.234253791503856235e+01,9.304021340755372904e-01,9.844184847754429146e-01
6.612240208099768779e+01,7.380598105254968289e+00,2.864368318587904838e+01,9.029935381526195126e-01,8.917194563280599340e-01
2.545976229012246961e+00,7.336315196824036988e+00,4.414000869436046059e+01,1.309676163808910776e-01,1.061249502049500526e-01
5.130242083870474090e+01,7.388215883894119429e+00,4.814960384598410315e+01,7.938527044803673771e-01,7.740435575443828098e-01
9.781540685110566358e+01,7.448622895829644541e+00,4.524477369299353313e+01,9.719280700790078331e-01,1.005324935816847010e+00
3.007071113104638727e+01,7.529859737820031818e+00,2.322101819734230688e+01,6.622095971967846273e-01,6.584007982652699820e-01
9.631309562990587381e+01,7.437313669255558146e+00,3.845555391184483085e+01,9.702892424398396054e-01,9.546095857959037145e-01
8.113665103520150979e+01,7.496713369215914469e+00,2.974781792003332370e+01,9.624926733392759060e-01,9.617512016774876216e-01
5.561588515068707750e+01,7.360135934017995929e+00,5.746127988874236081e+01,7.980832680112815991e-01,7.971072866482844521e-01
1.695743696805410394e+01,7.431541852790514824e+00,5.463437236378359785e+01,2.373052623965833385e-01,2.574302841207338211e-01
4.941400279999086820e+01,7.564105219785661305e+00,5.770938470016181299e+01,8.542183854570001289e-01,8.686238060683331152e-01
9.537616591196591287e+01,7.390269046681888554e+00,4.425104344968766412e+01,9.623009431854496754e-01,9.698454334718834557e-01
1.030998134960623425e+00,7.264464079820571740e+00,2.957833257132729443e+01,1.301707977553849815e-01,1.398315527553603554e-01
3.580890429648078310e+01,7.507883707050727828e+00,4.957334256792267979e+01,6.746121558330331336e-01,6.584961353113853999e-01
3.538624436703432963e+01,7.429909364671502203e+00,3.502480463558514145e+01,6.536012184343771292e-01,6.284211245752113761e-01
8.093033551565640948e+01,7.321099602683244889e+00,3.912967915530369822e+01,9.253162742210927494e-01,9.334434253970189665e-01
5.761719018831133354e+00,7.280738700893995663e+00,4.176084196425104267e+01,1.371099868129718458e-01,1.476503444382619157e-01
2.555494047503117372e+01,7.300176492774342663e+00,4.103837591012342756e+01,3.666653407846135471e-01,3.701075752353173431e-01
9.086877625772500267e+01,7.529151372825467980e+00,2.235012125534401761e+01,9.766729555986540801e-01,9.824451953247148595e-01
7.648580666830208941e+01,7.457237439395341561e+00,4.041567998934453954e+01,9.454713687137977773e-01,9.581407735939363457e-01
2.886351157780404719e+01,7.409000179992224489e+00,3.673515011141387987e+01,5.127213346876847710e-01,4.899400225383593321e-01
7.818542101834187008e+01,7.275871928521270959e+00,2.819091812391579310e+01,9.116170521565073459e-01,9.048631760434593385e-01
9.240204899975553587e+01,7.514758056615443493e+00,5.306444408672118129e+01,9.731380124933809439e-01,9.558471507052220817e-01
9.735595293312492515e+01,7.397410128056272072e+00,3.850119942275305363e+01,9.664905689043283843e-01,9.293258847132156442e-01
9.809289597039462194e+01,7.316584717941681859e+00,2.470354502455976586e+01,9.585670205056179283e-01,9.692514679338091188e-01
5.430999889328678165e+01,7.468258635072325902e+00,5.222463740268354826e+01,8.528740797942951923e-01,8.483559621299782139e-01
1.185090232896865636e+01,7.475994370653401333e+00,4.471550535680535177e+01,1.919465871700966331e-01,2.001350065384449040e-01
5.269713626371122217e+01,7.266653077357100088e+00,2.276467250504568440e+01,7.835324704202671908e-01,7.961993475186430747e-01
1.701674649540298390e+01,7.545854850732314212e+00,2.362422640840392063e+01,3.648814917152656823e-01,3.468400692595131618e-01
5.458080288896787380e+01,7.357764718503682744e+00,4.297463819889583903e+01,8.139769008282764506e-01,8.441587741995848493e-01
8.619643349725176762e+00,7.290226227054466435e+00,2.987364521758616220e+01,1.562490531606878230e-01,1.623493748522731595e-01
7.067310071603893107e+01,7.316725156831249244e+00,4.638095356646008582e+01,8.851161647638506880e-01,9.053320806563915912e-01
7.104396663529318090e+00,7.575812265021560243e+00,5.716807783574792978e+01,1.458725199316864563e-01,1.797851551460961095e-01
2.871105873770850891e+01,7.383025211782917374e+00,4.488213663742723725e+01,4.641597080937225894e-01,4.546632442859946388e-01
8.586948317781019568e+01,7.459855495616223742e+00,2.433124245705704425e+01,9.642967405985582996e-01,9.520036493877562789e-01
1.136178657508586376e+01,7.403342072036103616e+00,3.310753338063435081e+01,1.899865109886991754e-01,1.936037281016267098e-01
2.148680570758792641e+01,7.597827669114883165e+00,5.749933576737380747e+01,3.989033778415884690e-01,4.211318292325319512e-01
3.722848079567220481e+01,7.490902839606208730e+00,3.758009623540939970e+01,7.171818504272885475e-01,7.400449554581031153e-01
3.529294172882310221e+01,7.532087444938637688e+00,5.957575258959526110e+01,6.533929835848918399e-01,6.140176359324494015e-01
8.148867316846663300e+01,7.337894189164772207e+00,5.109816805123941208e+01,9.245537240168716364e-01,9.532932408816782166e-01
8.709864679440940449e+00,7.567718980690999686e+00,5.680020164115469328e+01,1.570885367303216651e-01,1.481900704237719135e-01
4.287073014443708985e+01,7.513715843532311922e+00,2.021317748849345008e+01,8.279643908447151812e-01,8.377867777468721577e-01
8.135163262109412585e+01,7.497748920826289520e+00,2.052987796413007970e+01,9.643832876185599590e-01,9.379090887141371402e-01
7.907438743814934412e+01,7.535621004102391218e+00,4.049858316347803111e+01,9.630138337551468197e-01,9.453700873885972911e-01
9.151281063781874536e+01,7.384676869238437469e+00,3.881399986098504939e+01,9.578765420369086403e-01,9.652030348309279528e-01
3.594465257426215032e+00,7.467238439631109337e+00,5.326264012407543191e+01,1.322083393536178653e-01,9.652186293749641377e-02
9.922876368571793648e+01,7.547080376544834657e+00,4.371948213172630204e+01,9.819896786096992125e-01,9.981476690899495630e-01
4.099151054901403057e+01,7.318584938228664960e+00,5.570200166008101661e+01,5.986000186647242316e-01,5.878253465396571231e-01
9.058300715955537896e+01,7.545312442783082219e+00,4.482269917304910223e+01,9.758267085321497003e-01,9.813635733399045380e-01
9.897928726902752317e+01,7.517963111875218374e+00,4.764926104680472463e+01,9.792157560065185562e-01,9.821798531334783311e-01
4.421401922079107294e+01,7.526451237278304340e+00,3.255122564373164096e+01,8.289130752576623351e-01,8.178310229691051481e-01
5.195989869642329495e+01,7.468262159348400431e+00,2.886440595679215448e+01,8.655026125398932457e-01,8.917710051330463017e-01
4.736178122521319978e+01,7.356283433491696222e+00,4.045840151630571313e+01,7.511761187800216621e-01,7.980024135946259811e-01
9.983328957630551770e+01,7.439964956080644676e+00,4.507208801466724424e+01,9.727268472235981456e-01,9.853419720246355817e-01
5.051667849420178413e+01,7.561224449480355325e+00,4.293958816182806970e+01,8.788351249467387660e-01,8.445218838858696841e-01
6.729524549414406920e+01,7.503396393527380859e+00,3.590237903948521136e+01,9.356820965742361773e-01,9.381202097238066084e-01
4.347213923936065072e+01,7.424737292138789968e+00,2.696709739356042235e+01,7.770208674797512982e-01,7.725060737171094427e-01
7.247856548261343335e+01,7.296119375545463193e+00,2.607121110675502962e+01,9.010643196953009859e-01,9.192727531593104517e-01
7.022205004192035460e+01,7.552602974676032588e+00,3.767895615085455319e+01,9.517157477694894174e-01,9.529432328743091540e-01
7.302131121434823058e+01,7.407707251183412112e+00,4.021160107644084292e+01,9.260670727304657346e-01,9.689318961837956046e-01
5.778517362356010523e+01,7.287104590978828789e+00,4.151291568265575194e+01,8.035865931613740409e-01,8.174501376882842285e-01
4.719583047426074529e+01,7.339816822000113206e+00,2.229517909788591368e+01,7.753002024602816400e-01,7.872684222624519723e-01
3.223723436627612671e+01,7.354399374781283250e+00,3.992893821973608937e+01,5.291119190600949151e-01,5.222518543990334328e-01
5.477136814358608063e+01,7.434248019915047578e+00,4.479024787739524527e+01,8.503388331160761648e-01,8.325504705416754136e-01
5.519789519507634878e+01,7.207427575142347109e+00,3.146142253322360460e+01,7.558536402061023507e-01,7.541565072290336014e-01
6.133373699972317894e+01,7.290968229559971370e+00,5.447502048384978934e+01,8.098700528945148580e-01,8.139296369514599228e-01
6.438238840201133684e+00,7.232202105946881510e+00,4.855160087181075568e+01,1.367895287816528749e-01,1.463739831844378392e-01
1.098955943374916799e+01,7.580794504843647807e+00,3.465222587981133984e+01,2.138080195226981228e-01,2.178318110483967451e-01
7.418614984720497318e+01,7.361501200145399437e+00,3.293762957483444609e+01,9.211339431649456788e-01,9.155358112514176971e-01
7.469336123442269582e+01,7.372369457752533606e+00,2.296088509504193098e+01,9.297689040751667688e-01,9.307591404938060364e-01
1.354808050238132289e+01,7.482718563103436971e+00,2.479635711805802245e+01,2.564828224921490429e-01,2.472304410536934338e-01
7.674138249570310677e+01,7.444543686966564877e+00,3.368579153588175501e+01,9.457982988873082641e-01,9.260061254631823946e-01
9.504570877731001133e+01,7.431151502579115942e+00,3.810490119581638169e+01,9.684234933959343650e-01,9.510734505623478219e-01
9.493983850952479031e+01,7.423895815725485292e+00,4.267540306907549308e+01,9.666662644945155369e-01,9.765246257141703135e-01
5.657730226159635123e+01,7.318244475639578361e+00,4.316375605408616423e+01,8.082563099380809524e-01,8.227682080237984641e-01
1.536656628063189167e+01,7.463735399829656281e+00,2.930912036973757040e+01,2.762683185864853730e-01,2.719358421251439895e-01
7.821534570930882069e+01,7.346906451713881125e+00,2.730301870340163717e+01,9.304956519640161794e-01,9.277635728207358490e-01
5.212318590385302031e+01,7.525639758465586304e+00,5.554504427186991933e+01,8.594324713541998673e-01,8.703579238942438234e-01
9.058498054419908385e+01,7.324217478455039121e+00,5.164055271874344299e+01,9.412054174185900957e-01,9.384778439127094973e-01
5.434467454049877944e+01,7.401435517018858157e+00,4.326594874203728835e+01,8.339051409755436906e-01,8.967410706016272215e-01
2.191272006236045300e+01,7.218313348401878216e+00,2.629710381251147666e+01,3.097288914943560068e-01,3.123001189734239125e-01
1.265679018343697315e+01,7.223287571863186152e+00,4.968590643828788700e+01,1.636715034286586046e-01,1.532831498683072113e-01
3.367350854436785834e+00,7.445007160354660591e+00,3.602911065217264763e+01,1.332240900584552024e-01,9.700802990269392911e-02
8.937139637309482509e+01,7.222001942560444476e+00,4.547234021084459243e+01,9.163181614893181060e-01,9.205214020930413410e-01
9.228677674900100669e+01,7.580391472637634465e+00,5.312228387028651611e+01,9.793520008491715112e-01,9.998522297599322650e-01
1.032843699429778361e+01,7.293889326254357819e+00,5.511620415002446549e+01,1.511898616452220512e-01,1.500632671433153875e-01
6.849896167104520828e+01,7.414090225383542787e+00,2.882802820284350531e+01,9.205396661173265160e-01,9.453631797921135949e-01
3.022034324178649101e+01,7.339238650613870263e+00,5.887166348817863337e+01,4.157104618021214004e-01,4.038497147854123170e-01
8.750717464248879196e+01,7.204931694055984437e+00,4.624903497228176263e+01,9.056923523809645715e-01,9.036701617504077078e-01
9.664968624907557171e+01,7.534510358031854871e+00,2.175823938287511083e+01,9.809006161608511132e-01,9.771931779721806377e-01
4.560665567737589043e+01,7.466269172812062038e+00,4.527128308204967055e+01,7.888474251278103644e-01,7.738208734217338902e-01
3.902473065857737566e+01,7.200739650354908150e+00,2.458527209006254211e+01,5.827091958040624409e-01,5.530563941291375407e-01
9.016132323867307719e+01,7.351274273694554218e+00,4.264521295770772724e+01,9.491733499122843032e-01,9.301175171799808128e-01
2.882175935958894186e+01,7.499163290040445240e+00,3.014483849568519247e+01,5.965978116394978770e-01,5.585618580342059936e-01
8.940985193865621738e+01,7.437912602281580021e+00,3.546322580235862887e+01,9.636853640810858490e-01,9.788671715869258216e-01
9.563342319235766809e+01,7.432274137725621621e+00,4.801146844394743596e+01,9.674798957668784283e-01,9.640512000885100852e-01
2.291706432186003539e+01,7.255577302649644622e+00,4.968969946533469795e+01,2.789674409903701857e-01,2.768931661322709403e-01
4.026137999598915229e+01,7.233829276899712113e+00,2.619666215889660066e+01,6.177707319932876917e-01,6.062845944145234256e-01
7.619566636680039551e+01,7.575187402324613295e+00,5.413439575660665071e+01,9.612451226419580497e-01,9.802799831421422638e-01
2.507293284253708165e+01,7.328421722601880184e+00,4.338317549730491862e+01,3.655787170660501073e-01,3.486532225001267027e-01
6.946657262527401144e+01,7.302726230152090103e+00,5.083927233133958623e+01,8.695213033451539841e-01,9.032156638519828196e-01
4.336340419142425162e+01,7.329492903631196654e+00,3.898467354493502057e+01,6.898467206128763296e-01,7.115467853861753289e-01
9.690610115287037729e+01,7.441592948915456418e+00,3.126598469458684093e+01,9.721664841868088436e-01,9.581842033791548863e-01
8.606241828516932912e+01,7.370588214696308427e+00,5.492889248211205455e+01,9.410171206098544294e-01,9.370060060639500144e-01
9.464445479429582520e+01,7.381198587732005656e+00,4.624839872471486046e+01,9.596204582228232693e-01,9.722031385275123894e-01
5.855684669729034653e+01,7.330360886126335629e+00,3.236871001139792270e+01,8.435889217055975164e-01,8.686172819651728494e-01
7.571483271710498286e+01,7.316688092123353471e+00,5.399538045958944110e+01,8.980695640233519184e-01,8.822242782272744499e-01
2.627303669712191336e+01,7.461006365672126606e+00,4.793136874697903238e+01,4.552098159730444404e-01,4.452298699957344952e-01
7.105763403471964068e+01,7.318322085926070031e+00,3.339350122554817091e+01,8.980558367842867984e-01,9.481551650228082773e-01
1.289943892795965397e+01,7.423818948441462062e+00,2.938332532720095003e+01,2.207798953206089598e-01,2.391713843673461404e-01
2.995199252467933348e+01,7.449369971145249458e+00,3.527291088889516146e+01,5.678843621867027958e-01,5.858143329145401035e-01
6.772697880468079745e+01,7.397142667279655193e+00,3.482601336900521005e+01,9.097463512879619962e-01,9.484188509637836439e-01
8.734416621357190991e+01,7.539486467200526398e+00,5.358291351145661707e+01,9.709016046243672537e-01,9.798187686048136502e-01
1.901806376571328627e+01,7.590078424890257303e+00,2.089931071085921843e+01,4.522783341629914577e-01,4.431533789533063650e-01
2.757136065798060542e+01,7.393817747411285168e+00,3.001791701486109076e+01,4.985214060798457969e-01,4.639432287517487596e-01
1.030812254645672255e+01,7.376351780324142737e+00,4.226527227980398038e+01,1.660825407899656492e-01,1.833186386193063067e-01
2.604590166040532839e+00,7.571231472792452344e+00,2.344352542736465494e+01,1.333507068727451950e-01,1.106834362089049173e-01
2.822819370891020441e+01,7.380142323923305270e+00,2.730976963187515238e+01,5.115261598520139952e-01,5.249413694508984207e-01
4.564212808017408918e+01,7.439944209010660003e+00,3.027856313197146676e+01,8.013165903920326238e-01,7.618199789155358781e-01
5.477901093705062507e+00,7.498164162560923884e+00,3.516795604299161226e+01,1.424283459856899858e-01,1.329413014725526199e-01
1.528415782058399763e+01,7.262017791813111245e+00,2.209457791893766654e+01,2.327707639976696607e-01,2.324114594843634807e-01
6.869537228588144728e+01,7.485912231367546354e+00,4.044593485130569377e+01,9.333214163149727849e-01,9.082909854160453600e-01
8.644495620893302146e+01,7.515880957845148203e+00,4.543432000080753852e+01,9.685731230791273516e-01,9.576370953076773773e-01
5.051843490582385243e+00,7.352190376267597749e+00,4.501869225276714559e+01,1.354277606848820759e-01,1.187919042334765335e-01
7.643144769006130446e+01,7.475408942554326863e+00,2.256350044074093475e+01,9.537522790508312642e-01,9.563482066677878590e-01
3.143095047102405104e+01,7.512461943858675717e+00,5.702613089466380814e+01,5.717332723164435526e-01,5.465521651079470189e-01
4.195842936333909279e+01,7.322558323674785541e+00,4.405837105580484803e+01,6.520243202391392545e-01,6.467831873437491774e-01
9.574751725860490126e+01,7.464131238068657304e+00,5.259372786150149182e+01,9.706404095121313746e-01,9.981232533494776016e-01
3.621787096674704287e+01,7.299551853299554693e+00,3.729570896622490750e+01,5.683323291963986446e-01,5.963489245547407558e-01
2.049805115285696999e+01,7.448525211264013457e+00,2.177263272232138647e+01,4.042146671303265548e-01,4.420226822850200077e-01
8.329031929071601326e+01,7.279738358531374409e+00,3.688913862739828886e+01,9.216546980322818383e-01,9.299586883768029555e-01
2.255892667487442438e+01,7.431847443641958151e+00,5.523510268802580470e+01,3.350827744481093551e-01,3.269406536884171821e-01
6.272087448327528847e+01,7.297088461579976482e+00,4.542924796994839909e+01,8.367013654987053295e-01,8.432744089582133729e-01
6.093407544156173827e+01,7.273149448683838614e+00,2.810767687703632589e+01,8.375280228306931640e-01,8.517352025626425682e-01
1.685550384457966544e+01,7.588306016704891910e+00,3.007357320230848430e+01,3.626804976229406896e-01,3.682787120070287745e-01
7.947742326018288850e+01,7.230303992001341662e+00,3.877397646255253960e+01,8.944659382416676463e-01,9.234710240208444665e-01
6.462355926472045553e+01,7.410056728295325357e+00,2.748357537842574416e+01,9.071973259695669256e-01,8.940459901343729143e-01
1.041220819622667371e+01,7.427377636291310203e+00,5.354886531884546486e+01,1.619996177410216454e-01,1.578567737637369406e-01
7.423050508282041449e+01,7.515316078500704045e+00,5.205233634721413694e+01,9.479334000560757367e-01,9.175378942800344051e-01
3.755534909843988345e+01,7.290184884993020198e+00,4.329256525630808738e+01,5.640539055643021271e-01,5.556347416174890474e-01
3.501389419117816004e+01,7.598645335698507530e+00,5.107323231543227848e+01,7.219051865022174663e-01,7.467049189298202716e-01
7.475057864089141901e+01,7.595059714493691772e+00,5.201244167777345950e+01,9.625367735393428603e-01,9.635860071896775736e-01
4.835187706027262777e+00,7.400406366588681450e+00,3.499011471073070112e+01,1.374057726154052361e-01,1.523667522256513251e-01
7.789505380885458408e+01,7.444825601599597498e+00,4.342380154025481431e+01,9.447591958887682217e-01,9.533117885978246164e-01
5.851199622155538549e+01,7.348879450378071887e+00,3.683710450000472036e+01,8.460735283069926727e-01,8.653597001383329657e-01
7.144961113950667198e+01,7.319921817554562615e+00,4.716461601824981642e+01,8.887901391223794745e-01,8.720829570612830262e-01
7.714221765007597753e+01,7.426781731937071029e+00,4.790388218441892576e+01,9.373878493485379160e-01,9.480857384406589095e-01
8.620052463179617064e+01,7.286280665479917928e+00,5.170107143735619104e+01,9.223833736699431629e-01,9.359774496950844513e-01
8.573419813756726171e+01,7.412014233710388034e+00,4.306957581073848473e+01,9.528607060653784266e-01,9.760113073284911733e-01
2.899560763076743442e+01,7.397760488239509158e+00,2.863406008261602054e+01,5.343149817583512373e-01,5.622040210011388650e-01
5.605349621620822376e+01,7.325296228902141493e+00,5.363247000280835408e+01,7.889798553937537040e-01,7.790400506812866777e-01
5.333600935503977780e+01,7.236807553925790337e+00,2.871761604217295982e+01,7.618451925512810252e-01,7.332162013012817336e-01
7.304108102979270711e+01,7.434094256929951072e+00,3.344393849299527233e+01,9.356250775676505649e-01,9.227856422316682572e-01
8.207687008456613853e+01,7.580930306601842084e+00,5.613997949124722453e+01,9.695585378632979312e-01,9.960301442625870694e-01
3.768971910340654574e+01,7.536696240061842467e+00,2.963218653206359221e+01,7.696013848658110890e-01,7.497372967255825360e-01
5.569831995673342817e+01,7.251812201215519060e+00,3.837667158662862477e+01,7.726504942354371908e-01,7.451229212105038302e-01
6.141519055614745071e+01,7.318085855575060528e+00,2.210942317231438992e+01,8.656938719014933836e-01,8.394738385119052682e-01
1.490346672142637097e+01,7.386472251919810716e+00,4.718364093955701577e+01,2.108352685070137844e-01,1.848284093562595209e-01
8.951932412793988192e+01,7.449093354489138896e+00,2.837121172682189041e+01,9.664109393108308854e-01,9.808249032736888751e-01
5.731711408491562310e+01,7.398064105816433589e+00,2.718703816931132522e+01,8.704953437997350330e-01,8.551460148201321942e-01
1.378113732226661270e+01,7.470019654829030742e+00,5.734051463905826296e+01,1.974548504218773259e-01,1.849640622776874965e-01
2.511255271074091766e+01,7.212080970596693952e+00,4.377786433733795945e+01,3.093675070459069865e-01,3.322278700174434718e-01
4.285469998026043115e+00,7.424501665623519209e+00,5.610787715076880033e+01,1.329012979390644666e-01,1.516194733185975696e-01
