S,I,v
7.562915245650566831e+00,6.163987589267177825e+00,2.744203573183942035e-01
1.523642761438332549e+00,5.290571911004154693e+00,1.069857101634595214e-01
1.757517621836787924e+01,9.943899548355402018e+00,2.552277769922073891e-01
1.536601879375386481e+01,8.821168033050364343e+00,2.711703494425424243e-01
8.998221157849579654e+00,9.576815885901446279e+00,1.900555032745601669e-01
1.311309619861273745e+01,1.820873282573890473e+00,6.333499060557910010e-01
1.357727537969818421e+01,3.602138731151066864e+00,4.935640032732960814e-01
8.057663920755292253e+00,8.723049874256963321e+00,1.980887794265100699e-01
1.101110048352057369e+01,8.210252241292941733e+00,2.505037229630329154e-01
8.135180867462606713e+00,3.729321710508903820e-01,7.746959453688249120e-01
9.631897307933632746e+00,5.821647350283393862e+00,3.235769442506318816e-01
1.409629480251758160e+01,9.733869053167275354e+00,2.369602711562997788e-01
8.359543244192742861e+00,5.663111163087803490e+00,3.111136411555552317e-01
8.140939627375162857e+00,1.877020038311022487e+00,5.851141938387126595e-01
1.545915100338059567e+01,7.492185366722543094e+00,3.145297702966443065e-01
5.915784539232139316e+00,3.110828074615223038e+00,4.180079092594984336e-01
6.982262655289328990e+00,5.862675971525348473e+00,2.759773778787720233e-01
8.610799507861962354e+00,6.757485885216394372e+00,2.685738138191785529e-01
4.634198916935192258e+00,7.135072597952881068e+00,1.750576474934978088e-01
1.743267364911313067e+01,1.025485635158983611e+00,7.116782872636180368e-01
8.063680419591607418e+00,3.900056051683715719e+00,4.072373789510041475e-01
6.633542080743811908e+00,1.904051004433481298e+00,5.543763386909629221e-01
1.337243985642231570e+00,1.202527312700077955e+00,3.336707537797812262e-01
4.550222605101953199e+00,3.667201101976175437e+00,3.301377545424909465e-01
1.211512102548075553e+01,8.232271666992156511e+00,2.614245244908668386e-01
1.059425137129178518e+00,1.158967817030934766e+00,2.925746602539141539e-01
1.942936048355183942e+01,4.806696314677965098e+00,4.521502501983777900e-01
1.991473814066345938e+01,1.750063910503013576e+00,6.480864476402645735e-01
2.910002566325295081e+00,2.985906585132963365e+00,3.020988389898351945e-01
1.101333205723137532e+00,3.592045521301868938e+00,1.268572961975040492e-01
8.453883474266334019e+00,3.825442961671990716e+00,4.194477411454855531e-01
5.389161343212268029e+00,2.964135488703134591e+00,4.146029304176180874e-01
3.389540956122453430e+00,1.068767266684076400e+00,5.499007684319986433e-01
2.147533260675732691e+00,4.245806272054900354e+00,1.796101905030301205e-01
9.807758757561177987e+00,6.663961449138272819e+00,2.897317459471785428e-01
1.754866232041169383e+01,9.558030250747544088e+00,2.649634540301046837e-01
1.972088595442129133e+01,4.435405077420701225e+00,4.726169150918847484e-01
6.842244717047865521e+00,9.699117245084387662e-01,6.753035325971287195e-01
7.995837447556614741e+00,7.389634241103134826e+00,2.361804851460367061e-01
1.309826570784919575e+01,3.760068811503253450e+00,4.793221887176890017e-01
7.743489054835139385e+00,1.688272155835796040e+00,5.998639704520026816e-01
1.811832291132722972e+01,4.871973157608011640e+00,4.435606298537773107e-01
1.588385999800057569e+01,5.559614549165488029e+00,3.973038793372150046e-01
1.185826306420115372e+01,7.976176583114292562e+00,2.669405449848484269e-01
1.321355383656674398e+01,5.072905913826646795e+00,4.018424232805004603e-01
1.428476515392264723e+01,9.105348565636511182e+00,2.549989844990546706e-01
1.325098749327711012e+01,3.869990902718226877e+00,4.732436189579032337e-01
7.083878433085069481e+00,2.346818216169142879e+00,5.172043577919658297e-01
1.086006453007891004e+01,9.034243275754224811e+00,2.252729341331534962e-01
5.981171546398559080e+00,7.884768807198401674e+00,1.847545107082574356e-01
5.746152582987353874e+00,3.364338584067475324e+00,3.925603385252124933e-01
1.351385634577365913e+01,6.858551969765128931e+00,3.227178240164442768e-01
8.604247656624174567e+00,4.727982396214875038e+00,3.644107750380835009e-01
1.683115191851743120e+01,8.217474989207648406e+00,2.993916523919096240e-01
4.479270549049950034e+00,5.995004761169654195e+00,2.078716122164715463e-01
5.290635140058912000e+00,3.124615220680151406e+00,3.977645256913326932e-01
1.731418223022442149e+01,3.895777361016525830e+00,4.948548617650613823e-01
7.225639969250188699e+00,2.376032553150585258e+00,5.172361082276393240e-01
1.944844726791426837e+01,8.657332716147548624e+00,3.005234008839572923e-01
2.732374952109021926e+00,6.034938743231600178e+00,1.455323020596006600e-01
1.715728973496161203e+01,4.629104358149693788e-01,7.659158267428837208e-01
1.109412800968727275e+01,2.494220006440101223e+00,5.594479718177004512e-01
1.077992565930885860e+01,7.009374119730122921e+00,2.887452807005663202e-01
1.071507060795666888e+01,7.166142409714383987e+00,2.821341908476051041e-01
3.730273885261076394e+00,6.262781166711428593e-01,6.422907554215150361e-01
1.553339252951340121e+01,5.514427669193277204e+00,3.971897364643663386e-01
8.131187584912876076e+00,2.000677503991448170e+00,5.717990891766374650e-01
1.256249891999329904e+01,9.118787309677900410e-01,7.234631531544101213e-01
1.286967533296363442e+01,7.428053048188725249e+00,2.955225919133147028e-01
1.736701034212924100e+01,8.689708536430114094e+00,2.881703021417248434e-01
1.854233167403686267e+01,7.802439368984295243e+00,3.228902864056042432e-01
1.079065932518422422e+01,4.478112207781661525e+00,4.106654978526811939e-01
4.200701681621305639e+00,9.420182058616333620e+00,1.150800048906016337e-01
1.055489434650112557e+01,2.965911906020518352e+00,5.142537944173926068e-01
1.998216469038672471e+01,1.248068263335394557e+00,6.883625412804619259e-01
5.913067748543268998e+00,5.790197063800390787e+00,2.550718658503322578e-01
4.805608472833758249e+00,7.770359534070765406e+00,1.622599018005474458e-01
1.483195852428733374e+01,2.154576527195138702e+00,6.101049385525385560e-01
1.782120963133458602e+01,6.178361434444812339e+00,3.806279947037117806e-01
3.986795021904485647e+00,4.174636610782261670e+00,2.755169089110809932e-01
1.428538267437809672e+01,1.158986230251829452e+00,6.999414551846560029e-01
1.907492064252342345e+01,3.215396716212228778e+00,5.429818386901357208e-01
1.131357798136421700e+01,8.499250129259497299e+00,2.451163919710309391e-01
1.770789645274102142e+01,1.721524882568664649e+00,6.508747234206760934e-01
1.371464420405841445e+01,7.138627315879241486e+00,3.137173727267669188e-01
1.338682471066825030e+01,2.192381335540528831e+00,6.011825690013921086e-01
2.790912939536245752e+00,6.205962976784780594e+00,1.430533626513271761e-01
4.603895678385458545e+00,6.335451257591736329e+00,1.993402114485063603e-01
4.873989227366244847e+00,2.232784474935662899e+00,4.673203424251203275e-01
7.498908296212221991e+00,3.197526405185635578e-01,7.777962038901219399e-01
2.642197305288268350e+00,8.176007153656506432e+00,9.636831475967731764e-02
3.976804641101804982e+00,8.459206692920114179e+00,1.271769335608182727e-01
1.637092644545633036e+01,8.976737403151332728e+00,2.735790028157282228e-01
5.330369146024551696e+00,3.779213001583715759e+00,3.491966997322529798e-01
1.269542936931676635e+00,8.168797930113393946e+00,5.111421718592912278e-02
3.478929904407103368e+00,1.528797886945285622e+00,4.880612550889297241e-01
5.016823588270042045e+00,4.534200182911352073e-01,7.176610469824350469e-01
3.168301949046600452e+00,9.515267651140655758e+00,9.076476521549664556e-02
6.696282456552280493e+00,6.725007735021188537e+00,2.356344751492110701e-01
5.994508046431522352e+00,7.286005972690967170e+00,2.023487628278670680e-01
1.567057902299900185e+01,4.031760036310979345e+00,4.788268174885791373e-01
8.294589113854923923e+00,5.358708140513595453e+00,3.249049607219731128e-01
1.518067609831259723e+01,2.275303126472109305e+00,6.012155298873403941e-01
1.433817919670854479e+01,9.178617301888294833e+00,2.534030724579477423e-01
6.799570732999288047e+00,8.790723453156587652e+00,1.766796213183207676e-01
5.064004188361120207e+00,4.067156444673015514e+00,3.214105297154604690e-01
1.931079444429959935e+01,9.540365205406832416e+00,2.750545496109648713e-01
1.320036244036405471e+01,8.695175861908278847e+00,2.576324032977393430e-01
2.157787759887935142e+00,2.572937231324001761e-01,6.112019755247229957e-01
1.538393671644728578e+01,7.689412646793654993e+00,3.070967149475719027e-01
6.931631891681274693e-01,4.143301901711041957e+00,7.249251761968489305e-02
1.238864747259569832e+01,6.016008519880269745e+00,3.476935890218668668e-01
1.742803192166867987e+01,8.040157606376878263e+00,3.087515055445836931e-01
1.129522923093961628e+00,6.270856883984546215e+00,6.649660266682391740e-02
1.122281096256383215e+01,3.093170495777897155e-01,7.926878941304547066e-01
1.332958575536647539e+00,4.886226651940073218e+00,1.052614746553216241e-01
1.649209773935526968e+01,6.654619986437204648e-01,7.474830611459422069e-01
1.550145233566426306e+01,8.327280825077462367e+00,2.870166314109765526e-01
3.070047299252466111e+00,2.160036264891533886e+00,3.876014932769824006e-01
6.628344204880493251e+00,6.132983220605252583e+00,2.570268741982230098e-01
5.526184301785877828e+00,9.551283764224532291e+00,1.384783875172666823e-01
9.894064610898922751e+00,6.670670922436404915e+00,2.906323211474404755e-01
1.067676927775072571e+01,7.971849207210484067e+00,2.541483538289497912e-01
5.607002120372480469e+00,9.229330707050692695e+00,1.461614065674521068e-01
1.423488030131260729e+01,8.553767234954257503e+00,2.704989137536925603e-01
3.960610016822127655e+00,6.985660915110694091e+00,1.608057747247096658e-01
1.101936370488112216e+00,2.055307148503719983e+00,2.102640916776146729e-01
1.617346049406616260e+01,9.522760401605516734e+00,2.573333902171290322e-01
3.294315728076649297e+00,2.487807362984892023e+00,3.681602804005730256e-01
1.908027463100573939e+01,8.546579968703674979e+00,3.019826915699553860e-01
1.363041251212855087e+01,9.424021288352900427e+00,2.411605291214369562e-01
7.107614503568914444e+00,5.089758559500103807e+00,3.158759025780454865e-01
5.080242326828106059e+00,7.007899361392695425e+00,1.900680555005365147e-01
8.682298799139942957e+00,4.144157660275011423e+00,4.017133509847564676e-01
3.896773256795311724e+00,5.191472120190121498e-01,6.690920832157238873e-01
6.387880213340798363e+00,9.661102153328087638e+00,1.510286845529895394e-01
3.911293886317984470e+00,3.114852365453976368e+00,3.449751677206425171e-01
4.920410648341798088e-01,9.187553453960917160e-01,1.872839524005682765e-01
9.596425854540402867e+00,7.769298213370227302e+00,2.472363437208229264e-01
1.490798722502714035e+01,8.648093534122873294e+00,2.728949512350111184e-01
1.627948116617523411e+01,3.086254296019022014e+00,5.436423255421577450e-01
5.787923480937060994e+00,5.985500414803174074e+00,2.438249356336970874e-01
1.662865168722807496e+01,3.633671927771233712e+00,5.083587679211875043e-01
1.454581850132651510e+01,8.314368192281959224e+00,2.802896487482485766e-01
1.415760295907227828e+01,1.915876255291648622e+00,6.285453341049478393e-01
9.380724124590157587e+00,3.284241451894238661e+00,4.741798697049045552e-01
1.064296599075452576e+01,8.960675483078892611e+00,2.248580788406401576e-01
2.645632282489389642e+00,8.088191147819182802e+00,9.788696283989610503e-02
1.715486468741778125e+01,8.993559908795401014e-01,7.237815544674449653e-01
1.314873825592675516e+01,5.739764448567539645e+00,3.677614755242987754e-01
7.454293374850023746e+00,6.378333251495373446e+00,2.635933927616272432e-01
8.009518745280518104e+00,3.159571157780349804e-01,7.821771214044229703e-01
8.555204671747178580e+00,9.992311020694812029e+00,1.753212229290677104e-01
8.420341200124935810e+00,6.120041743128217249e+00,2.914251127937251273e-01
3.514701840771089270e+00,7.520191554817161617e+00,1.345999686869411571e-01
4.664064756458857097e+00,1.463543136889691176e+00,5.515595093478834476e-01
3.369304037984200750e+00,2.122964683429508170e+00,4.097674749474159439e-01
1.449130209761981547e+01,9.049759115425665357e+00,2.581511677599048760e-01
9.993789416560991956e-01,2.861683246570435379e+00,1.470780904868249361e-01
8.696537075603474776e+00,9.467508863331508540e-01,7.012093175258158340e-01
9.595104233585693976e-01,8.399362946053068768e+00,3.794951209289810362e-02
2.980907507492546404e+00,2.479957511235597600e+00,3.499122939160492773e-01
8.132135775303646952e+00,6.245127017807206027e-01,7.390277389320422108e-01
4.864906880277998447e+00,3.550610444039347335e+00,3.499707329960808910e-01
3.828342729011617429e+00,3.563086098152138170e+00,3.077154313326994073e-01
9.140720773734310356e+00,6.075198562642189160e+00,3.048306708570607815e-01
7.230602981034767396e+00,7.444914719576958717e+00,2.213440370645467226e-01
3.973070182473859902e+00,8.948023321134330743e+00,1.180792682148176093e-01
5.660987062082396548e+00,9.233579079706695225e+00,1.470617439284222505e-01
2.926793759209405987e+00,1.540458098471357840e+00,4.517789536688381347e-01
1.197249601011585618e+01,1.962039034187522679e+00,6.143865326027945217e-01
8.822171304924708579e+00,9.928840348332139243e+00,1.800256268156487094e-01
1.078762871065474727e+01,9.624335856044165638e+00,2.095350889161564922e-01
1.150732281740380358e+01,2.028403082560903403e+00,6.051089584946229838e-01
1.735614307620949859e+01,8.916514382295279262e+00,2.814745967002701965e-01
7.019883041276879787e+00,7.648896028425403948e+00,2.112378667040520352e-01
1.123199141029099657e+01,3.055457015832350187e+00,5.140952435118910646e-01
6.041357913034726579e+00,6.233530039992092320e+00,2.399540409390848450e-01
5.933601692127606242e+00,5.338135141657314620e+00,2.761049218054987819e-01
8.075636013357172516e+00,2.172131261722308970e+00,5.532132365554595088e-01
7.117573880655423402e+00,3.268145357614172575e+00,4.352031974319441887e-01
1.378587316487807435e+01,4.518716416553068882e+00,4.373927000226632278e-01
8.520444377808415126e+00,4.314311811836129884e+00,3.880093577179288267e-01
1.095715719674731137e+00,6.194508246799089513e+00,6.578757984569062744e-02
1.049445268609207893e-01,4.124213268206999849e+00,1.209822160804548824e-02
8.529677753151402086e+00,8.617928024636675843e+00,2.076372366151068294e-01
8.256239514053575590e+00,1.472489016234106440e+00,6.321896857550038940e-01
1.196137366739279706e+01,3.012821576035709104e+00,5.240675407626689264e-01
6.881319351771008286e+00,4.405481406689605528e+00,3.497754919909048521e-01
1.742774784833736135e+01,2.437929387640988210e+00,5.939846107095100303e-01
1.227315976335191650e+01,3.595282900247556146e+00,4.837188416654477074e-01
1.461275225508056508e+01,1.610157345508456128e-01,8.051295341074276024e-01
3.092903290996355192e+00,9.454835042071257689e+00,8.978868892094855891e-02
4.849036830834563716e+00,2.809472639603614930e+00,4.097341789944462520e-01
8.162549448762465687e+00,5.509813749781175218e+00,3.150631981572168394e-01
1.226388870417599719e+01,7.736681125050575147e+00,2.789528120363353181e-01
3.633222277532387690e+00,9.086267325341969681e+00,1.079235211488189239e-01
1.565137587682662890e+01,7.108410829529546504e+00,3.299125454910617483e-01
6.593635105346463021e+00,8.309466254977907695e+00,1.850779153942906929e-01
1.503745242293387818e+01,4.710485270609867214e+00,4.354858225666430882e-01
1.331045599030194282e+01,4.279448043087143994e+00,4.478549486770423416e-01
1.884528170656735835e+00,5.444499788964881404e+00,1.230182897426527200e-01
1.350292441004437194e+01,4.411549347695741474e+00,4.414596064872527981e-01
1.599100912754870407e+01,4.068654900501559979e+00,4.782891685379546676e-01
1.993945024680640188e+01,8.166907635390259657e+00,3.179820384669139743e-01
6.846180429572959802e+00,7.027414025888907290e+00,2.279757562526291692e-01
8.138324297499787141e-01,8.626732881386999452e+00,3.126113195199800576e-02
7.233951197505756880e+00,6.668260198247994097e+00,2.482273891529269416e-01
1.174428680724710716e+01,4.715261844457224960e+00,4.074579645398685446e-01
1.086337901704888154e+01,3.140624093994970334e+00,5.036660200530593823e-01
7.223972287002614623e-01,7.868498410293289780e+00,3.203935226605447023e-02
7.203188219896129452e-01,1.150484442354697823e+00,2.234526249555300326e-01
8.842544818527994011e+00,2.922308549862649762e+00,4.956916498305823371e-01
1.756728090140307330e+01,6.529209592179187283e+00,3.646271960751439889e-01
1.520715408153979764e+00,3.359882983169657500e+00,1.753505652956988403e-01
1.660882557864563225e+01,1.726363772146005671e+00,6.498719505367070992e-01
1.076904533368500161e+01,3.515257558277284922e-01,7.870056380409913288e-01
1.766651452589229265e+01,9.960590125443122389e+00,2.553417494660247811e-01
7.192105998648028908e+00,6.823373220868566236e+00,2.417362682957708564e-01
1.633848677827342044e+01,3.124987382588972906e-01,7.835996571320148485e-01
1.118219683301471967e+01,2.507275308246359469e-01,8.000838619804971907e-01
3.214598391668546107e+00,4.618669859490498464e-01,6.466784690793808688e-01
4.101523531843255022e+00,8.223639522907570054e+00,1.349541291184127578e-01
1.941031080410554566e+01,5.258416838570485474e+00,4.296857651796114896e-01
6.156025809223286238e+00,9.940590634450760632e+00,1.419809711912470296e-01
9.638499326259866162e-01,2.073533927607917882e-01,4.363131726059857884e-01
8.877177818976369039e+00,9.122244688421490721e+00,1.993594004721953306e-01
1.169788217294880184e+01,7.955234726948781088e+00,2.659539629711182296e-01
1.385425610770604443e+01,4.137993094221656065e+00,4.607467873517387957e-01
1.116780239647277989e-01,5.462117375542567821e+00,8.862023366292225840e-03
3.868035885977271882e+00,5.689263076093704186e+00,1.995778689390506344e-01
2.186998537423768818e-01,9.541063987717079975e-01,9.203707843871161698e-02
4.258216478545767458e+00,5.992218043386944082e+00,2.011941785786940662e-01
1.279680469509284535e+01,6.331918418312509900e+00,3.377555016322343895e-01
6.178437973381823767e+00,1.855341697853005734e+00,5.491807910637875878e-01
3.969194295347425960e+00,7.767997553785921383e-01,6.267924554243774482e-01
1.527463600030182711e+01,3.023329515395078992e-01,7.877504034587183845e-01
1.071419563268173647e+01,9.780403574814929613e+00,2.050457265843713683e-01
1.279154900681963980e+01,5.463151049235756673e+00,3.779075234968115593e-01
1.608913665335067833e+01,4.796475270199693774e+00,4.372931535759244093e-01
4.829052539307914671e+00,1.765065646790191511e+00,5.190985437867772223e-01
1.274281933614744178e+00,6.668811007620868203e+00,6.812981671785851845e-02
1.330407486916269733e+01,2.264483532433191115e+00,5.945475502160009196e-01
1.593838988033614612e+01,4.751711851669123909e+00,4.388366561186656800e-01
1.040220833552856483e+01,7.891150354991673943e+00,2.534774195547797593e-01
1.619465756442968640e+01,6.548759112656155068e+00,3.555450023738370158e-01
7.290073466795737644e+00,3.878254664001562269e+00,3.933090832603699516e-01
1.433163811992536019e+01,2.016896676043888892e-01,8.013451340691816194e-01
1.058597082783480303e+01,3.116789410133304017e+00,5.025219735093723328e-01
6.616174001597667775e+00,5.985758009662944801e-01,7.254438229861719378e-01
1.344255386999077651e+01,7.685890987154238907e+00,2.917103662133688213e-01
2.540852564076313325e+00,7.595347097299719685e+00,1.029999469585153454e-01
9.988076240263206174e+00,4.430012788877379037e+00,4.033070553276912329e-01
1.389812718152402837e+01,2.945223949536823760e-01,7.918750805024603601e-01
1.435677455512248990e+01,9.360844412025692840e-01,7.224190488331101445e-01
2.494790940170312776e+00,1.396187696427189096e+00,4.383435113436795483e-01
1.489355742367999724e+01,2.807977713954131538e+00,5.582556287404712991e-01
2.262280905544563403e+00,4.590697310744329407e-01,5.773284942787935137e-01
1.596840313636566044e+01,2.427364367580308269e+00,5.914179723209515016e-01
1.324865161342926712e+01,2.622018542602434721e+00,5.643786930417264980e-01
4.851452523493090752e+00,4.016804277179125471e+00,3.175179924953110966e-01
1.143397481182270603e+01,5.976962799881703425e+00,3.393157169540461648e-01
1.840209150240318436e+01,6.521641850053541134e+00,3.693889875468829298e-01
1.094727191713791070e+00,5.705522088151218973e+00,7.323849401071322318e-02
1.427150328640811239e+01,4.463498822830343826e+00,4.442296549254627358e-01
1.358095296589334566e+01,9.642378855097948787e+00,2.351349633712275233e-01
1.252442193140385918e+01,4.369840287546905344e+00,4.355571233685361365e-01
1.262184576554865778e+01,6.819663217877110384e+00,3.159896838430849564e-01
6.398341368048343192e+00,9.816102756004314145e+00,1.481931669400408658e-01
5.448855164735091350e-01,5.436143202096916482e+00,4.130882336482712136e-02
7.766003662968024024e+00,5.862818667952018892e-02,8.197211322653974452e-01
1.722052840548734309e+01,3.009975783597447219e+00,5.520939911890752061e-01
1.048225745242599949e+01,1.237445657373722474e+00,6.797013747907424408e-01
5.534673114421969409e+00,2.687973333164280554e+00,4.441340357776926706e-01
4.696049335486694787e+00,4.535860744387301580e+00,2.812458952527137623e-01
1.050577941591846987e+01,8.191448562943623557e+00,2.453093157936469815e-01
1.629660501602242917e+01,2.346880494570372733e+00,5.985794501219616759e-01
9.473419907350251190e-01,3.601037971370399937e+00,1.115571136281314768e-01
1.794811512801697706e+00,2.380748604708626814e-01,5.754139617410904961e-01
9.672615190883689706e+00,4.967663337405429758e+00,3.675503086253283369e-01
1.549622822662882449e+01,5.104062256462807312e+00,4.174486159299776733e-01
1.343521787889661923e+01,4.829201071213085061e-01,7.713124647917618537e-01
1.289310237972280859e+01,7.498267935844405763e+00,2.932510624812302846e-01
1.599322330686952931e+01,6.207582240082149205e+00,3.685636867316910426e-01
4.312943510421009208e+00,4.698583708360425604e+00,2.592014040869294877e-01
1.107697545018174523e+01,7.415128783321668138e+00,2.774123197883766045e-01
8.438154316391482723e+00,1.540699939510170591e+00,6.266407674656835347e-01
1.628507913423946363e+01,3.305299016723806993e+00,5.285626289450338078e-01
1.934175144701432103e+01,1.595755590786855915e+00,6.607075978405915206e-01
1.654185255437621649e+01,7.757568158899656119e+00,3.126757362822258912e-01
1.133298431298452513e+01,6.567204166209927862e-01,7.503008586594545060e-01
1.838577523810080905e+01,3.659671249543805516e-01,7.714822196020589828e-01
2.292842609393744180e+00,9.206591128914293876e+00,7.252343606908097373e-02
1.162986818906488828e+01,8.313900707863142170e-01,7.305682688493551069e-01
1.787731425287580578e+01,6.756527003241381557e+00,3.572689587175945647e-01
1.302568097688082283e+01,5.759664764619104815e+00,3.656933794757117884e-01
1.197530563419276284e+01,4.289646942632718840e-01,7.781806592205333661e-01
1.020140368501748007e+01,7.558006392992262512e+00,2.620110309974581497e-01
1.829596284798342021e+00,8.699580188058677166e+00,6.467092805931624888e-02
2.627532710380492631e+00,1.638350333865554731e+00,4.169202739171263272e-01
1.508414994741057846e+01,4.322368310651717671e+00,4.579512279437181199e-01
4.891379250724800620e+00,9.433771249464031783e+00,1.287949714377631394e-01
1.601976838448867824e+01,3.585970835651402844e+00,5.087490245424672874e-01
1.977277305580994016e+00,4.553220779811527841e+00,1.567245676515795771e-01
1.545227531309519620e+01,9.134934489481821629e+00,2.628836798223118665e-01
8.924455420426987473e+00,5.939079710314622673e+00,3.075825194727145884e-01
1.609661584568174320e+01,1.662922069647072565e+00,6.548570094242766038e-01
3.909022735023428563e-01,5.966828771924157948e+00,2.656829156908455114e-02
1.503671668009616269e+01,9.457092715518029991e+00,2.511874956643249113e-01
8.284344165832045803e+00,1.239172022739183365e+00,6.604490657313475399e-01
1.939221961237602088e+01,4.068596224956133600e-01,7.640218916355980827e-01
5.105246685352762270e+00,3.680887887908204981e+00,3.488205081517084527e-01
8.182923635547101782e+00,6.553542863254060435e+00,2.695424795465929391e-01
1.333984397882220030e+01,4.117452924616621601e+00,4.580972607987287559e-01
1.414557812529984204e+01,8.124301894957767445e+00,2.831153784095972181e-01
1.378851544482575342e+01,5.537261472973379561e+00,3.830747271176873636e-01
1.664358787018418795e+01,5.207669963068457974e+00,4.190994114324087527e-01
1.874396484724316636e+01,8.013624895321864727e+00,3.169674483449446134e-01
1.447956852275524042e+01,5.632818675904448291e+00,3.839637066191361470e-01
1.031731936770563074e+01,5.915582377033892669e+00,3.285823787276722086e-01
1.495816677009793061e+01,3.110345366931175359e+00,5.362631016067866963e-01
1.963029710957095375e+01,9.099375888582839522e+00,2.886586293605022946e-01
1.787492211420683708e-01,6.166911990352899942e+00,1.186726708986234405e-02
1.530709320577205723e+01,1.149113910355714641e-01,8.080345403438532470e-01
8.708686415330838315e+00,7.948189466647117563e+00,2.293457937121399504e-01
1.370808191081317418e+01,5.087193629474906498e-01,7.681735633754536163e-01
4.399878910318025582e+00,4.964862813187523649e+00,2.489635546490986118e-01
4.652848477227978563e+00,9.426681300203368252e+00,1.242264363413922573e-01
1.547860045201027113e+01,7.183515667376082270e+00,3.258814419285291919e-01
1.523520831254289476e+01,6.408828839275288125e+00,3.547712229148538565e-01
1.331270138426438443e+01,7.412596146312006695e+00,3.001393934162796540e-01
9.753183910507106091e-01,6.661420011582174894e+00,5.367487693977855689e-02
8.821537960905253328e+00,6.643647948571794970e+00,2.762626048130520373e-01
5.320987510732711812e+00,7.328882490154599694e+00,1.862100352086400734e-01
1.329396374467748165e+00,9.404829413376010194e+00,4.331362553179808617e-02
4.116502037138083381e+00,8.608747054888308270e+00,1.276015232598179117e-01
1.273553983353225760e+01,8.870988476927937683e+00,2.484254437353491385e-01
6.382517075574061671e+00,6.926160704756034736e-01,7.075565000748631483e-01
1.711760560312404422e+01,6.896468668507976574e+00,3.474840513465924929e-01
1.429955170437926704e+01,9.615944863974588586e+00,2.415304982117562616e-01
4.712929061366724959e+00,7.802853949436515890e+00,1.592623522069704645e-01
1.746406503380482889e+01,5.394076197214014101e+00,4.143555176510307914e-01
1.265448036227905693e+00,9.775589080413599419e+00,3.904916917118058522e-02
7.356032639683077079e+00,4.381942346131947552e+00,3.616047750632411795e-01
1.132644306956856006e+01,7.563480191633407124e+00,2.750419371576923733e-01
1.153891881520266516e+01,5.977240462098775353e+00,3.404795568702236319e-01
1.893598663502769508e+00,3.706963328880377162e+00,1.877325135107345833e-01
1.443719251376649915e+01,9.499067855793278170e+00,2.456097199365364914e-01
1.896829047289502057e+01,4.783228565530718512e+00,4.516442287995507954e-01
1.446037151137221954e+01,2.472033969473844905e+00,5.826032588730465367e-01
1.199227811202998772e+01,2.290024523682766322e+00,5.845456759794271928e-01
5.639837017831824006e+00,5.707481850506579413e+00,2.517852607673158327e-01
7.133977599749648846e+00,4.290128202025634607e+00,3.625974335011612482e-01
6.869981665908831969e-01,3.058393527512388577e+00,1.005710023717988205e-01
5.508176548137646122e+00,3.338369662309007779e+00,3.874162601078011692e-01
1.181717815635429680e+01,7.919144855629600244e+00,2.683676272425720155e-01
1.043435732943140515e+01,6.101210597552669590e+00,3.216955771415596632e-01
2.550130014181902993e+00,6.742902550169103115e+00,1.204542707070490049e-01
6.970818340151143211e+00,3.007481173201679070e+00,4.535437373493177438e-01
1.107159913056019995e+01,9.315707331717639761e+00,2.201832447243764479e-01
1.055394824777365770e+01,8.397369046309098195e+00,2.396942561300053620e-01
2.831979984120901683e+00,1.358387748331654210e+00,4.700923992257851625e-01
1.663505188144311475e+01,1.630495643189271426e+00,6.581144265751759370e-01
1.715466778216671884e+01,3.967933932987810497e+00,4.898368493001432622e-01
1.718078874411297718e+01,5.172543793446560123e-02,8.076065046472910014e-01
1.281066285238867586e+01,5.871368496404060444e+00,3.584468211398937898e-01
1.528081395631929773e+01,9.554302345570791388e+00,2.503949755880688355e-01
1.582398506485992584e+01,3.828704621719747347e-01,7.777438121889989064e-01
1.000276671160102815e+01,7.818608641759892564e+00,2.508919125198560973e-01
3.384599206344982125e+00,9.152148683844741228e+00,1.010288806542170431e-01
7.891739649963139591e+00,7.652793412589434574e+00,2.259963670029941918e-01
1.367401544986458894e+01,7.466270790325136630e+00,3.013988657879751454e-01
1.483276181842976627e+01,7.611776236495374270e+00,3.056861833534628148e-01
2.317909646891353148e+00,9.196610560413381208e+00,7.331568434747505469e-02
2.415391773500283445e+00,9.933991339942547683e+00,6.795496146214685673e-02
6.775406722271720028e+00,5.503883170982756923e+00,2.879965213088884202e-01
1.965981318232682540e+01,7.486752478330248373e+00,3.393088812838413459e-01
2.889382849422740041e+00,2.674038535149960705e+00,3.264973945426375979e-01
9.702409967720041495e-01,6.498741855845434401e+00,5.526656263965482041e-02
4.126174435527501849e+00,9.792887246017368597e+00,1.077044454222667591e-01
1.493501691925688846e+01,3.061028570502987378e+00,5.397114913433079808e-01
1.885059520264116628e+01,5.755135115031928539e-01,7.501029153517120296e-01
7.890896171801594638e-01,8.182845390042874811e+00,3.285730396713894969e-02
1.616306756332099193e+00,7.170764933513419592e+00,7.603936001096213426e-02
1.513444810966666232e+01,4.224641750375312199e+00,4.640634303270272931e-01
8.752594925775827761e+00,6.586402779247468864e+00,2.774547311271176042e-01
3.047951144886668295e+00,2.522438110186291382e+00,3.501518633651181656e-01
1.636819358070161456e+01,3.094441846812546970e+00,5.433971912684900651e-01
