t,M,P,E,dP_dt,dP_dt_noisy
1.083336667333466607e+02,4.461637136048202112e-01,6.171510321027782187e-01,4.907800797190454700e-01,7.507397620232225677e-09,-1.751932459332785491e-02
1.083576715343068599e+02,4.461637137274949705e-01,6.171510319272305312e-01,4.907800795956096529e-01,7.877136665168649188e-09,2.264347082620656731e-02
1.083816763352670449e+02,4.461637138328524155e-01,6.171510317764639098e-01,4.907800794895986196e-01,8.194681960782546071e-09,2.109407886870035345e-02
1.084056811362272441e+02,4.461637139202485614e-01,6.171510316513999506e-01,4.907800794016602963e-01,8.458092226604208008e-09,-1.883827616584337131e-02
1.084296859371874291e+02,4.461637139891339587e-01,6.171510315528249135e-01,4.907800793323475741e-01,8.665711315192226039e-09,1.542110670228145040e-02
1.084536907381476283e+02,4.461637140390535827e-01,6.171510314813899445e-01,4.907800792821182534e-01,8.816167962333310015e-09,2.921283793665398545e-02
1.084776955391078133e+02,4.461637140696469994e-01,6.171510314376106310e-01,4.907800792513350441e-01,8.908375925820166685e-09,9.617128298547475765e-03
1.085017003400680125e+02,4.461637140806481994e-01,6.171510314218678905e-01,4.907800792402655654e-01,8.941533374828836145e-09,-5.145658926111231109e-03
1.085257051410281974e+02,4.461637140718857641e-01,6.171510314344069714e-01,4.907800792490824016e-01,8.915123472785779768e-09,-2.697375889382724271e-03
1.085497099419883966e+02,4.461637140432826998e-01,6.171510314753380078e-01,4.907800792778629351e-01,8.828914543901333900e-09,1.018577568887053288e-02
1.085737147429485816e+02,4.461637139948564923e-01,6.171510315446359085e-01,4.907800793265895689e-01,8.682958935191109617e-09,-1.401991479387990243e-02
1.085977195439087808e+02,4.461637139267192187e-01,6.171510316421404685e-01,4.907800793951496154e-01,8.477594570788227202e-09,7.524510436516767924e-03
1.086217243448689658e+02,4.461637138390773250e-01,6.171510317675560353e-01,4.907800794833351854e-01,8.213443786209140285e-09,-3.884271419085206112e-03
1.086457291458291650e+02,4.461637137322319036e-01,6.171510319204519535e-01,4.907800795908434655e-01,7.891413800198421313e-09,-1.394462116638829109e-02
1.086697339467893499e+02,4.461637136065784714e-01,6.171510321002621202e-01,4.907800797172764407e-01,7.512697047795668936e-09,-1.863935306942138270e-02
1.086937387477495491e+02,4.461637134626070256e-01,6.171510323062853187e-01,4.907800798621410610e-01,7.078770236645937075e-09,1.196085863773591225e-02
1.087177435487097341e+02,4.461637133009021539e-01,6.171510325376852180e-01,4.907800800248491302e-01,6.591394874355671618e-09,-1.719046654420052639e-02
1.087417483496699333e+02,4.461637131221428132e-01,6.171510327934899287e-01,4.907800802047174726e-01,6.052618017893252045e-09,5.285602749994188637e-03
1.087657531506301183e+02,4.461637129271024960e-01,6.171510330725927806e-01,4.907800804009677664e-01,5.464770580498878871e-09,-3.598274969356296538e-02
1.087897579515903175e+02,4.461637127166493411e-01,6.171510333737514342e-01,4.907800806127265436e-01,4.830469108041413051e-09,-3.067956882913722323e-03
1.088137627525505025e+02,4.461637124917458008e-01,6.171510336955886578e-01,4.907800808390254121e-01,4.152614418995170809e-09,3.040408402634043813e-03
1.088377675535107016e+02,4.461637122534489186e-01,6.171510340365916614e-01,4.907800810788006673e-01,3.434392631396221418e-09,7.884755235078260913e-03
1.088617723544708866e+02,4.461637120029101622e-01,6.171510343951128741e-01,4.907800813308936805e-01,2.679273858330333269e-09,1.964775702922274755e-02
1.088857771554310716e+02,4.461637117413756459e-01,6.171510347693690557e-01,4.907800815940507322e-01,1.891014234089993806e-09,1.128535808962567201e-02
1.089097819563912708e+02,4.461637114701858531e-01,6.171510351574418518e-01,4.907800818669229570e-01,1.073653832506238359e-09,1.201160738677135506e-02
1.089337867573514558e+02,4.461637111907757469e-01,6.171510355572779050e-01,4.907800821480664544e-01,2.315176383937966875e-10,-4.492194728392229913e-03
1.089577915583116550e+02,4.461637109046749927e-01,6.171510359666884105e-01,4.907800824359421776e-01,-6.307840638708483993e-10,-1.974208700288314702e-02
1.089817963592718399e+02,4.461637106135074582e-01,6.171510363833493384e-01,4.907800827289160450e-01,-1.508356828328061283e-09,-2.223739164847473443e-02
1.090058011602320391e+02,4.461637103189917686e-01,6.171510368048015449e-01,4.907800830252588287e-01,-2.396021048234331374e-09,-1.430579459703278100e-02
1.090298059611922241e+02,4.461637100229409181e-01,6.171510372284506607e-01,4.907800833231463211e-01,-3.288312261373604883e-09,5.761291716542187545e-03
1.090538107621524233e+02,4.461637097272624364e-01,6.171510376515667584e-01,4.907800836206591688e-01,-4.179481094546133590e-09,2.099840878683227607e-02
1.090778155631126083e+02,4.461637094339583332e-01,6.171510380712852406e-01,4.907800839157828721e-01,-5.063493679902109079e-09,7.861236214111545079e-03
1.091018203640728075e+02,4.461637091451251536e-01,6.171510384846058406e-01,4.907800842064078961e-01,-5.934030739007667421e-09,4.985656213484097356e-03
1.091258251650329925e+02,4.461637088629539227e-01,6.171510388883930665e-01,4.907800844903297266e-01,-6.784489026134821188e-09,1.600110507723065054e-02
1.091498299659931916e+02,4.461637085897301458e-01,6.171510392793766453e-01,4.907800847652485365e-01,-7.607980023749405518e-09,-5.576252244592189676e-03
1.091738347669533766e+02,4.461637083278338078e-01,6.171510396541505239e-01,4.907800850287695749e-01,-8.397330109044531810e-09,4.446609508056214959e-03
1.091978395679135758e+02,4.461637080797395405e-01,6.171510400091736459e-01,4.907800852784030554e-01,-9.145081164563251264e-09,-1.224809735342170065e-03
1.092218443688737608e+02,4.461637078480162333e-01,6.171510403407698409e-01,4.907800855115638794e-01,-9.843490356153949961e-09,5.091390668269310006e-03
1.092458491698339600e+02,4.461637076353275333e-01,6.171510406451276021e-01,4.907800857255720794e-01,-1.048452966112556339e-08,-3.401664017327788066e-03
1.092698539707941450e+02,4.461637074444313456e-01,6.171510409183001977e-01,4.907800859176524866e-01,-1.105988686744829863e-08,-2.472697389627254508e-02
1.092938587717543442e+02,4.461637072781803326e-01,6.171510411562056708e-01,4.907800860849349522e-01,-1.156096382515237053e-08,-6.655693633288695642e-03
1.093178635727145291e+02,4.461637071395214149e-01,6.171510413546267282e-01,4.907800862244540707e-01,-1.197887913861883646e-08,-1.521484169674225395e-02
1.093418683736747283e+02,4.461637070314961040e-01,6.171510415092109625e-01,4.907800863331495123e-01,-1.230446500244397612e-08,3.523689361024490152e-02
1.093658731746349133e+02,4.461637069572405023e-01,6.171510416154708523e-01,4.907800864078658010e-01,-1.252826994924127746e-08,2.927488661860422337e-02
1.093898779755951125e+02,4.461637069199850814e-01,6.171510416687834288e-01,4.907800864453523149e-01,-1.264055715655132417e-08,-1.150072698010396431e-02
1.094138827765552975e+02,4.461637069230548480e-01,6.171510416643906094e-01,4.907800864422635079e-01,-1.263130489093100550e-08,-1.619278897025835245e-02
1.094378875775154967e+02,4.461637069698694003e-01,6.171510415973989749e-01,4.907800863951585213e-01,-1.249020675775369682e-08,1.188529169993329544e-03
1.094618923784756817e+02,4.461637070639427050e-01,6.171510414627801033e-01,4.907800863005015723e-01,-1.220667197876501575e-08,-2.898638500015623953e-02
1.094858971794358808e+02,4.461637072088832645e-01,6.171510412553700142e-01,4.907800861546618432e-01,-1.176982417083749510e-08,2.542903031995308316e-02
1.095099019803960658e+02,4.461637074044346174e-01,6.171510409755358584e-01,4.907800859578973496e-01,-1.118043652104105945e-08,-3.728376539584552537e-04
1.095339067813562650e+02,4.461637076346641750e-01,6.171510406460771758e-01,4.907800857262394345e-01,-1.048652942259309384e-08,-8.694981581635707543e-03
1.095579115823164500e+02,4.461637078938862078e-01,6.171510402751302360e-01,4.907800854654092437e-01,-9.705239500945594955e-09,2.139490248846284345e-02
1.095819163832766492e+02,4.461637081781067993e-01,6.171510398684103560e-01,4.907800851794253960e-01,-8.848604543532090361e-09,2.600152486142109226e-02
1.096059211842368342e+02,4.461637084834760847e-01,6.171510394314265735e-01,4.907800848721616260e-01,-7.928227740983118110e-09,3.535693794212288726e-03
1.096299259851970334e+02,4.461637088062883061e-01,6.171510389694819798e-01,4.907800845473466733e-01,-6.955278353260041513e-09,2.048282455755973813e-02
1.096539307861572183e+02,4.461637091429818680e-01,6.171510384876732758e-01,4.907800842085643378e-01,-5.940491182299112438e-09,-3.248996158375159343e-02
1.096779355871174175e+02,4.461637094901390599e-01,6.171510379908909938e-01,4.907800838592534243e-01,-4.894166516500320085e-09,-1.461309416089497971e-02
1.097019403880776025e+02,4.461637098444864447e-01,6.171510374838196089e-01,4.907800835027077424e-01,-3.826170852372356990e-09,-1.629304463422341989e-02
1.097259451890378017e+02,4.461637102028944701e-01,6.171510369709373167e-01,4.907800831420761623e-01,-2.745936505954560403e-09,-3.177551397982927156e-02
1.097499499899979867e+02,4.461637105623779131e-01,6.171510364565161444e-01,4.907800827803626142e-01,-1.662460669127341362e-09,1.751619062685501327e-02
1.097739547909581859e+02,4.461637109200953799e-01,6.171510359446221727e-01,4.907800824204259227e-01,-5.843077688361120181e-10,4.790802663614687762e-02
1.097979595919183708e+02,4.461637112733496946e-01,6.171510354391148701e-01,4.907800820649800833e-01,4.803935582664564663e-10,-2.584146800996847335e-02
1.098219643928785700e+02,4.461637116195877328e-01,6.171510349436479803e-01,4.907800817165940410e-01,1.523947801285174819e-09,-1.090394359093584814e-02
1.098459691938387550e+02,4.461637119564003662e-01,6.171510344616687460e-01,4.907800813776918569e-01,2.539094046127843285e-09,2.135614010085889330e-02
1.098699739947989542e+02,4.461637122815227396e-01,6.171510339964182412e-01,4.907800810505524858e-01,3.519006336327734630e-09,-5.620032193081049045e-03
1.098939787957591392e+02,4.461637125928338832e-01,6.171510335509318157e-01,4.907800807373100538e-01,4.457291424841969274e-09,-2.871538065404618859e-05
1.099179835967193384e+02,4.461637128883569337e-01,6.171510331280379846e-01,4.907800804399536365e-01,5.347991854920408628e-09,-1.574325093701066033e-02
1.099419883976795234e+02,4.461637131662592459e-01,6.171510327303595389e-01,4.907800801603272589e-01,6.185583795170757071e-09,6.701273659194149565e-03
1.099659931986397226e+02,4.461637134248520598e-01,6.171510323603128789e-01,4.907800799001301728e-01,6.964977317114318112e-09,-1.916909063399196630e-02
1.099899979995999075e+02,4.461637136625908329e-01,6.171510320201084587e-01,4.907800796609165239e-01,7.681517005808657927e-09,1.505920626362767731e-02
1.100140028005601067e+02,4.461637138780750189e-01,6.171510317117503419e-01,4.907800794440955183e-01,8.330981987603180983e-09,1.042190170061749709e-02
1.100380076015202917e+02,4.461637140700482895e-01,6.171510314370364236e-01,4.907800792509313115e-01,8.909585402783193331e-09,7.498982247989690805e-03
1.100620124024804909e+02,4.461637142373981457e-01,6.171510311975586527e-01,4.907800790825432302e-01,9.413974377814326999e-09,-1.510421928833030267e-02
1.100860172034406759e+02,4.461637143791564175e-01,6.171510309947023654e-01,4.907800789399055508e-01,9.841230941276535304e-09,-4.191892177191168870e-03
1.101100220044008751e+02,4.461637144944988198e-01,6.171510308296472846e-01,4.907800788238475542e-01,1.018887049730743399e-08,9.340420440747563766e-03
1.101340268053610600e+02,4.461637145827452855e-01,6.171510307033664100e-01,4.907800787350536376e-01,1.045484365747029187e-08,-1.764963403669608105e-02
1.101580316063212592e+02,4.461637146433597989e-01,6.171510306166270166e-01,4.907800786740631471e-01,1.063753465868622072e-08,-1.937408436975605885e-02
1.101820364072814442e+02,4.461637146759503403e-01,6.171510305699899890e-01,4.907800786412704341e-01,1.073576155752320460e-08,-4.493802260563704160e-02
1.102060412082416434e+02,4.461637146802689968e-01,6.171510305638099325e-01,4.907800786369249657e-01,1.074877806206409048e-08,-1.062861785810722756e-02
1.102300460092018284e+02,4.461637146562120182e-01,6.171510305982355060e-01,4.907800786611312138e-01,1.067627081186017790e-08,-3.027476920535059502e-03
1.102540508101620276e+02,4.461637146038196500e-01,6.171510306732089779e-01,4.907800787138486553e-01,1.051836140408823894e-08,1.875095999281500142e-02
1.102780556111222126e+02,4.461637145232761892e-01,6.171510307884666702e-01,4.907800787948917720e-01,1.027560522781634234e-08,-2.390539657860863559e-02
1.103020604120824117e+02,4.461637144149101508e-01,6.171510309435386255e-01,4.907800789039301614e-01,9.948992157893243871e-09,-2.872510485588804577e-02
1.103260652130425967e+02,4.461637142791939903e-01,6.171510311377486069e-01,4.907800790404883151e-01,9.539946360659357083e-09,2.376065888762995612e-02
1.103500700140027959e+02,4.461637141167442144e-01,6.171510313702143202e-01,4.907800792039458404e-01,9.050326127413299560e-09,2.154650546046560367e-02
1.103740748149629809e+02,4.461637139283216036e-01,6.171510316398473028e-01,4.907800793935374606e-01,8.482424374012254020e-09,-2.263784387998984265e-02
1.103980796159231801e+02,4.461637137148308230e-01,6.171510319453528126e-01,4.907800796083527373e-01,7.838967447382216847e-09,-9.957853936742462261e-03
1.104220844168833651e+02,4.461637134773207003e-01,6.171510322852299391e-01,4.907800798473363479e-01,7.123116901874837481e-09,-3.622330130399367687e-02
1.104460892178435643e+02,4.461637132169840592e-01,6.171510326577719363e-01,4.907800801092880305e-01,6.338467639643852181e-09,-1.477462335603751519e-03
1.104700940188037492e+02,4.461637129351579967e-01,6.171510330610653350e-01,4.907800803928625277e-01,5.489049714757499032e-09,2.540271208981589868e-02
1.104940988197639484e+02,4.461637126333234393e-01,6.171510334929908304e-01,4.907800806965696427e-01,4.579326584597254168e-09,1.548970473221106259e-02
1.105181036207241334e+02,4.461637123131055871e-01,6.171510339512228382e-01,4.907800810187741281e-01,3.614196636414490627e-09,-2.103674911679478607e-02
1.105421084216843326e+02,4.461637119762735804e-01,6.171510344332298281e-01,4.907800813576957411e-01,2.598991910574000030e-09,5.400958242733487798e-03
1.105661132226445176e+02,4.461637116247407220e-01,6.171510349362736569e-01,4.907800817114094660e-01,1.539479127510290368e-09,-1.435585092561361513e-02
1.105901180236047168e+02,4.461637112605644218e-01,6.171510354574103463e-01,4.907800820778451256e-01,4.418592158828005267e-10,6.150263730779913576e-03
1.106141228245649017e+02,4.461637108859459744e-01,6.171510359934896384e-01,4.907800824547876029e-01,-6.872328539575534023e-10,-1.093910835662109150e-02
1.106381276255251009e+02,4.461637105032310591e-01,6.171510365411551069e-01,4.907800828398768411e-01,-1.840727792412621966e-09,1.234626684815780598e-02
1.106621324264852859e+02,4.461637101149091289e-01,6.171510370968440462e-01,4.907800832306078442e-01,-3.011122018392597965e-09,2.486278681856873840e-02
1.106861372274454851e+02,4.461637097236139105e-01,6.171510376567879153e-01,4.907800836243306208e-01,-4.190477853605045766e-09,6.328035033849539574e-03
1.107101420284056701e+02,4.461637093321231817e-01,6.171510382170115605e-01,4.907800840182501290e-01,-5.370422717643208443e-09,7.087105994883189514e-03
1.107341468293658693e+02,4.461637089433587167e-01,6.171510387733338820e-01,4.907800844094264425e-01,-6.542150793320544722e-09,7.755458176641590040e-03
1.107581516303260543e+02,4.461637085603863961e-01,6.171510393213676116e-01,4.907800847947746403e-01,-7.696421416847343266e-09,1.729980338388558900e-02
1.107821564312862535e+02,4.461637081864162635e-01,6.171510398565193123e-01,4.907800851710648615e-01,-8.823559910497991154e-09,-8.221965047135095656e-03
1.108061612322464384e+02,4.461637078248023025e-01,6.171510403739892681e-01,4.907800855349221947e-01,-9.913456860966007866e-09,-3.336097732596281923e-03
1.108301660332066376e+02,4.461637074790427149e-01,6.171510408687715943e-01,4.907800858828268442e-01,-1.095556909080919183e-08,-2.993342831572565112e-03
1.108541708341668226e+02,4.461637071527796428e-01,6.171510413356543490e-01,4.907800862111139639e-01,-1.193891935313828867e-08,2.611679253075494325e-02
1.108781756351270218e+02,4.461637068497994463e-01,6.171510417692193107e-01,4.907800865159738235e-01,-1.285209533241626900e-08,3.266636271207145562e-03
1.109021804360872068e+02,4.461637065740324259e-01,6.171510421638422006e-01,4.907800867934516420e-01,-1.368325144857074349e-08,1.134518384195912916e-02
1.109261852370474060e+02,4.461637063295530448e-01,6.171510425136924605e-01,4.907800870394476989e-01,-1.442010733043730397e-08,-7.141213990993937506e-03
1.109501900380075909e+02,4.461637061205798727e-01,6.171510428127332526e-01,4.907800872497172784e-01,-1.504994823209315769e-08,-2.667261598072046339e-02
1.109741948389677901e+02,4.461637059514754755e-01,6.171510430547219039e-01,4.907800874198707808e-01,-1.555962536592403467e-08,-5.918660331183069750e-03
1.109981996399279751e+02,4.461637058267465261e-01,6.171510432332091289e-01,4.907800875453735556e-01,-1.593555573609073406e-08,9.586466416878401675e-03
1.110222044408881743e+02,4.461637057510438042e-01,6.171510433415399177e-01,4.907800876215459018e-01,-1.616372238832930464e-08,-5.989673907970395096e-03
1.110462092418483593e+02,4.461637057291620856e-01,6.171510433728526479e-01,4.907800876435633453e-01,-1.622967338299474704e-08,-1.107786420518250096e-02
1.110702140428085585e+02,4.461637057660403638e-01,6.171510433200798618e-01,4.907800876064563056e-01,-1.611852312732864334e-08,-7.181924467441307136e-03
1.110942188437687435e+02,4.461637058667615174e-01,6.171510431759478221e-01,4.907800875051102074e-01,-1.581495157054746414e-08,1.045114246823698745e-02
1.111182236447289426e+02,4.461637060365527541e-01,6.171510429329765124e-01,4.907800873342656467e-01,-1.530320442588717356e-08,8.651534174197967469e-03
1.111422284456891276e+02,4.461637062760199779e-01,6.171510425902986263e-01,4.907800870933127224e-01,-1.458145515442765827e-08,1.888098954476202557e-04
1.111662332466493268e+02,4.461637065477117581e-01,6.171510422015074049e-01,4.907800868199353461e-01,-1.376258174090594366e-08,-1.846646596309328703e-02
1.111902380476095118e+02,4.461637068395497563e-01,6.171510417838870222e-01,4.907800865262868517e-01,-1.288298812074373245e-08,-1.326205315006259017e-02
1.112142428485697110e+02,4.461637071480263339e-01,6.171510413424567965e-01,4.907800862158964716e-01,-1.195324605962611031e-08,7.140571969403657071e-02
1.112382476495298960e+02,4.461637074697760719e-01,6.171510408820326532e-01,4.907800858921506637e-01,-1.098349905470641374e-08,-3.191209783810735039e-03
1.112622524504900952e+02,4.461637078015754376e-01,6.171510404072274580e-01,4.907800855582928334e-01,-9.983462612161986272e-09,1.236526854586210249e-02
1.112862572514502801e+02,4.461637081403430627e-01,6.171510399224506838e-01,4.907800852174235562e-01,-8.962424052905149097e-09,6.197312966946927869e-03
1.113102620524104793e+02,4.461637084831395206e-01,6.171510394319086323e-01,4.907800848725004106e-01,-7.929242623605503582e-09,-2.710772422523190922e-02
1.113342668533706643e+02,4.461637088271675489e-01,6.171510389396043239e-01,4.907800845263380896e-01,-6.892349441178780012e-09,2.624270787328715493e-02
1.113582716543308635e+02,4.461637091697717716e-01,6.171510384493372747e-01,4.907800841816083448e-01,-5.859747298497808288e-09,1.761573071059877168e-03
1.113822764552910485e+02,4.461637095084390325e-01,6.171510379647041633e-01,4.907800838408400423e-01,-4.839011247259605852e-09,-1.749990317685608948e-02
1.114062812562512477e+02,4.461637098407981172e-01,6.171510374890980533e-01,4.907800835064190514e-01,-3.837287931851562917e-09,1.513132068013518967e-02
1.114302860572114326e+02,4.461637101646198089e-01,6.171510370257089484e-01,4.907800831805884112e-01,-2.861296116707379156e-09,-1.102874469774651860e-02
1.114542908581716318e+02,4.461637104778169993e-01,6.171510365775233486e-01,4.907800828654481640e-01,-1.917325936906522088e-09,6.381337231172931439e-03
1.114782956591318168e+02,4.461637107784446887e-01,6.171510361473249162e-01,4.907800825629554109e-01,-1.011240424730885934e-09,-2.602426378598731924e-02
1.115023004600920160e+02,4.461637110646998194e-01,6.171510357376934763e-01,4.907800822749243674e-01,-1.484734279966204440e-10,-3.453113173150138167e-03
1.115263052610522010e+02,4.461637113349214423e-01,6.171510353510061275e-01,4.907800820030263633e-01,6.659689744115127041e-10,1.320488756468514262e-02
1.115503100620124002e+02,4.461637115875904946e-01,6.171510349894364644e-01,4.907800817487897316e-01,1.427508167228808134e-09,-9.550718236624898203e-03
1.115743148629725852e+02,4.461637118213302444e-01,6.171510346549546888e-01,4.907800815135999195e-01,2.131995108234363556e-09,-2.767703951203314902e-02
1.115983196639327844e+02,4.461637120349057350e-01,6.171510343493279427e-01,4.907800812986994887e-01,2.775707191871035207e-09,-1.608952364193086751e-02
1.116223244648929693e+02,4.461637122272241740e-01,6.171510340741200862e-01,4.907800811051878931e-01,3.355351108069726251e-09,1.327786848205220020e-02
1.116463292658531685e+02,4.461637123973347663e-01,6.171510338306915866e-01,4.907800809340219228e-01,3.868060871603518081e-09,-3.128132534396639575e-02
1.116703340668133535e+02,4.461637125444288809e-01,6.171510336201997404e-01,4.907800807860152603e-01,4.311399515177782860e-09,-2.739222745821330227e-02
1.116943388677735527e+02,4.461637126678398291e-01,6.171510334435986733e-01,4.907800806618387579e-01,4.683357535117949055e-09,1.515584885435336711e-02
1.117183436687337377e+02,4.461637127670428637e-01,6.171510333016390071e-01,4.907800805620202711e-01,4.982353418725438132e-09,2.125404190009454793e-03
1.117423484696939369e+02,4.461637128416555131e-01,6.171510331948681927e-01,4.907800804869447142e-01,5.207234310411479328e-09,-1.046464520911584255e-03
1.117663532706541218e+02,4.461637128914371364e-01,6.171510331236305102e-01,4.907800804368542269e-01,5.357275290052143646e-09,-8.935241228473831884e-03
1.117903580716143210e+02,4.461637129162893678e-01,6.171510330880670692e-01,4.907800804118478966e-01,5.432179317477192626e-09,7.588601712890206442e-03
1.118143628725745060e+02,4.461637129162555615e-01,6.171510330881153639e-01,4.907800804118818694e-01,5.432077426759107652e-09,1.617533452273120162e-02
1.118383676735347052e+02,4.461637128915214578e-01,6.171510331235098290e-01,4.907800804367694059e-01,5.357529503369207191e-09,8.646918581848784396e-03
1.118623724744948902e+02,4.461637128424146281e-01,6.171510331937817284e-01,4.907800804861809363e-01,5.209522507820807391e-09,-3.464083203335493327e-02
1.118863772754550894e+02,4.461637127694047522e-01,6.171510332982589331e-01,4.907800805596437832e-01,4.989472224270485867e-09,1.225569214243496172e-02
1.119103820764152744e+02,4.461637126731035075e-01,6.171510334360661432e-01,4.907800806565424945e-01,4.699222289072935155e-09,-3.273163251431972232e-02
1.119343868773754735e+02,4.461637125542646798e-01,6.171510336061245550e-01,4.907800807761185657e-01,4.341044496092294480e-09,3.366422103775299629e-02
1.119583916783356585e+02,4.461637124137840527e-01,6.171510338071524160e-01,4.907800809174707179e-01,3.917638907724452224e-09,-8.954177754807481071e-03
1.119823964792958577e+02,4.461637122526995181e-01,6.171510340376645809e-01,4.907800810795546198e-01,3.432133327541109225e-09,1.177445315199997927e-02
1.120064012802560427e+02,4.461637120721909100e-01,6.171510342959725115e-01,4.907800812611830543e-01,2.888084299490500939e-09,6.347848052141685619e-03
1.120304060812162419e+02,4.461637118735802265e-01,6.171510345801846098e-01,4.907800814610259743e-01,2.289475775629767895e-09,-1.275151045276104456e-02
1.120544108821764269e+02,4.461637116583313523e-01,6.171510348882058850e-01,4.907800816776102248e-01,1.640720087570102237e-09,2.346944032530869084e-02
1.120784156831366261e+02,4.461637114280503913e-01,6.171510352177381753e-01,4.907800819093198208e-01,9.466581407657770342e-10,4.342989901986748537e-03
1.121024204840968110e+02,4.461637111844853343e-01,6.171510355662799263e-01,4.907800821543958913e-01,2.125580267353655017e-10,4.187056891728001273e-02
1.121264252850570102e+02,4.461637109295263914e-01,6.171510359311264127e-01,4.907800824109366244e-01,-5.558829507812390602e-10,1.314583511308254488e-02
1.121504300860171952e+02,4.461637106652056040e-01,6.171510363093697382e-01,4.907800826768972668e-01,-1.352540329735418823e-09,6.829325393773942945e-03
1.121744348869773944e+02,4.461637103936971771e-01,6.171510366978983919e-01,4.907800829500900686e-01,-2.170860935457596952e-09,4.985242717920530808e-02
1.121984396879375794e+02,4.461637101173174247e-01,6.171510370933981360e-01,4.907800832281844494e-01,-3.003863852102384158e-09,2.788218224568501588e-02
1.122224444888977786e+02,4.461637098385245470e-01,6.171510374923510067e-01,4.907800835087069435e-01,-3.844139784270339533e-09,8.196946706273275851e-04
1.122464492898579635e+02,4.461637095599189640e-01,6.171510378910358696e-01,4.907800837890409773e-01,-4.683851362319302325e-09,-1.513420215859291075e-02
1.122704540908181627e+02,4.461637092842429264e-01,6.171510382855285304e-01,4.907800840664272579e-01,-5.514733225631118785e-09,3.868042808679748867e-02
1.122944588917783477e+02,4.461637090143809048e-01,6.171510386717012908e-01,4.907800843379634959e-01,-6.328091717300310393e-09,2.499533268442627812e-02
1.123184636927385469e+02,4.461637087533593671e-01,6.171510390452232819e-01,4.907800846006043494e-01,-7.114805050667527553e-09,2.498627359445772939e-02
1.123424684936987319e+02,4.461637085043467787e-01,6.171510394015605749e-01,4.907800848511618130e-01,-7.865324030964515600e-09,-5.513743344349480990e-03
1.123664732946589311e+02,4.461637082706537138e-01,6.171510397359755151e-01,4.907800850863046627e-01,-8.569669973645943628e-09,-1.111270682448280492e-02
1.123904780956191161e+02,4.461637080557327439e-01,6.171510400435277210e-01,4.907800853025590104e-01,-9.217437396680239203e-09,-1.671191281472314549e-02
1.124144828965793010e+02,4.461637078631784936e-01,6.171510403190729743e-01,4.907800854963078052e-01,-9.797791911125841580e-09,2.350157814832113529e-02
1.124384876975395002e+02,4.461637076967276405e-01,6.171510405572643299e-01,4.907800856637913323e-01,-1.029947133135422632e-08,-2.181851282633268194e-03
1.124624924984996852e+02,4.461637075602589153e-01,6.171510407525512276e-01,4.907800858011067136e-01,-1.071078525871627107e-08,1.394351849600487456e-02
1.124864972994598844e+02,4.461637074577930462e-01,6.171510408991800478e-01,4.907800859042082409e-01,-1.101961533134243609e-08,-4.209198271622597437e-02
1.125105021004200694e+02,4.461637073934928699e-01,6.171510409911936668e-01,4.907800859689073203e-01,-1.121341472454240318e-08,2.123532250561460666e-02
1.125345069013802686e+02,4.461637073716631652e-01,6.171510410224319010e-01,4.907800859908724167e-01,-1.127920901122791975e-08,-1.341479728207630069e-02
1.125585117023404536e+02,4.461637073967509304e-01,6.171510409865313962e-01,4.907800859656290537e-01,-1.120359505168977421e-08,-5.309180727282825779e-02
1.125825165033006527e+02,4.461637074733449948e-01,6.171510408769251832e-01,4.907800858885597584e-01,-1.097274218708754745e-08,-2.475481966298348144e-02
1.126065213042608377e+02,4.461637076061764073e-01,6.171510406868433440e-01,4.907800857549042273e-01,-1.057239101820428573e-08,8.719291768185881766e-03
1.126305261052210369e+02,4.461637077845893029e-01,6.171510404315344589e-01,4.907800855753845504e-01,-1.003465838200767735e-08,3.062093423985945417e-02
1.126545309061812219e+02,4.461637079764635416e-01,6.171510401569623161e-01,4.907800853823199305e-01,-9.456353422532259856e-09,-5.420796489615585523e-02
1.126785357071414211e+02,4.461637081785368442e-01,6.171510398677951814e-01,4.907800851789929641e-01,-8.847308802240050341e-09,-2.689026687998248913e-02
1.127025405081016061e+02,4.461637083886912936e-01,6.171510395670640747e-01,4.907800849675347243e-01,-8.213907637388828675e-09,2.783088406560146194e-03
1.127265453090618053e+02,4.461637086048997891e-01,6.171510392576694537e-01,4.907800847499848573e-01,-7.562259651816560790e-09,-3.081507654869379206e-02
1.127505501100219902e+02,4.461637088252264349e-01,6.171510389423819909e-01,4.907800845282913604e-01,-6.898199816918193505e-09,-8.650726715244985709e-03
1.127745549109821894e+02,4.461637090478261514e-01,6.171510386238415746e-01,4.907800843043106376e-01,-6.227288767979288764e-09,-2.065821124965923350e-02
1.127985597119423744e+02,4.461637092709451191e-01,6.171510383045580861e-01,4.907800840798074438e-01,-5.554812887442750480e-09,1.600879419023550163e-03
1.128225645129025736e+02,4.461637094929204461e-01,6.171510379869112883e-01,4.907800838564550516e-01,-4.885783916330765919e-09,-2.976830219413385478e-02
1.128465693138627586e+02,4.461637097121802231e-01,6.171510376731503822e-01,4.907800836358350294e-01,-4.224939537111893628e-09,-7.301885791189890659e-03
1.128705741148229578e+02,4.461637099272435791e-01,6.171510373653944503e-01,4.907800834194373518e-01,-3.576743012878580430e-09,-1.730572609074937027e-02
1.128945789157831427e+02,4.461637101367207925e-01,6.171510370656323463e-01,4.907800832086605669e-01,-2.945383020813707731e-09,2.053239229959114790e-03
