t,s,v,dv_dt
3.451690338067613606e+00,3.464370199229734482e+01,1.378623842679528444e+01,3.069815019776545029e-01
3.452690538107621609e+00,3.465749114217389604e+01,1.378654525786132190e+01,3.065584926470759086e-01
3.453690738147629613e+00,3.467128059871041756e+01,1.378685166615050584e+01,3.061360567781505893e-01
3.454690938187637617e+00,3.468507036148413647e+01,1.378715765223651957e+01,3.057141936187992570e-01
3.455691138227645620e+00,3.469886043007290510e+01,1.378746321669225416e+01,3.052929024179036332e-01
3.456691338267653624e+00,3.471265080405515846e+01,1.378776836008981910e+01,3.048721824253064483e-01
3.457691538307661627e+00,3.472644148300996392e+01,1.378807308300053336e+01,3.044520328918096652e-01
3.458691738347669631e+00,3.474023246651697150e+01,1.378837738599493612e+01,3.040324530691727034e-01
3.459691938387677634e+00,3.475402375415644229e+01,1.378868126964277963e+01,3.036134422101195440e-01
3.460692138427685638e+00,3.476781534550206487e+01,1.378898473452164630e+01,3.031949995564513500e-01
3.461692338467693641e+00,3.478160724010835736e+01,1.378928778123181154e+01,3.027771243185526373e-01
3.462692538507701645e+00,3.479539943755744247e+01,1.378959041034004684e+01,3.023598157528919472e-01
3.463692738547709649e+00,3.480919193743491746e+01,1.378989262240890490e+01,3.019430731216221631e-01
3.464692938587717652e+00,3.482298473932684146e+01,1.379019441800028289e+01,3.015268956876919759e-01
3.465693138627725656e+00,3.483677784281979939e+01,1.379049579767543321e+01,3.011112827148103577e-01
3.466693338667733659e+00,3.485057124750085222e+01,1.379079676199495275e+01,3.006962334674767590e-01
3.467693538707741663e+00,3.486436495295754412e+01,1.379109731151879181e+01,3.002817472109580166e-01
3.468693738747749666e+00,3.487815895877793793e+01,1.379139744680624524e+01,2.998678232113078934e-01
3.469693938787757670e+00,3.489195326455057966e+01,1.379169716841595950e+01,2.994544607353617494e-01
3.470694138827765673e+00,3.490574786986449141e+01,1.379199647690593267e+01,2.990416590507170014e-01
3.471694338867773677e+00,3.491954277430920683e+01,1.379229537283350737e+01,2.986294174257722034e-01
3.472694538907781681e+00,3.493333797747475700e+01,1.379259385675537963e+01,2.982177351296879664e-01
3.473694738947789684e+00,3.494713347895165612e+01,1.379289192922759177e+01,2.978066114324189328e-01
3.474694938987797688e+00,3.496092927833090869e+01,1.379318959080553775e+01,2.973960456046889078e-01
3.475695139027805691e+00,3.497472537520402369e+01,1.379348684204395781e+01,2.969860369180103987e-01
3.476695339067813695e+00,3.498852176916298617e+01,1.379378368349694384e+01,2.965765846446757337e-01
3.477695539107821698e+00,3.500231845980029988e+01,1.379408011571793757e+01,2.961676880577499560e-01
3.478695739147829702e+00,3.501611544670894460e+01,1.379437613925972705e+01,2.957593464310956932e-01
3.479695939187837705e+00,3.502991272948239043e+01,1.379467175467445195e+01,2.953515590393447354e-01
3.480696139227845709e+00,3.504371030771461193e+01,1.379496696251360177e+01,2.949443251579140224e-01
3.481696339267853713e+00,3.505750818100006683e+01,1.379526176332801235e+01,2.945376440630056436e-01
3.482696539307861716e+00,3.507130634893372445e+01,1.379555615766786936e+01,2.941315150316068383e-01
3.483696739347869720e+00,3.508510481111101598e+01,1.379585014608271187e+01,2.937259373414811137e-01
3.484696939387877723e+00,3.509890356712789838e+01,1.379614372912142173e+01,2.933209102711842320e-01
3.485697139427885727e+00,3.511270261658079761e+01,1.379643690733223593e+01,2.929164331000464472e-01
3.486697339467893730e+00,3.512650195906665118e+01,1.379672968126273780e+01,2.925125051081902683e-01
3.487697539507901734e+00,3.514030159418287980e+01,1.379702205145985872e+01,2.921091255765198014e-01
3.488697739547909737e+00,3.515410152152740153e+01,1.379731401846988170e+01,2.917062937867243022e-01
3.489697939587917741e+00,3.516790174069861763e+01,1.379760558283843963e+01,2.913040090212763999e-01
3.490698139627925745e+00,3.518170225129544093e+01,1.379789674511051167e+01,2.909022705634374262e-01
3.491698339667933748e+00,3.519550305291726033e+01,1.379818750583042863e+01,2.905010776972520858e-01
3.492698539707941752e+00,3.520930414516396922e+01,1.379847786554186762e+01,2.901004297075573390e-01
3.493698739747949755e+00,3.522310552763594416e+01,1.379876782478785913e+01,2.897003258799664138e-01
3.494698939787957759e+00,3.523690719993407328e+01,1.379905738411078175e+01,2.893007655008847934e-01
3.495699139827965762e+00,3.525070916165971369e+01,1.379934654405236039e+01,2.889017478575084397e-01
3.496699339867973766e+00,3.526451141241473408e+01,1.379963530515367154e+01,2.885032722378166881e-01
3.497699539907981769e+00,3.527831395180148633e+01,1.379992366795513981e+01,2.881053379305775763e-01
3.498699739947989773e+00,3.529211677942282677e+01,1.380021163299654141e+01,2.877079442253460684e-01
3.499699939987997777e+00,3.530591989488209492e+01,1.380049920081700066e+01,2.873110904124658305e-01
3.500700140028005780e+00,3.531972329778312059e+01,1.380078637195498992e+01,2.869147757830710077e-01
3.501700340068013784e+00,3.533352698773023803e+01,1.380107314694833143e+01,2.865189996290844476e-01
3.502700540108021787e+00,3.534733096432827182e+01,1.380135952633419727e+01,2.861237612432159239e-01
3.503700740148029791e+00,3.536113522718253677e+01,1.380164551064910761e+01,2.857290599189674651e-01
3.504700940188037794e+00,3.537493977589883798e+01,1.380193110042893245e+01,2.853348949506298027e-01
3.505701140228045798e+00,3.538874461008348504e+01,1.380221629620889168e+01,2.849412656332859228e-01
3.506701340268053801e+00,3.540254972934326361e+01,1.380250109852355500e+01,2.845481712628039617e-01
3.507701540308061805e+00,3.541635513328547091e+01,1.380278550790683845e+01,2.841556111358478631e-01
3.508701740348069809e+00,3.543016082151788737e+01,1.380306952489201144e+01,2.837635845498720499e-01
3.509701940388077812e+00,3.544396679364879077e+01,1.380335315001168794e+01,2.833720908031196473e-01
3.510702140428085816e+00,3.545777304928694207e+01,1.380363638379783531e+01,2.829811291946313645e-01
3.511702340468093819e+00,3.547157958804161382e+01,1.380391922678176719e+01,2.825906990242330608e-01
3.512702540508101823e+00,3.548538640952255463e+01,1.380420167949414711e+01,2.822007995925481794e-01
3.513702740548109826e+00,3.549919351334001760e+01,1.380448374246499021e+01,2.818114302009888661e-01
3.514702940588117830e+00,3.551300089910473901e+01,1.380476541622365971e+01,2.814225901517612982e-01
3.515703140628125833e+00,3.552680856642795959e+01,1.380504670129886513e+01,2.810342787478674609e-01
3.516703340668133837e+00,3.554061651492141038e+01,1.380532759821866939e+01,2.806464952930980417e-01
3.517703540708141841e+00,3.555442474419731269e+01,1.380560810751048173e+01,2.802592390920430887e-01
3.518703740748149844e+00,3.556823325386837809e+01,1.380588822970106122e+01,2.798725094500849053e-01
3.519703940788157848e+00,3.558204204354781552e+01,1.380616796531651858e+01,2.794863056733962736e-01
3.520704140828165851e+00,3.559585111284932424e+01,1.380644731488231258e+01,2.791006270689493363e-01
3.521704340868173855e+00,3.560966046138711505e+01,1.380672627892324655e+01,2.787154729445120438e-01
3.522704540908181858e+00,3.562347008877586063e+01,1.380700485796348076e+01,2.783308426086428256e-01
3.523704740948189862e+00,3.563727999463074525e+01,1.380728305252652000e+01,2.779467353706976951e-01
3.524704940988197865e+00,3.565109017856745055e+01,1.380756086313521713e+01,2.775631505408338029e-01
3.525705141028205869e+00,3.566490064020214135e+01,1.380783829031178023e+01,2.771800874299934492e-01
3.526705341068213873e+00,3.567871137915148694e+01,1.380811533457776186e+01,2.767975453499236238e-01
3.527705541108221876e+00,3.569252239503263269e+01,1.380839199645406268e+01,2.764155236131689009e-01
3.528705741148229436e+00,3.570633368746322134e+01,1.380866827646093675e+01,2.760340215330678859e-01
3.529705941188237439e+00,3.572014525606141433e+01,1.380894417511798622e+01,2.756530384237514397e-01
3.530706141228245443e+00,3.573395710044583495e+01,1.380921969294415774e+01,2.752725736001622181e-01
3.531706341268253446e+00,3.574776922023561099e+01,1.380949483045775672e+01,2.748926263780244739e-01
3.532706541308261450e+00,3.576158161505037469e+01,1.380976958817642775e+01,2.745131960738724786e-01
3.533706741348269453e+00,3.577539428451022729e+01,1.381004396661717060e+01,2.741342820050345352e-01
3.534706941388277457e+00,3.578920722823578870e+01,1.381031796629633135e+01,2.737558834896383075e-01
3.535707141428285460e+00,3.580302044584815491e+01,1.381059158772961126e+01,2.733779998466054906e-01
3.536707341468293464e+00,3.581683393696892637e+01,1.381086483143205079e+01,2.730006303956677982e-01
3.537707541508301468e+00,3.583064770122017961e+01,1.381113769791804913e+01,2.726237744573456467e-01
3.538707741548309471e+00,3.584446173822450987e+01,1.381141018770134998e+01,2.722474313529676948e-01
3.539707941588317475e+00,3.585827604760498843e+01,1.381168230129504515e+01,2.718716004046601853e-01
3.540708141628325478e+00,3.587209062898517686e+01,1.381195403921158160e+01,2.714962809353451689e-01
3.541708341668333482e+00,3.588590548198914121e+01,1.381222540196274728e+01,2.711214722687511625e-01
3.542708541708341485e+00,3.589972060624144490e+01,1.381249639005968710e+01,2.707471737294060432e-01
3.543708741748349489e+00,3.591353600136712032e+01,1.381276700401289048e+01,2.703733846426388254e-01
3.544708941788357492e+00,3.592735166699172566e+01,1.381303724433219671e+01,2.700001043345796603e-01
3.545709141828365496e+00,3.594116760274128097e+01,1.381330711152679491e+01,2.696273321321633887e-01
3.546709341868373500e+00,3.595498380824232498e+01,1.381357660610522586e+01,2.692550673631206593e-01
3.547709541908381503e+00,3.596880028312187960e+01,1.381384572857537485e+01,2.688833093559939158e-01
3.548709741948389507e+00,3.598261702700744991e+01,1.381411447944448057e+01,2.685120574401178573e-01
3.549709941988397510e+00,3.599643403952705256e+01,1.381438285921912978e+01,2.681413109456354249e-01
3.550710142028405514e+00,3.601025132030918741e+01,1.381465086840525558e+01,2.677710692034960260e-01
3.551710342068413517e+00,3.602406886898284455e+01,1.381491850750814443e+01,2.674013315454466522e-01
3.552710542108421521e+00,3.603788668517752569e+01,1.381518577703243089e+01,2.670320973040407608e-01
3.553710742148429524e+00,3.605170476852319439e+01,1.381545267748209582e+01,2.666633658126400519e-01
3.554710942188437528e+00,3.606552311865034000e+01,1.381571920936047349e+01,2.662951364054002568e-01
3.555711142228445532e+00,3.607934173518992083e+01,1.381598537317024622e+01,2.659274084172906782e-01
3.556711342268453535e+00,3.609316061777340678e+01,1.381625116941344267e+01,2.655601811840853088e-01
3.557711542308461539e+00,3.610697976603274384e+01,1.381651659859144665e+01,2.651934540423521725e-01
3.558711742348469542e+00,3.612079917960038955e+01,1.381678166120498474e+01,2.648272263294799700e-01
3.559711942388477546e+00,3.613461885810927754e+01,1.381704635775413514e+01,2.644614973836585392e-01
3.560712142428485549e+00,3.614843880119284592e+01,1.381731068873832768e+01,2.640962665438788548e-01
3.561712342468493553e+00,3.616225900848502306e+01,1.381757465465634027e+01,2.637315331499365811e-01
3.562712542508501556e+00,3.617607947962022763e+01,1.381783825600629712e+01,2.633672965424427304e-01
3.563712742548509560e+00,3.618990021423337566e+01,1.381810149328567583e+01,2.630035560628094515e-01
3.564712942588517564e+00,3.620372121195987347e+01,1.381836436699129855e+01,2.626403110532589125e-01
3.565713142628525567e+00,3.621754247243562475e+01,1.381862687761934438e+01,2.622775608568126415e-01
3.566713342668533571e+00,3.623136399529703056e+01,1.381888902566533162e+01,2.619153048173146203e-01
3.567713542708541574e+00,3.624518578018096804e+01,1.381915081162413550e+01,2.615535422794010856e-01
3.568713742748549578e+00,3.625900782672481881e+01,1.381941223598997937e+01,2.611922725885218455e-01
3.569713942788557581e+00,3.627283013456646188e+01,1.381967329925643106e+01,2.608314950909438323e-01
3.570714142828565585e+00,3.628665270334426651e+01,1.381993400191641364e+01,2.604712091337297863e-01
3.571714342868573588e+00,3.630047553269709226e+01,1.382019434446219641e+01,2.601114140647560191e-01
3.572714542908581592e+00,3.631429862226428895e+01,1.382045432738539681e+01,2.597521092327141901e-01
3.573714742948589596e+00,3.632812197168571089e+01,1.382071395117698387e+01,2.593932939870953192e-01
3.574714942988597599e+00,3.634194558060169555e+01,1.382097321632727649e+01,2.590349676782039978e-01
3.575715143028605603e+00,3.635576944865308491e+01,1.382123212332593809e+01,2.586771296571583889e-01
3.576715343068613606e+00,3.636959357548118987e+01,1.382149067266198728e+01,2.583197792758848976e-01
3.577715543108621610e+00,3.638341796072784717e+01,1.382174886482378895e+01,2.579629158871146188e-01
3.578715743148629613e+00,3.639724260403536960e+01,1.382200670029905787e+01,2.576065388443975479e-01
3.579715943188637617e+00,3.641106750504655309e+01,1.382226417957485687e+01,2.572506475020901462e-01
3.580716143228645620e+00,3.642489266340471232e+01,1.382252130313759686e+01,2.568952412153659992e-01
3.581716343268653624e+00,3.643871807875363089e+01,1.382277807147304394e+01,2.565403193401980531e-01
3.582716543308661628e+00,3.645254375073760400e+01,1.382303448506630694e+01,2.561858812333834834e-01
3.583716743348669631e+00,3.646636967900141002e+01,1.382329054440184812e+01,2.558319262525223792e-01
3.584716943388677635e+00,3.648019586319032470e+01,1.382354624996347603e+01,2.554784537560355062e-01
3.585717143428685638e+00,3.649402230295011407e+01,1.382380160223435084e+01,2.551254631031500963e-01
3.586717343468693642e+00,3.650784899792703442e+01,1.382405660169697903e+01,2.547729536539087292e-01
3.587717543508701645e+00,3.652167594776784654e+01,1.382431124883322049e+01,2.544209247691640030e-01
3.588717743548709649e+00,3.653550315211979438e+01,1.382456554412428140e+01,2.540693758105856404e-01
3.589717943588717652e+00,3.654933061063062638e+01,1.382481948805071781e+01,2.537183061406551587e-01
3.590718143628725656e+00,3.656315832294856705e+01,1.382507308109243382e+01,2.533677151226676472e-01
3.591718343668733660e+00,3.657698628872234536e+01,1.382532632372868697e+01,2.530176021207317660e-01
3.592718543708741663e+00,3.659081450760118770e+01,1.382557921643807930e+01,2.526679664997715236e-01
3.593718743748749667e+00,3.660464297923479648e+01,1.382583175969856271e+01,2.523188076255280521e-01
3.594718943788757670e+00,3.661847170327339995e+01,1.382608395398744250e+01,2.519701248645489500e-01
3.595719143828765674e+00,3.663230067936767398e+01,1.382633579978136851e+01,2.516219175842060451e-01
3.596719343868773677e+00,3.664612990716883445e+01,1.382658729755634219e+01,2.512741851526811843e-01
3.597719543908781681e+00,3.665995938632855200e+01,1.382683844778771132e+01,2.509269269389751145e-01
3.598719743948789684e+00,3.667378911649901596e+01,1.382708925095017882e+01,2.505801423129003780e-01
3.599719943988797688e+00,3.668761909733289883e+01,1.382733970751779218e+01,2.502338306450884176e-01
3.600720144028805692e+00,3.670144932848336339e+01,1.382758981796394870e+01,2.498879913069860237e-01
3.601720344068813695e+00,3.671527980960408399e+01,1.382783958276139558e+01,2.495426236708571111e-01
3.602720544108821699e+00,3.672911054034919687e+01,1.382808900238222982e+01,2.491977271097809421e-01
3.603720744148829702e+00,3.674294152037335692e+01,1.382833807729789477e+01,2.488533009976592325e-01
3.604720944188837706e+00,3.675677274933170935e+01,1.382858680797918893e+01,2.485093447091983876e-01
3.605721144228845709e+00,3.677060422687988250e+01,1.382883519489625179e+01,2.481658576199379240e-01
3.606721344268853713e+00,3.678443595267400212e+01,1.382908323851858157e+01,2.478228391062202718e-01
3.607721544308861716e+00,3.679826792637069133e+01,1.382933093931501745e+01,2.474802885452209722e-01
3.608721744348869720e+00,3.681210014762706351e+01,1.382957829775375380e+01,2.471382053149184799e-01
3.609721944388877723e+00,3.682593261610072943e+01,1.382982531430232953e+01,2.467965887941243608e-01
3.610722144428885727e+00,3.683976533144978305e+01,1.383007198942763516e+01,2.464554383624566469e-01
3.611722344468893731e+00,3.685359829333282278e+01,1.383031832359591107e+01,2.461147534003593762e-01
3.612722544508901734e+00,3.686743150140893022e+01,1.383056431727274749e+01,2.457745332890919343e-01
3.613722744548909738e+00,3.688126495533769145e+01,1.383080997092307918e+01,2.454347774107361602e-01
3.614722944588917741e+00,3.689509865477918282e+01,1.383105528501119430e+01,2.450954851481963459e-01
3.615723144628925745e+00,3.690893259939396387e+01,1.383130026000073265e+01,2.447566558851832497e-01
3.616723344668933748e+00,3.692276678884189778e+01,1.383154489635616713e+01,2.444182890041837197e-01
3.617723544708941752e+00,3.693660122276062197e+01,1.383178919456943490e+01,2.440803838496119482e-01
3.618723744748949755e+00,3.695043590080489793e+01,1.383203315511090814e+01,2.437429397956289989e-01
3.619723944788957759e+00,3.696427082263990371e+01,1.383227677843794901e+01,2.434059562343140470e-01
3.620724144828965763e+00,3.697810598793118686e+01,1.383252006500738851e+01,2.430694325583999671e-01
3.621724344868973766e+00,3.699194139634473544e+01,1.383276301527552832e+01,2.427333681612751093e-01
3.622724544908981770e+00,3.700577704754689279e+01,1.383300562969813718e+01,2.423977624369815231e-01
3.623724744948989773e+00,3.701961294120443569e+01,1.383324790873044918e+01,2.420626147802327210e-01
3.624724944988997777e+00,3.703344907698451749e+01,1.383348985282717081e+01,2.417279245863852566e-01
3.625725145029005780e+00,3.704728545455468947e+01,1.383373146244247565e+01,2.413936912514582644e-01
3.626725345069013784e+00,3.706112207358292210e+01,1.383397273803000616e+01,2.410599141721281313e-01
3.627725545109021787e+00,3.707495893373755536e+01,1.383421368004287011e+01,2.407265927457356014e-01
3.628725745149029791e+00,3.708879603468735553e+01,1.383445428893364593e+01,2.403937263702715654e-01
3.629725945189037795e+00,3.710263337610145840e+01,1.383469456515438267e+01,2.400613144443894953e-01
3.630726145229045798e+00,3.711647095764941895e+01,1.383493450915659118e+01,2.397293563674036676e-01
3.631726345269053802e+00,3.713030877900119009e+01,1.383517412139125824e+01,2.393978515392802819e-01
3.632726545309061805e+00,3.714414683982710130e+01,1.383541340230883421e+01,2.390667993606552244e-01
3.633726745349069809e+00,3.715798513979791551e+01,1.383565235235923829e+01,2.387361992328145277e-01
3.634726945389077812e+00,3.717182367858475089e+01,1.383589097199185858e+01,2.384060505577085820e-01
3.635727145429085816e+00,3.718566245585916619e+01,1.383612926165555024e+01,2.380763527379521349e-01
3.636727345469093819e+00,3.719950147129308959e+01,1.383636722179864087e+01,2.377471051768083043e-01
3.637727545509101823e+00,3.721334072455885433e+01,1.383660485286891983e+01,2.374183072782116710e-01
3.638727745549109827e+00,3.722718021532919863e+01,1.383684215531365247e+01,2.370899584467522914e-01
3.639727945589117830e+00,3.724101994327725151e+01,1.383707912957956410e+01,2.367620580876828029e-01
3.640728145629125834e+00,3.725485990807654701e+01,1.383731577611285424e+01,2.364346056069166480e-01
3.641728345669133837e+00,3.726870010940100286e+01,1.383755209535919128e+01,2.361076004110227444e-01
3.642728545709141841e+00,3.728254054692495600e+01,1.383778808776370539e+01,2.357810419072450259e-01
3.643728745749149844e+00,3.729638122032312708e+01,1.383802375377100269e+01,2.354549295034757961e-01
3.644728945789157848e+00,3.731022212927063464e+01,1.383825909382515462e+01,2.351292626082699400e-01
3.645729145829165851e+00,3.732406327344300223e+01,1.383849410836969618e+01,2.348040406308609107e-01
3.646729345869173855e+00,3.733790465251614421e+01,1.383872879784764010e+01,2.344792629811198736e-01
3.647729545909181859e+00,3.735174626616637994e+01,1.383896316270145910e+01,2.341549290696018915e-01
3.648729745949189862e+00,3.736558811407042668e+01,1.383919720337309833e+01,2.338310383075103971e-01
3.649729945989197866e+00,3.737943019590539251e+01,1.383943092030397182e+01,2.335075901067185100e-01
3.650730146029205869e+00,3.739327251134879049e+01,1.383966431393495888e+01,2.331845838797601544e-01
3.651730346069213873e+00,3.740711506007853160e+01,1.383989738470640773e+01,2.328620190398371648e-01
3.652730546109221876e+00,3.742095784177291762e+01,1.384013013305813899e+01,2.325398950008050747e-01
3.653730746149229880e+00,3.743480085611066244e+01,1.384036255942943505e+01,2.322182111771944335e-01
3.654730946189237883e+00,3.744864410277086364e+01,1.384059466425905249e+01,2.318969669841930425e-01
3.655731146229245887e+00,3.746248758143301671e+01,1.384082644798521144e+01,2.315761618376530606e-01
3.656731346269253891e+00,3.747633129177702926e+01,1.384105791104560446e+01,2.312557951540945567e-01
3.657731546309261894e+00,3.749017523348319969e+01,1.384128905387738939e+01,2.309358663506984044e-01
3.658731746349269898e+00,3.750401940623222430e+01,1.384151987691719476e+01,2.306163748453116114e-01
3.659731946389277901e+00,3.751786380970519019e+01,1.384175038060111618e+01,2.302973200564437661e-01
3.660732146429285905e+00,3.753170844358359659e+01,1.384198056536471633e+01,2.299787014032759203e-01
3.661732346469293908e+00,3.754555330754932641e+01,1.384221043164302678e+01,2.296605183056499300e-01
3.662732546509301912e+00,3.755939840128467466e+01,1.384243997987055153e+01,2.293427701840684563e-01
3.663732746549309915e+00,3.757324372447232008e+01,1.384266921048125454e+01,2.290254564597145048e-01
3.664732946589317919e+00,3.758708927679536060e+01,1.384289812390857755e+01,2.287085765544194516e-01
3.665733146629325923e+00,3.760093505793726365e+01,1.384312672058542226e+01,2.283921298906950170e-01
3.666733346669333926e+00,3.761478106758191586e+01,1.384335500094416638e+01,2.280761158917066211e-01
3.667733546709341930e+00,3.762862730541360179e+01,1.384358296541664757e+01,2.277605339813018048e-01
3.668733746749349933e+00,3.764247377111699677e+01,1.384381061443417948e+01,2.274453835839764793e-01
3.669733946789357937e+00,3.765632046437716696e+01,1.384403794842753754e+01,2.271306641249140057e-01
3.670734146829365940e+00,3.767016738487959771e+01,1.384426496782697313e+01,2.268163750299407866e-01
3.671734346869373944e+00,3.768401453231015097e+01,1.384449167306219763e+01,2.265025157255742272e-01
3.672734546909381947e+00,3.769786190635510081e+01,1.384471806456239484e+01,2.261890856389854321e-01
3.673734746949389951e+00,3.771170950670111210e+01,1.384494414275621921e+01,2.258760841980134160e-01
3.674734946989397955e+00,3.772555733303525471e+01,1.384516990807178871e+01,2.255635108311722092e-01
3.675735147029405958e+00,3.773940538504498932e+01,1.384539536093669376e+01,2.252513649676330942e-01
3.676735347069413962e+00,3.775325366241817449e+01,1.384562050177798831e+01,2.249396460372530271e-01
3.677735547109421965e+00,3.776710216484308091e+01,1.384584533102220050e+01,2.246283534705355578e-01
3.678735747149429969e+00,3.778095089200835588e+01,1.384606984909532024e+01,2.243174866986752392e-01
3.679735947189437972e+00,3.779479984360306588e+01,1.384629405642281341e+01,2.240070451535132179e-01
3.680736147229445976e+00,3.780864901931665401e+01,1.384651795342960590e+01,2.236970282675798671e-01
3.681736347269453979e+00,3.782249841883898256e+01,1.384674154054009776e+01,2.233874354740628121e-01
3.682736547309461983e+00,3.783634804186029754e+01,1.384696481817815616e+01,2.230782662068193645e-01
3.683736747349469987e+00,3.785019788807124996e+01,1.384718778676711537e+01,2.227695199003818516e-01
3.684736947389477990e+00,3.786404795716288163e+01,1.384741044672977850e+01,2.224611959899505109e-01
3.685737147429485994e+00,3.787789824882664647e+01,1.384763279848841577e+01,2.221532939113952665e-01
3.686737347469493997e+00,3.789174876275438208e+01,1.384785484246476983e+01,2.218458131012521761e-01
3.687737547509502001e+00,3.790559949863832401e+01,1.384807657908004686e+01,2.215387529967340896e-01
3.688737747549510004e+00,3.791945045617112697e+01,1.384829800875492367e+01,2.212321130357199905e-01
3.689737947589518008e+00,3.793330163504581520e+01,1.384851913190954598e+01,2.209258926567638781e-01
3.690738147629526011e+00,3.794715303495583214e+01,1.384873994896352478e+01,2.206200912990876617e-01
3.691738347669534015e+00,3.796100465559500492e+01,1.384896046033594175e+01,2.203147084025847136e-01
3.692738547709542019e+00,3.797485649665757279e+01,1.384918066644534740e+01,2.200097434078216452e-01
3.693738747749550022e+00,3.798870855783815870e+01,1.384940056770976113e+01,2.197051957560276492e-01
3.694738947789558026e+00,3.800256083883179770e+01,1.384962016454666589e+01,2.194010648891193682e-01
3.695739147829566029e+00,3.801641333933390854e+01,1.384983945737301703e+01,2.190973502496760261e-01
3.696739347869574033e+00,3.803026605904032209e+01,1.385005844660523877e+01,2.187940512809447569e-01
3.697739547909582036e+00,3.804411899764726002e+01,1.385027713265922245e+01,2.184911674268512627e-01
3.698739747949590040e+00,3.805797215485133478e+01,1.385049551595032469e+01,2.181886981319962615e-01
3.699739947989598043e+00,3.807182553034957806e+01,1.385071359689337633e+01,2.178866428416483814e-01
3.700740148029606047e+00,3.808567912383939813e+01,1.385093137590267176e+01,2.175850010017459368e-01
3.701740348069614051e+00,3.809953293501861538e+01,1.385114885339197599e+01,2.172837720589075872e-01
3.702740548109622054e+00,3.811338696358544098e+01,1.385136602977452114e+01,2.169829554604216781e-01
3.703740748149630058e+00,3.812724120923848403e+01,1.385158290546300819e+01,2.166825506542480184e-01
3.704740948189638061e+00,3.814109567167675152e+01,1.385179948086960700e+01,2.163825570890249850e-01
3.705741148229646065e+00,3.815495035059965545e+01,1.385201575640595451e+01,2.160829742140588650e-01
3.706741348269654068e+00,3.816880524570700572e+01,1.385223173248315653e+01,2.157838014793345138e-01
3.707741548309662072e+00,3.818266035669899594e+01,1.385244740951178777e+01,2.154850383355082499e-01
3.708741748349670075e+00,3.819651568327623181e+01,1.385266278790188998e+01,2.151866842339131836e-01
3.709741948389678079e+00,3.821037122513971696e+01,1.385287786806297561e+01,2.148887386265485588e-01
3.710742148429686083e+00,3.822422698199084579e+01,1.385309265040402060e+01,2.145912009661046227e-01
3.711742348469694086e+00,3.823808295353141773e+01,1.385330713533347513e+01,2.142940707059324268e-01
3.712742548509702090e+00,3.825193913946362301e+01,1.385352132325925467e+01,2.139973473000580384e-01
3.713742748549710093e+00,3.826579553949005685e+01,1.385373521458874180e+01,2.137010302031914222e-01
3.714742948589718097e+00,3.827965215331371240e+01,1.385394880972878973e+01,2.134051188707122293e-01
3.715743148629726100e+00,3.829350898063797359e+01,1.385416210908571699e+01,2.131096127586786793e-01
3.716743348669734104e+00,3.830736602116662937e+01,1.385437511306531633e+01,2.128145113238204544e-01
3.717743548709742107e+00,3.832122327460386657e+01,1.385458782207284223e+01,2.125198140235440292e-01
3.718743748749750111e+00,3.833508074065426285e+01,1.385480023651302162e+01,2.122255203159362225e-01
3.719743948789758115e+00,3.834893841902280087e+01,1.385501235679004495e+01,2.119316296597588689e-01
3.720744148829766118e+00,3.836279630941486118e+01,1.385522418330757866e+01,2.116381415144417133e-01
3.721744348869774122e+00,3.837665441153622226e+01,1.385543571646875094e+01,2.113450553401037268e-01
3.722744548909782125e+00,3.839051272509306045e+01,1.385564695667616242e+01,2.110523705975300146e-01
3.723744748949790129e+00,3.840437124979195005e+01,1.385585790433187725e+01,2.107600867481931317e-01
3.724744948989798132e+00,3.841822998533986322e+01,1.385606855983743202e+01,2.104682032542317671e-01
3.725745149029806136e+00,3.843208893144416294e+01,1.385627892359383040e+01,2.101767195784702835e-01
3.726745349069814139e+00,3.844594808781261719e+01,1.385648899600154493e+01,2.098856351844045065e-01
3.727745549109822143e+00,3.845980745415340607e+01,1.385669877746051348e+01,2.095949495362159354e-01
3.728745749149830147e+00,3.847366703017507916e+01,1.385690826837014811e+01,2.093046620987504269e-01
3.729745949189838150e+00,3.848752681558660527e+01,1.385711746912932263e+01,2.090147723375466171e-01
3.730746149229846154e+00,3.850138681009734398e+01,1.385732638013638507e+01,2.087252797188110520e-01
3.731746349269854157e+00,3.851524701341705992e+01,1.385753500178914521e+01,2.084361837094359515e-01
3.732746549309862161e+00,3.852910742525589427e+01,1.385774333448488882e+01,2.081474837769814457e-01
3.733746749349870164e+00,3.854296804532442167e+01,1.385795137862036164e+01,2.078591793897004436e-01
3.734746949389878168e+00,3.855682887333357911e+01,1.385815913459178539e+01,2.075712700165137647e-01
3.735747149429886171e+00,3.857068990899472283e+01,1.385836660279484533e+01,2.072837551270225731e-01
3.736747349469894175e+00,3.858455115201960695e+01,1.385857378362469738e+01,2.069966341915119301e-01
3.737747549509902178e+00,3.859841260212036929e+01,1.385878067747596454e+01,2.067099066809419128e-01
3.738747749549910182e+00,3.861227425900956689e+01,1.385898728474273689e+01,2.064235720669564955e-01
3.739747949589918186e+00,3.862613612240013339e+01,1.385919360581857518e+01,2.061376298218764447e-01
3.740748149629926189e+00,3.863999819200541452e+01,1.385939964109650724e+01,2.058520794187010949e-01
3.741748349669934193e+00,3.865386046753915394e+01,1.385960539096903155e+01,2.055669203311065729e-01
