t,A,P_free,C,dA_dt,dA_dt_noisy
4.066813362672534993e+01,4.396787949383965888e+00,1.330384724247496708e-01,5.640391721047481877e-01,3.812940758407545871e-07,2.276924879179579881e-03
4.067813562712542819e+01,4.396787953205008037e+00,1.330384722069516135e-01,5.640391723030052651e-01,3.797567495744669230e-07,1.295886337299017709e-03
4.068813762752550645e+01,4.396787957010891645e+00,1.330384719934078197e-01,5.640391724965209130e-01,3.782275286579039886e-07,-2.669168209998335102e-03
4.069813962792558470e+01,4.396787960801591844e+00,1.330384717847273579e-01,5.640391726845850329e-01,3.767067825732883790e-07,2.124558624235993974e-03
4.070814162832567007e+01,4.396787964577087315e+00,1.330384715814779129e-01,5.640391728665357096e-01,3.751948554758799403e-07,2.356270805958620915e-02
4.071814362872574833e+01,4.396787968337363850e+00,1.330384713841857303e-01,5.640391730417592120e-01,3.736920634322959955e-07,7.792657193917822481e-03
4.072814562912582659e+01,4.396787972082411677e+00,1.330384711933357000e-01,5.640391732096899924e-01,3.721986975013802379e-07,-1.844631655310192964e-02
4.073814762952590485e+01,4.396787975812227245e+00,1.330384710093712453e-01,5.640391733698109089e-01,3.707150216386567720e-07,1.293525883486701909e-02
4.074814962992599021e+01,4.396787979526811441e+00,1.330384708326944887e-01,5.640391735216528923e-01,3.692412732791972019e-07,1.348214421224087868e-03
4.075815163032606847e+01,4.396787983226170482e+00,1.330384706636660586e-01,5.640391736647950571e-01,3.677776632682316915e-07,-1.025365557525443651e-02
4.076815363072614673e+01,4.396787986910315915e+00,1.330384705026051995e-01,5.640391737988648124e-01,3.663243769713719900e-07,1.335700167187277645e-02
4.077815563112622499e+01,4.396787990579266392e+00,1.330384703497898280e-01,5.640391739235377511e-01,3.648815711521091742e-07,-8.765494163111461597e-04
4.078815763152631035e+01,4.396787994233043229e+00,1.330384702054563939e-01,5.640391740385377606e-01,3.634493787041392920e-07,1.009134211421197809e-02
4.079815963192638861e+01,4.396787997871674847e+00,1.330384700697999356e-01,5.640391741436368012e-01,3.620279041272045362e-07,-6.217963737919072163e-03
4.080816163232646687e+01,4.396788001495194997e+00,1.330384699429741358e-01,5.640391742386552387e-01,3.606172255532502646e-07,1.048982257375959126e-02
4.081816363272654513e+01,4.396788005103640984e+00,1.330384698250912379e-01,5.640391743234614008e-01,3.592173967864598083e-07,-2.901245417810814804e-03
4.082816563312663050e+01,4.396788008697057215e+00,1.330384697162221574e-01,5.640391743979720207e-01,3.578284425986844042e-07,9.492395333473907168e-03
4.083816763352670876e+01,4.396788012275493429e+00,1.330384696163962877e-01,5.640391744621520154e-01,3.564503622544012984e-07,8.111830519128278988e-03
4.084816963392678701e+01,4.396788015839003805e+00,1.330384695256017491e-01,5.640391745160145964e-01,3.550831286919242658e-07,-1.160122429703271986e-02
4.085817163432686527e+01,4.396788019387647850e+00,1.330384694437851956e-01,5.640391745596210482e-01,3.537266882736034290e-07,3.597816326224870243e-03
4.086817363472695064e+01,4.396788022921492178e+00,1.330384693708518695e-01,5.640391745930808387e-01,3.523809609662365006e-07,4.623441557978066364e-03
4.087817563512702890e+01,4.396788026440606956e+00,1.330384693066656299e-01,5.640391746165519526e-01,3.510458397443239065e-07,-6.781384825214375241e-04
4.088817763552710716e+01,4.396788029945067677e+00,1.330384692510489519e-01,5.640391746302402254e-01,3.497211914227360552e-07,-1.789774857236596170e-02
4.089817963592718542e+01,4.396788033434956056e+00,1.330384692037829275e-01,5.640391746343998980e-01,3.484068573783583034e-07,2.725152501213561323e-03
4.090818163632727078e+01,4.396788036910359132e+00,1.330384691646071538e-01,5.640391746293333952e-01,3.471026505802443651e-07,-3.283974163277658155e-03
4.091818363672734904e+01,4.396788040371367501e+00,1.330384691332199554e-01,5.640391746153914365e-01,3.458083594476413225e-07,1.187058681206465405e-02
4.092818563712742730e+01,4.396788043818079750e+00,1.330384691092781624e-01,5.640391745929728140e-01,3.445237440058424028e-07,-1.073122100682593998e-02
4.093818763752750556e+01,4.396788047250598908e+00,1.330384690923972490e-01,5.640391745625246145e-01,3.432485393278783548e-07,9.738736764283297681e-03
4.094818963792759092e+01,4.396788050669031556e+00,1.330384690821512506e-01,5.640391745245422195e-01,3.419824540357163656e-07,1.278954561685016972e-03
4.095819163832766918e+01,4.396788054073493157e+00,1.330384690780728740e-01,5.640391744795690832e-01,3.407251686626810994e-07,2.534064575191623606e-02
4.096819363872774744e+01,4.396788057464100063e+00,1.330384690796533320e-01,5.640391744281969544e-01,3.394763389563681955e-07,-1.016750555175983950e-02
4.097819563912782570e+01,4.396788060840978396e+00,1.330384690863425090e-01,5.640391743710657657e-01,3.382355935888092802e-07,9.469357461461335584e-03
4.098819763952790396e+01,4.396788064204256052e+00,1.330384690975488782e-01,5.640391743088637444e-01,3.370025346560723278e-07,-5.438544755515349952e-03
4.099819963992798932e+01,4.396788067554068924e+00,1.330384691126395014e-01,5.640391742423271904e-01,3.357767374978504193e-07,-9.580434093036410692e-03
4.100820164032806758e+01,4.396788070890555566e+00,1.330384691309400014e-01,5.640391741722408092e-01,3.345577523905518547e-07,1.066831139359199557e-02
4.101820364072814584e+01,4.396788074213863418e+00,1.330384691517346729e-01,5.640391740994373793e-01,3.333451008002974447e-07,5.941212944894760928e-03
4.102820564112822410e+01,4.396788077524142579e+00,1.330384691742663716e-01,5.640391740247978625e-01,3.321382798515681856e-07,1.039563340386442589e-02
4.103820764152830947e+01,4.396788080821548483e+00,1.330384691977365419e-01,5.640391739492516265e-01,3.309367594128698187e-07,-1.618518268953735018e-02
4.104820964192838773e+01,4.396788084106242778e+00,1.330384692213052722e-01,5.640391738737762228e-01,3.297399829849112507e-07,-1.207458906104944170e-02
4.105821164232846598e+01,4.396788087378393328e+00,1.330384692440911842e-01,5.640391737993970533e-01,3.285473663960924995e-07,5.803499674086191537e-03
4.106821364272854424e+01,4.396788090638170665e+00,1.330384692651715717e-01,5.640391737271883699e-01,3.273583013135850095e-07,-8.552531617531547101e-03
4.107821564312862961e+01,4.396788093885754201e+00,1.330384692835822613e-01,5.640391736582720528e-01,3.261721508440729167e-07,1.313124498676849355e-02
4.108821764352870787e+01,4.396788097121324235e+00,1.330384692983177519e-01,5.640391735938186102e-01,3.249882530309555762e-07,1.661855074129839349e-02
4.109821964392878613e+01,4.396788100345071726e+00,1.330384693083310754e-01,5.640391735350465119e-01,3.238059182592012419e-07,-1.326974655812266334e-03
4.110822164432886439e+01,4.396788103557188521e+00,1.330384693125339080e-01,5.640391734832226334e-01,3.226244316700821457e-07,2.952714309299534498e-04
4.111822364472894975e+01,4.396788106757873571e+00,1.330384693097964866e-01,5.640391734396618117e-01,3.214430508990950841e-07,2.550367501117252727e-04
4.112822564512902801e+01,4.396788109947332046e+00,1.330384692989476647e-01,5.640391734057274009e-01,3.202610079355849848e-07,-2.929340019954389598e-03
4.113822764552910627e+01,4.396788113125771780e+00,1.330384692787749401e-01,5.640391733828307164e-01,3.190775079153773675e-07,-3.781832309621254904e-04
4.114822964592918453e+01,4.396788116293409487e+00,1.330384692480243436e-01,5.640391733724315904e-01,3.178917285101556800e-07,-2.330217852018619164e-03
4.115823164632926989e+01,4.396788119450464549e+00,1.330384692054005225e-01,5.640391733760377058e-01,3.167028228556745262e-07,4.280381721323832031e-03
4.116823364672934815e+01,4.396788122597162562e+00,1.330384691495667682e-01,5.640391733952052622e-01,3.155099163598684697e-07,-3.334777300118241163e-03
4.117823564712942641e+01,4.396788125733734454e+00,1.330384690791449054e-01,5.640391734315385319e-01,3.143121080351196639e-07,-5.212189691049473605e-03
4.118823764752950467e+01,4.396788128860417366e+00,1.330384689927154307e-01,5.640391734866899709e-01,3.131084710672471516e-07,-3.000117007967950146e-03
4.119823964792959003e+01,4.396788131977451108e+00,1.330384688888173461e-01,5.640391735623604408e-01,3.118980517746727799e-07,-6.122341735917915910e-03
4.120824164832966829e+01,4.396788135085084370e+00,1.330384687659483534e-01,5.640391736602988759e-01,3.106798694141321704e-07,-8.058722262701205992e-04
4.121824364872974655e+01,4.396788138183568506e+00,1.330384686225646873e-01,5.640391737823022833e-01,3.094529176794758030e-07,5.392443789527202533e-03
4.122824564912982481e+01,4.396788141272764960e+00,1.330384684600497691e-01,5.640391739267590632e-01,3.082180664304434714e-07,2.056195319110617342e-02
4.123824764952991018e+01,4.396788144351481797e+00,1.330384682876803171e-01,5.640391740828647471e-01,3.069812456180098792e-07,-1.628716785081409102e-02
4.124824964992998844e+01,4.396788147419508519e+00,1.330384681073525921e-01,5.640391742484104354e-01,3.057436551157088900e-07,-1.377985475009671848e-02
4.125825165033006670e+01,4.396788150476734103e+00,1.330384679202486764e-01,5.640391744220185632e-01,3.045060353035200507e-07,-6.835655445540582235e-04
4.126825365073014495e+01,4.396788153523049303e+00,1.330384677275082139e-01,5.640391746023614150e-01,3.032691006932264344e-07,3.160223425322911095e-04
4.127825565113023032e+01,4.396788156558352867e+00,1.330384675302285769e-01,5.640391747881604578e-01,3.020335385128802841e-07,-4.487000447867175849e-04
4.128825765153030858e+01,4.396788159582547983e+00,1.330384673294646436e-01,5.640391749781862307e-01,3.008000087900697395e-07,1.872260474765247151e-02
4.129825965193038684e+01,4.396788162595542282e+00,1.330384671262290208e-01,5.640391751712590107e-01,2.995691448792747735e-07,-1.825723193388106153e-02
4.130826165233046510e+01,4.396788165597251385e+00,1.330384669214918769e-01,5.640391753662482577e-01,2.983415514357101728e-07,-1.550478336215444473e-03
4.131826365273055046e+01,4.396788168587594470e+00,1.330384667161810530e-01,5.640391755620727254e-01,2.971178084398840014e-07,-1.272536998761543761e-02
4.132826565313062872e+01,4.396788171566497816e+00,1.330384665111819520e-01,5.640391757577006837e-01,2.958984664791497465e-07,-3.024761792641825816e-03
4.133826765353070698e+01,4.396788174533890370e+00,1.330384663073376772e-01,5.640391759521496962e-01,2.946840507861425706e-07,5.147615253158208289e-03
4.134826965393078524e+01,4.396788177489710847e+00,1.330384661054488660e-01,5.640391761444865093e-01,2.934750576999434202e-07,-1.443546800099837317e-02
4.135827165433087060e+01,4.396788180433899740e+00,1.330384659062739117e-01,5.640391763338273856e-01,2.922719584130817339e-07,1.023812862317402712e-02
4.136827365473094886e+01,4.396788183366404645e+00,1.330384657105286861e-01,5.640391765193379925e-01,2.910751958073998225e-07,-8.460522070996562630e-03
4.137827565513102712e+01,4.396788186287179379e+00,1.330384655188867893e-01,5.640391767002331802e-01,2.898851850785533202e-07,-1.048102879373694236e-02
4.138827765553110538e+01,4.396788189196181307e+00,1.330384653319794108e-01,5.640391768757772040e-01,2.887023166087132608e-07,-1.645796623586423535e-02
4.139827965593119075e+01,4.396788192093374903e+00,1.330384651503953852e-01,5.640391770452838349e-01,2.875269505819844085e-07,-6.997134867052262792e-03
4.140828165633126901e+01,4.396788194978729081e+00,1.330384649746811365e-01,5.640391772081160271e-01,2.863594227020538341e-07,-7.420109002069685822e-03
4.141828365673134726e+01,4.396788197852219859e+00,1.330384648053407060e-01,5.640391773636860284e-01,2.852000402231436027e-07,8.285033553145165763e-03
4.142828565713142552e+01,4.396788200713827699e+00,1.330384646428358630e-01,5.640391775114556028e-01,2.840490827826780418e-07,-1.561953895990027090e-02
4.143828765753151089e+01,4.396788203563537500e+00,1.330384644875858557e-01,5.640391776509356969e-01,2.829068055654193614e-07,2.130991537461407893e-03
4.144828965793158915e+01,4.396788206401342158e+00,1.330384643399676603e-01,5.640391777816868846e-01,2.817734332527521701e-07,8.413266715980418156e-03
4.145829165833166741e+01,4.396788209227237232e+00,1.330384642003158424e-01,5.640391779033188113e-01,2.806491652129761150e-07,-2.519318739113683009e-03
4.146829365873174567e+01,4.396788212041227162e+00,1.330384640689226128e-01,5.640391780154906387e-01,2.795341738359713446e-07,7.684617353597794631e-03
4.147829565913183103e+01,4.396788214843319054e+00,1.330384639460377716e-01,5.640391781179107111e-01,2.784286033397087579e-07,-6.930223823598861098e-03
4.148829765953190929e+01,4.396788217633527118e+00,1.330384638318687918e-01,5.640391782103368890e-01,2.773325718519181748e-07,4.142106354207751237e-03
4.149829965993198755e+01,4.396788220411869119e+00,1.330384637265807357e-01,5.640391782925762154e-01,2.762461705774210685e-07,-3.337925811868947771e-03
4.150830166033206581e+01,4.396788223178371702e+00,1.330384636302962831e-01,5.640391783644854717e-01,2.751694616331956666e-07,2.158920101394308164e-02
4.151830366073215117e+01,4.396788225933063288e+00,1.330384635430957585e-01,5.640391784259701780e-01,2.741024826280469284e-07,-2.838723272449149206e-03
4.152830566113222943e+01,4.396788228675981181e+00,1.330384634650171316e-01,5.640391784769858141e-01,2.730452424715146265e-07,-2.992487992581848149e-03
4.153830766153230769e+01,4.396788231407165348e+00,1.330384633960559893e-01,5.640391785175368211e-01,2.719977233722747911e-07,4.038650508891813637e-03
4.154830966193238595e+01,4.396788234126662864e+00,1.330384633361654800e-01,5.640391785476771558e-01,2.709598804495616520e-07,-5.288569571316201721e-03
4.155831166233247131e+01,4.396788236834526131e+00,1.330384632852564808e-01,5.640391785675099579e-01,2.699316418719455157e-07,-1.960004991087298167e-03
4.156831366273254957e+01,4.396788239530812881e+00,1.330384632431974301e-01,5.640391785771879940e-01,2.689129075250651368e-07,3.384446374304304287e-03
4.157831566313262783e+01,4.396788242215587061e+00,1.330384632098143838e-01,5.640391785769131028e-01,2.679035522312744888e-07,8.752573675886202512e-03
4.158831766353270609e+01,4.396788244888916175e+00,1.330384631848910704e-01,5.640391785669367497e-01,2.669034222246846610e-07,-5.958283166446704492e-03
4.159831966393279146e+01,4.396788247550875717e+00,1.330384631681688079e-01,5.640391785475594721e-01,2.659123367332316690e-07,6.074207024243505728e-04
4.160832166433286972e+01,4.396788250201544734e+00,1.330384631593465317e-01,5.640391785191314344e-01,2.649300886448102688e-07,-1.709809990654715447e-03
4.161832366473294798e+01,4.396788252841009381e+00,1.330384631580808219e-01,5.640391784820518728e-01,2.639564426198948155e-07,6.977123223302371391e-03
4.162832566513302623e+01,4.396788255469360251e+00,1.330384631639859039e-01,5.640391784367695394e-01,2.629911373119853124e-07,8.215120513247207990e-03
4.163832766553311160e+01,4.396788258086693268e+00,1.330384631766335923e-01,5.640391783837824802e-01,2.620338839798286301e-07,4.039914552758207614e-03
4.164832966593318986e+01,4.396788260693110573e+00,1.330384631955533747e-01,5.640391783236382572e-01,2.610843660849626602e-07,2.663288736166429665e-03
4.165833166633326812e+01,4.396788263288719634e+00,1.330384632202322726e-01,5.640391782569335044e-01,2.601422406378617325e-07,1.792159164650417719e-02
4.166833366673334638e+01,4.396788265873633250e+00,1.330384632501150077e-01,5.640391781843144825e-01,2.592071372264914686e-07,-8.717740390304469164e-03
4.167833566713343174e+01,4.396788268447971326e+00,1.330384632846039472e-01,5.640391781064765242e-01,2.582786584048868406e-07,1.637661029307607707e-02
4.168833766753351000e+01,4.396788271011855542e+00,1.330384633230590197e-01,5.640391780241645892e-01,2.573563803731637734e-07,5.387046353850553394e-03
4.169833966793358826e+01,4.396788273565417349e+00,1.330384633647978265e-01,5.640391779381728199e-01,2.564398502435949467e-07,-1.532499517801176776e-02
4.170834166833366652e+01,4.396788276108789972e+00,1.330384634090955309e-01,5.640391778493447639e-01,2.555285904259907426e-07,1.301352363176443974e-03
4.171834366873375188e+01,4.396788278642115522e+00,1.330384634551850243e-01,5.640391777585732624e-01,2.546220944088517513e-07,-1.413767884181269842e-02
4.172834566913383014e+01,4.396788281165539658e+00,1.330384635022567041e-01,5.640391776668005619e-01,2.537198292018594259e-07,-1.225183989400187128e-03
4.173834766953390840e+01,4.396788283679214260e+00,1.330384635494587242e-01,5.640391775750183134e-01,2.528212351138314773e-07,-2.028244984552061286e-02
4.174834966993398666e+01,4.396788286183294758e+00,1.330384635958967166e-01,5.640391774842674621e-01,2.519257249061768178e-07,7.302601710237214237e-03
4.175835167033407203e+01,4.396788288677945467e+00,1.330384636406340693e-01,5.640391773956382471e-01,2.510326839455512271e-07,-7.883051442997217328e-03
4.176835367073415028e+01,4.396788291163334250e+00,1.330384636826917044e-01,5.640391773102703121e-01,2.501414713418359526e-07,1.652838209066355077e-02
4.177835567113422854e+01,4.396788293639634304e+00,1.330384637210482723e-01,5.640391772293527062e-01,2.492514175611582061e-07,-7.227028521247889394e-03
4.178835767153430680e+01,4.396788296107025928e+00,1.330384637546399018e-01,5.640391771541237720e-01,2.483618278398269652e-07,5.622251698712297857e-04
4.179835967193439217e+01,4.396788298565692088e+00,1.330384637823604776e-01,5.640391770858711462e-01,2.474719790340751402e-07,-1.355802066812678182e-02
4.180836167233447043e+01,4.396788301015823741e+00,1.330384638030614464e-01,5.640391770259319815e-01,2.465811219098945628e-07,-1.265845158692151468e-03
4.181836367273454869e+01,4.396788303457616287e+00,1.330384638155518995e-01,5.640391769756926132e-01,2.456884787976898465e-07,4.594826590989033741e-04
4.182836567313462695e+01,4.396788305891272230e+00,1.330384638185985735e-01,5.640391769365887820e-01,2.447932453131240749e-07,5.088842379174763307e-03
4.183836767353471231e+01,4.396788308316996741e+00,1.330384638109257667e-01,5.640391769101056330e-01,2.438945912591750087e-07,2.473796884405546001e-02
4.184836967393479057e+01,4.396788310735002980e+00,1.330384637912154500e-01,5.640391768977776055e-01,2.429916579893554029e-07,1.651118503058601750e-02
4.185837167433486883e+01,4.396788313145508553e+00,1.330384637581072393e-01,5.640391769011885437e-01,2.420835592542580628e-07,7.880631743166548187e-03
4.186837367473494709e+01,4.396788315548737280e+00,1.330384637101983125e-01,5.640391769219716966e-01,2.411693831999572879e-07,-3.201173371992191690e-03
4.187837567513503245e+01,4.396788317944916535e+00,1.330384636460435199e-01,5.640391769618093853e-01,2.402481902308295503e-07,-2.769311840248531772e-03
4.188837767553511071e+01,4.396788320334282574e+00,1.330384635641553570e-01,5.640391770224335577e-01,2.393190133426204014e-07,-2.988664040886536161e-03
4.189837967593518897e+01,4.396788322717073427e+00,1.330384634630038809e-01,5.640391771056254555e-01,2.383808586081670455e-07,-8.431476801790157086e-03
4.190838167633526723e+01,4.396788325093536010e+00,1.330384633410168216e-01,5.640391772132156145e-01,2.374327049969870984e-07,6.836843931964184211e-03
4.191838367673534549e+01,4.396788327463591273e+00,1.330384631990426114e-01,5.640391773442154921e-01,2.364750834316087236e-07,-4.164056619445493670e-04
4.192838567713543085e+01,4.396788329825966457e+00,1.330384630468766372e-01,5.640391774872167696e-01,2.355142606630389324e-07,5.441001264685382983e-03
4.193838767753550911e+01,4.396788332180395109e+00,1.330384628867738450e-01,5.640391776395927703e-01,2.345516701973693330e-07,-2.291585173976153859e-03
4.194838967793558737e+01,4.396788334526752884e+00,1.330384627199093506e-01,5.640391777999745893e-01,2.335880517900790210e-07,3.934095646007215903e-03
4.195839167833566563e+01,4.396788336864924318e+00,1.330384625474159699e-01,5.640391779670425043e-01,2.326241198002954036e-07,1.781721725066954740e-02
4.196839367873575100e+01,4.396788339194797501e+00,1.330384623703842195e-01,5.640391781395257542e-01,2.316605606789146066e-07,3.772048393040978304e-03
4.197839567913582925e+01,4.396788341516264964e+00,1.330384621898623165e-01,5.640391783162033157e-01,2.306980338429021060e-07,9.549661922585156795e-03
4.198839767953590751e+01,4.396788343829228118e+00,1.330384620068562063e-01,5.640391784959030153e-01,2.297371716475371528e-07,-8.165943389932518726e-03
4.199839967993598577e+01,4.396788346133590153e+00,1.330384618223295068e-01,5.640391786775021954e-01,2.287785795529462263e-07,-1.138490122774363407e-03
4.200840168033607114e+01,4.396788348429261362e+00,1.330384616372035644e-01,5.640391788599273815e-01,2.278228362906364879e-07,-3.423589346183238645e-03
4.201840368073614940e+01,4.396788350716160032e+00,1.330384614523574260e-01,5.640391790421543927e-01,2.268704921426500931e-07,5.417808829892048830e-03
4.202840568113622766e+01,4.396788352994205340e+00,1.330384612686278112e-01,5.640391792232081203e-01,2.259220725081556580e-07,3.392761708118932195e-03
4.203840768153630592e+01,4.396788355263325343e+00,1.330384610868091677e-01,5.640391794021630822e-01,2.249780731433670411e-07,-6.272218757662851273e-03
4.204840968193639128e+01,4.396788357523452540e+00,1.330384609076536717e-01,5.640391795781426465e-01,2.240389649910135006e-07,4.006601976173937082e-03
4.205841168233646954e+01,4.396788359774524757e+00,1.330384607318711443e-01,5.640391797503196969e-01,2.231051909051817717e-07,1.780128747630395488e-03
4.206841368273654780e+01,4.396788362016486928e+00,1.330384605601291348e-01,5.640391799179164112e-01,2.221771657207050055e-07,-1.508253622022192979e-02
4.207841568313662606e+01,4.396788364249287540e+00,1.330384603930529208e-01,5.640391800802040390e-01,2.212552791813759967e-07,3.107141792718009295e-04
4.208841768353671142e+01,4.396788366472881293e+00,1.330384602312254527e-01,5.640391802365031237e-01,2.203398927896893511e-07,1.252156546412393733e-02
4.209841968393678968e+01,4.396788368687228221e+00,1.330384600751874091e-01,5.640391803861837250e-01,2.194313412917647810e-07,-8.207641491085989477e-03
4.210842168433686794e+01,4.396788370892294573e+00,1.330384599254371414e-01,5.640391805286648630e-01,2.185299315116129293e-07,1.163088708402845381e-02
4.211842368473694620e+01,4.396788373088051927e+00,1.330384597824307291e-01,5.640391806634148519e-01,2.176359452932263849e-07,7.716376288919552830e-03
4.212842568513703156e+01,4.396788375274477190e+00,1.330384596465819247e-01,5.640391807899514109e-01,2.167496342686536792e-07,2.488870730792108917e-03
4.213842768553710982e+01,4.396788377451552599e+00,1.330384595182622365e-01,5.640391809078415530e-01,2.158712260336148603e-07,5.252877135768262498e-03
4.214842968593718808e+01,4.396788379619266607e+00,1.330384593978007901e-01,5.640391810167012521e-01,2.150009193041535482e-07,-7.216257061286973119e-03
4.215843168633726634e+01,4.396788381777612997e+00,1.330384592854845227e-01,5.640391811161961089e-01,2.141388860815718331e-07,7.911628053735875535e-03
4.216843368673735171e+01,4.396788383926589994e+00,1.330384591815580164e-01,5.640391812060406851e-01,2.132852721381528482e-07,-1.334644142719637085e-02
4.217843568713742997e+01,4.396788386066202925e+00,1.330384590862235261e-01,5.640391812859989473e-01,2.124401945746701159e-07,-1.034322346439364194e-02
4.218843768753750822e+01,4.396788388196461561e+00,1.330384589996410627e-01,5.640391813558841561e-01,2.116037451094232580e-07,6.290096189904934021e-03
4.219843968793758648e+01,4.396788390317381889e+00,1.330384589219283376e-01,5.640391814155588657e-01,2.107759872332914952e-07,-1.011335233093335964e-02
4.220844168833767185e+01,4.396788392428985226e+00,1.330384588531607071e-01,5.640391814649345914e-01,2.099569582081350916e-07,2.101694971119663635e-02
4.221844368873775011e+01,4.396788394531299105e+00,1.330384587933713114e-01,5.640391815039724754e-01,2.091466663467489440e-07,4.327152764222983415e-03
4.222844568913782837e+01,4.396788396624354611e+00,1.330384587425509357e-01,5.640391815326828429e-01,2.083450957590660124e-07,1.003046786335611354e-02
4.223844768953790663e+01,4.396788398708190826e+00,1.330384587006480934e-01,5.640391815511249796e-01,2.075522012034980435e-07,1.068477511848029381e-02
4.224844968993799199e+01,4.396788400782850381e+00,1.330384586675689984e-01,5.640391815594079095e-01,2.067679114037268562e-07,-2.926164980964663428e-03
4.225845169033807025e+01,4.396788402848382127e+00,1.330384586431775373e-01,5.640391815576893952e-01,2.059921281605259225e-07,1.272560817548363480e-03
4.226845369073814851e+01,4.396788404904841130e+00,1.330384586272953806e-01,5.640391815461770486e-01,2.052247250750038887e-07,5.778292342551082095e-03
4.227845569113822677e+01,4.396788406952287787e+00,1.330384586197017882e-01,5.640391815251272201e-01,2.044655499078285033e-07,1.106224813125563896e-03
4.228845769153831213e+01,4.396788408990787822e+00,1.330384586201338315e-01,5.640391814948457760e-01,2.037144219702025083e-07,1.681852956869170357e-02
4.229845969193839039e+01,4.396788411020410514e+00,1.330384586282862269e-01,5.640391814556877659e-01,2.029711359263774995e-07,1.141584349738457987e-02
4.230846169233846865e+01,4.396788413041234911e+00,1.330384586438113914e-01,5.640391814080575328e-01,2.022354563535611049e-07,3.284111931603578283e-03
4.231846369273854691e+01,4.396788415053342725e+00,1.330384586663194424e-01,5.640391813524087139e-01,2.015071220717867817e-07,1.377487867501066970e-02
4.232846569313863228e+01,4.396788417056820109e+00,1.330384586953782533e-01,5.640391812892442402e-01,2.007858465324918740e-07,1.830876188792236780e-03
4.233846769353871053e+01,4.396788419051762098e+00,1.330384587305133426e-01,5.640391812191161147e-01,2.000713134053810904e-07,8.895976293596341566e-03
4.234846969393878879e+01,4.396788421038267280e+00,1.330384587712079569e-01,5.640391811426256341e-01,1.993631805752293928e-07,2.745591987618054095e-03
4.235847169433886705e+01,4.396788423016440461e+00,1.330384588169030435e-01,5.640391810604237222e-01,1.986610778659247956e-07,-1.559981256860062514e-03
4.236847369473895242e+01,4.396788424986389998e+00,1.330384588669972501e-01,5.640391809732100414e-01,1.979646104266485906e-07,-8.284414236759626154e-03
4.237847569513903068e+01,4.396788426948232242e+00,1.330384589208468971e-01,5.640391808817337704e-01,1.972733536526050102e-07,-6.097798546788280212e-03
4.238847769553910894e+01,4.396788428902088874e+00,1.330384589777660886e-01,5.640391807867934926e-01,1.965868575287688103e-07,1.570727242905688463e-03
4.239847969593918720e+01,4.396788430848086016e+00,1.330384590370265740e-01,5.640391806892367521e-01,1.959046436184053164e-07,5.312296113455725922e-03
4.240848169633927256e+01,4.396788432786356005e+00,1.330384590978578030e-01,5.640391805899604982e-01,1.952262078663835609e-07,-2.032345413109045915e-02
4.241848369673935082e+01,4.396788434717035621e+00,1.330384591594469257e-01,5.640391804899110850e-01,1.945510184619969607e-07,-3.143145719217083859e-03
4.242848569713942908e+01,4.396788436640268749e+00,1.330384592209388206e-01,5.640391803900837164e-01,1.938785160193745583e-07,6.742268758958860214e-03
4.243848769753950734e+01,4.396788438556204603e+00,1.330384592814360667e-01,5.640391802915233344e-01,1.932081148681152882e-07,-6.956760282793811138e-04
4.244848969793959270e+01,4.396788440464995951e+00,1.330384593399989157e-01,5.640391801953239526e-01,1.925392022483762844e-07,-1.016955523222170393e-02
4.245849169833967096e+01,4.396788442366804439e+00,1.330384593956453754e-01,5.640391801026286567e-01,1.918711371451387038e-07,-9.288610087875360730e-03
4.246849369873974922e+01,4.396788444261794382e+00,1.330384594473511262e-01,5.640391800146299373e-01,1.912032534245877713e-07,1.765263484472785402e-02
4.247849569913982748e+01,4.396788446150137197e+00,1.330384594940495213e-01,5.640391799325698008e-01,1.905348560038433448e-07,-1.514233214546517256e-02
4.248849769953991284e+01,4.396788448032007857e+00,1.330384595346316701e-01,5.640391798577389926e-01,1.898652242648957156e-07,-2.554660520828622682e-03
4.249849969993999110e+01,4.396788449907590213e+00,1.330384595679463267e-01,5.640391797914779959e-01,1.891936089043477764e-07,9.017743145744482394e-03
4.250850170034006936e+01,4.396788451777071671e+00,1.330384595928000568e-01,5.640391797351763659e-01,1.885192350142839146e-07,-1.923004611680442788e-02
4.251850370074014762e+01,4.396788453640644079e+00,1.330384596079569604e-01,5.640391796902727295e-01,1.878412997091682968e-07,7.455086759382958950e-03
4.252850570114023299e+01,4.396788455498506387e+00,1.330384596121390317e-01,5.640391796582553408e-01,1.871589740409795866e-07,-1.484090301942740664e-02
4.253850770154031125e+01,4.396788457350863766e+00,1.330384596040257994e-01,5.640391796406615255e-01,1.864713999322198390e-07,1.078145420871226036e-02
4.254850970194038950e+01,4.396788459197924936e+00,1.330384595822546034e-01,5.640391796390777923e-01,1.857776951164069601e-07,2.733641575166912210e-02
4.255851170234046776e+01,4.396788461039904838e+00,1.330384595454204288e-01,5.640391796551399439e-01,1.850769479339042789e-07,-1.183527848495956672e-02
4.256851370274055313e+01,4.396788462877025516e+00,1.330384594920760444e-01,5.640391796905332988e-01,1.843682198021667773e-07,-3.340928479203657354e-06
4.257851570314063139e+01,4.396788464709512567e+00,1.330384594207317805e-01,5.640391797469920254e-01,1.836505466035198708e-07,4.344407868867334634e-03
