pH,temperature,ionic_strength,k_turn
4.414183921620065121e+00,3.131842445290146770e+02,2.426359640648129146e-01,4.784757127239756613e+01
8.382894228904030243e+00,3.017632531432400356e+02,7.325760167683020851e-01,3.939919717355868301e+01
7.365136618064382468e+00,3.034649338629667454e+02,2.373649713745081546e-01,1.139933971933530614e+02
5.668631113212278194e+00,2.992081255957174335e+02,9.244516094720386379e-01,8.203207232164868401e+01
4.887166845179629959e+00,2.870658356498551598e+02,3.355718951472547174e-01,1.530868037254305492e+01
6.645470583798175568e+00,3.061946488543850933e+02,4.846958974026208122e-02,1.570619068730139531e+02
4.873753835300595583e+00,3.050227636988595918e+02,6.067190117722216502e-01,5.662623621135098517e+01
5.827889268264194733e+00,3.063515903770595514e+02,1.550218139177101384e-01,1.474219849087416492e+02
6.747330462157833608e+00,3.074447518015554124e+02,1.814349453906089205e-01,1.671316671004786087e+02
6.449094607771799659e+00,3.094158964353305237e+02,9.659127463359488130e-01,1.875736507362792622e+02
6.773188008324594556e+00,3.196702110835495887e+02,1.307743529191178998e-02,2.879270062574515237e+02
8.992361960662844211e+00,2.869646811865870291e+02,3.315411787723581694e-01,5.914217714919231206e+00
5.076828860851062331e+00,3.142887159563855448e+02,3.259592340398007604e-01,1.332992715045638192e+02
6.226854681239977651e+00,3.111561171557641501e+02,7.743384299831052031e-01,2.022308250108779646e+02
4.268534127060119587e+00,2.904325639939372081e+02,6.222638695836691936e-01,6.271796898812105781e+00
8.048231842571631489e+00,2.863992684850262549e+02,6.011668070227730309e-01,2.405976935432024177e+01
6.927802057931932822e+00,2.868155784908356623e+02,2.913810087873434651e-01,3.817788123516375265e+01
8.629990436239731721e+00,2.991574728102674499e+02,9.324407011585362781e-01,2.354036850535595349e+01
7.288267354849737423e+00,2.992273861631263117e+02,2.410404453853081941e-01,9.128378744411546108e+01
6.380517484495074498e+00,2.855159895480124419e+02,8.589064906469198735e-02,3.416454457425390245e+01
6.649184635738305538e+00,3.117907068461165068e+02,2.954779362204655868e-01,2.115564803577153157e+02
6.256864418194850508e+00,3.080969464349021791e+02,4.489307178044534830e-01,1.733904881154268196e+02
5.668967107034408315e+00,2.980180829813873515e+02,1.082891024618018588e-01,8.191622945706903636e+01
7.022712418369637888e+00,3.184577840786478760e+02,5.147316249339021210e-01,2.647644341773929000e+02
6.084763296714132963e+00,3.025011814919278095e+02,6.943847040147647087e-01,1.201276778516593424e+02
8.102627634138821477e+00,2.906393501045288872e+02,4.159476641843623534e-01,3.046302713725362210e+01
8.341185734435903498e+00,3.077971315495004774e+02,3.834843481832307943e-01,5.065823847007471414e+01
5.689534945730653881e+00,3.003001063858603175e+02,5.157570945761322800e-01,9.171056530739319612e+01
7.458500143624505085e+00,3.004655274955858886e+02,2.713797702702012704e-01,9.188160849980235412e+01
6.153875517965815334e+00,3.020571722020719108e+02,4.093664728411555709e-01,1.192482284238183041e+02
5.217049101247007492e+00,3.095142669225994041e+02,2.547626683601478814e-01,1.220105395283523535e+02
8.947017713236123271e+00,2.940010943444513600e+02,4.928848340144173501e-01,9.697238539186617601e+00
5.190578348442151047e+00,2.964474212174248464e+02,1.449780326414467357e-01,5.272823137896113366e+01
7.301474973363365706e+00,3.051011466880812009e+02,8.016500749667025971e-01,1.308065564880518536e+02
7.812267756857259826e+00,3.073804846782160212e+02,9.868017077241525437e-01,1.059046260344388486e+02
7.474521151578327860e+00,2.930823642733130328e+02,5.453723866722307578e-01,5.667824132205851839e+01
4.441854266613744606e+00,2.975935573740933933e+02,2.531963942080859842e-01,1.839727855607288021e+01
5.430308948432954530e+00,3.103030730979447753e+02,2.165389943975500886e-01,1.520939736311334514e+02
7.416826247384192605e+00,3.032532240883552390e+02,3.207435341692595476e-01,1.105483370925264381e+02
5.275936933519975724e+00,3.107896173350127356e+02,2.234902823503451263e-01,1.390820281690948264e+02
8.841472654900934813e+00,2.916856584256553901e+02,9.755752931695719221e-01,1.120563829354257379e+01
6.210505874600306342e+00,2.985307539250171089e+02,3.563408433194457103e-01,9.500191178168788042e+01
6.760793658031032827e+00,3.045813301344998649e+02,1.882431025062612784e-01,1.418522150269161273e+02
6.518830524381451497e+00,3.016205605698168029e+02,4.027003521897217220e-01,1.193791541103316973e+02
6.157377222703996011e+00,3.036444727628968394e+02,8.974073717058556054e-01,1.303991596954959959e+02
6.327300545260164277e+00,3.161456137577605432e+02,7.406471594018889659e-01,2.593148640103715366e+02
8.585968739386553139e+00,3.197332340795725258e+02,3.673289430397275734e-01,4.249787162128548346e+01
4.117088494253109410e+00,3.026717975597341024e+02,6.145793529888609052e-01,1.199957502699047929e+01
8.848877700436711180e+00,2.995591422816066824e+02,6.933824092949731899e-01,1.543917608597571522e+01
4.573038094753324678e+00,2.997428725106649949e+02,1.591937439791057951e-01,2.916416442220032224e+01
6.152565087839715119e+00,3.096395461291705260e+02,1.074557636245097869e-01,1.892868282592924629e+02
7.462976054989383101e+00,3.100336616953744056e+02,3.926917894641498985e-01,1.520153657538614027e+02
8.001345508257085015e+00,3.190039208927875620e+02,4.813462928320060841e-01,1.195493968756581609e+02
7.289923210732235148e+00,3.179677355929758278e+02,5.296232884384098893e-01,2.325772382050563465e+02
6.450960167087462338e+00,2.857268607369601909e+02,4.251253555424700514e-01,3.462653606515962679e+01
8.451727908075300277e+00,3.126738815931410045e+02,8.025221174609683539e-01,5.079179726187398813e+01
6.173655977985745835e+00,3.168345376336118875e+02,4.680964017140893940e-01,2.648322997444237785e+02
5.237054688548161252e+00,2.873304824708952196e+02,1.697023919017053573e-01,2.543962772493548385e+01
7.904231592832406506e+00,3.191488373411813768e+02,5.623238758972821660e-01,1.383606376615210536e+02
6.822427199561078126e+00,2.934536212888600062e+02,9.296275539051261638e-02,6.639705825071081335e+01
4.671361551260886813e+00,2.963198042424007781e+02,7.855955535406198287e-01,2.131893779298525615e+01
5.649086570012063824e+00,2.862918929555734735e+02,8.021377285609225805e-01,2.865833318094461646e+01
4.446434150342025049e+00,3.173595467974844837e+02,5.549986449670215594e-01,5.514573639605613664e+01
6.706344097413750482e+00,2.863596489288877933e+02,7.629842980434125010e-01,3.692963127409759494e+01
4.749690512215392069e+00,2.965400577944617453e+02,6.699726633308735746e-01,2.533524814657181068e+01
7.579447959496263820e+00,3.098359388195293604e+02,7.185053662413884989e-01,1.416828651434311723e+02
6.777536950200091503e+00,3.191105672001529001e+02,6.096631543403541187e-01,2.878280151344503679e+02
8.855390710169459112e+00,3.160650358118868439e+02,6.096354878543406297e-01,2.400427190323161142e+01
4.058206071180447516e+00,3.164959732305301259e+02,7.003018799568616615e-01,2.330944288747541293e+01
7.580556990825508379e+00,2.915115704048120620e+02,6.077653077744442633e-01,4.832858313625915514e+01
5.018399913255239930e+00,3.061856743548659097e+02,2.824891358778457984e-01,8.054908748154578291e+01
4.172398217518078489e+00,2.896437974833834801e+02,9.591732521903700848e-01,4.447806406781153576e+00
7.140854533609704013e+00,2.961325282339854539e+02,3.354059552632807778e-02,7.612709589238032493e+01
6.728576797178419611e+00,2.925789597166971134e+02,5.816770903440691143e-01,6.241752720834901424e+01
5.511830408451394270e+00,3.147914132033261012e+02,5.713238684593434646e-01,1.913541803519102302e+02
6.536650198576653636e+00,3.006565453779622317e+02,1.062097543887622654e-02,1.127010986001751576e+02
4.275454350762516675e+00,3.106719201633835041e+02,8.459886231856420524e-01,2.602277396717558844e+01
6.135895296316505210e+00,3.034020156066372351e+02,8.093997064404739872e-01,1.281464723111713795e+02
6.884289653703651979e+00,2.942044871818523575e+02,9.488812169036556776e-01,7.021590149531054692e+01
8.373551746809154039e+00,3.064389356390279318e+02,5.230318453753342034e-01,4.681807394663351118e+01
8.235902684494288195e+00,2.882254773137337907e+02,5.058056706237517020e-01,2.247466407631272389e+01
7.986077506556633843e+00,3.157167312837855775e+02,1.540261151436606198e-02,9.486534099728493175e+01
8.609967874548292599e+00,2.892079735604398820e+02,5.641382643580564737e-01,1.413608447602107887e+01
6.090417294682142213e+00,3.187215799445475568e+02,5.499110854649909008e-01,2.831151434758157279e+02
6.245247760893339439e+00,3.007366752438344406e+02,3.677802944715471978e-01,1.108618811892891216e+02
4.045981294369140002e+00,3.187695739281515444e+02,2.157236509967771498e-01,3.105436315615519405e+01
6.286686694741508319e+00,2.954187422052890497e+02,6.561593704753315714e-01,7.600190836473662159e+01
6.545473596725969401e+00,2.907505515768396549e+02,3.699289461780049804e-01,5.391506999716374082e+01
6.775908053805122400e+00,2.910833114429065631e+02,5.304384788866391975e-01,5.530992362684873598e+01
8.768589056329263443e+00,3.084469932259146390e+02,3.777411025211221962e-01,2.322144996573069520e+01
4.411266441259498627e+00,2.981356834650032965e+02,1.618201958222595382e-01,1.935759641619012683e+01
5.552975426351340005e+00,3.026208088936056129e+02,4.865622611584802942e-02,1.092919201231613187e+02
6.129857391145232093e+00,2.990454629113216924e+02,3.438507276790982864e-02,9.977919247575738382e+01
8.135207274717579651e+00,3.105642969375385292e+02,9.614510119420658363e-01,8.117463385883617377e+01
7.265815853411455194e+00,2.938225793657807117e+02,6.425781887819407290e-01,6.414494485168292215e+01
8.023469521002873250e+00,3.102618802678125576e+02,7.017487320954166607e-01,9.201203603235251194e+01
4.511880949075781189e+00,3.021797714996869786e+02,6.642632624287844179e-01,2.517892473113106533e+01
5.655541304725407059e+00,3.115151709959458799e+02,8.455899243041221647e-01,1.731790015969027934e+02
4.089659757323127920e+00,3.118578759437214103e+02,3.423055396411499030e-01,2.214439365563738349e+01
8.617553894204061038e+00,2.925845651951181026e+02,7.400757415864408495e-01,1.723313315619160946e+01
7.595405607179984031e+00,3.052286685580468770e+02,6.007938084844349769e-01,1.123086834278607284e+02
5.800925621314062752e+00,2.866145076712157902e+02,7.123586315325957097e-01,3.209288951284872127e+01
6.524335045231145713e+00,3.190095170676993348e+02,7.506827522351140480e-01,2.936317536468374669e+02
4.048734121432096877e+00,3.053096891662034409e+02,8.522801628065962420e-01,1.169552501159579272e+01
7.917552648511541946e+00,2.954701205477026633e+02,3.141989565890178637e-01,4.931181203807845748e+01
8.590634018805880956e+00,3.158459198706202073e+02,8.125302903547758637e-01,4.200288029144054036e+01
5.286075485895542769e+00,3.080757356253156445e+02,1.048210118403256064e-01,1.262987960417453053e+02
7.508601428795831367e+00,2.868487632358562109e+02,9.079373107861446468e-02,3.341511627195047396e+01
6.562137489011158564e+00,3.170785830050199934e+02,1.690383077024938396e-01,2.709531073659517801e+02
7.333859552471238885e+00,2.913852146130884080e+02,8.224995882347772014e-01,5.253692183499689605e+01
6.862500519322490611e+00,3.059905184702257657e+02,3.151876789972220538e-01,1.522017510564132294e+02
6.626201529744633056e+00,3.007326174256236868e+02,1.744093478569049560e-01,1.127358109856592847e+02
6.954061243235024392e+00,2.911804466642738589e+02,8.266695274160428264e-01,5.515466198170724255e+01
4.534884929657005515e+00,2.908130584468713664e+02,6.443777025779404699e-01,1.087500567103767501e+01
4.441930514949840259e+00,2.872827896290014564e+02,2.662251977714389373e-01,7.604983359269030352e+00
5.566306155124125077e+00,2.917912379834255603e+02,6.948215064693396004e-01,4.437709827217867087e+01
4.444417954463881770e+00,3.148766314822931349e+02,8.449354284343336685e-01,4.553600080284081741e+01
5.892063569604496287e+00,3.075308887685219474e+02,2.129236103224761423e-01,1.594743736635584810e+02
4.407898358068147004e+00,3.128491236538725389e+02,3.157065178951558582e-01,4.461384773320943964e+01
4.830687933695338998e+00,3.106657116577136435e+02,9.228175661990324352e-01,7.050612882069962950e+01
7.527427510613743600e+00,3.191819881586112615e+02,8.424349241754427453e-01,2.095003785196575166e+02
4.120748288853135044e+00,3.074961336632470079e+02,4.700396922760192719e-01,1.733750547718207358e+01
6.944466283781483007e+00,3.163676743945816838e+02,9.577443659950395372e-01,2.503932975891974877e+02
5.746130230791136384e+00,2.988474674328501237e+02,3.554872759943353278e-01,8.623978058187887541e+01
7.758842076925643205e+00,3.183083182341695760e+02,5.495247819201022343e-01,1.611820623050411143e+02
8.005909470744629886e+00,3.130871173484113683e+02,6.143024397368972433e-01,1.026732263687184741e+02
4.579002992241337111e+00,3.018677850559358262e+02,8.317696689632878004e-02,3.710729466452674785e+01
5.998699787508620318e+00,3.051065541737839908e+02,7.747225480637320860e-01,1.381507622957554702e+02
5.772381372656003151e+00,2.981724045167783288e+02,4.209896515593632427e-01,8.260725812908809473e+01
7.187870540672445685e+00,3.166689225970811776e+02,4.643019213093551589e-01,2.322312489915210278e+02
5.620182230489187525e+00,2.880816264406252003e+02,2.449415343817469559e-02,3.766152476553735085e+01
7.233545897540287761e+00,2.947212175786707462e+02,2.522299505039128920e-01,6.841309571296025638e+01
8.162634055267663058e+00,3.187210374864708911e+02,8.817428574568830779e-01,9.652602379654801723e+01
5.679852969659455297e+00,3.183386930742190657e+02,1.207030381451575096e-01,2.595013597801883520e+02
6.943549224300943123e+00,3.061478941895621233e+02,6.146598350894881824e-01,1.521223973837689982e+02
8.083205559904287796e+00,3.114675708296253447e+02,6.079746058710272516e-01,8.765738760570447141e+01
8.916747685114124522e+00,2.937125974265790660e+02,9.407348798058138284e-01,1.070556169027742577e+01
8.341946875958861085e+00,3.034352508819623608e+02,5.279189569443464292e-01,4.408828969656951813e+01
8.872367090214929419e+00,2.993803991186017583e+02,2.996214398394433931e-01,1.364246977701299990e+01
8.940937696871410267e+00,3.121234742289025803e+02,7.331729158409705516e-01,1.883223328802637653e+01
4.322131810497904070e+00,2.929716428174737644e+02,4.970242544908852200e-01,9.041238211711700501e+00
6.986036765409399329e+00,3.048397720503853634e+02,7.003538834857628848e-01,1.403081531957201662e+02
4.057958051666930466e+00,3.054714264837419933e+02,8.506107112277723203e-01,1.205743395850070598e+01
4.468728630075336383e+00,3.070687120483804051e+02,5.358512632485237237e-01,3.302622384565689373e+01
4.747425274617027569e+00,3.194487593958250500e+02,8.929294083524903503e-01,9.618339321295687228e+01
8.910676738486241533e+00,3.139581007364071183e+02,5.252522561545061031e-01,2.026341612071178488e+01
7.337086392710126859e+00,3.165289240231442704e+02,7.148766179272301180e-01,2.165165534073322533e+02
7.200463517032428484e+00,2.948204002873392824e+02,4.632713922230738968e-01,6.988864195283528602e+01
4.249466684051704135e+00,2.908615054846261501e+02,3.361336044339226503e-01,6.954564069086528910e+00
6.175153658792942757e+00,3.089225057696902468e+02,3.323077532936317968e-02,1.839381759029222110e+02
7.983340216719594373e+00,3.155528832283538350e+02,4.384076850582709350e-01,1.117156878460821332e+02
6.252695246739883750e+00,2.868546953734356748e+02,1.984901658667181656e-01,3.790515024251652676e+01
4.163701095056171475e+00,3.139604579794136043e+02,4.400513825994901707e-01,2.767863437037152252e+01
5.823285177490316045e+00,2.985587873074388199e+02,9.601769204743589858e-01,8.428661033211602671e+01
4.149059801406937531e+00,2.859826264952099564e+02,7.374389633974367531e-01,3.142498515111370683e+00
5.332025491485358870e+00,2.894674641486273572e+02,4.753807264627846751e-01,3.110061271315105458e+01
8.313547963424236187e+00,3.015315991385283496e+02,1.572177562656421612e-01,3.940962653290101514e+01
7.530803357726011171e+00,3.005949534098086815e+02,6.417286616586105330e-01,9.081436075311194145e+01
5.331540193132349614e+00,2.991426146089484632e+02,1.026642732455244900e-01,7.379846967246082556e+01
6.750419908763831245e+00,2.905113631016198497e+02,9.814896186437380710e-01,5.277263250512656612e+01
6.007293238533992330e+00,2.883878729493673632e+02,1.474698004697531650e-01,4.188266873946315627e+01
7.511404576615566597e+00,3.060785916813348990e+02,5.647554819716812391e-01,1.234792347888203210e+02
6.219559715475866390e+00,3.022206282129554893e+02,8.281234449445774581e-01,1.205261042029983685e+02
8.363714337632249141e+00,2.865300003800649051e+02,9.158678108167887799e-02,1.553883539281534887e+01
8.636234684160854158e+00,3.111539370525251798e+02,6.578355995357437758e-01,3.398159243360153425e+01
8.282956789536969566e+00,2.929834834067729616e+02,4.959330544044437405e-01,2.866491793739140448e+01
4.642125217632215417e+00,2.923790906017328552e+02,5.759148624586870602e-01,1.537842932780513294e+01
5.410604739193658475e+00,3.083437253974091163e+02,4.810207742121083152e-01,1.284442368115049362e+02
8.523127112015304263e+00,2.916923862262707416e+02,7.310762789426231700e-01,1.914788492994822633e+01
8.692238445863756269e+00,3.101390645671571633e+02,4.837342904071361555e-02,2.424403157699444833e+01
8.756397674150266042e+00,3.115250811584573967e+02,3.334575962510825664e-01,2.548685737187992473e+01
4.059093523798023462e+00,2.966408086646857214e+02,6.186318382714065534e-01,6.807529910682210250e+00
5.721988013201325884e+00,2.955096553623417321e+02,5.273148165456834069e-02,7.070406886205891794e+01
6.192149090257837329e+00,2.937853823975337377e+02,1.403200298263588275e-01,6.748327800359879802e+01
6.007206475483082286e+00,3.128581416551523944e+02,8.056885183124011807e-01,2.116848707217804701e+02
4.143134389732335165e+00,2.911316332019158608e+02,4.931201637958766981e-01,5.356065407179276150e+00
5.224879036781706176e+00,3.155492232569774274e+02,5.410877162843558130e-01,1.583603080402926651e+02
8.725039871217489917e+00,2.978513333909131120e+02,4.576099554389411739e-01,1.768475357439843876e+01
8.545181777977660431e+00,2.873685720761689026e+02,1.038671852164990972e-01,1.255627626769468641e+01
4.650057420371494388e+00,3.193615518027492044e+02,9.039517667814039870e-02,1.097870976153878786e+02
4.248725621476904024e+00,3.006924563794592018e+02,5.436156629186138511e-01,1.400563531190518951e+01
7.558422247836922736e+00,2.897155955108678427e+02,8.607653387638336540e-01,4.279990472683775948e+01
4.880992519635819704e+00,3.159086209983013873e+02,5.343815376226754843e-01,1.067408835209169098e+02
5.488425666118506463e+00,3.123097594910289558e+02,8.814841255279808330e-01,1.625370122449984081e+02
8.994878357169010741e+00,3.036424294509541255e+02,6.912891211995466634e-01,1.327677115497874283e+01
8.415453571266027666e+00,3.100921966102098395e+02,7.202334859918457788e-01,5.010755225063909535e+01
4.775865563071397091e+00,2.897996846469332013e+02,2.964865352179427704e-01,1.685143956121979514e+01
5.858333215186711129e+00,3.050017789852940950e+02,6.033236684231472330e-02,1.396167828482730329e+02
6.036190988093052212e+00,2.881137390856131901e+02,3.255257461060143132e-01,4.054910924334497224e+01
4.295865938260750028e+00,2.964495355833494159e+02,7.337589158507357157e-02,1.527322581977693972e+01
6.446294000367402077e+00,2.976259780902227021e+02,4.956829017625424272e-01,9.078004695696483850e+01
4.956793115976937614e+00,3.021828601823632425e+02,4.498376991929292634e-01,5.474912557258365808e+01
8.085435144111627892e+00,2.962396991275401206e+02,7.393378816642554030e-01,4.504661722521870360e+01
8.436269594064540911e+00,3.001253165411596342e+02,7.124504886971428919e-01,3.361962507864004834e+01
7.102696473745968575e+00,2.973807186908574636e+02,5.718425445393594819e-02,8.411864046239526260e+01
5.112732988750273933e+00,2.860080903567871928e+02,4.274842295786238089e-01,1.820081106602259169e+01
6.605491259207207477e+00,3.156040693750767900e+02,9.948574532326509567e-01,2.533995391847734311e+02
6.108587038698916061e+00,2.989011084333668009e+02,5.087721002435401790e-02,9.826380457401319291e+01
8.622068395886845593e+00,2.866122230295703162e+02,5.520813679387173156e-01,1.177313640005861295e+01
8.667972008544348128e+00,3.199246983751176572e+02,4.629311722656657691e-01,3.680005648854636036e+01
6.704741698911286463e+00,2.892399414843407612e+02,7.810303631886743592e-01,4.749586572848048860e+01
5.299910736444574333e+00,3.114436022539076703e+02,3.661226103718981384e-01,1.420167603888283452e+02
5.243614960731468599e+00,3.158471438455831048e+02,6.558350747712040629e-01,1.610541249471658318e+02
4.975686113921404363e+00,2.976851822565934071e+02,3.992858999669040565e-01,4.132818916142645804e+01
6.228371129766617997e+00,3.136200869643817555e+02,6.390427942816994111e-01,2.291043721519656060e+02
7.614473612313787498e+00,3.181161250546082897e+02,3.456808054659157858e-01,1.821528892413156768e+02
4.170111697249281768e+00,2.904910781662376849e+02,3.628943162708718195e-01,5.646685587905836634e+00
7.567097653934289347e+00,3.104946336524741923e+02,6.510075679114020186e-01,1.466407458242086932e+02
5.581469858310646792e+00,3.042999667343181045e+02,7.471727124782234775e-01,1.104608518584658015e+02
5.807008181649932155e+00,3.082661104375325749e+02,4.295003935346967117e-01,1.590696991400839693e+02
8.997829588026901249e+00,3.027123215941749663e+02,3.582681215493875859e-01,1.208183836805764777e+01
4.928365488733995825e+00,2.926372831311229561e+02,5.130006133971619642e-01,2.525181959661007269e+01
7.761423129428145273e+00,2.856535645347354375e+02,3.725612506671759361e-01,2.748164320973082653e+01
5.955613640119059582e+00,3.110782476484351378e+02,1.889099899355375090e-01,1.967608273075351519e+02
8.340669025726120012e+00,3.136882357530284366e+02,4.630243101259552407e-01,6.099016566947927487e+01
8.007401101111435437e+00,3.137262312499353243e+02,1.780977997675234348e-01,9.740960033992706713e+01
4.995807903285207630e+00,3.165647264817160931e+02,3.313812627261655819e-01,1.351648562445935511e+02
4.050942118258832103e+00,3.175358117179138162e+02,9.807757725563871487e-01,2.277730112787257255e+01
8.942818951906485125e+00,2.973542577947023915e+02,8.219502381308248229e-02,9.827511732094739827e+00
8.954383778588645981e+00,3.139845394951759658e+02,8.563383783618372380e-01,1.928305308307229637e+01
5.221612332847515248e+00,3.178391334220946192e+02,4.794431402556656452e-01,1.772700023120378319e+02
5.247534901683730268e+00,2.902023413833613859e+02,4.362395951851889553e-01,3.079720540328077760e+01
7.856095182134838595e+00,3.015437445162701238e+02,8.731357678514377607e-01,7.651733557798921481e+01
8.021949959056934532e+00,3.009118797302513713e+02,7.795948701384085577e-01,6.228703245228840757e+01
6.194028856535201299e+00,3.154200829417492855e+02,8.569237531631336280e-01,2.473274853383643404e+02
7.665697159282281348e+00,2.975163496232210605e+02,7.121425426830559902e-01,6.982237949483260309e+01
8.775284163684450078e+00,2.911845445304500686e+02,5.224221332420176944e-01,1.176915116617622736e+01
8.022201946558642049e+00,2.904473774552196232e+02,6.351971875166958492e-01,3.315380586660087658e+01
6.237954606079560094e+00,3.177282857379328789e+02,3.468541433863008283e-01,2.778635636101039950e+02
8.327785205340493491e+00,3.053303875296373349e+02,5.208490384395622064e-01,4.848075418940629078e+01
5.614519126997858933e+00,2.854515222020393708e+02,9.003892898218088803e-01,2.578300724398609134e+01
4.308849285349860558e+00,3.034721204659002751e+02,6.809604544995560005e-01,1.847033020849005780e+01
4.034282129051774746e+00,3.124482890474238275e+02,6.733416956781612672e-01,1.808417267742674639e+01
7.975474505365264477e+00,3.085255810666258753e+02,7.711268929887676871e-01,9.210038121242001807e+01
5.259870825951518114e+00,3.012139597599199305e+02,5.062044719532771131e-01,7.200096526871060121e+01
6.030800634560296025e+00,3.069124186828989309e+02,9.417858046768562419e-01,1.543118449589875638e+02
7.486723509589480408e+00,3.053990157489868693e+02,7.567955930947657395e-01,1.218154177413985906e+02
4.114473986921605153e+00,2.884901571159099376e+02,5.965467668357208320e-01,3.844516568786874089e+00
6.573426637319878196e+00,3.179186907078149602e+02,9.819621775468005964e-01,2.802082364583262688e+02
4.606095713699545513e+00,2.895535234991300513e+02,8.553352587010452091e-01,1.062728876011683177e+01
4.625415646328392860e+00,2.949180862450654104e+02,8.467102524985318235e-01,1.739699811682324437e+01
6.852394766025175166e+00,2.897566154826220668e+02,2.409166876898858889e-01,4.938635618168054009e+01
7.653195501347665797e+00,3.031734331601388703e+02,7.846410063206031571e-02,9.132821254702992064e+01
5.807838254747232476e+00,3.099250843038889798e+02,4.048305354785553534e-01,1.746306639085868255e+02
5.071659529265856392e+00,2.931605341495601920e+02,5.198729477197875370e-01,3.189632160820817575e+01
6.341836871586124857e+00,2.881157617351752265e+02,8.978373870921633193e-01,4.214079144196905702e+01
6.048445551640327267e+00,3.083530455994167028e+02,7.169910961161449769e-01,1.690607767934859282e+02
6.470597722467167578e+00,2.953624620033830297e+02,2.502264969428589017e-02,7.792952486605160800e+01
8.668963866787386507e+00,2.919974121610680413e+02,3.589356034338209711e-01,1.449045074501247754e+01
7.186559571981041117e+00,2.941092611115595901e+02,6.016947069449346541e-01,6.670528502937388282e+01
4.478023797020333596e+00,3.032397557908251429e+02,4.225563534917933795e-01,2.725110330338744902e+01
4.614937056628207301e+00,3.078341780734929216e+02,6.661914880623830415e-01,4.369715742437630723e+01
4.156752150312929217e+00,2.931385880096820529e+02,1.351339969310595690e-01,8.129740282633592940e+00
7.028046151603285274e+00,3.041149629068204945e+02,2.284065123209886583e-01,1.323366901527346613e+02
7.862217090659136431e+00,2.993191131265805893e+02,2.965412607249711674e-01,6.479621760233310113e+01
6.449154000530639586e+00,2.850631646002184425e+02,3.595238044175447234e-01,3.260416411157513039e+01
6.047851521025469523e+00,3.153549449134789029e+02,8.649114924743149802e-01,2.404012120499316723e+02
8.451118453915668738e+00,3.020265594662204762e+02,9.902101684702875328e-01,3.635326715307866152e+01
4.147252043775550234e+00,3.066822789189384366e+02,2.985789330472313555e-02,2.612297173433898934e+01
8.837781694458159976e+00,3.029043088072914998e+02,4.193258442380682904e-01,1.714355608438733114e+01
7.208477839443401258e+00,3.109386123523555057e+02,4.455739725066664159e-01,1.804095538708866400e+02
8.128656255348548854e+00,3.097912417572258050e+02,5.728554466719629756e-01,7.745925920568816991e+01
7.847783774297003134e+00,2.857760084504867564e+02,6.280769117082357633e-01,2.669778630569935274e+01
8.424872990807523720e+00,3.123265888686854623e+02,9.987494790521602717e-01,5.367449687649050816e+01
4.520556808044339014e+00,2.900626450683938060e+02,1.958895077755676006e-01,1.186957009752496361e+01
5.600213358805213204e+00,3.028960645692188223e+02,2.802067071503266393e-01,1.069116918405050995e+02
6.989543123351458220e+00,3.120388302816365922e+02,1.313504800206868328e-01,2.010515670413323619e+02
5.465088935236868117e+00,3.101559183239869526e+02,4.447237766998474728e-01,1.484143816298919205e+02
6.961967598115998079e+00,2.902944558722830948e+02,2.195190283651794194e-01,5.110764247250955350e+01
8.505290276126451943e+00,2.957787703725577444e+02,8.080536697368106980e-01,2.468953937881799732e+01
7.365976529031041053e+00,3.015487149028287490e+02,3.633994456770079373e-01,1.028266511256775715e+02
4.308361563819109286e+00,3.105285096237473113e+02,6.000551337103465083e-02,4.123962481029852967e+01
4.615580194685345639e+00,2.894141661455477674e+02,6.767654221179226770e-01,1.105581551074202729e+01
8.867561630070792233e+00,2.992979769350533843e+02,4.982063258355919344e-01,1.432532066866964016e+01
4.352239548647375500e+00,3.011165103987892167e+02,4.355932456812245945e-01,1.841846080665775176e+01
8.212351080438489603e+00,2.905595252035561202e+02,7.458655072845715717e-01,2.753564291575688827e+01
8.933202660986056642e+00,3.078629049258908594e+02,9.940508684157394192e-01,1.768149535357246904e+01
4.810936370579312005e+00,2.957521405968537351e+02,8.999012049778303268e-01,2.531695168307749100e+01
7.520305951073257056e+00,3.162376588464690599e+02,2.672406627152116299e-01,1.843271948749437570e+02
8.040124028542281920e+00,3.137266649172676694e+02,9.825554980592977605e-01,1.025879881114913559e+02
8.757185856896414933e+00,2.963632310299047958e+02,1.003934969212003508e-01,1.386779224648134701e+01
8.215476586929213454e+00,2.864801130690145783e+02,9.795611938702326882e-02,1.884312838601491435e+01
7.743799643630404184e+00,2.885687854156489038e+02,6.305614214389554384e-02,3.361031520135491490e+01
7.851797532248331990e+00,3.151487800081632713e+02,9.329479669102329620e-01,1.354449454439706244e+02
7.890568172261436253e+00,3.084809900637591227e+02,5.557836687294497036e-02,9.003564795280404098e+01
4.455563623390277783e+00,3.099719196035637196e+02,2.031934155542776954e-01,4.439827775596068449e+01
5.688917202504602422e+00,2.899514313210173668e+02,9.908028290374932823e-01,4.023057445295686563e+01
8.275802217220308066e+00,3.187179972385956717e+02,9.709573498653788493e-01,8.050962006225415735e+01
7.689504134175638939e+00,2.969698199924827691e+02,6.413388476802037719e-01,6.627480342311076811e+01
8.757982964170476947e+00,3.045288653856692918e+02,5.005577865924160097e-01,2.156264056073094082e+01
8.206255489105229728e+00,3.096606741263328786e+02,1.443710748281492040e-01,6.292942863342522486e+01
