t,J,A,maturation_resource_level,adult_energy_reserve_level,dA_dt
3.656731346269253891e+01,6.601768407461729566e+02,1.925410800381857541e+02,1.901628716726243840e-01,2.433492639301561011e-01,-8.556062349768467357e-02
3.657731546309261716e+01,6.602282658930794241e+02,1.925402218941521255e+02,1.901534830912618157e-01,2.432960888037354330e-01,-8.603505461221772066e-02
3.658731746349270253e+01,6.602796281743503641e+02,1.925393590094246576e+02,1.901441079152672298e-01,2.432429574572615716e-01,-8.650852806067277356e-02
3.659731946389278079e+01,6.603309276376261323e+02,1.925384913932686857e+02,1.901347461410371198e-01,2.431898698601333286e-01,-8.698104369864267937e-02
3.660732146429285905e+01,6.603821643304842155e+02,1.925376190549883120e+02,1.901253977629866199e-01,2.431368259818041111e-01,-8.745260165155599452e-02
3.661732346469293731e+01,6.604333383004382085e+02,1.925367420039262356e+02,1.901160627735493380e-01,2.430838257917820044e-01,-8.792320231485462045e-02
3.662732546509302267e+01,6.604844495949386101e+02,1.925358602494638376e+02,1.901067411631775228e-01,2.430308692596296061e-01,-8.839284635403998891e-02
3.663732746549310093e+01,6.605354982613720267e+02,1.925349738010211809e+02,1.900974329203419799e-01,2.429779563549643584e-01,-8.886153470478674876e-02
3.664732946589317919e+01,6.605864843470619689e+02,1.925340826680569819e+02,1.900881380315320446e-01,2.429250870474581325e-01,-8.932926857304224200e-02
3.665733146629325745e+01,6.606374078992680552e+02,1.925331868600686391e+02,1.900788564812557202e-01,2.428722613068375058e-01,-8.979604943514019055e-02
3.666733346669334281e+01,6.606882689651868077e+02,1.925322863865922045e+02,1.900695882520394842e-01,2.428194791028836785e-01,-9.026187903786819788e-02
3.667733546709342107e+01,6.607390675919509704e+02,1.925313812572024403e+02,1.900603333244284543e-01,2.427667404054325573e-01,-9.072675939856722493e-02
3.668733746749349933e+01,6.607898038266300773e+02,1.925304714815127056e+02,1.900510916769862224e-01,2.427140451843745883e-01,-9.119069280526659327e-02
3.669733946789357759e+01,6.608404777162298842e+02,1.925295570691750981e+02,1.900418632862951041e-01,2.426613934096548408e-01,-9.165368181673017034e-02
3.670734146829366296e+01,6.608910893076930506e+02,1.925286380298803692e+02,1.900326481269558332e-01,2.426087850512730348e-01,-9.211572926258426719e-02
3.671734346869374122e+01,6.609416386478982304e+02,1.925277143733578669e+02,1.900234461715878120e-01,2.425562200792836243e-01,-9.257683824340645629e-02
3.672734546909381947e+01,6.609921257836610948e+02,1.925267861093757347e+02,1.900142573908290000e-01,2.425036984637955750e-01,-9.303701213081083665e-02
3.673734746949389773e+01,6.610425507617335370e+02,1.925258532477406845e+02,1.900050817533358860e-01,2.424512201749724760e-01,-9.349625456754750985e-02
3.674734946989398310e+01,6.610929136288040127e+02,1.925249157982981671e+02,1.899959192257835716e-01,2.423987851830325946e-01,-9.395456946762692496e-02
3.675735147029406136e+01,6.611432144314977677e+02,1.925239737709322014e+02,1.899867697728657157e-01,2.423463934582489043e-01,-9.441196101632698401e-02
3.676735347069413962e+01,6.611934532163760423e+02,1.925230271755655735e+02,1.899776333572945619e-01,2.422940449709488353e-01,-9.486843367040975750e-02
3.677735547109421788e+01,6.612436300300487346e+02,1.925220760220568366e+02,1.899685099437959102e-01,2.422417396914371412e-01,-9.532399161396298837e-02
3.678735747149430324e+01,6.612937449204283666e+02,1.925211203190496008e+02,1.899593995436917870e-01,2.421894775891328677e-01,-9.577863268457775803e-02
3.679735947189438150e+01,6.613437979354901017e+02,1.925201600751172180e+02,1.899503021703765893e-01,2.421372586334341326e-01,-9.623235443602595751e-02
3.680736147229445976e+01,6.613937891229955994e+02,1.925191952990101356e+02,1.899412178298814091e-01,2.420850827938981209e-01,-9.668515542474409585e-02
3.681736347269453802e+01,6.614437185306436504e+02,1.925182259995157779e+02,1.899321465263382469e-01,2.420329500401349476e-01,-9.713703446590926660e-02
3.682736547309462338e+01,6.614935862060707450e+02,1.925172521854583181e+02,1.899230882619800387e-01,2.419808603418076298e-01,-9.758799063342848967e-02
3.683736747349470164e+01,6.615433921968506183e+02,1.925162738656989347e+02,1.899140430371405452e-01,2.419288136686322255e-01,-9.803802326014832147e-02
3.684736947389477990e+01,6.615931365504944779e+02,1.925152910491355556e+02,1.899050108502544354e-01,2.418768099903775559e-01,-9.848713193787617115e-02
3.685737147429485816e+01,6.616428193144512306e+02,1.925143037447031134e+02,1.898959916978572304e-01,2.418248492768654279e-01,-9.893531651745846034e-02
3.686737347469494352e+01,6.616924405361070285e+02,1.925133119613732902e+02,1.898869855745853319e-01,2.417729314979705779e-01,-9.938257710895115338e-02
3.687737547509502178e+01,6.617420002627853819e+02,1.925123157081547731e+02,1.898779924731760771e-01,2.417210566236207003e-01,-9.982891408163752089e-02
3.688737747549510004e+01,6.617914985417476146e+02,1.925113149940929986e+02,1.898690123844676003e-01,2.416692246237963360e-01,-1.002743280641524848e-01
3.689737947589517830e+01,6.618409354201920678e+02,1.925103098282704082e+02,1.898600452973989994e-01,2.416174354685309833e-01,-1.007188199445749888e-01
3.690738147629526367e+01,6.618903109452550098e+02,1.925093002198061924e+02,1.898510911990101413e-01,2.415656891279110152e-01,-1.011623908704919472e-01
3.691738347669534193e+01,6.619396251640097262e+02,1.925082861778565189e+02,1.898421500744419121e-01,2.415139855720758733e-01,-1.016050422491296956e-01
3.692738547709542019e+01,6.619888781234672024e+02,1.925072677116143893e+02,1.898332219069359672e-01,2.414623247712177345e-01,-1.020467757474072812e-01
3.693738747749549844e+01,6.620380698705757823e+02,1.925062448303096971e+02,1.898243066778348975e-01,2.414107066955818170e-01,-1.024875932920679134e-01
3.694738947789558381e+01,6.620872004522215093e+02,1.925052175432091701e+02,1.898154043665821189e-01,2.413591313154661577e-01,-1.029274970697038327e-01
3.695739147829566207e+01,6.621362699152274445e+02,1.925041858596164843e+02,1.898065149507220106e-01,2.413075986012218621e-01,-1.033664895269268413e-01
3.696739347869574033e+01,6.621852783063544621e+02,1.925031497888721503e+02,1.897976384058997212e-01,2.412561085232528546e-01,-1.038045733703825135e-01
3.697739547909581859e+01,6.622342256723007949e+02,1.925021093403535417e+02,1.897887747058614183e-01,2.412046610520159617e-01,-1.042417515668745409e-01
3.698739747949590395e+01,6.622831120597021481e+02,1.925010645234749518e+02,1.897799238224539831e-01,2.411532561580209677e-01,-1.046780273434855246e-01
3.699739947989598221e+01,6.623319375151314716e+02,1.925000153476874800e+02,1.897710857256253436e-01,2.411018938118306421e-01,-1.051134041875734226e-01
3.700740148029606047e+01,6.623807020850995286e+02,1.924989618224792309e+02,1.897622603834241972e-01,2.410505739840605732e-01,-1.055478858469598435e-01
3.701740348069613873e+01,6.624294058160543273e+02,1.924979039573750299e+02,1.897534477620001214e-01,2.409992966453793073e-01,-1.059814763299478102e-01
3.702740548109622409e+01,6.624780487543814615e+02,1.924968417619366789e+02,1.897446478256036573e-01,2.409480617665082647e-01,-1.064141799054176829e-01
3.703740748149630235e+01,6.625266309464118422e+02,1.924957752457552544e+02,1.897358605368802409e-01,2.408968693182162446e-01,-1.068460010628413670e-01
3.704740948189638061e+01,6.625751524394215721e+02,1.924947044175331996e+02,1.897270858924464121e-01,2.408457192706308647e-01,-1.072769396563977296e-01
3.705741148229645887e+01,6.626236132813010045e+02,1.924936292853944622e+02,1.897183239107020081e-01,2.407946115934773146e-01,-1.077069925659266403e-01
3.706741348269654424e+01,6.626720135195956800e+02,1.924925498577613325e+02,1.897095745979626158e-01,2.407435462567316387e-01,-1.081361583198940934e-01
3.707741548309662249e+01,6.627203532017894076e+02,1.924914661430911735e+02,1.897008379587254434e-01,2.406925232304211737e-01,-1.085644356949266864e-01
3.708741748349670075e+01,6.627686323753043780e+02,1.924903781498765909e+02,1.896921139956692648e-01,2.406415424846244377e-01,-1.089918237159110959e-01
3.709741948389677901e+01,6.628168510875012771e+02,1.924892858866452627e+02,1.896834027096544195e-01,2.405906039894711856e-01,-1.094183216560509209e-01
3.710742148429686438e+01,6.628650093856790591e+02,1.924881893619599680e+02,1.896747040997228406e-01,2.405397077151424368e-01,-1.098439290369839227e-01
3.711742348469694264e+01,6.629131073170752870e+02,1.924870885844186148e+02,1.896660181630980546e-01,2.404888536318704750e-01,-1.102686456288175521e-01
3.712742548509702090e+01,6.629611449288657923e+02,1.924859835626543259e+02,1.896573448951850982e-01,2.404380417099387379e-01,-1.106924714502852680e-01
3.713742748549709916e+01,6.630091222681650152e+02,1.924848743053352393e+02,1.896486842895706570e-01,2.403872719196820107e-01,-1.111154067687678548e-01
3.714742948589718452e+01,6.630570393820255504e+02,1.924837608211647364e+02,1.896400363380229548e-01,2.403365442314862044e-01,-1.115374521004284247e-01
3.715743148629726278e+01,6.631048963174383744e+02,1.924826431188811853e+02,1.896314010304918363e-01,2.402858586157885779e-01,-1.119586082102586033e-01
3.716743348669734104e+01,6.631526931213333000e+02,1.924815212072582256e+02,1.896227783551086565e-01,2.402352150430775712e-01,-1.123788761121637947e-01
3.717743548709741930e+01,6.632004298405781810e+02,1.924803950951045124e+02,1.896141682981863918e-01,2.401846134838928615e-01,-1.127982570690946318e-01
3.718743748749750466e+01,6.632481065219793663e+02,1.924792647912639154e+02,1.896055708442196119e-01,2.401340539088253623e-01,-1.132167525930718455e-01
3.719743948789758292e+01,6.632957232122814730e+02,1.924781303046153766e+02,1.895969859758844245e-01,2.400835362885172519e-01,-1.136343644453141621e-01
3.720744148829766118e+01,6.633432799581679546e+02,1.924769916440729958e+02,1.895884136740385306e-01,2.400330605936619732e-01,-1.140510946362809364e-01
3.721744348869773944e+01,6.633907768062603054e+02,1.924758488185859733e+02,1.895798539177212250e-01,2.399826267950041225e-01,-1.144669454257751795e-01
3.722744548909782480e+01,6.634382138031185150e+02,1.924747018371386673e+02,1.895713066841533123e-01,2.399322348633395607e-01,-1.148819193230501412e-01
3.723744748949790306e+01,6.634855909952410684e+02,1.924735507087505653e+02,1.895627719487373020e-01,2.398818847695154965e-01,-1.152960190868412838e-01
3.724744948989798132e+01,6.635329084290647188e+02,1.924723954424762553e+02,1.895542496850571579e-01,2.398315764844302367e-01,-1.157092477255012852e-01
3.725745149029805958e+01,6.635801661509647147e+02,1.924712360474054833e+02,1.895457398648784930e-01,2.397813099790334079e-01,-1.161216084970284612e-01
3.726745349069813784e+01,6.636273642072549137e+02,1.924700725326630675e+02,1.895372424581484305e-01,2.397310852243258184e-01,-1.165331049091840043e-01
3.727745549109822321e+01,6.636745026441872142e+02,1.924689049074090406e+02,1.895287574329957703e-01,2.396809021913595683e-01,-1.169437407195594858e-01
3.728745749149830147e+01,6.637215815079521235e+02,1.924677331808384793e+02,1.895202847557307946e-01,2.396307608512379950e-01,-1.173535199356692260e-01
3.729745949189837972e+01,6.637686008446786445e+02,1.924665573621816748e+02,1.895118243908454070e-01,2.395806611751156445e-01,-1.177624468150142434e-01
3.730746149229845798e+01,6.638155607006120817e+02,1.924653774605401395e+02,1.895033763073658006e-01,2.395306031340754538e-01,-1.181705249964899451e-01
3.731746349269854335e+01,6.638624611233025234e+02,1.924641934837972315e+02,1.894949405209870041e-01,2.394805866983154841e-01,-1.185777517375790069e-01
3.732746549309862161e+01,6.639093021601697728e+02,1.924630054399407300e+02,1.894865170427429968e-01,2.394306118381426818e-01,-1.189841249316643257e-01
3.733746749349869987e+01,6.639560838584635576e+02,1.924618133370929058e+02,1.894781058779981819e-01,2.393806785239897539e-01,-1.193896432472030256e-01
3.734746949389877813e+01,6.640028062653731240e+02,1.924606171834094539e+02,1.894697070303776598e-01,2.393307867263388677e-01,-1.197943055904993059e-01
3.735747149429886349e+01,6.640494694280271233e+02,1.924594169870794929e+02,1.894613205017672275e-01,2.392809364157219010e-01,-1.201981111057683904e-01
3.736747349469894175e+01,6.640960733934934979e+02,1.924582127563255654e+02,1.894529462923132679e-01,2.392311275627203027e-01,-1.206010591752466610e-01
3.737747549509902001e+01,6.641426182087795951e+02,1.924570044994036380e+02,1.894445844004228607e-01,2.391813601379650933e-01,-1.210031494192591595e-01
3.738747749549909827e+01,6.641891039208322809e+02,1.924557922246030728e+02,1.894362348227637549e-01,2.391316341121368372e-01,-1.214043816962906419e-01
3.739747949589918363e+01,6.642355305765374851e+02,1.924545759402467411e+02,1.894278975542643406e-01,2.390819494559657532e-01,-1.218047561030957127e-01
3.740748149629926189e+01,6.642818982227209972e+02,1.924533556546907960e+02,1.894195725881137049e-01,2.390323061402316041e-01,-1.222042729746881662e-01
3.741748349669934015e+01,6.643282069061474431e+02,1.924521313763249566e+02,1.894112599157615207e-01,2.389827041357637794e-01,-1.226029328845648081e-01
3.742748549709941841e+01,6.643744566735214221e+02,1.924509031135722523e+02,1.894029595269181854e-01,2.389331434134411847e-01,-1.230007366446344008e-01
3.743748749749950377e+01,6.644206475714863700e+02,1.924496708748892217e+02,1.893946714095547379e-01,2.388836239441923526e-01,-1.233976853054166156e-01
3.744748949789958203e+01,6.644667796466255822e+02,1.924484346687657705e+02,1.893863955499028584e-01,2.388341456989954148e-01,-1.237937801560278217e-01
3.745749149829966029e+01,6.645128529454614181e+02,1.924471945037252567e+02,1.893781319324548962e-01,2.387847086488781023e-01,-1.241890227243196421e-01
3.746749349869973855e+01,6.645588675144556419e+02,1.924459503883244338e+02,1.893698805399638974e-01,2.387353127649176898e-01,-1.245834147769144806e-01
3.747749549909982392e+01,6.646048234000097636e+02,1.924447023311535077e+02,1.893616413534434939e-01,2.386859580182409957e-01,-1.249769583193121036e-01
3.748749749949990218e+01,6.646507206484641301e+02,1.924434503408361081e+02,1.893534143521680424e-01,2.386366443800245762e-01,-1.253696555959677994e-01
3.749749949989998044e+01,6.646965593060989477e+02,1.924421944260292605e+02,1.893451995136725408e-01,2.385873718214944483e-01,-1.257615090903136945e-01
3.750750150030005869e+01,6.647423394191334864e+02,1.924409345954233856e+02,1.893369968137526282e-01,2.385381403139262002e-01,-1.261525215249221787e-01
3.751750350070014406e+01,6.647880610337266489e+02,1.924396708577424420e+02,1.893288062264646132e-01,2.384889498286450749e-01,-1.265426958614952468e-01
3.752750550110022232e+01,6.648337241959766288e+02,1.924384032217436982e+02,1.893206277241254731e-01,2.384398003370259145e-01,-1.269320353010030544e-01
3.753750750150030058e+01,6.648793289519209111e+02,1.924371316962178753e+02,1.893124612773128268e-01,2.383906918104930772e-01,-1.273205432837336559e-01
3.754750950190037884e+01,6.649248753475363856e+02,1.924358562899891751e+02,1.893043068548649899e-01,2.383416242205205482e-01,-1.277082234893569535e-01
3.755751150230046420e+01,6.649703634287395744e+02,1.924345770119151098e+02,1.892961644238808638e-01,2.382925975386318840e-01,-1.280950798370064092e-01
3.756751350270054246e+01,6.650157932413860635e+02,1.924332938708867289e+02,1.892880339497201025e-01,2.382436117364002681e-01,-1.284811164853749688e-01
3.757751550310062072e+01,6.650611648314996955e+02,1.924320068756182138e+02,1.892799154041483189e-01,2.381946667852910537e-01,-1.288663367168467744e-01
3.758751750350069898e+01,6.651064782463895426e+02,1.924307160336225593e+02,1.892718088049154535e-01,2.381457626558990959e-01,-1.292507375140452552e-01
3.759751950390078434e+01,6.651517335331380991e+02,1.924294213526046633e+02,1.892637141617452001e-01,2.380968993189925831e-01,-1.296343169577554022e-01
3.760752150430086260e+01,6.651969307386827950e+02,1.924281228403796149e+02,1.892556314796567662e-01,2.380480767454467572e-01,-1.300170737731498605e-01
3.761752350470094086e+01,6.652420699099018293e+02,1.924268205047941933e+02,1.892475607620074662e-01,2.379992949061845997e-01,-1.303990069130769314e-01
3.762752550510101912e+01,6.652871510936136019e+02,1.924255143537269532e+02,1.892395020104927217e-01,2.379505537721771924e-01,-1.307801155581351793e-01
3.763752750550110449e+01,6.653321743365771681e+02,1.924242043950881964e+02,1.892314552251460613e-01,2.379018533144434677e-01,-1.311603991167302752e-01
3.764752950590118274e+01,6.653771396854914428e+02,1.924228906368200001e+02,1.892234204043392043e-01,2.378531935040504863e-01,-1.315398572252277631e-01
3.765753150630126100e+01,6.654220471869962239e+02,1.924215730868961884e+02,1.892153975447819214e-01,2.378045743121131039e-01,-1.319184897479068752e-01
3.766753350670133926e+01,6.654668968876715098e+02,1.924202517533223897e+02,1.892073866415221461e-01,2.377559957097942211e-01,-1.322962967771204035e-01
3.767753550710142463e+01,6.655116888340376136e+02,1.924189266441359223e+02,1.891993876879458636e-01,2.377074576683046170e-01,-1.326732786333515435e-01
3.768753750750150289e+01,6.655564230725551624e+02,1.924175977674059368e+02,1.891914006757772493e-01,2.376589601589031986e-01,-1.330494358652529741e-01
3.769753950790158115e+01,6.656010996496254393e+02,1.924162651312332741e+02,1.891834255950786137e-01,2.376105031528966960e-01,-1.334247692497605442e-01
3.770754150830165941e+01,6.656457186115899276e+02,1.924149287437505507e+02,1.891754624342502633e-01,2.375620866216398286e-01,-1.337992797921394583e-01
3.771754350870174477e+01,6.656902800047304254e+02,1.924135886131222435e+02,1.891675111800307785e-01,2.375137105365352497e-01,-1.341729687260624360e-01
3.772754550910182303e+01,6.657347838752692724e+02,1.924122447475444346e+02,1.891595718174967911e-01,2.374653748690336574e-01,-1.345458375136701079e-01
3.773754750950190129e+01,6.657792302693691227e+02,1.924108971552450384e+02,1.891516443300630124e-01,2.374170795906336562e-01,-1.349178878456669395e-01
3.774754950990197955e+01,6.658236192331328311e+02,1.924095458444838016e+02,1.891437286994823164e-01,2.373688246728817841e-01,-1.352891216413887321e-01
3.775755151030206491e+01,6.658679508126040218e+02,1.924081908235520757e+02,1.891358249058456842e-01,2.373206100873725688e-01,-1.356595410488203868e-01
3.776755351070214317e+01,6.659122250537662921e+02,1.924068321007731299e+02,1.891279329275822874e-01,2.372724358057485827e-01,-1.360291484447451182e-01
3.777755551110222143e+01,6.659564420025440086e+02,1.924054696845018668e+02,1.891200527414592936e-01,2.372243017997001935e-01,-1.363979464347622184e-01
3.778755751150229969e+01,6.660006017048013973e+02,1.924041035831250497e+02,1.891121843225820609e-01,2.371762080409658691e-01,-1.367659378533652159e-01
3.779755951190238505e+01,6.660447042063436811e+02,1.924027338050611320e+02,1.891043276443940824e-01,2.371281545013319281e-01,-1.371331257640271417e-01
3.780756151230246331e+01,6.660887495529160560e+02,1.924013603587603427e+02,1.890964826786769304e-01,2.370801411526327618e-01,-1.374995134592431612e-01
3.781756351270254157e+01,6.661327377902041462e+02,1.923999832527047147e+02,1.890886493955502845e-01,2.370321679667506676e-01,-1.378651044606442611e-01
3.782756551310261983e+01,6.661766689638340040e+02,1.923986024954079710e+02,1.890808277634720425e-01,2.369842349156158767e-01,-1.382299025189865915e-01
3.783756751350270520e+01,6.662205431193721097e+02,1.923972180954156670e+02,1.890730177492380704e-01,2.369363419712066099e-01,-1.385939116143148908e-01
3.784756951390278346e+01,6.662643603023813057e+02,1.923958300612534913e+02,1.890652193199797437e-01,2.368884891055104969e-01,-1.389571356818528614e-01
3.785757151430286171e+01,6.663081205595544816e+02,1.923944384003864911e+02,1.890574324834105036e-01,2.368406762897488638e-01,-1.393195730875902427e-01
3.786757351470293997e+01,6.663518239377613099e+02,1.923930431201003159e+02,1.890496572535778630e-01,2.367929034950395362e-01,-1.396812213267182301e-01
3.787757551510302534e+01,6.663954704836110068e+02,1.923916442278970464e+02,1.890418936357048940e-01,2.367451706926868571e-01,-1.400420791052425784e-01
3.788757751550310360e+01,6.664390602436546942e+02,1.923902417313087767e+02,1.890341416334284930e-01,2.366974778540415769e-01,-1.404021453468402569e-01
3.789757951590318186e+01,6.664825932643846045e+02,1.923888356378978415e+02,1.890264012487995471e-01,2.366498249505007978e-01,-1.407614191929127401e-01
3.790758151630326012e+01,6.665260695922344212e+02,1.923874259552566741e+02,1.890186724822829623e-01,2.366022119535079460e-01,-1.411199000026570616e-01
3.791758351670334548e+01,6.665694892735792791e+02,1.923860126910078634e+02,1.890109553327574965e-01,2.365546388345527995e-01,-1.414775873531652906e-01
3.792758551710342374e+01,6.666128523547354234e+02,1.923845958528041251e+02,1.890032497975158987e-01,2.365071055651715992e-01,-1.418344810394671640e-01
3.793758751750350200e+01,6.666561588819608914e+02,1.923831754483283021e+02,1.889955558722649365e-01,2.364596121169468823e-01,-1.421905810745585086e-01
3.794758951790358026e+01,6.666994089014549445e+02,1.923817514852934210e+02,1.889878735511252295e-01,2.364121584615075378e-01,-1.425458876895469018e-01
3.795759151830366562e+01,6.667426024593580678e+02,1.923803239714426354e+02,1.889802028266313605e-01,2.363647445705288064e-01,-1.429004013336800938e-01
3.796759351870374388e+01,6.667857396017523115e+02,1.923788929145491693e+02,1.889725436897319866e-01,2.363173704157323918e-01,-1.432541226743708762e-01
3.797759551910382214e+01,6.668288203746610634e+02,1.923774583224165156e+02,1.889648961297895613e-01,2.362700359688862939e-01,-1.436070525973427436e-01
3.798759751950390040e+01,6.668718448240491625e+02,1.923760202028781805e+02,1.889572601345805569e-01,2.362227412018048367e-01,-1.439591922066476570e-01
3.799759951990398577e+01,6.669148129958228992e+02,1.923745785637978827e+02,1.889496356902954366e-01,2.361754860863487238e-01,-1.443105428247228872e-01
3.800760152030406402e+01,6.669577249358296740e+02,1.923731334130694677e+02,1.889420227815385711e-01,2.361282705944251492e-01,-1.446611059924833853e-01
3.801760352070414228e+01,6.670005806898584524e+02,1.923716847586169365e+02,1.889344213913282944e-01,2.360810946979875202e-01,-1.450108834693821791e-01
3.802760552110422054e+01,6.670433803036397649e+02,1.923702326083943603e+02,1.889268315010968757e-01,2.360339583690356791e-01,-1.453598772334530054e-01
3.803760752150430591e+01,6.670861238228451384e+02,1.923687769703860511e+02,1.889192530906905754e-01,2.359868615796157365e-01,-1.457080894814346550e-01
3.804760952190438417e+01,6.671288112930877787e+02,1.923673178526063907e+02,1.889116861383695611e-01,2.359398043018203772e-01,-1.460555226287212349e-01
3.805761152230446243e+01,6.671714427599222290e+02,1.923658552630999168e+02,1.889041306208079918e-01,2.358927865077884156e-01,-1.464021793095575674e-01
3.806761352270454069e+01,6.672140182688443701e+02,1.923643892099413222e+02,1.888965865130939892e-01,2.358458081697052122e-01,-1.467480623769965575e-01
3.807761552310462605e+01,6.672565378652916479e+02,1.923629197012354268e+02,1.888890537887295551e-01,2.357988692598023128e-01,-1.470931749030555125e-01
3.808761752350470431e+01,6.672990015946425046e+02,1.923614467451171777e+02,1.888815324196307099e-01,2.357519697503578648e-01,-1.474375201786877199e-01
3.809761952390478257e+01,6.673414095022170613e+02,1.923599703497517055e+02,1.888740223761274373e-01,2.357051096136961454e-01,-1.477811017139067928e-01
3.810762152430486083e+01,6.673837616332768903e+02,1.923584905233342397e+02,1.888665236269636283e-01,2.356582888221879224e-01,-1.481239232378470660e-01
3.811762352470494619e+01,6.674260580330247876e+02,1.923570072740901651e+02,1.888590361392971373e-01,2.356115073482502875e-01,-1.484659886987884647e-01
3.812762552510502445e+01,6.674682987469169575e+02,1.923555206099882753e+02,1.888515598897953229e-01,2.355647651641328555e-01,-1.488073007386567781e-01
3.813762752550510271e+01,6.675104838216153667e+02,1.923540305378682831e+02,1.888440948982720025e-01,2.355180622412712810e-01,-1.491478560667403030e-01
3.814762952590518097e+01,6.675526133034387612e+02,1.923525370648659418e+02,1.888366411725447280e-01,2.354713985513501862e-01,-1.494876530404880555e-01
3.815763152630526633e+01,6.675946872385953839e+02,1.923510401981944256e+02,1.888291987170212516e-01,2.354247740661357668e-01,-1.498266904860940940e-01
3.816763352670534459e+01,6.676367056732356104e+02,1.923495399450955574e+02,1.888217675345975621e-01,2.353781887574389886e-01,-1.501649674376075438e-01
3.817763552710542285e+01,6.676786686534521778e+02,1.923480363128396391e+02,1.888143476266577192e-01,2.353316425971155867e-01,-1.505024831370462834e-01
3.818763752750550111e+01,6.677205762252806380e+02,1.923465293087255361e+02,1.888069389930740472e-01,2.352851355570661218e-01,-1.508392370344004974e-01
3.819763952790557937e+01,6.677624284346986769e+02,1.923450189400807631e+02,1.887995416322069131e-01,2.352386676092359241e-01,-1.511752287877321521e-01
3.820764152830566474e+01,6.678042253276263409e+02,1.923435052142613131e+02,1.887921555409049212e-01,2.351922387256150937e-01,-1.515104582632389452e-01
3.821764352870574299e+01,6.678459669499262645e+02,1.923419881386517432e+02,1.887847807145047463e-01,2.351458488782386669e-01,-1.518449255352969374e-01
3.822764552910582125e+01,6.678876533474033295e+02,1.923404677206652025e+02,1.887774171468313278e-01,2.350994980391862832e-01,-1.521786308865245019e-01
3.823764752950589951e+01,6.679292845658051192e+02,1.923389439677434325e+02,1.887700648301976758e-01,2.350531861805825184e-01,-1.525115748078711420e-01
3.824764952990598488e+01,6.679708606508213506e+02,1.923374168873566532e+02,1.887627237554049542e-01,2.350069132745966349e-01,-1.528437579986139383e-01
3.825765153030606314e+01,6.680123816480842152e+02,1.923358864870037337e+02,1.887553939117425084e-01,2.349606792934428312e-01,-1.531751813665174211e-01
3.826765353070614140e+01,6.680538476031682649e+02,1.923343527742120216e+02,1.887480752869878653e-01,2.349144842093800201e-01,-1.535058460277909376e-01
3.827765553110621966e+01,6.680952585615907537e+02,1.923328157565375136e+02,1.887407678674066780e-01,2.348683279947118563e-01,-1.538357533072058914e-01
3.828765753150630502e+01,6.681366145688111828e+02,1.923312754415646850e+02,1.887334716377526977e-01,2.348222106217868754e-01,-1.541649047381632442e-01
3.829765953190638328e+01,6.681779156702313003e+02,1.923297318369066318e+02,1.887261865812679407e-01,2.347761320629984105e-01,-1.544933020626970688e-01
3.830766153230646154e+01,6.682191619111954424e+02,1.923281849502049852e+02,1.887189126796824934e-01,2.347300922907845644e-01,-1.548209472316166568e-01
3.831766353270653980e+01,6.682603533369903062e+02,1.923266347891299404e+02,1.887116499132146241e-01,2.346840912776281818e-01,-1.551478424044887561e-01
3.832766553310662516e+01,6.683014899928451769e+02,1.923250813613802848e+02,1.887043982605707271e-01,2.346381289960569883e-01,-1.554739899497299405e-01
3.833766753350670342e+01,6.683425719239314731e+02,1.923235246746833127e+02,1.886971576989454336e-01,2.345922054186435068e-01,-1.557993924446670064e-01
3.834766953390678168e+01,6.683835991753632015e+02,1.923219647367949392e+02,1.886899282040214454e-01,2.345463205180049748e-01,-1.561240526756009217e-01
3.835767153430685994e+01,6.684245717921967298e+02,1.923204015554995863e+02,1.886827097499696460e-01,2.345004742668035103e-01,-1.564479736378387997e-01
3.836767353470694530e+01,6.684654898194310135e+02,1.923188351386102681e+02,1.886755023094490724e-01,2.344546666377459732e-01,-1.567711585357720594e-01
3.837767553510702356e+01,6.685063533020071418e+02,1.923172654939685629e+02,1.886683058536069435e-01,2.344088976035840766e-01,-1.570936107829261630e-01
3.838767753550710182e+01,6.685471622848087918e+02,1.923156926294446407e+02,1.886611203520785485e-01,2.343631671371142478e-01,-1.574153340020494340e-01
3.839767953590718008e+01,6.685879168126620016e+02,1.923141165529371222e+02,1.886539457729874414e-01,2.343174752111777948e-01,-1.577363320251059520e-01
3.840768153630726545e+01,6.686286169306461034e+02,1.923125372720874395e+02,1.886467820940010975e-01,2.342718217984478268e-01,-1.580566073706286545e-01
3.841768353670734371e+01,6.686692626850182251e+02,1.923109547934336092e+02,1.886396293349307529e-01,2.342262068708035883e-01,-1.583761567522223856e-01
3.842768553710742196e+01,6.687098541216799958e+02,1.923093691238190104e+02,1.886324875032480974e-01,2.341806304003795358e-01,-1.586949785819129488e-01
3.843768753750750022e+01,6.687503912864249287e+02,1.923077802701619703e+02,1.886253566031282636e-01,2.341350923593892297e-01,-1.590130717256386106e-01
3.844768953790758559e+01,6.687908742249899205e+02,1.923061882394078737e+02,1.886182366373071184e-01,2.340895927200895565e-01,-1.593304352476145880e-01
3.845769153830766385e+01,6.688313029830553660e+02,1.923045930385290774e+02,1.886111276070812359e-01,2.340441314547806462e-01,-1.596470684103366011e-01
3.846769353870774211e+01,6.688716776062449298e+02,1.923029946745249958e+02,1.886040295123078969e-01,2.339987085358058438e-01,-1.599629706746732438e-01
