D,rho,L,L_noisy
5.132193996889817811e+00,8.213842155739273787e-01,2.852848446890697609e+00,2.840111348823262105e+00
2.717632018800364335e+01,7.068054314970468877e-01,1.908465203488495243e+00,1.892733955078122365e+00
3.776836007471179313e-01,1.563976926952575786e-01,3.358652977832232711e+00,3.358564853869965283e+00
5.115358821051767535e-01,6.229523954544415876e-01,3.702876714969774774e+00,3.697173041673103455e+00
1.834559339917288145e+00,2.663885035057201867e-01,2.926542538407018945e+00,2.912427924700518478e+00
7.464403429634778320e-01,9.604822520742364866e-02,3.102548093490774761e+00,3.111938805078389603e+00
3.121856241382516117e+01,5.326666622497572279e-02,1.555338689535597840e+00,1.562301685681101837e+00
4.575605083643927706e+00,1.814065122379771300e-01,2.452920940053812782e+00,2.455256398007796825e+00
4.495157379440365975e-01,6.382380193130394730e-01,3.760577426617070618e+00,3.755329409400279594e+00
2.965017768670513920e+00,1.227524555350816698e-01,2.617767177205417184e+00,2.615842663292894166e+00
3.628279497731370817e+00,6.713665388566827374e-01,2.926739688901676129e+00,2.921046606260489842e+00
6.330401317152350993e-01,8.755528449287390824e-01,3.860994184847645894e+00,3.869627917417642227e+00
6.220796274591387842e+00,4.389856168997521846e-01,2.457871843307580129e+00,2.443535532446751368e+00
2.068324647122890170e+01,5.782213112835745683e-01,1.922530755575265538e+00,1.925268340776258524e+00
4.461527062371640762e-01,7.836952907883962816e-01,3.900587760814021809e+00,3.900781304916861369e+00
7.940182751748098289e-01,2.377326811674261575e-01,3.206818564477055933e+00,3.195520763629362104e+00
2.884380074075647005e-01,8.081168815530096472e-01,4.068332752105995098e+00,4.074526970605699461e+00
9.090971679973007813e-01,5.609031234149306488e-01,3.442556496656140830e+00,3.439166430146896936e+00
2.219499803469566857e+01,4.086942074252009061e-01,1.804674232653755261e+00,1.823370762739565887e+00
1.716271061453155511e+01,4.662110010240553271e-01,1.931248191352263888e+00,1.942992195359167340e+00
5.952376040877544483e+01,1.296330802983914621e-01,1.459920814391920008e+00,1.459372021425078270e+00
1.466774232490643648e+00,6.175431199243560654e-01,3.303725346533698648e+00,3.299970807337096801e+00
1.975655647747773802e-01,7.862925174496758762e-01,4.161485907784856941e+00,4.154673498479956706e+00
3.181517380030226549e-01,5.462611203388990644e-01,3.782265697569073382e+00,3.775063454871710800e+00
3.477345870216943968e+00,3.588780980220419581e-01,2.713641559750307852e+00,2.716800419772791741e+00
2.146490604964854110e-01,3.671487510342048011e-01,3.717030257972800289e+00,3.702705004466276595e+00
1.271926979538356228e+01,8.619393357923584020e-02,1.861752610844010114e+00,1.871468684709516328e+00
8.031666965653840862e-01,6.834615559077998892e-01,3.597414208204621211e+00,3.604401802014013168e+00
2.681967186761105904e+00,2.623633089989008682e-01,2.763773806781385733e+00,2.762438473963490626e+00
1.729945661553162095e+00,1.559906975143060537e-02,2.753299960188369422e+00,2.760800788343756196e+00
1.319246799911074630e+00,8.093187284167852047e-01,3.511415687117884321e+00,3.534394439478234951e+00
3.286925344559114137e+01,1.623665411937136871e-01,1.587108001296188009e+00,1.590079142041446181e+00
1.311788582022297978e-01,3.896985275008723049e-01,3.862298674671888143e+00,3.879493123600040061e+00
4.298230605592421938e+01,8.887187158862375203e-02,1.504416270936761890e+00,1.501484119218387869e+00
1.882841291928181726e-01,8.538921289283583071e-01,4.244001456044997234e+00,4.237942063903719081e+00
2.354923967202572632e-01,6.897927260118145165e-01,4.013256277526492610e+00,4.023273401959805540e+00
3.857217817218970279e-01,6.989355508557870689e-01,3.868719270307074520e+00,3.849564736931888387e+00
3.786917440520814893e+01,4.525969171513207212e-01,1.677148561697610729e+00,1.686744679256406032e+00
8.614864370852133391e+01,6.413355949570670456e-01,1.579496268355534916e+00,1.579488079143738899e+00
3.007962349339332042e-01,3.417120482150087235e-01,3.600130546139573173e+00,3.595327566508052630e+00
4.349454917514912644e+00,7.595868478067603347e-01,2.897829216832108479e+00,2.898688427186322691e+00
6.065741878311248669e+00,1.451625385608232011e-01,2.281796680165561586e+00,2.282910123156769444e+00
3.851334281519323555e-01,3.086167279472198377e-01,3.497319432514401694e+00,3.509795354871399375e+00
1.505816985546694653e+01,1.075242526806917537e-01,1.798956723807750624e+00,1.807374755402175071e+00
2.394850468243000297e+00,3.737983680821204691e-01,2.898115111901564678e+00,2.900124253089717108e+00
5.360481264458142325e-01,7.764587755512281086e-01,3.829666408536406941e+00,3.827460951123376809e+00
5.385977310863490075e-01,6.484557228170024779e-01,3.708962183135831481e+00,3.699516705560933705e+00
7.502261778076136700e+00,8.718125847631413849e-01,2.666229502376745497e+00,2.668220520659244421e+00
1.272667115968759699e-01,8.734820251719842554e-01,4.373384699567746559e+00,4.347633207982450010e+00
2.762093253779168478e+01,8.516852215259326231e-01,2.013329327061873286e+00,2.022988552252331207e+00
2.550497031981918639e+01,6.113683529293879593e-01,1.869427916319140293e+00,1.869416956921581274e+00
4.352298457139637478e+00,1.479818489632144518e-01,2.455813909873680423e+00,2.439194990833932764e+00
1.194436405895598768e-01,3.034966289942214734e-01,3.793913661873179244e+00,3.799562612409689066e+00
1.228152503518365890e+01,7.903250398502095209e-01,2.309879730348974203e+00,2.300990721662736327e+00
1.343489750891443846e+00,6.070876047506021944e-01,3.330847196754413098e+00,3.326186854343922139e+00
1.602696867953659066e-01,1.865903161274572730e-01,3.606640442966889903e+00,3.588779451723965064e+00
8.643356957653819395e-01,2.935834698141863153e-01,3.226995372850486099e+00,3.219506145553328036e+00
1.525702543093683250e+00,5.462080887658774531e-01,3.227882515413246445e+00,3.229477204127254364e+00
2.333378379726956664e-01,2.911945256929449055e-01,3.619496529365777704e+00,3.618651824191493116e+00
6.959247601908147374e+01,1.015888718399406976e-01,1.424070870054443994e+00,1.426960319119211285e+00
1.897249189981192519e+00,2.940586164787082901e-01,2.934763184678955916e+00,2.927449731014282186e+00
2.692060427529101574e+01,7.049489678525001635e-01,1.910285736217173236e+00,1.915894007068502436e+00
6.203515205751760853e+00,7.160495942149568416e-01,2.658082175036561967e+00,2.643245462965673198e+00
1.396681462235551674e+00,5.831087022735741421e-01,3.294844378882757940e+00,3.289111623314391775e+00
3.450859525339138756e+00,8.092871226850216759e-01,3.062762893445504009e+00,3.036213582620088225e+00
3.298640354852238055e+00,5.585789561444403500e-02,2.523631293118785646e+00,2.520490617921326226e+00
1.369902035815308672e+00,7.068063776817617994e-02,2.880285497733553690e+00,2.874734322991569169e+00
2.181433746534437168e-01,5.357821582657784631e-01,3.881334676520693527e+00,3.879300385596233358e+00
3.227257049295516111e+01,2.141074255582511299e-01,1.612246054493973846e+00,1.617849111995542488e+00
3.229025835952865187e+00,4.437936399895956452e-01,2.812469637324288563e+00,2.825474459297887542e+00
3.266405605866694373e+00,8.899987726857692127e-01,3.157789641573480743e+00,3.145896459543965129e+00
2.246597284103593051e+00,2.017243381504140731e-01,2.794122615895176853e+00,2.791590350805033260e+00
1.816634310072158698e+00,1.140828627483723157e-01,2.811362631129184830e+00,2.791644946724388454e+00
5.636455728829589162e+01,6.461098040514862140e-01,1.675471421018591256e+00,1.693613508317256766e+00
5.890244180328475210e+01,7.918244127521103515e-01,1.750563736206156573e+00,1.763427867475100053e+00
1.648888212093970296e+01,1.377800996493024621e-01,1.777525920534502646e+00,1.782047226558175712e+00
1.384780300997795754e-01,7.164671157626245450e-03,3.454649264263457642e+00,3.466646257192585789e+00
1.428356208994281173e+00,3.178267964619087560e-01,3.065750474825527316e+00,3.074225394491463259e+00
1.151120793516416541e+01,8.588379440314745927e-02,1.908700282462785225e+00,1.902251780055621788e+00
4.524151791751309659e+00,3.529940868361119977e-01,2.575452843724783225e+00,2.582562860424487461e+00
2.724394043667486542e+01,2.290591869172378947e-01,1.660032237545237654e+00,1.671699234890294594e+00
7.190053904115971672e-01,6.339710330832405427e-01,3.593652153454323983e+00,3.601655015574485752e+00
3.812593482061308237e+01,3.998029309686672583e-01,1.652062042605936920e+00,1.651162977860690440e+00
8.232749900942956112e-01,8.942650460091670084e-01,3.777552065821970118e+00,3.773665057765111630e+00
2.445809455536252397e+00,3.260035645626484929e-02,2.633567075241618483e+00,2.657291030878847327e+00
5.903074007692462599e-01,1.150112254559911423e-01,3.191252768908168225e+00,3.193960329713969593e+00
1.612429684350950509e+01,5.732581456241976625e-02,1.747879098631873518e+00,1.753340478132977998e+00
2.913215048912146110e-01,5.932670575949656744e-01,3.854617147598914162e+00,3.840592261045216560e+00
2.462954405692608262e+01,3.819382761437107865e-01,1.758470232972404457e+00,1.765298416494558875e+00
1.194526355778732274e+01,1.671993837631821633e-01,1.933407417605371492e+00,1.935877011297992611e+00
3.753778625334133756e-01,3.699447363098265495e-01,3.563176591123497161e+00,3.554558719395283894e+00
1.901683425849680020e+01,2.072768235642158119e-01,1.758436514880173274e+00,1.771331714243139510e+00
1.684131851011622105e-01,5.527139267710093895e-01,3.968207561843356768e+00,3.968180631870962483e+00
1.955827134635775399e+00,4.426784882888771255e-01,3.039782834859581673e+00,3.046264801353944396e+00
2.789983782948677771e+01,2.912050643784428600e-02,1.571092350240229862e+00,1.575698229824848084e+00
5.945086005652167049e-01,5.771835624499373207e-02,3.137543470354597908e+00,3.130551490907062195e+00
6.621731700992381064e+00,1.615763445826305933e-01,2.244385660997840315e+00,2.247279620764997432e+00
3.012439560908131586e+00,4.829285857640493451e-01,2.875667123104989287e+00,2.889509095637078140e+00
1.006376326231684937e-01,7.902795857960087655e-01,4.345719120570847416e+00,4.334662255165572908e+00
1.859442496379464904e+00,7.722104480850720820e-02,2.774029244684140583e+00,2.763661294322962814e+00
9.709922936731003063e+01,3.706734073322456302e-01,1.455270025388144761e+00,1.446153014243038104e+00
1.437276037971740861e-01,3.894311540959080054e-01,3.840405448044919456e+00,3.847809441499303151e+00
3.279716529199452890e-01,5.867401846309386881e-01,3.812221161624982813e+00,3.807596840686701789e+00
1.131558621513217011e-01,3.292631679377246434e-01,3.832815950337756128e+00,3.835755176183500481e+00
3.930622184744749337e+00,4.330020142616441414e-01,2.705792288998096318e+00,2.717210345661489779e+00
6.300685051093597444e-01,4.713221870082830445e-01,3.492750479087274318e+00,3.481489687167033775e+00
1.387327038907773258e-01,7.416623267754717252e-01,4.213468843201042979e+00,4.228196461451251942e+00
1.907293858933094277e-01,7.437726121843443172e-01,4.128552793889757488e+00,4.128834818426207143e+00
1.724302661553770433e-01,5.736178411748853456e-01,3.983321293462693369e+00,3.981560223019928735e+00
1.033285985351755976e+01,8.911307317232360914e-01,2.490687760190416267e+00,2.505974249672277221e+00
2.368702011273568220e-01,3.610033295104283502e-01,3.684747665767090119e+00,3.689308900109201872e+00
7.498228580175403124e+01,1.109763575025429772e-02,1.383278096221535858e+00,1.370114219289105373e+00
3.218185232736165524e+00,7.827780322271842284e-01,3.077506843620311905e+00,3.076903143420145259e+00
8.268991453719318763e-01,6.712862893963271738e-01,3.575638412006584055e+00,3.567911559647041209e+00
5.157588667485496359e+01,3.825109772869923486e-01,1.578950329491473958e+00,1.581595215806264720e+00
2.237947847325023787e+01,2.699001236313812169e-01,1.734379357332788363e+00,1.729664225055711047e+00
1.098495358562476598e+00,5.038159482236307385e-01,3.321892390663192529e+00,3.318486998141354505e+00
5.722167513412196982e+00,1.111095921124287747e-02,2.230050778889222318e+00,2.239624918390625385e+00
7.750793128297322809e+00,1.829984627116532092e-03,2.066055564485044904e+00,2.049106943997966557e+00
6.458646915907807795e+01,6.527207772049212764e-01,1.647442611333001850e+00,1.650238052227214869e+00
7.814389112873114129e+01,4.325004504695154628e-01,1.516017929928055841e+00,1.513665650021969844e+00
1.566160412613423603e+01,5.707809719073134724e-01,2.033266879726318699e+00,2.036484689194322240e+00
2.962747839109502457e-01,1.411971182639988609e-01,3.409757346445238646e+00,3.386028144908031834e+00
6.109700284984093344e+00,8.533537105746056284e-01,2.775589263179146116e+00,2.766029782399042070e+00
1.748432600920071245e-01,1.323754402074708847e-01,3.531367669553343358e+00,3.527275149793124065e+00
1.961987781062326075e+00,1.270136714548208978e-01,2.791640765539806335e+00,2.808150365571680851e+00
1.886878554813375786e+01,3.872795982856512831e-01,1.850861358842804005e+00,1.838285420246670299e+00
2.896735087966965949e+01,4.394130981905647881e-01,1.739648810794069522e+00,1.728391457590988889e+00
1.209924914983351307e+00,4.706314449398363298e-01,3.256687486168100332e+00,3.254756222097985763e+00
7.073455682116748244e-01,5.896204984836858065e-01,3.559519633795552807e+00,3.562680308924479622e+00
1.487963626983528798e+01,7.684624032775549951e-01,2.193516345238491372e+00,2.187369972104811655e+00
5.366119383396593179e+01,8.838481780257936293e-01,1.852032821394029805e+00,1.852876016843206353e+00
3.048925938650118539e+01,4.028454357772407457e-01,1.708508864898332424e+00,1.692135601732563721e+00
1.151570046538316028e+01,4.127748221582332455e-01,2.089812323594937737e+00,2.106690425446377191e+00
1.262763898299855025e+00,2.107312165952471839e-01,3.023546130904102736e+00,3.020142961820801553e+00
9.055521167781767078e-01,6.287583487679110350e-01,3.503749669793940313e+00,3.505012601798931815e+00
1.779091413315928705e+01,4.623380978992452928e-01,1.914345642917923085e+00,1.941353818267876008e+00
9.406024890763598378e+00,4.063457368236786382e-01,2.197162696618807143e+00,2.191525655706527242e+00
1.113904002633664264e-01,3.067091928540834345e-01,3.812613158609376551e+00,3.800191825521406219e+00
3.344381273562654133e+00,4.234857387617684266e-01,2.780167806844189737e+00,2.770263233376197398e+00
8.586184326857323867e+01,5.594015156167009284e-01,1.545871945610207243e+00,1.562570378479126720e+00
7.602048575638385985e-01,7.421844100950721890e-01,3.670774042609394883e+00,3.668869643143637393e+00
7.731711227495736694e+01,5.339557558250067615e-01,1.556640607414854660e+00,1.548800779092886604e+00
2.681534350801061706e+01,6.676050807358083761e-01,1.887475932764222097e+00,1.887105196933327900e+00
4.518838526099087538e+00,3.603058515404907736e-01,2.581164326152473265e+00,2.580676335470974525e+00
3.044799474593213318e-01,5.209691687786577319e-01,3.770865524207349218e+00,3.780928035069424542e+00
2.931507394113748610e+00,8.192367445177394236e-01,3.154597999773920414e+00,3.161800710079587073e+00
7.242421815087205061e+01,4.281053550342486802e-01,1.528897923096813605e+00,1.532670168240030550e+00
1.002165245112525555e-01,1.450441795962852110e-01,3.664610483054822065e+00,3.669440860554809891e+00
1.134528164651878779e+00,6.927383408641385465e-01,3.472233520736557999e+00,3.464175510475734132e+00
1.101558091810991735e+00,5.172960705108808899e-01,3.332398317931707155e+00,3.319808271002124389e+00
2.643208238417635414e+01,2.724741060373004342e-01,1.687218007534538655e+00,1.691281583122501875e+00
1.394101889182053355e-01,1.816620770114908412e-01,3.633150822324999751e+00,3.638421001137644772e+00
5.547395186012583634e-01,2.253971087422712016e-01,3.310236538990410260e+00,3.311957656215762213e+00
5.288058491198847122e+01,7.405905888573038887e-01,1.743977935527659229e+00,1.746864055390689563e+00
1.938423592368266668e+01,5.787842386395194438e-01,1.947652371142618799e+00,1.953987073582688083e+00
6.987934663045188843e-01,4.702504049825050880e-01,3.456356295111234989e+00,3.444965639036572380e+00
2.182489445161401775e+01,1.707118391728598694e-01,1.696589288187344335e+00,1.693212350130820276e+00
5.885170652286913651e+01,7.082056273847482375e-01,1.698415653115962209e+00,1.689770222221882667e+00
8.315289263764334748e+01,4.441727881266120948e-01,1.508562420192140596e+00,1.489980078096584171e+00
8.754048911142798772e+01,2.623156153687841163e-01,1.437580740831094772e+00,1.442922964545190423e+00
4.125290264893147096e+00,6.035819289127333231e-01,2.806419872214077404e+00,2.804160813381919137e+00
2.132137566259339478e-01,6.209873339701525996e-01,3.973116339877910796e+00,3.977210549562085085e+00
3.686208419852520013e+00,1.499694240534752143e-01,2.537703601327465641e+00,2.544037039876653417e+00
3.057425999710313702e-01,7.781734141477067990e-01,4.020459004790833291e+00,4.011438293562957114e+00
4.203980506797983629e+00,3.549706166332864954e-01,2.615235885679799921e+00,2.630326822365454120e+00
1.701759890320907465e-01,2.030090108725497722e-01,3.609385693753492941e+00,3.612435854599285623e+00
1.292129620604273299e+01,2.626316028703100103e-01,1.946519099243431139e+00,1.956627057189701535e+00
1.531023007339031294e-01,8.455775962985115912e-01,4.294298520403165398e+00,4.311254838010370349e+00
6.913994865005267387e-01,4.118067265115634146e-01,3.407546166990530256e+00,3.402797935086666392e+00
3.730804745806592848e+01,5.846748651365034632e-01,1.744961974995879128e+00,1.738815429390478062e+00
2.060599227033313441e-01,4.575196620812341242e-01,3.818408341806508233e+00,3.820216950362972153e+00
4.176498157695772151e-01,8.951122555084889409e-01,4.029445256970323186e+00,4.040559482665795343e+00
1.252658677961095535e+00,6.545313891139696860e-01,3.399562427092530648e+00,3.410993979607937820e+00
1.094409999235405495e+00,7.471967511119358418e-01,3.534034478720259109e+00,3.514346804894037835e+00
2.748214977044708007e+01,3.102619256207382881e-01,1.693669548265464009e+00,1.708039306697867188e+00
1.712506635783880571e-01,8.273677065547496712e-01,4.244234956676959492e+00,4.239785723523684879e+00
1.856991878530955820e+00,7.058606479477034235e-01,3.276517342154245060e+00,3.281428535605323660e+00
2.722061657618763775e+01,6.699350718591510212e-01,1.884154641462315816e+00,1.870917542010104517e+00
2.322151383433692118e+01,7.551472592303815068e-01,1.995715902629134231e+00,1.986894029445859466e+00
5.531111884648922938e+01,4.155229557864849044e-01,1.577632022089954456e+00,1.581295268486964112e+00
1.198450661116557819e-01,6.012864891699962744e-01,4.104290138236454943e+00,4.086446900028394502e+00
9.476090562443042131e+01,7.809308472258787992e-01,1.629798862399718384e+00,1.637877857639843615e+00
1.628785731000876646e+00,2.668161110144958714e-01,2.973795843022412733e+00,2.968408506959879123e+00
5.183660865160138798e+01,7.769529962619360353e-01,1.772884612528039971e+00,1.775653044931917446e+00
9.312564873908732466e+01,7.154170017192418296e-01,1.597838105308030610e+00,1.599320153871510497e+00
2.039462545529462378e+00,7.345152838761855874e-01,3.258234289825803209e+00,3.252693263681524449e+00
3.501380868510525435e+00,6.035898585339010136e-01,2.892831163265814798e+00,2.905965359562391548e+00
2.540402090040525529e+00,3.516377253563157113e-01,2.854995391155247919e+00,2.878408538562549968e+00
9.884351224951491588e+01,5.399211511814513420e-01,1.511190869692702332e+00,1.517498432093220995e+00
3.165959893594685770e+00,8.127550113307997481e-01,3.110258079906448092e+00,3.093101459376013551e+00
1.020814506738679661e+01,6.826418854366070876e-01,2.333650789361527700e+00,2.334869845936312860e+00
1.936575897746984909e+00,5.056589073122779165e-01,3.094483085906805986e+00,3.092225689025485114e+00
1.465605667810917545e+01,2.162685949772922001e-01,1.864666344071314041e+00,1.873770560803318830e+00
1.252096726314668018e+01,7.933566930210743662e-01,2.301790268656335847e+00,2.302404011208745604e+00
1.522172866627738941e+01,4.673413151626771844e-01,1.984128519217413400e+00,2.005560930944078279e+00
5.257300931918257980e+00,1.959853297023652907e-01,2.390415753415933153e+00,2.397347525679388358e+00
2.511155754849611732e+00,3.145878495002538133e-01,2.832019855308028244e+00,2.838003965209113577e+00
8.842658632906986726e-01,3.473985932578864122e-01,3.265924569594049753e+00,3.262494537263519234e+00
4.260253072071986225e+00,5.270580448088573178e-01,2.732034981200790913e+00,2.723140799913590371e+00
4.388948253427366275e+00,1.671204407028069674e-02,2.365454229524757590e+00,2.364605663036223326e+00
6.734340334144532036e+00,2.046785165099346826e-01,2.261597065683604857e+00,2.263626857712077278e+00
1.461487537524026326e-01,7.245473838048330228e-02,3.510375224134622218e+00,3.515167451336014715e+00
2.007769821997677229e-01,8.567876358982087215e-01,4.228042539254235344e+00,4.230054435017084558e+00
1.651057189191087105e+01,3.633777003271490558e-01,1.890929552348623144e+00,1.888130486391859097e+00
1.710535762990963349e+01,3.878312799432016011e-01,1.889492084477832456e+00,1.889987202687152035e+00
2.400185809213715715e-01,6.361167669827330062e-01,3.954240241772322584e+00,3.949614051053094599e+00
1.973301331642015199e+01,5.502232956747707959e-01,1.923780580708532195e+00,1.913884493996469205e+00
7.077338420151082232e+01,5.200908808030113573e-01,1.568959189926249165e+00,1.560284168509455949e+00
7.025249828437172539e+01,5.037655853823422847e-01,1.563919354541892126e+00,1.568848535151719403e+00
4.832375508826923571e+00,2.660500701890514130e-01,2.481217183716331043e+00,2.488473132759189799e+00
2.724899525940705503e-01,5.934046496167266760e-01,3.874698865543803272e+00,3.872532627313132636e+00
2.187051253747898727e+01,3.305395163562323546e-01,1.770621319943544547e+00,1.769255280371904382e+00
3.541501675751369760e+00,7.326894565475696730e-01,2.987664289976662779e+00,2.993127016246684757e+00
5.184374670798043638e+01,2.794893265238381219e-01,1.538453164373174920e+00,1.537089377620234565e+00
4.135283505202083987e+00,4.532299132924314522e-01,2.693996500153297280e+00,2.725414464966338990e+00
4.302479302303948150e-01,4.120503390422528694e-02,3.214419779510270470e+00,3.215705393249804533e+00
2.255464864979975226e-01,5.239703669216854570e-02,3.391184154194609501e+00,3.385989977414433749e+00
1.179608530850376619e-01,5.512661107979864861e-01,4.055772593478440768e+00,4.037664563400560347e+00
4.763444419909347971e+01,4.950437076099967193e-02,1.471577558685206677e+00,1.473679178987068239e+00
5.838025156856810582e+01,8.558808134346780339e-01,1.803282641294306821e+00,1.813532755749687198e+00
1.917255131911733690e-01,2.112509840723048038e-01,3.589178421682133635e+00,3.588615124431180359e+00
1.110255877525831991e+01,4.817030071129714819e-01,2.151533454072136919e+00,2.163945210909530292e+00
7.681834506646560978e-01,3.132869638812076918e-01,3.284293888662670025e+00,3.278363515154315344e+00
4.182438220269489904e+01,1.109631162596518353e-02,1.481494492835927934e+00,1.480483397520649502e+00
7.915445096729536090e+01,7.526483055716748360e-01,1.654071469164466013e+00,1.652217750070130720e+00
2.247588693496766599e+00,5.991056388271405186e-01,3.103662006406572971e+00,3.096148730553534900e+00
1.419922252718547107e+00,1.664213298542838127e-03,2.812429313845784762e+00,2.797602913008322201e+00
5.033363320397322838e+01,3.403671158127479224e-01,1.567443977708519620e+00,1.557916061342367930e+00
6.967606521203375536e-01,6.731174025910021674e-01,3.640461123083442274e+00,3.621443146280796110e+00
4.776243089993885604e+01,5.353033551335547591e-01,1.660521770664224794e+00,1.668112674417144836e+00
7.373598577141400767e+01,5.226168098826489139e-01,1.561658315218089177e+00,1.559943967378905061e+00
4.614806166686356015e-01,1.250489309616999167e-01,3.272671492891984890e+00,3.271634355462935240e+00
1.547885342470123327e+00,7.611587302435295077e-02,2.841074905449044508e+00,2.835331836659662486e+00
1.899575486826259407e+01,8.441716552303808463e-01,2.144018179165353200e+00,2.153535609415445418e+00
5.363926440401491913e-01,2.889488758542298474e-01,3.378752833197262717e+00,3.370290085914301237e+00
1.187803566643209940e+01,2.311340178422034430e-01,1.970523617694278640e+00,1.987370797947693113e+00
1.921938652064934416e+00,2.913590331701926828e-01,2.927379781980955276e+00,2.938229814367604664e+00
8.058338184456385989e+01,5.435841350597762078e-01,1.552195866070129160e+00,1.545204725666302181e+00
3.781368821064902619e+01,3.838234830666938935e-01,1.647036809841349259e+00,1.645031252568396996e+00
6.881937930877251119e+01,4.076968223970119376e-01,1.531164596811389167e+00,1.537455936963733727e+00
5.548133078813290986e+00,2.933119937842547653e-01,2.425053739150940579e+00,2.437567919280728468e+00
1.836901377827846815e+01,2.625482072775457976e-01,1.797573341945899239e+00,1.789650699047860449e+00
5.832430828964539904e-01,5.872643227622844631e-01,3.625031568946812666e+00,3.620041595958157554e+00
1.327267948936430741e+01,2.662246933336576693e-01,1.935719247227897455e+00,1.960768911347158250e+00
2.293976995687036780e-01,5.035926339932890183e-01,3.835227424941619834e+00,3.844423169464988632e+00
7.539336142084579473e-01,5.610824350768116586e-01,3.511046113447526817e+00,3.520011098811445471e+00
1.052033721481341111e+01,4.435710013792250050e-01,2.157459733495402432e+00,2.176795983333313256e+00
4.135136834810459305e+01,7.638445512011847738e-01,1.823755593940580733e+00,1.828214175930803931e+00
3.515620047198539933e-01,8.776764560030798634e-01,4.071584698293666982e+00,4.067022220688824241e+00
6.385468211540504813e-01,4.360899316753916177e-01,3.456298136403335608e+00,3.439009047739287173e+00
1.914539449860770959e-01,3.967915057293217584e-01,3.776590025823259644e+00,3.785208074737929973e+00
1.118468981795078948e-01,8.352708137830188173e-01,4.366914932038440611e+00,4.355581296706520611e+00
6.684928692703193676e-01,4.053202288274364573e-01,3.413104834018239941e+00,3.419812438817682043e+00
2.253158585394882341e+00,5.398744702739862733e-01,3.055216905417574402e+00,3.035468599679326029e+00
1.366765389115902063e-01,6.708693657620794504e-01,4.143939833199350886e+00,4.139196310942781842e+00
2.709276108885561585e-01,1.395400315795010115e-01,3.431411138251917681e+00,3.431231485995264396e+00
1.125576242162088114e+01,6.433025205769798971e-01,2.250056660026603428e+00,2.237541444577139771e+00
3.883659062903311110e+01,7.107321551515842772e-01,1.805926409765859608e+00,1.800458395880134566e+00
1.326731791912729996e-01,3.424283466020943689e-01,3.810635656900753787e+00,3.802317728675050912e+00
1.931085243404660545e+01,6.196701207472361528e-01,1.974309892948671097e+00,1.975607856757149339e+00
8.358917026079644153e-01,7.030393736820212958e-01,3.599908469316948967e+00,3.587317915712700866e+00
1.742466856652354013e+00,2.757562282682671784e-01,2.954451696383591397e+00,2.951831129935896136e+00
7.432533693148184284e+01,5.942952856544796436e-01,1.589785072836658042e+00,1.603526494755331155e+00
1.167369147484126790e+00,2.239916699239977715e-01,3.062719899003862878e+00,3.076728196683033989e+00
3.898073600981077358e-01,5.591817253440315438e-01,3.731850991734048772e+00,3.750754999311395554e+00
3.116348646519305277e+01,1.794113066955916325e-01,1.606100595470436820e+00,1.610252590642697434e+00
4.500914968765200030e-01,5.216567481944056617e-01,3.650430306359438326e+00,3.646359245979592156e+00
7.418729390188089745e+00,2.184490385549474889e-01,2.216277877645569827e+00,2.219564399375324015e+00
6.549137435090972126e+00,1.645862595386370919e-01,2.252246426526223644e+00,2.259350016392198235e+00
3.023220428077416089e-01,8.736885375860077296e-01,4.117581227702011404e+00,4.120380334894055530e+00
2.388381701313185701e+01,6.818398200301774292e-02,1.626059637180931938e+00,1.640562180070520348e+00
8.472013602318977377e+00,4.726276386644813754e-01,2.299616645632206691e+00,2.293040977714609685e+00
1.928494613578754513e-01,5.115996816554474469e-01,3.890596383485720011e+00,3.888524961497077825e+00
1.656174961714688720e+01,7.094611766265843666e-01,2.099590519823060220e+00,2.084392766935039720e+00
1.281556776730094160e+00,2.029159912342951566e-01,3.011773011535288980e+00,3.007563429561882273e+00
1.073307258518393370e+00,8.969520053216432087e-01,3.673651367195767570e+00,3.686051233409568972e+00
1.717378491268168261e+01,8.888843576108067523e-01,2.226773164108359904e+00,2.227297780933527260e+00
1.306826128980943524e-01,4.509143248245333635e-01,3.926747746607226031e+00,3.934228236412348867e+00
2.138716134278933723e+01,5.508576035990937481e-01,1.894264662157637558e+00,1.898540958512165755e+00
5.530797581819634878e+00,3.349787633506618456e-01,2.454429207026401549e+00,2.464072292942071751e+00
1.364070136969747438e+01,2.698240894977667059e-01,1.924873737426917364e+00,1.916520146396369029e+00
2.029270438414634725e+01,5.102588968584090834e-01,1.890342936531833384e+00,1.895691881077893992e+00
3.817983786240441901e+01,1.941314973298142454e-01,1.567422279277794761e+00,1.574219317290365350e+00
3.695753304269656780e+01,4.770320258483732867e-01,1.694331013533741048e+00,1.705906314165297477e+00
7.052640493912715192e-01,4.449610985388968154e-01,3.430489785327745178e+00,3.444434304949139047e+00
4.658946937440229696e+00,2.819165150298173494e-01,2.511148941630430009e+00,2.506179039274196274e+00
3.854248192647260041e+00,8.281699633302826158e-02,2.470887695668303241e+00,2.456573200043303817e+00
1.524274069168147605e+01,5.267120780923905121e-01,2.018674178604973335e+00,2.012254460936982348e+00
2.863352729784241646e+01,8.570931898541459537e-01,2.006518864294062787e+00,2.019754667493707245e+00
1.293628782472307170e+00,7.575665401391454834e-01,3.474915944640283971e+00,3.464983900570169695e+00
