t,N,D,Phi,dN_dt,dN_dt_noisy
4.048809761952390573e+01,7.579550823331196625e+03,3.470597016420927048e+02,1.098860524009621464e+01,-1.914469597368452014e+01,-1.530155519325163738e+01
4.049809961992398399e+01,7.579359347134227392e+03,3.470620373544783774e+02,1.098897404154464574e+01,-1.914287627573889949e+01,-2.102360054486338115e+01
4.050810162032406936e+01,7.579167889126114460e+03,3.470643680330209122e+02,1.098934246285477379e+01,-1.914105872331441560e+01,-1.888121177103587911e+01
4.051810362072414762e+01,7.578976449285485614e+03,3.470666936828706639e+02,1.098971050426235685e+01,-1.913924331463550743e+01,-1.831510395182425910e+01
4.052810562112422588e+01,7.578785027590986829e+03,3.470690143091729851e+02,1.099007816600300558e+01,-1.913743004792843294e+01,-2.024799726167940506e+01
4.053810762152430414e+01,7.578593624021280448e+03,3.470713299170682831e+02,1.099044544831218673e+01,-1.913561892142075749e+01,-1.993741458149729695e+01
4.054810962192438950e+01,7.578402238555043368e+03,3.470736405116921901e+02,1.099081235142521962e+01,-1.913380993334141067e+01,-1.787211572077584520e+01
4.055811162232446776e+01,7.578210871170969767e+03,3.470759460981753932e+02,1.099117887557728324e+01,-1.913200308192108423e+01,-1.969488794093666684e+01
4.056811362272454602e+01,7.578019521847769283e+03,3.470782466816436909e+02,1.099154502100341091e+01,-1.913019836539154994e+01,-1.975346766489000316e+01
4.057811562312462428e+01,7.577828190564167926e+03,3.470805422672179930e+02,1.099191078793848675e+01,-1.912839578198628487e+01,-1.921023860480242718e+01
4.058811762352470964e+01,7.577636877298906256e+03,3.470828328600144346e+02,1.099227617661725631e+01,-1.912659532994013034e+01,-1.667564074878590930e+01
4.059811962392478790e+01,7.577445582030743026e+03,3.470851184651440349e+02,1.099264118727431416e+01,-1.912479700748940559e+01,-1.966837478038974041e+01
4.060812162432486616e+01,7.577254304738452447e+03,3.470873990877130950e+02,1.099300582014411809e+01,-1.912300081287173725e+01,-1.836882397541616285e+01
4.061812362472494442e+01,7.577063045400822375e+03,3.470896747328230276e+02,1.099337007546097311e+01,-1.912120674432645728e+01,-1.866469190386213839e+01
4.062812562512502979e+01,7.576871803996660674e+03,3.470919454055703000e+02,1.099373395345904569e+01,-1.911941480009403449e+01,-1.771003119643734180e+01
4.063812762552510804e+01,7.576680580504787940e+03,3.470942111110464339e+02,1.099409745437235131e+01,-1.911762497841669983e+01,-1.952726426705333296e+01
4.064812962592518630e+01,7.576489374904042052e+03,3.470964718543382901e+02,1.099446057843476687e+01,-1.911583727753787798e+01,-2.012086096731646734e+01
4.065813162632526456e+01,7.576298187173277256e+03,3.470987276405275566e+02,1.099482332588002187e+01,-1.911405169570258522e+01,-2.051162897414385000e+01
4.066813362672534993e+01,7.576107017291362354e+03,3.471009784746912032e+02,1.099518569694170012e+01,-1.911226823115742945e+01,-1.865695951413668041e+01
4.067813562712542819e+01,7.575915865237184335e+03,3.471032243619013116e+02,1.099554769185324155e+01,-1.911048688215009861e+01,-1.885138556604021076e+01
4.068813762752550645e+01,7.575724730989644740e+03,3.471054653072250176e+02,1.099590931084794043e+01,-1.910870764693004276e+01,-1.964261693443544132e+01
4.069813962792558470e+01,7.575533614527661484e+03,3.471077013157245688e+02,1.099627055415895072e+01,-1.910693052374790568e+01,-1.868209414025722026e+01
4.070814162832567007e+01,7.575342515830167940e+03,3.471099323924573810e+02,1.099663142201927535e+01,-1.910515551085597963e+01,-1.439268893790983306e+01
4.071814362872574833e+01,7.575151434876113854e+03,3.471121585424759814e+02,1.099699191466177517e+01,-1.910338260650797793e+01,-1.754492590613709879e+01
4.072814562912582659e+01,7.574960371644466250e+03,3.471143797708278953e+02,1.099735203231916714e+01,-1.910161180895903499e+01,-2.279094955931892130e+01
4.073814762952590485e+01,7.574769326114205796e+03,3.471165960825559296e+02,1.099771177522402432e+01,-1.909984311646559263e+01,-1.651286549249651614e+01
4.074814962992599021e+01,7.574578298264331352e+03,3.471188074826978323e+02,1.099807114360877058e+01,-1.909807652728574112e+01,-1.882850749129557855e+01
4.075815163032606847e+01,7.574387288073856325e+03,3.471210139762866334e+02,1.099843013770569122e+01,-1.909631203967904867e+01,-2.114711671026259054e+01
4.076815363072614673e+01,7.574196295521810498e+03,3.471232155683503038e+02,1.099878875774692055e+01,-1.909454965190627718e+01,-1.642322258240711719e+01
4.077815563112622499e+01,7.574005320587240931e+03,3.471254122639120965e+02,1.099914700396445255e+01,-1.909278936222983702e+01,-1.926817222180629585e+01
4.078815763152631035e+01,7.573814363249207418e+03,3.471276040679902621e+02,1.099950487659013554e+01,-1.909103116891361651e+01,-1.707283543594696340e+01
4.079815963192638861e+01,7.573623423486790671e+03,3.471297909855982198e+02,1.099986237585567217e+01,-1.908927507022281134e+01,-2.033294022338744966e+01
4.080816163232646687e+01,7.573432501279082317e+03,3.471319730217444430e+02,1.100021950199261944e+01,-1.908752106442398144e+01,-1.698962867311717417e+01
4.081816363272654513e+01,7.573241596605193081e+03,3.471341501814325738e+02,1.100057625523239224e+01,-1.908576914978539207e+01,-1.966609007682691157e+01
4.082816563312663050e+01,7.573050709444249151e+03,3.471363224696613088e+02,1.100093263580625980e+01,-1.908401932457661587e+01,-1.718561182357035477e+01
4.083816763352670876e+01,7.572859839775393084e+03,3.471384898914245127e+02,1.100128864394534567e+01,-1.908227158706876025e+01,-1.745997677331555664e+01
4.084816963392678701e+01,7.572668987577782900e+03,3.471406524517111620e+02,1.100164427988062954e+01,-1.908052593553406950e+01,-2.140084181156635168e+01
4.085817163432686527e+01,7.572478152830591171e+03,3.471428101555053445e+02,1.100199954384294543e+01,-1.907878236824672058e+01,-1.835928984833940092e+01
4.086817363472695064e+01,7.572287335513009566e+03,3.471449630077862025e+02,1.100235443606298347e+01,-1.907704088348197047e+01,-1.815242304807854978e+01
4.087817563512702890e+01,7.572096535604243400e+03,3.471471110135280469e+02,1.100270895677128813e+01,-1.907530147951666777e+01,-1.921099938518890582e+01
4.088817763552710716e+01,7.571905753083514355e+03,3.471492541777002998e+02,1.100306310619826000e+01,-1.907356415462896848e+01,-2.265318381334044417e+01
4.089817963592718542e+01,7.571714987930061397e+03,3.471513925052674381e+02,1.100341688457415579e+01,-1.907182890709862022e+01,-1.852686808822738485e+01
4.090818163632727078e+01,7.571524240123138952e+03,3.471535260011891637e+02,1.100377029212908653e+01,-1.907009573520690537e+01,-1.972695998839255438e+01
4.091818363672734904e+01,7.571333509642015997e+03,3.471556546704201196e+02,1.100412332909301760e+01,-1.906836463723607267e+01,-1.669431643649503272e+01
4.092818563712742730e+01,7.571142796465978790e+03,3.471577785179102875e+02,1.100447599569576873e+01,-1.906663561147058772e+01,-2.121294871758457745e+01
4.093818763752750556e+01,7.570952100574330871e+03,3.471598975486045333e+02,1.100482829216701930e+01,-1.906490865619565511e+01,-1.711722995304686279e+01
4.094818963792759092e+01,7.570761421946388509e+03,3.471620117674430048e+02,1.100518021873629948e+01,-1.906318376969818473e+01,-1.880746125385199008e+01
4.095819163832766918e+01,7.570570760561487077e+03,3.471641211793608477e+02,1.100553177563299734e+01,-1.906146095026656440e+01,-1.399339994491704964e+01
4.096819363872774744e+01,7.570380116398975588e+03,3.471662257892883758e+02,1.100588296308635528e+01,-1.905974019619071669e+01,-2.109330920181047730e+01
4.097819563912782570e+01,7.570189489438222154e+03,3.471683256021510715e+02,1.100623378132547003e+01,-1.905802150576175791e+01,-1.716421766058820708e+01
4.098819763952790396e+01,7.569998879658607621e+03,3.471704206228694147e+02,1.100658423057929625e+01,-1.905630487727233913e+01,-2.014408122888233876e+01
4.099819963992798932e+01,7.569808287039530114e+03,3.471725108563590538e+02,1.100693431107664111e+01,-1.905459030901681672e+01,-2.097074428297159798e+01
4.100820164032806758e+01,7.569617711560405041e+03,3.471745963075307486e+02,1.100728402304616793e+01,-1.905287779929057024e+01,-1.691928243212264960e+01
4.101820364072814584e+01,7.569427153200661451e+03,3.471766769812903703e+02,1.100763336671639436e+01,-1.905116734639068454e+01,-1.786299142643189342e+01
4.102820564112822410e+01,7.569236611939745671e+03,3.471787528825389018e+02,1.100798234231569594e+01,-1.904945894861538136e+01,-1.697039869549846713e+01
4.103820764152830947e+01,7.569046087757120404e+03,3.471808240161724370e+02,1.100833095007230256e+01,-1.904775260426492878e+01,-2.228485532952428017e+01
4.104820964192838773e+01,7.568855580632264719e+03,3.471828903870821819e+02,1.100867919021429664e+01,-1.904604831164044754e+01,-2.146103207184693318e+01
4.105821164232846598e+01,7.568665090544671330e+03,3.471849520001544533e+02,1.100902706296961853e+01,-1.904434606904482052e+01,-1.788371184370086198e+01
4.106821364272854424e+01,7.568474617473851140e+03,3.471870088602706801e+02,1.100937456856606467e+01,-1.904264587478212434e+01,-2.075321766994869677e+01
4.107821564312862961e+01,7.568284161399330515e+03,3.471890609723074022e+02,1.100972170723128407e+01,-1.904094772715819772e+01,-1.641476396423466610e+01
4.108821764352870787e+01,7.568093722300652189e+03,3.471911083411363279e+02,1.101006847919278187e+01,-1.903925162448001629e+01,-1.571560647387094356e+01
4.109821964392878613e+01,7.567903300157374360e+03,3.471931509716241067e+02,1.101041488467791751e+01,-1.903755756505609043e+01,-1.930301725740219609e+01
4.110822164432886439e+01,7.567712894949070687e+03,3.471951888686327834e+02,1.101076092391391015e+01,-1.903586554719652213e+01,-1.897687578589686552e+01
4.111822364472894975e+01,7.567522506655332108e+03,3.471972220370192304e+02,1.101110659712783146e+01,-1.903417556921260712e+01,-1.898323250780044091e+01
4.112822564512902801e+01,7.567332135255765024e+03,3.471992504816355449e+02,1.101145190454660394e+01,-1.903248762941734640e+01,-1.961841968560981186e+01
4.113822764552910627e+01,7.567141780729991297e+03,3.472012742073290497e+02,1.101179684639701151e+01,-1.903080172612510523e+01,-1.910650218781911391e+01
4.114822964592918453e+01,7.566951443057650067e+03,3.472032932189420080e+02,1.101214142290569242e+01,-1.902911785765127206e+01,-1.949522500640069822e+01
4.115823164632926989e+01,7.566761122218395940e+03,3.472053075213118518e+02,1.101248563429913752e+01,-1.902743602231328168e+01,-1.817142301861308695e+01
4.116823364672934815e+01,7.566570818191898070e+03,3.472073171192711243e+02,1.101282948080369373e+01,-1.902575621842987630e+01,-1.969277478043679608e+01
4.117823564712942641e+01,7.566380530957844712e+03,3.472093220176475938e+02,1.101317296264556411e+01,-1.902407844432076445e+01,-2.006657924495226553e+01
4.118823764752950467e+01,7.566190260495935945e+03,3.472113222212639130e+02,1.101351608005080962e+01,-1.902240269830781472e+01,-1.962248872159561941e+01
4.119823964792959003e+01,7.566000006785892765e+03,3.472133177349380730e+02,1.101385883324534021e+01,-1.902072897871357782e+01,-2.024525970550751452e+01
4.120824164832966829e+01,7.565809769807447992e+03,3.472153085634830632e+02,1.101420122245492372e+01,-1.901905728386276451e+01,-1.918029386509067180e+01
4.121824364872974655e+01,7.565619549540352637e+03,3.472172947117069270e+02,1.101454324790518768e+01,-1.901738761208099504e+01,-1.793896074475908975e+01
4.122824564912982481e+01,7.565429345964373169e+03,3.472192761844129905e+02,1.101488490982160862e+01,-1.901571996169553813e+01,-1.490339096708758859e+01
4.123824764952991018e+01,7.565239159059291524e+03,3.472212529863995201e+02,1.101522620842952271e+01,-1.901405433103514042e+01,-2.227154929744708056e+01
4.124824964992998844e+01,7.565048988804907822e+03,3.472232251224600077e+02,1.101556714395411696e+01,-1.901239071842991279e+01,-2.176842281718028005e+01
4.125825165033006670e+01,7.564858835181034920e+03,3.472251925973829998e+02,1.101590771662043799e+01,-1.901072912221127353e+01,-1.914750313232914536e+01
4.126825365073014495e+01,7.564668698167503862e+03,3.472271554159522680e+02,1.101624792665338504e+01,-1.900906954071245991e+01,-1.894592572602613956e+01
4.127825565113023032e+01,7.564478577744162067e+03,3.472291135829464679e+02,1.101658777427771341e+01,-1.900741197226773238e+01,-1.909721238793277820e+01
4.128825765153030858e+01,7.564288473890871501e+03,3.472310671031395941e+02,1.101692725971803455e+01,-1.900575641521305670e+01,-1.526129562568432085e+01
4.129825965193038684e+01,7.564098386587509594e+03,3.472330159813006389e+02,1.101726638319881424e+01,-1.900410286788581971e+01,-2.265560916849100792e+01
4.130826165233046510e+01,7.563908315813972877e+03,3.472349602221937062e+02,1.101760514494437260e+01,-1.900245132862448827e+01,-1.931260666417786354e+01
4.131826365273055046e+01,7.563718261550170610e+03,3.472368998305780678e+02,1.101794354517888763e+01,-1.900080179576940509e+01,-2.154593521685417912e+01
4.132826565313062872e+01,7.563528223776031155e+03,3.472388348112081076e+02,1.101828158412638814e+01,-1.899915426766227711e+01,-1.960416580588393742e+01
4.133826765353070698e+01,7.563338202471494697e+03,3.472407651688332635e+02,1.101861926201076436e+01,-1.899750874264594813e+01,-1.796804462882446529e+01
4.134826965393078524e+01,7.563148197616521429e+03,3.472426909081980853e+02,1.101895657905575732e+01,-1.899586521906508096e+01,-2.188301751427629682e+01
4.135827165433087060e+01,7.562958209191086098e+03,3.472446120340422908e+02,1.101929353548496415e+01,-1.899422369526541843e+01,-1.694665642502229730e+01
4.136827365473094886e+01,7.562768237175178001e+03,3.472465285511006527e+02,1.101963013152183635e+01,-1.899258416959457918e+01,-2.068474679883305356e+01
4.137827565513102712e+01,7.562578281548805535e+03,3.472484404641031688e+02,1.101996636738968327e+01,-1.899094664040120506e+01,-2.108721037618560956e+01
4.138827765553110538e+01,7.562388342291990739e+03,3.472503477777748344e+02,1.102030224331166686e+01,-1.898931110603552952e+01,-2.228096209367169678e+01
4.139827965593119075e+01,7.562198419384772023e+03,3.472522504968357566e+02,1.102063775951080871e+01,-1.898767756484920710e+01,-2.038716204364977713e+01
4.140828165633126901e+01,7.562008512807205079e+03,3.472541486260012107e+02,1.102097291620997765e+01,-1.898604601519537027e+01,-2.047012508749384807e+01
4.141828365673134726e+01,7.561818622539359239e+03,3.472560421699815265e+02,1.102130771363190576e+01,-1.898441645542834522e+01,-1.732746678480735625e+01
4.142828565713142552e+01,7.561628748561322027e+03,3.472579311334822592e+02,1.102164215199917763e+01,-1.898278888390456132e+01,-2.210675348570117293e+01
4.143828765753151089e+01,7.561438890853195517e+03,3.472598155212039615e+02,1.102197623153423045e+01,-1.898116329898101640e+01,-1.855502157284984932e+01
4.144828965793158915e+01,7.561249049395099973e+03,3.472616953378422977e+02,1.102230995245936107e+01,-1.897953969901664095e+01,-1.729694271050720644e+01
4.145829165833166741e+01,7.561059224167169305e+03,3.472635705880881574e+02,1.102264331499671712e+01,-1.897791808237167288e+01,-1.948183796002745183e+01
4.146829365873174567e+01,7.560869415149553788e+03,3.472654412766274277e+02,1.102297631936830591e+01,-1.897629844740788485e+01,-1.743943088352309445e+01
4.147829565913183103e+01,7.560679622322420073e+03,3.472673074081411642e+02,1.102330896579598729e+01,-1.897468079248847062e+01,-2.036078124292891189e+01
4.148829765953190929e+01,7.560489845665952998e+03,3.472691689873055338e+02,1.102364125450147725e+01,-1.897306511597781764e+01,-1.814469931165063699e+01
4.149829965993198755e+01,7.560300085160349226e+03,3.472710260187917584e+02,1.102397318570634610e+01,-1.897145141624207554e+01,-1.963909182784998109e+01
4.150830166033206581e+01,7.560110340785824519e+03,3.472728785072662276e+02,1.102430475963202028e+01,-1.896983969164847394e+01,-1.465205452275218434e+01
4.151830366073215117e+01,7.559920612522610099e+03,3.472747264573904431e+02,1.102463597649978233e+01,-1.896822994056628886e+01,-1.953602941555264394e+01
4.152830566113222943e+01,7.559730900350951742e+03,3.472765698738210745e+02,1.102496683653076559e+01,-1.896662216136547841e+01,-1.956517436893034301e+01
4.153830766153230769e+01,7.559541204251113413e+03,3.472784087612096755e+02,1.102529733994596661e+01,-1.896501635241764916e+01,-1.815734065018396137e+01
4.154830966193238595e+01,7.559351524203373629e+03,3.472802431242032526e+02,1.102562748696622918e+01,-1.896341251209628354e+01,-2.002118061833561313e+01
4.155831166233247131e+01,7.559161860188027276e+03,3.472820729674436393e+02,1.102595727781225854e+01,-1.896181063877577344e+01,-1.935386562332160665e+01
4.156831366273254957e+01,7.558972212185384706e+03,3.472838982955678944e+02,1.102628671270461069e+01,-1.896021073083227293e+01,-1.828337523855291735e+01
4.157831566313262783e+01,7.558782580175773546e+03,3.472857191132082448e+02,1.102661579186369778e+01,-1.895861278664312977e+01,-1.720815163217633526e+01
4.158831766353270609e+01,7.558592964139536889e+03,3.472875354249918587e+02,1.102694451550978982e+01,-1.895701680458728333e+01,-2.014872681856106951e+01
4.159831966393279146e+01,7.558403364057033286e+03,3.472893472355412428e+02,1.102727288386301119e+01,-1.895542278304509409e+01,-1.883399182502757085e+01
4.160832166433286972e+01,7.558213779908637662e+03,3.472911545494739016e+02,1.102760089714333880e+01,-1.895383072039805938e+01,-1.929584570454673198e+01
4.161832366473294798e+01,7.558024211674741309e+03,3.472929573714023377e+02,1.102792855557060747e+01,-1.895224061502983659e+01,-1.755686876165788490e+01
4.162832566513302623e+01,7.557834659335750985e+03,3.472947557059343353e+02,1.102825585936450459e+01,-1.895065246532442416e+01,-1.730768096090244512e+01
4.163832766553311160e+01,7.557645122872089814e+03,3.472965495576727903e+02,1.102858280874457719e+01,-1.894906626966849217e+01,-1.814113576589364740e+01
4.164832966593318986e+01,7.557455602264196386e+03,3.472983389312155964e+02,1.102890940393022490e+01,-1.894748202644899493e+01,-1.841487649608892596e+01
4.165833166633326812e+01,7.557266097492526569e+03,3.473001238311558154e+02,1.102923564514070343e+01,-1.894589973405504679e+01,-1.536163343320233921e+01
4.166833366673334638e+01,7.557076608537550783e+03,3.473019042620816208e+02,1.102956153259511929e+01,-1.894431939087701267e+01,-2.068791931036535203e+01
4.167833566713343174e+01,7.556887135379756728e+03,3.473036802285763542e+02,1.102988706651244222e+01,-1.894274099530662170e+01,-1.566747059242308637e+01
4.168833766753351000e+01,7.556697677999645748e+03,3.473054517352183552e+02,1.103021224711149095e+01,-1.894116454573696728e+01,-1.786380674624293263e+01
4.169833966793358826e+01,7.556508236377739195e+03,3.473072187865811884e+02,1.103053707461094213e+01,-1.893959004056279127e+01,-2.200464036413519153e+01
4.170834166833366652e+01,7.556318810494571153e+03,3.473089813872334730e+02,1.103086154922932849e+01,-1.893801747818002923e+01,-1.867779811126282397e+01
4.171834366873375188e+01,7.556129400330692079e+03,3.473107395417389398e+02,1.103118567118503357e+01,-1.893644685698620833e+01,-2.176403354976762827e+01
4.172834566913383014e+01,7.555940005866670617e+03,3.473124932546563741e+02,1.103150944069630057e+01,-1.893487817538016316e+01,-1.917996571722603960e+01
4.173834766953390840e+01,7.555750627083088148e+03,3.473142425305398433e+02,1.103183285798122881e+01,-1.893331143176243359e+01,-2.298985196511357998e+01
4.174834966993398666e+01,7.555561263960545148e+03,3.473159873739384125e+02,1.103215592325776662e+01,-1.893174662453441215e+01,-1.747127666763195109e+01
4.175835167033407203e+01,7.555371916479656647e+03,3.473177277893962014e+02,1.103247863674372553e+01,-1.893018375209965143e+01,-2.050684424723588251e+01
4.176835367073415028e+01,7.555182584621053138e+03,3.473194637814525549e+02,1.103280099865676611e+01,-1.892862281286249981e+01,-1.562299642302405900e+01
4.177835567113422854e+01,7.554993268365382391e+03,3.473211953546419295e+02,1.103312300921440681e+01,-1.892706380522923837e+01,-2.037251935976232886e+01
4.178835767153430680e+01,7.554803967693306731e+03,3.473229225134937792e+02,1.103344466863402218e+01,-1.892550672760700081e+01,-1.881311136599832423e+01
4.179835967193439217e+01,7.554614682585505761e+03,3.473246452625327834e+02,1.103376597713283935e+01,-1.892395157840502407e+01,-2.163560520642618812e+01
4.180836167233447043e+01,7.554425413022675457e+03,3.473263636062786190e+02,1.103408693492794157e+01,-1.892239835603351139e+01,-1.917561670399632234e+01
4.181836367273454869e+01,7.554236158985526345e+03,3.473280775492463022e+02,1.103440754223627174e+01,-1.892084705890414398e+01,-1.882899966478012388e+01
4.182836567313462695e+01,7.554046920454786232e+03,3.473297870959456759e+02,1.103472779927462000e+01,-1.891929768543019463e+01,-1.790157816824430626e+01
4.183836767353471231e+01,7.553857697411197478e+03,3.473314922508818654e+02,1.103504770625963793e+01,-1.891775023402618672e+01,-1.397020524413334641e+01
4.184836967393479057e+01,7.553668489835520631e+03,3.473331930185550505e+02,1.103536726340783147e+01,-1.891620470310806468e+01,-1.561401629532245927e+01
4.185837167433486883e+01,7.553479297708528975e+03,3.473348894034606360e+02,1.103568647093555910e+01,-1.891466109109353511e+01,-1.733858315917207804e+01
4.186837367473494709e+01,7.553290121011015799e+03,3.473365814100889679e+02,1.103600532905903719e+01,-1.891311939640127093e+01,-1.955340230467635010e+01
4.187837567513503245e+01,7.553100959723787128e+03,3.473382690429255604e+02,1.103632383799433647e+01,-1.891157961745170724e+01,-1.946549003513946019e+01
4.188837767553511071e+01,7.552911813827667174e+03,3.473399523064511527e+02,1.103664199795738199e+01,-1.891004175266641596e+01,-1.950782242464639182e+01
4.189837967593518897e+01,7.552722683303494705e+03,3.473416312051414820e+02,1.103695980916395492e+01,-1.890850580046867435e+01,-2.059484883699842683e+01
4.190838167633526723e+01,7.552533568132124856e+03,3.473433057434673401e+02,1.103727727182969254e+01,-1.890697175928306706e+01,-1.753965045943122902e+01
4.191838367673534549e+01,7.552344468294430044e+03,3.473449759258948006e+02,1.103759438617008648e+01,-1.890543962753554297e+01,-1.898876805494113995e+01
4.192838567713543085e+01,7.552155383771296329e+03,3.473466417568849351e+02,1.103791115240048448e+01,-1.890390940365352890e+01,-1.781575625356858339e+01
4.193838767753550911e+01,7.551966314543627959e+03,3.473483032408939835e+02,1.103822757073608685e+01,-1.890238108606598644e+01,-1.936074503119525758e+01
4.194838967793558737e+01,7.551777260592343737e+03,3.473499603823732400e+02,1.103854364139195177e+01,-1.890085467320307089e+01,-1.811408226161198698e+01
4.195839167833566563e+01,7.551588221898379743e+03,3.473516131857691676e+02,1.103885936458299355e+01,-1.889933016349658601e+01,-1.533593323818663734e+01
4.196839367873575100e+01,7.551399198442686611e+03,3.473532616555232835e+02,1.103917474052397907e+01,-1.889780755537958612e+01,-1.814344420888352616e+01
4.197839567913582925e+01,7.551210190206232255e+03,3.473549057960722735e+02,1.103948976942953131e+01,-1.889628684728660346e+01,-1.698640060237634231e+01
4.198839767953590751e+01,7.551021197170000050e+03,3.473565456118479347e+02,1.103980445151412759e+01,-1.889476803765376189e+01,-2.052800266307459509e+01
4.199839967993598577e+01,7.550832219314988834e+03,3.473581811072771188e+02,1.104011878699210314e+01,-1.889325112491826530e+01,-1.912099490518904688e+01
4.200840168033607114e+01,7.550643256622215631e+03,3.473598122867818461e+02,1.104043277607764928e+01,-1.889173610751919341e+01,-1.957649954132309844e+01
4.201840368073614940e+01,7.550454309072710203e+03,3.473614391547791911e+02,1.104074641898480635e+01,-1.889022298389653542e+01,-1.780670659201655326e+01
4.202840568113622766e+01,7.550265376647521407e+03,3.473630617156813969e+02,1.104105971592747437e+01,-1.888871175249209955e+01,-1.821020459528281421e+01
4.203840768153630592e+01,7.550076459327711746e+03,3.473646799738958180e+02,1.104137266711940946e+01,-1.888720241174883085e+01,-2.014169115889603034e+01
4.204840968193639128e+01,7.549887557094361000e+03,3.473662939338249203e+02,1.104168527277422385e+01,-1.888569496011137971e+01,-1.808441937266958988e+01
4.205841168233646954e+01,7.549698669928565323e+03,3.473679035998662243e+02,1.104199753310537702e+01,-1.888418939602570390e+01,-1.852820826753780636e+01
4.206841368273654780e+01,7.549509797811434510e+03,3.473695089764124759e+02,1.104230944832619521e+01,-1.888268571793912542e+01,-2.189923739741665543e+01
4.207841568313662606e+01,7.549320940724098364e+03,3.473711100678513617e+02,1.104262101864985191e+01,-1.888118392430038739e+01,-1.881908533950186424e+01
4.208841768353671142e+01,7.549132098647699422e+03,3.473727068785657934e+02,1.104293224428937670e+01,-1.887968401355982451e+01,-1.637541498871359380e+01
4.209841968393678968e+01,7.548943271563396593e+03,3.473742994129338513e+02,1.104324312545765885e+01,-1.887818598416885152e+01,-2.051975816865430602e+01
4.210842168433686794e+01,7.548754459452366973e+03,3.473758876753286700e+02,1.104355366236743663e+01,-1.887668983458058847e+01,-1.655055612376120067e+01
4.211842368473694620e+01,7.548565662295800394e+03,3.473774716701183820e+02,1.104386385523130976e+01,-1.887519556324951964e+01,-1.733196383265466878e+01
4.212842568513703156e+01,7.548376880074905785e+03,3.473790514016664019e+02,1.104417370426173051e+01,-1.887370316863166408e+01,-1.837597237240009562e+01
4.213842768553710982e+01,7.548188112770906628e+03,3.473806268743311989e+02,1.104448320967100372e+01,-1.887221264918423458e+01,-1.782168039627578793e+01
4.214842968593718808e+01,7.547999360365041866e+03,3.473821980924663535e+02,1.104479237167129213e+01,-1.887072400336586497e+01,-2.031401841580711931e+01
4.215843168633726634e+01,7.547810622838566815e+03,3.473837650604205578e+02,1.104510119047461636e+01,-1.886923722963678074e+01,-1.728695444666682235e+01
4.216843368673735171e+01,7.547621900172754977e+03,3.473853277825375017e+02,1.104540966629284782e+01,-1.886775232645851474e+01,-2.153708326895221603e+01
4.217843568713742997e+01,7.547433192348892590e+03,3.473868862631562706e+02,1.104571779933771403e+01,-1.886626929229419147e+01,-2.093495647321183384e+01
4.218843768753750822e+01,7.547244499348284080e+03,3.473884405066107206e+02,1.104602558982080041e+01,-1.886478812560824281e+01,-1.760681120837627844e+01
4.219843968793758648e+01,7.547055821152247518e+03,3.473899905172301033e+02,1.104633303795354493e+01,-1.886330882486629434e+01,-2.088602144625041390e+01
4.220844168833767185e+01,7.546867157742120980e+03,3.473915362993386680e+02,1.104664014394724170e+01,-1.886183138853567698e+01,-1.465848343768799111e+01
4.221844368873775011e+01,7.546678509099254370e+03,3.473930778572556619e+02,1.104694690801304091e+01,-1.886035581508502901e+01,-1.799496709157370233e+01
4.222844568913782837e+01,7.546489875205016688e+03,3.473946151952957280e+02,1.104725333036194534e+01,-1.885888210298463719e+01,-1.685283019933256554e+01
4.223844768953790663e+01,7.546301256040790577e+03,3.473961483177682794e+02,1.104755941120481744e+01,-1.885741025070575461e+01,-1.672049673744993470e+01
4.224844968993799199e+01,7.546112651587975961e+03,3.473976772289781252e+02,1.104786515075237041e+01,-1.885594025672145335e+01,-1.944121460649666844e+01
4.225845169033807025e+01,7.545924061827990045e+03,3.473992019332250720e+02,1.104817054921517361e+01,-1.885447211950599922e+01,-1.860000115442196034e+01
4.226845369073814851e+01,7.545735486742262765e+03,3.474007224348039813e+02,1.104847560680365604e+01,-1.885300583753536330e+01,-1.769738841397016316e+01
4.227845569113822677e+01,7.545546926312243158e+03,3.474022387380048826e+02,1.104878032372809571e+01,-1.885154140928636934e+01,-1.863033733977123774e+01
4.228845769153831213e+01,7.545358380519393904e+03,3.474037508471130309e+02,1.104908470019863209e+01,-1.885007883323800115e+01,-1.548641366238405404e+01
4.229845969193839039e+01,7.545169849345194962e+03,3.474052587664086218e+02,1.104938873642525365e+01,-1.884861810787015202e+01,-1.656549000262042171e+01
4.230846169233846865e+01,7.544981332771143570e+03,3.474067625001670194e+02,1.104969243261780676e+01,-1.884715923166407947e+01,-1.819037729243463275e+01
4.231846369273854691e+01,7.544792830778750613e+03,3.474082620526586993e+02,1.104999578898599566e+01,-1.884570220310280320e+01,-1.609076676952508222e+01
4.232846569313863228e+01,7.544604343349543342e+03,3.474097574281493053e+02,1.105029880573937717e+01,-1.884424702067053659e+01,-1.847811194008139424e+01
4.233846769353871053e+01,7.544415870465067201e+03,3.474112486308994789e+02,1.105060148308736245e+01,-1.884279368285302780e+01,-1.706363843839644190e+01
4.234846969393878879e+01,7.544227412106880365e+03,3.474127356651650871e+02,1.105090382123921877e+01,-1.884134218813738926e+01,-1.829226366324989428e+01
4.235847169433886705e+01,7.544038968256560111e+03,3.474142185351971079e+02,1.105120582040407129e+01,-1.883989253501209760e+01,-1.915192851859968215e+01
