t,q,n,s,dq_dt,dq_dt_noisy
7.349469893978796620e+01,8.000000000000000444e-01,2.613470767110078197e-01,-4.852238645890630156e-07,0.000000000000000000e+00,-4.474250593665485318e-07
7.351470294058812271e+01,8.000000000000000444e-01,2.613470767110078197e-01,-4.832872679756656677e-07,0.000000000000000000e+00,-7.254141721227786398e-05
7.353470694138827923e+01,8.000000000000000444e-01,2.613470767110078197e-01,-4.813583955225777361e-07,0.000000000000000000e+00,-6.617064235590942888e-05
7.355471094218843575e+01,8.000000000000000444e-01,2.613470767110078197e-01,-4.794372151721916530e-07,0.000000000000000000e+00,-9.660252766782929284e-05
7.357471494298860648e+01,8.000000000000000444e-01,2.613470767110078197e-01,-4.775236949854885922e-07,0.000000000000000000e+00,-4.620218582215781383e-03
7.359471894378876300e+01,8.000000000000000444e-01,2.613470767110078197e-01,-4.756178031420439753e-07,0.000000000000000000e+00,2.669531859687952063e-03
7.361472294458891952e+01,8.000000000000000444e-01,2.613470767110078197e-01,-4.737195079400194776e-07,0.000000000000000000e+00,-1.864941335067890052e-03
7.363472694538907604e+01,8.000000000000000444e-01,2.613470767110078197e-01,-4.718287777961680043e-07,0.000000000000000000e+00,-7.425885088793327416e-04
7.365473094618924677e+01,8.000000000000000444e-01,2.613470767110078197e-01,-4.699455812458315734e-07,0.000000000000000000e+00,-2.375456363350369506e-03
7.367473494698940328e+01,8.000000000000000444e-01,2.613470767110078197e-01,-4.680698869429463444e-07,0.000000000000000000e+00,-6.264378727779065662e-04
7.369473894778955980e+01,8.000000000000000444e-01,2.613470767110078197e-01,-4.662016636600347306e-07,0.000000000000000000e+00,2.926137491615073832e-03
7.371474294858971632e+01,8.000000000000000444e-01,2.613470767110078197e-01,-4.643408802882102694e-07,0.000000000000000000e+00,3.794190328783023178e-03
7.373474694938988705e+01,8.000000000000000444e-01,2.613470767110078197e-01,-4.624875058371758226e-07,0.000000000000000000e+00,9.690489950711108193e-04
7.375475095019004357e+01,8.000000000000000444e-01,2.613470767110078197e-01,-4.606415094352280760e-07,0.000000000000000000e+00,4.870815723590701265e-04
7.377475495099020009e+01,8.000000000000000444e-01,2.613470767110078197e-01,-4.588028603292501280e-07,0.000000000000000000e+00,-1.563485398558213434e-03
7.379475895179035660e+01,8.000000000000000444e-01,2.613470767110078197e-01,-4.569715278847166246e-07,0.000000000000000000e+00,-8.401753147848752207e-04
7.381476295259052733e+01,8.000000000000000444e-01,2.613470767110078197e-01,-4.551474815856908479e-07,0.000000000000000000e+00,7.023150338278775790e-04
7.383476695339068385e+01,8.000000000000000444e-01,2.613470767110078197e-01,-4.533306910348303277e-07,0.000000000000000000e+00,-4.670339473888629966e-04
7.385477095419084037e+01,8.000000000000000444e-01,2.613470767110078197e-01,-4.515211259533789004e-07,0.000000000000000000e+00,-2.963259419587300006e-03
7.387477495499099689e+01,8.000000000000000444e-01,2.613470767110078197e-01,-4.497187561811717382e-07,0.000000000000000000e+00,1.892796119268677537e-04
7.389477895579116762e+01,8.000000000000000444e-01,2.613470767110078197e-01,-4.479235516766330202e-07,0.000000000000000000e+00,-3.135142738233572847e-03
7.391478295659132414e+01,8.000000000000000444e-01,2.613470767110078197e-01,-4.461354825167809081e-07,0.000000000000000000e+00,6.214384549850921619e-03
7.393478695739148066e+01,8.000000000000000444e-01,2.613470767110078197e-01,-4.443545188972199234e-07,0.000000000000000000e+00,9.209334575714150841e-04
7.395479095819163717e+01,8.000000000000000444e-01,2.613470767110078197e-01,-4.425806311321460824e-07,0.000000000000000000e+00,-1.697715239458858806e-03
7.397479495899180790e+01,8.000000000000000444e-01,2.613470767110078197e-01,-4.408137896543442491e-07,0.000000000000000000e+00,1.398571862122530846e-03
7.399479895979196442e+01,8.000000000000000444e-01,2.613470767110078197e-01,-4.390539650151932704e-07,0.000000000000000000e+00,-2.239961302196843019e-03
7.401480296059212094e+01,8.000000000000000444e-01,2.613470767110078197e-01,-4.373011278846584587e-07,0.000000000000000000e+00,-7.575119107789380453e-04
7.403480696139227746e+01,8.000000000000000444e-01,2.613470767110078197e-01,-4.355552490512964623e-07,0.000000000000000000e+00,4.654331642669248814e-03
7.405481096219244819e+01,8.000000000000000444e-01,2.613470767110078197e-01,-4.338162994222527775e-07,0.000000000000000000e+00,3.866399865721148379e-03
7.407481496299260471e+01,8.000000000000000444e-01,2.613470767110078197e-01,-4.320842500232672010e-07,0.000000000000000000e+00,-3.550717532954269801e-03
7.409481896379276122e+01,8.000000000000000444e-01,2.613470767110078197e-01,-4.303590719986656772e-07,0.000000000000000000e+00,-3.349835715780896152e-03
7.411482296459291774e+01,8.000000000000000444e-01,2.613470767110078197e-01,-4.286407360450414817e-07,0.000000000000000000e+00,-1.538246295309243046e-03
7.413482696539308847e+01,8.000000000000000444e-01,2.613470767110078197e-01,-4.269292088697236474e-07,0.000000000000000000e+00,6.762938015313921594e-03
7.415483096619324499e+01,8.000000000000000444e-01,2.613470767110078197e-01,-4.252244638278584327e-07,0.000000000000000000e+00,1.875490372526489530e-04
7.417483496699340151e+01,8.000000000000000444e-01,2.613470767110078197e-01,-4.235264761062898331e-07,0.000000000000000000e+00,7.758490311360692051e-04
7.419483896779355803e+01,8.000000000000000444e-01,2.613470767110078197e-01,-4.218352209512746409e-07,0.000000000000000000e+00,-1.526598685100039954e-03
7.421484296859372876e+01,8.000000000000000444e-01,2.613470767110078197e-01,-4.201506736684800626e-07,0.000000000000000000e+00,3.984207960938387916e-03
7.423484696939388527e+01,8.000000000000000444e-01,2.613470767110078197e-01,-4.184728096229882724e-07,0.000000000000000000e+00,2.894570632983364030e-03
7.425485097019404179e+01,8.000000000000000444e-01,2.613470767110078197e-01,-4.168016042392894762e-07,0.000000000000000000e+00,-5.186620331551920760e-03
7.427485497099419831e+01,8.000000000000000444e-01,2.613470767110078197e-01,-4.151370330012866240e-07,0.000000000000000000e+00,-2.541607645674222836e-03
7.429485897179436904e+01,8.000000000000000444e-01,2.613470767110078197e-01,-4.134790714522929744e-07,0.000000000000000000e+00,-5.495600675126150088e-03
7.431486297259452556e+01,8.000000000000000444e-01,2.613470767110078197e-01,-4.118276951950368591e-07,0.000000000000000000e+00,-3.484362596719678840e-03
7.433486697339468208e+01,8.000000000000000444e-01,2.613470767110078197e-01,-4.101828798916546418e-07,0.000000000000000000e+00,-2.446669056582675451e-03
7.435487097419483860e+01,8.000000000000000444e-01,2.613470767110078197e-01,-4.085446012636954302e-07,0.000000000000000000e+00,-4.011805888753583113e-03
7.437487497499500932e+01,8.000000000000000444e-01,2.613470767110078197e-01,-4.069128350921185347e-07,0.000000000000000000e+00,-1.914986845826134858e-03
7.439487897579516584e+01,8.000000000000000444e-01,2.613470767110078197e-01,-4.052875572172984976e-07,0.000000000000000000e+00,2.073432956148109092e-03
7.441488297659532236e+01,8.000000000000000444e-01,2.613470767110078197e-01,-4.036687435390177876e-07,0.000000000000000000e+00,3.379537603555938467e-03
7.443488697739547888e+01,8.000000000000000444e-01,2.613470767110078197e-01,-4.020563700164715641e-07,0.000000000000000000e+00,3.373343389470373271e-04
7.445489097819564961e+01,8.000000000000000444e-01,2.613470767110078197e-01,-4.004504126682654541e-07,0.000000000000000000e+00,2.181018605150709770e-03
7.447489497899580613e+01,8.000000000000000444e-01,2.613470767110078197e-01,-3.988508475724199457e-07,0.000000000000000000e+00,-4.071434542778141520e-03
7.449489897979596265e+01,8.000000000000000444e-01,2.613470767110078197e-01,-3.972576508663637185e-07,0.000000000000000000e+00,4.420637539203725770e-03
7.451490298059611916e+01,8.000000000000000444e-01,2.613470767110078197e-01,-3.956707987469381424e-07,0.000000000000000000e+00,6.882071071423182494e-03
7.453490698139627568e+01,8.000000000000000444e-01,2.613470767110078197e-01,-3.940902674703960079e-07,0.000000000000000000e+00,-4.369533030920829688e-04
7.455491098219644641e+01,8.000000000000000444e-01,2.613470767110078197e-01,-3.925160333524005730e-07,0.000000000000000000e+00,1.714535284010367195e-03
7.457491498299660293e+01,8.000000000000000444e-01,2.613470767110078197e-01,-3.909480727680300099e-07,0.000000000000000000e+00,1.067582946575302161e-03
7.459491898379675945e+01,8.000000000000000444e-01,2.613470767110078197e-01,-3.893863621517706816e-07,0.000000000000000000e+00,-6.513734550911910032e-03
7.461492298459691597e+01,8.000000000000000444e-01,2.613470767110078197e-01,-3.878308779975215365e-07,0.000000000000000000e+00,3.054405926591632903e-03
7.463492698539708670e+01,8.000000000000000444e-01,2.613470767110078197e-01,-3.862815968585920431e-07,0.000000000000000000e+00,1.432463601774909123e-03
7.465493098619724321e+01,8.000000000000000444e-01,2.613470767110078197e-01,-3.847384953477063725e-07,0.000000000000000000e+00,-4.866559639952998916e-03
7.467493498699739973e+01,8.000000000000000444e-01,2.613470767110078197e-01,-3.832015501369970985e-07,0.000000000000000000e+00,-1.264065331100057291e-03
7.469493898779755625e+01,8.000000000000000444e-01,2.613470767110078197e-01,-3.816707379580093271e-07,0.000000000000000000e+00,3.473755653931989533e-03
7.471494298859772698e+01,8.000000000000000444e-01,2.613470767110078197e-01,-3.801460356016986315e-07,0.000000000000000000e+00,1.720920189854136233e-03
7.473494698939788350e+01,8.000000000000000444e-01,2.613470767110078197e-01,-3.786274199184352877e-07,0.000000000000000000e+00,-4.139028103741733411e-03
7.475495099019804002e+01,8.000000000000000444e-01,2.613470767110078197e-01,-3.771148678179980272e-07,0.000000000000000000e+00,-1.725028715456145478e-03
7.477495499099819654e+01,8.000000000000000444e-01,2.613470767110078197e-01,-3.756083562695780079e-07,0.000000000000000000e+00,-2.075052707144939366e-03
7.479495899179836726e+01,8.000000000000000444e-01,2.613470767110078197e-01,-3.741078623017770666e-07,0.000000000000000000e+00,4.512046017653515502e-04
7.481496299259852378e+01,8.000000000000000444e-01,2.613470767110078197e-01,-3.726133630026115310e-07,0.000000000000000000e+00,-2.127057313649516855e-03
7.483496699339868030e+01,8.000000000000000444e-01,2.613470767110078197e-01,-3.711248355195062904e-07,0.000000000000000000e+00,1.358858283107862029e-04
7.485497099419883682e+01,8.000000000000000444e-01,2.613470767110078197e-01,-3.696422570592986604e-07,0.000000000000000000e+00,-5.315196960081696549e-04
7.487497499499900755e+01,8.000000000000000444e-01,2.613470767110078197e-01,-3.681656048882365297e-07,0.000000000000000000e+00,-4.460787616758292787e-03
7.489497899579916407e+01,8.000000000000000444e-01,2.613470767110078197e-01,-3.666948563319824896e-07,0.000000000000000000e+00,1.211692872329882915e-03
7.491498299659932059e+01,8.000000000000000444e-01,2.613470767110078197e-01,-3.652299887756073753e-07,0.000000000000000000e+00,7.619269930151246735e-04
7.493498699739947710e+01,8.000000000000000444e-01,2.613470767110078197e-01,-3.637709796635948190e-07,0.000000000000000000e+00,-2.072634308375055807e-03
7.495499099819964783e+01,8.000000000000000444e-01,2.613470767110078197e-01,-3.623178064998388140e-07,0.000000000000000000e+00,2.211888027037026659e-03
7.497499499899980435e+01,8.000000000000000444e-01,2.613470767110078197e-01,-3.608704468476478978e-07,0.000000000000000000e+00,6.864807708239003582e-03
7.499499899979996087e+01,8.000000000000000444e-01,2.613470767110078197e-01,-3.594288783297392751e-07,0.000000000000000000e+00,-4.775876183663164617e-03
7.501500300060011739e+01,8.000000000000000444e-01,2.613470767110078197e-01,-3.579930786282425767e-07,0.000000000000000000e+00,6.422298208470089828e-04
7.503500700140028812e+01,8.000000000000000444e-01,2.613470767110078197e-01,-3.565630254846979010e-07,0.000000000000000000e+00,2.499557823749954440e-03
7.505501100220044464e+01,8.000000000000000444e-01,2.613470767110078197e-01,-3.551386967000601018e-07,0.000000000000000000e+00,8.131980290801791580e-05
7.507501500300060115e+01,8.000000000000000444e-01,2.613470767110078197e-01,-3.537200701346922769e-07,0.000000000000000000e+00,-1.760135556875755489e-03
7.509501900380075767e+01,8.000000000000000444e-01,2.613470767110078197e-01,-3.523071237083703738e-07,0.000000000000000000e+00,6.590451772396060948e-03
7.511502300460092840e+01,8.000000000000000444e-01,2.613470767110078197e-01,-3.508998354002805955e-07,0.000000000000000000e+00,-1.527101678837805739e-03
7.513502700540108492e+01,8.000000000000000444e-01,2.613470767110078197e-01,-3.494981832490238477e-07,0.000000000000000000e+00,-4.104433284030915862e-04
7.515503100620124144e+01,8.000000000000000444e-01,2.613470767110078197e-01,-3.481021453526093859e-07,0.000000000000000000e+00,-1.983031664886223018e-03
7.517503500700139796e+01,8.000000000000000444e-01,2.613470767110078197e-01,-3.467116998684592624e-07,0.000000000000000000e+00,3.636155092541125660e-03
7.519503900780156869e+01,8.000000000000000444e-01,2.613470767110078197e-01,-3.453268250134059967e-07,0.000000000000000000e+00,-6.450507853315560862e-03
7.521504300860172521e+01,8.000000000000000444e-01,2.613470767110078197e-01,-3.439474990636963346e-07,0.000000000000000000e+00,-2.710089922171535475e-03
7.523504700940188172e+01,8.000000000000000444e-01,2.613470767110078197e-01,-3.425737003549859541e-07,0.000000000000000000e+00,-1.391746720294126339e-03
7.525505101020203824e+01,8.000000000000000444e-01,2.613470767110078197e-01,-3.412054072823428003e-07,0.000000000000000000e+00,9.290376605407031510e-04
7.527505501100220897e+01,8.000000000000000444e-01,2.613470767110078197e-01,-3.398425983002456036e-07,0.000000000000000000e+00,1.020722506661073288e-03
7.529505901180236549e+01,8.000000000000000444e-01,2.613470767110078197e-01,-3.384852519225873734e-07,0.000000000000000000e+00,2.962269701922517085e-03
7.531506301260252201e+01,8.000000000000000444e-01,2.613470767110078197e-01,-3.371333467226697334e-07,0.000000000000000000e+00,-3.877379495256059062e-04
7.533506701340267853e+01,8.000000000000000444e-01,2.613470767110078197e-01,-3.357868613332069455e-07,0.000000000000000000e+00,-2.226468680336600534e-03
7.535507101420284926e+01,8.000000000000000444e-01,2.613470767110078197e-01,-3.344457744463236860e-07,0.000000000000000000e+00,-2.067163695936316504e-04
7.537507501500300577e+01,8.000000000000000444e-01,2.613470767110078197e-01,-3.331100648135591219e-07,0.000000000000000000e+00,-2.632509613133137902e-03
7.539507901580316229e+01,8.000000000000000444e-01,2.613470767110078197e-01,-3.317797112458611936e-07,0.000000000000000000e+00,-1.625484095623990670e-03
7.541508301660331881e+01,8.000000000000000444e-01,2.613470767110078197e-01,-3.304546926135900560e-07,0.000000000000000000e+00,-1.454930978188979582e-03
7.543508701740348954e+01,8.000000000000000444e-01,2.613470767110078197e-01,-3.291349878465166489e-07,0.000000000000000000e+00,9.037212634394003021e-04
7.545509101820364606e+01,8.000000000000000444e-01,2.613470767110078197e-01,-3.278205759338263500e-07,0.000000000000000000e+00,2.486756240723615643e-03
7.547509501900380258e+01,8.000000000000000444e-01,2.613470767110078197e-01,-3.265114359241129927e-07,0.000000000000000000e+00,-3.324297582888149135e-03
7.549509901980395910e+01,8.000000000000000444e-01,2.613470767110078197e-01,-3.252075469253831015e-07,0.000000000000000000e+00,-1.803761023520606549e-03
7.551510302060412982e+01,8.000000000000000444e-01,2.613470767110078197e-01,-3.239088881050537208e-07,0.000000000000000000e+00,-8.876346128689293724e-05
7.553510702140428634e+01,8.000000000000000444e-01,2.613470767110078197e-01,-3.226154386899561744e-07,0.000000000000000000e+00,2.724460103427729164e-05
7.555511102220444286e+01,8.000000000000000444e-01,2.613470767110078197e-01,-3.213271779663305593e-07,0.000000000000000000e+00,-7.788632165556970671e-04
7.557511502300459938e+01,8.000000000000000444e-01,2.613470767110078197e-01,-3.200440852798295575e-07,0.000000000000000000e+00,1.718393353930664858e-03
7.559511902380477011e+01,8.000000000000000444e-01,2.613470767110078197e-01,-3.187661400355162656e-07,0.000000000000000000e+00,-6.675615249692439662e-04
7.561512302460492663e+01,8.000000000000000444e-01,2.613470767110078197e-01,-3.174933216978682178e-07,0.000000000000000000e+00,-5.252031831546861637e-03
7.563512702540508315e+01,8.000000000000000444e-01,2.613470767110078197e-01,-3.162256097907716689e-07,0.000000000000000000e+00,3.934343305179469237e-03
7.565513102620523966e+01,8.000000000000000444e-01,2.613470767110078197e-01,-3.149629838975252998e-07,0.000000000000000000e+00,-3.766610259375805219e-03
7.567513502700541039e+01,8.000000000000000444e-01,2.613470767110078197e-01,-3.137054236608384177e-07,0.000000000000000000e+00,4.891787452781687882e-03
7.569513902780556691e+01,8.000000000000000444e-01,2.613470767110078197e-01,-3.124529087828347146e-07,0.000000000000000000e+00,7.730949061982660521e-04
7.571514302860572343e+01,8.000000000000000444e-01,2.613470767110078197e-01,-3.112054190250464972e-07,0.000000000000000000e+00,9.611024383696611289e-04
7.573514702940587995e+01,8.000000000000000444e-01,2.613470767110078197e-01,-3.099629342084187099e-07,0.000000000000000000e+00,-4.413913126528867456e-03
7.575515103020605068e+01,8.000000000000000444e-01,2.613470767110078197e-01,-3.087254342133066588e-07,0.000000000000000000e+00,8.017047686056575067e-04
7.577515503100620720e+01,8.000000000000000444e-01,2.613470767110078197e-01,-3.074928989794801936e-07,0.000000000000000000e+00,-6.290715097424150887e-04
7.579515903180636371e+01,8.000000000000000444e-01,2.613470767110078197e-01,-3.062653085061178317e-07,0.000000000000000000e+00,-2.528682024101860677e-03
7.581516303260652023e+01,8.000000000000000444e-01,2.613470767110078197e-01,-3.050426428518105693e-07,0.000000000000000000e+00,1.634535482077030099e-03
7.583516703340669096e+01,8.000000000000000444e-01,2.613470767110078197e-01,-3.038248821345599762e-07,0.000000000000000000e+00,2.234746097511156829e-03
7.585517103420684748e+01,8.000000000000000444e-01,2.613470767110078197e-01,-3.026120065317818480e-07,0.000000000000000000e+00,3.550227722885587311e-03
7.587517503500700400e+01,8.000000000000000444e-01,2.613470767110078197e-01,-3.014039962803009128e-07,0.000000000000000000e+00,-3.673199183817046475e-03
7.589517903580716052e+01,8.000000000000000444e-01,2.613470767110078197e-01,-3.002008316763542715e-07,0.000000000000000000e+00,-2.363051763546231143e-03
7.591518303660733125e+01,8.000000000000000444e-01,2.613470767110078197e-01,-2.990024930755897045e-07,0.000000000000000000e+00,4.148643499347414582e-03
7.593518703740748776e+01,8.000000000000000444e-01,2.613470767110078197e-01,-2.978089608930692183e-07,0.000000000000000000e+00,1.567943801491705497e-03
7.595519103820764428e+01,8.000000000000000444e-01,2.613470767110078197e-01,-2.966202156032634337e-07,0.000000000000000000e+00,2.423559778952827631e-03
7.597519503900780080e+01,8.000000000000000444e-01,2.613470767110078197e-01,-2.954362377400557155e-07,0.000000000000000000e+00,-1.561513075895330435e-03
7.599519903980797153e+01,8.000000000000000444e-01,2.613470767110078197e-01,-2.942570078967400018e-07,0.000000000000000000e+00,1.063594963415853993e-03
7.601520304060812805e+01,8.000000000000000444e-01,2.613470767110078197e-01,-2.930825067260242977e-07,0.000000000000000000e+00,2.448793230445872344e-03
7.603520704140828457e+01,8.000000000000000444e-01,2.613470767110078197e-01,-2.919127149400255409e-07,0.000000000000000000e+00,-3.632781401063041142e-03
7.605521104220844109e+01,8.000000000000000444e-01,2.613470767110078197e-01,-2.907476133102730949e-07,0.000000000000000000e+00,-2.008576471967020351e-03
7.607521504300861181e+01,8.000000000000000444e-01,2.613470767110078197e-01,-2.895871826677071084e-07,0.000000000000000000e+00,7.682031016827466042e-04
7.609521904380876833e+01,8.000000000000000444e-01,2.613470767110078197e-01,-2.884314039026816916e-07,0.000000000000000000e+00,4.132824762475508298e-03
7.611522304460892485e+01,8.000000000000000444e-01,2.613470767110078197e-01,-2.872802579649599395e-07,0.000000000000000000e+00,-1.234097268396414223e-03
7.613522704540908137e+01,8.000000000000000444e-01,2.613470767110078197e-01,-2.861337258637173206e-07,0.000000000000000000e+00,2.027254100333055267e-03
7.615523104620925210e+01,8.000000000000000444e-01,2.613470767110078197e-01,-2.849917886675400884e-07,0.000000000000000000e+00,-2.449181643484786650e-03
7.617523504700940862e+01,8.000000000000000444e-01,2.613470767110078197e-01,-2.838544275044284578e-07,0.000000000000000000e+00,-3.490852862425476971e-03
7.619523904780956514e+01,8.000000000000000444e-01,2.613470767110078197e-01,-2.827216235617917875e-07,0.000000000000000000e+00,1.917339462950559724e-03
7.621524304860972165e+01,8.000000000000000444e-01,2.613470767110078197e-01,-2.815933580864514920e-07,0.000000000000000000e+00,-2.985696643886373396e-03
7.623524704940989238e+01,8.000000000000000444e-01,2.613470767110078197e-01,-2.804696123846401940e-07,0.000000000000000000e+00,1.744754476599933021e-04
7.625525105021004890e+01,8.000000000000000444e-01,2.613470767110078197e-01,-2.793503678220041076e-07,0.000000000000000000e+00,-1.600452511716586677e-03
7.627525505101020542e+01,8.000000000000000444e-01,2.613470767110078197e-01,-2.782356058235986432e-07,0.000000000000000000e+00,1.589439529064068813e-03
7.629525905181036194e+01,8.000000000000000444e-01,2.613470767110078197e-01,-2.771253078738915847e-07,0.000000000000000000e+00,-3.687949917589708037e-03
7.631526305261053267e+01,8.000000000000000444e-01,2.613470767110078197e-01,-2.760194555167613951e-07,0.000000000000000000e+00,-4.102040120734952791e-03
7.633526705341068919e+01,8.000000000000000444e-01,2.613470767110078197e-01,-2.749180303555005519e-07,0.000000000000000000e+00,-4.150317958299690191e-03
7.635527105421084570e+01,8.000000000000000444e-01,2.613470767110078197e-01,-2.738210140528106763e-07,0.000000000000000000e+00,-5.448432572775644203e-04
7.637527505501100222e+01,8.000000000000000444e-01,2.613470767110078197e-01,-2.727283883308055511e-07,0.000000000000000000e+00,3.840188576296422931e-03
7.639527905581115874e+01,8.000000000000000444e-01,2.613470767110078197e-01,-2.716401349710107499e-07,0.000000000000000000e+00,2.482835099029991749e-03
7.641528305661132947e+01,8.000000000000000444e-01,2.613470767110078197e-01,-2.705562358143623667e-07,0.000000000000000000e+00,6.151446845393438063e-04
7.643528705741148599e+01,8.000000000000000444e-01,2.613470767110078197e-01,-2.694766727612105098e-07,0.000000000000000000e+00,-3.780257097558312965e-04
7.645529105821164251e+01,8.000000000000000444e-01,2.613470767110078197e-01,-2.684014277713143787e-07,0.000000000000000000e+00,3.633439476742825799e-03
7.647529505901179903e+01,8.000000000000000444e-01,2.613470767110078197e-01,-2.673304828638455458e-07,0.000000000000000000e+00,-2.670140169145130186e-04
7.649529905981196976e+01,8.000000000000000444e-01,2.613470767110078197e-01,-2.662638201173864217e-07,0.000000000000000000e+00,3.114512735571562697e-03
7.651530306061212627e+01,8.000000000000000444e-01,2.613470767110078197e-01,-2.652014216699331136e-07,0.000000000000000000e+00,4.042491950069307567e-03
7.653530706141228279e+01,8.000000000000000444e-01,2.613470767110078197e-01,-2.641432697188910316e-07,0.000000000000000000e+00,2.033571973361624017e-03
7.655531106221243931e+01,8.000000000000000444e-01,2.613470767110078197e-01,-2.630893465210779058e-07,0.000000000000000000e+00,1.195977422686780953e-03
7.657531506301261004e+01,8.000000000000000444e-01,2.613470767110078197e-01,-2.620396343927221458e-07,0.000000000000000000e+00,1.170812279190293305e-03
7.659531906381276656e+01,8.000000000000000444e-01,2.613470767110078197e-01,-2.609941157094660694e-07,0.000000000000000000e+00,-2.250457320193248196e-04
7.661532306461292308e+01,8.000000000000000444e-01,2.613470767110078197e-01,-2.599527729063612974e-07,0.000000000000000000e+00,8.473766225518215628e-04
7.663532706541307959e+01,8.000000000000000444e-01,2.613470767110078197e-01,-2.589155884778716117e-07,0.000000000000000000e+00,-2.586453938312745487e-03
7.665533106621325032e+01,8.000000000000000444e-01,2.613470767110078197e-01,-2.578825449778714737e-07,0.000000000000000000e+00,-2.481531525851529783e-03
7.667533506701340684e+01,8.000000000000000444e-01,2.613470767110078197e-01,-2.568536250196495178e-07,0.000000000000000000e+00,4.638927024140942872e-03
7.669533906781356336e+01,8.000000000000000444e-01,2.613470767110078197e-01,-2.558288112759033636e-07,0.000000000000000000e+00,-3.546286209773739126e-04
7.671534306861371988e+01,8.000000000000000444e-01,2.613470767110078197e-01,-2.548080864787428980e-07,0.000000000000000000e+00,-4.999835261645420824e-03
7.673534706941389061e+01,8.000000000000000444e-01,2.613470767110078197e-01,-2.537914334196888988e-07,0.000000000000000000e+00,4.006215273963254463e-03
7.675535107021404713e+01,8.000000000000000444e-01,2.613470767110078197e-01,-2.527788349496759464e-07,0.000000000000000000e+00,4.007267094005589891e-03
7.677535507101420365e+01,8.000000000000000444e-01,2.613470767110078197e-01,-2.517702739790478181e-07,0.000000000000000000e+00,1.328265614922364245e-03
7.679535907181436016e+01,8.000000000000000444e-01,2.613470767110078197e-01,-2.507657334775605584e-07,0.000000000000000000e+00,-3.646787573856822163e-03
7.681536307261453089e+01,8.000000000000000444e-01,2.613470767110078197e-01,-2.497651964743812088e-07,0.000000000000000000e+00,5.728342532545636911e-03
7.683536707341468741e+01,8.000000000000000444e-01,2.613470767110078197e-01,-2.487686460580902958e-07,0.000000000000000000e+00,3.200008754580851641e-03
7.685537107421484393e+01,8.000000000000000444e-01,2.613470767110078197e-01,-2.477760653766777541e-07,0.000000000000000000e+00,3.640618549677763355e-03
7.687537507501500045e+01,8.000000000000000444e-01,2.613470767110078197e-01,-2.467874376375458922e-07,0.000000000000000000e+00,-7.305853829774407344e-04
7.689537907581517118e+01,8.000000000000000444e-01,2.613470767110078197e-01,-2.458027461075076973e-07,0.000000000000000000e+00,1.231697005272641612e-03
7.691538307661532770e+01,8.000000000000000444e-01,2.613470767110078197e-01,-2.448219741127900124e-07,0.000000000000000000e+00,-8.136309334930466163e-04
7.693538707741548421e+01,8.000000000000000444e-01,2.613470767110078197e-01,-2.438451050390287713e-07,0.000000000000000000e+00,-7.008430300259484548e-04
7.695539107821564073e+01,8.000000000000000444e-01,2.613470767110078197e-01,-2.428721223312724930e-07,0.000000000000000000e+00,-3.451658699552946196e-03
7.697539507901581146e+01,8.000000000000000444e-01,2.613470767110078197e-01,-2.419030094939803754e-07,0.000000000000000000e+00,-2.318546047506594900e-03
7.699539907981596798e+01,8.000000000000000444e-01,2.613470767110078197e-01,-2.409377500910251545e-07,0.000000000000000000e+00,-1.510006504465415123e-03
7.701540308061612450e+01,8.000000000000000444e-01,2.613470767110078197e-01,-2.399763277456890808e-07,0.000000000000000000e+00,1.044962887125987336e-04
7.703540708141628102e+01,8.000000000000000444e-01,2.613470767110078197e-01,-2.390187261406667249e-07,0.000000000000000000e+00,2.901644176709726811e-03
7.705541108221645175e+01,8.000000000000000444e-01,2.613470767110078197e-01,-2.380649290180634426e-07,0.000000000000000000e+00,1.628030487478323478e-03
7.707541508301660826e+01,8.000000000000000444e-01,2.613470767110078197e-01,-2.371149201793980746e-07,0.000000000000000000e+00,-5.334064627164479544e-03
7.709541908381676478e+01,8.000000000000000444e-01,2.613470767110078197e-01,-2.361686834855991085e-07,0.000000000000000000e+00,3.044150622784890306e-03
7.711542308461692130e+01,8.000000000000000444e-01,2.613470767110078197e-01,-2.352262028570071404e-07,0.000000000000000000e+00,-4.469465731235171095e-03
7.713542708541709203e+01,8.000000000000000444e-01,2.613470767110078197e-01,-2.342874622733737101e-07,0.000000000000000000e+00,1.413343074789375061e-03
7.715543108621724855e+01,8.000000000000000444e-01,2.613470767110078197e-01,-2.333524457738637368e-07,0.000000000000000000e+00,-6.035079216534047254e-04
7.717543508701740507e+01,8.000000000000000444e-01,2.613470767110078197e-01,-2.324211374570519187e-07,0.000000000000000000e+00,1.693447184011324838e-04
7.719543908781756159e+01,8.000000000000000444e-01,2.613470767110078197e-01,-2.314935214809249036e-07,0.000000000000000000e+00,-1.441970741003625314e-03
7.721544308861773231e+01,8.000000000000000444e-01,2.613470767110078197e-01,-2.305695820628804422e-07,0.000000000000000000e+00,-3.150385029741712469e-03
7.723544708941788883e+01,8.000000000000000444e-01,2.613470767110078197e-01,-2.296493034797296377e-07,0.000000000000000000e+00,4.761086936906110297e-03
7.725545109021804535e+01,8.000000000000000444e-01,2.613470767110078197e-01,-2.287326700676930813e-07,0.000000000000000000e+00,-7.261724208998504917e-03
7.727545509101820187e+01,8.000000000000000444e-01,2.613470767110078197e-01,-2.278196662224037905e-07,0.000000000000000000e+00,-2.663815411682039086e-03
