t,V_C,dielectric_absorption_voltage,secondary_dielectric_absorption_voltage,resistor_temperature_rise,dV_C_dt
3.522704540908182247e-02,3.773822189278324135e-01,7.243733370312466224e-01,3.786600937371515041e+00,7.163983874929460115e-03,-3.637091537885275017e+01
3.523704740948190028e-02,3.770186141599922713e-01,7.236795462574946436e-01,3.784896322365689958e+00,7.163990939966661219e-03,-3.633549654414991181e+01
3.524704940988197810e-02,3.766553634712387355e-01,7.229864156753667004e-01,3.783192377924077920e+00,7.163997977590150397e-03,-3.630011247176146583e+01
3.525705141028206285e-02,3.762924665146068492e-01,7.222939446733626090e-01,3.781489103887995196e+00,7.164004987852814164e-03,-3.626476312741963426e+01
3.526705341068214067e-02,3.759299229434540646e-01,7.216021326404896685e-01,3.779786500098681667e+00,7.164011970807444493e-03,-3.622944847688869885e+01
3.527705541108221848e-02,3.755677324114590210e-01,7.209109789662597745e-01,3.778084566397291510e+00,7.164018926506741415e-03,-3.619416848596490155e+01
3.528705741148230324e-02,3.752058945726219896e-01,7.202204830406913061e-01,3.776383302624899407e+00,7.164025855003310420e-03,-3.615892312047645163e+01
3.529705941188238105e-02,3.748444090812660390e-01,7.195306442543101255e-01,3.774682708622502325e+00,7.164032756349665923e-03,-3.612371234628361805e+01
3.530706141228245887e-02,3.744832755920349809e-01,7.188414619981469134e-01,3.772982784231012854e+00,7.164039630598226932e-03,-3.608853612927862997e+01
3.531706341268254362e-02,3.741224937598946476e-01,7.181529356637385009e-01,3.771283529291263203e+00,7.164046477801321380e-03,-3.605339443538564126e+01
3.532706541308262144e-02,3.737620632401332799e-01,7.174650646431294243e-01,3.769584943644007424e+00,7.164053298011181792e-03,-3.601828723056095072e+01
3.533706741348269925e-02,3.734019836883603061e-01,7.167778483288689273e-01,3.767887027129916522e+00,7.164060091279949617e-03,-3.598321448079273921e+01
3.534706941388278401e-02,3.730422547605067862e-01,7.160912861140125152e-01,3.766189779589579789e+00,7.164066857659670898e-03,-3.594817615210116912e+01
3.535707141428286182e-02,3.726828761128265222e-01,7.154053773921231763e-01,3.764493200863510136e+00,7.164073597202301469e-03,-3.591317221053847675e+01
3.536707341468293964e-02,3.723238474018941702e-01,7.147201215572689392e-01,3.762797290792134763e+00,7.164080309959700889e-03,-3.587820262218882306e+01
3.537707541508302439e-02,3.719651682846062402e-01,7.140355180040237615e-01,3.761102049215802268e+00,7.164086995983637643e-03,-3.584326735316837897e+01
3.538707741548310221e-02,3.716068384181818729e-01,7.133515661274694164e-01,3.759407475974781754e+00,7.164093655325786542e-03,-3.580836636962535380e+01
3.539707941588318002e-02,3.712488574601612301e-01,7.126682653231923847e-01,3.757713570909259282e+00,7.164100288037728720e-03,-3.577349963773989572e+01
3.540708141628326477e-02,3.708912250684061607e-01,7.119856149872854090e-01,3.756020333859340088e+00,7.164106894170952505e-03,-3.573866712372412024e+01
3.541708341668334259e-02,3.705339409011011442e-01,7.113036145163487145e-01,3.754327764665052136e+00,7.164113473776853418e-03,-3.570386879382223100e+01
3.542708541708342040e-02,3.701770046167517370e-01,7.106222633074874562e-01,3.752635863166339014e+00,7.164120026906733302e-03,-3.566910461431035628e+01
3.543708741748349822e-02,3.698204158741855152e-01,7.099415607583133836e-01,3.750944629203064373e+00,7.164126553611800327e-03,-3.563437455149661304e+01
3.544708941788358297e-02,3.694641743325515204e-01,7.092615062669439530e-01,3.749254062615010596e+00,7.164133053943170723e-03,-3.559967857172109973e+01
3.545709141828366079e-02,3.691082796513214803e-01,7.085820992320044365e-01,3.747564163241881907e+00,7.164139527951867044e-03,-3.556501664135598872e+01
3.546709341868373860e-02,3.687527314902880327e-01,7.079033390526245917e-01,3.745874930923299484e+00,7.164145975688818169e-03,-3.553038872680535576e+01
3.547709541908382336e-02,3.683975295095657798e-01,7.072252251284405489e-01,3.744186365498802793e+00,7.164152397204861036e-03,-3.549579479450530783e+01
3.548709741948390117e-02,3.680426733695916219e-01,7.065477568595960323e-01,3.742498466807854474e+00,7.164158792550737176e-03,-3.546123481092392637e+01
3.549709941988397899e-02,3.676881627311238132e-01,7.058709336467395845e-01,3.740811234689832787e+00,7.164165161777097043e-03,-3.542670874256131697e+01
3.550710142028406374e-02,3.673339972552421284e-01,7.051947548910260100e-01,3.739124668984035171e+00,7.164171504934498287e-03,-3.539221655594950278e+01
3.551710342068414156e-02,3.669801766033490842e-01,7.045192199941174849e-01,3.737438769529681348e+00,7.164177822073402278e-03,-3.535775821765261639e+01
3.552710542108421937e-02,3.666267004371681071e-01,7.038443283581812260e-01,3.735753536165907995e+00,7.164184113244181050e-03,-3.532333369426667247e+01
3.553710742148430413e-02,3.662735684187444773e-01,7.031700793858906007e-01,3.734068968731770521e+00,7.164190378497111225e-03,-3.528894295241968138e+01
3.554710942188438194e-02,3.659207802104461060e-01,7.024964724804264593e-01,3.732385067066245732e+00,7.164196617882375752e-03,-3.525458595877177004e+01
3.555711142228445976e-02,3.655683354749617586e-01,7.018235070454744706e-01,3.730701831008228719e+00,7.164202831450067373e-03,-3.522026268001489768e+01
3.556711342268454451e-02,3.652162338753021653e-01,7.011511824852267871e-01,3.729019260396531088e+00,7.164209019250181686e-03,-3.518597308287308323e+01
3.557711542308462233e-02,3.648644750748005205e-01,7.004794982043828222e-01,3.727337355069889391e+00,7.164215181332624083e-03,-3.515171713410236976e+01
3.558711742348470014e-02,3.645130587371111508e-01,6.998084536081468077e-01,3.725656114866954471e+00,7.164221317747205414e-03,-3.511749480049074634e+01
3.559711942388478489e-02,3.641619845262100141e-01,6.991380481022295701e-01,3.723975539626297682e+00,7.164227428543643722e-03,-3.508330604885815518e+01
3.560712142428486271e-02,3.638112521063957550e-01,6.984682810928489749e-01,3.722295629186411769e+00,7.164233513771565108e-03,-3.504915084605663367e+01
3.561712342468494052e-02,3.634608611422880942e-01,6.977991519867281500e-01,3.720616383385705994e+00,7.164239573480499397e-03,-3.501502915897012969e+01
3.562712542508502528e-02,3.631108112988283843e-01,6.971306601910961520e-01,3.718937802062508791e+00,7.164245607719886208e-03,-3.498094095451458685e+01
3.563712742548510309e-02,3.627611022412806641e-01,6.964628051136898534e-01,3.717259885055071322e+00,7.164251616539071485e-03,-3.494688619963796583e+01
3.564712942588518091e-02,3.624117336352299934e-01,6.957955861627507232e-01,3.715582632201560376e+00,7.164257599987306629e-03,-3.491286486132021594e+01
3.565713142628525872e-02,3.620627051465834523e-01,6.951290027470269361e-01,3.713906043340063245e+00,7.164263558113750235e-03,-3.487887690657323247e+01
3.566713342668534348e-02,3.617140164415696968e-01,6.944630542757725955e-01,3.712230118308585070e+00,7.164269490967468956e-03,-3.484492230244093491e+01
3.567713542708542129e-02,3.613656671867398473e-01,6.937977401587491766e-01,3.710554856945054159e+00,7.164275398597435771e-03,-3.481100101599927399e+01
3.568713742748549911e-02,3.610176570489662118e-01,6.931330598062230841e-01,3.708880259087314002e+00,7.164281281052529114e-03,-3.477711301435609670e+01
3.569713942788558386e-02,3.606699856954427852e-01,6.924690126289668735e-01,3.707206324573128153e+00,7.164287138381536350e-03,-3.474325826465128841e+01
3.570714142828566168e-02,3.603226527936860824e-01,6.918055980382606940e-01,3.705533053240182007e+00,7.164292970633150300e-03,-3.470943673405673735e+01
3.571714342868573949e-02,3.599756580115338056e-01,6.911428154458895134e-01,3.703860444926077022e+00,7.164298777855970975e-03,-3.467564838977633457e+01
3.572714542908582425e-02,3.596290010171453444e-01,6.904806642641445613e-01,3.702188499468333838e+00,7.164304560098505581e-03,-3.464189319904584607e+01
3.573714742948590206e-02,3.592826814790026635e-01,6.898191439058246610e-01,3.700517216704396706e+00,7.164310317409166781e-03,-3.460817112913318283e+01
3.574714942988597988e-02,3.589366990659087486e-01,6.891582537842333434e-01,3.698846596471623727e+00,7.164316049836276165e-03,-3.457448214733813785e+01
3.575715143028606463e-02,3.585910534469884947e-01,6.884979933131802898e-01,3.697176638607294397e+00,7.164321757428060780e-03,-3.454082622099253541e+01
3.576715343068614245e-02,3.582457442916890944e-01,6.878383619069831090e-01,3.695507342948609608e+00,7.164327440232654866e-03,-3.450720331746017422e+01
3.577715543108622026e-02,3.579007712697790944e-01,6.871793589804637836e-01,3.693838709332685877e+00,7.164333098298098987e-03,-3.447361340413687714e+01
3.578715743148630501e-02,3.575561340513486175e-01,6.865209839489507804e-01,3.692170737596560226e+00,7.164338731672341767e-03,-3.444005644845034908e+01
3.579715943188638283e-02,3.572118323068104173e-01,6.858632362282801598e-01,3.690503427577191076e+00,7.164344340403236422e-03,-3.440653241786043282e+01
3.580716143228646065e-02,3.568678657068982685e-01,6.852061152347926898e-01,3.688836779111452913e+00,7.164349924538545959e-03,-3.437304127985883184e+01
3.581716343268654540e-02,3.565242339226677992e-01,6.845496203853354000e-01,3.687170792036139844e+00,7.164355484125937978e-03,-3.433958300196929514e+01
3.582716543308662321e-02,3.561809366254971021e-01,6.838937510972628031e-01,3.685505466187968704e+00,7.164361019212988138e-03,-3.430615755174760295e+01
3.583716743348670103e-02,3.558379734870854016e-01,6.832385067884343410e-01,3.683840801403571952e+00,7.164366529847177555e-03,-3.427276489678141047e+01
3.584716943388678578e-02,3.554953441794536650e-01,6.825838868772156065e-01,3.682176797519500777e+00,7.164372016075895404e-03,-3.423940500469043258e+01
3.585717143428686360e-02,3.551530483749453238e-01,6.819298907824798972e-01,3.680513454372229543e+00,7.164377477946438054e-03,-3.420607784312641542e+01
3.586717343468694141e-02,3.548110857462251078e-01,6.812765179236052182e-01,3.678850771798149122e+00,7.164382915506007331e-03,-3.417278337977298719e+01
3.587717543508701923e-02,3.544694559662794342e-01,6.806237677204760583e-01,3.677188749633569120e+00,7.164388328801712252e-03,-3.413952158234580025e+01
3.588717743548710398e-02,3.541281587084166849e-01,6.799716395934831681e-01,3.675527387714719207e+00,7.164393717880569029e-03,-3.410629241859253113e+01
3.589717943588718180e-02,3.537871936462673728e-01,6.793201329635242258e-01,3.673866685877749561e+00,7.164399082789501064e-03,-3.407309585629283788e+01
3.590718143628725961e-02,3.534465604537833650e-01,6.786692472520022834e-01,3.672206643958727756e+00,7.164404423575337216e-03,-3.403993186325831743e+01
3.591718343668734437e-02,3.531062588052382156e-01,6.780189818808263214e-01,3.670547261793640104e+00,7.164409740284816142e-03,-3.400680040733256249e+01
3.592718543708742218e-02,3.527662883752279988e-01,6.773693362724130251e-01,3.668888539218395639e+00,7.164415032964578482e-03,-3.397370145639125383e+01
3.593718743748750000e-02,3.524266488386698093e-01,6.767203098496836766e-01,3.667230476068819023e+00,7.164420301661177277e-03,-3.394063497834189747e+01
3.594718943788758475e-02,3.520873398708026514e-01,6.760719020360659304e-01,3.665573072180654535e+00,7.164425546421067555e-03,-3.390760094112408041e+01
3.595719143828766257e-02,3.517483611471879934e-01,6.754241122554951460e-01,3.663916327389569183e+00,7.164430767290614135e-03,-3.387459931270938540e+01
3.596719343868774038e-02,3.514097123437083803e-01,6.747769399324112793e-01,3.662260241531144711e+00,7.164435964316087299e-03,-3.384163006110137673e+01
3.597719543908782514e-02,3.510713931365681550e-01,6.741303844917606591e-01,3.660604814440883370e+00,7.164441137543665385e-03,-3.380869315433550071e+01
3.598719743948790295e-02,3.507334032022941250e-01,6.734844453589969859e-01,3.658950045954209251e+00,7.164446287019432189e-03,-3.377578856047934863e+01
3.599719943988798077e-02,3.503957422177342851e-01,6.728391219600790008e-01,3.657295935906463402e+00,7.164451412789379567e-03,-3.374291624763241515e+01
3.600720144028806552e-02,3.500584098600583727e-01,6.721944137214715953e-01,3.655642484132904269e+00,7.164456514899404833e-03,-3.371007618392614802e+01
3.601720344068814333e-02,3.497214058067585896e-01,6.715503200701471442e-01,3.653989690468714802e+00,7.164461593395313362e-03,-3.367726833752405469e+01
3.602720544108822115e-02,3.493847297356483250e-01,6.709068404335828406e-01,3.652337554748992687e+00,7.164466648322816850e-03,-3.364449267662158860e+01
3.603720744148830590e-02,3.490483813248625999e-01,6.702639742397623612e-01,3.650686076808755232e+00,7.164471679727534188e-03,-3.361174916944615632e+01
3.604720944188838372e-02,3.487123602528591215e-01,6.696217209171765328e-01,3.649035256482942025e+00,7.164476687654989726e-03,-3.357903778425725250e+01
3.605721144228846153e-02,3.483766661984166180e-01,6.689800798948213334e-01,3.647385093606409168e+00,7.164481672150616737e-03,-3.354635848934625386e+01
3.606721344268853935e-02,3.480412988406357822e-01,6.683390506021993360e-01,3.645735588013932826e+00,7.164486633259753955e-03,-3.351371125303658260e+01
3.607721544308862410e-02,3.477062578589389386e-01,6.676986324693187091e-01,3.644086739540206121e+00,7.164491571027646437e-03,-3.348109604368356429e+01
3.608721744348870192e-02,3.473715429330709870e-01,6.670588249266953262e-01,3.642438548019847122e+00,7.164496485499448168e-03,-3.344851282967461970e+01
3.609721944388877973e-02,3.470371537430977371e-01,6.664196274053499902e-01,3.640791013287387745e+00,7.164501376720218591e-03,-3.341596157942911560e+01
3.610722144428886449e-02,3.467030899694069079e-01,6.657810393368094326e-01,3.639144135177280415e+00,7.164506244734923472e-03,-3.338344226139833637e+01
3.611722344468894230e-02,3.463693512927087381e-01,6.651430601531082010e-01,3.637497913523899395e+00,7.164511089588435772e-03,-3.335095484406566158e+01
3.612722544508902012e-02,3.460359373940344319e-01,6.645056892867855503e-01,3.635852348161534575e+00,7.164515911325536508e-03,-3.331849929594635995e+01
3.613722744548910487e-02,3.457028479547372135e-01,6.638689261708869971e-01,3.634207438924396349e+00,7.164520709990911292e-03,-3.328607558558773150e+01
3.614722944588918269e-02,3.453700826564926052e-01,6.632327702389656521e-01,3.632563185646616954e+00,7.164525485629154658e-03,-3.325368368156907195e+01
3.615723144628926050e-02,3.450376411812973165e-01,6.625972209250792222e-01,3.630919588162243805e+00,7.164530238284767469e-03,-3.322132355250163016e+01
3.616723344668934526e-02,3.447055232114697998e-01,6.619622776637921202e-01,3.629276646305244824e+00,7.164534968002156043e-03,-3.318899516702864361e+01
3.617723544708942307e-02,3.443737284296510825e-01,6.613279398901756867e-01,3.627634359909509332e+00,7.164539674825635626e-03,-3.315669849382535261e+01
3.618723744748950089e-02,3.440422565188031578e-01,6.606942070398066358e-01,3.625992728808844046e+00,7.164544358799426922e-03,-3.312443350159897193e+01
3.619723944788958564e-02,3.437111071622099834e-01,6.600610785487677212e-01,3.624351752836973528e+00,7.164549019967656959e-03,-3.309220015908866941e+01
3.620724144828966345e-02,3.433802800434778701e-01,6.594285538536489577e-01,3.622711431827545514e+00,7.164553658374360826e-03,-3.305999843506565838e+01
3.621724344868974127e-02,3.430497748465343166e-01,6.587966323915457334e-01,3.621071765614123361e+00,7.164558274063480801e-03,-3.302782829833310529e+01
3.622724544908982602e-02,3.427195912556286195e-01,6.581653136000592541e-01,3.619432754030190047e+00,7.164562867078863757e-03,-3.299568971772611548e+01
3.623724744948990384e-02,3.423897289553324286e-01,6.575345969172983196e-01,3.617794396909151278e+00,7.164567437464266358e-03,-3.296358266211188237e+01
3.624724944988998165e-02,3.420601876305387479e-01,6.569044817818768811e-01,3.616156694084327494e+00,7.164571985263349860e-03,-3.293150710038948148e+01
3.625725145029006641e-02,3.417309669664621019e-01,6.562749676329147075e-01,3.614519645388960090e+00,7.164576510519683576e-03,-3.289946300148997693e+01
3.626725345069014422e-02,3.414020666486397015e-01,6.556460539100392726e-01,3.612883250656211409e+00,7.164581013276741413e-03,-3.286745033437653518e+01
3.627725545109022204e-02,3.410734863629298341e-01,6.550177400533828687e-01,3.611247509719161197e+00,7.164585493577907936e-03,-3.283546906804415499e+01
3.628725745149029985e-02,3.407452257942739093e-01,6.543900255019501344e-01,3.609612422411549115e+00,7.164589951467200887e-03,-3.280351917139615381e+01
3.629725945189038461e-02,3.404172846254131524e-01,6.537629096918570193e-01,3.607977988568531913e+00,7.164594386990142012e-03,-3.277160061311591477e+01
3.630726145229046242e-02,3.400896625432867082e-01,6.531363920647698107e-01,3.606344208022854492e+00,7.164598800190001386e-03,-3.273971336230624729e+01
3.631726345269054024e-02,3.397623592354281352e-01,6.525104720632215471e-01,3.604711080607016616e+00,7.164603191109797549e-03,-3.270785738812919163e+01
3.632726545309062499e-02,3.394353743896603715e-01,6.518851491302126711e-01,3.603078606153455432e+00,7.164607559792475315e-03,-3.267603265977550819e+01
3.633726745349070281e-02,3.391087076940964007e-01,6.512604227092124720e-01,3.601446784494551245e+00,7.164611906280902304e-03,-3.264423914646477698e+01
3.634726945389078062e-02,3.387823588371379757e-01,6.506362922441562002e-01,3.599815615462621743e+00,7.164616230617871541e-03,-3.261247681744521287e+01
3.635727145429086538e-02,3.384563275074761735e-01,6.500127571794467318e-01,3.598185098889921552e+00,7.164620532846097990e-03,-3.258074564199382905e+01
3.636727345469094319e-02,3.381306133940920611e-01,6.493898169599555681e-01,3.596555234608649787e+00,7.164624813008223757e-03,-3.254904558941632331e+01
3.637727545509102101e-02,3.378052161862555303e-01,6.487674710310201709e-01,3.594926022450940728e+00,7.164629071146815485e-03,-3.251737662904719883e+01
3.638727745549110576e-02,3.374801355735257968e-01,6.481457188384456281e-01,3.593297462248868701e+00,7.164633307304360890e-03,-3.248573873024962211e+01
3.639727945589118357e-02,3.371553712457521224e-01,6.475245598285057635e-01,3.591669553834449857e+00,7.164637521523276563e-03,-3.245413186241555792e+01
3.640728145629126139e-02,3.368309228930724819e-01,6.469039934479403620e-01,3.590042297039636399e+00,7.164641713845899297e-03,-3.242255599496565566e+01
3.641728345669134614e-02,3.365067902059142302e-01,6.462840191439568338e-01,3.588415691696320575e+00,7.164645884314493895e-03,-3.239101109734930617e+01
3.642728545709142396e-02,3.361829728749947677e-01,6.456646363642309927e-01,3.586789737636336461e+00,7.164650032971246231e-03,-3.235949713904467728e+01
3.643728745749150177e-02,3.358594705913202083e-01,6.450458445569051680e-01,3.585164434691454627e+00,7.164654159858269318e-03,-3.232801408955864986e+01
3.644728945789158653e-02,3.355362830461860457e-01,6.444276431705888708e-01,3.583539782693384801e+00,7.164658265017598976e-03,-3.229656191842677515e+01
3.645729145829166434e-02,3.352134099311778193e-01,6.438100316543604595e-01,3.581915781473779870e+00,7.164662348491196431e-03,-3.226514059521343825e+01
3.646729345869174216e-02,3.348908509381697263e-01,6.431930094577641421e-01,3.580292430864227438e+00,7.164666410320945714e-03,-3.223375008951170884e+01
3.647729545909181997e-02,3.345686057593257323e-01,6.425765760308123076e-01,3.578669730696256934e+00,7.164670450548657130e-03,-3.220239037094341228e+01
3.648729745949190473e-02,3.342466740870987940e-01,6.419607308239841936e-01,3.577047680801335172e+00,7.164674469216063789e-03,-3.217106140915903723e+01
3.649729945989198254e-02,3.339250556142319137e-01,6.413454732882277742e-01,3.575426281010871676e+00,7.164678466364825075e-03,-3.213976317383792747e+01
3.650730146029206036e-02,3.336037500337569184e-01,6.407308028749572060e-01,3.573805531156212467e+00,7.164682442036522311e-03,-3.210849563468807588e+01
3.651730346069214511e-02,3.332827570389949590e-01,6.401167190360539383e-01,3.572185431068642281e+00,7.164686396272663960e-03,-3.207725876144618837e+01
3.652730546109222293e-02,3.329620763235571768e-01,6.395032212238681568e-01,3.570565980579389009e+00,7.164690329114679554e-03,-3.204605252387779757e+01
3.653730746149230074e-02,3.326417075813434820e-01,6.388903088912163408e-01,3.568947179519615709e+00,7.164694240603926637e-03,-3.201487689177709228e+01
3.654730946189238550e-02,3.323216505065432202e-01,6.382779814913822625e-01,3.567329027720426371e+00,7.164698130781684687e-03,-3.198373183496702410e+01
3.655731146229246331e-02,3.320019047936356715e-01,6.376662384781183190e-01,3.565711525012865923e+00,7.164701999689157726e-03,-3.195261732329928606e+01
3.656731346269254113e-02,3.316824701373888296e-01,6.370550793056433125e-01,3.564094671227915789e+00,7.164705847367476045e-03,-3.192153332665427712e+01
3.657731546309262588e-02,3.313633462328601786e-01,6.364445034286431158e-01,3.562478466196497440e+00,7.164709673857691877e-03,-3.189047981494113415e+01
3.658731746349270370e-02,3.310445327753971378e-01,6.358345103022725597e-01,3.560862909749474170e+00,7.164713479200783726e-03,-3.185945675809776034e+01
3.659731946389278151e-02,3.307260294606359508e-01,6.352250993821526581e-01,3.559248001717645327e+00,7.164717263437652903e-03,-3.182846412609076836e+01
3.660732146429286626e-02,3.304078359845020740e-01,6.346162701243714954e-01,3.557633741931750304e+00,7.164721026609126991e-03,-3.179750188891547680e+01
3.661732346469294408e-02,3.300899520432111767e-01,6.340080219854863364e-01,3.556020130222470321e+00,7.164724768755955514e-03,-3.176657001659600255e+01
3.662732546509302189e-02,3.297723773332675856e-01,6.334003544225202953e-01,3.554407166420423092e+00,7.164728489918815134e-03,-3.173566847918516487e+01
3.663732746549310665e-02,3.294551115514649520e-01,6.327932668929638904e-01,3.552794850356165490e+00,7.164732190138305319e-03,-3.170479724676444988e+01
3.664732946589318446e-02,3.291381543948870281e-01,6.321867588547763761e-01,3.551183181860196658e+00,7.164735869454950078e-03,-3.167395628944420949e+01
3.665733146629326228e-02,3.288215055609062243e-01,6.315808297663834114e-01,3.549572160762952233e+00,7.164739527909197089e-03,-3.164314557736341271e+01
3.666733346669334703e-02,3.285051647471843861e-01,6.309754790866776153e-01,3.547961786894807013e+00,7.164743165541420308e-03,-3.161236508068979134e+01
3.667733546709342485e-02,3.281891316516734602e-01,6.303707062750206758e-01,3.546352060086078950e+00,7.164746782391916494e-03,-3.158161476961985770e+01
3.668733746749350266e-02,3.278734059726139405e-01,6.297665107912402416e-01,3.544742980167021162e+00,7.164750378500906944e-03,-3.155089461437882292e+01
3.669733946789358048e-02,3.275579874085360332e-01,6.291628920956318094e-01,3.543134546967827259e+00,7.164753953908539232e-03,-3.152020458522060053e+01
3.670734146829366523e-02,3.272428756582591025e-01,6.285598496489581688e-01,3.541526760318629563e+00,7.164757508654882000e-03,-3.148954465242785616e+01
3.671734346869374305e-02,3.269280704208925026e-01,6.279573829124502904e-01,3.539919620049502669e+00,7.164761042779931033e-03,-3.145891478631202531e+01
3.672734546909382086e-02,3.266135713958344122e-01,6.273554913478056605e-01,3.538313125990457664e+00,7.164764556323605788e-03,-3.142831495721324941e+01
3.673734746949390562e-02,3.262993782827722233e-01,6.267541744171891693e-01,3.536707277971444796e+00,7.164768049325748525e-03,-3.139774513550034385e+01
3.674734946989398343e-02,3.259854907816834846e-01,6.261534315832343323e-01,3.535102075822356138e+00,7.164771521826128649e-03,-3.136720529157098625e+01
3.675735147029406125e-02,3.256719085928344581e-01,6.255532623090406252e-01,3.533497519373020257e+00,7.164774973864438366e-03,-3.133669539585147135e+01
3.676735347069414600e-02,3.253586314167807303e-01,6.249536660581753722e-01,3.531893608453206213e+00,7.164778405480294425e-03,-3.130621541879684244e+01
3.677735547109422382e-02,3.250456589543679886e-01,6.243546422946741892e-01,3.530290342892623556e+00,7.164781816713238112e-03,-3.127576533089093758e+01
3.678735747149430163e-02,3.247329909067305787e-01,6.237561904830389858e-01,3.528687722520919667e+00,7.164785207602734386e-03,-3.124534510264627230e+01
3.679735947189438638e-02,3.244206269752922811e-01,6.231583100882392978e-01,3.527085747167680641e+00,7.164788578188173614e-03,-3.121495470460408939e+01
3.680736147229446420e-02,3.241085668617669224e-01,6.225610005757129528e-01,3.525484416662434395e+00,7.164791928508869832e-03,-3.118459410733441217e+01
3.681736347269454201e-02,3.237968102681569316e-01,6.219642614113642942e-01,3.523883730834646233e+00,7.164795258604061620e-03,-3.115426328143595214e+01
3.682736547309462677e-02,3.234853568967542281e-01,6.213680920615648473e-01,3.522283689513719285e+00,7.164798568512913829e-03,-3.112396219753611959e+01
3.683736747349470458e-02,3.231742064501407774e-01,6.207724919931549845e-01,3.520684292529001169e+00,7.164801858274511513e-03,-3.109369082629117997e+01
3.684736947389478240e-02,3.228633586311872028e-01,6.201774606734411499e-01,3.519085539709773780e+00,7.164805127927868604e-03,-3.106344913838599453e+01
3.685737147429486715e-02,3.225528131430535628e-01,6.195829975701973025e-01,3.517487430885259503e+00,7.164808377511920970e-03,-3.103323710453420148e+01
3.686737347469494497e-02,3.222425696891898506e-01,6.189891021516658043e-01,3.515889965884622548e+00,7.164811607065528151e-03,-3.100305469547822668e+01
3.687737547509502278e-02,3.219326279733349394e-01,6.183957738865556442e-01,3.514293144536963620e+00,7.164814816627476830e-03,-3.097290188198916994e+01
3.688737747549510754e-02,3.216229876995169157e-01,6.178030122440427707e-01,3.512696966671322141e+00,7.164818006236475627e-03,-3.094277863486681923e+01
3.689737947589518535e-02,3.213136485720540225e-01,6.172108166937720908e-01,3.511101432116681575e+00,7.164821175931158567e-03,-3.091268492493981768e+01
3.690738147629526317e-02,3.210046102955532166e-01,6.166191867058546938e-01,3.509506540701959665e+00,7.164824325750083350e-03,-3.088262072306542194e+01
3.691738347669534098e-02,3.206958725749109451e-01,6.160281217508692952e-01,3.507912292256015530e+00,7.164827455731733949e-03,-3.085258600012969055e+01
3.692738547709542574e-02,3.203874351153129241e-01,6.154376212998617923e-01,3.506318686607646562e+00,7.164830565914516274e-03,-3.082258072704732754e+01
3.693738747749550355e-02,3.200792976222349151e-01,6.148476848243467074e-01,3.504725723585591979e+00,7.164833656336762509e-03,-3.079260487476192409e+01
3.694738947789558137e-02,3.197714598014412823e-01,6.142583117963047457e-01,3.503133403018528380e+00,7.164836727036727644e-03,-3.076265841424562453e+01
3.695739147829566612e-02,3.194639213589858806e-01,6.136695016881840159e-01,3.501541724735070638e+00,7.164839778052592943e-03,-3.073274131649941410e+01
3.696739347869574394e-02,3.191566820012125549e-01,6.130812539729012522e-01,3.499950688563775891e+00,7.164842809422462475e-03,-3.070285355255298043e+01
3.697739547909582175e-02,3.188497414347538639e-01,6.124935681238394825e-01,3.498360294333138665e+00,7.164845821184365714e-03,-3.067299509346471353e+01
3.698739747949590650e-02,3.185430993665318011e-01,6.119064436148490271e-01,3.496770541871591753e+00,7.164848813376254941e-03,-3.064316591032177328e+01
3.699739947989598432e-02,3.182367555037582951e-01,6.113198799202489431e-01,3.495181431007511108e+00,7.164851786036009577e-03,-3.061336597424005035e+01
3.700740148029606214e-02,3.179307095539341543e-01,6.107338765148244697e-01,3.493592961569208288e+00,7.164854739201430116e-03,-3.058359525636414133e+01
3.701740348069614689e-02,3.176249612248493448e-01,6.101484328738282503e-01,3.492005133384934012e+00,7.164857672910244189e-03,-3.055385372786733456e+01
3.702740548109622470e-02,3.173195102245841004e-01,6.095635484729816644e-01,3.490417946282882156e+00,7.164860587200102236e-03,-3.052414135995177702e+01
3.703740748149630252e-02,3.170143562615072574e-01,6.089792227884721632e-01,3.488831400091183088e+00,7.164863482108580102e-03,-3.049445812384822219e+01
3.704740948189638727e-02,3.167094990442769764e-01,6.083954552969546015e-01,3.487245494637905008e+00,7.164866357673177304e-03,-3.046480399081615786e+01
3.705741148229646509e-02,3.164049382818415745e-01,6.078122454755526816e-01,3.485660229751059713e+00,7.164869213931317898e-03,-3.043517893214388792e+01
3.706741348269654290e-02,3.161006736834379716e-01,6.072295928018560662e-01,3.484075605258594610e+00,7.164872050920351350e-03,-3.040558291914837952e+01
3.707741548309662766e-02,3.157967049585926333e-01,6.066474967539219332e-01,3.482491620988397596e+00,7.164874868677549059e-03,-3.037601592317532351e+01
3.708741748349670547e-02,3.154930318171218495e-01,6.060659568102761963e-01,3.480908276768297505e+00,7.164877667240108702e-03,-3.034647791559919483e+01
3.709741948389678329e-02,3.151896539691308452e-01,6.054849724499108410e-01,3.479325572426060109e+00,7.164880446645153361e-03,-3.031696886782314948e+01
3.710742148429686110e-02,3.148865711250142807e-01,6.049045431522857008e-01,3.477743507789391675e+00,7.164883206929727189e-03,-3.028748875127908846e+01
3.711742348469694586e-02,3.145837829954560294e-01,6.043246683973277911e-01,3.476162082685936294e+00,7.164885948130802346e-03,-3.025803753742761160e+01
3.712742548509702367e-02,3.142812892914300105e-01,6.037453476654324191e-01,3.474581296943280773e+00,7.164888670285272064e-03,-3.022861519775813477e+01
