A,Z,beta2,B_per_A,B_per_A_noisy
8.843649633223824935e+01,7.207161125747192898e+01,2.366166245948371771e-01,nan,nan
2.079880760143136627e+02,1.918807695992425977e+01,1.347358112723268941e-01,nan,nan
1.622154199445858751e+02,9.196795054456738683e+01,2.247358867068527388e-02,nan,nan
1.546964246354274906e+02,2.673882295319536340e+01,1.858292205582514345e-01,nan,nan
2.341252060895174623e+02,4.267872177124380784e+01,1.559083298990300570e-01,nan,nan
8.962359378713578906e+01,9.016538794329905215e+01,1.329842456448060151e-01,nan,nan
3.464540222357861410e+01,9.757220793886041577e+01,2.154338027589958182e-02,nan,nan
1.548861792867188001e+02,9.735111997374055193e+01,2.405896043219071245e-01,nan,nan
1.593899121478184213e+02,7.594918316700113792e+01,1.447677539996683471e-01,nan,nan
1.387723682078348588e+02,7.883241929919564939e+01,3.760549827724478378e-02,nan,nan
2.297859570445235136e+02,4.335908635347678342e+01,1.638905909404514138e-01,nan,nan
1.684289876763615155e+02,7.750322395850413670e+01,1.811392652462864017e-01,nan,nan
3.118764214028963622e+01,1.812524535802545600e+01,1.435068896040079811e-01,nan,nan
1.610712843408978472e+02,6.521679873497512858e+01,2.769542501050634709e-01,nan,nan
3.089313831189905457e+01,2.744624214227516390e+01,6.266176912678535216e-02,nan,nan
1.437768065267258066e+02,4.585436995709907393e+01,1.152215809246607409e-01,nan,nan
1.285971675312785578e+02,1.847525764858478681e+01,1.475980472584163539e-01,nan,nan
1.664675502091754922e+01,1.044473390330611018e+01,7.018741890478304157e-02,nan,nan
6.001993485874158551e+01,2.230634808110453804e+01,7.317272488091797200e-02,nan,nan
1.097538448589841096e+02,4.857137397292166980e+01,1.109050534899488072e-01,nan,nan
8.753855657583559946e+01,7.819461328510814724e+01,3.680233937167248781e-02,nan,nan
4.577446547926885501e+01,2.979887493964628931e+01,1.667951059013051407e-01,nan,nan
1.541707782675119063e+02,1.873847366698132788e+01,5.618048258846183168e-02,nan,nan
2.272854727711579983e+02,1.448588050989805254e+01,2.417309504234528839e-01,nan,nan
2.475935968201303083e+01,4.973546035794526432e+01,2.522029377860011690e-01,nan,nan
1.886238289122410379e+02,4.493112136408279156e+01,8.332459128588575945e-03,nan,nan
9.507327435110323677e+01,5.428016159743244629e+01,5.531146904769599498e-02,nan,nan
7.683771551154399049e+01,5.916540858699838168e+01,1.661182699601824186e-01,nan,nan
1.938140744461350380e+02,3.399744679375155698e+01,8.832884383382756666e-02,nan,nan
2.246989036075062529e+02,3.134862864762767032e+01,6.950431614980719097e-02,nan,nan
2.358789458685405975e+02,9.780043397416451967e+01,2.135880349576771697e-01,nan,nan
2.250252536455114694e+02,1.118623815388405518e+01,3.842244584122501277e-02,nan,nan
4.390471474533308793e+01,6.672701517455797671e+01,1.331809160708534445e-01,nan,nan
1.852983541176910265e+01,2.577686997114460254e+01,9.877326938396142897e-02,nan,nan
1.834535006167475615e+02,7.473156155866361416e+01,2.718425466790352907e-02,nan,nan
1.871487454033399160e+02,4.601510445473431332e+01,1.095390074850068340e-01,nan,nan
4.937625063045653917e+01,8.017314516365887300e+01,2.482382782378713543e-02,nan,nan
1.442851320773488055e+02,9.703210636085157148e+01,2.631433927115562829e-02,nan,nan
1.602768620068189307e+02,4.267094988496831576e+01,6.476074948284737953e-02,nan,nan
1.016682197280756270e+02,4.584909755493409733e+01,1.207796388107394842e-01,nan,nan
5.387333005590380708e+01,8.939497612895405609e+01,1.274875043652507201e-01,nan,nan
9.213759228403286272e+01,7.765509424949004824e+01,1.938989726204712050e-01,nan,nan
7.908208008015843404e+01,9.695223815854431848e+01,6.819916791546154662e-03,nan,nan
1.772012310906522004e+01,4.775857476492153353e+01,2.225710907102145808e-01,nan,nan
7.775953861793621513e+01,8.738192379195676551e+01,7.583116002028876534e-02,nan,nan
7.169444613072096217e+01,9.790336716611577117e+01,1.669624354298105684e-01,nan,nan
1.673429460130288078e+02,6.157062363924406156e+01,1.545687841371597426e-01,nan,nan
1.587714393260949919e+02,1.879190168207517075e+01,2.906856235448498915e-01,nan,nan
1.673399552010457683e+02,3.226480877833351713e+01,2.829056398662866401e-01,nan,nan
8.162780510915551702e+01,5.350752341733154083e+01,2.987037792950789084e-01,nan,nan
1.491845272478797426e+02,4.934591864899078217e+01,6.873740932554463223e-02,nan,nan
4.297833448866133210e+01,5.398203345532963482e+01,2.610237177303490475e-01,nan,nan
1.872553352804050917e+02,7.028428749336957537e+01,7.132605572568058439e-02,nan,nan
2.265471924428777299e+02,3.315773565645745435e+01,8.492174073858312078e-02,nan,nan
1.873792509087347469e+02,5.323162860687885001e+01,7.123466555777470399e-02,nan,nan
1.798272314892565760e+02,8.800915498108846435e+00,2.863742414879014708e-01,nan,nan
1.440766940099382225e+02,7.504745917326519589e+01,3.437668037207606414e-02,nan,nan
1.868085233986625155e+02,6.183620183803509462e+01,1.850808637714147498e-01,nan,nan
1.199672164409461459e+02,2.627905451371460543e+01,1.140353222049736957e-02,nan,nan
7.369682297040637309e+01,8.397758903143322584e+01,6.847456822548614319e-02,nan,nan
1.904189140761050680e+02,5.829512953977059198e+01,2.291392095726778044e-01,nan,nan
1.318093373566861999e+02,6.500303515264593557e+01,2.705445168969983216e-01,nan,nan
2.232363101495367914e+02,3.228238590839883670e+01,1.575326046430828575e-01,nan,nan
1.474223865778437812e+02,6.588450099215613420e+01,2.097853157729239748e-01,nan,nan
1.356147753921292463e+02,1.941993353782062570e+01,2.157015599000896428e-02,nan,nan
2.469209672157996849e+01,4.208706486627998800e+01,2.619769512820773194e-01,nan,nan
6.553547968210421004e+01,3.118027537683575900e+01,3.853404509329391020e-02,nan,nan
1.769801533431316614e+02,9.647383381641222400e+01,7.600590784147144563e-02,nan,nan
1.143093396914999289e+02,8.900111066317393238e+01,9.830031827001377287e-02,nan,nan
2.233580650654426734e+02,7.086179585703001749e+01,9.219943845264338966e-02,nan,nan
1.538018564483556929e+02,2.474311608551799324e+01,1.738251139674211465e-01,nan,nan
7.511713179853512656e+01,2.233685160212684195e+01,3.328593756556821187e-02,nan,nan
7.090094132337196697e+01,3.642021589101300094e+01,1.052496451268894982e-02,nan,nan
8.130297217837933488e+01,2.721619870153366705e+01,2.723256928518457687e-01,nan,nan
6.463083384197977921e+01,2.832632051975700449e+01,2.343898759145251476e-01,nan,nan
1.350811831348320595e+02,5.646988308660188238e+01,1.350204728452232550e-01,nan,nan
3.495192578029352148e+01,6.367601430710803356e+01,5.671622628186123206e-03,nan,nan
1.455636544967001953e+02,5.900979383398743039e+01,2.439128176808096071e-01,nan,nan
1.120888660041534592e+02,8.353677295025778449e+01,2.820436262452126197e-01,nan,nan
2.128588865908988055e+02,4.270181697210420424e+01,6.490939978052255588e-02,nan,nan
2.155273010591683374e+02,1.201096919035466115e+01,2.449431573096743642e-01,nan,nan
8.256213639124715087e+01,2.785224193431965389e+01,2.848856230090719976e-01,nan,nan
5.873934957627918862e+01,3.279596301208464126e+01,2.848929137108290877e-01,nan,nan
1.105242537230901405e+02,1.423145252071674172e+01,7.278000541045735738e-02,nan,nan
1.294175111382662635e+02,1.295512429784166208e+01,1.825847880029258796e-01,nan,nan
1.752591448546545791e+02,1.351688865337879086e+01,2.570299249051918311e-01,nan,nan
2.334424180807745586e+02,1.817523057869147252e+01,4.793442015666247308e-02,nan,nan
2.164756473873345612e+02,5.425241368499439432e+01,2.627110356950361839e-02,nan,nan
1.049055480868135817e+02,4.812679607796383152e+01,5.385889667793731378e-02,nan,nan
1.389940127558957670e+02,8.775674808813791117e+01,2.779313898493613877e-01,nan,nan
1.461752879869909805e+02,7.614981644606397992e+01,1.318461612227657398e-01,nan,nan
2.129201009817032286e+02,4.071792081610885816e+01,9.854405284904040052e-02,nan,nan
3.964516120590355541e+01,1.792534150031484330e+01,8.566336872679407299e-02,nan,nan
1.987237570806082374e+02,6.058380307872024417e+01,1.382624105580997909e-01,nan,nan
7.481839042013058361e+01,9.650420270900903574e+01,2.575764827772060173e-01,nan,nan
4.008002406531815609e+01,4.177249892035965217e+01,1.570673885390593341e-02,nan,nan
2.355554338657579478e+02,9.672121537401208968e+01,1.485068714474543083e-01,nan,nan
9.379483476225810534e+01,4.979929643439136555e+01,2.211567521385180146e-01,nan,nan
1.835174286987127914e+02,3.161214306176801259e+01,1.072602632808914297e-01,nan,nan
9.740641379997148874e+01,6.545740027038132780e+01,1.459507646242412526e-01,nan,nan
8.111178609702713516e+01,8.539532049314172468e+01,1.687005921822478383e-01,nan,nan
1.377039186089604357e+02,1.734594263679790771e+01,1.744148061360560609e-01,nan,nan
6.818006280265400676e+01,9.202073643471865694e+01,9.653261500259852079e-02,nan,nan
7.075100955354494658e+01,4.425601497296643316e+01,1.152288721599045163e-01,nan,nan
2.739310957410635083e+01,4.428085295324154913e+01,2.231431734007615075e-01,nan,nan
1.760734374611009798e+02,7.197316285344683706e+01,1.268998920731567170e-01,nan,nan
2.223836773688455821e+02,8.365171789760650256e+01,1.370157966215105605e-01,nan,nan
1.710636672518776180e+01,1.822651854104168478e+01,1.172003627667055209e-01,nan,nan
8.058890053468962833e+01,4.764696765472342577e+01,1.235317703493108987e-01,nan,nan
2.108370122011767762e+02,7.567550626794690061e+01,1.048091654331187728e-01,nan,nan
1.506152883341341351e+02,4.962839315345025426e+01,7.551883846869833494e-02,nan,nan
4.480020968820744542e+01,9.774177571203338744e+01,2.031716099731905104e-02,nan,nan
6.984855821463403913e+01,6.737755535665290552e+01,3.668898990170694346e-02,nan,nan
6.246826285540063850e+01,2.127573013660670753e+01,1.934481286073019557e-01,nan,nan
2.358185819341299450e+01,1.786943819721985705e+01,5.400266237187367757e-03,nan,nan
4.480547741538716622e+01,4.748285784916451746e+01,2.644811218922589191e-01,nan,nan
4.446821696210446362e+01,6.031385061677246284e+01,1.799536205751708084e-01,nan,nan
1.288506719651772983e+02,4.916904475540253827e+01,2.397581466600347266e-01,nan,nan
1.880873840057505220e+02,8.578199752350701601e+01,6.553226239673833053e-02,nan,nan
1.322799389065679918e+02,6.432629284471897790e+01,2.142637698908465282e-01,nan,nan
1.629976697507011352e+02,9.366644530554721371e+01,2.846977786932543969e-02,nan,nan
2.139518439206027551e+02,9.300279388782162471e+01,2.836188424536327246e-01,nan,nan
1.909047030243950474e+02,5.728292276431758978e+01,2.532026842388744869e-01,nan,nan
3.834608830209994323e+01,4.415862048125930528e+01,1.001130363829191294e-01,nan,nan
2.201483338455254568e+01,2.462730074681559600e+01,1.945475638254313133e-01,nan,nan
2.242863252238271059e+02,7.262531665411617610e+01,2.419511783178430464e-01,nan,nan
7.441448415545582407e+01,6.585711784649252820e+01,1.527543921425610352e-01,nan,nan
2.093675715735383562e+02,5.671201894820854505e+01,6.976775513416579033e-02,nan,nan
5.508674786837435278e+01,9.211134014958317096e+01,1.697141835973925983e-01,nan,nan
2.129699751508205452e+02,4.503310243215960895e+01,6.780195802538811767e-02,nan,nan
1.146313090519771549e+02,5.410092705647812039e+01,1.861882873239444069e-01,nan,nan
2.247642130622184098e+01,5.554033870143634743e+01,2.551047273329306586e-01,nan,nan
2.375431081627765764e+02,3.711702868553162205e+01,8.724938973205460802e-02,nan,nan
4.217922017416917413e+01,4.873719389869318519e+01,2.130367844439028657e-01,nan,nan
2.129576515410027682e+01,4.853866629003162103e+01,3.768143570622458499e-02,nan,nan
1.953931837022329887e+02,5.882349720725984810e+01,3.117177805765447476e-03,nan,nan
8.905011766224295400e+01,4.883088773449794928e+01,1.430362530278141142e-01,nan,nan
2.309921408307483048e+01,3.954060033078178549e+01,2.817006659064478780e-01,nan,nan
1.871903911161309964e+01,2.616918132878932823e+01,2.798730150698001129e-01,nan,nan
1.071880575407748069e+02,8.685653182526193916e+01,4.297213508172068736e-02,nan,nan
3.960419132284619081e+01,5.546080422064223114e+01,6.169675521698211873e-02,nan,nan
9.488594373593240050e+01,8.693313099390815069e+01,1.304614898913318277e-01,nan,nan
1.697764423449859805e+02,9.532798842954090901e+01,2.318377496912151503e-01,nan,nan
2.290170487318555104e+02,3.501064655301287587e+01,2.542783445331781578e-01,nan,nan
8.174074863455516038e+01,6.319201855842974425e+01,2.636867363065040770e-01,nan,nan
1.449226487906674095e+02,9.515774548215962625e+01,5.025830868103547955e-02,nan,nan
1.737151614359939344e+02,2.674579013161662644e+01,9.366335447994385277e-02,nan,nan
1.939265598429708746e+02,3.223104264169492694e+01,2.652842005907596890e-01,nan,nan
1.265713276593043588e+02,6.012580779436340350e+01,6.265344411269919978e-02,nan,nan
1.932196027135135523e+02,1.679544738179963304e+01,1.310807751384025222e-01,nan,nan
1.194330841822098535e+02,1.676777517347017010e+01,1.247595326699449947e-01,nan,nan
1.824788032748719502e+02,1.870261312042668322e+01,2.538988448754614935e-01,nan,nan
1.581210882395443207e+02,9.462085362983349057e+01,2.569084061316355139e-01,nan,nan
1.200687341189333921e+02,9.290030078659803792e+01,1.181105137711178643e-01,nan,nan
2.109643641977013431e+02,9.698550858476394865e+01,5.505944142264002777e-02,nan,nan
8.602191107562359207e+01,4.581291037473841499e+01,1.321672951198503976e-01,nan,nan
9.648678845945039484e+01,2.074547979737791081e+01,2.099291137440473520e-01,nan,nan
1.241357032774251081e+02,6.956349803884566541e+01,2.811165125483705562e-01,nan,nan
2.971440806718570826e+01,4.243750347923895561e+01,2.745363464457482583e-01,nan,nan
1.485303215690235845e+02,4.942573219937168716e+01,2.299263972990376881e-01,nan,nan
2.142179222568292829e+01,2.013237488745645365e+01,1.031970173235590843e-01,nan,nan
2.100591161177452761e+02,1.983546039968916830e+01,8.602475623177747999e-02,nan,nan
9.406249666775669027e+01,2.283804062588121297e+01,2.335824267777340812e-01,nan,nan
2.149540459620448019e+02,8.899739287212979377e+01,1.387690794003814398e-01,nan,nan
4.946129119535244456e+01,7.586434655943536143e+01,1.121905447643502252e-01,nan,nan
1.764396176238665532e+02,7.047374976106854660e+01,2.728382293853924279e-01,nan,nan
1.471550229654861255e+02,4.960859659181007686e+01,2.294436012376671330e-01,nan,nan
1.429644318023136975e+02,7.884682992506252219e+01,2.806985686670223634e-01,nan,nan
2.190660481167412570e+02,3.959179972663703495e+01,5.022198465205862834e-03,nan,nan
3.543369990188152485e+01,1.946896051088700474e+01,2.137792362866145213e-01,nan,nan
2.215743752903990469e+02,4.485377251349984817e+01,2.462481967076131928e-01,nan,nan
7.883131100715709749e+01,7.237619866822200265e+01,2.482166563143081706e-01,nan,nan
7.285678987720285704e+01,7.117330325095862520e+01,1.287110347203835603e-01,nan,nan
1.693706453879152036e+02,9.863054863100063585e+01,2.002308255355317035e-01,nan,nan
1.085542601247624788e+02,6.498374323626923399e+01,1.620382639328663346e-02,nan,nan
4.603740708278978389e+01,1.548732245262679541e+01,6.564210721414327765e-02,nan,nan
1.409996952405926436e+02,4.770563088625632986e+01,1.425114257352705915e-01,nan,nan
2.122166666829135409e+02,8.650301939354616820e+01,1.109324780107524694e-01,nan,nan
1.798051093324903249e+01,8.834591623908089275e+01,8.541032868345442911e-03,nan,nan
1.061452430816437413e+02,9.386628469541172137e+01,1.166058052956083363e-01,nan,nan
5.613080018493261036e+01,2.032951994963439191e+01,2.042060977582032047e-02,nan,nan
1.747342852248576150e+02,7.103846656467028708e+01,1.503309759439531712e-01,nan,nan
1.923111080144907703e+02,6.228104798817815890e+01,1.123068497965917512e-01,nan,nan
4.771898169035209492e+01,3.335027486620624870e+01,2.776437440285881575e-01,nan,nan
2.051683844812268944e+02,2.349255738614365185e+01,1.913640760484058567e-01,nan,nan
8.595038642537579676e+01,2.149154499383056560e+01,1.021370936882931707e-01,nan,nan
1.839702035688962667e+02,5.470957682853977389e+01,2.027768713894206321e-01,nan,nan
4.485116104206188936e+01,8.210628895203849709e+01,1.426662444885124226e-01,nan,nan
1.220423596314165877e+02,8.960398637333634042e+01,1.059285806301783067e-01,nan,nan
1.614295452501059742e+02,9.026419808241629994e+01,2.412519188252264593e-02,nan,nan
1.268814903619200294e+02,9.092057218506444372e+01,1.818057701143868110e-01,nan,nan
1.703968535442328402e+02,2.884375718300563562e+01,2.915855948619834881e-01,nan,nan
1.896638825785872768e+02,8.126968722971832904e+01,1.811000109699093252e-01,nan,nan
2.239592326718261575e+02,9.982103329453218521e+01,1.518703665910122597e-02,nan,nan
1.613902419291453896e+02,4.001603830145865004e+01,6.377225957440581239e-02,nan,nan
5.541283775582056137e+01,5.248443720387313505e+01,1.010426716939028385e-01,nan,nan
1.880572463547892710e+02,3.051804047148057819e+01,2.501556778859924668e-01,nan,nan
1.109185053198794435e+02,4.520729865822500670e+01,2.959458875385814758e-01,nan,nan
1.724847574599234576e+02,6.586931993823286291e+01,1.409445010904075424e-01,nan,nan
1.703808514776365541e+02,1.603696670410101177e+01,1.817591770686909636e-01,nan,nan
2.147532338459512573e+02,9.079003954721022751e+01,5.980109844416163500e-02,nan,nan
1.479965880665756970e+02,5.366885789145291596e+01,1.633631669163831679e-01,nan,nan
6.740220296688710278e+01,9.257414396335358120e+00,1.769384310082368905e-01,nan,nan
1.069995014105286941e+02,2.829086110721267033e+01,1.119408642841063367e-01,nan,nan
1.550187889974055508e+02,9.204083181756175236e+01,2.646870391864607486e-01,nan,nan
1.438615933990114115e+02,8.507804941438595847e+01,2.761634105706008840e-02,nan,nan
5.937247450139872029e+01,9.439337375367905736e+01,1.459102531901283473e-01,nan,nan
2.005832165548109742e+02,5.487482166009348816e+01,2.502930417588808965e-01,nan,nan
1.457985408055251639e+02,7.356340428671124698e+01,5.610193131513983161e-02,nan,nan
1.452035089687168465e+02,2.714330645377555129e+01,7.247711154185953498e-03,nan,nan
6.194200705649828365e+01,4.012219663572962958e+01,1.845312243460089374e-01,nan,nan
1.261233721017778038e+02,6.426492240588086702e+01,2.520371714053875611e-01,nan,nan
7.618800576009527958e+01,9.236279789096421666e+01,1.483260369657179722e-01,nan,nan
9.111115741893542008e+01,3.711889010641233710e+01,2.353475123977728789e-01,nan,nan
9.258284445673643859e+01,1.617059171619694524e+01,4.886359116813774467e-02,nan,nan
1.516756861511080103e+02,3.386967679181802993e+01,9.174009764889864971e-02,nan,nan
9.950436946839697328e+01,1.636505866820459687e+01,3.663588173949877680e-02,nan,nan
2.175789475907606629e+02,7.172309060484367649e+01,2.272441435200444892e-01,nan,nan
1.841702198111620419e+02,1.362274779211489850e+01,1.230278917182483917e-01,nan,nan
2.356558044507510488e+02,5.810041523123982188e+01,1.217544275015899381e-02,nan,nan
1.530073601971851645e+02,5.133065612765962982e+01,1.690471416039215358e-01,nan,nan
1.123921989086100410e+02,7.948290787880232244e+01,1.291068185082606401e-01,nan,nan
1.040026759028059473e+02,3.503723103854271415e+01,1.861213834284970448e-01,nan,nan
2.426050989865904128e+01,4.753109050966518367e+01,2.600375072511908470e-01,nan,nan
1.737449999566672432e+02,6.908185634135497821e+01,2.069931832232004693e-02,nan,nan
8.672865527216052328e+01,8.393115370146453813e+01,2.662279245730271304e-01,nan,nan
2.108086884318615972e+01,3.046444378519962015e+01,1.339502248405620988e-01,nan,nan
2.204247596687621353e+02,9.652807620878850514e+01,2.283468677070183972e-01,nan,nan
6.894819339304450523e+01,5.123830711129819093e+01,9.060695534861233635e-02,nan,nan
3.693631708985716955e+01,7.600711017985000240e+01,1.684600769192564629e-01,nan,nan
1.813648846414595255e+02,5.385006700738308894e+01,2.429918016385313739e-01,nan,nan
1.888055020267057103e+02,3.726442203131598774e+01,2.021346699116746415e-01,nan,nan
1.887927904729052386e+02,5.999899329750639509e+01,1.918290148886125646e-01,nan,nan
1.539721538536695107e+02,6.560684572662574965e+01,1.033417552552632068e-01,nan,nan
2.186983793271576104e+01,9.676174906446971136e+01,1.397714567519870998e-01,nan,nan
1.357164753865670548e+02,5.283783979379256124e+01,2.001340761280116232e-01,nan,nan
2.311959348023275709e+02,8.578438246979759185e+01,2.611730680384294345e-01,nan,nan
1.179670838018004133e+02,9.909120306578336113e+01,3.291255418882708256e-02,nan,nan
8.243484486284721413e+01,8.077133547574885597e+01,1.075517180139994727e-01,nan,nan
1.408506015905693971e+02,3.815690980241713959e+01,5.612908022511975403e-02,nan,nan
1.576374272705538147e+02,4.384931734735284437e+01,2.765641846247177682e-01,nan,nan
8.265809119055938936e+01,8.890887241948566100e+01,2.584640795386657919e-01,nan,nan
1.895772268603222983e+02,1.028961095977233242e+01,5.608888647726932575e-02,nan,nan
2.045001025006014572e+02,4.979030278377767615e+01,2.004506657782051948e-01,nan,nan
2.143292802303153266e+01,9.237162573774915586e+01,5.022958208890113824e-02,nan,nan
3.850026021061569992e+01,1.166701481173200428e+01,5.985706804585922552e-02,nan,nan
1.281296817864021023e+02,6.607344100671303977e+01,7.590498322247549168e-02,nan,nan
2.920260226729076436e+01,5.281206711536572129e+01,1.907421153693939497e-01,nan,nan
5.987544109391326685e+01,4.765951626092697069e+01,3.826949778813348510e-03,nan,nan
2.114581149706336305e+02,7.669615251322851179e+01,2.447917762854409651e-01,nan,nan
2.396777179782433507e+02,8.227005431657728707e+01,1.077471179231515724e-01,nan,nan
2.047067511552981216e+02,6.927375321776273154e+01,2.888493078098865879e-02,nan,nan
5.284448773098044683e+01,1.547569160256453635e+01,2.562369324370220580e-01,nan,nan
1.960711442132312072e+02,8.495459490891458643e+01,1.825242627584871824e-01,nan,nan
1.463610984057172857e+02,8.471053158591703891e+01,2.981355914118618416e-02,nan,nan
2.388446157376164365e+02,5.395923604013503194e+01,3.827649461127605873e-02,nan,nan
7.926922259879397359e+01,8.473760252607864629e+01,2.427209144439408106e-01,nan,nan
2.178361318511399531e+02,2.606398025294292253e+01,2.470672501806733812e-01,nan,nan
1.961633708008196564e+01,4.862718557049363710e+01,2.306884169649309202e-01,nan,nan
6.572391023247146791e+01,5.345147905522720322e+01,2.997857373240123482e-02,nan,nan
2.185691865476919418e+02,4.298085325854646044e+01,5.701755414094315799e-02,nan,nan
1.302173112334382381e+02,7.394931773200515579e+01,2.976649385035883000e-02,nan,nan
6.268849201969147344e+01,9.723279490619074750e+01,8.983222308992201699e-02,nan,nan
1.727844101319161609e+02,2.157386820384539305e+01,1.870661801529389101e-01,nan,nan
8.732005790686798719e+01,5.247401019596082961e+01,6.440124163526526890e-02,nan,nan
1.479725333251140569e+02,6.452019379276414668e+01,2.248117818993963096e-02,nan,nan
1.091038832127564859e+02,1.378546809188511801e+01,2.310771100947076051e-01,nan,nan
3.401908032211586885e+01,8.519994448327210534e+01,1.509972307675837011e-01,nan,nan
3.032373392791881983e+01,1.833385073978152136e+01,2.508212534015049067e-01,nan,nan
2.206060673848343470e+02,1.964634109296994069e+01,2.328783082473520616e-01,nan,nan
2.105652797869897483e+02,1.863794170350284674e+01,2.275440481568635764e-03,nan,nan
1.186047071529285546e+02,2.711053563481144124e+01,2.753385046657746971e-01,nan,nan
6.980908269362592478e+01,9.064970295657195720e+01,1.765414305665989891e-01,nan,nan
4.583041024278212205e+01,3.573218745009190656e+01,2.486641816776430369e-01,nan,nan
2.304991257050429567e+02,4.459843026235019181e+01,7.262506430081683284e-02,nan,nan
1.370456026066756294e+02,5.454990152863985031e+01,2.534946232857109363e-02,nan,nan
1.772636325605515850e+01,8.544170259575268744e+01,2.517014166437165357e-01,nan,nan
1.561386909741355566e+02,9.516540461754851776e+01,2.130709188926556072e-02,nan,nan
1.856947424758840839e+02,4.317323026056915580e+01,9.166059532624426520e-02,nan,nan
8.408570118379756764e+01,3.558713327374502455e+01,1.129302666301607583e-01,nan,nan
2.355125088150213628e+02,2.437074780794625184e+01,7.928547604462997389e-02,nan,nan
2.921072945189043324e+01,2.867236543806610172e+01,2.608827041146964398e-01,nan,nan
4.102615322400711761e+01,6.677048386435539840e+01,1.865337816688830974e-01,nan,nan
1.512583239957523915e+02,4.496806086002515457e+01,3.694352504118601083e-02,nan,nan
1.195977386891366478e+02,8.450168065358928970e+01,2.736942725798994225e-01,nan,nan
9.878897680234130974e+01,4.711521046195503004e+01,2.097197404396578257e-01,nan,nan
1.719861869614817067e+02,9.121268584512989719e+01,2.436818204267063651e-02,nan,nan
2.240760974556104941e+02,6.665447564371758915e+01,8.545462580088665494e-02,nan,nan
2.087252137415145228e+02,6.950279811666371188e+01,1.569324380141393083e-01,nan,nan
1.787612969701384600e+02,4.073341183761676376e+01,2.267766067082671588e-01,nan,nan
8.080989284045244858e+01,8.471068951525664659e+01,7.717343769398006537e-02,nan,nan
8.400089584002188303e+01,8.383070373245465134e+01,2.659782251928817232e-01,nan,nan
5.590530469991836071e+01,9.933606038902904345e+01,1.096441135249707349e-01,nan,nan
2.121544617393418264e+02,9.508235432981948065e+01,2.711665657537323804e-01,nan,nan
1.676079796807451601e+02,6.490864550174708825e+01,2.257749307258638538e-02,nan,nan
1.449754344489330151e+02,7.086733341937576824e+01,2.218513635864507172e-01,nan,nan
3.171746459869314805e+01,1.588480607063011263e+01,7.664386851743267004e-02,nan,nan
2.060623300417295241e+02,2.782113751627768750e+01,1.214303298365156103e-01,nan,nan
4.844718393798323319e+01,8.861182184786733274e+01,1.892587419901864410e-01,nan,nan
1.301381089333583816e+02,8.178893271773954154e+01,1.334328937458321707e-01,nan,nan
2.255542577468145851e+02,8.063999593174753500e+01,1.602692010744196371e-01,nan,nan
9.606986942464493495e+01,1.696728821653208286e+01,2.136949197563950409e-01,nan,nan
1.185132964555125028e+02,5.668209640349112988e+01,5.972262384805454571e-02,nan,nan
2.276134751707569137e+02,9.695210763708182355e+01,2.948775486949501423e-01,nan,nan
8.260474032032001901e+01,8.851228961454032174e+01,2.412174046158677976e-01,nan,nan
1.173080668444005994e+02,9.967040546198737161e+01,2.715961637727058453e-01,nan,nan
1.014032330472435603e+02,6.712161425166345907e+01,5.630099047421387171e-02,nan,nan
1.072076082093128946e+02,7.586868504765848797e+01,1.613157680492838530e-01,nan,nan
1.125866877434160216e+02,1.921668622344139266e+01,1.661496912663477654e-01,nan,nan
2.379672403162385308e+02,4.550155836923195807e+01,1.292547242973099975e-01,nan,nan
1.964156745343211412e+02,8.032352507127038166e+01,1.639838922958201384e-01,nan,nan
2.513972172047644449e+01,3.109287325754305442e+01,2.150869634086132465e-01,nan,nan
1.524546596443071849e+02,4.716480537766140202e+01,2.148075384096080898e-01,nan,nan
1.863305554832246003e+01,1.572947669878625554e+01,8.619213105475262426e-02,nan,nan
3.354116311198536948e+01,4.752278076722512878e+01,1.090950433390466302e-02,nan,nan
1.466321602257101517e+02,3.193106586774140254e+01,6.785800462069283001e-02,nan,nan
1.550123504702174841e+02,6.984318982611770821e+01,3.161958490583327303e-03,nan,nan
5.420034132669013616e+01,9.290575127114279042e+01,5.048359372677972690e-02,nan,nan
1.063233821589134607e+02,7.870847511082676817e+01,2.476348824651204358e-02,nan,nan
9.675420547127427540e+01,5.495859087686637423e+01,2.422769282641961675e-01,nan,nan
1.736627108992376805e+02,6.647162311768126131e+01,2.053791709571747004e-01,nan,nan
1.100478120516887941e+02,5.341773801346398187e+01,2.942743024351884840e-02,nan,nan
1.021432859227482339e+02,4.937870813616158472e+01,7.497676928170421418e-02,nan,nan
2.009107206611398055e+02,9.400165238054802330e+01,3.177077478243633957e-02,nan,nan
1.657513721754236826e+02,5.547308519475942745e+01,1.557737458183893198e-01,nan,nan
4.080717048698043925e+01,4.811264379856500994e+01,2.455464501466032290e-01,nan,nan
1.369375037965133401e+02,1.241627224143661223e+01,2.554308320008039437e-02,nan,nan
6.632661999292757571e+01,2.975945800863490476e+01,6.230235990223145781e-02,nan,nan
7.645472628897942968e+01,8.566727555867481669e+01,2.542779901900776851e-01,nan,nan
1.532861772088433270e+02,1.402647999990182015e+01,2.003348746790735088e-02,nan,nan
2.098004582509559839e+02,2.676105299190726683e+01,2.599865614872183817e-01,nan,nan
9.637656406716016022e+01,8.841431240227711896e+01,1.927634797106204945e-01,nan,nan
