t,Np,Nd,dNd_dt,dNd_dt_noisy
8.845769153830767095e+01,1.439896505995349019e+00,5.356972874873012813e+01,-2.793762007569509542e+00,-2.514217918148215158e+00
8.847769553910782747e+01,1.437019015685052192e+00,5.351387253693599888e+01,-2.790742598333439073e+00,-3.025970588942029416e+00
8.849769953990798399e+01,1.434147275702370328e+00,5.345807669076612001e+01,-2.787726647838919103e+00,-2.465945701038572135e+00
8.851770354070814051e+01,1.431281274568968476e+00,5.340234114109342300e+01,-2.784714151789439818e+00,-5.157634305510127248e+00
8.853770754150831124e+01,1.428421000828258070e+00,5.334666581887430681e+01,-2.781705105894304086e+00,-3.737653183904687371e+00
8.855771154230846776e+01,1.425566443045404474e+00,5.329105065514877992e+01,-2.778699505868626574e+00,-3.187951481890547001e+00
8.857771554310862427e+01,1.422717589807314109e+00,5.323549558104027568e+01,-2.775697347433316864e+00,-1.124737344245854143e+00
8.859771954390878079e+01,1.419874429722643994e+00,5.318000052775575881e+01,-2.772698626315079906e+00,-4.030292485928448798e+00
8.861772354470895152e+01,1.417036951421796642e+00,5.312456542658567571e+01,-2.769703338246408908e+00,-3.895438658554478017e+00
8.863772754550910804e+01,1.414205143556928723e+00,5.306919020890408945e+01,-2.766711478965583559e+00,-2.959837885977044891e+00
8.865773154630926456e+01,1.411378994801938180e+00,5.301387480616846659e+01,-2.763723044216655822e+00,-2.447655531323991607e+00
8.867773554710942108e+01,1.408558493852473781e+00,5.295861914991982644e+01,-2.760738029749450373e+00,-3.375375343117412719e+00
8.869773954790959181e+01,1.405743629425929120e+00,5.290342317178264864e+01,-2.757756431319552615e+00,-2.673436886401904466e+00
8.871774354870974832e+01,1.402934390261452169e+00,5.284828680346505791e+01,-2.754778244688314004e+00,-4.392104561265178120e+00
8.873774754950990484e+01,1.400130765119932619e+00,5.279320997675855409e+01,-2.751803465622832956e+00,-1.063993280478877423e+00
8.875775155031006136e+01,1.397332742784010318e+00,5.273819262353820392e+01,-2.748832089895955288e+00,-3.089148998226054044e+00
8.877775555111023209e+01,1.394540312058070608e+00,5.268323467576254160e+01,-2.745864113286266672e+00,-2.619570912787116068e+00
8.879775955191038861e+01,1.391753461768252542e+00,5.262833606547373222e+01,-2.742899531578093963e+00,-4.208199658281142064e-02
8.881776355271054513e+01,1.388972180762437780e+00,5.257349672479731595e+01,-2.739938340561484331e+00,-3.303642431789462819e+00
8.883776755351070165e+01,1.386196457910256807e+00,5.251871658594241410e+01,-2.736980536032212363e+00,-3.979113844829263336e+00
8.885777155431087238e+01,1.383426282103086935e+00,5.246399558120160123e+01,-2.734026113791767632e+00,-3.724483460590997552e+00
8.887777555511102889e+01,1.380661642254058741e+00,5.240933364295107566e+01,-2.731075069647355580e+00,-1.061231782755398312e+00
8.889777955591118541e+01,1.377902527298044744e+00,5.235473070365045345e+01,-2.728127399411881981e+00,-2.918567345987613582e+00
8.891778355671134193e+01,1.375148926191667398e+00,5.230018669584287494e+01,-2.725183098903951606e+00,-3.509165931100747038e+00
8.893778755751151266e+01,1.372400827913295096e+00,5.224570155215496925e+01,-2.722242163947863780e+00,-2.759315747037280442e+00
8.895779155831166918e+01,1.369658221463049941e+00,5.219127520529698927e+01,-2.719304590373608832e+00,-2.768103658523466848e+00
8.897779555911182570e+01,1.366921095862795754e+00,5.213690758806257719e+01,-2.716370374016852107e+00,-1.710119287809328759e+00
8.899779955991198221e+01,1.364189440156146738e+00,5.208259863332893502e+01,-2.713439510718939740e+00,-1.993168480152288868e+00
8.901780356071215294e+01,1.361463243408462365e+00,5.202834827405673224e+01,-2.710511996326882223e+00,-2.333287482005192537e+00
8.903780756151230946e+01,1.358742494706856041e+00,5.197415644329026208e+01,-2.707587826693361954e+00,-2.224550076694593148e+00
8.905781156231246598e+01,1.356027183160183558e+00,5.192002307415722129e+01,-2.704666997676712370e+00,-3.510468023759098166e+00
8.907781556311262250e+01,1.353317297899049754e+00,5.186594809986885934e+01,-2.701749505140921048e+00,-3.960754198099210477e+00
8.909781956391279323e+01,1.350612828075806293e+00,5.181193145371987185e+01,-2.698835344955619941e+00,-2.292477786159306863e+00
8.911782356471294975e+01,1.347913762864557885e+00,5.175797306908862083e+01,-2.695924512996088040e+00,-2.168906631731585044e+00
8.913782756551310626e+01,1.345220091461151180e+00,5.170407287943684338e+01,-2.693017005143231835e+00,-2.520905282608040920e+00
8.915783156631326278e+01,1.342531803083182984e+00,5.165023081830981511e+01,-2.690112817283587532e+00,-2.401500830980550560e+00
8.917783556711343351e+01,1.339848886969996045e+00,5.159644681933630750e+01,-2.687211945309315286e+00,-2.053741701302386424e+00
8.919783956791359003e+01,1.337171332382686595e+00,5.154272081622870871e+01,-2.684314385118194757e+00,-3.823379992584467146e+00
8.921784356871374655e+01,1.334499128604092810e+00,5.148905274278280331e+01,-2.681420132613613116e+00,-3.019113938266014152e+00
8.923784756951390307e+01,1.331832264938802801e+00,5.143544253287791435e+01,-2.678529183704563721e+00,-3.543072273112508164e+00
8.925785157031407380e+01,1.329170730713150839e+00,5.138189012047686788e+01,-2.675641534305636782e+00,-4.533875743861274898e+00
8.927785557111423032e+01,1.326514515275224460e+00,5.132839543962607820e+01,-2.672757180337024252e+00,-2.138534808927465392e+00
8.929785957191438683e+01,1.323863607994853142e+00,5.127495842445539154e+01,-2.669876117724498954e+00,-2.895782000940346546e+00
8.931786357271454335e+01,1.321217998263616966e+00,5.122157900917817130e+01,-2.666998342399414579e+00,-2.257577373982000868e+00
8.933786757351471408e+01,1.318577675494840840e+00,5.116825712809128390e+01,-2.664123850298705243e+00,-2.030779995379909941e+00
8.935787157431487060e+01,1.315942629123604268e+00,5.111499271557520530e+01,-2.661252637364875273e+00,-3.563323760152502295e+00
8.937787557511502712e+01,1.313312848606728034e+00,5.106178570609380785e+01,-2.658384699545992991e+00,-1.149291030980571948e+00
8.939787957591518364e+01,1.310688323422783297e+00,5.100863603419451664e+01,-2.655520032795682273e+00,-2.350503948216415395e+00
8.941788357671534015e+01,1.308069043058965875e+00,5.095554363446864699e+01,-2.652658633072102923e+00,-1.641862838445056871e+00
8.943788757751551088e+01,1.305454996985496718e+00,5.090250844145724329e+01,-2.649800496334954403e+00,-9.541687356144716858e-01
8.945789157831566740e+01,1.302846174750492692e+00,5.084953038993280927e+01,-2.646945618552584367e+00,-3.121768808938982787e+00
8.947789557911582392e+01,1.300242565928756200e+00,5.079660941476576852e+01,-2.644093995699232647e+00,-3.258748556239335681e+00
8.949789957991598044e+01,1.297644160114770573e+00,5.074374545090463329e+01,-2.641245623754554739e+00,-2.460384768108178299e+00
8.951790358071615117e+01,1.295050946922695401e+00,5.069093843337589078e+01,-2.638400498703612929e+00,-1.526977929156438929e+00
8.953790758151630769e+01,1.292462915986374750e+00,5.063818829728420923e+01,-2.635558616536882059e+00,-1.492403364996151005e+00
8.955791158231646421e+01,1.289880056959325394e+00,5.058549497781216786e+01,-2.632719973250226886e+00,-4.601487355872346363e+00
8.957791558311662072e+01,1.287302359514744365e+00,5.053285841022041325e+01,-2.629884564844907846e+00,-1.192908721604579281e+00
8.959791958391679145e+01,1.284729813345505622e+00,5.048027852984760244e+01,-2.627052387327569960e+00,-3.071975702655056928e+00
8.961792358471694797e+01,1.282162408164167378e+00,5.042775527211054509e+01,-2.624223436710247270e+00,-2.133104091602399333e+00
8.963792758551710449e+01,1.279600133702960552e+00,5.037528857250396186e+01,-2.621397709010342858e+00,-3.945107654231483352e+00
8.965793158631726101e+01,1.277042979713796322e+00,5.032287836660066915e+01,-2.618575200250632395e+00,-3.500762518578106164e+00
8.967793558711743174e+01,1.274490935968263239e+00,5.027052459005145835e+01,-2.615755906459255709e+00,-2.249431266758288306e+00
8.969793958791758826e+01,1.271943992257633216e+00,5.021822717858529472e+01,-2.612939823669718553e+00,-4.397263644475790656e+00
8.971794358871774477e+01,1.269402138392851320e+00,5.016598606800905458e+01,-2.610126947920873963e+00,-1.802227423908353998e+00
8.973794758951790129e+01,1.266865364204543321e+00,5.011380119420769574e+01,-2.607317275256926692e+00,-3.146050881510281449e+00
8.975795159031807202e+01,1.264333659543011468e+00,5.006167249314417234e+01,-2.604510801727421221e+00,-2.327667561339680447e+00
8.977795559111822854e+01,1.261807014278242045e+00,5.000959990085958395e+01,-2.601707523387247090e+00,-2.453502667039260121e+00
8.979795959191838506e+01,1.259285418299894488e+00,4.995758335347296963e+01,-2.598907436296620688e+00,-3.153010050724478930e+00
8.981796359271854158e+01,1.256768861517308489e+00,4.990562278718143574e+01,-2.596110536521087031e+00,-1.282690906863433122e+00
8.983796759351871231e+01,1.254257333859500445e+00,4.985371813826007781e+01,-2.593316820131509104e+00,-2.520020794012922671e-01
8.985797159431886882e+01,1.251750825275170786e+00,4.980186934306216529e+01,-2.590526283204074076e+00,-1.959770043152202934e+00
8.987797559511902534e+01,1.249249325732693316e+00,4.975007633801886442e+01,-2.587738921820271543e+00,-4.303400974863725637e+00
8.989797959591918186e+01,1.246752825220121652e+00,4.969833905963943721e+01,-2.584954732066899297e+00,-2.463049074588380627e+00
8.991798359671935259e+01,1.244261313745186781e+00,4.964665744451114904e+01,-2.582173710036054004e+00,-2.807913398168145669e+00
8.993798759751950911e+01,1.241774781335303057e+00,4.959503142929939656e+01,-2.579395851825129427e+00,-1.668974178624658578e+00
8.995799159831966563e+01,1.239293218037558209e+00,4.954346095074750878e+01,-2.576621153536805764e+00,-2.515246898295820266e+00
8.997799559911982215e+01,1.236816613918720442e+00,4.949194594567689620e+01,-2.573849611279046101e+00,-4.306084386125550445e-01
8.999799959991999287e+01,1.234344959065234448e+00,4.944048635098697275e+01,-2.571081221165091080e+00,-1.877903994819583477e+00
9.001800360072014939e+01,1.231878243583229171e+00,4.938908210365528362e+01,-2.568315979313458008e+00,-1.969904989204942725e+00
9.003800760152030591e+01,1.229416457598506263e+00,4.933773314073731342e+01,-2.565553881847927098e+00,-2.908557114900999885e+00
9.005801160232046243e+01,1.226959591256548299e+00,4.928643939936662832e+01,-2.562794924897541460e+00,-3.452213053617580130e+00
9.007801560312063316e+01,1.224507634722514338e+00,4.923520081675476945e+01,-2.560039104596598669e+00,-2.644895753450035691e+00
9.009801960392078968e+01,1.222060578181246804e+00,4.918401733019145894e+01,-2.557286417084654762e+00,-2.354307214237401968e+00
9.011802360472094620e+01,1.219618411837262162e+00,4.913288887704432284e+01,-2.554536858506502917e+00,-2.075314138367254202e+00
9.013802760552110271e+01,1.217181125914756912e+00,4.908181539475906163e+01,-2.551790425012179231e+00,-2.350600848727248060e+00
9.015803160632127344e+01,1.214748710657603814e+00,4.903079682085939339e+01,-2.549047112756953837e+00,-2.828953708433350922e+00
9.017803560712142996e+01,1.212321156329360328e+00,4.897983309294717458e+01,-2.546306917901332234e+00,-2.496795096969371297e+00
9.019803960792158648e+01,1.209898453213256841e+00,4.892892414870217976e+01,-2.543569836611036195e+00,-3.006188908533816484e+00
9.021804360872174300e+01,1.207480591612203336e+00,4.887806992588227928e+01,-2.540835865057010423e+00,-3.530444536263306787e+00
9.023804760952191373e+01,1.205067561848787827e+00,4.882727036232331841e+01,-2.538104999415409235e+00,-3.405607141094737944e+00
9.025805161032207025e+01,1.202659354265281255e+00,4.877652539593930925e+01,-2.535377235867602774e+00,-2.042459174884865281e+00
9.027805561112222676e+01,1.200255959223628155e+00,4.872583496472218911e+01,-2.532652570600156139e+00,-1.807057666314280109e+00
9.029805961192238328e+01,1.197857367105453097e+00,4.867519900674196265e+01,-2.529930999804833824e+00,-2.746554822871901447e+00
9.031806361272255401e+01,1.195463568312057800e+00,4.862461746014664499e+01,-2.527212519678593505e+00,-2.663816476842608250e+00
9.033806761352271053e+01,1.193074553264427573e+00,4.857409026316238254e+01,-2.524497126423581594e+00,-1.978224499421383786e+00
9.035807161432286705e+01,1.190690312403221096e+00,4.852361735409326826e+01,-2.521784816247122141e+00,-2.658163491541151391e+00
9.037807561512302357e+01,1.188310836188777309e+00,4.847319867132145532e+01,-2.519075585361715941e+00,6.227208959424608281e-01
9.039807961592319430e+01,1.185936115101112076e+00,4.842283415330710739e+01,-2.516369429985033879e+00,-2.387808056031639037e+00
9.041808361672335081e+01,1.183566139627450609e+00,4.837252373854985166e+01,-2.513666346338901292e+00,-3.033084024356470731e+00
9.043808761752350733e+01,1.181200900240547025e+00,4.832226736550578039e+01,-2.510966330646609457e+00,-4.321769338434672925e+00
9.045809161832366385e+01,1.178840387483763852e+00,4.827206497284736031e+01,-2.508269379139610677e+00,-2.298107348953447371e+00
9.047809561912383458e+01,1.176484591924169765e+00,4.822191649933726154e+01,-2.505575488054814226e+00,-1.480564042516778533e+00
9.049809961992399110e+01,1.174133504146644080e+00,4.817182188381121222e+01,-2.502884653634172007e+00,-2.559214378729504968e+00
9.051810362072414762e+01,1.171787114753867209e+00,4.812178106517777110e+01,-2.500196872124657244e+00,-1.259021188385302636e+00
9.053810762152430414e+01,1.169445414366326874e+00,4.807179398241850521e+01,-2.497512139778269802e+00,-3.090549490613724526e+00
9.055811162232447487e+01,1.167108393622314777e+00,4.802186057458785484e+01,-2.494830452852025982e+00,-2.595939984379868726e+00
9.057811562312463138e+01,1.164776043177934373e+00,4.797198078081334671e+01,-2.492151807607962510e+00,-2.677523717041486950e+00
9.059811962392478790e+01,1.162448353707089099e+00,4.792215454029533106e+01,-2.489476200313117449e+00,-3.240803785616942267e+00
9.061812362472494442e+01,1.160125315901490595e+00,4.787238179230714508e+01,-2.486803627239535963e+00,-3.969443710985778750e+00
9.063812762552511515e+01,1.157806920470654033e+00,4.782266247619502764e+01,-2.484134084664257891e+00,-3.436925721279433521e+00
9.065813162632527167e+01,1.155493158141906118e+00,4.777299653137827562e+01,-2.481467568869324847e+00,-4.383265249133920349e+00
9.067813562712542819e+01,1.153184019660374204e+00,4.772338389734903785e+01,-2.478804076141758461e+00,-1.719713700849762272e+00
9.069813962792558470e+01,1.150879495788992957e+00,4.767382451367242169e+01,-2.476143602773567931e+00,-2.647578386691983088e+00
9.071814362872575543e+01,1.148579577308501687e+00,4.762431831998645748e+01,-2.473486145061736252e+00,-2.577199887966699077e+00
9.073814762952591195e+01,1.146284255017449905e+00,4.757486525600224070e+01,-2.470831699308229101e+00,-3.045138578246441075e+00
9.075815163032606847e+01,1.143993519732188879e+00,4.752546526150368322e+01,-2.468180261819971300e+00,-1.516437236810761702e+00
9.077815563112622499e+01,1.141707362286876970e+00,4.747611827634769810e+01,-2.465531828908854362e+00,-3.311806557205024149e+00
9.079815963192639572e+01,1.139425773533476738e+00,4.742682424046408585e+01,-2.462886396891726282e+00,-7.781683715502851761e-01
9.081816363272655224e+01,1.137148744341761386e+00,4.737758309385573341e+01,-2.460243962090393754e+00,-1.375240723425446232e+00
9.083816763352670876e+01,1.134876265599305656e+00,4.732839477659833705e+01,-2.457604520831604855e+00,-3.156718561214304053e+00
9.085817163432686527e+01,1.132608328211491155e+00,4.727925922884058707e+01,-2.454968069447054813e+00,-2.655523796742273568e+00
9.087817563512703600e+01,1.130344923101504362e+00,4.723017639080408259e+01,-2.452334604273374907e+00,-1.823200589038920461e+00
9.089817963592719252e+01,1.128086041210341950e+00,4.718114620278348781e+01,-2.449704121652132915e+00,-1.198286108673365380e+00
9.091818363672734904e+01,1.125831673496801688e+00,4.713216860514628337e+01,-2.447076617929822451e+00,-3.239340907733693875e+00
9.093818763752750556e+01,1.123581810937489545e+00,4.708324353833294396e+01,-2.444452089457859856e+00,-2.943449388323358118e+00
9.095819163832767629e+01,1.121336444526814802e+00,4.703437094285686015e+01,-2.441830532592578429e+00,6.313587933349618098e-02
9.097819563912783281e+01,1.119095565276997828e+00,4.698555075930447344e+01,-2.439211943695231533e+00,-1.519637491358372117e+00
9.099819963992798932e+01,1.116859164218060307e+00,4.693678292833504884e+01,-2.436596319131973498e+00,-1.540097782740109222e+00
9.101820364072814584e+01,1.114627232397831236e+00,4.688806739068085960e+01,-2.433983655273865843e+00,-5.003586714827841231e-01
9.103820764152831657e+01,1.112399760881943589e+00,4.683940408714707360e+01,-2.431373948496864834e+00,-1.985515749474546343e+00
9.105821164232847309e+01,1.110176740753841429e+00,4.679079295861190246e+01,-2.428767195181826377e+00,-2.885014955666080461e+00
9.107821564312862961e+01,1.107958163114769912e+00,4.674223394602642401e+01,-2.426163391714490025e+00,-4.155072258119342443e+00
9.109821964392878613e+01,1.105744019083781060e+00,4.669372699041467456e+01,-2.423562534485480313e+00,-1.561757643018447883e+00
9.111822364472895686e+01,1.103534299797732210e+00,4.664527203287360635e+01,-2.420964619890297431e+00,-3.554328153082311648e+00
9.113822764552911337e+01,1.101328996411290229e+00,4.659686901457323671e+01,-2.418369644329323442e+00,-1.747609164385103941e+00
9.115823164632926989e+01,1.099128100096924188e+00,4.654851787675640651e+01,-2.415777604207800078e+00,-4.390608178032636033e+00
9.117823564712942641e+01,1.096931602044909582e+00,4.650021856073895066e+01,-2.413188495935837619e+00,-2.887540721592706028e+00
9.119823964792959714e+01,1.094739493463326996e+00,4.645197100790960576e+01,-2.410602315928403350e+00,-2.428567541593712686e+00
9.121824364872975366e+01,1.092551765578067213e+00,4.640377515973016642e+01,-2.408019060605321560e+00,-3.659540605551691250e+00
9.123824764952991018e+01,1.090368409632822333e+00,4.635563095773526499e+01,-2.405438726391261994e+00,-2.952240114963758266e+00
9.125825165033006670e+01,1.088189416889091987e+00,4.630753834353251364e+01,-2.402861309715740301e+00,-3.234654132286017170e+00
9.127825565113022321e+01,1.086014778626181343e+00,4.625949725880248309e+01,-2.400286807013112700e+00,-2.270490426165281406e+00
9.129825965193039394e+01,1.083844486141200436e+00,4.621150764529863153e+01,-2.397715214722564436e+00,-3.656770575147390456e+00
9.131826365273055046e+01,1.081678530749069278e+00,4.616356944484748936e+01,-2.395146529288118664e+00,-2.657203174057623407e+00
9.133826765353070698e+01,1.079516903782509418e+00,4.611568259934842473e+01,-2.392580747158618237e+00,-1.018438555291305336e+00
9.135827165433086350e+01,1.077359596592049940e+00,4.606784705077377851e+01,-2.390017864787723934e+00,-9.891880968706174837e-01
9.137827565513103423e+01,1.075206600546023683e+00,4.602006274116880746e+01,-2.387457878633912678e+00,-4.970571208992400347e-01
9.139827965593119075e+01,1.073057907030575020e+00,4.597232961265181928e+01,-2.384900785160476655e+00,-1.969701267934422795e+00
9.141828365673134726e+01,1.070913507438073564e+00,4.592464760737713902e+01,-2.382346580834522776e+00,-2.789452618819131313e+00
9.143828765753150378e+01,1.068773393148225948e+00,4.587701666746073670e+01,-2.379795262124539068e+00,-2.051143089149139342e+00
9.145829165833167451e+01,1.066637555604679433e+00,4.582943673522053274e+01,-2.377246825506698968e+00,-1.666887838909231423e+00
9.147829565913183103e+01,1.064505986272336502e+00,4.578190775305824189e+01,-2.374701267462252741e+00,-2.094790548257849050e+00
9.149829965993198755e+01,1.062378676632206531e+00,4.573442966344369154e+01,-2.372158584477123799e+00,-9.219042955182814580e-01
9.151830366073214407e+01,1.060255618181411563e+00,4.568700240891494957e+01,-2.369618773041914039e+00,-3.027185564801616824e+00
9.153830766153231480e+01,1.058136802433183199e+00,4.563962593207826757e+01,-2.367081829651895397e+00,-2.574224028516130414e+00
9.155831166233247131e+01,1.056022220916868815e+00,4.559230017560818737e+01,-2.364547750807008519e+00,-3.884323039609076655e+00
9.157831566313262783e+01,1.053911865177922458e+00,4.554502508224739898e+01,-2.362016533011853880e+00,-2.782974730352510306e+00
9.159831966393278435e+01,1.051805726777911065e+00,4.549780059480679029e+01,-2.359488172775687342e+00,-1.119501551395545969e+00
9.161832366473295508e+01,1.049703797294510688e+00,4.545062665616546838e+01,-2.356962666612417934e+00,-2.304500984095683602e+00
9.163832766553311160e+01,1.047606068321513817e+00,4.540350320927081640e+01,-2.354440011040604297e+00,-1.606391030528299568e+00
9.165833166633326812e+01,1.045512531468818951e+00,4.535643019713835145e+01,-2.351920202583447583e+00,-1.924290567130625629e+00
9.167833566713342464e+01,1.043423178362437698e+00,4.530940756285183113e+01,-2.349403237768785235e+00,-1.385094646201770363e+00
9.169833966793359536e+01,1.041338000644491002e+00,4.526243524956317543e+01,-2.346889113129088322e+00,-3.182248216183911627e+00
9.171834366873375188e+01,1.039256989973215806e+00,4.521551320049262301e+01,-2.344377825201460652e+00,-1.809483370595410090e+00
9.173834766953390840e+01,1.037180138022955722e+00,4.516864135892853227e+01,-2.341869370527627225e+00,-1.662165569270565468e+00
9.175835167033406492e+01,1.035107436484167032e+00,4.512181966822748791e+01,-2.339363745653933790e+00,-1.181833682498295568e+00
9.177835567113423565e+01,1.033038877063415129e+00,4.507504807181427253e+01,-2.336860947131339294e+00,-9.424089849919576878e-01
9.179835967193439217e+01,1.030974451483381849e+00,4.502832651318195900e+01,-2.334360971515420768e+00,-2.831351207138773862e+00
9.181836367273454869e+01,1.028914151482855477e+00,4.498165493589173991e+01,-2.331863815366352455e+00,-3.763313377866314369e+00
9.183836767353470520e+01,1.026857968816736744e+00,4.493503328357304838e+01,-2.329369475248914689e+00,-2.971341242048029851e+00
9.185837167433487593e+01,1.024805895256036381e+00,4.488846149992350121e+01,-2.326877947732481910e+00,-1.003297627768025002e+00
9.187837567513503245e+01,1.022757922587880675e+00,4.484193952870902677e+01,-2.324389229391026213e+00,-3.317593636402452084e+00
9.189837967593518897e+01,1.020714042615502359e+00,4.479546731376364477e+01,-2.321903316803103134e+00,-3.698281968049768942e+00
9.191838367673534549e+01,1.018674247158247059e+00,4.474904479898963672e+01,-2.319420206551850328e+00,-3.630421876031256101e+00
9.193838767753551622e+01,1.016638528051570400e+00,4.470267192835746783e+01,-2.316939895224987112e+00,-3.617282852762700784e+00
9.195839167833567274e+01,1.014606877147043118e+00,4.465634864590588649e+01,-2.314462379414807369e+00,-1.593764181271905223e+00
9.197839567913582925e+01,1.012579286312343063e+00,4.461007489574177498e+01,-2.311987655718170664e+00,-3.079454104698312378e+00
9.199839967993598577e+01,1.010555747431260309e+00,4.456385062204024905e+01,-2.309515720736504907e+00,-2.934055127945996322e+00
9.201840368073615650e+01,1.008536252403695155e+00,4.451767576904460810e+01,-2.307046571075795249e+00,-1.164028422498969872e+00
9.203840768153631302e+01,1.006520793145663228e+00,4.447155028106644892e+01,-2.304580203346587197e+00,-1.368671434369931994e+00
9.205841168233646954e+01,1.004509361589286609e+00,4.442547410248549511e+01,-2.302116614163974617e+00,-1.420687380215690521e+00
9.207841568313662606e+01,1.002501949682800930e+00,4.437944717774971082e+01,-2.299655800147597517e+00,-3.065007224279945763e+00
9.209841968393679679e+01,1.000498549390550718e+00,4.433346945137522255e+01,-2.297197757921637606e+00,-4.000687871563620490e+00
9.211842368473695331e+01,9.984991526929961614e-01,4.428754086794648259e+01,-2.294742484114819625e+00,-1.942711004778807649e+00
9.213842768553710982e+01,9.965037515867045670e-01,4.424166137211604877e+01,-2.292289975360395804e+00,-5.368788642595816452e-01
9.215843168633726634e+01,9.945123380843559069e-01,4.419583090860471941e+01,-2.289840228296148084e+00,-2.645942175212675718e+00
9.217843568713743707e+01,9.925249042147393785e-01,4.415004942220147655e+01,-2.287393239564382341e+00,-2.559227492221201494e+00
9.219843968793759359e+01,9.905414420227601768e-01,4.410431685776360666e+01,-2.284949005811928835e+00,-5.533147660923256161e+00
9.221844368873775011e+01,9.885619435694302792e-01,4.405863316021650888e+01,-2.282507523690126217e+00,-5.501067819934573055e-01
9.223844768953790663e+01,9.865864009318741079e-01,4.401299827455382996e+01,-2.280068789854829081e+00,-2.479281428140357679e+00
9.225845169033807736e+01,9.846148062033258652e-01,4.396741214583737900e+01,-2.277632800966391091e+00,-4.018766364254318546e+00
9.227845569113823387e+01,9.826471514931354179e-01,4.392187471919729802e+01,-2.275199553689679188e+00,-2.334356472357944856e+00
9.229845969193839039e+01,9.806834289267594151e-01,4.387638593983181323e+01,-2.272769044694046059e+00,-2.868307037510901658e+00
9.231846369273854691e+01,9.787236306457669510e-01,4.383094575300742690e+01,-2.270341270653343457e+00,-1.642396344004526387e+00
9.233846769353871764e+01,9.767677488078372328e-01,4.378555410405878945e+01,-2.267916228245907106e+00,-1.146688912483875278e-01
9.235847169433887416e+01,9.748157755867644658e-01,4.374021093838886998e+01,-2.265493914154562027e+00,-3.070672455959251312e+00
9.237847569513903068e+01,9.728677031724500823e-01,4.369491620146875732e+01,-2.263074325066608772e+00,-2.107489550056476535e+00
9.239847969593918720e+01,9.709235237709081812e-01,4.364966983883777374e+01,-2.260657457673822535e+00,-2.645411806273611166e+00
9.241848369673935792e+01,9.689832295937927942e-01,4.360447179606924095e+01,-2.258243308671520566e+00,-2.922623197482038471e+00
9.243848769753951444e+01,9.670468128412741393e-01,4.355932201870160725e+01,-2.255831874756292876e+00,-1.795639570579285582e+00
9.245849169833967096e+01,9.651142657713941420e-01,4.351422045246156500e+01,-2.253423152631952142e+00,-7.059613190310090047e-01
9.247849569913982748e+01,9.631855806614334492e-01,4.346916704315406577e+01,-2.251017139007037482e+00,-1.811031986124242987e+00
9.249849969993999821e+01,9.612607498032488262e-01,4.342416173664784651e+01,-2.248613830594436092e+00,-2.675265231815124434e+00
9.251850370074015473e+01,9.593397655032787075e-01,4.337920447887553621e+01,-2.246213224111390794e+00,-1.727782288602789151e+00
9.253850770154031125e+01,9.574226200825350919e-01,4.333429521583346400e+01,-2.243815316279477834e+00,-2.007154485149803325e+00
9.255851170234046776e+01,9.555093058766085390e-01,4.328943389358181548e+01,-2.241420103824617982e+00,-1.426274565992662113e+00
9.257851570314063849e+01,9.535998152356659485e-01,4.324462045824452616e+01,-2.239027583477064098e+00,-2.790624231105198305e+00
9.259851970394079501e+01,9.516941405244561114e-01,4.319985485600945196e+01,-2.236637751971403354e+00,-2.098818374908629991e+00
9.261852370474095153e+01,9.497922741223008281e-01,4.315513703312814897e+01,-2.234250606046544796e+00,-5.868468224024736557e-01
9.263852770554110805e+01,9.478942084231011256e-01,4.311046693591601553e+01,-2.231866142445721124e+00,-2.212812067239933622e+00
9.265853170634127878e+01,9.459999358353339272e-01,4.306584451075219988e+01,-2.229484357916479809e+00,-1.252409223656735904e+00
9.267853570714143530e+01,9.441094487820578252e-01,4.302126970407978490e+01,-2.227105249210688864e+00,-2.237519720643875942e+00
9.269853970794159181e+01,9.422227397009051986e-01,4.297674246240553941e+01,-2.224728813084518642e+00,-2.154043875783789197e+00
9.271854370874174833e+01,9.403398010440868759e-01,4.293226273230007450e+01,-2.222355046298446268e+00,-2.964900743461688748e+00
9.273854770954191906e+01,9.384606252783901370e-01,4.288783046039777247e+01,-2.219983945617248988e+00,6.297716192514042355e-01
9.275855171034207558e+01,9.365852048851837086e-01,4.284344559339692893e+01,-2.217615507810003717e+00,-1.019588561611328048e+00
9.277855571114223210e+01,9.347135323604097712e-01,4.279910807805952544e+01,-2.215249729650076826e+00,-1.034587052912695926e+00
9.279855971194238862e+01,9.328456002145895098e-01,4.275481786121140004e+01,-2.212886607915122372e+00,-1.055176534023038126e+00
9.281856371274255935e+01,9.309814009728204498e-01,4.271057488974214777e+01,-2.210526139387076761e+00,-3.230431592571447297e+00
9.283856771354271586e+01,9.291209271747811194e-01,4.266637911060528410e+01,-2.208168320852163191e+00,-2.966555517590496738e+00
9.285857171434287238e+01,9.272641713747241665e-01,4.262223047081801042e+01,-2.205813149100872117e+00,-2.387134810849616873e+00
9.287857571514302890e+01,9.254111261414807998e-01,4.257812891746138462e+01,-2.203460620927969682e+00,-3.884722934407692563e+00
9.289857971594319963e+01,9.235617840584584570e-01,4.253407439768022158e+01,-2.201110733132484842e+00,-3.104699983666403984e+00
9.291858371674335615e+01,9.217161377236460229e-01,4.249006685868324240e+01,-2.198763482517715584e+00,-1.368866181009040339e+00
9.293858771754351267e+01,9.198741797496062800e-01,4.244610624774288254e+01,-2.196418865891214267e+00,-4.331503983743479225e+00
