t,R,C,dR_dt,dR_dt_noisy
7.067413482696538907e+00,9.848792697171112609e-01,3.066060110614268197e-01,-5.337286348994219054e-08,-4.683444433806921436e-02
7.069413882776554914e+00,9.848792699715844812e-01,3.066060110557983220e-01,-5.882661094358532239e-08,2.604355358561011996e-02
7.071414282856570921e+00,9.848792701955927376e-01,3.066060110508436742e-01,-6.362744800481046070e-08,3.545686423314622221e-02
7.073414682936586928e+00,9.848792703883763044e-01,3.066060110465796962e-01,-6.775909255907208717e-08,1.406036620925940964e-02
7.075415083016602935e+00,9.848792705493089050e-01,3.066060110430201546e-01,-7.120812267613629842e-08,1.301905180536774148e-02
7.077415483096618942e+00,9.848792706778980444e-01,3.066060110401759853e-01,-7.396398316039665133e-08,1.811448858793772085e-02
7.079415883176634949e+00,9.848792707737845653e-01,3.066060110380551817e-01,-7.601897686337899529e-08,-7.103983278729919700e-03
7.081416283256650956e+00,9.848792708367430926e-01,3.066060110366626290e-01,-7.736827367654797172e-08,-3.673835465390897642e-02
7.083416683336666964e+00,9.848792708666819218e-01,3.066060110360004365e-01,-7.800990828310538916e-08,-2.381745122828156022e-02
7.085417083416682971e+00,9.848792708636424642e-01,3.066060110360676605e-01,-7.794476802880367927e-08,-5.038543175347798275e-03
7.087417483496698978e+00,9.848792708278002461e-01,3.066060110368604708e-01,-7.717661498762851124e-08,-2.190622455786074563e-02
7.089417883576714985e+00,9.848792707594641316e-01,3.066060110383719284e-01,-7.571206830925270026e-08,2.521557971891899563e-02
7.091418283656730992e+00,9.848792706590766555e-01,3.066060110405923189e-01,-7.356061218488640918e-08,-1.084159462678983832e-02
7.093418683736746999e+00,9.848792705272136905e-01,3.066060110435088748e-01,-7.073458860307191287e-08,-3.406245483406231296e-03
7.095419083816763006e+00,9.848792703645850022e-01,3.066060110471059419e-01,-6.724920889600305429e-08,-4.506746129769518411e-02
7.097419483896779013e+00,9.848792701720336940e-01,3.066060110513648129e-01,-6.312254202667233471e-08,9.382679790652721785e-03
7.099419883976795020e+00,9.848792699505367620e-01,3.066060110562638941e-01,-5.837552641274612597e-08,-1.827647952112888136e-02
7.101420284056811028e+00,9.848792697012045405e-01,3.066060110617787049e-01,-5.303195835248963874e-08,3.734577797201868443e-02
7.103420684136827035e+00,9.848792694252808122e-01,3.066060110678816009e-01,-4.711849393990164003e-08,-4.384658081848594874e-02
7.105421084216843042e+00,9.848792691241433639e-01,3.066060110745422174e-01,-4.066466130492329967e-08,7.565714312406753538e-03
7.107421484296859049e+00,9.848792687993032091e-01,3.066060110817270812e-01,-3.370284371029264037e-08,-1.076425908116877134e-02
7.109421884376875056e+00,9.848792684524050323e-01,3.066060110893998325e-01,-2.626828918272927638e-08,-9.685409708311831789e-03
7.111422284456891063e+00,9.848792680852272996e-01,3.066060110975211139e-01,-1.839911309420294572e-08,4.216108302413917874e-02
7.113422684536907070e+00,9.848792676996815931e-01,3.066060111060486815e-01,-1.013628350698958513e-08,2.349138370452365579e-02
7.115423084616923077e+00,9.848792672978137208e-01,3.066060111149372380e-01,-1.523645015710783923e-09,-2.195582095882255003e-02
7.117423484696939084e+00,9.848792668818024953e-01,3.066060111241386554e-01,7.392106621262328758e-09,3.443495088280731226e-02
7.119423884776955092e+00,9.848792664539606223e-01,3.066060111336016969e-01,1.656140721784105097e-08,-1.694292725035532673e-02
7.121424284856971099e+00,9.848792660167343671e-01,3.066060111432723501e-01,2.593182907295599193e-08,1.940222556164153053e-02
7.123424684936987106e+00,9.848792655727034440e-01,3.066060111530934940e-01,3.544808524491571688e-08,-4.415015123963234728e-02
7.125425085017003113e+00,9.848792651245812380e-01,3.066060111630051210e-01,4.505202388926932144e-08,-8.670926552028824369e-03
7.127425485097019120e+00,9.848792646752146940e-01,3.066060111729442816e-01,5.468263042374132965e-08,-7.850756135658323517e-03
7.129425885177035127e+00,9.848792642275844278e-01,3.066060111828450285e-01,6.427602586289715703e-08,-8.832435026022043487e-03
7.131426285257051134e+00,9.848792637848045040e-01,3.066060111926384724e-01,7.376547114801290661e-08,-4.045984397687291123e-02
7.133426685337067141e+00,9.848792633501226579e-01,3.066060112022528372e-01,8.308136212331618253e-08,-4.813130218823714890e-02
7.135427085417083148e+00,9.848792629269201848e-01,3.066060112116132941e-01,9.215123275563286143e-08,-9.928044656511455894e-04
7.137427485497099156e+00,9.848792625187119398e-01,3.066060112206421273e-01,1.008997542739642483e-07,1.465285665657539531e-02
7.139427885577115163e+00,9.848792621291463378e-01,3.066060112292585682e-01,1.092487355303095597e-07,2.918596307398931477e-04
7.141428285657131170e+00,9.848792617620054646e-01,3.066060112373790170e-01,1.171171209457533280e-07,-9.105856914475893293e-03
7.143428685737147177e+00,9.848792614212049656e-01,3.066060112449169317e-01,1.244209921480443626e-07,-3.832610577292638876e-02
7.145429085817163184e+00,9.848792611107939354e-01,3.066060112517826064e-01,1.310735710247090680e-07,-7.303344900749794005e-03
7.147429485897179191e+00,9.848792608349553612e-01,3.066060112578836705e-01,1.369852095645107681e-07,-1.450776927900247065e-02
7.149429885977195198e+00,9.848792605980053461e-01,3.066060112631245338e-01,1.420634075099957983e-07,-1.857107417414743944e-02
7.151430286057211205e+00,9.848792604043939969e-01,3.066060112674068860e-01,1.462127920681677296e-07,3.909755558033330483e-03
7.153430686137227212e+00,9.848792602587048695e-01,3.066060112706292529e-01,1.493351307335633038e-07,3.796387401354371204e-03
7.155431086217243219e+00,9.848792601656550794e-01,3.066060112726873288e-01,1.513293288180062035e-07,9.525173860381628416e-03
7.157431486297259227e+00,9.848792601300951910e-01,3.066060112734738663e-01,1.520914310326748620e-07,-6.954647194181569694e-03
7.159431886377275234e+00,9.848792601570095506e-01,3.066060112728785647e-01,1.515146155206537060e-07,-2.140364949071121847e-02
7.161432286457291241e+00,9.848792602515160644e-01,3.066060112707882368e-01,1.494891978259804688e-07,-5.481018363821007003e-03
7.163432686537307248e+00,9.848792604188661981e-01,3.066060112670867532e-01,1.459026308936461902e-07,-8.325794437729404016e-03
7.165433086617323255e+00,9.848792606643776981e-01,3.066060112616564859e-01,1.406409474435932339e-07,-4.166021998243516627e-02
7.167433486697339262e+00,9.848792609664829278e-01,3.066060112549744421e-01,1.341663746212695685e-07,-9.289384373933203334e-03
7.169433886777355269e+00,9.848792613020983522e-01,3.066060112475512689e-01,1.269736275011368321e-07,-4.216431132980413832e-02
7.171434286857371276e+00,9.848792616673555100e-01,3.066060112394724535e-01,1.191456130145152059e-07,-4.998062722360171323e-02
7.173434686937387283e+00,9.848792620585048452e-01,3.066060112308209296e-01,1.107626899921054786e-07,-2.120383995809644109e-02
7.175435087017403291e+00,9.848792624719157063e-01,3.066060112216770772e-01,1.019026684978552311e-07,-1.670179481483359540e-02
7.177435487097419298e+00,9.848792629040761248e-01,3.066060112121184456e-01,9.264081568538529154e-08,1.681984253310165114e-02
7.179435887177435305e+00,9.848792633515929262e-01,3.066060112022202522e-01,8.304985205098702750e-08,-8.356486256348905420e-03
7.181436287257451312e+00,9.848792638111916187e-01,3.066060111920547726e-01,7.319995531940293176e-08,1.263726023728115912e-02
7.183436687337467319e+00,9.848792642797167263e-01,3.066060111816918399e-01,6.315875192286490858e-08,3.549755230644124904e-02
7.185437087417483326e+00,9.848792647541314560e-01,3.066060111711986780e-01,5.299132471714429471e-08,2.388659127603970367e-03
7.187437487497499333e+00,9.848792652315178087e-01,3.066060111606397909e-01,4.276021120519502006e-08,8.886078786437105054e-03
7.189437887577515340e+00,9.848792657090764679e-01,3.066060111500770735e-01,3.252540473064335913e-08,-1.791875150114694698e-02
7.191438287657531347e+00,9.848792661841271334e-01,3.066060111395698118e-01,2.234434826053899315e-08,1.992473851250062961e-02
7.193438687737547355e+00,9.848792666541081875e-01,3.066060111291747381e-01,1.227194126873776270e-08,8.367880304229581914e-04
7.195439087817563362e+00,9.848792671165765844e-01,3.066060111189458093e-01,2.360541762058687709e-09,1.008563850053909505e-03
7.197439487897579369e+00,9.848792675692084053e-01,3.066060111089344287e-01,-7.340044960724156908e-09,-2.884209401876496395e-02
7.199439887977595376e+00,9.848792680097984142e-01,3.066060110991893906e-01,-1.678255739934186863e-08,-2.404449847170312196e-02
7.201440288057611383e+00,9.848792684362600580e-01,3.066060110897568247e-01,-2.592227782427514171e-08,-1.747419948685043078e-02
7.203440688137627390e+00,9.848792688466256884e-01,3.066060110806803074e-01,-3.471703607926812651e-08,1.962805943772889458e-03
7.205441088217643397e+00,9.848792692390463399e-01,3.066060110720006948e-01,-4.312720644494838496e-08,2.664192234633918840e-02
7.207441488297659404e+00,9.848792696117920631e-01,3.066060110637562897e-01,-5.111571324545316486e-08,-3.852595788848828251e-02
7.209441888377675411e+00,9.848792699632513692e-01,3.066060110559826191e-01,-5.864801963517685124e-08,-9.796934936347907394e-03
7.211442288457691419e+00,9.848792702919317854e-01,3.066060110487128232e-01,-6.569214014429114457e-08,-8.401745936447650720e-03
7.213442688537707426e+00,9.848792705964595218e-01,3.066060110419772666e-01,-7.221863190798316623e-08,5.629635546392658396e-02
7.215443088617723433e+00,9.848792708755798042e-01,3.066060110358036495e-01,-7.820060338170620184e-08,-5.675257007459386799e-03
7.217443488697739440e+00,9.848792711281562084e-01,3.066060110302171182e-01,-8.361369932541329320e-08,-1.411405126833545701e-02
7.219443888777755447e+00,9.848792713531716592e-01,3.066060110252402104e-01,-8.843612223086161350e-08,1.794960458734492018e-02
7.221444288857771454e+00,9.848792715497273198e-01,3.066060110208927436e-01,-9.264860850732858921e-08,-2.844371549150590678e-02
7.223444688937787461e+00,9.848792717170434807e-01,3.066060110171920372e-01,-9.623444799378155778e-08,1.283375223242667375e-02
7.225445089017803468e+00,9.848792718544592262e-01,3.066060110141526907e-01,-9.917947621507217093e-08,-4.260186982819952339e-02
7.227445489097819475e+00,9.848792719614322122e-01,3.066060110117866389e-01,-1.014720697467552668e-07,4.988399634958148865e-02
7.229445889177835483e+00,9.848792720375391108e-01,3.066060110101032632e-01,-1.031031560960737892e-07,-1.857926355901967381e-03
7.231446289257851490e+00,9.848792720824752767e-01,3.066060110091093915e-01,-1.040662064299979761e-07,-1.142858625687537440e-02
7.233446689337867497e+00,9.848792720960548586e-01,3.066060110088090207e-01,-1.043572375736268043e-07,-3.360110469387766335e-02
7.235447089417883504e+00,9.848792720782107990e-01,3.066060110092037050e-01,-1.039748123710104721e-07,-4.517803499615440956e-03
7.237447489497899511e+00,9.848792720289948344e-01,3.066060110102922787e-01,-1.029200394353502190e-07,1.341883369204838888e-03
7.239447889577915518e+00,9.848792719485774949e-01,3.066060110120709670e-01,-1.011965736208431110e-07,-1.900465555018257188e-02
7.241448289657931525e+00,9.848792718372479937e-01,3.066060110145333861e-01,-9.881061333039120598e-08,2.908536055985659619e-02
7.243448689737947532e+00,9.848792716954145599e-01,3.066060110176704878e-01,-9.577090742673988188e-08,-8.944138739187857540e-03
7.245449089817963539e+00,9.848792715236041051e-01,3.066060110214706147e-01,-9.208874846011738668e-08,1.625265265911862711e-03
7.247449489897979547e+00,9.848792713224623352e-01,3.066060110259195004e-01,-8.777797483316973626e-08,6.406306141984424718e-03
7.249449889977995554e+00,9.848792710927535277e-01,3.066060110310002140e-01,-8.285496619353516223e-08,3.332068463934178409e-02
7.251450290058011561e+00,9.848792708353611980e-01,3.066060110366932712e-01,-7.733865775572112966e-08,-1.024207313723568546e-02
7.253450690138027568e+00,9.848792705512872114e-01,3.066060110429764674e-01,-7.125052081669025483e-08,1.082567772487346433e-03
7.255451090218043575e+00,9.848792702416524492e-01,3.066060110498249891e-01,-6.461457763284883526e-08,6.690737517361171685e-03
7.257451490298059582e+00,9.848792699076965862e-01,3.066060110572114694e-01,-5.745739639628766326e-08,1.469858930728510683e-02
7.259451890378075589e+00,9.848792695507780914e-01,3.066060110651058768e-01,-4.980809126253760155e-08,-4.651537732086590687e-02
7.261452290458091596e+00,9.848792691723741166e-01,3.066060110734754596e-01,-4.169831960276759730e-08,2.815570141909971846e-02
7.263452690538107603e+00,9.848792687740806073e-01,3.066060110822849682e-01,-3.316228500138684865e-08,-3.640951925405122233e-03
7.265453090618123611e+00,9.848792683576125251e-01,3.066060110914964887e-01,-2.423674197449265932e-08,-1.863229270809972291e-02
7.267453490698139618e+00,9.848792679248032922e-01,3.066060111010693867e-01,-1.496098314679450425e-08,-1.320090370134149350e-03
7.269453890778155625e+00,9.848792674776053468e-01,3.066060111109605857e-01,-5.376852546534749422e-09,-4.860757469234872064e-02
7.271454290858171632e+00,9.848792670180898101e-01,3.066060111211242334e-01,4.471262693428457169e-09,-1.972758711724803549e-02
7.273454690938187639e+00,9.848792665484467079e-01,3.066060111315118686e-01,1.453642695103951610e-08,4.179775151042660307e-03
7.275455091018203646e+00,9.848792660709847491e-01,3.066060111420724210e-01,2.476916108329341171e-08,3.348398573788764765e-02
7.277455491098219653e+00,9.848792655881314362e-01,3.066060111527522114e-01,3.511744006701178478e-08,-2.546836627992635996e-03
7.279455891178235660e+00,9.848792651024331768e-01,3.066060111634949514e-01,4.552669055635227835e-08,9.431433452166451334e-03
7.281456291258251667e+00,9.848792646165549503e-01,3.066060111742416883e-01,5.593979779394686602e-08,-7.814947085475225028e-03
7.283456691338267674e+00,9.848792641332806408e-01,3.066060111849308045e-01,6.629709917160830912e-08,2.110300101273883053e-02
7.285457091418283682e+00,9.848792636555131486e-01,3.066060111954981293e-01,7.653638098292780967e-08,-1.042392905271179865e-02
7.287457491498299689e+00,9.848792631862737235e-01,3.066060112058768272e-01,8.659289330026354037e-08,1.109320610501890285e-02
7.289457891578315696e+00,9.848792627287027424e-01,3.066060112159974538e-01,9.639933307159509468e-08,-8.792186427506490723e-03
7.291458291658331703e+00,9.848792622860593760e-01,3.066060112257879000e-01,1.058858514757510250e-07,-2.461184043087218803e-02
7.293458691738347710e+00,9.848792618617212558e-01,3.066060112351735034e-01,1.149800605282358390e-07,-2.524230395988519976e-02
7.295459091818363717e+00,9.848792614591851402e-01,3.066060112440768259e-01,1.236070195642646752e-07,-1.652699373323603810e-02
7.297459491898379724e+00,9.848792610820663596e-01,3.066060112524179870e-01,1.316892465630381537e-07,2.862729699721281579e-02
7.299459891978395731e+00,9.848792607340993710e-01,3.066060112601143861e-01,1.391467062961115886e-07,7.946244585198369847e-02
7.301460292058411738e+00,9.848792604191368705e-01,3.066060112670807580e-01,1.458968298950757969e-07,-5.389518115617292909e-03
7.303460692138427746e+00,9.848792601411509029e-01,3.066060112732292842e-01,1.518544905099172837e-07,-1.879724173548917923e-02
7.305461092218443753e+00,9.848792599042318630e-01,3.066060112784694813e-01,1.569320244310112855e-07,1.297909446918144721e-02
7.307461492298459760e+00,9.848792597125892723e-01,3.066060112827082573e-01,1.610392154627326988e-07,1.191254661092880536e-02
7.309461892378475767e+00,9.848792595705513353e-01,3.066060112858498554e-01,1.640833037219735502e-07,-1.356209489189642847e-02
7.311462292458491774e+00,9.848792594825648283e-01,3.066060112877959654e-01,1.659689878030778942e-07,4.776709713999045120e-02
7.313462692538507781e+00,9.848792594531955435e-01,3.066060112884455569e-01,1.665984162013689485e-07,2.165733204048206351e-02
7.315463092618523788e+00,9.848792594871281780e-01,3.066060112876949906e-01,1.658711883123498154e-07,2.338667275257079459e-02
7.317463492698539795e+00,9.848792595891658896e-01,3.066060112854381292e-01,1.636843655339337289e-07,1.434253466429016204e-03
7.319463892778555802e+00,9.848792597642308522e-01,3.066060112815660044e-01,1.599324583045902415e-07,3.108564849986778303e-03
7.321464292858571810e+00,9.848792600173639222e-01,3.066060112759671497e-01,1.545074330977502797e-07,2.422738919062511834e-02
7.323464692938587817e+00,9.848792603416250957e-01,3.066060112687950534e-01,1.475580249932217924e-07,-3.495689196374678759e-02
7.325465093018603824e+00,9.848792607148063594e-01,3.066060112605409893e-01,1.395601849363270475e-07,-2.025733697297740776e-02
7.327465493098619831e+00,9.848792611314879375e-01,3.066060112513247504e-01,1.306300673187266170e-07,2.136830231388392107e-03
7.329465893178635838e+00,9.848792615867749678e-01,3.066060112412546945e-01,1.208725763646167906e-07,-3.670380577459773225e-02
7.331466293258651845e+00,9.848792620759191374e-01,3.066060112304356822e-01,1.103894752829681636e-07,4.106777119258425007e-02
7.333466693338667852e+00,9.848792625943179058e-01,3.066060112189696873e-01,9.927940392007172932e-08,-1.562773433135103418e-02
7.335467093418683859e+00,9.848792631375148376e-01,3.066060112069551868e-01,8.763787026633274024e-08,-1.077113105480260319e-02
7.337467493498699866e+00,9.848792637011996032e-01,3.066060111944875488e-01,7.555725098362664482e-08,8.093555682621083464e-03
7.339467893578715874e+00,9.848792642812078668e-01,3.066060111816588107e-01,6.312679454167913207e-08,3.771878421023677763e-02
7.341468293658731881e+00,9.848792648735212873e-01,3.066060111685579570e-01,5.043261960824274581e-08,-1.079330440246775106e-03
7.343468693738747888e+00,9.848792654742676289e-01,3.066060111552705858e-01,3.755771435520749435e-08,-1.921140159930365826e-02
7.345469093818763895e+00,9.848792660797205389e-01,3.066060111418790757e-01,2.458194003907010483e-08,-2.335375371665668331e-02
7.347469493898779902e+00,9.848792666863001033e-01,3.066060111284626966e-01,1.158201962114802086e-08,5.815177035133247373e-03
7.349469893978795909e+00,9.848792672905720691e-01,3.066060111150973322e-01,-1.368445468052925662e-09,-1.450176205235158278e-02
7.351470294058811916e+00,9.848792678892482888e-01,3.066060111018557022e-01,-1.419898534860131178e-08,5.936971957966485913e-02
7.353470694138827923e+00,9.848792684791868313e-01,3.066060110888073620e-01,-2.684226380056387029e-08,3.147904831342868137e-02
7.355471094218843930e+00,9.848792690573915376e-01,3.066060110760185919e-01,-3.923406816097596561e-08,-7.922505180404450231e-02
7.357471494298859938e+00,9.848792696210126874e-01,3.066060110635523417e-01,-5.131332514451969473e-08,-2.324437003229698484e-02
7.359471894378875945e+00,9.848792701673461103e-01,3.066060110514684522e-01,-6.302207988806429739e-08,8.831080966408810448e-03
7.361472294458891952e+00,9.848792706938340746e-01,3.066060110398235450e-01,-7.430551646203653604e-08,5.787047249634341695e-02
7.363472694538907959e+00,9.848792711980647319e-01,3.066060110286709106e-01,-8.511194513061148825e-08,-5.048514329160930236e-02
7.365473094618923966e+00,9.848792716777723388e-01,3.066060110180606757e-01,-9.539280779180536740e-08,-1.107411032096186632e-02
7.367473494698939973e+00,9.848792721308370357e-01,3.066060110080397472e-01,-1.051026725373827020e-07,3.012942024854566025e-02
7.369473894778955980e+00,9.848792725552851790e-01,3.066060109986517568e-01,-1.141992410358394494e-07,-1.733782301050769414e-02
7.371474294858971987e+00,9.848792729492891196e-01,3.066060109899371167e-01,-1.226433440915108974e-07,1.784856429093708077e-03
7.373474694938987994e+00,9.848792733111672026e-01,3.066060109819330748e-01,-1.303989412282380300e-07,-1.251234450936032638e-02
7.375475095019004002e+00,9.848792736393838787e-01,3.066060109746734930e-01,-1.374331231873693326e-07,1.678885397641482341e-02
7.377475495099020009e+00,9.848792739325495926e-01,3.066060109681892354e-01,-1.437161100126260749e-07,-2.748073460972439569e-02
7.379475895179036016e+00,9.848792741894208946e-01,3.066060109625077246e-01,-1.492212524101255156e-07,5.742363752185215050e-04
7.381476295259052023e+00,9.848792744089002182e-01,3.066060109576532744e-01,-1.539250278070891653e-07,-3.637827702130309176e-02
7.383476695339068030e+00,9.848792745900363244e-01,3.066060109536468681e-01,-1.578070498720052228e-07,2.442731943962618557e-02
7.385477095419084037e+00,9.848792747320237462e-01,3.066060109505063802e-01,-1.608500561356418501e-07,1.513182941992304714e-02
7.387477495499100044e+00,9.848792748342031222e-01,3.066060109482464102e-01,-1.630399154850525889e-07,-9.108978613275942396e-04
7.389477895579116051e+00,9.848792748960613075e-01,3.066060109468782269e-01,-1.643656304950447122e-07,9.244623988745263171e-04
7.391478295659132058e+00,9.848792749172309291e-01,3.066060109464099903e-01,-1.648193276859721834e-07,6.841515777870474033e-04
7.393478695739148066e+00,9.848792748974908307e-01,3.066060109468465855e-01,-1.643962672381871215e-07,-9.233547465263414536e-03
7.395479095819164073e+00,9.848792748367658501e-01,3.066060109481897333e-01,-1.630948386344144296e-07,3.925083387805092944e-03
7.397479495899180080e+00,9.848792747351269306e-01,3.066060109504378239e-01,-1.609165622140640295e-07,9.171650203574055124e-03
7.399479895979196087e+00,9.848792745927908987e-01,3.066060109535860279e-01,-1.578660847045831872e-07,-1.720204195920845870e-03
7.401480296059212094e+00,9.848792744101207974e-01,3.066060109576263515e-01,-1.539511868542398076e-07,-1.486387371398616153e-02
7.403480696139228101e+00,9.848792741876257750e-01,3.066060109625475261e-01,-1.491827803512535411e-07,-1.016409445638579052e-02
7.405481096219244108e+00,9.848792739259606410e-01,3.066060109683350632e-01,-1.435748988865004350e-07,-1.146316568765046867e-02
7.407481496299260115e+00,9.848792736259265324e-01,3.066060109749712548e-01,-1.371447120035451661e-07,1.135418737636543184e-02
7.409481896379276122e+00,9.848792732884708023e-01,3.066060109824351732e-01,-1.299125229614617183e-07,3.862270778812266527e-03
7.411482296459292129e+00,9.848792729146864655e-01,3.066060109907025599e-01,-1.219017566334024139e-07,4.932443631264774031e-02
7.413482696539308137e+00,9.848792725058127528e-01,3.066060109997461036e-01,-1.131389719410957895e-07,-4.331056186340391696e-03
7.415483096619324144e+00,9.848792720632350006e-01,3.066060110095351066e-01,-1.036538582466217662e-07,1.885910372138687244e-03
7.417483496699340151e+00,9.848792715884844284e-01,3.066060110200357069e-01,-9.347923238256505840e-08,-1.573093012385928455e-02
7.419483896779356158e+00,9.848792710832385833e-01,3.066060110312108233e-01,-8.265104664562095138e-08,2.529875832813353875e-03
7.421484296859372165e+00,9.848792705493205624e-01,3.066060110430200436e-01,-7.120837255958356593e-08,-1.111688723550407001e-02
7.423484696939388172e+00,9.848792699887000124e-01,3.066060110554199580e-01,-5.919342285776174606e-08,-2.147866443217889831e-02
7.425485097019404179e+00,9.848792694034924633e-01,3.066060110683636597e-01,-4.665153660599052898e-08,4.038868747423066292e-03
7.427485497099420186e+00,9.848792687959592174e-01,3.066060110818011331e-01,-3.363117695442952026e-08,3.978209480439195284e-02
7.429485897179436193e+00,9.848792681685080153e-01,3.066060110956791984e-01,-2.018394540392876024e-08,-2.163455519506284064e-02
7.431486297259452201e+00,9.848792675236924810e-01,3.066060111099412899e-01,-6.364569732353331233e-09,-1.628405338742464070e-02
7.433486697339468208e+00,9.848792668642121217e-01,3.066060111245277886e-01,7.769095033971495923e-09,-9.914440431976771686e-04
7.435487097419484215e+00,9.848792661929127723e-01,3.066060111393756893e-01,2.215605848787660648e-08,6.334438479594532018e-03
7.437487497499500222e+00,9.848792655127861506e-01,3.066060111544188227e-01,3.673220380639996563e-08,3.250065099395812312e-02
7.439487897579516229e+00,9.848792648269698580e-01,3.066060111695877999e-01,5.143028708465280374e-08,-1.621155539333447512e-02
7.441488297659532236e+00,9.848792641387479341e-01,3.066060111848099567e-01,6.617992662216742872e-08,-3.519994324022816205e-03
7.443488697739548243e+00,9.848792634515501909e-01,3.066060112000095206e-01,8.090761627332909711e-08,-1.996281151295100503e-02
7.445489097819564250e+00,9.848792627689524348e-01,3.066060112151072770e-01,9.553672111750621809e-08,-2.200421416237080194e-02
7.447489497899580257e+00,9.848792620946766885e-01,3.066060112300210139e-01,1.099874724352911670e-07,-1.198730603408310925e-02
7.449489897979596265e+00,9.848792614325909689e-01,3.066060112446650776e-01,1.241769729265485012e-07,-2.809840736189177235e-02
7.451490298059612272e+00,9.848792607867091764e-01,3.066060112589507614e-01,1.380191985422829504e-07,1.091927031044283812e-02
7.453490698139628279e+00,9.848792601611916497e-01,3.066060112727860831e-01,1.514249868828088097e-07,2.600462317337191853e-02
7.455491098219644286e+00,9.848792595603441669e-01,3.066060112860756748e-01,1.643020587915877684e-07,-1.325887252319897340e-02
7.457491498299660293e+00,9.848792589886191662e-01,3.066060112987211705e-01,1.765549914878317139e-07,-1.795877701578954197e-02
7.459491898379676300e+00,9.848792584506147474e-01,3.066060113106208185e-01,1.880852410485189807e-07,3.265033064751679537e-02
7.461492298459692307e+00,9.848792579510751155e-01,3.066060113216697025e-01,1.987911319167867674e-07,-5.839471757901481749e-03
7.463492698539708314e+00,9.848792574948905809e-01,3.066060113317596314e-01,2.085678573737759223e-07,3.663546705656892805e-02
7.465493098619724321e+00,9.848792570870974483e-01,3.066060113407792498e-01,2.173074817313214169e-07,-7.289596211112460422e-02
7.467493498699740329e+00,9.848792567328781278e-01,3.066060113486139271e-01,2.248989379449728432e-07,-4.696130433374598109e-03
7.469493898779756336e+00,9.848792564375611347e-01,3.066060113551457578e-01,2.312280282246170771e-07,-2.601972567951441745e-02
7.471494298859772343e+00,9.848792562066207568e-01,3.066060113602537274e-01,2.361774301407049137e-07,-1.393588514889831757e-02
7.473494698939788350e+00,9.848792560456774980e-01,3.066060113638134910e-01,2.396266877702224463e-07,1.955397074142825597e-02
7.475495099019804357e+00,9.848792559604979679e-01,3.066060113656974839e-01,2.414522140836705688e-07,2.641837007854748801e-02
7.477495499099820364e+00,9.848792559569947702e-01,3.066060113657749775e-01,2.415272928879552694e-07,-4.972229185040848848e-03
7.479495899179836371e+00,9.848792560412265029e-01,3.066060113639119122e-01,2.397220794370102936e-07,2.277300243873478514e-02
7.481496299259852378e+00,9.848792562193978695e-01,3.066060113599710646e-01,2.359035973509282513e-07,-2.865307868090410590e-02
7.483496699339868385e+00,9.848792564978594566e-01,3.066060113538119913e-01,2.299357439727867103e-07,6.130687719399902612e-03
7.485497099419884393e+00,9.848792568831080674e-01,3.066060113452910296e-01,2.216792830411762338e-07,-4.523436684917023741e-03
7.487497499499900400e+00,9.848792573570701592e-01,3.066060113348078042e-01,2.115215578801787899e-07,-4.318280691301788765e-02
7.489497899579916407e+00,9.848792578909602025e-01,3.066060113229991391e-01,2.000794857570653562e-07,2.189162780161438976e-02
7.491498299659932414e+00,9.848792584781780324e-01,3.066060113100109730e-01,1.874945184388021602e-07,-1.746449341010446535e-02
7.493498699739948421e+00,9.848792591123298745e-01,3.066060112959847483e-01,1.739036838421803566e-07,1.016210767677276638e-02
7.495499099819964428e+00,9.848792597872190191e-01,3.066060112810574667e-01,1.594397871507169384e-07,-1.978343111746828920e-02
7.497499499899980435e+00,9.848792604968461539e-01,3.066060112653617997e-01,1.442314024324709010e-07,3.740291891397000672e-03
7.499499899979996442e+00,9.848792612354090314e-01,3.066060112490262002e-01,1.284028808556936241e-07,1.470585753622122294e-02
7.501500300060012449e+00,9.848792619973026907e-01,3.066060112321745135e-01,1.120743449989358709e-07,-6.891258291629832411e-04
7.503500700140028457e+00,9.848792627771192354e-01,3.066060112149264216e-01,9.536169445767406216e-08,-1.254199577877558071e-02
7.505501100220044464e+00,9.848792635696480557e-01,3.066060111973971658e-01,7.837660020992842647e-08,1.453340131027582895e-02
7.507501500300060471e+00,9.848792643698759397e-01,3.066060111796976573e-01,6.122650317297306799e-08,4.710793777165520752e-03
7.509501900380076478e+00,9.848792651729865177e-01,3.066060111619343664e-01,4.401462547209966658e-08,-1.106829590425742471e-02
7.511502300460091597e+00,9.848792659743610400e-01,3.066060111442094338e-01,2.683995389829441081e-08,5.461192344557190201e-04
7.513502700540107604e+00,9.848792667695774883e-01,3.066060111266207810e-01,9.797258976318445889e-09,-2.572147092462581316e-03
7.515503100620123611e+00,9.848792675544115749e-01,3.066060111092617224e-01,-7.022926462596501551e-09,-9.029286853152426393e-03
7.517503500700139618e+00,9.848792683248357438e-01,3.066060110922213533e-01,-2.353428560364356770e-08,2.204212080015790706e-02
7.519503900780155625e+00,9.848792690770199476e-01,3.066060110755844947e-01,-3.965473494016436007e-08,4.297232009822299359e-02
7.521504300860171632e+00,9.848792698073313145e-01,3.066060110594313604e-01,-5.530641628004318022e-08,-1.323871284749009863e-02
7.523504700940187639e+00,9.848792705123341484e-01,3.066060110438380559e-01,-7.041569749510756537e-08,-3.410848026721100337e-03
