t,N,P_i,dN_dt,dN_dt_noisy
1.086937387477495491e+02,8.499908065814433655e+01,8.212497906914302259e-01,-1.013362547652718604e-06,5.980324443228072356e-02
1.087177435487097341e+02,8.499908064715327782e+01,8.212498051467468363e-01,-1.013570443575417812e-06,-8.595337924842058608e-02
1.087417483496699333e+02,8.499908063524995327e+01,8.212498195633528564e-01,-1.012941975631065361e-06,2.642697054490522265e-02
1.087657531506301183e+02,8.499908062243390816e+01,8.212498339413526471e-01,-1.011476813417289122e-06,-1.799147872684811467e-01
1.087897579515903175e+02,8.499908060870555460e+01,8.212498482808501254e-01,-1.009175393917871588e-06,-1.534081774230806883e-02
1.088137627525505025e+02,8.499908059406625682e+01,8.212498625819492082e-01,-1.006038994333380288e-06,1.520101521110379245e-02
1.088377675535107016e+02,8.499908057851823173e+01,8.212498768447529240e-01,-1.002069662803251049e-06,3.942275693376534607e-02
1.088617723544708866e+02,8.499908056206463414e+01,8.212498910693643017e-01,-9.972702823546342188e-07,9.823777447946208108e-02
1.088857771554310716e+02,8.499908054470949992e+01,8.212499052558858148e-01,-9.916444803081958526e-07,5.642578934857688661e-02
1.089097819563912708e+02,8.499908052645780288e+01,8.212499194044198259e-01,-9.851967543994533116e-07,6.005704636883321679e-02
1.089337867573514558e+02,8.499908050731536946e+01,8.212499335150679203e-01,-9.779323431047259874e-07,-2.246195273189244626e-02
1.089577915583116550e+02,8.499908048728899246e+01,8.212499475879317945e-01,-9.698573393279730226e-07,-9.871140171783475414e-02
1.089817963592718399e+02,8.499908046638631731e+01,8.212499616231122568e-01,-9.609786086883786993e-07,-1.111879116791982258e-01
1.090058011602320391e+02,8.499908044461592738e+01,8.212499756207103374e-01,-9.513038392583439418e-07,-7.152991230889792218e-02
1.090298059611922241e+02,8.499908042198728708e+01,8.212499895808260675e-01,-9.408414900491379740e-07,2.880553418278219632e-02
1.090538107621524233e+02,8.499908039851078456e+01,8.212500035035597001e-01,-9.296008727233129321e-07,1.049911352306941298e-01
1.090778155631126083e+02,8.499908037419770324e+01,8.212500173890107114e-01,-9.175920343551524638e-07,3.930528879599176628e-02
1.091018203640728075e+02,8.499908034906022181e+01,8.212500312372783551e-01,-9.048258817756504868e-07,2.492740591169240877e-02
1.091258251650329925e+02,8.499908032311144268e+01,8.212500450484616632e-01,-8.913140998600965759e-07,8.000466799449852673e-02
1.091498299659931916e+02,8.499908029636536355e+01,8.212500588226590015e-01,-8.770691870552127511e-07,-2.788210025224788224e-02
1.091738347669533766e+02,8.499908026883689161e+01,8.212500725599686247e-01,-8.621044340628714053e-07,2.223222742249755801e-02
1.091978395679135758e+02,8.499908024054181510e+01,8.212500862604882323e-01,-8.464339273928089824e-07,-6.124849385232420534e-03
1.092218443688737608e+02,8.499908021149686022e+01,8.212500999243153021e-01,-8.300725777843354081e-07,2.545617248622054907e-02
1.092458491698339600e+02,8.499908018171963420e+01,8.212501135515468675e-01,-8.130360757974131047e-07,-1.700908070006643125e-02
1.092698539707941450e+02,8.499908015122866800e+01,8.212501271422796290e-01,-7.953409379979348159e-07,-1.236356095228663965e-01
1.092938587717543442e+02,8.499908012004337365e+01,8.212501406966099537e-01,-7.770044589960889425e-07,-3.327918736608334593e-02
1.093178635727145291e+02,8.499908008818408689e+01,8.212501542146337652e-01,-7.580447665134215640e-07,-7.607490663408209008e-02
1.093418683736747283e+02,8.499908005567203872e+01,8.212501676964465425e-01,-7.384807432231355051e-07,1.761837910928062967e-01
1.093658731746349133e+02,8.499908002252935546e+01,8.212501811421437647e-01,-7.183321208970028238e-07,1.463737774022499660e-01
1.093898779755951125e+02,8.499907998877910131e+01,8.212501945518201341e-01,-6.976194182328754323e-07,-5.750426931715227341e-02
1.094138827765552975e+02,8.499907995444522157e+01,8.212502079255701304e-01,-6.763639550655398125e-07,-8.096455805872238010e-02
1.094378875775154967e+02,8.499907991955254261e+01,8.212502212634879006e-01,-6.545878292740781035e-07,5.942053713171162842e-03
1.094618923784756817e+02,8.499907988412684290e+01,8.212502345656671476e-01,-6.323139878361416777e-07,-1.449324962814091400e-01
1.094858971794358808e+02,8.499907984819476781e+01,8.212502478322014632e-01,-6.095661628791049225e-07,1.271446008827233909e-01
1.095099019803960658e+02,8.499907981178390060e+01,8.212502610631836619e-01,-5.863688627982810431e-07,-1.864718736472469399e-03
1.095339067813562650e+02,8.499907977492269140e+01,8.212502742587064475e-01,-5.627474379821251205e-07,-4.347541822296940861e-02
1.095579115823164500e+02,8.499907973764052826e+01,8.212502874188621904e-01,-5.387280079816036960e-07,1.069740222405037439e-01
1.095819163832766492e+02,8.499907969996766610e+01,8.212503005437428172e-01,-5.143375059191157561e-07,1.300071542126222668e-01
1.096059211842368342e+02,8.499907966193532616e+01,8.212503136334399212e-01,-4.896037104629158421e-07,1.767801900848968433e-02
1.096299259851970334e+02,8.499907962357555391e+01,8.212503266880445407e-01,-4.645551054949237368e-07,1.024136930090849690e-01
1.096539307861572183e+02,8.499907958492137539e+01,8.212503397076476030e-01,-4.392210737336199600e-07,-1.624502174373758101e-01
1.096779355871174175e+02,8.499907954600665505e+01,8.212503526923395913e-01,-4.136317333092165427e-07,-7.306585996537562355e-02
1.097019403880776025e+02,8.499907950686620950e+01,8.212503656422105447e-01,-3.878180585559221072e-07,-8.146559185832140393e-02
1.097259451890378017e+02,8.499907946753575061e+01,8.212503785573502801e-01,-3.618118089576682905e-07,-1.588779179812728204e-01
1.097499499899979867e+02,8.499907942805188554e+01,8.212503914378481706e-01,-3.356455113845413507e-07,8.758062580106702744e-02
1.097739547909581859e+02,8.499907938845211675e+01,8.212504042837930340e-01,-3.093525346997694214e-07,2.395398267497385325e-01
1.097979595919183708e+02,8.499907934877485616e+01,8.212504170952736882e-01,-2.829670258108762937e-07,-1.292076254188359863e-01
1.098219643928785700e+02,8.499907930905945364e+01,8.212504298723783958e-01,-2.565239771712413130e-07,-5.451998209839541837e-02
1.098459691938387550e+02,8.499907926934611169e+01,8.212504426151948644e-01,-2.300591237514026943e-07,1.067804577497004914e-01
1.098699739947989542e+02,8.499907922967598495e+01,8.212504553238109128e-01,-2.036090531731815645e-07,-2.810038216949010265e-02
1.098939787957591392e+02,8.499907919009108070e+01,8.212504679983134714e-01,-1.772111009046284380e-07,-1.437764008282597710e-04
1.099179835967193384e+02,8.499907915063435837e+01,8.212504806387894707e-01,-1.509034710522882961e-07,-7.871643232848363203e-02
1.099419883976795234e+02,8.499907911134965843e+01,8.212504932453252859e-01,-1.247251368852175801e-07,3.350621264291488849e-02
1.099659931986397226e+02,8.499907907228174508e+01,8.212505058180069595e-01,-9.871586215126626485e-08,-9.584558671070858571e-02
1.099899979995999075e+02,8.499907903347623517e+01,8.212505183569203115e-01,-7.291620995886205492e-08,7.529591999434340210e-02
1.100140028005601067e+02,8.499907899497972608e+01,8.212505308621506073e-01,-4.736760672585660359e-08,5.210941948057082329e-02
1.100380076015202917e+02,8.499907895683966785e+01,8.212505433337827787e-01,-2.211221072911939700e-08,3.749484457981071273e-02
1.100620124024804909e+02,8.499907891910440583e+01,8.212505557719014249e-01,2.807002630333954585e-09,-7.552114070452077554e-02
1.100860172034406759e+02,8.499907888182325166e+01,8.212505681765909227e-01,2.734622128741648339e-08,-2.095948274588926505e-02
1.101100220044008751e+02,8.499907884504635547e+01,8.212505805479349830e-01,5.146085868545924313e-08,4.670210272024402642e-02
1.101340268053610600e+02,8.499907880882479105e+01,8.212505928860172055e-01,7.510555022349763021e-08,-8.824814735214847605e-02
1.101580316063212592e+02,8.499907877321057015e+01,8.212506051909206350e-01,9.823405378028837731e-08,-9.687037680239980741e-02
1.101820364072814442e+02,8.499907873825655713e+01,8.212506174627280942e-01,1.207993989282840630e-07,-2.246900459075940604e-01
1.102060412082416434e+02,8.499907870401656851e+01,8.212506297015220724e-01,1.427537643650111931e-07,-5.314300028066207965e-02
1.102300460092018284e+02,8.499907867054528765e+01,8.212506419073845043e-01,1.640485720599826891e-07,-1.513727393545729639e-02
1.102540508101620276e+02,8.499907863789832163e+01,8.212506540803971022e-01,1.846343966604990783e-07,9.375493200666465410e-02
1.102780556111222126e+02,8.499907860613218702e+01,8.212506662206411345e-01,2.044610223350673550e-07,-1.195268298100469889e-01
1.103020604120824117e+02,8.499907857530428146e+01,8.212506783281976475e-01,2.234774534315420169e-07,-1.436253505469475833e-01
1.103260652130425967e+02,8.499907854547292629e+01,8.212506904031470212e-01,2.416318682918472405e-07,1.188034883702862726e-01
1.103500700140027959e+02,8.499907851669733816e+01,8.212507024455696358e-01,2.588716547791136691e-07,1.077327409223521743e-01
1.103740748149629809e+02,8.499907848903765739e+01,8.212507144555453165e-01,2.751433783032553038e-07,-1.131889866686927731e-01
1.103980796159231801e+02,8.499907846255490540e+01,8.212507264331534440e-01,2.903928422171020429e-07,-4.978901848570732591e-02
1.104220844168833651e+02,8.499907843731101309e+01,8.212507383784732884e-01,3.045649901167735152e-07,-1.811162375705628047e-01
1.104460892178435643e+02,8.499907841336882086e+01,8.212507502915833424e-01,3.176040301866578375e-07,-7.387025766326768723e-03
1.104700940188037492e+02,8.499907839079206440e+01,8.212507621725622098e-01,3.294533286180012510e-07,1.270138624571595376e-01
1.104940988197639484e+02,8.499907836964541730e+01,8.212507740214878282e-01,3.400554113852649607e-07,7.744884081983377522e-02
1.105181036207241334e+02,8.499907834999440581e+01,8.212507858384378023e-01,3.493520885911038931e-07,-1.051834143028685387e-01
1.105421084216843326e+02,8.499907833190549411e+01,8.212507976234894036e-01,3.572843070287490264e-07,2.700513550301491747e-02
1.105661132226445176e+02,8.499907831544605585e+01,8.212508093767196815e-01,3.637922247889946448e-07,-7.177889853323891900e-02
1.105901180236047168e+02,8.499907830068433157e+01,8.212508210982050194e-01,3.688152165892688572e-07,3.075168525982007947e-02
1.106141228245649017e+02,8.499907828768952811e+01,8.212508327880216896e-01,3.722917938375758240e-07,-5.469516605514734842e-02
1.106381276255251009e+02,8.499907827653167658e+01,8.212508444462454094e-01,3.741597733863955000e-07,6.173171760420137488e-02
1.106621324264852859e+02,8.499907826728178861e+01,8.212508560729517848e-01,3.743560679225765853e-07,1.243143235045217065e-01
1.106861372274454851e+02,8.499907826001174271e+01,8.212508676682157560e-01,3.728168209704563196e-07,3.164056893845793722e-02
1.107101420284056701e+02,8.499907825479431267e+01,8.212508792321120410e-01,3.694773873519352492e-07,3.543592630391689119e-02
1.107341468293658693e+02,8.499907825170319597e+01,8.212508907647150247e-01,3.642723207519793505e-07,3.877768786628266878e-02
1.107581516303260543e+02,8.499907825081299961e+01,8.212509022660987590e-01,3.571353470732674396e-07,8.649941253688210596e-02
1.107821564312862535e+02,8.499907825219922586e+01,8.212509137363367406e-01,3.479994017396847994e-07,-4.110943311847418263e-02
1.108061612322464384e+02,8.499907825593825805e+01,8.212509251755023554e-01,3.367966403544642162e-07,-1.668010229905675032e-02
1.108301660332066376e+02,8.499907826210743167e+01,8.212509365836683228e-01,3.234583623168418853e-07,-1.496633592165505511e-02
1.108541708341668226e+02,8.499907827018110140e+01,8.212509479609916285e-01,3.084510176165622397e-07,1.305843307993891089e-01
1.108781756351270218e+02,8.499907827920264936e+01,8.212509593076869896e-01,2.926235040945357468e-07,1.633353824001648399e-02
1.109021804360872068e+02,8.499907828910636454e+01,8.212509706238430018e-01,2.760340507279579469e-07,5.672626366010361659e-02
1.109261852370474060e+02,8.499907829983902730e+01,8.212509819095460406e-01,2.587298624234790623e-07,-3.570573912457061100e-02
1.109501900380075909e+02,8.499907831134831326e+01,8.212509931648823702e-01,2.407573269636031910e-07,-1.333627638965342033e-01
1.109741948389677901e+02,8.499907832358266546e+01,8.212510043899381440e-01,2.221621109299576347e-07,-2.959300169567759264e-02
1.109981996399279751e+02,8.499907833649140798e+01,8.212510155847989601e-01,2.029891614796497379e-07,4.793261475133217542e-02
1.110222044408881743e+02,8.499907835002468914e+01,8.212510267495501948e-01,1.832826423964206697e-07,-2.994810543859764002e-02
1.110462092418483593e+02,8.499907836413349571e+01,8.212510378842771130e-01,1.630860229084873936e-07,-5.538907679152269004e-02
1.110702140428085585e+02,8.499907837876966710e+01,8.212510489890646470e-01,1.424419746598459824e-07,-3.590939930261623919e-02
1.110942188437687435e+02,8.499907839388585273e+01,8.212510600639971736e-01,1.213924640808272670e-07,5.225591280840687081e-02
1.111182236447289426e+02,8.499907840943552628e+01,8.212510711091592919e-01,9.997873640088528191e-08,4.325784736574836420e-02
1.111422284456891276e+02,8.499907842537305669e+01,8.212510821246350456e-01,7.824122505439845554e-08,9.442006257389277610e-04
1.111662332466493268e+02,8.499907844165359450e+01,8.212510931105080347e-01,5.621966359115049272e-08,-9.233220478289415334e-02
1.111902380476095118e+02,8.499907845823314290e+01,8.212511040668618589e-01,3.395308212361669575e-08,-6.631016738229021656e-02
1.112142428485697110e+02,8.499907847506854353e+01,8.212511149937798960e-01,1.147969364012624283e-08,3.570286697161068057e-01
1.112382476495298960e+02,8.499907849211747646e+01,8.212511258913448575e-01,-1.116297099201801757e-08,-1.595600516452939585e-02
1.112622524504900952e+02,8.499907850933847442e+01,8.212511367596396772e-01,-3.393818737151832465e-08,6.182635870843620346e-02
1.112862572514502801e+02,8.499907852669086594e+01,8.212511475987466225e-01,-5.680989900724853214e-08,3.098655283695589402e-02
1.113102620524104793e+02,8.499907854413484642e+01,8.212511584087477390e-01,-7.974284699230338447e-08,-1.355386612227934273e-01
1.113342668533706643e+02,8.499907856163144970e+01,8.212511691897251831e-01,-1.027024918442975832e-07,1.312134711256911224e-01
1.113582716543308635e+02,8.499907857914251963e+01,8.212511799417602232e-01,-1.256550330452910202e-07,8.807768999002832389e-03
1.113822764552910485e+02,8.499907859663075271e+01,8.212511906649343496e-01,-1.485674072654319389e-07,-8.749964025663148348e-02
1.114062812562512477e+02,8.499907861405971232e+01,8.212512013593286087e-01,-1.714073345482347577e-07,7.565645117978106460e-02
1.114302860572114326e+02,8.499907863139374342e+01,8.212512120250237135e-01,-1.941432401508791372e-07,-5.514390332549216206e-02
1.114542908581716318e+02,8.499907864859805784e+01,8.212512226621001554e-01,-2.167442900713467679e-07,3.190647899820427125e-02
1.114782956591318168e+02,8.499907866563869163e+01,8.212512332706380924e-01,-2.391803874957076914e-07,-1.301215530541219578e-01
1.115023004600920160e+02,8.499907868248254772e+01,8.212512438507174606e-01,-2.614222172070412853e-07,-1.726582654560075702e-02
1.115263052610522010e+02,8.499907869909731062e+01,8.212512544024180849e-01,-2.834411620966648115e-07,6.602415105241875304e-02
1.115503100620124002e+02,8.499907871545157434e+01,8.212512649258191244e-01,-3.052093973110459046e-07,-4.775390353006264688e-02
1.115743148629725852e+02,8.499907873151468607e+01,8.212512754209998489e-01,-3.266997747886080106e-07,-1.383855349199160922e-01
1.115983196639327844e+02,8.499907874725690249e+01,8.212512858880389732e-01,-3.478859458283523054e-07,-8.044797997413612178e-02
1.116223244648929693e+02,8.499907876264926188e+01,8.212512963270151012e-01,-3.687422527320904919e-07,6.638895689125272337e-02
1.116463292658531685e+02,8.499907877766369779e+01,8.212513067380066145e-01,-3.892438478203530394e-07,-1.564070353039841710e-01
1.116703340668133535e+02,8.499907879227291119e+01,8.212513171210913399e-01,-4.093665459947715135e-07,-1.369615682146100855e-01
1.116943388677735527e+02,8.499907880645048408e+01,8.212513274763472149e-01,-4.290869703993394069e-07,7.577879176800876582e-02
1.117183436687337377e+02,8.499907882017082272e+01,8.212513378038515111e-01,-4.483824547207859723e-07,1.062654765582545999e-02
1.117423484696939369e+02,8.499907883340918602e+01,8.212513481036816110e-01,-4.672310751629993320e-07,-5.232815871804636330e-03
1.117663532706541218e+02,8.499907884614164288e+01,8.212513583759141200e-01,-4.856116682105948712e-07,-4.467671854041382895e-02
1.117903580716143210e+02,8.499907885834511490e+01,8.212513686206259766e-01,-5.035037915490647720e-07,3.794247789976289836e-02
1.118143628725745060e+02,8.499907886999736206e+01,8.212513788378934532e-01,-5.208877542628442825e-07,8.087612456551461493e-02
1.118383676735347052e+02,8.499907888107696863e+01,8.212513890277924888e-01,-5.377446132825980385e-07,4.323402837698312601e-02
1.118623724744948902e+02,8.499907889156335727e+01,8.212513991903990229e-01,-5.540561573980085086e-07,-1.732047402705446104e-01
1.118863772754550894e+02,8.499907890143680333e+01,8.212514093257885506e-01,-5.698049161395601914e-07,6.127786595989755114e-02
1.119103820764152744e+02,8.499907891067840637e+01,8.212514194340363449e-01,-5.849741739893943304e-07,-1.636587710418840602e-01
1.119343868773754735e+02,8.499907891927009018e+01,8.212514295152173460e-01,-5.995479384068858053e-07,1.683204839356040872e-01
1.119583916783356585e+02,8.499907892719464542e+01,8.212514395694063829e-01,-6.135110037774893499e-07,-4.477152187323572147e-02
1.119823964792958577e+02,8.499907893443567275e+01,8.212514495966777295e-01,-6.268488323968313125e-07,5.887162175050086182e-02
1.120064012802560427e+02,8.499907894097762551e+01,8.212514595971055487e-01,-6.395477125664683626e-07,3.173858627257436504e-02
1.120304060812162419e+02,8.499907894680576703e+01,8.212514695707637813e-01,-6.515945951690582660e-07,-6.375821530577926999e-02
1.120544108821764269e+02,8.499907895190624174e+01,8.212514795177261462e-01,-6.629772357769070368e-07,1.173465304457072533e-01
1.120784156831366261e+02,8.499907895626598986e+01,8.212514894380656960e-01,-6.736841147159111642e-07,2.171427109252832555e-02
1.121024204840968110e+02,8.499907895987280426e+01,8.212514993318558165e-01,-6.837044050911345039e-07,2.093521598192048527e-01
1.121264252850570102e+02,8.499907896271531627e+01,8.212515091991690053e-01,-6.930280900263596777e-07,6.572848531673745887e-02
1.121504300860171952e+02,8.499907896478300984e+01,8.212515190400778708e-01,-7.016459058206692134e-07,3.414593208566554100e-02
1.121744348869773944e+02,8.499907896606615054e+01,8.212515288546546888e-01,-7.095492282616078228e-07,2.492614372011029700e-01
1.121984396879375794e+02,8.499907896655591344e+01,8.212515386429712905e-01,-7.167303017752146843e-07,1.394102095174425682e-01
1.122224444888977786e+02,8.499907896624425518e+01,8.212515484050995074e-01,-7.231820067232774818e-07,4.097769391828836108e-03
1.122464492898579635e+02,8.499907896512398509e+01,8.212515581411106158e-01,-7.288980388153731838e-07,-7.567171627174656967e-02
1.122704540908181627e+02,8.499907896318875089e+01,8.212515678510757811e-01,-7.338727900929598036e-07,1.934014341348634924e-01
1.122944588917783477e+02,8.499907896043303879e+01,8.212515775350659464e-01,-7.381014395235752090e-07,1.249759569611504501e-01
1.123184636927385469e+02,8.499907895685218762e+01,8.212515871931516109e-01,-7.415798801702067067e-07,1.249306619664337231e-01
1.123424684936987319e+02,8.499907895244231781e+01,8.212515968254030518e-01,-7.443047103095068451e-07,-2.756942169983755964e-02
1.123664732946589311e+02,8.499907894720045931e+01,8.212516064318903242e-01,-7.462733595531290121e-07,-5.556423754742371296e-02
1.123904780956191161e+02,8.499907894112442364e+01,8.212516160126831499e-01,-7.474839271992550493e-07,-8.356026547035594332e-02
1.124144828965793010e+02,8.499907893421288918e+01,8.212516255678510291e-01,-7.479352799322214196e-07,1.175071917952853068e-01
1.124384876975395002e+02,8.499907892646534435e+01,8.212516350974632395e-01,-7.476270180717392577e-07,-1.090995254282775551e-02
1.124624924984996852e+02,8.499907891788214442e+01,8.212516446015885041e-01,-7.465595057709606408e-07,6.971689947444489888e-02
1.124864972994598844e+02,8.499907890846445468e+01,8.212516540802957676e-01,-7.447338283839144424e-07,-2.104606032168816199e-01
1.125105021004200694e+02,8.499907889821429308e+01,8.212516635336530868e-01,-7.421518208872157629e-07,1.061759264433257688e-01
1.125345069013802686e+02,8.499907888713450177e+01,8.212516729617288513e-01,-7.388160465637838570e-07,-6.707466883038301630e-02
1.125585117023404536e+02,8.499907887522878980e+01,8.212516823645906738e-01,-7.347298520699041546e-07,-2.654597150760181212e-01
1.125825165033006527e+02,8.499907886250164779e+01,8.212516917423061669e-01,-7.298972519720337004e-07,-1.237747733484584334e-01
1.126065213042608377e+02,8.499907884895844745e+01,8.212517010949427210e-01,-7.243230850662030207e-07,4.359578737979943885e-02
1.126305261052210369e+02,8.499907883460539892e+01,8.212517104225671716e-01,-7.180129095729625988e-07,1.531040033596796079e-01
1.126545309061812219e+02,8.499907881944950816e+01,8.212517197252463541e-01,-7.109729640575324083e-07,-2.710404881719762349e-01
1.126785357071414211e+02,8.499907880349866218e+01,8.212517290030466599e-01,-7.032103237492037806e-07,-1.344519933736921802e-01
1.127025405081016061e+02,8.499907878676157225e+01,8.212517382560342583e-01,-6.947327406692238583e-07,1.391478836959825043e-02
1.127265453090618053e+02,8.499907876924775962e+01,8.212517474842750964e-01,-6.855487271195670473e-07,-1.540760304808978243e-01
1.127505501100219902e+02,8.499907875096759824e+01,8.212517566878346775e-01,-6.756675183794413897e-07,-4.325427475274423034e-02
1.127745549109821894e+02,8.499907873193232888e+01,8.212517658667785048e-01,-6.650991650758442120e-07,-1.032916902110174173e-01
1.127985597119423744e+02,8.499907871215398814e+01,8.212517750211716372e-01,-6.538543644296623825e-07,8.003771014817757934e-03
1.128225645129025736e+02,8.499907869164546526e+01,8.212517841510788008e-01,-6.419446272332152148e-07,-1.488421284863769289e-01
1.128465693138627586e+02,8.499907867042048792e+01,8.212517932565644996e-01,-6.293821641634167463e-07,-3.651003721341593289e-02
1.128705741148229578e+02,8.499907864849359385e+01,8.212518023376930154e-01,-6.161799213089125260e-07,-8.652922874995311320e-02
1.128945789157831427e+02,8.499907862588021601e+01,8.212518113945282971e-01,-6.023516547770668694e-07,1.026560852505590225e-02
1.129185837167433419e+02,8.499907860259655479e+01,8.212518204271341826e-01,-5.879117725982041520e-07,-9.623902311278112812e-03
1.129425885177035269e+02,8.499907857865970584e+01,8.212518294355739545e-01,-5.728754981504380339e-07,9.710949028773199765e-02
1.129665933186637261e+02,8.499907855408756063e+01,8.212518384199106736e-01,-5.572587529201200596e-07,2.047432449769223325e-02
1.129905981196239111e+02,8.499907852889886328e+01,8.212518473802074004e-01,-5.410782293324700731e-07,1.729855827902090915e-01
1.130146029205841103e+02,8.499907850311319635e+01,8.212518563165267516e-01,-5.243513374608710365e-07,-1.618039108842198037e-01
1.130386077215442953e+02,8.499907847675098083e+01,8.212518652289307886e-01,-5.070962334485784595e-07,-2.785582094293015398e-02
1.130626125225044945e+02,8.499907844983346195e+01,8.212518741174819059e-01,-4.893318461540729913e-07,7.506809541829526089e-02
1.130866173234646794e+02,8.499907842238272337e+01,8.212518829822414990e-01,-4.710777954386458077e-07,8.713356385415054264e-03
1.131106221244248786e+02,8.499907839442171564e+01,8.212518918232714071e-01,-4.523545005241658146e-07,-2.646247819051059103e-01
1.131346269253850636e+02,8.499907836597417088e+01,8.212519006406325817e-01,-4.331830645298850868e-07,3.031777538658762122e-02
1.131586317263452628e+02,8.499907833706468807e+01,8.212519094343861958e-01,-4.135853775011355538e-07,-5.072491019492564313e-02
1.131826365273054478e+02,8.499907830771873307e+01,8.212519182045927568e-01,-3.935840577895532988e-07,2.439353102421449870e-01
1.132066413282656470e+02,8.499907827796253912e+01,8.212519269513126607e-01,-3.732024360658670048e-07,-1.178218894365225256e-02
1.132306461292258319e+02,8.499907824782324894e+01,8.212519356746061927e-01,-3.524646690067356758e-07,6.676159015990455747e-02
1.132546509301860311e+02,8.499907821732877267e+01,8.212519443745329717e-01,-3.313955438954963029e-07,-9.634789508032461092e-02
1.132786557311462161e+02,8.499907818650791569e+01,8.212519530511527277e-01,-3.100206722450593588e-07,6.814617963728332450e-02
1.133026605321064153e+02,8.499907815539029343e+01,8.212519617045246356e-01,-2.883663938746394706e-07,-2.795756925563883111e-01
1.133266653330666003e+02,8.499907812400635976e+01,8.212519703347078703e-01,-2.664597555934733464e-07,-1.029634716027702929e-01
1.133506701340267995e+02,8.499907809238739276e+01,8.212519789417610516e-01,-2.443285840314501911e-07,-3.909119809054804884e-02
1.133746749349869845e+02,8.499907806056552317e+01,8.212519875257426882e-01,-2.220014199139086486e-07,-1.611412798142770608e-01
1.133986797359471836e+02,8.499907802857372019e+01,8.212519960867109559e-01,-1.995075695759851442e-07,9.729196027001951741e-02
1.134226845369073686e+02,8.499907799644577722e+01,8.212520046247238081e-01,-1.768770676591202573e-07,6.931846385725529179e-04
1.134466893378675678e+02,8.499907796421634032e+01,8.212520131398388656e-01,-1.541407037564113125e-07,1.650025220562093553e-01
1.134706941388277528e+02,8.499907793192087979e+01,8.212520216321134159e-01,-1.313299886618324308e-07,-1.423612250719069883e-01
1.134946989397879520e+02,8.499907789959569016e+01,8.212520301016047464e-01,-1.084772023318691936e-07,-8.396494952139735291e-02
1.135187037407481370e+02,8.499907786727794701e+01,8.212520385483694785e-01,-8.561535302931133629e-08,6.502825307134200983e-02
1.135427085417083362e+02,8.499907783500560754e+01,8.212520469724642336e-01,-6.277818087596642727e-08,-5.121888507646256417e-02
1.135667133426685211e+02,8.499907780281749581e+01,8.212520553739453000e-01,-4.000016851080090419e-08,8.318007595934560905e-02
1.135907181436287203e+02,8.499907777075326010e+01,8.212520637528686329e-01,-1.731656418257898622e-08,6.463661872368557659e-02
1.136147229445889053e+02,8.499907773885341555e+01,8.212520721092899656e-01,5.236653777274113963e-09,-7.526623330132392597e-02
1.136387277455491045e+02,8.499907770715927313e+01,8.212520804432646981e-01,2.762275386203327798e-08,1.229495116158466420e-02
1.136627325465092895e+02,8.499907767571299644e+01,8.212520887548480086e-01,4.980431356216286076e-08,5.414925036910731015e-02
1.136867373474694887e+02,8.499907764455758752e+01,8.212520970440948531e-01,7.174310034940845071e-08,2.479771512467116718e-02
1.137107421484296736e+02,8.499907761373690107e+01,8.212521053110598546e-01,9.340015161285464274e-08,-2.037223964195170045e-02
1.137347469493898728e+02,8.499907758329558760e+01,8.212521135557971919e-01,1.147358261732733808e-07,-4.845352631747139316e-02
1.137587517503500578e+02,8.499907755327917869e+01,8.212521217783611549e-01,1.357096532927926091e-07,-2.217378154545614904e-02
1.137827565513102570e+02,8.499907752373400172e+01,8.212521299788053675e-01,1.562804836652276208e-07,9.934310796338542693e-02
1.138067613522704420e+02,8.499907749470725093e+01,8.212521381571834533e-01,1.764063899400980517e-07,2.080725565931374477e-01
1.138307661532306412e+02,8.499907746624694482e+01,8.212521463135484812e-01,1.960447377769014565e-07,-1.416203457424344836e-01
1.138547709541908262e+02,8.499907743840195451e+01,8.212521544479536306e-01,2.151520721582755868e-07,-1.005886144282961275e-01
1.138787757551510254e+02,8.499907741122194693e+01,8.212521625604514153e-01,2.336843145656075649e-07,-1.563616151141637364e-02
1.139027805561112103e+02,8.499907738475747010e+01,8.212521706510943487e-01,2.515965515925699947e-07,1.471057738945326931e-01
1.139267853570714095e+02,8.499907735905989625e+01,8.212521787199345003e-01,2.688431504083155232e-07,-8.518349288709446687e-02
1.139507901580315945e+02,8.499907733418140765e+01,8.212521867670238285e-01,2.853777640865473586e-07,2.351714489458587853e-01
1.139747949589917937e+02,8.499907731017505341e+01,8.212521947924138477e-01,3.011532676566730515e-07,2.308156643177302625e-01
1.139987997599519787e+02,8.499907728709470689e+01,8.212522027961558502e-01,3.161218149472233563e-07,-2.381608070576479441e-01
1.140228045609121779e+02,8.499907726499509408e+01,8.212522107783009062e-01,3.302347941769312456e-07,7.024908906700864930e-02
1.140468093618723628e+02,8.499907724393173680e+01,8.212522187388998640e-01,3.434428954562918079e-07,6.282900095668167428e-02
1.140708141628325620e+02,8.499907722396105214e+01,8.212522266780031277e-01,3.556960219697202774e-07,-4.029206573113433554e-02
1.140948189637927470e+02,8.499907720514023879e+01,8.212522345956608794e-01,3.669433557007550917e-07,-1.844924831746860283e-01
1.141188237647529462e+02,8.499907718752736230e+01,8.212522424919230790e-01,3.771333290103484615e-07,3.021813895108099376e-02
1.141428285657131312e+02,8.499907717118131245e+01,8.212522503668393536e-01,3.862136424004347646e-07,-3.693701918321484756e-02
