t,S,E,P_prod,dS_dt,dS_dt_noisy
4.294458891778355536e+01,4.786953877525533833e-05,7.335062114934964850e-01,1.467981412220908233e+01,-2.698334431381245259e-05,-2.808903058558853694e-03
4.295659131826364785e+01,4.754677186824500111e-05,7.334494516819032306e-01,1.467981420620713173e+01,-2.680086947842770330e-05,-8.588321271609123536e-03
4.296859371874374744e+01,4.722618796625170602e-05,7.333927308791694522e-01,1.467981428963229007e+01,-2.661963274051587676e-05,-2.219086773948049200e-03
4.298059611922383993e+01,4.690777221911011192e-05,7.333360490585550950e-01,1.467981437248848664e+01,-2.643962564892893421e-05,-3.356815761793047886e-03
4.299259851970393953e+01,4.659150987436090066e-05,7.332794061933377572e-01,1.467981445477962943e+01,-2.626083980835435769e-05,-1.669040508916139892e-02
4.300460092018403202e+01,4.627738627725230168e-05,7.332228022568130221e-01,1.467981453650959800e+01,-2.608326687930940041e-05,-3.741890683002439214e-03
4.301660332066413162e+01,4.596538687073860807e-05,7.331662372222942370e-01,1.467981461768224882e+01,-2.590689857813376155e-05,-1.689168221995079183e-02
4.302860572114422411e+01,4.565549719548161306e-05,7.331097110631127345e-01,1.467981469830140639e+01,-2.573172667698378583e-05,-2.001803027436287186e-02
4.304060812162432370e+01,4.534770288984919388e-05,7.330532237526174999e-01,1.467981477837087567e+01,-2.555774300382514174e-05,-8.507138031318398422e-03
4.305261052210441619e+01,4.504198968991673469e-05,7.329967752641755041e-01,1.467981485789443141e+01,-2.538493944242709220e-05,-6.706143626443264796e-03
4.306461292258451579e+01,4.473834342946568325e-05,7.329403655711714816e-01,1.467981493687582173e+01,-2.521330793235517621e-05,6.702686648982030676e-03
4.307661532306460828e+01,4.443675003998502144e-05,7.328839946470082634e-01,1.467981501531876987e+01,-2.504284046896547951e-05,-3.367670562949347853e-03
4.308861772354470787e+01,4.413719555066978792e-05,7.328276624651061111e-01,1.467981509322697597e+01,-2.487352910339735688e-05,5.030001285826938597e-03
4.310062012402480036e+01,4.383966608842252159e-05,7.327713689989033830e-01,1.467981517060410823e+01,-2.470536594256772652e-05,1.417429029313316269e-02
4.311262252450489996e+01,4.354414787785185881e-05,7.327151142218564228e-01,1.467981524745381172e+01,-2.453834314916380590e-05,9.309041113625375488e-04
4.312462492498499245e+01,4.325062724127392937e-05,7.326588981074391160e-01,1.467981532377970488e+01,-2.437245294163740614e-05,3.530041957548722426e-03
4.313662732546509204e+01,4.295909059871094021e-05,7.326027206291433336e-01,1.467981539958538129e+01,-2.420768759419774917e-05,-7.191721298214868476e-03
4.314862972594518453e+01,4.266952446789260526e-05,7.325465817604788210e-01,1.467981547487440785e+01,-2.404403943680572146e-05,7.945842427824142268e-03
4.316063212642528413e+01,4.238191546425473593e-05,7.324904814749733095e-01,1.467981554965032309e+01,-2.388150085516674203e-05,3.108288025375090225e-04
4.317263452690537662e+01,4.209625030094060315e-05,7.324344197461719608e-01,1.467981562391664063e+01,-2.372006429072501612e-05,3.797045315141339434e-04
4.318463692738547621e+01,4.181251559246911535e-05,7.323783965476339253e-01,1.467981569767690075e+01,-2.355972213003385628e-05,-1.156039439361803561e-02
4.319663932786556870e+01,4.153069799702329567e-05,7.323224118529332305e-01,1.467981577093463841e+01,-2.340046678493108788e-05,-9.641193142443221439e-03
4.320864172834566830e+01,4.125078467457451612e-05,7.322664656356697721e-01,1.467981584369324821e+01,-2.324229095065597175e-05,-7.012911716779698240e-03
4.322064412882576079e+01,4.097276286588161009e-05,7.322105578694610983e-01,1.467981591595610169e+01,-2.308518736862115762e-05,7.620510769549664054e-04
4.323264652930586038e+01,4.069661988474821876e-05,7.321546885279421879e-01,1.467981598772655794e+01,-2.292914882204501626e-05,1.063385704059620872e-02
4.324464892978595287e+01,4.042234311802411924e-05,7.320988575847657831e-01,1.467981605900794939e+01,-2.277416813594734677e-05,-1.543313687724595998e-02
4.325665133026605247e+01,4.014992002560390996e-05,7.320430650136015016e-01,1.467981612980359429e+01,-2.262023817714370482e-05,-3.941370753508452278e-03
4.326865373074614496e+01,3.987933814042829818e-05,7.319873107881370577e-01,1.467981620011678601e+01,-2.246735185424108958e-05,-3.383139449577243774e-03
4.328065613122624455e+01,3.961058506848283282e-05,7.319315948820771522e-01,1.467981626995080369e+01,-2.231550211763232280e-05,2.249625557090576683e-02
4.329265853170633704e+01,3.934364848879917838e-05,7.318759172691443604e-01,1.467981633930890339e+01,-2.216468195949174925e-05,-2.292236204701893904e-03
4.330466093218643664e+01,3.907851615345382071e-05,7.318202779230782440e-01,1.467981640819432343e+01,-2.201488441376958535e-05,-5.667601946268222175e-03
4.331666333266652913e+01,3.881517588756937481e-05,7.317646768176364613e-01,1.467981647661028255e+01,-2.186610255618771787e-05,7.158011106830672494e-03
4.332866573314662872e+01,3.855361558931327701e-05,7.317091139265934352e-01,1.467981654455997997e+01,-2.171832950423399492e-05,-1.139916746666319244e-02
4.334066813362672121e+01,3.829382322989907244e-05,7.316535892237416849e-01,1.467981661204659360e+01,-2.157155841715804840e-05,5.111967828332709095e-03
4.335267053410682081e+01,3.803578685358516146e-05,7.315981026828908274e-01,1.467981667907328358e+01,-2.142578249596564598e-05,-1.706213404198528988e-02
4.336467293458691330e+01,3.777949457767603971e-05,7.315426542778680208e-01,1.467981674564319050e+01,-2.128099498341451013e-05,1.993235813367708054e-02
4.337667533506701290e+01,3.752493459252103768e-05,7.314872439825178541e-01,1.467981681175943542e+01,-2.113718916400867014e-05,-7.642664902623571774e-04
4.338867773554710539e+01,3.727209516151560150e-05,7.314318717707026796e-01,1.467981687742511987e+01,-2.099435836399429127e-05,-4.592387234631572709e-03
4.340068013602720498e+01,3.702096462110002569e-05,7.313765376163019472e-01,1.467981694264332404e+01,-2.085249595135407763e-05,-1.346125263060739090e-02
4.341268253650729747e+01,3.677153138076067975e-05,7.313212414932126482e-01,1.467981700741711037e+01,-2.071159533580308100e-05,-1.827791405257031109e-03
4.342468493698739707e+01,3.652378392302882225e-05,7.312659833753495375e-01,1.467981707174952355e+01,-2.057164996878316804e-05,5.162228657289264725e-04
4.343668733746748956e+01,3.627771080348175282e-05,7.312107632366443566e-01,1.467981713564358515e+01,-2.043265334345877835e-05,-7.622254394787039179e-03
4.344868973794758915e+01,3.603330065074169408e-05,7.311555810510468323e-01,1.467981719910229899e+01,-2.029459899471145940e-05,1.161388914919325721e-02
4.346069213842768164e+01,3.579054216647688258e-05,7.311004367925237890e-01,1.467981726212864935e+01,-2.015748049913563476e-05,-3.597774667811307753e-03
4.347269453890778124e+01,3.554942412540048463e-05,7.310453304350594816e-01,1.467981732472560097e+01,-2.002129147503312211e-05,6.301216503890960750e-04
4.348469693938787373e+01,3.530993537527170084e-05,7.309902619526560397e-01,1.467981738689609905e+01,-1.988602558240895566e-05,2.542671542401294272e-03
4.349669933986797332e+01,3.507206483689462767e-05,7.309352313193328010e-01,1.467981744864306926e+01,-1.975167652296591772e-05,1.330855532120022409e-02
4.350870174034806581e+01,3.483580150411940942e-05,7.308802385091264231e-01,1.467981750996941770e+01,-1.961823804010033061e-05,-4.116416557471271748e-03
4.352070414082816541e+01,3.460113444384109980e-05,7.308252834960912159e-01,1.467981757087803096e+01,-1.948570391889665603e-05,4.135699052843685975e-04
4.353270654130825790e+01,3.436805279600079361e-05,7.307703662542991419e-01,1.467981763137177609e+01,-1.935406798612330050e-05,2.656966784789398586e-03
4.354470894178835749e+01,3.413654577358448826e-05,7.307154867578392610e-01,1.467981769145350057e+01,-1.922332411022719439e-05,5.860235381762374414e-03
4.355671134226844998e+01,3.390660266262420191e-05,7.306606449808182857e-01,1.467981775112603238e+01,-1.909346620132963126e-05,-1.862522447131118378e-02
4.356871374274854958e+01,3.367821282219691636e-05,7.306058408973603591e-01,1.467981781039218170e+01,-1.896448821122088754e-05,1.124333275875650552e-02
4.358071614322864207e+01,3.345136568442557990e-05,7.305510744816071655e-01,1.467981786925473564e+01,-1.883638413335604831e-05,-1.475203889381404261e-03
4.359271854370874166e+01,3.322605075447810448e-05,7.304963457077178202e-01,1.467981792771646532e+01,-1.870914800284964732e-05,-7.471616536545948664e-03
4.360472094418883415e+01,3.300225761056840921e-05,7.304416545498688684e-01,1.467981798578011876e+01,-1.858277389647149279e-05,-5.466129375568724467e-04
4.361672334466893375e+01,3.277997590395534974e-05,7.303870009822543974e-01,1.467981804344842800e+01,-1.845725593264138870e-05,-1.946148498213111366e-02
4.362872574514902624e+01,3.255919535894378212e-05,7.303323849790859246e-01,1.467981810072410376e+01,-1.833258827142491656e-05,-7.909369223675718000e-03
4.364072814562912583e+01,3.233990577288351246e-05,7.302778065145923980e-01,1.467981815760983899e+01,-1.820876511452815334e-05,1.653695480731755567e-03
4.365273054610921832e+01,3.212209701617034730e-05,7.302232655630201963e-01,1.467981821410830179e+01,-1.808578070529354129e-05,1.337549860678533160e-02
4.366473294658931792e+01,3.190575903224503646e-05,7.301687620986334615e-01,1.467981827022214958e+01,-1.796362932869457880e-05,-1.036712327501775879e-03
4.367673534706941041e+01,3.169088183759432339e-05,7.301142960957133221e-01,1.467981832595401137e+01,-1.784230531133169359e-05,3.754712864879025929e-03
4.368873774754951000e+01,3.147745552174992874e-05,7.300598675285587813e-01,1.467981838130650196e+01,-1.772180302142698776e-05,-3.143723013130634344e-03
4.370074014802960249e+01,3.126547003152339366e-05,7.300054763714793893e-01,1.467981843628227345e+01,-1.760211674734775983e-05,8.423571769508515425e-03
4.371274254850970209e+01,3.105491544605726122e-05,7.299511225988017937e-01,1.467981849088394775e+01,-1.748324085245918770e-05,-4.187085476489571002e-03
4.372474494898979458e+01,3.084578221113717136e-05,7.298968061848787325e-01,1.467981854511404016e+01,-1.736516990702477697e-05,4.419882634943215170e-03
4.373674734946989417e+01,3.063806082673535227e-05,7.298425271040799300e-01,1.467981859897505714e+01,-1.724789851228877488e-05,-3.534161029248113553e-03
4.374874974994998666e+01,3.043174184656321414e-05,7.297882853307922080e-01,1.467981865246949269e+01,-1.713142130022067471e-05,-9.861909947989685316e-03
4.376075215043008626e+01,3.022681587807040730e-05,7.297340808394192635e-01,1.467981870559981949e+01,-1.701573293351106190e-05,-1.011398330891180239e-02
4.377275455091017875e+01,3.002327358244577423e-05,7.296799136043820022e-01,1.467981875836850314e+01,-1.690082810556858508e-05,-6.627747764207809686e-03
4.378475695139027835e+01,2.982110567461638065e-05,7.296257836001184272e-01,1.467981881077798967e+01,-1.678670154051577511e-05,1.143407942164598526e-02
4.379675935187037084e+01,2.962030292324848780e-05,7.295716908010833057e-01,1.467981886283071447e+01,-1.667334799318605674e-05,3.176824933411777352e-02
4.380876175235047043e+01,2.942085615074659368e-05,7.295176351817488358e-01,1.467981891452909693e+01,-1.656076224911958800e-05,-2.172426367227994412e-03
4.382076415283056292e+01,2.922275623325438170e-05,7.294636167166039797e-01,1.467981896587554047e+01,-1.644893912456024137e-05,-7.535406375116435011e-03
4.383276655331066252e+01,2.902599410065376861e-05,7.294096353801547972e-01,1.467981901687243784e+01,-1.633787346645149057e-05,5.175237141396353893e-03
4.384476895379075501e+01,2.883056073656585996e-05,7.293556911469243342e-01,1.467981906752216403e+01,-1.622756015243339176e-05,4.748726668532903504e-03
4.385677135427085460e+01,2.863644717835000481e-05,7.293017839914529565e-01,1.467981911782708337e+01,-1.611799409083850422e-05,-5.441021584170899032e-03
4.386877375475094709e+01,2.844364451710472069e-05,7.292479138882979051e-01,1.467981916778954243e+01,-1.600917022068884779e-05,1.909076329818036946e-02
4.388077615523104669e+01,2.825214389766678559e-05,7.291940808120331852e-01,1.467981921741187534e+01,-1.590108351169183714e-05,8.646965093314654127e-03
4.389277855571113918e+01,2.806193651861214257e-05,7.291402847372503437e-01,1.467981926669640025e+01,-1.579372896423730021e-05,9.338809023588755948e-03
4.390478095619123167e+01,2.787301363225510017e-05,7.290865256385576920e-01,1.467981931564542286e+01,-1.568710160939344291e-05,5.579488112159994902e-04
4.391678335667133126e+01,2.768536654464868817e-05,7.290328034905805277e-01,1.467981936426123646e+01,-1.558119650890354914e-05,1.227780770502485746e-03
4.392878575715142375e+01,2.749898661558497609e-05,7.289791182679614678e-01,1.467981941254611300e+01,-1.547600875518264680e-05,9.675417864521624819e-03
4.394078815763152335e+01,2.731386525859430742e-05,7.289254699453598940e-01,1.467981946050231734e+01,-1.537153347131355730e-05,-1.399818734218002438e-02
4.395279055811161584e+01,2.712999394094617382e-05,7.288718584974525072e-01,1.467981950813209657e+01,-1.526776581104385971e-05,-8.118258379075980399e-03
4.396479295859171543e+01,2.694736418364833755e-05,7.288182838989326617e-01,1.467981955543768358e+01,-1.516470095878193182e-05,8.395151395696474938e-04
4.397679535907180792e+01,2.676596756144771579e-05,7.287647461245110314e-01,1.467981960242129880e+01,-1.506233412959392278e-05,-1.469663299299923259e-02
4.398879775955190752e+01,2.658579570282949633e-05,7.287112451489154985e-01,1.467981964908514669e+01,-1.496066056919979408e-05,1.641210366067438406e-02
4.400080016003200001e+01,2.640684029001801850e-05,7.286577809468905986e-01,1.467981969543141751e+01,-1.485967555397028889e-05,-6.265993119855952503e-03
4.401280256051209960e+01,2.622909305897589224e-05,7.286043534931980759e-01,1.467981974146228730e+01,-1.475937439092301196e-05,-4.323246851460071059e-03
4.402480496099219209e+01,2.605254579940487902e-05,7.285509627626169937e-01,1.467981978717991787e+01,-1.465975241771941420e-05,3.222732297730320286e-03
4.403680736147229169e+01,2.587719035474501770e-05,7.284976087299428471e-01,1.467981983258645684e+01,-1.456080500266084550e-05,1.507292762837423444e-02
4.404880976195238418e+01,2.570301862217548174e-05,7.284442913699888944e-01,1.467981987768403940e+01,-1.446252754468559862e-05,-4.462148766912389262e-04
4.406081216243248377e+01,2.553002255261374229e-05,7.283910106575848253e-01,1.467981992247478118e+01,-1.436491547336494500e-05,-7.698940578280569734e-03
4.407281456291257626e+01,2.535819415071639496e-05,7.283377665675777601e-01,1.467981996696078895e+01,-1.426796424890018546e-05,-9.355779283687587142e-03
4.408481696339267586e+01,2.518752547487833305e-05,7.282845590748316944e-01,1.467982001114415347e+01,-1.417166936211873688e-05,2.311894511883331831e-03
4.409681936387276835e+01,2.501800863723357431e-05,7.282313881542278322e-01,1.467982005502694953e+01,-1.407602633447115744e-05,-5.814780299896917491e-03
4.410882176435286794e+01,2.484963580365443758e-05,7.281782537806641420e-01,1.467982009861123771e+01,-1.398103071802723835e-05,2.373391248074205317e-02
4.412082416483296043e+01,2.468239919375235937e-05,7.281251559290559117e-01,1.467982014189906792e+01,-1.388667809547308337e-05,1.257774338418152053e-02
4.413282656531306003e+01,2.451629108087708403e-05,7.280720945743351935e-01,1.467982018489247409e+01,-1.379296408010719038e-05,-3.170379799207063976e-02
4.414482896579315252e+01,2.435130379211747023e-05,7.280190696914514703e-01,1.467982022759347061e+01,-1.369988431583751046e-05,-9.311427371904575437e-03
4.415683136627325212e+01,2.418742970830069125e-05,7.279660812553709892e-01,1.467982027000406653e+01,-1.360743447717760414e-05,3.518850160918302137e-03
4.416883376675334461e+01,2.402466126399302449e-05,7.279131292410769838e-01,1.467982031212624960e+01,-1.351561026924366651e-05,2.313470311047470876e-02
4.418083616723344420e+01,2.386299094749906878e-05,7.278602136235700071e-01,1.467982035396199514e+01,-1.342440742775070551e-05,-2.020744767929341656e-02
4.419283856771353669e+01,2.370241130086251350e-05,7.278073343778674875e-01,1.467982039551326778e+01,-1.333382171900958909e-05,-4.442939792980638535e-03
4.420484096819363629e+01,2.354291491986539318e-05,7.277544914790039510e-01,1.467982043678201087e+01,-1.324384893992323024e-05,1.203856629154735451e-02
4.421684336867372878e+01,2.338449445402881934e-05,7.277016849020307987e-01,1.467982047777016064e+01,-1.315448491798362911e-05,-6.948238009424647504e-03
4.422884576915382837e+01,2.322714260661224526e-05,7.276489146220166404e-01,1.467982051847963376e+01,-1.306572551126810542e-05,7.009259034638518288e-04
4.424084816963392086e+01,2.307085204189525076e-05,7.275961806140431865e-01,1.467982055891235937e+01,-1.297756655628157268e-05,-5.017863210723920962e-03
4.425285057011402046e+01,2.291561533545969989e-05,7.275434828532005849e-01,1.467982059907029324e+01,-1.289000383999207748e-05,6.702706559975211281e-03
4.426485297059411295e+01,2.276142544971635840e-05,7.274908213146097369e-01,1.467982063895528633e+01,-1.280303336731044317e-05,-1.100503939081306365e-02
4.427685537107421254e+01,2.260827541058962935e-05,7.274381959734086411e-01,1.467982067856917183e+01,-1.271665117921359183e-05,2.170375874091590499e-04
4.428885777155430503e+01,2.245615828283738133e-05,7.273856068047520607e-01,1.467982071791377408e+01,-1.263085333885906885e-05,-1.456388009184897241e-02
4.430086017203440463e+01,2.230506717005024370e-05,7.273330537838115228e-01,1.467982075699090494e+01,-1.254563593158207829e-05,9.758445262738838638e-03
4.431286257251449712e+01,2.215499521465232491e-05,7.272805368857748753e-01,1.467982079580236920e+01,-1.246099506489336701e-05,6.040335112926779881e-03
4.432486497299459671e+01,2.200593559790049421e-05,7.272280560858467302e-01,1.467982083434995744e+01,-1.237692686847624817e-05,-3.766708554333199474e-04
4.433686737347468920e+01,2.185788153988507958e-05,7.271756113592481308e-01,1.467982087263545488e+01,-1.229342749418448537e-05,3.575572783078240441e-04
4.434886977395478880e+01,2.171082629952919351e-05,7.271232026812167737e-01,1.467982091066063255e+01,-1.221049311603936526e-05,2.615160657298540086e-04
4.436087217443488129e+01,2.156476317458940048e-05,7.270708300270070090e-01,1.467982094842725083e+01,-1.212811993022755292e-05,-3.705481347528697712e-03
4.437287457491498088e+01,2.141968550165503589e-05,7.270184933718896181e-01,1.467982098593706297e+01,-1.204630415509818817e-05,1.558052288902392769e-03
4.438487697539507337e+01,2.127558665614890409e-05,7.269661926911520355e-01,1.467982102319180981e+01,-1.196504203116075786e-05,3.656759406023347200e-03
4.439687937587517297e+01,2.113246005232658037e-05,7.269139279600983494e-01,1.467982106019322153e+01,-1.188432982108218035e-05,-6.999028617555386406e-04
4.440888177635526546e+01,2.099029914327709198e-05,7.268616991540491901e-01,1.467982109694301762e+01,-1.180416380968469644e-05,-5.957292068929407637e-03
4.442088417683536505e+01,2.084909742092225408e-05,7.268095062483415081e-01,1.467982113344291051e+01,-1.172454030394297247e-05,-4.077302649746119417e-03
4.443288657731545754e+01,2.070884841601732703e-05,7.267573492183294626e-01,1.467982116969460016e+01,-1.164545563298198787e-05,-4.596854300733615138e-03
4.444488897779555714e+01,2.056954569815035567e-05,7.267052280393830888e-01,1.467982120569977411e+01,-1.156690614807414674e-05,4.530162902282899341e-03
4.445689137827564963e+01,2.043118287574284363e-05,7.266531426868894084e-01,1.467982124146011280e+01,-1.148888822263718400e-05,1.533471388311453965e-03
4.446889377875574922e+01,2.029375359604906206e-05,7.266010931362518743e-01,1.467982127697728423e+01,-1.141139825223127698e-05,1.971841188750951893e-02
4.448089617923584171e+01,2.015725154515674429e-05,7.265490793628907040e-01,1.467982131225294928e+01,-1.133443265455696009e-05,-1.743711651601937123e-03
4.449289857971594131e+01,2.002167044798640813e-05,7.264971013422425461e-01,1.467982134728875465e+01,-1.125798786945226009e-05,7.431476225293213783e-04
4.450490098019603380e+01,1.988700406829200981e-05,7.264451590497604805e-01,1.467982138208633991e+01,-1.118206035889058699e-05,-6.303516718209651801e-03
4.451690338067613339e+01,1.975324620866030363e-05,7.263932524609145736e-01,1.467982141664733042e+01,-1.110664660697791687e-05,1.000876746937021935e-03
4.452890578115622588e+01,1.962039071051148231e-05,7.263413815511912119e-01,1.467982145097334623e+01,-1.103174311995066574e-05,-4.457758153972555225e-03
4.454090818163632548e+01,1.948843145409853662e-05,7.262895462960932136e-01,1.467982148506599138e+01,-1.095734642617288764e-05,-8.602399441928587631e-03
4.455291058211641797e+01,1.935736235850788221e-05,7.262377466711402718e-01,1.467982151892686460e+01,-1.088345307613416038e-05,1.604682706507734764e-03
4.456491298259651757e+01,1.922717738165874972e-05,7.261859826518686223e-01,1.467982155255755394e+01,-1.081005964244678699e-05,1.590204131458511361e-02
4.457691538307661006e+01,1.909787052030379126e-05,7.261342542138309319e-01,1.467982158595963149e+01,-1.073716271984370184e-05,-8.664551167166816351e-03
4.458891778355670965e+01,1.896943581002846719e-05,7.260825613325965211e-01,1.467982161913466754e+01,-1.066475892517566523e-05,-6.524283568067138980e-03
4.460092018403680214e+01,1.884186732525166611e-05,7.260309039837512524e-01,1.467982165208421463e+01,-1.059284489740917976e-05,-4.071735698144935897e-04
4.461292258451690174e+01,1.871515917922508484e-05,7.259792821428977527e-01,1.467982168480981997e+01,-1.052141729762371031e-05,2.523245112116793629e-03
4.462492498499699423e+01,1.858930552403383830e-05,7.259276957856549695e-01,1.467982171731301655e+01,-1.045047280900959527e-05,1.298979523189271526e-02
4.463692738547709382e+01,1.846430055059585979e-05,7.258761448876585032e-01,1.467982174959533026e+01,-1.038000813686526831e-05,-6.495022737585489682e-03
4.464892978595718631e+01,1.834013848866250071e-05,7.258246294245608299e-01,1.467982178165827456e+01,-1.031002000859519832e-05,-1.418334221588370527e-03
4.466093218643728591e+01,1.821681360681792744e-05,7.257731493720305238e-01,1.467982181350335580e+01,-1.024050517370710783e-05,-7.995397473400616892e-03
4.467293458691737840e+01,1.809432021247972110e-05,7.257217047057530346e-01,1.467982184513206434e+01,-1.017146040380991637e-05,-8.811895340040577437e-03
4.468493698739747799e+01,1.797265265189828794e-05,7.256702954014303542e-01,1.467982187654588522e+01,-1.010288249261098254e-05,-4.805069291114828778e-03
4.469693938787757048e+01,1.785180531015743537e-05,7.256189214347811278e-01,1.467982190774629281e+01,-1.003476825591403726e-05,-1.124944738380179339e-02
4.470894178835767008e+01,1.773177261117381292e-05,7.255675827815403212e-01,1.467982193873474728e+01,-9.967114531616458003e-06,4.357685801966101197e-03
4.472094418883776257e+01,1.761254901769745770e-05,7.255162794174598861e-01,1.467982196951270346e+01,-9.899918179707188498e-06,1.039188878117430596e-02
4.473294658931786216e+01,1.749412903131124892e-05,7.254650113183078730e-01,1.467982200008160198e+01,-9.833176082264031596e-06,-5.313447906185369586e-03
4.474494898979795465e+01,1.737650719243146019e-05,7.254137784598693184e-01,1.467982203044287459e+01,-9.766885143451575744e-06,-7.193348313455863278e-03
4.475695139027805425e+01,1.725967808030720720e-05,7.253625808179455792e-01,1.467982206059794414e+01,-9.701042289518492946e-06,1.305035598262078121e-02
4.476895379075814674e+01,1.714363631302099326e-05,7.253114183683548877e-01,1.467982209054822107e+01,-9.635644468795495721e-06,-2.345503864082154871e-03
4.478095619123824633e+01,1.702837654748817054e-05,7.252602910869316855e-01,1.467982212029510691e+01,-9.570688651692618130e-06,1.464453270683292729e-02
4.479295859171833882e+01,1.691389347945747542e-05,7.252091989495272895e-01,1.467982214983999079e+01,-9.506171830697167642e-06,-2.916797793927323329e-02
4.480496099219843842e+01,1.680018184351049319e-05,7.251581419320094479e-01,1.467982217918425292e+01,-9.442091020371058685e-06,-1.887984223945388161e-03
4.481696339267853091e+01,1.668723632687032628e-05,7.251071200102569003e-01,1.467982220832928952e+01,-9.378443208908146268e-06,-1.041736120622596511e-02
4.482896579315863050e+01,1.657505155352410740e-05,7.250561331601564907e-01,1.467982223727650926e+01,-9.315225349213081862e-06,-5.583763755880596230e-03
4.484096819363872299e+01,1.646362246209467347e-05,7.250051813576268156e-01,1.467982226602723905e+01,-9.252434571263784554e-06,7.812240011324930386e-03
4.485297059411882259e+01,1.635294403484114609e-05,7.249542645786039019e-01,1.467982229458279697e+01,-9.190068029799231775e-06,1.055806138250356234e-02
4.486497299459891508e+01,1.624301128152639615e-05,7.249033827990397638e-01,1.467982232294448863e+01,-9.128122895250884007e-06,-1.998116407828745469e-03
4.487697539507901467e+01,1.613381923941650857e-05,7.248525359949022917e-01,1.467982235111361611e+01,-9.066596353740643435e-06,9.100038490308397579e-03
4.488897779555910716e+01,1.602536297328131421e-05,7.248017241421759183e-01,1.467982237909147436e+01,-9.005485607079375028e-06,-1.147033131940766205e-02
4.490098019603920676e+01,1.591763757539386471e-05,7.247509472168606193e-01,1.467982240687934770e+01,-8.944787872764870272e-06,2.443238325589606845e-03
4.491298259651929925e+01,1.581063816553095427e-05,7.247002051949729129e-01,1.467982243447851687e+01,-8.884500383980381802e-06,-1.818347846064006070e-03
4.492498499699939885e+01,1.570435989097259449e-05,7.246494980525450824e-01,1.467982246189025197e+01,-8.824620389592575275e-06,-1.728203199421989716e-02
4.493698739747949134e+01,1.559879792650253612e-05,7.245988257656256204e-01,1.467982248911581955e+01,-8.765145154150091113e-06,8.747805943697303452e-03
4.494898979795959093e+01,1.549394747440776087e-05,7.245481883102790066e-01,1.467982251615647726e+01,-8.706071957881499759e-06,-6.994578433807042799e-03
4.496099219843968342e+01,1.538980376447897608e-05,7.244975856625860411e-01,1.467982254301347211e+01,-8.647398096693844786e-06,4.056126111138875188e-03
4.497299459891978302e+01,1.528636205401013356e-05,7.244470177986432891e-01,1.467982256968805110e+01,-8.589120882170647283e-06,-7.922025343784345683e-03
4.498499699939987551e+01,1.518361762779889721e-05,7.243964846945636360e-01,1.467982259618144703e+01,-8.531237641570415080e-06,1.487527826356256633e-03
4.499699939987997510e+01,1.508156579814617880e-05,7.243459863264759546e-01,1.467982262249488734e+01,-8.473745717824670854e-06,5.873817907618322440e-03
4.500900180036006759e+01,1.498020190485660895e-05,7.242955226705252159e-01,1.467982264862959596e+01,-8.416642469536471515e-06,-2.841118038727293189e-04
4.502100420084016719e+01,1.487952131523806278e-05,7.242450937028724889e-01,1.467982267458678436e+01,-8.359925270978441398e-06,-5.025196381458993736e-03
4.503300660132025968e+01,1.477951942410212916e-05,7.241946993996949411e-01,1.467982270036765868e+01,-8.303591512091281480e-06,5.805025581958156260e-03
4.504500900180035927e+01,1.468019165376364485e-05,7.241443397371856161e-01,1.467982272597341975e+01,-8.247638598481827986e-06,1.876045381666456915e-03
4.505701140228045176e+01,1.458153345404116546e-05,7.240940146915538778e-01,1.467982275140525772e+01,-8.192063951421566691e-06,-4.435528031504579541e-03
4.506901380276055136e+01,1.448354030225649109e-05,7.240437242390251882e-01,1.467982277666435742e+01,-8.136865007844679661e-06,2.103000927928836089e-04
4.508101620324064385e+01,1.438620770323513221e-05,7.239934683558409967e-01,1.467982280175189658e+01,-8.082039220346584968e-06,-1.036944795108969697e-03
4.509301860372074344e+01,1.428953118930585396e-05,7.239432470182587398e-01,1.467982282666904581e+01,-8.027584057181978353e-06,-3.619739516147567684e-03
4.510502100420083593e+01,1.419350632030113354e-05,7.238930602025520633e-01,1.467982285141696686e+01,-7.973497002263393266e-06,8.808884236775140625e-03
4.511702340468093553e+01,1.409812868355669433e-05,7.238429078850107112e-01,1.467982287599681612e+01,-7.919775555159227283e-06,1.718102412562801454e-02
4.512902580516102802e+01,1.400339389391197520e-05,7.237927900419404148e-01,1.467982290040974114e+01,-7.866417231092325864e-06,-5.303329433660619423e-03
4.514102820564112761e+01,1.390929759370966625e-05,7.237427066496631145e-01,1.467982292465688232e+01,-7.813419560938005378e-06,-1.372124463970380084e-03
4.515303060612122010e+01,1.381583545279616289e-05,7.236926576845166270e-01,1.467982294873937299e+01,-7.760780091222647031e-06,-9.581603319587576190e-03
4.516503300660131970e+01,1.372300316852112029e-05,7.236426431228552003e-01,1.467982297265834113e+01,-7.708496384121730054e-06,-1.348942997650793077e-02
4.517703540708141219e+01,1.363079646573789719e-05,7.235926629410486255e-01,1.467982299641490407e+01,-7.656566017458418851e-06,1.116341472349665492e-02
4.518903780756151178e+01,1.353921109680311039e-05,7.235427171154833470e-01,1.467982302001017381e+01,-7.604986584701620753e-06,-6.882231750343969189e-03
4.520104020804160427e+01,1.344824284157707860e-05,7.234928056225615745e-01,1.467982304344525524e+01,-7.553755694964556229e-06,3.224635714754078408e-03
