t,P,E,A,dP_dt,dP_dt_noisy
3.592718543708741663e+01,1.687269083830477356e+00,2.866758368699997117e+00,1.957609785173278638e+01,9.046106938768228023e-02,9.523828166024078667e-02
3.593718743748750200e+01,1.688174131595104432e+00,2.867415025591594446e+00,1.959876401289605496e+01,9.051244930875268491e-02,1.082845213612044777e-01
3.594718943788758025e+01,1.689079693001638738e+00,2.868072037665987839e+00,1.962146290808968274e+01,9.056383607648466061e-02,5.472626802338130536e-02
3.595719143828765851e+01,1.689985768171981650e+00,2.868729404864722721e+00,1.964419458918679240e+01,9.061522954045020395e-02,1.304646618767549282e-01
3.596719343868773677e+01,1.690892357244206279e+00,2.869387127128081527e+00,1.966695910813949411e+01,9.066662951884274513e-02,9.234018103580612924e-02
3.597719543908782214e+01,1.691799460372560793e+00,2.870045204395085037e+00,1.968975651697890683e+01,9.071803579840853615e-02,9.273515877743282454e-02
3.598719743948790040e+01,1.692707077727465315e+00,2.870703636603491926e+00,1.971258686781510150e+01,9.076944813439036253e-02,3.308527477695035607e-02
3.599719943988797866e+01,1.693615209495514806e+00,2.871362423689799215e+00,1.973545021283719691e+01,9.082086625046359440e-02,4.273190287217214917e-02
3.600720144028805692e+01,1.694523855879477958e+00,2.872021565589241821e+00,1.975834660431328516e+01,9.087228983866835197e-02,5.592394270952313895e-02
3.601720344068814228e+01,1.695433017098297190e+00,2.872681062235792560e+00,1.978127609459048841e+01,9.092371855936065561e-02,9.484939988097859653e-02
3.602720544108822054e+01,1.696342693370461951e+00,2.873340913563245280e+00,1.980423873610536134e+01,9.097515207264517123e-02,1.442590830197364449e-01
3.603720744148829880e+01,1.697252884703580600e+00,2.874001119518465153e+00,1.982723458148723594e+01,9.102659043547556283e-02,1.397477688992548872e-02
3.604720944188837706e+01,1.698163590983664761e+00,2.874661680055304203e+00,1.985026368348658465e+01,9.107803393190927466e-02,7.148428135525272675e-02
3.605721144228846242e+01,1.699074812114673261e+00,2.875322595126193370e+00,1.987332609493175894e+01,9.112948281163790742e-02,7.432612232302289457e-02
3.606721344268854068e+01,1.699986548017350385e+00,2.875983864682271296e+00,1.989642186873316021e+01,9.118093729235787759e-02,2.037737926574748615e-01
3.607721544308861894e+01,1.700898798629229658e+00,2.876645488673386097e+00,1.991955105788330727e+01,9.123239755969603237e-02,7.988203994598402913e-02
3.608721744348869720e+01,1.701811563904631397e+00,2.877307467048094036e+00,1.994271371545678662e+01,9.128386376715691419e-02,6.305592845788465794e-02
3.609721944388878256e+01,1.702724843814664046e+00,2.877969799753659075e+00,1.996590989461028087e+01,9.133533603604648832e-02,1.272347220829807835e-01
3.610722144428886082e+01,1.703638638347221512e+00,2.878632486736052876e+00,1.998913964858250480e+01,9.138681445541962933e-02,3.449956876962483043e-02
3.611722344468893908e+01,1.704552947506986937e+00,2.879295527939957022e+00,2.001240303069430126e+01,9.143829908201162038e-02,1.171059960157609520e-01
3.612722544508901734e+01,1.705467771315430259e+00,2.879958923308760799e+00,2.003570009434858079e+01,9.148978994016865318e-02,6.286248642722036539e-03
3.613722744548910271e+01,1.706383109810809540e+00,2.880622672784561189e+00,2.005903089303034648e+01,9.154128702179076260e-02,1.913094826650932334e-01
3.614722944588918097e+01,1.707298963048168083e+00,2.881286776308163322e+00,2.008239548030663713e+01,9.159279028626132746e-02,8.787714378076957877e-02
3.615723144628925922e+01,1.708215331099338652e+00,2.881951233819081359e+00,2.010579390982661252e+01,9.164429966038190045e-02,6.878733527904401512e-02
3.616723344668933748e+01,1.709132214052941023e+00,2.882616045255538051e+00,2.012922623532151079e+01,9.169581503832013869e-02,2.449381436503995924e-02
3.617723544708942285e+01,1.710049612014382658e+00,2.883281210554463403e+00,2.015269251060465550e+01,9.174733628152020870e-02,8.271193723191407055e-02
3.618723744748950111e+01,1.710967525105856701e+00,2.883946729651496454e+00,2.017619278957140239e+01,9.179886321865893262e-02,9.448283579714747416e-02
3.619723944788957937e+01,1.711885953466345311e+00,2.884612602480983501e+00,2.019972712619923882e+01,9.185039564557484493e-02,5.384128693835694285e-02
3.620724144828965763e+01,1.712804897251617886e+00,2.885278828975980314e+00,2.022329557454772342e+01,9.190193332519369651e-02,1.500728520661335497e-01
3.621724344868974299e+01,1.713724356634231505e+00,2.885945409068251699e+00,2.024689818875849667e+01,9.195347598747471984e-02,7.406539005091386518e-02
3.622724544908982125e+01,1.714644331803528932e+00,2.886612342688267496e+00,2.027053502305524191e+01,9.200502332933890859e-02,9.525573803865955425e-02
3.623724744948989951e+01,1.715564822965641945e+00,2.887279629765208799e+00,2.029420613174377053e+01,9.205657501459985070e-02,1.048693628545183665e-01
3.624724944988997777e+01,1.716485830343488450e+00,2.887947270226964402e+00,2.031791156921195451e+01,9.210813067390277720e-02,1.587496656625187463e-01
3.625725145029006313e+01,1.717407354072155057e+00,2.888615264006747285e+00,2.034165138998874767e+01,9.215969010400471007e-02,7.167569850684885058e-02
3.626725345069014139e+01,1.718329394042770186e+00,2.889283611052384071e+00,2.036542564879585626e+01,9.221125356323367495e-02,9.437653160924999729e-02
3.627725545109021965e+01,1.719251950136691187e+00,2.889952311311811073e+00,2.038923440043691571e+01,9.226282132713203854e-02,1.056444255910096441e-01
3.628725745149029791e+01,1.720175022252698138e+00,2.890621364731642995e+00,2.041307769980080877e+01,9.231439363782134588e-02,1.217116871671843487e-01
3.629725945189038327e+01,1.721098610306995846e+00,2.891290771257173375e+00,2.043695560186170468e+01,9.236597070392038589e-02,-6.646843216289027856e-04
3.630726145229046153e+01,1.722022714233210960e+00,2.891960530832372811e+00,2.046086816167897737e+01,9.241755270050699966e-02,1.487290389353456421e-01
3.631726345269053979e+01,1.722947333982395968e+00,2.892630643399891177e+00,2.048481543439731212e+01,9.246913976901749432e-02,8.518730224277724916e-02
3.632726545309061805e+01,1.723872469523025863e+00,2.893301108901056296e+00,2.050879747524664864e+01,9.252073201721211504e-02,5.525619507449661821e-02
3.633726745349069631e+01,1.724798120840999927e+00,2.893971927275874823e+00,2.053281433954218116e+01,9.257232951907579110e-02,8.993217870077378773e-02
3.634726945389078168e+01,1.725724287939641943e+00,2.894643098463031805e+00,2.055686608268439386e+01,9.262393231477483724e-02,-4.591206316217510963e-03
3.635727145429085994e+01,1.726650970839697097e+00,2.895314622399889792e+00,2.058095276015896857e+01,9.267554041057612935e-02,5.322035723355467152e-02
3.636727345469093819e+01,1.727578169579336853e+00,2.895986499022490612e+00,2.060507442753691265e+01,9.272715377878193443e-02,1.010866750080133547e-01
3.637727545509101645e+01,1.728505884214154964e+00,2.896658728265554039e+00,2.062923114047447726e+01,9.277877235766107678e-02,1.597466942951142055e-01
3.638727745549110182e+01,1.729434114817170354e+00,2.897331310062478682e+00,2.065342295471318579e+01,9.283039605137954897e-02,8.773665256051414729e-02
3.639727945589118008e+01,1.730362861478823344e+00,2.898004244345340652e+00,2.067764992607978058e+01,9.288202472993412062e-02,1.117448005808859141e-01
3.640728145629125834e+01,1.731292124306980540e+00,2.898677531044894451e+00,2.070191211048631885e+01,9.293365822908306040e-02,7.730365217853701898e-02
3.641728345669133660e+01,1.732221903426930609e+00,2.899351170090574303e+00,2.072620956393010161e+01,9.298529635027685813e-02,1.351911657815561829e-01
3.642728545709142196e+01,1.733152198981387837e+00,2.900025161410491936e+00,2.075054234249370566e+01,9.303693886058617135e-02,7.218892768240060820e-02
3.643728745749150022e+01,1.734083011130487684e+00,2.900699504931436579e+00,2.077491050234492320e+01,9.308858549263376858e-02,1.152748245168849772e-01
3.644728945789157848e+01,1.735014340051791004e+00,2.901374200578876739e+00,2.079931409973685774e+01,9.314023594453080257e-02,7.555567029085168140e-02
3.645729145829165674e+01,1.735946185940282716e+00,2.902049248276959315e+00,2.082375319100786726e+01,9.319188987980031591e-02,4.396799724635298834e-02
3.646729345869174210e+01,1.736878549008371131e+00,2.902724647948510484e+00,2.084822783258157486e+01,9.324354692730785210e-02,4.275870904741639611e-02
3.647729545909182036e+01,1.737811429450247580e+00,2.903400399517277464e+00,2.087273808098834849e+01,9.329520674968760918e-02,6.024097206917640446e-02
3.648729745949189862e+01,1.738744827207863608e+00,2.904076502922152692e+00,2.089728399297377237e+01,9.334686949116532961e-02,1.506012001070978212e-01
3.649729945989197688e+01,1.739678742139622036e+00,2.904752958106473493e+00,2.092186562539410843e+01,9.339853545378162814e-02,2.523231488643364329e-01
3.650730146029206225e+01,1.740613174123835316e+00,2.905429765012088161e+00,2.094648303519162624e+01,9.345020490104782862e-02,8.267087687615345959e-02
3.651730346069214050e+01,1.741548123056897879e+00,2.906106923579490964e+00,2.097113627939708991e+01,9.350187806149345970e-02,5.590709088153408141e-02
3.652730546109221876e+01,1.742483588853289023e+00,2.906784433747826579e+00,2.099582541512986111e+01,9.355355512858509748e-02,1.195114302028991299e-01
3.653730746149229702e+01,1.743419571445571581e+00,2.907462295454887879e+00,2.102055049959783162e+01,9.360523626066252767e-02,1.174300074040892095e-01
3.654730946189238239e+01,1.744356070784391921e+00,2.908140508637115484e+00,2.104531159009745878e+01,9.365692158085969776e-02,6.653240363045939687e-02
3.655731146229246065e+01,1.745293086838478835e+00,2.908819073229597318e+00,2.107010874401369449e+01,9.370861117703688237e-02,1.892424735190421647e-01
3.656731346269253891e+01,1.746230619594645983e+00,2.909497989166070830e+00,2.109494201882009534e+01,9.376030510171062815e-02,1.370746359858423524e-01
3.657731546309261716e+01,1.747168669057790336e+00,2.910177256378922106e+00,2.111981147207873732e+01,9.381200337198170036e-02,1.405850171347466648e-01
3.658731746349270253e+01,1.748107235250892622e+00,2.910856874799184535e+00,2.114471716144027624e+01,9.386370596946214118e-02,9.673188553358910702e-02
3.659731946389278079e+01,1.749046318215015550e+00,2.911536844356539699e+00,2.116965914464384824e+01,9.391541284020021862e-02,1.001322226752571626e-01
3.660732146429285905e+01,1.749985918009307362e+00,2.912217164979317374e+00,2.119463747951719768e+01,9.396712389461225889e-02,1.424215932609962931e-01
3.661732346469293731e+01,1.750926034710998724e+00,2.912897836594496415e+00,2.121965222397659900e+01,9.401883900741125899e-02,2.410475996386769737e-02
3.662732546509302267e+01,1.751866668415405170e+00,2.913578859127703868e+00,2.124470343602688871e+01,9.407055801752839397e-02,5.355560495120370579e-02
3.663732746549310093e+01,1.752807819235923326e+00,2.914260232503214088e+00,2.126979117376139783e+01,9.412228072804706969e-02,9.839567993068921992e-02
3.664732946589317919e+01,1.753749487304035570e+00,2.914941956643950061e+00,2.129491549536206207e+01,9.417400690612576231e-02,2.076615361177756858e-02
3.665733146629325745e+01,1.754691672769307154e+00,2.915624031471483413e+00,2.132007645909934368e+01,9.422573628292474357e-02,1.763610578891426917e-01
3.666733346669334281e+01,1.755634375799387747e+00,2.916306456906034406e+00,2.134527412333227048e+01,9.427746855353613675e-02,6.302180133202622825e-02
3.667733546709342107e+01,1.756577596580007894e+00,2.916989232866470161e+00,2.137050854650836129e+01,9.432920337690353652e-02,7.278676599155779747e-02
3.668733746749349933e+01,1.757521335314984556e+00,2.917672359270306881e+00,2.139577978716374673e+01,9.438094037576150175e-02,1.105679006265017084e-01
3.669733946789357759e+01,1.758465592212347994e+00,2.918355836034579376e+00,2.142108790393196216e+01,9.443267916342723556e-02,1.698701213303117075e-01
3.670734146829366296e+01,1.759410367261695640e+00,2.919039663089312064e+00,2.144643295565564145e+01,9.448441977351274002e-02,9.232565802777997765e-02
3.671734346869374122e+01,1.760355660303547953e+00,2.919723840372812074e+00,2.147181500132107956e+01,9.453616252474728032e-02,5.611328421071125339e-02
3.672734546909381947e+01,1.761301471197479707e+00,2.920408367821913043e+00,2.149723410000166268e+01,9.458790769852121194e-02,4.788035110132776717e-02
3.673734746949389773e+01,1.762247799821833105e+00,2.921093245372066605e+00,2.152269031086268924e+01,9.463965553965925093e-02,1.062699864458865051e-01
3.674734946989398310e+01,1.763194646073717786e+00,2.921778472957342832e+00,2.154818369316141613e+01,9.469140625634941966e-02,6.568788488853719021e-02
3.675735147029406136e+01,1.764142009869009708e+00,2.922464050510428013e+00,2.157371430624698050e+01,9.474316002006644144e-02,2.134826275773668569e-01
3.676735347069413962e+01,1.765089891142354483e+00,2.923149977962628654e+00,2.159928220956051348e+01,9.479491696549169344e-02,1.577530672768766573e-01
3.677735547109421788e+01,1.766038289847163822e+00,2.923836255243867477e+00,2.162488746263506556e+01,9.484667719044959089e-02,-6.360334794950309178e-02
3.678735747149430324e+01,1.766987205955618201e+00,2.924522882282686531e+00,2.165053012509563857e+01,9.489844075581765903e-02,4.840980331787397839e-02
3.679735947189438150e+01,1.767936639458663972e+00,2.925209859006244528e+00,2.167621025665911816e+01,9.495020768546369450e-02,1.126124956624410950e-01
3.680736147229445976e+01,1.768886590366016254e+00,2.925897185340319062e+00,2.170192791713438751e+01,9.500197796616693946e-02,2.107430715698866974e-01
3.681736347269453802e+01,1.769837058706157817e+00,2.926584861209305277e+00,2.172768316642224207e+01,9.505375154753004097e-02,-5.916364811798302537e-03
3.682736547309462338e+01,1.770788044526339089e+00,2.927272886536217200e+00,2.175347606451543214e+01,9.510552834192376181e-02,7.295749848561561279e-02
3.683736747349470164e+01,1.771739547892576816e+00,2.927961261242684632e+00,2.177930667149859900e+01,9.515730822438794867e-02,1.554163589268243439e-01
3.684736947389477990e+01,1.772691568889656288e+00,2.928649985248958032e+00,2.180517504754836366e+01,9.520909103257968464e-02,6.053367341004636804e-02
3.685737147429485816e+01,1.773644107621130450e+00,2.929339058473903634e+00,2.183108125293327362e+01,9.526087656667070469e-02,9.883083471154630040e-02
3.686737347469494352e+01,1.774597164209320566e+00,2.930028480835007887e+00,2.185702534801383479e+01,9.531266458929021912e-02,7.028823636845202283e-02
3.687737547509502178e+01,1.775550738795312666e+00,2.930718252248372568e+00,2.188300739324242628e+01,9.536445482543831620e-02,1.289424376445143516e-01
3.688737747549510004e+01,1.776504831538963325e+00,2.931408372628719672e+00,2.190902744916342471e+01,9.541624696240946779e-02,4.045506517518070166e-02
3.689737947589517830e+01,1.777459442618895213e+00,2.932098841889387408e+00,2.193508557641312251e+01,9.546804064972125303e-02,9.661681184266311673e-02
3.690738147629526367e+01,1.778414572232499991e+00,2.932789659942333316e+00,2.196118183571977411e+01,9.551983549903131365e-02,2.276358930648074430e-02
3.691738347669534193e+01,1.779370220586847795e+00,2.933480826698696919e+00,2.198731628790948989e+01,9.557163110180533216e-02,1.444265855951574473e-01
3.692738547709542019e+01,1.780326387684155298e+00,2.934172342081640128e+00,2.201348899401659409e+01,9.562342744663976379e-02,1.258874079865981432e-01
3.693738747749549844e+01,1.781283073349621437e+00,2.934864206024133448e+00,2.203970001523633826e+01,9.567522486365498402e-02,9.385375522083076738e-02
3.694738947789558381e+01,1.782240277426065722e+00,2.935556418457745398e+00,2.206594941285390732e+01,9.572702364804475117e-02,9.757627717705479042e-02
3.695739147829566207e+01,1.783197999775781861e+00,2.936248979312630514e+00,2.209223724824985524e+01,9.577882405676663158e-02,9.714745685099610006e-02
3.696739347869574033e+01,1.784156240280543315e+00,2.936941888517531574e+00,2.211856358290023650e+01,9.583062630849259467e-02,7.736386017050024544e-02
3.697739547909581859e+01,1.785114998841598188e+00,2.937635145999780040e+00,2.214492847837651013e+01,9.588243058350742754e-02,1.037329235487948753e-01
3.698739747949590395e+01,1.786074275379673004e+00,2.938328751685293394e+00,2.217133199634560015e+01,9.593423702364889394e-02,1.142778592639214358e-01
3.699739947989598221e+01,1.787034069834968486e+00,2.939022705498576027e+00,2.219777419856979606e+01,9.598604573220814729e-02,9.254595307253586645e-02
3.700740148029606047e+01,1.787994382167163554e+00,2.939717007362721901e+00,2.222425514690688431e+01,9.603785677386655895e-02,6.631041724826794437e-02
3.701740348069613873e+01,1.788955212355414215e+00,2.940411657199411000e+00,2.225077490331007013e+01,9.608967017460878779e-02,7.576177962739791272e-02
3.702740548109622409e+01,1.789916560398352452e+00,2.941106654928911990e+00,2.227733352982800241e+01,9.614148592164351026e-02,7.321544169614034592e-02
3.703740748149630235e+01,1.790878426314085781e+00,2.941802000470079115e+00,2.230393108860471685e+01,9.619330396332148592e-02,1.189019530054763601e-01
3.704740948189638061e+01,1.791840810140199913e+00,2.942497693740355746e+00,2.233056764187973187e+01,9.624512420906372601e-02,1.039699255917341802e-01
3.705741148229645887e+01,1.792803711933756983e+00,2.943193734655772165e+00,2.235724325198798823e+01,9.629694652926623633e-02,1.949460629580749838e-01
3.706741348269654424e+01,1.793767131771295986e+00,2.943890123130947334e+00,2.238395798135987391e+01,9.634877075523240464e-02,8.768688466049549823e-02
3.707741548309662249e+01,1.794731069748830787e+00,2.944586859079084906e+00,2.241071189252115659e+01,9.640059667908784657e-02,1.001726247310817108e-01
3.708741748349670075e+01,1.795695525981853669e+00,2.945283942411978995e+00,2.243750504809309376e+01,9.645242405369636174e-02,6.499075076444255084e-02
3.709741948389677901e+01,1.796660500605333111e+00,2.945981373040009732e+00,2.246433751079236174e+01,9.650425259257877642e-02,1.015641695602987754e-01
3.710742148429686438e+01,1.797625993773714681e+00,2.946679150872145936e+00,2.249120934343108402e+01,9.655608196983622715e-02,7.432244991557321323e-02
3.711742348469694264e+01,1.798592005660918813e+00,2.947377275815941111e+00,2.251812060891676737e+01,9.660791182006744915e-02,5.365070134255536805e-02
3.712742548509702090e+01,1.799558536460344360e+00,2.948075747777539668e+00,2.254507137025240482e+01,9.665974173828217886e-02,1.047375725362015286e-01
3.713742748549709916e+01,1.800525586371391817e+00,2.948774566662494934e+00,2.257206169054507683e+01,9.671157130633600829e-02,1.762758281774738367e-01
3.714742948589718452e+01,1.801493155365897270e+00,2.949473732389517266e+00,2.259909163312399372e+01,9.676340055059895473e-02,5.349433052836408131e-02
3.715743148629726278e+01,1.802461243252123202e+00,2.950173244886167723e+00,2.262616126147595708e+01,9.681522981526402560e-02,6.424713576955420891e-02
3.716743348669734104e+01,1.803429849858384948e+00,2.950873104078493459e+00,2.265327063918167383e+01,9.686705940463091746e-02,9.488415578004549822e-02
3.717743548709741930e+01,1.804398975033208563e+00,2.951573309891096564e+00,2.268041982992086858e+01,9.691888958303251922e-02,1.095877222301046006e-01
3.718743748749750466e+01,1.805368618645332601e+00,2.952273862247136726e+00,2.270760889747232270e+01,9.697072057476907592e-02,1.619719490982777232e-01
3.719743948789758292e+01,1.806338780583705450e+00,2.952974761068329901e+00,2.273483790571381036e+01,9.702255256400083017e-02,6.459933891675770368e-02
3.720744148829766118e+01,1.807309460757488440e+00,2.953676006274949195e+00,2.276210691862220159e+01,9.707438569468140876e-02,9.003426468678253636e-02
3.721744348869773944e+01,1.808280659096054510e+00,2.954377597785824872e+00,2.278941600027338055e+01,9.712622007046756156e-02,5.720043522933300484e-02
3.722744548909782480e+01,1.809252375548988656e+00,2.955079535518344347e+00,2.281676521484229880e+01,9.717805575463978052e-02,5.316943635645594163e-02
3.723744748949790306e+01,1.810224610086085262e+00,2.955781819388450860e+00,2.284415462660289364e+01,9.722989277001392594e-02,7.325506072690284032e-02
3.724744948989798132e+01,1.811197362697352320e+00,2.956484449310644358e+00,2.287158429992818753e+01,9.728173109885063230e-02,4.108466802112123450e-02
3.725745149029805958e+01,1.812170633393009211e+00,2.957187425197983721e+00,2.289905429929024550e+01,9.733357068279702151e-02,1.191718352652856167e-01
3.726745349069813784e+01,1.813144422203486483e+00,2.957890746962082318e+00,2.292656468926015023e+01,9.738541142275880524e-02,1.493943549195288767e-01
3.727745549109822321e+01,1.814118729179426959e+00,2.958594414513112447e+00,2.295411553450806252e+01,9.743725317885110204e-02,7.091917952833556860e-02
3.728745749149830147e+01,1.815093554391683295e+00,2.959298427759800898e+00,2.298170689980311820e+01,9.748909577031061868e-02,6.157118862874855908e-02
3.729745949189837972e+01,1.816068897931321535e+00,2.960002786609433834e+00,2.300933885001355250e+01,9.754093897538240743e-02,1.628412240999339011e-01
3.730746149229845798e+01,1.817044759909618667e+00,2.960707490967852351e+00,2.303701145010662543e+01,9.759278253126790759e-02,8.591344143320110704e-02
3.731746349269854335e+01,1.818021140458064400e+00,2.961412540739455590e+00,2.306472476514865022e+01,9.764462613401481139e-02,1.709151431114379061e-01
3.732746549309862161e+01,1.818998039728357385e+00,2.962117935827198956e+00,2.309247886030493291e+01,9.769646943844678688e-02,-4.809588939876588420e-02
3.733746749349869987e+01,1.819975457892410109e+00,2.962823676132594564e+00,2.312027380083986827e+01,9.774831205806944201e-02,8.835560139344435238e-02
3.734746949389877813e+01,1.820953395142346221e+00,2.963529761555712128e+00,2.314810965211687943e+01,9.780015356498061863e-02,4.576023974989533449e-02
3.735747149429886349e+01,1.821931851655348211e+00,2.964236191997275949e+00,2.317598647961981584e+01,9.785199355941376353e-02,6.997975090675684351e-02
3.736747349469894175e+01,1.822910827329840000e+00,2.964942967373830562e+00,2.320390434907787380e+01,9.790383219023335304e-02,1.370112944197143245e-01
3.737747549509902001e+01,1.823890321959175331e+00,2.965650087607265117e+00,2.323186332635457418e+01,9.795566981134151696e-02,1.507919270640083187e-01
3.738747749549909827e+01,1.824870335359704221e+00,2.966357552617841620e+00,2.325986347741298843e+01,9.800750673080427244e-02,8.806256530613679190e-02
3.739747949589918363e+01,1.825850867368750130e+00,2.967065362324349032e+00,2.328790486831896800e+01,9.805934321489073735e-02,1.436048686482014336e-01
3.740748149629926189e+01,1.826831917844608411e+00,2.967773516644101495e+00,2.331598756524106975e+01,9.811117948799596977e-02,4.080455031899305612e-02
3.741748349669934015e+01,1.827813486666549414e+00,2.968482015492938775e+00,2.334411163445066251e+01,9.816301573254060386e-02,1.104239312998524652e-01
3.742748549709941841e+01,1.828795573734816271e+00,2.969190858785228926e+00,2.337227714232185960e+01,9.821485208888580676e-02,8.916753536048567519e-02
3.743748749749950377e+01,1.829778178970626001e+00,2.969900046433863849e+00,2.340048415533155435e+01,9.826668865525522989e-02,1.190065178610369423e-02
3.744748949789958203e+01,1.830761302316167294e+00,2.970609578350261959e+00,2.342873274005934192e+01,9.831852548762642918e-02,1.421013809318836807e-01
3.745749149829966029e+01,1.831744943734603615e+00,2.971319454444368624e+00,2.345702296318763302e+01,9.837036259965825646e-02,6.344100079041245510e-02
3.746749349869973855e+01,1.832729103210072097e+00,2.972029674624653950e+00,2.348535489150158284e+01,9.842219996259904402e-02,1.187460675087768924e-01
3.747749549909982392e+01,1.833713780747682875e+00,2.972740238798115886e+00,2.351372859188912301e+01,9.847403750519212462e-02,5.890685639068124480e-02
3.748749749949990218e+01,1.834698976373517754e+00,2.973451146870276229e+00,2.354214413134089057e+01,9.852587511358290584e-02,1.060061704335720362e-01
3.749749949989998044e+01,1.835684690134634200e+00,2.974162398745184621e+00,2.357060157695033098e+01,9.857771263125369998e-02,1.279891708979344345e-01
3.750750150030005869e+01,1.836670922099062242e+00,2.974873994325416326e+00,2.359910099591364485e+01,9.862954985889371695e-02,9.725107405187775889e-02
3.751750350070014406e+01,1.837657672355805571e+00,2.975585933512072234e+00,2.362764245552980569e+01,9.868138655434532946e-02,7.359720427340525617e-02
3.752750550110022232e+01,1.838644941014839773e+00,2.976298216204778857e+00,2.365622602320048173e+01,9.873322243249382790e-02,1.277998682998450763e-01
3.753750750150030058e+01,1.839632728207114987e+00,2.977010842301690108e+00,2.368485176643017098e+01,9.878505716517982371e-02,1.082065222665045123e-01
3.754750950190037884e+01,1.840621034084555241e+00,2.977723811699485079e+00,2.371351975282610525e+01,9.883689038111787006e-02,7.670021054335207644e-02
3.755751150230046420e+01,1.841609858820057344e+00,2.978437124293369820e+00,2.374223005009830345e+01,9.888872166578954737e-02,9.998090645479318361e-02
3.756751350270054246e+01,1.842599202607490216e+00,2.979150779977074670e+00,2.377098272605947216e+01,9.894055056136674686e-02,9.379623678192362812e-02
3.757751550310062072e+01,1.843589065553793871e+00,2.979864778649138568e+00,2.379977784868659896e+01,9.899237678172390087e-02,8.093381712127196981e-02
3.758751750350069898e+01,1.844579447465125144e+00,2.980579120224696066e+00,2.382861548620227765e+01,9.904420063672625396e-02,1.431284893056132823e-01
3.759751950390078434e+01,1.845570348126860161e+00,2.981293804619471466e+00,2.385749570693558397e+01,9.909602247595328262e-02,1.850407419818691501e-01
3.760752150430086260e+01,1.846561767346229122e+00,2.982008831747677391e+00,2.388641857932204715e+01,9.914784260516762426e-02,7.267052752301998708e-02
3.761752350470094086e+01,1.847553704952227704e+00,2.982724201522021890e+00,2.391538417190385246e+01,9.919966128640789194e-02,9.237810606436068495e-02
3.762752550510101912e+01,1.848546160795613291e+00,2.983439913853707992e+00,2.394439255332975947e+01,9.925147873789719188e-02,5.138226604041543077e-02
3.763752750550110449e+01,1.849539134748907410e+00,2.984155968652435487e+00,2.397344379235514111e+01,9.930329513395619312e-02,3.189468773333714591e-02
3.764752950590118274e+01,1.850532626706391515e+00,2.984872365826395590e+00,2.400253795784190203e+01,9.935511060489587987e-02,1.552104670524664387e-01
3.765753150630126100e+01,1.851526636584112095e+00,2.985589105282278055e+00,2.403167511875860640e+01,9.940692523693528404e-02,6.503379141813894759e-02
3.766753350670133926e+01,1.852521164319878233e+00,2.986306186925266282e+00,2.406085534418038563e+01,9.945873907210966980e-02,1.156196864243548839e-01
3.767753550710142463e+01,1.853516209873261822e+00,2.987023610659038653e+00,2.409007870328899870e+01,9.951055210816606156e-02,3.097099868504736564e-02
3.768753750750150289e+01,1.854511773225596016e+00,2.987741376385768977e+00,2.411934526537271850e+01,9.956236429848119851e-02,6.683046971019218629e-02
3.769753950790158115e+01,1.855507854379978561e+00,2.988459484006125599e+00,2.414865509982649172e+01,9.961417555195251072e-02,1.224683169399603255e-01
3.770754150830165941e+01,1.856504453361269125e+00,2.989177933419272737e+00,2.417800827615182868e+01,9.966598573292251295e-02,1.225925622661309111e-01
3.771754350870174477e+01,1.857501570216091524e+00,2.989896724522869587e+00,2.420740486395685309e+01,9.971779466106989176e-02,1.106225356146475908e-01
3.772754550910182303e+01,1.858499205012829503e+00,2.990615857213069440e+00,2.423684493295623099e+01,9.976960211131380429e-02,1.193765342136300367e-01
3.773754750950190129e+01,1.859497357841632059e+00,2.991335331384521456e+00,2.426632855297127378e+01,9.982140781373582961e-02,1.098755818741060652e-01
3.774754950990197955e+01,1.860496028814410341e+00,2.992055146930370224e+00,2.429585579392987427e+01,9.987321145346206297e-02,1.492029255285202693e-01
3.775755151030206491e+01,1.861495218064838753e+00,2.992775303742254867e+00,2.432542672586653509e+01,9.992501267057696257e-02,1.840307966130745876e-01
3.776755351070214317e+01,1.862494925748352737e+00,2.993495801710309490e+00,2.435504141892229057e+01,9.997681106003353246e-02,1.273504710145649255e-01
3.777755551110222143e+01,1.863495152042152103e+00,2.994216640723163181e+00,2.438469994334483815e+01,1.000286061715551789e-01,9.363538463980984605e-02
3.778755751150229969e+01,1.864495897131695834e+00,2.994937820668732265e+00,2.441440236949715370e+01,1.000803975367081655e-01,4.790079491813559187e-02
3.779755951190238505e+01,1.865497160958351275e+00,2.995659341448453361e+00,2.444414876798610337e+01,1.001321851750152092e-01,7.501223469455302328e-02
3.780756151230246331e+01,1.866498943279009115e+00,2.996381202973342095e+00,2.447393920959761360e+01,1.001839694731047059e-01,8.317331439056976916e-02
3.781756351270254157e+01,1.867501243872379257e+00,2.997103405152826916e+00,2.450377376522269302e+01,1.002357507732243302e-01,1.713860433256245708e-01
3.782756551310261983e+01,1.868504062539752208e+00,2.997825947894801502e+00,2.453365250586287161e+01,1.002875293719591721e-01,2.208579506983565643e-02
3.783756751350270520e+01,1.869507399104999745e+00,2.998548831105623425e+00,2.456357550263025047e+01,1.003393055201423634e-01,5.967378391173454311e-02
3.784756951390278346e+01,1.870511253414572694e+00,2.999272054690111933e+00,2.459354282674741299e+01,1.003910794227577119e-01,4.800788423115352754e-02
3.785757151430286171e+01,1.871515625337504485e+00,2.999995618551552390e+00,2.462355454954754208e+01,1.004428512388420014e-01,1.428446377007179524e-01
