t,m,h,dm_dt,dm_dt_noisy
6.655731146229246065e+01,3.302307033822383664e-01,7.788768871772081548e-01,-4.018206561387516196e-06,6.031365835262298249e-04
6.657331466293258870e+01,3.302306392739584040e-01,7.788624201065031949e-01,-4.016635904838250504e-06,-1.714091556648198508e-03
6.658931786357271676e+01,3.302305751930721400e-01,7.788479607703898688e-01,-4.015053445757810202e-06,6.972844213413993686e-03
6.660532106421284482e+01,3.302305111387376924e-01,7.788335091647277109e-01,-4.013457128998476620e-06,8.210844064980897528e-03
6.662132426485297287e+01,3.302304471101608074e-01,7.788190652853785867e-01,-4.011845017665160995e-06,4.035640673856562624e-03
6.663732746549310093e+01,3.302303831065948603e-01,7.788046291282068045e-01,-4.010215293309693507e-06,2.659017436507035009e-03
6.665333066613322899e+01,3.302303191273409655e-01,7.787902006890794482e-01,-4.008566256652468240e-06,1.791732293800688686e-02
6.666933386677335704e+01,3.302302551717478662e-01,7.787757799638659328e-01,-4.006896326680386977e-06,-8.722006493768376043e-03
6.668533706741348510e+01,3.302301912392120453e-01,7.787613669484383383e-01,-4.005204041479526467e-06,1.637234681037619266e-02
6.670134026805361316e+01,3.302301273291775585e-01,7.787469616386711868e-01,-4.003488057097159825e-06,5.382785509413083071e-03
6.671734346869374122e+01,3.302300634411362013e-01,7.787325640304416652e-01,-4.001747148721368497e-06,-1.532925336501073273e-02
6.673334666933386927e+01,3.302299995746274530e-01,7.787181741196294027e-01,-3.999980210112052958e-06,1.297096854375905930e-03
6.674934986997399733e+01,3.302299357292384774e-01,7.787037919021166932e-01,-3.998186253753588382e-06,-1.414193165016086086e-02
6.676535307061412539e+01,3.302298719046040110e-01,7.786894173737880509e-01,-3.996364410105424092e-06,-1.229434073639494411e-03
6.678135627125425344e+01,3.302298081004065855e-01,7.786750505305308767e-01,-3.994513928878840048e-06,-2.028669718068460553e-02
6.679735947189438150e+01,3.302297443163763058e-01,7.786606913682349029e-01,-3.992634178148768420e-06,7.298357150334159292e-03
6.681336267253450956e+01,3.302296805522911272e-01,7.786463398827926374e-01,-3.990724644686860501e-06,-7.887293200325849740e-03
6.682936587317463761e+01,3.302296168079764116e-01,7.786319960700989196e-01,-3.988784933503519703e-06,1.652414316425870541e-02
6.684536907381476567e+01,3.302295530833054271e-01,7.786176599260511422e-01,-3.986814768708324408e-06,-7.231264587434158876e-03
6.686137227445489373e+01,3.302294893781990148e-01,7.786033314465492516e-01,-3.984813992344293787e-06,5.579919940510456649e-04
6.687737547509502178e+01,3.302294256926256444e-01,7.785890106274958589e-01,-3.982782565442599676e-06,-1.356225092267125849e-02
6.689337867573514984e+01,3.302293620266016361e-01,7.785746974647959062e-01,-3.980720567522966213e-06,-1.270072460381584329e-03
6.690938187637527790e+01,3.302292983801907722e-01,7.785603919543571116e-01,-3.978628196413258600e-06,4.552583424236924256e-04
6.692538507701540595e+01,3.302292347535046302e-01,7.785460940920895245e-01,-3.976505768638061156e-06,5.084621080160812122e-03
6.694138827765553401e+01,3.302291711467024715e-01,7.785318038739057478e-01,-3.974353719363166171e-06,2.473375059574483767e-02
6.695739147829566207e+01,3.302291075599911863e-01,7.785175212957211599e-01,-3.972172602076384784e-06,1.650696986632595176e-02
6.697339467893579013e+01,3.302290439936253486e-01,7.785032463534533598e-01,-3.969963088643058136e-06,7.876419696518650870e-03
6.698939787957591818e+01,3.302289804479071611e-01,7.784889790430227219e-01,-3.967725969639124273e-06,-3.205382267345030772e-03
6.700540108021604624e+01,3.302289169231866217e-01,7.784747193603520632e-01,-3.965462154184584698e-06,-2.773517550592947186e-03
6.702140428085617430e+01,3.302288534198613013e-01,7.784604673013667542e-01,-3.963172669471659582e-06,-2.992866532569350441e-03
6.703740748149630235e+01,3.302287899383764547e-01,7.784462228619947188e-01,-3.960858661652966184e-06,-8.435676041310418219e-03
6.705341068213643041e+01,3.302287264792250765e-01,7.784319860381663236e-01,-3.958521394994973797e-06,6.832647977864192250e-03
6.706941388277655847e+01,3.302286630429477898e-01,7.784177568258147106e-01,-3.956162252530259771e-06,-4.205982992805112355e-04
6.708541708341668652e+01,3.302285996301327908e-01,7.784035352208752423e-01,-3.953782735197086673e-06,5.436811967689522858e-03
6.710142028405681458e+01,3.302285362414161818e-01,7.783893212192860567e-01,-3.951384462949625309e-06,-2.295771110109300853e-03
6.711742348469694264e+01,3.302284728774815825e-01,7.783751148169878453e-01,-3.948969173953043033e-06,3.929913088781472781e-03
6.713342668533707069e+01,3.302284095390602414e-01,7.783609160099236313e-01,-3.946538724569625955e-06,1.781303808782517747e-02
6.714942988597719875e+01,3.302283462269312575e-01,7.783467247940392131e-01,-3.944095090011034976e-06,3.767872637390288354e-03
6.716543308661732681e+01,3.302282829419211918e-01,7.783325411652827208e-01,-3.941640363380738421e-06,9.545489584187933155e-03
6.718143628725745486e+01,3.302282196849045115e-01,7.783183651196049491e-01,-3.939176756603823826e-06,-8.170112303860770087e-03
6.719743948789758292e+01,3.302281564568031458e-01,7.783041966529591349e-01,-3.936706599788619698e-06,-1.142655607953704973e-03
6.721344268853771098e+01,3.302280932585868189e-01,7.782900357613014020e-01,-3.934232341448740122e-06,-3.427751401360978022e-03
6.722944588917783904e+01,3.302280300912728839e-01,7.782758824405897613e-01,-3.931756548419818031e-06,5.413650202851486362e-03
6.724544908981796709e+01,3.302279669559263775e-01,7.782617366867854436e-01,-3.929281905942771935e-06,3.388606504140481267e-03
6.726145229045809515e+01,3.302279038536600764e-01,7.782475984958516779e-01,-3.926811217774828222e-06,-6.276370546953769468e-03
6.727745549109822321e+01,3.302278407856343301e-01,7.782334678637546910e-01,-3.924347405759309737e-06,4.002453589803186759e-03
6.729345869173835126e+01,3.302277777530571723e-01,7.782193447864628189e-01,-3.921893510103191538e-06,1.775983748929387115e-03
6.730946189237847932e+01,3.302277147571844318e-01,7.782052292599472842e-01,-3.919452689626901076e-06,-1.508667785007727739e-02
6.732546509301860738e+01,3.302276517993193994e-01,7.781911212801816413e-01,-3.917028221084306594e-06,3.065758957715352469e-04
6.734146829365873543e+01,3.302275888808133275e-01,7.781770208431422198e-01,-3.914623499870484302e-06,1.251743050073127715e-02
6.735747149429886349e+01,3.302275260030648196e-01,7.781629279448074588e-01,-3.912242039341706779e-06,-8.211773164466622948e-03
6.737347469493899155e+01,3.302274631675204408e-01,7.781488425811587950e-01,-3.909887471620354660e-06,1.162675866662532184e-02
6.738947789557911960e+01,3.302274003756742182e-01,7.781347647481798857e-01,-3.907563546692860434e-06,7.712251089427566743e-03
6.740548109621924766e+01,3.302273376290679741e-01,7.781206944418571636e-01,-3.905274132978697743e-06,2.484748707024861565e-03
6.742148429685937572e+01,3.302272749292911591e-01,7.781066316581793929e-01,-3.903023217163847924e-06,5.248758241325065035e-03
6.743748749749950377e+01,3.302272122779809638e-01,7.780925763931381134e-01,-3.900814904450600196e-06,-7.220372877110727873e-03
6.745349069813963183e+01,3.302271496768220960e-01,7.780785286427271963e-01,-3.898653417738762172e-06,7.907515261432055201e-03
6.746949389877975989e+01,3.302270871275471142e-01,7.780644884029430663e-01,-3.896543098638738378e-06,-1.335055125556714774e-02
6.748549709941988795e+01,3.302270246319362057e-01,7.780504556697847018e-01,-3.894488407027441035e-06,-1.034733039299524406e-02
6.750150030006001600e+01,3.302269621918171305e-01,7.780364304392538566e-01,-3.892493920756856518e-06,6.285992092239067741e-03
6.751750350070014406e+01,3.302268998090654439e-01,7.780224127073545048e-01,-3.890564335945478902e-06,-1.011745367125653841e-02
6.753350670134027212e+01,3.302268374856043298e-01,7.780084024700932854e-01,-3.888704467130965625e-06,2.101285104977129725e-02
6.754950990198040017e+01,3.302267752234046561e-01,7.779943997234795017e-01,-3.886919246937070582e-06,4.323056698309699596e-03
6.756551310262052823e+01,3.302267130239515680e-01,7.779804044635202365e-01,-3.885212400564497237e-06,1.002637430585978998e-02
6.758151630326065629e+01,3.302266508758894270e-01,7.779664166861212093e-01,-3.883555740227806474e-06,1.068068401053886250e-02
6.759751950390078434e+01,3.302265887727301452e-01,7.779524363872309944e-01,-3.881933176505536487e-06,-2.930253682052572691e-03
6.761352270454091240e+01,3.302265267129215198e-01,7.779384635628411315e-01,-3.880340887760236335e-06,1.268474484532442718e-03
6.762952590518104046e+01,3.302264646949582549e-01,7.779244982089457139e-01,-3.878775168858483724e-06,5.774208342657148607e-03
6.764552910582116851e+01,3.302264027173819616e-01,7.779105403215408332e-01,-3.877232431656607581e-06,1.102143115143999460e-03
6.766153230646129657e+01,3.302263407787809912e-01,7.778965898966253567e-01,-3.875709204084754056e-06,1.681445014506564861e-02
6.767753550710142463e+01,3.302262788777907687e-01,7.778826469302005941e-01,-3.874202131451398579e-06,1.141176632411720210e-02
6.769353870774155268e+01,3.302262170130935148e-01,7.778687114182701867e-01,-3.872707975360878407e-06,3.280036988171863843e-03
6.770954190838168074e+01,3.302261551834183018e-01,7.778547833568403291e-01,-3.871223614212992992e-06,1.377080594427438492e-02
6.772554510902180880e+01,3.302260933875412197e-01,7.778408627419194366e-01,-3.869746043105859457e-06,1.826805656902598428e-03
6.774154830966193686e+01,3.302260316242850990e-01,7.778269495695186997e-01,-3.868272373766523664e-06,8.891907949909169662e-03
6.775755151030206491e+01,3.302259698925197329e-01,7.778130438356515297e-01,-3.866799834523204638e-06,2.741525824602955661e-03
6.777355471094219297e+01,3.302259081911618210e-01,7.777991455363338913e-01,-3.865325770291416774e-06,-1.564045243708219856e-03
6.778955791158232103e+01,3.302258465191748038e-01,7.777852546675839696e-01,-3.863847642657236570e-06,-8.288476049012710040e-03
6.780556111222244908e+01,3.302257848755691949e-01,7.777713712254227252e-01,-3.862363029932813774e-06,-6.101858183171865631e-03
6.782156431286257714e+01,3.302257232594023040e-01,7.777574952058733393e-01,-3.860869627003715721e-06,1.566669786421155978e-03
6.783756751350270520e+01,3.302256616697783476e-01,7.777436266049615465e-01,-3.859365245315049542e-06,5.308240843566792468e-03
6.785357071414283325e+01,3.302256001058483936e-01,7.777297654187154130e-01,-3.857847812913095531e-06,-2.032750720511123863e-02
6.786957391478296131e+01,3.302255385668104171e-01,7.777159116431655583e-01,-3.856315374514696082e-06,-3.147196585610060552e-03
6.788557711542308937e+01,3.302254770519092997e-01,7.777020652743450446e-01,-3.854766091215822144e-06,6.738220114351625017e-03
6.790158031606321742e+01,3.302254155604367747e-01,7.776882263082891544e-01,-3.853198241046684736e-06,-6.997224346352959139e-04
6.791758351670334548e+01,3.302253540917315378e-01,7.776743947410360569e-01,-3.851610218277845554e-06,-1.017359938164223015e-02
6.793358671734347354e+01,3.302252926451790249e-01,7.776605705686260306e-01,-3.850000533878183973e-06,-9.292651959546384052e-03
6.794958991798360159e+01,3.302252312202116347e-01,7.776467537871016855e-01,-3.848367815237341283e-06,1.764859527365919209e-02
6.796559311862372965e+01,3.302251698163087834e-01,7.776329443925085183e-01,-3.846710806637565483e-06,-1.514636939112781397e-02
6.798159631926385771e+01,3.302251084329965169e-01,7.776191423808941350e-01,-3.845028368407166219e-06,-2.558695414421294743e-03
6.799759951990398577e+01,3.302250470698479545e-01,7.776053477483085841e-01,-3.843319477753182056e-06,9.013710632657824864e-03
6.801360272054411382e+01,3.302249857264830668e-01,7.775915604908045786e-01,-3.841583228386680204e-06,-1.923407621926782884e-02
6.802960592118424188e+01,3.302249244025686759e-01,7.775777806044370521e-01,-3.839818830314589704e-06,7.451059099252935192e-03
6.804560912182436994e+01,3.302248630978185107e-01,7.775640080852636027e-01,-3.838025610339301785e-06,-1.484492820401178692e-02
6.806161232246449799e+01,3.302248018119931516e-01,7.775502429293439377e-01,-3.836203011448047206e-06,1.077743153430088009e-02
6.807761552310462605e+01,3.302247405449000861e-01,7.775364851327405402e-01,-3.834350593354129977e-06,2.733239562338065157e-02
6.809361872374475411e+01,3.302246792963937638e-01,7.775227346915182247e-01,-3.832468032136104874e-06,-1.183929602993963673e-02
6.810962192438488216e+01,3.302246180663754305e-01,7.775089916017442482e-01,-3.830555120515333201e-06,-7.355851819521157332e-06
6.812562512502501022e+01,3.302245568547931831e-01,7.774952558594883101e-01,-3.828611767273115696e-06,4.340395606553457998e-03
6.814162832566513828e+01,3.302244956616420812e-01,7.774815274608224414e-01,-3.826637998083359804e-06,-5.037172484562432197e-03
6.815763152630526633e+01,3.302244344869640913e-01,7.774678064018213375e-01,-3.824633954901957011e-06,6.127425112255711383e-03
6.817363472694539439e+01,3.302243733308479756e-01,7.774540926785619144e-01,-3.822599896161071875e-06,-6.464592013279172808e-03
6.818963792758552245e+01,3.302243121934294590e-01,7.774403862871237525e-01,-3.820536196630364145e-06,-4.997134960745251882e-03
6.820564112822565050e+01,3.302242510748911175e-01,7.774266872235887638e-01,-3.818443347694544521e-06,-7.510560052243177992e-03
6.822164432886577856e+01,3.302241899754624344e-01,7.774129954840413026e-01,-3.816321956937041016e-06,1.333187070654129195e-04
6.823764752950590662e+01,3.302241288954197440e-01,7.773993110645680549e-01,-3.814172748445310290e-06,5.387823819229043028e-03
6.825365073014603468e+01,3.302240678350862879e-01,7.773856339612584820e-01,-3.811996562769204289e-06,1.036776553111642789e-02
6.826965393078616273e+01,3.302240067948322144e-01,7.773719641702041550e-01,-3.809794356823825723e-06,-4.500122267927080541e-04
6.828565713142629079e+01,3.302239457750744678e-01,7.773583016874991980e-01,-3.807567203736872408e-06,-1.008348036474395436e-02
6.830166033206641885e+01,3.302238847762770657e-01,7.773446465092401780e-01,-3.805316293459259924e-06,-4.212597918197190372e-03
6.831766353270654690e+01,3.302238237989507108e-01,7.773309986315262154e-01,-3.803042931849187624e-06,-4.540114913823539017e-03
6.833366673334667496e+01,3.302237628436530681e-01,7.773173580504587621e-01,-3.800748541241127931e-06,-3.306641981322366169e-03
6.834966993398680302e+01,3.302237019109887095e-01,7.773037247621417123e-01,-3.798434660529093065e-06,6.430427724376206432e-03
6.836567313462693107e+01,3.302236410016090584e-01,7.772900987626814029e-01,-3.796102944722545836e-06,-8.085288850473604672e-04
6.838167633526705913e+01,3.302235801162125006e-01,7.772764800481867242e-01,-3.793755165418244424e-06,1.508072123304940535e-03
6.839767953590718719e+01,3.302235192555442178e-01,7.772628686147687871e-01,-3.791393210356153176e-06,1.071980103112238304e-03
6.841368273654731524e+01,3.302234584203962986e-01,7.772492644585414778e-01,-3.789019083627609419e-06,-3.546677611836456532e-04
6.842968593718744330e+01,3.302233976116077385e-01,7.772356675756207922e-01,-3.786634905703079035e-06,-4.191851573256495135e-03
6.844568913782757136e+01,3.302233368300644401e-01,7.772220779621253905e-01,-3.784242913376645312e-06,7.815813939437980112e-03
6.846169233846769941e+01,3.302232760766991015e-01,7.772084956141762646e-01,-3.781845459571719914e-06,-3.867455460701522832e-04
6.847769553910782747e+01,3.302232153524913838e-01,7.771949205278969597e-01,-3.779445013715743151e-06,-6.318479938909593845e-04
6.849369873974795553e+01,3.302231546584678545e-01,7.771813526994133525e-01,-3.777044161545894951e-06,-1.073481778029396032e-02
6.850970194038808359e+01,3.302230939957018774e-01,7.771677921248537624e-01,-3.774645604762150164e-06,-6.585212151226132321e-03
6.852570514102821164e+01,3.302230333653137784e-01,7.771542388003490620e-01,-3.772252161846068041e-06,-5.557026230763566742e-03
6.854170834166833970e+01,3.302229727684707905e-01,7.771406927220324556e-01,-3.769866767200369395e-06,6.096622738939220035e-03
6.855771154230846776e+01,3.302229122063869426e-01,7.771271538860398120e-01,-3.767492471509759078e-06,-1.714235040708870714e-02
6.857371474294859581e+01,3.302228516803231706e-01,7.771136222885089984e-01,-3.765132441713170408e-06,7.668821814909971245e-03
6.858971794358872387e+01,3.302227911915873171e-01,7.771000979255807684e-01,-3.762789961003765171e-06,1.571732259661170984e-03
6.860572114422885193e+01,3.302227307415341873e-01,7.770865807933982072e-01,-3.760468429009344860e-06,-6.791706704176732334e-03
6.862172434486897998e+01,3.302226703315653822e-01,7.770730708881067317e-01,-3.758171361528672705e-06,-8.216779675771378535e-03
6.863772754550910804e+01,3.302226099631293543e-01,7.770595682058542009e-01,-3.755902390198406771e-06,5.374661509839990733e-03
6.865373074614923610e+01,3.302225496377214631e-01,7.770460727427910275e-01,-3.753665263159233767e-06,2.427431496954447938e-03
6.866973394678936415e+01,3.302224893568840858e-01,7.770325844950700667e-01,-3.751463844986480112e-06,-1.953919529083383150e-02
6.868573714742949221e+01,3.302224291222063401e-01,7.770191034588465051e-01,-3.749302116148878206e-06,-6.632449133844569439e-03
6.870174034806962027e+01,3.302223689353242508e-01,7.770056296302781940e-01,-3.747184173383266703e-06,-8.899411647804758921e-03
6.871774354870974832e+01,3.302223087979208049e-01,7.769921630055250938e-01,-3.745114229625201574e-06,-4.556224816552005693e-04
6.873374674934987638e+01,3.302222487117257299e-01,7.769787035807499409e-01,-3.743096613870178224e-06,-6.101599329892522239e-03
6.874974994999000444e+01,3.302221886785158267e-01,7.769652513521176918e-01,-3.741135771562209555e-06,4.846409996345537631e-03
6.876575315063013250e+01,3.302221287001146366e-01,7.769518063157957455e-01,-3.739236264094225604e-06,-4.959935486982574443e-03
6.878175635127026055e+01,3.302220687783926634e-01,7.769383684679542768e-01,-3.737402769099507083e-06,-2.503601033053039736e-03
6.879775955191038861e+01,3.302220089152672622e-01,7.769249378047654586e-01,-3.735640080243518568e-06,1.266025170907230518e-02
6.881376275255051667e+01,3.302219491127026396e-01,7.769115143224041287e-01,-3.733953107529219828e-06,-2.149040559005499073e-03
6.882976595319064472e+01,3.302218893698443680e-01,7.768980980170242523e-01,-3.732339762488323665e-06,-4.728141101254242779e-03
6.884576915383077278e+01,3.302218296734056313e-01,7.768846888846814291e-01,-3.730767091467135366e-06,6.160474193571651965e-04
6.886177235447090084e+01,3.302217700201088291e-01,7.768712869215164130e-01,-3.729226991822098825e-06,-1.274082729442717506e-02
6.887777555511102889e+01,3.302217104084342325e-01,7.768578921236860557e-01,-3.727715725196367735e-06,-1.573497612609812274e-02
6.889377875575115695e+01,3.302216508369082426e-01,7.768445044873496519e-01,-3.726229667974645388e-06,-9.185019193541506765e-05
6.890978195639128501e+01,3.302215913041032236e-01,7.768311240086688274e-01,-3.724765310963995546e-06,-5.707398061982176148e-03
6.892578515703141306e+01,3.302215318086380025e-01,7.768177506838078727e-01,-3.723319260420798749e-06,-1.411833702576073546e-02
6.894178835767154112e+01,3.302214723491772586e-01,7.768043845089328547e-01,-3.721888236413173345e-06,9.386989699378624555e-03
6.895779155831166918e+01,3.302214129244320784e-01,7.767910254802126158e-01,-3.720469074777743579e-06,6.959275676429239020e-03
6.897379475895179723e+01,3.302213535331594563e-01,7.767776735938183297e-01,-3.719058724899193535e-06,2.331738895259219055e-03
6.898979795959192529e+01,3.302212941741626828e-01,7.767643288459233908e-01,-3.717654251750301952e-06,-5.251734871042590576e-03
6.900580116023205335e+01,3.302212348462912339e-01,7.767509912327035249e-01,-3.716252834767841406e-06,-1.928230165357900511e-03
6.902180436087218141e+01,3.302211755484405487e-01,7.767376607503369002e-01,-3.714851767727678222e-06,-5.696797492954097653e-03
6.903780756151230946e+01,3.302211162795523625e-01,7.767243373950041274e-01,-3.713448459508050803e-06,8.630019121536767687e-03
6.905381076215243752e+01,3.302210570386144850e-01,7.767110211628879268e-01,-3.712040433451191390e-06,-1.434002290126223239e-02
6.906981396279256558e+01,3.302209978246609667e-01,7.766977120501734611e-01,-3.710625327529859518e-06,2.733874575665414496e-03
6.908581716343269363e+01,3.302209386367719324e-01,7.766844100530484463e-01,-3.709200894666531134e-06,1.898349019450259621e-04
6.910182036407282169e+01,3.302208794740735809e-01,7.766711151677027081e-01,-3.707765001845220176e-06,-1.130150861269556967e-02
6.911782356471294975e+01,3.302208203357384630e-01,7.766578273903285146e-01,-3.706315631388235055e-06,6.190512184073255347e-03
6.913382676535307780e+01,3.302207612209850929e-01,7.766445467171205763e-01,-3.704850879776566686e-06,-3.393771360123771369e-03
6.914982996599320586e+01,3.302207021290782252e-01,7.766312731442757133e-01,-3.703368958093977703e-06,1.869282671685246894e-02
6.916583316663333392e+01,3.302206430593286335e-01,7.766180066679932992e-01,-3.701868192276802638e-06,1.174030213871113393e-02
6.918183636727346197e+01,3.302205840110934987e-01,7.766047472844750388e-01,-3.700347023044558981e-06,-5.524933138648912547e-04
6.919783956791357582e+01,3.302205249837758538e-01,7.765914949899250797e-01,-3.698804005039524334e-06,-3.758238000606848456e-03
6.921384276855370388e+01,3.302204659768250838e-01,7.765782497805495677e-01,-3.697237808228392986e-06,-6.816106542708495926e-03
6.922984596919383193e+01,3.302204069897366479e-01,7.765650116525574242e-01,-3.695647216736541729e-06,-7.205938344579164087e-03
6.924584916983395999e+01,3.302203480220520793e-01,7.765517806021595693e-01,-3.694031129097830046e-06,3.155165991354617026e-03
6.926185237047408805e+01,3.302202890733592078e-01,7.765385566255696981e-01,-3.692388559115022950e-06,-1.432894589508261138e-02
6.927785557111421610e+01,3.302202301432919374e-01,7.765253397190033935e-01,-3.690718634596912295e-06,9.712383146871689937e-03
6.929385877175434416e+01,3.302201712315303017e-01,7.765121298786789028e-01,-3.689020597968939441e-06,6.983904788794149769e-03
6.930986197239447222e+01,3.302201123378004644e-01,7.764989271008166938e-01,-3.687293806300950827e-06,-1.339020111701371904e-03
6.932586517303460028e+01,3.302200534618748295e-01,7.764857313816396767e-01,-3.685537731279442397e-06,7.497142617655273324e-03
6.934186837367472833e+01,3.302199946035718203e-01,7.764725427173729821e-01,-3.683751958860614906e-06,2.297506860839195267e-02
6.935787157431485639e+01,3.302199357627561560e-01,7.764593611042442944e-01,-3.681936189853241004e-06,2.967458809068341478e-03
6.937387477495498445e+01,3.302198769393385192e-01,7.764461865384834072e-01,-3.680090239197020274e-06,1.719076883791278293e-02
6.938987797559511250e+01,3.302198181332759441e-01,7.764330190163226675e-01,-3.678214036864635439e-06,-2.935829932410887258e-03
6.940588117623524056e+01,3.302197593445714840e-01,7.764198585339966430e-01,-3.676307626987451727e-06,-6.063068448905370791e-03
6.942188437687536862e+01,3.302197005732743218e-01,7.764067050877423437e-01,-3.674371167980416963e-06,1.001345006214532027e-02
6.943788757751549667e+01,3.302196418194798810e-01,7.763935586737992223e-01,-3.672404933277584327e-06,-1.915820578011931050e-02
6.945389077815562473e+01,3.302195830833296597e-01,7.763804192884087296e-01,-3.670409310485567289e-06,9.592447149484777461e-03
6.946989397879575279e+01,3.302195243650113410e-01,7.763672869278150923e-01,-3.668384801688850949e-06,-1.185759659777639127e-05
6.948589717943588084e+01,3.302194656647587379e-01,7.763541615882646463e-01,-3.666332023477547608e-06,-4.806645963544194100e-03
6.950190038007600890e+01,3.302194069828517931e-01,7.763410432660060589e-01,-3.664251706822496679e-06,8.555461025074251801e-04
6.951790358071613696e+01,3.302193483196166346e-01,7.763279319572905512e-01,-3.662144697436087171e-06,1.109780846510333933e-03
6.953390678135626501e+01,3.302192896754255202e-01,7.763148276583714535e-01,-3.660011955092246083e-06,1.247226234504263467e-02
6.954990998199639307e+01,3.302192310506968931e-01,7.763017303655046497e-01,-3.657854554375838951e-06,8.414373739870167901e-03
6.956591318263652113e+01,3.302191724458952704e-01,7.762886400749483551e-01,-3.655673684044291605e-06,2.005485514468517260e-03
6.958191638327664919e+01,3.302191138615312993e-01,7.762755567829630055e-01,-3.653470647083101319e-06,-2.209110883677393652e-03
6.959791958391677724e+01,3.302190552981619232e-01,7.762624804858113681e-01,-3.651246861524626297e-06,-9.449128821759415070e-03
6.961392278455690530e+01,3.302189967563900486e-01,7.762494111797588747e-01,-3.649003859185206977e-06,1.987369278639647061e-03
6.962992598519703336e+01,3.302189382368648785e-01,7.762363488610729556e-01,-3.646743286706000120e-06,-2.575513832858341082e-02
6.964592918583716141e+01,3.302188797402816900e-01,7.762232935260234834e-01,-3.644466904886844993e-06,9.655580723552961014e-03
6.966193238647728947e+01,3.302188212673818901e-01,7.762102451708829953e-01,-3.642176589019330279e-06,-1.460157414812806283e-05
6.967793558711741753e+01,3.302187628189531265e-01,7.761972037919258049e-01,-3.639874328803527348e-06,-1.662255891407642822e-02
6.969393878775754558e+01,3.302187043958290658e-01,7.761841693854291124e-01,-3.637562228153701227e-06,5.645312974281560363e-03
6.970994198839767364e+01,3.302186459988895595e-01,7.761711419476721163e-01,-3.635242505392599632e-06,-8.892643928743192150e-03
6.972594518903780170e+01,3.302185876290607558e-01,7.761581214749365687e-01,-3.632917493487375360e-06,-4.663975327984657554e-03
6.974194838967792975e+01,3.302185292873147104e-01,7.761451079635066641e-01,-3.630589639438963623e-06,-1.786462183256417105e-02
6.975795159031805781e+01,3.302184709746697755e-01,7.761321014096684845e-01,-3.628261504518004443e-06,-7.492855558662607149e-03
6.977395479095818587e+01,3.302184126921904328e-01,7.761191018097111094e-01,-3.625935764819954166e-06,1.591062778242896851e-03
6.978995799159831392e+01,3.302183544409872940e-01,7.761061091599253947e-01,-3.623615210224251371e-06,-8.483287894949261129e-04
6.980596119223844198e+01,3.302182962222171003e-01,7.760931234566048609e-01,-3.621302745268617507e-06,2.885827762022054061e-03
6.982196439287857004e+01,3.302182380370828341e-01,7.760801446960454708e-01,-3.619001388746601044e-06,-7.317072666062341552e-03
6.983796759351869810e+01,3.302181798868334406e-01,7.760671728745451858e-01,-3.616714273679821900e-06,5.604654137055492535e-03
6.985397079415882615e+01,3.302181217727641616e-01,7.760542079884046318e-01,-3.614444647415115952e-06,-1.484032651553627603e-02
6.986997399479895421e+01,3.302180636962163685e-01,7.760412500339266550e-01,-3.612195871513512735e-06,-5.736367764237794604e-03
6.988597719543908227e+01,3.302180056585775625e-01,7.760282990074165443e-01,-3.609971422152691289e-06,-2.655292079683790885e-02
6.990198039607921032e+01,3.302179476612813191e-01,7.760153549051818089e-01,-3.607774889460846346e-06,-3.144282972348703704e-03
6.991798359671933838e+01,3.302178897058075102e-01,7.760024177235322895e-01,-3.605609977905266383e-06,-5.554780351962470934e-03
6.993398679735946644e+01,3.302178317936820817e-01,7.759894874587804914e-01,-3.603480506542133810e-06,-2.037894404966516214e-03
6.994998999799959449e+01,3.302177739264770540e-01,7.759765641072408071e-01,-3.601390408058957604e-06,5.599456111160669262e-03
6.996599319863972255e+01,3.302177161058106880e-01,7.759636476652305159e-01,-3.599343729926429702e-06,1.300122262986892763e-02
6.998199639927985061e+01,3.302176583333473747e-01,7.759507381290686734e-01,-3.597344633732291186e-06,-1.189677937414948886e-02
6.999799959991997866e+01,3.302176006107976347e-01,7.759378354950771106e-01,-3.595397395250721218e-06,-2.535860487538676121e-03
7.001400280056010672e+01,3.302175429399181739e-01,7.759249397595798792e-01,-3.593506404483970407e-06,-1.972127791120097465e-02
7.003000600120023478e+01,3.302174853225117723e-01,7.759120509189034731e-01,-3.591676165690116385e-06,1.813849562249978883e-02
7.004600920184036283e+01,3.302174277604273955e-01,7.758991689693764959e-01,-3.589911297327552653e-06,1.286054135764604783e-02
7.006201240248049089e+01,3.302173702555601387e-01,7.758862939073301046e-01,-3.588216532041110796e-06,4.517717807141094499e-03
7.007801560312061895e+01,3.302173128098513377e-01,7.758734257290977876e-01,-3.586596716814716146e-06,1.199340633241141943e-02
7.009401880376074701e+01,3.302172554230117241e-01,7.758605644309968241e-01,-3.585051166113406573e-06,8.471334614769992361e-03
7.011002200440087506e+01,3.302171980819009200e-01,7.758477100092426859e-01,-3.583547321675539798e-06,-6.452085954485194640e-03
7.012602520504100312e+01,3.302171407827912963e-01,7.758348624601306698e-01,-3.582075971494957933e-06,7.106434623732783319e-03
7.014202840568113118e+01,3.302170835241771130e-01,7.758220217799763896e-01,-3.580633414601575026e-06,1.166341671164236593e-02
7.015803160632125923e+01,3.302170263045980381e-01,7.758091879650976797e-01,-3.579216062810086640e-06,7.999282904099097591e-03
7.017403480696138729e+01,3.302169691226391479e-01,7.757963610118144837e-01,-3.577820440830992155e-06,-9.026425656874191572e-04
