N,E,G,L,L_noisy
1.693529548031034437e+01,1.695004630978857918e+01,1.717200193348786375e+00,3.379786462572223815e+00,3.415420431825323178e+00
1.042831654326445701e-01,1.029354170326994833e+01,1.887967227806668546e+01,3.698438181612579090e+00,3.705981815077539654e+00
7.883370947634368520e+00,4.516816688056004381e+01,2.973251390217128698e+00,3.334359099770851209e+00,3.353457962219953625e+00
4.295620401496962160e+01,4.705322249807265678e+01,7.452625057128802410e+00,2.915743255170919923e+00,2.899410908916711715e+00
4.642193969090067185e+01,1.997070587451090091e+02,8.148644211651935976e+00,2.855617648675724318e+00,2.853340210873016591e+00
3.363453177710957309e+00,6.031091822276211190e+01,1.566118023388879843e+00,3.632423171082749036e+00,3.625575536744710003e+00
8.782999800795485257e+00,6.228324107868234449e+01,3.794471868773059420e+00,3.248800012804542003e+00,3.259635176723342020e+00
2.930197797844310004e-01,4.888574300246003190e+01,2.365269550911795804e+00,4.304223273561213148e+00,4.311008345133306108e+00
4.173544144289842994e-01,8.055651791133266570e+00,2.966844402455039642e+01,2.901616215255564235e+00,2.889071327784092258e+00
8.595099083973840948e+01,2.431427434270654260e+02,2.415284315847914343e+01,2.601124999888274392e+00,2.609137755762692468e+00
1.279668448435549721e-01,2.797276505705492511e+01,3.085540956485727015e+00,1.945530733735310935e+00,1.949090545020189857e+00
5.342132868104060606e+01,2.911838742727001161e+01,2.638929024740557239e+00,3.094010982632652507e+00,3.063845465837877313e+00
6.334498945164503958e-01,1.230502499492952211e+02,3.663127979719940974e+00,3.806047792886228631e+00,3.806668778734213721e+00
3.911806374664092090e+00,1.584842185960115444e+02,8.937779840822420496e+00,3.134168182284686299e+00,3.159210872533148695e+00
5.090238941113219839e-01,1.138968551231722515e+01,2.925971081467503510e+00,4.191997411832987019e+00,4.175581689988132617e+00
1.863374623589694745e-01,1.248870124256777636e+01,5.904820152830544622e+00,3.200520992239296536e+00,3.223782329347490538e+00
3.913883407551237781e+01,8.936620484841161272e+01,1.032098079144478220e+01,2.854044577337455202e+00,2.869476894643403941e+00
7.854933183914273087e+00,1.087097220732067342e+02,3.371806624579115397e+00,3.265535336486738327e+00,3.270512644449054207e+00
4.265528480665506095e+01,1.195301880298830000e+01,2.635223150922488600e+00,3.122234591054779518e+00,3.132739913583864055e+00
7.832118971959696196e+00,1.367226821450577035e+01,3.103562267007941244e+00,3.372049996834602936e+00,3.357617052710190286e+00
1.440587138858933436e+01,5.989154583303009360e+01,2.472035686237402174e+01,2.850511066051840459e+00,2.866333893881539918e+00
2.257087102452351723e-01,6.993837863393247289e+01,1.053418820823053270e+00,4.125287816221815618e+00,4.098594506796878534e+00
1.057484329128403067e-01,1.587889409105463123e+01,1.560593044793031581e+01,3.614923184670268963e+00,3.594236312861092575e+00
1.827463283710141217e-01,1.627516104069311496e+02,7.374813842303590050e+00,2.933404000185444449e+00,2.945983769357764182e+00
3.567860978006775241e+01,2.579882377416367234e+01,2.746205979727036173e+00,3.140572651983590369e+00,3.120345525769748996e+00
1.256711103254050665e-01,2.909054733372139268e+01,1.617267443357539358e+00,4.543806877635248043e+00,4.585840357143724511e+00
1.958769847238988893e-01,2.119301440315578233e+01,4.968788889086691363e+00,2.761274147581439298e+00,2.769928034816552476e+00
2.049391062608593717e-01,9.496652568497815139e+01,3.366012615934707686e+00,1.143942667563287507e+01,1.145948719466939636e+01
1.567816147588137754e-01,5.323048851165490447e+01,1.350798942921298318e+00,4.267852131202500843e+00,4.289221266335059290e+00
9.863299830448601924e-01,1.015308996454083257e+02,4.985007182395331249e+00,3.600714471793863947e+00,3.594861728296111725e+00
6.214583312375343560e+00,6.455210888697867233e+01,7.217998614564145043e+00,3.169527588494088555e+00,3.172072298144928748e+00
5.620146026317281951e+01,1.071823764260744305e+01,2.430536788043982543e+00,3.096660251247595141e+00,3.108216425483246947e+00
3.239421650450193257e-01,7.212239777557293507e+01,1.238315245216389693e+00,4.067814360045533206e+00,4.070026400740684558e+00
1.407374912656116084e-01,1.391092981185185273e+01,1.738263913277937434e+01,3.547227297173372929e+00,3.580863948881912506e+00
7.833768687840112932e+01,1.556222936419716163e+01,6.965533982738297603e+00,2.859829155050568339e+00,2.882660436103065660e+00
2.625538716175664367e-01,5.528870127819162406e+01,9.284545498429523036e+00,2.838495254818472979e+00,2.845063074210767429e+00
1.640855913427394697e+01,4.900312159006875135e+01,1.527750392477646102e+00,3.409136496434818753e+00,3.436685850770595962e+00
6.118129394454323489e+01,2.579378818895063574e+01,2.806127863486807428e+01,2.686650053640447844e+00,2.690311404446339427e+00
1.700005650466283713e+00,8.092398653238622330e+01,6.088128890135318549e+00,3.426339569344456493e+00,3.444131121789022476e+00
9.059075543350860471e+01,2.238557187604742538e+01,4.593351878222545537e+00,2.911425758796655217e+00,2.916916544045530024e+00
8.677134620489508343e-01,1.105399391095043349e+01,1.791273826350370513e+01,3.770695435206421031e+00,3.767575075370545257e+00
3.119995058012583478e-01,2.517962971176016040e+01,1.350044078591823116e+01,2.912974799271976778e+00,2.896405574869236776e+00
3.814405274463191375e+01,3.179775680257919745e+01,4.568796003402594508e+00,3.025157251255420565e+00,3.012961259615136722e+00
9.350419334057006537e+00,5.104199463763501399e+01,1.309857068180155126e+00,3.545615722883781462e+00,3.548756784195877589e+00
8.078978080839336329e-01,1.764508544604376183e+01,1.514838735571075512e+00,4.011024167951910968e+00,4.021648368369534765e+00
1.311253867691465624e-01,1.204995499197143687e+02,6.977028917590029522e+00,3.152735555461266159e+00,3.112088256746669668e+00
7.814812813539974146e-01,2.205786229211182388e+02,6.833616767330609854e+00,3.576101162636249775e+00,3.569814482095778896e+00
7.468317744711993278e+00,1.129648037791494986e+01,2.234998924295503731e+00,3.461601436652081087e+00,3.475085586412966610e+00
5.142548562561696457e+00,2.127136351524034978e+02,1.357475649951447094e+00,3.557419772556222881e+00,3.556028034083434264e+00
6.639276855198134042e-01,1.959916423942962993e+01,1.332136660262879468e+00,4.062176606601802575e+00,4.041837111058955045e+00
1.784410220600747721e+00,3.079837825145139618e+01,5.405001282828233222e+00,3.524507527406365526e+00,3.505929923488340538e+00
1.034956576672057427e+00,8.755591667573889936e+01,1.199641030828278510e+01,3.457491817205958107e+00,3.492796704488907000e+00
1.691592438096960471e-01,2.170040833123337976e+01,1.730779355122288976e+01,3.400047375662563987e+00,3.369762330301921516e+00
8.396693926288191889e+00,2.198240820527658457e+01,2.883767413261828949e+01,2.973034986560009418e+00,2.967925285787903711e+00
4.178462229448546950e+00,9.372595844850115654e+00,2.741469414797637061e+00,3.541143661582361712e+00,3.559178769486632810e+00
4.025407193009483109e+01,9.645982011351991048e+01,1.979557382635237417e+01,2.740370183836403406e+00,2.701909714564324716e+00
2.602811195867121441e+01,3.560781198007098425e+01,3.985033475289684990e+00,3.101929310925034766e+00,3.116839108761201071e+00
1.620138261671001167e+00,1.395685351840356248e+02,3.170133808543493359e+00,3.525060922371410221e+00,3.495378742014607187e+00
2.002480289786371159e+01,2.497402218601205561e+02,1.002001779417231786e+00,3.564498209404646012e+00,3.586060744879270512e+00
7.418840067632731738e+00,1.923001756986075463e+02,1.950061840116736001e+00,3.393715226315318301e+00,3.448387686263266527e+00
5.598557082387568329e+01,4.298839137430984891e+01,2.753880203904341428e+01,2.683889534011339784e+00,2.660218606887524651e+00
4.766053293470099428e-01,1.084463859447897107e+02,7.714557415961291298e+00,4.538843515362708914e+00,4.538836464769310908e+00
8.026767216235338731e-01,2.426323860228331952e+01,1.242064310564728657e+00,4.012743749919907899e+00,4.021432198356549748e+00
2.782290613058778561e+00,1.659551903440582805e+02,1.689289668866525318e+01,3.064040594244282545e+00,3.053973902551153863e+00
2.561787239790258019e-01,1.167092637144561884e+01,2.429726039504493951e+00,4.639089783116194354e+00,4.651352282608615774e+00
5.443866247353196464e+00,4.699043035998311524e+01,3.065379349518454788e+01,2.974171178085269762e+00,2.961249639258503930e+00
1.526575947691541479e+00,4.564988154566870548e+01,1.413256258648684094e+00,3.814771049676968673e+00,3.804784420827871383e+00
1.648476012830273163e+01,2.092182449118353702e+02,2.200665640560815817e+00,3.259631910855781189e+00,3.244618427637990354e+00
2.600090597731320941e+01,1.415800436331795140e+02,2.665199614817153062e+01,2.719842024059960117e+00,2.720116294118004596e+00
1.960301226420177179e-01,1.414477818535100653e+02,3.043497048033976693e+00,6.749034004015439514e+00,6.759817279999394302e+00
9.715886309193091108e+01,1.624881056434306288e+02,2.190182245952097428e+00,3.079368632637641934e+00,3.100111787693000220e+00
2.234489082631721502e+01,1.096013217120798799e+02,3.243276132609448581e+00,3.140965866206153034e+00,3.140073461341281291e+00
1.844491349897575105e+01,4.228128706105182033e+01,4.815601832073534538e+00,3.108205188923724549e+00,3.088045843328643958e+00
5.383810916037565786e-01,1.413696818151747614e+01,2.189951674142643245e+00,4.126436830282194101e+00,4.118019245078386348e+00
5.833642802256059356e-01,1.872761835571512634e+01,1.604051426627677657e+01,4.598668669899387496e+00,4.589596046157604192e+00
4.307337860408070895e+01,3.122554737485829079e+01,8.318139804403507753e+00,2.905081401661887330e+00,2.898475719196325073e+00
1.387770509636956084e-01,5.644609178239195302e+01,4.853166332131024774e+00,3.103485979648821225e+00,3.116354431966894545e+00
2.311538666226199135e-01,2.242557190407564462e+02,2.079679420874333662e+00,4.167517752151685073e+00,4.165908286587479914e+00
6.496540385117029359e+00,8.834780098596002773e+00,3.919813643833875538e+00,3.377854556162158239e+00,3.380878287919098835e+00
5.126422277490589874e-01,1.864659985795691455e+02,1.368031355641498026e+00,3.882068395424013829e+00,3.884219938416658913e+00
3.617806579913874998e+00,2.932398982355313777e+01,2.582250082860679541e+01,3.112341225427462277e+00,3.111639467943262183e+00
3.900232666270629700e+00,4.538219970418183635e+01,2.953015690264899185e+00,3.454773413740978683e+00,3.446397283864277128e+00
1.595038622230100955e+00,9.361891836853133952e+01,1.120196696315916896e+00,3.817420289050697413e+00,3.833059485415400314e+00
2.505321087025220805e+01,9.293991873178576668e+00,6.275667883245285239e+00,3.049529554531163367e+00,3.048763627129942311e+00
4.048723644671659017e-01,2.007448009669397138e+01,2.458427004971843388e+01,2.739624054141466925e+00,2.738367917043712296e+00
1.840696467978883533e+01,1.074095273552293150e+02,1.526087079147854686e+00,3.380880201414212749e+00,3.359418119941947722e+00
1.749095878993886410e+00,1.707634180549933944e+01,3.311961179089940810e+00,3.671511704828943845e+00,3.658348829817700931e+00
5.144716979826780801e+01,1.079622518734451830e+01,5.010099071560313533e+00,2.971940089360191273e+00,2.960833581402988024e+00
2.907389430423719667e-01,1.458636305226655949e+01,7.688956452026276978e+00,2.509943972971210524e+00,2.522144758182623292e+00
4.840862202731498476e-01,8.397571415560904029e+00,3.335438783179406563e+00,4.281062786063127845e+00,4.246785620233893610e+00
9.667303242335433255e-01,1.764758473686446791e+02,1.522160947904983352e+00,3.767027557130896653e+00,3.782372731025600121e+00
4.213415295858898291e-01,5.275220195786575061e+01,1.204072532179930910e+01,-6.299212228510380207e-01,-6.267702327517936656e-01
8.239180499348047748e-01,9.102514525750510188e+01,1.650493700305308398e+00,3.841767250454646732e+00,3.828191357983151466e+00
1.418971274994726750e+00,9.497229557693016133e+00,7.763464560673854820e+00,3.639331619118801875e+00,3.622905576109982206e+00
2.146895226528640066e+01,1.257960206733328761e+02,1.565968624332454695e+01,2.834668543793734230e+00,2.845425378618194667e+00
1.209397584047598428e+01,3.734623566370550662e+01,1.945331741599140241e+00,3.382894404303260050e+00,3.387756774627695311e+00
2.235583110240326477e+01,1.722150440144296368e+01,1.945390350154873493e+00,3.298627869338363716e+00,3.259556981684386123e+00
4.465578550771428290e+00,1.253751853586140470e+02,3.004893989197201520e+01,2.918132735112231035e+00,2.904875335448774187e+00
7.458263895384422693e-01,2.331558590465092706e+01,5.552787893376066819e+00,3.881554395996785090e+00,3.863763067069522439e+00
2.702450781667086188e-01,8.966156610986203646e+00,3.003685363187849333e+01,3.352398798718938089e+00,3.351495043984086930e+00
7.161336968024733096e+01,1.306035011265989354e+01,5.032685770829669281e+00,2.923884496714653114e+00,2.911688784248095629e+00
7.575012869160186568e+00,1.363070030691262779e+01,7.010484367067997269e+00,3.227918592666162212e+00,3.237618894930396340e+00
4.248754809071030314e-01,2.589302958842947788e+01,2.091857101648431083e+01,2.386789298692394201e+00,2.376876906190957150e+00
8.338056001197183820e-01,2.057239733753696953e+01,1.346884424783739487e+00,4.007264326419732292e+00,4.002264599159164327e+00
5.168011508212061678e+00,9.366174837432415856e+00,2.704750780019697931e+00,3.498296708039415392e+00,3.523624682737720448e+00
2.469710237689231480e+00,1.243381263642407752e+01,2.214180515524033055e+00,3.692984477649648767e+00,3.688693864437852632e+00
1.358922892908109858e-01,2.376390140441196479e+02,3.095051150971016085e+01,2.975369740618429404e+00,2.965920923095445971e+00
8.436030705301091892e-01,2.357621299663396712e+02,3.113329424837614923e+01,3.343537042601091969e+00,3.344776598973989046e+00
5.132193996889817811e+00,1.891314720778751450e+02,4.990050963887878943e+00,3.203315729584526483e+00,3.177841533449655920e+00
2.717632018800364335e+01,1.216587976998711014e+02,1.461714794196042178e+01,2.822467235262256402e+00,2.791004738441510646e+00
3.776836007471179313e-01,1.460991693450481321e+01,7.151231976892792552e+00,1.072817366576988718e+01,1.072799741784535144e+01
5.115358821051767535e-01,8.808635441831256685e+01,1.425223166242276074e+00,3.957468923467551303e+00,3.946061576874208665e+00
1.834559339917288145e+00,2.231491073848278006e+01,1.628930628000088632e+01,3.362039008119341865e+00,3.333809780706341375e+00
7.464403429634778320e-01,1.158030423739840309e+01,5.096517541536194074e+00,3.964371209552562725e+00,3.983152632727792852e+00
3.121856241382516117e+01,9.821381170360085733e+00,1.380675179149877607e+01,2.900147298987070243e+00,2.914073291278078237e+00
4.575605083643927706e+00,1.608689466283570724e+01,1.860753700904073993e+00,3.591934422563403118e+00,3.596605338471371205e+00
4.495157379440365975e-01,9.342694406393543716e+01,1.260580684983203303e+00,3.982415003441998280e+00,3.971918969008416678e+00
2.965017768670513920e+00,1.283452578297501567e+01,6.192148402902756033e+00,3.445476301683819464e+00,3.441627273858772984e+00
3.628279497731370817e+00,1.061392246508479502e+02,1.470204435171061519e+01,3.086926897638853085e+00,3.075540732356480511e+00
6.330401317152350993e-01,2.329994068269458865e+02,2.868932905375065179e+00,3.748960656819577686e+00,3.766228121959570352e+00
6.220796274591387842e+00,4.337551502690071459e+01,2.138924994634421850e+01,3.014114130667206570e+00,2.985441508945549050e+00
2.068324647122890170e+01,7.414824382465661756e+01,4.716512843609398153e+00,3.080018610577366811e+00,3.085493780979352785e+00
4.461527062371640762e-01,1.635811528933875252e+02,1.043040380395627409e+00,3.939796559431162137e+00,3.940183647636841702e+00
7.940182751748098289e-01,1.998349636197880841e+01,1.717334431718755638e+01,3.786082045662574558e+00,3.763486443967186901e+00
2.884380074075647005e-01,1.797114139397080237e+02,1.949386807176776060e+01,2.786517192577595559e+00,2.798905629577004728e+00
9.090971679973007813e-01,6.936463811172063743e+01,1.849419566368034618e+00,3.827016623370109727e+00,3.820236490351621939e+00
2.219499803469566857e+01,3.859985103121922378e+01,1.337851655687793739e+00,3.420151550569251686e+00,3.457544610740872937e+00
1.716271061453155511e+01,4.816993649395583077e+01,5.683997516097871738e+00,3.082341957739579641e+00,3.105829965753386546e+00
5.952376040877544483e+01,1.317913500925125092e+01,9.821713224891976068e+00,2.847046575828564130e+00,2.845948989894880654e+00
1.466774232490643648e+00,8.627048196125947754e+01,2.638894347931326223e+01,3.198976047101109277e+00,3.191466968707905583e+00
1.975655647747773802e-01,1.652254097803748039e+02,8.450524020099031475e+00,2.918888401081050077e+00,2.905263582471249606e+00
3.181517380030226549e-01,6.556182012281229277e+01,3.828028363864163897e+00,4.832993656424324769e+00,4.818589171029599605e+00
3.477345870216943968e+00,3.186205052324845610e+01,9.796602603341529658e+00,3.265415305231787357e+00,3.271733025276754692e+00
2.146490604964854110e-01,3.289315033527025633e+01,1.581528252993445527e+01,3.225490558844934075e+00,3.196840051831887131e+00
1.271926979538356228e+01,1.114909873987166833e+01,7.607880182040390515e+00,3.130052136138488983e+00,3.149484283869501411e+00
8.031666965653840862e-01,1.111996659520004869e+02,3.002810129238022263e+00,3.739710409912035072e+00,3.753685597530819429e+00
2.681967186761105904e+00,2.197169002986121811e+01,7.077989268367093523e+00,3.405368939461981714e+00,3.402698273826191500e+00
1.729945661553162095e+00,8.495279999702580298e+00,3.791251720330838015e+00,3.702946113413404738e+00,3.717947769724177842e+00
1.319246799911074630e+00,1.805450627157136410e+02,6.215967090772284820e+00,3.408971328440156601e+00,3.454928833160858304e+00
3.286925344559114137e+01,1.494961411038593013e+01,1.803475312952907306e+00,3.259374726428439839e+00,3.265317007918956183e+00
1.311788582022297978e-01,3.587711106143207473e+01,2.272160707679670466e+01,3.371886507896064700e+00,3.406275405752368535e+00
4.298230605592421938e+01,1.126466589919543004e+01,9.683254628460833402e+00,2.897871362159860187e+00,2.892007058723112145e+00
1.882841291928181726e-01,2.143530538227070679e+02,1.297567701878478097e+01,2.959229601294175005e+00,2.947110817011618256e+00
2.354923967202572632e-01,1.139440523980512268e+02,1.867418946783859468e+01,2.976389997160547196e+00,2.996424246027173943e+00
3.857217817218970279e-01,1.180271769343842294e+02,2.954237332847822195e+00,4.099849957232272857e+00,4.061540890481900590e+00
3.786917440520814893e+01,4.570966426993584975e+01,1.236413887763951891e+00,3.383956888922266870e+00,3.403149124039857476e+00
8.614864370852133391e+01,9.454803223578751670e+01,1.148411474738500582e+00,3.335964095858916068e+00,3.335947717435324034e+00
3.007962349339332042e-01,2.982396708681432429e+01,1.557911015146614453e+00,4.209857108827351979e+00,4.200251149564310893e+00
4.349454917514912644e+00,1.490783485506437955e+02,1.964523720522154449e+01,2.978285492314146410e+00,2.980003913022574835e+00
6.065741878311248669e+00,1.399130422932638140e+01,2.892162507688984263e+01,3.061707091811678438e+00,3.063933977794094154e+00
3.851334281519323555e-01,2.625531095970971762e+01,1.702665653411954239e+01,2.571543501166887236e+00,2.596495345880882599e+00
1.505816985546694653e+01,1.210353833012319669e+01,3.097153702338321768e+00,3.257892339000136417e+00,3.274728402188985310e+00
2.394850468243000297e+00,3.374630407470761639e+01,3.462127778728067984e+00,3.535692151515400727e+00,3.539710433891706032e+00
5.360481264458142325e-01,1.590856464995358692e+02,8.149143976348007357e+00,4.098973002917590591e+00,4.094562088091530327e+00
5.385977310863490075e-01,9.717624583361975965e+01,1.279732131161219311e+00,3.947215386942298565e+00,3.928324431792502569e+00
7.502261778076136700e+00,2.296675544390406856e+02,4.850305843184639087e+00,3.148773789475082019e+00,3.152755826040079867e+00
1.272667115968759699e-01,2.311487767599541883e+02,2.138033121235869771e+01,3.030332694294991303e+00,2.978829711124397761e+00
2.762093253779168478e+01,2.125391149588619726e+02,2.542376300935879296e+00,3.163089288213240202e+00,3.182407738594156044e+00
2.550497031981918639e+01,8.424334692651784451e+01,4.031865985366825278e+00,3.083179275928974228e+00,3.083157357133856191e+00
4.352298457139637478e+00,1.414403047439022210e+01,3.823988026497100012e+00,3.443683899039265750e+00,3.410446060959770431e+00
1.194436405895598768e-01,2.574271625798528973e+01,6.623642165565478024e+00,3.457472755771026307e+00,3.468770656844045952e+00
1.228152503518365890e+01,1.678111382573347328e+02,3.826937821822655295e+00,3.159044583920446847e+00,3.141266566547971095e+00
1.343489750891443846e+00,8.286603081227691803e+01,7.581783584541654797e+00,3.445713146561620199e+00,3.436392461740637838e+00
1.602696867953659066e-01,1.641124594259186154e+01,1.156438031694028590e+00,4.394451656709533971e+00,4.358729674223684292e+00
8.643356957653819395e-01,2.477853997057050606e+01,7.852608205942063435e+00,3.755008419331556713e+00,3.740029964737240586e+00
1.525702543093683250e+00,6.554843278805587659e+01,1.965362000188654701e+00,3.708741578995236932e+00,3.711930956423252326e+00
2.333378379726956664e-01,2.455163784209166522e+01,3.903487884023202348e+00,3.684491266566757872e+01,3.684322325531901043e+01
6.959247601908147374e+01,1.183003651244686161e+01,2.778797433544193396e+00,3.037057934034647744e+00,3.042836832164182326e+00
1.897249189981192519e+00,2.482391884601538123e+01,1.469326013421222488e+00,3.806329405603701588e+00,3.791702498274354571e+00
2.692060427529101574e+01,1.207921721571652682e+02,2.445463781632838263e+01,2.738716010232612685e+00,2.749932551935271086e+00
6.203515205751760853e+00,1.260675622428506273e+02,1.929851049514694106e+00,3.439339796819194106e+00,3.409666372677416568e+00
1.396681462235551674e+00,7.555696203244139042e+01,1.823344314509452779e+00,3.732344602718201010e+00,3.720879091581468234e+00
3.450859525339138756e+00,1.805230902905441042e+02,2.836230873379610884e+01,2.929723971793578130e+00,2.876625350142746562e+00
3.298640354852238055e+00,9.919872943586156566e+00,1.068221059234038650e+00,3.844461559282492225e+00,3.838180208887573830e+00
1.369902035815308672e+00,1.050256791408203050e+01,2.179673788697053283e+01,3.495631819946630969e+00,3.484529470462661926e+00
2.181433746534437168e-01,6.296889938095225148e+01,4.312581288679874447e+00,9.125260340378087420e-01,9.084574521888888476e-01
3.227257049295516111e+01,1.824571392917198409e+01,6.702279472890347201e+00,2.989519375415285563e+00,3.000725490418422847e+00
3.229025835952865187e+00,4.418608552022099190e+01,1.758443852839357779e+00,3.622859095368454074e+00,3.648868739315651588e+00
3.266405605866694373e+00,2.463281380551377993e+02,3.882155873165095805e+00,3.307628831374481493e+00,3.283842467315449820e+00
2.246597284103593051e+00,1.739608511393445056e+01,5.620770590406334755e+00,3.506601133123347758e+00,3.501536602943061016e+00
1.816634310072158698e+00,1.241311835648669515e+01,5.433384416315637289e+00,3.596077807805109661e+00,3.556642438995516464e+00
5.636455728829589162e+01,9.630233751188245606e+01,1.625681810976751862e+01,2.736744069839912807e+00,2.773028244437243828e+00
5.890244180328475210e+01,1.687828507076433482e+02,2.038755600698002013e+01,2.675917828535860465e+00,2.701646091073747424e+00
1.648888212093970296e+01,1.359915398678548115e+01,1.536717945049471234e+00,3.421170503314814759e+00,3.430213115362160892e+00
1.384780300997795754e-01,8.223791731966853646e+00,1.323894277434161770e+00,4.573831227296397905e+00,4.597825213154654200e+00
1.428356208994281173e+00,2.720319923785393357e+01,6.817464587537188869e+00,3.557554078202848746e+00,3.574503917534721076e+00
1.151120793516416541e+01,1.113579143717822895e+01,4.035409609417686561e+00,3.255219560002152512e+00,3.242322555187825639e+00
4.524151791751309659e+00,3.114822958903381434e+01,3.578199861476045296e+00,3.406440397341103932e+00,3.420660430740512403e+00
2.724394043667486542e+01,1.932707004276487694e+01,1.991760343850792481e+01,2.851306631659606960e+00,2.874640626349720840e+00
7.190053904115971672e-01,9.190435328132339521e+01,1.049993041678725270e+01,3.718049452444771585e+00,3.734055176685095567e+00
3.812593482061308237e+01,3.730061195005196595e+01,1.812018530292822760e+01,2.796050068642930597e+00,2.794251939152437636e+00
8.232749900942956112e-01,2.504083993306948344e+02,3.350056646417304052e+00,3.631884176916886808e+00,3.624110160803169833e+00
2.445809455536252397e+00,9.070066267799152371e+00,4.394803020003354987e+00,3.576938998842760675e+00,3.624386910117218807e+00
5.903074007692462599e-01,1.245757411879641197e+01,1.194458224840975724e+01,4.364045364399036231e+00,4.369460486010638967e+00
1.612429684350950509e+01,9.976105675863358613e+00,1.564090124924513603e+01,2.990221546420389398e+00,3.001144305422598357e+00
2.913215048912146110e-01,7.857116777696410281e+01,5.490856287368382382e+00,-2.508031465949564165e+00,-2.536081239056959813e+00
2.462954405692608262e+01,3.482084508741892392e+01,1.454735569021671893e+01,2.888055966112016648e+00,2.901712333156325485e+00
1.194526355778732274e+01,1.523043735315160596e+01,1.657882863021890074e+01,3.013641049021072327e+00,3.018580236406314565e+00
3.753778625334133756e-01,3.324921870071347030e+01,1.040877628111112152e+01,1.425899066052003450e+00,1.408663322595576695e+00
1.901683425849680020e+01,1.777204640848591310e+01,9.007852343185085431e+00,3.022537724858862962e+00,3.048328123584795435e+00
1.684131851011622105e-01,6.721134765734183247e+01,9.295705213480692564e+00,3.177964072973514575e+00,3.177910213028726005e+00
1.955827134635775399e+00,4.399674643006775909e+01,3.826514703622043712e+00,3.539534209728643077e+00,3.552498142717368523e+00
2.789983782948677771e+01,8.949335667381246751e+00,1.805328040985240889e+01,2.885300805233585564e+00,2.894512564402822008e+00
5.945086005652167049e-01,9.991197024739282284e+00,2.457105850509565315e+00,4.122933830165562696e+00,4.108949871270491272e+00
6.621731700992381064e+00,1.490419302470361451e+01,1.413902600950056376e+00,3.606937844020257522e+00,3.612725763554572200e+00
3.012439560908131586e+00,5.137293477495126126e+01,5.724594577461917133e+00,3.354417958506395347e+00,3.382101903570573054e+00
1.006376326231684937e-01,1.677817679590826572e+02,2.100086489346106866e+00,5.675921029232696924e+00,5.653807298422147909e+00
1.859442496379464904e+00,1.077044388757625626e+01,3.170660659830644157e+00,3.698309478224790947e+00,3.677573577502435409e+00
9.709922936731003063e+01,3.334264633512073317e+01,1.551964541987220780e+00,3.165908121250590845e+00,3.147674098960377531e+00
1.437276037971740861e-01,3.584019077422801303e+01,2.691325891608472798e+00,1.135014939357449926e+01,1.136495738048326665e+01
3.279716529199452890e-01,7.662098633198047537e+01,1.897284971988324997e+01,2.796825229106237209e+00,2.787576587229675162e+00
1.131558621513217011e-01,2.842798271056997450e+01,2.134253145810725893e+00,5.643578904949755781e+00,5.649457356641244488e+00
3.930622184744749337e+00,4.238749329413084155e+01,3.756838922570168826e+00,3.403687284458573714e+00,3.426523397785361080e+00
6.300685051093597444e-01,4.912742081094106794e+01,1.468758190187511126e+01,4.068283175133926122e+00,4.045761591293445036e+00
1.387327038907773258e-01,1.391354521637096013e+02,1.943918951630258407e+00,4.530134577105342508e+00,4.559589813605760433e+00
1.907293858933094277e-01,1.402707184990449605e+02,3.026881188373607756e+00,7.172938633742703018e+00,7.173502682815602327e+00
1.724302661553770433e-01,7.284539074670776415e+01,1.968486486382092693e+01,3.170096261231846846e+00,3.166574120346318022e+00
1.033285985351755976e+01,2.474042180879521595e+02,4.903589593431123106e+00,3.104894580846678132e+00,3.135467559810400040e+00
2.368702011273568220e-01,3.212387559943656612e+01,1.546594092558638334e+00,4.269191435793926459e+00,4.278313904478149965e+00
7.498228580175403124e+01,8.349290068566668666e+00,2.807328641950917358e+00,3.017189103854126753e+00,2.990861349989265783e+00
3.218185232736165524e+00,1.630043715372259499e+02,1.248406349538344884e+01,3.097832887252426559e+00,3.096625486852093267e+00
8.268991453719318763e-01,1.061064299340448542e+02,2.757382517716556336e+01,3.486994688964253797e+00,3.471540984245168104e+00
5.157588667485496359e+01,3.489772259426220558e+01,2.126784332094828756e+00,3.152779082704527447e+00,3.158068855334108971e+00
2.237947847325023787e+01,2.261871603808022257e+01,1.918177416419223791e+00,3.300687463153261003e+00,3.291257198599106371e+00
1.098495358562476598e+00,5.567576187703723178e+01,1.432679891301662733e+00,3.856104549401054626e+00,3.849293764357378578e+00
5.722167513412196982e+00,8.349718450060620967e+00,4.384736428742113112e+00,3.385767039750128049e+00,3.404915318752933739e+00
7.750793128297322809e+00,8.056574601810265079e+00,2.455307978784450729e+00,3.441184640907435366e+00,3.407287399933279115e+00
6.458646915907807795e+01,9.878544182737812207e+01,6.494132005224224180e+00,2.880849835378239909e+00,2.886440717166665948e+00
7.814389112873114129e+01,4.230570379852260032e+01,1.560307739312989606e+00,3.195525431248969817e+00,3.190820871436797823e+00
1.566160412613423603e+01,7.205393918404861608e+01,1.177435705754461770e+00,3.516162113283467949e+00,3.522597732219475031e+00
2.962747839109502457e-01,1.377927841578531165e+01,3.249360628008594265e+00,4.845502713797086969e+00,4.798044310722673345e+00
6.109700284984093344e+00,2.139090851339108212e+02,4.720399564440687534e+00,3.184746005389154089e+00,3.165627043828946441e+00
1.748432600920071245e-01,1.331904846335333126e+01,2.372137012744800266e+00,5.157202811379716145e+00,5.149017771859277559e+00
