t,C,CB,C_t,dC_dt,dC_dt_noisy
2.029365873174634771e+01,2.715122836198232692e-01,2.849724497802412770e+00,1.125848110035137406e+00,-1.114387227863511409e-02,1.097653467287800638e-02
2.029845969193838684e+01,2.714587894654392763e-01,2.849464507452275086e+00,1.125503186334279926e+00,-1.114088749804965917e-02,3.252256295873450220e-01
2.030326065213042597e+01,2.714053096400018128e-01,2.849204506697585959e+00,1.125158389680950499e+00,-1.113790372818129759e-02,2.171749067967918001e-01
2.030806161232246509e+01,2.713518441387143820e-01,2.848944495558294765e+00,1.124813720024474550e+00,-1.113492096869059256e-02,5.454327295425390187e-02
2.031286257251450422e+01,2.712983929567793773e-01,2.848684474054342441e+00,1.124469177314198376e+00,-1.113193921923522067e-02,2.643616041385367654e-01
2.031766353270653980e+01,2.712449560893977485e-01,2.848424442205659712e+00,1.124124761499490033e+00,-1.112895847946970829e-02,2.548454957944437660e-02
2.032246449289857892e+01,2.711915335317692799e-01,2.848164400032167531e+00,1.123780472529737118e+00,-1.112597874904606987e-02,1.667895456966126400e-01
2.032726545309061805e+01,2.711381252790923679e-01,2.847904347553779303e+00,1.123436310354349876e+00,-1.112300002761287820e-02,4.378485246113669738e-02
2.033206641328265718e+01,2.710847313265642433e-01,2.847644284790397773e+00,1.123092274922758760e+00,-1.112002231481611092e-02,-4.232362067357467450e-02
2.033686737347469631e+01,2.710313516693808045e-01,2.847384211761916362e+00,1.122748366184415758e+00,-1.111704561029867866e-02,-1.768092896376997070e-01
2.034166833366673188e+01,2.709779863027366731e-01,2.847124128488220496e+00,1.122404584088793733e+00,-1.111406991370052222e-02,-1.330739863165391612e-01
2.034646929385877101e+01,2.709246352218251941e-01,2.846864034989184944e+00,1.122060928585386197e+00,-1.111109522465879296e-02,2.029951789630440179e-02
2.035127025405081014e+01,2.708712984218383801e-01,2.846603931284675593e+00,1.121717399623708644e+00,-1.110812154280746422e-02,9.513388263343468265e-02
2.035607121424284927e+01,2.708179758979670226e-01,2.846343817394549447e+00,1.121373997153296553e+00,-1.110514886777771992e-02,-4.175781360137442721e-01
2.036087217443488839e+01,2.707646676454006363e-01,2.846083693338653742e+00,1.121030721123707385e+00,-1.110217719919767698e-02,-7.396898260390859237e-02
2.036567313462692397e+01,2.707113736593275144e-01,2.845823559136826830e+00,1.120687571484519474e+00,-1.109920653669284329e-02,1.237422910721639874e-01
2.037047409481896310e+01,2.706580939349344517e-01,2.845563414808897296e+00,1.120344548185331579e+00,-1.109623687988531282e-02,-2.501362160777029914e-02
2.037527505501100222e+01,2.706048284674071880e-01,2.845303260374684395e+00,1.120001651175764223e+00,-1.109326822839459825e-02,-2.144882236568736444e-01
2.038007601520304135e+01,2.705515772519300755e-01,2.845043095853998949e+00,1.119658880405458801e+00,-1.109030058183707590e-02,-1.968663397620872002e-01
2.038487697539508048e+01,2.704983402836861894e-01,2.844782921266642006e+00,1.119316235824077577e+00,-1.108733393982619386e-02,3.419615388896624086e-01
2.038967793558711605e+01,2.704451175578574396e-01,2.844522736632404847e+00,1.118973717381304578e+00,-1.108436830197254142e-02,-3.139348219083960556e-01
2.039447889577915518e+01,2.703919090696242367e-01,2.844262541971070313e+00,1.118631325026843593e+00,-1.108140366788371023e-02,-6.217841138894146524e-02
2.039927985597119431e+01,2.703387148141658813e-01,2.844002337302411032e+00,1.118289058710420836e+00,-1.107844003716428050e-02,1.692726390055472874e-01
2.040408081616323344e+01,2.702855347866603419e-01,2.843742122646190751e+00,1.117946918381782728e+00,-1.107547740941611236e-02,-3.956801701302049556e-01
2.040888177635527256e+01,2.702323689822843100e-01,2.843481898022164778e+00,1.117604903990697007e+00,-1.107251578423787408e-02,1.380254625774271215e-01
2.041368273654730814e+01,2.701792173962133115e-01,2.843221663450077763e+00,1.117263015486952948e+00,-1.106955516122549998e-02,-3.078913587292544385e-01
2.041848369673934727e+01,2.701260800236213178e-01,2.842961418949665919e+00,1.116921252820360033e+00,-1.106659553997169088e-02,2.045587592062748650e-01
2.042328465693138639e+01,2.700729568596811903e-01,2.842701164540655689e+00,1.116579615940749060e+00,-1.106363692006644139e-02,5.356609625594137558e-01
2.042808561712342552e+01,2.700198478995646245e-01,2.842440900242764634e+00,1.116238104797972364e+00,-1.106067930109685959e-02,-2.477699505392468582e-01
2.043288657731546465e+01,2.699667531384417618e-01,2.842180626075700989e+00,1.115896719341903154e+00,-1.105772268264677838e-02,-1.112822861662689407e-02
2.043768753750750022e+01,2.699136725714817997e-01,2.841920342059163218e+00,1.115555459522435511e+00,-1.105476706429751876e-02,7.582971730211711392e-02
2.044248849769953935e+01,2.698606061938522704e-01,2.841660048212841350e+00,1.115214325289484387e+00,-1.105181244562702947e-02,-1.117187293769140166e-01
2.044728945789157848e+01,2.698075540007197626e-01,2.841399744556415197e+00,1.114873316592986274e+00,-1.104885882621059467e-02,1.115761360980016687e-01
2.045209041808361761e+01,2.697545159872493103e-01,2.841139431109556135e+00,1.114532433382898757e+00,-1.104590620562051484e-02,-1.402612944732807565e-01
2.045689137827565673e+01,2.697014921486049488e-01,2.840879107891925770e+00,1.114191675609199850e+00,-1.104295458342605118e-02,-1.109092430743984919e-01
2.046169233846769231e+01,2.696484824799492697e-01,2.840618774923176382e+00,1.113851043221889547e+00,-1.104000395919366162e-02,-1.611748361371033444e-01
2.046649329865973144e+01,2.695954869764434769e-01,2.840358432222950480e+00,1.113510536170988052e+00,-1.103705433248654277e-02,-8.294353752039542588e-03
2.047129425885177056e+01,2.695425056332477198e-01,2.840098079810883025e+00,1.113170154406536883e+00,-1.103410570286544878e-02,9.679865413668431451e-02
2.047609521904380969e+01,2.694895384455207599e-01,2.839837717706597431e+00,1.112829897878599095e+00,-1.103115806988769210e-02,1.964003924836962567e-01
2.048089617923584882e+01,2.694365854084200262e-01,2.839577345929710006e+00,1.112489766537258173e+00,-1.102821143310797614e-02,-1.995226008182566374e-02
2.048569713942788439e+01,2.693836465171017824e-01,2.839316964499825957e+00,1.112149760332619364e+00,-1.102526579207782631e-02,-2.126187217428821830e-01
2.049049809961992352e+01,2.693307217667209597e-01,2.839056573436542497e+00,1.111809879214808117e+00,-1.102232114634607574e-02,-9.519817318442071186e-02
2.049529905981196265e+01,2.692778111524311568e-01,2.838796172759446179e+00,1.111470123133971422e+00,-1.101937749545840728e-02,-1.017456149132922177e-01
2.050010002000400178e+01,2.692249146693847517e-01,2.838535762488116010e+00,1.111130492040277584e+00,-1.101643483895750619e-02,-7.707325949458000702e-02
2.050490098019604090e+01,2.691720323127328451e-01,2.838275342642120336e+00,1.110790985883915338e+00,-1.101349317638339320e-02,1.176710300043513346e-01
2.050970194038807648e+01,2.691191640776252614e-01,2.838014913241019066e+00,1.110451604615095622e+00,-1.101055250727274448e-02,-2.710520814932550204e-02
2.051450290058011561e+01,2.690663099592104368e-01,2.837754474304361896e+00,1.110112348184048692e+00,-1.100761283115976596e-02,1.922970473824740789e-02
2.051930386077215474e+01,2.690134699526356976e-01,2.837494025851689639e+00,1.109773216541027230e+00,-1.100467414757541618e-02,1.051075577887647383e-02
2.052410482096419386e+01,2.689606440530469822e-01,2.837233567902534670e+00,1.109434209636304791e+00,-1.100173645604753114e-02,-1.801931129804789158e-02
2.052890578115623299e+01,2.689078322555890077e-01,2.836973100476419152e+00,1.109095327420175803e+00,-1.099879975610143501e-02,-9.476009852311727266e-02
2.053370674134826857e+01,2.688550345554051590e-01,2.836712623592856364e+00,1.108756569842955786e+00,-1.099586404725927391e-02,1.453960995997678474e-01
2.053850770154030769e+01,2.688022509476374888e-01,2.836452137271349372e+00,1.108417936854980912e+00,-1.099292932904000208e-02,-1.865220334125161292e-02
2.054330866173234682e+01,2.687494814274268840e-01,2.836191641531393248e+00,1.108079428406608891e+00,-1.098999560096031169e-02,-2.355136657850518539e-02
2.054810962192438595e+01,2.686967259899129545e-01,2.835931136392473295e+00,1.107741044448218748e+00,-1.098706286253320341e-02,-2.256078775851814711e-01
2.055291058211642508e+01,2.686439846302338674e-01,2.835670621874065045e+00,1.107402784930210160e+00,-1.098413111326905500e-02,-1.426128812256964862e-01
2.055771154230846065e+01,2.685912573435267903e-01,2.835410097995635592e+00,1.107064649803004119e+00,-1.098120035267553807e-02,-1.220462799247099689e-01
2.056251250250049978e+01,2.685385441249272809e-01,2.835149564776641817e+00,1.106726639017041824e+00,-1.097827058025691027e-02,1.110295815338715048e-01
2.056731346269253891e+01,2.684858449695698424e-01,2.834889022236532163e+00,1.106388752522786900e+00,-1.097534179551473699e-02,-3.537470000878586429e-01
2.057211442288457803e+01,2.684331598725876455e-01,2.834628470394745747e+00,1.106050990270723400e+00,-1.097241399794747496e-02,1.424793249490862168e-01
2.057691538307661361e+01,2.683804888291125845e-01,2.834367909270711472e+00,1.105713352211356248e+00,-1.096948718705104131e-02,2.054041380539245454e-02
2.058171634326865274e+01,2.683278318342751656e-01,2.834107338883849803e+00,1.105375838295211466e+00,-1.096656136231778655e-02,-1.467254860772722602e-01
2.058651730346069186e+01,2.682751888832047849e-01,2.833846759253571879e+00,1.105038448472836166e+00,-1.096363652323759097e-02,-1.752240666114346090e-01
2.059131826365273099e+01,2.682225599710295061e-01,2.833586170399278625e+00,1.104701182694799222e+00,-1.096071266929736499e-02,9.660763557530641088e-02
2.059611922384477012e+01,2.681699450928760053e-01,2.833325572340363419e+00,1.104364040911689493e+00,-1.095778979998071612e-02,3.766591344437142386e-02
2.060092018403680569e+01,2.681173442438697929e-01,2.833064965096208532e+00,1.104027023074117819e+00,-1.095486791476854571e-02,-4.016637444545454461e-01
2.060572114422884482e+01,2.680647574191351024e-01,2.832804348686188245e+00,1.103690129132715247e+00,-1.095194701313895180e-02,-1.435259436477073769e-01
2.061052210442088395e+01,2.680121846137947239e-01,2.832543723129667068e+00,1.103353359038134585e+00,-1.094902709456659073e-02,-1.888623163671940830e-01
2.061532306461292308e+01,2.679596258229704486e-01,2.832283088445999741e+00,1.103016712741049510e+00,-1.094610815852378738e-02,-1.998365550703529517e-02
2.062012402480496220e+01,2.679070810417825688e-01,2.832022444654532567e+00,1.102680190192154575e+00,-1.094319020447959145e-02,-1.329003148700526604e-01
2.062492498499699778e+01,2.678545502653501553e-01,2.831761791774602077e+00,1.102343791342166091e+00,-1.094027323189998568e-02,8.606274941044202154e-02
2.062972594518903691e+01,2.678020334887909470e-01,2.831501129825535479e+00,1.102007516141819909e+00,-1.093735724024821887e-02,-1.100612822546178232e-01
2.063452690538107603e+01,2.677495307072215169e-01,2.831240458826651540e+00,1.101671364541874754e+00,-1.093444222898452833e-02,-6.093171483466333638e-02
2.063932786557311516e+01,2.676970419157571057e-01,2.830979778797257929e+00,1.101335336493109107e+00,-1.093152819756618155e-02,2.423482187854847647e-01
2.064412882576515429e+01,2.676445671095116219e-01,2.830719089756655205e+00,1.100999431946323215e+00,-1.092861514544750390e-02,-5.383474726340690270e-02
2.064892978595718986e+01,2.675921062835978081e-01,2.830458391724133271e+00,1.100663650852338415e+00,-1.092570307207982316e-02,-1.054138783019149261e-01
2.065373074614922899e+01,2.675396594331269640e-01,2.830197684718972706e+00,1.100327993161996476e+00,-1.092279197691160830e-02,1.472771752061039635e-03
2.065853170634126812e+01,2.674872265532092785e-01,2.829936968760445204e+00,1.099992458826160702e+00,-1.091988185938837230e-02,-2.656618432080954384e-01
2.066333266653330725e+01,2.674348076389535533e-01,2.829676243867813135e+00,1.099657047795715492e+00,-1.091697271895257504e-02,-3.255419409264110886e-01
2.066813362672534637e+01,2.673824026854672575e-01,2.829415510060329986e+00,1.099321760021566119e+00,-1.091406455504372042e-02,-1.267654380039252848e-02
2.067293458691738195e+01,2.673300116878568611e-01,2.829154767357239031e+00,1.098986595454639392e+00,-1.091115736709859230e-02,-1.249846233005228457e-01
2.067773554710942108e+01,2.672776346412271686e-01,2.828894015777775106e+00,1.098651554045882328e+00,-1.090825115455074101e-02,-2.932005252845570342e-01
2.068253650730146020e+01,2.672252715406819301e-01,2.828633255341163277e+00,1.098316635746263703e+00,-1.090534591683087196e-02,1.769088858354699034e-01
2.068733746749349933e+01,2.671729223814058862e-01,2.828372486066606406e+00,1.097981840506732754e+00,-1.090244165345134741e-02,1.283574812566289913e-01
2.069213842768553846e+01,2.671205871592641223e-01,2.828111707973161693e+00,1.097647168277974927e+00,-1.089953836461816927e-02,3.580962071506419570e-02
2.069693938787757403e+01,2.670682658698561585e-01,2.827850921079877011e+00,1.097312619010912371e+00,-1.089663605025688320e-02,-1.158569803860736852e-01
2.070174034806961316e+01,2.670159585086691600e-01,2.827590125405802901e+00,1.096978192656547835e+00,-1.089373471017555939e-02,-4.938401296063821277e-02
2.070654130826165229e+01,2.669636650711892378e-01,2.827329320969982795e+00,1.096643889165905605e+00,-1.089083434417968677e-02,-1.247524871679070863e-01
2.071134226845369142e+01,2.669113855529010593e-01,2.827068507791450802e+00,1.096309708490028623e+00,-1.088793495207160400e-02,1.617867164478539455e-01
2.071614322864573055e+01,2.668591199492880706e-01,2.826807685889232591e+00,1.095975650579980476e+00,-1.088503653365094359e-02,-2.976112537502265676e-01
2.072094418883776612e+01,2.668068682558324967e-01,2.826546855282344506e+00,1.095641715386845183e+00,-1.088213908871438207e-02,4.386956493114450156e-02
2.072574514902980525e+01,2.667546304680150637e-01,2.826286015989795342e+00,1.095307902861725635e+00,-1.087924261705583429e-02,-7.008360560261984312e-03
2.073054610922184438e+01,2.667024065813153877e-01,2.826025168030583234e+00,1.094974212955745374e+00,-1.087634711846621749e-02,-2.368323640723407064e-01
2.073534706941388350e+01,2.666501965912118632e-01,2.825764311423699660e+00,1.094640645620048369e+00,-1.087345259273371501e-02,1.130109174013591566e-01
2.074014802960592263e+01,2.665980004931813863e-01,2.825503446188126322e+00,1.094307200805797464e+00,-1.087055903964359582e-02,-7.867188922452349187e-02
2.074494898979795821e+01,2.665458182826997979e-01,2.825242572342836045e+00,1.093973878464176819e+00,-1.086766645897814521e-02,3.630629352572330992e-01
2.074974994998999733e+01,2.664936499552414406e-01,2.824981689906792770e+00,1.093640678546389466e+00,-1.086477485051701164e-02,2.240153052875512030e-01
2.075455091018203646e+01,2.664414955062794355e-01,2.824720798898952445e+00,1.093307601003658869e+00,-1.086188421403670723e-02,-2.183774355087364158e-02
2.075935187037407559e+01,2.663893549312857933e-01,2.824459899338261692e+00,1.092974645787228472e+00,-1.085899454931110730e-02,-8.594977848134728593e-02
2.076415283056611472e+01,2.663372282257309709e-01,2.824198991243659140e+00,1.092641812848362148e+00,-1.085610585611107570e-02,-1.471042919541164229e-01
2.076895379075815029e+01,2.662851153850843700e-01,2.823938074634073647e+00,1.092309102138343091e+00,-1.085321813420474235e-02,-1.548980720814532863e-01
2.077375475095018942e+01,2.662330164048139491e-01,2.823677149528425634e+00,1.091976513608474475e+00,-1.085033138335726732e-02,5.232686906631703327e-02
2.077855571114222855e+01,2.661809312803864458e-01,2.823416215945627084e+00,1.091644047210080126e+00,-1.084744560333092411e-02,-2.973525157338008373e-01
2.078335667133426767e+01,2.661288600072673205e-01,2.823155273904581541e+00,1.091311702894503410e+00,-1.084456079388518290e-02,1.834769165162405402e-01
2.078815763152630680e+01,2.660768025809207016e-01,2.822894323424182783e+00,1.090979480613107677e+00,-1.084167695477659954e-02,1.289101992330657920e-01
2.079295859171834238e+01,2.660247589968095516e-01,2.822633364523317034e+00,1.090647380317276482e+00,-1.083879408575895431e-02,-3.754545044366038031e-02
2.079775955191038150e+01,2.659727292503953899e-01,2.822372397220860751e+00,1.090315401958413366e+00,-1.083591218658293276e-02,1.391806509211481191e-01
2.080256051210242063e+01,2.659207133371385146e-01,2.822111421535681952e+00,1.089983545487941408e+00,-1.083303125699672242e-02,4.487420159500195016e-01
2.080736147229445976e+01,2.658687112524979468e-01,2.821850437486640217e+00,1.089651810857304115e+00,-1.083015129674522181e-02,4.859266360841867083e-02
2.081216243248649889e+01,2.658167229919315422e-01,2.821589445092586690e+00,1.089320198017965202e+00,-1.082727230557085918e-02,3.330617062574687814e-01
2.081696339267853446e+01,2.657647485508956575e-01,2.821328444372362743e+00,1.088988706921408145e+00,-1.082439428321285702e-02,-6.946742865069330253e-02
2.082176435287057359e+01,2.657127879248454283e-01,2.821067435344801311e+00,1.088657337519135737e+00,-1.082151722940782879e-02,-1.320093600549754886e-01
2.082656531306261272e+01,2.656608411092348243e-01,2.820806418028727780e+00,1.088326089762671867e+00,-1.081864114388920994e-02,1.895238475223768315e-01
2.083136627325465184e+01,2.656089080995163720e-01,2.820545392442956878e+00,1.087994963603559961e+00,-1.081576602638802120e-02,-3.939064335301086794e-01
2.083616723344669097e+01,2.655569888911414322e-01,2.820284358606295783e+00,1.087663958993363211e+00,-1.081289187663202200e-02,1.811094592992732455e-01
2.084096819363872655e+01,2.655050834795600334e-01,2.820023316537543234e+00,1.087333075883665456e+00,-1.081001869434614071e-02,-1.097380293026789175e-02
2.084576915383076567e+01,2.654531918602209273e-01,2.819762266255488203e+00,1.087002314226069632e+00,-1.080714647925272442e-02,-1.068667391096670694e-01
2.085057011402280480e+01,2.654013140285715333e-01,2.819501207778911667e+00,1.086671673972199104e+00,-1.080427523107092835e-02,6.379931853214025617e-03
2.085537107421484393e+01,2.653494499800581052e-01,2.819240141126585275e+00,1.086341155073697440e+00,-1.080140494951729868e-02,1.146745487463810345e-02
2.086017203440688306e+01,2.652975997101253980e-01,2.818979066317272686e+00,1.086010757482227973e+00,-1.079853563430513419e-02,2.387199115056493903e-01
2.086497299459891863e+01,2.652457632142172228e-01,2.818717983369728231e+00,1.085680481149474463e+00,-1.079566728514531893e-02,1.575649646033455697e-01
2.086977395479095776e+01,2.651939404877757256e-01,2.818456892302697803e+00,1.085350326027139767e+00,-1.079279990174565607e-02,2.939002386130558364e-02
2.087457491498299689e+01,2.651421315262419975e-01,2.818195793134917970e+00,1.085020292066947389e+00,-1.078993348381096506e-02,-5.489908174441717609e-02
2.087937587517503601e+01,2.650903363250557976e-01,2.817934685885117307e+00,1.084690379220640599e+00,-1.078706803104341472e-02,-1.996966195290012513e-01
2.088417683536707514e+01,2.650385548796555524e-01,2.817673570572015951e+00,1.084360587439983092e+00,-1.078420354314199581e-02,2.903616210683464954e-02
2.088897779555911072e+01,2.649867871854785784e-01,2.817412447214323823e+00,1.084030916676758105e+00,-1.078134001980332601e-02,-5.258111717257374362e-01
2.089377875575114984e+01,2.649350332379606376e-01,2.817151315830743297e+00,1.083701366882768857e+00,-1.077847746072077562e-02,1.824060263484361955e-01
2.089857971594318897e+01,2.648832930325363821e-01,2.816890176439967419e+00,1.083371938009838553e+00,-1.077561586558473117e-02,-1.099480381676690502e-02
2.090338067613522810e+01,2.648315665646391315e-01,2.816629029060681688e+00,1.083042630009811047e+00,-1.077275523408308122e-02,-3.431511360290355750e-01
2.090818163632726723e+01,2.647798538297009285e-01,2.816367873711560943e+00,1.082713442834549289e+00,-1.076989556590053632e-02,1.022091151642937484e-01
2.091298259651930280e+01,2.647281548231526505e-01,2.816106710411272473e+00,1.082384376435936879e+00,-1.076703686071928123e-02,-1.885472105854752722e-01
2.091778355671134193e+01,2.646764695404235646e-01,2.815845539178475132e+00,1.082055430765876736e+00,-1.076417911821815621e-02,-1.039710273280415598e-01
2.092258451690338106e+01,2.646247979769419945e-01,2.815584360031818001e+00,1.081726605776292649e+00,-1.076132233807360061e-02,-3.679811471965682146e-01
2.092738547709542019e+01,2.645731401281348205e-01,2.815323172989942169e+00,1.081397901419127727e+00,-1.075846651995884806e-02,-1.605430124631206379e-01
2.093218643728745931e+01,2.645214959894276463e-01,2.815061978071479842e+00,1.081069317646345285e+00,-1.075561166354441212e-02,2.113816261660992485e-02
2.093698739747949489e+01,2.644698655562449097e-01,2.814800775295054347e+00,1.080740854409928842e+00,-1.075275776849798914e-02,-2.764686125419202681e-02
2.094178835767153402e+01,2.644182488240094941e-01,2.814539564679280126e+00,1.080412511661881458e+00,-1.074990483448409750e-02,4.703907646086236127e-02
2.094658931786357314e+01,2.643666457881432286e-01,2.814278346242763185e+00,1.080084289354226401e+00,-1.074705286116481306e-02,-1.570161261546367260e-01
2.095139027805561227e+01,2.643150564440666650e-01,2.814017120004100647e+00,1.079756187439007142e+00,-1.074420184819907531e-02,1.014212151783843718e-01
2.095619123824764785e+01,2.642634807871989677e-01,2.813755885981881644e+00,1.079428205868287360e+00,-1.074135179524296491e-02,-3.074755932130202041e-01
2.096099219843968697e+01,2.642119188129579688e-01,2.813494644194684646e+00,1.079100344594149608e+00,-1.073850270194975920e-02,-1.253936140692754053e-01
2.096579315863172610e+01,2.641603705167603899e-01,2.813233394661081466e+00,1.078772603568697530e+00,-1.073565456796982120e-02,-5.417218710762849998e-01
2.097059411882376523e+01,2.641088358940215097e-01,2.812972137399633699e+00,1.078444982744054537e+00,-1.073280739295071062e-02,-7.354631134213557297e-02
2.097539507901580436e+01,2.640573149401553854e-01,2.812710872428895392e+00,1.078117482072363797e+00,-1.072996117653693404e-02,-1.217534560162282509e-01
2.098019603920783993e+01,2.640058076505749085e-01,2.812449599767411268e+00,1.077790101505788689e+00,-1.072711591837034739e-02,-5.141293440756983246e-02
2.098499699939987906e+01,2.639543140206914162e-01,2.812188319433716721e+00,1.077462840996512350e+00,-1.072427161808990614e-02,1.013368784132846617e-01
2.098979795959191819e+01,2.639028340459151911e-01,2.811927031446339154e+00,1.077135700496737902e+00,-1.072142827533148490e-02,2.493750111966455962e-01
2.099459891978395731e+01,2.638513677216551279e-01,2.811665735823797529e+00,1.076808679958689119e+00,-1.071858588972825210e-02,-2.485822264800434112e-01
2.099939987997599644e+01,2.637999150433189000e-01,2.811404432584601043e+00,1.076481779334608868e+00,-1.071574446091060062e-02,-6.136104626377910515e-02
2.100420084016803202e+01,2.637484760063127931e-01,2.811143121747251339e+00,1.076154998576760669e+00,-1.071290398850568981e-02,-4.050665920844355172e-01
2.100900180036007114e+01,2.636970506060419273e-01,2.810881803330239848e+00,1.075828337637427579e+00,-1.071006447213833368e-02,3.521316815011711898e-01
2.101380276055211027e+01,2.636456388379100346e-01,2.810620477352050450e+00,1.075501796468912641e+00,-1.070722591142993230e-02,2.465753994674376171e-01
2.101860372074414940e+01,2.635942406973196261e-01,2.810359143831158146e+00,1.075175375023539770e+00,-1.070438830599934610e-02,7.972173216746336610e-02
2.102340468093618853e+01,2.635428561796719360e-01,2.810097802786028609e+00,1.074849073253651532e+00,-1.070155165546256282e-02,2.292383069271021201e-01
2.102820564112822410e+01,2.634914852803669216e-01,2.809836454235119962e+00,1.074522891111611811e+00,-1.069871595943240605e-02,1.587996773592896815e-01
2.103300660132026323e+01,2.634401279948031527e-01,2.809575098196879672e+00,1.074196828549803362e+00,-1.069588121751925691e-02,-1.396659293607896424e-01
2.103780756151230236e+01,2.633887843183779776e-01,2.809313734689748099e+00,1.073870885520629370e+00,-1.069304742933019359e-02,1.315072865647553824e-01
2.104260852170434148e+01,2.633374542464875234e-01,2.809052363732156277e+00,1.073545061976513448e+00,-1.069021459446978239e-02,2.226497323066695677e-01
2.104740948189638061e+01,2.632861377745265297e-01,2.808790985342526803e+00,1.073219357869898527e+00,-1.068738271253950878e-02,1.493698596906986586e-01
2.105221044208841619e+01,2.632348348978885699e-01,2.808529599539272947e+00,1.072893773153248409e+00,-1.068455178313790221e-02,-2.866584668806966552e-02
2.105701140228045531e+01,2.631835456119657746e-01,2.808268206340799544e+00,1.072568307779045327e+00,-1.068172180586082765e-02,-8.842188294302968932e-02
2.106181236247249444e+01,2.631322699121491082e-01,2.808006805765502545e+00,1.072242961699793273e+00,-1.067889278030123568e-02,4.638002199642788925e-01
2.106661332266453357e+01,2.630810077938282587e-01,2.807745397831769907e+00,1.071917734868015115e+00,-1.067606470604916258e-02,4.347515140997761790e-02
2.107141428285657270e+01,2.630297592523915262e-01,2.807483982557979818e+00,1.071592627236254147e+00,-1.067323758269167477e-02,9.855435243939994483e-02
2.107621524304860827e+01,2.629785242832260450e-01,2.807222559962502029e+00,1.071267638757073648e+00,-1.067041140981310476e-02,-2.911681424837677112e-01
2.108101620324064740e+01,2.629273028817175617e-01,2.806961130063698295e+00,1.070942769383056881e+00,-1.066758618699478744e-02,1.258960842560950255e-01
2.108581716343268653e+01,2.628760950432506016e-01,2.806699692879920160e+00,1.070618019066806648e+00,-1.066476191381533767e-02,3.872711193860674250e-02
2.109061812362472565e+01,2.628249007632084133e-01,2.806438248429512061e+00,1.070293387760946624e+00,-1.066193858985045595e-02,-1.830193731541171764e-01
2.109541908381676478e+01,2.627737200369728576e-01,2.806176796730808665e+00,1.069968875418119580e+00,-1.065911621467266479e-02,2.472448710446509546e-01
2.110022004400880036e+01,2.627225528599247406e-01,2.805915337802136200e+00,1.069644481990989160e+00,-1.065629478785221074e-02,-1.119489423573842742e-02
2.110502100420083949e+01,2.626713992274433140e-01,2.805653871661812016e+00,1.069320207432238323e+00,-1.065347430895588476e-02,1.189858555782992711e-01
2.110982196439287861e+01,2.626202591349066640e-01,2.805392398328144576e+00,1.068996051694570015e+00,-1.065065477754795209e-02,8.146693691481624033e-02
2.111462292458491774e+01,2.625691325776915996e-01,2.805130917819434355e+00,1.068672014730707609e+00,-1.064783619318956931e-02,-1.504874251439076160e-01
2.111942388477695687e+01,2.625180195511736536e-01,2.804869430153972054e+00,1.068348096493394239e+00,-1.064501855543921460e-02,4.723417678770579220e-02
2.112422484496899244e+01,2.624669200507270816e-01,2.804607935350040826e+00,1.068024296935393469e+00,-1.064220186385241018e-02,2.661972487779230567e-01
2.112902580516103157e+01,2.624158340717248072e-01,2.804346433425913609e+00,1.067700616009487957e+00,-1.063938611798183331e-02,-2.317766942234693039e-01
2.113382676535307070e+01,2.623647616095384771e-01,2.804084924399855794e+00,1.067377053668480791e+00,-1.063657131737717754e-02,-2.179955785409327107e-01
2.113862772554510983e+01,2.623137026595384613e-01,2.803823408290123442e+00,1.067053609865195485e+00,-1.063375746158534696e-02,-1.929739803637194051e-01
2.114342868573714895e+01,2.622626572170938530e-01,2.803561885114964181e+00,1.066730284552474872e+00,-1.063094455015044237e-02,1.374489245375267177e-01
2.114822964592918453e+01,2.622116252775725243e-01,2.803300354892617197e+00,1.066407077683182658e+00,-1.062813258261349758e-02,-1.031145513482321363e-01
2.115303060612122366e+01,2.621606068363409592e-01,2.803038817641311908e+00,1.066083989210201199e+00,-1.062532155851279858e-02,4.815919535637339099e-02
2.115783156631326278e+01,2.621096018887643098e-01,2.802777273379269740e+00,1.065761019086434169e+00,-1.062251147738374479e-02,2.177386217904882793e-01
2.116263252650530191e+01,2.620586104302066732e-01,2.802515722124703679e+00,1.065438167264804559e+00,-1.061970233875887681e-02,-2.358355407435706041e-01
2.116743348669734104e+01,2.620076324560305925e-01,2.802254163895816941e+00,1.065115433698255565e+00,-1.061689414216766825e-02,2.839354708620101531e-01
2.117223444688937661e+01,2.619566679615975557e-01,2.801992598710804749e+00,1.064792818339750369e+00,-1.061408688713708082e-02,-4.973596158147585572e-03
2.117703540708141574e+01,2.619057169422676079e-01,2.801731026587853446e+00,1.064470321142271692e+00,-1.061128057319088436e-02,-4.583268942848028188e-02
2.118183636727345487e+01,2.618547793933995171e-01,2.801469447545140490e+00,1.064147942058823126e+00,-1.060847519985011478e-02,2.951213144373695529e-01
2.118663732746549400e+01,2.618038553103508859e-01,2.801207861600835347e+00,1.063825681042427362e+00,-1.060567076663279651e-02,8.061901607559825156e-02
2.119143828765753312e+01,2.617529446884779287e-01,2.800946268773097270e+00,1.063503538046127739e+00,-1.060286727305434495e-02,-2.738804059216622955e-01
2.119623924784956870e+01,2.617020475231356946e-01,2.800684669080078404e+00,1.063181513022987801e+00,-1.060006471862696975e-02,-2.267406872196068429e-02
