t,w,s,q,c,dw_dt,dw_dt_noisy
2.100420084016803202e+01,1.211749896693970641e+01,1.007605634451576915e+00,1.007139231519379008e+00,1.000910394456902663e+00,3.282248234131184828e-01,3.424966509548620364e-01
2.101020204040808181e+01,1.211946855107786192e+01,1.007602836741714025e+00,1.007136781408601856e+00,1.000909671280720836e+00,3.281719291909702685e-01,3.386457824218890300e-01
2.101620324064812806e+01,1.212143781786365615e+01,1.007600041115496170e+00,1.007134332992520420e+00,1.000908948971565238e+00,3.281190606025028988e-01,3.386329377759916825e-01
2.102220444088817786e+01,1.212340676745091628e+01,1.007597247569981480e+00,1.007131886269615029e+00,1.000908227528348071e+00,3.280662176268420160e-01,3.214676183008177146e-01
2.102820564112822410e+01,1.212537539999334868e+01,1.007594456102253844e+00,1.007129441238359124e+00,1.000907506949974213e+00,3.280134002431381868e-01,3.172317851227107188e-01
2.103420684136827390e+01,1.212734371564453539e+01,1.007591666709421796e+00,1.007126997897218823e+00,1.000906787235340545e+00,3.279606084305669578e-01,3.202196375475271362e-01
2.104020804160832014e+01,1.212931171455793233e+01,1.007588879388619407e+00,1.007124556244653801e+00,1.000906068383336400e+00,3.279078421683285782e-01,3.285492276043442406e-01
2.104620924184836994e+01,1.213127939688687462e+01,1.007586094137005617e+00,1.007122116279117297e+00,1.000905350392842896e+00,3.278551014356485549e-01,3.247268253984008646e-01
2.105221044208841619e+01,1.213324676278457304e+01,1.007583310951764899e+00,1.007119677999054996e+00,1.000904633262734489e+00,3.278023862117768195e-01,3.310003858997033754e-01
2.105821164232846598e+01,1.213521381240411756e+01,1.007580529830106819e+00,1.007117241402905927e+00,1.000903916991876530e+00,3.277496964759881726e-01,3.383568088499615545e-01
2.106421284256851223e+01,1.213718054589846496e+01,1.007577750769266034e+00,1.007114806489103120e+00,1.000903201579127710e+00,3.276970322075823949e-01,3.288916677132209254e-01
2.107021404280855847e+01,1.213914696342046007e+01,1.007574973766502513e+00,1.007112373256071391e+00,1.000902487023338283e+00,3.276443933858838586e-01,3.450942092881612577e-01
2.107621524304860827e+01,1.214111306512281985e+01,1.007572198819101539e+00,1.007109941702230227e+00,1.000901773323351174e+00,3.275917799902415828e-01,3.202513029483166074e-01
2.108221644328865452e+01,1.214307885115813157e+01,1.007569425924373485e+00,1.007107511825991120e+00,1.000901060478001314e+00,3.275391920000293444e-01,3.343146327203767587e-01
2.108821764352870431e+01,1.214504432167887060e+01,1.007566655079654039e+00,1.007105083625759345e+00,1.000900348486116309e+00,3.274866293946456230e-01,3.273299835431597860e-01
2.109421884376875056e+01,1.214700947683737553e+01,1.007563886282303534e+00,1.007102657099933296e+00,1.000899637346515547e+00,3.274340921535133786e-01,3.379646130179101982e-01
2.110022004400880036e+01,1.214897431678587303e+01,1.007561119529708504e+00,1.007100232246904259e+00,1.000898927058010646e+00,3.273815802560803290e-01,3.274975048614210404e-01
2.110622124424884660e+01,1.215093884167645832e+01,1.007558354819279911e+00,1.007097809065057303e+00,1.000898217619405894e+00,3.273290936818184504e-01,3.224579345463324254e-01
2.111222244448889640e+01,1.215290305166110763e+01,1.007555592148454027e+00,1.007095387552769949e+00,1.000897509029497590e+00,3.272766324102246438e-01,3.264701851319238846e-01
2.111822364472894265e+01,1.215486694689166924e+01,1.007552831514692659e+00,1.007092967708413722e+00,1.000896801287074256e+00,3.272241964208200127e-01,3.188570635473110815e-01
2.112422484496899244e+01,1.215683052751987248e+01,1.007550072915482486e+00,1.007090549530352375e+00,1.000896094390916868e+00,3.271717856931502522e-01,3.166130045991925601e-01
2.113022604520903869e+01,1.215879379369732050e+01,1.007547316348335720e+00,1.007088133016943665e+00,1.000895388339798631e+00,3.271194002067854267e-01,3.355612712452671897e-01
2.113622724544908849e+01,1.216075674557549036e+01,1.007544561810789663e+00,1.007085718166538024e+00,1.000894683132484531e+00,3.270670399413202478e-01,3.214407663245407720e-01
2.114222844568913473e+01,1.216271938330574187e+01,1.007541809300406266e+00,1.007083304977479443e+00,1.000893978767732451e+00,3.270147048763731856e-01,3.395633401783975658e-01
2.114822964592918453e+01,1.216468170703930518e+01,1.007539058814773680e+00,1.007080893448105030e+00,1.000893275244292280e+00,3.269623949915880234e-01,3.525178118867895449e-01
2.115423084616923077e+01,1.216664371692728963e+01,1.007536310351504483e+00,1.007078483576744787e+00,1.000892572560906135e+00,3.269101102666319147e-01,3.235366584046496796e-01
2.116023204640928057e+01,1.216860541312068023e+01,1.007533563908236562e+00,1.007076075361722056e+00,1.000891870716308363e+00,3.268578506811969375e-01,3.359682903668358422e-01
2.116623324664932682e+01,1.217056679577033940e+01,1.007530819482633788e+00,1.007073668801353516e+00,1.000891169709225759e+00,3.268056162149992061e-01,3.263757846688448705e-01
2.117223444688937661e+01,1.217252786502700523e+01,1.007528077072384010e+00,1.007071263893948743e+00,1.000890469538376903e+00,3.267534068477789266e-01,3.081574520061279299e-01
2.117823564712942286e+01,1.217448862104128970e+01,1.007525336675201055e+00,1.007068860637811092e+00,1.000889770202473272e+00,3.267012225593007302e-01,3.260997989694014443e-01
2.118423684736947266e+01,1.217644906396368754e+01,1.007522598288824067e+00,1.007066459031236372e+00,1.000889071700218347e+00,3.266490633293535062e-01,3.417792415284943708e-01
2.119023804760951890e+01,1.217840919394456201e+01,1.007519861911016612e+00,1.007064059072513729e+00,1.000888374030307615e+00,3.265969291377498473e-01,3.147512827150961146e-01
2.119623924784956870e+01,1.218036901113415915e+01,1.007517127539568680e+00,1.007061660759926092e+00,1.000887677191429015e+00,3.265448199643270488e-01,3.251929182316326550e-01
2.120224044808961494e+01,1.218232851568259534e+01,1.007514395172294019e+00,1.007059264091748840e+00,1.000886981182262936e+00,3.264927357889460535e-01,3.250125830906719360e-01
2.120824164832966474e+01,1.218428770773987146e+01,1.007511664807032803e+00,1.007056869066250915e+00,1.000886286001481551e+00,3.264406765914920072e-01,3.122009284327274536e-01
2.121424284856971099e+01,1.218624658745585698e+01,1.007508936441649849e+00,1.007054475681694372e+00,1.000885591647749928e+00,3.263886423518740920e-01,3.298051298974739032e-01
2.122024404880976078e+01,1.218820515498030055e+01,1.007506210074035291e+00,1.007052083936334608e+00,1.000884898119724697e+00,3.263366330500255263e-01,3.251057281004351984e-01
2.122624524904980703e+01,1.219016341046282825e+01,1.007503485702104129e+00,1.007049693828419912e+00,1.000884205416055384e+00,3.262846486659034539e-01,3.323129470240480665e-01
2.123224644928985683e+01,1.219212135405294362e+01,1.007500763323797344e+00,1.007047305356191691e+00,1.000883513535383296e+00,3.262326891794888883e-01,3.269682848639736683e-01
2.123824764952990307e+01,1.219407898590002048e+01,1.007498042937080340e+00,1.007044918517885135e+00,1.000882822476342415e+00,3.261807545707869904e-01,3.122092809609305353e-01
2.124424884976995287e+01,1.219603630615331546e+01,1.007495324539944059e+00,1.007042533311728105e+00,1.000882132237558286e+00,3.261288448198264023e-01,3.276506582006578627e-01
2.125025005000999911e+01,1.219799331496196082e+01,1.007492608130404976e+00,1.007040149735941581e+00,1.000881442817649569e+00,3.260769599066600244e-01,3.325337971353062860e-01
2.125625125025004891e+01,1.219995001247496091e+01,1.007489893706503992e+00,1.007037767788740323e+00,1.000880754215226931e+00,3.260250998113646825e-01,3.236891115797896901e-01
2.126225245049009516e+01,1.220190639884119932e+01,1.007487181266307763e+00,1.007035387468331322e+00,1.000880066428892601e+00,3.259732645140402951e-01,3.317549622619546668e-01
2.126825365073014495e+01,1.220386247420943882e+01,1.007484470807908261e+00,1.007033008772915794e+00,1.000879379457242147e+00,3.259214539948114275e-01,3.315347836802217119e-01
2.127425485097019120e+01,1.220581823872831251e+01,1.007481762329422326e+00,1.007030631700687628e+00,1.000878693298862476e+00,3.258696682338256823e-01,3.044262337978089761e-01
2.128025605121024100e+01,1.220777369254633449e+01,1.007479055828992109e+00,1.007028256249833609e+00,1.000878007952333393e+00,3.258179072112547536e-01,3.321750810006163235e-01
2.128625725145028724e+01,1.220972883581189095e+01,1.007476351304784856e+00,1.007025882418534302e+00,1.000877323416226705e+00,3.257661709072941503e-01,3.055403282555845257e-01
2.129225845169033704e+01,1.221168366867325084e+01,1.007473648754993345e+00,1.007023510204963168e+00,1.000876639689106229e+00,3.257144593021624734e-01,3.128041682733236351e-01
2.129825965193038328e+01,1.221363819127855521e+01,1.007470948177835224e+00,1.007021139607286786e+00,1.000875956769528674e+00,3.256627723761025273e-01,3.242901717468997247e-01
2.130426085217043308e+01,1.221559240377581901e+01,1.007468249571553454e+00,1.007018770623664849e+00,1.000875274656042313e+00,3.256111101093804305e-01,3.157309053513883135e-01
2.131026205241047933e+01,1.221754630631293992e+01,1.007465552934416531e+00,1.007016403252250836e+00,1.000874593347188091e+00,3.255594724822860053e-01,3.173609626676924256e-01
2.131626325265052913e+01,1.221949989903768774e+01,1.007462858264717376e+00,1.007014037491190672e+00,1.000873912841499180e+00,3.255078594751323884e-01,3.364841142000986052e-01
2.132226445289057537e+01,1.222145318209770792e+01,1.007460165560775112e+00,1.007011673338623625e+00,1.000873233137500762e+00,3.254562710682566973e-01,3.145440772241001048e-01
2.132826565313062517e+01,1.222340615564052690e+01,1.007457474820933063e+00,1.007009310792682744e+00,1.000872554233710687e+00,3.254047072420189757e-01,3.370823056032189458e-01
2.133426685337067141e+01,1.222535881981354144e+01,1.007454786043560535e+00,1.007006949851493527e+00,1.000871876128638815e+00,3.253531679768031371e-01,3.434504139939134615e-01
2.134026805361072121e+01,1.222731117476402929e+01,1.007452099227051701e+00,1.007004590513174813e+00,1.000871198820787011e+00,3.253016532530162985e-01,3.391441495539532225e-01
2.134626925385076746e+01,1.222926322063914384e+01,1.007449414369825824e+00,1.007002232775839001e+00,1.000870522308650035e+00,3.252501630510890585e-01,3.139484830708315077e-01
2.135227045409081725e+01,1.223121495758591237e+01,1.007446731470327705e+00,1.006999876637591385e+00,1.000869846590714207e+00,3.251986973514754964e-01,3.095605460444930124e-01
2.135827165433086350e+01,1.223316638575123960e+01,1.007444050527027235e+00,1.006997522096530595e+00,1.000869171665458524e+00,3.251472561346528956e-01,3.254855306651965319e-01
2.136427285457091330e+01,1.223511750528190944e+01,1.007441371538419395e+00,1.006995169150747937e+00,1.000868497531354429e+00,3.250958393811219649e-01,3.460473586835919879e-01
2.137027405481095954e+01,1.223706831632457792e+01,1.007438694503024257e+00,1.006992817798328943e+00,1.000867824186864929e+00,3.250444470714063949e-01,3.226002889567672338e-01
2.137627525505100934e+01,1.223901881902578204e+01,1.007436019419387652e+00,1.006990468037351150e+00,1.000867151630445928e+00,3.249930791860537460e-01,3.190423237661950129e-01
2.138227645529105558e+01,1.224096901353192735e+01,1.007433346286079834e+00,1.006988119865886100e+00,1.000866479860545333e+00,3.249417357056342825e-01,3.233903024774966717e-01
2.138827765553110538e+01,1.224291889998930749e+01,1.007430675101696815e+00,1.006985773281998231e+00,1.000865808875603502e+00,3.248904166107417502e-01,3.321065934662093544e-01
2.139427885577115163e+01,1.224486847854408111e+01,1.007428005864859921e+00,1.006983428283745097e+00,1.000865138674052579e+00,3.248391218819929316e-01,3.364648668429377487e-01
2.140028005601120142e+01,1.224681774934229139e+01,1.007425338574215123e+00,1.006981084869177590e+00,1.000864469254317379e+00,3.247878515000277022e-01,3.244258652540381038e-01
2.140628125625124767e+01,1.224876671252985005e+01,1.007422673228433929e+00,1.006978743036339941e+00,1.000863800614814947e+00,3.247366054455094186e-01,3.230874537572189786e-01
2.141228245649129747e+01,1.225071536825255514e+01,1.007420009826213159e+00,1.006976402783268831e+00,1.000863132753954554e+00,3.246853836991242526e-01,3.294507534900469881e-01
2.141828365673134371e+01,1.225266371665607146e+01,1.007417348366274501e+00,1.006974064107995392e+00,1.000862465670137480e+00,3.246341862415812463e-01,3.246427951410525981e-01
2.142428485697139351e+01,1.225461175788594659e+01,1.007414688847365403e+00,1.006971727008542539e+00,1.000861799361757676e+00,3.245830130536130897e-01,3.201297784340236818e-01
2.143028605721143975e+01,1.225655949208760020e+01,1.007412031268257735e+00,1.006969391482927412e+00,1.000861133827201099e+00,3.245318641159748996e-01,3.064922596180880698e-01
2.143628725745148955e+01,1.225850691940633297e+01,1.007409375627749348e+00,1.006967057529159604e+00,1.000860469064845937e+00,3.244807394094451070e-01,3.253471002111941179e-01
2.144228845769153580e+01,1.226045403998731587e+01,1.007406721924662962e+00,1.006964725145242712e+00,1.000859805073062825e+00,3.244296389148250692e-01,3.180415835792541057e-01
2.144828965793158559e+01,1.226240085397560442e+01,1.007404070157846165e+00,1.006962394329173005e+00,1.000859141850214407e+00,3.243785626129387367e-01,3.216853819696768868e-01
2.145429085817163184e+01,1.226434736151611915e+01,1.007401420326172525e+00,1.006960065078939648e+00,1.000858479394655776e+00,3.243275104846338186e-01,3.210295664468443833e-01
2.146029205841168164e+01,1.226629356275367044e+01,1.007398772428540035e+00,1.006957737392525587e+00,1.000857817704734254e+00,3.242764825107798399e-01,3.150725390613463017e-01
2.146629325865172788e+01,1.226823945783293368e+01,1.007396126463872443e+00,1.006955411267906664e+00,1.000857156778789392e+00,3.242254786722698623e-01,3.294476818902965509e-01
2.147229445889177768e+01,1.227018504689846701e+01,1.007393482431118370e+00,1.006953086703052058e+00,1.000856496615152968e+00,3.241744989500197072e-01,3.345415215127118813e-01
2.147829565913182392e+01,1.227213033009470067e+01,1.007390840329251747e+00,1.006950763695923845e+00,1.000855837212149213e+00,3.241235433249677333e-01,3.290841531832661704e-01
2.148429685937187372e+01,1.227407530756594589e+01,1.007388200157271818e+00,1.006948442244477437e+00,1.000855178568093917e+00,3.240726117780752813e-01,3.171995265264723751e-01
2.149029805961191997e+01,1.227601997945638779e+01,1.007385561914202921e+00,1.006946122346661809e+00,1.000854520681296211e+00,3.240217042903262290e-01,3.254049258532270561e-01
2.149629925985196977e+01,1.227796434591008712e+01,1.007382925599094481e+00,1.006943804000418385e+00,1.000853863550056788e+00,3.239708208427276026e-01,3.306403469625542879e-01
2.150230046009201601e+01,1.227990840707098386e+01,1.007380291211021683e+00,1.006941487203682373e+00,1.000853207172668791e+00,3.239199614163086882e-01,3.225583789097887788e-01
2.150830166033206581e+01,1.228185216308289007e+01,1.007377658749084137e+00,1.006939171954381873e+00,1.000852551547417368e+00,3.238691259921216425e-01,3.305312750845542658e-01
2.151430286057211205e+01,1.228379561408949705e+01,1.007375028212406987e+00,1.006936858250438327e+00,1.000851896672580343e+00,3.238183145512410488e-01,3.093266704014293045e-01
2.152030406081216185e+01,1.228573876023437172e+01,1.007372399600140911e+00,1.006934546089766291e+00,1.000851242546427322e+00,3.237675270747644718e-01,3.212645085134072098e-01
2.152630526105220810e+01,1.228768160166223566e+01,1.007369772908846439e+00,1.006932235471109660e+00,1.000850589169307137e+00,3.237167635438613078e-01,3.377819909765219508e-01
2.153230646129225789e+01,1.228962413851876789e+01,1.007367148131892876e+00,1.006929926394366737e+00,1.000849936543665386e+00,3.236660239396862426e-01,3.333356679346889395e-01
2.153830766153230414e+01,1.229156637094751403e+01,1.007364525266064126e+00,1.006927618858442619e+00,1.000849284668894335e+00,3.236153082432783323e-01,3.220426397098718474e-01
2.154430886177235394e+01,1.229350829909187581e+01,1.007361904308234246e+00,1.006925312862215094e+00,1.000848633544321409e+00,3.235646164356967835e-01,3.244993819028667570e-01
2.155031006201240018e+01,1.229544992309514306e+01,1.007359285255300829e+00,1.006923008404555953e+00,1.000847983169266930e+00,3.235139484980227853e-01,3.448006768977742165e-01
2.155631126225244998e+01,1.229739124310050258e+01,1.007356668104184116e+00,1.006920705484330103e+00,1.000847333543043005e+00,3.234633044113589539e-01,3.341509018667480624e-01
2.156231246249249622e+01,1.229933225925102569e+01,1.007354052851827886e+00,1.006918404100395570e+00,1.000846684664954411e+00,3.234126841568301103e-01,3.161425723160330437e-01
2.156831366273254602e+01,1.230127297168967715e+01,1.007351439495198786e+00,1.006916104251604827e+00,1.000846036534298156e+00,3.233620877155827800e-01,3.262439170711367575e-01
2.157431486297259227e+01,1.230321338055931157e+01,1.007348828031286780e+00,1.006913805936802797e+00,1.000845389150363696e+00,3.233115150687853045e-01,3.185324037345520498e-01
2.158031606321264206e+01,1.230515348600267878e+01,1.007346218457104259e+00,1.006911509154828854e+00,1.000844742512432717e+00,3.232609661976274529e-01,3.171539879909107129e-01
2.158631726345268831e+01,1.230709328816241133e+01,1.007343610769687592e+00,1.006909213904515266e+00,1.000844096619779133e+00,3.232104410833210317e-01,3.109286917422157681e-01
2.159231846369273811e+01,1.230903278718104055e+01,1.007341004966095799e+00,1.006906920184687859e+00,1.000843451471669088e+00,3.231599397070994417e-01,3.301390068933384159e-01
2.159831966393278435e+01,1.231097198320098407e+01,1.007338401043410991e+00,1.006904627994166246e+00,1.000842807067361839e+00,3.231094620502177883e-01,3.451921648249323682e-01
2.160432086417283415e+01,1.231291087636455295e+01,1.007335798998738374e+00,1.006902337331763375e+00,1.000842163406107987e+00,3.230590080939527153e-01,3.315325259170788796e-01
2.161032206441288039e+01,1.231484946681394632e+01,1.007333198829206466e+00,1.006900048196285535e+00,1.000841520487150804e+00,3.230085778196024604e-01,3.098142372528757127e-01
2.161632326465293019e+01,1.231678775469125675e+01,1.007330600531966436e+00,1.006897760586532575e+00,1.000840878309726234e+00,3.229581712084869105e-01,3.281596219707533235e-01
2.162232446489297644e+01,1.231872574013846489e+01,1.007328004104193209e+00,1.006895474501298127e+00,1.000840236873062228e+00,3.229077882419476020e-01,3.082035583373292642e-01
2.162832566513302623e+01,1.232066342329744657e+01,1.007325409543083916e+00,1.006893189939369160e+00,1.000839596176378965e+00,3.228574289013472765e-01,3.250264790328767361e-01
2.163432686537307248e+01,1.232260080430996396e+01,1.007322816845859892e+00,1.006890906899525762e+00,1.000838956218889519e+00,3.228070931680707689e-01,3.332851516531129543e-01
2.164032806561312228e+01,1.232453788331767264e+01,1.007320226009764674e+00,1.006888625380542246e+00,1.000838316999798305e+00,3.227567810235237866e-01,3.375133290765843785e-01
2.164632926585316852e+01,1.232647466046211804e+01,1.007317637032065116e+00,1.006886345381185821e+00,1.000837678518303298e+00,3.227064924491338527e-01,3.238984242650314593e-01
2.165233046609321832e+01,1.232841113588473725e+01,1.007315049910051385e+00,1.006884066900217478e+00,1.000837040773593589e+00,3.226562274263496954e-01,3.258638929606835211e-01
2.165833166633326456e+01,1.233034730972685722e+01,1.007312464641036520e+00,1.006881789936391769e+00,1.000836403764851612e+00,3.226059859366416926e-01,3.227218271286910745e-01
2.166433286657331436e+01,1.233228318212969654e+01,1.007309881222356873e+00,1.006879514488456362e+00,1.000835767491251360e+00,3.225557679615013718e-01,3.208452955585875954e-01
2.167033406681336061e+01,1.233421875323436367e+01,1.007307299651371668e+00,1.006877240555152930e+00,1.000835131951959944e+00,3.225055734824419651e-01,3.381383580874130490e-01
2.167633526705341040e+01,1.233615402318186227e+01,1.007304719925463443e+00,1.006874968135216042e+00,1.000834497146136037e+00,3.224554024809975217e-01,3.129342860770112922e-01
2.168233646729345665e+01,1.233808899211307697e+01,1.007302142042037385e+00,1.006872697227374491e+00,1.000833863072930985e+00,3.224052549387237954e-01,3.064815583215773076e-01
2.168833766753350645e+01,1.234002366016879648e+01,1.007299565998522439e+00,1.006870427830349968e+00,1.000833229731488361e+00,3.223551308371977453e-01,3.398905865764867973e-01
2.169433886777355269e+01,1.234195802748968696e+01,1.007296991792370422e+00,1.006868159942858165e+00,1.000832597120944634e+00,3.223050301580175359e-01,3.449824418611645571e-01
2.170034006801360249e+01,1.234389209421631683e+01,1.007294419421055576e+00,1.006865893563607672e+00,1.000831965240427612e+00,3.222549528828024812e-01,3.063168066477812146e-01
2.170634126825364874e+01,1.234582586048913733e+01,1.007291848882076346e+00,1.006863628691300860e+00,1.000831334089058222e+00,3.222048989931933227e-01,3.315965081812494719e-01
2.171234246849369853e+01,1.234775932644849661e+01,1.007289280172953383e+00,1.006861365324634106e+00,1.000830703665949395e+00,3.221548684708517296e-01,3.302419490066701435e-01
2.171834366873374478e+01,1.234969249223462562e+01,1.007286713291230873e+00,1.006859103462296456e+00,1.000830073970206291e+00,3.221048612974607428e-01,3.179194527189624364e-01
2.172434486897379458e+01,1.235162535798765759e+01,1.007284148234476095e+00,1.006856843102970744e+00,1.000829445000926965e+00,3.220548774547243864e-01,3.125190688895178037e-01
2.173034606921384082e+01,1.235355792384760676e+01,1.007281585000279422e+00,1.006854584245333584e+00,1.000828816757201034e+00,3.220049169243679454e-01,3.236058214480290740e-01
2.173634726945389062e+01,1.235549018995438253e+01,1.007279023586253874e+00,1.006852326888054927e+00,1.000828189238111232e+00,3.219549796881376325e-01,3.186411312303077947e-01
2.174234846969393686e+01,1.235742215644778419e+01,1.007276463990036230e+00,1.006850071029798066e+00,1.000827562442731633e+00,3.219050657278006988e-01,3.301157360240564720e-01
2.174834966993398666e+01,1.235935382346750266e+01,1.007273906209285919e+00,1.006847816669220075e+00,1.000826936370129649e+00,3.218551750251456567e-01,3.155524735624288257e-01
2.175435087017403291e+01,1.236128519115311697e+01,1.007271350241685681e+00,1.006845563804970922e+00,1.000826311019364478e+00,3.218053075619818348e-01,3.336286447427820323e-01
2.176035207041408270e+01,1.236321625964410131e+01,1.007268796084941131e+00,1.006843312435695026e+00,1.000825686389487768e+00,3.217554633201394898e-01,3.154701791752763662e-01
2.176635327065412895e+01,1.236514702907981800e+01,1.007266243736781419e+00,1.006841062560029476e+00,1.000825062479543615e+00,3.217056422814700833e-01,3.380361255594439007e-01
2.177235447089417875e+01,1.236707749959952274e+01,1.007263693194958121e+00,1.006838814176605368e+00,1.000824439288568124e+00,3.216558444278457274e-01,3.305729278341147381e-01
2.177835567113422499e+01,1.236900767134235579e+01,1.007261144457246571e+00,1.006836567284047135e+00,1.000823816815590295e+00,3.216060697411597946e-01,3.330191928138808155e-01
2.178435687137427479e+01,1.237093754444735616e+01,1.007258597521444976e+00,1.006834321880972327e+00,1.000823195059630688e+00,3.215563182033261969e-01,3.177274618685097529e-01
2.179035807161432103e+01,1.237286711905344916e+01,1.007256052385374412e+00,1.006832077965992722e+00,1.000822574019702760e+00,3.215065897962798847e-01,3.192447342359629459e-01
2.179635927185437083e+01,1.237479639529945175e+01,1.007253509046879270e+00,1.006829835537712992e+00,1.000821953694812194e+00,3.214568845019766252e-01,3.205699432161019935e-01
2.180236047209441708e+01,1.237672537332407252e+01,1.007250967503826811e+00,1.006827594594731812e+00,1.000821334083956904e+00,3.214072023023927249e-01,3.332875307188727376e-01
2.180836167233446687e+01,1.237865405326591173e+01,1.007248427754107833e+00,1.006825355135640754e+00,1.000820715186127474e+00,3.213575431795259729e-01,3.147767749648550106e-01
2.181436287257451312e+01,1.238058243526345414e+01,1.007245889795636007e+00,1.006823117159025172e+00,1.000820097000306053e+00,3.213079071153942534e-01,3.135012837624643889e-01
2.182036407281456292e+01,1.238251051945508685e+01,1.007243353626347648e+00,1.006820880663464424e+00,1.000819479525468125e+00,3.212582940920363783e-01,3.190354102226625188e-01
2.182636527305460916e+01,1.238443830597907613e+01,1.007240819244203056e+00,1.006818645647530541e+00,1.000818862760580519e+00,3.212087040915120317e-01,3.248046661292644521e-01
2.183236647329465896e+01,1.238636579497358703e+01,1.007238286647184955e+00,1.006816412109789560e+00,1.000818246704603398e+00,3.211591370959014924e-01,3.203930786836865496e-01
2.183836767353470520e+01,1.238829298657667266e+01,1.007235755833299162e+00,1.006814180048800633e+00,1.000817631356488269e+00,3.211095930873054671e-01,3.205004888259378459e-01
2.184436887377475500e+01,1.239021988092627602e+01,1.007233226800575254e+00,1.006811949463116918e+00,1.000817016715179530e+00,3.210600720478459791e-01,3.079515295644578154e-01
2.185037007401480125e+01,1.239214647816023351e+01,1.007230699547064789e+00,1.006809720351284687e+00,1.000816402779614034e+00,3.210105739596647023e-01,3.148542933764249541e-01
2.185637127425485104e+01,1.239407277841626964e+01,1.007228174070843751e+00,1.006807492711843999e+00,1.000815789548720414e+00,3.209610988049247382e-01,3.102634927720853142e-01
2.186237247449489729e+01,1.239599878183200055e+01,1.007225650370010106e+00,1.006805266543328026e+00,1.000815177021420421e+00,3.209116465658095607e-01,3.314077212158746955e-01
2.186837367473494709e+01,1.239792448854493578e+01,1.007223128442685356e+00,1.006803041844263724e+00,1.000814565196627148e+00,3.208622172245227944e-01,3.204650702666156925e-01
2.187437487497499333e+01,1.239984989869246945e+01,1.007220608287014318e+00,1.006800818613171611e+00,1.000813954073247025e+00,3.208128107632891579e-01,3.276144183814465038e-01
2.188037607521504313e+01,1.240177501241189795e+01,1.007218089901164682e+00,1.006798596848565319e+00,1.000813343650178044e+00,3.207634271643532986e-01,3.076329666257924256e-01
2.188637727545508938e+01,1.240369982984039332e+01,1.007215573283327004e+00,1.006796376548952265e+00,1.000812733926311093e+00,3.207140664099809024e-01,3.203521044346231417e-01
2.189237847569513917e+01,1.240562435111503170e+01,1.007213058431715380e+00,1.006794157712833648e+00,1.000812124900528843e+00,3.206647284824576949e-01,3.244135020113275147e-01
2.189837967593518542e+01,1.240754857637277375e+01,1.007210545344566555e+00,1.006791940338703562e+00,1.000811516571706639e+00,3.206154133640899406e-01,3.100671107166430573e-01
2.190438087617523522e+01,1.240947250575047178e+01,1.007208034020140808e+00,1.006789724425050103e+00,1.000810908938712274e+00,3.205661210372043879e-01,3.141105861911053787e-01
2.191038207641528146e+01,1.241139613938486796e+01,1.007205524456721291e+00,1.006787509970354266e+00,1.000810302000405549e+00,3.205168514841482130e-01,3.153512330979174050e-01
2.191638327665533126e+01,1.241331947741259967e+01,1.007203016652614025e+00,1.006785296973091270e+00,1.000809695755638939e+00,3.204676046872887984e-01,3.219409384924589723e-01
2.192238447689537750e+01,1.241524251997018879e+01,1.007200510606148791e+00,1.006783085431729452e+00,1.000809090203256924e+00,3.204183806290138992e-01,3.232315501829370330e-01
2.192838567713542730e+01,1.241716526719405245e+01,1.007198006315677796e+00,1.006780875344730708e+00,1.000808485342096210e+00,3.203691792917314762e-01,3.061656170899606511e-01
2.193438687737547355e+01,1.241908771922049937e+01,1.007195503779576562e+00,1.006778666710550052e+00,1.000807881170986624e+00,3.203200006578701964e-01,3.236195410737243705e-01
2.194038807761552334e+01,1.242100987618572461e+01,1.007193002996243703e+00,1.006776459527636947e+00,1.000807277688749330e+00,3.202708447098784328e-01,3.223499933839151232e-01
2.194638927785556959e+01,1.242293173822581842e+01,1.007190503964101147e+00,1.006774253794433305e+00,1.000806674894198389e+00,3.202217114302252088e-01,3.231237291398162959e-01
2.195239047809561583e+01,1.242485330547676092e+01,1.007188006681593695e+00,1.006772049509375266e+00,1.000806072786140311e+00,3.201726008013994762e-01,3.114466272107226374e-01
2.195839167833566563e+01,1.242677457807442032e+01,1.007185511147189239e+00,1.006769846670892088e+00,1.000805471363373389e+00,3.201235128059107815e-01,3.193888649124514423e-01
2.196439287857571188e+01,1.242869555615455823e+01,1.007183017359378985e+00,1.006767645277406587e+00,1.000804870624688592e+00,3.200744474262883221e-01,3.328381391824586366e-01
2.197039407881576167e+01,1.243061623985282971e+01,1.007180525316676789e+00,1.006765445327335362e+00,1.000804270568869336e+00,3.200254046450816681e-01,3.314818630926206211e-01
2.197639527905580792e+01,1.243253662930477255e+01,1.007178035017619822e+00,1.006763246819087909e+00,1.000803671194691269e+00,3.199763844448608729e-01,3.138166261722924455e-01
2.198239647929585772e+01,1.243445672464582685e+01,1.007175546460768789e+00,1.006761049751067949e+00,1.000803072500922264e+00,3.199273868082154748e-01,3.359138063924497208e-01
2.198839767953590396e+01,1.243637652601131016e+01,1.007173059644706825e+00,1.006758854121672320e+00,1.000802474486322646e+00,3.198784117177555508e-01,3.156390030577496120e-01
2.199439887977595376e+01,1.243829603353644409e+01,1.007170574568040600e+00,1.006756659929290976e+00,1.000801877149644969e+00,3.198294591561109401e-01,3.108251890886913338e-01
