T,Pext,P,P_noisy
4.093787575330942445e+02,4.500826636802912617e+03,9.586847294410757968e+03,9.618011143704741698e+03
3.624722336098028563e+02,5.129005371877803555e+03,4.908314648620408661e+03,4.914953873415819544e+03
3.834706408603197474e+02,6.410615345873780825e+03,6.487250846553492920e+03,6.546366999879186551e+03
4.191438816764833746e+02,1.676285481226358797e+03,1.130651037399959023e+04,1.119173499093707505e+04
3.496703209120551605e+02,2.631501480294474277e+03,4.234087021441641809e+03,4.292376207731017530e+03
3.346046357621714264e+02,2.799969708189868015e+03,3.295558407876260389e+03,3.374291316987936625e+03
4.424535406086942544e+02,3.143482154102649929e+03,1.464126762407039496e+04,1.457085531262904260e+04
3.312350780030978399e+02,3.062420677912640713e+03,3.094538742582069062e+03,3.020709441833110304e+03
4.207040066823460620e+02,4.823622632992975014e+03,1.099523371347047760e+04,1.098633641155234363e+04
4.156871842232270637e+02,3.034089786956710213e+03,1.063778152612330086e+04,1.053160043686958488e+04
4.469165658801219934e+02,3.634951992162645183e+03,1.530307387153261698e+04,1.528057282989962187e+04
4.232196764692343436e+02,3.623049833614111321e+03,1.157210177713519624e+04,1.154908944248813532e+04
4.332774629373764128e+02,2.491375720201516742e+03,1.327048689921845107e+04,1.337984611966953344e+04
3.883209453313679091e+02,5.306728988080276395e+03,7.123586547553964920e+03,7.044084989685395158e+03
4.076808740868635823e+02,6.716132201554359199e+03,8.961712293661594231e+03,8.936458551138675830e+03
3.881373375977632918e+02,5.125037304501594008e+03,7.133025548382065608e+03,7.237988010547731392e+03
4.269216129300929197e+02,7.230635017767527643e+03,1.131159086620830021e+04,1.117526344853716182e+04
3.545570457265885693e+02,5.467842334135102647e+03,4.303686875744368990e+03,4.385822938940444146e+03
4.394082485282295920e+02,5.320731064299754507e+03,1.365578252839253946e+04,1.361909310979775910e+04
3.220220841528573033e+02,1.518640500999402320e+03,2.708365809466868086e+03,2.754793856855173999e+03
3.313273724015427888e+02,2.615602422453795043e+03,3.127111850493736256e+03,3.126278313979326867e+03
4.467801717976097962e+02,7.985140316489901124e+03,1.411731990063859121e+04,1.416801205010032209e+04
4.368465460337921513e+02,1.376801827391318056e+03,1.402143563503364021e+04,1.375577599332098544e+04
3.962118211926031108e+02,4.683094103086097675e+03,8.036265705502476521e+03,7.979405742524733796e+03
4.040222516315034227e+02,7.349300724695417557e+03,8.411835702602968013e+03,8.238042839479177928e+03
4.221780467160803596e+02,5.176671097984825792e+03,1.112551324681775986e+04,1.110172093268993376e+04
4.015462499685925195e+02,1.659696463134876467e+03,9.050709296198878292e+03,8.998206412132472906e+03
3.120064009315159410e+02,6.426110596995391461e+03,1.986952675632293904e+03,1.992072375279727567e+03
3.127568587514221576e+02,2.624905575506447349e+03,2.239032983803258048e+03,2.372579530280787367e+03
3.372321939305994078e+02,5.805742051487699428e+03,3.206818910532780137e+03,3.249202500925181084e+03
3.270087939851576948e+02,1.057977308370827814e+03,2.978769431000206168e+03,3.011429073718325981e+03
3.926741158622460262e+02,2.039779961531923163e+03,8.007678003200159765e+03,8.059130281948011543e+03
3.755742123870147111e+02,2.886794594312907066e+03,6.233504386970224004e+03,6.214973870770891153e+03
4.072407359538360652e+02,7.721548614427590110e+03,8.697985732122198897e+03,8.819420882942267781e+03
3.501797610520457056e+02,3.469698018918511025e+03,4.201240916554305841e+03,4.255432485289640681e+03
3.299787463568961812e+02,2.988058191220935896e+03,3.032606599607381213e+03,3.037389969626728998e+03
4.318554271508960483e+02,4.230120250571520955e+03,1.272170246408350249e+04,1.282075039267407737e+04
3.067342410046040868e+02,4.050451129670566843e+03,1.928732416124149040e+03,1.900925499904878279e+03
3.912994408674740043e+02,6.333761534538356500e+03,7.253635069524662867e+03,7.214423528851475567e+03
3.152544329325550052e+02,6.990073805389230984e+03,2.073847043711627521e+03,2.005472276940784241e+03
4.429010658362966524e+02,5.233910153421279574e+03,1.424585078109735150e+04,1.413457000935877841e+04
3.953478851917921588e+02,4.044657526900775338e+03,8.039342402686408604e+03,7.943934931686244454e+03
4.180146428407075518e+02,3.649523745443698317e+03,1.084808827427583128e+04,1.094292535391208548e+04
3.156049433776512956e+02,2.935428170569593021e+03,2.345792691936567735e+03,2.312363912822040675e+03
4.400258690560165178e+02,5.237321276349535765e+03,1.377532727802246154e+04,1.377312496208816992e+04
3.780663262752875653e+02,3.447066545821689942e+03,6.397451517750700077e+03,6.455989532154100743e+03
3.689195872474353450e+02,1.414175839961737438e+03,5.787191115118077505e+03,5.775443045599158722e+03
3.133592301747506212e+02,7.024691366662389555e+03,1.996946051978809464e+03,1.919152254502723281e+03
3.890123128859636381e+02,5.672472149834576157e+03,7.134881316717179288e+03,7.067767839372605522e+03
3.002781861546135929e+02,7.829966343710768342e+03,1.487088112931232217e+03,1.451232624299597092e+03
3.258694165637391507e+02,6.902927182627157890e+03,2.536503686225146339e+03,2.617979038889590356e+03
3.281686394051090474e+02,7.138472612099561957e+03,2.623462975917187578e+03,2.581097126666767053e+03
3.769512899071842185e+02,7.492002863911158784e+03,5.738407324606012480e+03,5.692416674584006614e+03
4.299490490299224348e+02,1.798997163337023267e+03,1.286674527908347955e+04,1.290806545198776439e+04
3.862454091574500126e+02,4.728050201835083499e+03,7.005250931927770580e+03,7.006702701562675429e+03
4.091739202464100345e+02,5.743569555661735649e+03,9.333405206310906578e+03,9.337681960193249324e+03
3.929967448365856058e+02,3.414624173410802996e+03,7.874936601412765413e+03,7.892457249723965106e+03
3.209796290789772684e+02,7.490459237621203101e+03,2.270198495713333159e+03,2.405243827213228087e+03
4.261101918870137411e+02,6.645113890239644206e+03,1.134220792196862203e+04,1.131472406142254476e+04
4.230440453734372568e+02,4.040532939235750746e+03,1.147056212279849751e+04,1.143294963876197289e+04
3.320129886864036735e+02,2.120903336104383015e+03,3.192999436969008912e+03,3.335909894826351319e+03
3.182998607440457590e+02,3.399164263259767267e+03,2.440064717715280040e+03,2.367224413275244387e+03
3.466830422162304330e+02,7.998207474059088781e+03,3.515303515360952133e+03,3.376570798240252316e+03
4.036579296733834781e+02,4.502856099899368928e+03,8.901099153458953879e+03,8.968994649950778694e+03
3.028023074940257402e+02,1.151302126107972526e+03,1.901059051698800658e+03,1.861946238345914253e+03
3.726577128877613063e+02,3.267246415125642670e+03,5.937078451969730850e+03,5.934770683284638835e+03
3.580400396689720992e+02,1.547036425689014095e+03,4.908659400704797008e+03,4.914782610822533570e+03
4.430417460909890224e+02,1.972619691446043817e+03,1.496100783250605855e+04,1.486823487774459863e+04
3.287558848972071246e+02,5.884446246681968660e+03,2.759571464643091986e+03,2.798681177589260187e+03
4.403973989778464215e+02,6.344150577446093848e+03,1.355404108675155294e+04,1.345677013981310847e+04
4.432391206053699761e+02,6.385339941244426882e+03,1.400189999778610763e+04,1.406793254730945046e+04
4.407944948408496657e+02,7.277874241336962768e+03,1.336110564174241335e+04,1.345101142793081090e+04
4.092294715961713223e+02,2.635952573470053721e+03,9.862252904675640821e+03,9.806028017406273648e+03
4.276511410778433060e+02,3.990448415330562057e+03,1.214200223953753994e+04,1.222819737975299358e+04
4.229594874786433820e+02,7.799610459857039132e+03,1.062793139904626514e+04,1.064126213516190001e+04
3.642825057617574203e+02,6.683212588817212236e+03,4.850644626542672086e+03,4.996416452063536781e+03
4.454816442306131989e+02,7.654849068274409547e+03,1.400495559174508344e+04,1.400615592657121488e+04
4.104442170693138792e+02,6.802152000761763702e+03,9.272141843565443196e+03,9.127803011589725429e+03
3.571001758626819083e+02,6.456583576594440274e+03,4.364467671609491845e+03,4.218171406080765337e+03
3.646694822011641008e+02,7.705764107886364400e+03,4.738524414450925178e+03,4.808628269356032433e+03
3.316002637577701648e+02,1.003156178911818529e+03,3.227033285879892446e+03,3.189273611783526121e+03
4.037390631266089258e+02,1.179572724914248965e+03,9.365666972827524660e+03,9.395471493160888713e+03
4.027334741829853328e+02,7.435428680144746068e+03,8.250757267087994478e+03,8.160763279637971209e+03
4.439409813420886621e+02,2.165116236518003916e+03,1.508146300200060614e+04,1.503417993775115428e+04
4.027644441289509132e+02,5.741027376590856875e+03,8.583079946304196710e+03,8.404309082634601509e+03
3.215339084047997744e+02,3.447149648530248214e+03,2.585402717849121473e+03,2.614969361471232787e+03
4.418942402852758278e+02,6.895169606723925426e+03,1.364371019735664231e+04,1.370525083706935766e+04
4.147422428218143295e+02,2.835395381236891353e+03,1.054330978607466022e+04,1.048007586937165615e+04
4.003734456018999026e+02,1.758303315572151405e+03,8.902024220311121098e+03,8.940393012723432548e+03
3.523632296223515823e+02,7.598150419474526643e+03,3.911156181449076485e+03,3.851257428265334966e+03
3.464862096315998770e+02,4.406750279821297227e+03,3.879312750524805779e+03,3.906343660230851128e+03
4.383422148840428463e+02,2.623625482577134790e+03,1.405801225799630629e+04,1.401934249438342340e+04
4.106624708577052161e+02,1.609910877672892184e+03,1.018005917527145721e+04,1.010742528587286142e+04
3.719504492015853998e+02,1.278931801341826031e+03,6.059022334816139846e+03,6.093395392912321768e+03
3.114027645448060753e+02,4.262796672974149260e+03,2.098753263687081017e+03,1.946283869254650654e+03
3.605926224514668093e+02,1.010212136769146355e+03,5.139952746109805958e+03,5.282633343075780431e+03
4.258629921081542307e+02,1.861117804632220668e+03,1.224322944103350164e+04,1.211330751900562245e+04
3.944326606070836760e+02,4.889933676830229160e+03,7.813609455023914961e+03,7.651725412072013569e+03
4.227902853032928761e+02,7.907045819912092156e+03,1.057832089695646209e+04,1.059662813879719761e+04
3.920392374046090254e+02,1.427757353070229101e+03,8.003529069057166453e+03,7.916602744608945613e+03
3.804556088331399337e+02,5.211364163075797478e+03,6.390241835260715561e+03,6.435135503657426852e+03
3.551264266712326503e+02,3.495838545247840102e+03,4.539645397446251991e+03,4.423937517483983356e+03
4.359354920354430760e+02,5.408345063204525104e+03,1.308683082878616551e+04,1.320173299158152440e+04
3.064386728837113196e+02,1.394518095311564139e+03,2.032154500447765713e+03,2.130277246794636540e+03
3.754391027312734650e+02,1.853281047927549480e+03,6.321553324369486290e+03,6.233616959934772240e+03
4.258079965852879809e+02,7.534378985326545262e+03,1.108061179549008193e+04,1.123574269229117272e+04
3.259779257696658874e+02,6.435541852847045448e+03,2.580853809220687253e+03,2.542406119980015319e+03
4.081951091640723916e+02,2.391589628270733556e+03,9.766445901596134718e+03,9.763310423737921155e+03
3.076839578281069976e+02,4.041585888792484639e+03,1.965210524794088542e+03,1.909469333941841114e+03
3.656174893975282885e+02,4.588426512829232706e+03,5.211682739232964195e+03,5.230197474314037208e+03
4.410841993808167558e+02,5.367855972581271999e+03,1.391475971262495841e+04,1.394254540426546009e+04
4.388375620683748934e+02,5.008793091336761790e+03,1.363893748872969809e+04,1.362548709783442246e+04
4.132707384562506832e+02,5.124752809842058014e+03,9.959283891928658704e+03,9.980159716427053354e+03
4.066519721264989471e+02,6.716129354778071502e+03,8.841603474893556267e+03,8.848865078422308216e+03
3.980903060779206157e+02,5.704324943910243746e+03,8.070869502264402399e+03,8.106011320089890432e+03
4.415545944872249038e+02,1.378465840120715711e+03,1.480562147682073009e+04,1.469751826799743867e+04
4.370542958970807490e+02,1.018860005067606835e+03,1.410797003531269002e+04,1.407046453183235462e+04
3.316844349009521125e+02,4.833422694321508061e+03,2.992335694110349777e+03,2.896234810869913417e+03
4.477618725085336564e+02,2.500375221206009428e+03,1.568715940953336394e+04,1.567963179220181337e+04
3.868345604706061067e+02,7.815725703473731301e+03,6.560886978252645349e+03,6.552282698888805498e+03
4.376819394819942772e+02,2.642928013699521671e+03,1.394681342194405806e+04,1.392796357776473269e+04
3.390374146991588304e+02,6.693621453649539944e+03,3.221455657487495955e+03,3.163425307564342802e+03
3.291388575864280028e+02,4.091922673707516424e+03,2.915946478272710465e+03,3.058654622101504629e+03
3.409705837879793648e+02,3.698956916727619500e+03,3.599926634368772739e+03,3.519293204362378219e+03
3.917484801926431146e+02,5.348702957759163837e+03,7.461800549315007629e+03,7.500205372983078632e+03
3.249204018038881259e+02,4.779097279097525643e+03,2.658748883063522044e+03,2.619433023804829190e+03
3.783701023823758192e+02,1.536460934984419509e+03,6.619347721827930400e+03,6.733931918668379694e+03
3.176630573132106292e+02,2.881760419410607028e+03,2.439463040582155827e+03,2.532672912562979491e+03
4.019483778796296178e+02,4.949737304768643298e+03,8.629420848491070501e+03,8.660445679343960364e+03
4.361235283032095253e+02,1.863218050672859590e+03,1.382802484438729334e+04,1.387915757552640025e+04
3.839578082000575705e+02,7.093505412562753918e+03,6.420458610164211677e+03,6.349666803099710705e+03
3.003983409293039131e+02,7.963708269038141225e+03,1.482398999228146749e+03,1.397272490684496461e+03
3.754602811727864946e+02,1.639321200997871301e+03,6.342319190485785839e+03,6.401060774980686801e+03
3.966669379976058849e+02,1.200010521820938266e+03,8.536681399260125545e+03,8.535041241944627473e+03
4.486171833948677659e+02,6.566813287579054304e+03,1.484996670484684728e+04,1.472315772581181409e+04
3.081192097721835808e+02,2.372307085745284894e+03,2.060966964126541370e+03,2.044269487961473715e+03
3.492687037484097345e+02,1.949201597132881034e+03,4.255767808437961321e+03,4.148348278681185548e+03
3.348269144090801888e+02,7.233135350089297390e+03,2.943784182817208603e+03,2.825696007960895258e+03
3.466290270880740536e+02,2.867139721372150689e+03,4.015608790007362586e+03,4.007519061734520619e+03
4.285513682642368849e+02,2.461439336972601268e+03,1.255014987760675649e+04,1.255170565146462286e+04
4.395399357507671425e+02,1.567140938704554628e+03,1.443644262766534848e+04,1.440756432882584886e+04
4.198180783338962669e+02,2.135442873197563131e+03,1.133610359108791272e+04,1.129268799584978115e+04
3.775129089441134624e+02,3.025405876295969392e+03,6.393955168249038252e+03,6.306474407657814481e+03
4.455569356091464783e+02,3.581590120891637980e+03,1.507900453904236201e+04,1.505899318474728534e+04
4.325418158456218407e+02,3.407620961887694648e+03,1.299010919569118960e+04,1.297610455527630074e+04
4.478846714476437683e+02,3.216374810576966865e+03,1.556338766524827224e+04,1.552166098332997171e+04
3.979376409909918380e+02,1.568508512454394577e+03,8.642458629864036993e+03,8.826790346271689486e+03
3.871382786984942186e+02,6.135148795082260222e+03,6.877541633002458184e+03,6.850727721567228400e+03
3.494015813686120282e+02,4.153019080330323050e+03,4.089820101725018503e+03,4.095254765703750309e+03
3.486222051746572106e+02,2.190879039324265250e+03,4.195725612854567771e+03,4.129870246840372602e+03
4.034327321466554963e+02,3.959164613734360955e+03,8.962019214807021854e+03,8.944120934293285245e+03
3.518502612025325789e+02,1.100420163774001367e+03,4.487864382301327169e+03,4.488316553881312757e+03
3.961527065701535548e+02,7.652996523914262070e+03,7.505154955716532641e+03,7.546622560801187319e+03
3.876260566400592893e+02,3.001507064296326462e+03,7.369447419887547767e+03,7.124799505515697092e+03
3.940139230964260832e+02,3.788120842358732261e+03,7.932541824776976682e+03,8.013110451698171346e+03
3.559040491520333944e+02,6.709700577735597108e+03,4.252167111265397580e+03,4.291961254135877425e+03
4.288793450185825122e+02,4.690247000608710550e+03,1.218081588304800061e+04,1.219709356695941642e+04
3.524899567942424028e+02,2.079448138194436524e+03,4.468311783608914084e+03,4.382679481332928844e+03
4.398003167564737623e+02,7.906862489343298876e+03,1.302461472813564433e+04,1.287971125800295522e+04
4.359441638184428029e+02,5.337923836885214769e+03,1.310486474099719453e+04,1.301130430357551268e+04
3.875468936436620879e+02,4.326105665024992049e+03,7.190080153060003795e+03,7.241823777016246822e+03
4.233724909717662968e+02,1.868860446873778073e+03,1.187870581997615227e+04,1.192760815698063197e+04
4.489571950815818582e+02,5.084473190735745447e+03,1.531291714973064154e+04,1.530954628900292846e+04
3.264413126030476633e+02,6.963349139337276938e+03,2.557808754166067502e+03,2.612383263228532542e+03
3.516509451702036131e+02,2.518314224526282487e+03,4.377602700683064540e+03,4.300843164779936160e+03
3.438012992080597314e+02,1.123060952124699952e+03,3.946627328427852262e+03,3.856768791219760260e+03
3.278612158326373560e+02,6.550801621330559101e+03,2.660204444819968103e+03,2.757890124487590583e+03
3.643564976230227330e+02,3.492559395502456027e+03,5.229438964000715714e+03,5.315539303469773586e+03
3.409171115618645445e+02,3.635539500226208020e+03,3.601651012004288532e+03,3.661822150728066390e+03
3.235546571992732083e+02,7.193878976357204920e+03,2.406967929597451075e+03,2.492722750172321867e+03
3.297890098203906746e+02,7.667048712738488575e+03,2.652107654681265103e+03,2.647404359342761381e+03
3.371633637594175639e+02,3.868181488545436878e+03,3.365114885624872841e+03,3.180334779598236764e+03
3.171375600245513624e+02,6.872546394425997278e+03,2.158713901438097764e+03,2.136081965403495815e+03
4.298968532857884952e+02,1.405489447974960967e+03,1.291658799053390248e+04,1.300288714284967318e+04
3.869819811556875493e+02,1.660432782847218732e+03,7.450137439148173144e+03,7.428878536643404004e+03
4.472526986817092620e+02,7.094000621253429927e+03,1.446548657190556696e+04,1.451973839360984857e+04
3.541060745959160840e+02,3.666192477254688129e+03,4.452500541592785339e+03,4.500479239260062968e+03
3.053372364748867085e+02,7.668119628118376568e+03,1.661619435162546097e+03,1.588515210781400810e+03
4.414924693377478206e+02,5.230179353189839276e+03,1.401518542827628517e+04,1.405514257315046598e+04
3.055055193728144332e+02,1.056618281119726817e+03,2.006906983267784881e+03,2.012708344795431003e+03
4.417223840911997286e+02,2.066767918475448823e+03,1.471990553082673068e+04,1.460372162535215102e+04
3.845399801760565310e+02,3.318428113317471798e+03,7.024223608646574576e+03,7.108259058121000635e+03
3.868232085150440298e+02,4.375927234952375329e+03,7.111456946342337687e+03,7.025150795873181778e+03
4.429507266456967045e+02,6.129278585317621946e+03,1.402366323923455093e+04,1.405956693733674001e+04
3.319189754910724446e+02,2.366059719991711972e+03,3.173871383399145088e+03,3.212957127232669791e+03
4.048160731346903276e+02,7.041230520580281336e+03,8.564610142145607824e+03,8.502917305851398851e+03
3.378067430798197393e+02,7.438252425958086860e+03,3.079499686858328914e+03,3.004972736554550920e+03
3.812407894925817118e+02,1.352707080878627721e+03,6.908417651276248762e+03,6.942421552207583773e+03
3.628166507225302553e+02,5.227377229799597444e+03,4.922782608334724500e+03,4.940523644727329156e+03
3.608109629308256103e+02,6.077768873551063734e+03,4.672827328412850875e+03,4.768342990351708067e+03
3.763075119409724039e+02,5.727496044920604618e+03,5.948950423039650559e+03,5.962083199584209069e+03
3.780246039557837321e+02,4.666889209524986654e+03,6.244099411592687829e+03,6.284197897634944638e+03
4.326885789178745654e+02,2.541639857686299820e+03,1.316984315709295333e+04,1.318299393066366065e+04
3.626846669900021425e+02,6.234045654622887014e+03,4.790395142985187704e+03,4.864747893596458198e+03
3.892019122970794456e+02,6.668404961308951897e+03,6.988781605589359970e+03,6.908811709772268841e+03
3.180335648583916850e+02,3.686796348362691788e+03,2.411788044190639539e+03,2.261512384645878683e+03
3.551446151913539211e+02,7.559896048719073406e+03,4.095941794639692944e+03,4.134624629337449733e+03
4.453548369558965305e+02,4.248615923233181093e+03,1.489485520038668437e+04,1.487816441811377990e+04
3.269467560451428767e+02,4.438696285330764113e+03,2.781349860945514138e+03,2.730151273768703504e+03
3.461934038876999580e+02,5.095372537376129912e+03,3.797093831255355781e+03,3.929325293553050869e+03
3.383087270175177537e+02,6.775962667099141072e+03,3.173361828986847740e+03,3.059940396999073528e+03
4.359678490030836429e+02,3.485691089609237679e+03,1.351124820726289545e+04,1.348787255773362631e+04
4.303847322578781132e+02,4.955129587363525388e+03,1.234668024754303406e+04,1.241804395112735074e+04
3.896390097421138989e+02,7.820418375936659686e+03,6.825390777678745508e+03,6.808861113704621857e+03
3.278209719369691584e+02,1.241163797803908665e+03,3.013064785698876676e+03,2.978588292242650368e+03
4.162806805972527400e+02,5.565372897834336982e+03,1.025815126866175706e+04,1.028245633814495341e+04
3.489620236025996860e+02,1.008146682931356963e+03,4.293495931141008441e+03,4.262825752825487143e+03
3.286747337693259965e+02,5.993417678000952947e+03,2.746574284770192662e+03,2.609979093669753638e+03
4.309655849411878989e+02,5.940001932937808306e+03,1.220807827179603191e+04,1.210218384348737345e+04
3.593784342144452353e+02,5.814796840856929521e+03,4.601265830062397072e+03,4.654230457937984283e+03
4.486748230925874168e+02,2.560078348529942559e+03,1.583812994757427623e+04,1.589001585791766956e+04
3.346601694966514060e+02,5.365478558737539061e+03,3.106152204614747461e+03,3.011399494195524767e+03
4.291657447402054686e+02,6.647936142997849856e+03,1.177452316130720101e+04,1.179446450241712228e+04
3.889490252633651721e+02,7.408372831298764140e+03,6.834307931084717893e+03,6.883994422095956907e+03
3.565456188408388698e+02,7.825395885557978545e+03,4.154448964976895695e+03,4.206608998163768774e+03
3.118336964175262551e+02,5.517699197527961587e+03,2.040375531749680022e+03,2.154294074073712636e+03
3.963798255297077162e+02,5.631560421578717069e+03,7.899336534049659349e+03,7.976252367506443989e+03
3.358224439080289017e+02,3.513613102365787199e+03,3.315445476550845797e+03,3.309722664644511497e+03
3.151216021485523129e+02,3.582340192582590134e+03,2.290713644281757752e+03,2.270734031519592463e+03
3.762134161655990283e+02,4.657286470420574005e+03,6.084484277002727140e+03,6.137796059352682278e+03
3.007864700023322939e+02,1.930303002028651917e+03,1.801649892824646486e+03,1.710346129751815170e+03
3.597450898248701492e+02,2.782710214535585237e+03,4.940252803455601679e+03,4.810643286434245056e+03
4.285986823153581895e+02,2.493854811804598285e+03,1.255193084571728650e+04,1.261545286880236927e+04
3.686561378341012869e+02,4.814738821164566616e+03,5.427318461828852378e+03,5.516410543254322874e+03
4.148579241855120472e+02,5.151624777775418806e+03,1.015669552201586885e+04,1.020405541669175545e+04
3.774981930791306013e+02,7.619170023700834463e+03,5.764179590428804659e+03,5.788683153950782980e+03
3.459703344848932716e+02,4.321714095272152917e+03,3.854417752201073199e+03,3.729072140189379297e+03
3.912643609215891729e+02,4.645502189270018789e+03,7.520310657520974928e+03,7.408092384249936003e+03
3.617272297813171917e+02,4.819152715211457689e+03,4.887579379320208318e+03,4.838244550915227592e+03
4.138861702990382128e+02,4.925683137109500422e+03,1.007533286316704289e+04,1.020657010725174769e+04
4.305695938715306852e+02,1.197906125814700999e+03,1.304947626863896767e+04,1.302631333804721180e+04
3.778576097086302070e+02,4.319498795686326048e+03,6.273606937419857786e+03,6.287219110999064469e+03
3.750890475102713708e+02,5.452186254365466993e+03,5.881954943200561502e+03,5.819179871640289093e+03
3.420757359958927282e+02,1.801013546943855545e+03,3.798890690097802690e+03,3.904525998983581303e+03
3.916235803457252587e+02,4.066230765748481645e+03,7.641299616463506936e+03,7.492588959700997293e+03
3.679232245816996283e+02,6.437418040943903179e+03,5.161258278557100311e+03,5.291684436749463202e+03
3.530160216038379417e+02,1.707547559211428052e+03,4.531307503118077875e+03,4.532193480380637084e+03
4.144439977826603467e+02,7.319908695783633448e+03,9.647319638558550650e+03,9.438666235010570745e+03
4.224988354861879998e+02,7.852068690517108735e+03,1.055348617807138180e+04,1.056061445730110063e+04
3.365201865428757628e+02,6.123684096194455378e+03,3.138839760077653409e+03,3.185450230397218093e+03
3.134974453434955990e+02,3.909271759372288216e+03,2.204113596836114084e+03,2.250398793522574579e+03
3.360585091170187866e+02,1.064107053334960256e+03,3.476859342127432228e+03,3.514750556923320346e+03
3.864242800163831362e+02,4.556591692919295383e+03,7.047011218316479244e+03,7.023946377611366188e+03
3.580557422935142995e+02,3.855404230327914320e+03,4.716612823777441008e+03,4.695059422336309581e+03
3.423153379668395928e+02,1.139528607428377882e+03,3.851572054324794408e+03,3.861500783305778441e+03
3.850413622831417797e+02,2.105192531716053963e+03,7.209586112014742866e+03,7.162405002032545781e+03
4.259783021120036324e+02,5.068206618056004118e+03,1.168066352288025701e+04,1.181778209675541257e+04
4.241663246260939104e+02,7.841349102364401006e+03,1.077911044933272933e+04,1.068598225600732803e+04
3.164724093069578430e+02,6.236734064322437007e+03,2.178337014726034795e+03,2.190417893324805846e+03
3.680300771563862554e+02,2.551676681433752492e+03,5.616240007710560349e+03,5.594474170946553386e+03
3.306046719646892029e+02,5.662447529623129412e+03,2.870060109304749858e+03,2.755806357356369517e+03
3.199271682043029728e+02,5.781256342635863803e+03,2.358061796647596111e+03,2.471417359902366115e+03
3.354739106217706421e+02,3.301948865580217443e+03,3.310772533674311035e+03,3.332847462786065080e+03
3.057725220296360931e+02,2.528181646301830369e+03,1.963240289939069726e+03,1.909894099562506199e+03
3.662348075022329112e+02,3.180250809019163171e+03,5.409837778240209445e+03,5.342305011984109115e+03
3.767438968646204103e+02,6.239777411222876253e+03,5.913008216807226745e+03,5.892758726937583560e+03
4.445839330733512043e+02,4.955538178058280209e+03,1.459542980005097706e+04,1.472114339425778053e+04
4.373938393692936870e+02,7.818974463770613511e+03,1.268031693481610273e+04,1.269876742461989306e+04
4.029121039994075772e+02,2.812534283854882233e+03,9.068071756879435270e+03,8.996588136411639425e+03
3.227077420205218914e+02,1.792823614705866930e+03,2.729200426372889979e+03,2.741134015804147111e+03
3.950165352881304557e+02,2.904573665278553563e+03,8.158990308328791798e+03,8.104452729079579512e+03
3.708742456390522193e+02,3.363656280305666314e+03,5.774456633910265737e+03,5.817583277002171599e+03
4.082221099072435209e+02,3.486868755503503053e+03,9.611003554073869964e+03,9.647537111056775757e+03
4.397985957371789709e+02,6.944516564432250561e+03,1.329707321155717182e+04,1.335837310539661667e+04
4.155793626550714066e+02,4.084465812304112205e+03,1.044818372811711561e+04,1.047588912074879772e+04
4.409432829268031924e+02,1.111783887897169507e+03,1.474281970297375847e+04,1.475352377779433300e+04
3.325129146909580413e+02,6.259744956415795059e+03,2.915771320510242731e+03,2.816155279306547072e+03
3.466395865686104116e+02,3.130436347992752417e+03,3.996171699870225439e+03,4.017861741999783135e+03
4.367290062245472768e+02,1.068709188272140182e+03,1.404757616272290034e+04,1.413850420055077666e+04
4.329746054117806580e+02,3.745266220834672367e+03,1.299121586340632348e+04,1.287995569367384633e+04
3.303100929269982089e+02,3.009710076222378120e+03,3.048728756513507051e+03,3.124788191732345240e+03
3.211170267128729279e+02,2.218902147625055022e+03,2.632278410451463969e+03,2.587522006684281223e+03
3.835740587889435460e+02,6.693684452556567521e+03,6.451229664665164819e+03,6.404279384798732281e+03
3.213552683181690668e+02,6.277360891954266663e+03,2.383573842541820341e+03,2.338295561633898160e+03
3.176561188397519118e+02,6.348585845329243966e+03,2.219350438580217087e+03,2.278679598730334419e+03
3.129450090167118219e+02,6.625470591226139732e+03,2.009425892476219587e+03,2.015892283401411078e+03
4.488768882122008108e+02,3.587120236655050576e+03,1.565836462227486845e+04,1.567672871057753764e+04
3.845074103088911102e+02,2.812847439811466757e+03,7.080155353961510627e+03,7.004460065384179870e+03
3.977810298669609779e+02,7.047059662735703569e+03,7.792306359942866038e+03,7.920948372785927859e+03
3.648555518611779007e+02,5.250465578169218134e+03,5.075230833984054698e+03,5.003438918849865331e+03
4.109011813859286235e+02,1.197046286701517829e+03,1.026011176203948889e+04,1.036746502464035621e+04
3.302534329830604065e+02,6.688753781286769481e+03,2.764199321607668480e+03,2.866922020926496316e+03
3.500221426819426824e+02,6.565460255536198929e+03,3.884262798023707091e+03,3.945810922510440378e+03
3.471581257994095040e+02,6.333688646364690612e+03,3.731207935183741029e+03,3.636466468681649076e+03
3.404186618240267421e+02,5.154053243289458806e+03,3.445348556864628790e+03,3.454127376283648573e+03
3.815588392634157344e+02,4.721776339229376390e+03,6.559535998391756038e+03,6.504336454574546224e+03
3.432715846646658520e+02,3.973906918543433676e+03,3.716917023764100122e+03,3.844534483804778574e+03
3.843154692269455950e+02,4.992060256686883804e+03,6.781351771650789487e+03,6.807643293796882062e+03
3.550664993995011400e+02,6.891058431722954992e+03,4.173886541497076905e+03,4.213124577046012746e+03
3.521387538574748532e+02,4.954405044603978240e+03,4.194319306353540924e+03,4.217128939452262784e+03
4.181711448398949642e+02,5.418914286681026169e+03,1.053535634736662723e+04,1.056158543319069213e+04
