T,Ea,n,n_noisy
4.257214241691645498e+02,3.557520447773387939e-02,1.934407627556966047e-01,1.955807952649470938e-01
1.857599258624417189e+02,7.923571127567850814e-02,3.951725957234361597e-02,3.784971316732631264e-02
4.483864804576767256e+02,1.017871889626955836e-02,1.874762124578630007e-01,1.848699604562842325e-01
3.816799936726685019e+02,4.909266381784743727e-02,1.711108495569372556e-01,1.696106344987177439e-01
1.356840462030099559e+02,7.399607046022582679e-02,2.514749540044545692e-02,2.208616858346061293e-02
2.773619366284912076e+02,6.056411049603621644e-02,9.360079975374786809e-02,9.319770830067809764e-02
4.554224559699779888e+02,5.626852712457243444e-02,2.034809769884306230e-01,2.061770441567353784e-01
2.790551096093114438e+02,7.872397932316815838e-02,8.226363396073860246e-02,9.254445644725847742e-02
4.457342806475211887e+02,1.943734763218729622e-02,1.935595026350422909e-01,1.854157652190124295e-01
1.832113894592168037e+02,1.962035123167720635e-02,7.659992246403336813e-02,6.970984221715745277e-02
4.491884875750068318e+02,3.031325366879239480e-02,1.998729883292788834e-01,1.995310533039842127e-01
3.791489688203967603e+02,6.740622407111063197e-02,1.565278645955228976e-01,1.566857241322386907e-01
1.104033021411431577e+02,3.081983961649077675e-02,1.821009280069407071e-02,1.798559176153145464e-02
1.420184163553710448e+02,6.053727819985636749e-02,2.548176982894165971e-02,3.484292180276350043e-02
3.949108672392470680e+02,5.637326566169267861e-02,1.739155639329153513e-01,1.647867981814023775e-01
4.355061136376503441e+02,5.034586360045217174e-02,1.962643824346427535e-01,1.954889940957593164e-01
2.482979273010367933e+02,1.174823683386186368e-02,1.197537825141742479e-01,1.133909489614623040e-01
2.065750612911097335e+02,2.198762451142823038e-02,8.948003601983461897e-02,8.796750717428046540e-02
4.896205358815535078e+02,7.576724996173588023e-02,2.134768977332197892e-01,2.160505580177735085e-01
4.388204698782099058e+02,1.295295922977691971e-02,1.872186942061511150e-01,1.800008134681230776e-01
4.985206109778426367e+02,2.982304051061897276e-02,2.132987816047139107e-01,2.184176997803217168e-01
1.702288622447500472e+02,1.577324831389321363e-02,7.286816427165045129e-02,6.863775769855426367e-02
3.035950554247179980e+02,3.578018917888769329e-02,1.367395467130491649e-01,1.314988873735881414e-01
1.388811211927932163e+02,2.115513687411870597e-02,4.280517262648281945e-02,3.457604515739239742e-02
3.716907927407792727e+02,4.250372170625537488e-02,1.694330413285413672e-01,1.659343301315399366e-01
2.624447425743545637e+02,7.373043590652650359e-02,7.493375484525226227e-02,7.122355716450606833e-02
1.340002125430983426e+02,5.558972946421845279e-02,2.307441506177087404e-02,2.721678923832334535e-02
1.610526900490727940e+02,7.681406378316787964e-02,3.193534396210134796e-02,2.412543245760982030e-02
4.641197498725967989e+02,1.746749950715335148e-02,1.970711603532893097e-01,1.981365146686172307e-01
4.507561421787904692e+02,5.073977226816266811e-02,2.025392917755170774e-01,2.067457842467906592e-01
4.820610091304462230e+02,6.620994218564919820e-02,2.127253884526922045e-01,2.114655887585527583e-01
4.586214380467380352e+02,5.369906508988352145e-02,2.053032742695505009e-01,2.091454431792624802e-01
3.140618545302183406e+02,4.539189821576206096e-02,1.343750316490199548e-01,1.309097805229188505e-01
3.061822932633691607e+02,1.712588550934021625e-02,1.457137031037637476e-01,1.477846176145816981e-01
3.348411492895505717e+02,3.293695437254917646e-02,1.555667295977135878e-01,1.538976285686938228e-01
4.067295057745349709e+02,7.765816258602148414e-02,1.662984876377590626e-01,1.770929505599997955e-01
1.790874297440030887e+02,4.392485964564097484e-02,4.434153543551101057e-02,4.292203674804512259e-02
2.780460608939125677e+02,1.659433280452106765e-02,1.333774264374257834e-01,1.318810459185136286e-01
2.590373682571992617e+02,5.475719910751401104e-02,8.643346404238028136e-02,8.845265329796450637e-02
4.158611783560340882e+02,1.446794262059781719e-02,1.820420903776609478e-01,1.793976701120626183e-01
1.183993427422352340e+02,1.997971792353540194e-02,3.077735868271683911e-02,2.979722122135225471e-02
3.560810856014333012e+02,2.617308362929784971e-02,1.665801903398731743e-01,1.682722790705715732e-01
1.354828254444381628e+02,1.549835634822190403e-02,4.905844415607304998e-02,5.343459704224003820e-02
3.168599314567170495e+02,2.316737924466576518e-02,1.501516140230324259e-01,1.471723389880979505e-01
1.889789533120378451e+02,2.209162915182399933e-02,7.719067537759713438e-02,7.749425277264093692e-02
4.910308670171404515e+02,4.435058569605846573e-02,2.165689546800831089e-01,2.157139172197114207e-01
1.535108229232239125e+02,2.934772208442208014e-02,4.202076790122209748e-02,4.550919753465197670e-02
2.286162892841901453e+02,7.577095216690041268e-02,5.651490895744032406e-02,6.062233771849527553e-02
1.841817028325803278e+02,3.973144863233568636e-02,5.090152281641428800e-02,5.292134907585140102e-02
2.037060991037845383e+02,4.397100983395332147e-02,5.947940984131026843e-02,6.081092366721044251e-02
3.719586458692940596e+02,6.056213823459098700e-02,1.574914642601974724e-01,1.664521300123292524e-01
1.274440595008787795e+02,3.512175321380025389e-02,2.341732540902991683e-02,1.905832561030906813e-02
3.481772896068735008e+02,6.800335345230665296e-02,1.356136307506669303e-01,1.438018067578757664e-01
3.084130745460167304e+02,4.296452363598222274e-02,1.331244541510658297e-01,1.358178486498009263e-01
1.191669279653846871e+02,2.496964392748224348e-02,2.582806934516272343e-02,1.816544353623171862e-02
4.790856820834490577e+02,2.894312571144727619e-02,2.077798230867939078e-01,2.084303715040869143e-01
2.939243800798305983e+02,5.920894982222468794e-02,1.063831398437434378e-01,9.931417311178988849e-02
1.220891141597749510e+02,7.773559957516017194e-02,2.237949806332792391e-02,2.176677920871323071e-02
3.172397783275253573e+02,4.528874680869429681e-02,1.365080489841993538e-01,1.263666976508214801e-01
2.539715413832768718e+02,6.909464602098842889e-02,7.233532446579299391e-02,7.598649935804914490e-02
1.421325372498255888e+02,3.532383008490756759e-02,3.013172413665187246e-02,2.619007289881129102e-02
4.111844707062073212e+02,2.785700905314174303e-02,1.870412731397614048e-01,1.953053391143575179e-01
4.547608818159120574e+02,5.586796794147567968e-02,2.032861693582665441e-01,1.996725304719338123e-01
3.801078198646088708e+02,2.653569721635053863e-02,1.758616575570771945e-01,1.761426459610988815e-01
2.830279132369974491e+02,1.563309350883387155e-02,1.356594976551801501e-01,1.288803635851272500e-01
4.311617530324583072e+02,4.206732416620141690e-02,1.956304080674808599e-01,1.949973621975738258e-01
1.091243200658051506e+02,1.000787545651426851e-02,3.932047542514256061e-02,3.955009391045261058e-02
1.867327638325328394e+02,3.798122470709173332e-02,5.433885451267247285e-02,5.688315330563719491e-02
3.334072310587681613e+02,5.352898753838059714e-02,1.390894703922098963e-01,1.514583328669419915e-01
1.767647852061739400e+02,2.633161796556867523e-02,6.221799232474787417e-02,7.047346334421189518e-02
3.639808633319787532e+02,1.115014795639085801e-02,1.641624867833246793e-01,1.681026816131283297e-01
2.937036398938158754e+02,4.618973186944149573e-02,1.200231122878575724e-01,1.184224050171698711e-01
4.275440322838924203e+02,7.079060551554250402e-02,1.833625482351994573e-01,1.819777721909800750e-01
4.931895677453347275e+02,5.924473259587566265e-02,2.183438479170959068e-01,2.168493962371459693e-01
1.224920033733335174e+02,6.334391701345136461e-02,2.097021660170768700e-02,1.675435901038330525e-02
3.949775615784823231e+02,6.381270216711279475e-02,1.690015846938337507e-01,1.724198879434633569e-01
1.242119845242400800e+02,3.044825745407065548e-02,2.431944833923180976e-02,2.411112727071781925e-02
3.146532966011046710e+02,7.103040135690169565e-02,1.101128175843848617e-01,1.128332004595972160e-01
2.429724102778208419e+02,4.158670052045866650e-02,8.966090574536342284e-02,8.851499588254024831e-02
2.911144539426924212e+02,7.683097167211885847e-02,9.058442927484204599e-02,9.255136030381976020e-02
3.971723704592547506e+02,2.516504233845652527e-02,1.815924416019184529e-01,1.905009339151933212e-01
1.024285607147155162e+02,1.509134571723715762e-02,2.716148120998248747e-02,2.904738957622263890e-02
3.528949283371912315e+02,4.496128242670614783e-02,1.580859765773733605e-01,1.628606921896490201e-01
4.510701195115941005e+02,4.578710276367663895e-02,2.030576597864775235e-01,1.989745732229254438e-01
4.555631044036791764e+02,7.498438122722092536e-02,1.965514690925724561e-01,1.959821096418954967e-01
3.035713848388882639e+02,5.080086213031004966e-02,1.218189194700634026e-01,1.201070108855536445e-01
3.591523830536039554e+02,5.145080962172316613e-02,1.569309182030527161e-01,1.596397091827526649e-01
1.622529250170849764e+02,4.655878625029339496e-02,3.423737375288631035e-02,3.593364164590952259e-02
1.827340015291371742e+02,1.014001853047102712e-02,8.606989301388787150e-02,8.293367114601987722e-02
4.912334516776163582e+02,7.895923614849252592e-02,2.131863443057673557e-01,2.151895332743718192e-01
1.142796616127637037e+02,3.528331348951060931e-02,1.835587393261176037e-02,1.924582675383150476e-02
4.636952913968294183e+02,3.609401978906123104e-02,2.061141778132043190e-01,1.985727986145104929e-01
2.068949690881157153e+02,6.520345289324346039e-02,4.887208190421164083e-02,4.902732836620794787e-02
3.123169800104989235e+02,7.031473528999383771e-02,1.091052699442837948e-01,1.153659425063993660e-01
1.942317558733590204e+02,1.713518410267955358e-02,8.708874935113493365e-02,8.298481888992129130e-02
1.360400235658351278e+02,1.899572166005770654e-02,4.402252768433619762e-02,4.983786196138467045e-02
4.456810512159058817e+02,5.874320434157688509e-02,1.984551438688959835e-01,2.023132231953831128e-01
3.526856660227908833e+02,6.270072021602016155e-02,1.433292785836466354e-01,1.445736055742255499e-01
4.506630461411739930e+02,1.811024367947689645e-02,1.940253205830063110e-01,1.966516512152774177e-01
3.525172367857718996e+02,2.082452978926650766e-02,1.646175772264292236e-01,1.610093411953260889e-01
3.878052710938313794e+02,5.065992650187508411e-02,1.734531119550167533e-01,1.774088189124416459e-01
1.471397758808453773e+02,5.379217423879861099e-02,2.692689819988465863e-02,2.025357084365040500e-02
1.032365253706917230e+02,2.384653945147140880e-02,1.865987325288581342e-02,1.348815530059170598e-02
1.349131546846418814e+02,7.085139211933813574e-02,2.462645808226991695e-02,2.777140037534982925e-02
4.403210564951937158e+02,3.364926740897164481e-02,1.980809936046787068e-01,1.930242120512184190e-01
1.132313936216872321e+02,3.607469949901326300e-02,1.785595914911815296e-02,2.836432902623736707e-02
1.389311213318076170e+02,2.967723659896100152e-02,3.269990032279335157e-02,3.486337213157166687e-02
1.415499783889386833e+02,5.997086036568043121e-02,2.532323768062344146e-02,3.033836743975362044e-02
1.260393510817100662e+02,4.827853261740151086e-02,2.074571492354067986e-02,2.608799870668022589e-02
2.325362980354637159e+02,6.132085070004292954e-02,6.409959690268046684e-02,6.263641102824243911e-02
3.391216019362487941e+02,5.217349252699643447e-02,1.440273334992794863e-01,1.446635109119895901e-01
4.666330133119344055e+02,1.590794124966992198e-02,1.965817774893477976e-01,1.994708210482608046e-01
1.680623307255560235e+02,5.441325638653363855e-02,3.445800197309584201e-02,3.501101214688367297e-02
1.197879740250411515e+02,2.117405727587667180e-02,3.017098878006475859e-02,3.858015170719962528e-02
4.858627658320118030e+02,2.343967580226661435e-02,2.064714033098421220e-01,2.121792235729664522e-01
1.558957902364941219e+02,4.904477889653553746e-02,3.073251429716730709e-02,3.237446914524091945e-02
3.953427262041316794e+02,4.660722449163237635e-02,1.791989753465839941e-01,1.860863139305282965e-01
4.715491543721859102e+02,3.364532469741429721e-02,2.076861724155390221e-01,2.086015101170118624e-01
2.640600486513972101e+02,5.673893682579995990e-02,8.799730777160695572e-02,9.244519588274842381e-02
4.942778508321675872e+02,3.078296177445731530e-02,2.126968852791605857e-01,2.140695815913793154e-01
2.251168447093318150e+02,1.653094144989075351e-02,1.063273205140988359e-01,1.055472305551298784e-01
1.658871874811101179e+02,3.315859226830131928e-02,4.581645584904345259e-02,4.167414974835842445e-02
4.441902445674626847e+02,3.787194323124298129e-02,2.001505988039088413e-01,1.971016008938378805e-01
3.627774783891823063e+02,4.743057924554764521e-02,1.619123976879744964e-01,1.626976630159985837e-01
2.209808573125107500e+02,2.597672315749372657e-02,9.423020069500105678e-02,9.688625079940711704e-02
1.156915709605542446e+02,6.478037526641179655e-02,1.964972052532652433e-02,9.487895846677361564e-03
2.190558106561852014e+02,7.699208838896265394e-02,5.204190806767520355e-02,5.047023793255742824e-02
3.497630382703165424e+02,1.696922015849808979e-02,1.624728443983243786e-01,1.658438818385457869e-01
3.281571202071381776e+02,7.625876185884060410e-02,1.151732867262326987e-01,1.148253521080355721e-01
2.096161038575045268e+02,2.809808322251983181e-02,8.344356313903505962e-02,7.835868925332307999e-02
2.668659602791415182e+02,3.722695471849282733e-02,1.118422176753465919e-01,1.071978166958403450e-01
2.353229504835250623e+02,5.832985875694072370e-02,6.773206236324429141e-02,7.655828418398150093e-02
1.304394313411188477e+02,3.015510398509187173e-02,2.763092907350618230e-02,2.005966773334559583e-02
3.565477763606782560e+02,3.041588554886051621e-02,1.664166062296874304e-01,1.651391810366609758e-01
3.161355307712457261e+02,1.319828143171219992e-02,1.486717122674603431e-01,1.531804892435281451e-01
4.473079757736035731e+02,6.028598700340896677e-02,1.986908318187769473e-01,1.890757145007572193e-01
4.220590221550203864e+02,4.015770636126771848e-02,1.922079354354604419e-01,1.959353848945020737e-01
2.612736104755231281e+02,6.774761890508329554e-02,7.752525949889590984e-02,7.010471440969517909e-02
4.068757666746765267e+02,7.949998135789848597e-02,1.650885458266185546e-01,1.704791796952747074e-01
3.493781345115045269e+02,7.422102778837352810e-02,1.311633322044050975e-01,1.448314471913920987e-01
4.664101480793155474e+02,4.396225308794281250e-02,2.084710434125802425e-01,2.025533116316264870e-01
1.904211859025969034e+02,6.265173430604531468e-02,4.209822128654319706e-02,4.209645863819369560e-02
2.206054224283734015e+02,3.240980316223608659e-02,8.542681912323844828e-02,8.759893123239881341e-02
2.925869987362170832e+02,7.124509917419583060e-02,9.516590863440542447e-02,9.264923571112325396e-02
1.544724077478558684e+02,1.762786042712516377e-02,5.924670135247653985e-02,6.231232622558184608e-02
3.314543261730674999e+02,4.576013105772678419e-02,1.449408212034402621e-01,1.417104364967487484e-01
2.578291220634306455e+02,4.517554896145959537e-02,9.598905801557421069e-02,9.349240080329990210e-02
3.956110176072933200e+02,7.592410800229078272e-02,1.604853530439411813e-01,1.567319822394934448e-01
4.219984641094059157e+02,6.803663760913408742e-02,1.818759082840529784e-01,1.819444757985641536e-01
1.389763748829300312e+02,6.801776039816968822e-02,2.531430718428299628e-02,2.801012618027174175e-02
4.983309898999610823e+02,7.081866426280900018e-02,2.187796207069666599e-01,2.239654094708062593e-01
4.132237649474467958e+02,6.286569940440676907e-02,1.800746544430495144e-01,1.798515532268315786e-01
4.021168830478407017e+02,4.362726343970844967e-02,1.833554764558845696e-01,1.783156400571144495e-01
1.974786398262259013e+02,2.149961186347588982e-02,8.391844064638609435e-02,8.181404434543422532e-02
2.021253111288192201e+02,2.717933748325032650e-02,7.935762581234646895e-02,7.708946987690062924e-02
4.512278584579392486e+02,3.750516939759538509e-02,2.024557538831083248e-01,2.008043332667177605e-01
1.189756872559414944e+02,4.946322505922924606e-02,1.894429126639432526e-02,2.216140434591269345e-02
1.485201549985180520e+02,7.732601354439434804e-02,2.866581055914191323e-02,2.826344416809059568e-02
3.416909523391593666e+02,1.200471916309771639e-02,1.573088306639583156e-01,1.580647636031934922e-01
1.946419169802186673e+02,7.359876283403711528e-02,4.255206793494068634e-02,4.308995368310198498e-02
3.077927125737808183e+02,3.623613306825108904e-02,1.388343144758191761e-01,1.386588751047691803e-01
3.121454020535669542e+02,4.505676487518435469e-02,1.334688551478664387e-01,1.313748226786910500e-01
2.603694938023396617e+02,5.968219468484665946e-02,8.285886750691971725e-02,8.676866659809540083e-02
4.198484525107757008e+02,1.302817736665634434e-02,1.821369144934641138e-01,1.819454326431588220e-01
1.809757511960202123e+02,2.858207006825758817e-02,6.204404810629986916e-02,6.173001383186124680e-02
4.019976238628171359e+02,6.245769420601059163e-02,1.740170783401690791e-01,1.686515579721028779e-01
2.657084822073483110e+02,2.531497856445552586e-02,1.231449050201482293e-01,1.198541862673375424e-01
4.615148651242302549e+02,1.605437096332513330e-02,1.954013809794571677e-01,1.926247539901563000e-01
1.618004276350574457e+02,2.213167624180111676e-02,5.762980156809117266e-02,6.067999787094438546e-02
1.913230293911580873e+02,1.097961023495417840e-02,9.051337233149618633e-02,8.194408087418758591e-02
2.313740455576686372e+02,7.248657713672285174e-02,5.864785958537530042e-02,6.248415305905113959e-02
1.832845690042679223e+02,4.809623174376739113e-02,4.401264765712242094e-02,4.480039518193350973e-02
2.221178689655977223e+02,5.911470525927073338e-02,5.932803573429507038e-02,5.593406261642121236e-02
2.535964805183559747e+02,1.346509415578257991e-02,1.222075308440236235e-01,1.181010200918186925e-01
4.109081133832552268e+02,6.564919465978601154e-02,1.770534167094048872e-01,1.797426254155199687e-01
3.776758795603550425e+02,4.112047299081556667e-02,1.729388141368841947e-01,1.741544067179930100e-01
4.132521093166919854e+02,2.548594979638456673e-02,1.869950239349122134e-01,1.772273020214177874e-01
3.199836977507448523e+02,6.558151232955221344e-02,1.184732739326621875e-01,1.151589240167979755e-01
2.163516994556582063e+02,3.160511890537881508e-02,8.345411393373601550e-02,7.900628170192032507e-02
1.575677057489960191e+02,1.230285578631866439e-02,6.874876870077586966e-02,6.852283001706307997e-02
4.806658812543040540e+02,1.989970333858567114e-02,2.028872045666632873e-01,1.998382764500239717e-01
3.505844499994922217e+02,2.076302892747873552e-02,1.638804847171472789e-01,1.663055602832058388e-01
1.837682225546206496e+02,3.372288619559547090e-02,5.721971688652380955e-02,5.474161876116456771e-02
2.228086410224448173e+02,2.907693225661447251e-02,9.147355034340880209e-02,9.022361852826683848e-02
3.284431296109491996e+02,1.318443956501762215e-02,1.532322562679584166e-01,1.595642499425346805e-01
2.856861336030621032e+02,1.890675574945864870e-02,1.366095799196239136e-01,1.355369266166749354e-01
1.177593086646946858e+02,7.849679056844482972e-02,2.146570396068762931e-02,1.910349957994175035e-02
2.234850869075953597e+02,7.833663464983013636e-02,5.378093052445474115e-02,5.409081961767905899e-02
3.280404085787896520e+02,7.388543898908324359e-02,1.169241335470864313e-01,1.105555845133687487e-01
4.245587534260470761e+02,6.497375578310364552e-02,1.850661848442929913e-01,1.772005606391065247e-01
1.769504170539939309e+02,2.216426498740892148e-02,6.851167690746871874e-02,6.846761492633500479e-02
1.945168137413758132e+02,5.845185297978990752e-02,4.506415887690084360e-02,4.221232222856523969e-02
2.684709018444665389e+02,3.071910582822268143e-02,1.199891421114717138e-01,1.129318352582215634e-01
2.163993471661513581e+02,1.747041751613295085e-02,1.005424579408019797e-01,1.052378137346094977e-01
4.325883867098883684e+02,1.414296292860922274e-02,1.864414735110471455e-01,1.899229715837991439e-01
3.213931378448872920e+02,2.410939539628710951e-02,1.520272976768265449e-01,1.531950266538185945e-01
1.870326535159744878e+02,5.964073483545862669e-02,4.129281117477921065e-02,3.866880256638378921e-02
2.962703067113554880e+02,1.954741320828413259e-02,1.413855371736882915e-01,1.404232802174267269e-01
3.079600979654128992e+02,6.221739746663088738e-02,1.132670775124394180e-01,1.104205361918462330e-01
2.068574990776183427e+02,7.809855460556859585e-02,4.698579399571609083e-02,5.130266028071422957e-02
3.391794638436095397e+02,4.414332575886961707e-02,1.508697424454434055e-01,1.437015870150290253e-01
4.087491609653624209e+02,5.497276865538914398e-02,1.820355657784028247e-01,1.834043583788992904e-01
1.865978042184675587e+02,7.095407817243082338e-02,3.970579276851607387e-02,3.980256481993592332e-02
2.199773997721834462e+02,2.849031964635536512e-02,9.026151131040861808e-02,8.461261088656175933e-02
1.613403315598123129e+02,7.285353523190074565e-02,3.167781606305038883e-02,3.477492531290270888e-02
2.278147073147789001e+02,5.362579848782794006e-02,6.656748100012727098e-02,6.487244774550526838e-02
4.128340147874451418e+02,4.178732724418229849e-02,1.883523591718219148e-01,1.977006242147271997e-01
3.979447839708217316e+02,4.626085563520430932e-02,1.805745256917378194e-01,1.864465276951895178e-01
4.699587146564621776e+02,2.008257291209711304e-02,2.003286871654679502e-01,2.000542906820470257e-01
2.555151029201569202e+02,5.803113154967214082e-02,8.102498395875612491e-02,7.914771436045521524e-02
1.394281667086254117e+02,7.115608469053034957e-02,2.574666140577842183e-02,2.234045675332828676e-02
1.670179066730241288e+02,5.248697602635882253e-02,3.446351569420212646e-02,3.086239434552091182e-02
3.054997185911956876e+02,3.791274095726993032e-02,1.360374559104872982e-01,1.376168859217291596e-01
1.442305322591834340e+02,3.855601396932704233e-02,2.936396728176145221e-02,2.220134052849970230e-02
3.805949572636826588e+02,1.670397261171834360e-02,1.727769759946972405e-01,1.776350129274503753e-01
2.206407589446173176e+02,6.315812101505111076e-02,5.647585063995667898e-02,5.996964754465274050e-02
2.904604613409408103e+02,3.040603514435895327e-02,1.334238830117927821e-01,1.327562166028452562e-01
2.650709949252081969e+02,1.121326098066682472e-02,1.272770741606872869e-01,1.310274882383805628e-01
2.493768065846613240e+02,7.294701221019440907e-02,6.790579448485561942e-02,7.939517066503103127e-02
4.355719786837877905e+02,2.262850875951106372e-02,1.925369617019365709e-01,1.940225320745656568e-01
1.157151795236071479e+02,4.030988547229007180e-02,1.810610170221957707e-02,2.670332616629556705e-02
4.511052949649649122e+02,1.691225667911518127e-02,1.933297875263980670e-01,1.918637116672110565e-01
1.366418285464108635e+02,7.641383224998342383e-02,2.563598145821598118e-02,2.260628538757679037e-02
1.495969186322689382e+02,6.365054535647446388e-02,2.774781646780435235e-02,3.275637868446100442e-02
1.781698885576559519e+02,6.436165395545009882e-02,3.699498153739743528e-02,2.741771484980441709e-02
4.437714449423638712e+02,4.520198244510272717e-02,2.003160359255354017e-01,2.051140947049330254e-01
4.913664592627648062e+02,5.988165738554965950e-02,2.175957911119674182e-01,2.175916965060693820e-01
1.637696527853576072e+02,3.657760375005623260e-02,4.115898188576334188e-02,3.875749207000298013e-02
3.184579778269525150e+02,6.907897705163691671e-02,1.143351090040141405e-01,1.147647141811212607e-01
3.377178567190235299e+02,2.129041966584180323e-02,1.589879767052802262e-01,1.595446982008840997e-01
1.780814953876847255e+02,3.400352328478376679e-02,5.297132493689781646e-02,5.920928611539667819e-02
3.903696255538878290e+02,1.836299743072047214e-02,1.767321412966619543e-01,1.809411570938742331e-01
2.839037868987243769e+02,3.907320640638715231e-02,1.211991388343446746e-01,1.222037094284209591e-01
1.972271709917657745e+02,7.039123809842885715e-02,4.376675206190280137e-02,4.266402335538764523e-02
1.975019359409099593e+02,6.043544510798908032e-02,4.583936528830270113e-02,4.111662650085375764e-02
3.500256285349747145e+02,7.780764548157766136e-02,1.287647404504128901e-01,1.297602495916622967e-01
1.139619763548309663e+02,7.793749084670988092e-02,2.056074061569970399e-02,7.684994823051351578e-03
4.254984449517800726e+02,7.624218389646142402e-02,1.787873970359862286e-01,1.836170096312151612e-01
4.208833096637617928e+02,5.755087189450795726e-02,1.869527593320621239e-01,1.869472796332825593e-01
3.184958225710748820e+02,2.150969936380556918e-02,1.510384857478830056e-01,1.427290262280092037e-01
1.102884042697653797e+02,3.360529336621722457e-02,1.737098454336503950e-02,2.019545981161989523e-02
3.785669730467934642e+02,7.146972532168295589e-02,1.529041256660690629e-01,1.484596213229501527e-01
2.504312476893819053e+02,5.721792481393572771e-02,7.833451850776156078e-02,7.600434730251597049e-02
1.273135184287413608e+02,2.451258014324667750e-02,3.096842082629141027e-02,2.203792520482904249e-02
2.248909932106566316e+02,3.283426987443671674e-02,8.793736026726052535e-02,8.419274661868147991e-02
2.577959826838869617e+02,5.248285134845714212e-02,8.784745664908191753e-02,8.864480100608577995e-02
1.490646892704035054e+02,3.264846310945127006e-02,3.592043294159247280e-02,3.549808035445012333e-02
4.790083051280983000e+02,1.790135669866205551e-02,2.010879624637034180e-01,2.025326869960870912e-01
2.704165834772223889e+02,3.287122572612175692e-02,1.190287422821901392e-01,1.153720154498533434e-01
4.240113072111800534e+02,6.482936416630558085e-02,1.848495283032216829e-01,1.876536637288862552e-01
3.390183801448704344e+02,6.569274621671886139e-02,1.314509076381429886e-01,1.240325516026985625e-01
2.526796491886414628e+02,5.535289906572243845e-02,8.150711444905149594e-02,7.864073666486835756e-02
3.050569707680155034e+02,7.294455398661280066e-02,1.021710577240847045e-01,8.889640231137682647e-02
3.024446623650243282e+02,1.434450299223453615e-02,1.436915924656754773e-01,1.421212548669458509e-01
2.515586014772001704e+02,1.549738293752481524e-02,1.208709651341296626e-01,1.180953777631373741e-01
1.451656036450961267e+02,5.167194564289388087e-02,2.641670541622245794e-02,2.539955995399247046e-02
4.345111410805935179e+02,2.665279976564175618e-02,1.940587165858344287e-01,1.968602453366188054e-01
3.012095359854357639e+02,4.451728311030189039e-02,1.268662767627933285e-01,1.333686877495927625e-01
3.018760149679910683e+02,7.922212676444871648e-02,9.594724234808155172e-02,9.000065133332367517e-02
2.802033639376618339e+02,2.568967074503220732e-02,1.310180162688413530e-01,1.297518837237696399e-01
2.679023349709789272e+02,1.887311154709562372e-02,1.280079449352124477e-01,1.181491027328142041e-01
4.668008133617964859e+02,6.025298475956004235e-02,2.074784937738440305e-01,2.165495374231767578e-01
4.693511065142540133e+02,7.158634321405303591e-02,2.051331785521855189e-01,2.115652441866572031e-01
3.956254950993659918e+02,2.071622997272352593e-02,1.794932794273903232e-01,1.817539324392268840e-01
1.188507835886272659e+02,1.055725220114870841e-02,4.508835708929661429e-02,5.108685355386072963e-02
2.539782035979240788e+02,3.471986194703734901e-02,1.060029803840893542e-01,1.102404402170574088e-01
3.748161198613339593e+02,1.667985067580035619e-02,1.708929519771662797e-01,1.676687007735845336e-01
3.207382890263644981e+02,3.745509564280870979e-02,1.453530597072738573e-01,1.489080680571260029e-01
4.247026562820275899e+02,2.781571453800739391e-02,1.914374225025678722e-01,1.972709211750963698e-01
2.142309528423790539e+02,5.930885812869648999e-02,5.480898803460768770e-02,5.881041909468864154e-02
4.441627334766684498e+02,4.109578351978523253e-02,2.004520470193075221e-01,2.000025146466842263e-01
2.220726563163343030e+02,7.955394802293520862e-02,5.303333445357680254e-02,5.108983042514757961e-02
2.851230159537910822e+02,1.253558327993171094e-02,1.361369516160090276e-01,1.479989294346235329e-01
2.028104304090730921e+02,1.894531753546598030e-02,9.061482244566688993e-02,9.196860284856755996e-02
3.943307713049148333e+02,1.445867446596598230e-02,1.757457294532644154e-01,1.784764192038167108e-01
1.619163392987332770e+02,5.614299336849733202e-02,3.181770356653053355e-02,2.480526028968167013e-02
4.188608496316321066e+02,3.970631036673306219e-02,1.909887636305641068e-01,1.944028553916413438e-01
3.769594315165173271e+02,2.300439651491417020e-02,1.740150412720515849e-01,1.752498381183621445e-01
1.765958209381080337e+02,3.877347949076428990e-02,4.701678043020456749e-02,4.270784456609789947e-02
4.038850961877446366e+02,2.612153072166123469e-02,1.841245393551689258e-01,1.905721390366520163e-01
1.301834785992670902e+02,5.298886097107851495e-02,2.195354007862071813e-02,2.194007509242356171e-02
2.721773956163515322e+02,4.443054908913489365e-02,1.070660393150335565e-01,1.103070225622149320e-01
4.260802238536184632e+02,1.226492827849899950e-02,1.832774955278175244e-01,1.855804353201266355e-01
2.032210855732149639e+02,1.448920548572173519e-02,9.510776598218255440e-02,9.161177625841460115e-02
3.427962106732711618e+02,2.256704902309349114e-02,1.611223267683524751e-01,1.625693066519310892e-01
2.971891123127484207e+02,4.756111222609273048e-02,1.209143911961088474e-01,1.278353774621532324e-01
1.003680549302025327e+02,7.146619000635623387e-02,1.707745716644688133e-02,1.154902446380969526e-02
2.692510336348550481e+02,1.600608126288389360e-02,1.293483436760838046e-01,1.241643684954949201e-01
4.982954377496935194e+02,3.883015390361910929e-02,2.171747146749148094e-01,2.126162091023614531e-01
1.210053580203239534e+02,4.028908976301506795e-02,1.972287872734679315e-02,2.342487545453872388e-02
1.687781744816959417e+02,5.563534769351746040e-02,3.450865615303223138e-02,3.219649568389176819e-02
