M,r,m,v_orb
1.181043415454543604e+30,3.393550879219709430e+06,7.404566904278240704e+27,4.836759194987671450e+06
5.827453903316600943e+30,9.862757475127831101e+07,2.265743216643096088e+26,1.985764915553869680e+06
5.161482654759974535e+29,3.282753398688383400e+07,2.677706346649764760e+26,1.024644116573460284e+06
4.285571265288602359e+30,3.347426295353379101e+06,2.655800812645497819e+27,9.246068027137076482e+06
1.299536932157505680e+30,3.275699221336670220e+06,2.562785344731672097e+28,5.198564072206935845e+06
2.056008775475052317e+29,3.527426687432561070e+06,3.934623254318039816e+27,1.992234377633062191e+06
2.524429049019955866e+29,5.363914399992019683e+07,6.275164584890995307e+28,6.262410410178116290e+05
8.724383629761407076e+30,1.896332020772704855e+07,3.760575153171232878e+26,5.540008095808362588e+06
4.061119883509148147e+29,9.793832540875096619e+07,7.456066625719314456e+26,5.265472083651848370e+05
1.221290808832634823e+29,3.226254788757300936e+06,6.020724595760068587e+26,1.594500746783949435e+06
7.623043956200237375e+29,7.350696796829555929e+07,6.055047027720238219e+28,8.643478614420343656e+05
1.464253594387088865e+30,4.882104179988833517e+07,2.350589865141939202e+28,1.426100253045932157e+06
2.411777822327515359e+30,1.280228313610784896e+07,3.495083641177612051e+28,3.571219903736455366e+06
1.002706131755662287e+29,2.036739566561393067e+07,9.081443389489052354e+26,5.758066589159169234e+05
2.391646969700053923e+29,2.205601437803206220e+07,1.856504554064154417e+26,8.510413990030732239e+05
1.027849747528230784e+29,4.191988574296246283e+06,3.035047332916819065e+28,1.456495857863523532e+06
2.617647747577248764e+29,2.452807154310072586e+07,3.017386120767379820e+26,8.444423331665064907e+05
1.888255565294532487e+30,2.763093952507300675e+07,1.974566966692480415e+27,2.136684267586164176e+06
4.082237696463767050e+29,5.749992767322211526e+06,1.490921170051416855e+28,2.216558576873552985e+06
2.448295014838359095e+29,3.939294397543658968e+06,2.132694686766376007e+27,2.046415821771223331e+06
3.350341255968130036e+30,3.335514994389598724e+06,1.279114741598542416e+26,8.188680902529296465e+06
1.166147082042291216e+30,9.258873001024684310e+07,1.780685362190372125e+28,9.238017356912166579e+05
1.885960373928724173e+30,2.037477944459263608e+07,4.159220608779698315e+26,2.485685989518704358e+06
4.045278323860777205e+30,1.612747134219536558e+07,8.301874390839240146e+27,4.095257280920886435e+06
2.987319420625547882e+29,5.570822878071069717e+06,4.607443167302143327e+26,1.893655058409493649e+06
1.312255146782295570e+29,3.109569792151856795e+07,2.802372611255262361e+27,5.363433255881903460e+05
2.123453232518399619e+30,6.637043113460101187e+06,3.154199404042965076e+27,4.624299739840828814e+06
3.906591294313015573e+30,1.587630205446148291e+07,3.050326332875655086e+26,4.052171011905200314e+06
1.084920268236165278e+30,4.773619180706420541e+07,5.015181485921170706e+26,1.231868685794374673e+06
4.145276688178374547e+30,2.981383617946481705e+07,4.717438094539070972e+28,3.063290640236973297e+06
5.279836195120572905e+29,1.168779039170677774e+07,2.500271384370518952e+26,1.736812117398051778e+06
2.693490132958135515e+30,3.219853747013709042e+06,3.005177948960312624e+26,7.474264618307547644e+06
1.132052100461496222e+30,8.948917190865434706e+06,2.788532392724594963e+27,2.909278948944708798e+06
4.517434449855224028e+29,3.700642150832422078e+06,7.040323421766593914e+26,2.857898670886686537e+06
2.192603928690965430e+30,4.442109470425305516e+07,3.369386674885450921e+27,1.816359097210416337e+06
1.759186224133064951e+29,4.303289070231249183e+07,5.908465647142626352e+28,6.037130613781692227e+05
9.857720642902390251e+29,1.418268595444625057e+07,2.256138715957984980e+28,2.178288134027702268e+06
2.436387992206350311e+30,3.326392128225889988e+06,1.899722684674031644e+26,6.993804335203267634e+06
2.709203723544180275e+30,4.165580816570067313e+06,4.074822828486827623e+28,6.638166428455044515e+06
1.740533980907943978e+29,4.894898733240571804e+06,4.639895206938792515e+26,1.543007003193696029e+06
3.067536159618589577e+30,8.030493085611838847e+06,1.486778669817678281e+27,5.049869463272063062e+06
1.649356984386669156e+29,3.523968423995415680e+06,8.230649835680488836e+27,1.812006106607158203e+06
3.933819108343465597e+30,7.027153090057178400e+06,1.636513510335882975e+28,6.124104269841464236e+06
2.096392145931569816e+30,7.523551281851817854e+06,9.258026144325209395e+27,4.321802311380228959e+06
3.002845009995466282e+29,1.226964056737425178e+07,1.687564942674809386e+27,1.281670184747467982e+06
1.377504245120300283e+30,2.439721287790348753e+07,2.721809759468081583e+28,1.960243640252703102e+06
6.908856640893188758e+30,2.953168521273519099e+07,1.258724017099010523e+28,3.954526392845659982e+06
1.258845935710841474e+29,2.218212184915693104e+07,5.319401677249517020e+26,6.167352106258276617e+05
2.656266756608829650e+30,1.435020163541764021e+07,6.296678907060003495e+28,3.555972505196363665e+06
2.263964667753988696e+30,8.821422762967734039e+07,7.325608691065776955e+27,1.310853973727438366e+06
1.772905638544079259e+30,1.388656860681413114e+07,3.930488694189756142e+28,2.951113829023861326e+06
1.813330478993046866e+30,3.278485529793480784e+07,8.920508145800755311e+27,1.925973088802023558e+06
4.295355687374532573e+29,9.375505211875316501e+07,2.902266101049772995e+27,5.548260783253340051e+05
1.108439802295271445e+29,2.018273177733452618e+07,2.587576259926155129e+27,6.124586042369343340e+05
5.894576786181851665e+29,3.062313272505227011e+06,1.148315636179565623e+28,3.621467930665116757e+06
5.256009253527089246e+30,8.619936552413715050e+06,1.420222592974485150e+26,6.377805835682980716e+06
1.105205302898255858e+30,4.629874550954939798e+06,1.236775223198960569e+28,4.014584500760021619e+06
3.517210029959656125e+29,7.699579373792775907e+06,1.182893127719252428e+28,1.775356288844264578e+06
2.896773281390126859e+29,1.471898445520103164e+07,4.732710183128074275e+27,1.155422335052978015e+06
1.111237724465416143e+30,5.303707268005336076e+07,7.351831614133253477e+27,1.186409999664026080e+06
4.244235749118279308e+30,6.831604202360332943e+06,2.739150366865284610e+27,6.440076991822351702e+06
1.216634140064437207e+29,1.060512211046179011e+07,4.498814791933175442e+28,1.024156068972703186e+06
1.480242316129350813e+29,3.261198014175167773e+06,5.957396347300899930e+27,1.776372478725903435e+06
9.163721429515101070e+29,1.712521946205583587e+07,1.051611993289346782e+26,1.889879214397163363e+06
3.526627751956580050e+30,1.796420685348691791e+07,7.958505954494986350e+28,3.659968586726062000e+06
2.188884784633110728e+30,3.553563917107070796e+06,1.113628718439159897e+28,6.429588868406033143e+06
1.930807302241933711e+30,4.159264519060332328e+07,1.764368832173993895e+26,1.760211252859234344e+06
3.956479092185403186e+30,2.645213679893565923e+07,3.081310138424236277e+27,3.160491901729538105e+06
2.651010257129943579e+29,1.558326948042155616e+07,2.690578962738076627e+28,1.118329039941971423e+06
1.268275529388373712e+30,4.039758993640699238e+07,2.568304160952167758e+27,1.448958236818876117e+06
6.886609525236489569e+29,5.149335322207010351e+06,9.596053797561403051e+26,2.990288358305568341e+06
4.232930315960612953e+30,9.560447405223352835e+06,8.872453025803047660e+28,5.491709396244460717e+06
8.587057411736540330e+30,5.249712039996286854e+06,7.316696682232288538e+26,1.044210849133528396e+07
4.492080112127611680e+30,4.555172428784272075e+07,4.925689524055321545e+27,2.566729668082799297e+06
1.345684180633193026e+30,3.776868038688659202e+06,2.280500464852644363e+26,4.878402047473818064e+06
6.882819105936372312e+30,3.410779235110007226e+06,9.835159282157189464e+26,1.160036527651589550e+07
1.661063334368239232e+29,7.571352208098550141e+07,2.310748324302569103e+27,3.853004204694298096e+05
1.441387403976191195e+30,4.015428355560700409e+06,3.584964747122849169e+28,4.956411264867694117e+06
6.118778739897541479e+30,3.206700438918276131e+07,1.425153905079569071e+27,3.568649218731872737e+06
1.990964034121515390e+30,2.260728241888644919e+07,1.662737528267717760e+28,2.434398413331689313e+06
1.561342040722091156e+30,3.486963298153440468e+06,1.972611611400185149e+28,5.503058128153105266e+06
1.035658206273057601e+30,4.247310232923468202e+07,8.436160022819822563e+27,1.280860677631790983e+06
1.492205967128445085e+29,6.338140043370565772e+07,5.942682570278005867e+28,4.687258864160035737e+05
1.794830280882898155e+29,5.328710725925771520e+06,1.373857139538346383e+28,1.556024382073904853e+06
3.205861222075295850e+30,1.365732164602168277e+07,2.695156920459575180e+27,3.959367809350850992e+06
3.030718872327681701e+29,8.199176343461863697e+07,5.247325712433806454e+27,5.009655623784982017e+05
3.980858328041200287e+30,1.054923899346369877e+07,1.300776635054732669e+28,5.025939531207455322e+06
1.544084580278071731e+29,1.480885802652654797e+07,1.085383783797655600e+28,8.630412174159369897e+05
3.490938858691239626e+30,7.383478457205934823e+07,7.192722550343583842e+28,1.794533234775893157e+06
7.706903866228912943e+29,2.407526523779647052e+07,5.463772452440454610e+28,1.512581402362923836e+06
4.052285961067159019e+30,5.374822446522350423e+06,6.357453073873309184e+26,7.092926064267433248e+06
1.069636980610089529e+29,2.431066988476552069e+07,3.612798814401656397e+28,6.267672360279343557e+05
3.170863565414449019e+30,8.266502541068780422e+07,4.967970377870055792e+27,1.601224131017338485e+06
6.645798239419747952e+29,4.632678140366986394e+06,3.519572125048706929e+26,3.095869154103731737e+06
8.687934618616833063e+30,3.460039381372313946e+06,4.022651123765382505e+28,1.296515391319101863e+07
3.184489841845173717e+29,1.090626001755671389e+07,7.739084082967209038e+28,1.556450236910231411e+06
6.491635614579185815e+29,2.986388936342279986e+07,8.336736448962931326e+27,1.212177695274453377e+06
2.141103127313485676e+30,1.271040558806845546e+07,3.863349209747358168e+27,3.355854042297940701e+06
2.579977342544511615e+30,5.180288204570589215e+07,1.199078240990624226e+26,1.823153960143270204e+06
2.375364138133932616e+30,2.091120382305090502e+07,2.320663201237819396e+27,2.754613655832462013e+06
4.599092534697902033e+30,1.862885853049377725e+07,5.143125391484939673e+26,4.058915388305482455e+06
7.477653058576215434e+30,4.983094890477697551e+07,4.794666084419971999e+28,3.174527494306243956e+06
2.787293911318196758e+30,2.162376129204374552e+07,8.638617051477760006e+27,2.937423813934963662e+06
1.063815388117610584e+30,2.387771265121279284e+07,2.509773692381319787e+26,1.724550969858208671e+06
3.113745353535352350e+30,8.928718679442618042e+06,3.520856154092901479e+27,4.826607287402720191e+06
9.180026409707468784e+30,7.291986707694874704e+07,5.117702112437699540e+28,2.906494384578455705e+06
1.018390863968347611e+29,2.607757325923368335e+07,2.351635880378229353e+27,5.163900714155980386e+05
3.375600759726992121e+30,3.123351528860243503e+06,1.882187530915793149e+26,8.494589195382354781e+06
7.331529976334320978e+29,4.870058016393858939e+07,1.564024982471376352e+27,1.003422457702804473e+06
2.331559072286209099e+30,3.585857651002407540e+06,6.385594867850408906e+26,6.589843394912078977e+06
2.704883933035755013e+29,1.710841040826840699e+07,1.875061392692733417e+26,1.027591183208605973e+06
2.867957500039427215e+29,8.178817428730359674e+07,9.553040766650732838e+27,4.917553152416208759e+05
3.512270735400646044e+30,3.724633862558708340e+07,4.426781778149907616e+28,2.524321150918380823e+06
3.319911170131434392e+30,2.838626003637631238e+07,9.549068878098199077e+28,2.833581249116734602e+06
2.127696537631408006e+30,4.036172941591523588e+07,1.805501964038002939e+26,1.875731775074021192e+06
1.224536395219283550e+29,3.101521168246781453e+07,1.361932686137243771e+28,5.411206201868442586e+05
7.525519379768061833e+29,3.082252971337749064e+07,8.612944505048329007e+27,1.283795519720379962e+06
3.347513698542526391e+29,3.919414471429101378e+07,2.197585935515807667e+27,7.574685699933089782e+05
1.329099285605749330e+29,8.116386809276570380e+07,4.523089178961555765e+27,3.361687758887320524e+05
2.533194558431538386e+29,6.139444052161040157e+07,1.850490357681284334e+27,5.266756080239289440e+05
1.861673431544389344e+30,6.730777508628726006e+07,5.553536377200746015e+28,1.378761725660434924e+06
4.279654912238976739e+29,3.824707997501025908e+06,9.104640133899212838e+27,2.762898983450969215e+06
5.132301022403375413e+30,3.367982373994091898e+07,7.350389536627351243e+27,3.191104590994844679e+06
2.673564238962054443e+30,8.740032742749379575e+07,6.799421221459752448e+27,1.430627138887916459e+06
2.908110878166178676e+29,4.628084693849419802e+07,1.728993758038860362e+27,6.495089533506046282e+05
5.560734554198870293e+30,1.988720057233233750e+07,2.853106967312755744e+27,4.320403760036520660e+06
1.309575241750282607e+29,9.243255077778264880e+07,4.548329710832281728e+27,3.127949258368976298e+05
5.361045726669787352e+29,1.394562365570404381e+07,1.125103344209078855e+28,1.618513645093558123e+06
1.343648697999772209e+30,4.255470430585326254e+07,2.112324799147354532e+27,1.452771953103855951e+06
1.411367400397936623e+30,2.439958840046342090e+07,1.488218737877024985e+27,1.965813088624840369e+06
1.514471734384381368e+29,1.100643874781987257e+07,4.949021410281202729e+28,1.103884471632467583e+06
2.760093985561156218e+30,8.389075606211057305e+07,6.547570210797198580e+27,1.483559604834669270e+06
7.876088732662749539e+30,1.605273241133245826e+07,8.099244316925342220e+27,5.723886814391901717e+06
2.774938856414875679e+30,7.138090563309364952e+06,3.698502310128317203e+28,5.127122831977472641e+06
1.567486576528727666e+30,6.696752092349207960e+06,3.559509070973923603e+27,3.957049185170451645e+06
3.603856912957777537e+29,2.219737068693575636e+07,1.849400632927205837e+28,1.067322548240355449e+06
5.092516233536680189e+29,1.350379262805531919e+07,4.068936921739050522e+28,1.648663440407577902e+06
1.145499201032847932e+29,8.767534923976717517e+06,1.121944266470213767e+28,9.785454186105582630e+05
3.495709473383460292e+29,9.671959626350676641e+06,1.064488354419100120e+28,1.576679189486857504e+06
1.505240326451944862e+30,4.820709850113943964e+07,5.363646980556989293e+27,1.446128100275623379e+06
1.093021934439450182e+30,2.548365099442108348e+07,4.568790178358700144e+28,1.726885146057146136e+06
1.762967160234387005e+29,3.191416986256784946e+07,2.683945487678318143e+28,6.517736785192654934e+05
4.903819841830427872e+29,8.612399563518162817e+06,3.682017484386893326e+26,1.950254949931612005e+06
1.266698567629744583e+30,7.866662604527340829e+07,7.391086356826704641e+28,1.066462541683307150e+06
1.123694008181442705e+30,5.700838505665905774e+07,1.006697181282405786e+27,1.147462365096480120e+06
1.881788684301425686e+29,4.830446069440825842e+06,1.747792176491142440e+26,1.613677069035706343e+06
4.590016634412687793e+30,5.314054090140049346e+06,1.687451187010314343e+28,7.604845305854792707e+06
5.176508876151136836e+30,1.206117113405850157e+07,2.709710985406455780e+27,5.352405849463435821e+06
5.207894589925588577e+30,3.054909940943845082e+06,4.727443308667522076e+26,1.066548738437461667e+07
1.894320909385327717e+30,2.351037106196993962e+07,6.945062548303671802e+27,2.323117627650202718e+06
3.355134581807734873e+30,8.553141394231444597e+07,2.619459947643857508e+28,1.624295191700560972e+06
3.804521182904725839e+30,3.431055819632432889e+06,3.060200924420734796e+27,8.606210221847791225e+06
9.891290018900068858e+29,4.653723182149560004e+07,5.957969340329117823e+27,1.194592299437206937e+06
2.138505999538149091e+29,7.428181814869323373e+07,2.176300100761086730e+27,4.405605943598978338e+05
6.068612566370912174e+29,4.390852999868294597e+07,9.811239444151364203e+28,1.035150369231877965e+06
2.313250465736474656e+30,4.112858460780075192e+07,2.859773750222709986e+26,1.937526774377248250e+06
3.024681010414642832e+30,4.328151749271244556e+07,5.820936849763148497e+26,2.159773817123029847e+06
1.670727003891407874e+29,7.544900726362222433e+07,4.938676775628193311e+27,3.900721636720233946e+05
1.708845073887635755e+29,9.771195023389530182e+07,2.436965113468121349e+27,3.440688561072638840e+05
4.687002098512350329e+29,2.066787967449469864e+07,1.963496029826829825e+28,1.255758945451357635e+06
9.242945027696071464e+30,4.142503430705465376e+07,2.002829033745327598e+27,3.858884846931220964e+06
1.906952980645123949e+29,7.662048551998703741e+06,2.075721633210452466e+28,1.357302139473618008e+06
1.223098424395392327e+29,2.929549489625207707e+07,2.951454233517697735e+27,5.342000429331505438e+05
2.538871069268472470e+29,9.299492294527260959e+07,2.073482996162794786e+26,4.270323653742463212e+05
3.097108886347021140e+30,8.775639809434965253e+06,2.758826410471823919e+28,4.874326128732630052e+06
7.664466492548831696e+30,3.670836016535480507e+06,2.897017140266936073e+26,1.179765690858100355e+07
1.172884475448645664e+29,5.287731406166604161e+07,1.446547440677057623e+26,3.849943031674487283e+05
1.420341049451776647e+29,3.708017756594485044e+07,2.473537686042347678e+28,5.478755639437638456e+05
3.243394754661706652e+30,1.319723552824866772e+07,2.221710395697594668e+27,4.050974087159016635e+06
7.406406255190091035e+29,3.020998674746733904e+07,3.451975222851180057e+27,1.282120858647797024e+06
1.978228694023137471e+29,7.265374296799120493e+06,1.620047430041051891e+26,1.348761690996427787e+06
4.315134428198346605e+30,8.879064818638842553e+06,8.590100839381990247e+26,5.694736146621957421e+06
1.718646361125950899e+29,2.849236002081421018e+07,9.145442573130734697e+27,6.511526634505961556e+05
8.244776071111300823e+29,7.685991838667025790e+06,1.532903927926315063e+28,2.700610663884276524e+06
2.873606209025961875e+29,4.421741994438668713e+06,4.013348611597338382e+26,2.084797610807605553e+06
5.092136100832926261e+30,8.147665482947115786e+06,5.545020447498510622e+27,6.460418906014263630e+06
7.717590110537668537e+29,6.555040666208981536e+06,1.297670323362663070e+28,2.826925916681711562e+06
7.689606041310443937e+30,7.479999115591726266e+06,6.372868750197502290e+26,8.279836899128649384e+06
2.226527258723470048e+30,4.093677208338063210e+06,1.019812613435210145e+27,6.027156005927000195e+06
1.869023732448633387e+29,1.133630021268637851e+07,1.870578982674913829e+27,1.054262289054067573e+06
9.175853980424823686e+29,3.632937871866293997e+07,2.582056834744349061e+28,1.316466413696076721e+06
4.666089794608338483e+30,1.422364632911057584e+07,2.204655496594796281e+26,4.678548886344232596e+06
1.904759244189095318e+29,3.561339488207030296e+07,1.261001929929276603e+26,5.976562187187331729e+05
3.678238760393645337e+30,7.357656677147850394e+06,4.544954111027841852e+28,5.810977716682657599e+06
9.947864223994722224e+30,5.876518111132299155e+07,1.688484511367205472e+26,3.360947017975651659e+06
3.426395512049072086e+29,4.483058859072797000e+07,1.968424816538199792e+28,7.344362147992702667e+05
2.321591076498510243e+29,5.297138378150747716e+07,3.631407645906924159e+26,5.412585872854419285e+05
1.976355929250806415e+30,6.623309082424481958e+07,8.256271897025261845e+27,1.414122210766508011e+06
1.631570513508029463e+29,4.822786483517336659e+06,3.221079778263296207e+28,1.644759647167961812e+06
3.830937841923006410e+30,4.333737846251039207e+07,1.140747007491440109e+26,2.428852566138347611e+06
2.289487446733918356e+29,6.093682145670336485e+07,1.376116976263707918e+28,5.155810297641904326e+05
1.390752932947271971e+30,1.386508852212718129e+07,5.491659588777806805e+26,2.587826631072341930e+06
1.136109006781410140e+29,1.549881310033807904e+07,1.263569356360082810e+28,7.373361081233053701e+05
2.433466304645787504e+29,5.043145825318516046e+07,1.611954090914909412e+26,5.676738818563539535e+05
2.464095569932982707e+30,3.213964206640153192e+06,4.702831047734344177e+27,7.162175790310990065e+06
1.652495670087056669e+30,1.228567673081229068e+07,1.087055380942394105e+27,2.997060882968259975e+06
1.916894481389264924e+29,4.762858379982937872e+07,2.980546646298625694e+28,5.571108404083488276e+05
2.400297577640902014e+29,1.301801344144465029e+07,1.345347695129682539e+28,1.140013838166245027e+06
2.942718413659065259e+30,4.809312681744150817e+06,5.072331174795148150e+26,6.390812919815152884e+06
9.946744805065811875e+30,1.410941543071203865e+07,3.788520183612895118e+26,6.856983878061244264e+06
3.365915949226769114e+29,1.250693705121756159e+07,4.906622261375687747e+26,1.341219559660134837e+06
3.855737116150673613e+30,6.228276589608061314e+07,4.376896240678581041e+28,2.044089098347312538e+06
1.296744089314357111e+29,7.857391268209312111e+06,6.210976797996092390e+28,1.276465430202214280e+06
8.767612744931248819e+29,6.663438459202920087e+06,1.512271439690037170e+26,2.963900053225582000e+06
7.056981948047401131e+30,1.041201441776316054e+07,7.469210626118320828e+28,6.759078788508566096e+06
1.567128750558205265e+30,5.352639406292446703e+07,2.218439565452615997e+27,1.398822727457121480e+06
4.998797435836774321e+29,2.533821061495569721e+07,2.374025327372855124e+28,1.174393242435195018e+06
2.746643385948010927e+30,2.314179340490094200e+07,2.971409443141792131e+27,2.815839492436995264e+06
1.378060312705345584e+30,3.453297007313979417e+07,2.676766582842640467e+27,1.633520947033382487e+06
1.022970161493673832e+30,3.948035841902461834e+06,9.235795771099710727e+28,4.343602475753489882e+06
4.218177577297307022e+30,2.071751682459193841e+07,2.666781374331849663e+26,3.686028973410138860e+06
3.626949335261567253e+30,5.774084518395135179e+06,3.328311804163153912e+28,6.503566062925574370e+06
7.642603300469580919e+29,1.539394182921103016e+07,9.618559396966160261e+28,1.931442161461366806e+06
2.177457495288905534e+30,4.003620467352417298e+06,8.784064672251091402e+27,6.037918511879928410e+06
1.503670235785268812e+30,2.436028334009880200e+07,1.322971226605398970e+28,2.038548084758887067e+06
4.738284249930593212e+29,8.215261370881713927e+07,7.656936881717131377e+26,6.209300414578604978e+05
2.291366878858883990e+29,7.981700734026619233e+06,8.113013060627827353e+28,1.610857876278307056e+06
1.278524055172478300e+30,5.105558886098230258e+06,3.710032660937546098e+26,4.089340308663865551e+06
4.439653271297084929e+29,9.047219283754992485e+07,1.667752874086369839e+26,5.723884169190775137e+05
3.368027390963769342e+30,3.235009394010109454e+07,5.550359135159548960e+26,2.636069439846181776e+06
4.888321968688590649e+30,7.065859513316079974e+07,3.975685175037425384e+28,2.157413256584245246e+06
2.087473636611432950e+30,1.096228666594272666e+07,2.257946191877176620e+27,3.566718352776357438e+06
3.336957510823978062e+29,4.534887465063196421e+07,4.666277289125302465e+26,7.012751099504785379e+05
9.435095543313340786e+29,2.038403724317203462e+07,8.480195240935582576e+27,1.765471772851684364e+06
7.439732732752485840e+30,3.342725271838302538e+07,5.527678272050714646e+26,3.853777481163408142e+06
7.268241469757832804e+29,3.740210934884082992e+06,2.846913050725854655e+27,3.609892917639654595e+06
3.793110725918161463e+29,7.853295893325889483e+06,4.009298013276494864e+26,1.796533860801843926e+06
3.848579601435365784e+30,1.856121248247035220e+07,7.953568840597894040e+26,3.720011951137380209e+06
8.291906325237455649e+30,3.246166292180914432e+07,3.897765801862179978e+26,4.128444195127333980e+06
1.426856348831723435e+30,4.740753195110378787e+06,7.126889328699268573e+27,4.493797866652505472e+06
1.673282853895638229e+30,3.962333344114321284e+06,4.663894634745956467e+26,5.310898381251784973e+06
1.451461302043379832e+30,7.605258061398553662e+06,9.758343856107088719e+28,3.687043356971154921e+06
1.644886835964088508e+30,4.190106632775443047e+07,4.793533800641652739e+28,1.642020568457860500e+06
3.544053157796902583e+30,6.469029994150743634e+07,2.603578146747544306e+27,1.912804673534278292e+06
7.100253961903018604e+29,3.787507414474304300e+06,2.704523482548942339e+28,3.605392087230089586e+06
1.055153937349934337e+30,4.674903135376484692e+07,3.823170375282890360e+27,1.229549761345687555e+06
1.741288861962677744e+29,1.656739935357042216e+07,1.984371681035167563e+28,8.839861322579779662e+05
1.060271268458049201e+30,9.886839236078114808e+07,6.908522780712434806e+28,8.731274286019143183e+05
5.128098765491751563e+30,1.417972517311249673e+07,8.230324269187179096e+27,4.916027716682766564e+06
1.478200582169565723e+29,1.544109730283236876e+07,6.266025126044389170e+28,9.538302758210017346e+05
6.531911523613560044e+30,7.099437595884481445e+06,3.273981395597312506e+26,7.833468838968370110e+06
1.891730306537429015e+29,8.597050686799168587e+06,2.167476555740610263e+28,1.279503959257459734e+06
8.093631609489969818e+29,9.021875764429685473e+07,1.309493487529133780e+27,7.744005844948497834e+05
1.428207194918805616e+30,3.972414371237037238e+06,1.099680716554220277e+28,4.918654796285294928e+06
9.097705694447408868e+30,9.084076223083092272e+07,1.346598869527069085e+27,2.585395368214942981e+06
2.290888263898286434e+30,3.493548710496575385e+07,3.202371580402267596e+26,2.092082530244990950e+06
1.547614280661813392e+30,1.267615827484697662e+07,5.777515265996220583e+28,2.907235494583091233e+06
1.903574843164679473e+30,4.091089761530184746e+07,2.189849633633548797e+26,1.762277294381961226e+06
5.320753791085038051e+29,1.825739229173070565e+07,3.151527942045219086e+28,1.435351749414102407e+06
8.673072409607439656e+30,4.810179570304408669e+06,1.642195795804872147e+26,1.096243996666825563e+07
7.784119163046104999e+30,7.861907380405140109e+06,9.701876231279137381e+28,8.175920898276310414e+06
3.625628757073231363e+29,3.034405995466065779e+07,2.247036126963020179e+27,8.957570181270962348e+05
1.296735053998371322e+29,2.612831051313884556e+07,4.091887774818298136e+27,5.845381930389871122e+05
2.721987798480282215e+29,7.114456094687205739e+06,3.584778960165847426e+28,1.700143290490413550e+06
1.266245480459342920e+29,8.196547887290088832e+07,2.866983263186387359e+27,3.247120499126722571e+05
5.263439303487155923e+30,6.861855513490219414e+07,2.320707827981059494e+26,2.262553399752666708e+06
5.164982926595653698e+29,1.780401308005837724e+07,4.350702694889942006e+27,1.397311787448871182e+06
6.211850027773822836e+30,8.869841394955003262e+07,6.020120408325496050e+28,2.172318229608139955e+06
1.007603321475573075e+30,3.551751558028381318e+06,3.200846874438573079e+27,4.360082870190096088e+06
1.320633612253827204e+29,4.378054068255733699e+06,1.556941267713577165e+26,1.420241302278049057e+06
5.628398125946842505e+30,7.285582319174654782e+06,3.651424326205405819e+27,7.180730335430168547e+06
2.779188655081160863e+29,3.135684369751425926e+06,6.461328609857076741e+27,2.461989416752764024e+06
2.779687992828808305e+30,9.086408506121526659e+07,2.763497823665684113e+28,1.435939548274896108e+06
1.170486308904096583e+29,4.251348859901136160e+07,6.712245965673235465e+27,4.407806837040986284e+05
1.109563366043760449e+29,2.955434882028805092e+07,6.335923786011627123e+28,6.274127217811987503e+05
4.827679510528047840e+29,2.590285255607051402e+07,3.762989417259935438e+26,1.115727297117836308e+06
1.236207063523657984e+30,8.337955481516026892e+06,1.778504761838174193e+28,3.168266462576239370e+06
4.371477330900340665e+30,2.345400690886877477e+07,4.418834781551401495e+28,3.544406331080925185e+06
8.158546808669900276e+30,7.734473982486120425e+06,4.721410936077404826e+26,8.386791293232410215e+06
1.261327297257600399e+29,6.537513862890156358e+07,3.191021549780376935e+28,4.016748520708097494e+05
2.416226284107745402e+29,4.068085778794456739e+06,8.898284731273902675e+27,2.028160899776115781e+06
1.610456937057813958e+30,1.653516407462114096e+07,5.566705719448516454e+28,2.593169233068458736e+06
1.058424696961402879e+30,2.426960560157699138e+07,9.960584300300124155e+26,1.706832726999910548e+06
8.281781906228647927e+29,8.419742021663698554e+07,2.360657743077717814e+26,8.103368167697291356e+05
5.472945169517343330e+30,3.283348312128537893e+07,2.507207741969048303e+28,3.342722861842709593e+06
4.026853466038524385e+30,3.073628909391209483e+06,1.202566698492097362e+28,9.365375647926609963e+06
8.041301564539986727e+29,4.094583081856729090e+07,9.781657296945839613e+26,1.145546196868205676e+06
2.742758015082225664e+29,2.081249920953969285e+07,2.399885455771231331e+28,9.780104444025072735e+05
1.147845610713479764e+29,2.088611503774083406e+07,1.348212259819301148e+26,6.059922179938781774e+05
4.983720813485096549e+29,8.034322701890853234e+06,5.671356496083264609e+28,2.147503667195363902e+06
3.596660432013889970e+30,8.248409848806620575e+06,6.792526398281686679e+27,5.398956017520613968e+06
1.451539834655690065e+29,2.808739085360724851e+07,9.147511970900090699e+27,6.055156169464921113e+05
3.739516743351754949e+30,4.442196022165945917e+07,6.010935860113175896e+28,2.389163994647905231e+06
2.386035768331055442e+29,1.351039848784250207e+07,4.909692576650966511e+28,1.192182944162176223e+06
6.433351901283445849e+30,1.611508074039575085e+07,3.283744198477998810e+28,5.173888057203599252e+06
1.763741202353510425e+29,3.031525667121874169e+07,3.978382407913148134e+28,6.898429242473795312e+05
4.398625272684373604e+29,1.095577047874327935e+07,1.915536140093263310e+28,1.672260255241185892e+06
4.340015632423225481e+29,1.733814226221083850e+07,1.165201831320635673e+27,1.294268735287625110e+06
9.892305570370832512e+30,8.357364034212360159e+06,2.061287351116890180e+27,8.884082606269458309e+06
5.229038047202986613e+29,4.022096115325813182e+06,7.013200136072876995e+27,2.966474439824223984e+06
3.075281096311445176e+30,4.623368530141771771e+06,6.165810366815084344e+28,6.729120063924338669e+06
