t,R,C,dR_dt
6.779355871174234949e+01,9.418271851136708506e+01,2.949633604004148757e-01,4.808269560980459545e+00
6.781356271254250601e+01,9.427797412288390433e+01,2.985818234800858284e-01,4.715609067100689167e+00
6.783356671334267674e+01,9.437138967167948067e+01,3.022460394680452911e-01,4.624295420062609629e+00
6.785357071414283325e+01,9.446299192620666929e+01,3.059565742423959178e-01,4.534313833681477668e+00
6.787357471494298977e+01,9.455280736385702767e+01,3.097140009359533042e-01,4.445649369277246521e+00
6.789357871574314629e+01,9.464086217096048870e+01,3.135188999362355511e-01,4.358286947873486028e+00
6.791358271654331702e+01,9.472718224278558807e+01,3.173718588854686495e-01,4.272211362101733911e+00
6.793358671734347354e+01,9.481179318353913743e+01,3.212734726805756003e-01,4.187407287817515034e+00
6.795359071814363006e+01,9.489472030636663646e+01,3.252243434731925675e-01,4.103859295432244814e+00
6.797359471894378657e+01,9.497598862359085103e+01,3.292250808629285652e-01,4.021551869326723150e+00
6.799359871974395730e+01,9.505562278031534618e+01,3.332763021231910372e-01,3.940469478158517891e+00
6.801360272054411382e+01,9.513364709388946494e+01,3.373786315684637604e-01,3.860596551712082825e+00
6.803360672134427034e+01,9.521008557930086624e+01,3.415327014909663728e-01,3.781917466260407146e+00
6.805361072214442686e+01,9.528496194856289492e+01,3.457391522277758478e-01,3.704416555006822875e+00
6.807361472294459759e+01,9.535829961071465277e+01,3.499986321608323792e-01,3.628078117871107899e+00
6.809361872374475411e+01,9.543012167182082806e+01,3.543117977169275568e-01,3.552886431023484448e+00
6.811362272454491062e+01,9.550045093497202231e+01,3.586793133677221301e-01,3.478825756170992101e+00
6.813362672534506714e+01,9.556930990023711558e+01,3.631018516356264714e-01,3.405880349631695836e+00
6.815363072614523787e+01,9.563672074001020462e+01,3.675800936562698129e-01,3.334034492413696427e+00
6.817363472694539439e+01,9.570270526250730825e+01,3.721147284675250244e-01,3.263272534022855886e+00
6.819363872774555091e+01,9.576728496574405369e+01,3.767064534728769565e-01,3.193578850619036569e+00
6.821364272854570743e+01,9.583048104700131375e+01,3.813559749932850518e-01,3.124937843203766441e+00
6.823364672934587816e+01,9.589231440282527785e+01,3.860640082671902285e-01,3.057333945483536652e+00
6.825365073014603468e+01,9.595280562902730992e+01,3.908312774505012244e-01,2.990751631520727649e+00
6.827365473094619119e+01,9.601197502068418999e+01,3.956585156166146366e-01,2.925175423176070488e+00
6.829365873174634771e+01,9.606984257213792944e+01,4.005464647564018765e-01,2.860589897347745492e+00
6.831366273254651844e+01,9.612642797553839102e+01,4.054958759519929901e-01,2.796979693961654689e+00
6.833366673334667496e+01,9.618175058477137895e+01,4.105075097848949750e-01,2.734329555295411218e+00
6.835367073414683148e+01,9.623582942079312375e+01,4.155821354247283272e-01,2.672624329974770063e+00
6.837367473494698800e+01,9.628868321361109395e+01,4.207205317865175820e-01,2.611848937992018449e+00
6.839367873574715873e+01,9.634033040415337723e+01,4.259234876654395818e-01,2.551988374873650045e+00
6.841368273654731524e+01,9.639078914426845301e+01,4.311918017368081002e-01,2.493027717708733881e+00
6.843368673734747176e+01,9.644007729672553353e+01,4.365262825560962678e-01,2.434952131006022924e+00
6.845369073814762828e+01,9.648821243521426538e+01,4.419277485589218624e-01,2.377746872384848054e+00
6.847369473894779901e+01,9.653521184434522695e+01,4.473970280610861106e-01,2.321397298101852691e+00
6.849369873974795553e+01,9.658109251447581300e+01,4.529349598568926938e-01,2.265888871884298439e+00
6.851370274054811205e+01,9.662587110585319294e+01,4.585423925986560900e-01,2.211207205117477148e+00
6.853370674134826857e+01,9.666956398759941749e+01,4.642201850323557921e-01,2.157338025054917452e+00
6.855371074214843929e+01,9.671218725713359277e+01,4.699692068447533511e-01,2.104267159590405001e+00
6.857371474294859581e+01,9.675375674017178085e+01,4.757903386633760001e-01,2.051980541935448876e+00
6.859371874374875233e+01,9.679428799072718448e+01,4.816844720565410243e-01,2.000464215159309944e+00
6.861372274454890885e+01,9.683379629110997655e+01,4.876525095333394955e-01,1.949704336595517118e+00
6.863372674534907958e+01,9.687229665192739958e+01,4.936953645436448213e-01,1.899687182117068440e+00
6.865373074614923610e+01,9.690980381292057189e+01,4.998139616254290707e-01,1.850399149158882262e+00
6.867373474694939262e+01,9.694633222773276771e+01,5.060092370216360269e-01,1.801826773670698989e+00
6.869373874774954913e+01,9.698189605139330638e+01,5.122821374706808539e-01,1.753956748636778862e+00
6.871374274854971986e+01,9.701650918331252171e+01,5.186336215747426870e-01,1.706775884259625897e+00
6.873374674934987638e+01,9.705018527153103491e+01,5.250646600436055245e-01,1.660271106987968759e+00
6.875375075015003290e+01,9.708293771271989669e+01,5.315762356946847067e-01,1.614429462989725561e+00
6.877375475095018942e+01,9.711477965218054464e+01,5.381693434530090414e-01,1.569238121519490159e+00
6.879375875175036015e+01,9.714572398384476060e+01,5.448449903512303516e-01,1.524684378182197264e+00
6.881376275255051667e+01,9.717578335027468484e+01,5.516041955296038246e-01,1.480755658095530780e+00
6.883376675335067318e+01,9.720497014423590088e+01,5.584479908443429341e-01,1.437439516069715983e+00
6.885377075415082970e+01,9.723329648304175521e+01,5.653774204082835375e-01,1.394723664941504238e+00
6.887377475495100043e+01,9.726077423050102766e+01,5.723935405137905441e-01,1.352595957875780019e+00
6.889377875575115695e+01,9.728741502029974697e+01,5.794974208377067226e-01,1.311044366195361244e+00
6.891378275655131347e+01,9.731323025606013744e+01,5.866901444461632975e-01,1.270056981939676533e+00
6.893378675735146999e+01,9.733823111134057626e+01,5.939728077945607421e-01,1.229622020407311833e+00
6.895379075815162651e+01,9.736242852963559358e+01,6.013465207275735525e-01,1.189727822617554498e+00
6.897379475895179723e+01,9.738583322437590084e+01,6.088124064791553547e-01,1.150362857692481366e+00
6.899379875975195375e+01,9.740845567997087073e+01,6.163716018025338084e-01,1.111515723871716821e+00
6.901380276055211027e+01,9.743030614747459595e+01,6.240252577866741701e-01,1.073175152994623183e+00
6.903380676135226679e+01,9.745139462743432546e+01,6.317745383580017915e-01,1.035330032436555081e+00
6.905381076215243752e+01,9.747173090587665456e+01,6.396206218597996207e-01,9.979693693179692016e-01
6.907381476295259404e+01,9.749132455968009481e+01,6.475647014300132120e-01,9.610822864896713114e-01
6.909381876375275056e+01,9.751018495657517349e+01,6.556079850012839216e-01,9.246580244298705509e-01
6.911382276455290707e+01,9.752832125514436257e+01,6.637516953009272580e-01,8.886859430784552760e-01
6.913382676535307780e+01,9.754574240482210712e+01,6.719970698509438733e-01,8.531555236094954253e-01
6.915383076615323432e+01,9.756245714589476847e+01,6.803453609679961378e-01,8.180563701436391888e-01
6.917383476695339084e+01,9.757847401258992193e+01,6.887978364145185273e-01,7.833782069568884232e-01
6.919383876775354736e+01,9.759380131660546454e+01,6.973557790321081029e-01,7.491108966558606141e-01
6.921384276855371809e+01,9.760844715847305508e+01,7.060204864216333975e-01,7.152444316074859643e-01
6.923384676935387461e+01,9.762241944905825619e+01,7.147932725011796329e-01,6.817689112870255475e-01
6.925385077015403112e+01,9.763572590971723741e+01,7.236754675218715072e-01,6.486745434895504481e-01
6.927385477095418764e+01,9.764837407229677524e+01,7.326684180678488811e-01,6.159516456786695571e-01
6.929385877175435837e+01,9.766037127913422466e+01,7.417734870562791016e-01,5.835906462872539890e-01
6.931386277255451489e+01,9.767172468305754762e+01,7.509920537373311333e-01,5.515820859716353830e-01
6.933386677335467141e+01,9.768244124824265384e+01,7.603255138265726520e-01,5.199166176949199247e-01
6.935387077415482793e+01,9.769252775007721823e+01,7.697752805012439969e-01,4.885850057356484477e-01
6.937387477495499866e+01,9.770199076012673345e+01,7.793427826037142570e-01,4.575781453365781459e-01
6.939387877575515517e+01,9.771083667335706480e+01,7.890294664881277731e-01,4.268870334639474073e-01
6.941388277655531169e+01,9.771907171304829376e+01,7.988367965222532563e-01,3.965027639634182144e-01
6.943388677735546821e+01,9.772670193079468959e+01,8.087662550874565870e-01,3.664165285352769530e-01
6.945389077815563894e+01,9.773373320650470930e+01,8.188193425787146928e-01,3.366196176723912359e-01
6.947389477895579546e+01,9.774017124840099768e+01,8.289975774045872381e-01,3.071034215618992924e-01
6.949389877975595198e+01,9.774602159302040150e+01,8.393024959872588120e-01,2.778594309511261962e-01
6.951390278055610850e+01,9.775128960812486412e+01,8.497356535110589526e-01,2.488792334681237950e-01
6.953390678135627923e+01,9.775598048202030554e+01,8.602986235202270127e-01,2.201545255935568601e-01
6.955391078215643574e+01,9.776009923029313597e+01,8.709929974930612495e-01,1.916771079380015230e-01
6.957391478295659226e+01,9.776365071241178839e+01,8.818203867309915012e-01,1.634388656975627185e-01
6.959391878375674878e+01,9.776663963187698414e+01,8.927824223810825188e-01,1.354317691463418072e-01
6.961392278455691951e+01,9.776907053622180399e+01,9.038807554360492880e-01,1.076478742956945567e-01
6.963392678535707603e+01,9.777094781701170234e+01,9.151170567342250539e-01,8.007932352514268715e-02
6.965393078615723255e+01,9.777227570984445038e+01,9.264930169596092835e-01,5.271834618530757410e-02
6.967393478695738906e+01,9.777305829502761014e+01,9.380103468019491686e-01,2.555725815547171820e-02
6.969393878775755979e+01,9.777329949827409905e+01,9.496707781099508194e-01,-1.411540920562615042e-03
6.971394278855771631e+01,9.777300307992821615e+01,9.614760617624223960e-01,-2.819555187708200350e-02
6.973394678935787283e+01,9.777217265432231841e+01,9.734279698901735500e-01,-5.480219922507734154e-02
6.975395079015802935e+01,9.777081169331195554e+01,9.855282964619705988e-01,-8.123883542494869658e-02
6.977395479095820008e+01,9.776892352627579896e+01,9.977788572845530668e-01,-1.075127404420967991e-01
6.979395879175835660e+01,9.776651134011565603e+01,1.010181490002599158e+00,-1.336311213248997376e-01
6.981396279255851312e+01,9.776357817925651261e+01,1.022738054098777605e+00,-1.596011118051166022e-01
6.983396679335866963e+01,9.776012694564649053e+01,1.035450430893713358e+00,-1.854297719198099159e-01
6.985397079415884036e+01,9.775616040095326298e+01,1.048320524457474257e+00,-2.111240918557095725e-01
6.987397479495899688e+01,9.775168115931634816e+01,1.061350261005683304e+00,-2.366909832625965215e-01
6.989397879575915340e+01,9.774669169247454192e+01,1.074541588548499016e+00,-2.621372830624104644e-01
6.991398279655930992e+01,9.774119434086311742e+01,1.087896479074916156e+00,-2.874697688283540664e-01
6.993398679735948065e+01,9.773519131369150159e+01,1.101416928572549914e+00,-3.126951586280419804e-01
6.995399079815963717e+01,9.772868468894327521e+01,1.115104957027596599e+00,-3.378201107647114121e-01
6.997399479895979368e+01,9.772167641337614441e+01,1.128962608424891600e+00,-3.628512235366727623e-01
6.999399879975995020e+01,9.771416830252198338e+01,1.142991950747870966e+00,-3.877950350142542746e-01
7.001400280056012093e+01,9.770616204118383052e+01,1.157195076194919459e+00,-4.126580238076722473e-01
7.003400680136027745e+01,9.769765918360316448e+01,1.171574102451555355e+00,-4.374466119550945997e-01
7.005401080216043397e+01,9.768866114708563941e+01,1.186131170204836938e+00,-4.621671529301361048e-01
7.007401480296059049e+01,9.767916922472223007e+01,1.200868445852902200e+00,-4.868259499196727624e-01
7.009401880376076122e+01,9.766918458744333975e+01,1.215788122128187654e+00,-5.114292590827584917e-01
7.011402280456091773e+01,9.765870828401887138e+01,1.230892418097386365e+00,-5.359832894223406363e-01
7.013402680536107425e+01,9.764774124105818487e+01,1.246183579161510790e+00,-5.604942026720918236e-01
7.015403080616123077e+01,9.763628426301006868e+01,1.261663877055851035e+00,-5.849681131978199389e-01
7.017403480696140150e+01,9.762433803216279671e+01,1.277335609849997056e+00,-6.094110879137919490e-01
7.019403880776155802e+01,9.761190310986253849e+01,1.293201103081384584e+00,-6.338291499800527973e-01
7.021404280856171454e+01,9.759897993168961250e+01,1.309262708778923923e+00,-6.582282718802021648e-01
7.023404680936187106e+01,9.758556881178401454e+01,1.325522805377798097e+00,-6.826143793383869784e-01
7.025405081016204178e+01,9.757166994907355217e+01,1.341983800151584250e+00,-7.069933628381823709e-01
7.027405481096219830e+01,9.755728342729548785e+01,1.358648129223486656e+00,-7.313710776487796217e-01
7.029405881176235482e+01,9.754240921499656736e+01,1.375518257566405778e+00,-7.557533438176644580e-01
7.031406281256251134e+01,9.752704716553300557e+01,1.392596679002892524e+00,-7.801459461758790681e-01
7.033406681336268207e+01,9.751119701707045806e+01,1.409885916205171785e+00,-8.045546343563096947e-01
7.035407081416283859e+01,9.749485839283657640e+01,1.427388520991300869e+00,-8.289851237448111476e-01
7.037407481496299511e+01,9.747803080038458745e+01,1.445107075661986595e+00,-8.534430978793583478e-01
7.039407881576315162e+01,9.746071362908263325e+01,1.463044190164916269e+00,-8.779341996073655174e-01
7.041408281656332235e+01,9.744290615718958293e+01,1.481202505362984034e+00,-9.024640454175174575e-01
7.043408681736347887e+01,9.742460755275433826e+01,1.499584693665457769e+00,-9.270382278204656323e-01
7.045409081816363539e+01,9.740581687361574836e+01,1.518193459028055248e+00,-9.516623154337420232e-01
7.047409481896379191e+01,9.738653306740268079e+01,1.537031536952892852e+00,-9.763418530782175253e-01
7.049409881976396264e+01,9.736675497153392200e+01,1.556101694488512432e+00,-1.001082361886181271e+00
7.051410282056411916e+01,9.734648131321834796e+01,1.575406730229826247e+00,-1.025889339421151014e+00
7.053410682136427567e+01,9.732571070948877434e+01,1.594949475697033048e+00,-1.050768262997864078e+00
7.055411082216443219e+01,9.730444166457624533e+01,1.614732793876037187e+00,-1.075724583974549731e+00
7.057411482296460292e+01,9.728267257321842010e+01,1.634759579521368966e+00,-1.100763731764951459e+00
7.059411882376475944e+01,9.726040172303906672e+01,1.655032761805230512e+00,-1.125891122337548289e+00
7.061412282456491596e+01,9.723762729455020803e+01,1.675555304321877825e+00,-1.151112158397832985e+00
7.063412682536507248e+01,9.721434736115227793e+01,1.696330205087562382e+00,-1.176432229569623011e+00
7.065413082616524321e+01,9.719055988913395083e+01,1.717360496540561332e+00,-1.201856712587376030e+00
7.067413482696539972e+01,9.716626273767234068e+01,1.738649245541116661e+00,-1.227390971499723094e+00
7.069413882776555624e+01,9.714145365875759808e+01,1.760199553748389434e+00,-1.253040358674661903e+00
7.071414282856571276e+01,9.711613029555414300e+01,1.782014558977613738e+00,-1.278810216568199376e+00
7.073414682936588349e+01,9.709029018309524872e+01,1.804097432029898584e+00,-1.304705871373797788e+00
7.075415083016604001e+01,9.706393075051792607e+01,1.826451380528171020e+00,-1.330732644174427382e+00
7.077415483096619653e+01,9.703704932116367843e+01,1.849079649563531325e+00,-1.356895852771501598e+00
7.079415883176635305e+01,9.700964311257853012e+01,1.871985521695188837e+00,-1.383200811949997888e+00
7.081416283256650956e+01,9.698170923651305486e+01,1.895172316950478608e+00,-1.409652833754987178e+00
7.083416683336668029e+01,9.695324469892231889e+01,1.918643392824877836e+00,-1.436257227779059953e+00
7.085417083416683681e+01,9.692424639996595204e+01,1.942402144281939247e+00,-1.463019301461132571e+00
7.087417483496699333e+01,9.689471113274132108e+01,1.966452005320703300e+00,-1.489944362776259634e+00
7.089417883576714985e+01,9.686463558275626440e+01,1.990796447084666632e+00,-1.517037715736118120e+00
7.091418283656732058e+01,9.683401632998513264e+01,2.015438978472504861e+00,-1.544304664072147393e+00
7.093418683736747710e+01,9.680284984822931449e+01,2.040383149049305622e+00,-1.571750517625087884e+00
7.095419083816763361e+01,9.677113250511607134e+01,2.065632549048749933e+00,-1.599380592702127402e+00
7.097419483896779013e+01,9.673886056209866524e+01,2.091190809373045134e+00,-1.627200212441735072e+00
7.099419883976796086e+01,9.670603017445627358e+01,2.117061601592957754e+00,-1.655214707190264978e+00
7.101420284056811738e+01,9.667263739129413125e+01,2.143248637947742896e+00,-1.683429414890142528e+00
7.103420684136827390e+01,9.663867815512587356e+01,2.169755671756617321e+00,-1.711849682024823682e+00
7.105421084216843042e+01,9.660414829927943003e+01,2.196586498805055410e+00,-1.740480864745646006e+00
7.107421484296860115e+01,9.656904355138262019e+01,2.223744953814685843e+00,-1.769328324533776087e+00
7.109421884376875767e+01,9.653335953142597248e+01,2.251234914783580621e+00,-1.798397436717840137e+00
7.111422284456891418e+01,9.649709175122474392e+01,2.279060303706333279e+00,-1.827693592059363770e+00
7.113422684536907070e+01,9.646023561441893435e+01,2.307225086573979844e+00,-1.857222197215076420e+00
7.115423084616924143e+01,9.642278641647324378e+01,2.335733273374039687e+00,-1.886988675211782152e+00
7.117423484696939795e+01,9.638473934467722870e+01,2.364588918090433811e+00,-1.916998465934027784e+00
7.119423884776955447e+01,9.634608947814507474e+01,2.393796118703606979e+00,-1.947257026624595877e+00
7.121424284856971099e+01,9.630683178535717559e+01,2.423359018767244244e+00,-1.977769833682880840e+00
7.123424684936988172e+01,9.626696112512881598e+01,2.453281805392550030e+00,-2.008542379509267839e+00
7.125425085017003823e+01,9.622647224799972321e+01,2.483568709752697501e+00,-2.039580175505910198e+00
7.127425485097019475e+01,9.618535979277449144e+01,2.514224010425369915e+00,-2.070888757005344694e+00
7.129425885177035127e+01,9.614361828651459518e+01,2.545252033399223013e+00,-2.102473683850883734e+00
7.131426285257052200e+01,9.610124214453833247e+01,2.576657152073929868e+00,-2.134340540983678203e+00
7.133426685337067852e+01,9.605822567042089588e+01,2.608443787260089408e+00,-2.166494939043746015e+00
7.135427085417083504e+01,9.601456305599427310e+01,2.640616407179361413e+00,-2.198942514985596119e+00
7.137427485497099156e+01,9.597024838074068498e+01,2.673179527807992617e+00,-2.231688932923505231e+00
7.139427885577116228e+01,9.592527560783817364e+01,2.706137714348827661e+00,-2.264739884435643447e+00
7.141428285657131880e+01,9.587963859047111725e+01,2.739495577288903583e+00,-2.298101086148290673e+00
7.143428685737147532e+01,9.583333106636764853e+01,2.773257777037504201e+00,-2.331778285874259726e+00
7.145429085817163184e+01,9.578634665641877177e+01,2.807429024856467059e+00,-2.365777264142297831e+00
7.147429485897180257e+01,9.573867886467816390e+01,2.842014082860230939e+00,-2.400103834914331102e+00
7.149429885977195909e+01,9.569032107836238765e+01,2.877017764015735501e+00,-2.434763846318784175e+00
7.151430286057211561e+01,9.564126656785067837e+01,2.912444932142570053e+00,-2.469763181400031371e+00
7.153430686137227212e+01,9.559150848668507194e+01,2.948300501912876737e+00,-2.505107758883903912e+00
7.155431086217244285e+01,9.554103986842964957e+01,2.984589440140008598e+00,-2.540803533975574346e+00
7.157431486297259937e+01,9.548985362747077943e+01,3.021316764160319135e+00,-2.576856496229127380e+00
7.159431886377275589e+01,9.543794256180012781e+01,3.058487541511880181e+00,-2.613272672222281656e+00
7.161432286457291241e+01,9.538529934606712857e+01,3.096106893925503645e+00,-2.650058129030879783e+00
7.163432686537308314e+01,9.533191653149066269e+01,3.134179997369047399e+00,-2.687218975118135234e+00
7.165433086617323966e+01,9.527778654585927143e+01,3.172712082047308257e+00,-2.724761361223286826e+00
7.167433486697339617e+01,9.522290169353088629e+01,3.211708432402184066e+00,-2.762691481268823246e+00
7.169433886777355269e+01,9.516725415543298539e+01,3.251174387112565345e+00,-2.801015573285920546e+00
7.171434286857372342e+01,9.511083598861759469e+01,3.291115339259250483e+00,-2.839739920323274269e+00
7.173434686937387994e+01,9.505363912030838947e+01,3.331536737818892924e+00,-2.878870849323213577e+00
7.175435087017403646e+01,9.499565535697486496e+01,3.372444083470710563e+00,-2.918414730954274283e+00
7.177435487097419298e+01,9.493687637676444524e+01,3.413842932937250829e+00,-2.958377983507923581e+00
7.179435887177436371e+01,9.487729372631842750e+01,3.455738900388798385e+00,-2.998767074203542826e+00
7.181436287257452022e+01,9.481689882077215259e+01,3.498137657443253890e+00,-3.039588520260796400e+00
7.183436687337467674e+01,9.475568294375473499e+01,3.541044933166314301e+00,-3.080848889993259121e+00
7.185437087417483326e+01,9.469363724738923338e+01,3.584466514071352528e+00,-3.122554803923195621e+00
7.187437487497500399e+01,9.463075275229260797e+01,3.628408244119480042e+00,-3.164712935918035264e+00
7.189437887577516051e+01,9.456702034476667507e+01,3.672876025427818991e+00,-3.207330013388735246e+00
7.191438287657531703e+01,9.450243077454972251e+01,3.717875817421511186e+00,-3.250412814507753545e+00
7.193438687737547355e+01,9.443697466244522332e+01,3.763413635105544497e+00,-3.293968172472649059e+00
7.195439087817564427e+01,9.437064248885205586e+01,3.809495553596339956e+00,-3.338002976551647016e+00
7.197439487897580079e+01,9.430342459311688685e+01,3.856127708335564286e+00,-3.382524173266479472e+00
7.199439887977595731e+01,9.423531117353384445e+01,3.903316295090329291e+00,-3.427538767706606926e+00
7.201440288057611383e+01,9.416629228734473145e+01,3.951067569953060854e+00,-3.473053824867960770e+00
7.203440688137628456e+01,9.409635785073893999e+01,3.999387849341562884e+00,-3.519076471016348684e+00
7.205441088217644108e+01,9.402549763882359457e+01,4.048283510005534325e+00,-3.565613895063584948e+00
7.207441488297659760e+01,9.395370127841535179e+01,4.097760989971603429e+00,-3.612673345604128450e+00
7.209441888377675411e+01,9.388095825645238790e+01,4.147826784995571003e+00,-3.660262131958595511e+00
7.211442288457692484e+01,9.380725791576021777e+01,4.198487451232010059e+00,-3.708387627860943780e+00
7.213442688537708136e+01,9.373258944710900664e+01,4.249749607489848202e+00,-3.757057270915563407e+00
7.215443088617723788e+01,9.365694188921325747e+01,4.301619935232585235e+00,-3.806278564172345114e+00
7.217443488697739440e+01,9.358030412873198145e+01,4.354105178578145718e+00,-3.856059077729382167e+00
7.219443888777756513e+01,9.350266490026864119e+01,4.407212144298958023e+00,-3.906406450364370286e+00
7.221444288857772165e+01,9.342401278637133544e+01,4.460947701821798006e+00,-3.957328391194291584e+00
7.223444688937787816e+01,9.334433621627125888e+01,4.515318783360594779e+00,-4.008832680535356907e+00
7.225445089017803468e+01,9.326362345803789822e+01,4.570332383316273450e+00,-4.060927163265042772e+00
7.227445489097820541e+01,9.318186263282206028e+01,4.625995555623489075e+00,-4.113619757342863004e+00
7.229445889177836193e+01,9.309904170069467000e+01,4.682315417738150742e+00,-4.166918451949960023e+00
7.231446289257851845e+01,9.301514845723775693e+01,4.739299151261745280e+00,-4.220831307727104686e+00
7.233446689337867497e+01,9.293017053354469681e+01,4.796954001941175605e+00,-4.275366458687825499e+00
7.235447089417884570e+01,9.284409539622002683e+01,4.855287279668841549e+00,-4.330532114164059365e+00
7.237447489497900222e+01,9.275691034737974405e+01,4.914306358482479098e+00,-4.386336560784128480e+00
7.239447889577915873e+01,9.266860252465090753e+01,4.974018676565401087e+00,-4.442788164483632229e+00
7.241448289657931525e+01,9.257915889708696966e+01,5.034431736137928048e+00,-4.499895368698529907e+00
7.243448689737948598e+01,9.248856626258846347e+01,5.095553100761878618e+00,-4.557666688126437826e+00
7.245449089817964250e+01,9.239681125859613076e+01,5.157390395876022104e+00,-4.616110721507552306e+00
7.247449489897979902e+01,9.230388034516325035e+01,5.219951311265909943e+00,-4.675236144436452079e+00
7.249449889977995554e+01,9.220975980404678296e+01,5.283243601127654898e+00,-4.735051710977487893e+00
7.251450290058012627e+01,9.211443573870722901e+01,5.347275084068019879e+00,-4.795566255976584813e+00
7.253450690138028278e+01,9.201789407430892709e+01,5.412053643104234979e+00,-4.856788697409419875e+00
7.255451090218043930e+01,9.192012055771968448e+01,5.477587225664270143e+00,-4.918728038766658095e+00
7.257451490298059582e+01,9.182110075751094769e+01,5.543883843586655757e+00,-4.981393371475093090e+00
7.259451890378076655e+01,9.172082005591730081e+01,5.610951571659112069e+00,-5.044793867082006500e+00
7.261452290458092307e+01,9.161926365581186360e+01,5.678798544544599203e+00,-5.108938778970078864e+00
7.263452690538107959e+01,9.151641658112887967e+01,5.747432959587478685e+00,-5.173837451581323243e+00
7.265453090618123611e+01,9.141226366246195312e+01,5.816863077065536736e+00,-5.239499311110002999e+00
7.267453490698139262e+01,9.130678953703493050e+01,5.887097220188237223e+00,-5.305933868207074688e+00
7.269453890778156335e+01,9.119997864870180138e+01,5.958143775096776729e+00,-5.373150720754614085e+00
7.271454290858171987e+01,9.109181524794705354e+01,6.030011190863879378e+00,-5.441159556680386089e+00
7.273454690938187639e+01,9.098228339188520408e+01,6.102707979494100599e+00,-5.509970156812993736e+00
7.275455091018203291e+01,9.087136694404260595e+01,6.176242715874969313e+00,-5.579592397480555022e+00
7.277455491098220364e+01,9.075904956308217209e+01,6.250624033411026126e+00,-5.650036234035690441e+00
7.279455891178236016e+01,9.064531471911935512e+01,6.325860623755152901e+00,-5.721311717266040375e+00
7.281456291258251667e+01,9.053014568277760077e+01,6.401961238779104946e+00,-5.793428991479881773e+00
7.283456691338267319e+01,9.041352551517010738e+01,6.478934689370371203e+00,-5.866398286426500519e+00
7.285457091418284392e+01,9.029543706789964119e+01,6.556789845432277275e+00,-5.940229920553495191e+00
7.287457491498300044e+01,9.017586298305890580e+01,6.635535635883772265e+00,-6.014934304307431034e+00
7.289457891578315696e+01,9.005478569323001636e+01,6.715181048659751184e+00,-6.090521943477762434e+00
7.291458291658331348e+01,8.993218742148485489e+01,6.795735130710840011e+00,-6.167003442582840833e+00
7.293458691738348421e+01,8.980805018055313838e+01,6.877206987647683789e+00,-6.244389506805182677e+00
7.295459091818364072e+01,8.968235576103801066e+01,6.959605775621803936e+00,-6.322690917483987150e+00
7.297459491898379724e+01,8.955508575189810472e+01,7.042940705808610424e+00,-6.401918562914598709e+00
7.299459891978395376e+01,8.942622152316990025e+01,7.127221043299377889e+00,-6.482083424958744899e+00
7.301460292058412449e+01,8.929574421851759780e+01,7.212456104919747979e+00,-6.563196571694154713e+00
7.303460692138428101e+01,8.916363475523355930e+01,7.298655259229480663e+00,-6.645269161252599588e+00
7.305461092218443753e+01,8.902987382423768281e+01,7.385827926522822828e+00,-6.728312445702448130e+00
7.307461492298459405e+01,8.889444189007777197e+01,7.473983578828261365e+00,-6.812337774973494575e+00
7.309461892378476477e+01,8.875731919092939393e+01,7.563131739908652840e+00,-6.897356600824107176e+00
7.311462292458492129e+01,8.861848573738004120e+01,7.653281984402575233e+00,-6.983380477941370401e+00
7.313462692538507781e+01,8.847792130110902065e+01,7.744443925245702687e+00,-7.070421030791244732e+00
7.315463092618523433e+01,8.833560543684295396e+01,7.836627223918738672e+00,-7.158489998617557859e+00
7.317463492698540506e+01,8.819151746246782864e+01,7.929841585160157358e+00,-7.247599211531506214e+00
7.319463892778556158e+01,8.804563645249932335e+01,8.024096753545471472e+00,-7.337760581938818305e+00
7.321464292858571810e+01,8.789794123808211168e+01,8.119402513487630202e+00,-7.428986108995035309e+00
7.323464692938587461e+01,8.774841040699031680e+01,8.215768689236750077e+00,-7.521287883100260530e+00
7.325465093018604534e+01,8.759702230362731257e+01,8.313205144880258857e+00,-7.614678090432304813e+00
7.327465493098620186e+01,8.744375502902610720e+01,8.411721784342610420e+00,-7.709169017515113964e+00
7.329465893178635838e+01,8.728858643990315613e+01,8.511328550325851339e+00,-7.804773052719898629e+00
7.331466293258651490e+01,8.713149413780853081e+01,8.612035405897367824e+00,-7.901502641555746109e+00
7.333466693338668563e+01,8.697245549111011087e+01,8.713852350965273885e+00,-7.999370345513264979e+00
7.335467093418684215e+01,8.681144761588583947e+01,8.816789413303002476e+00,-8.098388811655635067e+00
7.337467493498699866e+01,8.664844736867864583e+01,8.920856642314934248e+00,-8.198570758029182670e+00
7.339467893578715518e+01,8.648343134649687158e+01,9.026064109036109784e+00,-8.299928978724654627e+00
7.341468293658732591e+01,8.631637588681404338e+01,9.132421906132369926e+00,-8.402476348966876785e+00
7.343468693738748243e+01,8.614725706756937029e+01,9.239940147900057354e+00,-8.506225830228332896e+00
7.345469093818763895e+01,8.597605070716703324e+01,9.348628970266469551e+00,-8.611190475364209007e+00
7.347469493898779547e+01,8.580273236425526306e+01,9.458498530379578995e+00,-8.717383432689336686e+00
7.349469893978796620e+01,8.562727732846317963e+01,9.569558981716573598e+00,-8.824817889257749570e+00
7.351470294058812271e+01,8.544966063915127563e+01,9.681820492756122221e+00,-8.933507131872980622e+00
