z,s,omega,A
1.180563358108271510e+00,7.275703317782565849e-01,2.125853454182096147e+00,5.047840450466607454e-01
2.435245609876947714e+00,1.029023827517062672e+00,4.000954391158605183e+00,-1.597711987531071354e-01
1.984112261852432724e+00,1.193389766349234993e+00,4.331802588545614618e+00,3.882857462499444967e-03
1.214745218976238439e+00,1.373762798536119600e+00,2.025042677124859747e+00,3.781347273076262616e-01
1.613398954361169091e+00,1.408029489564803338e+00,3.187600999593690698e+00,1.588198902720391881e-01
9.676347069489552588e-01,4.848549718165628963e-01,3.657773752127610134e+00,6.456105373262275293e-01
3.104056846610277809e+00,5.354446841025026771e-01,2.528549250274415794e+00,-1.121983252123451291e-01
2.360010308198297935e+00,1.491460841799856496e+00,1.908796372380065609e+00,-1.468195864658353722e-01
2.824213816084287565e+00,1.454920302725299708e+00,2.380909498221733145e+00,-5.547673108296848898e-01
2.994191821195873793e+00,5.434083699073083418e-01,3.899530515774903616e+00,-1.399289951340264571e-01
4.375571480310786576e+00,1.369981725875433431e+00,2.920353001376037039e+00,-6.180569894405613107e-01
1.934344235879464247e+00,1.217867523411048314e+00,2.301476681430491666e+00,1.008706134152478895e-01
2.929163800420486741e+00,6.666548418998820003e-01,3.344986980280674427e+00,-1.729201741924990543e-01
1.703235285993126569e+00,1.048023604799050990e+00,4.489435960845676199e+00,1.430176665522311930e-01
1.677785324271344303e+00,9.405762169988776122e-01,3.751561922238698887e+00,1.838458525335287808e-01
2.183692927777824977e+00,5.606557514066770054e-01,2.936066020270238219e+00,1.363040379561539783e-01
1.957416946687462023e+00,6.921774429137007578e-01,2.311975324939228305e+00,1.968677036954316895e-01
3.532341903262660843e+00,8.422459699863682481e-01,1.583175302412166419e+00,-2.918944214867271736e-01
2.288748169633143537e+00,8.177174174203355461e-01,4.605072695538622085e+00,-2.927804554300172946e-02
5.351690393201626872e-01,1.043340989615890724e+00,2.182987674779855336e+00,8.364408324979889509e-01
3.011678028264486162e-01,7.949055921848399153e-01,3.350782578832799175e+00,9.925581547603966603e-01
2.290928916573446994e+00,1.334151362956401021e+00,4.814493662655354278e+00,-2.280875197142326893e-01
2.226348025932251673e+00,4.766986819480927284e-01,3.225695083369203076e+00,1.531385869391240495e-01
3.101429961645535194e+00,6.615385891242850924e-01,3.924032528727490643e+00,-2.490733565885286938e-01
1.901618138357976884e+00,8.286577688027526589e-01,1.648435648626548566e+00,2.497049407084930006e-01
4.392483160160081113e+00,5.925515265169185586e-01,3.827855551903847964e+00,-5.802090283252642200e-01
3.175067883806734326e+00,7.314339480297067375e-01,2.644297348340208131e+00,-2.633527631025888160e-01
3.727634954717520710e+00,3.193218881461014624e-01,4.457012999307962353e+00,-1.751156093229583044e-01
1.006866606416224608e+00,1.434580205048550994e+00,2.211830896961807014e+00,4.559217957467527893e-01
1.421631814317711129e+00,6.371367167524337738e-01,1.934510342972700858e+00,4.375890145884497873e-01
2.204220221567014804e+00,9.611776499737409996e-01,2.914907840757365420e+00,5.185930301086660865e-03
3.172878236664683271e+00,1.228401735006068973e+00,3.005608044314985960e+00,-6.709513475361150725e-01
1.134479633387046382e+00,1.390352079041036415e+00,3.573231133471565624e+00,3.435833630071606359e-01
3.972938021160058675e+00,1.153009299543545474e+00,4.156770561261490471e+00,-8.508338960708742293e-01
1.833672612820521630e+00,1.297135950597348764e+00,4.262515876831296069e+00,5.479287539281246788e-02
3.827941024512021784e+00,8.652582324731841190e-01,3.982513135389837089e+00,-6.821761239529664511e-01
3.420057444945685088e+00,8.135337651704572792e-01,2.713027719259027748e+00,-4.257156194773562552e-01
7.214714774917918572e-01,9.533399746757857951e-01,3.157890086778495586e+00,6.904786118047859800e-01
3.465514810412490210e+00,8.293859217234889059e-01,1.952616778440728007e+00,-3.537143150525923763e-01
4.053152909521553049e+00,7.882385880601872064e-01,4.302545154702011487e+00,-6.843491918002133634e-01
4.985699304522115405e+00,1.280028916246831239e+00,1.880435352037528096e+00,-4.465247758820485302e-01
1.893318995929292203e+00,1.143289683106668786e+00,3.192171759206638537e+00,8.031438118333639187e-02
4.685935889359246209e-01,1.335207945766440085e+00,4.493941771412633734e+00,8.534326614358187513e-01
1.984903046647088498e+00,1.100191223789759309e+00,3.950300826285884526e+00,3.018341458196333038e-02
3.050158190656352186e+00,8.658314213348669020e-01,4.611178082701060887e+00,-3.848793189586466879e-01
2.842104591966319038e+00,6.768748912793963735e-01,2.781862196298957368e+00,-1.214491995459756613e-01
4.469983404467954280e-01,1.244219809235194818e+00,3.423275591724335154e+00,8.854907872786900169e-01
4.465074604699085792e-01,4.380581330825637498e-01,1.826622039213961379e+00,9.028028454774940093e-01
2.364822143069425842e+00,6.506770259835179537e-01,3.432312386155552897e+00,2.442242343568362672e-02
4.425438202843942292e+00,1.083505151061502358e+00,3.182621841680135066e+00,-7.492645973415066329e-01
6.355458501670203653e-01,7.031859579803588778e-01,3.735512663831979552e+00,7.774420543346090007e-01
4.199069357770577327e+00,5.071636526575206139e-01,4.462917075374600806e+00,-4.695646718473366343e-01
2.819824777302487817e+00,3.421830906993273969e-01,3.681082938490324974e+00,5.192692857393349515e-02
4.448875290034862928e+00,1.495270815053174607e+00,1.914412469849687826e+00,-5.901976713924224072e-01
1.975020009730941606e+00,1.118804786504227877e+00,1.999056772605672050e+00,1.310429221818564804e-01
4.135220495371109806e+00,3.374998485910676860e-01,3.161561416032232952e+00,-2.537908263893063898e-01
2.917403272119054591e+00,3.300873036989562803e-01,4.310164270453471502e+00,2.473051548960400470e-02
1.035608665368953130e+00,3.554240383138859705e-01,3.360720346778444334e+00,6.631613270772075408e-01
1.245083447219261341e+00,1.286836742748908247e+00,4.763895974464329441e+00,2.902114184494029026e-01
4.860726672326435960e+00,9.310100206284581681e-01,2.171129984296030990e+00,-6.738165676949130489e-01
1.730317653434645608e+00,1.492870876134091196e+00,2.517928076806898119e+00,1.340975049663207797e-01
5.040248584594039238e-01,3.248824071312950146e-01,2.409590222165729045e+00,8.781004265753127314e-01
2.373001796441655209e+00,1.394669362610578833e+00,4.745803773947177007e+00,-3.188719982995746327e-01
3.039198302153737430e+00,1.254628167233853731e+00,4.266373002523794256e+00,-6.819314777434259955e-01
3.548492648553689399e+00,7.965591713065987012e-01,4.467367168906511310e+00,-5.398905961921190988e-01
3.027581262630261727e-01,9.554540850651080941e-01,2.617847360056972938e+00,1.008350292740391341e+00
1.189938123823777838e+00,9.827115691312444667e-01,1.813478688718450194e+00,4.661697899185180405e-01
3.280346388235764188e-01,4.144927678526049708e-01,4.395859713226942134e+00,9.443388874909458552e-01
1.282091329103774324e+00,1.019066165206433228e+00,2.059569369755159141e+00,3.973434870847372680e-01
3.298742817433989227e+00,1.059830210197501232e+00,3.011383845131490933e+00,-5.984826144794948011e-01
1.735610978637918134e+00,5.226410037423606658e-01,4.035697128381597665e+00,2.902159140044949792e-01
1.213829808448889658e+00,3.932159706454310677e-01,3.050416801477771944e+00,5.788120921782602402e-01
3.883959256352693235e+00,3.362799541847409368e-01,1.624727754831016835e+00,-5.634649650259615505e-02
2.806870325306741965e+00,1.473648428977791358e+00,4.125685053452715856e+00,-7.000336347014739502e-01
3.297501524223734659e+00,9.555781259082908319e-01,2.222180615734047571e+00,-4.269284931835585772e-01
4.076328757324030327e+00,8.755770324239632307e-01,3.739038851142883146e+00,-7.375276798692995683e-01
1.416911906268703669e+00,5.118078776148229370e-01,2.274036651397828734e+00,4.646222716389177276e-01
5.773429692456933937e-01,1.100257320914504122e+00,3.188780193089579829e+00,7.810908291116883673e-01
3.418550345983149885e+00,5.717380238919829161e-01,3.248704002903805232e+00,-2.712200260519232464e-01
4.040725248119592550e+00,8.702054222002948425e-01,2.065070687921024550e+00,-6.000262590321304712e-01
2.733184883265540766e+00,1.246938042599000873e+00,2.317001095854223092e+00,-3.406567403159678209e-01
4.101250781548720248e+00,1.085851093518738653e+00,4.619323911391394866e+00,-8.294559970308370556e-01
1.998158054971857611e+00,7.653905596801874323e-01,1.964318342141750051e+00,1.930121609767445900e-01
3.661241164002472459e+00,3.242027601125266334e-01,2.057515225708785866e+00,-6.266657178165990771e-02
2.776586074915757596e+00,6.740147292159964776e-01,3.186271642764259227e+00,-1.171445904893571033e-01
1.838995869724072474e+00,3.718290961159553265e-01,2.488858045500924820e+00,3.701444758323835238e-01
3.451256441656113338e+00,1.222306918458508695e+00,3.282142663000728433e+00,-8.047885580304443565e-01
8.764827663898830945e-01,1.211441651675966291e+00,4.733387167275697749e+00,5.150458777769904017e-01
2.635374790413923307e+00,8.316015346652854134e-01,4.245593431236525106e+00,-1.686225685183880274e-01
3.558854158450399208e+00,3.353426873944418962e-01,1.825138576801021539e+00,-2.070135367752645728e-02
3.667177910003804442e+00,4.123301329443083141e-01,4.545126852311245358e+00,-2.480856331852589192e-01
8.656038903919834882e-01,4.675425235712626915e-01,2.277592867366647233e+00,7.138441798456798271e-01
3.793955773431959333e+00,6.369573256744958112e-01,2.867620708801483786e+00,-4.215808317007175288e-01
8.106894601034898562e-01,3.550883677289319307e-01,3.734673146394095866e+00,7.511597521257207255e-01
4.047813806076312027e+00,5.912837241096369212e-01,4.082906194170266012e+00,-5.036597245587710603e-01
3.405460431312440139e+00,6.146422251122921621e-01,3.794271470026855830e+00,-3.182742431014528028e-01
1.422202354794850798e+00,7.820165132614950165e-01,2.931803910609699138e+00,3.467094806602366019e-01
2.976868422892799959e+00,1.017235535985804296e+00,4.340667394801737800e+00,-4.561991838602849625e-01
4.622604525693214228e+00,1.082597022006424936e+00,3.949918938643346866e+00,-6.563750642740778796e-01
5.349355678922018686e-01,9.846626505781462813e-01,2.346839916870065768e+00,8.361484765857010171e-01
3.647038464629051902e+00,8.356198587396412858e-01,4.765630138688509376e+00,-6.168602480385412257e-01
3.483943665311493909e+00,1.457085462611753757e+00,3.675651002494489283e+00,-9.430945179607278517e-01
3.234411209929554776e+00,8.243808345056286013e-01,4.526854309957361266e+00,-4.351356963806055078e-01
3.257420859199934515e+00,1.118359586145253104e+00,3.775454526488538853e+00,-6.694700080242368401e-01
1.787547961297849985e+00,1.477932330720517662e+00,3.206526767437059444e+00,7.522283135660789988e-02
4.050734636897232455e-01,9.523371842516299424e-01,3.148375350991071464e+00,9.265600957534443349e-01
2.110563679193453002e+00,3.070353824015424338e-01,3.903404824903549564e+00,2.962593198672033301e-01
4.343541884713091328e+00,6.611970940316936884e-01,1.677749153337893873e+00,-4.246035503503999275e-01
2.752090956100613273e+00,4.484934788848466969e-01,3.941005905648843566e+00,-1.081427307760957079e-02
1.583566011948907448e+00,6.225567999797136931e-01,3.918436426781453985e+00,3.100757032500999766e-01
1.385499089285802343e+00,8.443032893264761363e-01,3.454294895467119098e+00,3.329720227797561827e-01
2.757646394714412974e+00,1.282973827553234747e+00,3.677461476679737107e+00,-4.984176183539786309e-01
4.125328822879668955e+00,5.816256593484446791e-01,3.177218519310996303e+00,-4.836564819751026367e-01
5.001259978117899019e-01,7.321245565644479703e-01,4.595281133484611757e+00,8.571850188885163924e-01
7.002821160888431651e-01,3.285689832565035218e-01,3.570899243930358402e+00,8.008256996564546704e-01
2.560868914429816456e+00,8.961196004886515798e-01,1.525498118856555063e+00,5.022264374675838861e-02
3.936295108801783016e+00,9.124874707755368242e-01,4.884303469807523612e+00,-7.606130831150015315e-01
3.449523820643925376e+00,3.579504128545570318e-01,3.887863825745866198e+00,-1.340652833269223021e-01
3.321486491693327103e+00,1.199792152301328629e+00,1.787687606850498323e+00,-5.220921973263790150e-01
4.053675856396321109e+00,1.044909868809857922e+00,3.236857981715604904e+00,-8.040925147125683736e-01
1.295016808993906920e+00,8.638300450032510014e-01,4.334820032547695767e+00,3.572456325068332772e-01
2.892551990746442758e+00,1.189815453998600114e+00,3.144587531274879222e+00,-4.874463121586681269e-01
2.269312828494471024e+00,4.848839927412204598e-01,2.645774786393757960e+00,1.558944291338278110e-01
4.122606629694748115e+00,6.966358820068568880e-01,4.939384326819939552e+00,-6.351151321065304778e-01
4.844534261355141425e+00,4.914906708944226654e-01,2.508367560065897006e+00,-5.067145819995783063e-01
4.183251608320011528e+00,1.230908179067958574e+00,3.474544872914072879e+00,-7.866709969392082780e-01
2.953016395529008520e+00,3.788064499945191232e-01,1.917701859286464972e+00,7.802670790470395135e-02
4.618750935631849686e+00,3.439160549945256551e-01,2.658244964086976747e+00,-3.314582446241566283e-01
8.179075509623415785e-01,1.404790935469715230e+00,3.091044754564014951e+00,5.452997628600495528e-01
3.023134697919847902e+00,3.997668084943576949e-01,4.480232370937181408e+00,-6.422548513175263540e-02
4.498662160226949425e+00,1.110783240388965698e+00,2.846172061691187416e+00,-7.190402753397612257e-01
3.352799024690445773e+00,9.911597717542924846e-01,4.090960982162171966e+00,-6.185482068347413209e-01
3.104720426166129865e+00,3.514757633115926372e-01,4.177548516050743288e+00,-4.365058884223649294e-02
2.685758659275485627e+00,1.206960767159071413e+00,3.747168943995067281e+00,-3.982101297585214361e-01
7.084976150026235375e-01,1.343949622567041091e+00,4.736312955097387700e+00,6.218931463885564170e-01
8.969549617481566983e-01,4.966020400638665455e-01,3.994265170813182664e+00,6.737826564590139178e-01
3.838970088081895771e+00,8.186841972782060717e-01,3.169014732281184354e+00,-6.140287867191784876e-01
1.431632285347063549e+00,1.432052549935683761e+00,3.506594359697528418e+00,2.168592093190714887e-01
4.059945296839035045e+00,7.303165002781683013e-01,3.966569848622335748e+00,-6.303334502666740891e-01
7.433770520718930852e-01,8.463864935773832698e-01,3.874847216822323581e+00,6.857622113336159231e-01
3.925914269927006650e+00,1.396192138737818444e+00,4.833042193010654408e+00,-8.307475514614223178e-01
2.384167863115921993e+00,1.012689565237754774e+00,4.693741371520504302e+00,-1.408454595906052931e-01
4.078095199733879461e+00,4.995506483576486745e-01,2.437163690413295836e+00,-3.457475400723151182e-01
3.687055620834678860e-01,1.016019452630898767e+00,4.484151074011498928e+00,9.522214836501757818e-01
3.827767256103113969e+00,1.434851125862163457e+00,3.478875497249430904e+00,-8.722907460066875451e-01
2.232985808010583995e+00,4.487006427287019705e-01,2.137571514343044488e+00,2.161449176085167845e-01
4.856453878299864080e+00,3.488231546994736143e-01,4.538597763529855555e+00,-4.413213889354277164e-01
1.482143689505426298e+00,7.417065465489846021e-01,4.870137826034542705e+00,3.018127615276675613e-01
2.209032215430722701e+00,1.086425143590487252e+00,3.741162084314368474e+00,-6.242079765533264935e-02
3.426998326656499838e+00,7.940943509539944989e-01,3.351457960308338979e+00,-4.539282007537945307e-01
3.617297346176345130e+00,1.274916227394931934e+00,1.591988775841210124e+00,-6.235082334080538358e-01
3.532965959330705896e+00,9.644713767568054985e-01,3.093214134983823360e+00,-6.264959177607185570e-01
4.207279547229431316e+00,9.249203955682148148e-01,2.329764964846930742e+00,-7.062965622011893041e-01
4.703348481509693535e+00,1.261634987438623678e+00,4.627551428085423524e+00,-3.942633243768240980e-01
3.696179500349227709e+00,9.759382411085337772e-01,3.759184925930373122e+00,-7.244455184228558720e-01
2.713135730061129181e+00,1.009869885244067067e+00,1.966240323131114298e+00,-1.430373129228586504e-01
3.809215267309561614e+00,6.732414440317410209e-01,3.304422995862255075e+00,-4.831071986769546189e-01
4.912683236933844455e+00,1.391925106629940734e+00,4.660587503713194302e+00,-1.275445975728844994e-02
3.185990622797849614e-01,1.040029438842347886e+00,3.099931757514895025e+00,9.997629940860628395e-01
3.891625028498928440e+00,3.137893669242685646e-01,1.820440040648185320e+00,-7.203593915997394403e-02
2.333207344324369270e+00,1.253782735997654108e+00,2.893284300156452993e+00,-1.525366388248776683e-01
3.513969094513664349e+00,3.610463235536988669e-01,2.439401588293487855e+00,-9.446235085381587959e-02
1.315549290376619274e+00,8.957835375825028423e-01,1.818518073807546376e+00,4.268814254430556288e-01
1.375295871506105660e+00,1.431201756024404137e+00,3.810165236234551944e+00,2.319135536733401559e-01
3.932131765047652383e+00,1.162021880085129855e+00,4.587102799203145231e+00,-8.604550386788943905e-01
3.874647189394553770e+00,1.069059460713034593e+00,4.976621196939658098e+00,-8.392031890610861522e-01
3.420587764122744456e+00,1.189511537557440768e+00,1.799364292723717007e+00,-5.633763907019717632e-01
5.067334893436351573e-01,1.099370401389861085e+00,3.989848250159786502e+00,8.342584836507167534e-01
2.359860724434909240e+00,1.097237753828615325e+00,3.757676923807182767e+00,-1.425293519559632793e-01
1.533097552786118145e+00,1.179465898818552017e+00,3.065603511441336249e+00,2.176858615988742085e-01
5.903599477386138883e-01,1.428579529605121134e+00,3.431341008971451778e+00,7.311029539577125202e-01
1.248621084148190619e+00,1.333049646586596859e+00,2.978501297543826976e+00,3.149051962251916414e-01
3.284273227015156671e+00,1.364518617231352593e+00,4.701997891122339901e+00,-8.907627635498669427e-01
1.783810565587844010e+00,3.831139284570724279e-01,3.785806582188218083e+00,3.534335921268360048e-01
4.319233484154925584e+00,1.127576240220957260e+00,3.677362081173618513e+00,-7.679028322042675825e-01
3.653662965355907399e+00,1.453913383676950444e+00,3.637883937442357940e+00,-9.237210458050890693e-01
1.389485758212241739e+00,1.236342473932381836e+00,2.944092329633225980e+00,2.702727741006698547e-01
4.401060585873502795e+00,9.472891436656816211e-01,3.197871063375581357e+00,-7.640728282818378680e-01
5.752565713704098638e-01,1.473070689649631948e+00,3.434160595959774298e+00,7.409176771231168468e-01
2.013736352085953030e+00,8.258330815358336796e-01,3.893057818160293948e+00,8.191886060991931950e-02
2.951471478742323740e+00,1.207617622996008722e+00,3.045554147408194634e+00,-5.302895172347864561e-01
3.001654192535303078e+00,1.017268855451852971e+00,2.868111229747012825e+00,-4.017135994298715040e-01
7.236137546966340262e-01,7.448355994656452594e-01,4.643605888085402533e+00,7.121871960040934146e-01
3.686171096216208642e+00,1.439888142695193274e+00,3.618760191498630263e+00,-9.158517067564510006e-01
4.756329910683748885e+00,8.739874278636862170e-01,3.726518583134228901e+00,-7.121528293624298511e-01
3.691645532836655086e+00,5.966440763368613398e-01,4.496030210020731666e+00,-4.128034919216859722e-01
3.108729001333716102e+00,5.748029428419320075e-01,3.309955121357659902e+00,-1.779783705094648005e-01
1.608403717779375519e+00,9.848978220607894629e-01,4.144869502243492931e+00,1.955166514445763060e-01
1.961291191900671027e+00,8.148153842430762017e-01,4.544394450185144763e+00,9.429700160991533187e-02
4.386377579385503100e-01,6.670072233014866514e-01,3.891633164095571473e+00,8.985624318538227850e-01
1.577308028957132624e+00,7.006043594770808847e-01,3.864997733684545800e+00,2.853411581001135122e-01
3.067373735420361847e+00,1.250297382675552127e+00,3.517703550492940145e+00,-6.643043535891814955e-01
2.740777861725005593e+00,1.032145271706320422e+00,4.603101415801477359e+00,-3.401473809050621910e-01
8.786739229474846979e-01,1.109148306020292241e+00,4.333569305981018971e+00,5.374519039940974796e-01
1.922756090387456096e+00,6.608977407842014928e-01,2.160433487535261321e+00,2.289701190528320995e-01
2.891282206715223513e+00,1.417884879806116771e+00,4.846826322662790787e+00,-7.360186566254280915e-01
2.769022952991768705e+00,1.307684285557091597e+00,2.670048661370668874e+00,-4.506304424593683966e-01
9.452415037873487247e-01,4.630065297997985052e-01,1.782904756185782258e+00,6.941587269936354554e-01
4.205263509687569901e+00,4.956594771827125268e-01,4.098436421962881937e+00,-4.526127371697719060e-01
4.327986863124802852e+00,7.761520719585371930e-01,3.171743467338902001e+00,-6.901412811329609154e-01
4.334156135544271038e+00,3.062070525521358721e-01,2.287064051088328220e+00,-2.082729882233295970e-01
3.302015849559134519e+00,1.004564219568487182e+00,3.648622188316666737e+00,-5.904768951465454441e-01
3.885418371593000408e+00,1.446516281468494869e+00,4.321247056060091296e+00,-8.359655278589077643e-01
4.013705015318676850e+00,3.459444554606369571e-01,3.233374932339485586e+00,-2.384587483778960459e-01
2.638844399222353587e+00,1.238233037011186921e+00,3.570947974676277781e+00,-3.800213804408367757e-01
1.075759611548814831e+00,1.398257842061368939e+00,3.060671912525787963e+00,3.849993885654695025e-01
2.140260118333003003e+00,1.218335209510732042e+00,4.990344520643169801e+00,-9.130190486738776201e-02
3.505923246952943551e+00,1.195952494839016333e+00,2.032386954710226679e+00,-6.635629184846234541e-01
3.779597012392960309e+00,1.213413148379444806e+00,2.392491702354231808e+00,-8.037932034275350190e-01
8.238279065522291500e-01,1.403593267249605869e+00,3.475879037504255642e+00,5.327542086366320317e-01
8.468513233895141878e-01,1.492078960793105535e+00,3.117990864068189705e+00,5.090278952295336223e-01
1.876603597722466654e+00,9.604659805179308618e-01,4.175201698711941134e+00,9.727155046128221905e-02
4.919654369695280138e+00,1.198410297399629787e+00,3.018584524875639552e+00,-3.998608838476478966e-01
9.587989644365265685e-01,6.208846242179952846e-01,4.203363963500802214e+00,6.059712318521651708e-01
5.055343057702723630e-01,1.079849022701452110e+00,3.215042062134060075e+00,8.420788493589054235e-01
1.250905519948706690e+00,1.475146469522084169e+00,1.869483891271244591e+00,3.687963754676636396e-01
3.803747714598360918e+00,6.673234284603584143e-01,4.347511770685808408e+00,-5.092546650971976341e-01
4.728532535297160777e+00,3.690616213803831203e-01,2.038942908845150725e+00,-3.172126095430300441e-01
4.627498090827512622e-01,1.281941446805144880e+00,1.687054794793396928e+00,9.040675657234142903e-01
6.581227012442646407e-01,1.160491792021610236e+00,4.292204953445557969e+00,6.964724357966975976e-01
3.850849553539362979e+00,8.069570100450373928e-01,3.071135355017334145e+00,-6.019659975618556480e-01
2.343577696037507430e+00,1.090368333509696308e+00,3.294412281469091930e+00,-1.150901786146799055e-01
9.962497678878061702e-01,6.026925732223549215e-01,1.744449017802306212e+00,6.415691652893111829e-01
4.142236674839074873e+00,6.713330216175056320e-01,2.589664639062541518e+00,-5.302189165140664961e-01
8.526883287443571824e-01,1.070336184648120526e+00,3.788072181530294458e+00,5.688980248470587586e-01
2.453020331955695799e+00,6.219523541358933372e-01,4.049767426569895079e+00,-7.377269877302750078e-03
1.377304045424418089e+00,4.327529015722301753e-01,2.204091366421816911e+00,5.162451762550095413e-01
4.311215006598275501e+00,6.419144983763963586e-01,3.534553677295399599e+00,-5.979959716337683862e-01
2.385582016158472651e+00,5.674835169742237229e-01,3.965358434928156317e+00,4.011428508191627884e-02
4.731874612265601243e+00,6.126554570612291473e-01,2.438390803277937113e+00,-5.850047220830791872e-01
3.466925838634922652e+00,4.063714421404980293e-01,2.676607109050455069e+00,-1.345378694905294825e-01
9.382948175737005903e-01,7.549410796869479023e-01,2.983972058823554097e+00,5.957882405993599750e-01
2.562219260478912908e+00,1.153491496582335296e+00,4.313960097054184928e+00,-3.022705183989057853e-01
4.222039766520043536e+00,8.325884486119242700e-01,1.900564191386568513e+00,-5.835082987338415794e-01
9.576242114313111564e-01,1.146679716668519422e+00,1.617501709791109299e+00,5.751563675213380300e-01
3.979253803940318690e+00,6.070119131261761947e-01,4.600451086419557356e+00,-5.102503985901053474e-01
4.994665145285028807e+00,1.318070935652779996e+00,1.765413261358164787e+00,-4.359220059550510395e-01
1.556868107475132046e+00,1.225447168874222559e+00,4.176471970294397984e+00,1.779445461788550231e-01
1.159596455627222245e+00,1.282549714389814133e+00,2.153420837585358516e+00,4.039494286639549459e-01
3.345283128338877532e+00,1.359010460307298995e+00,3.736247984579383008e+00,-8.796868980753359546e-01
7.996237426744154941e-01,4.624634510088820871e-01,4.426001728258447621e+00,7.273711970359911794e-01
4.020766997892996741e+00,1.213854542064198405e+00,1.566720894527528829e+00,-6.769459557866729371e-01
1.145384926586105800e+00,1.330489299124906211e+00,3.995097911243448152e+00,3.397616031624874355e-01
2.986637463560540162e+00,8.238510766779529870e-01,2.362987543610728824e+00,-2.202847314130604861e-01
4.302370066496213341e-01,8.619702989333707377e-01,3.951865599170974352e+00,9.036873502168744077e-01
1.207629542179894155e+00,1.265734356946024652e+00,1.741911446895916260e+00,4.229147486170964365e-01
3.570395237631060148e+00,3.235762285069254118e-01,3.451085939500206479e+00,-1.214851194002224410e-01
3.162629775991760983e+00,7.824634902992158025e-01,2.708960281834969841e+00,-2.978992778870429570e-01
9.641057866419739941e-01,1.246165740865418536e+00,4.386678576874957436e+00,4.523720249245002933e-01
1.193622954081683396e+00,8.022777784895921416e-01,3.983640295536453380e+00,4.292101794310100304e-01
3.751559460981530592e+00,4.615060371283341012e-01,2.322742201262813388e+00,-2.210902610349864128e-01
4.994550293061556623e+00,8.298289977494484049e-01,2.174881206214367868e+00,-6.612270496567106415e-01
1.538692677320711910e+00,7.885718271675169477e-01,2.305913062386508727e+00,3.233908007846479360e-01
4.027352427780924060e+00,1.337965739664823905e+00,4.581360626503510503e+00,-8.049373454582173792e-01
5.652075512170958715e-01,6.295000023923430499e-01,4.758686558025040370e+00,8.235788333251738980e-01
2.515771194334115446e+00,5.730963085242237742e-01,1.709568041991538667e+00,1.255803436725403954e-01
4.644254665271251525e+00,7.258357464931327607e-01,4.852153824120435388e+00,-7.188563884906046253e-01
3.108495993900256771e+00,1.286116644844611079e+00,3.070388869232541396e+00,-6.868756315935997669e-01
1.942334015185406715e+00,1.030186581088543551e+00,4.271399572584149595e+00,5.628940968739010176e-02
3.681185348332695728e+00,9.991567202794341407e-01,3.218456249078779141e+00,-7.138882252829727992e-01
2.977280329885073407e+00,1.136136965603897986e+00,3.165545585496809977e+00,-4.992337201686162240e-01
2.673177970517861546e+00,3.939745195370734643e-01,4.959720041053867767e+00,3.650808360687793352e-02
4.119043418096661746e+00,9.612868803262035744e-01,1.996985315411968998e+00,-6.676774455432543665e-01
3.964922499096366071e+00,5.240718503078635182e-01,4.442594672808247047e+00,-4.254437334113213010e-01
2.375617096207144563e+00,8.596468571839791517e-01,4.980295036407441422e+00,-8.261298580795906066e-02
3.444181762538052194e+00,3.987589955856833956e-01,3.767644778688210572e+00,-1.644840484698787408e-01
3.066308617573237694e+00,1.016717138618552729e+00,3.975142131920346156e+00,-4.937685873795452096e-01
1.887709609717079129e+00,1.432723246624057589e+00,2.531397578280081717e+00,6.880308307576427085e-02
1.146222383280247170e+00,6.348717186384122968e-01,4.894045870975315182e+00,4.992744383333157510e-01
2.900765923465620677e+00,4.819622492611970732e-01,2.164274021721488417e+00,4.908878430510632551e-03
1.821270276532983345e+00,1.465734724401926981e+00,1.759153647383639107e+00,1.789756639390545079e-01
3.889332694789096934e+00,1.113791087137334657e+00,2.368374599156740423e+00,-7.677505095832791726e-01
4.269525536875963034e+00,1.381144836677480559e+00,4.532647317407950460e+00,-6.165613043635561619e-01
3.401109348455948478e+00,7.434600470680166051e-01,3.079332519603340312e+00,-3.880967241949400126e-01
1.529874090616111237e+00,1.229380829525409169e+00,2.280465633225121636e+00,2.520075025917396516e-01
2.590653810526959422e+00,9.557335850965914537e-01,3.749806826406299809e+00,-1.963315062649867992e-01
4.698159735129206815e+00,1.125000230603337315e+00,2.366299884125002251e+00,-6.494399061412633456e-01
2.324358966061677023e+00,3.754687852853427210e-01,3.196769903852324290e+00,1.852101193680416868e-01
1.660639473217477846e+00,6.293215884789926662e-01,2.203579728591386733e+00,3.293543102664265865e-01
4.025456113062795716e+00,9.236754621396813247e-01,2.550655718441991127e+00,-6.977765577982737444e-01
4.808837809843223177e+00,1.114969290700704718e+00,2.189285031030831608e+00,-6.195712676953852860e-01
3.012793592167968271e+00,4.565924475464837595e-01,3.661716683959179264e+00,-8.614786924555251080e-02
3.175387998040811510e+00,3.952115890956572897e-01,2.280206852152233399e+00,-2.460344880819442803e-02
3.030242834368114035e+00,6.183387002853644177e-01,4.987605470230442428e+00,-2.149778944360549726e-01
3.157919658647961203e+00,1.202320417170729350e+00,4.627431759734902172e+00,-7.147445016022886399e-01
3.941325534186520763e+00,1.350944795859858605e+00,3.151499053883599188e+00,-8.470900642376545386e-01
2.300493624681282157e+00,3.797691114561974057e-01,4.337439216080475113e+00,1.699662586623077454e-01
2.704792186084275851e+00,1.239786991423779128e+00,3.346160927677328978e+00,-4.141420063163189780e-01
