x,k,M0,Ca,M,M_noisy
9.983160563263183462e+00,6.039132662995964296e+00,1.440203300550021659e+00,1.043915391523001501e-01,1.540458026803270264e-01,1.603533650808457445e-01
5.001684696384018913e+00,9.040305124638797096e+00,1.360234556068552481e+00,3.676696706698627803e-01,1.952427008904179528e-01,1.780860803599834119e-01
6.696489443852936319e+00,7.609060739802677276e+00,1.096339213980695337e+00,4.035996622987769733e-02,1.522388762385954719e-01,1.534579328133806597e-01
4.290115074682894658e+00,5.662247980435057393e+00,7.612661522585159046e-01,6.903844063860627989e-01,1.817274630117187151e-01,1.794700661303977873e-01
7.220057119455902672e+00,2.478954544750214151e+00,7.276704165033135441e-01,1.027963027865441692e-02,1.411582257994861145e-01,1.502624425314908196e-01
6.992126266860641870e+00,8.826923623231817118e+00,1.162960855657045656e+00,8.552656512655185672e-01,1.647917833176312241e-01,1.654055258700410924e-01
7.274879920641234676e+00,5.240754466789448784e+00,1.257935040366531476e+00,2.644025229623148121e-01,1.710485772158773510e-01,1.924809889425422582e-01
5.735876123591929776e+00,2.255838626726017981e+00,1.306734338099590609e+00,9.703599813144799802e-01,2.510167940467631364e-01,2.579485663102182302e-01
4.666245502450579785e+00,3.560466344502791980e+00,5.860692161707218295e-01,6.918719303845913826e-01,1.698371286747370479e-01,1.758212385758222140e-01
3.155276198613750083e+00,3.921384525836750790e+00,1.247335183240103174e+00,7.896794810866265557e-01,3.077966284003524899e-01,3.043665960698217487e-01
5.431451327634957416e+00,5.897638492897431028e+00,1.429634295402321564e+00,9.448193186968822932e-01,2.264858634023237949e-01,2.175916821151234193e-01
5.474534868189530279e+00,2.838324847730876455e-01,9.298033449958852392e-01,5.390242635719969533e-01,2.493398928125020175e-01,2.484913263239676429e-01
6.094316868658906650e+00,2.351463681609281764e+00,1.792813268144366923e+00,1.751968089825144403e-01,2.552833794950977730e-01,2.573131715235703054e-01
5.493170545657710679e-01,8.970021221853162752e-01,1.570685032692903160e+00,4.452430929337310994e-01,9.663735986433125147e-01,9.711658258447050107e-01
1.009046407449410987e+00,9.524663994880295803e+00,1.049458470492925288e+00,8.269644187893813170e-01,4.735176294435530786e-01,4.755295252064024036e-01
7.392540388606563262e+00,4.097154703598639536e+00,9.851611090562919504e-01,3.545412905095010059e-01,1.599081818084748252e-01,1.571091158517108621e-01
7.443773862062897706e+00,4.366144079375217757e+00,6.110331910640725006e-01,1.004121369907212680e-01,1.283704158270387863e-01,1.288655340363583923e-01
1.267482879028416498e+00,7.097284436810062935e+00,6.798633919271759307e-01,4.066083532767633679e-01,2.845635725329349053e-01,2.799373818137070868e-01
7.650644696535668032e+00,6.152456252422478400e+00,1.013217182595565813e+00,7.153149242724433643e-01,1.579748964751398199e-01,1.480788097630768574e-01
9.499566543162627497e+00,5.820999688833125241e+00,1.178933794843114224e+00,4.811111026512725486e-01,1.514646436181973921e-01,1.427896222014041205e-01
9.488872576719675322e+00,5.641421439205765331e+00,1.350327615090331168e+00,1.497951199135505451e-01,1.549623127187001181e-01,1.598914933285274786e-01
5.613868915312762553e+00,3.026550772079565910e+00,1.368640852028231381e+00,8.408079362342260055e-01,2.427342477133522802e-01,2.499901967562110361e-01
1.451168311174938497e+00,6.627451145783992636e+00,8.490920138651589788e-01,9.755026144933959253e-01,3.681711925130051744e-01,3.660049542823344826e-01
7.799529869627154000e+00,3.735934679918555990e+00,7.738632013775614826e-01,9.667648063430130945e-01,1.593918149659392380e-01,1.580257753942991006e-01
5.163958172106365652e+00,8.159584022023265604e+00,1.832939160195121930e+00,2.382368378117485364e-01,2.307263354790535237e-01,2.361890617490755018e-01
9.048987933757482338e+00,3.174382591762219707e+00,1.686520726952879023e+00,5.938504102327053502e-01,2.011778252941572309e-01,1.998140385412169318e-01
5.388350963686745487e+00,5.085529046216746174e+00,1.372473077826398491e+00,6.799872273269935707e-01,2.210171460389279696e-01,2.524351108519697351e-01
2.112395965894995342e+00,5.532553729464781966e-01,7.361413929691804636e-01,7.931049467755580951e-01,3.856617918552482926e-01,3.869474055947822455e-01
1.177453553882522597e+00,6.763674036138539458e-01,1.613221491435795851e+00,1.064197054179335522e-01,6.753653915134973929e-01,6.701712147333217517e-01
2.391263489330086589e-01,6.163927218777850214e+00,1.101091649456474419e+00,2.517137383738886625e-01,7.032155276618138329e-01,6.851074975839331893e-01
8.926403674049982584e+00,6.445480783709963690e-01,1.455212757906672039e+00,7.197670944431794338e-01,2.343756716531585349e-01,2.364772919550201802e-01
9.220886540303132151e+00,9.514688947781458239e+00,1.742085645135744265e+00,7.123045780579291275e-01,1.684368947593428700e-01,1.786870092147232192e-01
9.422663630603822504e-01,2.423760824795353042e+00,1.816857655625917500e+00,1.459278328714386230e-01,7.793151908387216942e-01,7.787518935877684179e-01
6.818076936469212868e+00,5.398733078242686112e+00,8.310510576066314492e-01,8.672128657532333085e-01,1.601767376912508756e-01,1.725884945286444150e-01
2.951549822402675716e+00,3.546156602693284920e+00,1.957687380806698574e+00,5.922428772323511392e-01,4.357038442027218461e-01,4.297734706943672767e-01
8.738098448736241863e+00,2.220594278856170278e-01,1.484338811460566232e+00,2.719811942214886979e-01,2.331822216737692854e-01,2.321711263584908536e-01
9.661584469603592851e+00,8.379131361288424173e+00,5.659339768578166563e-01,4.925786325511050112e-02,1.137462955722417512e-01,1.118925764779065135e-01
4.505722795694534710e+00,6.690162027098545572e+00,1.447673115576862735e+00,4.566486278095949203e-01,2.314495542675694684e-01,2.239362784145312313e-01
3.840881884704785421e+00,1.183063462839712282e-01,6.719477033773453289e-01,8.658587858093247380e-01,3.214472722038247410e-01,3.066208713663622909e-01
9.006194266532634884e+00,3.844038273940226791e+00,1.349195485914039594e+00,6.873192867020491148e-01,1.780267551185263919e-01,1.684988387523746467e-01
2.810278723190802186e+00,7.504291428501024264e+00,8.804314435881948064e-01,7.727687381574426251e-01,2.346156428293815766e-01,2.155976660267356071e-01
8.930288074611738125e+00,5.988336906469101883e+00,1.079870967588448583e+00,4.510421855425983395e-01,1.487682661242543669e-01,1.563591698771743255e-01
9.558931635591683573e+00,5.848784908709137476e+00,1.550430066648029070e+00,4.244616491575120554e-01,1.678522545366072927e-01,1.661379066974231489e-01
2.213844880995963216e+00,1.475538240578698979e+00,1.613363729950051173e+00,6.192291960011490071e-01,5.194087563424043541e-01,5.183716189133547037e-01
3.965795959190823172e+00,9.372746032678824779e-01,7.323748309586224359e-01,9.811628721930576447e-02,1.943218659376861335e-01,1.885787971483040004e-01
7.595521855232362896e+00,9.385888207534188510e+00,1.780039840872749357e+00,7.557098993786669494e-01,1.875691080924506982e-01,1.970865383425428052e-01
2.431609378034048419e+00,3.278437634396528022e+00,1.376869081148934360e+00,4.850933567714192929e-01,3.763153266070987657e-01,3.678525793241370634e-01
6.915815416694344187e+00,2.642474196264237740e+00,1.656472712425234306e+00,5.966305488220458031e-02,2.185110722289195229e-01,2.353582524823339406e-01
4.279131736507499895e+00,3.304949364872119766e+00,1.211925257935063227e+00,7.184686769199318812e-01,2.556084818194203079e-01,2.664585142060698075e-01
9.687484964936402321e+00,6.079425485657538708e+00,9.224744260470064683e-01,8.291549481272695310e-01,1.430194762042985290e-01,1.360283358004715226e-01
8.592163463148416724e+00,4.322058313733632140e+00,1.809833468079201868e+00,4.266216648149322443e-01,2.001378933000623750e-01,1.981323360271101952e-01
9.459035837807657998e+00,4.584665046367130792e+00,1.484314952176807090e+00,9.439962264261287928e-01,1.816103318518095255e-01,1.879016720041540578e-01
5.813822898716196619e+00,3.326431931626802729e+00,9.638266254274221456e-01,2.063350687245504300e-01,1.746354193022205403e-01,1.871495994320082068e-01
7.546952799707574044e+00,2.988030280053004084e+00,1.774826767234603864e+00,7.851046464371402855e-02,2.146940642022788781e-01,2.067714213042401716e-01
2.552831989608273844e+00,6.559907550385129404e+00,1.547426328011713759e+00,9.369023054972381859e-01,3.785757208181091960e-01,3.735857478294541956e-01
7.076528690375720743e+00,3.028471626670234507e+00,1.002256295958056320e+00,7.547399512726660209e-01,1.823985999475976061e-01,2.074482640668583455e-01
1.201963528076732679e+00,5.639518973926179513e+00,8.518746997700357149e-01,7.439823236611322610e-01,3.962011980034974012e-01,4.053969425268659776e-01
2.924443689361548859e+00,6.271906785844928223e+00,1.072734158333568555e+00,3.821268101924847338e-01,2.463557196109052716e-01,2.553207049748238977e-01
6.740098869159676376e+00,4.979281015171475033e+00,1.055975501337695466e+00,9.367327003630485649e-01,1.807404860223444931e-01,2.000767358602553170e-01
8.721632950865849665e+00,8.502290063213033378e+00,1.759359256679623229e+00,2.180534580525317345e-02,1.669911088710786529e-01,1.714496908613018511e-01
1.820006440981140061e+00,9.754441016033878142e+00,5.337241516572207578e-01,3.911362278863858011e-01,1.932442796029715804e-01,1.886818019981290340e-01
2.683975824038444813e+00,4.896989248429307828e+00,8.756718880572909036e-01,8.939814264101211272e-01,2.690923755422431896e-01,2.518032868781946432e-01
9.402143986319921876e-01,4.464706563022539321e+00,1.334947710492649042e+00,9.373016957422717343e-01,6.794485325898650396e-01,6.880665815045353684e-01
1.620798147515689624e-01,9.287978951613206746e+00,6.291322035261744938e-01,6.829993943784347099e-01,5.624048233815421849e-01,5.510711880496220738e-01
2.750322596859616553e+00,4.558522517101800453e+00,7.741163611953181256e-01,9.990897086648348191e-01,2.580763855087224168e-01,2.647839903081646296e-01
4.509305866684250930e+00,6.038619173013849206e+00,8.854461174489300923e-01,9.409442342311838958e-01,1.962870548500931789e-01,1.765387491118448060e-01
4.523132417883901635e-01,7.479563023382874043e+00,1.068798351612185282e+00,6.719724319288465919e-01,6.800347675996764041e-01,6.752912453431076933e-01
1.442844224301413902e+00,1.634940347374511216e+00,5.785466719601624064e-01,3.923619442586412376e-02,2.349533927706783099e-01,2.347737405140252198e-01
6.837916392513277763e+00,7.176327726346778846e+00,1.266722556923963516e+00,1.408512346255241798e-02,1.622513991889395490e-01,1.497361837394758644e-01
8.630803657467980727e+00,7.918053706667426361e+00,1.453787000030282606e+00,8.351373347649728718e-01,1.681300321299397105e-01,1.626620182442147511e-01
4.092771202608469494e-01,3.866711812623037758e+00,1.438200959478768137e+00,9.281697297540737468e-01,1.004169845938885697e+00,9.958519177131829325e-01
7.619338150511243413e+00,6.916371328219597103e+00,5.961312665277851419e-01,7.777630102690055169e-01,1.334050099422265934e-01,1.347029737507048908e-01
3.073833380911520585e+00,7.833433110502233454e+00,1.888479908549892894e+00,2.645133976173700274e-01,3.347543263806365132e-01,3.221637727763882464e-01
4.137215087205968977e+00,3.133318510950938940e+00,1.402188914592681801e+00,3.427365451443628031e-01,2.684559714315284396e-01,2.658354049838334010e-01
9.570456288747969609e+00,6.637248142199275946e+00,1.722264794806306121e+00,8.795073762432474851e-01,1.793993139006872795e-01,1.931407358193604207e-01
3.557360703711822669e+00,2.563908369163975465e+00,1.148589086233434031e+00,5.924328099994912167e-01,2.802413818663820333e-01,2.942496795455530889e-01
1.969500116450199068e+00,6.250998978784346072e+00,5.664737270870519037e-01,4.765863530235078249e-01,2.131691870284518342e-01,2.320731946057985606e-01
8.312153463708687795e+00,2.073524373651507879e+00,1.133342698527435743e+00,7.368760375277771946e-02,1.677097967741796591e-01,1.718617919464401900e-01
2.177669361098426570e+00,5.838224230138461479e+00,1.821316350800967765e+00,6.542929209965531179e-02,4.236936128309345406e-01,4.196225524510884819e-01
6.234431765987402230e+00,2.502939424104422272e+00,1.453596798873065143e+00,6.721437083417608482e-01,2.375492215609953939e-01,2.408357432907493878e-01
6.053947014299165374e+00,1.910448854925008044e+00,8.040378828888621321e-01,1.499566804289980126e-01,1.651429487679059172e-01,1.722465386338805915e-01
1.601566044907036801e+00,9.710573913446085115e+00,8.777589950865680724e-01,3.687259019627768808e-01,2.800452702490608958e-01,2.828443774411049105e-01
7.927012450523523768e+00,8.500238020331951638e-01,1.204024117345720235e+00,1.585564393898353241e-02,1.871994707309673212e-01,2.017020136205557312e-01
6.426622147951562170e+00,5.298904025309294497e+00,7.806340766909654061e-01,2.181543293382729454e-01,1.450827412134469974e-01,1.385070732958499640e-01
9.507281006289569625e-01,5.727596498209921450e+00,1.758082449456704888e+00,2.613033704639023957e-01,7.090972404263298223e-01,7.070258184376875255e-01
7.397020715436405602e+00,7.904072942892427456e+00,1.701962613020530313e+00,6.742888105257701659e-01,1.914581924712299155e-01,1.762604395832092219e-01
3.692459504892917632e+00,2.332075903577246923e+00,1.373471197111553188e+00,1.644609936241292480e-02,2.749984862272714103e-01,2.707889042538648705e-01
3.435746887997793486e+00,9.966472058538075274e+00,1.665246211828710576e+00,2.197333605188456218e-02,2.579234304649282161e-01,2.703232966787296188e-01
7.449553398069840071e+00,9.877727933718874809e+00,1.700466562916504554e+00,9.072767313393913513e-01,1.856163502185346759e-01,1.861409670437020325e-01
3.873926975785113580e-01,5.060057573069866699e+00,1.062129301652401381e+00,8.385655212276654780e-01,7.725388005207841635e-01,7.800192903259072219e-01
7.767177152409553642e+00,6.159433639590031540e+00,1.378392557759555714e+00,8.850608527539137738e-01,1.815875369798472805e-01,1.858638333343755056e-01
5.809292547631857317e+00,3.784766396857280668e+00,1.131391418750177014e+00,9.706314292792244114e-01,2.118094239672855816e-01,2.214525098829557281e-01
7.116122337323906422e+00,3.068064984475433743e+00,1.518673100684368116e+00,2.077686354184647977e-01,2.048778989609936207e-01,1.965243079304453966e-01
7.691133095967270350e+00,5.712847865442499895e+00,1.546395581915709805e+00,2.118147946671293802e-01,1.810690758159851088e-01,1.864180203620456056e-01
8.606113599171330009e+00,2.235446470627956650e+00,1.688790178900857031e+00,3.403793444798370871e-01,2.100708175272887335e-01,2.168678555398593499e-01
8.559009912885581883e+00,5.347352284332106187e+00,1.365109092902693222e+00,4.744500898694281599e-02,1.612798807301428494e-01,1.728551813616992228e-01
2.827839154622973084e+00,4.994572083927864448e+00,8.237772530981006813e-01,7.388949515680275359e-01,2.424190987086237703e-01,2.563636183300175841e-01
5.560959213758406072e+00,3.201081665327991210e+00,1.761217625105313322e+00,2.372435234205650945e-01,2.568599850413951224e-01,2.518900826851616093e-01
5.286465591418158638e+00,1.010986959663310980e+00,8.269106015814859933e-01,2.738019221573113615e-01,1.945782780832412129e-01,1.802637824582415949e-01
7.276876871696233096e+00,5.893832859016295167e+00,1.004147693487322801e+00,5.924194331050296469e-01,1.591195571280472343e-01,1.526998394600560804e-01
8.189582836824861545e+00,9.528025088395605025e+00,1.855249230921770964e+00,2.292542144933589210e-01,1.756567965970355361e-01,1.888925997966801051e-01
3.706032232667327619e+00,8.433231941530600295e+00,8.612069949523846191e-01,5.749636268752995605e-01,1.875410000715976855e-01,1.776089560014834368e-01
5.525082823912467411e+00,1.382351980084091325e+00,1.189125184498573518e+00,1.798018772180736136e-01,2.207934309719694066e-01,2.070296444595027541e-01
6.102544500620954437e+00,3.022624925482752634e+00,5.791033689617897107e-01,5.822072487269556174e-01,1.524634775884758375e-01,1.393534608936817798e-01
1.404390577921855732e+00,4.715188235015311591e+00,1.519386535233388180e+00,3.291938869431659809e-01,5.222974217332466695e-01,5.092939921578695239e-01
8.941345871509078336e+00,6.265060523606193144e+00,8.139204397558209569e-01,2.378383881457518667e-01,1.315255588115528951e-01,1.387325407929819177e-01
5.688597382314709350e+00,5.002086618956743003e+00,7.695139313491747846e-01,3.458898719482296213e-01,1.550393254284947731e-01,1.473646609386933537e-01
1.291023971946122506e+00,6.782986457018514770e+00,1.900269298964684772e+00,8.031729531760994911e-01,6.852228623530544072e-01,6.789774682809595063e-01
2.435611384923324962e+00,3.990040222681621174e-01,1.391669912650173480e+00,7.358669860278482799e-01,5.279400867630883454e-01,5.393702682488565880e-01
3.318656563662669701e-01,5.656416224182105879e+00,1.854045393153829879e+00,2.388781638415700126e-01,1.080299240493991286e+00,1.089658328183757741e+00
2.962405687946099153e+00,6.839089641759231064e+00,9.617305874418028422e-01,5.489101790125848757e-01,2.327954812717173416e-01,2.416097736112001737e-01
1.518495884154276165e+00,9.269244677067153049e+00,1.359602216835119393e+00,5.093137046809254054e-01,4.200710715528604977e-01,4.124175573115370086e-01
8.150201407033652146e+00,2.532500187001740510e+00,1.486930281509835305e+00,8.860804379258192531e-01,2.140781045385251602e-01,1.970432034021053491e-01
7.591303017357367899e+00,5.989373278761219721e-01,7.880720642646277252e-01,4.944247074066870917e-01,1.828109895106246607e-01,1.863313043039847849e-01
2.704798155990582043e+00,5.586154949601427333e+00,1.827449638193189063e+00,4.337367218022780690e-02,3.687104477622591414e-01,3.862645588732672719e-01
5.574417861442811706e+00,5.479958951533806299e+00,9.716506966057317785e-01,2.935096445439769886e-01,1.691385044116479608e-01,1.655774849424826722e-01
2.645835073688936667e+00,6.354823967143468977e+00,1.971462840268260130e+00,1.111839969321493093e-02,3.872182593543030404e-01,3.844999168277348223e-01
2.037568183246607489e-01,1.491438894770007018e+00,1.999080224534619754e+00,4.524321670731636935e-01,1.382946918585680640e+00,1.350464932034567411e+00
3.801697260678117196e+00,3.064401971943373049e+00,8.289697153777761951e-01,6.627834193936174012e-01,2.215172447899526054e-01,2.388412522069192911e-01
6.709123530856912154e+00,9.340679465574575957e+00,1.450171198074295509e+00,5.443393757421988166e-02,1.677064655723268238e-01,1.657143391894715378e-01
5.870432899120543446e+00,8.730376885491530459e+00,1.723930206224586259e+00,4.025852730447931904e-02,1.989558196153209946e-01,1.815444839824417178e-01
5.613012497231871123e+00,6.886320257753197005e+00,1.176977559405449458e+00,6.634602328481045141e-01,1.878776438560125495e-01,1.872860746693298939e-01
4.258727804635796588e+00,8.034366484735503633e+00,7.181420127435709233e-01,7.500778427313887775e-01,1.688913834135157277e-01,1.629360034853471750e-01
7.847385949818880491e+00,3.812409211084426541e+00,7.353107012833819400e-01,1.935466782856276602e-01,1.380539746104302856e-01,1.443334238769184430e-01
9.556522248295092226e+00,9.193135667847879944e+00,1.652410672716516205e+00,7.124871578717560938e-01,1.633153890742653491e-01,1.848478624442405349e-01
7.933164947915771759e-01,6.581494243685886980e-01,1.344326381145262150e+00,4.530507808266136527e-01,7.740382546162353217e-01,7.659864691981884688e-01
1.144053705724287218e+00,1.559444088409920770e+00,1.285725552481660428e+00,7.644904778540658752e-01,6.555517813823826812e-01,6.571076291324839946e-01
7.099379341190431347e+00,7.417167068024007603e-01,1.728310406344666816e+00,1.956155560298472595e-01,2.596979725150814766e-01,2.558504290290836147e-01
7.752740383830550641e+00,1.802256050018804512e+00,9.824169611723525541e-01,5.332637064338319188e-02,1.623746710027333950e-01,1.557308721146282160e-01
4.932818110244663323e+00,8.198243081213281158e+00,6.180345939547087220e-01,4.641167858607841978e-02,1.328885886151560392e-01,1.374905116569261065e-01
1.335192256785397991e+00,8.633283745422099642e+00,1.059188808197425224e+00,4.272445792237220541e-01,3.721313098125502705e-01,3.876059281485597086e-01
3.341402676041691500e+00,6.894700182214753781e+00,1.683944475290752640e+00,4.532870066479686155e-01,3.069490857072448287e-01,3.113489372360727647e-01
4.694802362592661815e+00,6.101383166483282494e+00,1.737435993364296882e+00,2.119597397486165935e-01,2.501048875230903468e-01,2.458383735108834733e-01
6.554125830568423794e+00,7.635579592587632192e+00,1.206299164978971605e+00,4.125115801246648228e-01,1.679605829062441880e-01,1.731448922613302022e-01
3.630950522688787263e+00,7.023911780958115969e+00,5.460893209357150502e-01,5.430067746385607297e-01,1.591992386913445023e-01,1.615658470026412330e-01
5.080630355157947697e+00,9.452272042084924664e+00,8.367130380739893347e-01,1.318116575180621197e-01,1.470016842561971959e-01,1.551531396345167679e-01
7.395634092634729484e+00,9.002395491874302991e+00,1.978136860649899909e+00,5.616835316499813047e-01,1.992385971338518635e-01,1.937226306575705326e-01
6.888089062772412063e+00,1.915425284352610946e+00,1.780587890561111886e+00,8.500556747966054871e-01,2.698761006733541024e-01,2.712542944439818582e-01
2.596193309041936459e+00,6.927840877542080555e+00,6.515904087616081197e-01,7.438112693267044939e-01,2.113718648172515646e-01,2.278459026536922838e-01
2.059697623191735438e+00,7.883695559261341579e+00,1.318320638434095304e+00,5.244706949244817284e-01,3.482384168307016137e-01,3.484289575827594909e-01
5.741622249609253714e+00,7.345508213973469758e+00,1.411476091477613437e+00,9.092574733854343894e-01,2.071474190517162972e-01,2.169181703943137418e-01
8.538825750154767746e+00,8.333413568530154691e+00,8.633055580311156385e-01,8.531638815234858786e-01,1.397332769041539913e-01,1.396291321898221194e-01
9.670687845302742502e+00,7.150063286266555629e+00,1.769330587707179880e+00,4.374526874166048129e-01,1.715040074808673320e-01,1.722108568538746332e-01
1.200533504685823427e+00,8.248108367809308561e+00,1.149188664929107206e+00,2.736444283679208000e-01,4.091257782331329529e-01,4.017003212615005148e-01
7.348480970409724478e+00,6.889029834465402402e+00,1.587574371848461396e+00,1.944125285953953730e-01,1.810869035098208180e-01,2.095844591585073469e-01
2.613109981557394157e+00,4.945728000174193006e+00,6.229696160122129012e-01,7.650774657676350232e-01,2.207460945846555500e-01,2.327263640466423200e-01
2.637178971805501426e+00,3.475277107384738162e+00,1.337370704447419900e+00,2.543039604216669192e-01,3.294785091583293246e-01,3.412851359257031425e-01
5.312432564614685049e+00,8.712276748798894133e+00,1.780699851873343675e+00,9.462103428646910785e-01,2.376687060882061442e-01,2.492458068271269922e-01
9.326459680511479888e+00,7.123497533190572550e-01,1.650522009054653072e+00,1.598099324340886973e-01,2.168576835332809150e-01,2.066586290014372218e-01
2.914967231951823834e+00,4.891383957860989895e+00,7.917059987470520532e-01,3.040675183340124654e-02,1.939744214364625963e-01,1.863905494690792641e-01
1.231598496995286451e+00,1.715847794153824823e+00,1.413165568263068383e+00,7.009203711654982127e-01,6.586067075785451141e-01,6.567934909610576577e-01
3.206545213563795294e+00,9.953477803631005649e-01,1.980106860732676388e+00,7.067856870383752987e-01,5.108884691422632685e-01,4.940758460074660130e-01
3.098032991184338503e+00,2.819811787210016796e+00,1.859226880246087399e+00,3.110171947651170221e-01,4.010927500352977626e-01,3.920568575299585579e-01
8.909046125871601163e+00,4.549184410968246439e+00,1.238207230102336354e+00,3.923877720870648789e-01,1.622013062660354610e-01,1.705002792811222134e-01
6.652512896982024415e+00,8.733906073450992125e+00,1.016836256608079303e+00,3.269433557047087824e-01,1.501823410895000710e-01,1.288314899109774259e-01
7.242408391894148423e+00,6.430696038107961421e+00,1.132346371107637806e+00,8.178190195356875858e-01,1.695930786085998454e-01,1.605891309867646666e-01
4.341615226130103089e+00,1.609215240005964720e+00,1.672020910974894470e+00,4.815455231922646240e-01,3.328828384857189793e-01,3.318416306936094462e-01
5.561459413349005843e+00,9.883743273689679754e+00,1.267415117097475674e+00,4.168060933104404953e-01,1.762992637611999758e-01,1.753254316361306520e-01
7.459158576917372940e+00,1.616219773065886267e+00,1.788802183277923952e+00,3.782930384005379620e-01,2.461174958994732098e-01,2.457538725283742731e-01
3.917260920119458589e-01,6.510285639987304585e+00,1.619060224292362404e+00,2.478765961188640343e-01,9.097444684941735638e-01,9.020717667906037462e-01
8.430621191712667439e+00,5.861939708172899444e+00,1.569461473395571627e+00,8.308611983267341072e-01,1.859850603613031894e-01,1.950484426077918054e-01
7.212368489156963491e+00,2.853995552964611715e+00,1.835538432490067651e+00,7.486106610510756543e-01,2.473028072531930355e-01,2.236242380846134303e-01
4.331079633171497356e-01,9.935162689645967049e+00,1.335252312662826180e+00,7.731928829929949343e-01,8.235584598791763078e-01,8.276865504285308983e-01
6.968845402716777215e+00,5.078331849137067699e+00,8.514306805717335447e-01,4.822937585099601465e-01,1.528612878345488035e-01,1.376857539610899794e-01
3.611057366657977052e+00,5.778581913834482719e+00,1.742037271980320101e+00,6.560196634828563411e-02,2.923021350867320289e-01,2.850003582769309873e-01
7.474715142005095014e-01,7.169285445579407501e+00,6.174129066080431549e-01,1.573365463105420581e-01,3.002076254188827953e-01,2.994337085728556169e-01
7.071534382801876184e+00,3.340133158290435333e-01,8.799806758854125111e-01,2.963704841081041819e-01,1.933227303983334755e-01,2.093843203920703888e-01
6.946291061122936483e+00,2.626046086299103521e+00,1.066488565291793478e+00,1.045003235865753499e-01,1.718442821015325472e-01,1.626872494479929820e-01
6.229816661606916384e+00,5.807387811057045823e+00,1.609526911897038115e+00,6.492827006892029074e-01,2.162943858161831545e-01,2.017683378279203077e-01
3.127411071731237335e+00,3.112237022476886050e+00,1.583681189246641141e+00,7.624109901810023349e-01,3.770858322303656252e-01,3.868096444267619116e-01
1.266500637732470569e+00,2.361746632246106259e+00,1.024520225473458668e+00,4.311898671324057020e-01,4.499995048451094215e-01,4.491295981460301512e-01
2.040038584091258045e+00,5.526275921758600163e+00,8.610389302312099202e-01,5.496693830553295301e-01,2.803896679379012102e-01,2.804848554445975584e-01
4.057406860067404253e+00,3.360737072079966747e+00,1.898118631976223991e+00,8.009955391704250971e-01,3.567129960479927808e-01,3.622995983778420914e-01
2.843393900108888150e+00,7.654277888833555643e+00,5.494844616955576466e-01,8.037112625265732113e-01,1.861351467950442817e-01,1.961486725732592695e-01
3.870401600825397193e+00,6.729229532345815556e+00,1.078464148452432436e+00,9.485059575287830835e-01,2.301959573647924528e-01,2.317648956698008245e-01
3.135591235941246335e+00,6.426243037193332341e+00,1.288311308944403155e+00,3.883485212873178938e-01,2.659947679717830638e-01,2.448345173632415772e-01
9.245701597870537469e+00,2.624200606205866482e-01,1.435083500977193394e+00,6.465568683888581747e-01,2.430706688681636141e-01,2.409818800915274895e-01
4.975954007081968555e+00,4.025624055537576851e+00,1.954238281336895255e+00,1.017601708409993089e-01,2.789468747141989891e-01,2.791323603115943852e-01
8.737953433263868419e+00,3.178532537528533930e-01,1.047518149883860605e+00,4.382763382943677399e-01,2.004480862593281953e-01,1.888242661759058083e-01
1.062766432838366804e+00,6.286574613556086710e+00,1.621954793138317363e+00,5.817847342672169964e-01,6.559828629303194880e-01,6.457026718998511994e-01
7.946741289460264923e+00,8.095402767355007745e-01,1.570170607024985676e+00,6.703743088733036259e-01,2.513315907524557025e-01,2.576941752580048095e-01
7.805299554881263369e+00,9.268707724838229467e+00,1.031961815820792605e+00,1.672381258082740185e-01,1.392456807824477005e-01,1.416755690565915382e-01
6.448123568991031895e+00,1.177718057874582058e+00,6.829152937418485614e-01,7.138253871471755829e-01,1.835960819291017898e-01,1.745034382309420262e-01
4.396089297284532904e+00,7.484978963054601309e+00,1.242323631177720600e+00,7.080841141147863338e-01,2.175433161780705449e-01,2.231596594178558712e-01
9.024813433975639398e+00,7.210009960333281676e+00,1.124892859710183490e+00,3.747840876017154432e-01,1.452899371683624985e-01,1.466172947306695618e-01
7.038962632104579953e+00,4.523927084413621458e+00,8.619334553590002335e-01,2.884033202866255197e-01,1.507524792927400492e-01,1.377855933344785955e-01
4.596989301045351084e+00,3.361846358384039668e+00,1.371781279542255705e+00,3.637176980704844853e-01,2.470356953307386583e-01,2.442656469013376186e-01
8.953370057255918724e+00,7.491121127157928328e+00,8.814753143422580095e-01,3.459309038374783762e-01,1.334458520164648054e-01,1.202612875791845976e-01
9.949998132101931958e+00,6.894795589490953169e+00,5.479270998172074414e-01,4.043552706984433476e-01,1.185005221280168580e-01,1.098224025789179686e-01
6.681975516739568022e+00,4.544586410536268772e-01,1.992064231693473575e+00,4.304879712556911597e-01,3.246443090801801601e-01,3.276395095230521526e-01
3.376225266527734803e+00,4.940675156277893443e+00,1.872356922762184128e+00,5.696209826576490443e-01,3.594442494765499596e-01,3.471525041199029493e-01
1.287229334216706267e+00,2.986872045483749183e+00,6.954628652868022343e-01,6.082181386197396122e-01,3.513668411813994918e-01,3.388546766462076087e-01
3.164210579903985465e+00,2.675869075245669748e+00,1.548869473473740932e+00,2.294803946536556616e-01,3.403199664321091555e-01,3.440752585696361665e-01
9.368823571234818459e+00,7.557444574041301877e+00,7.074229086729511007e-01,7.826019133670929495e-01,1.301975574014673231e-01,1.200730107312145412e-01
