t,N,C,phi,dN_dt,dN_dt_noisy
7.735547109421884393e+00,2.394953339867747158e-05,2.162776146105827024e-03,1.976668831714263552e+00,-3.592934556320017363e-05,6.858379913680890880e-05
7.737547509501900400e+00,2.387776805329897505e-05,2.159761736231113460e-03,1.977117706533720209e+00,-3.582168353611304756e-05,-1.136473458412637361e-02
7.739547909581916407e+00,2.380621763899643331e-05,2.156751508405430756e-03,1.977566687876096241e+00,-3.571434392889040325e-05,-1.474778371318896664e-02
7.741548309661932414e+00,2.373488151563361403e-05,2.153745456886499432e-03,1.978015775877708382e+00,-3.560732578140925479e-05,-4.720283837746603456e-03
7.743548709741948421e+00,2.366375905031445825e-05,2.150743575951987591e-03,1.978464970674809642e+00,-3.550062814440654770e-05,-1.379725939573936411e-02
7.745549109821964429e+00,2.359284961171187968e-05,2.147745859886685676e-03,1.978914272403749175e+00,-3.539425007097139731e-05,-1.799874905187417128e-03
7.747549509901980436e+00,2.352215257006777828e-05,2.144752302982510812e-03,1.979363681200973168e+00,-3.528819061654512267e-05,1.147487010224617146e-03
7.749549909981996443e+00,2.345166729719301988e-05,2.141762899538502893e-03,1.979813197203023956e+00,-3.518244883892120590e-05,4.052612041102470961e-03
7.751550310062012450e+00,2.338139316646745659e-05,2.138777643860826760e-03,1.980262820546540903e+00,-3.507702379824534638e-05,1.523609027791354882e-02
7.753550710142028457e+00,2.331132955283990977e-05,2.135796530262772195e-03,1.980712551368259078e+00,-3.497191455701544722e-05,1.414808852794179929e-02
7.755551110222044464e+00,2.324147583282819044e-05,2.132819553064751756e-03,1.981162389805011026e+00,-3.486712018008166945e-05,-1.107671060979044733e-02
7.757551510302060471e+00,2.317183138451906871e-05,2.129846706594304678e-03,1.981612335993725216e+00,-3.476263973464635749e-05,-7.534430816377826398e-03
7.759551910382076478e+00,2.310239558756830772e-05,2.126877985186092970e-03,1.982062390071426927e+00,-3.465847229026414758e-05,1.685730612022711197e-02
7.761552310462092485e+00,2.303316782320064329e-05,2.123913383181903584e-03,1.982512552175237808e+00,-3.455461691884190677e-05,-5.875996717686016385e-04
7.763552710542108493e+00,2.296414747420978054e-05,2.120952894930647550e-03,1.982962822442376316e+00,-3.445107269463874649e-05,-3.899694909710476210e-03
7.765553110622124500e+00,2.289533392495841081e-05,2.117996514788360839e-03,1.983413201010157056e+00,-3.434783869426609709e-05,1.066803540960502283e-02
7.767553510702140507e+00,2.282672656137820150e-05,2.115044237118203496e-03,1.983863688015991444e+00,-3.424491399668765361e-05,-6.289565982881084247e-03
7.769553910782156514e+00,2.275832477096979272e-05,2.112096056290460079e-03,1.984314283597387707e+00,-3.414229768321940293e-05,9.293018154868364772e-03
7.771554310862172521e+00,2.269012794280280402e-05,2.109151966682539219e-03,1.984764987891949772e+00,-3.403998883752962370e-05,-3.062260028997904580e-03
7.773554710942188528e+00,2.262213546751583101e-05,2.106211962678974491e-03,1.985215801037379268e+00,-3.393798654563892706e-05,1.290427166995887324e-02
7.775555111022204535e+00,2.255434673731645216e-05,2.103276038671423979e-03,1.985666723171473080e+00,-3.383628989592025663e-05,-1.496812717355686497e-03
7.777555511102220542e+00,2.248676114598121523e-05,2.100344189058668976e-03,1.986117754432125793e+00,-3.373489797909886136e-05,8.155037532375406309e-03
7.779555911182236549e+00,2.241937808885565082e-05,2.097416408246617018e-03,1.986568894957327691e+00,-3.363380988825236334e-05,1.054663750937765397e-02
7.781556311262252557e+00,2.235219696285426221e-05,2.094492690648297982e-03,1.987020144885166095e+00,-3.353302471881071037e-05,1.611544694751682050e-02
7.783556711342268564e+00,2.228521716646052875e-05,2.091573030683868423e-03,1.987471504353824692e+00,-3.343254156855622334e-05,-8.007559470685335357e-03
7.785557111422284571e+00,2.221843809972691604e-05,2.088657422780606805e-03,1.987922973501583535e+00,-3.333235953762358952e-05,-3.878506196884750571e-03
7.787557511502300578e+00,2.215185916427485894e-05,2.085745861372918265e-03,1.988374552466819711e+00,-3.323247772849990316e-05,-1.421194766695855344e-02
7.789557911582316585e+00,2.208547976329477180e-05,2.082838340902331154e-03,1.988826241388006455e+00,-3.313289524602461132e-05,-1.727121556502243804e-02
7.791558311662332592e+00,2.201929930154604163e-05,2.079934855817498329e-03,1.989278040403713588e+00,-3.303361119738958162e-05,-5.012886568576507308e-03
7.793558711742348599e+00,2.195331718535703828e-05,2.077035400574197156e-03,1.989729949652607299e+00,-3.293462469213908868e-05,1.554268312519352336e-03
7.795559111822364606e+00,2.188753282262510770e-05,2.074139969635329511e-03,1.990181969273451035e+00,-3.283593484216982769e-05,1.249033944686677930e-02
7.797559511902380613e+00,2.182194562281657526e-05,2.071248557470921348e-03,1.990634099405103941e+00,-3.273754076173090760e-05,-4.201998523713335043e-03
7.799559911982396621e+00,2.175655499696673565e-05,2.068361158558123993e-03,1.991086340186521975e+00,-3.263944156742388505e-05,1.906726777148712651e-02
7.801560312062412628e+00,2.169136035767986638e-05,2.065477767381211551e-03,1.991538691756757906e+00,-3.254163637820276433e-05,1.778382587309574247e-03
7.803560712142428635e+00,2.162636111912922106e-05,2.062598378431583935e-03,1.991991154254960872e+00,-3.244412431537398384e-05,8.766968633852846929e-03
7.805561112222444642e+00,2.156155669705702934e-05,2.059722986207765134e-03,1.992443727820376376e+00,-3.234690450259647030e-05,-2.605996398586554567e-03
7.807561512302460649e+00,2.149694650877450374e-05,2.056851585215403212e-03,1.992896412592346733e+00,-3.224997606588162521e-05,-1.262485789684407271e-02
7.809561912382476656e+00,2.143252997316182605e-05,2.053984169967270311e-03,1.993349208710310627e+00,-3.215333813359330450e-05,1.579053898261308445e-02
7.811562312462492663e+00,2.136830651066815414e-05,2.051120734983264381e-03,1.993802116313803108e+00,-3.205698983644785242e-05,-2.954959542293530451e-03
7.813562712542508670e+00,2.130427554331163550e-05,2.048261274790406147e-03,1.994255135542456481e+00,-3.196093030751414899e-05,1.106724749798016459e-02
7.815563112622524677e+00,2.124043649467938013e-05,2.045405783922842145e-03,1.994708266535998753e+00,-3.186515868221355576e-05,-3.753705209326631959e-03
7.817563512702540685e+00,2.117678878992748428e-05,2.042554256921841685e-03,1.995161509434254965e+00,-3.176967409831994292e-05,5.808638291367132327e-03
7.819563912782556692e+00,2.111333185578102026e-05,2.039706688335800322e-03,1.995614864377146747e+00,-3.167447569595972323e-05,-1.656316610758839895e-03
7.821564312862572699e+00,2.105006512053402966e-05,2.036863072720236818e-03,1.996068331504691651e+00,-3.157956261761182484e-05,-3.531884910881687677e-03
7.823564712942588706e+00,2.098698801404954371e-05,2.034023404637794880e-03,1.996521910957004264e+00,-3.148493400810773878e-05,-1.560424683667419044e-03
7.825565113022604713e+00,2.092409996775955954e-05,2.031187678658241853e-03,1.996975602874295985e+00,-3.139058901463147148e-05,6.749411111300778789e-03
7.827565513102620720e+00,2.086140041466506050e-05,2.028355889358470464e-03,1.997429407396874357e+00,-3.129652678671963293e-05,-1.215878410358372727e-02
7.829565913182636727e+00,2.079888878933599925e-05,2.025528031322497077e-03,1.997883324665143290e+00,-3.120274647626135529e-05,-9.819696185478222344e-03
7.831566313262652734e+00,2.073656452791130790e-05,2.022704099141463437e-03,1.998337354819603506e+00,-3.110924723749837424e-05,9.751124181991246628e-03
7.833566713342668741e+00,2.067442706809890479e-05,2.019884087413634493e-03,1.998791498000852540e+00,-3.101602822702500867e-05,-7.436831854865212990e-03
7.835567113422684749e+00,2.061247584917566739e-05,2.017067990744400574e-03,1.999245754349583848e+00,-3.092308860378814030e-05,1.739865507493301234e-03
7.837567513502700756e+00,2.055071031198746280e-05,2.014255803746275650e-03,1.999700124006587920e+00,-3.083042752908727474e-05,-1.358982100562022843e-02
7.839567913582716763e+00,2.048912989894913756e-05,2.011447521038898633e-03,2.000154607112751393e+00,-3.073804416657452784e-05,-2.270699635485314265e-03
7.841568313662732770e+00,2.042773405404450752e-05,2.008643137249032512e-03,2.000609203809057934e+00,-3.064593768225461223e-05,1.087272762800281858e-02
7.843568713742748777e+00,2.036652222282636797e-05,2.005842647010564785e-03,2.001063914236587582e+00,-3.055410724448487115e-05,7.199092897879977651e-04
7.845569113822764784e+00,2.030549385241649368e-05,2.003046044964508325e-03,2.001518738536516295e+00,-3.046255202397529202e-05,1.954120951589183482e-03
7.847569513902780791e+00,2.024464839150563546e-05,2.000253325758998349e-03,2.001973676850117734e+00,-3.037127119378848949e-05,-4.070507434583766661e-03
7.849569913982796798e+00,2.018398529035351683e-05,1.997464484049295882e-03,2.002428729318761036e+00,-3.028026392933970884e-05,8.445523698435474305e-04
7.851570314062812805e+00,2.012350400078884413e-05,1.994679514497786459e-03,2.002883896083912152e+00,-3.018952940839688017e-05,-1.798082106721792667e-02
7.853570714142828812e+00,2.006320397620929978e-05,1.991898411773979256e-03,2.003339177287134287e+00,-3.009906681108058792e-05,-1.651337405932299524e-02
7.855571114222844820e+00,2.000308467158153888e-05,1.989121170554508829e-03,2.003794573070086571e+00,-3.000887531986407090e-05,3.922249252061507999e-03
7.857571514302860827e+00,1.994314554344120617e-05,1.986347785523132937e-03,2.004250083574524055e+00,-2.991895411957326626e-05,-1.785593369744507830e-02
7.859571914382876834e+00,1.988338604989290547e-05,1.983578251370735155e-03,2.004705708942299491e+00,-2.982930239738678925e-05,1.287603705640041028e-02
7.861572314462892841e+00,1.982380565061022689e-05,1.980812562795321828e-03,2.005161449315361999e+00,-2.973991934283592975e-05,8.284146685947565286e-03
7.863572714542908848e+00,1.976440380683574673e-05,1.978050714502025114e-03,2.005617304835756176e+00,-2.965080414780471671e-05,-1.224564794532412119e-02
7.865573114622924855e+00,1.970517998138099705e-05,1.975292701203100812e-03,2.006073275645624765e+00,-2.956195600652984358e-05,-2.205280535984342413e-02
7.867573514702940862e+00,1.964613363862650970e-05,1.972538517617929230e-03,2.006529361887205543e+00,-2.947337411560076317e-05,-2.445648925653830588e-02
7.869573914782956869e+00,1.958726424452177564e-05,1.969788158473015621e-03,2.006985563702833542e+00,-2.938505767395961312e-05,2.857342425090900109e-03
7.871574314862972876e+00,1.952857126658527547e-05,1.967041618501989310e-03,2.007441881234940606e+00,-2.929700588290128031e-05,-1.186792791098139135e-03
7.873574714942988884e+00,1.947005417390446246e-05,1.964298892445603267e-03,2.007898314626054503e+00,-2.920921794607339741e-05,1.323534732424030101e-02
7.875575115023004891e+00,1.941171243713575917e-05,1.961559975051735839e-03,2.008354864018800257e+00,-2.912169306947631918e-05,4.468206977468988303e-03
7.877575515103020898e+00,1.935354552850458118e-05,1.958824861075389879e-03,2.008811529555898368e+00,-2.903443046146316658e-05,1.534011214805629415e-02
7.879575915183036905e+00,1.929555292180530320e-05,1.956093545278691885e-03,2.009268311380167482e+00,-2.894742933273981649e-05,8.513448279328915749e-03
7.881576315263052912e+00,1.923773409240129971e-05,1.953366022430893297e-03,2.009725209634520393e+00,-2.886068889636491877e-05,-9.720983366045519297e-03
7.883576715343068919e+00,1.918008851722489755e-05,1.950642287308369848e-03,2.010182224461969369e+00,-2.877420836774989278e-05,-2.117959289839250678e-03
7.885577115423084926e+00,1.912261567477741318e-05,1.947922334694621345e-03,2.010639356005620826e+00,-2.868798696465891726e-05,-8.723823912591084639e-03
7.887577515503100933e+00,1.906531504512914591e-05,1.945206159380272323e-03,2.011096604408678878e+00,-2.860202390720900488e-05,-3.434840270428785036e-03
7.889577915583116940e+00,1.900818610991936096e-05,1.942493756163071825e-03,2.011553969814443565e+00,-2.851631841786992087e-05,-5.447909792595542061e-03
7.891578315663132948e+00,1.895122835235630299e-05,1.939785119847893188e-03,2.012011452366312625e+00,-2.843086972146424408e-05,-2.618345801796140553e-03
7.893578715743148955e+00,1.889444125721719952e-05,1.937080245246734040e-03,2.012469052207778830e+00,-2.834567704516737370e-05,1.328847125816389266e-02
7.895579115823164962e+00,1.883782431084825412e-05,1.934379127178716736e-03,2.012926769482432210e+00,-2.826073961850751232e-05,-5.830490422262564129e-03
7.897579515903180969e+00,1.878137700116463629e-05,1.931681760470087489e-03,2.013384604333959604e+00,-2.817605667336568292e-05,-1.226423278229715579e-02
7.899579915983196976e+00,1.872509881765050852e-05,1.928988139954217239e-03,2.013842556906143777e+00,-2.809162744397574577e-05,-6.631666484151043511e-03
7.901580316063212983e+00,1.866898925135900261e-05,1.926298260471601652e-03,2.014300627342865191e+00,-2.800745116692438826e-05,-5.088893229557195884e-03
7.903580716143228990e+00,1.861304779491222301e-05,1.923612116869860035e-03,2.014758815788098900e+00,-2.792352708115114187e-05,-6.136939453379702814e-03
7.905581116223244997e+00,1.855727394250126044e-05,1.920929704003736856e-03,2.015217122385918547e+00,-2.783985442794839230e-05,-1.997601803347181203e-03
7.907581516303261004e+00,1.850166718988617828e-05,1.918251016735100442e-03,2.015675547280492808e+00,-2.775643245096138292e-05,-4.605044545298893691e-03
7.909581916383277012e+00,1.844622703439601936e-05,1.915576049932944279e-03,2.016134090616087615e+00,-2.767326039618819774e-05,1.084942118041860686e-02
7.911582316463293019e+00,1.839095297492879922e-05,1.912904798473385060e-03,2.016592752537065714e+00,-2.759033751197981568e-05,8.851702648321463709e-03
7.913582716543309026e+00,1.833584451195150944e-05,1.910237257239665075e-03,2.017051533187885326e+00,-2.750766304904006315e-05,-7.898126345236625850e-03
7.915583116623325033e+00,1.828090114750012784e-05,1.907573421122150253e-03,2.017510432713102375e+00,-2.742523626042567497e-05,9.594044424892025566e-03
7.917583516703341040e+00,1.822612238517960494e-05,1.904913285018331251e-03,2.017969451257368263e+00,-2.734305640154627412e-05,1.376616767498840127e-02
7.919583916783357047e+00,1.817150773016385713e-05,1.902256843832823016e-03,2.018428588965432535e+00,-2.726112273016433101e-05,-1.833098559738710641e-04
7.921584316863373054e+00,1.811705668919580062e-05,1.899604092477365008e-03,2.018887845982139329e+00,-2.717943450639528211e-05,-8.658269747048459239e-03
7.923584716943389061e+00,1.806276877058730733e-05,1.896955025870821192e-03,2.019347222452430479e+00,-2.709799099270741813e-05,4.155041310340560484e-03
7.925585117023405068e+00,1.800864348421923883e-05,1.894309638939179613e-03,2.019806718521344191e+00,-2.701679145392197213e-05,-9.897540461346122139e-04
7.927585517103421076e+00,1.795468034154142935e-05,1.891667926615552605e-03,2.020266334334015035e+00,-2.693583515721308558e-05,3.186222033255691442e-03
7.929585917183437083e+00,1.790087885557268920e-05,1.889029883840177880e-03,2.020726070035674837e+00,-2.685512137210781860e-05,-1.079210458523634578e-02
7.931586317263453090e+00,1.784723854090081152e-05,1.886395505560416359e-03,2.021185925771650016e+00,-2.677464937048617700e-05,2.081008244483383007e-02
7.933586717343469097e+00,1.779375891368255877e-05,1.883764786730754122e-03,2.021645901687366464e+00,-2.669441842658109540e-05,-2.124117153310975479e-03
7.935587117423485104e+00,1.774043949164367623e-05,1.881137722312801325e-03,2.022105997928343779e+00,-2.661442781697845073e-05,5.160825091074875900e-03
7.937587517503501111e+00,1.768727978712190211e-05,1.878514307255488812e-03,2.022566214640509674e+00,-2.653467681018030852e-05,-6.085583218118081200e-03
7.939587917583517118e+00,1.763427928516675115e-05,1.875894536428276927e-03,2.023026551971309317e+00,-2.645516463375055115e-05,1.442073894754129825e-03
7.941588317663533125e+00,1.758143750994267603e-05,1.873278404808088014e-03,2.023487010066809422e+00,-2.637589057393185796e-05,-2.303833795338287166e-02
7.943588717743549132e+00,1.752875399316719676e-05,1.870665907395845616e-03,2.023947589072916831e+00,-2.629685392829714965e-05,-1.310825627771659146e-02
7.945589117823565140e+00,1.747622826771020474e-05,1.868057039198710474e-03,2.024408289135647188e+00,-2.621805399614732799e-05,-2.480490620209083522e-02
7.947589517903581147e+00,1.742385986759397630e-05,1.865451795230080962e-03,2.024869110401126271e+00,-2.613949007851130974e-05,9.825722214175571650e-03
7.949589917983597154e+00,1.737164832799316933e-05,1.862850170509593303e-03,2.025330053015589549e+00,-2.606116147814602663e-05,-1.393522888762610719e-02
7.951590318063613161e+00,1.731959318523483343e-05,1.860252160063120483e-03,2.025791117125382179e+00,-2.598306749953645586e-05,-1.562045873919849087e-02
7.953590718143629168e+00,1.726769397679838957e-05,1.857657758922774205e-03,2.026252302876959455e+00,-2.590520744889556929e-05,1.126515556602263220e-02
7.955591118223645175e+00,1.721595024131564706e-05,1.855066962126902287e-03,2.026713610416886358e+00,-2.582758063416440455e-05,-4.912262618257542089e-03
7.957591518303661182e+00,1.716436151857079676e-05,1.852479764720091479e-03,2.027175039891838004e+00,-2.575018636501202104e-05,-1.651965736289207586e-03
7.959591918383677189e+00,1.711292734950041106e-05,1.849896161753165078e-03,2.027636591448598757e+00,-2.567302395283552701e-05,1.077491767478610564e-02
7.961592318463693196e+00,1.706164727619345069e-05,1.847316148283184231e-03,2.028098265234063557e+00,-2.559609271076009989e-05,4.955592904022029961e-03
7.963592718543709204e+00,1.701052084189125116e-05,1.844739719373447934e-03,2.028560061395235703e+00,-2.551939195363894905e-05,3.190436257285691503e-03
7.965593118623725211e+00,1.695954759098753628e-05,1.842166870093491947e-03,2.029021980079230403e+00,-2.544292099805335302e-05,6.624581119965981639e-03
7.967593518703740330e+00,1.690872706902843515e-05,1.839597595519091395e-03,2.029484021433271224e+00,-2.536667916231269339e-05,-1.940587603213527607e-02
7.969593918783756337e+00,1.685805882271238724e-05,1.837031890732255569e-03,2.029946185604691866e+00,-2.529066576645433288e-05,1.303101353877101840e-02
7.971594318863772344e+00,1.680754239989028814e-05,1.834469750821233992e-03,2.030408472740936165e+00,-2.521488013224379145e-05,1.339810521912772855e-02
7.973594718943788351e+00,1.675717734956539464e-05,1.831911170880513168e-03,2.030870882989557202e+00,-2.513932158317465826e-05,1.860769100083801975e-02
7.975595119023804358e+00,1.670696322189333492e-05,1.829356146010817016e-03,2.031333416498218636e+00,-2.506398944446859166e-05,-2.084552616015192608e-02
7.977595519103820365e+00,1.665689956818213225e-05,1.826804671319107089e-03,2.031796073414693371e+00,-2.498888304307535983e-05,-8.375962042312076403e-03
7.979595919183836372e+00,1.660698594089219147e-05,1.824256741918582137e-03,2.032258853886864891e+00,-2.491400170767282387e-05,-5.488867822348264709e-03
7.981596319263852379e+00,1.655722189363629217e-05,1.821712352928678974e-03,2.032721758062725037e+00,-2.483934476866693437e-05,1.721972128834847390e-02
7.983596719343868386e+00,1.650760698117960227e-05,1.819171499475071181e-03,2.033184786090376672e+00,-2.476491155819176873e-05,5.824223577873660282e-03
7.985597119423884394e+00,1.645814075943967126e-05,1.816634176689670621e-03,2.033647938118032794e+00,-2.469070141010950401e-05,1.792475061821932961e-02
7.987597519503900401e+00,1.640882278548643693e-05,1.814100379710626137e-03,2.034111214294014758e+00,-2.461671366001045083e-05,4.705805027666654095e-03
7.989597919583916408e+00,1.635965261754221184e-05,1.811570103682324639e-03,2.034574614766755385e+00,-2.454294764521301950e-05,-6.214946288994709078e-03
7.991598319663932415e+00,1.631062981498169350e-05,1.809043343755390018e-03,2.035038139684795855e+00,-2.446940270476377421e-05,-1.279157735767746593e-02
7.993598719743948422e+00,1.626175393833196437e-05,1.806520095086684230e-03,2.035501789196788369e+00,-2.439607817943738899e-05,-5.497650154132884166e-03
7.995599119823964429e+00,1.621302454927248842e-05,1.804000352839306431e-03,2.035965563451494820e+00,-2.432297341173668499e-05,1.421455902998157092e-02
7.997599519903980436e+00,1.616444121063511459e-05,1.801484112182593191e-03,2.036429462597785456e+00,-2.425008774589263385e-05,-8.301727582877189288e-03
7.999599919983996443e+00,1.611600348640406658e-05,1.798971368292118928e-03,2.036893486784642437e+00,-2.417742052786433062e-05,-1.758493711528983858e-02
8.001600320064012450e+00,1.606771094171595979e-05,1.796462116349695475e-03,2.037357636161156726e+00,-2.410497110533905133e-05,3.046081828508921154e-03
8.003600720144028458e+00,1.601956314285979120e-05,1.793956351543372083e-03,2.037821910876528531e+00,-2.403273882773220558e-05,1.395790107279530970e-02
8.005601120224044465e+00,1.597155965727693592e-05,1.791454069067435848e-03,2.038286311080069080e+00,-2.396072304618737718e-05,2.461008010887602571e-02
8.007601520304060472e+00,1.592370005356115740e-05,1.788955264122410850e-03,2.038750836921198850e+00,-2.388892311357631399e-05,1.275801971568856288e-02
8.009601920384076479e+00,1.587598390145859725e-05,1.786459931915059451e-03,2.039215488549448008e+00,-2.381733838449893133e-05,9.950594460100431818e-03
8.011602320464092486e+00,1.582841077186778202e-05,1.783968067658380776e-03,2.039680266114456408e+00,-2.374596821528331193e-05,-1.763225221630060000e-02
8.013602720544108493e+00,1.578098023683961978e-05,1.781479666571612235e-03,2.040145169765974487e+00,-2.367481196398573648e-05,-3.534355956937956702e-03
8.015603120624124500e+00,1.573369186957740697e-05,1.778994723880228000e-03,2.040610199653861923e+00,-2.360386899039064972e-05,-3.541551423032569465e-03
8.017603520704140507e+00,1.568654524443681138e-05,1.776513234815940310e-03,2.041075355928088086e+00,-2.353313865601070785e-05,1.600203629388528186e-03
8.019603920784156514e+00,1.563953993692589252e-05,1.774035194616698820e-03,2.041540638738732927e+00,-2.346262032408673456e-05,-9.082665449681948111e-03
8.021604320864172522e+00,1.559267552370509146e-05,1.771560598526690598e-03,2.042006048235985638e+00,-2.339231335958777175e-05,8.164312301843104289e-03
8.023604720944188529e+00,1.554595158258723420e-05,1.769089441796340345e-03,2.042471584570145104e+00,-2.332221712921105929e-05,1.276862739012642189e-02
8.025605121024204536e+00,1.549936769253752150e-05,1.766621719682310394e-03,2.042937247891620345e+00,-2.325233100138203497e-05,1.313743322423302929e-03
8.027605521104220543e+00,1.545292343367354586e-05,1.764157427447500277e-03,2.043403038350929624e+00,-2.318265434625435824e-05,-2.702535359183611940e-03
8.029605921184236550e+00,1.540661838726527453e-05,1.761696560361047589e-03,2.043868956098702672e+00,-2.311318653570988647e-05,2.101585030530163465e-03
8.031606321264252557e+00,1.536045213573506308e-05,1.759239113698326694e-03,2.044335001285677134e+00,-2.304392694335872241e-05,3.999309384797864950e-03
8.033606721344268564e+00,1.531442426265765204e-05,1.756785082740950450e-03,2.044801174062701232e+00,-2.297487494453918030e-05,8.132008017424474655e-03
8.035607121424284571e+00,1.526853435276015670e-05,1.754334462776768484e-03,2.045267474580732880e+00,-2.290602991631778923e-05,-8.445023642023626390e-03
8.037607521504300578e+00,1.522278199192207728e-05,1.751887249099868052e-03,2.045733902990840569e+00,-2.283739123748932708e-05,1.465460395477811810e-02
8.039607921584316585e+00,1.517716676717530572e-05,1.749443437010574261e-03,2.046200459444202036e+00,-2.276895828857681368e-05,5.126972217592580929e-04
8.041608321664332593e+00,1.513168826670410535e-05,1.747003021815449848e-03,2.046667144092103818e+00,-2.270073045183148715e-05,-1.587693929353983357e-03
8.043608721744348600e+00,1.508634607984512781e-05,1.744565998827294316e-03,2.047133957085944811e+00,-2.263270711123285467e-05,7.070338543194153516e-03
8.045609121824364607e+00,1.504113979708740800e-05,1.742132363365145667e-03,2.047600898577230932e+00,-2.256488765248865525e-05,-6.860223347773187347e-03
8.047609521904380614e+00,1.499606901007235896e-05,1.739702110754278667e-03,2.048067968717579568e+00,-2.249727146303489022e-05,8.918600283302432347e-03
8.049609921984396621e+00,1.495113331159378546e-05,1.737275236326206148e-03,2.048535167658717793e+00,-2.242985793203582318e-05,2.163130806952854798e-02
8.051610322064412628e+00,1.490633229559786365e-05,1.734851735418678140e-03,2.049002495552482372e+00,-2.236264645038395975e-05,4.493382948859817733e-03
8.053610722144428635e+00,1.486166555718315970e-05,1.732431603375682305e-03,2.049469952550819318e+00,-2.229563641070008817e-05,2.179976281940847107e-03
8.055611122224444642e+00,1.481713269260062300e-05,1.730014835547443938e-03,2.049937538805785664e+00,-2.222882720733326914e-05,-4.669406443538572267e-03
8.057611522304460649e+00,1.477273329925358114e-05,1.727601427290425531e-03,2.050405254469546801e+00,-2.216221823636081554e-05,1.507305675364812442e-02
8.059611922384476657e+00,1.472846697569774831e-05,1.725191373967327642e-03,2.050873099694379587e+00,-2.209580889558834319e-05,1.144814469487477095e-02
8.061612322464492664e+00,1.468433332164122027e-05,1.722784670947088244e-03,2.051341074632668793e+00,-2.202959858454973360e-05,-1.507732799627952563e-02
8.063612722544508671e+00,1.464033193794447769e-05,1.720381313604882291e-03,2.051809179436911101e+00,-2.196358670450715433e-05,9.835164963827277076e-03
8.065613122624524678e+00,1.459646242662037773e-05,1.717981297322122803e-03,2.052277414259711108e+00,-2.189777265845107250e-05,-6.642790880045644844e-03
8.067613522704540685e+00,1.455272439083416756e-05,1.715584617486460217e-03,2.052745779253784875e+00,-2.183215585110023787e-05,-1.176056064737750553e-02
8.069613922784556692e+00,1.450911743490347251e-05,1.713191269491782381e-03,2.053214274571956821e+00,-2.176673568890169979e-05,-7.231025436872111269e-04
8.071614322864572699e+00,1.446564116429830284e-05,1.710801248738214779e-03,2.053682900367162389e+00,-2.170151158003081056e-05,-6.647224416740062786e-03
8.073614722944588706e+00,1.442229518564105208e-05,1.708414550632120742e-03,2.054151656792446268e+00,-2.163648293439122885e-05,1.162400543779359627e-02
8.075615123024604713e+00,1.437907910670649188e-05,1.706031170586100364e-03,2.054620544000962834e+00,-2.157164916361490949e-05,-1.266071195990561664e-02
8.077615523104620721e+00,1.433599253642178564e-05,1.703651104018992024e-03,2.055089562145976601e+00,-2.150700968106214082e-05,-1.294710699372937299e-02
8.079615923184636728e+00,1.429303508486646980e-05,1.701274346355871082e-03,2.055558711380861769e+00,-2.144256390182151071e-05,-9.533354222591052321e-03
8.081616323264652735e+00,1.425020636327246917e-05,1.698900893028050963e-03,2.056027991859102677e+00,-2.137831124270992358e-05,-1.452389749589099886e-03
8.083616723344668742e+00,1.420750598402409007e-05,1.696530739473082073e-03,2.056497403734293350e+00,-2.131425112227262067e-05,5.866825941667117537e-03
8.085617123424684749e+00,1.416493356065802208e-05,1.694163881134752667e-03,2.056966947160136616e+00,-2.125038296078316316e-05,-1.096260989375739091e-02
8.087617523504700756e+00,1.412248870786333802e-05,1.691800313463088850e-03,2.057436622290447215e+00,-2.118670618024343888e-05,-7.315434628701591654e-03
8.089617923584716763e+00,1.408017104148149225e-05,1.689440031914353274e-03,2.057906429279147797e+00,-2.112322020438368609e-05,-1.578173624963654514e-02
8.091618323664732770e+00,1.403798017850631732e-05,1.687083031951047089e-03,2.058376368280271596e+00,-2.105992445866244260e-05,-2.057915398924688860e-03
8.093618723744748777e+00,1.399591573708404084e-05,1.684729309041908861e-03,2.058846439447961973e+00,-2.099681837026664069e-05,-1.032521442364543046e-02
8.095619123824764785e+00,1.395397733651326352e-05,1.682378858661913923e-03,2.059316642936471986e+00,-2.093390136811151559e-05,2.164804037219189917e-02
8.097619523904780792e+00,1.391216459724496762e-05,1.680031676292276102e-03,2.059786978900163490e+00,-2.087117288284066649e-05,1.919483272928157111e-02
8.099619923984796799e+00,1.387047714088252373e-05,1.677687757420446213e-03,2.060257447493509808e+00,-2.080863234682603960e-05,-9.424429977969236635e-03
8.101620324064812806e+00,1.382891459018168565e-05,1.675347097540112696e-03,2.060728048871092621e+00,-2.074627919416794166e-05,1.278488482198511089e-03
8.103620724144828813e+00,1.378747656905058539e-05,1.673009692151201629e-03,2.061198783187604633e+00,-2.068411286069503664e-05,4.100012701195547039e-03
8.105621124224844820e+00,1.374616270254973985e-05,1.670675536759876501e-03,2.061669650597847792e+00,-2.062213278396435242e-05,-5.573458201538821107e-03
8.107621524304860827e+00,1.370497261689205090e-05,1.668344626878538219e-03,2.062140651256733737e+00,-2.056033840326127406e-05,-4.029538638785955598e-03
8.109621924384876834e+00,1.366390593944279854e-05,1.666016958025825535e-03,2.062611785319283797e+00,-2.049872915959956077e-05,6.287972333668226908e-03
8.111622324464892841e+00,1.362296229871964775e-05,1.663692525726614838e-03,2.063083052940630324e+00,-2.043730449572134244e-05,-2.834861599573637852e-03
8.113622724544908849e+00,1.358214132439264840e-05,1.661371325512019277e-03,2.063554454276014027e+00,-2.037606385609712652e-05,-3.136722561348362966e-03
