d,m
1.382506501300260027e+01,2.339805737662141102e-02
1.382896579315863228e+01,2.336984771536789948e-02
1.383286657331466252e+01,2.334167260711464409e-02
1.383676735347069453e+01,2.331353200822239291e-02
1.384066813362672477e+01,2.328542587510943479e-02
1.384456891378275678e+01,2.325735416425143628e-02
1.384846969393878702e+01,2.322931683218141044e-02
1.385237047409481903e+01,2.320131383548958148e-02
1.385627125425084927e+01,2.317334513082338829e-02
1.386017203440688128e+01,2.314541067488732826e-02
1.386407281456291152e+01,2.311751042444292609e-02
1.386797359471894353e+01,2.308964433630864704e-02
1.387187437487497554e+01,2.306181236735980675e-02
1.387577515503100578e+01,2.303401447452849832e-02
1.387967593518703779e+01,2.300625061480351605e-02
1.388357671534306803e+01,2.297852074523028948e-02
1.388747749549910004e+01,2.295082482291076545e-02
1.389137827565513028e+01,2.292316280500341155e-02
1.389527905581116229e+01,2.289553464872300451e-02
1.389917983596719253e+01,2.286794031134073424e-02
1.390308061612322454e+01,2.284037975018393327e-02
1.390698139627925478e+01,2.281285292263618078e-02
1.391088217643528679e+01,2.278535978613705978e-02
1.391478295659131881e+01,2.275790029818219526e-02
1.391868373674734904e+01,2.273047441632318130e-02
1.392258451690338106e+01,2.270308209816737297e-02
1.392648529705941129e+01,2.267572330137799033e-02
1.393038607721544331e+01,2.264839798367388607e-02
1.393428685737147354e+01,2.262110610282959053e-02
1.393818763752750556e+01,2.259384761667512093e-02
1.394208841768353579e+01,2.256662248309603686e-02
1.394598919783956781e+01,2.253943066003322518e-02
1.394988997799559804e+01,2.251227210548293473e-02
1.395379075815163006e+01,2.248514677749662363e-02
1.395769153830766207e+01,2.245805463418095935e-02
1.396159231846369231e+01,2.243099563369769373e-02
1.396549309861972432e+01,2.240396973426353813e-02
1.396939387877575456e+01,2.237697689415021202e-02
1.397329465893178657e+01,2.235001707168426596e-02
1.397719543908781681e+01,2.232309022524705394e-02
1.398109621924384882e+01,2.229619631327463269e-02
1.398499699939987906e+01,2.226933529425772704e-02
1.398889777955591107e+01,2.224250712674157374e-02
1.399279855971194131e+01,2.221571176932597008e-02
1.399669933986797332e+01,2.218894918066505878e-02
1.400060012002400534e+01,2.216221931946738694e-02
1.400450090018003557e+01,2.213552214449574299e-02
1.400840168033606759e+01,2.210885761456706650e-02
1.401230246049209782e+01,2.208222568855250367e-02
1.401620324064812984e+01,2.205562632537715409e-02
1.402010402080416007e+01,2.202905948402016437e-02
1.402400480096019209e+01,2.200252512351450612e-02
1.402790558111622232e+01,2.197602320294703843e-02
1.403180636127225434e+01,2.194955368145832045e-02
1.403570714142828457e+01,2.192311651824261493e-02
1.403960792158431659e+01,2.189671167254777367e-02
1.404350870174034860e+01,2.187033910367517861e-02
1.404740948189637884e+01,2.184399877097968623e-02
1.405131026205241085e+01,2.181769063386949231e-02
1.405521104220844109e+01,2.179141465180613538e-02
1.405911182236447310e+01,2.176517078430438221e-02
1.406301260252050334e+01,2.173895899093216538e-02
1.406691338267653535e+01,2.171277923131047574e-02
1.407081416283256559e+01,2.168663146511338319e-02
1.407471494298859760e+01,2.166051565206782853e-02
1.407861572314462784e+01,2.163443175195367899e-02
1.408251650330065985e+01,2.160837972460359288e-02
1.408641728345669186e+01,2.158235952990292597e-02
1.409031806361272210e+01,2.155637112778973144e-02
1.409421884376875411e+01,2.153041447825461072e-02
1.409811962392478435e+01,2.150448954134069265e-02
1.410202040408081636e+01,2.147859627714352945e-02
1.410592118423684660e+01,2.145273464581109318e-02
1.410982196439287861e+01,2.142690460754355028e-02
1.411372274454890885e+01,2.140110612259340725e-02
1.411762352470494086e+01,2.137533915126522965e-02
1.412152430486097110e+01,2.134960365391571496e-02
1.412542508501700311e+01,2.132389959095355725e-02
1.412932586517303513e+01,2.129822692283938473e-02
1.413322664532906536e+01,2.127258561008572163e-02
1.413712742548509738e+01,2.124697561325681813e-02
1.414102820564112761e+01,2.122139689296873369e-02
1.414492898579715963e+01,2.119584940988912536e-02
1.414882976595318986e+01,2.117033312473727558e-02
1.415273054610922188e+01,2.114484799828392214e-02
1.415663132626525211e+01,2.111939399135131373e-02
1.416053210642128413e+01,2.109397106481301215e-02
1.416443288657731436e+01,2.106857917959392701e-02
1.416833366673334638e+01,2.104321829667017349e-02
1.417223444688937839e+01,2.101788837706902724e-02
1.417613522704540863e+01,2.099258938186888621e-02
1.418003600720144064e+01,2.096732127219912145e-02
1.418393678735747088e+01,2.094208400924010144e-02
1.418783756751350289e+01,2.091687755422304285e-02
1.419173834766953313e+01,2.089170186843001056e-02
1.419563912782556514e+01,2.086655691319376157e-02
1.419953990798159538e+01,2.084144264989777617e-02
1.420344068813762739e+01,2.081635903997610879e-02
1.420734146829365763e+01,2.079130604491336715e-02
1.421124224844968964e+01,2.076628362624460475e-02
1.421514302860572165e+01,2.074129174555529656e-02
1.421904380876175189e+01,2.071633036448123494e-02
1.422294458891778390e+01,2.069139944470844636e-02
1.422684536907381414e+01,2.066649894797319142e-02
1.423074614922984615e+01,2.064162883606181567e-02
1.423464692938587639e+01,2.061678907081075304e-02
1.423854770954190840e+01,2.059197961410636629e-02
1.424244848969793864e+01,2.056720042788500249e-02
1.424634926985397065e+01,2.054245147413280223e-02
1.425025005001000089e+01,2.051773271488570999e-02
1.425415083016603290e+01,2.049304411222937355e-02
1.425805161032206492e+01,2.046838562829909197e-02
1.426195239047809515e+01,2.044375722527975309e-02
1.426585317063412717e+01,2.041915886540571559e-02
1.426975395079015740e+01,2.039459051096079861e-02
1.427365473094618942e+01,2.037005212427819845e-02
1.427755551110221965e+01,2.034554366774041570e-02
1.428145629125825167e+01,2.032106510377917549e-02
1.428535707141428190e+01,2.029661639487538236e-02
1.428925785157031392e+01,2.027219750355903696e-02
1.429315863172634415e+01,2.024780839240919797e-02
1.429705941188237617e+01,2.022344902405385364e-02
1.430096019203840818e+01,2.019911936116993226e-02
1.430486097219443842e+01,2.017481936648318763e-02
1.430876175235047043e+01,2.015054900276810196e-02
1.431266253250650067e+01,2.012630823284792050e-02
1.431656331266253268e+01,2.010209701959448161e-02
1.432046409281856292e+01,2.007791532592821324e-02
1.432436487297459493e+01,2.005376311481801496e-02
1.432826565313062517e+01,2.002964034928127884e-02
1.433216643328665718e+01,2.000554699238369510e-02
1.433606721344268742e+01,1.998148300723930765e-02
1.433996799359871943e+01,1.995744835701037181e-02
1.434386877375475144e+01,1.993344300490733703e-02
1.434776955391078168e+01,1.990946691418875314e-02
1.435167033406681369e+01,1.988552004816117325e-02
1.435557111422284393e+01,1.986160237017917454e-02
1.435947189437887594e+01,1.983771384364520912e-02
1.436337267453490618e+01,1.981385443200959703e-02
1.436727345469093819e+01,1.979002409877041180e-02
1.437117423484696843e+01,1.976622280747345611e-02
1.437507501500300044e+01,1.974245052171215431e-02
1.437897579515903068e+01,1.971870720512754888e-02
1.438287657531506269e+01,1.969499282140817209e-02
1.438677735547109471e+01,1.967130733429002173e-02
1.439067813562712495e+01,1.964765070755649171e-02
1.439457891578315696e+01,1.962402290503825752e-02
1.439847969593918720e+01,1.960042389061329715e-02
1.440238047609521921e+01,1.957685362820675221e-02
1.440628125625124945e+01,1.955331208179092450e-02
1.441018203640728146e+01,1.952979921538513727e-02
1.441408281656331170e+01,1.950631499305574904e-02
1.441798359671934371e+01,1.948285937891602523e-02
1.442188437687537395e+01,1.945943233712612783e-02
1.442578515703140596e+01,1.943603383189301814e-02
1.442968593718743797e+01,1.941266382747040137e-02
1.443358671734346821e+01,1.938932228815866410e-02
1.443748749749950022e+01,1.936600917830478760e-02
1.444138827765553046e+01,1.934272446230234435e-02
1.444528905781156247e+01,1.931946810459135230e-02
1.444918983796759271e+01,1.929624006965830613e-02
1.445309061812362472e+01,1.927304032203599332e-02
1.445699139827965496e+01,1.924986882630357055e-02
1.446089217843568697e+01,1.922672554708638321e-02
1.446479295859171721e+01,1.920361044905596892e-02
1.446869373874774922e+01,1.918052349692996386e-02
1.447259451890378124e+01,1.915746465547205069e-02
1.447649529905981147e+01,1.913443388949191692e-02
1.448039607921584349e+01,1.911143116384513702e-02
1.448429685937187372e+01,1.908845644343317577e-02
1.448819763952790574e+01,1.906550969320324959e-02
1.449209841968393597e+01,1.904259087814837159e-02
1.449599919983996799e+01,1.901969996330714688e-02
1.449989997999599822e+01,1.899683691376386624e-02
1.450380076015203024e+01,1.897400169464829450e-02
1.450770154030806047e+01,1.895119427113573646e-02
1.451160232046409249e+01,1.892841460844687726e-02
1.451550310062012450e+01,1.890566267184779631e-02
1.451940388077615474e+01,1.888293842664985969e-02
1.452330466093218675e+01,1.886024183820964734e-02
1.452720544108821699e+01,1.883757287192892524e-02
1.453110622124424900e+01,1.881493149325458650e-02
1.453500700140027924e+01,1.879231766767856457e-02
1.453890778155631125e+01,1.876973136073776041e-02
1.454280856171234149e+01,1.874717253801405289e-02
1.454670934186837350e+01,1.872464116513412533e-02
1.455061012202440374e+01,1.870213720776951749e-02
1.455451090218043575e+01,1.867966063163647994e-02
1.455841168233646776e+01,1.865721140249596705e-02
1.456231246249249800e+01,1.863478948615355721e-02
1.456621324264853001e+01,1.861239484845935224e-02
1.457011402280456025e+01,1.859002745530801901e-02
1.457401480296059226e+01,1.856768727263859164e-02
1.457791558311662250e+01,1.854537426643453751e-02
1.458181636327265451e+01,1.852308840272361840e-02
1.458571714342868475e+01,1.850082964757786622e-02
1.458961792358471676e+01,1.847859796711348937e-02
1.459351870374074700e+01,1.845639332749085537e-02
1.459741948389677901e+01,1.843421569491439371e-02
1.460132026405281103e+01,1.841206503563257157e-02
1.460522104420884126e+01,1.838994131593779668e-02
1.460912182436487328e+01,1.836784450216636527e-02
1.461302260452090351e+01,1.834577456069843779e-02
1.461692338467693553e+01,1.832373145795791400e-02
1.462082416483296576e+01,1.830171516041246421e-02
1.462472494498899778e+01,1.827972563457335581e-02
1.462862572514502801e+01,1.825776284699550875e-02
1.463252650530106003e+01,1.823582676427733945e-02
1.463642728545709026e+01,1.821391735306077120e-02
1.464032806561312228e+01,1.819203458003113352e-02
1.464422884576915429e+01,1.817017841191713445e-02
1.464812962592518453e+01,1.814834881549077725e-02
1.465203040608121654e+01,1.812654575756728406e-02
1.465593118623724678e+01,1.810476920500509596e-02
1.465983196639327879e+01,1.808301912470574799e-02
1.466373274654930903e+01,1.806129548361389350e-02
1.466763352670534104e+01,1.803959824871712025e-02
1.467153430686137128e+01,1.801792738704603020e-02
1.467543508701740329e+01,1.799628286567406255e-02
1.467933586717343353e+01,1.797466465171753541e-02
1.468323664732946554e+01,1.795307271233551397e-02
1.468713742748549755e+01,1.793150701472978614e-02
1.469103820764152779e+01,1.790996752614481061e-02
1.469493898779755980e+01,1.788845421386760920e-02
1.469883976795359004e+01,1.786696704522779122e-02
1.470274054810962205e+01,1.784550598759739731e-02
1.470664132826565229e+01,1.782407100839094455e-02
1.471054210842168430e+01,1.780266207506528073e-02
1.471444288857771454e+01,1.778127915511959825e-02
1.471834366873374655e+01,1.775992221609529187e-02
1.472224444888977679e+01,1.773859122557600032e-02
1.472614522904580880e+01,1.771728615118746408e-02
1.473004600920184082e+01,1.769600696059753925e-02
1.473394678935787105e+01,1.767475362151607957e-02
1.473784756951390307e+01,1.765352610169489481e-02
1.474174834966993330e+01,1.763232436892773342e-02
1.474564912982596532e+01,1.761114839105015761e-02
1.474954990998199555e+01,1.758999813593957809e-02
1.475345069013802757e+01,1.756887357151507359e-02
1.475735147029405780e+01,1.754777466573746031e-02
1.476125225045008982e+01,1.752670138660914270e-02
1.476515303060612005e+01,1.750565370217411695e-02
1.476905381076215207e+01,1.748463158051787036e-02
1.477295459091818408e+01,1.746363498976735706e-02
1.477685537107421432e+01,1.744266389809093210e-02
1.478075615123024633e+01,1.742171827369826814e-02
1.478465693138627657e+01,1.740079808484035206e-02
1.478855771154230858e+01,1.737990329980936693e-02
1.479245849169833882e+01,1.735903388693871285e-02
1.479635927185437083e+01,1.733818981460286124e-02
1.480026005201040107e+01,1.731737105121736175e-02
1.480416083216643308e+01,1.729657756523877987e-02
1.480806161232246332e+01,1.727580932516462053e-02
1.481196239247849533e+01,1.725506629953326571e-02
1.481586317263452734e+01,1.723434845692396397e-02
1.481976395279055758e+01,1.721365576595674032e-02
1.482366473294658960e+01,1.719298819529232678e-02
1.482756551310261983e+01,1.717234571363213114e-02
1.483146629325865185e+01,1.715172828971819538e-02
1.483536707341468208e+01,1.713113589233311931e-02
1.483926785357071410e+01,1.711056849029996690e-02
1.484316863372674433e+01,1.709002605248231832e-02
1.484706941388277635e+01,1.706950854778408952e-02
1.485097019403880658e+01,1.704901594514958083e-02
1.485487097419483860e+01,1.702854821356334161e-02
1.485877175435087061e+01,1.700810532205018072e-02
1.486267253450690085e+01,1.698768723967508665e-02
1.486657331466293286e+01,1.696729393554312348e-02
1.487047409481896310e+01,1.694692537879946906e-02
1.487437487497499511e+01,1.692658153862929352e-02
1.487827565513102535e+01,1.690626238425773503e-02
1.488217643528705736e+01,1.688596788494982001e-02
1.488607721544308760e+01,1.686569801001044228e-02
1.488997799559911961e+01,1.684545272878426245e-02
1.489387877575514985e+01,1.682523201065571836e-02
1.489777955591118186e+01,1.680503582504891402e-02
1.490168033606721387e+01,1.678486414142758149e-02
1.490558111622324411e+01,1.676471692929506346e-02
1.490948189637927612e+01,1.674459415819416763e-02
1.491338267653530636e+01,1.672449579770723602e-02
1.491728345669133837e+01,1.670442181745599927e-02
1.492118423684736861e+01,1.668437218710155934e-02
1.492508501700340062e+01,1.666434687634431311e-02
1.492898579715943086e+01,1.664434585492394203e-02
1.493288657731546287e+01,1.662436909261930107e-02
1.493678735747149311e+01,1.660441655924842913e-02
1.494068813762752512e+01,1.658448822466843456e-02
1.494458891778355714e+01,1.656458405877549167e-02
1.494848969793958737e+01,1.654470403150475402e-02
1.495239047809561939e+01,1.652484811283031277e-02
1.495629125825164962e+01,1.650501627276514810e-02
1.496019203840768164e+01,1.648520848136107372e-02
1.496409281856371187e+01,1.646542470870869870e-02
1.496799359871974389e+01,1.644566492493731644e-02
1.497189437887577412e+01,1.642592910021495323e-02
1.497579515903180614e+01,1.640621720474819828e-02
1.497969593918783637e+01,1.638652920878226268e-02
1.498359671934386839e+01,1.636686508260083717e-02
1.498749749949990040e+01,1.634722479652610250e-02
1.499139827965593064e+01,1.632760832091864969e-02
1.499529905981196265e+01,1.630801562617740369e-02
1.499919983996799289e+01,1.628844668273963722e-02
1.500310062012402490e+01,1.626890146108085286e-02
1.500700140028005514e+01,1.624937993171477260e-02
1.501090218043608715e+01,1.622988206519324766e-02
1.501480296059211739e+01,1.621040783210628278e-02
1.501870374074814940e+01,1.619095720308185576e-02
1.502260452090417964e+01,1.617153014878601122e-02
1.502650530106021165e+01,1.615212663992270092e-02
1.503040608121624366e+01,1.613274664723379076e-02
1.503430686137227390e+01,1.611339014149899135e-02
1.503820764152830591e+01,1.609405709353578171e-02
1.504210842168433615e+01,1.607474747419940231e-02
1.504600920184036816e+01,1.605546125438277530e-02
1.504990998199639840e+01,1.603619840501647326e-02
1.505381076215243041e+01,1.601695889706863593e-02
1.505771154230846065e+01,1.599774270154496331e-02
1.506161232246449266e+01,1.597854978948860458e-02
1.506551310262052290e+01,1.595938013198018590e-02
1.506941388277655491e+01,1.594023370013769245e-02
1.507331466293258693e+01,1.592111046511645103e-02
1.507721544308861716e+01,1.590201039810907810e-02
1.508111622324464918e+01,1.588293347034538255e-02
1.508501700340067941e+01,1.586387965309241435e-02
1.508891778355671143e+01,1.584484891765431183e-02
1.509281856371274166e+01,1.582584123537231907e-02
1.509671934386877368e+01,1.580685657762467833e-02
1.510062012402480391e+01,1.578789491582665086e-02
1.510452090418083593e+01,1.576895622143039202e-02
1.510842168433686616e+01,1.575004046592497209e-02
1.511232246449289818e+01,1.573114762083625828e-02
1.511622324464893019e+01,1.571227765772693560e-02
1.512012402480496043e+01,1.569343054819638539e-02
1.512402480496099244e+01,1.567460626388067491e-02
1.512792558511702268e+01,1.565580477645251573e-02
1.513182636527305469e+01,1.563702605762119432e-02
1.513572714542908493e+01,1.561827007913253566e-02
1.513962792558511694e+01,1.559953681276882338e-02
1.514352870574114718e+01,1.558082623034880501e-02
1.514742948589717919e+01,1.556213830372758788e-02
1.515133026605320943e+01,1.554347300479662353e-02
1.515523104620924144e+01,1.552483030548364867e-02
1.515913182636527345e+01,1.550621017775262629e-02
1.516303260652130369e+01,1.548761259360373517e-02
1.516693338667733570e+01,1.546903752507324155e-02
1.517083416683336594e+01,1.545048494423355290e-02
1.517473494698939795e+01,1.543195482319306699e-02
1.517863572714542819e+01,1.541344713409622917e-02
1.518253650730146020e+01,1.539496184912336578e-02
1.518643728745749044e+01,1.537649894049074491e-02
1.519033806761352245e+01,1.535805838045044801e-02
1.519423884776955269e+01,1.533964014129037511e-02
1.519813962792558470e+01,1.532124419533416153e-02
1.520204040808161672e+01,1.530287051494113974e-02
1.520594118823764695e+01,1.528451907250632201e-02
1.520984196839367897e+01,1.526618984046027028e-02
1.521374274854970921e+01,1.524788279126915169e-02
1.521764352870574122e+01,1.522959789743460676e-02
1.522154430886177146e+01,1.521133513149377017e-02
1.522544508901780347e+01,1.519309446601913201e-02
1.522934586917383371e+01,1.517487587361860887e-02
1.523324664932986572e+01,1.515667932693537737e-02
1.523714742948589596e+01,1.513850479864791224e-02
1.524104820964192797e+01,1.512035226146991006e-02
1.524494898979795998e+01,1.510222168815021637e-02
1.524884976995399022e+01,1.508411305147282569e-02
1.525275055011002223e+01,1.506602632425678261e-02
1.525665133026605247e+01,1.504796147935618701e-02
1.526055211042208448e+01,1.502991848966009521e-02
1.526445289057811472e+01,1.501189732809253205e-02
1.526835367073414673e+01,1.499389796761236258e-02
1.527225445089017697e+01,1.497592038121334408e-02
1.527615523104620898e+01,1.495796454192396818e-02
1.528005601120223922e+01,1.494003042280753549e-02
1.528395679135827123e+01,1.492211799696199249e-02
1.528785757151430325e+01,1.490422723751997670e-02
1.529175835167033348e+01,1.488635811764870732e-02
1.529565913182636550e+01,1.486851061054995753e-02
1.529955991198239573e+01,1.485068468946003882e-02
1.530346069213842775e+01,1.483288032764969525e-02
1.530736147229445798e+01,1.481509749842412418e-02
1.531126225245049000e+01,1.479733617512285666e-02
1.531516303260652023e+01,1.477959633111977644e-02
1.531906381276255225e+01,1.476187793982303327e-02
1.532296459291858248e+01,1.474418097467501687e-02
1.532686537307461450e+01,1.472650540915229622e-02
1.533076615323064651e+01,1.470885121676558660e-02
1.533466693338667675e+01,1.469121837105970448e-02
1.533856771354270876e+01,1.467360684561348251e-02
1.534246849369873900e+01,1.465601661403980946e-02
1.534636927385477101e+01,1.463844764998546363e-02
1.535027005401080125e+01,1.462089992713119617e-02
1.535417083416683326e+01,1.460337341919156449e-02
1.535807161432286350e+01,1.458586809991500692e-02
1.536197239447889551e+01,1.456838394308367611e-02
1.536587317463492575e+01,1.455092092251349112e-02
1.536977395479095776e+01,1.453347901205403157e-02
1.537367473494698977e+01,1.451605818558852554e-02
1.537757551510302001e+01,1.449865841703379572e-02
1.538147629525905202e+01,1.448127968034018144e-02
1.538537707541508226e+01,1.446392194949156634e-02
1.538927785557111427e+01,1.444658519850524486e-02
1.539317863572714451e+01,1.442926940143195863e-02
1.539707941588317652e+01,1.441197453235577852e-02
1.540098019603920676e+01,1.439470056539413241e-02
1.540488097619523877e+01,1.437744747469768547e-02
1.540878175635126901e+01,1.436021523445036446e-02
1.541268253650730102e+01,1.434300381886925713e-02
1.541658331666333304e+01,1.432581320220460523e-02
1.542048409681936327e+01,1.430864335873975601e-02
1.542438487697539529e+01,1.429149426279107196e-02
1.542828565713142552e+01,1.427436588870795858e-02
1.543218643728745754e+01,1.425725821087275164e-02
1.543608721744348777e+01,1.424017120370074316e-02
1.543998799759951979e+01,1.422310484164004962e-02
1.544388877775555002e+01,1.420605909917166398e-02
1.544778955791158204e+01,1.418903395080931516e-02
1.545169033806761227e+01,1.417202937109951488e-02
1.545559111822364429e+01,1.415504533462144665e-02
1.545949189837967630e+01,1.413808181598695188e-02
1.546339267853570654e+01,1.412113878984048651e-02
1.546729345869173855e+01,1.410421623085904644e-02
1.547119423884776879e+01,1.408731411375217443e-02
1.547509501900380080e+01,1.407043241326187341e-02
1.547899579915983104e+01,1.405357110416259429e-02
1.548289657931586305e+01,1.403673016126114406e-02
1.548679735947189329e+01,1.401990955939671872e-02
1.549069813962792530e+01,1.400310927344076625e-02
1.549459891978395554e+01,1.398632927829702999e-02
1.549849969993998755e+01,1.396956954890145493e-02
1.550240048009601956e+01,1.395283006022215479e-02
1.550630126025204980e+01,1.393611078725938597e-02
1.551020204040808181e+01,1.391941170504544870e-02
1.551410282056411205e+01,1.390273278864472689e-02
1.551800360072014406e+01,1.388607401315357197e-02
1.552190438087617430e+01,1.386943535370033405e-02
1.552580516103220631e+01,1.385281678544520757e-02
1.552970594118823655e+01,1.383621828358030936e-02
1.553360672134426856e+01,1.381963982332955199e-02
1.553750750150029880e+01,1.380308137994865417e-02
1.554140828165633081e+01,1.378654292872504711e-02
1.554530906181236283e+01,1.377002444497789357e-02
1.554920984196839306e+01,1.375352590405798554e-02
1.555311062212442508e+01,1.373704728134771645e-02
1.555701140228045531e+01,1.372058855226108466e-02
1.556091218243648733e+01,1.370414969224358070e-02
1.556481296259251756e+01,1.368773067677220810e-02
1.556871374274854958e+01,1.367133148135538101e-02
1.557261452290457981e+01,1.365495208153294504e-02
1.557651530306061183e+01,1.363859245287606103e-02
1.558041608321664206e+01,1.362225257098726404e-02
1.558431686337267408e+01,1.360593241150030198e-02
1.558821764352870609e+01,1.358963195008019813e-02
1.559211842368473633e+01,1.357335116242314871e-02
1.559601920384076834e+01,1.355709002425647264e-02
1.559991998399679858e+01,1.354084851133863926e-02
1.560382076415283059e+01,1.352462659945913824e-02
1.560772154430886083e+01,1.350842426443851253e-02
1.561162232446489284e+01,1.349224148212826296e-02
1.561552310462092308e+01,1.347607822841084477e-02
1.561942388477695509e+01,1.345993447919957911e-02
1.562332466493298710e+01,1.344381021043868259e-02
1.562722544508901734e+01,1.342770539810316487e-02
1.563112622524504935e+01,1.341162001819879573e-02
1.563502700540107959e+01,1.339555404676209815e-02
1.563892778555711160e+01,1.337950745986026153e-02
1.564282856571314184e+01,1.336348023359114345e-02
1.564672934586917386e+01,1.334747234408318987e-02
1.565063012602520409e+01,1.333148376749542820e-02
1.565453090618123611e+01,1.331551448001738747e-02
1.565843168633726634e+01,1.329956445786911745e-02
1.566233246649329836e+01,1.328363367730105854e-02
1.566623324664933037e+01,1.326772211459409552e-02
1.567013402680536061e+01,1.325182974605945696e-02
1.567403480696139262e+01,1.323595654803868919e-02
1.567793558711742286e+01,1.322010249690363029e-02
1.568183636727345487e+01,1.320426756905633027e-02
1.568573714742948511e+01,1.318845174092905803e-02
1.568963792758551712e+01,1.317265498898423370e-02
1.569353870774154736e+01,1.315687728971439915e-02
1.569743948789757937e+01,1.314111861964215901e-02
1.570134026805360961e+01,1.312537895532015983e-02
1.570524104820964162e+01,1.310965827333104156e-02
1.570914182836567363e+01,1.309395655028740800e-02
1.571304260852170387e+01,1.307827376283176787e-02
1.571694338867773588e+01,1.306260988763650183e-02
1.572084416883376612e+01,1.304696490140384510e-02
1.572474494898979813e+01,1.303133878086578518e-02
1.572864572914582837e+01,1.301573150278411556e-02
1.573254650930186038e+01,1.300014304395029872e-02
1.573644728945789062e+01,1.298457338118551123e-02
1.574034806961392263e+01,1.296902249134051881e-02
1.574424884976995287e+01,1.295349035129573188e-02
1.574814962992598488e+01,1.293797693796106853e-02
1.575205041008201690e+01,1.292248222827599088e-02
1.575595119023804713e+01,1.290700619920943926e-02
1.575985197039407915e+01,1.289154882775976618e-02
1.576375275055010938e+01,1.287611009095475031e-02
1.576765353070614140e+01,1.286068996585149581e-02
1.577155431086217163e+01,1.284528842953645139e-02
1.577545509101820365e+01,1.282990545912532712e-02
1.577935587117423388e+01,1.281454103176308396e-02
1.578325665133026590e+01,1.279919512462386610e-02
1.578715743148629613e+01,1.278386771491100450e-02
1.579105821164232815e+01,1.276855877985691966e-02
1.579495899179836016e+01,1.275326829672313381e-02
1.579885977195439040e+01,1.273799624280022233e-02
1.580276055211042241e+01,1.272274259540773222e-02
1.580666133226645265e+01,1.270750733189422027e-02
1.581056211242248466e+01,1.269229042963712119e-02
1.581446289257851490e+01,1.267709186604280142e-02
1.581836367273454691e+01,1.266191161854644462e-02
1.582226445289057715e+01,1.264674966461206383e-02
1.582616523304660916e+01,1.263160598173243207e-02
1.583006601320263940e+01,1.261648054742906845e-02
1.583396679335867141e+01,1.260137333925216707e-02
1.583786757351470342e+01,1.258628433478060221e-02
1.584176835367073366e+01,1.257121351162184333e-02
1.584566913382676567e+01,1.255616084741195855e-02
1.584956991398279591e+01,1.254112631981555738e-02
1.585347069413882792e+01,1.252610990652572483e-02
1.585737147429485816e+01,1.251111158526403873e-02
1.586127225445089017e+01,1.249613133378049343e-02
1.586517303460692041e+01,1.248116912985347896e-02
1.586907381476295242e+01,1.246622495128971858e-02
1.587297459491898266e+01,1.245129877592426881e-02
1.587687537507501467e+01,1.243639058162043440e-02
1.588077615523104669e+01,1.242150034626978393e-02
1.588467693538707692e+01,1.240662804779208220e-02
1.588857771554310894e+01,1.239177366413523815e-02
1.589247849569913917e+01,1.237693717327528579e-02
1.589637927585517119e+01,1.236211855321636688e-02
1.590028005601120142e+01,1.234731778199064760e-02
1.590418083616723344e+01,1.233253483765830993e-02
1.590808161632326367e+01,1.231776969830752390e-02
1.591198239647929569e+01,1.230302234205436773e-02
1.591588317663532592e+01,1.228829274704284873e-02
1.591978395679135794e+01,1.227358089144480087e-02
1.592368473694738995e+01,1.225888675345991261e-02
1.592758551710342019e+01,1.224421031131564704e-02
1.593148629725945220e+01,1.222955154326721416e-02
1.593538707741548244e+01,1.221491042759754141e-02
1.593928785757151445e+01,1.220028694261721634e-02
1.594318863772754469e+01,1.218568106666448152e-02
1.594708941788357670e+01,1.217109277810517372e-02
1.595099019803960694e+01,1.215652205533269796e-02
1.595489097819563895e+01,1.214196887676796330e-02
1.595879175835166919e+01,1.212743322085941058e-02
1.596269253850770120e+01,1.211291506608289451e-02
1.596659331866373321e+01,1.209841439094171134e-02
1.597049409881976345e+01,1.208393117396652609e-02
1.597439487897579546e+01,1.206946539371534823e-02
1.597829565913182570e+01,1.205501702877350909e-02
1.598219643928785771e+01,1.204058605775357865e-02
1.598609721944388795e+01,1.202617245929539155e-02
1.598999799959991996e+01,1.201177621206595512e-02
1.599389877975595020e+01,1.199739729475946849e-02
1.599779955991198221e+01,1.198303568609722369e-02
1.600170034006801245e+01,1.196869136482761262e-02
1.600560112022404269e+01,1.195436430972609231e-02
1.600950190038007648e+01,1.194005449959510690e-02
1.601340268053610671e+01,1.192576191326411884e-02
1.601730346069214050e+01,1.191148652958949269e-02
1.602120424084817074e+01,1.189722832745454539e-02
1.602510502100420098e+01,1.188298728576943873e-02
1.602900580116023121e+01,1.186876338347116373e-02
1.603290658131626145e+01,1.185455659952353198e-02
1.603680736147229169e+01,1.184036691291710450e-02
1.604070814162832548e+01,1.182619430266916224e-02
1.604460892178435572e+01,1.181203874782372001e-02
1.604850970194038950e+01,1.179790022745139805e-02
1.605241048209641974e+01,1.178377872064949490e-02
1.605631126225244998e+01,1.176967420654183999e-02
1.606021204240848022e+01,1.175558666427884390e-02
1.606411282256451045e+01,1.174151607303742725e-02
1.606801360272054424e+01,1.172746241202097389e-02
1.607191438287657448e+01,1.171342566045934647e-02
1.607581516303260827e+01,1.169940579760878063e-02
1.607971594318863851e+01,1.168540280275191974e-02
1.608361672334466874e+01,1.167141665519772116e-02
1.608751750350069898e+01,1.165744733428144934e-02
1.609141828365672922e+01,1.164349481936464113e-02
1.609531906381276301e+01,1.162955908983505718e-02
