T,U,U_noisy
3.291516207947033479e+00,4.885021578511061335e+00,4.842213976500407746e+00
3.294093028663537925e+00,4.890270943846042329e+00,4.879308608140004999e+00
3.296671866688960062e+00,4.895524651034024011e+00,4.878872770353303245e+00
3.299252723602589032e+00,4.900782699836797818e+00,4.817461978590032778e+00
3.301835600984942776e+00,4.906045090019270027e+00,4.887466052938654215e+00
3.304420500417783568e+00,4.911311821349514162e+00,4.826982944742651327e+00
3.307007423484106479e+00,4.916582893598765658e+00,4.816621400860336522e+00
3.309596371768150469e+00,4.921858306541464501e+00,4.879450405099891697e+00
3.312187346855389514e+00,4.927138059955264993e+00,4.893734266520261222e+00
3.314780350332545034e+00,4.932422153621070393e+00,4.966061653405642318e+00
3.317375383787573906e+00,4.937710587323050682e+00,4.920997448710648925e+00
3.319972448809683119e+00,4.943003360848670091e+00,4.968277734923321809e+00
3.322571546989317337e+00,4.948300473988696879e+00,5.019295452284075587e+00
3.325172679918171781e+00,4.953601926537253064e+00,4.958379138809811515e+00
3.327775849189182900e+00,4.958907718291803768e+00,4.976679790344255672e+00
3.330381056396539030e+00,4.964217849053213172e+00,4.928380281000110053e+00
3.332988303135671071e+00,4.969532318625739187e+00,5.009381750962043967e+00
3.335597591003265805e+00,4.974851126817081415e+00,4.976524678334044438e+00
3.338208921597252132e+00,4.980174273438379373e+00,4.982191396417404050e+00
3.340822296516817058e+00,4.985501758304260456e+00,4.927817584946820872e+00
3.343437717362394146e+00,4.990833581232839933e+00,4.942744617854548217e+00
3.346055185735674620e+00,4.996169742045762696e+00,4.961221394916617733e+00
3.348674703239598038e+00,5.001510240568205923e+00,5.005435921889823447e+00
3.351296271478365174e+00,5.006855076628927037e+00,5.060139007576018422e+00
3.353919892057426466e+00,5.012204250060259270e+00,4.935152436514709251e+00
3.356545566583495788e+00,5.017557760698156066e+00,4.997964008121499546e+00
3.359173296664537123e+00,5.022915608382197306e+00,5.006112247893582001e+00
3.361803083909780998e+00,5.028277792955625713e+00,5.140870648320742475e+00
3.364434929929711160e+00,5.033644314265351305e+00,5.022293956651639135e+00
3.367068836336078785e+00,5.039015172162003786e+00,5.010787236852731752e+00
3.369704804741889159e+00,5.044390366499910350e+00,5.080289752546844895e+00
3.372342836761418106e+00,5.049769897137164065e+00,4.992882651451369114e+00
3.374982934010198221e+00,5.055153763935612332e+00,5.080821460869361594e+00
3.377625098105033530e+00,5.060541966760902177e+00,4.975338425463455394e+00
3.380269330663987049e+00,5.065934505482474037e+00,5.165702701125776564e+00
3.382915633306394998e+00,5.071331379973619491e+00,5.067615733468127992e+00
3.385564007652855256e+00,5.076732590111468824e+00,5.053875625730130494e+00
3.388214455325240682e+00,5.082138135777046095e+00,5.014936135103766013e+00
3.390866977946686678e+00,5.087548016855253152e+00,5.078512617805647444e+00
3.393521577141606738e+00,5.092962233234926472e+00,5.095646205813414653e+00
3.396178254535680008e+00,5.098380784808835386e+00,5.060371676101617311e+00
3.398837011755862836e+00,5.103803671473714942e+00,5.161974590214654768e+00
3.401497850430381220e+00,5.109230893130282780e+00,5.091342807193721676e+00
3.404160772188740136e+00,5.114662449683261336e+00,5.117913164392581926e+00
3.406825778661715542e+00,5.120098341041400047e+00,5.132911128881318952e+00
3.409492871481365484e+00,5.125538567117499333e+00,5.192180102106115136e+00
3.412162052281018987e+00,5.130983127828420365e+00,5.110499136231264394e+00
3.414833322695291606e+00,5.136432023095125032e+00,5.138597301141141216e+00
3.417506684360070768e+00,5.141885252842676834e+00,5.155266857106554745e+00
3.420182138912531755e+00,5.147342817000278181e+00,5.176740110529641115e+00
3.422859687991124833e+00,5.152804715501276611e+00,5.059774060475727531e+00
3.425539333235589456e+00,5.158270948283206536e+00,5.214582434518045595e+00
3.428221076286941837e+00,5.163741515287783024e+00,5.156459677761542792e+00
3.430904918787490487e+00,5.169216416460945318e+00,5.131951879518229731e+00
3.433590862380822006e+00,5.174695651752861281e+00,5.172055500934559014e+00
3.436278908711817071e+00,5.180179221117970023e+00,5.082964082486977730e+00
3.438969059426637109e+00,5.185667124514967696e+00,5.146211941337946350e+00
3.441661316172738516e+00,5.191159361906867886e+00,5.199518883136099667e+00
3.444355680598861547e+00,5.196655933260983851e+00,5.263623855198437340e+00
3.447052154355043641e+00,5.202156838548988027e+00,5.197063095058122251e+00
3.449750739092606544e+00,5.207662077746884499e+00,5.226524853597836362e+00
3.452451436464172740e+00,5.213171650835088933e+00,5.197541644784543280e+00
3.455154248123650795e+00,5.218685557798385943e+00,5.260891427229664963e+00
3.457859175726251344e+00,5.224203798626001927e+00,5.203355787447816461e+00
3.460566220928473768e+00,5.229726373311585519e+00,5.251912612335837061e+00
3.463275385388121297e+00,5.235253281853260887e+00,5.217668716199582057e+00
3.465986670764287680e+00,5.240784524253613519e+00,5.191560631620165900e+00
3.468700078717373181e+00,5.246320100519746177e+00,5.195835262639854513e+00
3.471415610909070804e+00,5.251860010663263800e+00,5.218805775982752415e+00
3.474133269002380064e+00,5.257404254700320578e+00,5.314658585316252903e+00
3.476853054661597664e+00,5.262952832651623503e+00,5.421877446062178585e+00
3.479574969552328589e+00,5.268505744542464342e+00,5.257726416517569668e+00
3.482299015341475457e+00,5.274062990402716977e+00,5.236468203222757190e+00
3.485025193697252721e+00,5.279624570266896022e+00,5.305582445341210374e+00
3.487753506289173355e+00,5.285190484174120407e+00,5.309015255317547144e+00
3.490483954788064835e+00,5.290760732168195091e+00,5.263636214217794596e+00
3.493216540866056263e+00,5.296335314297578201e+00,5.391869176639583650e+00
3.495951266196591245e+00,5.301914230615434320e+00,5.345228561499565600e+00
3.498688132454417676e+00,5.307497481179627385e+00,5.354270494942392489e+00
3.501427141315599290e+00,5.313085066052765981e+00,5.315953245616892531e+00
3.504168294457512545e+00,5.318676985302210447e+00,5.324893795137267460e+00
3.506911593558841300e+00,5.324273239000074653e+00,5.372727708366459076e+00
3.509657040299590580e+00,5.329873827223281069e+00,5.259959748179737105e+00
3.512404636361074139e+00,5.335478750053538555e+00,5.294963796987214089e+00
3.515154383425927787e+00,5.341088007577402763e+00,5.345361406780044788e+00
3.517906283178099169e+00,5.346701599886257483e+00,5.273293746591908970e+00
3.520660337302860210e+00,5.352319527076360828e+00,5.434454848682578998e+00
3.523416547486795114e+00,5.357941789248842568e+00,5.326686122027332715e+00
3.526174915417816802e+00,5.363568386509744990e+00,5.342025949124399098e+00
3.528935442785150478e+00,5.369199318970012236e+00,5.385386279220752748e+00
3.531698131279352726e+00,5.374834586745546261e+00,5.450272028912430677e+00
3.534462982592295521e+00,5.380474189957180187e+00,5.378315428211447369e+00
3.537229998417182220e+00,5.386118128730744026e+00,5.347695250416707680e+00
3.539999180448536009e+00,5.391766403197035373e+00,5.345058846599841651e+00
3.542770530382212346e+00,5.397419013491885131e+00,5.409049344398112247e+00
3.545544049915387408e+00,5.403075959756129976e+00,5.374072438388317607e+00
3.548319740746574080e+00,5.408737242135670087e+00,5.527476709692970225e+00
3.551097604575606859e+00,5.414402860781450499e+00,5.477361011092835241e+00
3.553877643103658723e+00,5.420072815849515280e+00,5.261622790709562736e+00
3.556659858033226485e+00,5.425747107500988875e+00,5.379258470063045472e+00
3.559444251068148102e+00,5.431425735902125851e+00,5.449088023879102849e+00
3.562230823913587585e+00,5.437108701224308227e+00,5.552849794828027541e+00
3.565019578276050982e+00,5.442796003644072123e+00,5.341825887284743501e+00
3.567810515863373055e+00,5.448487643343113973e+00,5.426339613486805824e+00
3.570603638384733269e+00,5.454183620508331387e+00,5.514442671210767699e+00
3.573398947550641136e+00,5.459883935331804494e+00,5.425208517709271483e+00
3.576196445072953534e+00,5.465588588010855453e+00,5.469158546155731493e+00
3.578996132664860053e+00,5.471297578748026247e+00,5.446273150527187745e+00
3.581798012040897206e+00,5.477010907751126645e+00,5.510588890570202736e+00
3.584602084916938658e+00,5.482728575233224433e+00,5.427767393445996014e+00
3.587408353010207662e+00,5.488450581412693374e+00,5.489599352605635474e+00
3.590216818039263735e+00,5.494176926513191894e+00,5.421420680320641061e+00
3.593027481724020866e+00,5.499907610763721699e+00,5.548762565257074009e+00
3.595840345785730641e+00,5.505642634398606461e+00,5.535906614938564729e+00
3.598655411947000893e+00,5.511381997657537113e+00,5.509560528014713299e+00
3.601472681931778830e+00,5.517125700785564746e+00,5.518974954314574966e+00
3.604292157465370128e+00,5.522873744033143240e+00,5.524242376827372958e+00
3.607113840274423389e+00,5.528626127656121270e+00,5.510159361518129018e+00
3.609937732086946571e+00,5.534382851915776058e+00,5.542233344881063672e+00
3.612763834632292337e+00,5.540143917078811597e+00,5.558487539319084014e+00
3.615592149641175368e+00,5.545909323417405723e+00,5.542469230757733456e+00
3.618422678845657270e+00,5.551679071209181693e+00,5.521951631683583273e+00
3.621255423979163446e+00,5.557453160737274800e+00,5.537125270190063731e+00
3.624090386776468886e+00,5.563231592290298622e+00,5.540305548064795360e+00
3.626927568973713711e+00,5.569014366162405416e+00,5.591723015204560276e+00
3.629766972308389850e+00,5.574801482653271023e+00,5.582526284035941089e+00
3.632608598519357912e+00,5.580592942068123286e+00,5.679242058496932088e+00
3.635452449346830761e+00,5.586388744717755372e+00,5.577726858623018202e+00
3.638298526532392163e+00,5.592188890918549760e+00,5.595960918970543929e+00
3.641146831818981244e+00,5.597993380992471124e+00,5.566531707703217258e+00
3.643997366950909811e+00,5.603802215267116971e+00,5.608862132234836650e+00
3.646850133673847250e+00,5.609615394075693651e+00,5.587381762021430553e+00
3.649705133734836959e+00,5.615432917757066100e+00,5.572475707279553880e+00
3.652562368882283028e+00,5.621254786655750735e+00,5.629332617453670196e+00
3.655421840865964889e+00,5.627081001121942094e+00,5.706645257993080200e+00
3.658283551437025771e+00,5.632911561511521725e+00,5.589642491489287046e+00
3.661147502347986027e+00,5.638746468186081273e+00,5.606178374140371901e+00
3.664013695352730693e+00,5.644585721512923371e+00,5.642602817888337619e+00
3.666882132206526368e+00,5.650429321865100718e+00,5.663098154512172577e+00
3.669752814666004781e+00,5.656277269621393877e+00,5.721278498144902080e+00
3.672625744489181887e+00,5.662129565166374334e+00,5.629706351519130791e+00
3.675500923435441436e+00,5.667986208890373412e+00,5.660946087882474664e+00
3.678378353265551848e+00,5.673847201189526679e+00,5.633921416348392164e+00
3.681258035741653778e+00,5.679712542465773950e+00,5.635703923067589827e+00
3.684139972627272996e+00,5.685582233126883267e+00,5.661607401083772473e+00
3.687024165687310617e+00,5.691456273586457115e+00,5.635259210508727357e+00
3.689910616688055089e+00,5.697334664263957293e+00,5.719172928846445458e+00
3.692799327397171094e+00,5.703217405584703137e+00,5.755226349081473458e+00
3.695690299583713756e+00,5.709104497979904380e+00,5.682586424329389096e+00
3.698583535018117097e+00,5.714995941886662045e+00,5.679078034745099757e+00
3.701479035472207801e+00,5.720891737747992423e+00,5.786192022872543639e+00
3.704376802719191453e+00,5.726791886012823518e+00,5.715112544914756398e+00
3.707276838533670738e+00,5.732696387136038574e+00,5.805966904113462057e+00
3.710179144691629016e+00,5.738605241578460081e+00,5.592812882741247549e+00
3.713083722970448086e+00,5.744518449806884419e+00,5.735125739142259427e+00
3.715990575148893083e+00,5.750436012294080079e+00,5.698396098478994531e+00
3.718899703007130686e+00,5.756357929518826744e+00,5.728485686866170212e+00
3.721811108326711803e+00,5.762284201965883312e+00,5.801391664195364228e+00
3.724724792890590663e+00,5.768214830126061621e+00,5.821051087378728006e+00
3.727640758483109273e+00,5.774149814496182032e+00,5.764204873071514967e+00
3.730559006890015183e+00,5.780089155579130278e+00,5.825634681012441085e+00
3.733479539898444610e+00,5.786032853883844140e+00,5.728726224714841386e+00
3.736402359296941533e+00,5.791980909925347198e+00,5.804241825492659324e+00
3.739327466875443040e+00,5.797933324224737284e+00,5.788886007496337527e+00
3.742254864425293537e+00,5.803890097309228224e+00,5.717524060440076994e+00
3.745184553739234090e+00,5.809851229712140075e+00,5.853634085156397049e+00
3.748116536611415306e+00,5.815816721972925762e+00,5.780887360163680100e+00
3.751050814837385339e+00,5.821786574637171974e+00,5.842110442183349406e+00
3.753987390214105879e+00,5.827760788256630242e+00,5.788193607142119390e+00
3.756926264539937055e+00,5.833739363389209842e+00,5.841219658709198903e+00
3.759867439614655638e+00,5.839722300599011540e+00,5.869133758865692663e+00
3.762810917239439057e+00,5.845709600456308941e+00,5.844331124649293052e+00
3.765756699216881831e+00,5.851701263537605335e+00,5.826617081256665109e+00
3.768704787350983132e+00,5.857697290425599945e+00,5.886763936292950916e+00
3.771655183447161441e+00,5.863697681709244769e+00,5.873119146810569902e+00
3.774607889312241671e+00,5.869702437983713494e+00,5.847565758145947257e+00
3.777562906754469818e+00,5.875711559850448573e+00,5.876803744639452098e+00
3.780520237583500975e+00,5.881725047917156779e+00,5.876580734137713868e+00
3.783479883610413541e+00,5.887742902797826083e+00,5.869684343137373972e+00
3.786441846647696785e+00,5.893765125112735426e+00,5.937849413781622232e+00
3.789406128509266836e+00,5.899791715488473365e+00,5.985736434994389121e+00
3.792372731010451137e+00,5.905822674557934526e+00,5.879345359475786736e+00
3.795341655968007100e+00,5.911858002960355130e+00,5.905036447738307714e+00
3.798312905200106115e+00,5.917897701341299666e+00,5.870028488643818321e+00
3.801286480526350875e+00,5.923941770352703529e+00,5.856533162952084481e+00
3.804262383767760269e+00,5.929990210652841043e+00,5.985845567100411380e+00
3.807240616746788042e+00,5.936043022906391187e+00,5.901669889087594711e+00
3.810221181287304582e+00,5.942100207784394961e+00,5.958261155136639786e+00
3.813204079214618680e+00,5.948161765964316672e+00,5.879622212541198323e+00
3.816189312355457552e+00,5.954227698130011071e+00,5.921495803541722225e+00
3.819176882537988593e+00,5.960298004971770425e+00,5.983152146359778101e+00
3.822166791591801172e+00,5.966372687186310309e+00,5.989299263719519040e+00
3.825159041347925726e+00,5.972451745476809570e+00,5.983356486430387200e+00
3.828153633638817332e+00,5.978535180552877470e+00,5.998142112655193259e+00
3.831150570298373914e+00,5.984622993130619406e+00,5.994677167190989309e+00
3.834149853161922028e+00,5.990715183932595167e+00,6.040044898007653096e+00
3.837151484066231522e+00,5.996811753687877555e+00,6.080917537630375236e+00
3.840155464849503542e+00,6.002912703132021299e+00,6.030286363086553081e+00
3.843161797351385189e+00,6.009018033007107462e+00,6.002624811475362421e+00
3.846170483412956642e+00,6.015127744061734560e+00,5.962948141443161987e+00
3.849181524876746696e+00,6.021241837051038104e+00,5.996121886570575654e+00
3.852194923586719444e+00,6.027360312736691483e+00,6.010349657654156630e+00
3.855210681388289817e+00,6.033483171886939722e+00,6.104633464439340074e+00
3.858228800128309377e+00,6.039610415276572830e+00,5.961408680974448870e+00
3.861249281655084520e+00,6.045742043686979095e+00,6.005076522078571344e+00
3.864272127818359603e+00,6.051878057906115771e+00,5.999494862714511711e+00
3.867297340469335154e+00,6.058018458728555267e+00,6.100420245190431245e+00
3.870324921460653655e+00,6.064163246955461162e+00,6.028473803903973582e+00
3.873354872646415092e+00,6.070312423394634394e+00,5.977586815597684122e+00
3.876387195882164072e+00,6.076465988860488388e+00,5.972744850073959277e+00
3.879421893024904922e+00,6.082623944174087249e+00,6.096916744534023103e+00
3.882458965933087480e+00,6.088786290163135106e+00,6.005971127311176438e+00
3.885498416466625748e+00,6.094953027662007194e+00,6.148662422531605110e+00
3.888540246486881014e+00,6.101124157511732093e+00,6.152917456090629678e+00
3.891584457856679169e+00,6.107299680560037025e+00,6.049193304118958281e+00
3.894631052440298280e+00,6.113479597661322984e+00,6.095009166066701844e+00
3.897680032103481462e+00,6.119663909676699376e+00,6.119148559577359592e+00
3.900731398713426668e+00,6.125852617473974249e+00,6.049521478937418983e+00
3.903785154138800451e+00,6.132045721927691595e+00,6.068583097160038520e+00
3.906841300249724647e+00,6.138243223919101155e+00,6.104716841376690795e+00
3.909899838917792358e+00,6.144445124336214370e+00,6.140657522783437905e+00
3.912960772016055522e+00,6.150651424073763529e+00,6.162354340080625548e+00
3.916024101419038672e+00,6.156862124033268380e+00,6.060917514240863113e+00
3.919089829002726955e+00,6.163077225122981950e+00,6.172943355117980424e+00
3.922157956644581667e+00,6.169296728257960716e+00,6.161373557255267031e+00
3.925228486223526492e+00,6.175520634360028183e+00,6.160067489360140591e+00
3.928301419619961266e+00,6.181748944357806863e+00,6.156473829078786153e+00
3.931376758715758868e+00,6.187981659186729821e+00,6.237102920144901752e+00
3.934454505394258117e+00,6.194218779789025575e+00,6.270039100298457235e+00
3.937534661540281533e+00,6.200460307113761615e+00,6.175279760814706975e+00
3.940617229040118907e+00,6.206706242116821315e+00,6.195868045807347180e+00
3.943702209781543733e+00,6.212956585760935013e+00,6.131263199540379460e+00
3.946789605653800326e+00,6.219211339015672912e+00,6.196726886722847993e+00
3.949879418547620702e+00,6.225470502857475275e+00,6.257498120033224254e+00
3.952971650355207256e+00,6.231734078269631993e+00,6.224355918623104778e+00
3.956066302970253634e+00,6.238002066242317234e+00,6.253552879901870476e+00
3.959163378287926083e+00,6.244274467772576998e+00,6.236570130096807496e+00
3.962262878204883876e+00,6.250551283864364649e+00,6.253364337550320506e+00
3.965364804619262884e+00,6.256832515528512495e+00,6.288152639577986314e+00
3.968469159430692894e+00,6.263118163782779746e+00,6.299511091682707509e+00
3.971575944540282954e+00,6.269408229651821429e+00,6.170351234454767742e+00
3.974685161850637360e+00,6.275702714167238128e+00,6.263350707750748647e+00
3.977796813265843667e+00,6.282001618367544005e+00,6.135181277706839076e+00
3.980910900691486898e+00,6.288304943298204996e+00,6.287766692555283754e+00
3.984027426034635777e+00,6.294612690011628153e+00,6.266223161936877339e+00
3.987146391203861384e+00,6.300924859567187397e+00,6.270276345054639044e+00
3.990267798109218944e+00,6.307241453031207534e+00,6.384277951282363084e+00
3.993391648662269144e+00,6.313562471477000670e+00,6.330637298499157239e+00
3.996517944776059039e+00,6.319887915984837790e+00,6.375707818103902191e+00
3.999646688365142921e+00,6.326217787642006485e+00,6.356921129190225450e+00
4.002777881345565447e+00,6.332552087542762109e+00,6.416276047181455944e+00
4.005911525634878956e+00,6.338890816788386395e+00,6.326185836264188289e+00
4.009047623152129702e+00,6.345233976487151928e+00,6.332179172523479060e+00
4.012186175817873846e+00,6.351581567754366553e+00,6.346670624579206610e+00
4.015327185554162348e+00,6.357933591712347621e+00,6.480048706618146248e+00
4.018470654284559629e+00,6.364290049490461065e+00,6.342257695946365459e+00
4.021616583934129352e+00,6.370650942225104529e+00,6.371784046041363503e+00
4.024764976429447749e+00,6.377016271059730457e+00,6.445566591931584099e+00
4.027915833698592074e+00,6.383386037144830993e+00,6.429403571809233497e+00
4.031069157671158365e+00,6.389760241637983285e+00,6.364865477098479829e+00
4.034224950278244570e+00,6.396138885703812171e+00,6.483259265742841393e+00
4.037383213452466535e+00,6.402521970514037264e+00,6.426495804204833462e+00
4.040543949127949119e+00,6.408909497247446296e+00,6.481223124448511896e+00
4.043707159240334192e+00,6.415301467089929766e+00,6.445562123550854672e+00
4.046872845726775303e+00,6.421697881234463168e+00,6.460580020407085122e+00
4.050041010525949225e+00,6.428098740881141637e+00,6.390973049703180919e+00
4.053211655578041750e+00,6.434504047237154190e+00,6.505417456091671546e+00
4.056384782824765445e+00,6.440913801516821913e+00,6.405865371101003625e+00
4.059560394209346335e+00,6.447328004941576651e+00,6.451171825960179795e+00
4.062738491676538999e+00,6.453746658739995645e+00,6.508108636089370513e+00
4.065919077172611473e+00,6.460169764147777549e+00,6.443199637572445404e+00
4.069102152645365678e+00,6.466597322407783288e+00,6.472567245089874355e+00
4.072287720044118764e+00,6.473029334770004972e+00,6.473443907682886689e+00
4.075475781319721769e+00,6.479465802491608528e+00,6.487302703240186652e+00
4.078666338424546289e+00,6.485906726836905278e+00,6.515422784168696246e+00
4.081859393312498696e+00,6.492352109077393685e+00,6.417446560601588246e+00
4.085054947939008585e+00,6.498801950491728263e+00,6.472594268413697449e+00
4.088253004261044765e+00,6.505256252365770209e+00,6.608528829942748040e+00
4.091453564237097495e+00,6.511715015992538547e+00,6.414031416346510639e+00
4.094656629827200689e+00,6.518178242672272305e+00,6.486332338881395820e+00
4.097862202992913261e+00,6.524645933712388768e+00,6.564568940892549165e+00
4.101070285697339557e+00,6.531118090427529665e+00,6.439066912475090554e+00
4.104280879905109813e+00,6.537594714139528307e+00,6.494506066901413632e+00
4.107493987582404138e+00,6.544075806177459320e+00,6.503897865726727900e+00
4.110709610696930305e+00,6.550561367877592467e+00,6.628925763051632281e+00
4.113927751217946849e+00,6.557051400583447709e+00,6.513616363395936304e+00
4.117148411116245299e+00,6.563545905645770340e+00,6.595148626625990218e+00
4.120371592364167945e+00,6.570044884422548748e+00,6.538551228311090924e+00
4.123597296935591849e+00,6.576548338279003758e+00,6.577070904002503937e+00
4.126825526805951050e+00,6.583056268587632154e+00,6.526411704084680743e+00
4.130056283952214358e+00,6.589568676728160490e+00,6.516008329881859851e+00
4.133289570352907560e+00,6.596085564087593944e+00,6.572662181527768155e+00
4.136525387988097435e+00,6.602606932060192335e+00,6.533798138222217666e+00
4.139763738839410401e+00,6.609132782047507426e+00,6.600310378771925279e+00
4.143004624890012977e+00,6.615663115458338517e+00,6.621576991462544193e+00
4.146248048124634877e+00,6.622197933708797279e+00,6.642636906158504218e+00
4.149494010529550359e+00,6.628737238222258910e+00,6.705093074730817726e+00
4.152742514092597759e+00,6.635281030429410087e+00,6.706196332641904512e+00
4.155993560803161735e+00,6.641829311768216115e+00,6.586620094320164043e+00
4.159247152652194579e+00,6.648382083683966215e+00,6.610883742800750085e+00
4.162503291632197566e+00,6.654939347629232671e+00,6.739399170591819477e+00
4.165761979737241383e+00,6.661501105063927675e+00,6.658735879789678513e+00
4.169023218962948363e+00,6.668067357455250921e+00,6.648741138270171547e+00
4.172287011306511140e+00,6.674638106277747340e+00,6.728150022519243656e+00
4.175553358766679324e+00,6.681213353013273348e+00,6.649936747668851567e+00
4.178822263343773713e+00,6.687793099151026155e+00,6.734428901413783919e+00
4.182093727039674746e+00,6.694377346187529554e+00,6.679236245986727383e+00
4.185367751857835827e+00,6.700966095626655239e+00,6.765657143909177940e+00
4.188644339803272665e+00,6.707559348979612146e+00,6.700244466842312896e+00
4.191923492882578373e+00,6.714157107764965104e+00,6.755100969916737697e+00
4.195205213103908370e+00,6.720759373508627732e+00,6.773660730104957395e+00
4.198489502476998148e+00,6.727366147743870428e+00,6.808111047605049038e+00
4.201776363013149052e+00,6.733977432011325703e+00,6.694106797365741990e+00
4.205065796725244276e+00,6.740593227858997061e+00,6.721367358672261538e+00
4.208357805627736425e+00,6.747213536842246562e+00,6.676319960896096362e+00
4.211652391736661727e+00,6.753838360523826800e+00,6.667647947174944356e+00
4.214949557069626707e+00,6.760467700473850705e+00,6.735568435686954736e+00
4.218249303645825954e+00,6.767101558269834172e+00,6.775037572955891818e+00
4.221551633486026134e+00,6.773739935496651654e+00,6.836355812405196630e+00
4.224856548612585527e+00,6.780382833746599225e+00,6.759536528831841196e+00
4.228164051049436267e+00,6.787030254619336844e+00,6.882529790684609239e+00
4.231474142822102102e+00,6.793682199721946979e+00,6.802736820840386223e+00
4.234786825957686851e+00,6.800338670668895524e+00,6.844335734459736642e+00
4.238102102484887723e+00,6.806999669082067328e+00,6.794131421611647959e+00
4.241419974433981999e+00,6.813665196590742212e+00,6.750702156986851499e+00
4.244740443836845678e+00,6.820335254831627836e+00,6.899448716435361284e+00
4.248063512726934832e+00,6.827009845448825942e+00,6.812395332686540961e+00
4.251389183139309580e+00,6.833688970093888315e+00,6.889185012235326866e+00
4.254717457110611889e+00,6.840372630425758160e+00,6.821763430172536502e+00
4.258048336679086887e+00,6.847060828110828723e+00,6.876262867938155665e+00
4.261381823884567766e+00,6.853753564822905098e+00,6.845630354147591135e+00
4.264717920768492654e+00,6.860450842243245084e+00,6.842949315501924978e+00
4.268056629373889521e+00,6.867152662060520107e+00,6.859507963312223566e+00
4.271397951745394828e+00,6.873859025970864067e+00,6.907763034472440999e+00
4.274741889929235761e+00,6.880569935677826265e+00,6.819932497793841364e+00
4.278088445973250664e+00,6.887285392892430913e+00,6.838342925697420860e+00
4.281437621926873049e+00,6.894005399333127393e+00,6.942916566479270912e+00
4.284789419841148472e+00,6.900729956725834668e+00,6.863700877592643579e+00
4.288143841768721209e+00,6.907459066803911973e+00,6.916313009784397003e+00
4.291500889763849358e+00,6.914192731308187234e+00,6.846397778417731672e+00
4.294860565882391512e+00,6.920930951986939306e+00,6.909731144030345718e+00
4.298222872181823639e+00,6.927673730595923729e+00,6.982190598424349304e+00
4.301587810721224869e+00,6.934421068898346086e+00,6.938173385883508182e+00
4.304955383561293480e+00,6.941172968664892196e+00,6.951095886182957706e+00
4.308325592764333578e+00,6.947929431673714795e+00,6.927728750856765316e+00
4.311698440394273746e+00,6.954690459710449524e+00,6.959064622879314044e+00
4.315073928516645729e+00,6.961456054568190943e+00,6.871702896879143374e+00
4.318452059198610193e+00,6.968226218047533393e+00,6.885809843084973458e+00
4.321832834508936294e+00,6.975000951956536355e+00,6.994762242593442814e+00
4.325216256518022107e+00,6.981780258110758197e+00,6.892650184394130797e+00
4.328602327297877750e+00,6.988564138333230424e+00,7.053093470127219433e+00
4.331991048922143150e+00,6.995352594454485207e+00,7.036922027480937203e+00
4.335382423466073831e+00,7.002145628312539394e+00,6.941065642606657704e+00
4.338776453006558675e+00,7.008943241752910502e+00,6.898827024733725999e+00
4.342173139622103051e+00,7.015745436628599840e+00,6.893610357216486406e+00
4.345572485392849238e+00,7.022552214800125370e+00,7.036985852213949677e+00
4.348974492400558667e+00,7.029363578135482626e+00,7.023576099209406287e+00
4.352379162728630568e+00,7.036179528510194459e+00,7.102502311221126519e+00
4.355786498462088652e+00,7.043000067807266618e+00,7.065486711159959299e+00
4.359196501687595315e+00,7.049825197917231279e+00,7.126670930809820170e+00
4.362609174493439212e+00,7.056654920738109737e+00,7.099366899281418064e+00
4.366024518969551238e+00,7.063489238175449714e+00,7.015028624789703571e+00
4.369442537207492094e+00,7.070328152142299594e+00,7.059882226734941923e+00
4.372863231300465614e+00,7.077171664559235964e+00,7.033695984931103595e+00
4.376286603343308101e+00,7.084019777354336966e+00,7.066988586121729199e+00
4.379712655432502544e+00,7.090872492463208054e+00,7.063775525092319540e+00
4.383141389666166177e+00,7.097729811828968671e+00,7.084780237168595285e+00
4.386572808144067359e+00,7.104591737402270013e+00,7.171175822078315498e+00
4.390006912967607811e+00,7.111458271141268384e+00,7.082447122728048328e+00
4.393443706239844815e+00,7.118329415011669603e+00,7.057149131383551044e+00
4.396883190065473457e+00,7.125205170986677494e+00,7.092187296703142074e+00
4.400325366550841721e+00,7.132085541047044508e+00,7.106781112155093005e+00
4.403770237803946941e+00,7.138970527181046855e+00,7.108425447549554299e+00
4.407217805934431354e+00,7.145860131384482727e+00,7.136011321639886162e+00
4.410668073053596316e+00,7.152754355660705166e+00,7.129867915096465225e+00
4.414121041274388091e+00,7.159653202020564322e+00,7.214038674224638292e+00
4.417576712711414721e+00,7.166556672482483847e+00,7.210953137411650893e+00
4.421035089480932712e+00,7.173464769072394276e+00,7.134111675661456431e+00
4.424496173700862123e+00,7.180377493823784540e+00,7.228484842129546450e+00
4.427959967490773252e+00,7.187294848777663780e+00,7.256262402434613179e+00
4.431426472971904396e+00,7.194216835982592428e+00,7.193436592316373890e+00
4.434895692267146750e+00,7.201143457494665334e+00,7.157988005931954945e+00
4.438367627501061285e+00,7.208074715377533082e+00,7.228985411884199408e+00
4.441842280799861875e+00,7.215010611702359355e+00,7.210196925428955517e+00
4.445319654291438383e+00,7.221951148547891108e+00,7.238016937889955926e+00
4.448799750105337125e+00,7.228896328000383065e+00,7.175070080681061668e+00
4.452282570372778636e+00,7.235846152153663446e+00,7.340030437624685433e+00
4.455768117226645231e+00,7.242800623109090452e+00,7.232313509434668219e+00
