B_0,omega,phi,theta_incidence,V_ind
2.711192890794713040e-01,8.952731492751877340e+01,4.458620632352516822e+00,8.044177149792630654e-01,2.217481269949931472e-02
7.609369180602930660e-01,3.557178921198623556e+01,1.476983345877456832e+00,7.136407792835617325e-01,5.300825385458592109e-02
9.989564390968938001e-01,9.388959131032933669e+01,1.211543908279357984e+00,7.077671705197670082e-01,-3.062465384710159541e-02
3.371964701252427310e-01,8.735720596819018624e+01,1.446771746414575954e+00,9.010578155824578994e-01,1.198391867448846300e-02
8.137483372346451249e-01,1.743445754469304632e+02,5.531645661305296890e+00,6.394263838726649274e-01,-1.088765459754537313e+00
1.507844247011460304e-01,6.217083371212098797e+01,5.849980429167586315e+00,4.032067409614583653e-01,1.274411851432176723e-01
5.242966116810008348e-01,5.324024884966876670e+01,3.762156692273227465e-01,2.409354240479547327e-01,3.649042567505659251e-01
9.318785529242822330e-01,7.742399319474601782e+01,6.017772472891253166e+00,7.826216132580110507e-01,-3.302207348410250431e-01
6.377971052149428166e-01,1.661351354337300847e+02,2.819155505634362680e+00,3.569296302246812713e-01,1.151012499983633974e+00
4.144894922695459560e-01,1.256128753390193822e+02,4.975204878509861928e+00,3.334072522590309506e-01,-1.985151884886197926e-01
7.474610241488141016e-01,1.206998140442437517e+02,3.084965444355065145e+00,6.466007783858177538e-01,2.159188006262922621e-01
6.126707014673544727e-01,1.423883528872838724e+02,2.989980443208964722e+00,1.866952900570596208e-01,5.979953333007177463e-01
5.544383347800160289e-01,2.487929892670330290e+01,6.210874893972690103e+00,4.067381202454715683e-01,-7.659044158428214288e-01
8.313061864440416393e-01,1.147037560516489094e+02,8.921859519087133039e-01,1.043844242426958502e+00,6.409234967888484402e-02
8.017936700397296779e-01,4.547804296541171709e+01,5.282533603763913455e+00,4.731984409243536471e-01,2.642883458955080922e-01
4.974585928907298560e-01,9.861075238746337845e+01,6.247811039258651000e+00,6.885638884900718848e-02,-3.200487126760373613e+00
7.020773587838823326e-01,2.563684096773320320e+01,4.070866387244647555e+00,9.358707698225503246e-02,1.887260880479166847e-01
6.297186714501944449e-01,1.234802136146041818e+02,4.443364764703735759e+00,6.251954571781344061e-01,4.366547682384619433e-02
4.040294997330576843e-01,1.893478473821424757e+02,1.851560602774290798e+00,9.602719019491252617e-01,1.186544171299330937e-02
2.620425840323877820e-01,6.302135545108195203e+01,6.092976899544469305e+00,3.460653728539698354e-02,-4.801002756161595886e-01
5.980190066210763211e-01,3.881068946635620875e+01,1.192501935206157215e+00,5.098436092702591793e-01,1.576907382450516010e-02
3.913070742297202198e-01,1.945746646969717801e+02,4.652315398693946946e-01,6.598991089697983092e-01,7.909465902070599297e-01
7.873190266617420274e-01,1.388502554634113437e+02,1.558902435014169585e+00,9.177521802621732006e-01,4.750306793864546018e-01
8.601219113166738151e-01,1.811812658072677777e+02,5.444195733312920282e+00,5.824307671671635767e-01,-4.726877990653055583e-01
6.938294497043305809e-01,8.021450745243596714e+01,2.835211109235035387e+00,2.687590216846975633e-01,6.278947111526111957e-01
3.355078045860638847e-01,1.571519646748564583e+02,1.401088628411055748e+00,4.519082299461587571e-01,-9.205826812362689904e-02
5.386358360583539673e-01,1.138244843069603291e+02,4.038843770190970517e+00,8.867213930762695151e-01,4.109821968532915148e-01
9.422008003438907542e-01,1.406250365121950949e+02,1.555177915298740166e+00,9.834755925008155097e-01,5.136891438565914791e-01
4.876432062671296475e-01,2.194922433684593699e+01,3.046034208442698343e+00,7.275020851357261176e-01,3.481745680364409234e-02
3.605479842331340556e-01,6.214258484250717629e+01,1.263063375175657255e+00,6.601433524236667294e-01,-5.331053451910306579e-02
8.133852131396842600e-01,1.087486148387828848e+02,1.886132735148266182e+00,1.760558929656305116e-01,-5.316616662789919179e-02
9.633944742252980031e-01,1.390368043609449273e+02,1.237401594123355819e+00,2.467547655826683728e-01,-2.442917720403617599e-01
6.194711133938662906e-01,3.479380419485993059e+01,3.880704716267797671e+00,8.999869852974444751e-01,6.436517400141211764e-02
6.506062123907936368e-01,2.507516827347907196e+01,1.400624065715357025e+00,2.380418917928042166e-01,-3.112872560351382517e-02
6.228124576449580729e-01,6.040362754518270805e+01,6.260934699368876366e+00,1.028517047256324979e+00,-1.288470792338658466e+00
6.472612112304606535e-01,1.528673993853655020e+02,5.614352366278037465e+00,6.641803307330205186e-01,-6.743458130381820848e-01
7.972751022910359309e-01,1.763995926778109720e+02,2.964764168623548191e+00,6.559827613490354370e-01,9.148957099759330580e-01
4.830732472793944909e-01,2.263010931389792191e+01,5.093758969283430638e+00,7.979237098038464149e-01,7.487351039086547096e-03
5.604921207395421323e-01,1.587996069754316864e+02,3.314220347277493595e+00,7.674893336600454585e-01,5.128983458873566104e-01
2.083918699422836751e-01,1.025912761078146076e+02,4.812130401474937536e+00,8.413624670882194900e-01,3.146096537244719160e-02
5.614376468173236656e-01,1.993833519284514750e+02,5.946794444135209190e+00,6.333707810847145625e-01,8.000308546385757058e-01
8.694803714319403465e-01,9.415893030169573308e+01,4.011639871700522164e+00,8.486387366110075270e-01,5.540139226128023564e-01
1.763800160426352015e-01,9.877647834174811692e+01,5.858006622735826063e+00,2.188795613395541628e-01,2.541358972433948038e-01
9.167681320643573661e-01,5.667443917011589605e+01,1.078773085727504188e+00,8.437578856333572963e-01,2.598603851241136908e-01
2.245866496890827901e-01,6.704548996740760458e+01,4.892411472948238860e+00,9.716230411036832493e-01,-2.055407597589097718e-02
5.086645449023114995e-01,1.944226682668366379e+02,2.339655770238609378e+00,8.368488458517708839e-01,5.217098363795706906e-01
6.196560474707021315e-01,2.521284942084863800e+01,4.275218789725010460e+00,7.530520796129231975e-01,1.550206217846284568e-02
9.815193475948836843e-01,1.947949541032267291e+02,2.365071050895815929e+00,1.003571884991927954e+00,6.842038604738800434e-01
7.120017583150143325e-01,1.430162725035754363e+02,1.058657500939019336e+00,1.569889027197838571e-01,8.180788458224090842e-01
6.353482278404576356e-01,8.808541295428369722e+01,5.784177037466016635e+00,8.287495066016877798e-01,3.801277846165673768e-01
6.758064805210872716e-01,1.515715951495765239e+02,7.129620321605852906e-01,6.461864904673195742e-01,-8.249114392452137068e-01
4.266879234149831834e-01,1.078543590806189627e+02,5.232890484952180898e+00,1.728329063193498605e-01,3.763439036799412496e-01
9.721778375063085953e-01,3.558155514422328025e+01,4.511849307982127022e-01,4.235317183449761602e-01,4.429176295025093468e-01
9.510442640651488588e-01,6.220196765700163866e+01,6.255656012354505968e+00,2.791002196915067235e-01,-3.754807634865489518e+00
3.517224997831350786e-01,1.353815925099475237e+02,2.830805479309356887e+00,2.518482396964674686e-01,5.388765038677111319e-01
1.507830629824314372e-01,1.272766476650408407e+02,3.376005132304664258e+00,9.177400980284812215e-01,1.233829268369349003e-01
2.956987783509638645e-01,5.678894199614748572e+01,5.350053501993889959e+00,4.097210856569220572e-01,7.322201499260615198e-02
1.461330587204157094e-01,1.892242808237663212e+02,3.052424112263418809e+00,9.498717118254298430e-01,6.591355317473011899e-02
8.745713286117515750e-01,1.795938435896433418e+02,7.657537157880602852e-01,8.916832422279021841e-01,-8.866190335887821350e-01
4.208810006129860004e-01,1.064918342623191307e+02,3.431790796601247973e+00,6.941368643053599241e-01,4.021813120282211051e-01
9.069494329198923843e-01,1.935017888003808082e+02,5.821591470680409053e+00,7.706443181665855180e-01,1.687980253629936200e+00
5.514803156988687949e-01,1.914784041644227841e+01,3.152619431000222239e+00,3.931230279614975620e-01,2.176274433611755446e-02
1.543520559574680096e-01,3.048119368588376688e+01,4.026940169317911322e-01,7.987430630107448248e-01,4.861516769722407094e-02
8.876731643930967364e-01,5.807682361882656608e+01,3.272413398328628986e+00,7.753696350124792414e-01,2.192560202746017539e-01
2.997631127234162696e-01,1.239684639563389545e+01,3.791529172254269220e+00,2.699243411118313896e-01,5.565847097236843212e-03
7.497982229945111543e-01,1.948088637892142856e+02,5.113380038069357703e+00,6.115165914515759971e-01,2.749164142377727993e-01
1.307648521676756381e-01,1.536536189434131927e+02,3.826183104017397252e+00,9.573008487248541032e-01,2.874379498487772758e-02
1.203184492280731654e-01,1.339527619714080231e+02,5.868097025685380608e+00,6.995192892536367113e-01,1.849169331374911629e-01
4.076822941237656650e-01,1.268070701056624614e+02,1.205393490068138895e+00,7.132216874329549983e-01,-1.940714811245946355e-03
5.914410493438559957e-01,6.538739084918130118e+01,4.712504239806964534e+00,8.426327045144718086e-01,1.954965198826793815e-01
8.382827037773549206e-01,1.214259433923948137e+02,5.540319624763634820e+00,5.875911547738811302e-01,-8.318022347094850000e-01
9.602257643153930822e-01,6.131650211579356835e+01,1.411772680015072723e+00,8.731989130540590560e-01,-5.276299909940997818e-02
1.453725076154067930e-01,1.769701942613894801e+02,5.244218178128431163e+00,1.494778241734076862e-01,2.147717999327066196e-01
2.724119219546753956e-01,2.650235189176576611e+01,4.082617564396368692e+00,6.480493098221203896e-01,5.964568353222370056e-02
6.431271024065076114e-01,1.024857469368716778e+02,5.750367555579174450e+00,2.308705436506958142e-01,3.874835232710295840e-01
5.610969842471285052e-01,1.232781442440646060e+02,2.090802828223842003e+00,7.149768153348002864e-01,3.054176426049338144e-01
5.131557052914209605e-01,1.906799993866901275e+02,7.812785427203066124e-01,1.015579066286381504e+00,-4.203871959723067819e-01
8.821994937410682081e-01,1.396539097782099361e+02,5.024852456289918834e+00,7.240364354749352360e-01,-2.612588186755781527e-01
8.222346218205045520e-01,1.131378401287607538e+01,4.356570464755642469e+00,9.235025824965920060e-01,-4.712840221076061362e-03
5.073968571913800574e-01,1.516178424765977297e+02,2.074314970230613842e+00,1.885717284496633839e-01,3.706608804640832977e-01
2.971843717859976031e-01,1.149516034196506098e+02,4.985059354755700056e+00,8.258696722134228896e-01,-9.089539663720201668e-02
1.269475650321342519e-01,1.151429200018364583e+02,2.717650894338797807e-01,8.003277074155824844e-02,-6.945456277013992152e-02
4.138991673798539384e-01,6.337740999683045118e+01,5.767308456331887712e+00,7.587315997256122158e-01,1.547450154271488298e-01
8.001547467100770250e-01,6.480233141798376550e+01,3.836997455293492454e+00,7.353529634528468972e-03,1.491370339488410635e-01
1.728230314100787923e-01,1.311942367398649480e+02,4.107743369232436770e+00,4.669816560228388647e-01,1.975594455951961148e-01
8.077669669353283455e-01,1.560329844908959274e+02,5.820202711172643539e+00,4.808653018257321166e-01,1.487305906491642959e+00
2.699546273913794314e-01,9.153893547851971846e+01,5.636130944863200654e+00,2.273686823822356207e-01,-1.724696228826394506e-01
9.137967884880939806e-01,1.010913848722319983e+02,5.270271576498595678e+00,9.009874979794670891e-01,4.801242719704100770e-01
2.108956872164432228e-01,1.353301351974668876e+02,5.444812615322722316e+00,4.721487836264941507e-01,-9.374677912273340907e-02
3.894926343281411851e-01,8.018228978509787908e+01,4.780017731606442943e+00,8.513619475928737579e-01,8.730644234714485252e-02
3.868710822157250817e-01,1.050551374152997255e+02,2.233465363604765663e+00,6.752990281720302468e-01,3.376793321193398700e-01
9.978838854056081287e-01,6.551337073033866432e+01,2.752325318406718235e+00,2.499118275183280224e-01,6.205714497151753051e-01
4.232898108225013889e-01,2.588631147461368442e+01,3.866077916903480904e+00,2.913055760697382812e-01,4.314374563465175200e-02
7.695481683912390736e-01,3.343527290100715987e+01,5.843341734388701525e+00,8.241054957112639023e-01,2.545590453502317163e-01
4.098518324826351811e-01,1.856169850119706553e+02,4.771400810378467305e+00,5.002957902052446171e-01,3.177237418871180497e-01
5.131446443329149565e-01,1.601436143605349685e+02,5.793465844602214698e-01,4.420376574433023675e-01,3.326683565301564657e-03
6.773214015330339954e-01,1.573197619227470909e+02,3.803008308296889961e+00,8.570102685066519621e-01,1.257640611713878309e-01
5.598161120423107429e-01,1.876934038625623771e+02,3.900438846823812700e+00,5.903157872793854954e-01,5.044899009904324494e-01
3.029541044928937832e-01,1.433411170204099676e+02,2.983916040775317358e-01,2.810047638829566985e-01,7.051550268067206806e-02
2.502312895960824846e-01,2.152113727999705617e+01,2.078875861236755551e-01,6.396242814728135828e-01,-1.016033420811762178e-01
9.493257709064178984e-01,1.867654743824092805e+02,3.199565382203886532e+00,9.280667856262482251e-01,3.226227501599111536e-01
6.416737965285490564e-01,1.750244995912983370e+02,1.584376965702649409e+00,9.198390391048690828e-01,5.457480627539523788e-01
5.074834727490953323e-01,1.830366629853200777e+02,4.300620757798350624e+00,8.063562908139401131e-01,2.129760466281510958e-02
4.848789578100151654e-01,1.768224583010702702e+02,5.419870165159720088e+00,6.470142818084921865e-01,-9.313844936018475518e-02
9.192347545984574930e-01,1.935974665412586262e+02,4.359955064217734488e+00,8.591040160471941078e-01,-9.951814322484842101e-02
3.118804457714055567e-01,1.156277137827731423e+02,2.767737495214780630e+00,7.650921169503703823e-01,2.700908762953835862e-01
2.991970079707567121e-01,5.145611934511553187e+01,5.618862532945192445e-01,9.127739031083436094e-01,2.149824501260340012e-02
7.395640431789622937e-01,1.788095326964069329e+02,6.122991624934198462e+00,9.811582489796373263e-01,-2.826100400369216281e+00
4.201620532034082145e-01,7.195211658234119056e+01,9.049812963078968098e-01,5.491517316685193828e-01,6.388868457875021556e-02
6.170384186304455065e-01,1.592496557703752842e+02,3.838007020448153117e+00,1.588893582755722123e-01,2.828241826331199249e-01
3.040967560718730867e-01,4.474705708214615640e+01,4.782431986329589435e+00,5.680631716598769643e-01,4.696440818294903008e-02
9.350897484391936798e-01,1.626621487424992267e+02,2.837938819979417993e+00,3.388450100099403284e-01,1.679424313162681148e+00
8.425769556637757729e-01,9.543205280313615901e+01,3.594990822484322113e+00,1.250836363158639164e-01,5.328462571657229807e-01
8.380249914852515580e-01,1.386414886013190255e+02,9.976000683478238040e-02,2.930166513937135786e-01,-6.104168670878650893e+00
1.379638251160246187e-01,1.984584989786135054e+02,1.485951070501538629e+00,1.277495863311844948e-01,8.596559271384615619e-02
1.187935757649663249e-01,8.506020005319008703e+01,3.098855722812744684e+00,5.115165530719698733e-02,2.684848042052811329e-02
1.639967111155008761e-01,1.217614981713363562e+02,4.243773590056199474e+00,3.253011394937489476e-01,5.559433345640239083e-02
4.097901981634488044e-01,1.900361344477306886e+02,2.219640577392087977e+00,7.273560851219911250e-01,6.164919858093964589e-01
3.925102818410336480e-01,1.071217212997640047e+02,5.778468614554309823e+00,5.268946356885501059e-01,3.424442279132820510e-01
8.659306918271478803e-01,1.390401459160233060e+02,4.835363634738954808e+00,7.930332353850875204e-01,6.093298469155724456e-02
8.580173004549600524e-01,1.180822244717662244e+02,2.549527988101695009e+00,6.072419551170828989e-01,1.099975395959254948e-01
8.513107315550868526e-01,7.519992348638990620e+01,1.977105718382823341e+00,2.844447963394011736e-01,8.998550141493351015e-03
5.347235672500696424e-01,1.427251958622435950e+02,1.987995700122293929e-01,4.441268072283009460e-01,-1.817783331593790797e+00
6.030358540958905555e-01,1.615467678989467117e+02,4.105570133155831414e+00,9.859700996402791517e-01,5.282781664453162218e-01
4.927659435281278033e-01,1.787796101719233377e+02,1.562816807940586417e+00,8.275175544717506826e-01,4.356193304619271900e-01
4.324486074019587289e-01,1.727062133077538704e+02,5.798708353328705378e+00,8.639103941217757265e-01,5.591121599695626498e-01
1.764225571230284839e-01,1.072330945593096772e+02,3.043608369392415636e+00,5.455964575683780460e-01,7.207410363476771109e-02
8.213594462175418665e-01,7.953011524923338982e+01,2.258547904116546157e+00,6.362478090213860016e-01,5.496971611613141739e-01
6.221024272869405403e-01,1.145483026227952337e+02,8.054935575646643420e-01,5.744603270532026018e-01,-3.875362634311156906e-01
5.908825210720572985e-01,6.977132804871874328e+01,5.829173312293808529e+00,4.745148673213694934e-01,5.092333304264706761e-01
5.759851581695973888e-01,1.058990864786346009e+02,2.970748280956734266e+00,5.372999527395841413e-02,4.824574905456163743e-01
2.451400034999464406e-01,1.414427867274467303e+02,4.139812691448682358e+00,6.699686215464423222e-01,2.325107308186503408e-01
8.459010194709686292e-01,1.558717896999292236e+02,2.576721248085189320e+00,8.912589513828205190e-01,1.504028232288321665e-01
7.084108063627017060e-01,1.489395208181429098e+02,2.846989463096446293e+00,4.706900004020280748e-01,1.099819361693628483e+00
5.017651201800659155e-01,1.890121125429130871e+02,3.123237661585223646e-01,1.091814361678923456e-01,4.355517243762437873e-01
4.191786491933409686e-01,5.953636739712946024e+01,6.153397839214009402e+00,8.043008389782264622e-01,-8.183368007354901996e-01
1.646390031249109487e-01,1.563340512018391166e+02,1.501159377454845067e+00,9.994123967537628106e-01,5.733952524411149027e-02
8.765324665127418591e-01,1.739749742221257804e+02,5.930442021937001762e+00,8.836441059646606977e-01,1.076427134218449266e+00
6.612165850700580938e-01,4.664859940984121778e+01,4.259590042587535486e+00,7.679133322457494526e-02,6.489766716038625205e-02
7.885288321805771217e-01,4.829570452489438992e+01,5.180187255664119306e+00,4.977049843572063925e-01,2.158747276370105994e-01
8.762948415771885102e-01,1.071207877981516958e+02,4.551773972811497870e+00,1.023780807237661961e+00,2.894713308649101147e-01
4.162696744600210552e-01,4.079509367547882448e+01,3.555816473412920065e+00,3.950529253729163637e-01,1.360921115617305388e-01
4.655028362394834640e-01,1.823991496175063673e+02,1.944479821844456169e-01,2.249814679691119479e-01,-2.296880165705726728e+00
9.238120161575931188e-01,1.785176486097246595e+02,3.213657414465736384e+00,7.811092395499951158e-01,4.064346404875859298e-01
1.971941434183237807e-01,1.067820650663225450e+02,2.949973803833800812e+00,4.637818582457819971e-01,1.675726625495875810e-01
5.028475522640876161e-01,4.415457411651310338e+01,6.919343281657405198e-01,5.458384002728604578e-01,-1.836677080244814020e-01
6.794530953139175100e-01,4.857899363700861528e+01,3.239418042098828110e+00,7.089520793118004871e-01,1.114927950557300929e-01
2.257413822232677558e-01,1.328138014864819922e+02,2.896154867364189478e+00,8.315730652786972321e-01,2.203768336054070520e-01
4.022461082681039746e-01,1.932623889554294294e+02,5.016625834004047491e+00,1.534907549282509831e-01,-2.410730604484611628e-01
3.376302956580688464e-01,1.589498492611019742e+01,1.206897071661276355e+00,7.527562178002903392e-01,-5.623063678432347603e-04
9.521909404583045466e-01,1.257480176264639624e+02,2.256015292473856348e+00,9.361613800791650508e-01,7.451006454818078772e-01
1.010354172626479197e-01,1.841336510621044056e+02,3.302013039121437288e+00,7.561977356519379301e-01,1.002991305663192834e-01
2.809327238712299168e-01,1.625540733506176707e+02,4.176934844457519169e+00,1.022296043423853273e+00,1.596869931101754236e-01
9.854449021255257124e-01,1.005512360229018043e+02,4.556206800262244450e+00,9.185092031051180772e-01,3.689809105028497016e-01
3.634879236305496031e-01,1.597768940435491629e+02,2.492864795805728839e+00,5.436057056860438275e-01,7.612467145608486918e-02
2.837587296557850802e-01,7.661677104080938250e+01,4.164882732737997806e+00,4.291037497334069806e-01,1.452515404988846959e-01
8.366128626786990541e-01,1.398411333725253485e+02,4.922208460455125056e+00,8.819327508941566807e-01,-2.599633317884440520e-01
7.985757870078329379e-01,6.047149995689497359e+01,5.791908161397403276e+00,7.548016942067177215e-01,3.819945563700314906e-01
4.522411496766565175e-01,1.842141057510250448e+02,8.209003022175695996e-01,3.774079512778990564e-01,-4.049450025218983007e-01
4.930767993432141894e-01,1.531954870368707020e+02,4.820697208470030581e+00,1.034768378468632344e+00,6.387235595911347485e-02
3.930809221219275784e-01,1.335187484343924211e+02,3.854620000673500080e+00,8.333880173944100411e-01,1.269329151588065585e-01
8.491716454746262022e-01,1.130258559551009085e+02,6.319061349470187494e-01,6.298542774026465452e-01,-4.537955069855207357e-01
2.443500895285332097e-01,1.245814262136413220e+02,4.548256042913272346e+00,2.536008137007705887e-01,1.697912903779432436e-01
5.644351027823285571e-01,1.586627582102311749e+02,6.649751770493496084e-01,2.028007385013165242e-01,-7.392286489193780064e-01
4.040192279739540093e-01,1.847548052328025108e+02,1.027412950323339347e+00,1.042632048147297263e+00,3.189984260267547111e-01
1.384544397358842271e-01,1.702652309954023053e+02,5.169497528090432503e+00,4.628694190037771494e-01,1.240223526439935969e-01
9.032962083893658622e-01,1.770741554007584000e+02,3.102208812376365366e+00,2.005534600258989109e-01,4.062923355614445620e-01
4.247905487706828964e-01,5.586643450811821054e+01,3.809141650449848981e+00,6.843594097253855590e-01,3.605386760768655025e-02
5.737504564081936653e-01,1.690343768615799718e+02,4.459380679178706508e+00,7.756108014363418679e-01,9.350917366749277038e-02
3.986412482845118621e-01,1.953098465302923330e+02,4.567237938817117815e+00,2.410087643117236333e-01,5.008116924082652854e-01
2.605625957110503377e-01,4.632658060491262830e+01,3.643064113520796621e+00,5.567926509609938401e-01,4.308093165772332311e-02
5.626426362674858961e-01,1.752154889951902703e+02,5.804944043168598355e+00,7.850727582597564203e-01,8.435743578104880624e-01
5.192288286288057053e-01,1.218989023540997465e+02,6.086936576742197680e+00,9.225193625549166221e-01,-1.038844470026462519e+00
7.669458010668120940e-01,9.430192793724039291e+01,5.312617016269451931e+00,6.294267668047932862e-02,5.092967485495916158e-01
8.159795431082257355e-01,1.380800491816026181e+02,2.616407437103146716e+00,5.768007414663165466e-01,2.967750108636995621e-01
6.790915162655117854e-01,1.955557860558270704e+02,4.821910606973281332e+00,6.715358324146868396e-01,1.640159576116065332e-01
1.717304699263802192e-01,6.941074822913375897e+01,5.147027288469560702e+00,1.032147151326592738e+00,2.770810376891387830e-02
3.244069684424024103e-01,9.201239773279520762e+01,5.867934900130863163e+00,2.209798366250594337e-01,4.367239461189579841e-01
2.604191495135417256e-01,5.418297193510033338e+01,1.792899535913735187e+00,3.312296553202555560e-01,3.759822999654945097e-02
1.465503805954445626e-01,1.057006078894348775e+02,5.752743936968880867e+00,7.000788535988680117e-01,7.510068096263983195e-02
7.489475683430845132e-01,8.302115785418736493e+01,2.930307393606124133e+00,5.149792416681071572e-01,5.271150215466171574e-01
3.975259882744736628e-01,3.470010674115837901e+01,3.911243483987128844e+00,3.086326884080380362e-01,8.304912896821090018e-02
5.651621293909584454e-01,1.310656351850211934e+02,1.069049995810196663e+00,2.458773209343445565e-01,5.642908385540519323e-01
5.421233989753921900e-01,1.725030995350883813e+02,4.520010958496205156e+00,3.485657735909085120e-01,3.820604843104991599e-01
4.906244571892684481e-01,1.277222849851493862e+02,3.117133128530566566e+00,4.148453812695702125e-01,1.349133347655996906e-01
9.355809329778307371e-01,5.147369487603435800e+01,3.643609645366155725e+00,4.734331755294657329e-01,1.790658236213199805e-01
5.832957623656187529e-01,1.804243202536607882e+01,2.465779326466895682e+00,4.923205072449596265e-01,2.040181495151614788e-02
2.243458351373486537e-01,2.765918189614542300e+01,3.102883856451209343e+00,1.209975397998863944e-01,1.588578529726006328e-02
1.816536184811444465e-01,1.777637705464176463e+02,4.460571028935797600e+00,3.459353395640204273e-03,4.529212968835107100e-02
5.329110607972477043e-01,4.621240780806621729e+01,2.679619812589021155e+00,9.968870259692583780e-01,8.322123372465690949e-02
2.010649552381088279e-01,8.752156842235278589e+01,5.288959234086047623e+00,9.092300123325637307e-01,8.619174775340367189e-02
6.424534396311654127e-01,1.741283769451743524e+02,5.153171464404443292e+00,5.175799604863215997e-01,4.779699866861359947e-01
5.537292423873656499e-01,6.925799424641800783e+01,2.709147441030824055e+00,6.587118345127593866e-01,2.358093699740263505e-01
8.612139868144720323e-01,1.688443125986603093e+02,5.972098139259431449e+00,2.117171169023135402e-02,6.358048020801502220e-01
6.844392391980314017e-01,8.496810025200690575e+01,3.406171103842055015e+00,1.031630217984675468e+00,3.390600052092292982e-01
9.175333203288599249e-01,6.657282136104939241e+01,6.246574899796576014e-02,5.593594900061944486e-01,-3.214091343160455416e+00
6.938960890677526860e-01,5.556789458477425114e+01,6.227075609829905156e-01,2.014685782396072600e-01,-1.871783436070861006e-01
8.379680297779039666e-01,1.684871340830569011e+02,4.544753679509526911e+00,7.417039333614131591e-01,5.822490830731675837e-01
6.050884356668184694e-01,1.337833793659414994e+01,5.261350661824367059e+00,5.162123231786250876e-01,5.955458584804820127e-02
5.291589878653956136e-01,1.336499775411149926e+02,2.911409422204747632e-01,2.174745205085612532e-01,2.630531958598214884e-03
8.234610029457477554e-01,1.916355232292745825e+02,2.153007096081600125e+00,3.819034368985062267e-02,1.413191955368116037e+00
8.762745241275381458e-01,1.920220229214663377e+01,1.464056594866601779e-01,7.775649775467073921e-01,-5.102410438156070871e-01
5.897436929440480480e-01,1.795931742779539775e+02,5.851127868597856718e+00,4.817245446127376707e-01,1.390046680228531173e+00
9.056649526502106307e-01,1.133823678923019145e+02,5.512892073694306561e+00,7.328317417718535065e-01,-6.688932781209573353e-01
5.746235598057555238e-01,5.366886208640269729e+01,3.733258622970614837e+00,9.030004115001064591e-01,2.533361111559467166e-02
7.401353334468944167e-01,3.748510814361326737e+01,1.126491002673800645e+00,2.259994786060475491e-01,1.387702640940307874e-01
3.679033100291429492e-01,1.024732328622761486e+02,3.320833744011916000e+00,6.815747738797325317e-01,2.437016952361288069e-01
8.366538836288887060e-01,1.493243399910487312e+02,6.158631492656931883e+00,1.471342740775810343e-01,-6.017838314978740222e+00
1.566749909050252076e-01,8.488265451928837990e+01,3.942503835465820838e+00,7.576550121079166089e-02,1.038189707441149745e-01
6.856496021709015398e-01,6.144844234159981511e+01,1.264605046861156268e+00,1.348145518670148812e-01,-1.281116073869742189e-01
8.624615248506877219e-01,1.747804678018102607e+02,3.135780958120563788e+00,1.029534033267055726e+00,1.715345418568457181e-01
2.528327447430476771e-01,9.954385884308591415e+01,3.125632559315733250e+00,1.018050853042634873e+00,2.993112605785449437e-02
2.438588430153558195e-01,1.183466094440429401e+02,9.396763204641174205e-01,2.610376058061448790e-01,1.456375987909215297e-01
1.003043215546006450e-01,6.516538549643448164e+01,2.201113712763295815e+00,3.004028126536628096e-01,6.475951283350518672e-02
4.471789502477833134e-01,1.931258686905917443e+02,3.988337204658575441e+00,4.484539679814884550e-01,7.495325533170337229e-01
3.985847846444013909e-01,1.359895682242079431e+02,3.719514858409112001e-01,9.736413005015529532e-01,3.998021634330197194e-01
9.115699279640027131e-01,1.070434325749070297e+02,4.297731339082680790e+00,1.166732949330147040e-01,4.212146813036304199e-02
9.151749253052199329e-01,7.283806707530416702e+01,2.473612776301967298e+00,5.331091796058381460e-01,1.132390874937079517e-01
6.962351998260228880e-01,1.386638291426588125e+02,8.672157748850062298e-01,4.885224953690944782e-01,-8.462791331411174955e-02
6.664588680169162282e-01,1.779462759688814231e+02,4.183181412515975417e+00,7.788016122097171090e-01,5.371176780264060868e-01
8.915566864445714224e-01,1.970668037210007242e+02,4.882714064009135768e+00,7.412676278938485908e-01,-2.554188398184678022e-01
6.931955689015004696e-01,1.540189540011390363e+02,2.781674722877565564e+00,7.636996273801930357e-01,8.353182807015613331e-01
2.308889423712764954e-01,1.419964721849278533e+02,3.473715469479592421e+00,4.666887762366546677e-01,3.356348417716104593e-01
2.723223125273456224e-01,1.385049821565306729e+02,1.833987856164252417e+00,4.488997156036083486e-02,3.473902258451324471e-02
3.912078977852335715e-01,2.090649280069361993e+01,2.379448068433551278e+00,5.931765649692748443e-01,4.031147020628295802e-02
8.496449088082624890e-01,1.941985883414508294e+02,4.045620190239627156e+00,7.684414337947996498e-02,1.750129835793488464e+00
8.996807232243858587e-01,1.595939390836751386e+02,9.618453702855462861e-01,1.980822290609950409e-01,9.301411746146663884e-01
7.658665452738243618e-01,6.124599888033313277e+01,5.423318961015356265e+00,7.426519930106461054e-01,-5.830634741185371922e-02
8.039600223985140515e-01,6.506227626927781671e+01,5.007400853732030477e+00,5.944463161875327417e-01,-1.488125068130819184e-01
1.850417922919198321e-01,1.169570193855826403e+02,4.568423750617406354e-01,4.356920105604676907e-01,2.691105246808702112e-01
6.488643722761939792e-01,4.060892930691167635e+01,3.487287914310209236e-01,7.855865774500059295e-01,1.978475965148596138e-01
6.312620280055176725e-01,1.652737462423665988e+02,3.349127035762056170e-01,1.494824821509933843e-01,8.910532670860555893e-01
