u,s,m,N_e,q_eq,q_eq_noisy
8.019542309105734445e-04,3.034468340627040628e-01,4.242179396205029707e-01,1.298299735792290619e+02,1.417899443577485818e-01,1.380687181567266109e-01
5.154912427067025182e-03,4.392658901148799311e-01,4.340355364448054143e-01,8.872813268312738444e+01,1.808072412019659236e-01,1.830597006513594582e-01
6.672177869004204806e-04,3.827662761111090273e-01,6.070996676944256931e-02,5.090624186806124385e+01,1.348163741687500305e-01,1.345251006677004313e-01
6.504582248051804863e-03,6.631462958281963971e-02,4.789902148453312192e-01,1.105421176084973212e+02,3.255416442789634268e-01,3.240510628012547856e-01
2.636117089075751870e-03,2.652580477141858184e-01,3.141962052469343680e-01,1.450233662285456262e+02,1.750601254762983450e-01,1.749545194435662698e-01
1.817614628089773499e-03,3.468052191493249947e-01,3.349820949445767582e-01,2.681207594720099792e+02,1.543217120656529828e-01,1.504331065204132789e-01
2.699454828667381245e-03,1.944979934989599646e-01,2.683514525380031324e-01,1.045723371065780043e+02,1.907850547105669758e-01,1.892068473834861153e-01
2.503883000587108637e-03,3.765179767607050865e-01,3.919786816579278188e-01,8.520965191443779077e+02,1.599193280879095125e-01,1.602537089370787704e-01
3.199349613870923047e-03,4.180135227528679054e-01,9.109666801622628984e-02,1.703479354359472779e+02,1.646621129664451177e-01,1.673408298439432451e-01
2.539947602417553640e-03,8.860694557298079421e-02,3.320503100455818313e-02,3.558485251396392073e+02,2.278749526195636144e-01,2.276712028799290077e-01
1.250595129231164577e-03,2.284502599753518437e-01,1.566614324010033865e-01,8.774768903755796146e+01,1.592693578205889859e-01,1.600238688546270494e-01
7.380666432241522225e-03,3.615712943695022497e-01,2.485626049771746948e-01,3.691392394314244143e+02,2.026528829525773567e-01,2.020276827105555173e-01
3.172963115432672968e-03,2.938103786656358629e-01,1.934575408337824154e-02,6.397011372424373121e+02,1.755473854145285784e-01,1.772356201917797414e-01
9.864350808075716612e-03,4.032332939378510672e-01,4.634977283167337481e-01,5.617923041868615428e+02,2.089281133534826584e-01,2.080941929063552243e-01
7.393343702216488220e-04,1.718059985590581484e-01,3.114939451232102141e-01,2.767581818350349749e+02,1.506320992969833461e-01,1.515195488579534067e-01
8.389695824722973039e-03,5.641452522408827580e-02,4.019969570107329027e-01,9.597749630636494089e+01,3.854542460906265067e-01,3.847508634644793424e-01
3.259398130825737119e-03,3.973342974994303889e-01,3.982725834115453112e-01,1.225833592861284416e+02,1.681892217276497736e-01,1.662202660223118800e-01
3.821741254249443141e-03,2.292613419342163228e-01,3.934797758299836135e-01,5.706470809184090598e+01,2.017044856197960923e-01,1.996850921046004479e-01
8.385280008963028400e-03,4.752015362447649105e-01,1.883127563737013177e-01,1.247181412933304046e+02,1.974099834910099383e-01,1.960878141037895039e-01
6.028888762921224068e-04,5.645450131234165669e-02,4.075999352623245753e-01,5.350785437165047398e+01,2.164545392039709526e-01,2.187447124286082401e-01
8.808520317419941265e-04,2.403936709794448623e-01,4.947126468211877071e-01,4.474255112060841952e+02,1.467804700517103822e-01,1.531374545881325766e-01
2.763329068897479434e-03,2.637924757688875355e-01,3.305898600386565911e-01,2.337019795665347033e+02,1.756505705288430030e-01,1.752193974078472272e-01
1.220401968309031780e-03,2.314006802005236785e-01,2.647352791878374023e-01,3.324165416833510562e+02,1.544463013772885418e-01,1.529425098900901725e-01
5.252412091271018877e-04,1.462950294989692201e-01,1.676213586474897821e-01,2.830316655636920586e+02,1.461240491038545419e-01,1.471623641068270927e-01
1.196446942913982668e-03,2.024848289228926013e-01,2.917032610752675059e-01,5.292644825537139468e+02,1.571040336839590323e-01,1.580570245296961107e-01
3.958134813824865442e-03,9.531789725589620565e-02,3.051904821983036920e-01,3.923763845740103307e+02,2.460614556601256053e-01,2.449764749421095844e-01
3.862692456216103125e-03,2.118076795257600731e-01,1.765048649478931364e-01,2.373860116940197429e+02,1.994730120596735212e-01,2.032943665533537281e-01
5.378319467459792558e-04,2.019424664002808512e-01,1.334835179300575825e-01,4.456323178892817509e+02,1.384459521179660091e-01,1.401785253533312792e-01
1.317326601821371341e-03,3.633937507158953029e-01,3.943610409913952952e-01,7.224182200830040301e+02,1.453715135377700585e-01,1.472424340882806659e-01
6.517324054294396790e-03,1.047242894778904060e-01,2.245596854538781662e-01,4.567802878497349184e+02,2.790748444583754928e-01,2.791895716409405481e-01
3.533572162954313253e-03,4.607128015766882578e-01,3.745598111780878980e-02,2.900559296076618239e+02,1.638218699623104624e-01,1.640705423557127507e-01
3.195526068499379962e-03,1.416572861841077779e-01,3.097153675970857334e-01,6.023261748831824747e+01,2.227427941924701449e-01,2.246809729671254974e-01
9.244388751893437353e-03,2.196241825767359934e-01,2.598472164983834376e-01,5.479474365198890240e+01,2.572034889143389735e-01,2.544069257525972128e-01
1.338407388245658504e-03,4.518959192878758135e-01,2.216404094080100529e-01,1.287443650484693478e+02,1.417145003429241545e-01,1.400939022202711548e-01
6.416019321739320101e-04,4.881249301357302728e-01,3.590563379316596970e-02,5.025757311839157637e+01,1.293991241617983012e-01,1.295700601299039911e-01
3.203645786660451380e-03,4.870435216106874798e-01,4.009826738698452075e-01,3.195314787609977998e+02,1.600400051792583711e-01,1.571036910474844506e-01
3.402537625723251174e-03,3.823601350559838186e-01,2.412795899994472637e-01,3.072416408643409227e+02,1.690996150101375661e-01,1.723850278743862818e-01
2.582573818645017127e-03,3.964629204851961020e-01,6.267583046207464426e-02,8.167558538039170344e+02,1.583408365308670018e-01,1.570906098420065955e-01
8.723185460912677436e-03,2.229520528159190662e-01,2.731509849007523472e-01,8.708697775558106002e+01,2.467261399939191802e-01,2.458644424985053645e-01
3.839754166329260171e-03,3.899614215361615344e-01,3.018987754104773269e-01,7.714147601342160669e+02,1.718792263001703846e-01,1.725267047101999851e-01
6.126076362710170323e-04,9.952565664251582234e-02,2.391781493400133018e-01,1.259803773239593170e+02,1.663719033652529267e-01,1.693894010519283178e-01
3.479914961838466263e-03,3.298647764210740352e-01,4.615904168417724884e-01,1.778533945770116986e+02,1.759407818890890984e-01,1.758544314192597990e-01
6.101995427607892920e-04,1.451174887393893997e-01,1.044362818779756008e-01,9.511784535436245847e+01,1.548019653570387455e-01,1.532650502244773116e-01
2.761336735551273187e-03,2.351572443553759384e-01,1.920359682077679153e-01,3.110438629399109232e+02,1.796444427101778207e-01,1.777761404462900874e-01
2.253997616602040031e-03,1.012376732811212376e-01,2.459967454306939416e-01,7.520642716347120995e+02,2.078571098925103000e-01,2.083223231287593957e-01
5.043435455312754055e-04,6.195793757051901857e-02,1.169790315079717313e-01,1.598836581451896564e+02,1.773599899937589319e-01,1.761998491390464328e-01
9.008350029060437905e-04,1.199767025706200280e-01,1.219545414681966200e-01,1.103460315998158876e+02,1.715833420346497828e-01,1.763329207369417895e-01
1.751895665603338129e-03,2.484469379110298970e-01,1.848417558165813546e-01,2.273570712316585229e+02,1.627896115999496740e-01,1.653079376124050592e-01
1.301601605278146718e-03,3.933432171554203105e-01,6.133723228612081302e-02,3.848652517266796167e+02,1.418196130057653159e-01,1.354816120001672008e-01
7.445693425518079295e-04,1.566249317700090238e-01,2.779918431688419012e-01,5.701633957578193446e+01,1.632759491348519110e-01,1.614164036373341715e-01
3.173140641383917840e-03,1.025251429363217004e-01,9.363413764743638845e-02,1.081100414119215714e+02,2.407668943296127073e-01,2.414733858486917961e-01
8.436297164920870950e-03,8.172441553754482280e-02,4.028849173724214916e-01,7.919867150816382662e+01,3.397914390632905679e-01,3.444210828074393826e-01
5.621417627202866113e-04,2.541408387073409436e-01,4.203382296433353371e-01,1.720384512440366791e+02,1.384046242314536934e-01,1.343658195770805475e-01
5.030353247980391858e-03,2.306413544982310326e-01,1.388743188098096049e-02,6.025051953074286075e+02,2.082586671480537444e-01,2.073727459538014239e-01
1.439597203874497071e-03,2.763703556396152616e-01,9.218578174615998932e-02,2.040469298701858349e+02,1.539411701870795901e-01,1.563515322151770581e-01
1.128043313376764873e-03,3.002655854798833568e-01,2.768637832669706977e-01,1.318327088285301443e+02,1.478644602921697360e-01,1.464774435872684133e-01
5.391930804146130400e-03,1.771614245346543881e-01,1.472147397230459398e-01,5.122531020332178286e+02,2.266445889378310707e-01,2.267873872636261001e-01
8.149456327351842916e-03,1.642052488199179372e-01,1.158405269163453322e-01,5.831742069970007236e+01,2.780455483141870410e-01,2.770445711853535276e-01
9.463770906057988874e-03,4.892412531345003424e-01,3.559800582627952736e-01,1.948016613641789831e+02,1.996068643090187777e-01,2.009499836217818192e-01
8.185102702803903271e-03,6.558486053530244997e-02,6.403740973537502823e-02,1.120965974675893904e+02,3.903060408529951397e-01,3.881075935815059830e-01
7.261817342958931925e-04,3.372517046581640088e-01,2.219681934514224353e-01,8.026865549807311595e+01,1.380065974974646892e-01,1.380525483451823521e-01
5.172061942720455885e-04,1.369520813805986115e-01,1.646221156399357288e-01,9.224995645067632495e+02,1.454146237941988107e-01,1.425043739464967874e-01
4.694272969227244671e-03,3.764043771891155132e-01,4.530709111317254845e-02,6.263815849906438871e+02,1.810672321204517543e-01,1.830214303001858334e-01
4.932089495253838551e-03,2.359434457025048060e-01,1.825650124750113901e-01,7.158488536876313901e+02,2.042138107184140183e-01,2.054243699400123413e-01
7.813127822208730793e-04,4.030208187352879445e-01,4.137304637297856136e-02,2.501278619372439778e+02,1.321185390796894565e-01,1.320456802939764807e-01
2.780172937890688749e-03,4.854831289389479054e-01,4.385723211859271498e-02,5.018968571282585458e+02,1.547232706102016908e-01,1.547972407513620863e-01
3.443138492844011796e-03,2.195861679156059232e-01,1.079345824714122992e-01,3.340732523529161426e+02,1.919687474096674062e-01,1.920234927214365950e-01
1.572336716028679190e-03,2.351314554317428529e-01,2.012993980178991449e-01,3.186273193570288527e+02,1.607442653221702877e-01,1.600055946766505977e-01
8.297451632664592765e-04,4.481276006307535198e-01,2.124791739420845427e-01,1.120813347505598614e+02,1.336941449496622802e-01,1.340081646682737826e-01
1.384171984910997390e-03,3.907042653507665775e-01,3.231649543674520175e-01,8.209199586435184983e+02,1.444074724558750689e-01,1.451412173454859622e-01
1.162415589135303235e-03,4.850924692537493810e-01,1.136652798591025748e-02,3.199229813656799593e+02,1.351759580717863118e-01,1.350383543653994323e-01
5.116356185236021039e-04,2.444712896110292633e-01,3.709518178503576347e-01,2.414307739250753286e+02,1.365088024221423058e-01,1.353197048411183545e-01
1.142036226832217208e-03,4.382811489823972284e-01,1.263852667004812802e-01,8.944715782485375257e+02,1.370762522751247658e-01,1.362631366532363331e-01
1.053059219094862331e-03,4.897447307038271247e-01,2.782707257163509751e-01,2.439445760556448022e+02,1.353788867539452712e-01,1.344618449849251385e-01
3.784386687696232685e-03,3.120302243223894711e-01,2.576146402285995896e-01,2.678461687043724737e+02,1.805522326189030746e-01,1.814605785805892824e-01
3.374510169920935231e-03,1.027864756188459489e-01,4.844760392414164674e-01,1.870914981506731465e+02,2.312023631839665583e-01,2.315113552392733809e-01
3.784235320797703882e-03,1.686865646766313176e-01,4.715093997771444556e-01,5.584242725944885422e+01,2.190644725969393136e-01,2.230104372540916702e-01
1.202672632398607989e-03,2.725911471499912753e-01,4.978396321584648287e-01,3.664403394482160365e+02,1.508862053602758047e-01,1.505397299164863423e-01
2.968440373901403469e-03,2.522354716526722940e-01,1.145623488759077158e-01,4.015767880013349327e+02,1.793551804481496315e-01,1.795060615702293860e-01
7.172404051548245769e-04,2.749121201619384447e-01,4.350395295505817828e-01,1.270871052595248472e+02,1.419818551146874996e-01,1.407233881831173594e-01
4.939125262638641677e-03,3.546514062175685766e-01,1.188767595428009693e-01,1.567923876804129293e+02,1.872922167667998294e-01,1.874946134455086344e-01
8.353410267989275217e-03,1.730541417978897489e-01,1.415362345643051967e-01,8.442850512684027819e+01,2.688769565242488668e-01,2.679876112420783718e-01
4.947317282847170719e-03,2.712416616640813127e-01,1.187244425962911687e-01,2.489401905543883800e+02,1.991797778872630154e-01,1.974614894681625266e-01
4.472046943926668086e-03,5.391752145814110442e-02,4.772904024798357847e-01,1.393561294033151228e+02,3.101491361667338964e-01,3.104722493986506460e-01
2.772433691949490690e-03,3.779495285648841185e-01,5.729446728679343792e-02,8.806537151101681502e+02,1.619116626091962885e-01,1.650942328840417916e-01
4.909699156275143875e-03,3.133292481208238556e-01,3.084681062856912681e-01,9.796204756543149870e+02,1.895650533820852357e-01,1.878342905811958286e-01
2.008302980110840148e-03,1.394084188170823246e-01,1.900588703416228320e-02,5.189732353634193629e+01,2.052537281013362414e-01,2.039510043395078576e-01
1.081640496614782966e-03,4.216295115667929583e-01,1.141242803758102387e-01,6.637731236670809665e+01,1.402402753108790423e-01,1.401609591658956322e-01
5.152578806326478349e-03,2.960087857923561772e-01,3.818986826211296925e-01,4.519529083904392337e+02,1.942606390668109306e-01,1.947673923726938039e-01
2.352936894961558337e-03,3.288191936814203187e-01,4.509075281616638509e-01,1.718979486016394844e+02,1.638981166206851803e-01,1.664981657616255162e-01
7.991598300072873598e-03,1.687725397693421447e-01,2.625543410718047532e-01,9.580201550845454506e+01,2.623777623761757716e-01,2.610808338302860743e-01
2.899302419093264301e-03,3.331307113746767579e-01,3.496421929548733099e-01,1.858019346847745794e+02,1.694401507512072746e-01,1.691585459108913281e-01
2.475784897011716612e-03,1.058583705654269763e-01,3.595025998334827610e-02,8.905147946763014488e+02,2.124283839898372106e-01,2.108313525961918178e-01
5.616363088966433046e-04,2.167302085850651983e-01,4.366282521367955138e-01,1.067549182835289088e+02,1.434521777898865036e-01,1.416918330139591564e-01
9.697961880435006753e-04,1.633817817345227519e-01,6.422340848882318598e-02,4.769760301846363291e+02,1.568216964116785628e-01,1.558627031299541221e-01
4.304969124058987545e-03,4.827524480150597874e-01,1.266765130691190899e-01,1.150615522856323167e+02,1.702416104157512822e-01,1.679937278926421085e-01
1.861947043450551398e-03,4.462010847655246693e-01,1.638338637833562927e-01,1.653871833886751972e+02,1.483071515049754763e-01,1.491806820882750073e-01
8.004621831588388386e-03,3.574761753876468662e-01,1.536657307544056494e-01,4.206176815447610124e+02,2.081847797270616196e-01,2.102651374669324280e-01
3.157523278447879958e-03,1.318956765052510804e-01,2.897085232790352349e-01,3.359091253013899632e+02,2.125169081968065754e-01,2.114561852507859663e-01
1.102382558778601356e-03,1.201259045756204319e-01,5.547656260928035543e-02,1.681489387815319390e+02,1.751084749196488155e-01,1.736717586339863451e-01
1.041943054485202627e-03,1.890119255538679210e-01,1.754160752114825028e-02,5.583338565906900897e+01,1.640994942044684823e-01,1.667115056094505554e-01
1.197459251481615373e-03,1.439922762575016335e-01,4.538761547530762996e-01,7.426180877700329575e+01,1.777050728039138994e-01,1.772378991599912190e-01
9.581337453283721639e-04,1.494222199335940582e-01,3.906497931908752830e-01,7.280936327100904748e+01,1.695142534643103160e-01,1.724450741434072343e-01
2.458180192800382344e-03,2.870809498801178972e-01,2.250341214087054342e-01,5.725665544019273057e+01,1.742922181178742091e-01,1.684605237643856945e-01
6.442375047121551854e-04,3.223283308499849675e-01,9.452704380310206211e-03,9.624751371700699565e+01,1.346898282439873418e-01,1.343141198174023498e-01
2.828119046789976006e-03,2.995044263618950597e-01,4.065213628013493730e-01,5.600883280835734723e+01,1.775801937379543338e-01,1.754985971853509352e-01
1.807467250341729436e-03,4.194733459523478647e-01,4.700727104086876995e-01,8.297926613315785289e+02,1.494001437512904595e-01,1.482852540451841949e-01
6.956003783463103954e-03,2.197371482331184067e-01,1.081823329675375978e-01,3.651435733227164633e+02,2.300547129194989160e-01,2.316190114086781604e-01
7.208724255167079861e-03,6.961887103977823510e-02,4.082385955161239588e-01,9.152833172788308502e+01,3.400999181655084969e-01,3.422133684556151745e-01
1.217794989891133163e-03,1.471033572874330952e-01,4.748093716817867183e-01,2.733468002205427752e+02,1.691227729123608026e-01,1.687249752553741100e-01
8.855383955787642482e-04,1.712846016895444301e-01,4.748215228513817943e-01,5.039599539073408891e+02,1.546754391443521670e-01,1.564972601616845815e-01
1.770039277298663142e-03,8.047993080785363629e-02,1.213000090174289336e-01,2.471070704533226206e+02,2.138308315018987715e-01,2.115385663351386503e-01
2.278862633331280203e-03,7.423702102205161080e-02,3.043079800048764660e-01,2.745849263978626027e+02,2.301927035448099179e-01,2.306831401675023818e-01
4.207015690298564550e-03,7.698478145674408912e-02,4.283832081753197185e-01,2.126234663062006973e+02,2.671704015886438577e-01,2.668085089195078585e-01
9.160358106285342028e-03,9.977014956968655035e-02,7.989070026110411948e-02,4.932331417236687230e+02,3.260270401907229831e-01,3.225723987159569428e-01
7.300734746381863129e-03,2.762346321548638794e-01,4.378517261583936282e-02,9.808284368194054537e+01,2.234215440071085079e-01,2.251728582248787858e-01
1.641906824901502191e-03,2.462723721204753136e-01,8.976482779656219657e-02,2.411298541488573051e+02,1.607461047257594811e-01,1.593489302533896423e-01
2.590240521133714037e-03,4.401145286919789235e-01,4.632189830822689980e-01,1.387017668177490179e+02,1.584543485619457626e-01,1.592673032637928754e-01
2.851347557726134109e-03,3.833414934861825163e-01,2.197436020379429089e-01,7.884411158663706374e+02,1.627462024458287415e-01,1.611635152012483030e-01
6.961700781963307827e-03,2.100333083396628830e-01,1.642400880817340147e-01,5.409086615415909449e+01,2.436462062598015732e-01,2.439454180726011445e-01
6.859699819518074414e-04,9.854786603414869561e-02,1.427722812113234596e-01,4.222264486943125235e+02,1.630498450133671118e-01,1.642263033440343467e-01
5.757853088957348708e-03,3.072033846241750688e-01,2.304373509301663181e-01,6.321994795503907483e+01,2.047949898485565967e-01,2.047398508162759645e-01
1.097986986635489902e-03,4.829009915114572671e-01,4.292941379620100473e-01,1.716428374396742811e+02,1.377737363183252628e-01,1.367703690270876682e-01
6.899710496444898516e-04,2.151915708061070132e-01,2.617789808984322120e-02,3.991122017477414943e+02,1.414932724543530029e-01,1.426559382890470462e-01
9.422913534025653334e-03,4.839624665033200324e-01,2.475114524124238380e-01,4.656534703914247189e+02,1.999310943733647317e-01,2.003079529774177137e-01
1.415192767728963965e-03,2.544530803856099865e-01,3.685945868975300521e-01,6.509825682763951136e+02,1.554168304262486255e-01,1.545313632327380005e-01
4.698288108924247343e-03,1.654941780195174628e-01,1.787671054681523874e-01,3.987733987749956555e+02,2.225055127817320011e-01,2.225492001732921332e-01
1.485225045361427028e-03,3.310416317573000033e-01,2.432512743737354488e-01,1.978945135249576026e+02,1.506121843661398230e-01,1.504064118149620877e-01
1.194401396445218767e-03,4.285640676294975582e-01,2.811676536370797397e-01,1.187807963779813036e+02,1.411968882705866291e-01,1.404745458841685501e-01
2.545933217467477409e-03,9.571384985390282707e-02,2.906913435600934625e-01,1.593706956838569226e+02,2.245317018935338027e-01,2.262950734402892905e-01
1.004709850071752253e-03,4.609709934306890355e-01,1.608876916709975347e-01,4.919933754045005685e+02,1.343518866709514370e-01,1.377896754511880595e-01
1.039855887052552408e-03,2.273392036721184617e-01,1.920481202665075271e-01,2.480878024382637363e+02,1.511071802799450470e-01,1.500480876766591420e-01
5.822950755123480369e-04,2.274606937930293560e-01,3.719052890012691792e-01,2.314312062620535357e+02,1.401717617680411920e-01,1.398988995591592954e-01
4.253081268215029749e-03,3.629122096092508021e-01,2.114998201219278617e-01,1.126148237864852319e+02,1.809373787999444261e-01,1.790226102920451645e-01
7.900988142346255724e-03,4.200355766730752838e-01,2.283596610358509249e-01,6.271130225013722281e+01,2.031006153958218041e-01,2.004042710997970544e-01
5.074531701206439665e-04,1.000210146029212877e-01,1.953339379445092061e-01,1.258634232076644821e+02,1.608261800958243615e-01,1.630603943537271838e-01
1.186078120108243362e-03,2.439253852676689371e-01,2.058862839155181645e-01,9.710123445929087893e+01,1.554918031987859439e-01,1.541168778460340893e-01
6.770432617349484740e-03,3.810214980497402815e-01,1.746819423885312972e-01,5.917477148038342705e+01,2.016295826098330191e-01,2.022760205039228210e-01
3.025787559142350744e-03,2.536171404244849659e-01,1.258647307811638916e-01,6.077906591373601941e+01,1.870180455006613118e-01,1.842764633637365701e-01
7.349308997000577942e-04,4.889543377219024434e-01,3.386193499553175057e-02,6.266773386623068376e+01,1.304612276177336827e-01,1.291519518342021111e-01
1.027381081956553043e-03,3.404336946792805296e-01,6.114831650284491271e-02,8.181534339853999427e+02,1.395965409982697636e-01,1.405107066537900629e-01
9.308196805553435723e-04,1.149356365377502132e-01,3.224135476788366206e-01,1.060485565483866282e+02,1.752265487265467769e-01,1.761436117878751040e-01
5.533586750220894366e-04,9.827442596466234859e-02,9.000443728645612929e-03,5.491839642072946504e+01,1.752125147234888936e-01,1.756487043616319910e-01
7.349826770787247021e-04,2.431226742622177861e-01,4.408018698204315133e-01,1.782071014738293684e+02,1.441542749124258838e-01,1.449385521965185220e-01
7.316750355376695856e-04,3.058829649733435518e-01,2.999227009586180048e-01,1.243054943554039085e+02,1.392545706568984742e-01,1.396567376193132703e-01
2.261652355797157642e-03,2.513703276079471971e-01,3.995969111000579055e-01,5.006925666856000134e+01,1.784473036449978067e-01,1.804204922080001328e-01
4.994393085985494515e-03,4.304554226693277919e-01,1.092204373278972129e-01,1.723854604068206982e+02,1.792751863154686265e-01,1.826394176731685193e-01
2.367792351266736258e-03,3.255090410882993668e-01,3.571062831514109082e-01,9.561073395230251037e+01,1.658932654785325034e-01,1.669882118767137547e-01
3.570733224298900613e-03,4.690206563858287936e-01,4.744962978220906846e-02,5.793935895818483317e+01,1.671656068978593090e-01,1.669098780365894930e-01
7.058426408727641599e-03,4.657745353208666561e-01,4.726980707560545225e-01,4.749058657208174736e+02,1.876067766637662393e-01,1.855195925590233386e-01
5.186163298761059873e-03,2.910577743906838655e-01,4.220044737314574967e-01,8.003487089554122349e+02,1.945839234256097616e-01,1.935791254063912725e-01
6.741551796314822816e-04,2.268628175713770512e-01,1.668550606381985491e-01,1.522707296648324871e+02,1.427050755415207317e-01,1.420246493382193442e-01
5.418825637785172926e-04,1.313291884355110850e-01,3.242459397090521889e-01,1.410257399546339627e+02,1.534642455467344901e-01,1.563102572488304920e-01
8.104613552881783853e-03,3.661020923299160845e-01,4.032519638630717718e-01,7.582981577251825911e+02,2.045982772438011132e-01,2.014702078717161837e-01
1.092071910868883805e-03,3.329967720752352034e-01,2.545906535709350771e-01,1.034164582444085596e+02,1.452652270262972112e-01,1.436386061619608911e-01
6.638678847182913519e-03,2.882653100727591844e-01,1.162795918902763126e-01,5.740383079629552299e+01,2.178961797275429102e-01,2.158008519198787445e-01
8.433201279667645140e-04,4.614141637751350555e-01,2.828569726623210157e-01,9.986217868390875765e+02,1.321773521104090965e-01,1.338734235688841256e-01
6.966345836885981177e-03,2.311401749399111250e-01,1.130032633756468674e-01,1.918247961824252741e+02,2.283662029866228571e-01,2.269386252645633484e-01
1.869981790549280062e-03,2.754936649501646961e-01,3.103138122065740023e-01,9.775619393299567719e+02,1.603324365505922611e-01,1.566234122387142602e-01
5.452380524192462167e-04,2.825342653874604038e-01,4.251745455548844310e-01,4.567897100669692918e+02,1.346506476186823675e-01,1.305018020672212009e-01
9.676759677278309879e-03,1.924202490053177339e-01,1.454156495534243421e-01,3.988048448828420760e+02,2.628445734668370393e-01,2.634162854812344690e-01
7.096159290383280676e-04,2.492580136349123454e-01,3.550613074065047670e-01,5.009179941477851798e+02,1.408157708425816224e-01,1.375031643285032634e-01
5.366964302259256579e-04,2.482869546795025140e-01,6.280239284370764397e-02,1.829721054465057648e+02,1.353518533215411768e-01,1.375002291163250900e-01
5.507012275808849215e-03,2.985931928615970787e-01,5.195296342942412604e-03,4.911460869797597297e+02,1.994194961164177382e-01,2.014912280595736460e-01
1.328181659026990858e-03,2.497162987013487045e-01,2.383937550463568478e-01,4.882293303765831638e+02,1.539961733462812121e-01,1.516719182886380468e-01
5.497983649078607609e-04,2.042746755309978735e-01,4.695011098440798336e-01,1.175067257932914515e+02,1.441968739950716949e-01,1.434580567312868371e-01
5.185165762199319111e-04,1.388709956299478132e-01,4.664550251163335770e-01,1.458625345606523069e+02,1.515192646465775284e-01,1.514986506426039270e-01
1.692800233148730304e-03,4.357112969713899386e-01,7.162022513620114328e-02,2.294770157409254807e+02,1.457697199680259292e-01,1.427164744265637386e-01
6.855942260236792471e-04,2.821452380357500900e-01,1.028279253616368738e-01,1.992634968842552041e+02,1.372573888536295639e-01,1.347188838629234386e-01
1.435995061923987228e-03,4.360859668180289694e-01,2.174358164855530462e-01,1.691241598148968137e+02,1.434209237460666586e-01,1.420798684443702609e-01
3.909576050241249205e-03,4.771477694923196844e-01,3.863962494853586116e-01,7.889529323396562859e+02,1.659334138141662363e-01,1.657819097520552010e-01
8.633942580234890002e-03,1.821172929223456305e-01,4.237972408886302444e-01,6.378294110845203591e+01,2.612014597746634137e-01,2.616695764149378767e-01
1.204490623640685001e-03,3.199609603401454838e-01,4.394778938441735172e-01,1.141849865086417282e+02,1.490659441106199357e-01,1.452281597189237217e-01
2.803978096767681047e-03,4.763150594236068569e-01,8.376384780172579925e-02,3.792132821878852269e+02,1.558040635814720576e-01,1.561987087812719832e-01
4.121036054662735072e-03,1.416913647742117643e-01,1.561055907999064352e-01,3.354367741059952550e+02,2.252088295104399396e-01,2.248919026703321833e-01
5.400048301260070016e-03,1.685214042256817091e-01,4.421403343179328149e-01,1.301477990086292778e+02,2.296695833075763638e-01,2.290514575075808801e-01
2.193749480054739062e-03,3.049631902985166509e-01,1.044224068544986617e-01,8.398977852913205879e+02,1.615287760900258052e-01,1.605177714788649790e-01
5.349233028980094479e-03,9.302121001967211811e-02,2.184679585640041943e-01,3.263854538396507223e+02,2.746280886098958485e-01,2.765929390482227412e-01
1.994008025577414123e-03,9.288585682675626343e-02,2.079325544499083245e-01,8.293995064417885033e+01,2.229942305054625484e-01,2.260270433258398104e-01
4.633478289823006642e-03,1.023497380890435599e-01,4.231647414591024892e-01,2.858336233006564271e+02,2.497989903947230861e-01,2.487917685427609160e-01
3.345287069830525217e-03,4.736889579720116594e-01,4.281806768860592083e-01,4.137044721049027203e+02,1.619429987142819161e-01,1.615094708619029540e-01
2.011031459876657518e-03,4.652732103692294729e-01,1.968508562851964405e-01,5.865967332418689466e+02,1.481820058780269345e-01,1.449142704292047112e-01
6.781973713291076546e-03,4.852552050341714662e-01,9.176573570440005323e-02,5.790061886960879747e+02,1.856138318069535387e-01,1.847144537152405341e-01
1.275466749135822876e-03,2.349544529199161791e-01,2.202788251997506719e-01,5.152906925341771682e+01,1.631173557478844960e-01,1.643984604349144618e-01
1.467070296690969975e-03,1.123420207480441274e-01,3.498818562400789478e-01,7.360206481456473284e+02,1.832070620689132401e-01,1.829119356830521681e-01
2.123442529136268780e-03,3.511258056247885118e-01,4.685275209139509456e-01,1.658230367007805626e+02,1.592779921068664395e-01,1.599000246532485681e-01
6.006557137656315208e-04,2.184443104962774940e-01,4.575605774095804490e-01,2.452711896085150443e+02,1.420033044918784237e-01,1.416951309848476503e-01
2.942582123552816859e-03,2.526258640186658799e-01,3.832106621650628320e-01,6.962061946224113740e+01,1.846406513245972547e-01,1.847531734720354868e-01
5.376017741183291903e-04,1.093431380364717764e-01,1.719950288725984877e-01,3.379597975627588085e+02,1.538745650006557719e-01,1.551273699626347369e-01
6.700362012363582018e-03,1.078908389115230959e-01,1.433745937196291287e-01,5.570691350097303030e+01,3.077531200878725337e-01,3.092088372038696575e-01
1.420267751881818105e-03,1.225773726265928787e-01,3.893040446295568113e-01,6.055681539085954768e+01,1.944853650900640607e-01,1.905230852821818976e-01
7.153669149515012003e-03,4.461828999180261768e-01,2.312817990006357238e-01,3.572083686523340589e+02,1.913486867191847296e-01,1.908546064625251393e-01
7.822018871829717820e-04,3.819451733885425582e-01,1.869842412739170512e-01,4.628996573357003399e+02,1.336343054875938074e-01,1.277614918611655881e-01
4.273960635155550809e-03,3.555781238313134862e-01,4.547303823089874353e-01,1.963647207495898783e+02,1.801714808082225949e-01,1.801499507785057352e-01
