a,psi,theta_obs,q,Prad,Prad_noisy
2.175098215759491236e+20,4.518839958372790067e-01,9.098842573203463902e-01,6.140676389341871988e-19,1.717043666625382658e-11,1.721480914430232839e-11
9.472507118535597097e+20,1.185308506473661261e-01,1.145192088227905414e+00,2.959059144762709447e-19,2.643563355881138507e-10,2.643211664568064987e-10
6.632081270070391603e+20,1.103410192776132170e+00,1.135508716870017754e+00,3.694137445177044080e-19,3.633059874641250839e-11,3.623215096114561555e-11
7.110252270192011510e+20,6.178660989210692511e-01,1.123047417157957417e+00,1.397053383013325825e-19,9.239492912460861905e-12,9.138523236701078804e-12
9.470925438769400381e+20,1.328359993595987332e+00,5.896131665716233261e-01,3.746006349829190527e-19,2.011872068137771668e-10,2.011210983444161383e-10
1.562174124825960776e+20,1.186463371245425613e-01,1.159759831682043885e+00,1.203706132499336858e-19,8.476791936932172800e-13,9.621878549250823734e-13
2.701264853222831882e+20,6.500261606072850196e-01,1.386252881735087872e+00,7.583827180202684724e-19,3.586525629929658596e-11,3.618310552611769543e-11
6.136056381330832753e+20,7.176227077767860507e-01,9.595336361005070147e-01,5.632661430446908212e-19,7.849549671464115038e-11,7.847393805859136121e-11
3.680796036488604549e+20,6.240464094681794638e-01,7.883117258883771683e-01,6.691193614615344242e-19,3.032341464499868850e-11,3.024822507063877042e-11
1.147958996679540408e+20,3.781856407747999915e-01,5.358155324834733557e-01,6.208016131278654148e-19,6.535401049510745691e-12,6.587316799659374068e-12
3.621239303873932820e+20,5.405117279994674506e-01,8.584284787956953933e-01,8.088479702955719868e-19,4.800972335771430037e-11,4.805737290000115564e-11
7.215602428394500260e+20,2.309183698503667892e-01,8.934952537155894658e-01,7.189400504692168349e-19,2.850023677473621563e-10,2.849481187114613485e-10
7.142272791861150351e+20,5.674444075188622705e-01,5.589126488645220769e-01,5.679650812724403329e-19,1.355406353579109854e-10,1.357317030825950054e-10
1.219125861978152632e+20,5.389449029341446540e-01,4.470571466181496589e-01,7.571762449844217333e-19,6.860707236262162357e-12,6.947335898030425827e-12
3.910394941920287130e+20,1.005359724290364021e+00,1.125338706577627690e+00,9.023157200588051630e-19,5.350131052290109610e-11,5.359485655042662458e-11
8.713806625575102054e+20,2.580923918250166982e-01,6.838551821800831210e-01,7.645992924455873192e-19,8.310326120862686377e-10,8.310383484453969096e-10
6.874726694202111427e+20,1.286503648999321570e+00,1.973855509063028313e-01,6.281665847358221588e-19,1.064219445475579873e-10,1.064343781672281010e-10
6.572624204101997036e+20,3.647877156429779610e-01,9.052599557524227958e-01,1.559368801037796948e-19,8.874279885884458065e-12,8.971188824617226608e-12
9.763959173239540285e+20,5.900254163327928181e-01,7.756027628957967712e-01,1.275105153344117076e-19,4.857586048989836056e-11,4.843603233181127586e-11
3.958090821804562842e+20,1.261032655720530027e+00,6.762650644608260153e-01,3.841459490236165024e-19,7.412314725177654252e-12,7.331284819045005396e-12
1.749145625054497997e+20,1.365694242614331921e+00,1.933546478622314990e-01,1.015436676775859295e-19,7.544312065297640669e-14,8.398991905826069663e-14
6.580248274912808796e+20,1.362570173541985952e+00,1.142554952061597406e+00,6.572425561808655206e-19,9.915217625688952507e-11,9.900536055030082357e-11
6.761201827367704330e+20,1.060151501272841967e+00,7.273269339985627413e-01,6.454594180990008546e-19,1.165480800451116428e-10,1.167123506883240807e-10
5.932818365493364654e+20,1.100892881401677625e+00,2.629571592013940640e-01,9.391889733239677932e-19,1.425571324299198811e-10,1.424946210954768722e-10
9.589614345538890629e+20,5.996392636904327444e-01,8.101925607419560027e-01,2.667024542638073601e-19,1.824615226268148715e-10,1.824184377520441764e-10
7.124378969139525714e+20,1.082110773326688813e+00,8.849368160672409500e-01,9.220303525386586618e-19,2.967462373845049834e-10,2.967786113050064506e-10
1.610217764565208596e+20,2.430741191894901232e-01,7.218631882840345071e-01,3.776258899455550911e-19,4.620618337427849903e-12,4.771493221761618741e-12
6.828756960125360538e+20,9.084982429942137783e-01,1.300135083788608314e+00,4.812232927672201841e-19,7.936012585618749622e-11,7.935580833269603101e-11
1.598385021460229980e+20,3.747838563582359672e-01,3.715343328827365177e-01,2.932029241921009547e-19,1.144015201501012584e-12,1.067169444872940563e-12
6.133889547948804014e+20,6.348987059155303259e-01,5.992935173401965354e-01,6.491544942788246568e-19,9.541718421861558493e-11,9.532376910542119445e-11
5.523993338310299484e+20,2.480199450343502365e-01,7.395915381198041594e-01,9.143981776207406497e-19,1.627993760153492905e-10,1.628226366771617500e-10
1.025985692804723016e+20,1.345451529814993830e-01,4.041454819207264126e-01,4.492238198601890666e-19,2.370600686539169547e-12,2.312593643803545230e-12
2.768658097003010130e+20,3.021549185373467172e-01,4.170818078173111898e-01,3.378177631251068343e-19,3.560978885455671385e-12,3.798457820570272437e-12
4.766895552369896980e+20,6.732911539651973420e-01,5.805885651231114108e-01,5.549969005962315346e-19,3.141620509542526135e-11,3.154212139604803325e-11
3.874317005279108792e+20,1.091880405115658537e+00,2.594768039439140916e-01,7.131333100385988376e-19,2.353045339352990807e-11,2.321355334325000354e-11
2.196295488006337987e+20,4.080275806689148688e-01,8.227787922389888653e-01,1.394505856013501596e-19,8.251134785102298793e-13,7.321362036343424982e-13
6.551504483962532659e+20,2.517393018160404283e-01,3.434487578833346211e-01,3.316675460499959502e-19,3.203538907498715441e-11,3.207071365094110743e-11
9.489148459555456287e+20,1.916483115529072356e-01,1.147500785168295900e+00,2.381775237668938150e-19,1.713061705623474175e-10,1.715376527495548542e-10
1.351938558652309176e+20,6.897402007100960075e-01,1.192879397072671877e+00,4.712366121460483799e-19,8.074983477090333448e-12,7.873043244371677322e-12
7.935778840223970755e+20,6.218528018837784499e-01,1.361073228905504973e-01,8.477857665421878983e-19,4.612412244160275784e-10,4.611969283563149813e-10
4.177051201606826066e+20,7.539588051811105807e-01,3.396830325400159722e-01,5.224991400204392982e-19,1.689364250880844452e-11,1.701416061021331758e-11
3.444372498231677420e+20,8.229894691641074234e-01,8.198458364941236809e-01,3.912675769202532545e-19,8.134110103845736766e-12,8.064759268600669909e-12
8.144315491139354624e+20,4.673552264334458473e-01,4.827583232799194102e-01,7.990331786733683284e-19,5.300962498081909850e-10,5.301033897244807839e-10
9.385223805658732954e+20,4.299262743686518284e-01,4.011853699824978747e-01,1.462291207964098605e-19,4.634245245944982492e-11,4.629240360300814629e-11
9.834421932218148454e+20,1.368919175721889925e+00,1.025548151483267612e+00,5.085688943841003908e-19,4.844868588780641443e-10,4.845540148437023047e-10
9.398336083971443261e+20,1.450229304353181647e-01,2.664972653119750401e-01,3.425464320683781297e-19,2.708631246444724445e-10,2.707532022808979690e-10
2.121171574589275832e+20,9.298382579013625415e-01,6.771173029736982096e-01,2.422091623170363997e-19,1.188307525877553405e-12,1.190605068263437150e-12
1.101645172794294272e+20,3.511949017661737393e-01,5.280175006638327950e-01,9.757650113552605957e-19,1.580294621248158762e-11,1.565743372009648786e-11
7.728042435494321848e+20,1.042945978546333530e+00,2.177984368942486038e-01,8.594614133821732445e-19,3.565999487711081430e-10,3.566976586800948702e-10
7.876512092098478735e+20,6.371699542516803261e-01,5.746690324350295365e-01,8.995712627885087757e-19,5.343561053272403251e-10,5.344166332883202288e-10
2.341010069973700116e+20,1.119837920790831776e+00,2.075699205697442706e-01,5.836728299406608474e-19,4.819678834445533052e-12,4.816035895159884519e-12
6.154313342393479332e+20,1.358062372490293823e+00,2.140288035083410534e-01,7.928971873297610438e-19,1.106914162274888705e-10,1.106951147345468917e-10
6.796838205631118705e+20,5.899155962006391585e-01,3.806299144256719558e-01,6.706129245332620541e-19,1.435009344987061880e-10,1.435036717642946475e-10
4.442026685503038423e+20,6.348242045805904121e-01,6.233784348465376546e-01,6.563912495030831738e-19,3.827463550114428604e-11,3.823770196886830163e-11
2.521696296888992072e+20,1.250146401822176845e+00,6.524458522494197554e-01,3.425055240444691910e-19,2.171712664918047006e-12,2.187413650848621830e-12
4.059099689983463260e+20,1.084256766568881147e+00,9.402288813553750790e-01,9.407167650836813313e-19,5.573209339052992361e-11,5.576878063501047004e-11
3.534547860363508449e+20,1.356933800066386864e+00,1.295529727633666639e-01,6.576104263704193577e-19,1.530542305130361339e-11,1.529854286598426891e-11
1.069112089203513262e+20,6.618059477651955236e-01,1.064474726410929772e+00,5.730408691900849154e-19,1.047859389139956398e-11,1.041913901234836726e-11
3.481410033756365783e+20,1.221701097060258645e+00,4.286016934212513174e-01,9.664956924628070641e-19,3.337656810559946823e-11,3.333591232450504509e-11
3.237723282037895987e+20,1.370373666477722852e+00,8.235038868625124131e-01,5.761527772917427397e-19,9.988946487693509124e-12,9.943094399242502396e-12
7.080743366594907341e+20,8.569762035980138526e-01,7.697980645943588440e-01,6.042342551620023006e-19,1.370904985063921952e-10,1.371359158044764999e-10
6.736352472923458765e+20,2.524942628988882665e-01,1.359637702027682638e+00,4.964363967033531462e-19,1.163713801636147254e-10,1.163868297663800682e-10
7.080623200042017096e+20,4.428722979547126126e-01,1.325924439420575585e+00,1.332005062846102999e-19,9.409393875431177155e-12,9.606692108288795371e-12
3.636831455278569882e+20,7.430410917666412374e-01,1.394383043612008377e+00,6.983950775836041416e-19,3.967519870444558170e-11,3.965787493225610804e-11
6.351164041209454264e+20,6.842358069966087974e-01,3.978621070773600277e-01,7.259031231803961610e-19,1.249113786736479734e-10,1.249189227297519500e-10
2.083950939276571443e+20,7.497461249122664428e-01,1.231102776831512591e+00,3.802535961292732333e-19,6.080333299140591745e-12,6.017409952562084385e-12
7.880794721087704269e+20,9.801040624063089846e-01,4.090795748112824315e-01,4.433583191322755687e-19,1.086983206086566551e-10,1.087084404425920950e-10
9.459485410651336868e+20,4.554897429716814328e-01,4.679942098671934225e-01,2.573885203369716516e-19,1.533208763787303903e-10,1.532764091146218757e-10
7.885773474011663565e+20,7.391425781406792961e-01,4.086835507503570053e-01,5.822429260452144581e-19,2.084398177224500318e-10,2.083539033014949974e-10
7.582344122336200622e+20,1.113172842124076217e-01,1.340955046447573018e+00,4.079409892624015177e-19,1.323640054890547180e-10,1.323801611506505488e-10
6.145938598613588378e+20,1.047409749187443007e+00,2.489656149456629108e-01,9.618184470951801117e-19,1.711705485632698999e-10,1.713296770770121748e-10
7.862842457981975265e+20,8.607289390157132347e-01,9.020170763427971528e-01,9.938141845907708916e-19,6.147902795731305602e-10,6.147037414330861410e-10
5.177254232002300477e+20,3.582909876937933058e-01,1.494153062888219363e-01,1.111891815913800991e-19,1.415684830797158645e-12,1.350548642705738963e-12
3.318175922918112625e+20,1.173596366748512976e+00,3.967231289771065983e-01,1.851207841736654832e-19,1.100764990881087120e-12,1.096799183631916317e-12
8.007902797700649452e+20,8.106920478445843736e-01,1.092936574814937112e+00,7.614073971466608482e-19,4.210943966560568168e-10,4.211197343213509863e-10
5.653053733081141740e+20,9.054776706352141158e-01,1.272359573220325890e+00,4.709911548859650963e-19,4.015896478080929055e-11,4.028896723785631063e-11
9.326458889936746578e+20,4.431206704447661071e-01,7.826412867866922030e-01,2.953561242439304853e-19,1.939456027280228736e-10,1.938807563007283913e-10
6.280363746431223726e+20,9.179331661935103970e-01,1.009069701682670406e+00,4.943584747848214092e-19,5.875237658150745912e-11,5.873829633949165517e-11
5.805950797005192561e+20,2.613686260779001236e-01,1.934706759567055290e-01,9.651637740914529097e-19,1.617398952606333143e-10,1.616600436909510415e-10
1.349236028992052265e+20,5.816650470235215087e-01,1.235233455555668325e+00,3.278779892001895325e-19,4.639193886205875092e-12,4.551176647409507495e-12
2.990264808655972598e+20,4.275473694552879289e-01,2.669808620709402947e-01,7.775969026440767676e-19,1.737645971372193185e-11,1.732851004963570860e-11
7.467952589679396127e+20,1.350173738710172655e+00,4.293589339797095894e-01,3.503894630149663112e-19,4.667959620568245309e-11,4.656720207952699320e-11
4.949928826890622075e+20,1.244580911544848956e+00,5.259680458367262945e-01,4.593911467071197497e-19,1.908939735394567566e-11,1.913307388311065211e-11
9.331350828522249912e+20,9.882645066754240926e-01,4.995308999614546108e-01,7.398205818178033982e-19,8.450545278980773079e-10,8.451585457850708502e-10
6.536681732300005704e+20,3.365875099040586127e-01,8.532421605254915109e-01,6.722593794249706804e-19,1.596120589942507956e-10,1.595590228469497707e-10
3.375241902619715174e+20,3.025859465517923286e-01,2.442390627841289075e-01,4.643664752931869018e-19,8.054209242179104890e-12,7.982373427895980733e-12
3.205841392456909455e+20,5.015900071556184114e-01,1.456081795549854507e-01,1.331518593259944214e-19,5.347447881608427283e-13,6.653453584099457209e-13
3.623780132167027261e+20,3.715332425216713030e-01,1.280078002357998290e+00,2.188412006913780024e-19,5.018768736708646353e-12,4.995410054512513029e-12
2.953917431150973420e+20,3.872197464748271534e-01,1.115689462296275636e+00,2.129070862118294466e-19,3.387675641585896063e-12,3.534216675540742223e-12
5.784511822381645169e+20,7.849005218758960956e-01,6.850887156626340735e-01,1.407141837435263253e-19,3.558641500472503023e-12,3.267056782798077781e-12
1.761461303672507597e+20,8.867262891221786569e-01,1.245770313888065334e-01,2.967499323982633963e-19,6.836188840358644624e-13,6.648334627066142932e-13
6.205682546742418473e+20,8.207905650454744295e-01,1.156955543283508359e+00,1.340944223662723982e-19,4.546228484368300705e-12,4.442148656738130105e-12
4.860713366238308598e+20,1.167367443862338261e+00,1.322189047062587886e+00,9.439464350660301493e-19,8.713208754499169156e-11,8.707634305968638056e-11
8.909508836241469604e+20,5.903517615623420367e-01,3.812740657155977431e-01,6.973300337750077524e-19,6.650725531153810237e-10,6.651507680398399675e-10
9.016721917555871580e+20,1.566767385593593187e-01,1.161420348341922315e+00,2.816460718370541689e-19,1.645039156685082090e-10,1.646095881830135381e-10
3.674371551434037658e+20,3.805208099414733036e-01,1.334504366372645467e+00,6.103414935104892083e-19,4.033076523662998764e-11,4.031087535378065214e-11
2.717206009761217249e+20,4.503777382142394314e-01,1.334535959413592598e+00,7.941295926258015876e-19,4.670715536978803475e-11,4.679824642065465303e-11
4.797849479945585951e+20,1.880531334449104808e-01,4.153800234453152163e-01,5.800224844841300001e-19,3.543222716335873621e-11,3.531761390502073068e-11
5.556953572519626670e+20,1.700180607303712899e-01,8.912007480126786785e-01,6.116992087854053823e-19,8.214809043758046133e-11,8.217261226871508380e-11
7.398804927195942748e+20,1.779560353194828970e-01,1.213796341255831246e+00,5.348685830207896993e-19,1.964831819830646576e-10,1.964650873496078685e-10
9.736525726459692319e+20,2.437804320902055844e-01,3.077158206788707107e-01,7.876659449937893922e-19,1.920916273731653436e-09,1.920743541657914978e-09
9.054825118241120584e+20,7.535667151140511555e-01,2.138414488011823322e-01,3.024248025111873062e-19,1.271260282988879230e-10,1.272135940097764344e-10
4.572097914202331546e+20,6.670090750147062986e-01,3.333885522710616778e-01,5.726661823772509934e-19,2.632679541263564534e-11,2.625693668901715214e-11
5.941723726799384084e+20,1.226997527332383431e+00,1.304369356013899361e+00,4.065269758274468812e-19,2.818915774756363496e-11,2.822980548265599022e-11
6.230257106620173517e+20,1.062986536737860366e+00,6.713333652986515077e-01,9.285891464584242130e-19,1.759598711560531952e-10,1.758807367938241692e-10
8.911968343014861701e+20,5.623184463145816103e-01,5.270242290125083384e-01,1.236263102687613819e-19,2.177716988796763950e-11,2.179213047860761842e-11
1.950028798451481969e+20,2.402493907653184269e-01,4.712079311494409284e-01,7.409674564779938344e-19,1.210034515170944412e-11,1.215916806824280548e-11
8.341579525560152883e+20,8.430320000253945789e-01,6.991371124184323493e-01,1.704793255975694007e-19,2.428659215455069844e-11,2.428383520293666536e-11
3.363238900808818360e+20,1.350602864366432065e+00,1.216164758701226090e+00,4.705449639510907088e-19,7.620349654886708548e-12,7.570181290324827746e-12
1.967500966910104371e+20,5.772200934398645789e-01,1.680625350335923640e-01,7.240536371991807465e-19,5.601816873063898825e-12,5.659950164798601256e-12
9.821423682106345390e+20,1.353669347676257795e+00,7.435297762723018788e-01,7.703792830220409318e-19,1.103826754407448777e-09,1.103845597337651485e-09
4.125685325269298708e+20,6.906422322250953538e-01,1.058345925933578124e+00,8.710348130951024135e-19,7.173844780203259428e-11,7.169417444235706863e-11
7.730610974501852938e+20,4.336498476119392542e-01,5.647944742171961963e-01,7.237984986286859882e-19,3.383604591159484867e-10,3.383626434855264971e-10
4.270793411605997158e+20,9.118980472988665875e-01,7.324533133717120448e-01,5.133012892781293840e-19,1.954416191193917568e-11,1.953387328438028966e-11
3.616098548541268951e+20,1.193629528707437215e+00,8.310358994564072121e-01,3.599468165030366023e-19,5.620239080491831985e-12,5.584121961170928522e-12
5.889889586967160422e+20,2.320622329112747850e-01,8.557974932562428805e-01,4.482583946474263829e-19,5.098979958909479700e-11,5.107796816643257421e-11
3.096520380463777055e+20,1.287249536577546039e+00,5.183079983445935124e-01,7.869098550226557305e-19,1.677380538087237908e-11,1.694569481988421004e-11
3.199817348133502321e+20,6.123132550527864426e-01,5.993251126929195483e-01,5.812124771221371313e-19,1.511745676892066663e-11,1.506450213875637012e-11
1.457758866816772997e+20,6.126642265131957421e-01,1.066953751403299844e+00,5.603327557201831624e-19,1.170488717735170700e-11,1.169124406690761179e-11
7.431522040847807283e+20,1.003968605537835623e+00,6.498995323170123628e-01,3.439321173237174725e-19,5.012993717303243372e-11,5.003419874763747148e-11
9.292201322855402045e+20,1.168991665944439706e+00,6.937351186932122493e-01,1.680524152390619006e-19,3.841598008318839831e-11,3.828116286838715879e-11
1.044452234494151066e+20,2.445051532973281372e-01,6.078682386557238138e-01,3.773468580911791205e-19,3.047703185365179571e-12,3.159413898260320824e-12
3.595089753625922109e+20,6.602288907732657419e-01,6.353043381803471501e-01,2.994029907255312902e-19,5.008490441093248799e-12,4.939744173455655916e-12
8.828272811654423511e+20,1.056284327699249515e+00,5.541730502101812617e-01,1.506136882534559599e-19,2.325400319926150008e-11,2.328632509396599147e-11
6.408649977710746010e+20,6.882272945596230596e-01,4.272483000310260959e-01,1.586501583651416223e-19,6.219446751439730738e-12,6.082367644593493312e-12
2.157151282115477504e+20,1.368090308974384772e+00,1.880410309883825404e-01,1.678436221842191556e-19,3.216326546134331871e-13,2.561688654368551438e-13
3.163558142552260608e+20,9.390306735179213549e-01,2.589856229073967953e-01,9.397026060478709408e-19,2.570416901709069382e-11,2.574987729986670941e-11
2.867028418297347113e+20,2.875918388868339282e-01,9.382752239649750914e-01,3.258835557408353443e-19,6.993361191550613269e-12,7.039214344617030418e-12
1.304628230985343468e+20,2.394594527868023348e-01,1.234011536944785992e-01,1.281877121245984998e-19,7.944327315016413933e-14,1.012527550573195298e-13
2.157362931868234547e+20,6.579099478686289970e-01,1.246084861533121924e+00,4.818201760084288805e-19,1.136088717776073878e-11,1.140010104196537101e-11
2.143812288655983247e+20,8.392174543674367770e-01,8.797990224924067126e-01,3.736049820857179278e-19,4.024486738149626057e-12,4.044595086270366882e-12
5.534178784315159347e+20,6.817365019785139868e-01,1.138951968860150599e+00,1.004158440572270328e-19,1.957895474968906997e-12,2.056554903119023599e-12
7.914225250231047946e+20,1.199093443266946890e+00,3.839731370525327758e-01,4.718419771371294107e-19,1.155715076383831829e-10,1.157397192062681795e-10
5.671961831067463844e+20,8.959150075884202424e-01,1.028476336193668184e+00,2.947556811055518849e-19,1.527225303811563060e-11,1.532700035802469462e-11
6.906156373912099226e+20,1.310504118447949784e+00,2.233690374337435613e-01,1.442751616478298981e-19,5.697808738737955769e-12,5.685022295674465033e-12
8.953422300381360947e+20,1.301126435371392498e+00,1.329014983965741692e+00,7.762901542532294439e-19,6.110637174259588807e-10,6.109593582207217537e-10
8.027421103658729472e+20,7.963891260175309794e-01,1.197211631701789347e+00,9.330924909909011516e-19,6.554731218093384282e-10,6.554228819083775396e-10
1.897833904995086828e+20,6.109370285395335776e-01,5.338231576593162053e-01,4.345670610964786307e-19,3.776217150831422548e-12,3.742195840666352437e-12
1.241667412772200448e+20,3.349509888136986691e-01,9.430394432435355023e-01,4.115189856188254899e-19,6.761015203318147643e-12,6.903315788422947876e-12
9.368646995600196239e+20,1.013183822286424007e+00,1.148455106043986484e+00,9.168781660895476144e-19,1.382637856596321635e-09,1.382481453127717355e-09
3.347010524103135724e+20,9.175462304395681779e-01,7.619356992844310561e-01,3.183329294590009465e-19,4.545570823136252683e-12,4.464239779919436812e-12
8.769232786436809032e+20,7.883220068768597155e-01,4.023269389147183794e-01,1.414854264350688604e-19,2.239592506983392977e-11,2.229115867945072177e-11
2.570449691140040950e+20,1.288529806461501170e+00,8.354281289220345519e-01,9.995856614410650808e-19,1.961387336115295276e-11,1.969867693407670625e-11
8.913972215881182740e+20,6.232938387152987536e-01,3.938084847766818442e-01,5.039424676856820895e-19,3.439606708154528518e-10,3.438892919293498506e-10
4.962865095838367744e+20,7.514261431893646259e-01,9.068159117370923061e-01,9.931822139587377405e-19,1.261192247496130085e-10,1.259337735340191166e-10
1.260213356053556101e+20,7.717656555637744109e-01,1.205453818442699498e+00,7.646054894355277364e-19,1.841265992597018348e-11,1.820521764839712562e-11
9.901285595825845043e+20,5.114362749042511425e-01,4.780806888389032006e-01,7.238221885221634405e-19,1.760072277611756407e-09,1.760100863212476322e-09
2.051843667712154337e+20,6.756342616119688227e-01,1.023159399256912350e+00,7.923106835813570419e-19,2.481988252994256299e-11,2.465425220423864708e-11
1.212776278512957522e+20,6.728289801852292973e-01,2.632862213936398854e-01,4.897476574238258667e-19,1.426555551479809342e-12,1.533974341219004494e-12
8.207761845179003699e+20,8.181581127112803609e-01,1.135077704916502839e-01,7.863920267493757802e-19,4.449760667111175970e-10,4.450796533082753794e-10
3.935049370357976269e+20,6.769581962483405269e-01,7.198237631205276488e-01,7.846025676279406730e-19,4.360749177176825929e-11,4.349127901888610199e-11
1.285236280123542241e+20,5.456823959784382616e-01,1.320702885594607467e+00,3.567069552141008893e-19,5.924881082649278305e-12,5.887940219460035577e-12
1.109247107163026391e+20,3.567384318198492110e-01,1.312783065302467245e+00,4.216500600824562193e-19,9.517460475769189103e-12,9.516429775570508593e-12
4.663805883334701875e+20,1.214277080139570808e+00,2.862125853541229725e-01,5.577851949283790482e-19,2.333916116025748140e-11,2.318649888318437253e-11
1.948382687078641828e+20,7.706417987699445415e-01,3.673526059402558719e-01,5.153724131273538009e-19,3.584968468781424730e-12,3.458043219246119057e-12
4.169524525104427172e+20,1.215359459696528033e+00,6.653331228624378424e-01,4.661038443174170660e-19,1.265816375895011159e-11,1.259111099386529115e-11
7.178517772789615165e+20,1.333982445200034617e+00,1.104630248661932379e+00,9.287841055911804724e-19,2.820150097792745316e-10,2.820074345761689810e-10
9.558720707976337818e+20,4.816721795534427697e-01,1.201872826310438569e+00,1.731428817977467619e-19,8.582259588792119518e-11,8.584600171993491878e-11
3.641369364781234258e+20,8.798872187604201978e-01,1.242642523994851089e+00,3.480919745107891412e-19,8.228618958589326684e-12,8.036729739004515596e-12
6.179927853196458066e+20,1.331576838334864066e+00,3.177860042844870558e-01,7.086886429013893130e-19,9.019611024793943939e-11,9.021584250792943136e-11
7.336769879124756398e+20,3.648861649032784094e-01,5.058745360797566315e-01,6.718366249077849260e-19,2.249198515467863746e-10,2.249040052047809928e-10
8.148834993690793738e+20,4.423951677630804102e-01,1.249564869226625241e+00,3.874031671028181384e-19,1.528254060360407517e-10,1.527944997460409822e-10
5.442597986311336100e+20,8.365603275290479646e-01,3.714982578216965425e-01,9.475829091138986414e-19,1.178525398953610109e-10,1.178019896648029653e-10
8.120430466167954473e+20,2.242834956123861134e-01,6.680166922664108053e-01,6.636186053771574312e-19,4.065566202091998480e-10,4.066548627311162132e-10
5.155793560892359967e+20,2.238924752772958882e-01,6.406246415697615104e-01,2.520444510015556614e-19,9.557831815159966184e-12,9.709472456178829580e-12
7.688880488722534236e+20,2.512325767016813649e-01,1.200228327793666505e+00,6.237611596059597443e-19,3.133334383566216273e-10,3.132830772640235036e-10
6.710222295338834985e+20,1.323990323030255878e+00,1.213269759903753853e+00,7.348417737422455203e-19,1.354867821088429638e-10,1.354651057162240108e-10
5.181333067278573896e+20,1.299678163288885191e+00,6.118122263415106676e-01,8.397467201857695196e-19,7.254087144518675203e-11,7.237748467274563815e-11
8.833389632943356641e+20,1.357403925654273147e+00,3.385909128314401051e-01,8.358338273662414654e-19,6.289255822748446805e-10,6.288806133702590337e-10
3.813380355717019730e+20,6.343128639908688360e-01,6.727249455193516914e-01,1.090498023834011404e-19,7.809672018038624610e-13,8.450224361553609261e-13
4.233844179174345933e+20,2.800991710499052267e-01,1.009692826224205087e+00,9.079198772446687726e-19,1.003977709943287039e-10,1.003830146750356555e-10
5.344738078110830428e+20,9.699189940271667476e-01,1.318171554376272425e+00,4.601818369487551244e-19,3.125703809742915172e-11,3.128813972474825987e-11
1.551025324127997133e+20,5.866168969892460172e-01,1.289657501264909190e+00,5.777821279368757838e-19,1.543331756844363250e-11,1.541790889309209339e-11
6.324878991612554772e+20,6.853636071650346384e-01,1.096347721629163274e+00,1.994528115347927158e-19,1.154755642844190709e-11,1.155318253581381868e-11
1.217839866210474721e+20,2.714357321053628702e-01,5.471870750687559681e-01,6.740878655796937459e-19,8.650355733894067144e-12,8.712995981993015424e-12
8.797018058302265754e+20,2.672402012999556264e-01,4.727739436710356458e-01,1.324705680662759171e-19,2.506744496790089658e-11,2.514023082370075439e-11
4.136439598258080973e+20,3.096679653657127274e-01,1.112190516036847709e+00,1.575495735029143793e-19,3.043638591205524521e-12,2.845524600811416931e-12
8.993689346689299907e+20,1.244528377540964570e+00,7.013326774016527265e-01,6.907292384644622180e-19,5.033714557905168229e-10,5.033467517776838476e-10
2.344426878384696197e+20,1.058952723122456252e+00,5.861590273121842776e-01,7.685973208619640749e-19,1.098702549499376653e-11,1.069338481367235663e-11
7.446234636673210122e+20,9.827812466237944022e-01,1.282298994003367332e+00,5.109698590770614029e-19,1.216059877258825989e-10,1.216049112243967521e-10
6.269621458434711880e+20,6.879475605364465673e-01,1.094255605363224193e+00,5.856930157081069176e-19,9.642718517997089469e-11,9.637040612382139052e-11
6.101249492057246925e+20,1.101096509810665980e+00,1.316360464223763405e+00,3.978744222674341391e-19,3.184217309381176570e-11,3.178087606478666682e-11
9.158903718976210862e+20,5.464058657024798427e-01,1.217628600158920660e-01,1.437286760914799968e-19,3.417382693547837003e-11,3.432789993198068172e-11
1.780818299629168230e+20,2.620613985234032661e-01,1.026376690575329542e+00,2.129918475507460961e-19,2.350027571557530813e-12,2.384177225601844637e-12
9.259684721489248256e+20,6.207598289951063997e-01,1.167075519066323785e+00,2.512304122498128138e-19,1.287496946772255750e-10,1.288613344814636963e-10
3.524472317251848110e+20,1.009663676833571611e+00,1.175605510695335365e+00,1.072434573318020165e-19,6.245600044256829666e-13,6.859666875221212860e-13
3.284424593280471532e+20,9.926662415896325697e-01,6.577478171216619707e-01,5.506857571710924011e-19,1.161963842618611707e-11,1.178708634546350436e-11
7.162213430764450611e+20,1.380649056742400349e+00,9.676669106539705911e-01,9.354645277252192357e-19,2.787158009072801822e-10,2.786903909462317824e-10
4.718697951441349509e+20,9.052050674690216292e-01,1.702165810375754207e-01,9.340480395463527833e-19,6.988515285911261156e-11,6.985904325118525957e-11
2.206860106004946616e+20,2.057991216132046830e-01,3.844491312612874356e-01,4.192539827443246094e-19,3.737131444602370116e-12,3.727309558252050666e-12
6.022309183773811671e+20,6.610578277405785297e-01,7.175495115195058560e-01,9.670253621017340759e-19,2.056127901884283278e-10,2.058570204182399265e-10
8.883705357795633398e+20,1.209281795778369695e+00,5.807074047132606553e-01,4.709370289628508304e-19,2.192038334209744821e-10,2.191597687138863023e-10
1.079574099996612854e+20,1.235322729465273328e+00,1.370111424294969127e-01,6.284255421357785660e-19,1.096016775224641499e-12,1.098282982857159975e-12
4.621907088101757420e+20,1.313327935913426447e+00,6.052918229476360601e-01,9.490784053172399811e-19,6.635767368254905022e-11,6.649477432429275763e-11
