H,T,M,M_noisy
1.565317224710699451e+00,2.702458296089702561e-01,1.030566647034704575e+00,1.045696825233845439e+00
2.647341905407328166e+00,4.869417928035918441e-01,1.005635047219441303e+00,9.937894007967875698e-01
1.078749084637678379e+00,3.079224791173683640e-01,1.041315148328882501e+00,1.039963246596188107e+00
1.087908047548240553e+00,6.380087139543891839e-01,1.020640555371961300e+00,1.019160402673687127e+00
8.433859717547914636e-01,7.751611397895750155e-01,1.006285237221901996e+00,9.920454890631373868e-01
4.904535341762077394e+00,6.785143981470491692e-01,9.970209868718894475e-01,1.000437474417489314e+00
6.213355041993495753e-02,1.589208464716427294e-01,2.936416496735312909e-01,2.924107447239409630e-01
4.068824209215726739e+00,4.033770800522920030e-01,1.000468000189624451e+00,1.006496298547769008e+00
1.521980406791266116e+00,3.289981818135995217e-01,1.030360633508341062e+00,1.031096229192825842e+00
1.656712384838312957e+00,6.756114782663027452e-01,1.008491937615586087e+00,9.945204640057296874e-01
3.850323258678499005e+00,7.114916491761678063e-01,9.966697698436889352e-01,9.981915832245203957e-01
1.840472687021078579e+00,8.841648704908819933e-01,9.938493990918172427e-01,1.000306236320463560e+00
1.853593774755354362e+00,8.720351236816512586e-01,9.946183947849318585e-01,9.922824065533568660e-01
2.194250321619700905e+00,1.177740890257449186e-01,1.017592957605351511e+00,1.023374655353265883e+00
1.060026404804614408e+00,6.136506524760931836e-01,1.023862185172160544e+00,1.029475514857570939e+00
2.110495568515196041e+00,3.425976134881450474e-01,1.016381281724762609e+00,9.949378472887459024e-01
3.908520800262037298e+00,6.287894372726980929e-01,9.978865444741090718e-01,1.004243718263470697e+00
1.012496017235953172e-01,7.743654199388622095e-01,5.651917344346836236e-01,5.449658917829740545e-01
1.178903806718594627e+00,1.674619581937257240e-01,1.033002554120970640e+00,1.020092263092131857e+00
5.479345755443387755e-01,1.802146523906754949e-01,9.114240817469616562e-01,9.100514811177589092e-01
4.447479325604491995e-01,3.951570845583358693e-01,9.444980040395742904e-01,9.346177992815821733e-01
4.266277964586040916e+00,8.803984233449434482e-01,9.942023533953366909e-01,9.860038435807431112e-01
2.965904317377738852e+00,4.469043146030841074e-01,1.004144611576244239e+00,1.015120866301210345e+00
4.908660902514175639e+00,7.398656598928105010e-01,9.964045424640438631e-01,9.854923486198872151e-01
3.841098201765617226e+00,4.423018918999144233e-01,1.000533666361447249e+00,1.012211264722647108e+00
7.469705598385584233e-01,1.110482448479868656e-01,9.626851914393416143e-01,9.807824374564519943e-01
9.783539609319286123e-01,3.411019880068800747e-01,1.042239246355599613e+00,1.056081742656536537e+00
3.389567135666954556e+00,1.809184288667251284e-01,1.005074188868462892e+00,9.937725088882053415e-01
2.045359314592670508e+00,3.990042719510638047e-01,1.015848399135961255e+00,1.000210247828978716e+00
1.184218824700502992e+00,7.752690018357136781e-01,1.004368240180070648e+00,1.004706514710614229e+00
1.921574255027728828e+00,5.527458160387095365e-01,1.011726129045886546e+00,1.032677648348356625e+00
1.187267586160267729e+00,3.674716602688561373e-01,1.038554214452390267e+00,1.036110056337751217e+00
4.573144664871511722e+00,3.695906544215636913e-01,9.999860572026365579e-01,9.940353017827778803e-01
2.188900857884599649e+00,2.512322594043565616e-01,1.016991138612070689e+00,1.015439705383933022e+00
4.999547992780828398e-01,7.643943409147684331e-01,1.013128395860386721e+00,1.020344572715854436e+00
9.827138625807713135e-01,8.430788759427459977e-01,9.960981519592142508e-01,1.007723896920158957e+00
2.307076010043795478e+00,1.515088949163306831e-01,1.015975393917693870e+00,1.015613407671704271e+00
4.126237709265918596e+00,6.644689055999557503e-01,9.972188617798622978e-01,9.955697100915718023e-01
4.217258181419644814e+00,4.813601707748812464e-01,9.993816209442382137e-01,1.004146990735161005e+00
2.978662695759326517e+00,8.866189368520668301e-01,9.932595221875708535e-01,9.932681310870421498e-01
1.593669658885337181e+00,3.413963568772897528e-01,1.027988016079287359e+00,1.023534781459698007e+00
6.442409501961898766e-01,1.108095164440644764e-01,9.224400711810211151e-01,9.044004666831342298e-01
1.375773302911575957e-01,4.869341724682348937e-01,5.404193628500315594e-01,5.412857236517806259e-01
3.902911443455646001e+00,5.502107810339254002e-01,9.990035198202968925e-01,9.926154644847259290e-01
2.939530479187858703e+00,8.209015687720399024e-01,9.951486139283821641e-01,9.924554332851203142e-01
1.928803730383635173e+00,3.452116038904116113e-01,1.019822139390711646e+00,1.016524195352922266e+00
1.818158852617524079e+00,5.224040842873232116e-01,1.014857832822634309e+00,1.005653889373200771e+00
2.699667124999784562e+00,5.933328527112061712e-01,1.002410656275130263e+00,1.007632859493156952e+00
2.097544606465488570e+00,4.357056785346914429e-01,1.013725567203088929e+00,1.024092589765781103e+00
1.159384713112165954e-02,2.567385989728683815e-01,2.153564484085682129e-01,2.203170582668666500e-01
2.771218289628105236e+00,5.044768649838031749e-01,1.004229079243904366e+00,9.973559939923014594e-01
2.506655409623493203e+00,8.560049487880281305e-01,9.945603203399505654e-01,9.959435419028513925e-01
8.886864171626612796e-01,1.637566696819011125e-01,1.014394291301727868e+00,1.021063817421554498e+00
1.909334941768319194e+00,2.245837552285009642e-01,1.022866288186013550e+00,1.021504705679493696e+00
4.753662180660059633e+00,1.568853184260718681e-01,1.001069331057931056e+00,1.007731480150363623e+00
2.937527759699641194e+00,2.648928793378384494e-01,1.007389492368526929e+00,9.928978482187151844e-01
3.002207421644509822e+00,4.453410681544841543e-01,1.003941520447741098e+00,1.001438501886383836e+00
1.584707359739234267e+00,4.988970961330954079e-01,1.020768207916038728e+00,1.034833435348699426e+00
1.581450183382969055e+00,6.560781007711629087e-01,1.010773184663941393e+00,1.020442828658943979e+00
4.345860783656173787e+00,4.806810236017348137e-01,9.992310747776611546e-01,9.976584062442547252e-01
4.524060807035134246e+00,7.023016291809797140e-01,9.966856455831487605e-01,9.976204110503187339e-01
3.086742292817532096e+00,8.434230922362372374e-01,9.944153230582299940e-01,1.015702051457981314e+00
3.160325984324363180e+00,1.258542339601017024e-01,1.006842056605643743e+00,1.017529654061032796e+00
2.937546436566291330e+00,4.175141735286947986e-01,1.004908882416404081e+00,9.976387705756070146e-01
1.903906518957124705e+00,3.665822277216552738e-01,1.019664811594926279e+00,1.022546640950480201e+00
4.818545116607131362e-01,5.160113391024750973e-01,1.004680678401002947e+00,9.999015670667696920e-01
2.197211506345778886e+00,3.487654285301158286e-01,1.014737103570487520e+00,1.008630125363770835e+00
1.972816964591171285e+00,7.336703887095115117e-01,1.002120997020297333e+00,9.898392476791920691e-01
3.184988233434705940e+00,5.697469845619362872e-01,1.000551193065362998e+00,1.007530260251601861e+00
2.296057704605747318e+00,1.708495380835874933e-01,1.016084418442371406e+00,1.038167121217085986e+00
2.346519761931753489e-01,7.462383936283852881e-01,9.277366897611154517e-01,9.362102075842416715e-01
6.793892999444389735e-01,3.108447584097213667e-01,1.014583116619151237e+00,1.001388776052424490e+00
4.766625288228510726e+00,2.349362021937068390e-01,1.000667712837742362e+00,1.005869163600008775e+00
2.572736512749179028e+00,1.380773079550834115e-01,1.012351737090354753e+00,9.976475071857363597e-01
4.687877736838376386e+00,4.170228586667361625e-01,9.994819350488515219e-01,1.001650985180380982e+00
6.684525176425709647e-01,8.092038325511640151e-01,1.001867559582011902e+00,1.012345618067054032e+00
1.503809708159544289e+00,3.394366179940678241e-01,1.030529348713711491e+00,1.045285896766771971e+00
3.224003792311460170e+00,1.546097580677067984e-01,1.006262831059741458e+00,1.007454762875639176e+00
2.226793665770128605e+00,2.022182442506918199e-01,1.016984794175080253e+00,1.020192459709414079e+00
2.936398057893107705e+00,5.054239962697353317e-01,1.003116435593920608e+00,1.003232276785970045e+00
4.371673427083774932e+00,8.141671157044281237e-01,9.952204281616351400e-01,9.935099557587213637e-01
4.714918044398495489e+00,7.400160030188954741e-01,9.963114400266818160e-01,1.011944224631652789e+00
3.620882817862887126e+00,4.735957751185257969e-01,1.000710993921007708e+00,9.911898775170214781e-01
2.308343480191870078e+00,7.417576281113861247e-01,9.996955992927185619e-01,9.837719026755721297e-01
3.161908851421008748e+00,2.533636926455312133e-01,1.005823031108892263e+00,1.023358486848181315e+00
2.242330845948564466e+00,3.036765637860485700e-01,1.015077084471765367e+00,1.037754496174912333e+00
4.173073349244683428e+00,1.432115850502926335e-01,1.002240999405005217e+00,9.863028531699838952e-01
4.705844421410194656e+00,3.365585638292039050e-01,1.000087095656432057e+00,1.009478704844488206e+00
2.222523325020831386e+00,7.049091069812645216e-01,1.001738364125197567e+00,1.009825444661015981e+00
3.596197674064119276e+00,2.240317749570014394e-01,1.003703117270807521e+00,9.995177086923091592e-01
2.917999115946527500e+00,2.723369995132592924e-01,1.007457568295117678e+00,9.979217597299111508e-01
4.000822329752105944e+00,5.431491327479551767e-01,9.989477855301960307e-01,1.000548690053857159e+00
8.582869352136840435e-01,6.925771578081351132e-01,1.018293855387364832e+00,1.014980006929534939e+00
4.212407341771884361e+00,1.515746639565460352e-01,1.002103782722390868e+00,1.010314453018646530e+00
1.886951930995644400e+00,3.885468960203989353e-01,1.019259675402091503e+00,1.012956973939374672e+00
4.363482229796477263e+00,4.631372746456747791e-01,9.993894995265061310e-01,1.011212836707306328e+00
1.983511322185726566e+00,3.511740809233855343e-01,1.018527099096154132e+00,1.012241814951291063e+00
2.279748012738479268e+00,3.875779612438879917e-01,1.012427667298382516e+00,1.028758150576356334e+00
7.046018671979148440e-01,7.723410398203361948e-01,1.008109812517625103e+00,1.017026895923894170e+00
2.788636827836491250e+00,4.785989028586579153e-01,1.004710011284466464e+00,1.016123134357187485e+00
1.623555536463999083e+00,5.125109156816151090e-01,1.019140578220407045e+00,1.015311721885590712e+00
6.398666680678799512e-01,2.163263580278139142e-01,9.732863659398942602e-01,9.710245103795772659e-01
1.951872326181623318e+00,5.600807041136064424e-01,1.010944172539217201e+00,1.010057231253342680e+00
2.038185607461828752e-01,5.360127518241120104e-01,7.132353771594802661e-01,7.251157055759602788e-01
3.241808658005496113e-04,3.862081325694683986e-01,1.984216766200564142e-01,1.918409084053854241e-01
2.021269945649263100e+00,1.705094984845024197e-01,1.020879450972453917e+00,1.013072827619523997e+00
2.452076846190586856e+00,3.498219828916517837e-01,1.011020653260279234e+00,1.008797769390905374e+00
1.266308300878378645e+00,4.769087355842666076e-01,1.030381241549791493e+00,1.033977203587543858e+00
3.334820632990722178e+00,1.745108335562725321e-01,1.005435701895328160e+00,1.004669643483113273e+00
1.005552500458528620e-01,3.446759445349643625e-01,4.118541591815677028e-01,4.112450549202001371e-01
8.471829923672147267e-01,3.887550918969505664e-01,1.041606022310276103e+00,1.028497479826887995e+00
1.864297780773884750e+00,4.551150882407274390e-01,1.017095387554670660e+00,1.010939106971430856e+00
2.214257733931571437e+00,3.332154712192246793e-01,1.014852397456078137e+00,1.004154791423238713e+00
2.813959249361821957e+00,6.111032160243449196e-01,1.001276528756594786e+00,1.011772603406659865e+00
2.652346567637580588e+00,7.818959841773155395e-01,9.968875231911650259e-01,9.964903762332579795e-01
2.104706458708093919e+00,6.695856041437708850e-01,1.004193222661676765e+00,1.010994830279834167e+00
4.448073791346857320e+00,2.868831242011783411e-01,1.000793595594531737e+00,9.876631350559709199e-01
1.470980829764301667e+00,2.749066657714341888e-01,1.032994966419648719e+00,1.032633004444291069e+00
7.325094315296043490e-02,1.851440850261140136e-01,3.193858987558169105e-01,3.231346722846867303e-01
2.655337453320769203e+00,3.427446264430809575e-01,1.008812618019123697e+00,9.982643153716768136e-01
9.747590972468589410e-01,2.830831024030023291e-01,1.039739700225491337e+00,1.033284165379392272e+00
7.325488705881300078e-01,1.134184995016847969e-01,9.592492155701444201e-01,9.540835971839136675e-01
1.820041285285288080e+00,3.934586350105223618e-01,1.020506002483618557e+00,1.021979336288788787e+00
4.926363101299719105e+00,8.458320004876407339e-01,9.952935944734583318e-01,9.981067640273815211e-01
1.965289315724083163e+00,1.057507782346077119e-01,1.021041132050989786e+00,1.006837569849218905e+00
3.790537630157707838e+00,5.204633483467627775e-01,9.996214281907476185e-01,1.002920968606601848e+00
4.226695844145523573e+00,8.840879714821640034e-01,9.941072403344061170e-01,9.961863890084428075e-01
2.712197691699664848e+00,3.015152051429154101e-01,1.008960961254917743e+00,1.011862978964508830e+00
4.577183428839601831e+00,5.911807025184819819e-01,9.979141780760416580e-01,9.891882044853648193e-01
4.469243236891494497e+00,2.612469378438921908e-01,1.000936181156783622e+00,1.000201533263324283e+00
2.138652590659702923e+00,4.119627545412604119e-01,1.013853236005759939e+00,1.026616927761930143e+00
2.779082026258386406e+00,5.222034800121121423e-01,1.003743665158530973e+00,1.015200123606069926e+00
1.869590475801039986e+00,7.596047837637752709e-01,1.001383193506982794e+00,9.952234352344143664e-01
4.659100569640559186e+00,3.907877162152629813e-01,9.997224528782181485e-01,1.015708872462452339e+00
5.455050924479626362e-01,7.748690566830233051e-01,1.010356288735630326e+00,1.006116880075624387e+00
3.956145408928684049e+00,8.972763701478381204e-01,9.936184986792014895e-01,9.846142286117819387e-01
4.859331958265841855e+00,5.154455387658775090e-01,9.985408131622244277e-01,1.009729391845082036e+00
4.715907981432416740e+00,8.266893064732536711e-01,9.953217317401215070e-01,9.985432182749737207e-01
2.985081013115337800e+00,2.638572995339714677e-01,1.007009604171603678e+00,1.029881045464532185e+00
4.469064399160650680e+00,8.384311442475625986e-01,9.949704421532576948e-01,9.926175291871403017e-01
4.829398107926936135e+00,7.401178392057495836e-01,9.963627071023321013e-01,9.976663258086577724e-01
1.734690268102450084e+00,5.272112795363395055e-01,1.016122662389915332e+00,1.023438556989311188e+00
2.564124009577413155e+00,1.439674581591165736e-01,1.012441682356808759e+00,1.015050670424415546e+00
7.285248346443690126e-01,7.696926077125938459e-01,1.008268253020280003e+00,1.004220730409141504e+00
1.263184106454384725e+00,5.960889851251397475e-01,1.021022311431796892e+00,1.021020820014932440e+00
2.136771227786653071e+00,5.079981390279229014e-01,1.010538433489402532e+00,1.010296628765361637e+00
3.726401366038894380e+00,8.371504807231582301e-01,9.945249200977274162e-01,9.943043512898743774e-01
2.708274722126380318e+00,2.603304161998136745e-01,1.009637494109983047e+00,1.009315485684423530e+00
4.266195369186091213e+00,4.722938828941474210e-01,9.994146640771141010e-01,9.840139354697281515e-01
2.230426202596814456e+00,2.214120230561839320e-01,1.016709439865297604e+00,1.025607879397590683e+00
4.917852089878220312e+00,4.489881622149413110e-01,9.990657311549878683e-01,9.928492600380949273e-01
4.935739683904973418e+00,2.192923799216247582e-01,1.000557291693659145e+00,9.980819966640613883e-01
1.675025784676585250e+00,5.445276958712920168e-01,1.016286557711374883e+00,1.008368369833540390e+00
3.342459359682514286e+00,5.774204867659870066e-01,9.998557234184299869e-01,9.977675971758369622e-01
4.163857817346640289e+00,1.744106511048220121e-01,1.002108471565855918e+00,1.011862263204572843e+00
4.074232432138965798e+00,4.932020378683018569e-01,9.994546993109691968e-01,1.012102000406912561e+00
3.179200106845711638e+00,4.032494557898584908e-01,1.003632800160662919e+00,1.006862963477566542e+00
1.041249324174781110e-01,3.298746539088739382e-01,4.152086409651289389e-01,4.168322462063258627e-01
2.734440241096090407e+00,8.526418546335474691e-01,9.944110432802956145e-01,9.891994252851015190e-01
4.145835874705444901e+00,5.147486305854599431e-01,9.990981928797221245e-01,9.962976084971059132e-01
1.779943484209540738e+00,8.520188474230436793e-01,9.959935781981382741e-01,9.983346283108979202e-01
1.565326859883873212e+00,2.153749120253441451e-01,1.030878110021990146e+00,1.029321330197360496e+00
3.545598923879167419e+00,3.443183672334626522e-01,1.002691215810515901e+00,9.928136844118915505e-01
2.114777907388750933e+00,5.098511596099239984e-01,1.010768898472466759e+00,1.011399830512222930e+00
4.953998091922942493e+00,8.637397260625719886e-01,9.951254139310163893e-01,9.846749381369044318e-01
3.858762188517818714e+00,5.631738834578169373e-01,9.988955480641705797e-01,1.019610163230340261e+00
2.804908332498183388e+00,6.781183979364837633e-01,9.995072668015847484e-01,1.002577044993489430e+00
3.164945865986803053e+00,7.280756525943127278e-01,9.971651342004431706e-01,9.915060834022469960e-01
2.203601671310805976e+00,6.328970896369845445e-01,1.004880563078544897e+00,1.009542469285620081e+00
4.583644230471197289e+00,1.015201635228393795e-01,1.001533172657978810e+00,9.940666349839892835e-01
3.476592980541064914e+00,1.575498228370077192e-01,1.004757287600328119e+00,1.002232247897731687e+00
3.814444333169028312e+00,1.762934576469816494e-01,1.003166909909469551e+00,1.018681348718367019e+00
2.643206981029150970e+00,4.044180147085537635e-01,1.007649337846260540e+00,1.020537337398664368e+00
1.673057362067353893e-01,2.846443138850572874e-01,5.223445214065484121e-01,5.105087962967008730e-01
2.958428337386131979e-02,8.326931361916829477e-01,2.625855730322291248e-01,2.514194539796261174e-01
2.356182520557401627e+00,2.779762864387989585e-01,1.013815994577315083e+00,1.008688506926284312e+00
1.846825347823999319e-01,8.717651670864574598e-01,9.685530857047380815e-01,9.910962124224511616e-01
4.682018315683058596e+00,3.148963660160463141e-01,1.000267695159757109e+00,1.000892858617265846e+00
2.176234421089567661e+00,1.529665662462139919e-01,1.018083684647561604e+00,1.020669848084681863e+00
2.586736158908295558e+00,1.799855714574469800e-01,1.011959318913497441e+00,1.006870656629830663e+00
9.043400133495971271e-01,2.718045074403291350e-01,1.036018031231263903e+00,1.049298724434391872e+00
3.497982817724134552e+00,3.089114934404135759e-01,1.003310511183092668e+00,1.012959079959703912e+00
2.518159295658924268e+00,1.685827491711109904e-01,1.012908466146935194e+00,9.956197317084287679e-01
7.930268502050213941e-01,2.851396191788313494e-01,1.028388183320043892e+00,1.019916157834463100e+00
2.099671605596648671e+00,5.894612571358380793e-01,1.007751458336724193e+00,9.894327894196370821e-01
3.472973644778820645e-01,6.909256677920817546e-01,9.941118784348499382e-01,9.824973364457842973e-01
3.978250254335820024e+00,5.775484911192511062e-01,9.985241747153522640e-01,9.903686111934100200e-01
1.939795219197266718e+00,5.396919702671131303e-01,1.012055422486231704e+00,9.986827361903863887e-01
3.225668901802802413e+00,2.132548177919443566e-01,1.005805257438556755e+00,9.994219679524696254e-01
1.758272601822395309e+00,3.842532594832984705e-01,1.022254694306452105e+00,1.029166137493612521e+00
1.539144312672160009e+00,1.539693268331482345e-01,1.030031795998121780e+00,1.041296921343308313e+00
1.316595849649337957e-01,5.738758796388866434e-01,5.629130937585185013e-01,5.640375415550086258e-01
3.332697373103612914e+00,6.043751149602804018e-01,9.993749877349300537e-01,1.006645049752099119e+00
2.754243396742603878e+00,3.512497320950130897e-01,1.007668946464840065e+00,9.940974979889128926e-01
1.386760089991269096e+00,7.348353409980972195e-01,1.006877110787459229e+00,1.021612569251471703e+00
4.991681308352157842e+00,2.983297307218942818e-01,1.000065442926906023e+00,1.023005679831650028e+00
2.876296264985263029e+00,8.946288307816737673e-01,9.930182984397482038e-01,9.915617874294412326e-01
3.925880307259824065e+00,6.634675902178639451e-01,9.973592431430884364e-01,1.003074360756456285e+00
1.125042533884339502e+00,6.899226313698412216e-01,1.014333856077964446e+00,1.017892465899882026e+00
7.320060568648867338e-01,2.062716576381084244e-01,9.981615635501732697e-01,9.764491150471336089e-01
3.668714870990244403e+00,3.731828380827115765e-01,1.001880997100573323e+00,1.012062350189212090e+00
1.552604925831712723e+00,6.196744823741557884e-01,1.013720960388646342e+00,1.018495839061229313e+00
1.161740757672513613e+00,1.222055624056514189e-01,1.025783919648834974e+00,1.009562054182324919e+00
4.982774234337832731e+00,3.886026378051536945e-01,9.994797054115872603e-01,9.952661543079204254e-01
2.676210073618573659e+00,8.872633291986430359e-01,9.932857880488566993e-01,1.004864973561963248e+00
2.159707907278352934e+00,1.731386196287508783e-01,1.018339673680892732e+00,1.024076074313739815e+00
2.926253960025654299e-01,7.018704204575527683e-01,9.633293197217662751e-01,9.495325593759604832e-01
3.206977407740446040e+00,2.339901094765138301e-01,1.005728134302726895e+00,9.999780385845397079e-01
2.721871569225888798e+00,4.352787127181814153e-01,1.006232337424504797e+00,9.993154950673549530e-01
6.250665290860052403e-01,1.235970306825431853e-01,9.211178983340133630e-01,9.226219136732312087e-01
3.132045317493770131e+00,1.878982073663347241e-01,1.006669070263652488e+00,9.995788792181541371e-01
3.128525032904999392e+00,3.781123718465778660e-01,1.004335301805881819e+00,1.004788254566917782e+00
3.793408188307980655e+00,4.095534364526499660e-01,1.001057321680504097e+00,9.992855893604768447e-01
3.058171658988099395e+00,3.209862660234080178e-01,1.005674856158996100e+00,9.908055641031351390e-01
1.471438435072289774e+00,3.561223979952842233e-01,1.030847920362766068e+00,1.034886896603865569e+00
3.949746098919684645e+00,5.462387317974620737e-01,9.989832493988887174e-01,1.001523006042272401e+00
8.382562717279024023e-01,1.025252153284967049e-01,9.830256151305026835e-01,9.761168341025858730e-01
4.839268828398421540e+00,7.238601210103022821e-01,9.965383531064366807e-01,1.003911313196560018e+00
3.816204351650199111e+00,6.183951239939686761e-01,9.981518923560801504e-01,1.021034584716876914e+00
1.588807416143187101e+00,5.982446573355297836e-01,1.014554205798020803e+00,9.986346185191435909e-01
4.821855013698255199e+00,6.607518168735559971e-01,9.971805780081568482e-01,9.993213440776468337e-01
4.500880534826281476e+00,3.263100795114025066e-01,1.000420092989769527e+00,1.008751952402269447e+00
3.022460159122020151e-01,2.529876067058480782e-01,7.218642762251982203e-01,7.221353422348916196e-01
2.002774741531636593e+00,6.750640392189938277e-01,1.004853982850082650e+00,9.989868643271634374e-01
2.994038728640657787e-01,6.512740743007363609e-01,9.424002779877876934e-01,9.643684505624412484e-01
7.925842195295795811e-02,5.487118317583407068e-01,4.141778350981289991e-01,4.090874961686696287e-01
4.405909199813137000e+00,3.920587373327939495e-01,1.000009182959373577e+00,9.986410385313633231e-01
4.830859588194703846e+00,1.725613262570426798e-01,1.000899938787092491e+00,9.942898332374717763e-01
3.164625157135229738e+00,7.384708886961232066e-01,9.969233408722067979e-01,1.009043857847343961e+00
3.521902662492096603e+00,7.684627119444294996e-01,9.958570048560282384e-01,9.743553120116430488e-01
3.097529112366372850e+00,8.705184282073008539e-01,9.936997764100353736e-01,9.846661433361302285e-01
3.226710694261001766e+00,7.593921458407185687e-01,9.963396335876617549e-01,9.917004778533480280e-01
2.884907360990211167e+00,5.089039820367911027e-01,1.003357344962449105e+00,1.006454137164251472e+00
2.016183118346414727e+00,1.910709524600053832e-01,1.020926893877956543e+00,1.024329302233493388e+00
1.624589250808647911e+00,8.961638529714870405e-01,9.927761348775139272e-01,1.002650367217255756e+00
1.717437080847022957e-01,8.683178597608365301e-01,9.470344236206669208e-01,9.457419637889149522e-01
1.240168517225880951e+00,3.986312071389516154e-01,1.035785034343299937e+00,1.028363472075511265e+00
1.145038044176068803e+00,8.645866325600910507e-01,9.940724020813700434e-01,9.933833475160579463e-01
3.001621392947189548e+00,4.524893488741091874e-01,1.003806790871024202e+00,9.950317588272470370e-01
4.029871345464378862e+00,3.488163166948081706e-01,1.001105473983227911e+00,9.956871936644813292e-01
3.913296362119124794e+00,2.198344133133631750e-01,1.002536871695354659e+00,9.976871017680580822e-01
2.470437137567151886e+00,1.189802178547524625e-01,1.013640058992680171e+00,1.016652463204144929e+00
3.146901333467088335e+00,5.961653185054524018e-01,1.000149453175096070e+00,1.008438640644174766e+00
1.665574348830539675e-01,2.271610342592761400e-01,4.979090452630215990e-01,4.868280533200611271e-01
4.384080013579283452e-01,1.072215164809401655e-01,7.804202833730807809e-01,7.744077466280120392e-01
4.325938936786263511e+00,1.175741968316433711e-01,1.001981417947654052e+00,1.001685539743364384e+00
2.249390760061045658e+00,3.824966568332042183e-01,1.013013517273867015e+00,1.013104332610647917e+00
2.413323994786865434e+00,4.366825756410238624e-01,1.009327483433875905e+00,1.006731272712023673e+00
1.777782773486352719e+00,4.631643308248233337e-01,1.018458915829260514e+00,1.024186893675696153e+00
3.614700039885560656e+00,4.990723221831820933e-01,1.000357142710970093e+00,9.981319376277393296e-01
1.155771488394454316e+00,8.891724129919867936e-01,9.911716042030075391e-01,9.736648314311846519e-01
2.823379142535109576e+00,7.787172817188444673e-01,9.965617683845104935e-01,1.009676246068442085e+00
2.471528454146493026e+00,3.889834926587883990e-01,1.009869966538301300e+00,9.973145990070486633e-01
2.249272797861938233e+00,7.467003458168924857e-01,9.997974566384063566e-01,1.016103414814345296e+00
1.478996246948832693e+00,7.027632190356811748e-01,1.008606324153569211e+00,1.011183307174229995e+00
1.071677481559161205e+00,1.262542395298830167e-01,1.022191005370572947e+00,1.025394680165138572e+00
6.608105659255536501e-01,4.801634261072559307e-01,1.035068363901028965e+00,1.020355320145932776e+00
4.188996254239286898e+00,4.026380243842768714e-01,1.000248026132468437e+00,1.002920375361153971e+00
3.894967939245208566e-01,2.826345507855894112e-01,8.417978571907259733e-01,8.397009521582512459e-01
1.159060141340553240e+00,3.708580828300717114e-01,1.039180306827622413e+00,1.030751366747282960e+00
1.784884153734375145e+00,3.100685874056157143e-01,1.024077470425560188e+00,1.029525922032483720e+00
2.891840524611388741e-02,1.329020626569391017e-01,2.315163597683086161e-01,2.389655134266791270e-01
3.930386963588935245e+00,3.569256437963064243e-01,1.001273145461526459e+00,1.013107237871144983e+00
2.198383973284565140e+00,5.977741787009532848e-01,1.006339707407015283e+00,9.940957101276250985e-01
1.690089680887140178e+00,7.503743302104782797e-01,1.003190080161163511e+00,9.953132409493427035e-01
1.645064243159608974e+00,5.850382559625685319e-01,1.014426859658695612e+00,1.028255671323186959e+00
2.722572631373274543e+00,4.634067706350386562e-01,1.005580628498286666e+00,1.010807107836592333e+00
2.303472113044930492e+00,2.351740660420130746e-01,1.015326741457176052e+00,1.023405274053685421e+00
8.120656397462738818e-01,7.588042739852650653e-01,1.009110173571809543e+00,1.003905129985491751e+00
2.258652148100077195e+00,3.544644172914542812e-01,1.013617924488819710e+00,1.017163241033539167e+00
1.462365752486849857e+00,4.517417067036160194e-01,1.026502104739976717e+00,1.034664748841462867e+00
3.092814618267113680e+00,5.989455641881411552e-01,1.000296544348518335e+00,9.881872730116415537e-01
3.452870458270064447e+00,6.410837073375917905e-01,9.983856183831772979e-01,9.916903634766205400e-01
5.523822498257263680e-01,6.502018028169671560e-01,1.027171048395219000e+00,1.029731725400828246e+00
4.490392344649818401e-02,6.625739208201374408e-01,3.369037938184034076e-01,3.506798763599884294e-01
1.482882825060665155e+00,7.198800011550144928e-01,1.007209209062753130e+00,1.003095551501431704e+00
4.384908355957253256e+00,3.752266564723296671e-01,1.000187849280766983e+00,1.006945362948543865e+00
6.075984468677242401e-02,6.379148978788737878e-01,3.816321887116580491e-01,3.734682499000420708e-01
3.650362498678575207e+00,2.458795389671557530e-01,1.003284682035893827e+00,9.916485058278089459e-01
4.892876992237952471e+00,8.738322458544425242e-01,9.949495092804817586e-01,1.001340640823650263e+00
1.635686846691453145e-01,3.517338362470130431e-01,5.420359977570567978e-01,5.320836756107688581e-01
5.503663483770010467e-01,7.436175972398186840e-01,1.015836145412178260e+00,1.016417730237711536e+00
3.874949769272331146e+00,3.437209003077301706e-01,1.001561125880953584e+00,9.962262841752316245e-01
3.312924631766910544e+00,1.523398843508500800e-01,1.005708929254400585e+00,1.011007061017947573e+00
9.432632126629386660e-01,1.143651008065820207e-01,1.006501335137902409e+00,9.942081687459367600e-01
2.338809356991302213e+00,4.109539560683644899e-01,1.010968473437636739e+00,9.972950063685201982e-01
4.971925918145973178e+00,5.110068705974556424e-01,9.985422764070019941e-01,9.847078832126696657e-01
1.603223545184728760e-01,1.163717976589429964e-01,4.399148279553802832e-01,4.380986837644550436e-01
3.438748511881806635e+00,3.209586834381132903e-01,1.003445168492627326e+00,1.016245797080282065e+00
3.131320288399943141e+00,6.166134469729479539e-01,9.997673685715873226e-01,1.008043485568353992e+00
3.975711105446541715e+00,4.099830826741149847e-01,1.000595789844245909e+00,1.002646272126043625e+00
