t,P,S_set,R,dP_dt,dP_dt_noisy
5.195839167833566563e+01,4.127025253955583090e-02,1.034647057437217826e-01,2.640093670748090791e-03,-1.046967677641900268e-03,1.932745096324838263e-01
5.197039407881575812e+01,4.125769072341226723e-02,1.034408626423588273e-01,2.638710504762492061e-03,-1.046249138390960981e-03,1.387056270494514132e-01
5.198239647929585772e+01,4.124513752530118565e-02,1.034170249623909132e-01,2.637329149726199209e-03,-1.045531661902427550e-03,-2.775218801980385008e-02
5.199439887977595021e+01,4.123259293249142282e-02,1.033931927027233466e-01,2.635949602333611218e-03,-1.044815246234079720e-03,1.489717478614969726e-01
5.200640128025604980e+01,4.122005693227359657e-02,1.033693658622613504e-01,2.634571859285094082e-03,-1.044099889447168417e-03,4.585309473175691042e-01
5.201840368073614229e+01,4.120752951196016839e-02,1.033455444399101891e-01,2.633195917286987320e-03,-1.043385589606421818e-03,5.837942931555747256e-02
5.203040608121624189e+01,4.119501065888540176e-02,1.033217284345750581e-01,2.631821773051597028e-03,-1.042672344780050126e-03,3.428463062182595666e-01
5.204240848169633438e+01,4.118250036040538298e-02,1.032979178451611663e-01,2.630449423297201526e-03,-1.041960153039736461e-03,-5.968499452052018761e-02
5.205441088217643397e+01,4.116999860389800731e-02,1.032741126705736673e-01,2.629078864748048312e-03,-1.041249012460639892e-03,-1.222290918380283115e-01
5.206641328265652646e+01,4.115750537676301363e-02,1.032503129097177147e-01,2.627710094134355374e-03,-1.040538921121401516e-03,1.993019497451446187e-01
5.207841568313662606e+01,4.114502066642192202e-02,1.032265185614984065e-01,2.626343108192309445e-03,-1.039829877104126669e-03,-3.841304973808247758e-01
5.209041808361671855e+01,4.113254446031810313e-02,1.032027296248208686e-01,2.624977903664069481e-03,-1.039121878494405314e-03,1.908832292974108891e-01
5.210242048409681814e+01,4.112007674591672268e-02,1.031789460985901574e-01,2.623614477297761885e-03,-1.038414923381300765e-03,-1.202199159303051585e-03
5.211442288457691063e+01,4.110761751070478309e-02,1.031551679817113293e-01,2.622252825847485713e-03,-1.037709009857349252e-03,-9.709730164027169375e-02
5.212642528505701023e+01,4.109516674219107490e-02,1.031313952730893990e-01,2.620892946073307035e-03,-1.037004136018560355e-03,1.614720294826639535e-02
5.213842768553710272e+01,4.108272442790623924e-02,1.031076279716293953e-01,2.619534834741265444e-03,-1.036300299964420472e-03,2.123255952419098036e-02
5.215043008601720231e+01,4.107029055540271228e-02,1.030838660762362635e-01,2.618178488623366679e-03,-1.035597499797890220e-03,2.484828496401566278e-01
5.216243248649729480e+01,4.105786511225475999e-02,1.030601095858150046e-01,2.616823904497590433e-03,-1.034895733625397496e-03,1.673257361548654842e-01
5.217443488697739440e+01,4.104544808605845724e-02,1.030363584992704945e-01,2.615471079147882981e-03,-1.034194999556851350e-03,3.914862876349439053e-02
5.218643728745748689e+01,4.103303946443170869e-02,1.030126128155077064e-01,2.614120009364162816e-03,-1.033495295705625944e-03,-4.514264355631184000e-02
5.219843968793758648e+01,4.102063923501421405e-02,1.029888725334314747e-01,2.612770691942317182e-03,-1.032796620188574429e-03,-1.899423481181463924e-01
5.221044208841767897e+01,4.100824738546752363e-02,1.029651376519467032e-01,2.611423123684204674e-03,-1.032098971126016364e-03,3.878826667885063029e-02
5.222244448889777857e+01,4.099586390347496195e-02,1.029414081699581845e-01,2.610077301397651772e-03,-1.031402346641745529e-03,-5.160612340525758679e-01
5.223444688937787106e+01,4.098348877674172497e-02,1.029176840863707948e-01,2.608733221896457604e-03,-1.030706744863029919e-03,1.921537970642939464e-01
5.224644928985797065e+01,4.097112199299477592e-02,1.028939654000892850e-01,2.607390882000388752e-03,-1.030012163920602207e-03,-1.249200115102776926e-03
5.225845169033806314e+01,4.095876353998292863e-02,1.028702521100184342e-01,2.606050278535184447e-03,-1.029318601948671450e-03,-3.334076993969011804e-01
5.227045409081816274e+01,4.094641340547678504e-02,1.028465442150629933e-01,2.604711408332551371e-03,-1.028626057084912684e-03,1.119503846731093738e-01
5.228245649129825523e+01,4.093407157726880463e-02,1.028228417141276996e-01,2.603374268230167991e-03,-1.027934527470473862e-03,-1.788081082522264553e-01
5.229445889177835483e+01,4.092173804317322111e-02,1.027991446061172209e-01,2.602038855071681089e-03,-1.027244011249972815e-03,-9.423409222107337335e-02
5.230646129225844732e+01,4.090941279102612571e-02,1.027754528899362668e-01,2.600705165706710537e-03,-1.026554506571493788e-03,-3.582463793650661477e-01
5.231846369273854691e+01,4.089709580868539085e-02,1.027517665644894634e-01,2.599373196990841916e-03,-1.025866011586594809e-03,-1.508104119547483968e-01
5.233046609321863940e+01,4.088478708403073952e-02,1.027280856286814648e-01,2.598042945785634765e-03,-1.025178524450300315e-03,3.086859575570403622e-02
5.234246849369873900e+01,4.087248660496368285e-02,1.027044100814168692e-01,2.596714408958615636e-03,-1.024492043321098989e-03,-1.791859552901513622e-02
5.235447089417883149e+01,4.086019435940756866e-02,1.026807399216002614e-01,2.595387583383283736e-03,-1.023806566360953730e-03,5.676517472898550548e-02
5.236647329465893108e+01,4.084791033530755372e-02,1.026570751481361843e-01,2.594062465939105718e-03,-1.023122091735294715e-03,-1.472921953852072141e-01
5.237847569513902357e+01,4.083563452063062454e-02,1.026334157599291946e-01,2.592739053511520890e-03,-1.022438617613016364e-03,1.111429784089704303e-01
5.239047809561912317e+01,4.082336690336555579e-02,1.026097617558837938e-01,2.591417342991936008e-03,-1.021756142166479944e-03,-2.977559975599436970e-01
5.240248049609921566e+01,4.081110747152298657e-02,1.025861131349044969e-01,2.590097331277729613e-03,-1.021074663571520068e-03,-1.156761860308971462e-01
5.241448289657931525e+01,4.079885621313532329e-02,1.025624698958957359e-01,2.588779015272248563e-03,-1.020394180007428656e-03,-5.320066106883225565e-01
5.242648529705940774e+01,4.078661311625682989e-02,1.025388320377619844e-01,2.587462391884812803e-03,-1.019714689656970978e-03,-6.383321863884183767e-02
5.243848769753950734e+01,4.077437816896355843e-02,1.025151995594076465e-01,2.586147458030708425e-03,-1.019036190706375678e-03,-1.120425310303976990e-01
5.245049009801959983e+01,4.076215135935340461e-02,1.024915724597371264e-01,2.584834210631194607e-03,-1.018358681345336511e-03,-4.170417717054482332e-02
5.246249249849969942e+01,4.074993267554605225e-02,1.024679507376547866e-01,2.583522646613497977e-03,-1.017682159767014077e-03,1.110434678716075568e-01
5.247449489897979191e+01,4.073772210568303576e-02,1.024443343920649896e-01,2.582212762910818249e-03,-1.017006624168031916e-03,2.590794328478090436e-01
5.248649729945989151e+01,4.072551963792767071e-02,1.024207234218720425e-01,2.580904556462321718e-03,-1.016332072748479982e-03,-2.388799726630636278e-01
5.249849969993998400e+01,4.071332526046513717e-02,1.023971178259802939e-01,2.579598024213148200e-03,-1.015658503711912037e-03,-5.166096030658041960e-02
5.251050210042008359e+01,4.070113896150237554e-02,1.023735176032939675e-01,2.578293163114403659e-03,-1.014985915265342615e-03,-3.953686740111951869e-01
5.252250450090017608e+01,4.068896072926819762e-02,1.023499227527173705e-01,2.576989970123168012e-03,-1.014314305619258734e-03,3.618274316676902691e-01
5.253450690138027568e+01,4.067679055201318949e-02,1.023263332731546987e-01,2.575688442202487757e-03,-1.013643672987602114e-03,2.562689817058799169e-01
5.254650930186036817e+01,4.066462841800978778e-02,1.023027491635101899e-01,2.574388576321382481e-03,-1.012974015587779150e-03,8.941314645787493132e-02
5.255851170234046776e+01,4.065247431555222418e-02,1.022791704226879983e-01,2.573090369454838350e-03,-1.012305331640663952e-03,2.389275532509240463e-01
5.257051410282056025e+01,4.064032823295656710e-02,1.022555970495923339e-01,2.571793818583815484e-03,-1.011637619370585762e-03,1.684867556993515092e-01
5.258251650330065985e+01,4.062819015856067306e-02,1.022320290431272816e-01,2.570498920695240153e-03,-1.010970877005344139e-03,-1.299810190202757287e-01
5.259451890378075234e+01,4.061606008072425611e-02,1.022084664021970235e-01,2.569205672782011712e-03,-1.010305102776193342e-03,1.411900288913093826e-01
5.260652130426085193e+01,4.060393798782881147e-02,1.021849091257055892e-01,2.567914071842997397e-03,-1.009640294917853610e-03,2.323303066062215039e-01
5.261852370474094442e+01,4.059182386827768496e-02,1.021613572125571051e-01,2.566624114883036233e-03,-1.008976451668505084e-03,1.590482659515696506e-01
5.263052610522104402e+01,4.057971771049599663e-02,1.021378106616555592e-01,2.565335798912934690e-03,-1.008313571269789117e-03,-1.898960847620155198e-02
5.264252850570113651e+01,4.056761950293073099e-02,1.021142694719050364e-01,2.564049120949473196e-03,-1.007651651966806963e-03,-7.874781278913567384e-02
5.265453090618123611e+01,4.055552923405066068e-02,1.020907336422094969e-01,2.562764078015397455e-03,-1.006990692008120653e-03,4.734721220525719976e-01
5.266653330666132860e+01,4.054344689234638116e-02,1.020672031714729283e-01,2.561480667139427996e-03,-1.006330689645754291e-03,5.314488542638102359e-02
5.267853570714142108e+01,4.053137246633031765e-02,1.020436780585993047e-01,2.560198885356251494e-03,-1.005671643135185381e-03,1.082219183789564360e-01
5.269053810762152068e+01,4.051930594453669043e-02,1.020201583024925168e-01,2.558918729706525976e-03,-1.005013550735362176e-03,-2.815027446246899379e-01
5.270254050810161317e+01,4.050724731552156344e-02,1.019966439020564969e-01,2.557640197236880387e-03,-1.004356410708680258e-03,1.355593140323811396e-01
5.271454290858171277e+01,4.049519656786278871e-02,1.019731348561951217e-01,2.556363284999911990e-03,-1.003700221320998585e-03,4.838817363110108072e-02
5.272654530906180526e+01,4.048315369016006887e-02,1.019496311638122682e-01,2.555087990054190263e-03,-1.003044980841639924e-03,-1.733604795451083591e-01
5.273854770954190485e+01,4.047111867103489469e-02,1.019261328238117437e-01,2.553814309464251704e-03,-1.002390687543375670e-03,2.569015965717802441e-01
5.275055011002199734e+01,4.045909149913060054e-02,1.019026398350973972e-01,2.552542240300606762e-03,-1.001737339702444499e-03,-1.540336787588662045e-03
5.276255251050209694e+01,4.044707216311230896e-02,1.018791521965729807e-01,2.551271779639731167e-03,-1.001084935598535886e-03,1.286382449516566273e-01
5.277455491098218943e+01,4.043506065166699304e-02,1.018556699071422877e-01,2.550002924564075037e-03,-1.000433473514800945e-03,9.111715821884938671e-02
5.278655731146228902e+01,4.042305695350341399e-02,1.018321929657090563e-01,2.548735672162055505e-03,-9.997829517378441916e-04,-1.408393719024558788e-01
5.279855971194238151e+01,4.041106105730524894e-02,1.018087213711775935e-01,2.547470019515103538e-03,-9.991333685504576526e-04,5.688006197459454655e-02
5.281056211242248111e+01,4.039907295146748234e-02,1.017852551224559671e-01,2.546205963625441764e-03,-9.984847221907659602e-04,2.758409659195846797e-01
5.282256451290257360e+01,4.038709262472905959e-02,1.017617942184482621e-01,2.544943501591245567e-03,-9.978370109503032805e-04,-2.221351451164377544e-01
5.283456691338267319e+01,4.037512006593087233e-02,1.017383386580574950e-01,2.543682630538873952e-03,-9.971902331364825706e-04,-2.083561974566920105e-01
5.284656931386276568e+01,4.036315526393201986e-02,1.017148884401867515e-01,2.542423347599629454e-03,-9.965443870596116076e-04,-1.833367672891936806e-01
5.285857171434286528e+01,4.035119820760973280e-02,1.016914435637391173e-01,2.541165649909754229e-03,-9.958994710328782432e-04,1.470839696166443000e-01
5.287057411482295777e+01,4.033924888585942170e-02,1.016680040276177061e-01,2.539909534610435265e-03,-9.952554833723651490e-04,-9.348167424899100908e-02
5.288257651530305736e+01,4.032730728759465616e-02,1.016445698307256312e-01,2.538654998847798740e-03,-9.946124223970424436e-04,5.778990449248914973e-02
5.289457891578314985e+01,4.031537340174717876e-02,1.016211409719661035e-01,2.537402039772916097e-03,-9.939702864287620551e-04,2.273671629814432715e-01
5.290658131626324945e+01,4.030344721726687729e-02,1.015977174502422364e-01,2.536150654541796667e-03,-9.933290737922715989e-04,-2.262091674786039786e-01
5.291858371674334194e+01,4.029152872312181943e-02,1.015742992644572962e-01,2.534900840315395913e-03,-9.926887828151983312e-04,2.935596762213625865e-01
5.293058611722344153e+01,4.027961790829823197e-02,1.015508864135144657e-01,2.533652594259607187e-03,-9.920494118280608585e-04,4.648441317161433953e-03
5.294258851770353402e+01,4.026771476180050768e-02,1.015274788963170249e-01,2.532405913545269973e-03,-9.914109591642643673e-04,-3.621281981445366449e-02
5.295459091818363362e+01,4.025581927265118459e-02,1.015040767117682124e-01,2.531160795348162511e-03,-9.907734231600958535e-04,3.047390162140595771e-01
5.296659331866372611e+01,4.024393142989100836e-02,1.014806798587713499e-01,2.529917236849006570e-03,-9.901368021547353980e-04,9.023455004007631397e-02
5.297859571914382570e+01,4.023205122257883515e-02,1.014572883362297312e-01,2.528675235233464845e-03,-9.895010944902435900e-04,-2.642670397430981755e-01
5.299059811962391819e+01,4.022017863979172880e-02,1.014339021430467336e-01,2.527434787692143994e-03,-9.888662985115675985e-04,-1.306287030184528040e-02
5.300260052010401779e+01,4.020831367062488448e-02,1.014105212781256787e-01,2.526195891420589864e-03,-9.882324125665394379e-04,-1.555252796034233276e-01
5.301460292058411028e+01,4.019645630419168419e-02,1.013871457403699716e-01,2.524958543619293134e-03,-9.875994350058798707e-04,5.191012686080753030e-02
5.302660532106420987e+01,4.018460652962366209e-02,1.013637755286830172e-01,2.523722741493683239e-03,-9.869673641831897340e-04,-9.528961290572950105e-02
5.303860772154430236e+01,4.017276433607052527e-02,1.013404106419682621e-01,2.522488482254135311e-03,-9.863361984549568785e-04,-6.909418663521689485e-02
5.305061012202440196e+01,4.016092971270012607e-02,1.013170510791291251e-01,2.521255763115963239e-03,-9.857059361805531328e-04,1.904970840918778219e-01
5.306261252250449445e+01,4.014910264869850365e-02,1.012936968390691223e-01,2.520024581299424877e-03,-9.850765757222321346e-04,-3.399574863172851180e-01
5.307461492298459405e+01,4.013728313326984931e-02,1.012703479206917140e-01,2.518794934029718567e-03,-9.844481154451362702e-04,5.492436976881372168e-02
5.308661732346468654e+01,4.012547115563651345e-02,1.012470043229004579e-01,2.517566818536986616e-03,-9.838205537172849645e-04,-4.802941867543530918e-02
5.309861972394478613e+01,4.011366670503901943e-02,1.012236660445988701e-01,2.516340232056310956e-03,-9.831938889095881255e-04,6.337299547115983478e-02
5.311062212442487862e+01,4.010186977073606357e-02,1.012003330846905358e-01,2.515115171827717912e-03,-9.825681193958340012e-04,-4.755665988635334185e-01
5.312262452490497822e+01,4.009008034200447351e-02,1.011770054420790266e-01,2.513891635096173003e-03,-9.819432435526896132e-04,-1.921715588456293922e-01
5.313462692538507071e+01,4.007829840813927069e-02,1.011536831156679833e-01,2.512669619111586577e-03,-9.813192597597124658e-04,-8.283171446414382133e-02
5.314662932586517030e+01,4.006652395845362868e-02,1.011303661043610191e-01,2.511449121128808172e-03,-9.806961663993410058e-04,3.292113044710932024e-01
5.315863172634526279e+01,4.005475698227890097e-02,1.011070544070618027e-01,2.510230138407632591e-03,-9.800739618568924533e-04,-2.524988458845305872e-01
5.317063412682536239e+01,4.004299746896456541e-02,1.010837480226740026e-01,2.509012668212792958e-03,-9.794526445205649703e-04,-2.261265167061343451e-01
5.318263652730545488e+01,4.003124540787831448e-02,1.010604469501013430e-01,2.507796707813968098e-03,-9.788322127814432991e-04,-3.960411361507372441e-02
5.319463892778555447e+01,4.001950078840595809e-02,1.010371511882475204e-01,2.506582254485774722e-03,-9.782126650334892204e-04,6.223528991349934480e-02
5.320664132826564696e+01,4.000776359995150688e-02,1.010138607360163282e-01,2.505369305507775674e-03,-9.775939996735445899e-04,-1.239050566732660674e-01
5.321864372874574656e+01,3.999603383193710976e-02,1.009905755923114906e-01,2.504157858164472120e-03,-9.769762151013382766e-04,1.588693276842833776e-02
5.323064612922583905e+01,3.998431147380310247e-02,1.009672957560368289e-01,2.502947909745310059e-03,-9.763593097194727191e-04,-3.284416226250921889e-01
5.324264852970593864e+01,3.997259651500795208e-02,1.009440212260961506e-01,2.501739457544675544e-03,-9.757432819334334664e-04,3.365862937468576677e-01
5.325465093018603113e+01,3.996088894502832639e-02,1.009207520013933046e-01,2.500532498861898160e-03,-9.751281301515870095e-04,-6.903850979617134898e-02
5.326665333066613073e+01,3.994918875335903147e-02,1.008974880808321400e-01,2.499327031001247115e-03,-9.745138527851777456e-04,2.428412624704491540e-02
5.327865573114622322e+01,3.993749592951305327e-02,1.008742294633165615e-01,2.498123051271937314e-03,-9.739004482483314476e-04,5.391896065508082758e-01
5.329065813162632281e+01,3.992581046302151604e-02,1.008509761477504596e-01,2.496920556988121119e-03,-9.732879149580491926e-04,-1.137141061605537046e-01
5.330266053210641530e+01,3.991413234343374472e-02,1.008277281330377806e-01,2.495719545468897023e-03,-9.726762513342164691e-04,-2.493993380107444036e-01
5.331466293258651490e+01,3.990246156031719560e-02,1.008044854180824568e-01,2.494520014038301842e-03,-9.720654557995958046e-04,-1.990635348156455653e-01
5.332666533306660739e+01,3.989079810325751874e-02,1.007812480017885037e-01,2.493321960025318522e-03,-9.714555267798263317e-04,3.329972018516116350e-01
5.333866773354670698e+01,3.987914196185848859e-02,1.007580158830598677e-01,2.492125380763867033e-03,-9.708464627034246557e-04,-3.905883577784971528e-02
5.335067013402679947e+01,3.986749312574208726e-02,1.007347890608006197e-01,2.490930273592814343e-03,-9.702382620017913593e-04,-1.577668047013608965e-01
5.336267253450689907e+01,3.985585158454842819e-02,1.007115675339147615e-01,2.489736635855964875e-03,-9.696309231091984268e-04,-8.384347540992553166e-03
5.337467493498699156e+01,3.984421732793581167e-02,1.006883513013063919e-01,2.488544464902068751e-03,-9.690244444628000851e-04,-1.072883807443442312e-02
5.338667733546709115e+01,3.983259034558066930e-02,1.006651403618795820e-01,2.487353758084815281e-03,-9.684188245026202277e-04,2.002817984170020549e-01
5.339867973594718364e+01,3.982097062717764036e-02,1.006419347145384585e-01,2.486164512762837741e-03,-9.678140616715740982e-04,1.430863920516586008e-01
5.341068213642728324e+01,3.980935816243949543e-02,1.006187343581871479e-01,2.484976726299709896e-03,-9.672101544154361984e-04,7.447769270992248003e-02
5.342268453690737573e+01,3.979775294109717809e-02,1.005955392917298186e-01,2.483790396063948608e-03,-9.666071011828710792e-04,9.564094289857090481e-02
5.343468693738747533e+01,3.978615495289979792e-02,1.005723495140706386e-01,2.482605519429011663e-03,-9.660049004254133917e-04,-1.621262101169025360e-01
5.344668933786756782e+01,3.977456418761463053e-02,1.005491650241138180e-01,2.481422093773300377e-03,-9.654035505974774278e-04,-2.527663421422553514e-01
5.345869173834766741e+01,3.976298063502710367e-02,1.005259858207635804e-01,2.480240116480155691e-03,-9.648030501563501816e-04,8.030670870910626424e-02
5.347069413882775990e+01,3.975140428494082501e-02,1.005028119029241912e-01,2.479059584937863374e-03,-9.642033975621935177e-04,1.044393728553383721e-01
5.348269653930785950e+01,3.973983512717755434e-02,1.004796432694998881e-01,2.477880496539648387e-03,-9.636045912780515435e-04,3.345873991576010786e-02
5.349469893978795199e+01,3.972827315157722444e-02,1.004564799193950059e-01,2.476702848683680087e-03,-9.630066297698341299e-04,5.675939063083754177e-02
5.350670134026805158e+01,3.971671834799792022e-02,1.004333218515138237e-01,2.475526638773067455e-03,-9.624095115063325233e-04,1.257316392898794322e-01
5.351870374074814407e+01,3.970517070631590650e-02,1.004101690647607181e-01,2.474351864215863870e-03,-9.618132349592111059e-04,-2.287749347282136692e-01
5.353070614122824367e+01,3.969363021642558637e-02,1.003870215580400099e-01,2.473178522425062333e-03,-9.612177986030082631e-04,-6.849997892908325781e-02
5.354270854170833616e+01,3.968209686823955668e-02,1.003638793302561311e-01,2.472006610818600243e-03,-9.606232009151359497e-04,-1.738692410825040391e-01
5.355471094218843575e+01,3.967057065168855257e-02,1.003407423803134441e-01,2.470836126819354189e-03,-9.600294403758840266e-04,-3.726068713515034991e-01
5.356671334266852824e+01,3.965905155672150295e-02,1.003176107071164364e-01,2.469667067855146024e-03,-9.594365154684089854e-04,1.058850377664433406e-01
5.357871574314862784e+01,3.964753957330546114e-02,1.002944843095694982e-01,2.468499431358735924e-03,-9.588444246787469587e-04,-4.614002106784829277e-02
5.359071814362872033e+01,3.963603469142568808e-02,1.002713631865771449e-01,2.467333214767829762e-03,-9.582531664958076484e-04,8.092594051698694113e-02
5.360272054410881992e+01,3.962453690108556220e-02,1.002482473370438637e-01,2.466168415525071735e-03,-9.576627394113647850e-04,1.257111082443476968e-01
5.361472294458891241e+01,3.961304619230666957e-02,1.002251367598741977e-01,2.465005031078051304e-03,-9.570731419200773776e-04,-1.813712976994455162e-01
5.362672534506901201e+01,3.960156255512872064e-02,1.002020314539726481e-01,2.463843058879297554e-03,-9.564843725194693315e-04,3.008622493405647136e-01
5.363872774554910450e+01,3.959008597960963355e-02,1.001789314182438273e-01,2.462682496386282664e-03,-9.558964297099415905e-04,6.004732048614341844e-02
5.365073014602920409e+01,3.957861645582544385e-02,1.001558366515922921e-01,2.461523341061420175e-03,-9.553093119947595607e-04,2.012038496134144760e-01
5.366273254650929658e+01,3.956715397387038785e-02,1.001327471529226826e-01,2.460365590372067153e-03,-9.547230178800695903e-04,3.381716291262165108e-01
5.367473494698939618e+01,3.955569852385683316e-02,1.001096629211396111e-01,2.459209241790519859e-03,-9.541375458748850916e-04,-9.591877562315460903e-02
5.368673734746948867e+01,3.954425009591535506e-02,1.000865839551477454e-01,2.458054292794018946e-03,-9.535528944910904442e-04,-1.238844650025117261e-01
5.369873974794958826e+01,3.953280868019464628e-02,1.000635102538517673e-01,2.456900740864745997e-03,-9.529690622434414289e-04,3.521920206703183648e-02
5.371074214842968075e+01,3.952137426686159333e-02,1.000404418161563863e-01,2.455748583489825252e-03,-9.523860476495691306e-04,2.213321278617852439e-01
5.372274454890978035e+01,3.950994684610122792e-02,1.000173786409663118e-01,2.454597818161321013e-03,-9.518038492299708310e-04,2.276792464589162679e-01
5.373474694938987284e+01,3.949852640811676863e-02,9.999432072718630882e-02,2.453448442376243276e-03,-9.512224655080126108e-04,-3.947046989899319347e-01
5.374674934986997243e+01,3.948711294312957226e-02,9.997126807372114232e-02,2.452300453636539496e-03,-9.506418950099358549e-04,2.864445267530558170e-01
5.375875175035006492e+01,3.947570644137917556e-02,9.994822067947561894e-02,2.451153849449102824e-03,-9.500621362648503133e-04,-8.993472520176228058e-02
5.377075415083016452e+01,3.946430689312327433e-02,9.992517854335453142e-02,2.450008627325766034e-03,-9.494831878047345353e-04,9.727438583376485370e-02
5.378275655131025701e+01,3.945291428863773042e-02,9.990214166426274189e-02,2.448864784783305430e-03,-9.489050481644393381e-04,-2.656908940923925488e-01
5.379475895179035660e+01,3.944152861821656475e-02,9.987911004110509861e-02,2.447722319343437376e-03,-9.483277158816795678e-04,-1.773857913813764453e-01
5.380676135227044909e+01,3.943014987217197120e-02,9.985608367278650532e-02,2.446581228532823497e-03,-9.477511894970458081e-04,7.231717675069643247e-02
5.381876375275054869e+01,3.941877804083428888e-02,9.983306255821185193e-02,2.445441509883062876e-03,-9.471754675539909366e-04,-3.578119396287685605e-01
5.383076615323064118e+01,3.940741311455204371e-02,9.981004669628608383e-02,2.444303160930701158e-03,-9.466005485988422674e-04,1.606333042539051792e-01
5.384276855371074078e+01,3.939605508369191378e-02,9.978703608591413254e-02,2.443166179217221880e-03,-9.460264311807954803e-04,-1.086927476818517618e-01
5.385477095419083327e+01,3.938470393863874319e-02,9.976403072600099897e-02,2.442030562289054275e-03,-9.454531138519081147e-04,5.442319496369620729e-02
5.386677335467093286e+01,3.937335966979552820e-02,9.974103061545167015e-02,2.440896307697566769e-03,-9.448805951671138820e-04,2.869609067443031764e-02
5.387877575515102535e+01,3.936202226758346578e-02,9.971803575317117474e-02,2.439763412999070881e-03,-9.443088736842109553e-04,-1.117648317592558893e-01
5.389077815563112495e+01,3.935069172244185648e-02,9.969504613806455529e-02,2.438631875754819923e-03,-9.437379479638606690e-04,2.617401879835669076e-01
5.390278055611121744e+01,3.933936802482822931e-02,9.967206176903686821e-02,2.437501693531009869e-03,-9.431678165695996617e-04,4.673197803294737995e-01
5.391478295659131703e+01,3.932805116521822381e-02,9.964908264499322543e-02,2.436372863898776751e-03,-9.425984780678255646e-04,1.252086495323063986e-01
5.392678535707140952e+01,3.931674113410568022e-02,9.962610876483872502e-02,2.435245384434201431e-03,-9.420299310278065427e-04,-3.440744405397187511e-01
5.393878775755150912e+01,3.930543792200258402e-02,9.960314012747849277e-02,2.434119252718303962e-03,-9.414621740216782587e-04,2.343966932168210088e-02
5.395079015803160161e+01,3.929414151943909361e-02,9.958017673181771001e-02,2.432994466337048359e-03,-9.408952056244382356e-04,-4.608883283204275039e-02
5.396279255851170120e+01,3.928285191694716461e-02,9.955721857676173847e-02,2.431871022876835355e-03,-9.403290244114200988e-04,1.811440056156827794e-01
5.397479495899179369e+01,3.927156910478580426e-02,9.953426566121947872e-02,2.430748919849250525e-03,-9.397636289157559886e-04,1.133508741928137761e-02
5.398679735947189329e+01,3.926029307345615948e-02,9.951131798409708351e-02,2.429628154833423075e-03,-9.391990177081348083e-04,4.277090355155901413e-01
5.399879975995198578e+01,3.924902381360208942e-02,9.948837554429929009e-02,2.428508725447838749e-03,-9.386351893814013497e-04,1.376968100797201222e-01
5.401080216043208537e+01,3.923776131588249672e-02,9.946543834073083568e-02,2.427390629315048180e-03,-9.380721425307834808e-04,1.187441258791722826e-01
5.402280456091217786e+01,3.922650557097135532e-02,9.944250637229656853e-02,2.426273864061669495e-03,-9.375098757538895440e-04,-6.953815648636840763e-02
5.403480696139227746e+01,3.921525656955762718e-02,9.941957963790136465e-02,2.425158427318385278e-03,-9.369483876507096569e-04,-1.788205741316584163e-01
5.404680936187236995e+01,3.920401430234535939e-02,9.939665813645018333e-02,2.424044316719945608e-03,-9.363876768236105083e-04,-1.790771744751104566e-02
5.405881176235246954e+01,3.919277876005362177e-02,9.937374186684801158e-02,2.422931529905165016e-03,-9.358277418773475013e-04,3.966001282757325441e-02
5.407081416283256203e+01,3.918154993341653458e-02,9.935083082799996135e-02,2.421820064516926833e-03,-9.352685814190482734e-04,9.490927544643064373e-02
5.408281656331266163e+01,3.917032781318324081e-02,9.932792501881111680e-02,2.420709918202177541e-03,-9.347101940582261403e-04,3.930320506292800387e-02
5.409481896379275412e+01,3.915911239011795469e-02,9.930502443818671476e-02,2.419601088611931551e-03,-9.341525784067727239e-04,-5.691547171368616098e-02
5.410682136427285371e+01,3.914790365499989933e-02,9.928212908503197820e-02,2.418493573401268599e-03,-9.335957330789588192e-04,8.968768453313269093e-03
5.411882376475294620e+01,3.913670159862336906e-02,9.925923895825225496e-02,2.417387370229335478e-03,-9.330396566914352617e-04,-9.345685404124746964e-02
5.413082616523304580e+01,3.912550621179766708e-02,9.923635405675287902e-02,2.416282476759343007e-03,-9.324843478632350961e-04,-1.988542185891224723e-01
5.414282856571313829e+01,3.911431748534716785e-02,9.921347437943935088e-02,2.415178890658571664e-03,-9.319298052157631677e-04,-1.744323581410814894e-01
5.415483096619323788e+01,3.910313541011126853e-02,9.919059992521710167e-02,2.414076609598363350e-03,-9.313760273728117350e-04,9.765223616917466376e-02
5.416683336667333037e+01,3.909195997694442370e-02,9.916773069299175680e-02,2.412975631254130494e-03,-9.308230129605504950e-04,1.441881578442146539e-01
5.417883576715342997e+01,3.908079117671610370e-02,9.914486668166888617e-02,2.411875953305348680e-03,-9.302707606075222464e-04,-4.425503537402109000e-02
5.419083816763352246e+01,3.906962900031085012e-02,9.912200789015421232e-02,2.410777573435560987e-03,-9.297192689446532980e-04,-2.825051070174758663e-02
5.420284056811362206e+01,3.905847343862821341e-02,9.909915431735345781e-02,2.409680489332376250e-03,-9.291685366052473971e-04,1.083253568638343212e-01
5.421484296859371455e+01,3.904732448258282224e-02,9.907630596217245622e-02,2.408584698687469498e-03,-9.286185622249865969e-04,-2.820435362103081156e-02
5.422684536907381414e+01,3.903618212310431407e-02,9.905346282351702725e-02,2.407490199196581082e-03,-9.280693444419312564e-04,6.274312269163935252e-01
