dIdt,T,emf,emf_noisy
2.047691959979134253e+03,3.252268375004191512e+02,2.374587244952565054e-02,2.442437960673493613e-02
2.592208961293792981e+03,2.732000264721014560e+02,2.718680469692258406e-02,2.593231594977538426e-02
9.039975602603366133e+04,3.715131944978464844e+02,7.934769883537738655e-02,8.014897442281918027e-02
1.178686496374303033e+03,3.091190192707294386e+02,1.333960191811797355e-02,1.369558304660587096e-02
6.583797383437804820e+04,3.102771711272303037e+02,8.894940808320896120e-02,8.593285640373142520e-02
3.423535577583005306e+03,3.518620755617763507e+02,4.103572618823451978e-02,4.109782477303304538e-02
1.152351310499304964e+04,3.591639075571340527e+02,1.133603969161141034e-01,1.158646659409603291e-01
2.959094122508683085e+03,2.831931201466850894e+02,3.153489267744864766e-02,2.989332049296319210e-02
1.514258840505485296e+03,2.858510309429395875e+02,1.638907564850957191e-02,1.871520935932895896e-02
5.350634137765701598e+04,3.426331490593955209e+02,1.067141376404574932e-01,1.082573693710523477e-01
1.834122464227119417e+04,3.482867431657430757e+02,1.353560778415156540e-01,1.358538086377472087e-01
5.666504404899917427e+04,2.845860623992526826e+02,9.326239202617957191e-02,9.431292427908802289e-02
1.830569339120440782e+04,2.884636139846664378e+02,1.217083251249164860e-01,1.202650307124752266e-01
2.748060916071191241e+04,3.310856092883929591e+02,1.345104888350939776e-01,1.360927716180639346e-01
1.720675121223129963e+03,3.355602489125694206e+02,2.035456583539028280e-02,1.768523489289658066e-02
1.037964802654679033e+03,2.927807706449591478e+02,1.140367924034008627e-02,9.334992059422442950e-03
1.494740402020411921e+03,3.599305601704830337e+02,1.844162077809600314e-02,1.969959769532796806e-02
5.030431997381278779e+04,3.067846677271023736e+02,1.039453364558580867e-01,1.019226238344739660e-01
1.164546858352155596e+03,3.102495707128761069e+02,1.320727817122587140e-02,1.741062612207355809e-02
1.565509136874058868e+03,3.011103379985157176e+02,1.743106615262687148e-02,1.829645487613820037e-02
1.613429123330374523e+03,3.443869433795434816e+02,1.938613581771883587e-02,2.139218772137090746e-02
1.349574163383849509e+03,3.276836180248592996e+02,1.577615988698872693e-02,1.791307340024454395e-02
4.599191470140397541e+03,3.463155010000613174e+02,5.371136452757634128e-02,5.312609017780112880e-02
1.568946048370054996e+04,3.332478464671377765e+02,1.258851659674141421e-01,1.261396369324981892e-01
6.810281545536266640e+04,2.814399160709570538e+02,8.263582727154462904e-02,8.379144469510982352e-02
2.189332144817848985e+03,3.364475091236194544e+02,2.586303526982038428e-02,2.608423933933551667e-02
1.255856073167886507e+03,2.889629389655381146e+02,1.368806135245196828e-02,1.705172652330591565e-02
8.497943301911713206e+04,2.921995368603808743e+02,7.266438968088161088e-02,7.494751778613134574e-02
1.903175994693463736e+03,3.287782555664793449e+02,2.222756384596243431e-02,2.288434578519188065e-02
2.997185556249900765e+04,3.252960349880462445e+02,1.313305764629100203e-01,1.340855118964877357e-01
7.206854794274350570e+04,3.067790352820204021e+02,8.332569523511357268e-02,8.369183031570270881e-02
6.611503668644254503e+03,3.397699097511427908e+02,7.326163211052807989e-02,7.504078735498466435e-02
9.362444455092612770e+04,3.026899453920818814e+02,6.927198230216737029e-02,6.982106082705485939e-02
4.222641615950473351e+03,2.823299163569868142e+02,4.422371610693821842e-02,4.391168012335062987e-02
2.135187102274451718e+03,3.060837032404304523e+02,2.391263715433610687e-02,2.225571471406209700e-02
5.259581908324116375e+04,3.128170617589185554e+02,1.024709471075083977e-01,1.012513479434800079e-01
2.060095682572263831e+04,3.264722560650680521e+02,1.332638954750241522e-01,1.335780016062337872e-01
4.026282899685543271e+03,2.958238902249910325e+02,4.338212726046385137e-02,4.444454730222627270e-02
1.198002859873678744e+03,3.512576789520168177e+02,1.458808001930379274e-02,1.052335014784412659e-02
3.938030299243461741e+03,3.687029834128038033e+02,4.820399197923126711e-02,4.757532392518416114e-02
1.773434657101861012e+04,2.829560287978544011e+02,1.194866744625540100e-01,1.208350894386425733e-01
1.382883519753244582e+04,3.676553740840579962e+02,1.264966578649351359e-01,1.263574840176562852e-01
3.532486569090822286e+03,2.988544046035997326e+02,3.852782850413490751e-02,3.649387894985011566e-02
6.828570560607759944e+03,3.118956495978468979e+02,7.167731716527658836e-02,6.981955677347408129e-02
4.749137595006271113e+03,3.420426553670581598e+02,5.492335538840206061e-02,5.845384411669694857e-02
1.419701877609844587e+03,3.017930056929884017e+02,1.583819034806199094e-02,1.280968581199775497e-02
1.917515493828877516e+04,3.021655507840864630e+02,1.261099028575475012e-01,1.255989327803369304e-01
1.204141859085915348e+04,2.775689734738745642e+02,1.005522577939062384e-01,1.023557685843333592e-01
5.451799542602097063e+04,3.448371242905842564e+02,1.059384028358862501e-01,1.020923559086783644e-01
4.076571939759747329e+04,3.160824376589538929e+02,1.171739766274821209e-01,1.186649564110987681e-01
6.402772225872329727e+03,3.554965984358332776e+02,7.321028615856875477e-02,7.024206812288846802e-02
3.422778799842602166e+04,3.722856876541407019e+02,1.372031913305092055e-01,1.393594448779716666e-01
1.765593301802729911e+04,3.647443254119622225e+02,1.377305312694638573e-01,1.431977772642586688e-01
6.792829913850725279e+04,3.215175044113468630e+02,8.886184087758004779e-02,8.649474816519854559e-02
2.832082689714752178e+03,3.482167632943504714e+02,3.395201381339837260e-02,3.395130875405857201e-02
4.008917437214004167e+03,3.050140045174801458e+02,4.394505031162357356e-02,4.481389515528771961e-02
9.181951483774806547e+03,3.604929988202797517e+02,9.799035976686194804e-02,9.698369059754907706e-02
1.872242237950660183e+03,2.838969434673216483e+02,2.014996433015948593e-02,2.137621427940160704e-02
1.436387545620812307e+04,3.240859015110382870e+02,1.195953799014152219e-01,1.183032260187386192e-01
6.153831638820935950e+03,3.232507842306565635e+02,6.698216493098058111e-02,6.598350204607085490e-02
3.006457632235233905e+04,3.671772971461296606e+02,1.406849708205653027e-01,1.391836224987862136e-01
4.073730743277721194e+04,3.559094822987630096e+02,1.253085104845623465e-01,1.253359374903668111e-01
1.566324980835082670e+03,3.558825148545280967e+02,1.918983047752170074e-02,2.026815807591719754e-02
9.809682460685151455e+04,3.598838060897271589e+02,7.366936184428987677e-02,7.574367734982571931e-02
3.682297090076768654e+04,3.485224277205811063e+02,1.288775582719454971e-01,1.287883177854583228e-01
3.240293989684800545e+04,3.210389477710120900e+02,1.280455684453662979e-01,1.260296338858582499e-01
3.071801860733049580e+03,2.894280169478226981e+02,3.308895416492269731e-02,3.224719564454195386e-02
3.240608416718347598e+03,2.975419106903576107e+02,3.537824348564392457e-02,3.447098111146558452e-02
5.703471717368991085e+04,3.122930991394219973e+02,9.763402819813252198e-02,9.697345995157630183e-02
1.244166307427454967e+03,3.293760357988988972e+02,1.459314045561089720e-02,1.587998568741824310e-02
1.748238881943153501e+03,3.691800193491347954e+02,2.186809958340761584e-02,2.170715302698708951e-02
1.616049881430505047e+04,2.758638845187110178e+02,1.145782888029951568e-01,1.148806619786892219e-01
2.973100465429990891e+03,3.638553754771958779e+02,3.652600606383087783e-02,3.674116036309539590e-02
1.093864587626282810e+04,3.104801900975015769e+02,1.010459459884817807e-01,1.009757702400617824e-01
1.150077243735156844e+04,3.230810926788348070e+02,1.065069468791439711e-01,1.056693338914738156e-01
6.336471254288108867e+03,3.439745638354952462e+02,7.118076191443684086e-02,7.274468155090711707e-02
3.974131766985613649e+04,2.773259676666519340e+02,1.103637006178131152e-01,1.102871078776909985e-01
2.540263429336135687e+03,2.995458143832250926e+02,2.802397434586760203e-02,2.789836063609215169e-02
3.235848047286984365e+04,3.479395631514436786e+02,1.340602379233294394e-01,1.319140297761029479e-01
6.738176939387932180e+03,2.948785408063650380e+02,6.870942686230090135e-02,6.739313936117662107e-02
6.420580946134418627e+04,2.816491013761787485e+02,8.586485986954439653e-02,8.475420907382405500e-02
2.037052106761884033e+03,2.903309660597158768e+02,2.217080828610841839e-02,2.339088680724970420e-02
2.861640983135747319e+03,2.743994431927916935e+02,3.001039954749226343e-02,2.658268296456882396e-02
4.538059939113925793e+03,3.622665387667469190e+02,5.447268159414645622e-02,5.600719898361679328e-02
2.608692232268387670e+03,3.274231882053819618e+02,3.024062222397123911e-02,3.055572123389567463e-02
4.079334748738593134e+03,3.431638646561010546e+02,4.777332824644513892e-02,4.641573899929559571e-02
5.861144149523433953e+03,2.779501345082608168e+02,5.905972029003273699e-02,5.741711598915076598e-02
3.585424377229240781e+04,3.524988495139800193e+02,1.309396673707228509e-01,1.320153508531689002e-01
2.445566055820861948e+04,3.174578185583079630e+02,1.324715930739391034e-01,1.329578301063826240e-01
3.683498917688419897e+04,2.951227854234065262e+02,1.174759162747170266e-01,1.135688275093192645e-01
1.258689150560640155e+04,3.524021604707888855e+02,1.177594935995743691e-01,1.164337536332286788e-01
3.817319380959123009e+03,3.038644555791125867e+02,4.186745564457766688e-02,4.008832275185138933e-02
1.940164387824836695e+03,2.762897939804552152e+02,2.056845993937237924e-02,2.047808446588726336e-02
8.004411481989406457e+04,2.871424333408366465e+02,7.499327702876049107e-02,7.377370578210476482e-02
1.790285317730373208e+04,2.883757556106838820e+02,1.210181889344127126e-01,1.219882191608361310e-01
2.623258645061853713e+03,3.068898374222792427e+02,2.931190481395799102e-02,2.832066556381429567e-02
4.111906257307865417e+03,3.002527603665920992e+02,4.461499944684942792e-02,4.411502672079264248e-02
1.387444590687419623e+04,2.775491993785965974e+02,1.080972517123175020e-01,1.106300491821480131e-01
8.480679837022027641e+03,2.857239367849409177e+02,8.105244445202515469e-02,8.062338313084556340e-02
1.226864339628151129e+03,3.708525579549211670e+02,1.542502599316110910e-02,1.448014424086275891e-02
4.144054272853663861e+03,3.706237637854716240e+02,5.073260810603641424e-02,5.085656374332614416e-02
1.381026597691588358e+04,3.642649128415474706e+02,1.257278787906901119e-01,1.231804591772030361e-01
4.195597008951002499e+04,3.515339368330052139e+02,1.228181357154712605e-01,1.196718860333966794e-01
2.425225272717846565e+03,2.903775214105841656e+02,2.632492084642228461e-02,2.630729605396879556e-02
2.968821378484987235e+03,3.422169328282712968e+02,3.518621860201318757e-02,3.404548394267894323e-02
6.955918889754031625e+03,3.025987226117466662e+02,7.156029683568089494e-02,6.873737409438082646e-02
3.819414001472140626e+03,2.836720250230470697e+02,4.033487081851398759e-02,4.221301313603699479e-02
4.601950400364222151e+04,2.789185184694417217e+02,1.035148813715182914e-01,1.049074806006190935e-01
1.279280232574367983e+04,2.931562791375530423e+02,1.070086963260189206e-01,1.074757879168157376e-01
2.723725066011331364e+03,3.439153354792265986e+02,3.244951468941072864e-02,3.139991124605256284e-02
9.579691722207113344e+03,2.866391617261201645e+02,8.863903532314670874e-02,8.825413254064208568e-02
1.095974601638336389e+04,3.475962820951870071e+02,1.079060905313257712e-01,1.067674740030885028e-01
3.422059019002909281e+03,3.702836494365265594e+02,4.227461353885215989e-02,4.400136005285141400e-02
1.569991565399804676e+04,3.217761796555280398e+02,1.234308344612393277e-01,1.205635722890735784e-01
3.497404019476158282e+04,3.372468123648416167e+02,1.287355223101383506e-01,1.292830393503369424e-01
2.710123119467093147e+03,3.600772545320440372e+02,3.317251930129303666e-02,3.321122812186097506e-02
3.980035986374406093e+03,2.994147423519362405e+02,4.319909133453359723e-02,4.093953116499485234e-02
2.026290264372307092e+03,3.627907646170010594e+02,2.504332854031941086e-02,2.628217224026033888e-02
4.355856226369411161e+03,3.353225692683256511e+02,5.012389660726733476e-02,4.944588330541853372e-02
3.665811032628790417e+04,3.184104674916890190e+02,1.226769357004620642e-01,1.264162417176241671e-01
3.088331562080383810e+04,3.248012223360061625e+02,1.303937008199036462e-01,1.327425016212843145e-01
7.076093670333652699e+04,2.874036755887101435e+02,8.147635564624951254e-02,8.136659705288114275e-02
5.992051186171705012e+03,3.416159022138173214e+02,6.756955612511984788e-02,6.681864828579948956e-02
1.574493360312676032e+03,3.603658352721861888e+02,1.943204979252985756e-02,1.806956793154980423e-02
2.163164431829583464e+03,3.336956800376554497e+02,2.543777632463494615e-02,2.399732778516246168e-02
1.065365412049999759e+04,3.128753442246713234e+02,9.982053718884997817e-02,1.004523091933467172e-01
1.663997468686725597e+03,3.137943056704672244e+02,1.895099276456102197e-02,1.608594206325632270e-02
2.529151158146805756e+04,2.825771037310262273e+02,1.241456263484826267e-01,1.260888411215838889e-01
4.010548703575026593e+03,3.489401728786444323e+02,4.747388348315752932e-02,4.887140224503595115e-02
8.959882342131606492e+03,3.021514787776556545e+02,8.702878141949946245e-02,8.676171485592044930e-02
6.688904179865864535e+03,2.747332299723811957e+02,6.571515808682797111e-02,6.721532371790528426e-02
5.583210896650924951e+03,3.629243031574205816e+02,6.580288319457468227e-02,7.039863366664483868e-02
4.762773114689511567e+04,2.910407267993015239e+02,1.040340912387270750e-01,1.046283193877787093e-01
1.198328525652430699e+03,3.162998363889857956e+02,1.373738788184384815e-02,1.717627766747424276e-02
5.695429427133093122e+04,2.828746523987359751e+02,9.268457652381958956e-02,9.209814618014477983e-02
1.524786867010949891e+03,3.678769032142620290e+02,1.905468935214709586e-02,1.784281092389141885e-02
1.770046163829983698e+03,3.496436362235349407e+02,2.143905107048195077e-02,2.344247595714461091e-02
2.459514814390478477e+03,3.506595056506429842e+02,2.970226727515831028e-02,2.587136060012110508e-02
5.234283300557652547e+04,3.232885463501467598e+02,1.046251977381686266e-01,1.065444212499276760e-01
9.053829179555366863e+04,3.442595105507851940e+02,7.597505240116764202e-02,7.597341455880841921e-02
2.083762720003112918e+03,3.109680053572232055e+02,2.355273968364342968e-02,2.259214375733928706e-02
1.236772696834134695e+04,3.573985386451955719e+02,1.176249441906228876e-01,1.177967862614657385e-01
1.543793768573374473e+04,2.891291709512025818e+02,1.155893410994272424e-01,1.158120296976687946e-01
2.457013127915773566e+03,3.072907475496911047e+02,2.751214888609515921e-02,3.000733335749470460e-02
2.830402034706785707e+04,2.849471391867435273e+02,1.233295385743625044e-01,1.250131448932474132e-01
8.308429412377678091e+03,3.145331520091244784e+02,8.416875657030881142e-02,8.457058480793931687e-02
3.062921419582119142e+03,3.592731972834698126e+02,3.731454001401393605e-02,3.687344853140787221e-02
3.072625848244305416e+03,3.450506358685558439e+02,3.655305615235183991e-02,3.466396063737225974e-02
1.778804185533861164e+04,3.698680649736824080e+02,1.391430211234362113e-01,1.395412247799359684e-01
1.174383340360131342e+03,3.700535583524426784e+02,1.474910872059883964e-02,9.598810403539499714e-03
4.241233906960324384e+04,3.676316912806591972e+02,1.254037259727084908e-01,1.273355710108000638e-01
4.021763685352922039e+04,3.409298169921542012e+02,1.229458585057283532e-01,1.229436666262165301e-01
1.237311680706975494e+04,2.894424276625794050e+02,1.044049137395612198e-01,1.010811299316116962e-01
1.125750170339211309e+03,3.067218476660245869e+02,1.268748418341325568e-02,1.381727429071519936e-02
2.470784483070040733e+04,3.608138933166899278e+02,1.424939943379817942e-01,1.407161926007342301e-01
5.651402487609157106e+03,3.404541783056224631e+02,6.406916136145365814e-02,6.313709287935542758e-02
1.369517518941200706e+03,2.937322573474952492e+02,1.505457478037398183e-02,1.148237653178903542e-02
4.211676117271249495e+03,3.056203855349095875e+02,4.608189595939839872e-02,4.458405049996678332e-02
6.151484207847865036e+03,3.336897876406530372e+02,6.818930811180648477e-02,6.850824585460803251e-02
1.759233337637310342e+03,3.053549472992161213e+02,1.972149636499715905e-02,1.955255533014021996e-02
7.853107195420090284e+04,2.842876524266600882e+02,7.557257936569060364e-02,7.615046917864407017e-02
7.113493145854777140e+03,3.056731796087453858e+02,7.329809336142939502e-02,7.183540262849467950e-02
4.169236546753717994e+04,3.513276630947222543e+02,1.231241897720488920e-01,1.242458439423147210e-01
1.567082644188948871e+04,3.525610660238841092e+02,1.299941367383818658e-01,1.270267943242041064e-01
5.799602734336493086e+03,3.377898558081749343e+02,6.524665477644585321e-02,6.410010366277259231e-02
1.059948717811663118e+04,3.629207914094468492e+02,1.083791774702882738e-01,1.030693153052051197e-01
1.028545034356900032e+04,2.792064328460493243e+02,9.166410227605172045e-02,9.103596723655987821e-02
5.725230910748591668e+03,2.808534041964639982e+02,5.818278412493081697e-02,5.707254917653390575e-02
1.682007849568553866e+03,3.325313509184198324e+02,1.979754650479326195e-02,1.939068831990126834e-02
4.704957506662682863e+04,2.967897139509167914e+02,1.057954528601310201e-01,1.069160643604447625e-01
1.014022706227453455e+04,3.223104044432884052e+02,9.831713996669132205e-02,1.009181043614110901e-01
1.021833354735788635e+04,3.718887525206409919e+02,1.073889055398194042e-01,1.050102691339162564e-01
7.961901852816595238e+03,2.954138153500459794e+02,7.867156376176068222e-02,7.816511074373200252e-02
6.910535062952872977e+03,2.856758736387080262e+02,6.895838670840610807e-02,6.501484982744680508e-02
6.823450837096670875e+04,3.447899782279429246e+02,9.208157875628940336e-02,9.570999621602249707e-02
7.026766668816895981e+04,3.609804903057900560e+02,9.267132995015700536e-02,9.524415620394567628e-02
3.006958785208272093e+04,2.883088999610336032e+02,1.228130936114569943e-01,1.237173548161916159e-01
1.242378473817193708e+03,2.737960745730695749e+02,1.315249285646208528e-02,1.555189144228773246e-02
5.886959092596478513e+03,3.083140884957676349e+02,6.275920899101022910e-02,6.445419292419744817e-02
2.366358821608218932e+04,2.825426438225719608e+02,1.242943051005888089e-01,1.230046046191561049e-01
1.269671716145087521e+04,3.122215652040124496e+02,1.103770687702638059e-01,1.117990721102046642e-01
4.202553795530441130e+04,2.984510207685819978e+02,1.120492887435473039e-01,1.143826882125587030e-01
3.725244345795280424e+03,3.434412258981378727e+02,4.386054286354514054e-02,4.546111528757752068e-02
5.257916288235374668e+04,3.174225478854074822e+02,1.033119667969383954e-01,1.031321538478890826e-01
4.077211885743404309e+03,3.723627828899074075e+02,5.010290799820917018e-02,4.932550638683748379e-02
8.425876315398198130e+03,2.766222618284738815e+02,7.926143939620074186e-02,8.400623052364654397e-02
3.266270526709676233e+03,2.857790250506656662e+02,3.486816022989654845e-02,3.540967239105681508e-02
2.962469286811915299e+04,2.793695349513799897e+02,1.211079884889996600e-01,1.222002643892205753e-01
2.039772331475257943e+03,3.389185619549961643e+02,2.422279293081779084e-02,2.141781562007824546e-02
3.929201020387579774e+04,3.154375862381900788e+02,1.188556395097862400e-01,1.202212762142171321e-01
2.425476982533853879e+04,2.915777093070202568e+02,1.264222976919051333e-01,1.269162164304293572e-01
2.415344621622615705e+03,3.141049707010918155e+02,2.738978170037559973e-02,2.566620735473293391e-02
3.306933646805666649e+04,2.960307581738017575e+02,1.217854533337161260e-01,1.243644932063093650e-01
1.415524507920223641e+03,3.344126585301121395e+02,1.673670344505672619e-02,1.673131745057786571e-02
7.259170183305089267e+03,3.221864986987641259e+02,7.675588178620235125e-02,7.805227508507489587e-02
4.269736944475011114e+04,2.762356118264271458e+02,1.067561152250144502e-01,1.076772911419380946e-01
3.281749500899543818e+03,2.794131506938882126e+02,3.460228729586998370e-02,3.320389140636280378e-02
1.636745114841252325e+04,2.909529271758478330e+02,1.184267718637399408e-01,1.190055638171713948e-01
9.681564910792820228e+03,3.266587317515610494e+02,9.603219347729571864e-02,9.880058798371346707e-02
1.004246379405273728e+03,3.608088428662231877e+02,1.243153564928418595e-02,1.022016256822931221e-02
7.018675570780667840e+03,2.815801160898341209e+02,6.930083353346232211e-02,6.722724346122677108e-02
9.805668088469990471e+04,3.141859341480272860e+02,6.844397797439133457e-02,6.662057574536998927e-02
1.273581641373019693e+03,3.162701282328786760e+02,1.459509476304233708e-02,1.607589345391910798e-02
2.207449985081272189e+03,3.381933538478820651e+02,2.615187341477404059e-02,2.522700922711785393e-02
1.085887178536662759e+03,3.095847964375249717e+02,1.230374015626359632e-02,1.289158532541245794e-02
1.156043565225775455e+04,3.211113349179604484e+02,1.064603689438087114e-01,1.087439802764874341e-01
3.411341368585065993e+03,3.253691318898092391e+02,3.908470012475047384e-02,3.683254174070235698e-02
1.243901239235535513e+03,3.554069251972746315e+02,1.524912657589422467e-02,1.819465022593600226e-02
1.537960118126532279e+03,3.556414013538160361e+02,1.883739024110171745e-02,1.889379514839161292e-02
1.437945189882421346e+03,3.367353156860983745e+02,1.706814889177994676e-02,1.671593480322705258e-02
2.201981635678653402e+04,3.720145257470262550e+02,1.447187624614908463e-01,1.477760603578630316e-01
1.776943500344071936e+03,3.131114810567142399e+02,2.020021199819814831e-02,2.111245886662046004e-02
8.253518271200702293e+04,2.742330706389171269e+02,7.172796064010893147e-02,6.909518525362284835e-02
1.011751891773758689e+04,3.599753369141315602e+02,1.046528463307777462e-01,1.045321062907444143e-01
4.089168707805318263e+03,3.475873654884808275e+02,4.824018997499735645e-02,4.669481950308879137e-02
6.431285686517150316e+04,3.155012196985546780e+02,9.111818480885704175e-02,9.164716207181516916e-02
3.686095994502413669e+04,3.029889026257090450e+02,1.191352853403770951e-01,1.181922588849616262e-01
4.941576057933378252e+03,3.289795498026256269e+02,5.569011633357857927e-02,5.500903782921096052e-02
1.484933636482285692e+04,2.742345510234714538e+02,1.106309660355662278e-01,1.125457939358468079e-01
1.817875334481119717e+04,2.732033316252351938e+02,1.180081943718832294e-01,1.146184702744676015e-01
7.471842268845612125e+04,3.455245308005468132e+02,8.679363422632034586e-02,8.735272240516293862e-02
8.483922421093011508e+04,3.210556056077239191e+02,7.647971551555927949e-02,7.600925953434209403e-02
2.905521955278844689e+04,3.364201079897014779e+02,1.346222292494177186e-01,1.352657911430183990e-01
2.062828517638646190e+03,2.886885686959998907e+02,2.237802821722278956e-02,1.763218790978141395e-02
1.551243366852862709e+04,3.678170789527339366e+02,1.327676115809319490e-01,1.308557154249111731e-01
1.451329191003540245e+03,2.877083822452745494e+02,1.576810845262243549e-02,1.494960450057859422e-02
7.274405931919151953e+03,2.871126301616467913e+02,7.210852950027470121e-02,7.541044950664962943e-02
3.289748006128546695e+04,3.160310664761834687e+02,1.264155198441460626e-01,1.239003321249193268e-01
4.377967366154426418e+04,3.218236775767294375e+02,1.145876129521994913e-01,1.123361423115833563e-01
5.270343801823230933e+03,3.252923827710929459e+02,5.865178621698484418e-02,5.826553340296192207e-02
3.684860840064805416e+03,3.385133887204095231e+02,4.304542171114950078e-02,4.367755673693483193e-02
2.807985602732596089e+04,3.583847114752838934e+02,1.403602448042157169e-01,1.391309701774798013e-01
6.603490443058646633e+04,3.712053531139770826e+02,9.807252202180566369e-02,9.824116111164095388e-02
4.529997024068381143e+04,3.177606039752489551e+02,1.119195784129627391e-01,1.086449257798090123e-01
2.366974467808434929e+04,3.188638691286925564e+02,1.328222810806005960e-01,1.361979014508885033e-01
5.422689921313007289e+03,2.964145796216941449e+02,5.710836082900539595e-02,5.642772701234519822e-02
4.344524994081273690e+03,3.428620387519900987e+02,5.065010898958183932e-02,5.090269539058014242e-02
3.163240232727794137e+04,3.243708997665827951e+02,1.295718931204180580e-01,1.349735281904086148e-01
2.068254997800577985e+04,3.181495263137420579e+02,1.314057091436292846e-01,1.302783009611733211e-01
1.074562902041649522e+03,3.070787992060092506e+02,1.212058099981980046e-02,9.636314382225698999e-03
1.038031474245468962e+04,3.200539709735298288e+02,9.943672445838168394e-02,9.745580976478322721e-02
9.033723735616210615e+04,3.351557239574112259e+02,7.498247417194356390e-02,7.832216074572748155e-02
3.866224722207007289e+03,3.554649344550080059e+02,4.635838199110767915e-02,4.597750209795621601e-02
8.423975273837306304e+04,3.323284173138896449e+02,7.830512224040726832e-02,7.673715657601368201e-02
4.158361517765957251e+04,3.471783423039786953e+02,1.224353670592536469e-01,1.223612198930748157e-01
1.268677434110674949e+04,3.130339835044989627e+02,1.104927367371432295e-01,1.103951386008435176e-01
2.100740769691330115e+03,3.308854631976286100e+02,2.459425609689295730e-02,2.660675826930800417e-02
9.507375842238969199e+03,3.640263049464155074e+02,1.009973662442225223e-01,1.024379083053558182e-01
8.064718452758489002e+04,3.205672616704720781e+02,7.910478424325477487e-02,7.985923327189815846e-02
1.001442976321638412e+03,2.891160199551428036e+02,1.092797258134428628e-02,1.189404808134182472e-02
5.049056002863098001e+03,3.499709267626820406e+02,5.886000455076432353e-02,5.724840249859955432e-02
4.950756922150340870e+03,3.304773411678756361e+02,5.592978289656726221e-02,5.341177351065068413e-02
4.118643981357812299e+04,3.032749006708111779e+02,1.140399842418444026e-01,1.148526993594370244e-01
1.247947581757699027e+03,2.931846752234989708e+02,1.371088605047173989e-02,1.476492181300074515e-02
3.133714329764366084e+03,2.980441231935856763e+02,3.428275260304765315e-02,3.462697604811803415e-02
6.539293552045641991e+04,3.552878432063670857e+02,9.627257486577890655e-02,9.684979883838498727e-02
3.349390554746236012e+04,3.373093598488354701e+02,1.304628755192621670e-01,1.317298160072760127e-01
3.655099667230358591e+03,3.252500449980561257e+02,4.174407069701262935e-02,3.946593948208008268e-02
3.624945109780894563e+04,2.919679821303177505e+02,1.174595950054440896e-01,1.167842073941392916e-01
7.022731112565296644e+04,3.516895141538608982e+02,9.135723782660419567e-02,8.962815164778831223e-02
8.842700335451644787e+04,3.223525320140680037e+02,7.450101693543076387e-02,7.078454851631948985e-02
9.151086191484512528e+04,3.021461794854204754e+02,7.029920799593003533e-02,7.136765273874914883e-02
1.193904735022344539e+04,3.400646587680814719e+02,1.120648197541810748e-01,1.116130079877493825e-01
1.656571357590350772e+03,3.419985926633502800e+02,1.981976400177003911e-02,2.063860593860486481e-02
1.107609293776827690e+04,2.896632693392750184e+02,9.799074507741732665e-02,9.925743278725492058e-02
2.106544492216011349e+03,3.594637126830785405e+02,2.588015253677443048e-02,2.407601029119917774e-02
1.209039423904494106e+04,3.124411796259207108e+02,1.075433326406260992e-01,1.105615199777569418e-01
1.425385015374652994e+03,2.955565567636166406e+02,1.571842794137338559e-02,1.632846011053191992e-02
2.555861924515416104e+04,3.021812892078121990e+02,1.286751783202451649e-01,1.306967699094992441e-01
1.328376379873311407e+03,3.669530662553901834e+02,1.658987393426875068e-02,1.998113745570971600e-02
3.629270749122340476e+03,3.187563029457292600e+02,4.098981485560530130e-02,4.004016847483250763e-02
5.182448722651675052e+04,3.379638739040559585e+02,1.078445956924159177e-01,1.066152865713357045e-01
1.619306360369781714e+03,3.238355180090260319e+02,1.877856268614337687e-02,1.914028439743612961e-02
2.593431985295797858e+03,3.724569172787209936e+02,3.242071344917751147e-02,3.464355858827185969e-02
5.393721284337740144e+03,3.457257099015521931e+02,6.202037138290666940e-02,6.430668188598813451e-02
4.929316471615626142e+03,3.560218612346595251e+02,5.817186212075435570e-02,5.423432735551011324e-02
4.227015120811776433e+04,3.074735472911931424e+02,1.135800241560216278e-01,1.164539758425022914e-01
1.431379661452024948e+03,3.649297451727499606e+02,1.780981022384539592e-02,1.691996359319042006e-02
7.012507459652269972e+03,3.514289608830781617e+02,7.845873396899485930e-02,7.944097265921055973e-02
4.200154882398388872e+04,3.474372302065723375e+02,1.219405448897059735e-01,1.192931249992636861e-01
3.777986070050662966e+04,3.569052510255979769e+02,1.294104752597782515e-01,1.276461006231233153e-01
6.738164806649032107e+04,3.191692173096094507e+02,8.897526919519860300e-02,8.970791847460053703e-02
1.128271036238533270e+03,3.398096099077773715e+02,1.347958715526822657e-02,9.910939513656081765e-03
9.647603988623502664e+04,3.597700941362087406e+02,7.450924276222818665e-02,7.612504181025323002e-02
6.425535155058561941e+03,3.026462345571662240e+02,6.697361909848087436e-02,6.589615188597416906e-02
6.452941387440042308e+04,3.593281106957706470e+02,9.772331446518670028e-02,9.827700094596218683e-02
9.536292003273322189e+04,3.524907779688046503e+02,7.426325529195240693e-02,7.455966500464837610e-02
7.464667872510805864e+03,3.546128093195761721e+02,8.296918580611624405e-02,8.186098057726053090e-02
1.070268892923336170e+04,3.400655398371001183e+02,1.049792997330714767e-01,1.076061389923867878e-01
8.641748857892769593e+03,3.120708583729239649e+02,8.630022283140362238e-02,9.098285231286405705e-02
9.922751440507003281e+04,3.329912390201612880e+02,7.004096585418627396e-02,7.130247833429001481e-02
