N,mu,t_dwell,T,F_max,F_max_noisy
4.347213923936065072e+01,5.371059382081853073e-01,4.974045336245798588e+00,3.535576609579094338e+02,4.190972109391678657e+01,4.184199918747715685e+01
7.247856548261343335e+01,3.441790633181948111e-01,4.046887305527701706e+00,2.515419445417981592e+02,4.456710715959590630e+01,4.484023366155604862e+01
7.022205004192035460e+01,7.289044620140496811e-01,5.859973001180718200e+01,3.782898476898277522e+02,7.776801829503405372e+01,7.778643057160634555e+01
7.302131121434823058e+01,5.115608767751180785e-01,1.049929425842757951e+02,2.896603784443472023e+02,6.311190559926794208e+01,6.375487795106788980e+01
5.778517362356010523e+01,3.306568864682435382e-01,1.416744607457990526e+02,3.955539971971720092e+02,4.231803398918590631e+01,4.252598715708955979e+01
4.719583047426074529e+01,4.097252330001692755e-01,1.696359556670885560e+00,3.537807895576887063e+02,3.738046048668137189e+01,3.755998378371392477e+01
3.223723436627612671e+01,4.315990621719243414e-01,9.837705602541888084e+01,3.684519221629939807e+02,3.302036832354323082e+01,3.291746735362730902e+01
5.477136814358608063e+01,5.513720298725716118e-01,3.013177999062704657e+02,3.917228978045323515e+02,5.645589816620503143e+01,5.618907272758902138e+01
5.519789519507634878e+01,2.111413627135204640e-01,1.400045833019801300e+01,3.308536395357995161e+02,3.156119184423817359e+01,3.153573484958214124e+01
6.133373699972317894e+01,3.364523443399565217e-01,2.802218838526915533e+03,2.762795213473771696e+02,4.769679110328121396e+01,4.775768486413539193e+01
6.438238840201133684e+00,2.483031589203222311e-01,7.164074396149039785e+02,3.167864639400596616e+02,7.951901149923195078e+00,8.095667965964969071e+00
1.098955943374916799e+01,7.711917572654725106e-01,2.918922659601946634e+01,3.740446628184072324e+02,1.830070481983550224e+01,1.836106169272098043e+01
7.418614984720497318e+01,4.422518002180994001e-01,1.966812489651519869e+01,3.031811935764251302e+02,5.500199878456709257e+01,5.491802680586417296e+01
7.469336123442269582e+01,4.585541866288010970e-01,1.977372588898309358e+00,2.650618205486081820e+02,5.315260969158967441e+01,5.316746323786926354e+01
1.354808050238132289e+01,6.240778446551553671e-01,3.017419633222919728e+00,3.109912529915145001e+02,1.863423103833533290e+01,1.849544531675849868e+01
7.674138249570310677e+01,5.668155304498472269e-01,2.336571922039975746e+01,3.572972386408665102e+02,6.702927602602585466e+01,6.673239342466396806e+01
9.504570877731001133e+01,5.467272538686742678e-01,6.463832882866466889e+01,3.221666653976908492e+02,7.874812640763767035e+01,7.848787576513387876e+01
9.493983850952479031e+01,5.358437235882282934e-01,1.851570730666982172e+02,2.724692679870325946e+02,8.006458151047999650e+01,8.021245692877481304e+01
5.657730226159635123e+01,3.773667134593676753e-01,2.071932512751371576e+02,3.761211904351338831e+02,4.533495918421298398e+01,4.555263765549874933e+01
1.536656628063189167e+01,5.956030997444845543e-01,8.529273426105389078e+00,3.963253921740093801e+02,2.073549469742561513e+01,2.067050755050549427e+01
7.821534570930882069e+01,4.203596775708215993e-01,5.374052073439726129e+00,3.950147209514519773e+02,5.333776679026338741e+01,5.329678560311418067e+01
5.212318590385302031e+01,6.884596376983798116e-01,3.585126029263564760e+03,2.857355256717622751e+02,6.772592016580661323e+01,6.788980195390726635e+01
9.058498054419908385e+01,3.863262176825588146e-01,1.458999932746377681e+03,3.390775615349057830e+02,6.596472262054382441e+01,6.592380901795561954e+01
5.434467454049877944e+01,5.021532755282877014e-01,2.121264745334041208e+02,3.519980840990490378e+02,5.225669791560862620e+01,5.319923685999987839e+01
2.191272006236045300e+01,2.274700226028168737e-01,4.262951397768941497e+00,3.689657420163337065e+02,1.866543713459210352e+01,1.870400554677812366e+01
1.265679018343697315e+01,2.349313577947790277e-01,9.302306477035939452e+02,2.659629558126900406e+02,1.387817971936895489e+01,1.372235441596368410e+01
3.367350854436785834e+00,5.675107405319910203e-01,4.007846365835208502e+01,2.877570607560833196e+02,5.399623041163275516e+00,4.856382138826856654e+00
8.937139637309482509e+01,2.330029138406664591e-01,3.525607984726663062e+02,3.579650641664769068e+02,4.614448144439413113e+01,4.620753005344997888e+01
9.228677674900100669e+01,7.705872089564520522e-01,2.052241128830974048e+03,3.568456867086893567e+02,1.133915239088062634e+02,1.136990273424676730e+02
1.032843699429778361e+01,3.408339893815365285e-01,3.248032865238207251e+03,2.718891749307157966e+02,1.351962720342534752e+01,1.350272828589674745e+01
6.849896167104520828e+01,5.211353380753143139e-01,7.634890632227562257e+00,3.800819298629850209e+02,5.657209352356051824e+01,5.694444622868232386e+01
3.022034324178649101e+01,4.088579759208051945e-01,7.711988065579129398e+03,3.388364315848526758e+02,3.418852573787637539e+01,3.401061453262573764e+01
8.750717464248879196e+01,2.073975410839767886e-01,4.216028104111499033e+02,2.907971791332233238e+02,4.294769498804659236e+01,4.291736212858823762e+01
9.664968624907557171e+01,7.017655370477833277e-01,1.499076990874744553e+00,2.573886794882665754e+02,8.545322119583872222e+01,8.539760962300866254e+01
4.560665567737589043e+01,5.994037592180937457e-01,3.366110032296892882e+02,3.184972941714392505e+02,5.227662189888206967e+01,5.205122362329092311e+01
3.902473065857737566e+01,2.011094755323619143e-01,2.874267663867601907e+00,3.798788178713987236e+02,2.528154221375444521e+01,2.483675018863057105e+01
9.016132323867307719e+01,4.269114105418319594e-01,1.838744115067498512e+02,3.530978930053073555e+02,6.603188702289477874e+01,6.574604953191023071e+01
2.882175935958894186e+01,6.487449350606682152e-01,1.033912651389719528e+01,3.659153107236164146e+02,3.549097804165862158e+01,3.492043873757923933e+01
8.940985193865621738e+01,5.568689034223699430e-01,3.518216655319507424e+01,3.176563278313897172e+02,7.470353849471281649e+01,7.493126560730041774e+01
9.563342319235766809e+01,5.484112065884325649e-01,6.326257197102939926e+02,3.136692473736268312e+02,8.567434104890672586e+01,8.562291061373120726e+01
2.291706432186003539e+01,2.833659539744666223e-01,9.310434444139303878e+02,3.428843794001723495e+02,2.299106986350528459e+01,2.295995574063379507e+01
4.026137999598915229e+01,2.507439153495686357e-01,4.165491147933407134e+00,2.647174430828958407e+02,2.776946751956687365e+01,2.759717545588540943e+01
7.619566636680039551e+01,7.627811034869207418e-01,2.590833927896925616e+03,3.633564849068000626e+02,9.732532749346150069e+01,9.761085040096426724e+01
2.507293284253708165e+01,3.926325839028199094e-01,2.179302663951957015e+02,3.227640035157128864e+02,2.699038291386757749e+01,2.673650049537872775e+01
6.946657262527401144e+01,3.540893452281356213e-01,1.213185561887585436e+03,2.589494582323306986e+02,5.186314219043429574e+01,5.236855759803673038e+01
4.336340419142425162e+01,3.942393554467951144e-01,7.915299538280673630e+01,3.577703015379897806e+02,3.815879295370424984e+01,3.848429392530373150e+01
9.690610115287037729e+01,5.623894233731842052e-01,1.338438650713936617e+01,3.743732422190904572e+02,7.746331665514213682e+01,7.725358244302732658e+01
8.606241828516932912e+01,4.558823220444626068e-01,3.110922902637231800e+03,3.139932497222398524e+02,7.288698655323899800e+01,7.282681983505042922e+01
9.464445479429582520e+01,4.717978815980080065e-01,4.215410495264470114e+02,3.915994339639192958e+02,7.543963076875442653e+01,7.562837097332476333e+01
5.855684669729034653e+01,3.955413291895032435e-01,1.725325341015317449e+01,2.809502603086825729e+02,4.402337553018082161e+01,4.439880093407445116e+01
7.571483271710498286e+01,3.750321381850305613e-01,2.509215987339900039e+03,2.617765696965570896e+02,5.798230377192196272e+01,5.774462448498080391e+01
2.627303669712191336e+01,5.915095485081897086e-01,6.210647416544801445e+02,3.905353458245857610e+02,3.529406526225256613e+01,3.514436607259291634e+01
7.105763403471964068e+01,3.774831288891051795e-01,2.184490309778436057e+01,3.632109926908999000e+02,4.889387803498733831e+01,4.964536795856515994e+01
1.289943892795965397e+01,5.357284226621927825e-01,8.676259495648768194e+00,3.615973485491698511e+02,1.710181765510908747e+01,1.737768999081014698e+01
2.995199252467933348e+01,5.740549567178745427e-01,3.367371941943464719e+01,3.073190215288727245e+02,3.515968018603833656e+01,3.542862974695589884e+01
6.772697880468079745e+01,4.957140009194833663e-01,3.038094908701372887e+01,3.905099050544572492e+02,5.674732848804351448e+01,5.732741598318084186e+01
8.734416621357190991e+01,7.092297008007899528e-01,2.281872377371675611e+03,2.532708018707879774e+02,1.010780234188702309e+02,1.012117808785769313e+02
1.901806376571328627e+01,7.851176373353867533e-01,1.230073524580398203e+00,3.086704341829578766e+02,2.726098989911308479e+01,2.712411557096780967e+01
2.757136065798060542e+01,4.907266211169278303e-01,1.004134066909293210e+01,3.840972139615181504e+02,2.970022886178371024e+01,2.918155620186225363e+01
1.030812254645672255e+01,4.645276704862145722e-01,1.684718046426003468e+02,3.905952543613407215e+02,1.431963386001461203e+01,1.457817532745472100e+01
2.604590166040532839e+00,7.568472091886793152e-01,2.209797829850717044e+00,3.524499091567652158e+02,4.505966915187499922e+00,4.165957855229895479e+00
2.822819370891020441e+01,4.702134858849577048e-01,5.382412311722259091e+00,3.998634562997252146e+02,2.917432188707136476e+01,2.937555003105462959e+01
4.564212808017408918e+01,5.599163135159909155e-01,1.066243295110300160e+01,3.911416351346775855e+02,4.536372752331408975e+01,4.477127835116663590e+01
5.477901093705062507e+00,6.472462438413864039e-01,3.286968970544385371e+01,3.507958647893269699e+02,8.999037546557165257e+00,8.856731878860104601e+00
1.528415782058399763e+01,2.930266877196673336e-01,1.619786562831975418e+00,2.558854291638796212e+02,1.525843559030314012e+01,1.525304602260354692e+01
6.869537228588144728e+01,6.288683470513199980e-01,1.108137074483857418e+02,2.521127685193828540e+02,6.958264748978311331e+01,6.920719102629919917e+01
8.644495620893302146e+01,6.738214367677228811e-01,3.494877840547547976e+02,3.752706002147459117e+02,9.132038171807027993e+01,9.115634130149852865e+01
5.051843490582385243e+00,4.282855644013962571e-01,3.175917594571384939e+02,3.892254594631110649e+02,7.457709942691064242e+00,7.208172095919981537e+00
7.643144769006130446e+01,6.131134138314908721e-01,1.804471570277135895e+00,3.666644515403507967e+02,6.566415700019852864e+01,6.570309591445287367e+01
3.143095047102405104e+01,6.686929157880142638e-01,5.042118978395679733e+03,2.896770096426055261e+02,4.577159700830171829e+01,4.539388040017426817e+01
4.195842936333909279e+01,3.838374855121781115e-01,2.545875171046377261e+02,3.014104817716544176e+02,3.791498894384294260e+01,3.783637195041209367e+01
9.574751725860490126e+01,5.961968571029865327e-01,1.817074719308374370e+03,3.819261064364870890e+02,9.499637214185869993e+01,9.540861479941889911e+01
3.621787096674704287e+01,3.493277799493318403e-01,5.365014457420750205e+01,3.388649214999236960e+02,3.173846642289248265e+01,3.215871535326761688e+01
2.049805115285696999e+01,5.727878168960209848e-01,1.504053457094724600e+00,3.214879529535261895e+02,2.468179118836194874e+01,2.524891141568235042e+01
8.329031929071601326e+01,3.196075377970610809e-01,4.885554504404825593e+01,2.610531405629166670e+02,4.969932479738434949e+01,4.982388465255216659e+01
2.255892667487442438e+01,5.477711654629371374e-01,3.338183981391797261e+03,2.598143938149482892e+02,3.121277263595062124e+01,3.109064082455523703e+01
6.272087448327528847e+01,3.456326923699650222e-01,3.490798631153276119e+02,3.508215562512641554e+02,4.663020065521092050e+01,4.672879630710354348e+01
6.093407544156173827e+01,3.097241730257580539e-01,6.467965395469682299e+00,2.724935020643496841e+02,3.860148010717393419e+01,3.881458780315317370e+01
1.685550384457966544e+01,7.824590250573386641e-01,1.017085165947275982e+01,3.053088852944165410e+02,2.571408843642135977e+01,2.579806165218268177e+01
7.947742326018288850e+01,2.454559880020118490e-01,7.540456627747909124e+01,2.523783465908475421e+02,4.230954969813315358e+01,4.274462598482080722e+01
6.462355926472045553e+01,5.150850924429876132e-01,5.602186180119282710e+00,2.827231494007409651e+02,5.324521991513982044e+01,5.304794987761191294e+01
1.041220819622667371e+01,5.410664544369649942e-01,2.264052701282655562e+03,2.891955055695853503e+02,1.630804178062374277e+01,1.624589912096447364e+01
7.423050508282041449e+01,6.729741177510562000e-01,1.604108110750896230e+03,3.511433215788655389e+02,8.526074238859845877e+01,8.480480980195784468e+01
3.755534909843988345e+01,3.352773274895300970e-01,2.134305215426942652e+02,2.524669149043619427e+02,3.282837844679119144e+01,3.270209098758899557e+01
3.501389419117816004e+01,7.979680035477620947e-01,1.280333861327196018e+03,2.532960004077826852e+02,5.349062834669800282e+01,5.386262433311204489e+01
7.475057864089141901e+01,7.925895717405380125e-01,1.589440107826437725e+03,3.860915097009087162e+02,9.734748967015406151e+01,9.736322817490908221e+01
4.835187706027262777e+00,5.006095498830223089e-01,3.155087957996746795e+01,3.757848281841498306e+02,7.206943844012098310e+00,7.431358538165789618e+00
7.789505380885458408e+01,5.672384023993959357e-01,2.199784583097132611e+02,3.827591279130870703e+02,7.319658434439875805e+01,7.332487323503460175e+01
5.851199622155538549e+01,4.233191755671079637e-01,4.827368475467088160e+01,3.955947143918836559e+02,4.744754353734109031e+01,4.773683611481119726e+01
7.144961113950667198e+01,3.798827263318445002e-01,5.205489823945445096e+02,2.811652953127697288e+02,5.388967563337779154e+01,5.363906790246134193e+01
7.714221765007597753e+01,5.401725979056061222e-01,6.171464262555125515e+02,2.817722192000694008e+02,7.210810130196577461e+01,7.226856963834758574e+01
8.620052463179617064e+01,3.294209982198761932e-01,1.479473340418506723e+03,3.010569016719755382e+02,5.741776621962397087e+01,5.762167736000108675e+01
8.573419813756726171e+01,5.180213505655821837e-01,2.027484678959591520e+02,2.571167513480414186e+02,7.264304558202906037e+01,7.299030460097574746e+01
2.899560763076743442e+01,4.966407323592645917e-01,7.301397760193573561e+00,3.608342427352041568e+02,3.069806939077854580e+01,3.111640497942035921e+01
5.605349621620822376e+01,3.879443433532115959e-01,2.308059499335013243e+03,2.855865285130847724e+02,4.866870135846025391e+01,4.851960428777324807e+01
5.333600935503977780e+01,2.552113308886855281e-01,7.443232829148325180e+00,2.910702883235966851e+02,3.296876412677269030e+01,3.253932925802270404e+01
7.304108102979270711e+01,5.511413853949270747e-01,2.210008017864196717e+01,3.388629149657544417e+02,6.330693195839980802e+01,6.311434042836007308e+01
8.207687008456613853e+01,7.713954599027641468e-01,4.111477795306766893e+03,2.843881321740038288e+02,1.051433583276630941e+02,1.055404324236524332e+02
3.768971910340654574e+01,7.050443600927636112e-01,9.187950636131720472e+00,3.362445440312949358e+02,4.521808042947712636e+01,4.492011910737370073e+01
5.569831995673342817e+01,2.777183018232782796e-01,6.881247185149103984e+01,2.769702815827110385e+02,3.699802227553247747e+01,3.658510868015847706e+01
6.141519055614745071e+01,3.771287833625910912e-01,1.625332865542666205e+00,3.373310873090433688e+02,4.194633844754675067e+01,4.155303794670292916e+01
1.490346672142637097e+01,4.797083778797159304e-01,5.228343272979778931e+02,2.993790830414749280e+02,2.019719898252397883e+01,1.980709609526266490e+01
8.951932412793988192e+01,5.736400317337086996e-01,6.872601660080681185e+00,2.856757582218627931e+02,7.220579347857648145e+01,7.242200293801934663e+01
5.731711408491562310e+01,4.970961587246511826e-01,5.232434697789927647e+00,3.018834807922344226e+02,4.808588486789264493e+01,4.785564493319860446e+01
1.378113732226661270e+01,6.050294822435464681e-01,5.420651213248755994e+03,3.704759429764148990e+02,2.242221235277418145e+01,2.223485053061133243e+01
2.511255271074091766e+01,2.181214558950401450e-01,2.386637354633353141e+02,3.603800479041772178e+02,2.180675735220454570e+01,2.214966279677759431e+01
4.285469998026043115e+00,5.367524984352791684e-01,4.081198469145859235e+03,2.858317245762355014e+02,7.358068386940475492e+00,7.638841017633471786e+00
3.032781631066638184e+01,6.084296752581352941e-01,1.703262428084877911e+01,3.323365268518876974e+02,3.599104536020777800e+01,3.625547413039226541e+01
1.603310925312733559e+01,7.557117986101307139e-01,1.960074498024742411e+02,3.263970557021388004e+02,2.630630783995096067e+01,2.607670241271125633e+01
8.168699392963314665e+01,3.474242537576812673e-01,4.283651034591365487e+02,3.829120656888728718e+02,5.557667866758839637e+01,5.506563163349580492e+01
7.615389987183795029e+01,2.302386259318861816e-01,5.863975827306758148e+00,3.241637061110030800e+02,3.769059326583109737e+01,3.779620270963189910e+01
2.777750174430676111e+01,5.324942393697835730e-01,3.466296445798689547e+03,2.565060508270341870e+02,3.604380750588404680e+01,3.657043083921428916e+01
5.618673682828384131e+01,5.260581182747762208e-01,1.810235973027136680e+01,2.940264466815965534e+02,5.082480408533754002e+01,5.071797350126258408e+01
2.719376722952047487e+01,5.790802404329375985e-01,8.392684694684336137e+03,2.516677599539822268e+02,3.798692274118809564e+01,3.790537246539104643e+01
3.017192501414141415e+00,2.843296299860610388e-01,9.943682878145269569e+03,3.178648250609745674e+02,4.301109528067336818e+00,3.326649931533938620e+00
3.863680288071336122e+01,3.796607255723256635e-01,7.537938231036897641e+00,3.494175129090426140e+02,3.272846541059644920e+01,3.324818563310545017e+01
6.742032295548342802e+01,7.600411797317925267e-01,3.418140117835575325e+02,2.581650906361329589e+02,8.189843319894188767e+01,8.183866940745622287e+01
5.911728570129338323e+01,7.230531445752443886e-01,1.835751464162794719e+03,2.560387790956718845e+02,7.539497297931939102e+01,7.487263291033301016e+01
5.656882372259551772e+01,6.112921368335271222e-01,6.386655515602981836e+01,3.495190349272156709e+02,5.873741713240579543e+01,5.871967005680531315e+01
4.316140526589438764e+01,6.808706960445760625e-01,3.816911004251320794e+00,3.625116764097083433e+02,4.776120001717512054e+01,4.758253861933006590e+01
7.868912090320691277e+01,4.249944976414804509e-01,4.241262996097482585e+00,2.790320017428441588e+02,5.328258209715859550e+01,5.347096557515324378e+01
9.560957025812142263e+01,7.510991313847201756e-01,1.183300715842593263e+03,3.568730736807634116e+02,1.121773542073463688e+02,1.128233284084456187e+02
8.853833298436613930e+00,2.338272378405205632e-01,1.784584088195134086e+02,3.179576171239920654e+02,1.005995675814336821e+01,9.818403195601961286e+00
1.232613168667044334e+01,2.884511568733285625e-01,1.245283231082047877e+02,3.646735716781098517e+02,1.392866590791066272e+01,1.397534134041370280e+01
7.128385547778526643e+01,2.388919216243879373e-01,1.885794726464968790e+03,2.793423334044770741e+02,4.290590428260145472e+01,4.279047797802152076e+01
7.775212979992245721e+01,3.031670333344730350e-01,1.933949946889206117e+01,2.579989555965074715e+02,4.504761333552849578e+01,4.484829936888534263e+01
4.983489929142216823e+01,6.908026109826231886e-01,2.064233953295405488e+00,2.569617517879117372e+02,5.246186484484522339e+01,5.259992253609832602e+01
1.421840334217544033e+01,7.171687118437637398e-01,3.098633095986307495e+01,3.140866868835582864e+02,2.195406314216505450e+01,2.241830169224533620e+01
3.407988649281274718e+01,6.118000110433184924e-01,1.436101935240565581e+03,3.179930509971952688e+02,4.461869548849450950e+01,4.475069103435934892e+01
4.747854338966735099e+01,5.637201919080778723e-01,1.994478300491827895e+03,2.817939609622924877e+02,5.435729903703826693e+01,5.422930361667206256e+01
6.588584572262739414e+01,6.567017934901595577e-01,7.646530760395745574e+01,3.118767370186997141e+02,6.911526901490370278e+01,6.927079829555628976e+01
3.694641017461899679e+01,6.196310170277646856e-01,1.327103687254783448e+00,3.314510161957841206e+02,3.957471158946879086e+01,3.964570983880769006e+01
5.129824051606368585e+01,7.668043661869652361e-01,7.904992001996263618e+00,2.697717486277093144e+02,5.932490337641409894e+01,5.956944703776368755e+01
7.421677751708382687e+01,7.395391207196548855e-01,8.743761339655586198e+03,3.342525297474971921e+02,9.651139505653017636e+01,9.634591606224174143e+01
6.919208172144688263e+01,3.100257748092491439e-01,2.599567157326454890e+03,3.775083512194908053e+02,4.920939816126652033e+01,4.925074397438535101e+01
2.670231375951517094e+01,6.138085380328535123e-01,2.536536347941019010e+00,3.615716903990056608e+02,3.148877521208676455e+01,3.198299634717998430e+01
2.139100646959817809e+01,6.717391248037177798e-01,1.521207189006156284e+02,3.286706042386722402e+02,3.096991809052281752e+01,3.097563431308455506e+01
5.784206027113161497e+01,6.391217099377861643e-01,2.695273929954413461e+02,3.863886210078151180e+02,6.455756615321084269e+01,6.485068869348876319e+01
8.553437492653219465e+01,6.989947617291003557e-01,9.307109455257002395e+00,3.779745822285228769e+02,8.203699657168785109e+01,8.203387223025789865e+01
9.673980966849714491e+01,6.272765628040337660e-01,2.425948444954981824e+03,3.156179031124906942e+02,1.001769447819341678e+02,1.001981502631243899e+02
1.288528169638965259e+01,6.938247495642005935e-01,5.384802425182562757e+01,2.910466642551881478e+02,2.012535762588465715e+01,1.990259391673568601e+01
7.374996160705626380e+01,6.114563536039638869e-01,7.946910555128672513e+02,2.791618792893092973e+02,7.688198680017222841e+01,7.773691346963282456e+01
2.686978881741820402e+01,4.936804848590420902e-01,2.127742047650364565e+00,3.647616198651452351e+02,2.828709752432011371e+01,2.864650560817971581e+01
2.710807182087446776e+01,4.045622489324083859e-01,1.709970212889607524e+02,2.881455940632500301e+02,2.867914360795646189e+01,2.903334241097767787e+01
5.359308238968538518e+01,7.219561665938725170e-01,2.601354890638406232e+03,3.919315514297036316e+02,7.129078008616062334e+01,7.163809310832824906e+01
9.333195083706364414e+01,2.371121062617610464e-01,1.169657448537034725e+03,2.739714898651133126e+02,4.909106006532395838e+01,4.878508842936864909e+01
2.985817559632305773e+01,4.903869065370297098e-01,5.996290479846607013e+00,2.545610127750101981e+02,3.082873223273922747e+01,3.060121607371772612e+01
1.319282512025333531e+01,2.979301693426560371e-01,2.723379612934975285e+02,3.551380556748247272e+02,1.509062486165504424e+01,1.503622836313042122e+01
3.274479761428156621e+01,2.542635018401879221e-01,8.850170318367476284e+03,3.560178530557562908e+02,2.928011808265282312e+01,2.877573938860890479e+01
3.167052661272495229e+01,3.648370780127283552e-01,4.213131494942270365e+03,2.966525792147675702e+02,3.288886225922671258e+01,3.261778548406653755e+01
8.919955664612884050e+01,4.696475400586817006e-01,9.301491929968358363e+01,3.088581658130597134e+02,6.825084200642086785e+01,6.849981119687346620e+01
6.685987768012203958e+01,7.232670347546057421e-01,2.389076286657457260e+01,2.990415033557063111e+02,7.188474778452044234e+01,7.124422224916476409e+01
7.269984307975207116e+01,5.836785477641189823e-01,4.855757499870561134e+01,3.726728529303531445e+02,6.752514306468086147e+01,6.725502463602580860e+01
4.398199073868802600e+01,2.914675903033918103e-01,1.334716704704519998e+03,3.222318284788397023e+02,3.564345955866416915e+01,3.561222332490088149e+01
5.605844819215515429e+01,7.929541377993745144e-01,1.112859435229894984e+02,3.125209139965660938e+02,7.102681476438294794e+01,7.099759980063086573e+01
7.484566991148199122e+01,2.918921074585385522e-01,2.734046030394004902e+03,3.067439557600806666e+02,4.975185857935271372e+01,4.974094987821974456e+01
4.878088310918263559e+00,5.885021599992306118e-01,9.641855046574486323e+02,2.871814894178295958e+02,8.375584721896380813e+00,8.145403670789285400e+00
8.446314979795540978e+01,5.492084671619940073e-01,7.110452873944177554e+02,3.746291797490101203e+02,7.879654338252561274e+01,7.906844484992026878e+01
7.240244804265394407e+01,3.669088213917947039e-01,3.642804127412674916e+03,3.622915991576613806e+02,5.647691550854099063e+01,5.576655843348360264e+01
5.287768836839782161e+00,7.960704660391495491e-01,1.687871967649947749e+02,3.659789324489492515e+02,1.003597513071207104e+01,1.015981784719270919e+01
6.999156948689609692e+01,5.017170817658829218e-01,8.652636943796609970e+00,3.223440637764940107e+02,5.604067048461172362e+01,5.558540446840795823e+01
3.674946792991397615e+01,5.441564796263322901e-01,2.051631658274367055e+03,2.598402949522428571e+02,4.421610169596548445e+01,4.399704839167145565e+01
8.399967990585043509e+00,6.284415421563278592e-01,2.056369170852716088e+00,2.736004819465812830e+02,1.229938517376940155e+01,1.227616766838858631e+01
7.100819038973857289e+01,2.141826252017602350e-01,1.031054928080863142e+01,2.944555726162156475e+02,3.561585032490302183e+01,3.609769802471512889e+01
6.976828150511707349e+01,3.530937021999457359e-01,3.240680188368055070e+01,2.656750485379862994e+02,4.674959673069182031e+01,4.647488575108563680e+01
6.267518494990846989e+01,5.459022915792149933e-01,9.093654121459055659e+02,3.473924051033804403e+02,6.365325555380238143e+01,6.321747411415449847e+01
3.196136961013925060e+01,3.825598195440537141e-01,7.759192109112642584e+02,3.643616485271503507e+02,3.262997992401749059e+01,3.292169428990937519e+01
1.353835631355145885e+01,3.370755534694610533e-01,2.504497492799528757e+01,3.146784800698608251e+02,1.522583349467369196e+01,1.519973629370131363e+01
2.119638198250345695e+01,5.288652073793091990e-01,9.178473970305038421e+00,3.324504074582994235e+02,2.524781805682815161e+01,2.525067368202904206e+01
4.116832791466730157e+01,3.976204286109070729e-01,5.349538925010656385e+03,3.701493308755637486e+02,4.135402480582303042e+01,4.152162287571850641e+01
2.914959961107799202e+01,6.578350235656701406e-01,1.355060121638253623e+00,3.705566893789859932e+02,3.452998554430066491e+01,3.483039131764711271e+01
3.931697584817143110e+01,6.017714868088372970e-01,3.487956520423518469e+01,3.922758936293174656e+02,4.417591334782801482e+01,4.422298149697826375e+01
3.204235323581833939e+01,5.834086689208080045e-01,1.265212548147007539e+02,3.082522781930977089e+02,3.870459785430851696e+01,3.806979033605227158e+01
9.253244581891833320e+01,2.098436400376113287e-01,3.115702642310927786e+02,3.469835302583287557e+02,4.430006825167589568e+01,4.423740458837681189e+01
5.026194467011148959e+01,4.379166094265198317e-01,7.550378967696868131e+03,2.652640256261498735e+02,5.009048775275175558e+01,5.009605232067361413e+01
8.750573898931229166e+01,2.132032275001729538e-01,2.884352930212858723e+01,3.157414507441551450e+02,4.056489432877312140e+01,4.021617972627044679e+01
1.152138768509983180e+01,5.749439159730962423e-01,9.814754668629949492e+02,3.372677101400825563e+02,1.800185282942522846e+01,1.769344709851117869e+01
7.967273876565661794e+01,2.430024410142727909e-01,7.141481005166051546e+02,3.505561463309955457e+02,4.510032270234255236e+01,4.529120023750902391e+01
7.827246559332451170e+01,7.556792560508018841e-01,2.621590425076556130e+01,2.750857188712411130e+02,8.368695909747472683e+01,8.375985574569904202e+01
6.483642333301122562e+01,2.653162459317928712e-01,3.074497304659486563e+00,3.570738080720763037e+02,3.662785397881578575e+01,3.635507466787099418e+01
4.452128404311687859e+01,6.475744826093698947e-01,9.539589417581748876e+01,3.562126171172179738e+02,5.204171622654386908e+01,5.221020652373742621e+01
9.034565299635882241e+01,6.309096945656534894e-01,4.638536295756656358e+01,3.062176131402572992e+02,8.329195116742788230e+01,8.333177189429709131e+01
7.068573005783534313e+01,4.681167929947649964e-01,9.229026243847393118e+00,2.932604980429938450e+02,5.395946316562113054e+01,5.357045658687328427e+01
4.651019408034897396e+01,3.976876580838811792e-01,2.112273151010307970e+02,3.045576547105726490e+02,4.106940722531205523e+01,4.098630577243002193e+01
8.963836356683360407e+01,6.479467349792684683e-01,1.040560904904468309e+01,3.018896355756217531e+02,8.017866394118767914e+01,7.978312700806927182e+01
9.950498150780913420e+01,6.118057933024820816e-01,1.342164042268230384e+00,3.106532906047664824e+02,7.877504528222155500e+01,7.851470169574858460e+01
6.715155761572172821e+01,2.214823418820379974e-01,9.524407123750845130e+03,3.145731956883536782e+02,4.163867434326009942e+01,4.172853035654625842e+01
3.442463013862457188e+01,4.933742518956299450e-01,4.566868017738526760e+03,3.354431473986473407e+02,4.091128049082801255e+01,4.054252813012860202e+01
1.374357040874539138e+01,3.749619421505302475e-01,3.320735671719609261e+00,3.412327207929609472e+02,1.538061537061564898e+01,1.500525043455989227e+01
3.232568474104945722e+01,3.561132772876163810e-01,6.265926014397257404e+02,2.844220591980483732e+02,3.150949334894391995e+01,3.162215211306973117e+01
9.375135335522470825e+01,6.519663378206850268e-01,3.573779526067162315e+00,3.673902870050639535e+02,8.095615149527890253e+01,8.065241509517132101e+01
5.721745416286427854e+01,5.568312394644755470e-01,8.520112939326568835e+01,2.721026039943012051e+02,5.589169425126821267e+01,5.580893181715971707e+01
3.312820821851988740e+01,6.830821014190513463e-01,1.768876747682289533e+03,2.645835139648899599e+02,4.683389060576750751e+01,4.675749851581812777e+01
8.337877889683838362e+01,4.835446079591397828e-01,7.631595828381755382e+02,3.158907805331360237e+02,7.116179797920111127e+01,7.111257013226259005e+01
