r,q,T,n_ext,phi,phi_noisy
2.710139665954334642e+00,2.384155368758087423e+00,8.593831533246373278e-01,1.883311413178321736e+00,3.225309621017882211e-01,3.491875760972346088e-01
4.122300098633231435e+00,2.927879750310204976e+00,1.538266568213060959e+00,8.427492912648837375e-01,1.751113551035123339e-01,1.669177584646499846e-01
3.702400803537422735e+00,1.134729831358638252e+00,1.111931415192197736e+00,1.498605935370100006e+00,8.630714106300757527e-02,8.717325228141410698e-02
1.141270598578171924e+00,1.861188480719917493e+00,1.314139499342089845e+00,1.691170822598276668e+00,1.085086957281846010e+00,1.090439598987396952e+00
1.632014610047104242e+00,2.017808239394318193e+00,9.558185029817535261e-01,5.077811368523446056e-01,5.738071355274798613e-01,5.855660529392250346e-01
9.569863728554905968e-01,1.908037967015022485e+00,1.772653818861508856e+00,6.370413683924813775e-01,1.329144073100940293e+00,1.291931811090720528e+00
3.938273672350873333e+00,2.662588278415999543e+00,1.802106609334416243e+00,3.829140576601541834e-01,1.670381126600392063e-01,1.895627071539746633e-01
6.622710735599439680e-01,2.348701533950605658e+00,6.821299003083276524e-01,1.199208673572460526e-02,2.583643813532703337e+00,2.580731078522207067e+00
4.310894570355802813e+00,5.906368310156646650e-01,1.936970644535993546e+00,5.296692262793050165e-01,3.200491391594274121e-02,1.709909913885654387e-02
2.863716081890217868e+00,1.695878042856588053e+00,1.442588615740802993e+00,7.109259260676137337e-01,1.996184410823078348e-01,1.985623807549870279e-01
2.268017395798817670e+00,2.148917884162916625e+00,1.504946284833730274e+00,1.121204643996899453e+00,4.015845774630339982e-01,3.626985220106370700e-01
2.901758684261257493e+00,1.302766630549777371e+00,1.305054357614009453e+00,4.926047992549162924e-01,1.440714990611676738e-01,1.282894257903590962e-01
2.781255883654465855e+00,2.313988759781695048e+00,1.675936044973783456e+00,1.893144340967080064e+00,3.471624991357604162e-01,3.505063076274529954e-01
3.173982272734047871e+00,2.544519570849266277e+00,7.732900040486788695e-01,8.183775498794523262e-01,2.262164093347644456e-01,2.530035781097457193e-01
2.804169639733490538e+00,7.144830309610044061e-01,5.996150930136745494e-01,1.310185266567792883e+00,8.207423299403354688e-02,8.003673559768738344e-02
1.668916399587694555e+00,1.491390333196399132e+00,9.699842972030101595e-01,3.754958517367492643e-01,4.059796621385141080e-01,4.135247724788947976e-01
4.513353859553089542e+00,2.230951635386123844e+00,1.245687814931524029e+00,1.334665936417238852e+00,1.129716779523125825e-01,1.067196755320941742e-01
3.160712747098241682e+00,1.854502103697976967e+00,5.580372622501347246e-01,1.701739578868990188e+00,1.730272973737563280e-01,1.899096451462680690e-01
4.978116447747360063e+00,2.462407188543616954e+00,1.890493184950201133e+00,1.615036985788897983e+00,1.208461079830799312e-01,1.125069035118057004e-01
8.267190484050619403e-01,1.176699991994767380e+00,1.434481835369630698e+00,1.142372530964860244e+00,1.023001985963653659e+00,1.031876481573354098e+00
4.718670463218985311e+00,5.356362512449348579e-01,1.705990871032198708e+00,4.353464766139354403e-01,2.200977436408241630e-02,1.497594810261076645e-02
3.203776677370875792e+00,2.429634986107946482e+00,1.694817750234635989e+00,5.986972100393430640e-01,2.358760943048200942e-01,2.161865372514411576e-01
3.458801210769073098e+00,1.495896344078979423e+00,1.680439327489950951e+00,8.823408511407238031e-02,1.146756971274076053e-01,9.448176197545102295e-02
4.717826900677013491e+00,2.862230756915360441e+00,1.064938269121104009e+00,6.102236332953756559e-01,1.015090711596288719e-01,8.828737728742439006e-02
4.998261999071790251e-01,5.358583406241202995e-01,1.722799805786973781e+00,4.526802944429708653e-02,8.086114726468797143e-01,8.315132048932527553e-01
1.107341255052176843e+00,1.557742616552471482e+00,1.984137940463563066e+00,1.463072706711707527e+00,9.713661731311128422e-01,1.034936018495334675e+00
2.939230070043110654e+00,1.687735976493819567e+00,1.491769580115969829e+00,1.029480317877090823e+00,1.981473524792767837e-01,1.938356212693190250e-01
1.629757886127255695e+00,1.507781556669576029e+00,1.294205837563512151e+00,1.264709692136743335e+00,4.758552251734482486e-01,4.608173103014645000e-01
2.789114648957548570e-01,1.034972386105384556e+00,1.002864075942469402e+00,1.157336918061923070e+00,4.106026728493792355e+00,4.116409878523517918e+00
1.597994295399431053e+00,1.347137938460514217e+00,1.375109783225802573e+00,1.575217711767937567e+00,4.591121939788518347e-01,4.686421024362225074e-01
3.514987961810399852e+00,7.517660958660900006e-01,1.415571446594911187e+00,1.375422334376037448e+00,6.558872130138634904e-02,5.473891412122623007e-02
3.475878822325946693e+00,1.398931552920889221e+00,1.029514594843679465e+00,1.039922402827645254e+00,1.120261662459527963e-01,1.502397111827549203e-01
3.168671263883480194e-01,1.344124813334893531e+00,9.004505537901728029e-01,1.460391655520937304e+00,4.895472421831772891e+00,4.912798154185425759e+00
1.752210635690819585e+00,2.241076392866085065e+00,1.683083122974185830e+00,1.782923822352900256e+00,7.146315963318266018e-01,7.333408018369326209e-01
4.314030200306721241e+00,8.040238304327245178e-01,1.173679056361634387e+00,1.476887316545749451e+00,4.516647561248215287e-02,4.631374743813294198e-02
3.333187570241125997e+00,2.781737786537157309e+00,6.123679433534263694e-01,1.173703521635160341e+00,2.228117217038848574e-01,2.252984456379076295e-01
3.172066242187731699e+00,1.009207145467265310e+00,1.429146102791257089e+00,1.243041780083993242e-01,9.050875664765990758e-02,1.098905443942135296e-01
4.874111559061088172e+00,1.442356569870755667e+00,1.279541649495150368e+00,6.113447852091491441e-02,3.843101773440001784e-02,1.046538611698259735e-02
1.777648438295766908e+00,2.732755107154865470e+00,1.164921228224030214e+00,6.314354422747032736e-01,6.988087574499879384e-01,6.826027762234581076e-01
5.995443333623988735e-01,2.934027389642945849e+00,6.077169013794978536e-01,3.430372616857635393e-03,3.976686245586692703e+00,3.978395605267749602e+00
3.176132413286831380e+00,2.928019564503819616e+00,1.702948021609535623e+00,1.238316791513034643e+00,3.171533125699481093e-01,2.877901712522088484e-01
3.272640974596109142e+00,2.346445194755465646e+00,1.223838769998341736e+00,1.212132040220001983e+00,2.232144478460550696e-01,2.560685764885422544e-01
2.830836461596461184e+00,2.424794002695533912e+00,6.880274913862238773e-01,1.864864385164372917e+00,2.921038771454198546e-01,2.796016102568159023e-01
4.781127650954075214e+00,1.460844737866216825e+00,1.319452954702257097e+00,3.704498983640163168e-01,5.042409255959722642e-02,4.180711760545893080e-02
3.466335450207747026e+00,2.388674564089786401e+00,1.405696326231431925e+00,1.826734116752574577e+00,2.280446021952628466e-01,2.345193862955589348e-01
5.254494744347779633e-01,7.751425369028657197e-01,1.217534448020039850e+00,6.169464221012335159e-01,1.158510495355739689e+00,1.188685472222493544e+00
3.308670378733525208e+00,2.054804313450411257e+00,1.884771250525317576e+00,8.471628728160449651e-01,1.987262669040338880e-01,1.978627622057407831e-01
5.191386781121225535e-01,1.028430492996607715e+00,8.133088456339268024e-01,4.293398315380021479e-01,1.546769039489335862e+00,1.531399888163721412e+00
2.938074425572696047e+00,1.528651357529866139e+00,1.076107904623303746e+00,1.220343320619610150e+00,1.733394327216575825e-01,1.546564100827801935e-01
2.612796447098826302e+00,7.846537404506734870e-01,1.237990236292081825e+00,1.809773728046090158e+00,1.195388444621777041e-01,1.241909768246686058e-01
2.138590361625189173e-01,5.664329865028834288e-01,8.509370945239151940e-01,7.760529330226422218e-01,2.855921869390944057e+00,2.844320460843819287e+00
1.143284318401605271e+00,8.887594587256668621e-01,8.658636244045898600e-01,5.284839180557929783e-01,4.222165235429990449e-01,4.697123105659192221e-01
2.209010961263945472e+00,1.602482988394610564e+00,1.054525267449744064e+00,1.011104223547181213e+00,2.914272349412677654e-01,3.166104950658217287e-01
1.732969069482191316e+00,2.407462317530113083e+00,6.840116968583624946e-01,1.362518466752441704e+00,6.459509307623416685e-01,5.825709207063606287e-01
8.380242602700467280e-01,1.092360732055605688e+00,1.333975529506525648e+00,8.766796800300036274e-02,8.125357537674700037e-01,7.939402987922925536e-01
3.160802391446683846e+00,7.918063496462317552e-01,7.809024129423092209e-01,5.148167689999909591e-01,6.764336556561888203e-02,7.470828075640983945e-02
4.727545845096242871e+00,6.762467529863600557e-01,1.708654752117264586e+00,3.070611639264306802e-01,2.649946619382087531e-02,7.279590363530877295e-02
3.877005646145649242e-01,1.634115770596338724e+00,1.761014688930006011e+00,8.249702492134407539e-01,4.133497441168596964e+00,4.093109394624865338e+00
3.899082048119451027e+00,1.503563080545728070e+00,5.416622956429428815e-01,1.661746147871528745e+00,8.778323991078175459e-02,7.892402796825849498e-02
1.894427307523640636e+00,1.757613086886751219e+00,7.765573452384799680e-01,9.388869778231985208e-01,3.983027994849137610e-01,4.224064197658883302e-01
1.503665332390228038e+00,1.890364363777129908e+00,1.330591349800912093e+00,6.472612820450072135e-01,6.352655954426010831e-01,6.213954283935877454e-01
4.010301595274322395e+00,1.206452358525857527e+00,9.416442191691378749e-01,1.553407063718596381e+00,7.558760419640775385e-02,7.701558745435799214e-02
4.672119363017991134e+00,1.134473604555099602e+00,8.475215807490359410e-01,1.027313795475774949e-01,2.535613324784666625e-02,1.534636195951138808e-02
4.911691697183012906e+00,2.940229184080557445e+00,1.567940174788385876e+00,9.079308764091120754e-01,1.210117726491447554e-01,1.344429657767751696e-01
4.679112578118102661e+00,5.865825585294579536e-01,6.921122292061250292e-01,5.389920712630624777e-01,1.536732288653364087e-02,-6.617149828357864194e-03
7.979581731142804113e-01,2.095842803656466913e+00,1.165904580354267361e+00,3.160203607045253271e-01,1.778545316761359851e+00,1.779004825238536647e+00
2.542107588236236504e-01,9.830671187811033107e-01,9.938663469198072420e-01,1.946144469678356748e+00,4.574707115635339605e+00,4.545604617158319094e+00
3.788289298930304749e+00,2.313357651050641728e+00,6.359212733395176453e-01,1.687692029738162569e+00,1.515989848954035213e-01,1.711409666927443674e-01
3.867473115785855509e+00,1.533019142791693268e+00,1.047695037425034226e+00,1.776825028418908214e+00,1.093811666529783400e-01,1.214867588689616806e-01
9.152053706526399601e-01,2.461226770751599791e+00,6.241191391189356841e-01,1.074828510979246365e+00,1.818481022163297434e+00,1.817752434306167730e+00
2.948967115943188944e+00,2.919350716327488104e+00,6.315716963557781449e-01,1.539771527399468765e+00,3.140561047963388308e-01,3.147958062079428410e-01
3.291647043003262940e+00,1.442145377308921672e+00,8.238037474142368977e-01,1.268028721185026964e+00,1.269521599489433494e-01,1.274996130666351257e-01
2.035747565601620401e+00,1.528508085731904886e+00,1.103898194053697379e+00,1.236424998895740535e+00,3.270021194925226693e-01,3.196154130373257130e-01
1.011571358340795701e+00,2.711820003504186172e+00,1.137437521826253572e+00,5.389011645432648656e-01,1.673513752705110491e+00,1.676653949891225404e+00
1.831519834657846957e+00,2.392801474170925147e+00,1.469494863102356108e+00,1.868259477963736037e+00,7.003857704532939765e-01,7.077232193494029655e-01
1.551758858860537771e+00,2.917180384743052191e+00,5.340995839577307169e-01,1.239134280823154022e+00,9.227077014986965198e-01,9.213316644348276130e-01
2.368597809085404293e-01,1.580396053394606870e+00,1.612855453551072848e+00,1.051201931533521927e+00,8.088815625020261635e+00,8.076924649210022622e+00
1.523418684670061696e+00,2.657117494346651121e+00,8.791558001014438961e-01,1.925545983250682269e+00,9.702261918871919466e-01,9.620950356683075633e-01
1.393452417086877837e+00,2.943026281687928680e+00,1.334812177149052870e+00,1.058117282870539411e+00,1.197706559981722041e+00,1.188536142291520825e+00
3.443063128850617716e+00,1.955723468457719161e+00,1.272843920685798658e+00,1.120520567026671799e+00,1.681391315634491734e-01,1.772225911803111120e-01
3.259387985559178080e+00,7.932581978824775337e-01,1.953428117724249402e+00,8.809697704518959505e-01,7.971811416027252406e-02,8.280803471334070853e-02
3.442999040022409307e+00,1.159369803759062734e+00,1.914528199331433367e+00,7.377890285468957643e-02,9.192568921236986268e-02,1.313853357838933589e-01
1.606310109481903892e+00,1.736617484166617986e+00,1.993518896475394486e+00,1.329766839074675966e+00,6.150570574469301777e-01,6.115923030090354429e-01
3.053954155311708885e+00,1.623530398070401670e+00,8.436870466277230918e-01,1.390895829289769292e+00,1.678304152792661763e-01,1.693392265000637220e-01
7.781071676141713134e-01,1.749511778677435681e+00,1.805118588651745348e+00,6.227857691761626846e-01,1.641515229583230040e+00,1.628930560267528582e+00
3.869757184580108866e+00,2.192507812319825611e+00,8.566302786284029080e-01,7.630184869606124742e-01,1.259550970924884217e-01,1.279790638795764157e-01
4.711725552347379775e+00,1.183634121099387482e+00,9.246087036929155900e-01,3.497522674154924793e-01,3.374429716108323651e-02,2.485084433937802956e-02
3.872412519472887116e+00,1.729120342578229552e+00,8.561733277888734506e-01,1.071650946767143120e+00,1.058368403915514316e-01,8.865395620054659920e-02
3.710583531912640787e+00,5.217640081007839381e-01,1.931871207439507465e+00,6.843133094720033061e-01,3.966025557902476406e-02,4.289138789819250258e-02
2.944500585927247727e+00,2.321941825360467337e+00,6.718834018603803138e-01,1.915152104655955645e+00,2.602835776183244909e-01,2.921092803667796334e-01
3.860182644257053930e+00,1.962940267337910161e+00,1.425404318857073749e+00,1.986253743535046246e+00,1.566413254582530168e-01,1.393336974493590841e-01
2.427868923734560536e+00,9.967134378726795196e-01,5.570176611024868496e-01,2.486484798084465098e-02,1.293968758319705703e-01,1.163696382136866492e-01
1.436360492222993557e+00,2.564608397593294065e+00,8.423728411274307160e-01,1.891572981637010820e-01,8.838975525155348123e-01,8.831043910657006002e-01
3.937548158773680029e+00,1.866715476624200898e+00,1.645696047863389078e+00,1.469794215881468524e+00,1.380424426679381367e-01,1.431099757267669803e-01
2.681628657643275737e+00,2.048995520452335128e+00,1.852722584484991497e+00,8.244247886354778565e-01,2.871469473064742206e-01,3.131474387158776906e-01
4.640778074632931904e+00,1.159847443163011915e+00,1.287663023215414260e+00,4.341247205420677435e-01,4.416294955853000692e-02,3.119366409963275633e-02
3.016193998096652784e+00,2.072948396525982062e+00,1.548926578864620041e+00,8.763521661884918768e-01,2.295706354806715255e-01,2.267545870775119765e-01
2.763173758402769575e+00,8.103242809190387419e-01,6.078507799500447728e-01,1.922586164647672957e+00,9.991233046164427201e-02,8.394201652519045487e-02
3.862592154624279184e-01,1.426278936583695423e+00,1.809884756410386597e+00,5.063955315559767190e-01,3.458622718223609116e+00,3.441019270464335644e+00
1.261474564616518634e+00,1.129898787414015171e+00,6.926702254664696135e-01,1.505770894764614898e+00,4.944700887405669709e-01,4.848801559233225089e-01
3.649574714495678496e+00,2.904180266750332251e+00,8.800295392073572698e-01,5.564210289221473982e-01,1.845958815484313731e-01,1.621170563173396084e-01
2.306628707674998502e+00,2.701117137586248163e+00,9.915015913500688782e-01,7.986469926824883991e-01,4.486841025290330132e-01,4.574194083620284346e-01
4.643387108545200093e+00,2.208200974375815751e+00,9.609971922632170038e-01,1.421823515150674178e+00,9.812775278533822365e-02,1.189313301840462522e-01
3.152896923893336201e+00,9.549759805847281013e-01,1.369125569837105649e+00,1.271687509833268059e+00,9.992528840212377972e-02,8.931805894191756356e-02
1.466795681397181195e+00,8.895883587534467729e-01,6.664296878278410663e-01,8.097032784293041185e-01,2.934535657115430185e-01,2.790864028549182030e-01
1.376448742643684886e+00,1.272288475299266253e+00,5.526248225634446953e-01,7.367079850220981108e-02,4.799272706955083345e-01,5.060473847453289542e-01
1.599349403822414306e+00,1.022179312541675600e+00,1.861628464259228899e+00,2.640915570919510902e-01,3.084567015310349936e-01,3.037849650918083011e-01
1.242089296613852367e+00,1.052345666297744620e+00,1.671949379572625904e+00,2.509046360262876529e-01,4.589580191414347476e-01,4.882662259324039855e-01
2.751739638603543980e+00,1.817116388222877355e+00,1.175102364226116247e+00,9.047596387450296263e-02,2.100283330318563624e-01,1.517113894969712995e-01
6.061126952920039557e-01,2.012935171388805067e+00,5.283581131409306186e-01,4.372220719961408264e-01,2.649355800468951916e+00,2.645598716203101830e+00
2.976364024929289975e+00,1.886135702010528048e+00,1.719564088404048174e+00,7.576538303616087155e-02,1.964335732001881718e-01,1.756176076741540470e-01
2.259047128660431447e+00,2.552629699735265767e+00,1.910218131226063099e+00,1.875436522368955750e+00,5.630463547566793014e-01,5.518974576956164890e-01
4.418404712662117539e+00,1.442984156850657840e+00,8.245469989026128488e-01,1.327400075055572559e+00,6.720064767460069699e-02,8.284363256639308559e-02
4.475585022696464854e+00,6.089937279987679419e-01,1.724715786548371987e+00,4.036579374156759048e-01,2.832773814842875354e-02,4.946224104949548117e-02
1.626331494098153252e+00,1.039463096041294943e+00,1.924428115045360155e+00,1.134092207801087104e+00,3.461695658768952910e-01,3.421915893070283099e-01
1.115843205205982569e+00,1.173803342719691223e+00,1.924464568554145494e+00,1.542510205835114556e+00,7.192106108724000135e-01,7.374288210457242698e-01
2.225519722637645970e+00,6.693329489325201553e-01,8.639000270522867453e-01,1.066716632186955449e+00,1.175436224707860772e-01,9.462097080318490616e-02
2.630375238677134409e+00,6.346501167891756001e-01,1.412923940014629398e+00,1.137109352856456423e+00,9.052172579730571877e-02,9.542609202423046888e-02
3.612695961171169312e+00,6.499154525374670754e-01,1.785149624525959045e+00,9.663746289350882979e-01,5.347457669128131974e-02,4.985564999992126572e-02
4.859480387445168859e+00,7.765008309427030575e-01,7.396721007833123585e-01,1.528146544430643239e+00,2.845604913549001566e-02,-6.090365612170595827e-03
4.495906729728598172e+00,1.756859067527021701e+00,6.313555178475180885e-01,4.498328944693050779e-01,4.608988057575356262e-02,6.360302275345647294e-02
2.105118887574576991e+00,1.590402067335973779e+00,7.692944833896866452e-01,1.050369294171668910e+00,3.047427655558910820e-01,2.907710208321927503e-01
2.835585987626338511e+00,2.667302937177660649e+00,1.889656949246806938e+00,6.811710573943263736e-01,3.337862452548924219e-01,3.419157922733635502e-01
2.989470456864092629e+00,2.351897186034347165e+00,1.159230806113828782e+00,1.841309214352053747e+00,2.819711405848214225e-01,2.661442681390170928e-01
4.419716449607926201e+00,1.389073935220349387e+00,9.927202642452019887e-01,5.250291170835863497e-02,4.226806940110517524e-02,4.526018752910082599e-02
7.066820258407904287e-01,7.697103668563816115e-01,9.283168436339703788e-01,1.424372125506653042e+00,8.034040582234938110e-01,8.151686415301661048e-01
4.115509080298747513e+00,1.928907692356528258e+00,1.191312052790499010e+00,1.566207235501542172e-01,8.797374688967800338e-02,8.742235656687161183e-02
1.460394080431369757e+00,2.905005508396985014e+00,1.787882413886030086e+00,8.234332532246460001e-01,1.110243872359322870e+00,1.100210199446946868e+00
7.160005156853890274e-01,1.417730948922816703e+00,5.785336942695296081e-01,1.386785860442623752e+00,1.494864586325846512e+00,1.506491244672786944e+00
4.904759297123384876e+00,2.910902591685111229e+00,1.242534357237271569e+00,1.489731740048979791e+00,1.257777818552779370e-01,1.295463678958078124e-01
1.867032173476959267e+00,1.635850446586721851e+00,1.605783760692590212e+00,1.713410695766894420e+00,4.590482675126066336e-01,4.501935955775003273e-01
3.789659186400988311e+00,1.141634322330652651e+00,1.036301316404457218e+00,1.386218885841524306e+00,8.040191179189333515e-02,8.083878570749479520e-02
1.944423152856531889e+00,2.061342398651666574e+00,1.229753823121206402e+00,9.184473095069543014e-01,4.692820796295370522e-01,4.672243541177598103e-01
1.595252559222010147e+00,2.603133709052764200e+00,1.343502960911239219e+00,5.776595922289702312e-01,7.984234484287455746e-01,7.912000245645648411e-01
2.807941113049152282e+00,7.539658325216822554e-01,1.372074030680280332e+00,7.739075436609474945e-01,9.168264553209416745e-02,1.093163609996489760e-01
1.318144202914014462e+00,2.783172185726050518e+00,9.826630750129925485e-01,1.526466344494790572e+00,1.255238306976458329e+00,1.289616194778824720e+00
1.373235919004534678e+00,1.485217798178435800e+00,1.076144360799522470e+00,1.069361060271415864e+00,5.825302187168174273e-01,5.719392926839583779e-01
4.441380623022789242e-01,1.485892743294607410e+00,1.615715867003807649e+00,1.022961679378184607e+00,3.128275262090756126e+00,3.125546640001937160e+00
3.630145088452163993e+00,2.238401164495837925e+00,1.134499460365783641e+00,5.420713718304832618e-01,1.544802281485540274e-01,1.353325430695613285e-01
4.622507372189548214e+00,2.555753203739307367e+00,1.185078983107552775e+00,1.512275894201375870e-01,8.168614640495397428e-02,5.472270344470635262e-02
2.237078583968806211e-01,7.778945255717848450e-01,1.086001813833527674e+00,6.163263513137313687e-01,3.782057290034357422e+00,3.804399432613385645e+00
1.584047868600491960e+00,1.577363251487049478e+00,1.117658851746554438e+00,4.431177571678472926e-01,4.698075765798710446e-01,4.560583230523524989e-01
4.375078832882359769e+00,2.339008322498556947e+00,1.024045827165593892e+00,1.124748627854577077e-01,7.884198179405202400e-02,8.530636073495011240e-02
3.084613321445731415e+00,1.631206335691583131e+00,8.775941923434916747e-01,1.303336852558703018e-01,1.391690003297736122e-01,1.117531789605261394e-01
8.171473504615880401e-01,2.938635209566124562e+00,6.015858049865951962e-01,1.507636048538203433e-01,2.429914360489568992e+00,2.416821602654253276e+00
1.353897676027872254e+00,2.113520525996002597e+00,6.834449495085347381e-01,1.866005791217490772e+00,8.848390279632902811e-01,8.939806845184934403e-01
1.195748489758585054e+00,8.607535363208345114e-01,1.467240643036509917e+00,5.019634572018563112e-01,4.014613802704522505e-01,4.106320108837356320e-01
3.624683898588498820e-01,7.681912553592352699e-01,5.270013311859368388e-01,6.263936027688554731e-02,1.834068261394137922e+00,1.838430157775569063e+00
8.172602303297249460e-01,1.572903745901209849e+00,1.822405609461294596e+00,8.484892800187306960e-01,1.404149128888631193e+00,1.411991901729557686e+00
8.100332206165243853e-01,1.921572027629686374e+00,1.399768102875853959e+00,6.080110713015953738e-01,1.669272753821524624e+00,1.673294423445672807e+00
2.618228684968085140e+00,1.618724042266373342e+00,1.698790733300173716e+00,9.240979049489617125e-04,2.117507030737524887e-01,2.314825887037757768e-01
3.887586800123225217e+00,2.613641237051821165e+00,8.276613119836916388e-01,8.263155047491765881e-01,1.490353963881968224e-01,1.826777099651958614e-01
2.691712976569314186e+00,2.030605783823885346e+00,1.571318849454232724e+00,4.327904024567819086e-01,2.620903388980156956e-01,2.730398028798282639e-01
3.349950066086452960e+00,2.827892535476826730e+00,6.423488893466271499e-01,9.838924810628868478e-02,1.640407877860706742e-01,1.614834991733725411e-01
4.441825226870059318e+00,2.809858529560369966e+00,1.918094212268163457e+00,1.502867009451620772e+00,1.719489332389133041e-01,1.510770921914842690e-01
3.947957921951322113e+00,1.839209857726021413e+00,1.766013421194372546e+00,1.851316646646447017e+00,1.464760691283695515e-01,1.364280889361846882e-01
6.788447493307130376e-01,1.482571208729872358e+00,1.000565181914595758e+00,7.434823579921747694e-01,1.627621980583443539e+00,1.620817718550429554e+00
3.288892868118402646e-01,9.518288246417281329e-01,1.472737819127156511e+00,6.922644124862789017e-01,2.775891108100259075e+00,2.804351225121219038e+00
4.663278397653438212e+00,2.256122735166200322e+00,1.709755891589215260e+00,1.815284813532328068e+00,1.271936775416689369e-01,9.591298382081953067e-02
1.451738946188338986e+00,2.072204289306862179e+00,1.263771960712805287e+00,4.851842876866687693e-01,7.202513738202050986e-01,7.039851651768419538e-01
4.343590819432964878e+00,1.823696167070884444e+00,8.488387756708288823e-01,9.218983652237522364e-02,5.345056222488376446e-02,3.249728414824208655e-02
1.037573168608021845e+00,2.785634243195194593e+00,1.348570917986962936e+00,1.999079247646811108e+00,2.009813783060552694e+00,2.026774497645303263e+00
4.420785181803297270e+00,1.506334305221728620e+00,8.390097901269406577e-01,8.976499281904046779e-01,6.312917455932111344e-02,4.885339733872594292e-02
2.313528051113796113e+00,1.752742583056470682e+00,1.430941436619721951e+00,1.984849364352750500e+00,3.494833747276878677e-01,3.123931316089078036e-01
3.387804565618965924e-01,1.791857029930335576e+00,1.775523636664653182e+00,1.476901087634505894e+00,5.766624963257698688e+00,5.725136507743086689e+00
4.947352317773783703e+00,1.291223605585098522e+00,9.362469486602730262e-01,1.386271530049251854e+00,4.821098701285543575e-02,5.392810715682973266e-02
7.609832894464823028e-01,1.606988964638401907e+00,1.565183922219514301e+00,1.538468185736349136e+00,1.680590301908014617e+00,1.647464236767231194e+00
3.134806818735773604e-01,1.601594192663902794e+00,6.884071785311229874e-01,8.661059053862796286e-01,6.277610970598586526e+00,6.299094728546425159e+00
4.044139650762135219e+00,1.881073293675539215e+00,5.155858890288271823e-01,1.525315614998612679e+00,9.595502382758058779e-02,1.166723432591397630e-01
1.765359664190920386e+00,1.609534992785270457e+00,1.215181265139070543e+00,1.521339039173201346e+00,4.564969326719626186e-01,4.332543820955310210e-01
3.521260160658892246e-01,1.357081530727765939e+00,1.908503329532239556e+00,5.704599004757797687e-01,3.719101579765161425e+00,3.711713407127312792e+00
2.582651238202807176e-01,9.937277534997099870e-01,1.899365075349000787e+00,7.147779112943470903e-01,3.960012349536403686e+00,3.959806209496667506e+00
2.154029804445174445e+00,2.642840538729943844e+00,7.148606754086034298e-01,1.017300433174175733e+00,4.872724412698381524e-01,4.567399858552161351e-01
7.058040997752754730e-01,1.789695766865277982e+00,8.084837760849106214e-01,9.230498069496750890e-01,1.916282808746844424e+00,1.890897758839783283e+00
1.890413080055694195e+00,2.644922037877938781e+00,1.152307449456659194e+00,8.135640984831491451e-01,6.216236873194558310e-01,6.082131343024917980e-01
3.495209478821128091e+00,2.873043163846220605e+00,1.659188748456075890e+00,1.841742456869289724e+00,2.832873402855018985e-01,2.817722996643914346e-01
4.764651044254046397e+00,1.233984960679697762e+00,1.771391722665890622e+00,1.625397373283261615e-01,4.544177054665807236e-02,5.012293694940291033e-02
1.608730327883324929e+00,1.999783113000808132e+00,1.818433681532520607e+00,5.513154989128647987e-01,6.250485583928333533e-01,5.866707144758712689e-01
2.962628188371444260e+00,2.868416996797815699e+00,7.512915434051774533e-01,1.352641428669754120e+00,3.084287088007634514e-01,3.123751607987627632e-01
3.579610602199869707e+00,1.009396470967843129e+00,9.683167723997192500e-01,1.270748055350633177e+00,7.746430850776483967e-02,7.429504010668726288e-02
4.012711996635089484e+00,1.158452245698231575e+00,1.826421002953798389e+00,6.386737046729291656e-01,7.365808927540727635e-02,6.747683127545234250e-02
2.569385592699379384e+00,1.916462168325092419e+00,8.132672205634959850e-01,1.883517575808663524e+00,2.813106147258527256e-01,2.712005686142445193e-01
3.997562915289575969e+00,7.390067223315117673e-01,1.155403875692012639e+00,1.252485789727016519e+00,4.690133074968456939e-02,6.654983513295341380e-02
2.416423232475925609e+00,7.382547601486459943e-01,1.123797663349725084e+00,3.378765577812348209e-01,1.103248280522652613e-01,1.406529562560378810e-01
3.767402927318684647e+00,7.908318782724641505e-01,1.769494224377307523e+00,1.163913688013243908e+00,6.178912042429621221e-02,5.171690190467448378e-02
3.245451890847378618e+00,2.853827544288953799e+00,1.784542030658177625e+00,1.410759497204989943e+00,3.083193274011992724e-01,3.039840488774095406e-01
2.430044302548572954e+00,2.807073390940163726e+00,1.090552568855589266e+00,1.643881600412820942e+00,4.696566566799593723e-01,4.369793021917370845e-01
4.377807804236456768e+00,2.918084472412063590e+00,7.752972071132001597e-01,1.635186283036092147e+00,1.445546649667714956e-01,1.355608840496414225e-01
1.700469523049076948e+00,1.527524738443978736e+00,1.160836475599251960e+00,2.011067196311366878e-02,4.025480084795509117e-01,4.153590553498506255e-01
1.924716895559651197e+00,8.463445597113562480e-01,1.549645568720236843e+00,1.795377504988152850e+00,2.244871507200652816e-01,2.215358868614544785e-01
2.517193641659109637e+00,2.172921142359936386e+00,1.905582562741852781e+00,8.004040821083446833e-01,3.405834546187418432e-01,3.468037800825632400e-01
4.938801728682651881e-01,1.435801724979319349e+00,1.872681732228741236e+00,1.061738062081946099e+00,2.608729638443928245e+00,2.605647903373620622e+00
3.039935462193362525e+00,1.625699244548143740e+00,1.649631986495188496e+00,2.210062478550949283e-01,1.647784311645261179e-01,1.659036526389085497e-01
3.161812619789198808e-01,8.296841002026209555e-01,1.015985086617795519e+00,1.275750812399319534e+00,2.652858362324421737e+00,2.665386411944211442e+00
