t,x,v,z,e,dv_dt,dv_dt_noisy
1.761552310462092308e+01,1.364327422495280051e-01,-2.181760474955795615e-01,7.571590077238299354e-02,6.358567840123526826e-01,-1.998293437445115561e-01,-2.089463548896182687e-01
1.761952390478095509e+01,1.355582691875174273e-01,-2.189717734292650209e-01,7.484142771037240183e-02,6.357909548627707075e-01,-1.979528368167855212e-01,-1.905488433624016598e-01
1.762352470494098711e+01,1.346806276515318257e-01,-2.197599772953481856e-01,7.396378617438680025e-02,6.357256560821640257e-01,-1.960691016664914410e-01,-2.006934226047723813e-01
1.762752550510101912e+01,1.337998477899625394e-01,-2.205406303157446957e-01,7.308300631281751392e-02,6.356608982087809112e-01,-1.941782026417014362e-01,-1.912389767959571385e-01
1.763152630526105114e+01,1.329159598630956507e-01,-2.213137039763856395e-01,7.219911838595061138e-02,6.355966917104876046e-01,-1.922802047746750564e-01,-1.808621481112814566e-01
1.763552710542108315e+01,1.320289942431118191e-01,-2.220791700272173042e-01,7.131215276596679364e-02,6.355330469847687569e-01,-1.903751737822955981e-01,-2.016359657025361685e-01
1.763952790558111516e+01,1.311389814140865029e-01,-2.228370004822013140e-01,7.042213993694147744e-02,6.354699743587268745e-01,-1.884631760663600941e-01,-1.737355578161512148e-01
1.764352870574114718e+01,1.302459519719897652e-01,-2.235871676193145197e-01,6.952911049484475359e-02,6.354074840890828746e-01,-1.865442787137211733e-01,-1.862622541772716855e-01
1.764752950590117919e+01,1.293499366246864124e-01,-2.243296439805491926e-01,6.863309514754137308e-02,6.353455863621757516e-01,-1.846185494962820084e-01,-1.863796199390464758e-01
1.765153030606121121e+01,1.284509661919358559e-01,-2.250644023719127473e-01,6.773412471479083041e-02,6.352842912939624664e-01,-1.826860568708439381e-01,-1.673995673889829561e-01
1.765553110622124322e+01,1.275490716053922780e-01,-2.257914158634280188e-01,6.683223012824726639e-02,6.352236089300183908e-01,-1.807468699788067901e-01,-1.761856356366952314e-01
1.765953190638127523e+01,1.266442839086045213e-01,-2.265106577891330686e-01,6.592744243145949590e-02,6.351635492455368626e-01,-1.788010586457220441e-01,-1.919649355781524458e-01
1.766353270654130725e+01,1.257366342429047934e-01,-2.272221017792454834e-01,6.501979276575978184e-02,6.351041221267196279e-01,-1.768486933496822011e-01,-1.774523935498488747e-01
1.766753350670133926e+01,1.248261538252693897e-01,-2.279257218278904484e-01,6.410931234812437818e-02,6.350453373269254742e-01,-1.748898451712110058e-01,-1.826166975307538520e-01
1.767153430686137128e+01,1.239128740364554421e-01,-2.286214920974720677e-01,6.319603255931043051e-02,6.349872045793854003e-01,-1.729245859858636047e-01,-1.702796996710729260e-01
1.767553510702140329e+01,1.229968263574888893e-01,-2.293093870425634284e-01,6.227998488034387770e-02,6.349297335318752067e-01,-1.709529883243234016e-01,-1.756681206014007179e-01
1.767953590718143531e+01,1.220780423625234118e-01,-2.299893814250984214e-01,6.136120088537840023e-02,6.348729337382413851e-01,-1.689751253554019339e-01,-1.723805178772400415e-01
1.768353670734146732e+01,1.211565537188403624e-01,-2.306614503143717410e-01,6.043971224169534390e-02,6.348168146584011184e-01,-1.669910708845383507e-01,-1.574169313831354222e-01
1.768753750750149933e+01,1.202323921868488077e-01,-2.313255690870389403e-01,5.951555070970379613e-02,6.347613856583426140e-01,-1.650008993521488165e-01,-1.819495198392269697e-01
1.769153830766153135e+01,1.193055896200855559e-01,-2.319817134271163483e-01,5.858874814294054434e-02,6.347066560101247701e-01,-1.630046858318256742e-01,-1.602092449376127381e-01
1.769553910782156336e+01,1.183761779652150736e-01,-2.326298593259811254e-01,5.765933648807006900e-02,6.346526348918770655e-01,-1.610025060283873932e-01,-1.633547859344733066e-01
1.769953990798159538e+01,1.174441892620295969e-01,-2.332699830823712905e-01,5.672734778488458529e-02,6.345993313877997810e-01,-1.589944362757798046e-01,-1.557766268077763194e-01
1.770354070814162739e+01,1.165096556434490060e-01,-2.339020613023856110e-01,5.579281416630400142e-02,6.345467544881642219e-01,-1.569805535348292314e-01,-1.807097550720360990e-01
1.770754150830165941e+01,1.155726093355209372e-01,-2.345260708994837962e-01,5.485576785837593256e-02,6.344949130893122735e-01,-1.549609353908484310e-01,-1.645204161709522550e-01
1.771154230846169142e+01,1.146330826574207262e-01,-2.351419890944862479e-01,5.391624118027571466e-02,6.344438159936565125e-01,-1.529356600510959618e-01,-1.570281798113151717e-01
1.771554310862172343e+01,1.136911080214514091e-01,-2.357497934155742270e-01,5.297426654430639065e-02,6.343934719096803176e-01,-1.509048063420898034e-01,-1.343952063102151762e-01
1.771954390878175545e+01,1.127467179330437080e-01,-2.363494616982898811e-01,5.202987645589869647e-02,6.343438894519379811e-01,-1.488684537067760383e-01,-1.614443923029097172e-01
1.772354470894178746e+01,1.117999449907561144e-01,-2.369409720855361334e-01,5.108310351361110280e-02,6.342950771410543753e-01,-1.468266822015537876e-01,-1.580840354046344765e-01
1.772754550910181948e+01,1.108508218785991539e-01,-2.375243030409984746e-01,5.013398040145414930e-02,6.342470433961651111e-01,-1.447795724762315217e-01,-1.467108365463461461e-01
1.773154630926185149e+01,1.098993813280809834e-01,-2.380994334267159673e-01,4.918253985093598568e-02,6.341997964885482952e-01,-1.427272056864747340e-01,-1.395665305575480852e-01
1.773554710942188350e+01,1.089456562114982374e-01,-2.386663423486501401e-01,4.822881473435322586e-02,6.341533446272422658e-01,-1.406696636956223656e-01,-1.468160368293019991e-01
1.773954790958191552e+01,1.079896794877835547e-01,-2.392250092338400469e-01,4.727283801063854318e-02,6.341076959204542396e-01,-1.386070289525559440e-01,-1.377638335033794514e-01
1.774354870974194753e+01,1.070314841884483781e-01,-2.397754138532954549e-01,4.631464271130336652e-02,6.340628583631049420e-01,-1.365393844569448289e-01,-1.529126476227134768e-01
1.774754950990197955e+01,1.060711034175828710e-01,-2.403175363219969274e-01,4.535426194043786635e-02,6.340188398368290512e-01,-1.344668137552554599e-01,-1.175887119038158957e-01
1.775155031006201156e+01,1.051085703518559733e-01,-2.408513570988958519e-01,4.439172887471096868e-02,6.339756481099753094e-01,-1.323894009366209656e-01,-1.357925700199219543e-01
1.775555111022204358e+01,1.041439182405153596e-01,-2.413768569869142733e-01,4.342707676337036193e-02,6.339332908376057452e-01,-1.303072306285724957e-01,-1.290442986235809941e-01
1.775955191038207559e+01,1.031771804053874669e-01,-2.418940171329451438e-01,4.246033892824246925e-02,6.338917755614966731e-01,-1.282203879926337164e-01,-1.012122126426808905e-01
1.776355271054210760e+01,1.022083902408774808e-01,-2.424028190278521011e-01,4.149154876373247619e-02,6.338511097101380276e-01,-1.261289587197797490e-01,-1.317659996320595384e-01
1.776755351070213962e+01,1.012375812139693215e-01,-2.429032445064695511e-01,4.052073973682431690e-02,6.338113005987333626e-01,-1.240330290257621870e-01,-1.364543621137326856e-01
1.777155431086217163e+01,1.002647868642256718e-01,-2.433952757476027240e-01,3.954794538708067408e-02,6.337723554292001849e-01,-1.219326856463015807e-01,-1.318372591142938921e-01
1.777555511102220365e+01,9.929004080378797670e-02,-2.438788952740276184e-01,3.857319932664297901e-02,6.337342812901699540e-01,-1.198280158321490124e-01,-1.031295829632294381e-01
1.777955591118223566e+01,9.831337671737644390e-02,-2.443540859524909736e-01,3.759653524023143234e-02,6.336970851569876384e-01,-1.177191073440183033e-01,-1.196235068097756121e-01
1.778355671134226768e+01,9.733482836228997404e-02,-2.448208309937102978e-01,3.661798688514497635e-02,6.336607738917122701e-01,-1.156060484473902389e-01,-1.234458767693581982e-01
1.778755751150229969e+01,9.635442956840628570e-02,-2.452791139523738950e-01,3.563758809126128108e-02,6.336253542431165009e-01,-1.134889279071910895e-01,-1.138596637380852594e-01
1.779155831166233170e+01,9.537221420379503323e-02,-2.457289187727322022e-01,3.465537272665002860e-02,6.335908328203369022e-01,-1.113678349064249201e-01,-1.118558255879235075e-01
1.779555911182236372e+01,9.438821621215381930e-02,-2.461702297552534058e-01,3.367137473500881467e-02,6.335572161090551324e-01,-1.092428591221621531e-01,-9.918034826008692573e-02
1.779955991198239573e+01,9.340246963460392682e-02,-2.466030315195886224e-01,3.268562815745892219e-02,6.335245104953963757e-01,-1.071140907684414306e-01,-9.991138046277492357e-02
1.780356071214242775e+01,9.241500856333104141e-02,-2.470273090571606378e-01,3.169816708618603679e-02,6.334927222375550393e-01,-1.049816204885628684e-01,-1.012093753453459782e-01
1.780756151230245976e+01,9.142586714156623884e-02,-2.474430477311871934e-01,3.070902566442123074e-02,6.334618574657816525e-01,-1.028455393489769304e-01,-9.801516184898924344e-02
1.781156231246249178e+01,9.043507956358599886e-02,-2.478502332766809868e-01,2.971823808644099771e-02,6.334319221823825341e-01,-1.007059388330987237e-01,-1.087639490939225767e-01
1.781556311262252379e+01,8.944268007471223303e-02,-2.482488518004495881e-01,2.872583859756723187e-02,6.334029222617202359e-01,-9.856291083500801076e-02,-1.111529577645909012e-01
1.781956391278255580e+01,8.844870297131225689e-02,-2.486388897810954401e-01,2.773186149416724880e-02,6.333748634502133212e-01,-9.641654765303683816e-02,-9.235297206507370182e-02
1.782356471294258782e+01,8.745318260079877615e-02,-2.490203340690159695e-01,2.673634112365377152e-02,6.333477513663362535e-01,-9.426694198324706009e-02,-8.899676317060203901e-02
1.782756551310261983e+01,8.645615336162994213e-02,-2.493931718864034197e-01,2.573931188448493751e-02,6.333215915006199515e-01,-9.211418691279979476e-02,-9.039306968744788284e-02
1.783156631326265185e+01,8.545764970330929633e-02,-2.497573908272450183e-01,2.474080822616428824e-02,6.332963892156507901e-01,-8.995837591321886872e-02,-8.707225605018850678e-02
1.783556711342268386e+01,8.445770612638578423e-02,-2.501129788573229207e-01,2.374086464924077267e-02,6.332721497460718219e-01,-8.779960283355062178e-02,-8.146490039348133760e-02
1.783956791358271587e+01,8.345635718245376922e-02,-2.504599243142140441e-01,2.273951570530876459e-02,6.332488781985817772e-01,-8.563796189342223752e-02,-9.702861796808495698e-02
1.784356871374274789e+01,8.245363747415304645e-02,-2.507982159072904005e-01,2.173679599700804183e-02,6.332265795519355089e-01,-8.347354767600057013e-02,-8.685048573252458770e-02
1.784756951390277990e+01,8.144958165246531101e-02,-2.511278427198628815e-01,2.073274017532029945e-02,6.332052586556562446e-01,-8.130645511493261868e-02,-8.995188600901206366e-02
1.785157031406281192e+01,8.044422437836146189e-02,-2.514487942440062906e-01,1.972738290121646074e-02,6.331849202082489025e-01,-7.913677940275758160e-02,-9.771912149831396555e-02
1.785557111422284393e+01,7.943760039344949231e-02,-2.517610603308199635e-01,1.872075891630448768e-02,6.331655687863423365e-01,-7.696461613780604394e-02,-7.162239242371046255e-02
1.785957191438287595e+01,7.842974448823378242e-02,-2.520646312071805895e-01,1.771290301108877779e-02,6.331472088369292095e-01,-7.479006124785525511e-02,-7.704912008001373047e-02
1.786357271454290796e+01,7.742069148258953759e-02,-2.523594974898890064e-01,1.670385000544453297e-02,6.331298446691869808e-01,-7.261321093986859709e-02,-6.851900125569446165e-02
1.786757351470293997e+01,7.641047622576276066e-02,-2.526456501856702563e-01,1.569363474861775257e-02,6.331134804544785721e-01,-7.043416169231125901e-02,-6.410072314312330322e-02
1.787157431486297199e+01,7.539913359637023804e-02,-2.529230806911735852e-01,1.468229211922522648e-02,6.330981202263519236e-01,-6.825301024738361644e-02,-7.727372147525989055e-02
1.787557511502300400e+01,7.438669850239956749e-02,-2.531917807929723874e-01,1.366985702525455593e-02,6.330837678805402158e-01,-6.606985360317524369e-02,-5.097891691752103049e-02
1.787957591518303602e+01,7.337320588120913034e-02,-2.534517426675641505e-01,1.265636440406412919e-02,6.330704271749617584e-01,-6.388478900574166841e-02,-6.083462815994900019e-02
1.788357671534306803e+01,7.235869069952814703e-02,-2.537029588813707326e-01,1.164184922238314067e-02,6.330581017297201019e-01,-6.169791394110694244e-02,-5.158995599483648387e-02
1.788757751550310005e+01,7.134318795345659381e-02,-2.539454223907380293e-01,1.062634647631158225e-02,6.330467950271039257e-01,-5.950932612719406212e-02,-4.255300851998923550e-02
1.789157831566313206e+01,7.032673266846524440e-02,-2.541791265419361401e-01,9.609891191320241513e-03,6.330365104115871500e-01,-5.731912350568647840e-02,-6.206735540955046759e-02
1.789557911582316407e+01,6.930935989939571162e-02,-2.544040650711593132e-01,8.592518422250703530e-03,6.330272510898287130e-01,-5.512740423382292421e-02,-6.127394983922395538e-02
1.789957991598319609e+01,6.829110473046036411e-02,-2.546202321045260009e-01,7.574263253315357755e-03,6.330190201306729048e-01,-5.293426667612826514e-02,-5.112565811966449797e-02
1.790358071614322810e+01,6.727200227416671452e-02,-2.548276221589836354e-01,6.555160797021704691e-03,6.330118204641823620e-01,-5.073980939371035975e-02,-3.962558369823861865e-02
1.790758151630326012e+01,6.625208765812802547e-02,-2.550262301521754038e-01,5.535246180983009572e-03,6.330056548727571730e-01,-4.854413110686230104e-02,-3.711257859145498939e-02
1.791158231646329213e+01,6.523139602721166053e-02,-2.552160513974999212e-01,4.514554550066649831e-03,6.330005259990511002e-01,-4.634733069157043195e-02,-6.603500451779162339e-02
1.791558311662332414e+01,6.420996254375598011e-02,-2.553970816037416380e-01,3.493121066610968117e-03,6.329964363450687470e-01,-4.414950717148289489e-02,-2.977974873907960826e-02
1.791958391678335616e+01,6.318782238652972949e-02,-2.555693168760120870e-01,2.470980909384724433e-03,6.329933882709875004e-01,-4.195075970703090323e-02,-4.639999286030577208e-02
1.792358471694338817e+01,6.216501074966841733e-02,-2.557327537162885633e-01,1.448169272523411408e-03,6.329913839947817200e-01,-3.975118758448357298e-02,-3.483999413340509166e-02
1.792758551710342019e+01,6.114156284028730154e-02,-2.558873890240995208e-01,4.247213631422917107e-04,6.329904255917787603e-01,-3.755089020211539730e-02,-5.078798965432680668e-02
1.793158631726345220e+01,6.011751387700936533e-02,-2.560332202427814674e-01,-5.991459000314599886e-04,6.329905149570792533e-01,-3.535014874533921880e-02,-4.417202192861395538e-02
1.793558711742348422e+01,5.909289908437020955e-02,-2.561702474295320386e-01,-1.622622336426105070e-03,6.329916532750264890e-01,-3.314983753334500849e-02,-2.948659113633533488e-02
1.793958791758351623e+01,5.806775368017405570e-02,-2.562984728225257136e-01,-2.645579886935723116e-03,6.329938411287131528e-01,-3.095014864074371180e-02,-4.879338684880443755e-02
1.794358871774354824e+01,5.704211285979458174e-02,-2.564178991064107738e-01,-3.667982891817200136e-03,6.329970789442110890e-01,-2.875118174454839928e-02,-2.067218650442319977e-02
1.794758951790358026e+01,5.601601183009302654e-02,-2.565285293727331273e-01,-4.689795866936905151e-03,6.330013669987929470e-01,-2.655303638102247954e-02,-3.194037244355602684e-02
1.795159031806361227e+01,5.498948578646046387e-02,-2.566303671108843831e-01,-5.710983484578596205e-03,6.330067054247837666e-01,-2.435581193066892886e-02,-2.158737952679152389e-02
1.795559111822364429e+01,5.396256990317532809e-02,-2.567234162047942747e-01,-6.731510581668280827e-03,6.330130942109792880e-01,-2.215960759043556633e-02,-2.067755902695569623e-02
1.795959191838367630e+01,5.293529933340340721e-02,-2.568076809329306598e-01,-7.751342159774207360e-03,6.330205332026452858e-01,-1.996452236479837050e-02,-2.550554850907695362e-02
1.796359271854370832e+01,5.190770920919784981e-02,-2.568831659682997981e-01,-8.770443385106869300e-03,6.330290221015181240e-01,-1.777065505684204128e-02,-4.636458760265501147e-03
1.796759351870374033e+01,5.087983464149916507e-02,-2.569498763784461293e-01,-9.788779588519008756e-03,6.330385604658047560e-01,-1.557810425934099546e-02,7.835043147961174431e-03
1.797159431886377234e+01,4.985171072013521582e-02,-2.570078176254522728e-01,-1.080631626550561386e-02,6.330491477101820585e-01,-1.338696834584343631e-02,-7.079405945324726036e-03
1.797559511902380436e+01,4.882337251382122545e-02,-2.570569955659391947e-01,-1.182301907620391182e-02,6.330607831057977197e-01,-1.119734546176139045e-02,-2.835396599219593486e-02
1.797959591918383637e+01,4.779485507015978490e-02,-2.570974164510659854e-01,-1.283885384539337760e-02,6.330734657802696841e-01,-9.009333515469723774e-03,-7.790276940684535099e-03
1.798359671934386839e+01,4.676619341184264783e-02,-2.571290869237342624e-01,-1.385378656508633177e-02,6.330871947188938531e-01,-6.823030162802140586e-03,-9.080427044123056193e-03
1.798759751950390040e+01,4.573742251667063663e-02,-2.571520140026602452e-01,-1.486778340758219095e-02,6.331019687715701005e-01,-4.638532764116652662e-03,4.465683967888055966e-03
1.799159831966393241e+01,4.470857736515907593e-02,-2.571662051166019314e-01,-1.588081069252662847e-02,6.331177866381372255e-01,-2.455938458929156354e-03,-1.842195906519299761e-03
1.799559911982396443e+01,4.367969290705513846e-02,-2.571716680818872391e-01,-1.689283491068312160e-02,6.331346468780846282e-01,-2.753440975946860880e-04,2.115706762907022462e-02
1.799959991998399644e+01,4.265080405288200482e-02,-2.571684110964028713e-01,-1.790382272979551201e-02,6.331525479131453471e-01,1.903153782276317818e-03,8.834926045731392522e-03
1.800360072014402846e+01,4.162194567393882189e-02,-2.571564427395943708e-01,-1.891374099458801791e-02,6.331714880272960588e-01,4.079458964523892395e-03,1.006356886560904468e-02
1.800760152030406047e+01,4.059315260230070971e-02,-2.571357719724660651e-01,-1.992255672676523579e-02,6.331914653667569670e-01,6.253475563114251068e-03,2.823443232583525489e-03
1.801160232046409249e+01,3.956445963081878930e-02,-2.571064081375812327e-01,-2.093023712501212996e-02,6.332124779399919134e-01,8.425108030782592350e-03,-4.690732564177919200e-04
1.801560312062412450e+01,3.853590151312014794e-02,-2.570683609590618257e-01,-2.193674956499404652e-02,6.332345236177087111e-01,1.059426116764037445e-02,9.745694679106003261e-03
1.801960392078415651e+01,3.750751296360785303e-02,-2.570216405425886363e-01,-2.294206159935669245e-02,6.332576001328583670e-01,1.276084012974427334e-02,1.479063215821680224e-02
1.802360472094418853e+01,3.647932865746096598e-02,-2.569662573754014634e-01,-2.394614095772615303e-02,6.332817050806357484e-01,1.492475043762434006e-02,1.971697763901682568e-02
1.802760552110422054e+01,3.545138323063450753e-02,-2.569022223262986682e-01,-2.494895554670889526e-02,6.333068359184794716e-01,1.708589798476831817e-02,1.909779374761762932e-02
1.803160632126425256e+01,3.442371127888846360e-02,-2.568295466445231767e-01,-2.595047345038261483e-02,6.333329899665517404e-01,1.924418904752231430e-02,1.644512309075834428e-02
1.803560712142428457e+01,3.339634732916192672e-02,-2.567482419247975600e-01,-2.695066294373945487e-02,6.333601644229214234e-01,2.139953033527156046e-02,2.189464854459117343e-02
1.803960792158431659e+01,3.236932588898487617e-02,-2.566583201606097431e-01,-2.794949246592872902e-02,6.333883563409092865e-01,2.355182892209682632e-02,1.892563820286902523e-02
1.804360872174434860e+01,3.134268142750717273e-02,-2.565597937276773433e-01,-2.894693063225010909e-02,6.334175626360655231e-01,2.570099228668622227e-02,1.580490557462325973e-02
1.804760952190438061e+01,3.031644835577235880e-02,-2.564526753623113664e-01,-2.994294624459973783e-02,6.334477800954507742e-01,2.784692835076003209e-02,1.917190693396674667e-02
1.805161032206441263e+01,2.929066102671771740e-02,-2.563369781614165399e-01,-3.093750829147026357e-02,6.334790053776349072e-01,2.998954548710915449e-02,3.491872609693652540e-02
1.805561112222444464e+01,2.826535373517424787e-02,-2.562127155824909797e-01,-3.193058594795081945e-02,6.335112350126977931e-01,3.212875252757088629e-02,3.938470157042964215e-02
1.805961192238447666e+01,2.724056071786665201e-02,-2.560799014436261900e-01,-3.292214857572702685e-02,6.335444654022291955e-01,3.426445877093969861e-02,3.209822054026902072e-02
1.806361272254450867e+01,2.621631615341336874e-02,-2.559385499235073413e-01,-3.391216572308100585e-02,6.335786928193284373e-01,3.639657399081060174e-02,3.503053441917045735e-02
1.806761352270454069e+01,2.519265416232654292e-02,-2.557886755614129926e-01,-3.490060712489136130e-02,6.336139134086049562e-01,3.852500844335270819e-02,4.398773471337468627e-02
1.807161432286457270e+01,2.416960880701203920e-02,-2.556302932572152575e-01,-3.588744270263320019e-02,6.336501231861776384e-01,4.064967287501065896e-02,3.928588612207036673e-02
1.807561512302460471e+01,2.314721409176944550e-02,-2.554634182713796942e-01,-3.687264256437809695e-02,6.336873180396752625e-01,4.277047853013155737e-02,7.418844334317331590e-02
1.807961592318463673e+01,2.212550396279206605e-02,-2.552880662249654153e-01,-3.785617700479413511e-02,6.337254937282366107e-01,4.488733715851541545e-02,4.617295089804936137e-02
1.808361672334466874e+01,2.110451230760728575e-02,-2.551042530987071566e-01,-3.883801650531195498e-02,6.337646458829035989e-01,4.700016102356634889e-02,4.180598424339065228e-02
1.808761752350470076e+01,2.008427292665031921e-02,-2.549119951829909025e-01,-3.981813174087966284e-02,6.338047700282928298e-01,4.910886294204152430e-02,3.100083286416088768e-02
1.809161832366473277e+01,1.906481957858395873e-02,-2.547113091458977907e-01,-4.079649356329002885e-02,6.338458615539488417e-01,5.121335623211217825e-02,5.331497653397381659e-02
1.809561912382476478e+01,1.804618596768114980e-02,-2.545022120217655393e-01,-4.177307300928792544e-02,6.338879157188538338e-01,5.331355474154290952e-02,6.356366919692327255e-02
1.809961992398479680e+01,1.702840572179744119e-02,-2.542847211770561944e-01,-4.274784130806588006e-02,6.339309276659594872e-01,5.540937288268242555e-02,5.484607563172910066e-02
1.810362072414482881e+01,1.601151239237098151e-02,-2.540588543103564634e-01,-4.372076988126408215e-02,6.339748924221877413e-01,5.750072563933891073e-02,6.991248247673245708e-02
1.810762152430486083e+01,1.499553945442253129e-02,-2.538246294523774926e-01,-4.469183034297034146e-02,6.340198048984300172e-01,5.958752857356366950e-02,5.365715506520912087e-02
1.811162232446489284e+01,1.398052030655544398e-02,-2.535820649659549786e-01,-4.566099449972012975e-02,6.340656598895473284e-01,6.166969783234105273e-02,6.065860251706262085e-02
1.811562312462492486e+01,1.296648827095568321e-02,-2.533311795460491678e-01,-4.662823435049657378e-02,6.341124520743706139e-01,6.374715015418290498e-02,6.189343105984766030e-02
1.811962392478495687e+01,1.195347659339180552e-02,-2.530719922197449123e-01,-4.759352208673042067e-02,6.341601760157006273e-01,6.581980287562558263e-02,5.830652702258733167e-02
1.812362472494498888e+01,1.094151844321498458e-02,-2.528045223462514479e-01,-4.855683009230007952e-02,6.342088261603078259e-01,6.788757393762744063e-02,5.306117310016501137e-02
1.812762552510502090e+01,9.930646913358986971e-03,-2.525287896169026158e-01,-4.951813094353162137e-02,6.342583968389322591e-01,6.995038189186571220e-02,6.042246552571395313e-02
1.813162632526505291e+01,8.920895020340180795e-03,-2.522448140551568629e-01,-5.047739740919873069e-02,6.343088822662839021e-01,7.200814590692999895e-02,5.299016910428404337e-02
1.813562712542508493e+01,7.912295704257544388e-03,-2.519526160165969642e-01,-5.143460245052276086e-02,6.343602765410425448e-01,7.406078577441142785e-02,8.165168952733138641e-02
1.813962792558511694e+01,6.904881814453390013e-03,-2.516522161550658332e-01,-5.238971922087927446e-02,6.344125736604901977e-01,7.610822192589281054e-02,7.439387408670866675e-02
1.814362872574514896e+01,5.898686115554968579e-03,-2.513436354245990323e-01,-5.334272105973911215e-02,6.344657675205287450e-01,7.815037542605224319e-02,7.711323799700262049e-02
1.814762952590518097e+01,4.893741313098968690e-03,-2.510268951462470421e-01,-5.429358149605868766e-02,6.345198518866651538e-01,8.018716796250700829e-02,7.444409917312488911e-02
1.815163032606521298e+01,3.890080020289512011e-03,-2.507020169407241927e-01,-5.524227425304694544e-02,6.345748204224863631e-01,8.221852188400347039e-02,9.173595213409556359e-02
1.815563112622524500e+01,2.887734757374694518e-03,-2.503690227270476965e-01,-5.618877324820732017e-02,6.346306666902408189e-01,8.424436020632208866e-02,7.578161292336038635e-02
1.815963192638527701e+01,1.886737951646583894e-03,-2.500279347225373150e-01,-5.713305259333770203e-02,6.346873841508385850e-01,8.626460661751884917e-02,1.031117868709332530e-01
1.816363272654530903e+01,8.871219374412186651e-04,-2.496787754428155537e-01,-5.807508659453045757e-02,6.347449661638512319e-01,8.827918548305284385e-02,9.912921786970231575e-02
1.816763352670534104e+01,-1.110810438613909351e-04,-2.493215677018076337e-01,-5.901484975217244355e-02,6.348034059875118373e-01,9.028802185079803921e-02,8.329688144697104668e-02
1.817163432686537305e+01,-1.107838843837258627e-03,-2.489563346117414644e-01,-5.995231676094497919e-02,6.348626967787150965e-01,9.229104145593854114e-02,9.028548418298636136e-02
1.817563512702540507e+01,-2.103119407018429893e-03,-2.485830995831476153e-01,-6.088746250982386699e-02,6.349228315930174338e-01,9.428817072574552371e-02,1.005795108780900698e-01
1.817963592718543708e+01,-3.096890770892981107e-03,-2.482018863248593998e-01,-6.182026208207937190e-02,6.349838033846364471e-01,9.627933678423528097e-02,1.087935169140229613e-01
1.818363672734546910e+01,-4.089121065905008262e-03,-2.478127188440127915e-01,-6.275069075527625606e-02,6.350456050064515745e-01,9.826446745670637528e-02,9.034182455866766881e-02
1.818763752750550111e+01,-5.079778515454642582e-03,-2.474156214460465353e-01,-6.367872400127375099e-02,6.351082292100037607e-01,1.002434912741553413e-01,9.525351828550035482e-02
1.819163832766553313e+01,-6.068831446464023963e-03,-2.470106187004841580e-01,-6.460433748184982172e-02,6.351716686604370610e-01,1.022163374797323693e-01,1.272660015989931226e-01
1.819563912782556514e+01,-7.056248283448928599e-03,-2.465977354453233461e-01,-6.552750704369261769e-02,6.352359159355791540e-01,1.041829360217664674e-01,1.133786805451350577e-01
1.819963992798559715e+01,-8.041997535111174503e-03,-2.461769968410238429e-01,-6.644820872894055541e-02,6.353009635019934986e-01,1.061432175616623397e-01,1.151082029255809797e-01
1.820364072814562917e+01,-9.026047816682753258e-03,-2.457484283114746149e-01,-6.736641877249208155e-02,6.353668037400135304e-01,1.080971134909713971e-01,1.274333633288822210e-01
1.820764152830566118e+01,-1.000836785019175793e-02,-2.453120555432173611e-01,-6.828211360193758850e-02,6.354334289440770611e-01,1.100445559351144326e-01,1.145031379253376169e-01
1.821164232846569320e+01,-1.098892646446238824e-02,-2.448679044854465969e-01,-6.919526983755945604e-02,6.355008313227258343e-01,1.119854777568692061e-01,1.074230001520266597e-01
1.821564312862572521e+01,-1.196769259511494890e-02,-2.444160013500096540e-01,-7.010586429233199579e-02,6.355690029986058587e-01,1.139198125597320893e-01,9.663072389568355680e-02
1.821964392878575723e+01,-1.294463528456584606e-02,-2.439563726114065967e-01,-7.101387397192147899e-02,6.356379360084671859e-01,1.158474946911533243e-01,1.244655436058236531e-01
1.822364472894578924e+01,-1.391972368202759255e-02,-2.434890450067903334e-01,-7.191927607468616424e-02,6.357076223031642437e-01,1.177684592456450519e-01,1.064348239137249130e-01
1.822764552910582125e+01,-1.489292704350879577e-02,-2.430140455359665885e-01,-7.282204799167621423e-02,6.357780537476553917e-01,1.196826420677614827e-01,1.263902468672036816e-01
1.823164632926585327e+01,-1.586421473181418712e-02,-2.425314014613938196e-01,-7.372216730663382067e-02,6.358492221210032547e-01,1.215899797549507555e-01,1.018416740167023965e-01
1.823564712942588528e+01,-1.683355621654457346e-02,-2.420411403081833279e-01,-7.461961179599305161e-02,6.359211191163743893e-01,1.234904096602772866e-01,1.187468874037086036e-01
1.823964792958591730e+01,-1.780092108830422931e-02,-2.415432898176987642e-01,-7.551435942310849581e-02,6.359937363610186356e-01,1.253838698974356070e-01,1.252042176407825169e-01
1.824364872974594931e+01,-1.876627904131793895e-02,-2.410378779855896492e-01,-7.640638833588252188e-02,6.360670654012582359e-01,1.272702993275384165e-01,1.147550838780747179e-01
1.824764952990598132e+01,-1.972959986583441849e-02,-2.405249330962396237e-01,-7.729567687451149860e-02,6.361410976871457734e-01,1.291496375664476781e-01,1.236816236807227187e-01
1.825165033006601334e+01,-2.069085347117731802e-02,-2.400044836585417396e-01,-7.818220356761790280e-02,6.362158245993823069e-01,1.310218249981772998e-01,1.227038967724745355e-01
