t,C,S,R,dC_dt,dC_dt_noisy
8.417683536707342284e+01,1.025473954377355973e-02,1.357939203032766939e-01,9.095127682368827626e-01,-1.022853658516060908e-04,2.494040488261068875e-02
8.419683936787357936e+01,1.025269378739172496e-02,1.357627241443536414e-01,9.095215023981052527e-01,-1.022499931821016679e-04,-1.651797183803666372e-02
8.421684336867373588e+01,1.025064873808591466e-02,1.357315364337433328e-01,9.095302305655865727e-01,-1.022146436453971741e-04,2.315912246454848722e-02
8.423684736947389240e+01,1.024860439532467027e-02,1.357003571677802833e-01,9.095389527438462185e-01,-1.021793171890731690e-04,1.533013798875944647e-02
8.425685137027406313e+01,1.024656075857445850e-02,1.356691863428030054e-01,9.095476689373990231e-01,-1.021440137595752695e-04,4.875163948556105256e-03
8.427685537107421965e+01,1.024451782729967481e-02,1.356380239551541467e-01,9.095563791507549345e-01,-1.021087333022202212e-04,1.040321379578223668e-02
8.429685937187437617e+01,1.024247560096263818e-02,1.356068700011803796e-01,9.095650833884191266e-01,-1.020734757611837552e-04,-1.453501760017373787e-02
8.431686337267453268e+01,1.024043407902359114e-02,1.355757244772324288e-01,9.095737816548921106e-01,-1.020382410795088284e-04,1.572078958862007866e-02
8.433686737347470341e+01,1.023839326094070669e-02,1.355445873796650158e-01,9.095824739546695126e-01,-1.020030291991099597e-04,-2.679531245413612622e-02
8.435687137427485993e+01,1.023635314617008137e-02,1.355134587048370531e-01,9.095911602922421846e-01,-1.019678400607615214e-04,-2.078883964923719518e-02
8.437687537507501645e+01,1.023431373416573698e-02,1.354823384491113947e-01,9.095998406720960938e-01,-1.019326736041107490e-04,1.247783649871553845e-02
8.439687937587517297e+01,1.023227502441346679e-02,1.354512266088353512e-01,9.096085150987226475e-01,-1.018975297834112496e-04,-2.032902374362459755e-02
8.441688337667534370e+01,1.023023701660263039e-02,1.354201231802450445e-01,9.096171835766611036e-01,-1.018624086472990319e-04,4.193161709982955870e-02
8.443688737747550022e+01,1.022819971036747176e-02,1.353890281596171474e-01,9.096258461104191895e-01,-1.018273102184508346e-04,8.552059924894822932e-03
8.445689137827565673e+01,1.022616310532182236e-02,1.353579415432430988e-01,9.096345027044936415e-01,-1.017922345098653744e-04,1.995872680201084270e-02
8.447689537907581325e+01,1.022412720107756905e-02,1.353268633274181676e-01,9.096431533633771993e-01,-1.017571815334623701e-04,2.126737795102471781e-02
8.449689937987598398e+01,1.022209199724465056e-02,1.352957935084414254e-01,9.096517980915579393e-01,-1.017221513000799403e-04,-5.954465649052213816e-03
8.451690338067614050e+01,1.022005749343105584e-02,1.352647320826157740e-01,9.096604368935194973e-01,-1.016871438194746034e-04,2.443022507020931305e-03
8.453690738147629702e+01,1.021802368924282917e-02,1.352336790462478622e-01,9.096690697737411790e-01,-1.016521591003264821e-04,1.145452207655168683e-02
8.455691138227645354e+01,1.021599058428406155e-02,1.352026343956481136e-01,9.096776967366978495e-01,-1.016171971502332315e-04,2.110423498001078903e-03
8.457691538307662427e+01,1.021395817815689763e-02,1.351715981271307543e-01,9.096863177868598216e-01,-1.015822579757156771e-04,3.353506945056375366e-02
8.459691938387678078e+01,1.021192647046153569e-02,1.351405702370138961e-01,9.096949329286933006e-01,-1.015473415822130444e-04,2.272973371091509265e-02
8.461692338467693730e+01,1.020989546079622244e-02,1.351095507216193703e-01,9.097035421666597177e-01,-1.015124479740877293e-04,6.466306944320361280e-03
8.463692738547709382e+01,1.020786514875726171e-02,1.350785395772727548e-01,9.097121455052161743e-01,-1.014775771546265991e-04,2.744787675862257054e-02
8.465693138627726455e+01,1.020583553393900056e-02,1.350475368003035137e-01,9.097207429488155528e-01,-1.014427291260331862e-04,3.559908076765375389e-03
8.467693538707742107e+01,1.020380661593384836e-02,1.350165423870448578e-01,9.097293345019060729e-01,-1.014079038894402651e-04,1.769014454067643211e-02
8.469693938787757759e+01,1.020177839433225597e-02,1.349855563338338282e-01,9.097379201689316242e-01,-1.013731014448955407e-04,5.389412147430062625e-03
8.471694338867773411e+01,1.019975086872273312e-02,1.349545786370111855e-01,9.097464999543316555e-01,-1.013383217913811640e-04,-3.221698157667238042e-03
8.473694738947790484e+01,1.019772403869183795e-02,1.349236092929215480e-01,9.097550738625411748e-01,-1.013035649267924818e-04,-1.667052796766689896e-02
8.475695139027806135e+01,1.019569790382418052e-02,1.348926482979133368e-01,9.097636418979907491e-01,-1.012688308479545163e-04,-1.229726047113182015e-02
8.477695539107821787e+01,1.019367246370242626e-02,1.348616956483387475e-01,9.097722040651067266e-01,-1.012341195506150267e-04,3.039827192545704361e-03
8.479695939187837439e+01,1.019164771790728730e-02,1.348307513405537506e-01,9.097807603683106814e-01,-1.011994310294484119e-04,1.052300098659476706e-02
8.481696339267854512e+01,1.018962366601752767e-02,1.347998153709181191e-01,9.097893108120199690e-01,-1.011647652780526749e-04,-4.074846347987470113e-02
8.483696739347870164e+01,1.018760030760996853e-02,1.347688877357954562e-01,9.097978554006476148e-01,-1.011301222889507238e-04,-6.387810662760042002e-03
8.485697139427885816e+01,1.018557764225947772e-02,1.347379684315531123e-01,9.098063941386019815e-01,-1.010955020535934078e-04,1.338305425883208784e-02
8.487697539507901467e+01,1.018355566953897673e-02,1.347070574545622679e-01,9.098149270302872127e-01,-1.010609045623569145e-04,-1.492799377350855373e-03
8.489697939587918540e+01,1.018153438901943722e-02,1.346761548011978782e-01,9.098234540801027892e-01,-1.010263298045453728e-04,-2.044052187265244999e-02
8.491698339667934192e+01,1.017951380026988623e-02,1.346452604678387011e-01,9.098319752924440840e-01,-1.009917777683856481e-04,-1.867859569579339782e-02
8.493698739747949844e+01,1.017749390285739922e-02,1.346143744508672691e-01,9.098404906717019180e-01,-1.009572484410399193e-04,3.520393003450782154e-02
8.495699139827965496e+01,1.017547469634710357e-02,1.345834967466699728e-01,9.098490002222624495e-01,-1.009227418085878979e-04,-3.038596810245093940e-02
8.497699539907982569e+01,1.017345618030217856e-02,1.345526273516368665e-01,9.098575039485077287e-01,-1.008882578560467772e-04,-5.210589029961821932e-03
8.499699939987998221e+01,1.017143835428385885e-02,1.345217662621619736e-01,9.098660018548152539e-01,-1.008537965673573546e-04,1.793425410770379744e-02
8.501700340068013872e+01,1.016942121785142754e-02,1.344909134746429813e-01,9.098744939455581937e-01,-1.008193579253892358e-04,-3.856128863000427009e-02
8.503700740148029524e+01,1.016740477056221614e-02,1.344600689854814068e-01,9.098829802251050536e-01,-1.007849419119434368e-04,1.480901289425455569e-02
8.505701140228046597e+01,1.016538901197161331e-02,1.344292327910825702e-01,9.098914606978201203e-01,-1.007505485077493483e-04,-2.978293090531064502e-02
8.507701540308062249e+01,1.016337394163305784e-02,1.343984048878555937e-01,9.098999353680632396e-01,-1.007161776924647353e-04,2.146181929693219068e-02
8.509701940388077901e+01,1.016135955909804219e-02,1.343675852722133746e-01,9.099084042401898165e-01,-1.006818294446818092e-04,5.457177811850332655e-02
8.511702340468093553e+01,1.015934586391610550e-02,1.343367739405726125e-01,9.099168673185508149e-01,-1.006475037419194210e-04,-2.377157462755691980e-02
8.513702740548110626e+01,1.015733285563484058e-02,1.343059708893537818e-01,9.099253246074927581e-01,-1.006132005606282659e-04,-1.076637939586399108e-04
8.515703140628126278e+01,1.015532053379989731e-02,1.342751761149812151e-01,9.099337761113577283e-01,-1.005789198761930514e-04,8.587869516765269176e-03
8.517703540708141929e+01,1.015330889795497057e-02,1.342443896138829640e-01,9.099422218344834778e-01,-1.005446616629259923e-04,-1.016723635479162280e-02
8.519703940788157581e+01,1.015129794764180887e-02,1.342136113824909383e-01,9.099506617812032072e-01,-1.005104258940750506e-04,1.216198906652715163e-02
8.521704340868174654e+01,1.014928768240021262e-02,1.341828414172407391e-01,9.099590959558457870e-01,-1.004762125418200321e-04,-1.302201503930784307e-02
8.523704740948190306e+01,1.014727810176803760e-02,1.341520797145719368e-01,9.099675243627356469e-01,-1.004420215772708520e-04,-1.008707087067451345e-02
8.525705141028205958e+01,1.014526920528118457e-02,1.341213262709277099e-01,9.099759470061927757e-01,-1.004078529704757750e-04,-1.511389107076144267e-02
8.527705541108221610e+01,1.014326099247361140e-02,1.340905810827551781e-01,9.099843638905327214e-01,-1.003737066904092715e-04,1.738963513542906496e-04
8.529705941188238683e+01,1.014125346287732439e-02,1.340598441465051249e-01,9.099927750200667020e-01,-1.003395827049880645e-04,1.068293640124998861e-02
8.531706341268254334e+01,1.013924661602238521e-02,1.340291154586322475e-01,9.100011803991013837e-01,-1.003054809810572517e-04,2.064284957437733520e-02
8.533706741348269986e+01,1.013724045143690397e-02,1.339983950155949621e-01,9.100095800319389916e-01,-1.002714014843985452e-04,-9.926762663561670020e-04
8.535707141428285638e+01,1.013523496864704269e-02,1.339676828138555154e-01,9.100179739228774212e-01,-1.002373441797281030e-04,-2.025958293926016437e-02
8.537707541508302711e+01,1.013323016717701530e-02,1.339369788498799008e-01,9.100263620762102379e-01,-1.002033090306999989e-04,-8.517788512838162657e-03
8.539707941588318363e+01,1.013122604654909283e-02,1.339062831201379977e-01,9.100347444962263443e-01,-1.001692959998997171e-04,-9.172793037783278508e-03
8.541708341668334015e+01,1.012922260628358953e-02,1.338755956211034048e-01,9.100431211872104242e-01,-1.001353050488528254e-04,-6.705817770611102908e-03
8.543708741748349667e+01,1.012721984589887679e-02,1.338449163492535232e-01,9.100514921534424984e-01,-1.001013361380189044e-04,1.276835098193545258e-02
8.545709141828366739e+01,1.012521776491137442e-02,1.338142453010695287e-01,9.100598573991984797e-01,-1.000673892267950164e-04,-1.709532953432070859e-03
8.547709541908382391e+01,1.012321636283555933e-02,1.337835824730364831e-01,9.100682169287497292e-01,-1.000334642735170067e-04,2.923698292667200552e-03
8.549709941988398043e+01,1.012121563918395341e-02,1.337529278616431672e-01,9.100765707463629450e-01,-9.999956123545516648e-05,2.051543431409733748e-03
8.551710342068413695e+01,1.011921559346713566e-02,1.337222814633821644e-01,9.100849188563007175e-01,-9.996568006882073851e-05,-8.017231642688568260e-04
8.553710742148430768e+01,1.011721622519373351e-02,1.336916432747498329e-01,9.100932612628210849e-01,-9.993182072876157993e-05,-8.476061697430346126e-03
8.555711142228446420e+01,1.011521753387042803e-02,1.336610132922463889e-01,9.101015979701777558e-01,-9.989798316936476449e-05,1.553929838153334832e-02
8.557711542308462072e+01,1.011321951900195047e-02,1.336303915123757957e-01,9.101099289826197758e-01,-9.986416734365484785e-05,-8.657915685648159745e-04
8.559711942388477723e+01,1.011122218009108571e-02,1.335997779316458189e-01,9.101182543043920825e-01,-9.983037320359907166e-05,-1.355967470958086354e-03
8.561712342468494796e+01,1.010922551663866881e-02,1.335691725465679991e-01,9.101265739397348398e-01,-9.979660070010259315e-05,-2.156187807296493231e-02
8.563712742548510448e+01,1.010722952814358672e-02,1.335385753536577624e-01,9.101348878928841035e-01,-9.976284978300891879e-05,-1.326263786102574969e-02
8.565713142628526100e+01,1.010523421410278004e-02,1.335079863494341712e-01,9.101431961680713778e-01,-9.972912040110640947e-05,-1.120623707760454862e-02
8.567713542708541752e+01,1.010323957401123955e-02,1.334774055304202567e-01,9.101514987695238368e-01,-9.969541250211917324e-05,1.210108979891072120e-02
8.569713942788557404e+01,1.010124560736200619e-02,1.334468328931426861e-01,9.101597957014638807e-01,-9.966172603271747366e-05,-3.437682755526710876e-02
8.571714342868574477e+01,1.009925231364617280e-02,1.334162684341320404e-01,9.101680869681099129e-01,-9.962806093850688771e-05,1.524554583376486194e-02
8.573714742948590128e+01,1.009725969235289109e-02,1.333857121499226472e-01,9.101763725736756738e-01,-9.959441716404305103e-05,3.051395682080306447e-03
8.575715143028605780e+01,1.009526774296935422e-02,1.333551640370526092e-01,9.101846525223706852e-01,-9.956079465281734639e-05,-1.367545326614826376e-02
8.577715543108621432e+01,1.009327646499712759e-02,1.333246240920543391e-01,9.101929268184045796e-01,-9.952719335483070640e-05,-1.652557020217453043e-02
8.579715943188638505e+01,1.009128585813089465e-02,1.332940923113533349e-01,9.102011954660341742e-01,-9.949361330939630182e-05,1.065734121115098285e-02
8.581716343268654157e+01,1.008929592204236766e-02,1.332635686913972439e-01,9.102094584694937485e-01,-9.946005454484737121e-05,4.762910269890367407e-03
8.583716743348669809e+01,1.008730665637064955e-02,1.332330532286558344e-01,9.102177158330032603e-01,-9.942651707421515730e-05,-3.917031417105190649e-02
8.585717143428685461e+01,1.008531806075302698e-02,1.332025459196023442e-01,9.102259675607782263e-01,-9.939300090953126846e-05,-1.335679266436637196e-02
8.587717543508702533e+01,1.008333013482495474e-02,1.331720467607136471e-01,9.102342136570306108e-01,-9.935950606181466818e-05,-1.789068843332456554e-02
8.589717943588718185e+01,1.008134287822006273e-02,1.331415557484701417e-01,9.102424541259678259e-01,-9.932603254107818039e-05,-1.003080767392228916e-03
8.591718343668733837e+01,1.007935629057015760e-02,1.331110728793557796e-01,9.102506889717932870e-01,-9.929258035632848936e-05,-1.229500504691363218e-02
8.593718743748749489e+01,1.007737037150521590e-02,1.330805981498580093e-01,9.102589181987066347e-01,-9.925914951556483873e-05,9.601043114718633975e-03
8.595719143828766562e+01,1.007538512065338752e-02,1.330501315564679155e-01,9.102671418109029577e-01,-9.922574002577859778e-05,-1.001161824146273860e-02
8.597719543908782214e+01,1.007340053764100435e-02,1.330196730956800522e-01,9.102753598125735701e-01,-9.919235189296020036e-05,-5.098919612460841091e-03
8.599719943988797866e+01,1.007141662209256293e-02,1.329892227639925817e-01,9.102835722079056779e-01,-9.915898512208917021e-05,2.522881571318300736e-02
8.601720344068813517e+01,1.006943337363073836e-02,1.329587805579071635e-01,9.102917790010821575e-01,-9.912563971714192720e-05,-4.389738851513081200e-03
8.603720744148830590e+01,1.006745079187637559e-02,1.329283464739290377e-01,9.102999801962821103e-01,-9.909231568108961899e-05,-9.547909838664598095e-03
8.605721144228846242e+01,1.006546887644849987e-02,1.328979205085669690e-01,9.103081757976803079e-01,-9.905901301590072303e-05,1.140497359881363941e-03
8.607721544308861894e+01,1.006348762696430803e-02,1.328675026583333307e-01,9.103163658094475252e-01,-9.902573172253540876e-05,-2.557322186659324176e-02
8.609721944388877546e+01,1.006150704303916676e-02,1.328370929197439376e-01,9.103245502357504293e-01,-9.899247180095551227e-05,-3.156148929254681129e-02
8.611722344468894619e+01,1.005952712428661959e-02,1.328066912893182405e-01,9.103327290807516903e-01,-9.895923325011239322e-05,-2.752071577849932648e-04
8.613722744548910271e+01,1.005754787031838855e-02,1.327762977635792152e-01,9.103409023486097595e-01,-9.892601606796211366e-05,-1.150627260941038642e-02
8.615723144628925922e+01,1.005556928074436036e-02,1.327459123390533902e-01,9.103490700434790917e-01,-9.889282025144895821e-05,-2.832812023325207915e-02
8.617723544708941574e+01,1.005359135517260374e-02,1.327155350122708188e-01,9.103572321695099223e-01,-9.885964579652364859e-05,1.868256352943355181e-02
8.619723944788958647e+01,1.005161409320935381e-02,1.326851657797650796e-01,9.103653887308484904e-01,-9.882649269812773113e-05,1.382716579830990666e-02
8.621724344868974299e+01,1.004963749445902943e-02,1.326548046380734147e-01,9.103735397316370381e-01,-9.879336095020441882e-05,4.572122547018032078e-03
8.623724744948989951e+01,1.004766155852421412e-02,1.326244515837364801e-01,9.103816851760134776e-01,-9.876025054569555553e-05,-1.059479468412737567e-02
8.625725145029005603e+01,1.004568628500567169e-02,1.325941066132985402e-01,9.103898250681119464e-01,-9.872716147653988125e-05,-3.947754986522805654e-03
8.627725545109022676e+01,1.004371167350233407e-02,1.325637697233074119e-01,9.103979594120621410e-01,-9.869409373367606791e-05,-1.148485937610641688e-02
8.629725945189038327e+01,1.004173772361131346e-02,1.325334409103144928e-01,9.104060882119899833e-01,-9.866104730704141831e-05,1.716880409268551136e-02
8.631726345269053979e+01,1.003976443492789195e-02,1.325031201708746220e-01,9.104142114720170653e-01,-9.862802218557707029e-05,-2.877124974384313860e-02
8.633726745349069631e+01,1.003779180704552666e-02,1.324728075015463025e-01,9.104223291962609821e-01,-9.859501835721888943e-05,5.376575383628670254e-03
8.635727145429086704e+01,1.003581983955584636e-02,1.324425028988914788e-01,9.104304413888353320e-01,-9.856203580890701005e-05,2.885261698704779765e-04
8.637727545509102356e+01,1.003384853204865833e-02,1.324122063594757592e-01,9.104385480538494946e-01,-9.852907452658106469e-05,-2.269413076991402822e-02
8.639727945589118008e+01,1.003187788411194145e-02,1.323819178798682217e-01,9.104466491954087415e-01,-9.849613449518061781e-05,1.228994086491410655e-02
8.641728345669133660e+01,1.002990789533184796e-02,1.323516374566414966e-01,9.104547448176144586e-01,-9.846321569864993628e-05,-6.878596234186639541e-03
8.643728745749150733e+01,1.002793856529270167e-02,1.323213650863717672e-01,9.104628349245635910e-01,-9.843031811993235153e-05,3.729462985350119608e-02
8.645729145829166384e+01,1.002596989357700669e-02,1.322911007656387972e-01,9.104709195203494199e-01,-9.839744174097459634e-05,2.338961057206584773e-02
8.647729545909182036e+01,1.002400187976543698e-02,1.322608444910259029e-01,9.104789986090607856e-01,-9.836458654272550381e-05,-1.195950520226418895e-03
8.649729945989197688e+01,1.002203452343684159e-02,1.322305962591198980e-01,9.104870721947825318e-01,-9.833175250513774210e-05,-7.607410145708756039e-03
8.651730346069214761e+01,1.002006782416823942e-02,1.322003560665111210e-01,9.104951402815955053e-01,-9.829893960716521231e-05,-1.372311754940769984e-02
8.653730746149230413e+01,1.001810178153482965e-02,1.321701239097935743e-01,9.105032028735765559e-01,-9.826614782676912005e-05,-1.450275154255162464e-02
8.655731146229246065e+01,1.001613639510998306e-02,1.321398997855647295e-01,9.105112599747979818e-01,-9.823337714091016915e-05,6.219486667826519544e-03
8.657731546309261716e+01,1.001417166446524204e-02,1.321096836904255833e-01,9.105193115893285283e-01,-9.820062752555723529e-05,-2.874870764057255168e-02
8.659731946389278789e+01,1.001220758917032404e-02,1.320794756209807408e-01,9.105273577212326108e-01,-9.816789895567912608e-05,1.933397983205689327e-02
8.661732346469294441e+01,1.001024416879312505e-02,1.320492755738383317e-01,9.105353983745705371e-01,-9.813519140525542306e-05,1.387705242737898199e-02
8.663732746549310093e+01,1.000828140289970747e-02,1.320190835456100109e-01,9.105434335533985069e-01,-9.810250484726607337e-05,-2.768768140637407980e-03
8.665733146629325745e+01,1.000631929105431223e-02,1.319888995329110137e-01,9.105514632617688342e-01,-9.806983925369962968e-05,1.490358647151940677e-02
8.667733546709342818e+01,1.000435783281935012e-02,1.319587235323601004e-01,9.105594875037293923e-01,-9.803719459554761234e-05,4.585946752610607635e-02
8.669733946789358470e+01,1.000239702775541570e-02,1.319285555405796395e-01,9.105675062833242794e-01,-9.800457084281188197e-05,5.844276919673577556e-03
8.671734346869374122e+01,1.000043687542126469e-02,1.318983955541954134e-01,9.105755196045933753e-01,-9.797196796449856790e-05,3.429092588833946437e-02
8.673734746949389773e+01,9.998477375373836587e-03,1.318682435698369237e-01,9.105835274715723404e-01,-9.793938592862067027e-05,-5.962242822676665915e-03
8.675735147029406846e+01,9.996518527168235524e-03,1.318380995841370584e-01,9.105915298882931719e-01,-9.790682470219762637e-05,-1.221669110725896387e-02
8.677735547109422498e+01,9.994560330357752861e-03,1.318079635937323968e-01,9.105995268587833147e-01,-9.787428425126051476e-05,1.993637458237534216e-02
8.679735947189438150e+01,9.992602784493839416e-03,1.317778355952629599e-01,9.106075183870662171e-01,-9.784176454084251434e-05,-3.840690851491290747e-02
8.681736347269453802e+01,9.990645889126129747e-03,1.317477155853723492e-01,9.106155044771615525e-01,-9.780926553499234843e-05,1.909442585205553544e-02
8.683736747349470875e+01,9.988689643802428283e-03,1.317176035607077467e-01,9.106234851330844426e-01,-9.777678719676040700e-05,-1.141552107889354944e-04
8.685737147429486527e+01,9.986734048068714523e-03,1.316874995179198315e-01,9.106314603588462342e-01,-9.774432948821088971e-05,-9.703703592529644428e-03
8.687737547509502178e+01,9.984779101469141299e-03,1.316574034536628912e-01,9.106394301584541662e-01,-9.771189237041356598e-05,1.620708816058081788e-03
8.689737947589517830e+01,9.982824803546036518e-03,1.316273153645947103e-01,9.106473945359112587e-01,-9.767947580345244865e-05,2.129206506612087591e-03
8.691738347669534903e+01,9.980871153839897952e-03,1.315972352473766260e-01,9.106553534952165352e-01,-9.764707974641538557e-05,2.485419763424903672e-02
8.693738747749550555e+01,9.978918151889405383e-03,1.315671630986735285e-01,9.106633070403648000e-01,-9.761470415741010584e-05,1.673844848469167867e-02
8.695739147829566207e+01,9.976965797231406724e-03,1.315370989151539161e-01,9.106712551753469720e-01,-9.758234899354557151e-05,3.920700027311577532e-03
8.697739547909581859e+01,9.975014089400921491e-03,1.315070426934897285e-01,9.106791979041497509e-01,-9.755001421094542172e-05,-4.508464840271566090e-03
8.699739947989598932e+01,9.973063027931147739e-03,1.314769944303564864e-01,9.106871352307557288e-01,-9.751769976474623791e-05,-1.898847284956052539e-02
8.701740348069614583e+01,9.971112612353458596e-03,1.314469541224333737e-01,9.106950671591435009e-01,-9.748540560909580918e-05,3.884551159388568726e-03
8.703740748149630235e+01,9.969162842197397054e-03,1.314169217664029610e-01,9.107029936932874437e-01,-9.745313169715183119e-05,-5.160043630229056016e-02
8.705741148229645887e+01,9.967213716990681177e-03,1.313868973589514266e-01,9.107109148371580476e-01,-9.742087798108711033e-05,1.922102950293460774e-02
8.707741548309662960e+01,9.965265236259204101e-03,1.313568808967685020e-01,9.107188305947213625e-01,-9.738864441208479328e-05,-1.193074395303022651e-04
8.709741948389678612e+01,9.963317399527032298e-03,1.313268723765475265e-01,9.107267409699397742e-01,-9.735643094034400480e-05,-3.333519451043559512e-02
8.711742348469694264e+01,9.961370206316405573e-03,1.312968717949852815e-01,9.107346459667713390e-01,-9.732423751507334256e-05,1.120057683550435522e-02
8.713742748549709916e+01,9.959423656147738807e-03,1.312668791487821840e-01,9.107425455891700050e-01,-9.729206408449955074e-05,-1.787530943656009952e-02
8.715743148629726988e+01,9.957477748539618478e-03,1.312368944346420929e-01,9.107504398410857238e-01,-9.725991059586231585e-05,-9.417944731578201806e-03
8.717743548709742640e+01,9.955532483010348307e-03,1.312069176492716427e-01,9.107583287264646721e-01,-9.722777699612420235e-05,-3.581921026284558968e-02
8.719743948789758292e+01,9.953587859227702728e-03,1.311769487892938957e-01,9.107662122492903300e-01,-9.719566330116790470e-05,-1.507565025761734706e-02
8.721744348869773944e+01,9.951643876912994943e-03,1.311469878513093490e-01,9.107740904135460669e-01,-9.716356955130275863e-05,3.092213858464130851e-03
8.723744748949791017e+01,9.949700535729005119e-03,1.311170348319566081e-01,9.107819632231914930e-01,-9.713149575959079823e-05,-1.786541844328994521e-03
8.725745149029806669e+01,9.947757835336808185e-03,1.310870897278776093e-01,9.107898306821828882e-01,-9.709944193815817429e-05,5.681798687596486749e-03
8.727745549109822321e+01,9.945815775395770372e-03,1.310571525357175915e-01,9.107976927944725354e-01,-9.706740809819168481e-05,-1.472397473744538159e-02
8.729745949189837972e+01,9.943874355563549206e-03,1.310272232521250968e-01,9.108055495640089427e-01,-9.703539424993964241e-05,1.111950630840840420e-02
8.731746349269855045e+01,9.941933575496096978e-03,1.309973018737519701e-01,9.108134009947369547e-01,-9.700340040271794584e-05,-2.977042754218044152e-02
8.733746749349870697e+01,9.939993434847657280e-03,1.309673883972534425e-01,9.108212470905976410e-01,-9.697142656489967164e-05,-1.156248256329746142e-02
8.735747149429886349e+01,9.938053933270766735e-03,1.309374828192879647e-01,9.108290878555280745e-01,-9.693947274392548247e-05,-5.319556112357543692e-02
8.737747549509902001e+01,9.936115070416253262e-03,1.309075851365173737e-01,9.108369232934616644e-01,-9.690753894629885665e-05,-6.378257933864784138e-03
8.739747949589919074e+01,9.934176845933237812e-03,1.308776953456067815e-01,9.108447534083282671e-01,-9.687562517758738917e-05,-1.119922510914671959e-02
8.741748349669934726e+01,9.932239259469137840e-03,1.308478134432246587e-01,9.108525782040535201e-01,-9.684373144242409276e-05,-4.165425580362372253e-03
8.743748749749950377e+01,9.930302310669655158e-03,1.308179394260427786e-01,9.108603976845597305e-01,-9.681185774450349474e-05,1.110930314539295208e-02
8.745749149829966029e+01,9.928365999178793283e-03,1.307880732907361621e-01,9.108682118537649863e-01,-9.678000408659204537e-05,2.591286394311111477e-02
8.747749549909983102e+01,9.926430324638840091e-03,1.307582150339832439e-01,9.108760207155840449e-01,-9.674817047051380639e-05,-2.388311222950202650e-02
8.749749949989998754e+01,9.924495286690381696e-03,1.307283646524657339e-01,9.108838242739276669e-01,-9.671635689716346143e-05,-5.161246537184013827e-03
8.751750350070014406e+01,9.922560884972295506e-03,1.306985221428686450e-01,9.108916225327026162e-01,-9.668456336650197921e-05,-3.953205337295948030e-02
8.753750750150030058e+01,9.920627119121748494e-03,1.306686875018803207e-01,9.108994154958122147e-01,-9.665278987755227674e-05,3.618752180745340302e-02
8.755751150230045710e+01,9.918693988774204134e-03,1.306388607261924351e-01,9.109072031671558989e-01,-9.662103642840962764e-05,2.563164150145834028e-02
8.757751550310062783e+01,9.916761493563413729e-03,1.306090418124999097e-01,9.109149855506293303e-01,-9.658930301623428957e-05,8.946022744330036497e-03
8.759751950390078434e+01,9.914829633121430286e-03,1.305792307575011080e-01,9.109227626501242847e-01,-9.655758963725280530e-05,2.389742826861921549e-02
8.761752350470094086e+01,9.912898407078587701e-03,1.305494275578975849e-01,9.109305344695288742e-01,-9.652589628675973740e-05,1.685331343558545136e-02
8.763752750550109738e+01,9.910967815063519842e-03,1.305196322103942541e-01,9.109383010127274360e-01,-9.649422295911810193e-05,-1.299349903728615543e-02
8.765753150630126811e+01,9.909037856703150141e-03,1.304898447116993598e-01,9.109460622836004218e-01,-9.646256964776066950e-05,1.412357082976079675e-02
8.767753550710142463e+01,9.907108531622696793e-03,1.304600650585245047e-01,9.109538182860246192e-01,-9.643093634518606211e-05,2.323756375376874808e-02
8.769753950790158115e+01,9.905179839445669293e-03,1.304302932475844834e-01,9.109615690238729302e-01,-9.639932304296482471e-05,1.590932491728085096e-02
8.771754350870173766e+01,9.903251779793870169e-03,1.304005292755975320e-01,9.109693145010145932e-01,-9.636772973173422102e-05,-1.894497220224910551e-03
8.773754750950190839e+01,9.901324352287391509e-03,1.303707731392850788e-01,9.109770547213150715e-01,-9.633615640120213666e-05,-7.870352270118088217e-03
8.775755151030206491e+01,9.899397556544623639e-03,1.303410248353720491e-01,9.109847896886358321e-01,-9.630460304014751283e-05,4.735160667141785629e-02
8.777755551110222143e+01,9.897471392182244712e-03,1.303112843605865045e-01,9.109925194068348997e-01,-9.627306963641774420e-05,5.318848541966261084e-03
8.779755951190237795e+01,9.895545858815227649e-03,1.302815517116598931e-01,9.110002438797660806e-01,-9.624155617693171474e-05,1.082651744603223103e-02
8.781756351270254868e+01,9.893620956056834934e-03,1.302518268853269656e-01,9.110079631112799614e-01,-9.621006264767936397e-05,-2.814598317004313524e-02
8.783756751350270520e+01,9.891696683518627284e-03,1.302221098783258313e-01,9.110156771052227986e-01,-9.617858903372212068e-05,1.356018845527525926e-02
8.785757151430286171e+01,9.889773040810453247e-03,1.301924006873979023e-01,9.110233858654374073e-01,-9.614713531919030082e-05,4.843040249923017022e-03
8.787757551510301823e+01,9.887850027540454403e-03,1.301626993092878382e-01,9.110310893957627165e-01,-9.611570148729178115e-05,-1.733185915791396470e-02
8.789757951590318896e+01,9.885927643315067098e-03,1.301330057407436847e-01,9.110387877000338808e-01,-9.608428752030072351e-05,2.569431443841205948e-02
8.791758351670334548e+01,9.884005887739017240e-03,1.301033199785168182e-01,9.110464807820823907e-01,-9.605289339956538108e-05,-1.499128381881871357e-04
8.793758751750350200e+01,9.882084760415327240e-03,1.300736420193618625e-01,9.110541686457356292e-01,-9.602151910550983313e-05,1.286791146962000532e-02
8.795759151830365852e+01,9.880164260945307336e-03,1.300439718600368000e-01,9.110618512948176484e-01,-9.599016461762704608e-05,9.115769004618790722e-03
